[00:00.000 --> 00:00.100]  There are
[2:55:18.100 --> 2:55:25.140]  subversion where they were illon has said that she's like islam is feminism yeah and women being
[2:55:25.140 --> 2:55:30.420]  sold on slave blocks women can't drive cars and you're telling me i don't want to empower women
[2:55:30.420 --> 2:55:35.060]  my god i've got three daughters they're running the damn show i mean i hope they want to be
[2:55:35.060 --> 2:55:39.220]  executives i hope they want to do stuff like that and when you treat this they want to hang out with
[2:55:39.220 --> 2:55:42.260]  their girlfriends and you know do what women do i mean it's just you know yeah and and when you
[2:55:42.260 --> 2:55:45.780]  point this out to a leftist it like triggers cognitive my daughters wanted to take over they
[2:55:45.780 --> 2:55:50.740]  would the thing is they don't want to because that's how stuff's designed right i mean men and women
[2:55:50.740 --> 2:55:56.020]  have different like built-in instincts and you know now you say that and it's like you can get banned
[2:55:56.020 --> 2:56:00.020]  off of these platforms for saying that there's differences between men and women like look at
[2:56:00.020 --> 2:56:05.860]  what happened with james demore with inside google he said hey maybe you know guys just like doing
[2:56:05.860 --> 2:56:10.260]  computer science more than women right and so they slandered him the media slandered him
[2:56:10.260 --> 2:56:16.180]  the media came out and and rewrote his manifesto it wasn't even a manifesto it was a diversity
[2:56:16.180 --> 2:56:20.420]  but a male brain has one third the connections between left and right hemisphere it's designed
[2:56:20.420 --> 2:56:26.580]  for computers it's something a woman has a uterus not saying her brain isn't just as good it has three
[2:56:26.580 --> 2:56:30.740]  times the connections between left and right hemisphere yeah and and it's a totally different
[2:56:30.740 --> 2:56:36.340]  brain i mean the brain is different and men like to go to war a little bit more and women shy away
[2:56:36.340 --> 2:56:40.900]  from violence it's like you know because here's the thing all the embryos are girls at first
[2:56:40.900 --> 2:56:45.220]  everybody knows women have a second set of DNA that men don't have women literally create their
[2:56:45.220 --> 2:56:51.300]  sons like their robots we're the drones yeah the species is women that's actually known by the
[2:56:51.300 --> 2:56:54.500]  establishment while they're targeting women telling them oh we're empowering you because they get the
[2:56:54.500 --> 2:56:59.060]  women they've got everybody it's not pandering women to tell you you're the species men are a
[2:57:00.660 --> 2:57:05.700]  clone you basically create the go out on a mission right and and that's why we do the
[2:57:05.700 --> 2:57:11.700]  dangerous stuff it's why we do it yeah exactly and and you know um there are certain things
[2:57:11.700 --> 2:57:15.780]  that men just we're ready to die for the next yeah we do and ready to die for the next i mean
[2:57:15.780 --> 2:57:19.860]  that's this is why i'm coming out like i'm coming out i'm like fighting a dragon and the thing is is
[2:57:19.860 --> 2:57:26.340]  that um uh it's something that males tend to do more and that's something that's it's very sacred
[2:57:26.340 --> 2:57:33.460]  to sacrifice yourself for the good of the tribe so you know i'm not saying that men and women are
[2:57:33.460 --> 2:57:37.540]  you know only going to be in these roles i'm saying this is just abusive it's like saying most of
[2:57:37.540 --> 2:57:43.540]  winners of long-range running or kitchens there's others that are just as good as well yeah let's
[2:57:43.540 --> 2:57:47.380]  talk to marcus in new york marcus you're on the air thanks for holding hey oh yeah i just want to
[2:57:47.380 --> 2:57:52.100]  say uh your show is a breath of fresh air i talked to a lot of people here out in new york city and
[2:57:52.100 --> 2:57:56.740]  one thing i could tell you is that almost nobody agrees with these wars i think that the neocons
[2:57:56.740 --> 2:58:01.620]  are trying desperately to get trump to go to a war because they know that that's the only way that
[2:58:01.620 --> 2:58:06.500]  they could defeat him in the eyes of the public the approaching 2020 that's it i mean if trump buys
[2:58:06.500 --> 2:58:10.180]  into this it'll be the end of his presidency it's the only way i think he can be defeated other than
[2:58:10.180 --> 2:58:13.940]  assassinating him it's the time to be praying my friend i agree entirely and the last thing i
[2:58:13.940 --> 2:58:18.340]  just want to say alex is i know they're trying to shut you down but the reinforcements have arrived
[2:58:18.340 --> 2:58:22.820]  man i would love to see you on air until you're 80 years old i would love to see what you're talking
[2:58:22.820 --> 2:58:28.260]  about when you're 80 but if they do shut you down no you've gone into this war you've won a lot of
[2:58:28.260 --> 2:58:33.060]  battles and there are a lot of people like myself and many others who are going to continue we're
[2:58:33.060 --> 2:58:37.540]  going to keep fighting in the info war and even if something does happen to you or your show know
[2:58:37.540 --> 2:58:44.900]  for a fact that you've gotten a lot of people fired up for liberty thank you sir for calling
[2:58:44.900 --> 2:58:49.860]  alex yes i got a plug for the patriot points i get oh thanks i got 180 dollars so far this
[2:58:49.860 --> 2:58:54.180]  year and i feel like i'm stealing from you i buy so much in the store because i mean i don't want
[2:58:54.180 --> 2:58:57.300]  to give that money to walmart i don't want to give that money to people who are going to donate it to
[2:58:57.300 --> 2:59:01.220]  causes i don't believe in so i'd rather give that money to you and i'm getting quality products the
[2:59:01.220 --> 2:59:06.020]  products that i do for steve have changed my life i mean the x2 has really done a lot for me i've
[2:59:06.020 --> 2:59:10.740]  lost weight my brain works a whole lot better i think my kid they use the toothpaste my son used
[2:59:10.740 --> 2:59:14.980]  to get these little uh sore throats and he puts x2 in water and drinks it and it gets rid of his
[2:59:14.980 --> 2:59:19.380]  sore throat uh well sir let me break this down for you i want high quality stuff in there i want a
[2:59:19.380 --> 2:59:24.580]  good price but i've kind of habituated everybody to where everybody buys when it's 50 off i'm making
[2:59:24.580 --> 2:59:29.060]  two dollars on the toothpaste 50 off and so it's the same thing like the fish oil or the turmeric
[2:59:29.060 --> 2:59:33.780]  or the bone broth thank you so much for the plugs but listen when people get the patriot points a lot
[2:59:33.780 --> 2:59:37.860]  of times it makes things a loss later because if you're already getting 10 off because you're on
[2:59:37.860 --> 2:59:42.100]  autoship then we're doing 50 off and then you do something like that uh where you have patriot
[2:59:42.100 --> 2:59:50.580]  points we lose money but that's okay thanks for the support you're listening to the alex jones show
[2:59:50.580 --> 3:00:03.940]  waging war it's alex jones coming to you a lot from the front lines of the info
[3:00:09.460 --> 3:00:13.460]  i don't want to be at the beach drinking a pina colada i don't want to be on some jumbot yet the
[3:00:13.460 --> 3:00:18.260]  20 hookers are really negative i want to be here with a whistleblower i want to be here fighting
[3:00:18.260 --> 3:00:26.180]  the levels that's what's excited for marching up a 5000 foot mountain before gone and reaching the
[3:00:26.180 --> 3:00:31.780]  top at noon then busting open a cold beer up top and carrying your backpack that's life ladies and
[3:00:31.780 --> 3:00:37.780]  gentlemen we're taking phone calls right now with zack vorhees the big google whistleblower this is
[3:00:37.780 --> 3:00:42.420]  amazing we're going to your calls now ronnie in california you're on the air thanks for holding
[3:00:42.420 --> 3:00:48.020]  what do you want to get into the toxic culture yeah alex man it's great to hear your voice
[3:00:48.020 --> 3:00:52.500]  i've been a listener for the past 11 years and i'm going to get into that and i just wanted to
[3:00:52.500 --> 3:00:58.420]  tell you that you know just whatever you do uh you've never stood alone in this fight ever i'm
[3:00:58.420 --> 3:01:02.660]  not saying that as a fanatic or anything oh no no no i wouldn't be here if it wasn't for you brother
[3:01:02.660 --> 3:01:07.940]  are you kidding you literally the oxygen in my lungs man you i'm you you're me and that's not
[3:01:07.940 --> 3:01:13.300]  just some statement from like you know barney i love you you love me we're a happy family i
[3:01:13.300 --> 3:01:20.100]  mean you have to understand people call up kissing my ass i'm are you are you joking i mean literally
[3:01:20.100 --> 3:01:25.940]  i love you hey that's all i'm trying to say too i love you too brother you ever seen these hollywood
[3:01:25.940 --> 3:01:30.580]  people and i you've been holding an hour but i'm gonna go back to like their fans run up and they
[3:01:30.580 --> 3:01:36.500]  go get away kids screw you you asked to be famous you asked to do this you at i mean i love signing
[3:01:36.500 --> 3:01:41.940]  autographs i love taking photos oh i'm sorry you're sorry that you like me and i like you i mean this
[3:01:41.940 --> 3:01:47.460]  you know you know what i'm saying yeah yeah there's like a thing like don't ever meet your hollywood
[3:01:47.460 --> 3:01:53.860]  heroes it's a saying oh they're a bunch of empty dirtbags most of them unless they're a conservative
[3:01:53.860 --> 3:01:58.100]  it's crazy like all the conservative ones i've met most of them are like don't say i called you don't
[3:01:58.100 --> 3:02:03.860]  say i love your show you know and they're like what my autograph but but again it's okay it's
[3:02:03.860 --> 3:02:09.780]  just crazy i'm sorry sir you've been holding a long time go ahead yeah absolutely man hey i remember
[3:02:09.780 --> 3:02:15.140]  when your crew came out in berlin game california you know i i love seeing that just uh knowing
[3:02:15.140 --> 3:02:20.180]  that there's people that are just like me just like you and but to touch on the toxic culture and
[3:02:20.180 --> 3:02:25.220]  the tab stock and you mentioned celebrities and not meeting your idols you know so many of these
[3:02:25.220 --> 3:02:30.020]  like celebrities that are all for this the false liberal propaganda and dreams are the
[3:02:30.020 --> 3:02:34.900]  ones contributing to the toxic culture yet they point to you yet they point to people like me
[3:02:34.900 --> 3:02:40.900]  regular people all day and try to divert the conversation and do these weird stylistic techniques
[3:02:40.900 --> 3:02:46.020]  and i'm just tired of it you know i think everybody has value no matter what anybody says
[3:02:46.020 --> 3:02:50.660]  you know and i'm not agree you know in my life i've met like old black men old white women
[3:02:51.300 --> 3:02:55.940]  old whoever that are like super knowledgeable and dialed in and they're totally psyched they
[3:02:55.940 --> 3:03:00.180]  know what you're thinking you feel like when you're in their presence you like kind of like blend in
[3:03:00.180 --> 3:03:03.940]  with them and they're always old though they've been through a bunch a lot of veterans people
[3:03:03.940 --> 3:03:09.300]  like that but they're just already at the next level and and you run into them they have way
[3:03:09.300 --> 3:03:14.180]  more stardom and human fire than any of the big hollywood stars i've ever known and and they're
[3:03:14.180 --> 3:03:18.340]  just regular people and they're just working in america they're just taking care of folks
[3:03:18.340 --> 3:03:21.700]  they're at the pta they're at church they're taking care of their neighbors when they're sick
[3:03:23.220 --> 3:03:28.420]  they're just real people yeah right on yeah exactly well well they love god and they love
[3:03:28.420 --> 3:03:32.820]  their country and they love the simple things in life that keeps them going you know they're already
[3:03:32.820 --> 3:03:39.860]  fulfilled they're already fulfilled exactly yeah you know uh you know that's the funny thing too
[3:03:39.860 --> 3:03:44.420]  about um the tavastok institute and you know all the i think as that was talking about the story
[3:03:44.420 --> 3:03:50.420]  the tavastok institute you know that's a plan to get little boys by the millions to ask mommy to
[3:03:50.420 --> 3:03:55.780]  cut their genitals off i mean that that's the ultimate sickness isn't it it is it is it's all
[3:03:55.780 --> 3:04:03.220]  part of ideological subversion and the tavastok institution has been pushing this for decades now
[3:04:03.220 --> 3:04:09.060]  yeah it's a pedophile run group i mean that's a minute yeah oh you you can find a you can google
[3:04:09.060 --> 3:04:13.300]  a picture of the beetles uh there's a picture of them with jimmy sabble you know and just sitting
[3:04:13.300 --> 3:04:17.860]  there smiling like it's all funny and and again because i know the family i'm gonna leave it at
[3:04:17.860 --> 3:04:22.020]  that and they let me tell you they i'm not gonna get into it because it was off record but i mean
[3:04:22.020 --> 3:04:27.780]  i i already knew about a lot of it but let me just tell you john lennon's son and and yoko ono they
[3:04:27.780 --> 3:04:31.940]  know the whole deal they're not part of it they have apologized they have said whatever and john lennon
[3:04:31.940 --> 3:04:37.540]  was woke at the end man yeah he was definitely british intelligence he definitely did want to
[3:04:37.540 --> 3:04:41.700]  depopulate the earth when he found out he would not be part of the satanism he wrote songs before he
[3:04:41.700 --> 3:04:46.340]  got about it he did i didn't realize that nobody has these songs i listened to him once and i asked
[3:04:46.340 --> 3:04:49.460]  yoko ono about it i asked his son about it and they're like yeah and i'm my dad wrote a bunch of
[3:04:49.460 --> 3:04:54.980]  songs we got killed about satanism and everything it's time to show them what a real alpha male looks
[3:04:54.980 --> 3:05:00.900]  like with one of our most powerful products ever made alpha power as you age your body can lose
[3:05:00.900 --> 3:05:05.780]  testosterone over time with the incredible ingredients in this formula we can help you beat
[3:05:05.780 --> 3:05:11.380]  the test of time and assist in restoring that lost energy and move that comes with time and age
[3:05:11.380 --> 3:05:16.420]  alpha powers incredible ingredients can help you boost your sports performance or enhance your day
[3:05:16.420 --> 3:05:23.540]  to day life with ease while encouraging hormonal balance perfect by itself or with super male vitality
[3:05:23.540 --> 3:05:28.980]  in the true alpha male path alpha power can help lose performance help maintain normal
[3:05:28.980 --> 3:05:34.740]  testosterone levels support healthy cholesterol and more let alpha power help bring you to the
[3:05:34.740 --> 3:05:40.260]  peak of your optimal health don't fall short on energy in the fight against tyranny show the world
[3:05:40.260 --> 3:05:52.100]  what a true alpha male looks like today with alpha power head to infowarstore.com today
[3:06:10.260 --> 3:06:22.100]  so
[3:06:22.100 --> 3:06:42.980]  all right folks we're live broadcasting worldwide on this Thursday august 22nd global transmission
[3:06:42.980 --> 3:06:48.420]  now we got to move quick to get everybody zack voriz is here jack you got to come back because
[3:06:48.420 --> 3:06:51.940]  you're good on talk radio you're a smart guy i can tell you've done your research you released
[3:06:51.940 --> 3:06:57.780]  the big data dump uh this morning i heard oh uh zack's at his hotel doing a fox news interview
[3:06:57.780 --> 3:07:03.060]  and i said i bet that didn't air well i guess they canceled it sarah sara carter we need to punch
[3:07:03.060 --> 3:07:07.940]  you out we need to get these videos once they're posted info wars dot com and news wars dot com the
[3:07:07.940 --> 3:07:12.580]  listeners kind of i do this too like it's kind of a thing of oh it's osmosis people know what's
[3:07:12.580 --> 3:07:17.620]  going on no the only way you learn about something they're fighting to keep you from hearing is if
[3:07:17.620 --> 3:07:22.020]  you spread it yeah that's right and that's i know i harp on that because i'm the tail the
[3:07:22.020 --> 3:07:28.260]  listeners of the dog and i'm you are the dog right and and the thing is is that don't ever
[3:07:28.260 --> 3:07:33.380]  underestimate the power that a small determined group of people have to change the world
[3:07:35.540 --> 3:07:40.260]  that's absolutely that's how it's always been yeah they always they're the ones that always
[3:07:40.260 --> 3:07:45.860]  change you know the world in every revolution did you know hitler three days before he committed
[3:07:45.860 --> 3:07:50.100]  suicide in the bunker still believed he was going to meet the russians and the in the allies
[3:07:51.060 --> 3:07:57.380]  when like 10 million troops were marching in on him okay and that's i think google and all them
[3:07:57.380 --> 3:08:00.580]  they don't get like like you said they don't even care they have allergies now they don't care
[3:08:00.580 --> 3:08:05.940]  it doesn't work anymore they've just got all this unlimited fake stock what a trillion dollar
[3:08:05.940 --> 3:08:11.540]  company almost they just don't care yeah they just don't care they have infinite amount of power
[3:08:11.540 --> 3:08:17.300]  um it's like it's like i don't even think about how much power they have because if i did um
[3:08:18.100 --> 3:08:22.500]  i would be like what the heck are you doing zack but the thing is is that i know
[3:08:22.500 --> 3:08:27.940]  that i'm in the right and i know that everyone else knows that google's in the wrong and that's
[3:08:27.940 --> 3:08:34.020]  what gives me the fuel to uh continue to push this out and oh my gosh it's just snowballing it's
[3:08:34.020 --> 3:08:40.260]  just snowballing it's getting larger and uh this is moving towards a real cultural movement
[3:08:40.260 --> 3:08:47.060]  and that cultural movement will transform into a political movement so and it's here they're scared
[3:08:47.060 --> 3:08:52.260]  they're trying to block it i mean trump is the gigantic liberal and if you really look at his
[3:08:52.260 --> 3:08:57.300]  policies and everything he actually does it's very classical liberal none of the modern sets
[3:08:57.300 --> 3:09:02.100]  but the classical thomas jeffersonian yeah and the thing is is that he's really doing a really
[3:09:02.100 --> 3:09:06.260]  great job well he doesn't look down on black people or anybody in fact he's not a lot of black
[3:09:06.260 --> 3:09:12.660]  girlfriends he he he would see himself as being weak if he looked down on someone he wants to
[3:09:12.660 --> 3:09:17.780]  empower people yeah i know that about that's why they hate him he's the opposite of a satanist
[3:09:17.780 --> 3:09:21.300]  and that's the reason why that you know google and these big tech giants are trying to scrub the
[3:09:21.300 --> 3:09:26.900]  internet and uh make it so that people can't find you know the pictures of donald trump
[3:09:26.900 --> 3:09:32.100]  with these black leaders throughout his career because that contradicts the manufactured narrative
[3:09:32.100 --> 3:09:38.500]  that is projecting on trailblazed bringing blacks into resorts and golf courses and these luxury
[3:09:38.500 --> 3:09:42.420]  buildings where there were like 90 year old weird white people who didn't want to be next to white
[3:09:42.420 --> 3:09:45.380]  people that weren't rich and powerful let me tell you get around rich people they hate everybody
[3:09:45.380 --> 3:09:50.020]  unless you're in the weird club so they hate white people hispanics blacks like folks think like oh
[3:09:50.020 --> 3:09:54.500]  old rich white people don't like me old chinese people don't like people that aren't rich like
[3:09:54.500 --> 3:09:59.220]  them or old black old rich black people to say it's an elitism right but trump isn't about the
[3:09:59.220 --> 3:10:04.580]  elitism he's about everybody gets it and it's really funny because like people say oh america's
[3:10:04.580 --> 3:10:10.100]  racist and i've done my traveling america's actually the least racist country that i've ever
[3:10:10.100 --> 3:10:15.060]  been to in my life i mean nothing is china but they're racist right japan's role they're like
[3:10:15.060 --> 3:10:20.340]  they have a bias towards their own like people right and and we take south korea or korea if
[3:10:20.340 --> 3:10:24.820]  you're born on a wedlock you're seen as a ghost child and subhuman that's why they have to adopt
[3:10:24.820 --> 3:10:28.820]  all the kids and my sister isn't listening she's a wonderful person we adopted her because you know
[3:10:28.820 --> 3:10:33.540]  she was from a single mom that's sick man yeah i think it's asians they're great people but
[3:10:33.540 --> 3:10:39.380]  you're saying america's racist like like what are they doesn't let muslims into the country period
[3:10:39.380 --> 3:10:44.900]  like what like what are they judging that against like america's racist like in comparison to what
[3:10:44.900 --> 3:10:51.220]  if we're the least racist so all you're selling people as slaves today libya you know it's like
[3:10:51.220 --> 3:10:57.860]  go anywhere in the country exactly so i'm sending the lies like we we are exceptional for the good
[3:10:57.860 --> 3:11:01.780]  things we've done yeah we got powerful we got corrupt we've been bad too but i'm just sick of
[3:11:01.780 --> 3:11:06.820]  the religion of hating america teaching us to hate ourselves it goes back to the demoralization
[3:11:06.820 --> 3:11:12.020]  that's right and and and it's a tactic it's being applied to the minds of american people in order
[3:11:12.020 --> 3:11:17.540]  to change the perception of what reality is in order to humans do whether it's a corrupt girlfriend
[3:11:17.540 --> 3:11:21.700]  or husband or whatever they tell you you suck they tell you did something bad and all they want
[3:11:21.700 --> 3:11:26.980]  you to do is say you're bad and they're above you and no i'm intentionally not hurting anyone i
[3:11:26.980 --> 3:11:32.580]  want to be good i want to be with god i'm a sinner but i want to be good i'm sick of hearing how i'm
[3:11:32.580 --> 3:11:37.220]  bad and i'm not gonna hear it anymore yeah yeah i'm glad you're taking a stand do you want to take
[3:11:37.220 --> 3:11:46.580]  some uh let's do it let's do it let's go ahead and talk to uh google in the classroom chase in
[3:11:46.580 --> 3:11:53.700]  california go ahead chase thank you so much for taking my call alex and zach thank you so much
[3:11:53.700 --> 3:12:00.180]  for what you're doing thank you an educator i've been an educator for 15 years here in crazy california
[3:12:00.180 --> 3:12:05.140]  and i want you to know that the last few years they've been putting into our school district the
[3:12:05.140 --> 3:12:11.780]  google classroom system they give every student a laptop they have to sign into google and everything
[3:12:11.780 --> 3:12:18.100]  that these students are typing writing looking up watching is all being collected by the google
[3:12:18.100 --> 3:12:24.020]  database and so zach i appreciate if you would talk about this what do they notice facebook said
[3:12:24.900 --> 3:12:30.660]  we will ban you in the future with your social id for what you wrote in the past so think about
[3:12:30.660 --> 3:12:35.620]  that big corporation is directly knowing more about your kid than you do right and now they're
[3:12:35.620 --> 3:12:40.660]  introducing this new policy where uh and it's not just google it's multiple tech giants are
[3:12:40.660 --> 3:12:47.780]  introducing this policy where they're going to um they can ban you from platforms based on your
[3:12:47.780 --> 3:12:53.620]  off-platform behavior okay so what they're trying to do is they're trying to implement a social credit
[3:12:53.620 --> 3:12:59.300]  system but lie about it and they're just gonna it's called the totalitarian tiptoe where they just
[3:12:59.300 --> 3:13:04.580]  make these incremental changes closer and closer and closer until all of a sudden we wake up and
[3:13:04.580 --> 3:13:08.980]  we're in a communist but you're right like here here in austin the schools get apple ipads or
[3:13:08.980 --> 3:13:12.740]  whatever and that's all going back to the chi comp same thing when google is going back to their
[3:13:12.740 --> 3:13:17.620]  i mean this is insane yeah and so the thing is is that you know google was painted as this really
[3:13:17.620 --> 3:13:23.460]  great company and so they're they wanted to like help educate the world with really cheap laptops
[3:13:23.460 --> 3:13:29.300]  and so you know they they snuck it in everyone got in there and now we're all realizing that google
[3:13:29.300 --> 3:13:34.420]  is this really easy uh evil malicious corporation and they're now more apparent than you are yeah
[3:13:34.420 --> 3:13:40.980]  and now we've and now we've got to like you know de-infiltrate our our country from this evil
[3:13:40.980 --> 3:13:46.340]  corporation that would be against the school having computers for kids but it's google yeah it's app
[3:13:46.340 --> 3:13:51.140]  it's them it's their curriculum yeah it's their curriculum you know and the thing is is that you
[3:13:51.140 --> 3:13:56.260]  think that they're just going to open up the access for other oh no they're tracking what you just
[3:13:56.260 --> 3:14:01.460]  like in what's up at whatsapp with facebook they're already blocking you're sending out memeworld.com
[3:14:01.460 --> 3:14:07.060]  it's here they're launching it on every cylinder thank you chase let's jam in one more here
[3:14:07.060 --> 3:14:12.900]  Aaron in florida you're on the air go ahead yes Alex it's an honor to be on the show thank you
[3:14:12.900 --> 3:14:18.900]  honor sir go ahead yes sir um Zach thank you for uh coming out with the courage come out and
[3:14:18.900 --> 3:14:24.980]  i know it takes a lot man so appreciate that um i had a question for Zach a couple questions
[3:14:24.980 --> 3:14:32.020]  ask go ahead um i've been detoxing from google um so i've been using duck duck go and i've been
[3:14:32.020 --> 3:14:37.620]  using the brave browser and i was wondering Zach what you thought of those and also what
[3:14:37.620 --> 3:14:43.300]  you think about cryptocurrencies and possibly is there a way to design like a decentralized
[3:14:43.300 --> 3:14:49.700]  search engine or video platform a lot of great questions wow a lot of great questions if i can
[3:14:49.700 --> 3:14:55.220]  remember all those all those questions so first off um you know start page and duck duck go are great
[3:14:55.220 --> 3:15:00.260]  alternatives to google search so if you're looking to detox from the google search then you know i
[3:15:00.260 --> 3:15:06.100]  challenged the audience that's listening in here to do at least just one google uh one search
[3:15:06.100 --> 3:15:11.380]  not on google but with duck duck go or start page and us using that empowers those platforms right
[3:15:11.380 --> 3:15:14.660]  exactly and what we're what we're telling google is that if they're going to censor us then we're
[3:15:14.660 --> 3:15:19.700]  going to censor them your second question which was what do i think about the brave browser well
[3:15:20.340 --> 3:15:27.300]  so a lot of people used to like the firefox browser but then they started to uh get subverted
[3:15:27.300 --> 3:15:33.140]  and they kicked the founder off well the founder went to the brave browser he took the chrome um
[3:15:33.140 --> 3:15:38.740]  browser and he uh he created his own version of it which he called brave and when you go
[3:15:38.740 --> 3:15:44.740]  into private mode it actually uses the tor browser which is untrackable so i really recommend everyone
[3:15:44.740 --> 3:15:52.660]  use the brave browser brave browser brave browser brave browser or calls finally there's a way for
[3:15:52.660 --> 3:15:58.900]  you to get into the blockchain the hottest financial sector without all the speculation no enjoy a 27
[3:15:58.900 --> 3:16:03.780]  percent annualized payment each month without the ups and downs of bitcoin seen on programs broadcast
[3:16:03.780 --> 3:16:08.500]  on fox business news blockchain data centers offer an equipment leasing program in the explosive
[3:16:08.500 --> 3:16:13.460]  digital asset marketplace inspired by entrepreneurs who sold picks and shovels during the gold rush
[3:16:13.460 --> 3:16:18.100]  the money is in the mining equipment used to manufacture dozens of critical digital assets
[3:16:18.100 --> 3:16:22.820]  non a security ipo or note blockchain data centers have proven turnkey equipment sale
[3:16:22.820 --> 3:16:28.820]  leaseback program with a 27 percent annualized lease payment deposited into your bank account
[3:16:28.820 --> 3:16:37.460]  each month don't miss this one stake your claim today call 800 600 3388 that's 800 600 3388
[3:16:37.460 --> 3:16:44.820]  these valuable lease contracts won't last long call now 800 600 3388 800 600 3388
[3:16:44.820 --> 3:16:48.180]  equipment offer poses a financial risk to owners consult with financial professionals before purchasing
[3:16:48.180 --> 3:16:51.780]  not an offer to buy or sell the security which requires an offering document most of you know
[3:16:51.780 --> 3:16:56.100]  that heart disease is the number one silent killer in the us what if i told you for just
[3:16:56.100 --> 3:17:01.940]  5495 a month you could fight against heart disease naturally at heart and body extract we've been
[3:17:01.940 --> 3:17:06.660]  helping thousands of people get back to a healthier heart don't just take my word for it check out all
[3:17:06.660 --> 3:17:16.660]  of the success stories at hbxtrack.com or to order call 866 295 5305 that's 866 295 5305
[3:17:16.660 --> 3:17:23.300]  hbxtrack.com don't risk it when you can take charge of it hi i'm dan pilla i started fighting the irs
[3:17:23.300 --> 3:17:28.820]  over 40 years ago when they tried to seize my mother's house i sued the irs and won i beat the irs then
[3:17:28.820 --> 3:17:33.220]  and i've been beating them ever since i wrote the book on tax debt settlement and i've helped thousands
[3:17:33.220 --> 3:17:37.700]  of people deal with tax problems they thought might never be solved i can help you too if you owe
[3:17:37.700 --> 3:17:43.940]  taxes you can't pay don't wait another day there's no such thing as a hopeless tax case call 834 no
[3:17:43.940 --> 3:17:54.180]  tax or go to my website danpilla.com that's danpilla.com danpilla.com looking for a way to support
[3:17:54.180 --> 3:18:00.500]  alex jones and the info wars crew while staying up to date on all our products then our newsletter
[3:18:00.500 --> 3:18:08.020]  is for you now more than ever info wars need your help head over to infowarstore.com scroll down the
[3:18:08.020 --> 3:18:14.100]  page and sign up to receive up-to-date exclusive daily deals the info wars store newsletter
[3:18:14.100 --> 3:18:19.460]  is your number one way to support the info wars team while keeping up with the latest savings
[3:18:19.460 --> 3:18:26.420]  and specials join your fellow info warriors in getting access to brand new formulas daily deals
[3:18:26.420 --> 3:18:34.180]  and exclusive sales with t-shirts survival gear movies books supplements and more it's easier than
[3:18:34.180 --> 3:18:40.180]  ever to support the resistance now you can stay up to date with just one click sign up for the
[3:18:40.180 --> 3:18:46.260]  info wars store newsletter today head to info wars store dot com and start receiving subscriber
[3:18:46.260 --> 3:18:51.460]  only sales and offers now and stay current with everything the info wars store has to offer
[3:18:51.460 --> 3:18:58.100]  her thomas jefferson predicted over 240 years ago that when our republic was in trouble in
[3:18:58.100 --> 3:19:03.060]  the future it'd be the farmers that were close to the ground close to reality who actually work
[3:19:03.060 --> 3:19:07.380]  for a living that would end up saving the nation and today the communist chinese have banned all
[3:19:07.380 --> 3:19:14.100]  u.s farming goods a week ago and we've seen massive increases in polls support for the president
[3:19:14.100 --> 3:19:19.700]  and what he's doing in this trade war once china put pressure on our farmers that's beautiful
[3:19:19.700 --> 3:19:24.900]  americans aren't going to be bullied and we aren't going to back down so to the walking
[3:19:24.900 --> 3:19:29.460]  cruises and the hillary clinton's the world that want to intimidate people and tell us to back down
[3:19:29.460 --> 3:19:34.580]  we're never going to give up and all you've done is awaken the human spirit the human spirit lives
[3:19:34.580 --> 3:19:40.180]  at info wars dot com and news wars dot com and i'm asking listeners whatever you do spread those
[3:19:40.180 --> 3:19:50.660]  links because we are the light the dark of the night we are the resistance we are 1776 worldwide
[3:19:50.660 --> 3:20:06.260]  you're listening to the alex jones show
[3:20:06.260 --> 3:20:18.340]  out here and flashing through the lies and disinformation it's alex jones
[3:20:22.500 --> 3:20:28.180]  big old fires down in brazil no big fire this year yet in the united states for bringing that up
[3:20:28.180 --> 3:20:33.140]  at the break yeah so i'm from oregon originally and last year was a really bad year for fires
[3:20:33.140 --> 3:20:39.300]  and same with california in fact my mom almost died in a fire uh also there was a huge fire that
[3:20:39.300 --> 3:20:44.260]  broke out at my brother's wedding last year during the summer in the columbia gorge uh we had to do
[3:20:44.260 --> 3:20:50.660]  a go fund me to to help him out um and uh and this year there's been no fires but what's been really
[3:20:50.660 --> 3:20:57.060]  interesting is that brazil has had a lot of fires and the president brazil came out and said that
[3:20:57.060 --> 3:21:02.420]  these fires are being started by ngo's now this was something that i suspected that was happening
[3:21:02.420 --> 3:21:07.940]  in the united states well we know the soros groups that have been caught before yeah in russia and you
[3:21:07.940 --> 3:21:13.060]  other areas ukraine's starting fires yeah there's they're starting fires and then the media was like
[3:21:13.060 --> 3:21:18.020]  saying oh this is global warming this is global warming and then trump came out and said what
[3:21:18.020 --> 3:21:22.740]  about the you know the mismanagement of the forests and they all the less right there starts
[3:21:22.740 --> 3:21:26.660]  the fires by not letting you cut underbrush right and then it all just builds up let's take some
[3:21:26.660 --> 3:21:31.780]  calls here great points you got to do a talk show man you're smart guy jack worries jack your names jack
[3:21:31.780 --> 3:21:35.860]  sack war he's here with us andy you're on the air from california go ahead thanks for holding
[3:21:36.980 --> 3:21:43.540]  hey um thank you for taking my call i think i have found a sort of a chink in the armor of google
[3:21:43.540 --> 3:21:51.780]  i'm not sure um are you familiar with the google assistant app yes okay so last time our last
