[00:00:00.000 --> 00:00:05.000]  InfoWars. Tomorrow's news. Today.
[01:35:21.629 --> 01:35:24.070]  I know they think he's weak, but that goes after the deep state.
[01:35:24.070 --> 01:35:25.750]  I want impeachment of the FBI director.
[01:35:25.750 --> 01:35:30.309]  I want impeachment of the idiot attorney general.
[01:35:30.309 --> 01:35:33.910]  I mean, just all these crooks have been open borders, open and shut.
[01:35:33.910 --> 01:35:34.910]  They did it.
[01:35:34.910 --> 01:35:36.549]  Open borders, selective enforcement.
[01:35:36.549 --> 01:35:38.389]  I mean, just all the stuff they've done.
[01:35:38.389 --> 01:35:39.389]  How do they get on the offense?
[01:35:39.389 --> 01:35:45.389]  And then separately, what do we do in a year and a half when Trump is the president again?
[01:35:45.389 --> 01:35:49.429]  Because any scenario about assassination, folks, where he walked through and he wins, he literally
[01:35:49.429 --> 01:35:54.589]  goes, he's like, well, the main scenario, I believe, is he'll be in jail, elected president.
[01:35:54.589 --> 01:35:57.589]  Well, yeah, and then he pardons himself.
[01:35:57.589 --> 01:36:02.150]  I mean, don't you guys, or if they kill him, that's even worse for him.
[01:36:02.150 --> 01:36:06.349]  So, Roger, those two important questions.
[01:36:07.150 --> 01:36:09.030]  First of all, I really like James Comer.
[01:36:09.030 --> 01:36:11.150]  I really respect Jim Jordan.
[01:36:11.150 --> 01:36:14.509]  They've now told us, as has MTG, that they have the goods.
[01:36:14.509 --> 01:36:20.110]  They have absolute, indisputable proof, both in terms of witness testimony and documents
[01:36:20.110 --> 01:36:26.629]  that indicate that Joe Biden is guilty of treason, as well as bribery.
[01:36:26.629 --> 01:36:32.009]  And if that is the case, this is the one branch of the, half of the legislative branch that
[01:36:32.009 --> 01:36:33.309]  Republicans have control of.
[01:36:33.309 --> 01:36:37.549]  They need to exercise their power and they need to vote articles of impeachment.
[01:36:37.549 --> 01:36:42.110]  You'll remember that Al Green, a congressman from Texas, very early endorsing articles
[01:36:42.110 --> 01:36:44.349]  of impeachment against Donald Trump.
[01:36:44.349 --> 01:36:49.669]  Everybody laughed him off as a progressive lunatic and a radical, but it was only a matter
[01:36:49.669 --> 01:36:54.070]  of time before the full leadership of his party embraced that position.
[01:36:54.070 --> 01:36:57.830]  So it is time to use the legislative power.
[01:36:57.830 --> 01:37:01.669]  If what they say to us is true, and I believe it is, that they have the goods.
[01:37:01.669 --> 01:37:03.309]  You have a press blackout.
[01:37:03.309 --> 01:37:07.549]  All the press is about these charges against Donald Trump.
[01:37:07.549 --> 01:37:12.589]  Excellent piece in today's New York Post, for example, about the entire lack of interest
[01:37:12.589 --> 01:37:16.709]  in the mainstream media regarding the corruption of the Bidens.
[01:37:16.709 --> 01:37:22.030]  And they try to say, oh, those are the discredited charges brought up a year ago by Rudy Giuliani.
[01:37:22.030 --> 01:37:23.030]  None of that's true.
[01:37:23.030 --> 01:37:27.589]  But that's not what Comer and Jordan, who are very serious guys, are telling us.
[01:37:28.349 --> 01:37:34.230]  They need to make their move because neither Joe Biden nor the media can ignore articles
[01:37:34.230 --> 01:37:38.269]  of impeachment passing the House and the scheduling of a trial in the Senate.
[01:37:38.269 --> 01:37:41.309]  Whether the votes are there in the Senate didn't faze the Democrats.
[01:37:41.309 --> 01:37:47.190]  Exactly, because we put their ass on trial and fry them for Russiagate and open borders
[01:37:47.190 --> 01:37:50.269]  and the fentanyl and the weaponized judiciary.
[01:37:50.269 --> 01:37:53.589]  And Hunter Biden, they can play the clip off his laptop saying, I work for the head of
[01:37:53.589 --> 01:37:54.589]  Chinese intelligence.
[01:37:55.070 --> 01:37:57.469]  I mean, it just will fry their ass.
[01:37:57.469 --> 01:37:58.750]  Go on the offense.
[01:37:58.750 --> 01:38:02.469]  But the Republicans are scared of the of the Justice Department indicting them.
[01:38:02.469 --> 01:38:04.750]  They're going to indict all of us if we don't beat them.
[01:38:04.750 --> 01:38:07.530]  I mean, folks, at a certain point, you got to stop being scared.
[01:38:07.530 --> 01:38:09.389]  And Rogers proven he didn't back down.
[01:38:09.389 --> 01:38:10.389]  They were on the news.
[01:38:10.389 --> 01:38:15.389]  They told Roger, they told his lawyers, you just fried Trump will drop these charges.
[01:38:15.389 --> 01:38:17.389]  And they convicted him in a kangaroo court.
[01:38:17.389 --> 01:38:20.969]  And he still didn't lie about Trump because there was nothing there.
[01:38:20.969 --> 01:38:23.049]  And I'm telling you, more people.
[01:38:23.049 --> 01:38:28.929]  America was built off Wavos, folks, balls, not a bunch of chicken shit, coward, goddamn
[01:38:28.929 --> 01:38:29.929]  excuse me, Lord.
[01:38:29.929 --> 01:38:30.929]  Excuse me.
[01:38:30.929 --> 01:38:31.929]  I apologize for that.
[01:38:31.929 --> 01:38:37.330]  I just I, you know, I'm my old self are really getting angry, cutting over people, interrupting
[01:38:37.330 --> 01:38:38.809]  and trying not to blow up.
[01:38:38.809 --> 01:38:39.809]  But damn it, man.
[01:38:39.809 --> 01:38:45.730]  We're having our whole future stolen by a fricking out of control, snot nose bureaucracy
[01:38:45.730 --> 01:38:48.330]  with little gremlins like Peter Strzok.
[01:38:48.370 --> 01:38:51.690]  I mean, I will not sit here and be ruled by these pedophiles.
[01:38:53.330 --> 01:38:58.650]  OK, Alex, you got to quit, you got to quit mincing words, you got to quit holding it
[01:38:58.650 --> 01:39:01.129]  all in, you got to tell people what you really think.
[01:39:02.250 --> 01:39:08.089]  Let me go to your second question, which is what what should Trump do if he is reelected?
[01:39:08.129 --> 01:39:12.250]  I should say when he is reelected, because I believe he will ultimately be reelected.
[01:39:12.530 --> 01:39:16.929]  He needs to do what John Kennedy said he was going to do, smash the intelligence agencies
[01:39:16.929 --> 01:39:19.570]  into a million pieces and scatter them to the wind.
[01:39:19.809 --> 01:39:25.490]  It is time to clean houses, the FBI and the CIA and the Justice Department and the
[01:39:25.490 --> 01:39:32.450]  Department of Homeland Security and to stack those agencies with patriotic Americans who
[01:39:32.450 --> 01:39:33.730]  understand the rule of law.
[01:39:33.929 --> 01:39:37.490]  It's so funny to watch the Democrats constantly talking about the rule of law.
[01:39:37.650 --> 01:39:42.089]  This was the famous saying of Adam Schiff and Jamie Raskin.
[01:39:42.089 --> 01:39:44.849]  And no one is above the law when they are above the law.
[01:39:45.849 --> 01:39:48.490]  Exactly, that's what they told us about Nixon and Watergate.
[01:39:48.610 --> 01:39:49.690]  No person is above the law.
[01:39:49.690 --> 01:39:50.690]  What about Hillary Clinton?
[01:39:51.049 --> 01:39:55.370]  She destroyed thirty three thousand emails, some of which even James Comey said were
[01:39:55.370 --> 01:40:01.330]  classified. She used a hammer selling ball caps saying, oh, what about her emails,
[01:40:01.330 --> 01:40:02.330]  making jokes about it?
[01:40:03.170 --> 01:40:07.690]  Yeah, no, they're they're they're mocking the two tiered justice system that you and I
[01:40:07.690 --> 01:40:09.049]  have both lived through.
[01:40:09.089 --> 01:40:12.009]  So look, Trump has got balls of steel.
[01:40:12.570 --> 01:40:16.250]  He is a superman in the sense that he is undaunted.
[01:40:16.250 --> 01:40:17.289]  He is not.
[01:40:17.330 --> 01:40:18.289]  He is determined.
[01:40:18.289 --> 01:40:19.889]  He's more resolute than he's ever been.
[01:40:20.129 --> 01:40:21.049]  He's not depressed.
[01:40:21.049 --> 01:40:22.410]  He's not hysterical.
[01:40:22.410 --> 01:40:23.610]  He's not unhinged.
[01:40:23.610 --> 01:40:24.650]  He's not exhausted.
[01:40:24.809 --> 01:40:27.929]  All those things are fake news media narratives.
[01:40:27.929 --> 01:40:30.730]  I've never been this resilient.
[01:40:30.929 --> 01:40:33.969]  His speech in Georgia was one of the best speeches I've ever seen.
[01:40:33.969 --> 01:40:37.330]  And I've been watching Trump's speeches for 44 years.
[01:40:38.209 --> 01:40:41.250]  I don't know how a man 76 years old keeps up.
[01:40:41.370 --> 01:40:44.969]  And that's why the media spun it, that it was his biggest low energy speech as ever.
[01:40:46.009 --> 01:40:49.049]  Just everything, because they took a few parts out where he was being calm.
[01:40:49.250 --> 01:40:51.330]  So in closing, Roger, let me just bring this up here.
[01:40:52.450 --> 01:40:55.330]  We've both been through the gauntlet, you and I, for the truth.
[01:40:55.330 --> 01:40:56.570]  And it was a lot bigger than Trump.
[01:40:56.809 --> 01:40:59.170]  We understand they're coming after our republic for our children, our
[01:40:59.170 --> 01:41:00.769]  grandchildren. You have grandchildren.
[01:41:00.769 --> 01:41:02.009]  I don't yet, but I hope to have some.
[01:41:02.209 --> 01:41:03.330]  We got to do this as men.
[01:41:03.330 --> 01:41:04.530]  It's not about machismo.
[01:41:04.530 --> 01:41:06.129]  It's not about being arrogant.
[01:41:06.129 --> 01:41:07.769]  It's not about being macho.
[01:41:08.450 --> 01:41:10.889]  It's that I have trouble bowing down and being a slave.
[01:41:11.330 --> 01:41:15.490]  And look, if the globalists just wanted to run things, they stole power, but they
[01:41:15.490 --> 01:41:17.410]  wanted to still let everybody kind of live their life.
[01:41:17.410 --> 01:41:19.009]  I'd fight them, but I wouldn't risk my life.
[01:41:19.250 --> 01:41:22.570]  These people are so bad with the sexualization of children and all the
[01:41:22.570 --> 01:41:27.809]  pedophilia and all the just all the corruption that I mean, I have to oppose
[01:41:27.809 --> 01:41:29.809]  them or I am complicit.
[01:41:29.929 --> 01:41:32.209]  And I don't think they understand the spirit of the American people.
[01:41:32.289 --> 01:41:35.650]  When I get up here and I say I'm a public figure and all I'm getting is love, but I
[01:41:35.650 --> 01:41:39.650]  used to get a lot of hate. That is a bellwether, not of how good I am, but of how
[01:41:39.650 --> 01:41:41.410]  angry the public is at the system.
[01:41:41.610 --> 01:41:45.209]  And I don't think the system in their bubbles understands they've screwed the
[01:41:45.209 --> 01:41:48.049]  pooch. In closing, what should Trump do when he gets in office?
[01:41:48.170 --> 01:41:51.410]  You said get I mean, day one, what does he do?
[01:41:51.610 --> 01:41:53.690]  Fire the FBI director, fire the U.S.
[01:41:53.690 --> 01:41:55.129]  attorneys. What else does he do?
[01:41:56.370 --> 01:42:00.530]  Clean out the Central Intelligence Agency, clean out the Department of Homeland
[01:42:00.530 --> 01:42:06.809]  Security, find people this time to appoint to high federal office who support the
[01:42:06.849 --> 01:42:11.209]  America First agenda, people who are non-globalists, people who are not trying
[01:42:11.209 --> 01:42:15.849]  to move our country to the new world order, people who don't think their job is
[01:42:15.849 --> 01:42:20.250]  to dilute what Trump is trying to do or delay what Trump is trying to do or stop
[01:42:20.250 --> 01:42:21.450]  what Trump is trying to do.
[01:42:21.650 --> 01:42:26.009]  It's amazing how much he accomplished in his first term as a non-politician and
[01:42:26.009 --> 01:42:29.410]  with no background or understanding really of how Washington works.
[01:42:29.690 --> 01:42:30.889]  He is now educated.
[01:42:30.889 --> 01:42:32.009]  He totally gets it.
[01:42:32.009 --> 01:42:34.690]  He is awake and he's got it.
[01:42:35.370 --> 01:42:39.170]  So I asked him, for example, today about the JFK assassination documents.
[01:42:39.170 --> 01:42:40.250]  He said, that's it.
[01:42:40.250 --> 01:42:41.929]  I'm declassifying everything.
[01:42:42.289 --> 01:42:43.490]  That's not what he said before.
[01:42:43.610 --> 01:42:45.209]  So I just use that as an example.
[01:42:45.209 --> 01:42:46.490]  I asked him about UFOs.
[01:42:46.690 --> 01:42:50.170]  He said, well, I can't talk too much about it, but, you know, they've got some
[01:42:50.170 --> 01:42:51.450]  reports that are quite serious.
[01:42:51.610 --> 01:42:53.330]  I think you have a new Donald Trump.
[01:42:53.490 --> 01:42:58.049]  I think he'd be a very, very different and better presidency in a second term.
[01:43:00.570 --> 01:43:03.209]  I totally agree, I want to put on screen answer this last question.
[01:43:04.209 --> 01:43:07.250]  This is a video that's a compilation of me over the last two and a half years.
[01:43:07.250 --> 01:43:08.330]  That's only two and a half minutes long.
[01:43:08.330 --> 01:43:10.570]  It's got 700,000 views on Twitter.
[01:43:10.570 --> 01:43:11.730]  We'll just put the Twitter version up.
[01:43:11.730 --> 01:43:12.250]  Not, not ours.
[01:43:12.250 --> 01:43:13.330]  I want to show people the Twitter here.
[01:43:13.330 --> 01:43:14.370]  Just, just go to my red shot.
[01:43:14.370 --> 01:43:15.009]  I'll show you my phone.
[01:43:15.610 --> 01:43:18.289]  And that's why I want to show the Twitter guys.
[01:43:18.289 --> 01:43:22.170]  I want to show the eight, the 800,000 views show.
[01:43:22.450 --> 01:43:23.250]  Here's the video.
[01:43:24.289 --> 01:43:25.370]  800,000 views.
[01:43:25.889 --> 01:43:30.410]  Alex Jones predicts the next move by the globalist will be right again.
[01:43:31.009 --> 01:43:34.129]  And again, all you guys got to do, go to Twitter and just type in Alex Jones.
[01:43:34.170 --> 01:43:39.209]  It's in the main, uh, you know, feed right there in the top feed, just top corner
[01:43:39.209 --> 01:43:40.769]  feed, the fifth video down.
[01:43:40.769 --> 01:43:41.289]  You can't miss it.
[01:43:41.809 --> 01:43:43.690]  Anyways, the point is, is that.
[01:43:44.730 --> 01:43:46.570]  Is that it's got millions of views on much other channels.
[01:43:46.570 --> 01:43:50.170]  I'm glad I got millions of views, but the point is I didn't make the prediction.
[01:43:50.170 --> 01:43:54.490]  They said it, they said all our opposition are white supremacists and white
[01:43:54.490 --> 01:43:57.289]  supremacists are gonna carry out terror attacks and white supremacists are
[01:43:57.289 --> 01:44:01.009]  defined by being worried about open borders or, you know, all these different
[01:44:01.009 --> 01:44:04.330]  things and then scroll down and show them the view count.
[01:44:04.330 --> 01:44:05.370]  That's all I want to show them.
[01:44:07.170 --> 01:44:10.650]  Point is we're getting out there and there it is.
[01:44:10.730 --> 01:44:17.410]  So when I'm getting in here with people, look, if people want this to happen, then
[01:44:17.410 --> 01:44:20.610]  don't listen to me because we're sitting here saying they can't beat Trump.
[01:44:20.769 --> 01:44:22.129]  He'll just pardon himself from prison.
[01:44:22.690 --> 01:44:27.009]  That's if you don't look at what they've been pre-programming that anyone
[01:44:27.009 --> 01:44:30.410]  against open borders, anyone against election fraud, anyone against lockdowns,
[01:44:30.410 --> 01:44:33.410]  anyone against four shots, anyone against the Afghan withdrawal, the way it was
[01:44:33.410 --> 01:44:36.929]  done, anyone that says the virus came from Wuhan literally is called a white
[01:44:36.929 --> 01:44:37.450]  supremacist.
[01:44:37.650 --> 01:44:41.570]  And then under that, the whole intelligence agency system can come after you like
[01:44:41.570 --> 01:44:44.089]  your Taliban or Al Qaeda singer and enemy combatant.
[01:44:44.289 --> 01:44:46.690]  That is what the puppet president of the United States is saying.
[01:44:46.849 --> 01:44:50.530]  And now I predicted a year and a half ago, dozens of times, Roger, in response to
[01:44:50.530 --> 01:44:55.610]  this, that they would say the Russians are about to take the power down working
[01:44:55.610 --> 01:44:56.809]  with Trump supporters.
[01:44:57.009 --> 01:45:00.889]  They officially two, three weeks ago, put that out all over the news and are saying
[01:45:00.889 --> 01:45:04.450]  the main threat is we're going to blow the power up or hack the power supply.
[01:45:04.610 --> 01:45:09.009]  I'm concerned that they will turn the power off sometime next year, blame it on
[01:45:09.009 --> 01:45:10.170]  us and bring in martial law.
[01:45:10.370 --> 01:45:12.450]  I think Trump needs to get ahead of this, Roger.
[01:45:12.490 --> 01:45:14.129]  I mean, they're that desperate.
[01:45:14.410 --> 01:45:17.889]  They're that desperate that they know they're losing the whole thing short of a
[01:45:17.889 --> 01:45:19.889]  nuclear war. They're going to a cyber attack.
[01:45:19.889 --> 01:45:23.209]  And they're already pre-programming that we are the ones that are going to turn the
[01:45:23.209 --> 01:45:24.929]  power off when we're the ones that are winning.
[01:45:25.009 --> 01:45:25.809]  What do you say to that?
[01:45:26.809 --> 01:45:30.450]  Alex, you've been predicting a false flag of this kind for some time.
[01:45:31.330 --> 01:45:33.009]  In the past, I've kind of rejected it.
[01:45:33.009 --> 01:45:38.490]  But now I must say this act by Jack Smith demonstrates they will do anything
[01:45:38.490 --> 01:45:40.610]  whatsoever. There are no rules.
[01:45:40.730 --> 01:45:41.809]  There are no bounds.
[01:45:42.330 --> 01:45:43.330]  They have power.
[01:45:43.330 --> 01:45:47.370]  They are intent on keeping power and tightening their grip on power.
[01:45:47.570 --> 01:45:51.650]  So, Alex, I don't have any firsthand knowledge, but I think what you say is
[01:45:51.650 --> 01:45:54.209]  entirely plausible and very, very possible.
[01:45:54.490 --> 01:45:55.570]  Let's say this in closing.
[01:45:55.570 --> 01:45:57.769]  I'm going to cover news after you leave a little bit in the next hour.
[01:45:57.769 --> 01:45:58.969]  It's all that's really important.
[01:45:59.769 --> 01:46:04.610]  There's this weird paradox where I get more verbal support in the street and more
[01:46:04.610 --> 01:46:06.849]  attaboys than ever. And so do you.
[01:46:07.209 --> 01:46:09.410]  But it's like, yeah, we already know you're right about everything.
[01:46:09.410 --> 01:46:11.170]  So let's just move on. No.
[01:46:11.330 --> 01:46:13.250]  And it's great that Trump's getting record donations.
[01:46:13.250 --> 01:46:16.570]  That's wonderful. But and I'm not complaining at the audience, but I'm barely
[01:46:16.570 --> 01:46:18.129]  paying the bills here at Free Speech Systems.
[01:46:18.690 --> 01:46:20.250]  I'm barely paying my legal bills.
[01:46:20.410 --> 01:46:21.889]  Our enemies keep doubling down.
[01:46:21.929 --> 01:46:23.450]  That means you just keep doubling down.
[01:46:23.450 --> 01:46:24.769]  It's a long term fight.
[01:46:25.410 --> 01:46:26.690]  I mean, we're not playing games.
[01:46:26.690 --> 01:46:28.410]  It's not like we're telling you we brought the fight.
[01:46:29.009 --> 01:46:30.809]  We're telling you we brought the resistance.
[01:46:30.889 --> 01:46:32.450]  We're telling you we brought the goods.
[01:46:32.610 --> 01:46:33.969]  We bring the goods.
[01:46:34.129 --> 01:46:36.650]  And on my children, I am maxed out.
[01:46:36.650 --> 01:46:39.929]  I have $400,000 in legal bills and $200,000 in the bank.
[01:46:40.129 --> 01:46:41.450]  I don't have any money.
[01:46:41.450 --> 01:46:42.849]  I'm negative in the money.
[01:46:43.089 --> 01:46:45.049]  I don't have all the lies they put in the news.
[01:46:45.170 --> 01:46:46.849]  Hundreds of millions. I don't have a million dollars.
[01:46:46.849 --> 01:46:47.929]  I don't have $500,000.
[01:46:48.049 --> 01:46:50.809]  I have $200,000 and I owe $400,000.
[01:46:50.969 --> 01:46:51.969]  So do the math.
[01:46:52.089 --> 01:46:55.209]  Free Speech Systems is barely stabilized, but I could barely
[01:46:55.209 --> 01:46:56.209]  send crew to the border.
[01:46:56.209 --> 01:46:58.330]  I want to I want to hire five or six reporters back.
[01:46:58.530 --> 01:47:01.209]  I want to be on the offense for the RNC and DNC.
[01:47:01.370 --> 01:47:05.209]  We won't have the money next year to go to the RNC and DNC
[01:47:05.209 --> 01:47:07.769]  and to go to all these events if we don't get more support.
[01:47:07.769 --> 01:47:08.769]  So I'm not bitching.
[01:47:08.969 --> 01:47:10.690]  I'm saying who brung the fight.
[01:47:10.849 --> 01:47:12.129]  You want somebody to fight for you?
[01:47:12.250 --> 01:47:13.250]  You want somebody who's fearless?
[01:47:13.410 --> 01:47:14.410]  You got it right here.
[01:47:14.490 --> 01:47:17.089]  We're not playing games, people, but it takes money to fight
[01:47:17.089 --> 01:47:18.089]  these damn wars.
[01:47:18.370 --> 01:47:19.849]  Go to Infowarsstore.com.
[01:47:20.009 --> 01:47:22.330]  We have products that are absolutely incredible and get
[01:47:22.330 --> 01:47:23.330]  them today.
[01:47:23.330 --> 01:47:25.250]  Get a Trump political pressure shirt.
[01:47:25.450 --> 01:47:27.209]  The Alex Jones for president's almost sold out some in
[01:47:27.209 --> 01:47:29.450]  addition. Get some of the new products that are there.
[01:47:29.450 --> 01:47:30.610]  Get the stuff that's on sale.
[01:47:30.849 --> 01:47:32.009]  And I'm not bitching at you.
[01:47:32.289 --> 01:47:34.849]  I get it. I get kind of punch drunk in this fight so long.
[01:47:35.009 --> 01:47:36.330]  I think, well, everybody will just do it.
[01:47:36.330 --> 01:47:38.530]  I can retire. And believe me, folks, I'm a fighter.
[01:47:38.690 --> 01:47:42.450]  But at a certain point, you know, it's it's it just becomes
[01:47:42.450 --> 01:47:43.450]  like I get it.
[01:47:43.450 --> 01:47:44.450]  We're all punch drunk here.
[01:47:44.610 --> 01:47:46.250]  So Sir Roger, how do people support you?
[01:47:46.250 --> 01:47:49.089]  Because I know you've got 16 lawsuits against you.
[01:47:49.209 --> 01:47:50.650]  You've gotten dozens defeated.
[01:47:50.849 --> 01:47:53.330]  You got pardoned by the president, but you're still crawling
[01:47:53.330 --> 01:47:54.809]  through all of that.
[01:47:54.809 --> 01:47:57.809]  And if people would just a little more, you know, one percent
[01:47:57.809 --> 01:47:59.009]  of our listeners ever buy anything.
[01:47:59.009 --> 01:48:02.490]  We know that if two percent bought it, we would have 10 new
[01:48:02.490 --> 01:48:05.330]  reporters and we'd be kicking ass and taking names and
[01:48:05.330 --> 01:48:08.530]  dominating. But instead, we're literally sitting here on
[01:48:08.530 --> 01:48:10.769]  empty, nervously looking at the gas tank.
[01:48:10.769 --> 01:48:13.129]  And I'm not complaining. I'm saying I know the world's
[01:48:13.129 --> 01:48:15.049]  flooded with media, but damn it out.
[01:48:15.089 --> 01:48:17.849]  People like Alex Jones, people like Donald Trump, people like
[01:48:18.370 --> 01:48:20.769]  Roger Stone, people like Tucker Carlson.
[01:48:20.769 --> 01:48:22.769]  We're the tip of the damn spear, people.
[01:48:22.849 --> 01:48:24.450]  We're the ones they're coming after.
[01:48:24.530 --> 01:48:27.049]  So if you want to know what horse to bet on, bet on the one
[01:48:27.049 --> 01:48:29.650]  that keeps winning. But the one that's bleeding fricking snot
[01:48:29.650 --> 01:48:32.289]  out of its mouth and got blood coming out of its ass because
[01:48:32.289 --> 01:48:33.330]  I'm not ever giving up.
[01:48:33.370 --> 01:48:35.570]  But I will give out if you don't support us.
[01:48:35.650 --> 01:48:39.330]  So belly up or roll over to Biden and the Chai Comps and
[01:48:39.330 --> 01:48:42.009]  stick your ass up in the air so they can screw you in the ass.
[01:48:42.170 --> 01:48:44.289]  You want to be fucked in the ass by these people that keep
[01:48:44.289 --> 01:48:45.289]  fucking mowing down.
[01:48:45.289 --> 01:48:46.370]  You want to fucking win?
[01:48:46.450 --> 01:48:48.969]  Get on board right now and give us the goddamn money.
[01:48:49.209 --> 01:48:50.209]  Go ahead, Roger.
[01:48:52.610 --> 01:48:57.049]  I'm still fighting 11 civil lawsuits filed by lunatics,
[01:48:57.049 --> 01:49:01.170]  left wingers, Democrats, crackpots on being redundant.
[01:49:01.410 --> 01:49:02.410]  This is lawfare.
[01:49:02.490 --> 01:49:05.129]  It's meant to make you pay tens of thousands of dollars.
[01:49:05.410 --> 01:49:08.650]  I'm still have to finance my wife's non-insurance cancer
[01:49:08.650 --> 01:49:11.209]  payments. I still have living expenses.
[01:49:11.450 --> 01:49:13.129]  Believe me, folks, they almost destroyed me.
[01:49:13.170 --> 01:49:16.410]  You can go to Stone Defense Fund dot com Stone Defense Fund
[01:49:16.410 --> 01:49:19.769]  dot com. There were 117 of these lawsuits today.
[01:49:19.769 --> 01:49:22.209]  There's 11. With your help, I will win all of them.
[01:49:22.209 --> 01:49:23.209]  But Alex is right.
[01:49:23.410 --> 01:49:26.929]  I'm not quite as vociferous about it, but yeah, I need help.
[01:49:26.969 --> 01:49:28.009]  There's no question about it.
[01:49:28.129 --> 01:49:29.929]  Stone Defense Fund dot com.
[01:49:29.929 --> 01:49:31.049]  Please help us out, folks.
[01:49:31.049 --> 01:49:32.049]  And God bless you.
[01:49:32.089 --> 01:49:33.049]  God bless you, Alex.
[01:49:33.049 --> 01:49:33.969]  And calm down.
[01:49:33.969 --> 01:49:34.889]  I want you to have a heart attack.
[01:49:34.889 --> 01:49:36.610]  Roger, I'm just being a trillion percent clear here with
[01:49:36.610 --> 01:49:38.289]  people. I'm not bitching at the audience.
[01:49:38.289 --> 01:49:39.450]  I love them. They're badass.
[01:49:39.730 --> 01:49:41.450]  But then we've been under attack so long.
[01:49:41.809 --> 01:49:44.370]  They just kind of get used to us being attacked by a bunch
[01:49:44.370 --> 01:49:46.009]  of sharks. No, there's a leg bit off.
[01:49:46.009 --> 01:49:46.849]  Oh, there's an arm.
[01:49:46.849 --> 01:49:49.330]  Oh, Alex, Alex is biting the shark.
[01:49:49.530 --> 01:49:51.809]  Rogers, Rogers poking the shark in the eyeball.
[01:49:52.250 --> 01:49:54.849]  I'm just saying to people, do they realize how real this
[01:49:54.849 --> 01:49:57.049]  war is and how they're trying to get to you through us?
[01:49:57.330 --> 01:49:59.929]  I don't give a rat's ass about the money, except it's fuel
[01:49:59.929 --> 01:50:03.049]  in my Army tank to politically nonviolently run over the
[01:50:03.049 --> 01:50:04.769]  enemy. So I'm not bitching anybody.
[01:50:04.769 --> 01:50:05.650]  I appreciate all the support.
[01:50:05.730 --> 01:50:07.809]  But people need to understand this is an urgency for
[01:50:07.809 --> 01:50:09.730]  everybody. And we're so close to winning.
[01:50:09.769 --> 01:50:12.849]  And we don't have Alex Soros giving us money.
[01:50:12.849 --> 01:50:15.209]  We have you. And I appreciate the viewers and listeners.
[01:50:15.209 --> 01:50:16.410]  Roger Stone, thank you so much.
[01:50:17.330 --> 01:50:18.370]  Alex, God bless you.
[01:50:18.370 --> 01:50:20.530]  Take it easy. I don't want you to stroke out.
[01:50:20.530 --> 01:50:22.530]  Where do you go? Where do people go to get so many
[01:50:22.530 --> 01:50:24.929]  websites? Where do they get a Roger Stone still to nothing
[01:50:24.929 --> 01:50:25.450]  wrong shirt?
[01:50:26.209 --> 01:50:29.129]  They can go to stone zone dot com in the shop stone zone
[01:50:29.129 --> 01:50:30.450]  dot com. We've just redone it.
[01:50:30.650 --> 01:50:32.170]  This site's very, very cool.
[01:50:32.170 --> 01:50:34.730]  Check it out. Stone zone dot com.
[01:50:34.889 --> 01:50:38.410]  Go to the shop. You can get your very own Roger Stone,
[01:50:38.410 --> 01:50:40.730]  the signed stone paperweight that I have.
[01:50:40.889 --> 01:50:42.089]  You can buy all my books.
[01:50:42.089 --> 01:50:44.089]  You can buy your Roger Stone did nothing wrong.
[01:50:44.089 --> 01:50:46.009]  T-shirt. We appreciate your support.
[01:50:46.089 --> 01:50:47.209]  We need your support.
[01:50:47.370 --> 01:50:50.410]  You go to my pillow dot com and use promo code stone.
[01:50:50.410 --> 01:50:52.450]  That helps, too. God bless Mike Lindell.
[01:50:52.570 --> 01:50:54.089]  God bless you. If you can help us.
[01:50:54.170 --> 01:50:55.849]  God bless you. Thank you.
[01:50:56.370 --> 01:50:58.610]  Thank you. I'm worried about I gave you a hell of a plug
[01:50:58.610 --> 01:51:01.049]  right there. Yes, you did.
[01:51:03.089 --> 01:51:04.769]  Thanks. Hey, man, I appreciate you.
[01:51:09.410 --> 01:51:13.530]  No, seriously, I don't like losing, but I'll tell you what
[01:51:13.530 --> 01:51:16.450]  I hate worse than losing being no one.
[01:51:16.450 --> 01:51:20.330]  We're winning intellectually, culturally, and still, if people
[01:51:20.330 --> 01:51:23.009]  just put more energy into it, we would be done with these
[01:51:23.009 --> 01:51:23.730]  people very quickly.
[01:51:23.730 --> 01:51:26.690]  We wouldn't be in some utopia like they promised, but I mean,
[01:51:26.690 --> 01:51:29.610]  it'd be a lot more stabilized and wouldn't have total psychotics
[01:51:29.610 --> 01:51:30.969]  in complete control.
[01:51:30.969 --> 01:51:33.330]  I mean, folks, we're very close to nuclear war.
[01:51:33.330 --> 01:51:37.170]  I mean, we're very, very close to them releasing a new virus
[01:51:37.170 --> 01:51:38.089]  and more lockdowns.
[01:51:38.089 --> 01:51:39.610]  And I mean, I'm really pissed.
[01:51:39.610 --> 01:51:39.929]  Okay.
[01:51:39.929 --> 01:51:42.410]  I mean, I don't want to be locked down and watch them kill
[01:51:42.410 --> 01:51:43.049]  a bunch of people.
[01:51:43.049 --> 01:51:44.009]  Maybe me and my family.
[01:51:44.009 --> 01:51:45.490]  I don't want a nuclear war.
[01:51:45.490 --> 01:51:48.490]  I mean, they're systematically cutting off all the energy
