[00:00.000 --> 00:16.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[01:20:42.000 --> 01:20:46.000]  You know, as we see people on the right complaining about Donald Trump and saying,
[01:20:46.000 --> 01:20:51.000]  this is not the right way to go giving subsidies to individual factories.
[01:20:51.000 --> 01:20:58.000]  And as I talked about, that same factory had been given about the same amount of subsidy by Obama,
[01:20:58.000 --> 01:21:00.000]  and they never complained about it.
[01:21:00.000 --> 01:21:08.000]  Under that program, about 40% of the money that is going out under the 48C program that Obama created
[01:21:08.000 --> 01:21:12.000]  for green jobs is able to go out of the country.
[01:21:12.000 --> 01:21:17.000]  As a matter of fact, even the ones that is already going out of the country to foreign companies,
[01:21:17.000 --> 01:21:22.000]  to have foreign companies make green jobs, and of the 60% that was going to American companies,
[01:21:22.000 --> 01:21:27.000]  or people that had American presidents here, there was no provision that they would have to give that money back
[01:21:27.000 --> 01:21:30.000]  if they took the money and then ran to another jurisdiction.
[01:21:30.000 --> 01:21:35.000]  See, that's the insanity of Obama. That was the ineffectiveness of his policies.
[01:21:35.000 --> 01:21:41.000]  And it was crony capitalism, and yet you didn't see these people like CNN complaining about that at the time.
[01:21:41.000 --> 01:21:45.000]  Now, there's an article from Activist Post that points out that just in Wisconsin alone,
[01:21:45.000 --> 01:21:49.000]  a group did an analysis, Wisconsin Institute for Law and Liberty,
[01:21:49.000 --> 01:21:54.000]  that showed just in that one state the rapid expansion of only licensing requirements.
[01:21:54.000 --> 01:21:59.000]  It's just one part of the regulations that they put on companies had caused, over the last 20 years,
[01:21:59.000 --> 01:22:08.000]  31,000 fewer jobs and cost consumers about $2 billion about what Obama wasted on his green jobs as well.
[01:22:08.000 --> 01:22:12.000]  So that's the kind of waste that we keep seeing. And here's the bottom line, folks.
[01:22:12.000 --> 01:22:16.000]  They say it is rank protectionism to have these kind of licensing jobs.
[01:22:16.000 --> 01:22:21.000]  They say it's a device to fence in those who already have permission to work and to fence out those who do not.
[01:22:21.000 --> 01:22:25.000]  See, most of these states who have right to work laws will say,
[01:22:25.000 --> 01:22:30.000]  you got a right to work, and by that they mean a union. It's like, fine, okay.
[01:22:30.000 --> 01:22:34.000]  But then you have to apply for a privilege if you want to create a company.
[01:22:34.000 --> 01:22:38.000]  You have to get a privilege license. That always seemed upside down to me.
[01:22:38.000 --> 01:22:43.000]  I should have the right to start a company, and that should not be a privilege.
[01:22:43.000 --> 01:22:47.000]  But they say, yeah, you have a privilege license in order to create a company,
[01:22:47.000 --> 01:22:52.000]  but no, you have a right to work. Well, I should have a right to create a company as well.
[01:22:52.000 --> 01:22:55.000]  But they shut that down, and that's what Trump is talking about.
[01:22:55.000 --> 01:23:01.000]  Broad-based programs are going to cut regulations that are going to create a level playing field for us.
[01:23:01.000 --> 01:23:07.000]  Why should we allow these other companies to compete on slave wages?
[01:23:07.000 --> 01:23:11.000]  What is the humanitarian basis for that, these people who talk about being global citizens?
[01:23:11.000 --> 01:23:12.000]  I just don't understand it.
[01:23:12.000 --> 01:23:20.000]  Now, today we've had some more developments in the globalism versus nationalism in the EU.
[01:23:20.000 --> 01:23:26.000]  We had an election first that went towards people who were maintaining the status quo, the EU,
[01:23:26.000 --> 01:23:29.000]  and the leftists were really excited about that, or say,
[01:23:29.000 --> 01:23:33.000]  portrayed the guy as a far-right person. I don't know if he was far-right or not.
[01:23:33.000 --> 01:23:38.000]  They say that about everybody that opposes globalism, that opposes the EU.
[01:23:38.000 --> 01:23:44.000]  You're a far-right wing racist, they say. But things have turned out the other way around in Italy.
[01:23:44.000 --> 01:23:49.000]  We now have the Italians voting in reform, and as of about an hour ago,
[01:23:49.000 --> 01:23:52.000]  they were projecting very heavy losses. You can see this up on the Drudge Report.
[01:23:52.000 --> 01:24:00.000]  It looks like Renzi, who made this a referendum on the EU, is losing 60-40.
[01:24:00.000 --> 01:24:05.000]  This was by the AP. They said it was a referendum that Renzi has staked his political future on,
[01:24:05.000 --> 01:24:11.000]  hoping to survive the rising populist forces that have gained traction across the EU.
[01:24:11.000 --> 01:24:15.000]  And the German newspaper had a headline, Europe at stake.
[01:24:15.000 --> 01:24:17.000]  That was the Frankfurter Allgemein Zeitung.
[01:24:17.000 --> 01:24:21.000]  The Guardian noted that the referendum was among a series of votes in Europe
[01:24:21.000 --> 01:24:26.000]  that could conceivably herald the end of the European project in its current form.
[01:24:26.000 --> 01:24:32.000]  See, there is a wave going across the entire world, not just with Brexit,
[01:24:32.000 --> 01:24:36.000]  not just with Donald Trump, but it is going across the entire world.
[01:24:36.000 --> 01:24:41.000]  People said we have a right to govern ourselves, to make some of these decisions ourselves.
[01:24:41.000 --> 01:24:47.000]  We're not going to be subsumed into a globalist project, and I think that's a great move.
[01:24:47.000 --> 01:24:51.000]  So, very good news out of Italy today, with that being turned back.
[01:24:51.000 --> 01:24:58.000]  And I want to talk a little bit about the people who still can't get their heads around the fact that Donald Trump got elected.
[01:24:58.000 --> 01:25:03.000]  We got Sally Field, here we are, Breitbart's story, four weeks after the election,
[01:25:03.000 --> 01:25:07.000]  she still can't come to terms with the fact that Donald Trump won.
[01:25:07.000 --> 01:25:10.000]  She said, I just don't understand it.
[01:25:10.000 --> 01:25:13.000]  And when I saw that and saw the picture of Sally Field's,
[01:25:13.000 --> 01:25:17.000]  I thought about her standing up, holding the Oscar and saying, they love him.
[01:25:17.000 --> 01:25:21.000]  They really love him, with tears in her eyes.
[01:25:21.000 --> 01:25:25.000]  She couldn't believe that they really were going to give an Oscar to her,
[01:25:25.000 --> 01:25:30.000]  and she can't believe that they're really giving, that we really gave the President's seat to Donald Trump.
[01:25:30.000 --> 01:25:32.000]  She has a hard time accepting reality.
[01:25:32.000 --> 01:25:38.000]  But I want to talk about Jill Stein and her recount efforts here.
[01:25:38.000 --> 01:25:44.000]  I was just kind of thinking about this earlier today, how Jill is a shill for Hill.
[01:25:44.000 --> 01:25:46.000]  And I thought, there's going to be a poem in that somewhere.
[01:25:46.000 --> 01:25:53.000]  So, I wrote a little bit of a poem here, and to do it justice, I think we need the music from Fractured Fairy Tales in the background.
[01:25:53.000 --> 01:25:57.000]  This is an Ode to a Recount that I wrote.
[01:25:57.000 --> 01:25:59.000]  Can we get the music, guys?
[01:25:59.000 --> 01:26:01.000]  Pop up the music here.
[01:26:01.000 --> 01:26:03.000]  Big surprise, there we go.
[01:26:03.000 --> 01:26:05.000]  Okay, remember that?
[01:26:05.000 --> 01:26:07.000]  Remember Fractured Fairy Tales?
[01:26:07.000 --> 01:26:09.000]  Ode to a Recount.
[01:26:09.000 --> 01:26:13.000]  Jill the shill went up a hill to carry Hillary's water.
[01:26:13.000 --> 01:26:19.000]  Hillary fell down and lost her crown, and Jill will come tumbling after.
[01:26:19.000 --> 01:26:21.000]  That's exactly what's going to happen, folks.
[01:26:21.000 --> 01:26:23.000]  Let me give you some of the details of this.
[01:26:23.000 --> 01:26:29.000]  I wish I had the glasses that Ernie Kovacs used to wear when he did Percy Dubb tonsils.
[01:26:29.000 --> 01:26:31.000]  That would have made it better.
[01:26:31.000 --> 01:26:34.000]  But we used the clip there from Fractured Fairy Tales.
[01:26:34.000 --> 01:26:37.000]  Now, had somebody send me from Raleigh, North Carolina, his name is Frank Mertes.
[01:26:37.000 --> 01:26:39.000]  He sent me an email, which I thought was really good.
[01:26:39.000 --> 01:26:40.000]  Thank you, Frank.
[01:26:40.000 --> 01:26:42.000]  I don't know Frank, even though I'm from Raleigh as well.
[01:26:42.000 --> 01:26:44.000]  He said, could this be right?
[01:26:44.000 --> 01:26:48.000]  He sent me links to the spreadsheet at the Wisconsin State Government.
[01:26:48.000 --> 01:26:52.000]  He said, you almost begin to wonder if the Trump team paid Jill Stein to do this.
[01:26:52.000 --> 01:26:58.000]  She has lost half of her votes in many of these wards in the city of Milwaukee.
[01:26:58.000 --> 01:27:02.000]  So I started looking at the data to verify it, and I typed in Milwaukee.
[01:27:02.000 --> 01:27:06.000]  I started looking at the cross references there, and it's like, no, there's no change.
[01:27:06.000 --> 01:27:08.000]  This zero percent change.
[01:27:08.000 --> 01:27:10.000]  Now that was the county of Milwaukee.
[01:27:10.000 --> 01:27:12.000]  So I looked at the county of Milwaukee.
[01:27:12.000 --> 01:27:13.000]  Guess what?
[01:27:13.000 --> 01:27:17.000]  I started going down ward by ward, looking at them, and they were spot on.
[01:27:17.000 --> 01:27:20.000]  They reported results were exactly what they recounted, and so forth and so on.
[01:27:20.000 --> 01:27:25.000]  But when you get to the city of Milwaukee, a Democrat stronghold, what do you see?
[01:27:25.000 --> 01:27:32.000]  You see that ward by ward, she gets 37 percent less votes than reported, 69 percent less than reported.
[01:27:32.000 --> 01:27:36.000]  Hillary gets 40 percent less votes than reported, 56 percent, 44 percent.
[01:27:36.000 --> 01:27:41.000]  Then you get to some of these other wards, 97 percent less votes than she reported.
[01:27:41.000 --> 01:27:46.000]  In other words, they reported double the number of votes for Hillary that she got.
[01:27:46.000 --> 01:27:48.000]  Another one, 87 percent.
[01:27:48.000 --> 01:27:55.000]  Another one, 99.8 percent more reported for Hillary and the first count that she got and the recount.
[01:27:55.000 --> 01:27:57.000]  You understand that?
[01:27:57.000 --> 01:27:58.000]  See?
[01:27:58.000 --> 01:28:02.000]  And the Democrat strongholds, and this is what's going on in North Carolina, they extended the voting.
[01:28:02.000 --> 01:28:03.000]  They always do that.
[01:28:03.000 --> 01:28:04.000]  It's the cities.
[01:28:04.000 --> 01:28:05.000]  They say, oh, you know, we need more time.
[01:28:05.000 --> 01:28:06.000]  We're a mess.
[01:28:06.000 --> 01:28:07.000]  We can't get our stuff together.
[01:28:07.000 --> 01:28:09.000]  They look to see what everybody else has.
[01:28:09.000 --> 01:28:10.000]  They pad this stuff.
[01:28:10.000 --> 01:28:15.000]  In this case, the city of Milwaukee doubling the votes for Hillary in a lot of these wards
[01:28:15.000 --> 01:28:17.000]  and then sending that in.
[01:28:17.000 --> 01:28:19.000]  And now that's been found out.
[01:28:19.000 --> 01:28:20.000]  Okay.
[01:28:20.000 --> 01:28:22.000]  So what is Jill Stein doing in one of the other states?
[01:28:22.000 --> 01:28:23.000]  Okay.
[01:28:23.000 --> 01:28:28.000]  So it's Wisconsin, Pennsylvania, and Michigan that she's trying to do because she thought
[01:28:28.000 --> 01:28:34.000]  she could ball up the entire electoral college while she missed the deadline in Pennsylvania.
[01:28:34.000 --> 01:28:38.000]  So now she's going to file tomorrow in federal court.
[01:28:38.000 --> 01:28:39.000]  She just won't give up.
[01:28:39.000 --> 01:28:44.000]  If she missed that deadline by a full week, why is she still going in Pennsylvania?
[01:28:44.000 --> 01:28:49.000]  And then in Michigan, they're still trying to fight this as well.
[01:28:49.000 --> 01:28:50.000]  It isn't going to work.
[01:28:50.000 --> 01:28:52.000]  It's simply an attempt to discredit Donald Trump.
[01:28:52.000 --> 01:28:54.000]  We see through it, Jill.
[01:28:54.000 --> 01:28:55.000]  We know exactly what's going on.
[01:28:55.000 --> 01:28:57.000]  Stay out with us on the other side of the break, Alex Jones.
[01:28:57.000 --> 01:29:04.000]  In case you haven't heard, Info Wars has become the most influential media outlet in America.
[01:29:04.000 --> 01:29:06.000]  We're making freedom go viral.
[01:29:06.000 --> 01:29:12.000]  And now we are proud to announce a new weapon in the epic battle against the globalists.
[01:29:12.000 --> 01:29:13.000]  Info Wars Prime.
[01:29:13.000 --> 01:29:19.000]  Where you can watch live, high definition feeds of the Alex Jones show, plus exclusive
[01:29:19.000 --> 01:29:24.000]  insider videos from the Info Wars crew and behind the scenes action.
[01:29:24.000 --> 01:29:28.000]  Go to infowars.com forward slash app and download today.
[01:29:28.000 --> 01:29:32.000]  Info Wars Prime is available right now for your iPhone or Android.
[01:29:32.000 --> 01:29:37.000]  You will have access to exclusive videos that you can't see anywhere else.
[01:29:37.000 --> 01:29:42.000]  That means live coverage of events and breaking news on location as it happens.
[01:29:42.000 --> 01:29:47.000]  You can also take advantage of amazing deals from the Info Wars store that are only available
[01:29:47.000 --> 01:29:49.000]  for Info Wars Prime subscribers.
[01:29:49.000 --> 01:29:53.000]  That's Info Wars Prime at infowars.com forward slash app.
[01:29:53.000 --> 01:30:22.000]  If you can hear my voice, you are the resistance.
[01:30:23.000 --> 01:30:28.000]  You are the best job you can to purify your air.
[01:30:28.000 --> 01:30:33.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate
[01:30:33.000 --> 01:30:36.000]  or avoid most toxic effects for themselves.
[01:30:36.000 --> 01:30:38.000]  The general public doesn't.
[01:30:38.000 --> 01:30:42.000]  The Alexa pure breeze would be a steal at $300, $400, $500.
[01:30:42.000 --> 01:30:46.000]  One of these systems can keep 800 square feet incredibly clean.
[01:30:46.000 --> 01:30:50.000]  This is a system I'm personally putting in throughout my house replacing older, more expensive filters
[01:30:50.000 --> 01:30:52.000]  that didn't do as good a job.
[01:30:52.000 --> 01:30:58.000]  Find out why this system is so revolutionary today at infowarsstore.com.
[01:30:58.000 --> 01:31:01.000]  I want to tell you about a brand new often rid product.
[01:31:01.000 --> 01:31:03.000]  It's a pocket sized solar generator.
[01:31:03.000 --> 01:31:05.000]  Even though it's so small, you can put it in your pocket.
[01:31:05.000 --> 01:31:12.000]  It can actually run some 110 appliances at your house like small refrigerators to keep your food from spoiling.
[01:31:12.000 --> 01:31:14.000]  The best part though, you can take it with you.
[01:31:14.000 --> 01:31:20.000]  It's mobile to jumpstart cars, trucks, buses, 18 wheelers, huge tractors, even airplanes.
[01:31:20.000 --> 01:31:24.000]  The new PPX system provides an endless supply of off the grid electricity.
[01:31:24.000 --> 01:31:27.000]  Basically creating your own private power grid anywhere in the world.
[01:31:27.000 --> 01:31:30.000]  A true innovation, I have never seen anything like this.
[01:31:30.000 --> 01:31:32.000]  You're going to want to load up on these.
[01:31:32.000 --> 01:31:35.000]  One for your truck, your wife's car, your house, cabin.
[01:31:35.000 --> 01:31:39.000]  It's even a great Christmas idea if you've got a friend who wants to get off the grid.
[01:31:39.000 --> 01:31:41.000]  Go to privatepowergrid.com.
[01:31:41.000 --> 01:31:44.000]  That's privatepowergrid.com and check this out.
[01:31:44.000 --> 01:31:45.000]  Buy one right now.
[01:31:45.000 --> 01:31:52.000]  Use coupon code private at checkout and get a second one free on with $300 in free off the grid bonuses.
[01:31:52.000 --> 01:31:53.000]  Check it out.
[01:31:53.000 --> 01:31:55.000]  Privatepowergrid.com.
[01:31:55.000 --> 01:31:56.000]  Limited one for household.
[01:31:56.000 --> 01:31:58.000]  Privatepowergrid.com.
[01:31:58.000 --> 01:32:04.000]  We're selling a product DNA force that is the very best nutraceutical that we can produce.
[01:32:04.000 --> 01:32:08.000]  Dr. Grimm, you took years for you to develop DNA force for us.
[01:32:08.000 --> 01:32:13.000]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[01:32:13.000 --> 01:32:19.000]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[01:32:19.000 --> 01:32:22.000]  Telomeres are the little cups on the end of our chromosomes.
[01:32:22.000 --> 01:32:24.000]  And when it runs out, you start dying.
[01:32:24.000 --> 01:32:28.000]  We chose the PQQ because it has over 175 different clinical trials.
[01:32:28.000 --> 01:32:31.000]  It's one of the most effective substances in the world.
[01:32:31.000 --> 01:32:33.000]  It works like an antioxidant.
[01:32:33.000 --> 01:32:36.000]  It works to repair nerve growth factor.
[01:32:36.000 --> 01:32:39.000]  So this is a formula to deliver the maximum amount.
[01:32:39.000 --> 01:32:40.000]  It's in powder form.
[01:32:40.000 --> 01:32:43.000]  We have so many five-star reviews.
[01:32:43.000 --> 01:32:44.000]  I take this.
[01:32:44.000 --> 01:32:46.000]  This is the product that I take.
[01:32:46.000 --> 01:32:48.000]  Infowarslife.com and the profit we make.
[01:32:48.000 --> 01:32:49.000]  We fight the global.
[01:32:49.000 --> 01:32:50.000]  We fight the new world order.
[01:32:50.000 --> 01:33:18.000]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[01:33:18.000 --> 01:33:25.000]  A thousand books have been written about the purpose-driven life or having a life that's based on believing in something.
[01:33:25.000 --> 01:33:32.000]  And all the statistics and studies show that that truly is the most engaged, happy, fulfilled person.
[01:33:32.000 --> 01:33:38.000]  And that folks that actually care about something are the people that build civilizations.
[01:33:38.000 --> 01:33:44.000]  There have been a lot of different cultures, a lot of different world views throughout history.
[01:33:44.000 --> 01:33:52.000]  But any civilization that got above stone age implements and was able to build any type of basic society
[01:33:52.000 --> 01:34:01.000]  was not completely based on the conquest model of just being able to take over your neighbors.
[01:34:01.000 --> 01:34:09.000]  But as we enter the modern technotronic era that Brazilian Przezinski talked about,
[01:34:09.000 --> 01:34:12.000]  it's all about being able to dominate control again.
[01:34:12.000 --> 01:34:16.000]  Not about what you build, not about what you write, not about what you stand for,
[01:34:16.000 --> 01:34:18.000]  not about your idea of being better than other peoples,
[01:34:18.000 --> 01:34:24.000]  and then other folks gravitate towards that higher level of civilization society.
[01:34:24.000 --> 01:34:29.000]  Through the modern psychological systems that have been deployed through television the last 60, 70 years,
[01:34:29.000 --> 01:34:34.000]  society's been set up to be weak, to be passive, to be pathetic,
[01:34:34.000 --> 01:34:38.000]  so that it can be incrementally and completely basically overwritten.
[01:34:38.000 --> 01:34:44.000]  Again, the technocrats admit they're not building a docile, dumbed-down population
[01:34:44.000 --> 01:34:48.000]  so that they can basically just move forward and have a client group that submits to them.
[01:34:48.000 --> 01:34:56.000]  They want a client group so that as the breakaway civilization becomes more and more evident,
[01:34:56.000 --> 01:35:03.000]  the public is so poisoned, so distracted, so brain damaged, so twisted, so unconscious
[01:35:03.000 --> 01:35:06.000]  that they can't put up a fight against that takeover.
[01:35:06.000 --> 01:35:17.000]  I am sitting here right now in a crowded airport in the huge feeding frenzy food court sector,
[01:35:17.000 --> 01:35:25.000]  and I'm looking at people and I see incredibly soft, incredibly distracted,
[01:35:25.000 --> 01:35:30.000]  incredibly insecure, incredibly unconscious folks,
[01:35:30.000 --> 01:35:33.000]  and almost to a man when I see somebody who has electricity in their eyes,
[01:35:33.000 --> 01:35:37.000]  I don't care if they're Hispanic, black, white, Asian, it doesn't matter.
[01:35:37.000 --> 01:35:41.000]  I can walk over and talk to them and they're a listener or they're aware of what's going on.
[01:35:41.000 --> 01:35:48.000]  When I talk to other people, they seem to be an oblivion that I even care about them or even want to talk to them.
[01:35:48.000 --> 01:35:52.000]  And there are a lot of factors that feed into this, but I want to be clear.
[01:35:52.000 --> 01:36:02.000]  I don't take any pleasure looking at how stunted and overweight and weak and blurry-eyed
[01:36:02.000 --> 01:36:07.000]  the population is.
[01:36:07.000 --> 01:36:11.000]  I realize that I'm weak and blurry-eyed and stunted to a great extent,
[01:36:11.000 --> 01:36:14.000]  but I'm not one of these men that gets around men that are stronger than I am or smarter than I am
[01:36:14.000 --> 01:36:17.000]  and feels it's secure and wants to pull them down.
[01:36:17.000 --> 01:36:22.000]  That's something the globalists have instilled from on top into the general population
[01:36:22.000 --> 01:36:24.000]  so we can never work together.
[01:36:24.000 --> 01:36:26.000]  And I don't just go off how people look.
[01:36:26.000 --> 01:36:30.000]  Sometimes someone who physically is not attractive can have beautiful art, beautiful soul,
[01:36:30.000 --> 01:36:35.000]  beautiful literature, beautiful will of action.
[01:36:35.000 --> 01:36:41.000]  But by and large, the packaging does fit what's inside the book.
[01:36:41.000 --> 01:36:45.000]  A lot of times what you see on the cover is what's actually in the book.
[01:36:45.000 --> 01:36:50.000]  And it is very, very frustrating and sad to see that we've all fallen to this level.
[01:36:50.000 --> 01:36:52.000]  And it's not just the globalists that did it.
[01:36:52.000 --> 01:36:57.000]  We are products of the fact that we took control of our own environment.
[01:36:57.000 --> 01:37:00.000]  Humans are the only creature that can really do that on this planet.
[01:37:00.000 --> 01:37:03.000]  We take control of our environment, we build our own system,
[01:37:03.000 --> 01:37:10.000]  and we build it to make it easier for us to live and procreate and be successful.
[01:37:10.000 --> 01:37:15.000]  The problem is that just as I've said many times, it's like a space mission.
[01:37:15.000 --> 01:37:19.000]  Take our best astronauts, you send them to Mars, take them a year to get there or more.
[01:37:19.000 --> 01:37:23.000]  The time they get there because of no gravity, even if they try to exercise,
[01:37:23.000 --> 01:37:31.000]  the heart muscles deteriorated 10 years on average, they will hardly be able to even walk.
[01:37:31.000 --> 01:37:36.000]  And it's the same thing with the television culture, the high tech culture, the smartphone culture.
[01:37:36.000 --> 01:37:39.000]  It's had a lot of attributes, but more minuses than pluses.
[01:37:39.000 --> 01:37:42.000]  And it's turning us into domesticated animals.
[01:37:42.000 --> 01:37:45.000]  So we're being enslaved by our own devices.
[01:37:45.000 --> 01:37:51.000]  And it's kind of like the Romans for a while, lined their pottery with lead.
[01:37:51.000 --> 01:37:55.000]  It was poisonous, so there was the madness of the Romans and the mental illness
[01:37:55.000 --> 01:37:58.000]  and the deformity and the inbreeding.
[01:37:58.000 --> 01:38:02.000]  So human DNA also has been through a lot of torture,
[01:38:02.000 --> 01:38:06.000]  especially the modern GMO, chemical industrialized age.
[01:38:06.000 --> 01:38:09.000]  It has had devastating effects on people.
[01:38:09.000 --> 01:38:12.000]  And so I don't point this out to put people down.
[01:38:12.000 --> 01:38:16.000]  I point this out to say that we should lift ourselves up and become aware of it
[01:38:16.000 --> 01:38:21.000]  and build a civilization that is based on creating a better system
[01:38:21.000 --> 01:38:26.000]  and empowering individuals and not just acting like the elite do
[01:38:26.000 --> 01:38:31.000]  and just shutting off humanity as if it's being consigned to the Ashmen,
[01:38:31.000 --> 01:38:35.000]  the Rushmen of history.
[01:38:35.000 --> 01:38:39.000]  But there are arguments that globalists have for how the public has been dumbed down.
[01:38:39.000 --> 01:38:42.000]  There are arguments to say, why do they even deserve to live
[01:38:42.000 --> 01:38:44.000]  or why not just go ahead and take them out of their misery.
[01:38:44.000 --> 01:38:48.000]  The problem is the globalists can't make that decision for other people
[01:38:48.000 --> 01:38:51.000]  and the globalists themselves are inbred and more mentally ill
[01:38:51.000 --> 01:38:54.000]  and more stunted in many cases than the general public.
[01:38:54.000 --> 01:38:58.000]  Even though they have some genetic and intelligence, it's still very, very fear-based,
[01:38:58.000 --> 01:39:01.000]  very, very craven, very, very sneaky.
[01:39:01.000 --> 01:39:06.000]  And if they tried to lift up the general public, they would have lifted themselves up.
[01:39:06.000 --> 01:39:09.000]  Instead, they sell the factor of trying to lift everybody up
[01:39:09.000 --> 01:39:13.000]  and taking a modern version of Kipling's white man's burden
[01:39:13.000 --> 01:39:16.000]  and they are dumbing everyone down to a greater extent.
[01:39:16.000 --> 01:39:18.000]  I don't care what color you are.
[01:39:18.000 --> 01:39:20.000]  We are seeing the fall of the West.
[01:39:20.000 --> 01:39:24.000]  We're seeing a fall of the birth rates.
[01:39:24.000 --> 01:39:27.000]  We are seeing a fall of physical IQs
[01:39:27.000 --> 01:39:30.000]  and we are seeing every white paper and every maxim
[01:39:30.000 --> 01:39:35.000]  and every globalist program that has been established
[01:39:35.000 --> 01:39:39.000]  is there to not make people individuals,
[01:39:39.000 --> 01:39:44.000]  to not make people be trailblazers, to not make people be overachievers,
[01:39:44.000 --> 01:39:48.000]  but to make people be absolutely servile and colorless and tasteless.
[01:39:48.000 --> 01:39:51.000]  I saw a big article on it four words a couple of days ago
[01:39:51.000 --> 01:39:55.000]  where a professor was saying, we can't wait for the day that everyone looks the same.
[01:39:55.000 --> 01:39:57.000]  This is going to be so wonderful.
[01:39:57.000 --> 01:40:00.000]  It's like 1984 where everybody is wearing gray jumpsuits.
[01:40:00.000 --> 01:40:03.000]  But this is really the dream of the authoritarian
[01:40:03.000 --> 01:40:08.000]  because until they've captured humanity itself, they'll never feel like they've been empowered.
[01:40:08.000 --> 01:40:11.000]  But as far as we've fallen,
[01:40:11.000 --> 01:40:14.000]  still remember the fact that we can recognize beauty,
[01:40:14.000 --> 01:40:18.000]  stand up for what's right, create art, love each other and be passionate
[01:40:18.000 --> 01:40:21.000]  and stay true to our basic human instincts
[01:40:21.000 --> 01:40:23.000]  and basic human programming that God gave us,
[01:40:23.000 --> 01:40:26.000]  we will go through this crisis that's coming and transcended.
[01:40:26.000 --> 01:40:28.000]  But it's true in the globalists,
[01:40:28.000 --> 01:40:32.000]  say the Earth has reached its curing capacity with the technologies that are allowing it to be deployed.
[01:40:32.000 --> 01:40:35.000]  And it's true that much of the public is even really alive
[01:40:35.000 --> 01:40:38.000]  and doesn't even want to be alive and are just consumers
[01:40:38.000 --> 01:40:44.000]  that just mindlessly interface with the mainstream culture and who are in a death spiral.
[01:40:44.000 --> 01:40:47.000]  But again, the globalists help set up a system to do that.
[01:40:47.000 --> 01:40:50.000]  You look at what people look like, I don't care if they're black,
[01:40:50.000 --> 01:40:53.000]  if they're white, if they're Hispanic, Asian.
[01:40:53.000 --> 01:40:57.000]  You look at what people look like in the 40s and 50s and photos and in films.
[01:40:57.000 --> 01:41:00.000]  They had electricity in their eyes, they were good looking,
[01:41:00.000 --> 01:41:03.000]  they were handsome on average, they were well dressed,
[01:41:03.000 --> 01:41:07.000]  even though they were poor, they were self-respecting, they were focused.
[01:41:07.000 --> 01:41:09.000]  And it is television.
[01:41:09.000 --> 01:41:13.000]  It is the modern spectator culture of people in a trance state
[01:41:13.000 --> 01:41:15.000]  that has turned us into these ugly things,
[01:41:15.000 --> 01:41:19.000]  physically and culturally and spiritually and economically.
[01:41:19.000 --> 01:41:21.000]  We're in total debt.
[01:41:21.000 --> 01:41:24.000]  Every metric shows disease is off the chart,
[01:41:24.000 --> 01:41:26.000]  both degenerative and communicable.
[01:41:26.000 --> 01:41:28.000]  Evil has been set loose in the world.
[01:41:28.000 --> 01:41:30.000]  Then you catch Obama with the border wide open,
[01:41:30.000 --> 01:41:33.000]  shipping in people with leprosy and TB and every other disease you could imagine,
[01:41:33.000 --> 01:41:36.000]  spreading all over the country, not even testing them,
[01:41:36.000 --> 01:41:39.000]  even though they know they have it, they caught them inside the country.
[01:41:39.000 --> 01:41:42.000]  And just ordering the border patrol, just let people in,
[01:41:42.000 --> 01:41:44.000]  not even taking care of those that are brought in.
[01:41:44.000 --> 01:41:47.000]  This is pure wickedness, this is an evil design,
[01:41:47.000 --> 01:41:49.000]  a hatred of the general public.
[01:41:49.000 --> 01:41:52.000]  Globals look at an airport like this and they see these zombies,
[01:41:52.000 --> 01:41:55.000]  they see these unconscious people, they see marks.
[01:41:55.000 --> 01:41:58.000]  But they've already taken over the economic system a hundred times over through fraud,
[01:41:58.000 --> 01:42:00.000]  so they don't need them anymore, they've taken it all over,
[01:42:00.000 --> 01:42:04.000]  they've created derivatives 500 times the wealth of the world.
[01:42:04.000 --> 01:42:08.000]  So they see all these people as just weevils in their storage room,
[01:42:08.000 --> 01:42:15.000]  in their pantry, weevils that are basically eating their stores,
[01:42:15.000 --> 01:42:17.000]  their property, what they have.
[01:42:17.000 --> 01:42:19.000]  They've hijacked the earth, they've conquered the earth,
[01:42:19.000 --> 01:42:23.000]  and as conquerors they believe they're the rightful kings and heirs of everything.
[01:42:23.000 --> 01:42:26.000]  And I'll tell you what folks, if you don't stand up and get involved,
[01:42:26.000 --> 01:42:29.000]  you then are seating control to them, you're advocating it,
[01:42:29.000 --> 01:42:32.000]  and it does make them the rightful rulers.
[01:42:32.000 --> 01:42:35.000]  But here's the deal, they've got a plan that even if half the public wants to go along with it,
[01:42:35.000 --> 01:42:40.000]  or is unaware of it, that takes the free will of so many hundreds of millions of other people
[01:42:40.000 --> 01:42:43.000]  that don't deserve to be slaves and who don't want to be slaves.
[01:42:43.000 --> 01:42:47.000]  And Info Wars is about the awakening to this and the understanding of it
[01:42:47.000 --> 01:42:50.000]  and coming back into consciousness and coming back into learning how the world works
[01:42:50.000 --> 01:42:56.000]  and not just being a self-centered blob that watches TV all day and thinks caring is weak.
[01:43:20.000 --> 01:43:28.000]  People that in this country are local, family, city, state, country, they're local.
