[00:00.000 --> 00:14.280]  We are on the march the empire is on the run Alex Jones and the GCN radio network
[01:26:03.540 --> 01:26:07.620]  would loan them money that they would use not for building infrastructure, anything that would help
[01:26:07.620 --> 01:26:14.180]  them to make themselves wealthier, but to create a welfare state and people accuse them of being
[01:26:14.180 --> 01:26:19.220]  rent seekers. And now we see them doing that in Europe. This is a long pattern,
[01:26:19.220 --> 01:26:23.380]  something they've been criticized for decades for doing, but nobody ever stopped them from doing it
[01:26:23.380 --> 01:26:26.980]  throughout Central and South America, the developing countries, and now they're doing it
[01:26:26.980 --> 01:26:32.340]  in Europe to take away their money as well, aren't they? Well, they get them indebted so they can
[01:26:32.340 --> 01:26:40.260]  loot them. So to sell off their national assets to first world corporations that pennies on the
[01:26:40.260 --> 01:26:45.940]  dollar, like the Greeks are forced to sell off their municipal water systems, their ports,
[01:26:45.940 --> 01:26:53.300]  their protected national islands, they're forced not to have a welfare system, but to dismantle
[01:26:53.300 --> 01:26:59.940]  so that they can pay the banks. For example, the Greek pensions have been slashed to the bone,
[01:26:59.940 --> 01:27:08.500]  public employment slashed to the bone, medical care, education, and that money instead is transferred
[01:27:08.500 --> 01:27:15.460]  to the Dutch and German banks. So, you know, the whole process was described some years ago by
[01:27:15.460 --> 01:27:23.540]  John Perkins in Confessions of an Economic Kidman. So what we were saying is that with
[01:27:24.900 --> 01:27:31.220]  the EU now turning on its own members, you know, the Greeks, the Greeks, the Irish,
[01:27:31.860 --> 01:27:39.860]  the Portuguese, the Spanish, the Italians, there's plenty of reason for the system to unravel it. So
[01:27:39.860 --> 01:27:48.660]  if a major member were to vote to exit such as Britain, that would probably be the death
[01:27:48.660 --> 01:27:57.220]  of the EU, and that would in turn lead to the unraveling of NATO. And therefore, this would
[01:27:57.220 --> 01:28:06.580]  remove the ability of Washington to cause conflicts. It would tend to leave Washington more isolated,
[01:28:06.580 --> 01:28:13.540]  unable to control the other part of the Western world, which serves as a cover for Washington's
[01:28:13.540 --> 01:28:21.220]  aggression. So that is the real, most important reason for getting England out. I don't think
[01:28:22.340 --> 01:28:27.620]  England would be permitted to leave. I suspect that if the vote was to come out to leave,
[01:28:28.740 --> 01:28:35.220]  it would simply not be permitted. In fact, I doubt it would permit a vote to come to that
[01:28:35.220 --> 01:28:40.500]  conclusion. That's right. That's right. We're going to continue to talk to Dr. Roberts when
[01:28:40.500 --> 01:28:44.820]  we come back. We're going to talk about the aftermath of the shootings, both in the UK
[01:28:44.820 --> 01:28:50.100]  and in Orlando, and his analysis of both of those events and the impact that they can have.
[01:28:50.100 --> 01:28:53.380]  We'll be right back with Dr. Paul Craig Roberts. I'm David Knight. Stay with us.
[01:28:53.380 --> 01:29:06.260]  Thousands of years ago, there was a basic form of chivalry. Our ancestors would hear the drums
[01:29:06.260 --> 01:29:13.380]  of war, giving the warriors of the tribe a chance to organize and prepare a defense. 60 years ago,
[01:29:13.380 --> 01:29:19.220]  when foreign air forces were approaching filled with bombs, they had drums of their own,
[01:29:19.220 --> 01:29:24.980]  air raid sirens. But in the 21st century, there are silent weapons for quiet war.
[01:29:24.980 --> 01:29:29.780]  Pathogens added to the food and water, and to the lining of plastics that destroy our
[01:29:29.780 --> 01:29:36.020]  vitality. Turn off our hormones and accelerate our journey towards death. I personally counter
[01:29:36.020 --> 01:29:42.980]  this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated
[01:29:42.980 --> 01:29:49.380]  herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:29:49.380 --> 01:29:54.340]  Discover why Anthroplex has turned so many heads today. It's time for us to take our bodies back
[01:29:54.340 --> 01:30:01.380]  in our own hands and it starts at infowarslife.com with Anthroplex. Dr. Grip, you developed living
[01:30:01.380 --> 01:30:06.100]  defense for us. It took you over a year to do it. Why is this so good? Because people are actually
[01:30:06.100 --> 01:30:11.860]  waking up to the problem that pretty much scares me the most. I mean, I try to make sure that I
[01:30:11.860 --> 01:30:17.220]  don't put toxins from food and water and beverages in my system, but right now we're dealing with
[01:30:17.220 --> 01:30:23.300]  massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:30:23.300 --> 01:30:29.140]  Right now with all the refugees spreading disease around, we have biological warfare going on
[01:30:29.140 --> 01:30:32.900]  everywhere. These are all parasites. Tell us about all the stuff I said. There's so many things that
[01:30:32.900 --> 01:30:38.020]  are in it. You have the neem in there. You have the organic clove bud, the organic wormwood. I
[01:30:38.020 --> 01:30:42.420]  recommend doing a parasite cleanse at least twice a year. All right. Well, I'm glad we've got some
[01:30:42.420 --> 01:30:46.100]  back in because I'm going back on it today. It just came back in yesterday. Living Defense,
[01:30:46.100 --> 01:30:51.060]  infowarslife.com. And folks, you can't lose full of stuff that's great for your body. Period. And
[01:30:51.700 --> 01:30:56.500]  you support the broadcast, infowarslife.com. Thank you, Dr. Grip, from the Global Healing Center.
[01:30:56.500 --> 01:30:58.500]  Thank you so much for all your work, sir, on this great product.
[01:31:00.020 --> 01:31:05.860]  Shower filters. We're introducing the best yet, the brand new Pro Pure Pro Max High Performance
[01:31:05.860 --> 01:31:10.980]  Shower Filter. It removes and reduces over 200 contaminants while preserving a strong powerful
[01:31:10.980 --> 01:31:16.020]  flow. This new four-stage filtration process helps protect the largest organ in your body,
[01:31:16.020 --> 01:31:20.260]  your skin from the unhealthy contaminants in the water. You can find more details on this amazing
[01:31:20.260 --> 01:31:27.620]  new filter and free shipping at infowarsstore.com or call 888-253-3139 to order your Pro Max
[01:31:27.620 --> 01:31:33.140]  Shower Filter from Pro Pure today. When cells become toxic, they die early and aging sets in.
[01:31:33.140 --> 01:31:38.340]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:31:38.340 --> 01:31:43.380]  and optimizing your cellular energy at the same time. Just one of the key compounds,
[01:31:43.380 --> 01:31:48.740]  BioPQQ, is backed by major clinical studies. You want the best that's out there at the lowest price
[01:31:48.740 --> 01:31:54.740]  anywhere? We now have the synergistic solution. Secure your DNA force today at infowarslife.com
[01:31:54.740 --> 01:32:02.260]  or call toll-free 888-253-3139. Over the years, there have been a lot of powerful advancements
[01:32:02.260 --> 01:32:07.220]  in the field of science and nutraceuticals. Young Jevity integrates years of scientific
[01:32:07.220 --> 01:32:12.660]  research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals,
[01:32:12.660 --> 01:32:17.380]  and much more. Young Jevity also offers you an ingenious way to augment your income,
[01:32:17.380 --> 01:32:21.460]  and the best part? You'll be helping your friends and family along the way. Visit
[01:32:21.460 --> 01:32:26.900]  infowarsteam.com today. Become a member. Get discounts on the amazing products and free
[01:32:26.900 --> 01:32:30.900]  shipping when you sign up for auto-ship, and you're able to promote the products to friends and
[01:32:30.900 --> 01:32:35.460]  family and neighbors in your community and make money while helping people at the same time.
[01:32:35.460 --> 01:32:40.180]  Another win-win. That's why I'm a member of the Young Jevity team at infowarsteam.com,
[01:32:40.180 --> 01:32:46.100]  and you can be too. It's simple. Just go to infowarsteam.com today. Complete a short sign-up
[01:32:46.100 --> 01:32:51.140]  and you're part of the team. That's infowarsteam.com or infowarshealth.com. So many people calling
[01:32:51.140 --> 01:32:55.940]  to my radio show and telling me how Young Jevity and the products at infowarsteam.com have changed
[01:32:55.940 --> 01:33:01.620]  their lives. Check it out for yourself today.
[01:33:03.620 --> 01:33:07.620]  You're listening to the Alex Jones show.
[01:33:07.620 --> 01:33:36.900]  Welcome back to the Alex Jones show. I'm David Knight and we're talking to Dr. Paul Craig Roberts.
[01:33:37.620 --> 01:33:40.980]  The former assistant secretary of the treasury during the Reagan administration,
[01:33:40.980 --> 01:33:46.820]  co-founder of the Reaganomics, and we had an article of Dr. Roberts back on June 14th,
[01:33:46.820 --> 01:33:52.020]  beginning of last week, saying it will be impossible to get any truth out of the Orlando
[01:33:52.020 --> 01:33:57.220]  shooting. I wanted to follow up with Dr. Roberts and get his comments on the many strange things
[01:33:57.220 --> 01:34:02.500]  that have come to light out of Orlando, as well as, of course, how it is being used to say that we
[01:34:02.500 --> 01:34:08.580]  have to take everybody's gun rights, not just this guy. And we can't do any background checks
[01:34:08.580 --> 01:34:13.460]  on the people that Obama is bringing in by the tens of thousands. No, we're going to take away
[01:34:13.460 --> 01:34:17.700]  your Second Amendment rights to protect yourself, to defend yourself against the government. Your
[01:34:17.700 --> 01:34:26.180]  comments, Dr. Roberts. Well, I don't think we know what happened and that's what should stun us
[01:34:26.180 --> 01:34:34.980]  because if you have 103 people shot, there has to be massive evidence all over the place.
[01:34:36.900 --> 01:34:45.460]  Yet we've not seen videos of the numerous ambulances, the numerous emergency medical
[01:34:45.460 --> 01:34:52.500]  technicians that would be tending to 103 casualties, half of them dead, half of them wounded,
[01:34:52.500 --> 01:34:57.540]  according to reports. I challenged my readers, which they're a great number,
[01:34:58.260 --> 01:35:06.420]  to help me to prove the official story. And we found we're unable to find any evidence for it
[01:35:07.060 --> 01:35:18.420]  other than statements of government officials. We don't see the massive evidence that would be
[01:35:18.420 --> 01:35:25.460]  apparent if such a mass shooting actually occurred. So what I see in this is the same
[01:35:25.460 --> 01:35:33.380]  sort of pattern I see in other instances. There's a story prepared and the minute the
[01:35:33.380 --> 01:35:41.460]  announcement of the event is given, the story is given. So we get the explanation with the
[01:35:41.460 --> 01:35:48.500]  announcement of the event. So somehow the government knows instantly who did it and all of that. So
[01:35:49.460 --> 01:35:53.060]  but in lieu of bodies, we get photographs and list of names.
[01:35:55.220 --> 01:36:00.820]  That's true. That's true. And of course, I were now finding out that the psychiatrist who supposedly
[01:36:00.820 --> 01:36:05.060]  evaluated him so he could work for G4S so he could get the statewide firearms license.
[01:36:05.060 --> 01:36:10.900]  She's now saying I wasn't that they put my signature on that form. I wasn't even in Florida there.
[01:36:10.900 --> 01:36:17.060]  I wasn't even working in Florida at the time. And yet that form was used to get him the license
[01:36:17.060 --> 01:36:21.300]  that he needed to work for the private security firm, the largest in the world G4S. Then it was
[01:36:21.300 --> 01:36:25.540]  used to get his statewide firearms license when he was being investigated by the FBI all these
[01:36:25.540 --> 01:36:30.820]  different times. And they kept shutting this down. One of the times the FBI Director Comey says,
[01:36:30.820 --> 01:36:35.940]  well, you know, he was also holding this license from this large private security firm. So all
[01:36:35.940 --> 01:36:41.140]  of this stuff is built on this house of cards. And yet these people tell us that they're going to
[01:36:41.140 --> 01:36:46.260]  vet everyone for firearms, even though we see the disaster that they did here. Even if you believe
[01:36:46.260 --> 01:36:51.860]  their official story, it's starting to unravel around the around the edges as far as this phony
[01:36:51.860 --> 01:36:55.060]  background check. And of course, a watch list is nothing but a background check. But they don't
[01:36:55.060 --> 01:36:57.940]  even want to do background checks on the people that they're bringing into this country. So the
[01:36:57.940 --> 01:37:03.300]  whole thing is based on a lie. It's based on smoke and mirrors, isn't it? The conclusions that they
[01:37:03.300 --> 01:37:14.980]  offer us? Well, my point is, how is it? We can't find out. Yeah. Yeah. So that's really what you
[01:37:14.980 --> 01:37:25.620]  puzzle people. It's how hard it is to get any kind of definite handle on it. I see from reports that
[01:37:25.620 --> 01:37:32.340]  the media flocked to the hospital, but only to interview one of the victims. This guy, Angel,
[01:37:32.340 --> 01:37:37.540]  whatever his name is. So you have all the press interviewing one victim. Where are the other
[01:37:37.540 --> 01:37:47.940]  victims? It's like saying you hook, we get photos and list of names. We don't see any body bags.
[01:37:47.940 --> 01:37:53.700]  We don't see any ambulances, any emergency medical technicians. The whole thing,
[01:37:53.700 --> 01:38:04.180]  and what's so astonishing is that they feel confident to pull these things off over and over
[01:38:04.180 --> 01:38:12.740]  and over. And people seem to be okay that all they get are government statements. And they're
[01:38:12.740 --> 01:38:19.540]  repeated endlessly by the media. We don't ever get any investigation. Nobody ever shows any real
[01:38:19.540 --> 01:38:27.460]  evidence. They're always crisis actors on the scene. And what you see as a population that's
[01:38:27.460 --> 01:38:33.700]  just so gullible, there's no chance of protecting its liberty or its gun rights or anything else.
[01:38:34.740 --> 01:38:41.300]  I said some time ago, I pointed out some time ago, David, that of all of the provisions in the
[01:38:41.300 --> 01:38:49.620]  Bill of Rights that make law a shield of the people, the only remaining one is the Second Amendment.
[01:38:49.620 --> 01:38:54.100]  That's right. The Second Amendment is inconsistent with the police state, which we now have.
[01:38:54.900 --> 01:39:00.660]  The Congress seems to be okay with the police state. The bulk of the population is okay with it.
[01:39:00.660 --> 01:39:10.100]  The legal community is okay with it. We continue to have the violation of habeas corpus due process,
[01:39:10.100 --> 01:39:16.500]  privacy, endless spying without warrants. All of these things are not only unconstitutional,
[01:39:16.500 --> 01:39:20.740]  they're illegal. I mean, you have statutory law, and yet nothing is done. There's been
[01:39:21.460 --> 01:39:28.500]  just the acceptance of a police state and aura to save us from terrorism that we really don't even
[01:39:28.500 --> 01:39:36.900]  know if it exists or not. I mean, what all the terrorist events seem to be FBI stings,
[01:39:36.900 --> 01:39:43.300]  you know, the FBI admits. Oh, the public was never in danger. We called them before they could do
[01:39:43.300 --> 01:39:52.100]  anything, but we all also get the story that the FBI organized them in this fake terrorist attack,
[01:39:52.100 --> 01:39:57.060]  so they could be arrested. And we find out the real reason the FBI does this is that Congress
[01:39:57.060 --> 01:40:04.820]  gave a supplemental appropriation, a several billion dollars a year for the FBI to be proactive
[01:40:04.820 --> 01:40:12.660]  and prevent attacks. And so there are no real attacks. They have to go out and organize them
[01:40:12.660 --> 01:40:17.140]  so they collect this several billion dollars. It's kind of like the watch list. We were talking
[01:40:17.140 --> 01:40:21.460]  about this on Friday and Rob Do came in with a list of all these people. Listen to all the people.
[01:40:21.460 --> 01:40:25.860]  We had a four-year-old, a five-year-old, a six-year-old, an eight-year-old, an 18-month-old
[01:40:25.860 --> 01:40:30.420]  toddler. All these people were on the no fly list. They were told they could not fly. So we're
[01:40:30.420 --> 01:40:35.620]  getting false positives. You had Ted Kennedy, who was on the no fly list as he was a senator.
[01:40:36.580 --> 01:40:41.780]  You got all of these different things happening. And yet we're told that that needs to now be
[01:40:42.340 --> 01:40:47.700]  a checklist to take away people's rights. And even the FBI director said from a pragmatic
[01:40:47.700 --> 01:40:53.620]  standpoint, he told the Attorney General Loretta Lynch, he said, you're going, if we really are
[01:40:53.620 --> 01:40:58.340]  investigating these people, you're going to alert them to the fact that they're being investigated
[01:40:58.340 --> 01:41:03.060]  by saying, no, you can't buy a gun. So he says, even from a pragmatic standpoint, it doesn't wash,
[01:41:03.060 --> 01:41:07.620]  but it doesn't wash from a constitutional issue. David, there's nobody to investigate.
[01:41:07.620 --> 01:41:15.780]  Right. My name is a hoax. And the FBI knows it. Right. But we're just trying to reach out to the
[01:41:15.780 --> 01:41:21.460]  people who have one foot in the official story and one foot in reality. We had Dr. Roberts,
[01:41:21.460 --> 01:41:26.180]  we had Gretchen Carlson. I don't know if you saw this or not, on Fox News. And she comes out in
[01:41:26.180 --> 01:41:30.580]  favor of an assault weapon ban when she was questioned and people came after her on Twitter.
[01:41:30.580 --> 01:41:35.220]  She made the amazing statement that they, well, first of all, the thing everybody says, well,
[01:41:35.220 --> 01:41:38.420]  it doesn't have anything to do with hunting weapons. But she said, the Second Amendment was
[01:41:38.420 --> 01:41:42.180]  written when we didn't even have firearms. It was written before firearms were invented.
[01:41:42.180 --> 01:41:45.380]  You stupid people, I don't even know how to deal with you. You're so ignorant.
[01:41:47.380 --> 01:41:49.540]  Yeah. Well, why did they say the right to bear arms?
[01:41:50.180 --> 01:41:55.540]  Yeah. I guess that was slingshots or crossbows or something in her mind. I don't know what
[01:41:55.540 --> 01:42:01.860]  she thought that was. Well, whatever she says, it's really not what's important.
[01:42:02.580 --> 01:42:08.340]  What's important is the lack of skepticism on the part of the public of official statements.
[01:42:09.460 --> 01:42:15.060]  And this enables the government to pull off the most transparent kinds of operations.
[01:42:16.180 --> 01:42:20.820]  It enables the media never to investigate. I mean, why didn't the media go to the more
[01:42:20.820 --> 01:42:28.740]  or to the hospital? If we've got 103 casualties, they've got to be ambulances all over the place.
[01:42:28.740 --> 01:42:35.940]  Why don't they show them? Where are the emergency medical teams? Where nothing is ever shown,
[01:42:35.940 --> 01:42:40.500]  and the media never wonders or asks or says. Well, that's one thing we do need,
[01:42:40.500 --> 01:42:44.740]  and that is more skepticism. We need to say, show me the money, show me the evidence. We need to
[01:42:44.740 --> 01:42:48.420]  always question anything the government puts out there, especially when they're coming after
[01:42:48.420 --> 01:42:52.580]  individual liberty. Thank you so much for joining us. Dr. Paul Craig Roberts, again, his website
[01:42:52.580 --> 01:42:55.620]  is paulcraigroberts.org. Stay with us. We'll be right back.
[01:42:59.140 --> 01:43:05.460]  Everyone, Obama and Trump, as well as the NRA and LGBT lobbyists, are saying the Orlando
[01:43:05.460 --> 01:43:10.500]  shooting requires new gun control measures because it's now an issue of national security.
[01:43:10.500 --> 01:43:15.540]  Democrats in Congress just ended a 15 hour filibuster. Republicans have caved and said they
[01:43:15.540 --> 01:43:20.580]  will hold a vote on whether to block people who have just been labeled a terrorist. Remember,
[01:43:20.580 --> 01:43:26.420]  this is secretly and without trial. People are put on terror watch lists and no fly watch lists
[01:43:26.420 --> 01:43:31.300]  without their knowledge, without being told of the charges against them, without being able to
[01:43:31.300 --> 01:43:37.380]  confront their accusers in an open trial by jury. Now we're going to apply punishments and sanctions
[01:43:37.380 --> 01:43:42.260]  against them. This is a star chamber process that the Bill of Rights was written to stop.
[01:43:42.260 --> 01:43:47.540]  Terror attacks are not a gun control issue. They're a border control issue. Without background
[01:43:47.540 --> 01:43:52.100]  checks for migrants, terrorists are free to use nuclear, biological or chemical weapons.
[01:43:52.100 --> 01:44:13.100]  A rifle may be your only defense against that kind of weapon.
[01:44:22.100 --> 01:44:27.060]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you
[01:44:27.060 --> 01:44:33.140]  how to prepare yourself and your family. Now in 2016, even more information has been revealed
[01:44:33.140 --> 01:44:38.740]  concerning the connection between iodine and the gut, which many experts are now saying could be
[01:44:38.740 --> 01:44:43.860]  the biggest revelation ever concerning iodine. You can pull these studies up for yourself.
[01:44:43.860 --> 01:44:48.100]  This is the real deal, folks, and the truth is that iodine is essential, in my view,
[01:44:48.100 --> 01:44:54.340]  to any optimum health regimen. Stock up on Survival Shield X2 today at infowarslife.com,
[01:44:54.340 --> 01:45:19.300]  or by calling 888-253-3139.
[01:45:24.980 --> 01:45:28.820]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor
[01:45:28.820 --> 01:45:33.780]  and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials
[01:45:33.780 --> 01:45:38.180]  into your day-to-day lives to guarantee that your body is getting the fundamental nutrients,
[01:45:38.180 --> 01:45:42.980]  the 90 essential vitamins, minerals, fats and amino acids it needs to do its healing work,
[01:45:42.980 --> 01:45:48.420]  you need to check out infowarsteam.com. Give your body the gift of good nutrition.
[01:45:48.420 --> 01:45:55.700]  Head over to infowarsteam.com. Your body will be very grateful. On the web at infowarsteam.com.
[01:45:55.700 --> 01:46:19.700]  That's infowarsteam.com.
[01:46:25.780 --> 01:46:30.660]  Blackouts. Intensifying civil unrest. You're not going to have to suffer through it like the rest
[01:46:30.660 --> 01:46:35.060]  of the sheep. And here's the best news if you want to get one this week. Solutions from Science has
[01:46:35.060 --> 01:46:40.740]  a big sale on their fast charge solar generators, and they're giving away a couple thousand dollars
[01:46:40.740 --> 01:46:46.100]  worth of off-the-grid gear in addition to the low price for infowars listeners. So it's a good time
[01:46:46.100 --> 01:46:52.500]  to check it out. Go to gridwars.com. That's gridwars.com. It's a great opportunity to generate maximum
[01:46:52.500 --> 01:46:57.220]  electricity with minimum money. Go to gridwars.com. That's gridwars.com.
[01:47:03.620 --> 01:47:13.620]  You're listening to the Alex Jones show.
[01:47:13.620 --> 01:47:32.260]  Welcome back to the Alex Jones show. I'm David Knight in this last segment of our Sunday show.
[01:47:32.980 --> 01:47:37.220]  Want to talk about what's going on with this, what I believe is a clear false flag
[01:47:37.220 --> 01:47:42.740]  and the Brexit vote, and what they're really trying to put out here as they're being labeled
[01:47:43.700 --> 01:47:49.220]  as racist and far-right extremists. They are not, and I'm going to tell you why in just a moment
[01:47:49.220 --> 01:47:53.700]  before we get to that. I want to tell you about our specials. We have the Alexa Pure water filters,
[01:47:53.700 --> 01:48:00.260]  now 20% off at infowarsteam.com. That's everything from our largest systems down to the shower filter.
[01:48:00.260 --> 01:48:07.620]  Of course, you can remove 99.9999% of bacteria, disinfectants, volatile, organic contaminants,
[01:48:07.620 --> 01:48:12.500]  and hormones. You can even filter water from lakes, rivers, streams, wells, and of course,
[01:48:12.500 --> 01:48:19.060]  the dirtiest of all, your municipal water system. It's great for everything. That's our high and
[01:48:19.060 --> 01:48:24.420]  high quality gravity-fed Alexa Pure pro water filtration system all the way down to the shower
[01:48:24.420 --> 01:48:30.100]  filters. It will get out things like chlorine that's in your municipal water. That's 20% off
[01:48:30.100 --> 01:48:36.900]  all the water filters from Alexa Pure at infowarsteam.com. Also, we have the Tim Kennedy special,
[01:48:36.900 --> 01:48:42.660]  15% off supermail vitality, brain force, and secret 12. You'll find that at infowarslife.com.
[01:48:43.300 --> 01:48:48.420]  This is the time right now to stock up on our top products for 15% off at infowarslife.com,
[01:48:48.420 --> 01:48:54.260]  the products that Tim Kennedy uses in his advanced training. This guy works out like
[01:48:54.260 --> 01:49:00.340]  three hours a day and he is in tune with his body and he says, these are the products that I saw,
[01:49:00.340 --> 01:49:05.540]  the biggest change very quickly, supermail vitality, brain force, super 12. We put those
[01:49:05.540 --> 01:49:12.260]  together 15% off at infowarslife.com. Now, going back to Brexit, of course, now we're just a few
[01:49:12.260 --> 01:49:19.380]  days away and there will be more memorial services tomorrow for the young mother and wife who was
[01:49:19.380 --> 01:49:25.780]  murdered last week, one week exactly before the Brexit vote. And as I pointed out earlier in the
[01:49:25.780 --> 01:49:30.260]  show, if you look at all the things that are involved, I mean, we're going to have David
[01:49:30.260 --> 01:49:34.100]  Cameron is going, his government will fall. He will lose his position as prime minister.
[01:49:34.740 --> 01:49:40.260]  The Germans, the politicians as well as the multinational corporations are not happy
[01:49:40.260 --> 01:49:47.940]  about Britain leaving. They want that counterbalance to their power, a perceived counterbalance to
[01:49:47.940 --> 01:49:53.300]  their power. And as Dr. Paul Craig Roberts was talking about, the real thing that we
[01:49:53.300 --> 01:49:58.180]  shall be concerned about is what's going on with NATO as we see NATO pushing its way into
[01:49:58.180 --> 01:50:03.860]  the Ukraine and the Crimea, trying to create a conflict and then coming out this last week,
[01:50:03.860 --> 01:50:08.420]  talking about how a proven cyber security threat will have to take their word for it,
[01:50:08.420 --> 01:50:12.820]  just like we do all of these attacks. We'll have to take their word for it. There won't be any
[01:50:12.820 --> 01:50:18.340]  bodies. There won't be anything that we can see. They'll just tell us what we need to know for this.
[01:50:18.900 --> 01:50:25.300]  And then they will start World War III with Russia. It was the fear campaign that the people who
[01:50:25.300 --> 01:50:28.740]  want to remain in the European Union were pushing. They were saying, hey, there's going to be a war
[01:50:28.740 --> 01:50:31.620]  in Europe if you leave. There's going to be an economic collapse. There's going to be rising
[01:50:31.620 --> 01:50:38.340]  mortgages. I'm sure they will play with it. They had the LIBOR scandal, the London Interbank rate
[01:50:38.340 --> 01:50:41.300]  where they were rigging that. That's what all your variable rate mortgages are based on.
[01:50:41.300 --> 01:50:46.260]  Every year, when your mortgage comes up for reevaluation, it's that LIBOR rate. These people
[01:50:46.260 --> 01:50:49.620]  were playing games with that to make money hand over fist. They got caught doing it. They didn't
[01:50:49.620 --> 01:50:55.060]  go to jail. Got a long list of bankers who quote, unquote, committed suicide. We showed you at least
[01:50:55.060 --> 01:51:00.180]  three of those. Talked about that last week, one in great detail, how he was pushed out of a window,
[01:51:00.180 --> 01:51:06.500]  looks like. They found him on his back of the street. He was there for 20 minutes before he
[01:51:06.500 --> 01:51:10.420]  died. A couple of guys walked out of the building where he had fallen for three stories. And they
[01:51:10.420 --> 01:51:14.740]  say, hey, if you're jumping, you're not going to land on your back really. You're going to land on
[01:51:14.740 --> 01:51:18.580]  your front. He landed on his back. They had surveillance cameras, interestingly enough.
[01:51:18.580 --> 01:51:22.500]  And that's the new evidence that came out. They said he was beaten on the face,
[01:51:22.500 --> 01:51:26.420]  the front of his head. And these two guys in suits walk out shortly after he falls.
[01:51:26.420 --> 01:51:30.100]  They walk over. They say a couple of things to him. And then they calmly walk off. They don't
[01:51:30.100 --> 01:51:36.740]  call for help. A suicide note written to his wife where he writes her name in a way that he'd never
[01:51:36.740 --> 01:51:41.140]  written her name, never called her Tony. All these things happened as his bank was involved in a
[01:51:41.140 --> 01:51:45.540]  massive scandal. He was the scapegoat for this. So you don't think these people will kill somebody
[01:51:45.540 --> 01:51:50.980]  for trillions of dollars? They've killed for a lot less than that. A lot less than that. And so
[01:51:50.980 --> 01:51:54.260]  when we look at all this, when we look at how they're playing this, just look at this corporation
[01:51:54.260 --> 01:51:59.700]  here. Look at Uber. We've had this fight here in Austin about background checks. They couldn't come
[01:51:59.700 --> 01:52:03.380]  to an agreement. So the city of Austin said, hey, we do background checks on taxis. We're going to
[01:52:03.380 --> 01:52:08.020]  do them on Uber as well because we've had some people here as well as other cities where you've
[01:52:08.020 --> 01:52:14.100]  got a taxi driver that works for Uber. Let's call them an Uber driver, not a taxi driver. Same thing.
[01:52:14.820 --> 01:52:18.980]  You get into their car. These people are criminals and they're not doing proper background checks on
[01:52:18.980 --> 01:52:22.020]  them. And we can't see those background checks. We've had a lot of situations where women have
[01:52:22.020 --> 01:52:26.660]  been raped or physically assaulted. We want to have background checks. They put background checks
[01:52:26.660 --> 01:52:31.460]  on us. We leave. So they shut down all of the Uber transportation here in Austin. And now Uber
[01:52:31.460 --> 01:52:36.580]  is coming out and saying, you know what? If you do background checks, it's racist. It's racist.
[01:52:36.580 --> 01:52:40.500]  You're racist against Hispanics and blacks if you do background checks because, you know,
[01:52:40.500 --> 01:52:47.060]  it's racist if you have to produce photo ID to vote. Anytime they don't want you to do something,
[01:52:47.060 --> 01:52:51.540]  they always play the race card, don't they? Always play the race card. Very interesting.
[01:52:51.540 --> 01:52:57.380]  Even though the taxi industry has to do that, no background checks for Uber, okay? You can ban
[01:52:57.380 --> 01:53:01.780]  guns and say we've got to have a background check. But no background checks for the people coming in
[01:53:01.780 --> 01:53:08.260]  over the borders. Only when it's something that they want will they push for these types of checks.
[01:53:08.260 --> 01:53:11.460]  But if it's something they don't want, they'll say, yeah, we don't need that. All right. So let's
[01:53:11.460 --> 01:53:16.020]  talk about what's going on with Brexit. And again, I talked about this a couple of weeks ago. There
[01:53:16.020 --> 01:53:20.340]  was eight points that were out by Boris Johnson, who is trying to encourage people to leave the
[01:53:20.340 --> 01:53:24.100]  European Union so they can be free, so they can have their sovereignty against, so they can be
[01:53:24.100 --> 01:53:31.060]  more prosperous. Because the European Union is a nanny state parasite at the very least, okay?
[01:53:31.700 --> 01:53:35.860]  And of course, as Dr. Roberts pointed out, he didn't talk about the issue of NATO trying to
[01:53:35.860 --> 01:53:40.020]  create a war, but we'll talk about some of the economic issues. And let me ask you this. Does
[01:53:40.020 --> 01:53:44.980]  this sound like far right extremism, or is this just level headed common sense? Here's some of
[01:53:44.980 --> 01:53:50.340]  his reasons. 350 million pounds per week more to spend as Britswish with their priorities. Another
[01:53:50.340 --> 01:53:54.100]  way to spend it on your welfare state or your national health care, whatever. Remember, we're
[01:53:54.100 --> 01:53:59.060]  talking about pounds, 350 million pounds, multiply that by about one and a half for dollars. That's
[01:53:59.060 --> 01:54:04.580]  about half a billion dollars a week that they would have that they're currently sending to the
[01:54:04.580 --> 01:54:08.020]  European Union. You can take back control of your borders. You could stop the huge pressure of
[01:54:08.020 --> 01:54:12.820]  immigration on public services. He said, number three, we'd be taking back control of our democracy.
[01:54:12.820 --> 01:54:18.100]  We'd be able to set our own laws and not be prisoner to the 2,500 EU regulations coming
