[00:00:03.715 --> 00:00:04.816]  Thursday!
[01:49:24.190 --> 01:49:27.451]  And use our legal system in hopes that we find those good judges.
[01:49:27.451 --> 01:49:27.851]  Sure.
[01:49:27.851 --> 01:49:29.012]  Who will put their foot forward.
[01:49:29.012 --> 01:49:35.374]  That's what we... Well, you're involved in so many trailblazing things, but let's get into two members of Supreme Court targeted by U.S.
[01:49:35.374 --> 01:49:36.094]  spies.
[01:49:36.094 --> 01:49:38.935]  Tell us about that, Larry Klaman.
[01:49:38.935 --> 01:49:40.456]  We don't know much about that.
[01:49:40.456 --> 01:49:45.677]  All we know is that the intelligence agencies have been getting into their records.
[01:49:45.677 --> 01:49:49.779]  I don't know for a fact whether they've been blackmailed or not, but the potential is there.
[01:49:49.779 --> 01:49:50.379]  And when you see
[01:49:51.329 --> 01:49:59.351]  Uh, the decision at the end of the Obamacare analysis a few years back, where the Chief Justice all of a sudden flipped at the end.
[01:49:59.351 --> 01:50:02.292]  And in fact, his decision was incomprehensible.
[01:50:02.292 --> 01:50:05.713]  First, he says, it isn't a tax, the Obamacare.
[01:50:05.713 --> 01:50:10.935]  Uh, and then he says it is, and he sustains it as Congress's power to tax.
[01:50:10.935 --> 01:50:13.516]  You have to really wonder what's going on.
[01:50:13.516 --> 01:50:17.917]  And that's why it's good to expose these things because, you know, fundamentally,
[01:50:18.799 --> 01:50:19.580]  The Chief Justice.
[01:50:19.580 --> 01:50:21.701]  I hope this time he rules differently.
[01:50:21.701 --> 01:50:23.803]  But he has not played it straight.
[01:50:23.803 --> 01:50:27.026]  And that destroys confidence in our court system.
[01:50:27.026 --> 01:50:27.966]  It sure did!
[01:50:27.966 --> 01:50:31.009]  I mean, anybody knows Obamacare is not constitutional.
[01:50:31.009 --> 01:50:33.330]  It's not enforced universally.
[01:50:33.330 --> 01:50:34.451]  The whole thing's a fraud.
[01:50:34.451 --> 01:50:35.692]  They change it all the time.
[01:50:35.692 --> 01:50:38.955]  I mean, it's just a monstrosity.
[01:50:38.955 --> 01:50:40.256]  Absolutely.
[01:50:40.256 --> 01:50:43.918]  And, you know, a number of other decisions coming out of the courts.
[01:50:45.003 --> 01:50:47.324]  You know, sustaining things that just simply are not sustainable.
[01:50:47.324 --> 01:50:50.325]  Whether you're for gay marriage or not, it's the right of the state.
[01:50:50.325 --> 01:50:53.227]  And we're going to see what comes out of the Supreme Court on that one, too.
[01:50:53.227 --> 01:50:54.827]  That's a highly volatile decision.
[01:50:54.827 --> 01:50:58.749]  That should be made on the state level, whether you agree with it or not.
[01:50:58.749 --> 01:51:00.910]  Immigration law.
[01:51:00.910 --> 01:51:06.052]  The President said he's not an emperor, yet he puts it into effect.
[01:51:06.052 --> 01:51:08.053]  Our Congress cowers away and does nothing.
[01:51:08.661 --> 01:51:12.543]  Our Congress should be submitting articles of impeachment right now to get this guy out of there.
[01:51:12.543 --> 01:51:16.985]  But no, they're playing games because they're hoping that maybe they'll win the next presidential election.
[01:51:16.985 --> 01:51:21.086]  But by that time, Alex, 18 months down the line, our country could be destroyed.
[01:51:21.086 --> 01:51:23.487]  I mean, we're already on the ropes.
[01:51:23.487 --> 01:51:26.008]  We're already close to election.
[01:51:26.008 --> 01:51:27.489]  So what are we going to do?
[01:51:27.489 --> 01:51:30.931]  And that's the question that you pose and I pose.
[01:51:30.931 --> 01:51:34.052]  And I'm doing what I can in the courts, but the American people need to rise up.
[01:51:34.679 --> 01:51:36.920]  And they need to tell their representatives, ship up or ship out.
[01:51:36.920 --> 01:51:39.202]  Well, they need to support freedomwatchusa.org.
[01:51:39.202 --> 01:51:42.204]  I know you can come on to ask for donations or support.
[01:51:42.204 --> 01:51:43.805]  Folks, better pray for you.
[01:51:43.805 --> 01:51:46.126]  No one is more aggressive and bold.
[01:51:46.126 --> 01:51:50.069]  Probably 60% of the good lawsuits out there are coming from you.
[01:51:50.069 --> 01:51:52.650]  We used to have Greg Abbott, before he was governor, suing the feds.
[01:51:52.650 --> 01:51:53.551]  He's still doing it.
[01:51:53.551 --> 01:51:54.992]  He's good.
[01:51:54.992 --> 01:51:57.033]  But man, we need to fight this any way we can.
[01:51:57.033 --> 01:51:57.714]  Larry Klayman.
[01:51:58.514 --> 01:52:01.956]  Freedomwatchusa.org is our guest.
[01:52:01.956 --> 01:52:07.519]  I want to come back and ask him what else he's looking at, what concerns him most, and any positive news he's got for us.
[01:52:07.519 --> 01:52:11.121]  But the most positive thing is at least we know we're in deep trouble.
[01:52:11.121 --> 01:52:12.741]  We're not asleep.
[01:52:12.741 --> 01:52:14.362]  So we're not here trying to scare you folks.
[01:52:14.362 --> 01:52:16.944]  We're here telling you the house is on fire.
[01:52:16.944 --> 01:52:19.305]  We have some really deviant people running the country right now.
[01:52:33.174 --> 01:52:36.776]  Stingray, Stingray.
[01:52:36.776 --> 01:52:46.922]  Speaking of Stingray... Larry Klayman went to federal court, won against the NSA, one of the major cases out there.
[01:52:46.922 --> 01:52:49.443]  The media really hated that a few years ago.
[01:52:49.443 --> 01:52:51.864]  And now he's moving forward with other cases.
[01:52:51.864 --> 01:52:53.845]  In the five, six minutes we've got left, Mr. Klayman,
[01:52:57.381 --> 01:52:58.982]  What's the good news, A?
[01:52:58.982 --> 01:53:01.183]  B, what else are you most concerned about right now?
[01:53:01.183 --> 01:53:09.308]  Tell us about some of the other actions you're involved in.
[01:53:09.308 --> 01:53:10.649]  We may have lost his audio.
[01:53:10.649 --> 01:53:14.511]  We've had some issues with the board today.
[01:53:14.511 --> 01:53:19.754]  So, we'll figure out what's happening with that audio and try to get him back up here in just a moment.
[01:53:21.252 --> 01:53:26.754]  Speaking of tyranny, this article really makes my head spin.
[01:53:26.754 --> 01:53:31.695]  11-year-old boy kidnapped by CPS.
[01:53:31.695 --> 01:53:44.200]  Parents arrested after he played in backyard alone for 90 minutes.
[01:53:44.200 --> 01:53:47.961]  A couple in Florida were arrested and charged with felony neglect
[01:53:49.016 --> 01:53:55.722]  After their 11-year-old son was left alone in the backyard playing basketball for 90 minutes.
[01:53:55.722 --> 01:53:58.204]  He ought to be given a medal that he wasn't playing video games.
[01:53:58.204 --> 01:54:02.327]  Furthermore, the child was taken from the parents and placed into foster care.
[01:54:02.327 --> 01:54:09.654]  The remarkable story was related to the website Free Range Kids, which advocates raising children to be self-reliant.
[01:54:09.654 --> 01:54:11.155]  Yeah, we ought to get that lady back on.
[01:54:11.155 --> 01:54:16.540]  Rather than succumbing to the nanny state, I guess, TV coffins that they place people in now.
[01:54:18.278 --> 01:54:21.520]  First it was seven-year-olds and eight-year-olds and nine-year-olds and ten-year-olds.
[01:54:21.520 --> 01:54:26.804]  I mean, eleven-year-old in their backyard!
[01:54:26.804 --> 01:54:39.613]  I mean, when I was eleven, I would walk, sometimes if my parents weren't home or weren't giving me a ride, five miles to a pool party.
[01:54:39.613 --> 01:54:41.314]  You know, there were cheerleaders there.
[01:54:41.314 --> 01:54:42.535]  Literally.
[01:54:42.535 --> 01:54:43.476]  Or whatever.
[01:54:43.476 --> 01:54:44.497]  And then somebody gave me a ride back.
[01:54:45.780 --> 01:54:56.207]  And sometimes I couldn't get a ride back, and I remember I'd walk, because there was a railroad track that would run right into town that was quicker than taking the roads, and I could walk into a whole bunch of the neighborhoods that were there.
[01:54:56.207 --> 01:55:06.695]  I mean, I'd walk sometimes six, seven miles, and then I'd be like 12, 13 years old, and then I'd call back from whoever's house I was at, and I'd say,
[01:55:08.156 --> 01:55:09.638]  Dad, you want to come pick me up?"
[01:55:09.638 --> 01:55:10.819]  And he'd usually say, yeah, sure.
[01:55:10.819 --> 01:55:13.742]  Sometimes he'd say, hey, I told you, I'm at a business meeting and your mom's out of town.
[01:55:13.742 --> 01:55:15.603]  You're going to have to just walk back.
[01:55:15.603 --> 01:55:19.187]  I remember walking back sometimes, it'd be, you know, 10 at night by the time I got home.
[01:55:19.187 --> 01:55:20.268]  It was awesome.
[01:55:20.268 --> 01:55:22.690]  Railroad tracks at night, owls flying by.
[01:55:22.690 --> 01:55:25.913]  Because we lived out on the edge of Dallas, so it was like countryside.
[01:55:25.913 --> 01:55:30.437]  Now it's all skyscrapers where I grew up, or big buildings, but it was countryside part of it.
[01:55:33.342 --> 01:55:48.232]  I mean, that was normal for my dad because he used to get sent places to work during the summer, an apprentice at oil refinery, steel mill, different things just to have the experience.
[01:55:48.232 --> 01:55:49.994]  He wasn't child labor.
[01:55:49.994 --> 01:55:54.737]  They would just send him to get different experiences so that he wouldn't be a moron.
[01:55:54.737 --> 01:56:01.962]  But instead now, oh, keep your children inside watching television all day, and if they go in the backyard and play basketball, we're going to take them.
[01:56:05.117 --> 01:56:09.579]  The boy found himself locked out of the family home in April after his parents became stuck in traffic.
[01:56:09.579 --> 01:56:11.220]  Boy, does that happen all the time.
[01:56:11.220 --> 01:56:17.243]  A busy-bodied neighbor decided that this was far too dangerous and called the cops.
[01:56:17.243 --> 01:56:24.106]  When the parents arrived home, they were put in handcuffs, strip-searched, fingerprinted, and subsequently held overnight in jail.
[01:56:24.106 --> 01:56:32.830]  Meanwhile, the boy and his four-year-old brother, who was not left alone at the time, were taken into the custody of police and handed to a relative.
[01:56:33.530 --> 01:56:41.218]  It emerged that for 48 hours while the handover was being sorted out, the children were only fed cereal and were not encouraged to wash.
[01:56:41.218 --> 01:56:41.819]  Well, of course.
[01:56:41.819 --> 01:56:42.360]  It's the government.
[01:56:42.360 --> 01:56:43.601]  Why should they have to do anything?
[01:56:43.601 --> 01:56:54.193]  After a few weeks of not being able to see their kids, the couple discovered that the relative was caring for them, had enough, and was handing the children over to CPS, whose lawyers asked the judge to place the children in foster care.
[01:56:54.673 --> 01:57:01.418]  When the parents came to court, there was a back-and-forth arrangement between CPS and the lawyer and the family's legal representative that went on for hours.
[01:57:01.418 --> 01:57:05.822]  It was only after 11-year-old boys spoke to the judge that sanity prevailed.
[01:57:05.822 --> 01:57:10.826]  He went back there, spoke to the judge for about 10 minutes, and the mother told free-range kids.
[01:57:10.826 --> 01:57:15.649]  And then the judge came out and called the two lawyers to the bench and talked to them for about 10 or 15 minutes.
[01:57:17.188 --> 01:57:34.624]  And after that, our lawyer came to us and said, if we admitted that we didn't know that it was wrong for our son to stay in the backyard, but that we would know that it's wrong and we'll never let it happen again, that we will explain this to our son, he would let the children come with us.
[01:57:34.624 --> 01:57:41.250]  The parents agreed to the terms, so the system wouldn't feel guilty, and were allowed to take their children home a month after the incident originally occurred.
[01:57:42.836 --> 01:57:45.045]  And they're now taking parenting classes.
[01:57:45.045 --> 01:57:48.598]  I mean, I can't tell you how many times... that...
[01:57:51.138 --> 01:57:55.899]  My parents were supposed to pick me up somewhere and got in traffic or had a problem and were 30 minutes an hour late.
[01:57:55.899 --> 01:57:57.980]  I mean, whoop-dee-doo.
[01:57:57.980 --> 01:58:01.721]  That's why we're raising a bunch of jellyfish that don't know what planet they're on.
[01:58:01.721 --> 01:58:03.761]  Because they don't know anything.
[01:58:03.761 --> 01:58:07.542]  I mean, there was a convenience store a mile and a half from the house.
[01:58:07.542 --> 01:58:10.203]  My mother had me walk there every week to get her something.
[01:58:10.203 --> 01:58:11.584]  We're on the march.
[01:58:11.584 --> 01:58:13.104]  The Empire's on the run.
[01:58:13.104 --> 01:58:14.184]  I needed to be out of the house.
[01:58:14.184 --> 01:58:15.785]  Alex Jones and the GCN Radio Network.
[01:58:20.407 --> 01:58:24.229]  Sauron began much of his former strength.
[01:58:24.229 --> 01:58:29.792]  He cannot yet take physical form, but his spirit has lost none of its potency.
[01:58:29.792 --> 01:58:35.055]  Concealed within his fortress, the Lord of Mordor sees all.
[01:58:35.055 --> 01:58:42.379]  His gaze pierces cloud, shadow, earth, and flesh.
[01:58:42.379 --> 01:58:44.780]  You know of what I speak, Gandalf.
[01:58:46.309 --> 01:58:50.950]  A great eye, lidless, wreathed in flame.
[01:58:50.950 --> 01:58:54.151]  I have sorrow.
[01:58:54.151 --> 01:58:56.712]  He is gathering all evil to him.
[01:58:56.712 --> 01:59:01.874]  Very soon he will have summoned an army great enough to launch an assault upon Middle-Earth.
[01:59:01.874 --> 01:59:04.674]  You know this?
[01:59:04.674 --> 01:59:06.795]  How?
[01:59:06.795 --> 01:59:08.636]  I have seen it.
[01:59:08.636 --> 01:59:12.357]  A Palantir is a dangerous tool, Saruman.
[01:59:12.357 --> 01:59:12.657]  Why?
[01:59:14.211 --> 01:59:19.377]  Why should we fear to use it?
[01:59:19.377 --> 01:59:21.080]  They are not all accounted for.
[01:59:21.080 --> 01:59:23.282]  Velocity exclaims.
[01:59:23.282 --> 01:59:28.889]  We do not know who else may be watching.
[01:59:28.889 --> 01:59:31.432]  The hour is later than you think.
[01:59:31.432 --> 01:59:33.114]  Sauron's forces are already present.
[01:59:36.081 --> 01:59:39.723]  The Nine have left Minas Mormon.
[01:59:39.723 --> 01:59:42.025]  And our T.P.D.
[01:59:42.025 --> 01:59:43.366]  is prepared.
[01:59:43.366 --> 01:59:46.148]  Disguised as riders in black.
[01:59:46.148 --> 01:59:47.448]  They've reached the sun.
[01:59:47.448 --> 01:59:51.551]  They will find the ring.
[01:59:51.551 --> 01:59:54.673]  And kill the one who carries it.
[01:59:54.673 --> 02:00:03.559]  We must join the New World Order.
[02:00:06.792 --> 02:00:07.752]  Take your shots!
[02:00:07.752 --> 02:00:12.513]  It is not serious a thing that a hobbit could contend with the will of Sauron.
[02:00:12.513 --> 02:00:16.014]  There are none who can.
[02:00:16.014 --> 02:00:24.935]  Against the power of mortal, there can be no victory.
[02:00:24.935 --> 02:00:29.096]  We must join with him, Gandalf.
[02:00:29.096 --> 02:00:33.637]  We must join with Sauron.
[02:00:33.637 --> 02:00:35.617]  It would be wise, my friend,
[02:00:40.407 --> 02:00:44.396]  When did Saruman the Wise abandon reason for madness?
[02:01:22.930 --> 02:01:31.861]  I gave you the chance of beating me, willingly, but you have elected the way of pigs!
[02:01:50.541 --> 02:01:56.843]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:01:56.843 --> 02:02:02.165]  It's Alex Jones.
[02:02:02.165 --> 02:02:12.928]  It was Christopher Lee that changed our image of Count Dracula from the German Nosferatu to the now classical Dracula in the tuxedo.
[02:02:14.451 --> 02:02:17.353]  He was in over 400 films, one of my favorite actors.
[02:02:17.353 --> 02:02:20.216]  Even though he'd be in a B-movie, I had to watch it because he was in it.
[02:02:20.216 --> 02:02:21.777]  Incredible presence.
[02:02:21.777 --> 02:02:26.401]  And I kept seeing him in big movies, Count Dooku, you name it, and the new Star Wars.
[02:02:26.401 --> 02:02:29.403]  I was like, man, how does this guy just keep going?
[02:02:29.403 --> 02:02:31.105]  And going, and going, and going.
[02:02:31.105 --> 02:02:32.606]  Well, he's dead.
[02:02:32.606 --> 02:02:33.207]  And you know what?
[02:02:33.207 --> 02:02:38.451]  We don't get into entertainment news, but we like to celebrate interesting people.
[02:02:38.451 --> 02:02:39.372]  And he's dead at age 93.
[02:02:41.445 --> 02:02:56.941]  Christopher Lee, an actor of muscular intelligence with a staggering career, the Guardian writes, from his electrifying roles as Count Dracula to his venerable turn in Lord of the Rings and Star Wars, Christopher Lee possessed a rare grace and charm.
[02:02:57.822 --> 02:03:00.583]  Yeah, the globalists say humans are ugly and bad and failed.
[02:03:00.583 --> 02:03:01.843]  It's pure bull.
[02:03:01.843 --> 02:03:07.865]  Humans are amazing, and we celebrate humans that have gotten us to think and given us joy.
[02:03:07.865 --> 02:03:10.206]  And so, Bon Voyage, Christopher Lee.
[02:03:10.206 --> 02:03:11.647]  There you go.
[02:03:11.647 --> 02:03:15.488]  All these other globalists that think they're going to hang on to life forever, everybody dies.
[02:03:15.488 --> 02:03:18.329]  The good, the bad, and the ugly.
[02:03:18.329 --> 02:03:21.250]  Remember that.
[02:03:21.250 --> 02:03:23.751]  Yeah, James Bond villains, you name it.
[02:03:23.751 --> 02:03:26.252]  But I think that's one of his best roles as a sorrowman.
[02:03:27.284 --> 02:03:31.007]  Man, I tell you, that first Lord of the Rings is such an excellent movie cinematically.
[02:03:31.007 --> 02:03:32.588]  It's done so well.
[02:03:32.588 --> 02:03:37.071]  And the new ones are just video game trash.
[02:03:37.071 --> 02:03:42.174]  I took my son to see the last one and it was World of Warcraft computer program.
[02:03:42.174 --> 02:03:42.734]  You could see
[02:03:43.715 --> 02:03:50.838]  The, the cuts in the arms, because they're like movable dolls, basically, in a computer program.
[02:03:50.838 --> 02:03:53.940]  You can see the segmented arms and legs in the battles.
[02:03:53.940 --> 02:03:59.402]  I mean, but that's because the public accepts it, and those movies make even more money.
[02:03:59.402 --> 02:04:08.647]  The new Marvel comic movie I went to see just to analyze it, The Avengers, the worst thing I've ever seen.
[02:04:09.611 --> 02:04:13.494]  I mean, just, they don't even try to make it good.
[02:04:13.494 --> 02:04:15.296]  It is just walls of crud.
[02:04:15.296 --> 02:04:23.742]  And I'm told that's what they've done with the new movie that's coming out, Jurassic Park.
[02:04:23.742 --> 02:04:25.624]  So, that's what's sick about it.
[02:04:28.717 --> 02:04:35.060]  Captain America had a really good message, it was really good, it was fantastical but not unbelievable.
[02:04:35.060 --> 02:04:47.965]  Now I was watching, because they had like a 10 minute thing at the beginning of another film, I went to see with a sneak peek from Marvel of what's coming up, where they admitted, they had like the head of Marvel up there talking, the head of their film division,
[02:04:49.790 --> 02:05:05.298]  Talking about how people want these new, more exciting CG films, so, you know, the next Captain America will be like that too, and it's just like, oh my gosh, you know, I like fantasy as much as the next person, but man, unwatchable!
[02:05:05.298 --> 02:05:15.823]  I've seen online, on YouTube, some of these channels have billions of views, where people go and they play video games, and that's more interesting to watch somebody play video games
[02:05:18.260 --> 02:05:23.084]  I don't really do that, but I've looked at it to understand culture, than The Last Lord of the Rings.
[02:05:23.084 --> 02:05:33.451]  I mean, I was watching them lazily, basically with a pre-programmed video game, play a video game.
[02:05:33.451 --> 02:05:36.854]  I mean, the dragon in The Desolation of Smaug was still pretty good.
[02:05:36.854 --> 02:05:37.875]  It was still kind of cartoonish.
[02:05:37.875 --> 02:05:40.176]  You know, they just get worse and worse as they go.
[02:05:40.176 --> 02:05:43.459]  But by the next one, the dragon looks like a Tinker Toy or something.
[02:05:44.116 --> 02:05:52.240]  They just don't care, because the public's so dumbed down, it's going to be like television and idiocracy soon.
[02:05:52.240 --> 02:06:02.264]  Where your easy chair is the toilet, and you just sit there all day watching someone be kicked in the groin area over and over again.
[02:06:02.264 --> 02:06:04.905]  Or people falling, or people getting hurt.
[02:06:04.905 --> 02:06:06.506]  I mean, that's all it is.
[02:06:06.506 --> 02:06:10.307]  It's just the most mindless trash you could ever see.
[02:06:10.307 --> 02:06:11.848]  I mean, you could see a movie like The Godfather.
[02:06:13.311 --> 02:06:15.031]  One or two, but especially one.
[02:06:15.031 --> 02:06:17.872]  And it's like you're there in that house.
[02:06:17.872 --> 02:06:22.633]  The lighting, the actors, it's so well done.
[02:06:22.633 --> 02:06:24.314]  It takes you there.
[02:06:24.314 --> 02:06:28.295]  And you've got something the polar opposite of that now, is what cinema's become.
[02:06:28.295 --> 02:06:33.696]  And it isn't me, some old guy who's 41, who can't handle the new cool stuff.
[02:06:33.696 --> 02:06:36.517]  Everyone admits they're dumbing the culture down on purpose.
[02:06:45.680 --> 02:06:52.084]  Peter Cushing's another amazing actor.
[02:06:52.084 --> 02:06:58.807]  Evacuate, and I'm Moments of Triumph.
[02:06:58.807 --> 02:07:01.869]  I saw some movie when I was on the elliptical months ago.
[02:07:01.869 --> 02:07:05.371]  Guilty of the House, I'm the one at the gym.
[02:07:05.371 --> 02:07:11.074]  Where it's like, uh... Yeti Bigfoot in Nepal.
[02:07:12.708 --> 02:07:14.349]  And, you know, it's really cheesy B-movie.
[02:07:14.349 --> 02:07:15.170]  It looks like it's from like 1950.
[02:07:15.170 --> 02:07:22.736]  I forget the name of the movie, but just because it had Peter in it, you couldn't stop watching it.
[02:07:22.736 --> 02:07:25.278]  He just was such an interesting person.
[02:07:25.278 --> 02:07:27.379]  Where are those actors today?
[02:07:27.379 --> 02:07:31.803]  I mean, it's just, it's just, it's embarrassing.
[02:07:31.803 --> 02:07:38.328]  And then even though they're a decent actor, they usually have some horrible, you know, obsession with taking my guns when they have bodyguards.
[02:07:38.328 --> 02:07:40.770]  I mean, they're just, you know, Piers Morgan.
[02:07:43.803 --> 02:07:47.105]  Has armed bodyguards at his house.
[02:07:47.105 --> 02:07:47.806]  He admits it.
[02:07:47.806 --> 02:07:48.946]  But I can't have guns.
[02:07:48.946 --> 02:07:52.468]  I mean, it's... But see, he deserves to have armed bodyguards.
[02:07:52.468 --> 02:07:53.409]  I don't.
[02:07:53.409 --> 02:07:55.110]  See, I can't afford armed bodyguards.
[02:07:55.110 --> 02:07:56.811]  I mean, I guess I could.
[02:07:56.811 --> 02:08:00.573]  Wouldn't be in the budget to send three reporters to Switzerland.
[02:08:00.573 --> 02:08:01.814]  Or to Austria.
[02:08:01.814 --> 02:08:02.575]  Or to Greece.
[02:08:04.804 --> 02:08:05.544]  But I'm digressing.
[02:08:05.544 --> 02:08:07.385]  I've got two special reports I want to play.
[02:08:07.385 --> 02:08:10.526]  Speaking of money, we fund ourselves with high quality products.
[02:08:10.526 --> 02:08:16.708]  The best pro-liberty t-shirts, ball caps, belt buckles, hold made in America section.
[02:08:16.708 --> 02:08:20.389]  The Nutraceuticals, 20% off, pro-pure pitchers, best deal out there.
[02:08:20.389 --> 02:08:28.552]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[02:08:28.552 --> 02:08:34.154]  Got the new upside-down American flag with the flag coat under it saying, Save the Republic.
[02:08:36.803 --> 02:08:43.487]  And then it says on the back, our Republic is in distress, ask me why, InfoWars.com.
[02:08:43.487 --> 02:08:46.509]  We have those shirts, that's the newest shirt.
[02:08:46.509 --> 02:08:50.471]  I came up with the concept, so I get all the blame, but it's very popular.
[02:08:50.471 --> 02:08:51.832]  It's a great way to wake folks up.
[02:08:51.832 --> 02:08:55.675]  InfoWars, Life.com, InfoWarsStore.com, or 888-253-3139.
[02:08:55.675 --> 02:08:58.597]  And then of course there's PrisonPlanet.tv, one membership,
[02:09:03.112 --> 02:09:04.793]  is really 20 memberships.
[02:09:04.793 --> 02:09:06.755]  20 people can use each username and passcode.
[02:09:06.755 --> 02:09:08.636]  Please keep sharing those with friends and family.
[02:09:08.636 --> 02:09:11.038]  More and more folks are watching every day and we're waking them up.
[02:09:11.038 --> 02:09:20.245]  There's also the free streams of the daytime show at InfoWars.com forward slash show, but the folks that are PrisonPlanet.tv members really help finance so much of what we're doing.
[02:09:20.245 --> 02:09:26.349]  I told you last week that Survival Shield Nascent Iodine X2, or about two weeks ago, was set to sell out.
[02:09:26.349 --> 02:09:28.831]  It did sell out.
[02:09:28.831 --> 02:09:32.214]  We were manufacturing more at the facility, the laboratory,
[02:09:33.692 --> 02:09:36.372]  It got shipped in today.
[02:09:36.372 --> 02:09:40.553]  And it is a very small run.
[02:09:40.553 --> 02:09:46.134]  And then we are scrambling to try to secure and jump through all the hoops because we can get it.
[02:09:46.134 --> 02:09:50.295]  You just have to then go through regulatory hoops to have it transferred to you each time.
[02:09:50.295 --> 02:09:56.676]  That's why I told Group this time, the next time we secure some, I want to get a ton of it, like a three-year supply.
[02:09:56.676 --> 02:10:01.417]  Because we got this two years ago, or almost two years ago, and are just now running out.
[02:10:01.417 --> 02:10:02.937]  I'm like, why didn't we order a bunch more?
[02:10:04.198 --> 02:10:07.144]  I mean, we could be three, four months, six months, maybe?
[02:10:07.144 --> 02:10:09.409]  I'm not mad at anybody.
[02:10:09.409 --> 02:10:11.494]  It's just that this is one of our best-selling items.
[02:10:11.494 --> 02:10:12.276]  I love it.
[02:10:12.276 --> 02:10:13.658]  I use it.
[02:10:13.658 --> 02:10:14.280]  It's amazing.
[02:10:15.552 --> 02:10:19.093]  InfoWarsStore.com, InfoWarsLife.com.
[02:10:19.093 --> 02:10:21.013]  A limited run is down here if you want it.
[02:10:21.013 --> 02:10:22.654]  I want to share it with your friends and family.
[02:10:22.654 --> 02:10:31.235]  Consult a physician because when you've been deficient in iodine and your thyroid's full of all the bad allergens, it can be pretty dramatic, the changes.
[02:10:31.235 --> 02:10:32.616]  What I had happen was amazing.
[02:10:32.616 --> 02:10:34.076]  Energy, weight loss, whole nine yards.
[02:10:34.076 --> 02:10:35.196]  You've read the reviews.
[02:10:35.196 --> 02:10:36.537]  InfoWarsLife.com.
[02:10:36.537 --> 02:10:37.577]  But this is serious stuff.
[02:10:38.467 --> 02:10:40.208]  Unlike any other iodine out there.
[02:10:40.208 --> 02:10:44.610]  Infowarslife.com or 888-253-3139 if you want it.
[02:10:44.610 --> 02:10:47.251]  Now's the time to get it.
[02:10:47.251 --> 02:10:53.815]  It'll probably sell out in a week at the rate it's there and we'll still have the original survival shield and it's excellent as well.
[02:10:55.791 --> 02:10:59.112]  Infowarslife.com or 888-253-3139.
[02:10:59.112 --> 02:11:08.134]  I have several special reports here, one by John Bowne and then one by Leanne McAdoo that I wanted to get to.
[02:11:08.134 --> 02:11:13.875]  Here is John Bowne's latest excellent report.
[02:11:13.875 --> 02:11:16.136]  And then we will come back after the break.
[02:11:34.175 --> 02:11:43.217]  People don't remember, when I came into office, the United States, in world opinion, ranked below China, and just barely above Russia.
[02:11:43.217 --> 02:11:47.118]  And today, once again, the United States is the most respected country on Earth.
[02:11:48.543 --> 02:12:00.208]  And part of that, I think, is because of the work that we did to re-engage the world and say that we want to work with you as partners with mutual interest and mutual respect.
[02:12:00.208 --> 02:12:01.468]  He's just wrong.
[02:12:01.468 --> 02:12:03.409]  Flat wrong and delusional.
[02:12:03.409 --> 02:12:08.671]  Which appears to have become the norm for US presidents since Richard Nixon completely transformed the office.
[02:12:08.871 --> 02:12:09.351]  We're good to go.
[02:12:27.119 --> 02:12:39.946]  Obama's aides probably shredded the 2014 BBC poll showing that the US is 7th in mainly negative ratings under China, Russia, Israel, Pakistan, North Korea and Iran at number 1.
[02:12:39.946 --> 02:12:43.909]  Maybe Obama is confusing corporate leaders with world leaders.
[02:12:43.909 --> 02:12:49.692]  He recently made the Brazilian and German leaders furious when it was revealed that they had been personally spied on.
[02:12:50.531 --> 02:12:56.174]  I have made it clear to the President of the United States that spying on friends is not acceptable at all.
[02:12:56.174 --> 02:13:00.716]  I said that when he was in Berlin in July and also yesterday in a telephone call.
[02:13:00.716 --> 02:13:03.618]  It's not just about me, but about every German citizen.
[02:13:04.582 --> 02:13:11.506]  Citizens' personal data and information have been indiscriminately targeted and intercepted.
[02:13:11.506 --> 02:13:20.212]  Business information, oftentimes of high economic and even strategic value, have been the target of spying activity.
[02:13:20.212 --> 02:13:32.680]  We're able to end two wars while still focusing on the very real threat of terrorism and to try to work with our partners on the ground in places like Iraq and Afghanistan.
[02:13:33.325 --> 02:13:36.226]  What do you make of even Bloomberg reporting that basically the U.S.
[02:13:36.226 --> 02:13:38.727]  is working with Al-Qaeda to take over Iraq?
[02:13:38.727 --> 02:13:39.807]  I mean, this is insane.
[02:13:39.807 --> 02:13:41.528]  And take over areas of Syria.
[02:13:41.528 --> 02:13:42.348]  No, it's clear.
[02:13:42.348 --> 02:13:54.152]  This whole operation was to, it started with getting rid of Saddam, and then Qaddafi in Libya, and now Assad in Syria, at Yemen, now a mess, a civil war.
[02:13:54.152 --> 02:14:00.655]  All those governments were secular, and now we run the risk of them being replaced by these Salafists.
[02:14:01.355 --> 02:14:02.115]  I think so.
[02:14:22.404 --> 02:14:23.685]  I mean, give me a break, man.
[02:14:23.685 --> 02:14:28.087]  Our government's funding people that sexually mutilate women and make them wear gloves?
[02:14:28.087 --> 02:14:29.648]  I mean, I'm just, I'm done!
[02:14:29.648 --> 02:14:31.709]  I'm done with the scum that runs our government.
[02:14:31.709 --> 02:14:37.212]  Was the airdrop of weapons and supplies to ISIS really a mistake?
