[00:00.000 --> 00:01.000]  Find out right now.
[02:14:33.000 --> 02:14:36.000]  So that's what I think you're talking about. I did read the story, by the way, Fred.
[02:14:36.000 --> 02:14:45.000]  Okay. The other thing, it's an important story. I think it still needs to be defined exactly what they want.
[02:14:45.000 --> 02:14:53.000]  The other thing is the National Intelligence Director wants a big boost and a change in FISA.
[02:14:53.000 --> 02:15:00.000]  It's going to involve warrants that stem from that, and it's also going to involve more.
[02:15:00.000 --> 02:15:09.000]  I didn't realize this, Jack, but FISA is available to the general government.
[02:15:09.000 --> 02:15:17.000]  It's not just, let's say, only the CIA can use FISA or military intelligence.
[02:15:17.000 --> 02:15:21.000]  That's true, yes, and the problem is that they skirted FISA.
[02:15:21.000 --> 02:15:26.000]  This is, I believe, an organization that was set up by Jimmy Carter and the Trilateral Commission, but whatever.
[02:15:26.000 --> 02:15:30.000]  The problem is that that's bad in itself.
[02:15:30.000 --> 02:15:43.000]  FISA can authorize immediate warrants without probable cause or without any testimony or evidence to prove that that warrant should be served for a specific location, specific items.
[02:15:43.000 --> 02:15:52.000]  But the problem is that they've openly skirted FISA, bypassed FISA, because it's like, again, an episode of 24.
[02:15:52.000 --> 02:15:57.000]  The clock's ticking, and the terrorists are going to blow something up in two seconds, and we've got to do this.
[02:15:57.000 --> 02:16:05.000]  So we found out, and this just came out a couple of months ago, that I think I believe something like 20,000 Americans were investigated for terrorism,
[02:16:05.000 --> 02:16:08.000]  and they didn't have, other than Masawi, they didn't have one conviction.
[02:16:08.000 --> 02:16:11.000]  And what was the source of that story? Do you remember?
[02:16:11.000 --> 02:16:16.000]  You can find it on mainstream media. I might even have it posted on one of my websites.
[02:16:16.000 --> 02:16:19.000]  It came out about two months ago. Big story.
[02:16:19.000 --> 02:16:33.000]  And this was basically under the auspice of, FBI admits illegal wiretapping, or FBI admits illegal warrants for war on terrorism. Look at that.
[02:16:33.000 --> 02:16:41.000]  So the FBI is almost acting like another NSA. It has that generalized power. It can then use computers on calls.
[02:16:41.000 --> 02:16:47.000]  Well, but it's bigger than that, too, Fred, because you have to remember now, everything's been centralized and consolidated,
[02:16:47.000 --> 02:16:55.000]  so this is what the intelligence czar has put in place to do, to be that capstone in the pyramid that oversees all of these intelligence agencies,
[02:16:55.000 --> 02:17:02.000]  whether they're domestic or whether they're international, and that way they can shut down anyone like John O'Neill or anyone like Colleen Rowley,
[02:17:02.000 --> 02:17:07.000]  anyone that might trip on their plans by accident and start trying to report it.
[02:17:07.000 --> 02:17:14.000]  So this is the umbrella that it's under, and of course they have to call the guy a czar and had to put one of the biggest war criminals ever.
[02:17:14.000 --> 02:17:19.000]  John Negroponte is the first intelligence czar, but they're doing the same thing with the war on terror now,
[02:17:19.000 --> 02:17:27.000]  trying to put up another pyramid, another massive umbrella to oversee all military actions again so you don't have any dissenting opinions,
[02:17:28.000 --> 02:17:32.000]  you don't have anybody, any rogue agents that are actually trying to protect the American people,
[02:17:32.000 --> 02:17:41.000]  and if they continue centralizing in this fashion, we're not going to have anyone out there able to tell us what actually is going on in the intelligence world.
[02:17:41.000 --> 02:17:57.000]  Well, I came up with the word super-centralize, and by that I mean that it's centralization without the followers or the people that compose a group
[02:17:57.000 --> 02:18:06.000]  knowing or giving consent to that. In other words, it used to be you could have centralization, but it was like by consent.
[02:18:06.000 --> 02:18:10.000]  Now you have a secret process called super-centralization.
[02:18:10.000 --> 02:18:15.000]  Well, there is no constitutional authority to put together these super-biocracies.
[02:18:15.000 --> 02:18:16.000]  That's right.
[02:18:16.000 --> 02:18:19.000]  And I don't know, maybe someday someone will challenge them on this.
[02:18:19.000 --> 02:18:29.000]  Well, I think maybe if we got rid of the money that was flowing into them, I think that could be their Achilles heel.
[02:18:29.000 --> 02:18:39.000]  Well, and there you hit the nail on the head, because the thing is if you want to keep getting money at the NSA or keep getting money at the FBI or the CIA or for the intelligence czar or whatever,
[02:18:39.000 --> 02:18:48.000]  you've got to continue to justify your department, to justify your work, and the only way to do that is to find Fred and Philly as a terrorist,
[02:18:48.000 --> 02:18:53.000]  and that way they can receive adequate funding or similar funding or even more funding the next year.
[02:18:53.000 --> 02:19:00.000]  The same thing happens with advertisers. Every year advertisers start calling people like me and wanting to spend money as fast as possible,
[02:19:00.000 --> 02:19:04.000]  because if they don't spend the budget from this year, they won't get the same budget for next year.
[02:19:04.000 --> 02:19:08.000]  And it does come down to this, and this kind of segues into the Don Imus story,
[02:19:08.000 --> 02:19:12.000]  because you've got people out there like Jesse Jackson and Al Sharpton,
[02:19:12.000 --> 02:19:17.000]  they've got to get out and make something out of nothing or they can't keep getting the donation.
[02:19:17.000 --> 02:19:24.000]  So this works on a vast landscape throughout every NGO and every departmental of bureaucracy,
[02:19:24.000 --> 02:19:31.000]  and they're all out there trying to justify their jobs, and that's why they're so easily used in a compartmentalized fashion to do the things they do.
[02:19:31.000 --> 02:19:41.000]  Okay, well, I do have one question for you. This is slightly different. It has to do with the Virginia Tech story.
[02:19:41.000 --> 02:19:43.000]  Quickly, because we're almost out of time in a second.
[02:19:43.000 --> 02:19:50.000]  What is a student visa that's called F1? Is that permanent or is it temporary? Have you heard of it?
[02:19:50.000 --> 02:19:51.000]  I don't know.
[02:19:51.000 --> 02:20:07.000]  Because there was a story that was taken off of Chicago Sun Times about the shooter, and it gave a completely different nationality.
[02:20:07.000 --> 02:20:12.000]  Right, yeah, and we're following up on that as well, the initial stories by Keith Olbermann and others,
[02:20:12.000 --> 02:20:16.000]  conflicting to how the story ended up, but we are investigating that.
[02:20:16.000 --> 02:20:20.000]  Anybody out there have any reports on the truck out? I'd love to hear it if you do.
[02:20:20.000 --> 02:20:24.000]  1-800-259-9231, this is the Alex Jones show. We'll come right back after this.
[02:20:24.000 --> 02:20:29.000]  Infowars.com, PrismPlanet.com.
[02:20:29.000 --> 02:20:32.000]  More than 700 chemicals have been found in our drinking water,
[02:20:32.000 --> 02:20:37.000]  and did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[02:20:37.000 --> 02:20:42.000]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[02:20:42.000 --> 02:20:47.000]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron,
[02:20:47.000 --> 02:20:51.000]  and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[02:20:51.000 --> 02:20:55.000]  The media is non-toxic, environmentally sound, and is recyclable.
[02:20:55.000 --> 02:21:00.000]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[02:21:00.000 --> 02:21:07.000]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[02:21:07.000 --> 02:21:17.000]  What about you? Order your KDF shower filter, normally $49, for a special price of only $35, a $14 savings.
[02:21:17.000 --> 02:21:22.000]  Call now to order at 1-888-803-4438.
[02:21:22.000 --> 02:21:28.000]  Order today and save $14 by calling 1-888-803-4438.
[02:21:31.000 --> 02:21:36.000]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[02:21:36.000 --> 02:21:41.000]  The commodity markets like gold, silver, copper, aluminum, and oil have exploded over the last year.
[02:21:41.000 --> 02:21:46.000]  This is a glaring testimonial of how quickly the U.S. dollar can be devalued.
[02:21:46.000 --> 02:21:52.000]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[02:21:52.000 --> 02:21:56.000]  Though accumulating precious metals has been a proven method for the storage of wealth,
[02:21:56.000 --> 02:22:00.000]  it is important that you understand the market you are getting into.
[02:22:00.000 --> 02:22:05.000]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[02:22:05.000 --> 02:22:09.000]  The Red Book is the number one best-selling guide to gold and silver coins.
[02:22:09.000 --> 02:22:14.000]  Call for your copy today. It's 800-686-2237.
[02:22:14.000 --> 02:22:21.000]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[02:22:21.000 --> 02:22:28.000]  Call 800-686-2237. That's 1-800-686-2237.
[02:22:29.000 --> 02:22:36.000]  The ideology powering the Democrats and Republicans is not liberalism or conservatism, but globalism.
[02:22:36.000 --> 02:22:42.000]  Globalists are concerned with what's good for big business and the American empire instead of what's fair for the American people.
[02:22:42.000 --> 02:22:46.000]  The only antidote to the poison of globalism is nationalism.
[02:22:46.000 --> 02:22:48.000]  Start reading The Nationalist Times each month.
[02:22:48.000 --> 02:22:53.000]  The Nationalist Times promotes a common sense, intelligent, and passionate alternative to the reigning party line.
[02:22:53.000 --> 02:23:02.000]  Published monthly since 1985, The Nationalist Times is a 20-page newspaper featuring outstanding writers and columnists who don't believe in taboos or sacred cows.
[02:23:02.000 --> 02:23:06.000]  Be one of the many thousands of loyal readers of The Nationalist Times.
[02:23:06.000 --> 02:23:08.000]  Subscribe now to The Nationalist Times.
[02:23:08.000 --> 02:23:11.000]  Just $19 for one year. That's 50% off the regular price.
[02:23:11.000 --> 02:23:18.000]  Send your $19 subscription to The Nationalist Times, P.O. Box 426, Allison Park, P.A. 15101.
[02:23:18.000 --> 02:23:23.000]  That's The Nationalist Times, P.O. Box 426, Allison Park, P.A. 15101.
[02:23:23.000 --> 02:23:28.000]  Or subscribe online at our website, www.anu.org.
[02:23:31.000 --> 02:23:35.000]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:23:35.000 --> 02:23:37.000]  Well, the glass has a natural resonance.
[02:23:37.000 --> 02:23:44.000]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:23:44.000 --> 02:23:50.000]  Using a similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[02:23:50.000 --> 02:23:58.000]  The BioSolutions frequency instrument uses the same technology for relief or elimination of pain and disease conditions with no side effects.
[02:23:58.000 --> 02:24:03.000]  The 2006 BioSolutions Plus is the easiest to operate frequency instrument ever developed.
[02:24:03.000 --> 02:24:07.000]  Its easy reference guide will allow you to begin using the instrument within minutes.
[02:24:07.000 --> 02:24:11.000]  Simple step-by-step instructions using pictures are easy to follow.
[02:24:11.000 --> 02:24:13.000]  Customer satisfaction is guaranteed or your money back.
[02:24:13.000 --> 02:24:16.000]  Don't just treat symptoms, eliminate the cause.
[02:24:16.000 --> 02:24:21.000]  For more information, call BioSolutions toll-free 1-866-885-6625.
[02:24:21.000 --> 02:24:28.000]  That's 1-866-885-6625, 1-866-885-6625.
[02:25:03.000 --> 02:25:12.000]  Thank you for tuning in today, folks. This is the Alex Jones Show, the biggest alternative radio show in the history of the world.
[02:25:12.000 --> 02:25:16.000]  And I am very, very honored to be in front of the microphone for Alex today.
[02:25:16.000 --> 02:25:21.000]  Alex will be back tomorrow with his original news and analysis. You can't get anywhere else.
[02:25:21.000 --> 02:25:30.000]  Please get out and tell people about this network, the Genesis Network, the Alex Jones Show, and the great videos that Alex puts out that raises the standard.
[02:25:30.000 --> 02:25:42.000]  And the reason why you're seeing better and better videos and better explanations and documentaries about the trouble that we have here in this country and around the world is because Alex paved the way.
[02:25:42.000 --> 02:25:52.000]  And I truly believe that one of his videos and his work really helped me to wake up, so I'm just spreading the word the best I can in honor of Alex Jones.
[02:25:52.000 --> 02:25:54.000]  And I hope you do the same thing.
[02:25:54.000 --> 02:26:01.000]  All the videos are available at Infowars.com, folks. Go out and get Terror Storm. Contribute to the cause.
[02:26:01.000 --> 02:26:07.000]  I know, Alex, like myself, we don't ask for donations. We don't want you to have to pay the way for us.
[02:26:07.000 --> 02:26:19.000]  We give you a product in return for your investment, and that investment is immediately put back into the operation to continue to spread the truth, to keep the truth alive, and to set the truth free.
[02:26:19.000 --> 02:26:26.000]  I highly respect the work of Alex, and I hope everybody gets a Terror Storm. Get several copies of Terror Storm. Give them away as gifts.
[02:26:26.000 --> 02:26:35.000]  This is the really predominant work that proves the history of false flag terrorism, which sets up 9-11 almost perfectly.
[02:26:35.000 --> 02:26:44.000]  So please go out and get those films. Right now, there's a great deal on America from Freedom to Fascism by Aaron Russo and Terror Storm.
[02:26:44.000 --> 02:26:51.000]  You can get the two-pack for a discount. You get Terror Storm for only $10 if you buy from Freedom to Fascism.
[02:26:51.000 --> 02:26:57.000]  Go to Infowars.com. Get those films, and if not, you can give them a call. Operators are standing by.
[02:26:57.000 --> 02:27:06.000]  888-253-3139, 888-253-3139. Get those videos today.
[02:27:06.000 --> 02:27:11.000]  And check out all the t-shirts and the bumper stickers and the hats. That really opens up conversations.
[02:27:11.000 --> 02:27:21.000]  And even if you're kind of the shy type and you don't feel like you're comfortable with just going out and yelling at people or going out and being bold,
[02:27:21.000 --> 02:27:24.000]  just get the t-shirt and wear the t-shirt, and that will open up conversations.
[02:27:24.000 --> 02:27:33.000]  And you will be really surprised at how many people you never expected to believe what you believe or to be open-minded enough to listen to that information
[02:27:33.000 --> 02:27:39.000]  that will come up to you, comment on your t-shirt, and you might have a friend you didn't know you had.
[02:27:39.000 --> 02:27:42.000]  And this has certainly happened to us. I've got many examples of that.
[02:27:42.000 --> 02:27:46.000]  I also know Alex sells those Kato radios, and I can't tell you how much I love those folks.
[02:27:46.000 --> 02:27:50.000]  They are absolutely amazing. You get shortwave. You can get micro-FM stations on it.
[02:27:50.000 --> 02:27:55.000]  You can get things that you just can't get anywhere else. They're very inexpensive. They're durable.
[02:27:55.000 --> 02:27:58.000]  It's the best radio I've seen like this. The Kato radios, you can get those also.
[02:27:58.000 --> 02:28:07.000]  Go to Infowars.com, PrisonPlanet.com, or call toll-free, 888-253-3139. Call them now. Operators are standing by.
[02:28:07.000 --> 02:28:12.000]  Speaking of phone numbers, we have one for you. It is 800-259-9231.
[02:28:12.000 --> 02:28:19.000]  1-800-259-9231. Phone lines are open. We've got a lot of news to cover, but let's hear from you today.
[02:28:19.000 --> 02:28:23.000]  Monday is a good day to do that. Again, Jack Blood sitting in for Alex Jones.
[02:28:23.000 --> 02:28:27.000]  Going back to the phones, we've got Don in Tennessee. Don, thank you for calling in. You're on the air.
[02:28:28.000 --> 02:28:31.000]  Hello, Jack. Thanks. You're doing an excellent job.
[02:28:31.000 --> 02:28:39.000]  My wife, first off, I'd initially like to thank WBCR Marigold for introducing me to Alex Jones.
[02:28:39.000 --> 02:28:44.000]  Yeah, thank you, and I want to thank WBCR. It was carried in my show for years, allegedly.
[02:28:44.000 --> 02:28:49.000]  At least that's what I heard, but they're great people down there, and thank you for giving them that shout-out.
[02:28:49.000 --> 02:28:55.000]  Well, I listen over the Internet now because I'm out of their range, but my wife works at the real UT,
[02:28:55.000 --> 02:29:03.000]  one in Knoxville, University of Tennessee, and she picked up a book that had been marked down about three or four times,
[02:29:03.000 --> 02:29:13.000]  and it marked down to a dollar, and the title of it is Go Directly to Jail, subtitled The Criminalization of Almost Everything.
[02:29:13.000 --> 02:29:20.000]  Yeah, I've seen that. That's great work. The great Harry Brown, man, he once ran for president for the Libertarian Party.
[02:29:20.000 --> 02:29:26.000]  He left this world about a year ago, was on this network, and I remember he sat in for me once for my program,
[02:29:26.000 --> 02:29:31.000]  and he asked the question from the audience, and no one could answer this, and basically the question was,
[02:29:31.000 --> 02:29:34.000]  what does government ever do for you? Have they ever done anything good for you?
[02:29:34.000 --> 02:29:40.000]  And then the second question is, and he went on to pontificate about how we all break the law every day,
[02:29:40.000 --> 02:29:46.000]  whether we know it or not. There are so many laws now, and that's why repeal and decentralize is the main crux
[02:29:46.000 --> 02:29:51.000]  of what we want to try to do here, and what Ron Paul is all about, repeal and decentralize,
[02:29:51.000 --> 02:29:55.000]  and I just interrupted the heck out of you, and I'd like to bring you back to comment on this,
[02:29:55.000 --> 02:30:00.000]  but we're all lawbreakers, because there's so many freaking laws, we can't not be lawbreakers.
[02:30:00.000 --> 02:30:05.000]  Here in Texas, they're trying to make you wear a helmet to ride your bicycle. They've got to protect their investment.
[02:30:05.000 --> 02:30:07.000]  We'll come right back after this. Stay with us, Don.
[02:30:16.000 --> 02:30:26.000]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[02:30:26.000 --> 02:30:36.000]  Auto makers in the oil industry are in a fuel fight. Auto makers claim gasoline quality doesn't measure up.
[02:30:36.000 --> 02:30:43.000]  Is your vehicle performing like it should? Now there's SFR Green, performance technologies for a clean planet.
[02:30:43.000 --> 02:30:49.000]  SFR Green's protector reduces emissions and improves fuel economy, meeting auto makers' new standards.
[02:30:49.000 --> 02:30:55.000]  So do something green. For a special offer with free shipping, go to greengasadditive.com,
[02:30:55.000 --> 02:31:00.000]  or to locate a retailer, go to greengasadditive.com.
[02:31:00.000 --> 02:31:06.000]  Are your Federal Reserve notes looking for a safe haven? Mine found it in precious metals.
[02:31:06.000 --> 02:31:13.000]  Not paper promises, but actual gold in my possession. It is liquid, it is private, it owes no one,
[02:31:13.000 --> 02:31:17.000]  it cannot go bankrupt, and it maintains its purchasing power.
[02:31:17.000 --> 02:31:29.000]  Find your answer at Midas Resources. That's 1-800-686-2237. The answer is at 1-800-686-2237.
[02:31:29.000 --> 02:31:33.000]  Attention gardeners, this is an urgent GCN self-reliance update.
[02:31:33.000 --> 02:31:37.000]  GCN has just discovered a new bioactive superfood for garden plants, flowers, and herbs.
[02:31:37.000 --> 02:31:42.000]  It's called Protogrow, and it's so effective at producing rapid plant growth that it seems to almost force plants
[02:31:42.000 --> 02:31:46.000]  to grow like crazy under practically any soil and light conditions.
[02:31:46.000 --> 02:31:49.000]  Now here's the best part for our listeners who garden for self-reliance.
[02:31:49.000 --> 02:31:54.000]  Protogrow's unique blend of sea nutrients maximizes mineral uptake and dramatically increases bloom set,
[02:31:54.000 --> 02:31:57.000]  creating maximum plant growth in minimum time.
[02:31:57.000 --> 02:32:01.000]  Protogrow works by providing geometric keys which have the capacity to actually unlock the genetic code
[02:32:01.000 --> 02:32:03.000]  for nutritional uptake in plants.
[02:32:03.000 --> 02:32:06.000]  Protogrow's full spectrum plant fertility means fruits and vegetables with extraordinary taste,
[02:32:06.000 --> 02:32:08.000]  enough to 10 times the nutritional value.
[02:32:08.000 --> 02:32:12.000]  And if you want to double or triple the potency of herbs or wheat grass, you can.
[02:32:12.000 --> 02:32:16.000]  If you want to grow nutritionalized superfoods with non-hybrids, it's now easy.
[02:32:16.000 --> 02:32:21.000]  GCN listeners who want to grow dirt cheap superfoods should visit the Protogrow website at growlikecrazy.com.
[02:32:21.000 --> 02:32:26.000]  www.growlikecrazy.com or call 877-327-0365.
[02:32:26.000 --> 02:32:30.000]  That's 877-327-0365.
[02:32:30.000 --> 02:32:34.000]  Do you need more than just the constant news of impending tyranny?
[02:32:34.000 --> 02:32:38.000]  Yes, this is Elizabeth Porter back with the Divided Kingdom,
[02:32:38.000 --> 02:32:42.000]  the hour that analyzes spiritual and cultural issues too.
[02:32:42.000 --> 02:32:47.000]  Blue Blanchard and I are delighted, thanks in large part to past listeners' lobbying efforts,
[02:32:47.000 --> 02:32:54.000]  now to be on the great Genesis Communications Network Monday through Friday at 6 p.m. Central.
[02:32:54.000 --> 02:32:56.000]  Formidable Alex Jones says,
[02:32:56.000 --> 02:33:00.000]  This is the network often imitated but never duplicated.
[02:33:00.000 --> 02:33:06.000]  Blue and I made the conscious decision to move to GCN because of its classy lineup and leadership.
[02:33:06.000 --> 02:33:11.000]  We invite you to hear our program, one we pray will strengthen and bless you.
[02:33:11.000 --> 02:33:16.000]  Indeed, trouble is part of the story, but the fellowship of faith surpasses it.
[02:33:16.000 --> 02:33:18.000]  Tune in at 6 p.m. Central.
[02:33:18.000 --> 02:33:27.000]  Also, be sure to visit our Tuesday guest host, Dr. Carl Sanders' website, trumpetmin.org.
[02:33:46.000 --> 02:33:56.000]  You want blood? You've got him, Jack Blood.
[02:33:56.000 --> 02:33:58.000]  You're a radio gun sitting in for Alex Jones today.
[02:33:58.000 --> 02:34:01.000]  Alex will be back tomorrow. In fact, I'll do better than that.
[02:34:01.000 --> 02:34:04.000]  Don, I've got to put you back on hold and everybody just hold for a caller.
[02:34:04.000 --> 02:34:07.000]  But we have Alex Jones with us right now.
[02:34:07.000 --> 02:34:09.000]  Alex, thank you for calling into the program.
[02:34:09.000 --> 02:34:11.000]  Everyone's looking forward to having you back tomorrow.
[02:34:11.000 --> 02:34:14.000]  I try to do a service, but there are mighty shoes to fill.
[02:34:14.000 --> 02:34:17.000]  I do the best I can to just get through the few hours.
[02:34:17.000 --> 02:34:20.000]  And I know everybody's anxious to have you back, but welcome back on the air.
[02:34:20.000 --> 02:34:22.000]  I don't know, Jack. Thank you for doing the show.
[02:34:22.000 --> 02:34:27.000]  In fact, getting to listen to it at the beach last week and now I'm out in Los Angeles on work.
[02:34:27.000 --> 02:34:30.000]  It's great to have you there. Thanks a lot.
[02:34:30.000 --> 02:34:34.000]  You taught me everything I know, so I'm trying to just play some of it on the show today.
[02:34:34.000 --> 02:34:43.000]  You want to talk about this great truth action here over the weekend at Book People by the great group that has gathered here.
[02:34:43.000 --> 02:34:45.000]  And they really confronted Kerry for the first time.
[02:34:45.000 --> 02:34:48.000]  He said that you wanted to play that clip and then comment on it?
[02:34:48.000 --> 02:34:52.000]  Sure, sure. Well, first to comment, you know, a few weeks ago I saw in the local newspaper that he was going to be there.
[02:34:52.000 --> 02:34:55.000]  And I meant to mark that down for us to be there.
[02:34:55.000 --> 02:35:02.000]  I dropped the ball there, but so many of these guys come through Austin now that it's impossible to confront them all.
[02:35:02.000 --> 02:35:06.000]  But, you know, I dropped the ball on that, but thank God the local 9-11.
[02:35:06.000 --> 02:35:08.000]  I was helping Dallas over the weekend, Alex.
[02:35:08.000 --> 02:35:14.000]  I want to tell you the story, the harrowing story about how the police broke up our meeting up there in Dallas,
[02:35:14.000 --> 02:35:18.000]  your former hometown, here over the weekend and dogged us for about six or seven hours.
[02:35:18.000 --> 02:35:21.000]  It was, yeah, it was harrowing.
[02:35:21.000 --> 02:35:23.000]  What was going on in Dallas?
[02:35:23.000 --> 02:35:29.000]  We had a truth event up there, a political art show where we mixed rap music with radical politics.
[02:35:29.000 --> 02:35:35.000]  And the police didn't take very kindly to that, Alex, brought in the helicopters and multiple police cars.
[02:35:36.000 --> 02:35:40.000]  It was very hard for us. I'm going to talk about it on my show. We don't have enough time to get into it now.
[02:35:40.000 --> 02:35:45.000]  Let's go ahead and play that clip if we can, John, and then we'll have Alex come back and give his analysis as well.
[02:35:45.000 --> 02:35:51.000]  This is, again, the clip of John Kerry being confronted by 9-11 truthers here in Austin just over the weekend.
[02:35:51.000 --> 02:35:52.000]  Go ahead and roll it.
[02:35:52.000 --> 02:35:54.000]  A question I have for you.
[02:35:54.000 --> 02:36:02.000]  World Trade Center 7 was brought down on September 11th at 5-20 in the evening.
[02:36:02.000 --> 02:36:11.000]  The leaseholder of the World Trade Center complex, Larry Silverstein, gave a public interview on PBS in 2002.
[02:36:11.000 --> 02:36:17.000]  And he said that they pulled that building, which is a demolition term for intentionally bringing down a building.
[02:36:17.000 --> 02:36:22.000]  This man made over $5 billion from those buildings' destruction.
[02:36:22.000 --> 02:36:26.000]  And I want to know if there was ever a formal investigation into Larry Silverstein,
[02:36:26.000 --> 02:36:33.000]  the leaseholder of the World Trade Center complex, and his ties to this entire event.
[02:36:33.000 --> 02:36:36.000]  I don't believe there's been a formal investigation. I haven't heard that. I don't know that.
[02:36:36.000 --> 02:36:41.000]  I do know that that wall, I remember, was in danger.
[02:36:41.000 --> 02:36:45.000]  And I think that they made a decision based on the danger that it had of destroying other things,
[02:36:45.000 --> 02:36:49.000]  that they did it in a controlled fashion.
[02:36:49.000 --> 02:36:54.000]  You know, he's part of the construction, reconstruction effort for the memorial and the use of the land, et cetera.
[02:36:54.000 --> 02:36:57.000]  There's been a long tug-of-war going on in New York.
[02:36:57.000 --> 02:37:02.000]  I am not following every aspect of it, because it's not in my jurisdiction, so to speak.
[02:37:02.000 --> 02:37:04.000]  But I'll check on what the story is.
[02:37:04.000 --> 02:37:07.000]  I'll take a look at it based on what you've said.
[02:37:07.000 --> 02:37:10.000]  You have the first people anywhere in the country, well, most of my attention.
[02:37:10.000 --> 02:37:16.000]  Well, interestingly enough, the 9-11 Commission Report does not even address World Trade Center 7
[02:37:16.000 --> 02:37:18.000]  and the fact that it fell the way that it did.
[02:37:18.000 --> 02:37:22.000]  Let me find out about it. I don't know enough about it. It's not in our book, et cetera.
[02:37:22.000 --> 02:37:25.000]  All right. And that's basically it. And then he goes on to try to plug his book.
[02:37:25.000 --> 02:37:30.000]  Alex, first of all, we've got to commend these people for standing up and being bold.
[02:37:30.000 --> 02:37:32.000]  And a fellow with a leaf blower came by.
[02:37:32.000 --> 02:37:34.000]  When we saw that last night, we uploaded it.
[02:37:34.000 --> 02:37:39.000]  The guys came in to put that, Aaron and Rob, put that up on the web last night.
[02:37:39.000 --> 02:37:44.000]  Is that the clip, the same clip that's up on prisonplanet.com?
[02:37:44.000 --> 02:37:47.000]  Yes. In fact, I think we played it right from prisonplanet.com.
[02:37:47.000 --> 02:37:53.000]  Actually, there's a prior question by Michelle also where she talks about Dr. Stephen Jones and his evidence.
[02:37:53.000 --> 02:37:56.000]  And Kerry promises he'll look into what he goes in to say.
[02:37:56.000 --> 02:38:00.000]  It's not his jurisdiction, but he'll take a look at it. He'll do us a big favor here.
[02:38:00.000 --> 02:38:03.000]  But that was the prime clip that I think people are talking about.
[02:38:03.000 --> 02:38:06.000]  Yeah, well, I'm not going to take much more of your time up.
[02:38:06.000 --> 02:38:14.000]  But going from memory last night, watching it a few times, you could argue that the clip has somewhat of an ambiguous tone to it.
[02:38:14.000 --> 02:38:17.000]  I think it's important to be careful.
[02:38:17.000 --> 02:38:24.000]  But what he's talking about, they collapsed it so it wouldn't damage the wall.
[02:38:24.000 --> 02:38:28.000]  That's the legislature wall is what they call that there.
[02:38:28.000 --> 02:38:32.000]  And they're talking about seven in context there.
[02:38:32.000 --> 02:38:37.000]  So I think that most of the evidence, of course, we can all lawyer this all day,
[02:38:37.000 --> 02:38:42.000]  leans towards him, indeed talking about seven because the questions were about seven.
[02:38:42.000 --> 02:38:49.000]  And then he goes on to say that, well, it was brought down so that it wouldn't damage the wall.
[02:38:49.000 --> 02:38:58.000]  Now, expanding out from there, the important thing to note is when we first, when a listener back in 2003,
[02:38:58.000 --> 02:39:03.000]  early 2003, might have been late 2002, I don't remember now, I think it was 2003,
[02:39:03.000 --> 02:39:09.000]  emailed us to a video clip of Larry Silverstein saying that Building 7,
[02:39:09.000 --> 02:39:11.000]  they made the decision to pull it and watch the building come down.
[02:39:11.000 --> 02:39:14.000]  And the first few weeks, people said, what does he mean?
[02:39:14.000 --> 02:39:17.000]  Is he talking about seven? That's out of context.
[02:39:17.000 --> 02:39:19.000]  The point is they blew up Building 7.
[02:39:19.000 --> 02:39:30.000]  And as you know, Jack, but I will definitely, I'm definitely going to watch that clip again when I get back to my hotel.
[02:39:30.000 --> 02:39:34.000]  This is exactly, I know Webster Tarpley was talking about this here over the weekend
[02:39:34.000 --> 02:39:38.000]  and has been talking about this just about everywhere he goes, that we've got to get these guys on camera.
[02:39:38.000 --> 02:39:41.000]  We've got to ask them the questions and we've got to analyze what they say.
[02:39:41.000 --> 02:39:46.000]  And he's a tricky guy, John Kerry. I mean, this is how they've been schooled.
[02:39:46.000 --> 02:39:52.000]  So I think there's enough there to analyze every word and really try to figure out what it means.
[02:39:52.000 --> 02:39:58.000]  If he is admitting that Building 7 was a controlled demolition and they had to pull it to save something,
[02:39:58.000 --> 02:40:04.000]  which I kind of predicted years ago, then that needs to be the biggest story out on the web right now.
[02:40:04.000 --> 02:40:07.000]  Well, yeah, exactly. They're kind of sneaking it in now.
[02:40:07.000 --> 02:40:11.000]  Just kind of halfway out of the side of their mouth going, yeah, yeah, to save other buildings.
[02:40:11.000 --> 02:40:14.000]  Yeah, yeah, we brought it down. You know, I've been debating people on national radio.
