[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[03:21:20.000 --> 03:21:24.000]  You have no soul.
[03:21:24.000 --> 03:21:27.000]  You do have a chrome dome, though.
[03:21:27.000 --> 03:21:34.000]  Boy, I'll tell you, you know, please do not do this.
[03:21:34.000 --> 03:21:37.000]  And I'm not saying that I'm encouraging this.
[03:21:37.000 --> 03:21:45.000]  All I'm saying is wouldn't it be funny if someone just did like a, because this has been done before with other like popular YouTubers.
[03:21:45.000 --> 03:21:55.000]  I won't name names or give any context, but it's basically like they say they do a competition where if you can go take the hat off of this person, they get an award.
[03:21:55.000 --> 03:22:02.000]  It's like, what if someone said if you could pull Maxine Waters wig off of her head, you'd get a million bucks.
[03:22:02.000 --> 03:22:04.000]  Oh my gosh.
[03:22:04.000 --> 03:22:09.000]  No, do not, do not approach Maxine Waters to pull the James Brown wig off of her head.
[03:22:09.000 --> 03:22:11.000]  Do not, do not do that.
[03:22:11.000 --> 03:22:14.000]  We don't want to see that chrome dome exposed.
[03:22:14.000 --> 03:22:19.000]  All right, we're into the fourth hour of the Alex Jones show.
[03:22:19.000 --> 03:22:21.000]  And I'm going to, here's what I'm going to do.
[03:22:21.000 --> 03:22:24.000]  I'm going to open up the phone lines right now.
[03:22:24.000 --> 03:22:26.000]  And then I'm just going to knock out the rest of this news.
[03:22:26.000 --> 03:22:35.000]  Guys, let's go ahead and let's go ahead and open the phone lines here.
[03:22:35.000 --> 03:22:42.000]  877-789-ALAX 877-789-2539.
[03:22:42.000 --> 03:22:53.000]  And we'll take your calls on any of the subjects that we've discussed so far today or any of the subjects that I'm about to discuss here.
[03:22:53.000 --> 03:22:56.000]  We're opening up the phone lines right now.
[03:22:56.000 --> 03:23:01.000]  And in the last couple of segments, I'll squeeze in some phone calls today.
[03:23:01.000 --> 03:23:07.000]  And then Will Johnson is hosting the war room for me today.
[03:23:07.000 --> 03:23:12.000]  Let me just go right into this stack here of cultural news.
[03:23:12.000 --> 03:23:17.000]  Americans getting more inactive computers partly to blame.
[03:23:17.000 --> 03:23:20.000]  And I think it's just in general screen time and smartphones and everything.
[03:23:20.000 --> 03:23:22.000]  This was also in the news today.
[03:23:22.000 --> 03:23:26.000]  The lure of computers means Americans are sitting more than before.
[03:23:26.000 --> 03:23:29.000]  Now, here's the thing about this trend.
[03:23:29.000 --> 03:23:31.000]  And Alex talks about this a lot.
[03:23:31.000 --> 03:23:36.000]  And I think even humans just kind of know this, but you wonder, is this our destiny?
[03:23:36.000 --> 03:23:37.000]  Is this where Satan is taking us?
[03:23:37.000 --> 03:23:38.000]  What is this all about?
[03:23:38.000 --> 03:23:41.000]  But it all leads to the same thing.
[03:23:41.000 --> 03:23:43.000]  Humans merging with machines.
[03:23:43.000 --> 03:23:50.000]  And eventually our environment and our atmosphere will be so toxic unless you merge with the machine, you won't be able to survive.
[03:23:50.000 --> 03:23:54.000]  See the 5G technology that they're about to roll out.
[03:23:54.000 --> 03:24:02.000]  And so I just sit here and I question, is this really humans destiny?
[03:24:02.000 --> 03:24:03.000]  Can we stop this?
[03:24:03.000 --> 03:24:05.000]  Do we want to go down this road?
[03:24:05.000 --> 03:24:06.000]  What do we do to combat this?
[03:24:06.000 --> 03:24:10.000]  Because it just gets worse and worse with the youth.
[03:24:10.000 --> 03:24:20.000]  I mean, the average toddler now is engaging in regular screen time.
[03:24:20.000 --> 03:24:32.000]  And they're putting 5G antennas on top of schools and stuff now, even though they just had to get rid of a cell antenna from a school because it was causing kids to have cancer.
[03:24:32.000 --> 03:24:33.000]  So just get ready.
[03:24:33.000 --> 03:24:36.000]  And who knows what they're putting in the chemtrails?
[03:24:36.000 --> 03:24:39.000]  Who knows what's in the food or any of these adjuvants in the vaccines?
[03:24:39.000 --> 03:24:41.000]  They could jack something.
[03:24:41.000 --> 03:24:44.000]  You could have something in your body right now and you would know it.
[03:24:44.000 --> 03:24:58.000]  You could have something in your body right now that you've either breathed in or ingested that can be targeted and triggered by radio waves, by cell waves.
[03:24:58.000 --> 03:25:01.000]  Oh, you didn't think about that, did you?
[03:25:01.000 --> 03:25:10.000]  You might want to wake up. Vegan feminist café that imposed 18% gender surcharge on men closes down.
[03:25:10.000 --> 03:25:12.000]  Paul Joseph Watson has the story at Infowars.com.
[03:25:12.000 --> 03:25:15.000]  Well, I'm shocked.
[03:25:15.000 --> 03:25:18.000]  A vegan feminist café, first of all.
[03:25:18.000 --> 03:25:20.000]  Okay, good luck with that, I guess.
[03:25:20.000 --> 03:25:23.000]  That's a fake photo of Michelle Obama they even have on their wall.
[03:25:23.000 --> 03:25:27.000]  They took a picture of Michelle Obama and actually put it on a woman's body.
[03:25:27.000 --> 03:25:28.000]  That's hilarious.
[03:25:28.000 --> 03:25:31.000]  But yeah, wow.
[03:25:31.000 --> 03:25:36.000]  And then there was sexist against men and you didn't make it in business.
[03:25:36.000 --> 03:25:38.000]  Wow, I'm so stunned.
[03:25:38.000 --> 03:25:42.000]  I'm sure you went and got an education in business, didn't you?
[03:25:42.000 --> 03:25:44.000]  Dumbasses.
[03:25:44.000 --> 03:25:47.000]  U.S. Navy drafting new guidelines for reporting UFOs.
[03:25:47.000 --> 03:25:50.000]  Boy, you know, here's the thing about this.
[03:25:50.000 --> 03:25:55.000]  I do like to follow the UFO stuff and it's intriguing to me.
[03:25:55.000 --> 03:26:01.000]  There's definitely stuff going on out there. Now, I'm not saying it's aliens or that even I know what it is.
[03:26:01.000 --> 03:26:04.000]  It could be just secret government stuff.
[03:26:04.000 --> 03:26:07.000]  It could just be secret stuff, you know, flying machines, what have you,
[03:26:07.000 --> 03:26:12.000]  or just stuff that we've never really been able to explore before until now.
[03:26:12.000 --> 03:26:16.000]  But this to me says they just don't want this stuff going out for whatever reason.
[03:26:16.000 --> 03:26:22.000]  They don't want people to be looking into UFOs and stuff.
[03:26:22.000 --> 03:26:26.000]  You know, this one really intrigues me here.
[03:26:26.000 --> 03:26:30.000]  I really don't understand this one because I'm a big movie fanatic.
[03:26:30.000 --> 03:26:36.000]  In fact, I used to be a, I used to review movies, even professionally.
[03:26:36.000 --> 03:26:38.000]  So I just don't understand.
[03:26:38.000 --> 03:26:40.000]  Box office preview.
[03:26:40.000 --> 03:26:46.000]  Avengers Endgame preps for record $900 million global vow.
[03:26:46.000 --> 03:26:50.000]  Avengers Endgame prompts theaters to plan 24 hour screenings double the popcorn.
[03:26:50.000 --> 03:26:55.000]  So first of all, as a moviegoer and a fan of movies, I don't understand this whole Avengers.
[03:26:55.000 --> 03:26:59.000]  It's like an obsession.
[03:26:59.000 --> 03:27:04.000]  But you notice how it's all this, what you're seeing with all these big movie pushes.
[03:27:04.000 --> 03:27:09.000]  There's all this propaganda, not just like the leftist propaganda, but it's always Endgame,
[03:27:09.000 --> 03:27:13.000]  Final Battle, End of Humanity, Geostorm.
[03:27:13.000 --> 03:27:20.000]  It's this, they're programming your consciousness to get ready for the end of the world.
[03:27:20.000 --> 03:27:25.000]  Which again, they'll say they have the solution, plug yourself into this machine,
[03:27:25.000 --> 03:27:27.000]  and you can live forever and be free.
[03:27:27.000 --> 03:27:31.000]  No, you just died and became a slave as soon as you did that.
[03:27:31.000 --> 03:27:36.000]  This headline is almost the epitome of everything that's going on right now.
[03:27:36.000 --> 03:27:41.000]  As Coachella Raged, the LA tech world made plans to live on Mars.
[03:27:41.000 --> 03:27:44.000]  So this is just one story from LA Times.
[03:27:44.000 --> 03:27:47.000]  But let me tell you how this actually perfectly encapsulates the world right now.
[03:27:47.000 --> 03:27:50.000]  So Coachella is a big music festival.
[03:27:50.000 --> 03:27:55.000]  So basically here you have humans on Earth distracted by all the screens and the cell phones
[03:27:55.000 --> 03:28:00.000]  and the vats and the TVs and the Kardashians and the football and everything.
[03:28:00.000 --> 03:28:04.000]  And it's fun and they party and they drink and they do drugs and they're living the time of their life.
[03:28:04.000 --> 03:28:12.000]  Meanwhile, as they're dancing, the elite are planning an off-world life.
[03:28:12.000 --> 03:28:16.000]  The elite are literally getting ready for a separatist society
[03:28:16.000 --> 03:28:18.000]  and you're gonna be left in the dust.
[03:28:18.000 --> 03:28:21.000]  But they'll have the whole thing rolled out and ready to go
[03:28:21.000 --> 03:28:24.000]  so that when you finally realize that you're about to get killed,
[03:28:24.000 --> 03:28:28.000]  you'll be ready to jump on to whatever ship it is they promise
[03:28:28.000 --> 03:28:31.000]  or whatever life technology extensions that they promise.
[03:28:31.000 --> 03:28:33.000]  But this is what's going on.
[03:28:33.000 --> 03:28:37.000]  As the world is dancing and drinking and getting drunk and high,
[03:28:37.000 --> 03:28:44.000]  the elites are planning a separate society and you're not invited.
[03:28:44.000 --> 03:28:47.000]  You get nothing. Enjoy your football.
[03:28:47.000 --> 03:28:50.000]  Enjoy your sports. Enjoy all of your partying.
[03:28:50.000 --> 03:28:53.000]  You're about to be done.
[03:28:53.000 --> 03:28:57.000]  Pain in my neck, back and shoulders has really gotten worse.
[03:28:57.000 --> 03:29:00.000]  Relief for body pain is here with Sunny Bay heating pads.
[03:29:00.000 --> 03:29:03.000]  Well, the last thing I want is to take another pill.
[03:29:03.000 --> 03:29:05.000]  So what's so good about Sunny Bay heating pads?
[03:29:05.000 --> 03:29:09.000]  Sunny Bay heating pads, made by Biomed DB Design right here in the USA,
[03:29:09.000 --> 03:29:11.000]  come in all sizes.
[03:29:11.000 --> 03:29:14.000]  Our extra-large, microwaveable heating pad for back pain
[03:29:14.000 --> 03:29:17.000]  is designed to be large enough to cover your entire back.
[03:29:17.000 --> 03:29:21.000]  It's also perfect to wrap around your legs, knees or shoulder and neck.
[03:29:21.000 --> 03:29:23.000]  But I need to know their good quality.
[03:29:23.000 --> 03:29:27.000]  Of course, Sunny Bay heating pads and pillows are often an Amazon choice
[03:29:27.000 --> 03:29:30.000]  and most affordable when you purchase your Sunny Bay heating pads
[03:29:30.000 --> 03:29:33.000]  right from our website, SunshinePillows.com
[03:29:33.000 --> 03:29:37.000]  or call us 253-678-1361.
[03:29:37.000 --> 03:29:39.000]  Hey, a Sunny Bay heating pad...
[03:29:39.000 --> 03:29:41.000]  would make a great gift, right?
[03:29:41.000 --> 03:29:45.000]  Yes, and they start at just $19.99 and free shipping is available.
[03:29:45.000 --> 03:29:48.000]  So call 253-678-1361
[03:29:48.000 --> 03:29:53.000]  or shop for your Sunny Bay heating pad at SunshinePillows.com.
[03:29:54.000 --> 03:29:56.000]  I've got a big announcement to make.
[03:29:56.000 --> 03:29:59.000]  We've got four or five positions in IT
[03:29:59.000 --> 03:30:03.000]  and a bunch of very exciting projects we want to launch.
[03:30:03.000 --> 03:30:07.000]  If you see things going on at InfoWars that you want to make better
[03:30:07.000 --> 03:30:11.000]  and if you want to really be involved in the heart of the fight against the globalist,
[03:30:11.000 --> 03:30:14.000]  send your resumes,
[03:30:14.000 --> 03:30:19.000]  quickly confidential and private, to techjobsatinfowars.com.
[03:30:19.000 --> 03:30:21.000]  Again, we've got four or five places we want to build
[03:30:21.000 --> 03:30:24.000]  and a lot of new secret projects going on.
[03:30:24.000 --> 03:30:27.000]  The point is if you want to build freedom in this country
[03:30:27.000 --> 03:30:31.000]  and promote free speech and you want to help InfoWars go to the next level,
[03:30:31.000 --> 03:30:32.000]  we want to hire you.
[03:30:32.000 --> 03:30:36.000]  Send your resumes to techjobsatinfowars.com today.
[03:30:36.000 --> 03:30:38.000]  I look forward to meeting some of you and shaking your hand
[03:30:38.000 --> 03:30:42.000]  and having you jump on Millennium Falcon to start episode four.
[03:30:42.000 --> 03:30:43.000]  That's what you're going to be doing.
[03:30:43.000 --> 03:30:54.000]  This is the real ticket to adventure.
[03:30:54.000 --> 03:31:01.000]  Brain Force Plus is a top-tier, neutropon, focused, clarity, energy.
[03:31:01.000 --> 03:31:06.000]  But instead of having a seven times markup, we have a hundred and a 50% markup.
[03:31:06.000 --> 03:31:09.000]  Right now, it's massively discounted
[03:31:09.000 --> 03:31:14.000]  and when you get a bottle of it and 25% off, you get a free bottle
[03:31:14.000 --> 03:31:16.000]  of what is our total best seller.
[03:31:16.000 --> 03:31:19.000]  It's not very profitable because we give it at such a low price,
[03:31:19.000 --> 03:31:23.000]  but it's amazing that, of course, he's knocked out the ultimate sleep aid.
[03:31:23.000 --> 03:31:26.000]  So we've got a way to energize you, ramp you up and a healthy later in the day
[03:31:26.000 --> 03:31:29.000]  and put you deep into that restful, healthy sleep at night.
[03:31:29.000 --> 03:31:33.000]  It's the Brain Force and Knockout combo deal.
[03:31:33.000 --> 03:31:38.000]  25% off Brain Force and a free bottle of knockout together right now.
[03:31:38.000 --> 03:31:41.000]  Knockout combo and experience both these great products today.
[03:31:41.000 --> 03:31:43.000]  Take advantage of it and fund the M4.
[03:31:43.000 --> 03:31:46.000]  M4WarsLife.com or M4Store.com.
[03:31:46.000 --> 03:31:49.000]  The Brain Force Plus knockout combo right now.
[03:31:49.000 --> 03:32:09.000]  Get your free bottle today at M4Store.com.
[03:32:20.000 --> 03:32:22.000]  And it's going to be shipped out to you.
[03:32:22.000 --> 03:32:24.000]  Be sure and sign up for auto-ship.
[03:32:24.000 --> 03:32:26.000]  Get an additional 10% off.
[03:32:26.000 --> 03:32:30.000]  The 25% off celebration of the fact that we got it back and we're relaunching it.
[03:32:30.000 --> 03:32:32.000]  Research the iodine conspiracy.
[03:32:32.000 --> 03:32:34.000]  Find out why it's so important.
[03:32:34.000 --> 03:32:37.000]  Find out why the globalists don't want you to have the good halogens,
[03:32:37.000 --> 03:32:40.000]  the bad halogens at M4WarsStore.com.
[03:32:40.000 --> 03:32:43.000]  That's the umbrella site M4WarsLife.com.
[03:32:43.000 --> 03:32:45.000]  They should write the supplements.
[03:32:45.000 --> 03:32:48.000]  And this is the King Daddy, ladies and gentlemen.
[03:32:48.000 --> 03:32:50.000]  This is X2 Original.
[03:32:50.000 --> 03:32:53.000]  Now back at M4WarsStore.com.
[03:32:57.000 --> 03:33:01.000]  You're listening to the Alex Jones Show.
[03:33:09.000 --> 03:33:13.000]  M4Wars, the most banned network in the world.
[03:33:13.000 --> 03:33:16.000]  Keep it from you.
[03:33:16.000 --> 03:33:18.000]  Welcome back to the Alex Jones Show.
[03:33:18.000 --> 03:33:21.000]  Just to put an end cap in this stack of news here.
[03:33:21.000 --> 03:33:26.000]  Elon Musk says machine to connect human brain to computer is coming soon.
[03:33:26.000 --> 03:33:28.000]  Don't worry, folks.
[03:33:28.000 --> 03:33:32.000]  M4Wars tomorrow's, well, M4Wars, next decade's news today.
[03:33:32.000 --> 03:33:34.000]  I mean, it's not going to be trendy.
[03:33:34.000 --> 03:33:35.000]  It's not going to be fun.
[03:33:35.000 --> 03:33:36.000]  It'll roll it out that way.
[03:33:36.000 --> 03:33:38.000]  Oh, but it won't last.
[03:33:38.000 --> 03:33:39.000]  Here's a funny one.
[03:33:39.000 --> 03:33:44.000]  No makers invest heavily in electronic vehicles despite still low demand.
[03:33:44.000 --> 03:33:50.000]  And that on the heels of a new study coming out, electronic cars emit more CO2 than diesel vehicles.
[03:33:50.000 --> 03:33:54.000]  But it's just the left in a nutshell.
[03:33:54.000 --> 03:33:59.000]  Give you something that you don't want for a price that you can't afford.
[03:33:59.000 --> 03:34:01.000]  That's just what they do.
[03:34:01.000 --> 03:34:05.000]  All right, we've got open phone lines now and the callers are ready to go.
[03:34:05.000 --> 03:34:07.000]  Let's start with Margaret calling in from Oklahoma.
[03:34:07.000 --> 03:34:09.000]  Thanks for calling today, Margaret.
[03:34:09.000 --> 03:34:10.000]  Go ahead.
[03:34:10.000 --> 03:34:14.000]  I've actually called in before about Schaefer Cox.
[03:34:14.000 --> 03:34:15.000]  Okay.
[03:34:15.000 --> 03:34:20.000]  And I think you said one time that you really, really wanted to help Schaefer Cox.
[03:34:20.000 --> 03:34:21.000]  Well, I just think it's sad.
[03:34:21.000 --> 03:34:27.000]  I mean, Schaefer Cox is an American patriot who was jailed illegally, in my opinion.
[03:34:27.000 --> 03:34:30.000]  And yeah, he just kind of rots in a jail cell.
[03:34:30.000 --> 03:34:35.000]  And I haven't really seen or heard much from or about him lately.
[03:34:35.000 --> 03:34:41.000]  Jordan Page, he's a singer-songwriter and he has a fantastic voice.
[03:34:41.000 --> 03:34:43.000]  He wrote a song for Schaefer Cox.
[03:34:43.000 --> 03:34:45.000]  It's right there on YouTube.
[03:34:45.000 --> 03:34:52.000]  Just look up the persecution of Schaefer Cox, Jordan Page, and it's a really beautiful song.
[03:34:52.000 --> 03:34:53.000]  Okay.
[03:34:53.000 --> 03:34:54.000]  We will look into that.
[03:34:54.000 --> 03:34:55.000]  Anything else, Margaret?
[03:34:55.000 --> 03:35:01.000]  Yeah, you should get Jordan Page and Anthony Clemens on to talk about Schaefer.
[03:35:01.000 --> 03:35:04.000]  They would love to do that.
[03:35:04.000 --> 03:35:05.000]  Okay.
[03:35:05.000 --> 03:35:06.000]  Well, we will look into that, Margaret.
[03:35:06.000 --> 03:35:08.000]  Thank you so much for the call.
[03:35:08.000 --> 03:35:09.000]  Let's go to...
[03:35:09.000 --> 03:35:10.000]  All right.
[03:35:10.000 --> 03:35:11.000]  Let's just do this right now.
[03:35:11.000 --> 03:35:15.000]  Let's go to Jay calling in from Texas.
[03:35:15.000 --> 03:35:16.000]  Go ahead, Jay.
[03:35:16.000 --> 03:35:19.000]  Yo, old dog, what up?
[03:35:19.000 --> 03:35:21.000]  Yo, what's up, Jay?
[03:35:21.000 --> 03:35:22.000]  Not much.
[03:35:22.000 --> 03:35:24.000]  I'm a second-time caller.
[03:35:24.000 --> 03:35:27.000]  I called before I talked to David.
[03:35:27.000 --> 03:35:28.000]  Really articulate.
[03:35:28.000 --> 03:35:29.000]  I love him.
[03:35:29.000 --> 03:35:33.000]  I just wanted to give you props real quick for your veteran show.
[03:35:33.000 --> 03:35:35.000]  It really helps me.
[03:35:35.000 --> 03:35:37.000]  It really touches me.
[03:35:37.000 --> 03:35:42.000]  You had me rolling earlier, bro, when you was talking about Brian Seltzer and that fence, man.
[03:35:42.000 --> 03:35:45.000]  Brian Seltzer is actually going to be joining us again in the next segment.
[03:35:45.000 --> 03:35:50.000]  But, Jay, let me just say, the fact that that veteran's call-in show is important to you means everything.
[03:35:50.000 --> 03:35:53.000]  That's why I do it, and we actually have it this Friday.
[03:35:53.000 --> 03:35:58.000]  The veteran show, we do it the last Friday of every month on the War Room, in case any of the audience is not aware.
[03:35:58.000 --> 03:36:05.000]  The last Friday of the month on the War Room, 3 to 6 p.m. Central here, hosted by me, we do a veteran's call-in show.
[03:36:05.000 --> 03:36:07.000]  And I've got multiple veterans lined up for this Friday.
[03:36:07.000 --> 03:36:11.000]  We always get great veterans' guests on to co-host, and then we get great calls.
[03:36:11.000 --> 03:36:14.000]  So it's something that I'm always excited about.
[03:36:14.000 --> 03:36:19.000]  And when I hear the veterans call me and say, hey, I love that you do that.
[03:36:19.000 --> 03:36:21.000]  That's what it's all about.
[03:36:21.000 --> 03:36:23.000]  Oh, yeah, no doubt.
[03:36:23.000 --> 03:36:28.000]  So, yeah, I'd be praying for you, the whole Info Wars crew, a lot that.
[03:36:28.000 --> 03:36:32.000]  Dude, you'd be out there all in the midst of it, with a red cap on.
[03:36:32.000 --> 03:36:37.000]  I mean, I haven't been stateside in a long time. I've been overseas working.
[03:36:37.000 --> 03:36:40.000]  So I don't know the state, what's going on. I'm your age.
[03:36:40.000 --> 03:36:42.000]  But for you to be out there, you're so brave.
[03:36:42.000 --> 03:36:44.000]  I saw you last year at South by Southwest.
[03:36:44.000 --> 03:36:47.000]  I think you interviewed Michael 5000 Watch from Swisher House.
[03:36:47.000 --> 03:36:50.000]  And I'm like, oh, my God, because it's south of Houston area.
[03:36:50.000 --> 03:36:53.000]  And I'm like, he's just walking up there with a camera crew.
[03:36:53.000 --> 03:36:55.000]  Do you have like 10 bodyguards? You're not worried.
[03:36:55.000 --> 03:36:57.000]  You're like a colonel for the Info Wars team.
[03:36:57.000 --> 03:36:59.000]  Then you got like Mike Adams, the health guy.
[03:36:59.000 --> 03:37:01.000]  He's like the general, David, their general.
[03:37:01.000 --> 03:37:05.000]  I'm not trying to down your rank, but I mean, we're all trying to fight this war.
[03:37:05.000 --> 03:37:09.000]  But you're not scared out there? Do you have a vest on?
[03:37:09.000 --> 03:37:14.000]  No. In fact, most of the time now, I go out totally solo.
[03:37:14.000 --> 03:37:19.000]  I'm protected by God, so I have no fear.
[03:37:19.000 --> 03:37:21.000]  All right. All right.
[03:37:21.000 --> 03:37:23.000]  I mean, Jay, you know what I'm saying?
[03:37:23.000 --> 03:37:29.000]  Your prayers, we have people that they do like weird devil satanic rituals.
[03:37:29.000 --> 03:37:31.000]  And they try to send demons on us, man.
[03:37:31.000 --> 03:37:33.000]  Your prayers counter that.
[03:37:33.000 --> 03:37:37.000]  Your prayers keep us in God's watchful eye.
[03:37:37.000 --> 03:37:41.000]  Yeah, no doubt. Every day.
[03:37:41.000 --> 03:37:44.000]  Yeah, so next was Savannah Hernandez.
[03:37:44.000 --> 03:37:47.000]  The first time I saw you and her on air,
[03:37:47.000 --> 03:37:50.000]  I was like, OK, what's going on right here?
[03:37:50.000 --> 03:37:54.000]  And then she was talking about she played this Cardi B song or something.
[03:37:54.000 --> 03:37:58.000]  And then you said I digress because, you know, this hip hop music,
[03:37:58.000 --> 03:38:02.000]  this influence that's over these kids, it's in the movie.
[03:38:02.000 --> 03:38:03.000]  It's everywhere.
[03:38:03.000 --> 03:38:06.000]  And it's like a magic spell to have you thinking dancing,
[03:38:06.000 --> 03:38:08.000]  twerking, turkey, money, money, dollars, material.
[03:38:08.000 --> 03:38:10.000]  No, but see, but that's what it is, Jay.
[03:38:10.000 --> 03:38:14.000]  And they use people like Cardi B and they force feed her to the population.
[03:38:14.000 --> 03:38:16.000]  And so kids think it's cool.
[03:38:16.000 --> 03:38:18.000]  You know, she's rich and famous and everything.
[03:38:18.000 --> 03:38:20.000]  And she's adult. She's a moron.
[03:38:20.000 --> 03:38:22.000]  She has a low IQ.
[03:38:22.000 --> 03:38:23.000]  And so but it doesn't matter.
[03:38:23.000 --> 03:38:25.000]  I mean, she can be good at music or whatever.
[03:38:25.000 --> 03:38:28.000]  The point is they force feed people like her for public consumption
[03:38:28.000 --> 03:38:33.000]  because that's what they want young people to be looking up to.
[03:38:33.000 --> 03:38:38.000]  Young people to idolize is someone who's totally fake and has a low IQ.
[03:38:38.000 --> 03:38:41.000]  It's sad. We're doomed.
[03:38:41.000 --> 03:38:46.000]  And yeah, so I haven't listened to rap music in a while just like Bob Marley
[03:38:46.000 --> 03:38:48.000]  or some like classical stuff.
[03:38:48.000 --> 03:38:53.000]  But the next thing what I really call for is I always hear you beating up vegans.
[03:38:53.000 --> 03:38:55.000]  Now, hold on a second.
[03:38:55.000 --> 03:38:57.000]  I saw the thing you said you wanted to defend vegans.
[03:38:57.000 --> 03:38:58.000]  I don't beat up vegans.
[03:38:58.000 --> 03:39:00.000]  What are you talking about?
[03:39:00.000 --> 03:39:03.000]  A hardcore info war dude, bro.
[03:39:03.000 --> 03:39:06.000]  You make jokes about us at the supermarket.
[03:39:06.000 --> 03:39:08.000]  You joke about the Cal Fards.
[03:39:08.000 --> 03:39:10.000]  You joke, you joke all the time.
[03:39:10.000 --> 03:39:14.000]  You guys are too much joking about it.
[03:39:14.000 --> 03:39:17.000]  And the thing is, it's serious sustainability wise.
[03:39:17.000 --> 03:39:22.000]  I mean, we don't have enough land on earth to feed the animals and feed the humans.
[03:39:22.000 --> 03:39:26.000]  Sooner or later, unless you're a millionaire, you're not going to be able to eat no filet mignon.
[03:39:26.000 --> 03:39:28.000]  Hey, hey, look, Jay, Jay, I don't know.
[03:39:28.000 --> 03:39:30.000]  I don't know what you're talking about me attacking vegans.
[03:39:30.000 --> 03:39:31.000]  I mean, I've covered it before.
[03:39:31.000 --> 03:39:32.000]  I've made jokes about it.
[03:39:32.000 --> 03:39:33.000]  I understand where you're coming from.
[03:39:33.000 --> 03:39:34.000]  I'm not anti vegans.
[03:39:34.000 --> 03:39:41.000]  I mean, I've covered events with news stories that have vegans inside of them.
[03:39:41.000 --> 03:39:42.000]  I totally understand where you're coming from.
[03:39:42.000 --> 03:39:49.000]  In fact, I do believe if you're a Christian Orthodox, the Christian Orthodox diet,
[03:39:49.000 --> 03:39:52.000]  I do believe actually says you can't eat any meat.
[03:39:52.000 --> 03:39:54.000]  Oh, no.
[03:39:54.000 --> 03:39:56.000]  So I just want to be on the record.
[03:39:56.000 --> 03:39:58.000]  I have nothing against vegans.
[03:39:58.000 --> 03:40:02.000]  I don't think I could personally do it, but I understand where you're coming from.
[03:40:02.000 --> 03:40:04.000]  Yeah, you're good then.
[03:40:04.000 --> 03:40:05.000]  You're clear.
[03:40:05.000 --> 03:40:10.000]  My last thing, and I want Alex to hear this, is you guys are killing me with this news.
[03:40:10.000 --> 03:40:12.000]  It's news, news, news all day.
[03:40:12.000 --> 03:40:16.000]  I know that's what you are, your news channel, but I support Infowars.
[03:40:16.000 --> 03:40:18.000]  I can't buy Infowars stock.
[03:40:18.000 --> 03:40:20.000]  I see where you guys are going with the company.
[03:40:20.000 --> 03:40:22.000]  I like it, but there should be like music videos.
[03:40:22.000 --> 03:40:24.000]  There should be like a cooking channel.
[03:40:24.000 --> 03:40:26.000]  There should be like the Infowars team channel.
[03:40:26.000 --> 03:40:28.000]  There should be all that should be like a full TV show.
[03:40:28.000 --> 03:40:30.000]  You know, Jay, I hear you.
[03:40:30.000 --> 03:40:32.000]  I actually hear you and we're on the same page.
[03:40:32.000 --> 03:40:36.000]  And obviously the challenge is, you know, it takes a lot of money to do that.
[03:40:36.000 --> 03:40:38.000]  It takes a lot of money to expand and to hire the crew.
[03:40:38.000 --> 03:40:40.000]  And Alex doesn't like half assing things.
[03:40:40.000 --> 03:40:44.000]  He wants to make sure that we have a full rollout before we do these things.
[03:40:44.000 --> 03:40:48.000]  But like when I saw, when I started seeing like flat earthers getting banned from YouTube,
[03:40:48.000 --> 03:40:50.000]  I was like, let's have a flat earth channel of Infowars.
[03:40:50.000 --> 03:40:52.000]  Just bring them all on Infowars.
[03:40:52.000 --> 03:40:54.000]  I don't care if you're flat earth or not.
[03:40:54.000 --> 03:40:56.000]  It doesn't matter to me. I'm for free speech.
[03:40:56.000 --> 03:40:58.000]  So I see where you're going and I agree with you.
[03:40:58.000 --> 03:41:00.000]  But Alex has a big vision for Infowars.
[03:41:00.000 --> 03:41:05.000]  And so if we continue to get the support, Jay, I appreciate your support and your prayers.
[03:41:05.000 --> 03:41:09.000]  I mean, if we continue to do that, eventually that's where Infowars will go.
[03:41:09.000 --> 03:41:11.000]  It just takes time and funding.
[03:41:11.000 --> 03:41:14.000]  And so that's, you know, that's kind of the process we're engaging right now.
[03:41:14.000 --> 03:41:16.000]  And they know that.
[03:41:16.000 --> 03:41:19.000]  And that's why they're doing this whole big censorship thing before the 2020 election.
[03:41:19.000 --> 03:41:23.000]  Because it's during the election cycles where we get the most support,
[03:41:23.000 --> 03:41:25.000]  we get the most funding, we get the biggest audience,
[03:41:25.000 --> 03:41:28.000]  and people are going to be looking for us again on YouTube and everything,
[03:41:28.000 --> 03:41:29.000]  and they're not going to find us.
[03:41:29.000 --> 03:41:33.000]  And so it'll be interesting to see what happens when that phenomenon plays out.
[03:41:33.000 --> 03:41:35.000]  But Jay, absolutely, you have the vision.
[03:41:35.000 --> 03:41:37.000]  I mean, that's what we want to do with Infowars.
[03:41:37.000 --> 03:41:41.000]  And we just go as far as the audience allows us.
[03:41:41.000 --> 03:41:43.000]  And it's your prayers and your support that makes it all possible.
[03:41:43.000 --> 03:41:46.000]  I was going to take another call here, but Jay, we got 60 seconds left.
[03:41:46.000 --> 03:41:48.000]  Anything else you want to say?
