[00:00:02.153 --> 00:00:03.114]  It's happened.
[03:06:44.739 --> 03:06:48.880]  One of these systems can keep 800 square feet incredibly clean.
[03:06:48.880 --> 03:06:55.582]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[03:06:55.582 --> 03:06:59.683]  Find out why this system is so revolutionary today at m4warstore.com.
[03:07:01.824 --> 03:07:10.012]  If you ever wanted a great deal on a powerful solar generator, but were waiting for an outrageously low price, you are not going to want to miss this important message.
[03:07:10.012 --> 03:07:10.833]  Here's why.
[03:07:10.833 --> 03:07:14.977]  My friends, we already see major power grid problems, and it's getting worse.
[03:07:14.977 --> 03:07:15.898]  So please listen.
[03:07:15.898 --> 03:07:19.342]  Solar generators really do provide life-saving electrical power.
[03:07:19.582 --> 03:07:25.967]  And unlike gas generators, solar generators run silently, emit no fumes or gases, and produce electricity from the sun.
[03:07:25.967 --> 03:07:33.274]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest, you're not going to have to suffer through it like the rest of the sheep.
[03:07:33.274 --> 03:07:35.615]  And here's the best news if you want to get one this week.
[03:07:35.615 --> 03:07:46.905]  Solutions from Science has a big sale on their fast-charge solar generators, and they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low price for InfoWars listeners.
[03:07:47.185 --> 03:07:48.927]  So it's a good time to check it out.
[03:07:48.927 --> 03:07:50.629]  Go to gridwars.com.
[03:07:50.629 --> 03:07:52.350]  That's gridwars.com.
[03:07:52.350 --> 03:07:56.234]  It's a great opportunity to generate maximum electricity with minimum money.
[03:07:56.234 --> 03:07:57.795]  Go to gridwars.com.
[03:07:57.795 --> 03:07:59.137]  That's gridwars.com.
[03:08:12.649 --> 03:08:17.331]  Live from the InfoWars.com studios, it's Alex Jones.
[03:08:38.908 --> 03:08:42.690]  Welcome back to the Alex Jones Show on this Friday, August 5th, 2016.
[03:08:42.690 --> 03:08:44.071]  This is the fourth hour.
[03:08:44.071 --> 03:08:45.492]  I'm David Knight.
[03:08:45.492 --> 03:08:48.854]  We have a very interesting guest coming up at the bottom of the hour.
[03:08:48.854 --> 03:08:56.458]  We're going to be talking to a scientist from Berkeley, California about his company that is working on what used to be called cold fusion.
[03:08:56.458 --> 03:08:59.419]  Now they call it low energy nuclear reactions.
[03:08:59.419 --> 03:09:01.080]  And we're going to talk about that.
[03:09:01.080 --> 03:09:03.522]  The Defense Department has said this has potential to be a
[03:09:04.389 --> 03:09:07.631]  Hugely disruptive technology, and of course it does.
[03:09:07.631 --> 03:09:09.872]  It would change everything.
[03:09:09.872 --> 03:09:10.913]  Even politically.
[03:09:10.913 --> 03:09:18.857]  Understand that our currency is based around the petrodollar, so it's got massive political issues at stake as well.
[03:09:18.857 --> 03:09:21.439]  But it's important as we look at this, as we look at
[03:09:22.813 --> 03:09:24.294]  History as we look at technology.
[03:09:24.294 --> 03:09:29.198]  You know, I keep seeing the same M.O.s repeated over and over and over again.
[03:09:29.198 --> 03:09:32.140]  You know, Hillary's getting her Nixon on.
[03:09:32.140 --> 03:09:35.703]  She's got her own plumbers trying to cover her leaks, but they're not doing it.
[03:09:35.703 --> 03:09:40.026]  You've got people internally, I think, that are trying to expose what she's doing.
[03:09:40.026 --> 03:09:42.288]  We've had multiple people in Intelligence Center
[03:09:42.968 --> 03:09:45.770]  Very, very upset with what Hillary Clinton is doing.
[03:09:45.770 --> 03:09:58.538]  We had Judge Apolitano, as he pointed out earlier in the week, saying he's talked to a lot of people in the intelligence community that believe that what she has done has resulted in the direct deaths of agents that have been exposed.
[03:09:58.538 --> 03:10:01.140]  Alex was just talking to William Binney in the last hour.
[03:10:01.140 --> 03:10:02.901]  Amazing interview.
[03:10:02.901 --> 03:10:05.303]  If you haven't seen that interview, you need to watch that interview.
[03:10:06.249 --> 03:10:13.834]  One of the key takeaways that I think Mr. Binney had to say, and I gotta say I have so much respect for William Binney.
[03:10:13.834 --> 03:10:19.877]  This guy truly is a winter soldier, and by that I don't mean the Captain America stuff, the villain, okay?
[03:10:19.877 --> 03:10:23.620]  No, winter soldier in the sense that he's not a sunshine patriot.
[03:10:23.620 --> 03:10:26.502]  This is a guy who toughs it out in Valley Forge.
[03:10:26.502 --> 03:10:30.484]  He does the right thing, even when everything is against him.
[03:10:30.484 --> 03:10:34.426]  One of the things that he said, which I think is very true,
[03:10:35.680 --> 03:10:39.421]  This whole lie about privacy versus security.
[03:10:39.421 --> 03:10:42.642]  William Benny said this was a lie from the beginning.
[03:10:42.642 --> 03:10:43.863]  It has been.
[03:10:43.863 --> 03:10:54.386]  As I said before, you cannot be secure if you have no privacy, if you have no freedom, if you trade your liberty for the promise of security and safety.
[03:10:54.386 --> 03:10:57.927]  As our founder said, you'll get neither, you deserve neither.
[03:10:57.927 --> 03:11:00.088]  Slaves are never free.
[03:11:00.088 --> 03:11:02.149]  People who have no privacy are never free.
[03:11:02.938 --> 03:11:09.284]  People who trade their prosperity, their private property, for the promise of safety and security are never free.
[03:11:09.284 --> 03:11:10.525]  You just become a prisoner.
[03:11:10.525 --> 03:11:14.889]  You just become a serf, a slave, to the degree that you trade that out.
[03:11:14.889 --> 03:11:17.972]  And he said, look, they just want power over you.
[03:11:17.972 --> 03:11:19.573]  He said they're covering for each other.
[03:11:19.573 --> 03:11:21.495]  In other words, it's a criminal conspiracy.
[03:11:21.495 --> 03:11:22.216]  We've told you this.
[03:11:23.140 --> 03:11:24.740]  It's simply a criminal conspiracy.
[03:11:24.740 --> 03:11:30.381]  In this quote from William Binney, I wrote these things down as he was talking, trading our security for money.
[03:11:30.381 --> 03:11:34.962]  He said, they keep the problems going so the money keeps flowing.
[03:11:34.962 --> 03:11:38.083]  That's the basis of the military-industrial complex.
[03:11:38.083 --> 03:11:41.303]  So I'm very anxious to see this movie when it comes out, A Good American.
[03:11:41.303 --> 03:11:44.344]  He was talking about that, but he was not talking to plug a movie that he's in.
[03:11:44.344 --> 03:11:48.064]  I'm sure knowing William Binney, he gets paid very little of anything.
[03:11:48.064 --> 03:11:50.365]  This is a documentary somebody is putting together.
[03:11:50.365 --> 03:11:50.905]  William Binney
[03:11:51.872 --> 03:11:56.493]  And these other NSA whistleblowers like Thomas Drake, they gave up everything.
[03:11:56.493 --> 03:11:58.753]  They didn't do this for money.
[03:11:58.753 --> 03:12:01.814]  They gave up everything to protect the Constitution.
[03:12:01.814 --> 03:12:04.494]  And so, this is a key interview.
[03:12:04.494 --> 03:12:06.635]  You need to see what he has to say.
[03:12:06.635 --> 03:12:13.816]  And I think it's interesting, this article that's on the Drudge Report today about the new Snowden movie that's coming out by Oliver Stone.
[03:12:13.816 --> 03:12:19.297]  I was very disappointed to see Judicial Watch take this position because I have a lot of respect for Judicial Watch.
[03:12:20.054 --> 03:12:23.578]  They have done a great job of exposing the crimes of Hillary Clinton.
[03:12:23.578 --> 03:12:35.190]  As a matter of fact, I don't know where it is right now, but there is a court case that Judicial Watch has put together to try to get Hillary to testify in a lawsuit.
[03:12:35.190 --> 03:12:36.251]  So it's a civil lawsuit.
[03:12:37.012 --> 03:12:41.634]  And it was happening just before the political conventions came up.
[03:12:41.634 --> 03:12:49.597]  There was supposed to be a ruling by a judge as to whether or not she would be compelled to testify in this civil lawsuit because it involved her.
[03:12:49.597 --> 03:12:57.881]  And remember, it was a civil lawsuit testimony that Bill Clinton testified in that caused him to commit perjury.
[03:12:57.881 --> 03:12:58.981]  That's why he was impeached.
[03:12:58.981 --> 03:13:01.582]  He wasn't impeached for his affairs, okay?
[03:13:01.582 --> 03:13:05.704]  He was impeached because he committed perjury as part of a civil lawsuit.
[03:13:06.204 --> 03:13:16.690]  So Judicial Watch has a civil lawsuit coming against Hillary Clinton for these email, for these security violations and other issues and we're still awaiting.
[03:13:16.690 --> 03:13:20.112]  I still have not seen whether or not the judge is going to compel her to testify.
[03:13:20.112 --> 03:13:21.473]  That would be incredibly important.
[03:13:21.473 --> 03:13:26.216]  So Judicial Watch does amazingly important information.
[03:13:26.216 --> 03:13:32.120]  They have revealed information about what happened with Benghazi and other things through regular channels.
[03:13:33.274 --> 03:13:38.856]  But they came out and said that they believe that Snowden is not a hero, but a traitor.
[03:13:38.856 --> 03:13:49.340]  And because he's a traitor, in their opinion, they think that this movie would be allowing the makers of the movie, Oliver Stone and others, to profit from treason.
[03:13:49.340 --> 03:13:52.841]  And that should be a reason that people come out after them.
[03:13:52.841 --> 03:13:54.882]  Let me say this, okay?
[03:13:54.882 --> 03:13:57.003]  The enemies knew what was going on.
[03:13:58.209 --> 03:14:07.692]  And what they were doing when they revealed this was they were telling the country that the government was violating the law.
[03:14:07.692 --> 03:14:13.413]  They're violating the law because they're compiling all this information in a massive way, as William Binney has pointed out.
[03:14:13.413 --> 03:14:26.097]  They had Trailblazer, which would go in and would allow them to get the information in an anonymous way and look for certain things, rather than doing dragnet surveillance, rather than collecting all this information on everyone.
[03:14:27.108 --> 03:14:35.012]  That's what he and other whistleblowers within the NSA had done, and then they saw that the NSA was not interested in doing it that way.
[03:14:35.012 --> 03:14:39.895]  They wanted to go into the police state mode, and that's when they became whistleblowers.
[03:14:39.895 --> 03:14:41.816]  They went through regular channels.
[03:14:41.816 --> 03:14:42.796]  They went to Congress.
[03:14:42.796 --> 03:14:44.417]  Congress yawned and did nothing.
[03:14:46.576 --> 03:14:51.623]  We had Thomas Drake who talked to a reporter in general about what was going on.
[03:14:51.623 --> 03:14:56.850]  When you reveal that criminal action is going on, you are a whistleblower.
[03:14:56.850 --> 03:15:04.019]  Now, their position is that because Al-Qaeda was alerted to the idea that the government was
[03:15:05.112 --> 03:15:10.134]  Using methods to intercept their communications that somehow cause lives to be lost.
[03:15:10.134 --> 03:15:14.877]  I don't think that is anywhere close to the same league as what Hillary Clinton does.
[03:15:14.877 --> 03:15:17.318]  She revealed detailed information.
[03:15:17.318 --> 03:15:21.420]  She got into the GAMMA program, the GAMMA compartment as William Binning was talking about.
[03:15:22.242 --> 03:15:24.083]  She gave specifics to people.
[03:15:24.083 --> 03:15:25.544]  They were talking about general things.
[03:15:25.544 --> 03:15:30.526]  They were showing slides that said, look, the NSA is laughing at you.
[03:15:30.526 --> 03:15:34.788]  They're saying, who would have thought in 1984, they had a series of three slides.
[03:15:34.788 --> 03:15:36.509]  Remember they had a picture of the 1984 iconic
[03:15:38.930 --> 03:15:42.352]  Uh, commercial that was promoting Apple Macintosh.
[03:15:42.352 --> 03:15:53.457]  And so they showed that picture and said, who would have thought in 1984, because that's when that came out and it was referenced in 1984, that this, the next slide, shows Steve Jobs holding up an iPhone, that this would become Big Brother.
[03:15:54.266 --> 03:15:59.908]  And then they show the third slide which shows people queued up to get it and that people would willingly pay for it.
[03:15:59.908 --> 03:16:13.553]  They are laughing at you because they are illegally doing dragnet surveillance on the American people through their devices and you're stupid enough to go out and pay for it yourself and get enthralled with this new technology.
[03:16:14.659 --> 03:16:17.280]  So that's what was revealed with Snowden.
[03:16:17.280 --> 03:16:19.221]  That's why he is a hero.
[03:16:19.221 --> 03:16:23.502]  And I think William Binney is absolutely right.
[03:16:23.502 --> 03:16:32.105]  The entire world owes a debt to him because this kind of corruption, this kind of secret police state that used to be combined to places like East Germany and the Stasi,
[03:16:32.785 --> 03:16:35.407]  Has now becoming globalized, okay?
[03:16:35.407 --> 03:16:38.569]  It's not just the American government, it's all governments are starting to do this.
[03:16:38.569 --> 03:16:49.417]  So it's a very key thing and it's a very different thing to tell people that your government is breaking law than it is to reveal details of conversations, to reveal names of people.
[03:16:49.417 --> 03:16:50.758]  That is a very different thing.
[03:16:50.758 --> 03:16:51.879]  Now where is this all headed?
[03:16:52.847 --> 03:16:55.387]  Look at this article that was up on the Drudge Report.
[03:16:55.387 --> 03:17:02.149]  Chicago police using pre-crime AI to arrest people before they commit a crime.
[03:17:02.149 --> 03:17:03.589]  Before they commit a crime.
[03:17:03.589 --> 03:17:04.969]  This is from Technocracy.
[03:17:04.969 --> 03:17:14.311]  They say people are arresting, police are arresting people for crimes they're not committed yet using a new computer algorithm that will predict future crime.
[03:17:14.311 --> 03:17:15.971]  It's called predictive policing.
[03:17:15.971 --> 03:17:17.992]  It's being used, of course, where else?
[03:17:17.992 --> 03:17:18.492]  Chicago.
[03:17:19.232 --> 03:17:21.634]  Where all the criminal stuff begins, okay?
[03:17:21.634 --> 03:17:25.098]  Strategic Subject List, the SSL.
[03:17:25.098 --> 03:17:28.081]  And the Chicago Special Order, S10-06.
[03:17:28.081 --> 03:17:29.982]  Okay?
[03:17:29.982 --> 03:17:35.468]  This will equip law enforcement with the ability to arrest citizens before they commit a crime.
[03:17:35.468 --> 03:17:40.172]  So it will take into various factors, like your criminal records or your affiliations.
[03:17:41.173 --> 03:17:42.954]  Or, the number of past arrests.
[03:17:42.954 --> 03:17:48.558]  But it will also use things like social media to develop a citizen ranking on locals and identify future threats.
[03:17:48.558 --> 03:17:49.899]  Look, understand this.
[03:17:49.899 --> 03:17:58.265]  Just as the RICO statutes were initially created to go after organized crime figures and to confiscate their assets,
[03:17:58.925 --> 03:18:03.228]  Before their trial, so they would not be able to defend themselves with highest priced lawyers.
[03:18:03.228 --> 03:18:05.170]  That was the whole idea behind RICO statute.
[03:18:05.170 --> 03:18:11.735]  But what they did was, it was a pre-conviction punishment, so that they could get a conviction against you.
[03:18:11.735 --> 03:18:13.076]  Where did we see this go?
[03:18:13.076 --> 03:18:19.621]  RICO statute eventually began being used against, it wasn't very long before they started using it against abortion protesters or other people.
[03:18:19.621 --> 03:18:20.002]  It's being
[03:18:20.642 --> 03:18:26.445]  Uh, put out that they would like to use RICO statutes against people who don't agree with man-made global warming.
[03:18:26.445 --> 03:18:33.968]  You have to understand that once they start this out, they're going to put it against, uh, people who are true criminals, but they're going to bring this out to the entire population.
[03:18:34.895 --> 03:18:40.859]  The fastest growing area of the intelligence surveillance community is geospatial intelligence.
[03:18:40.859 --> 03:18:44.481]  We talked about this with Jade Helm last year when they talked about mastering the human domain.
[03:18:44.481 --> 03:18:49.724]  You understand that is about human domain analytics, exactly what they're talking about here.
[03:18:49.724 --> 03:18:52.166]  And when you go back and you look at geospatial intelligence,
[03:18:52.526 --> 03:19:05.170]  Well, they map you onto the map, geographically onto the map, but they also map your political beliefs, your religious affiliations, who your friends are, things that are completely innocuous.
[03:19:05.170 --> 03:19:07.430]  They map everybody.
[03:19:07.430 --> 03:19:16.613]  And you have to understand what they are doing with this and where they're going in the long run is to shut down political enemies, not just going after violent criminals or terrorists.
[03:19:16.613 --> 03:19:18.153]  That is where this is headed.
[03:19:18.153 --> 03:19:20.054]  They want activity-based intelligence.
[03:19:20.054 --> 03:19:20.734]  The metadata
[03:19:21.587 --> 03:19:24.088]  That Hayden and these other people are lying to you about.
[03:19:24.088 --> 03:19:27.128]  That is the most important data they get.
[03:19:27.128 --> 03:19:29.549]  The metadata is the most important data.
[03:19:29.549 --> 03:19:34.350]  When they say, we're not recording your conversations, well, you know, as William Benny has pointed out, that's a lie.
[03:19:34.350 --> 03:19:40.871]  But the most important data that they're getting is the metadata, because with that, they can build a complete profile of you.
[03:19:40.871 --> 03:19:46.552]  And we have another story that's on the Drudge Report, how a company has already built a profile on every single adult American.
[03:19:47.634 --> 03:19:51.241]  This is the kind of surveillance state that we need to shut down.
[03:19:51.241 --> 03:19:52.785]  Stay with us, we'll be right back.
[03:19:52.785 --> 03:19:54.728]  And we're gonna have ColdFusion at the bottom of the hour.
[03:20:02.034 --> 03:20:05.495]  So you've got to take a state construction license exam or certification.
[03:20:05.495 --> 03:20:07.936]  Can't decide on what books or what chapters to study?
[03:20:07.936 --> 03:20:12.498]  Discover right now how you can eliminate unnecessary books and wasted study time.
[03:20:12.498 --> 03:20:20.061]  At ContractorExam.com, our study materials zero in on state-required test topics in an effective, multiple-choice format.
[03:20:20.061 --> 03:20:27.704]  So whether you're a plumber, electrician, general contractor or other construction-related trade, ContractorExam.com will help get you prepared.
[03:20:27.704 --> 03:20:31.506]  Visit us at www.ContractorExam.com today.
[03:20:31.886 --> 03:20:36.068]  KatieArmor.com is your one-stop shop for the highest quality body armor.
[03:20:36.068 --> 03:20:36.708]  Period.
[03:20:36.708 --> 03:20:40.769]  With packages starting at $169.99 and free shipping on every order.
[03:20:40.769 --> 03:20:42.470]  Why would you go anywhere else?
[03:20:42.470 --> 03:20:45.371]  Katie offers rifle threat rated armor up to level 4.
[03:20:45.371 --> 03:20:47.152]  And now introducing Trauma Pads.
[03:20:47.152 --> 03:20:51.413]  Go to KatieArmor.com and get your body armor today while you still can.
[03:20:51.413 --> 03:20:56.075]  Mention this ad and receive a free water filter for a limited time with any body armor package.
[03:20:56.075 --> 03:20:57.516]  Go to KatieArmor.com.
[03:20:57.516 --> 03:20:59.616]  That's K-A-T-I-Armor.com.
[03:20:59.616 --> 03:21:00.617]  Come and take it.
[03:21:01.584 --> 03:21:06.567]  Hello, I'm Mike Lindell, the inventor of MyPillow, and like all of you out there, I have problems sleeping.
[03:21:06.567 --> 03:21:14.233]  Pillows would go flat, I would flip-flop all night long, I would wake up with a sore neck, maybe a headache, or feel like I needed a nap even though I slept eight hours.
[03:21:14.233 --> 03:21:22.278]  When I invented MyPillow, I wanted it to where you can move the patent and fill to give you the exact support you need as an individual, regardless of sleep position.
[03:21:22.498 --> 03:21:26.761]  MyPillow will get you into that deep REM sleep faster and you will stay there longer.
[03:21:26.761 --> 03:21:31.244]  It's not about how much time we spend in bed, it's about how much of that quality sleep we get.
[03:21:31.244 --> 03:21:34.146]  I do all of my own manufacturing right here in the United States.
[03:21:34.146 --> 03:21:35.567]  I have a 10-year warranty.
[03:21:35.567 --> 03:21:41.251]  You can wash and dry MyPillow and I give you a 60-day money-back guarantee so you have nothing to lose.
[03:21:41.251 --> 03:21:42.832]  And here's my best offer ever.
[03:21:42.832 --> 03:21:45.714]  You can buy one of MyPillows and get one absolutely free.
[03:21:45.714 --> 03:21:46.835]  Go to MyPillow.com
[03:21:47.355 --> 03:21:49.597]  Or call 800-870-0305 and use promo code GCN.
[03:21:49.597 --> 03:21:52.539]  That's MyPillow.com or 800-870-0305 with promo code GCN.
[03:22:01.144 --> 03:22:03.106]  Who's among the worst at keeping your data private?
[03:22:03.106 --> 03:22:06.850]  The Electronic Frontier Foundation Privacy Report says it's AT&T.
[03:22:06.850 --> 03:22:13.096]  AT&T customers need to know this when calling the Alex Jones 24-7 listen line at 1-605-562-9000.
[03:22:13.096 --> 03:22:14.358]  Big Brother is listening.
[03:22:14.358 --> 03:22:18.322]  No apps, no data, no internet needed, and no extra cost if you have unlimited minutes.
[03:22:18.502 --> 03:22:22.866]  Call the Alex Jones 24-7 Listen Line on any phone, but please don't use AT&T.
[03:22:22.866 --> 03:22:25.568]  For everyone else, bookmark Alex Jones Listen Line number today.
[03:22:25.568 --> 03:22:27.529]  1-605-562-9000.
[03:22:27.529 --> 03:22:30.932]  That's 1-605-562-9000.
[03:22:30.932 --> 03:22:37.678]  By now you know that wireless technology, like cell phones, do in fact pose dangers to the health and privacy of everyone.
[03:22:37.878 --> 03:22:42.862]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[03:22:42.862 --> 03:22:45.144]  No scare tactics, just common sense.
[03:22:45.144 --> 03:22:51.750]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[03:22:51.750 --> 03:22:56.795]  Learn more at BlockItPocket.com or call 888-315-9618.
[03:22:56.795 --> 03:22:59.978]  BlockItPocket.com, enhancing health and privacy.
[03:23:00.658 --> 03:23:06.604]  Men, if you're like me, you appreciate the feeling of a clean, smooth shave from a quality blade.
[03:23:06.604 --> 03:23:10.367]  The sort of shave that cuts clean without the burn.
[03:23:10.367 --> 03:23:19.755]  So why are you messing around with generic razors that cost $32 for an 8-pack, when you can shave with Harry's high-quality German-engineered blades for half the price?
[03:23:20.476 --> 03:23:33.367]  And because Harry's is so confident in the quality of their blades, they'll send you their most popular set, complete with a razor, one of their world-famous blades, shaving cream, and post-shave balm for free, if you cover shipping.
[03:23:33.367 --> 03:23:36.970]  A total value of $20 at no cost to you, with code 1151 at checkout.
[03:23:38.331 --> 03:23:40.993]  They're way of saying thank you for trying them.
[03:23:40.993 --> 03:23:45.816]  How is Harry's able to save you all this money and still give you the best shave you'll ever enjoy?
[03:23:45.816 --> 03:23:48.858]  By owning the factory that manufactures the blades.
[03:23:48.858 --> 03:23:49.859]  That's how.
[03:23:49.859 --> 03:23:56.363]  Go to harrys.com now and enter code 1151 at checkout to claim your free trial set and poche balm.
[03:23:56.363 --> 03:23:58.045]  That's harrys.com.
[03:23:58.045 --> 03:23:58.265]  Code 1151.
[03:24:05.598 --> 03:24:15.961]  Welcome back to the Alex Jones Show, I'm David Knight.
[03:24:15.961 --> 03:24:22.503]  In the next segment we're going to be talking to someone about the state of the art in cold fusion.
[03:24:22.503 --> 03:24:24.824]  And we're going to, that's a very disruptive technology.
[03:24:24.824 --> 03:24:32.866]  You know, when we look at technology and how it has the chance to, the opportunity to completely change our world as we know it.
[03:24:32.866 --> 03:24:34.507]  That's why we talk so much about things like
[03:24:35.429 --> 03:24:41.450]  Self-driving cars, where the government's going to take over control of all private transportation.
[03:24:41.450 --> 03:24:43.531]  They're going to track and tax everything you do.
[03:24:43.531 --> 03:24:45.771]  They're going to control your movements with that.
[03:24:45.771 --> 03:24:50.672]  But this could possibly be a freeing technology, but it certainly would be a disruptive technology.
[03:24:50.672 --> 03:24:55.173]  It's going to change the control that our government exerts through the petrodollar.
[03:24:55.173 --> 03:24:57.674]  It's going to change scarcity of energy.
[03:24:58.274 --> 03:25:01.316]  And it could have a lot of effect on wars.
[03:25:01.316 --> 03:25:05.259]  Of course, the people who have a lot to lose are the people who start our wars.
[03:25:05.259 --> 03:25:10.582]  And when they see things start to change in a disruptive way they don't like, they have other ways of disrupting us.
[03:25:10.582 --> 03:25:12.524]  So we're going to talk to him in the next segment.
[03:25:12.524 --> 03:25:17.667]  Before we get on with some breaking news here, I want to remind you that we have extended the specials.
[03:25:17.667 --> 03:25:26.293]  We still have some stock, but it's going to end very shortly because we have to save these items for the people who are on auto-ship.
[03:25:26.693 --> 03:25:34.557]  And these are some of the sales that we had in our mega special that we had a 24 hour actually 28 hour special last week.
[03:25:34.557 --> 03:25:42.280]  We have still have 40% off brain force, 30% off vitamin mineral fusion, and 30% off DNA force.
[03:25:42.280 --> 03:25:43.301]  Those specials are still up.
[03:25:43.821 --> 03:25:47.204]  They will be taken down this weekend because we are running out of stock.
[03:25:47.204 --> 03:25:52.447]  And those are huge savings, especially the dollar figure that you save off of DNA Force.
[03:25:52.447 --> 03:25:53.908]  30% off that is huge.
[03:25:53.908 --> 03:25:57.551]  And everything at the store is still free shipping.
[03:25:57.551 --> 03:26:03.295]  So we have store-wide free shipping, plus 40% off Brain Force, 30% off Vitamin Mineral Fusion.
[03:26:03.295 --> 03:26:05.456]  That's the broad-based energy drink.
[03:26:05.456 --> 03:26:05.997]  Tastes great.
[03:26:06.637 --> 03:26:12.363]  Get your minerals as well as vitamins in a great tasting format and 30% off DNA Force.
[03:26:12.363 --> 03:26:22.574]  You know one of the things I was looking at of course here is people just keep this controversy with Khan going and as some people pointed out
[03:26:24.059 --> 03:26:30.481]  Didn't Hillary Clinton disrespect the Gold Star families when she lied to them and the public about Benghazi?
[03:26:30.481 --> 03:26:33.042]  Perhaps she caused the death of those people.
[03:26:33.042 --> 03:26:34.543]  That's what we're very concerned about.
[03:26:34.543 --> 03:26:36.023]  But look at the other aspect of this.
[03:26:36.023 --> 03:26:38.524]  This Sharia Khan guy, okay?
[03:26:38.524 --> 03:26:44.586]  This guy who is really not an expert on the Constitution by any means, but he is an expert on Sharia law.
[03:26:45.266 --> 03:26:46.888]  He's written a lot of commentaries on it.
[03:26:46.888 --> 03:26:50.773]  He finally analyzes all the details of Sharia law.
[03:26:50.773 --> 03:26:54.057]  Look at what this looks like in practice, okay?
[03:26:54.057 --> 03:26:56.420]  There's a situation in Turkey.
[03:26:56.420 --> 03:26:57.721]  This is reported by CNN.
[03:26:57.721 --> 03:27:04.669]  A gay refugee living in Turkey has been found brutally murdered, his body so mutilated his friends could only identify him by his pants.
[03:27:05.689 --> 03:27:06.269]  Okay?
[03:27:06.269 --> 03:27:11.010]  And the picture that they have on here is ISIS throwing gay men off the building.
[03:27:11.010 --> 03:27:11.730]  Okay?
[03:27:11.730 --> 03:27:25.093]  When she has this guy speak to essentially introduce her, one of the few speakers that was speaking just before she spoke, ask yourself, okay, what is the message that Hillary Clinton was sending to us?
[03:27:25.093 --> 03:27:25.833]  Okay?
[03:27:25.833 --> 03:27:34.595]  She wants to put this guy out so badly because she's playing identity politics and she wants to attack Donald Trump ad hominem by misrepresenting what he wants to do with immigration.
[03:27:35.606 --> 03:27:46.690]  Not a blanket ban of Muslims, but determining the kind of people that we want to let into this country, as well vetting them, knowing something about these people, where they're from, what their background is.
[03:27:46.690 --> 03:27:57.854]  I mean, quite frankly, if I was president and I was looking at somebody like Khazir Khan, who had advocated Sharia law, I would say, no, he's not going to become a citizen of the United States.
[03:27:57.854 --> 03:28:00.195]  I would not have let him in, quite frankly, and let me tell you why.
[03:28:01.124 --> 03:28:05.705]  They say, these people, here's a gay guy, and this is just one aspect to Sharia law, of course.
[03:28:05.705 --> 03:28:12.587]  There's a lot of things in Sharia law for which you can get this kind of hatred, violence, and death penalty.
[03:28:12.587 --> 03:28:14.347]  Okay, they say, we identified him from his pants.
[03:28:14.347 --> 03:28:20.628]  They had cut him so violently, so violent, that two knives had broken inside of him.
[03:28:20.628 --> 03:28:22.209]  Then they beheaded him.
[03:28:22.209 --> 03:28:27.750]  His upper body was beyond recognition, said his friend, who CNN is not naming for safety reasons.
[03:28:28.632 --> 03:28:34.455]  That is the Sharia law that Khazir Khan advocates in practice.
[03:28:34.455 --> 03:28:41.759]  So, she not only, you know, she threw her gay supporters under the bus, quite frankly, by having this guy out there.
[03:28:41.759 --> 03:28:50.143]  She's trying to throw all of us under the bus by trying to bring in as many of these people as they can without vetting anybody.
[03:28:50.143 --> 03:28:51.624]  They're Muslims who are not maniacs.
[03:28:52.571 --> 03:28:57.453]  But we'd want to make sure we don't let the maniacs in to the asylum here, okay?
[03:28:57.453 --> 03:28:59.193]  Turn this into Arkham Asylum.
[03:28:59.193 --> 03:29:04.035]  She put that out there and basically... Look at this insanity, okay?
[03:29:04.035 --> 03:29:13.057]  A man who stood up to the Munich shooters is now facing prosecution in Germany because he insulted the guy who had just shot nine people.
[03:29:13.057 --> 03:29:14.058]  How's that for insanity?
[03:29:14.938 --> 03:29:15.358]  Okay?
[03:29:15.358 --> 03:29:19.701]  How's that for political correctness run to the nth degree?
[03:29:19.701 --> 03:29:21.242]  Do you understand that?
[03:29:21.242 --> 03:29:25.725]  Do you understand that is essentially what the Democrat National Convention was doing?
[03:29:25.725 --> 03:29:32.069]  They put a guy up there who is advocating a system of law that results in what I just read to you.
[03:29:32.069 --> 03:29:32.570]  Okay?
[03:29:32.570 --> 03:29:33.991]  And it's not just gays they do it to.
[03:29:33.991 --> 03:29:35.111]  They do it to Christians.
[03:29:35.111 --> 03:29:36.352]  They do it to Muslim converts.
[03:29:36.352 --> 03:29:37.853]  They do it to people who commit adultery.
[03:29:37.853 --> 03:29:41.576]  They have a long laundry list of people they hate and get violent with.
[03:29:42.536 --> 03:29:51.702]  So she puts this guy up there, but they go to the mat for political correctness, just like they want to jail this guy, prosecute this guy for insulting the shooter.
[03:29:51.702 --> 03:29:52.623]  We'll be right back.
[03:29:52.623 --> 03:29:55.144]  The Empire's on the run.
[03:29:55.144 --> 03:29:57.826]  Alex Jones and the GCN Radio Network.
[03:30:01.920 --> 03:30:04.163]  Yesterday, Dakota Meyer, a U.S.
