[00:00.000 --> 00:01.400]  We've got it, Bada.
[01:19:29.800 --> 01:19:31.800]  is on everyone's mind.
[01:19:31.800 --> 01:19:33.800]  The unemployment, the loss of homes,
[01:19:33.800 --> 01:19:35.800]  lost businesses and skyrocketing food costs
[01:19:35.800 --> 01:19:37.800]  are hitting every American
[01:19:37.800 --> 01:19:39.800]  so everyone needs food security.
[01:19:39.800 --> 01:19:41.800]  Folks, this month you will get free shipping
[01:19:41.800 --> 01:19:43.800]  on every food order from eFood Direct.
[01:19:43.800 --> 01:19:45.800]  That's right, every order gets free shipping
[01:19:45.800 --> 01:19:47.800]  on September 6.
[01:19:47.800 --> 01:19:49.800]  Get stocked up with the best durable foods
[01:19:49.800 --> 01:19:51.800]  out there with eFoods Direct
[01:19:51.800 --> 01:19:53.800]  and be prepared for any emergency
[01:19:53.800 --> 01:19:55.800]  before it happens.
[01:19:55.800 --> 01:19:57.800]  Take advantage of this special call
[01:19:57.800 --> 01:19:59.800]  800-409-5633
[01:19:59.800 --> 01:20:01.800]  or go to eFoodsDirect.com
[01:20:01.800 --> 01:20:03.800]  slash Alex.
[01:20:03.800 --> 01:20:05.800]  Coast to coast,
[01:20:05.800 --> 01:20:07.800]  direct from Austin.
[01:20:07.800 --> 01:20:09.800]  You're listening to the Alex Jones Broadcasting Network.
[01:20:09.800 --> 01:20:15.800]  Music plays
[01:20:15.800 --> 01:20:17.800]  You know, what's going on is
[01:20:17.800 --> 01:20:19.800]  there's a lot of people that think they're
[01:20:19.800 --> 01:20:21.800]  members of the establishment out there
[01:20:21.800 --> 01:20:23.800]  and they wear suits and they sit there
[01:20:23.800 --> 01:20:25.800]  in little stuffed coats and
[01:20:25.800 --> 01:20:27.800]  try to talk real calm like an MPR
[01:20:27.800 --> 01:20:29.800]  propagandist.
[01:20:29.800 --> 01:20:31.800]  I'm getting angry. I'm getting motivated.
[01:20:31.800 --> 01:20:33.800]  I'm telling you how I really feel
[01:20:33.800 --> 01:20:35.800]  and what I intellectually really see.
[01:20:35.800 --> 01:20:37.800]  We got a bunch of foreign banks
[01:20:37.800 --> 01:20:39.800]  that have seized our government
[01:20:39.800 --> 01:20:41.800]  that are butchering our Constitution
[01:20:41.800 --> 01:20:43.800]  that are setting up a police state
[01:20:43.800 --> 01:20:45.800]  to secure their ill-gotten gains
[01:20:45.800 --> 01:20:47.800]  to raise all these new taxes and austerity
[01:20:47.800 --> 01:20:49.800]  to pay them the money they've stolen
[01:20:49.800 --> 01:20:51.800]  in derivatives.
[01:20:51.800 --> 01:20:53.800]  And I'm not putting up with it.
[01:20:53.800 --> 01:20:55.800]  And meanwhile, the government's always overdoing this
[01:20:55.800 --> 01:20:57.800]  to protect you from al-Qaeda.
[01:20:57.800 --> 01:20:59.800]  I saw they've got drone attacks all over
[01:20:59.800 --> 01:21:01.800]  North Africa to fight al-Qaeda
[01:21:01.800 --> 01:21:03.800]  based out of Libya.
[01:21:03.800 --> 01:21:05.800]  They just put al-Qaeda in control of Libya.
[01:21:05.800 --> 01:21:07.800]  They do like you're an idiot.
[01:21:07.800 --> 01:21:09.800]  They give you people with voting
[01:21:09.800 --> 01:21:11.800]  records about as liberal as
[01:21:11.800 --> 01:21:13.800]  Bill Clinton, Mitt Romney
[01:21:13.800 --> 01:21:15.800]  and Rick Perry and tell you they're great.
[01:21:15.800 --> 01:21:17.800]  And yes, then they sit there and say
[01:21:17.800 --> 01:21:19.800]  we've got to have war with Iran.
[01:21:19.800 --> 01:21:21.800]  An Ahmed denigide is about to be out of
[01:21:21.800 --> 01:21:23.800]  office when the UN is in there.
[01:21:23.800 --> 01:21:25.800]  The reactors cannot produce weapons
[01:21:25.800 --> 01:21:27.800]  material. But so what?
[01:21:27.800 --> 01:21:29.800]  Dozens of countries have weapons.
[01:21:29.800 --> 01:21:31.800]  South Africa has nukes. We're going to
[01:21:31.800 --> 01:21:33.800]  attack them. The Russians had
[01:21:33.800 --> 01:21:35.800]  10,000 nukes. We never had a war with them.
[01:21:35.800 --> 01:21:37.800]  Iran gets one nuke. They use them.
[01:21:37.800 --> 01:21:39.800]  They're a parking lot.
[01:21:39.800 --> 01:21:41.800]  What about somebody staging a nuke attack, though,
[01:21:41.800 --> 01:21:43.800]  to start World War III, to politically
[01:21:43.800 --> 01:21:45.800]  then get everybody to stand down
[01:21:45.800 --> 01:21:47.800]  and go along with the police state takeover?
[01:21:47.800 --> 01:21:49.800]  Did you ever think about that?
[01:21:49.800 --> 01:21:51.800]  Or is it too much fun to hate
[01:21:51.800 --> 01:21:53.800]  Ahmed denigide because he doesn't look like
[01:21:53.800 --> 01:21:55.800]  you?
[01:21:55.800 --> 01:21:57.800]  Denigide denigide.
[01:21:57.800 --> 01:21:59.800]  I'm having this Freudian
[01:21:59.800 --> 01:22:01.800]  weird foible. Is it denigide or denigide,
[01:22:01.800 --> 01:22:03.800]  Aaron?
[01:22:03.800 --> 01:22:05.800]  Denigide. Ahmed denigide. Always said it right.
[01:22:05.800 --> 01:22:07.800]  Let me again, jeed. I'm going to keep saying jeed.
[01:22:07.800 --> 01:22:09.800]  Robert and George have finished your point.
[01:22:09.800 --> 01:22:11.800]  We're going to report from Aaron Dykes.
[01:22:11.800 --> 01:22:13.800]  And then go on to more calls.
[01:22:13.800 --> 01:22:15.800]  Yes, common sense when you think it through about
[01:22:15.800 --> 01:22:17.800]  Mike Cuckabee's comment about irresponsibility
[01:22:17.800 --> 01:22:19.800]  allowing them to have a nuke.
[01:22:19.800 --> 01:22:21.800]  But if the tankers can't come to our country
[01:22:21.800 --> 01:22:23.800]  they're sitting empty because
[01:22:23.800 --> 01:22:25.800]  the Saudi Arabia oil fields have been
[01:22:25.800 --> 01:22:27.800]  bombed out in the Strait Hormuz's
[01:22:27.800 --> 01:22:29.800]  mind.
[01:22:29.800 --> 01:22:31.800]  The trucks won't be able to run
[01:22:31.800 --> 01:22:33.800]  to the grocery stores to restock
[01:22:33.800 --> 01:22:35.800]  that. People won't be able to fuel
[01:22:35.800 --> 01:22:37.800]  the cars to get to work.
[01:22:37.800 --> 01:22:39.800]  And so we're already teetering, well we're already
[01:22:39.800 --> 01:22:41.800]  into depression. But that'll cause
[01:22:41.800 --> 01:22:43.800]  absolute anarchy in this country.
[01:22:43.800 --> 01:22:45.800]  But the globalists would love that because
[01:22:45.800 --> 01:22:47.800]  then they can blame all the problems
[01:22:47.800 --> 01:22:49.800]  I ran while the foreign banks
[01:22:49.800 --> 01:22:51.800]  got the country. See, we think of our government
[01:22:51.800 --> 01:22:53.800]  as like this patriotic group.
[01:22:53.800 --> 01:22:55.800]  It's openly owned by offshore banks
[01:22:55.800 --> 01:22:57.800]  who are exempt from taxes
[01:22:57.800 --> 01:22:59.800]  and then have their heads like Buffett
[01:22:59.800 --> 01:23:01.800]  come out and call for raising taxes
[01:23:01.800 --> 01:23:03.800]  to get rich when he helped write the
[01:23:03.800 --> 01:23:05.800]  loopholes for himself.
[01:23:05.800 --> 01:23:07.800]  Yeah, but here's the deal. When Ron Paul
[01:23:07.800 --> 01:23:09.800]  gets cornered again, whether it's in a
[01:23:09.800 --> 01:23:11.800]  debate or some reporter,
[01:23:11.800 --> 01:23:13.800]  he needs to bring that point up
[01:23:13.800 --> 01:23:15.800]  that that will be far more reckless
[01:23:15.800 --> 01:23:17.800]  if we started a war with Iran.
[01:23:17.800 --> 01:23:19.800]  I didn't know if somehow
[01:23:19.800 --> 01:23:21.800]  you could get that over to Ron Paul
[01:23:21.800 --> 01:23:23.800]  the next time they, you know, pull a dirty trick on him.
[01:23:23.800 --> 01:23:25.800]  Well, Ron Paul's going to do what Ron Paul
[01:23:25.800 --> 01:23:27.800]  is going to do and he certainly played the nice guy.
[01:23:27.800 --> 01:23:29.800]  But now's the time to get aggressive.
[01:23:29.800 --> 01:23:31.800]  Robert, thank you. I'm going to talk
[01:23:31.800 --> 01:23:33.800]  to Aaron Dykes here for a few minutes.
[01:23:33.800 --> 01:23:35.800]  We're going to let his call go now.
[01:23:35.800 --> 01:23:37.800]  Robert, thank you. And then we're going
[01:23:37.800 --> 01:23:39.800]  to come back with a Barry T.J.
[01:23:39.800 --> 01:23:41.800]  Jim Benjamin, Jerry Will,
[01:23:41.800 --> 01:23:43.800]  Chase, Kathy, Brian and others.
[01:23:43.800 --> 01:23:45.800]  Aaron Dykes, I appreciate you coming on Sunday
[01:23:45.800 --> 01:23:47.800]  because I hadn't talked to you since I sent you
[01:23:47.800 --> 01:23:49.800]  Thursday to cover the Marshall Law
[01:23:49.800 --> 01:23:51.800]  Drill there in Florida.
[01:23:51.800 --> 01:23:53.800]  Tell us, tell us exactly what you and Darren
[01:23:53.800 --> 01:23:55.800]  McBrain for Info Wars Nightly News
[01:23:55.800 --> 01:23:57.800]  witnessed out there.
[01:23:57.800 --> 01:23:59.800]  Well, we got back yesterday, Alex,
[01:23:59.800 --> 01:24:01.800]  and the exercise took place mostly on Friday
[01:24:01.800 --> 01:24:03.800]  starting around 5 a.m.
[01:24:03.800 --> 01:24:05.800]  and they said they took more than 18 months
[01:24:05.800 --> 01:24:07.800]  putting this together. I never saw the full budget
[01:24:07.800 --> 01:24:09.800]  but it was Homeland Security grants
[01:24:09.800 --> 01:24:11.800]  so our money and they were just frothing
[01:24:11.800 --> 01:24:13.800]  all around the city shutting down everything
[01:24:13.800 --> 01:24:15.800]  using all these facilities
[01:24:15.800 --> 01:24:17.800]  and they had four public facilities
[01:24:17.800 --> 01:24:19.800]  where the media was sort of invited
[01:24:19.800 --> 01:24:21.800]  but then they still freaked out
[01:24:21.800 --> 01:24:23.800]  and then they interrogated us at almost every location.
[01:24:23.800 --> 01:24:24.800]  Then they had...
[01:24:24.800 --> 01:24:26.800]  Well, you're the enemy. You're the American people.
[01:24:26.800 --> 01:24:27.800]  They worked for foreign banks.
[01:24:27.800 --> 01:24:29.800]  Then they had other secret locations
[01:24:29.800 --> 01:24:31.800]  including the sports stadium and when we showed up there
[01:24:31.800 --> 01:24:33.800]  they really got weird.
[01:24:33.800 --> 01:24:35.800]  And tell us why they got weird.
[01:24:35.800 --> 01:24:37.800]  They didn't want you seeing the children.
[01:24:37.800 --> 01:24:39.800]  Yeah, because they were doing a relocation drill
[01:24:39.800 --> 01:24:41.800]  taking the children to the sports stadium
[01:24:41.800 --> 01:24:43.800]  and that would be from all the Denver Public Schools
[01:24:43.800 --> 01:24:45.800]  and then have the parents pick them up afterwards.
[01:24:45.800 --> 01:24:47.800]  They did a FEMA drill
[01:24:47.800 --> 01:24:49.800]  using fake parents to pick up
[01:24:49.800 --> 01:24:51.800]  some real children.
[01:24:51.800 --> 01:24:53.800]  And again, why is FEMA involved with people's kids?
[01:24:53.800 --> 01:24:55.800]  A, saw how great they did with the Superdome
[01:24:55.800 --> 01:24:57.800]  in New Orleans.
[01:24:57.800 --> 01:24:59.800]  And B, we've got the documents a decade ago.
[01:24:59.800 --> 01:25:01.800]  This is just training for the cops
[01:25:01.800 --> 01:25:03.800]  to take political dissidents to sports stadiums
[01:25:03.800 --> 01:25:05.800]  and to make the parents come turn their guns in
[01:25:05.800 --> 01:25:07.800]  to get their kids.
[01:25:07.800 --> 01:25:09.800]  Well, yeah, if you use the pretext that is keeping them safe
[01:25:09.800 --> 01:25:11.800]  from a school shooter then it sounds nice
[01:25:11.800 --> 01:25:13.800]  and happy to bring them to the stadium
[01:25:13.800 --> 01:25:15.800]  but yeah, it could be anything.
[01:25:15.800 --> 01:25:17.800]  Well, we happen to know from the clergy response teams
[01:25:17.800 --> 01:25:19.800]  that when the parents come you check their ID
[01:25:19.800 --> 01:25:21.800]  and oh, we need to take you in for questioning
[01:25:21.800 --> 01:25:23.800]  and disappear.
[01:25:23.800 --> 01:25:25.800]  Right, but when we tried to check out the story
[01:25:25.800 --> 01:25:27.800]  and find out what they meant by testing
[01:25:27.800 --> 01:25:29.800]  student-teacher processing activities
[01:25:29.800 --> 01:25:31.800]  at Mile High Stadium, which has been renamed
[01:25:31.800 --> 01:25:33.800]  a few times over the years,
[01:25:33.800 --> 01:25:35.800]  they wouldn't let us in, they wouldn't tell us anything.
[01:25:35.800 --> 01:25:37.800]  And finally, after like an hour of waiting,
[01:25:37.800 --> 01:25:39.800]  finally they sent out the Denver Police
[01:25:39.800 --> 01:25:41.800]  Victims Unit guy to talk to us
[01:25:41.800 --> 01:25:43.800]  and they're kind of like, oh, you stayed too long
[01:25:43.800 --> 01:25:45.800]  at the elementary school drill earlier.
[01:25:45.800 --> 01:25:47.800]  There's nothing to see here, but yes,
[01:25:47.800 --> 01:25:49.800]  it is our goal to bring all children
[01:25:49.800 --> 01:25:51.800]  to the sports stadium in this drill
[01:25:51.800 --> 01:25:53.800]  or any real event.
[01:25:53.800 --> 01:25:55.800]  Aaron, what did you think of
[01:25:55.800 --> 01:25:57.800]  the school you went to
[01:25:57.800 --> 01:25:59.800]  that had the first graders with cops
[01:25:59.800 --> 01:26:01.800]  aiming guns at them?
[01:26:01.800 --> 01:26:03.800]  It was surreal to say the least.
[01:26:03.800 --> 01:26:05.800]  I mean, of course, if there really was a school shooter
[01:26:05.800 --> 01:26:07.800]  it makes sense to bring in the cops, but what are they really
[01:26:07.800 --> 01:26:09.800]  using the SWAT teams for?
[01:26:09.800 --> 01:26:11.800]  To knock up people's homes, growing gardens
[01:26:11.800 --> 01:26:13.800]  and the rest of it, right?
[01:26:13.800 --> 01:26:15.800]  If there was a school shooter,
[01:26:15.800 --> 01:26:17.800]  the first cop in just ran in, drove
[01:26:17.800 --> 01:26:19.800]  his car up, jumped in, ran in
[01:26:19.800 --> 01:26:21.800]  and shot the guy like with the UT tower
[01:26:21.800 --> 01:26:23.800]  shooter, they didn't play games.
[01:26:23.800 --> 01:26:25.800]  Now, in every case, they wait like four hours
[01:26:25.800 --> 01:26:27.800]  and just sit there and they tell everybody
[01:26:27.800 --> 01:26:29.800]  get in the classroom, bow down, so we get a higher death toll.
[01:26:29.800 --> 01:26:31.800]  It's actual training instead
[01:26:31.800 --> 01:26:33.800]  of like evacuate, get out, it's like
[01:26:33.800 --> 01:26:35.800]  wait for the shooter, suck their boots when they come
[01:26:35.800 --> 01:26:37.800]  in, the cops will be there in four hours.
[01:26:37.800 --> 01:26:39.800]  Of course, usually it's the feds inside shooting
[01:26:39.800 --> 01:26:41.800]  the kids, that's why they've got to have the drill
[01:26:41.800 --> 01:26:43.800]  and make sure the other cops stay outside
[01:26:43.800 --> 01:26:45.800]  while they finish the work inside.
[01:26:45.800 --> 01:26:47.800]  Yeah, it's really sad and they had all the tables turned
[01:26:47.800 --> 01:26:49.800]  so yeah, it was a scenario where the shooter
[01:26:49.800 --> 01:26:51.800]  had been there for a while before the SWAT team
[01:26:51.800 --> 01:26:52.800]  showed up.
[01:26:52.800 --> 01:26:54.800]  By the way, I don't want to just make that statement, Aaron.
[01:26:54.800 --> 01:26:56.800]  I had the Rocky Mountain News reporter on
[01:26:56.800 --> 01:26:58.800]  about nine years ago about this
[01:26:58.800 --> 01:27:00.800]  and it's now defunct Rocky Mountain News,
[01:27:00.800 --> 01:27:02.800]  second biggest paper in Colorado.
[01:27:02.800 --> 01:27:04.800]  There were court cases and lawsuits
[01:27:04.800 --> 01:27:06.800]  and it came out in court that the SWAT teams
[01:27:06.800 --> 01:27:08.800]  actually shot some of the kids at Columbine
[01:27:08.800 --> 01:27:10.800]  and there were other shooters inside
[01:27:10.800 --> 01:27:12.800]  and 127 bombs at CBS News,
[01:27:12.800 --> 01:27:14.800]  so I'm not just saying that.
[01:27:14.800 --> 01:27:15.800]  Sorry, Aaron, go ahead.
[01:27:15.800 --> 01:27:17.800]  Yeah, it's upsetting.
[01:27:17.800 --> 01:27:19.800]  But as far as the drill we witnessed on Friday,
[01:27:19.800 --> 01:27:21.800]  who was playing the terrorist,
[01:27:21.800 --> 01:27:24.800]  it looked like a returning veteran to me, Alex.
[01:27:24.800 --> 01:27:26.800]  He was in the fatigues with the shooter gloves
[01:27:26.800 --> 01:27:28.800]  and it didn't look like...
[01:27:28.800 --> 01:27:29.800]  Well, we have all the training manuals.
[01:27:29.800 --> 01:27:30.800]  It's always a returning veteran.
[01:27:30.800 --> 01:27:32.800]  Veterans are the number one threat on
[01:27:32.800 --> 01:27:33.800]  Land Security admits that.
[01:27:33.800 --> 01:27:35.800]  So everything Homeland Security's been
[01:27:35.800 --> 01:27:37.800]  warning about and propagandizing about
[01:27:37.800 --> 01:27:40.800]  for a year and a half or so or probably longer,
[01:27:40.800 --> 01:27:42.800]  a year and a half that I'm directly aware of.
[01:27:42.800 --> 01:27:44.800]  They were playing out in one way or another
[01:27:44.800 --> 01:27:46.800]  in this drill that involved more than 100 agencies.
[01:27:46.800 --> 01:27:48.800]  Well, when we got the documents three years ago
[01:27:48.800 --> 01:27:50.800]  from good cops, Senate to us,
[01:27:50.800 --> 01:27:52.800]  where they said gun owners, conservatives,
[01:27:52.800 --> 01:27:54.800]  returning veterans are the enemy of America,
[01:27:54.800 --> 01:27:56.800]  Homeland Security did it, came out and said,
[01:27:56.800 --> 01:27:58.800]  yeah, that is who we trained to fight.
[01:27:58.800 --> 01:28:00.800]  And they put Al Qaeda in Libya, they're good,
[01:28:00.800 --> 01:28:02.800]  Al Qaeda's good, but George Washington is bad.
[01:28:02.800 --> 01:28:04.800]  And actually have FEMA saying George Washington
[01:28:04.800 --> 01:28:06.800]  is bad in my film Road to Turning.
[01:28:06.800 --> 01:28:09.800]  I have them training cops that George Washington is bad.
[01:28:09.800 --> 01:28:11.800]  And Ron Paul, by the way.
[01:28:11.800 --> 01:28:12.800]  Yeah.
[01:28:12.800 --> 01:28:14.800]  And this is not satire of your new listener.
[01:28:14.800 --> 01:28:16.800]  These are foreign banks that are destroying America.
[01:28:16.800 --> 01:28:18.800]  Of course they hate real Americans.
[01:28:18.800 --> 01:28:20.800]  But while they're prepping on the security
[01:28:20.800 --> 01:28:22.800]  with the mobile vans and everything
[01:28:22.800 --> 01:28:24.800]  and the NFL pat downs, is it any wonder
[01:28:24.800 --> 01:28:26.800]  they're doing scenarios with malls,
[01:28:26.800 --> 01:28:28.800]  with shopping centers, with sports?
[01:28:28.800 --> 01:28:30.800]  Well, they admit now TSA's is going to be in those,
[01:28:30.800 --> 01:28:31.800]  so they got to get you ready for the next
[01:28:31.800 --> 01:28:32.800]  stage event there.
[01:28:32.800 --> 01:28:34.800]  It's all a big rollout, Aaron.
[01:28:34.800 --> 01:28:37.800]  Yeah, and so we just saw a piece of that here on Friday.
[01:28:37.800 --> 01:28:39.800]  I know on InfoWars Nightly News,
[01:28:39.800 --> 01:28:41.800]  weeknight 7 o'clock, you're going to have a big report
[01:28:41.800 --> 01:28:43.800]  for us tomorrow, more footage.
[01:28:43.800 --> 01:28:45.800]  7 o'clock tomorrow, central 8 o'clock,
[01:28:45.800 --> 01:28:48.800]  eastern, prisonplanet.tv or infowarsnews.com.
[01:28:48.800 --> 01:28:50.800]  I'm going to come back with more calls
[01:28:50.800 --> 01:28:52.800]  than Luke Radowski from the Wall Street
[01:28:52.800 --> 01:28:53.800]  demonstration arrest.
[01:28:53.800 --> 01:28:54.800]  Aaron Dykes, thanks for joining us.
[01:28:54.800 --> 01:28:55.800]  Thanks, Alex.
[01:28:55.800 --> 01:29:05.800]  We'll be right back.
[01:29:25.800 --> 01:29:54.800]  We'll be right back.
[01:29:55.800 --> 01:30:21.800]  We'll be right back.
[01:30:21.800 --> 01:30:49.800]  We'll be right back.
[01:30:49.800 --> 01:31:18.800]  We'll be right back.
[01:31:18.800 --> 01:31:47.800]  We'll be right back.
[01:31:47.800 --> 01:32:13.800]  We'll be right back.
[01:32:13.800 --> 01:32:39.800]  We'll be right back.
[01:32:39.800 --> 01:33:08.800]  We'll be right back.
[01:33:10.800 --> 01:33:29.800]  You know, sometimes I have these shows.
[01:33:29.800 --> 01:33:31.800]  In fact, it's Sunday more often than not
[01:33:31.800 --> 01:33:33.800]  that I get angry, petulant,
[01:33:33.800 --> 01:33:35.800]  and I don't think do a very good job
[01:33:35.800 --> 01:33:38.800]  because I get in here and I read all this news
[01:33:38.800 --> 01:33:39.800]  before I go on air.
[01:33:39.800 --> 01:33:41.800]  And then I just get frustrated.
[01:33:41.800 --> 01:33:43.800]  Why does America have to be run like this?
[01:33:43.800 --> 01:33:45.800]  Why do we have to have hundreds
[01:33:45.800 --> 01:33:47.800]  of mainstream publications announcing
[01:33:47.800 --> 01:33:50.800]  global government run by private banks?
[01:33:50.800 --> 01:33:53.800]  And still, I've got to see national host
[01:33:53.800 --> 01:33:56.800]  make fun of me for talking about world government.
[01:33:56.800 --> 01:33:58.800]  I've had Nightline here.
[01:33:58.800 --> 01:34:02.800]  I've had MSNBC here, all of them.
[01:34:02.800 --> 01:34:07.800]  Politico, New York Times, Rolling Stone,
[01:34:07.800 --> 01:34:08.800]  you name it.
[01:34:08.800 --> 01:34:10.800]  And I'll say, yeah, there's a world government.
[01:34:10.800 --> 01:34:12.800]  They go, you really believe there's a world government
[01:34:12.800 --> 01:34:13.800]  being formed by private interest?
[01:34:13.800 --> 01:34:15.800]  And I'm like, here, let me show you
[01:34:15.800 --> 01:34:17.800]  20 mainstream news articles calling
[01:34:17.800 --> 01:34:19.800]  for a global corporate government
[01:34:19.800 --> 01:34:21.800]  that's exactly what we said was coming
[01:34:21.800 --> 01:34:23.800]  and show you documents proving it.
[01:34:23.800 --> 01:34:25.800]  And they just say, no, I don't want to see that.
[01:34:25.800 --> 01:34:26.800]  I'm here to interview you.
[01:34:26.800 --> 01:34:29.800]  See, they want to keep it like in this fantasy world,
[01:34:29.800 --> 01:34:31.800]  like, well, we choose to say there isn't one
[01:34:31.800 --> 01:34:33.800]  of these tyrannical governments forming,
[01:34:33.800 --> 01:34:35.800]  and you choose to say you believe it.
[01:34:35.800 --> 01:34:37.800]  I don't believe it.
[01:34:37.800 --> 01:34:39.800]  I know it.
[01:34:39.800 --> 01:34:44.800]  I don't believe every major vaccine manufacturer out there
[01:34:44.800 --> 01:34:46.800]  has been caught adding cancer viruses
[01:34:46.800 --> 01:34:48.800]  to vaccines on purpose.
[01:34:48.800 --> 01:34:53.800]  I am literally up to my eyeballs in documentation
[01:34:53.800 --> 01:34:56.800]  and did a whole new show Friday on it.
[01:34:56.800 --> 01:34:59.800]  But by the way, it's up on infowars.com.
[01:34:59.800 --> 01:35:01.800]  That section of Infowars Nightly News
[01:35:01.800 --> 01:35:04.800]  is up there for everybody as most of the show
[01:35:04.800 --> 01:35:07.800]  ends up there too later, ending up on infowars.com
[01:35:07.800 --> 01:35:10.800]  or presentplotter.com of Infowars Nightly News.
[01:35:10.800 --> 01:35:12.800]  It's shock, cause of cancer revealed.
[01:35:12.800 --> 01:35:15.800]  You might want to go watch it.
[01:35:15.800 --> 01:35:19.800]  And again, I'm supposed to just calmly set up here
[01:35:19.800 --> 01:35:22.800]  when I have government and corporate
[01:35:22.800 --> 01:35:25.800]  and foundation documents where they admit
[01:35:25.800 --> 01:35:27.800]  they were going to do this to the population,
[01:35:27.800 --> 01:35:29.800]  and then now they've done it,
[01:35:29.800 --> 01:35:31.800]  and the cancer rates have tripled.
[01:35:31.800 --> 01:35:34.800]  I keep saying double. That's in the last decade or so.
[01:35:34.800 --> 01:35:36.800]  They've actually tripled since 1980 on average.
[01:35:36.800 --> 01:35:39.800]  And I showed all those numbers and U.N. numbers.
[01:35:39.800 --> 01:35:41.800]  I mean, they're killing us.
[01:35:41.800 --> 01:35:43.800]  And instead, I'm supposed to just give money
[01:35:43.800 --> 01:35:45.800]  to some cancer treatment charity
[01:35:45.800 --> 01:35:47.800]  or shave my head and go jog for people with cancer,
[01:35:47.800 --> 01:35:49.800]  which is fine.
[01:35:49.800 --> 01:35:51.800]  But why not talk about why it's epidemic?
[01:35:51.800 --> 01:35:53.800]  Why little kids are dying everywhere from it?
[01:35:53.800 --> 01:35:55.800]  I'm supposed to just sit here and be calm
[01:35:55.800 --> 01:35:59.800]  and talk about how bad Obama is all day,
[01:35:59.800 --> 01:36:02.800]  instead of how bad the entire system is.
[01:36:02.800 --> 01:36:05.800]  I want it to stop. I'm not a chump.
[01:36:05.800 --> 01:36:08.800]  I'm not a sucker. I'm not a schmuck.
[01:36:08.800 --> 01:36:10.800]  I'm not an idiot. I'm not a mark.
[01:36:10.800 --> 01:36:12.800]  I'm not here to be a slave.
[01:36:12.800 --> 01:36:14.800]  I'm not here to be an idiot.
[01:36:14.800 --> 01:36:18.800]  I know what's going on because it's in my face
[01:36:18.800 --> 01:36:20.800]  and I don't like it.
[01:36:20.800 --> 01:36:22.800]  All right, I said I'm going to your calls.
[01:36:22.800 --> 01:36:24.800]  But I'm like somebody who goes through a buffet
[01:36:24.800 --> 01:36:26.800]  and puts too much on the plate.
[01:36:26.800 --> 01:36:28.800]  I called Aaron in here, had him on about two minutes.
[01:36:28.800 --> 01:36:30.800]  Now, Luke Radowski on Founder of We Are Changed,
[01:36:30.800 --> 01:36:32.800]  Great Patriot. He's reported for some
[01:36:32.800 --> 01:36:34.800]  large national news outlets like RT and others.
[01:36:34.800 --> 01:36:36.800]  He's on with us right now.
[01:36:36.800 --> 01:36:39.800]  He's been in and out of the week-long demonstrations.
[01:36:39.800 --> 01:36:41.800]  They're in New York. They're a bunch of arrests.
[01:36:41.800 --> 01:36:44.800]  Some say 80, some say 100, some say 20.
[01:36:44.800 --> 01:36:46.800]  I don't know. I've got a bunch of articles about it.
[01:36:46.800 --> 01:36:48.800]  I know you've been there off and on.
[01:36:48.800 --> 01:36:50.800]  Peaceful people trying to demonstrate.
[01:36:50.800 --> 01:36:52.800]  Nowhere in Lower Manhattan is it allowed,
[01:36:52.800 --> 01:36:55.800]  just like China, but oh, it's okay because we're America.
[01:36:55.800 --> 01:36:57.800]  And so you don't protest Wall Street
[01:36:57.800 --> 01:36:59.800]  and the media's calling them communists.
[01:36:59.800 --> 01:37:01.800]  And certainly some of them are communists.
[01:37:01.800 --> 01:37:03.800]  But nobody's a bigger communist than Wall Street
[01:37:03.800 --> 01:37:05.800]  with their tens of trillions of bailout money
[01:37:05.800 --> 01:37:07.800]  stealing our cash and Wall Street
[01:37:07.800 --> 01:37:09.800]  funding socialism to steal our money.
[01:37:09.800 --> 01:37:11.800]  So yeah, there's some dumb communes on the ground
[01:37:11.800 --> 01:37:13.800]  protesting their bosses. Yes.
[01:37:13.800 --> 01:37:15.800]  But I'm told, Luke, most of these people
[01:37:15.800 --> 01:37:17.800]  are in the fetters that really know what's going on.
[01:37:17.800 --> 01:37:19.800]  Luke Radowski, tell us what's happening.
[01:37:19.800 --> 01:37:21.800]  Most of these people are caring, loving Americans
[01:37:21.800 --> 01:37:24.800]  who want this system to end screwing everybody over.
[01:37:24.800 --> 01:37:26.800]  Sadly, when all the action was going on yesterday,
[01:37:26.800 --> 01:37:28.800]  I was actually across on the other side of town,
[01:37:28.800 --> 01:37:30.800]  but I ran to Union Square where
[01:37:30.800 --> 01:37:32.800]  all the arrests were happening.
[01:37:32.800 --> 01:37:34.800]  I actually got an interview with one of the people
[01:37:34.800 --> 01:37:36.800]  who survived the police beatings and escaped
[01:37:36.800 --> 01:37:38.800]  those orange nets, those orange nets
[01:37:38.800 --> 01:37:40.800]  that the NYPD hasn't used ever since
[01:37:40.800 --> 01:37:42.800]  the Republican National Convention.
[01:37:42.800 --> 01:37:44.800]  And the journalists were arrested.
[01:37:44.800 --> 01:37:46.800]  Women air were ripped out.
[01:37:46.800 --> 01:37:48.800]  I mean, people were pepper sprayed.
[01:37:48.800 --> 01:37:50.800]  And we got an interview with one of the survivors
[01:37:50.800 --> 01:37:52.800]  on our YouTube channel of everything that happened.
[01:37:52.800 --> 01:37:54.800]  And I was out there all day yesterday
[01:37:54.800 --> 01:37:56.800]  morning by Liberty Plaza.
