[00:00:02.745 --> 00:00:04.085]  Wow, folks.
[01:09:10.047 --> 01:09:12.388]  Others have been indicted for less.
[01:09:12.388 --> 01:09:14.209]  The American people will get justice.
[01:09:14.209 --> 01:09:23.673]  I cannot see any circumstance, even if she were to win this election, in which she will be able to govern or actually even able to appear in public.
[01:09:24.398 --> 01:09:30.020]  Meanwhile, Trump I think is soaring towards an upset victory here which will negate all of this.
[01:09:30.020 --> 01:09:32.881]  I presume that in the period between the election
[01:09:49.193 --> 01:09:57.096]  In the inauguration, Obama will probably pardon everybody who's been involved in this sordid mess.
[01:09:57.096 --> 01:10:00.917]  That would be the safest move for the establishment, but they seem so arrogant these days.
[01:10:00.917 --> 01:10:02.978]  They don't have the class they had with Nixon.
[01:10:02.978 --> 01:10:06.979]  It seems like they might just try it.
[01:10:06.979 --> 01:10:15.222]  Very possible, but I don't think anyone should assume that any of these issues or the dynamic that we're in goes away.
[01:10:15.222 --> 01:10:16.503]  There will be no honeymoon
[01:10:17.361 --> 01:10:24.145]  Regardless of who is elected president, there will be no cessation of tensions.
[01:10:24.145 --> 01:10:31.429]  This fight inside the country about what we want to be and whether we are a nation of laws or a nation of men is going to continue.
[01:10:32.813 --> 01:10:33.253]  That's right.
[01:10:33.253 --> 01:10:37.496]  Trump has just been the master of ceremonies, basically, here.
[01:10:37.496 --> 01:10:42.938]  And you and I and others in Drudge have been ringleaders, you know, here at the circus, trying to get folks awake.
[01:10:42.938 --> 01:10:45.280]  It's happened now.
[01:10:45.280 --> 01:10:49.042]  The worldwide awakening to globalism is only accelerating.
[01:10:49.042 --> 01:10:50.583]  And so that's the good news here.
[01:10:51.503 --> 01:11:03.148]  Is that we have come here to kick ass and chew bubblegum and we're all out of bubblegum and I mean it was in the Wall Street Journal and Associated Press as you know on Monday that major newspapers revenue is down 97.5% in the last quarter.
[01:11:03.148 --> 01:11:03.408]  That is...
[01:11:07.249 --> 01:11:11.394]  That is a heart attack with the heart completely dead.
[01:11:11.394 --> 01:11:14.037]  So, the entire mainstream media is in free fall.
[01:11:14.037 --> 01:11:19.984]  We are all exploding with rocket engines so huge, the only danger is we might blow up in our ascension.
[01:11:23.428 --> 01:11:24.969]  I'm not exaggerating.
[01:11:24.969 --> 01:11:29.750]  We now, on average, are having 10 to 15 million video views a day.
[01:11:29.750 --> 01:11:31.271]  We did a live show last night.
[01:11:31.271 --> 01:11:33.372]  It had 3 million viewers.
[01:11:33.372 --> 01:11:36.093]  Just an internet show with no promotion.
[01:11:36.093 --> 01:11:38.894]  You're putting out videos getting 20 million views a week.
[01:11:38.894 --> 01:11:44.095]  There's kids in farmhouses talking trash about Obama getting 68 million views a week.
[01:11:44.095 --> 01:11:45.836]  What the hell are they going to do?
[01:11:45.836 --> 01:11:48.457]  CNN doesn't get 68 million viewers in a frickin' month.
[01:11:49.574 --> 01:11:53.258]  That's why they're so desperate to get control of the Internet.
[01:11:53.258 --> 01:11:57.802]  That's why they're so desperate to quote-unquote regulate, that means shut down, the Internet.
[01:11:57.802 --> 01:12:03.347]  Because it has afforded us an avenue to communicate with each other that they never anticipated.
[01:12:04.122 --> 01:12:12.149]  In other words, the establishment, the media government establishment, no longer has a monopoly on mass communications in this country.
[01:12:12.149 --> 01:12:21.196]  And therefore it is the beginning of the end for the globalists and the two-party duopoly that have run this country into the ditch.
[01:12:21.196 --> 01:12:25.479]  Meanwhile, this just came across my computer, Danny Williams is trying to reach Jay-Z.
[01:12:25.479 --> 01:12:28.642]  He wants to ask him whether Black Lives Matter or not.
[01:12:29.181 --> 01:12:41.426]  He wants to ask him about whether he's familiar with the 1994 crime bill, which has incarcerated an entire generation of young black men for the non-violent crime of possession of small amounts of drugs.
[01:12:41.426 --> 01:12:45.828]  Maybe Jay-Z is unaware of Hillary's record of abuse of black people.
[01:12:45.828 --> 01:12:49.990]  Well, let's talk about that since you raised it.
[01:12:49.990 --> 01:12:53.631]  I've seen the numbers, correct me if I'm wrong, because you're the guy that really is in there looking at them.
[01:12:53.631 --> 01:12:57.493]  Record low turnout by African Americans for Hillary, very high turnout for Trump.
[01:12:59.148 --> 01:13:12.837]  It appears that looking at the early data in the state where there has been early voting, that African American turnout has been substantially down from where it was four years ago and eight years ago.
[01:13:12.837 --> 01:13:19.982]  Now that is of course partially understandable given the fact that Barack Obama is not on the national ticket.
[01:13:20.606 --> 01:13:27.368]  But at the same time, this is a key element of victory for Hillary Clinton.
[01:13:27.368 --> 01:13:30.849]  It's something she will have to have in order to get there.
[01:13:30.849 --> 01:13:47.394]  I believe the examination of the 1994 crime bill and the entire public exposure of Danny Williams, whose story I find extraordinarily credible, has undermined voter confidence among African Americans for Hillary Clinton.
[01:13:49.124 --> 01:13:53.425]  Let's talk the scare last night, briefly, out in Nevada.
[01:13:53.425 --> 01:13:57.967]  I mean, now we know it's a Democratic Party operative that was there to bird dog.
[01:13:57.967 --> 01:14:01.088]  What is the point of screaming, gun, gun, and then running at Trump?
[01:14:01.088 --> 01:14:04.269]  Just to make him look weak or something?
[01:14:04.269 --> 01:14:14.672]  Well, what I found particularly aggravating, Alex, and I was on with Joe Biggs last night on InfoWars to talk about this, is within seconds of this happening,
[01:14:15.644 --> 01:14:19.946]  We counted over 400 tweets blaming me.
[01:14:19.946 --> 01:14:24.709]  Roger Stone staged this to gain sympathy for Donald Trump.
[01:14:24.709 --> 01:14:28.371]  This is some serious Athos and Wonderland stuff.
[01:14:28.371 --> 01:14:29.612]  And it shows how rigged it is.
[01:14:29.612 --> 01:14:30.772]  It shows how rigged.
[01:14:30.772 --> 01:14:34.374]  Now they admit it's a Democratic Party bird-dogger that WikiLeaks has covered.
[01:14:34.374 --> 01:14:36.255]  So, why are they so scared of you?
[01:14:36.255 --> 01:14:37.356]  God, they're obsessed with you, buddy.
[01:14:38.413 --> 01:14:41.074]  Yeah, well, speak for yourself.
[01:14:41.074 --> 01:14:43.856]  They seem to have you in their sights as well.
[01:14:43.856 --> 01:14:52.841]  Very hard to understand, but clearly, the fact that this happened so quickly sheds the point of looking back on them.
[01:14:52.841 --> 01:14:55.162]  Back on David Brock and company.
[01:14:55.162 --> 01:14:56.083]  Well, it's Hondraj.
[01:14:56.083 --> 01:14:58.224]  He's a Democratic blogger, bird-dogger.
[01:14:58.224 --> 01:14:59.685]  I mean, they've got the guy.
[01:15:01.627 --> 01:15:12.850]  Clearly not staged by us, but it does make my heart jump because as I've told you many times, my single greatest concern has been for Donald's safety.
[01:15:12.850 --> 01:15:14.390]  They just don't understand Donald Trump.
[01:15:14.390 --> 01:15:17.071]  Alex, he is the single toughest human being I have ever met.
[01:15:29.238 --> 01:15:35.782]  This guy is the right man to send to negotiations with the Russians, with the Chinese, with our adversaries.
[01:15:35.782 --> 01:15:41.226]  He has ice water in his veins when it comes to toughness and standing up for the country.
[01:15:41.226 --> 01:15:45.389]  And he's not a physical coward like, say, Lyndon Johnson.
[01:15:45.389 --> 01:15:47.450]  And he knows he's taking his life in his hands.
[01:15:47.450 --> 01:15:49.912]  He has a very fatalistic view about it.
[01:15:49.912 --> 01:15:52.153]  He's going to save this country.
[01:15:52.153 --> 01:15:53.935]  Come on, it's time for Inside Baseball.
[01:15:53.935 --> 01:15:55.215]  Let's come back and talk about that briefly.
[01:15:55.215 --> 01:15:55.796]  You gotta go.
[01:15:55.796 --> 01:15:57.217]  Then we got Larry Nichols coming on.
[01:15:57.617 --> 01:16:00.919]  Do you ever wonder what happened to America?
[01:16:00.919 --> 01:16:05.002]  Because of what we did on this day, change has come to America.
[01:16:05.002 --> 01:16:07.664]  Something's wrong, and we all know it.
[01:16:07.664 --> 01:16:10.485]  I'm Charlie Daniels, and I'm here to tell you about it.
[01:16:10.485 --> 01:16:15.689]  The nation has been hijacked by international forces, bent on global governance.
[01:16:16.249 --> 01:16:22.438]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[01:16:22.438 --> 01:16:28.726]  God was in school, morality had a future, and beef was for supper.
[01:16:28.726 --> 01:16:31.310]  Revelation, dawn of global government.
[01:16:31.650 --> 01:16:32.830]  We're the solution!
[01:16:32.830 --> 01:16:33.750]  Americans!
[01:16:33.750 --> 01:16:35.331]  Ain't nothing more to it than that.
[01:16:35.331 --> 01:16:40.712]  Starring Alex Jones, Charlie Daniels, and Special Ops General Jerry Boykin.
[01:16:40.712 --> 01:16:42.412]  The ethical screening's on demand.
[01:16:42.412 --> 01:16:43.952]  DVD's now available.
[01:16:43.952 --> 01:16:47.873]  Wanna shed some tears over the red, white, and blue?
[01:16:47.873 --> 01:16:50.714]  Revelation, the movie, dot info.
[01:16:50.714 --> 01:16:53.474]  Americans need to see this film.
[01:16:53.474 --> 01:16:56.135]  Revelation, the movie, dot info.
[01:16:56.135 --> 01:16:57.015]  Let's fix it.
[01:16:57.575 --> 01:17:00.778]  A clean, toxic-free body is the foundation of true health.
[01:17:00.778 --> 01:17:03.120]  Deep Cleanze by InfoWarsLife.com.
[01:17:03.120 --> 01:17:10.146]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:17:10.146 --> 01:17:15.470]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:17:15.470 --> 01:17:24.458]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:17:24.858 --> 01:17:33.743]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:17:33.743 --> 01:17:40.828]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike Georex herbal processing technique.
[01:17:40.828 --> 01:17:46.231]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you a little faster.
[01:17:46.491 --> 01:17:52.116]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[01:17:52.116 --> 01:17:54.058]  That's Infowarslife.com or call 888-253-3139.
[01:17:58.627 --> 01:18:02.769]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[01:18:02.769 --> 01:18:10.253]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:18:10.253 --> 01:18:21.379]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:18:21.699 --> 01:18:29.507]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[01:18:29.507 --> 01:18:38.856]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[01:18:39.176 --> 01:18:43.600]  This formula is the platinum standard of multivitamin mineral products.
[01:18:43.600 --> 01:18:50.685]  The ingredients in Vitamin Mineral Fusion are either plant derived or of the highest quality lab standard.
[01:18:50.685 --> 01:18:52.146]  That means it's clean.
[01:18:52.146 --> 01:18:53.307]  That means it's pure.
[01:18:53.307 --> 01:18:56.209]  That's infowarswife.com and Vitamin Mineral Fusion.
[01:18:56.209 --> 01:18:57.891]  Take action now before we sell out.
[01:18:58.311 --> 01:19:00.333]  Rainforce, it's completely different.
[01:19:00.333 --> 01:19:01.575]  Try a bottle of it.
[01:19:01.575 --> 01:19:03.157]  Rob Dew joins us.
[01:19:03.157 --> 01:19:06.260]  You worked, I guess, like 20 plus hours.
[01:19:06.260 --> 01:19:07.361]  Tell us what Rainforce did.
[01:19:07.361 --> 01:19:08.363]  I've been working all day.
[01:19:08.363 --> 01:19:10.825]  I took a couple hours off coaching basketball.
[01:19:10.825 --> 01:19:12.227]  I get in here at 8 30.
[01:19:12.227 --> 01:19:12.948]  I was kind of
[01:19:13.148 --> 01:19:14.128]  I'm gonna run down.
[01:19:14.128 --> 01:19:16.069]  You know, I just didn't feel like I was gonna make it.
[01:19:16.069 --> 01:19:17.930]  And I really wanted to do a good job on the interview.
[01:19:17.930 --> 01:19:19.771]  I got my bottle of Brain Force right there.
[01:19:19.771 --> 01:19:20.831]  I popped two of them.
[01:19:20.831 --> 01:19:23.112]  And about 20 minutes later, it's like, bing!
[01:19:23.112 --> 01:19:24.893]  Everything just kind of clears up.
[01:19:24.893 --> 01:19:26.554]  It's got four and a half stars.
[01:19:26.554 --> 01:19:27.895]  People really love it.
[01:19:27.895 --> 01:19:28.495]  Read about it.
[01:19:28.495 --> 01:19:32.337]  Find out why third-party nutraceutical sites give it such high praise.
[01:19:32.337 --> 01:19:37.599]  Because it really does have the best organic-based systems that will blow your socks off.
[01:19:37.799 --> 01:19:41.822]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without BrainForce.
[01:19:41.822 --> 01:19:47.966]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more BrainForce and came in.
[01:19:47.966 --> 01:19:53.390]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:19:53.390 --> 01:19:55.191]  You're listening to the Alex Jones Show.
[01:20:20.750 --> 01:20:26.414]  He aligns himself with the truth, and it's time for you to choose a side.
[01:20:26.414 --> 01:20:29.596]  You're listening to Alex Jones.
[01:20:29.596 --> 01:20:30.957]  Look, I traffic Ian.
[01:20:32.998 --> 01:20:34.180]  Secrecy.
[01:20:34.180 --> 01:20:47.197]  I'm totally public about my life and what I stand for, but when you're where a journalist at and have sources, it's all about people having confidence in you that you won't release info on them, no matter it be positive or negative, unless they want it released.
[01:20:48.624 --> 01:20:50.726]  Uh, and boy, I tell you, I've been burned a lot because of that.
[01:20:50.726 --> 01:20:54.010]  You know, John Ronson said, I'm gonna sneak you in Bohemian Grove with me.
[01:20:54.010 --> 01:20:54.831]  I've got insiders.
[01:20:54.831 --> 01:20:55.952]  You can't tell people I went in with you.
[01:20:55.952 --> 01:20:57.293]  You've got a promise.
[01:20:57.293 --> 01:20:58.114]  And I said, absolutely.
[01:20:58.114 --> 01:21:04.841]  And two years later, he went on C-SPAN and said, Alex Jones didn't tell you I snuck in with him, did he?
[01:21:04.841 --> 01:21:09.085]  And he actually used that to burn me.
[01:21:09.085 --> 01:21:09.766]  So you think about that.
[01:21:11.903 --> 01:21:17.288]  So, but the point is, I got a lot of stuff obviously with Trump, stuff I can talk about and be in all the papers.
[01:21:17.288 --> 01:21:18.369]  I don't care about being in all the papers.
[01:21:18.369 --> 01:21:19.090]  It doesn't do anything.
[01:21:19.090 --> 01:21:20.231]  I want to talk to real people.
[01:21:20.231 --> 01:21:20.751]  Folks that care.
[01:21:20.751 --> 01:21:21.892]  That's who I want to talk to.
[01:21:21.892 --> 01:21:22.413]  You.
[01:21:22.413 --> 01:21:24.975]  You're wonderful.
[01:21:24.975 --> 01:21:30.020]  I'm like, in Mel Gibson's new movie, I'm told, everybody's told me, I know I licensed it to him three years ago, but I haven't gone to see it.
[01:21:30.020 --> 01:21:30.460]  I don't care.
[01:21:30.460 --> 01:21:32.122]  I'm in a Mel Gibson movie.
[01:21:32.122 --> 01:21:36.926]  The point is, is that he like drives around and listens to me on the radio and like agrees with it or something.
[01:21:36.926 --> 01:21:37.367]  I don't care.
[01:21:38.561 --> 01:21:41.962]  And I'm not bragging, they asked me to be in movies and I just don't even, you know, do it.
[01:21:41.962 --> 01:21:49.125]  Stone's got to leave in a minute, but I wanted him to get to this because, you know, he's told me stuff that I later saw come out or other people told me.
[01:21:49.125 --> 01:21:52.366]  And the fact was a couple of years ago, Trump wasn't going to run.
[01:21:52.366 --> 01:21:58.008]  He knew what would happen to him, but he just finally said, OK, I'll just sign my life over and it doesn't matter.
[01:21:58.008 --> 01:21:59.109]  And his wife backed him on it.
[01:21:59.109 --> 01:22:00.749]  He expects to probably be killed.
[01:22:00.749 --> 01:22:02.170]  And Stone just let it slip.
[01:22:02.170 --> 01:22:05.011]  So I brought it up of how committed Trump is.
[01:22:06.179 --> 01:22:07.480]  Um, and it's amazing.
[01:22:07.480 --> 01:22:09.801]  You said he's fatalistic about this.
[01:22:09.801 --> 01:22:12.002]  Let's tell people what Trump's done.
[01:22:12.002 --> 01:22:19.246]  Well, first of all, just the number of states that he's reaching here, Alex, in the next, you know, 24 hours.
[01:22:19.246 --> 01:22:23.049]  This is a Herculean, physical effort.
[01:22:23.049 --> 01:22:23.889]  I work for Reagan.
[01:22:23.889 --> 01:22:24.749]  I work for Nixon.
[01:22:24.749 --> 01:22:25.990]  I work for Bob Dole.
[01:22:25.990 --> 01:22:26.550]  All patriots.
[01:22:26.550 --> 01:22:27.171]  It's Herculean?
[01:22:28.443 --> 01:22:34.907]  None of them, you know, exerted this kind of physical effort in the clothes.
[01:22:34.907 --> 01:22:36.989]  Trump is the Superman.
[01:22:36.989 --> 01:22:43.533]  And he sees the race moving his way, not only in the swing states, but in some... No, but you said it.
[01:22:43.533 --> 01:22:45.354]  Let's talk about, you said fatalistic.
[01:22:45.354 --> 01:22:48.716]  Let's get down on the wire that they can't even make him wear a bulletproof vest.
[01:22:48.716 --> 01:22:50.177]  He just doesn't even care.
[01:22:50.177 --> 01:22:51.298]  This is so presidential.
[01:22:52.421 --> 01:22:53.882]  Well, he wore one in the summertime.
[01:22:53.882 --> 01:23:00.386]  It frankly was so damn hot and heavy that he felt it was slowing down his performance on the stump.
[01:23:01.298 --> 01:23:04.799]  His family has begged him to take more security precautions.
[01:23:04.799 --> 01:23:06.299]  Yeah, let's not let out security secrets.
[01:23:06.299 --> 01:23:07.199]  That's an example.
[01:23:07.199 --> 01:23:08.540]  He just doesn't care, folks.
[01:23:08.540 --> 01:23:09.760]  That is so manly.
[01:23:09.760 --> 01:23:10.780]  You called him fatalistic.
[01:23:10.780 --> 01:23:13.061]  Go ahead and tell folks, since you've mentioned it.
[01:23:13.061 --> 01:23:18.902]  In other words, I've said to him, don't you worry about your physical safety, and he says, look, I have to do this.
[01:23:18.902 --> 01:23:20.843]  I have to do this for the country.
[01:23:20.843 --> 01:23:23.423]  You can't run for president and not mix with the Democrats.
[01:23:23.423 --> 01:23:25.644]  He is the opposite of that coward demon Hillary, isn't he?
[01:23:26.980 --> 01:23:29.602]  Well, I mean, I don't think she's well enough to go in public.
[01:23:29.602 --> 01:23:35.408]  I think she's got to rest up in between campaign appearances because of her various ailments.
[01:23:35.408 --> 01:23:36.849]  Well, you've got to come back tomorrow.
[01:23:36.849 --> 01:23:38.311]  Again, this will be proven.
[01:23:38.311 --> 01:23:42.554]  What do we do if they steal it, which there's clear evidence they're trying?
[01:23:42.554 --> 01:23:48.260]  Well, I'm going to be in Austin, so we'll have plenty of time to plan exactly that.
[01:23:48.260 --> 01:23:50.442]  But I think it's important to game plan
[01:23:51.736 --> 01:23:55.398]  Election day before you game plan what you're going to do today.
[01:23:55.398 --> 01:23:57.520]  And by the way, I agree with you, but I'm very honored.
[01:23:57.520 --> 01:23:58.540]  I guess you left that out of the bag.
[01:23:58.540 --> 01:23:59.421]  That's good.
[01:23:59.421 --> 01:24:04.424]  You're going to be here at the command base with us during the 52 hour global transmission that kicks off tomorrow at 11 a.m.
[01:24:05.855 --> 01:24:07.617]  I'm very, very excited about it.
[01:24:07.617 --> 01:24:08.758]  I look forward to seeing you.
[01:24:08.758 --> 01:24:09.759]  Like I always say, victory or death.
[01:24:09.759 --> 01:24:10.239]  See you tomorrow.
[01:24:34.899 --> 01:24:36.800]  I wish I could tell you the stuff I know, folks.
[01:24:36.800 --> 01:24:39.002]  It's unbelievable.
[01:24:39.002 --> 01:24:39.662]  I'm not going to give it.
[01:24:39.662 --> 01:24:42.704]  I mean, it's just crazy the stuff they've done to Trump that nobody even knows about.
[01:24:42.704 --> 01:24:44.225]  It's wild.
[01:24:44.225 --> 01:24:45.366]  He just doesn't even care.
[01:24:45.366 --> 01:24:47.387]  He's just like, he is so committed.
[01:24:47.387 --> 01:24:49.188]  You can tell he's just enjoying it.
[01:24:49.188 --> 01:24:52.631]  That's what a real man does under attack, just turns it into a big game.
[01:24:52.631 --> 01:24:59.835]  And that's why he's like, if America wants freedom and wants their taxes cut and wants to be back on the path to being number one, I'm here.
[01:24:59.835 --> 01:25:02.137]  I love this country.
[01:25:03.379 --> 01:25:07.301]  And if you don't want it, you want that witch Hillary, then she's yours.
[01:25:07.301 --> 01:25:09.703]  But he knows he's winning and he isn't going to let her steal it.
[01:25:09.703 --> 01:25:17.688]  He's going to fight back and speak out.
[01:25:17.688 --> 01:25:23.411]  And down to the wire, folks, I can tell you, high-level groups have come to Trump and they know he's ahead.
[01:25:23.411 --> 01:25:26.713]  And they've said, just work with us and we will let you win.
[01:25:26.713 --> 01:25:29.655]  He said, I serve the American people.
[01:25:29.655 --> 01:25:30.536]  This happened yesterday.
[01:25:33.168 --> 01:25:34.769]  I can't believe the level I'm at in this, folks.
[01:25:34.769 --> 01:25:37.491]  If you knew how real this was, you would be crapping your pants.
[01:25:37.491 --> 01:25:45.996]  They came to Trump and they said the deep state, the older elements of it, Bush-connected groups.
[01:25:45.996 --> 01:25:55.022]  And they said, just say you'll work with us and just say you'll listen to us some and we will let you win.
[01:25:55.022 --> 01:25:56.643]  You are the winner.
[01:25:56.643 --> 01:25:58.104]  And Donald Trump told them, no.
[01:26:01.650 --> 01:26:03.991]  The American people are going to decide.
[01:26:03.991 --> 01:26:07.954]  And they said, OK buddy.
[01:26:07.954 --> 01:26:09.195]  OK.
[01:26:09.195 --> 01:26:12.037]  And that was a warning last night.
[01:26:12.037 --> 01:26:15.299]  Guy jumping up with a, I got a gun, I got a gun, we're running at the podium.
[01:26:15.299 --> 01:26:17.240]  What Trump did, he just stood there and waited.
[01:26:20.265 --> 01:26:22.346]  Because Trump wants to beat these people bad, folks.
[01:26:22.346 --> 01:26:27.668]  When you're 70 and you've got it all, and you're not into molesting kids, most people that get into this power, I guess they just start molesting kids.
[01:26:27.668 --> 01:26:28.648]  It's like, oh, what's new?
[01:26:28.648 --> 01:26:30.108]  I'll just molest kids.
[01:26:30.108 --> 01:26:34.490]  You know, a lot of people that are good actually decide to fight for freedom.
[01:26:34.490 --> 01:26:36.551]  And thought they've lied about it.
[01:26:36.551 --> 01:26:40.692]  And you know, I have a kinship with Trump because I've experienced the lies and the twisting.
[01:26:40.692 --> 01:26:44.653]  Where you get up and they're like, Alex Jones is deeply racist and, you know, hates Mexicans.
[01:26:44.653 --> 01:26:45.194]  No proof.
[01:26:45.194 --> 01:26:46.874]  Or Alex Jones hates black people.
[01:26:46.874 --> 01:26:48.195]  What the hell are you talking about?
[01:26:48.195 --> 01:26:48.415]  You know?
[01:26:50.666 --> 01:26:54.307]  And Hillary's calling me this dark heart.
[01:26:54.307 --> 01:26:57.789]  Trey Gowdy on the committee over Benghazi said it best.
[01:26:57.789 --> 01:26:58.789]  She's above the law.
[01:26:58.789 --> 01:27:00.410]  They've corrupted the top of the government.
[01:27:00.410 --> 01:27:02.051]  All you can do is vote her out with a landslide.
[01:27:02.051 --> 01:27:06.812]  And let me tell you, Hillary and Bill and Obama are acting really skittish right now.
[01:27:06.812 --> 01:27:13.755]  Because they know it's hard to beat a landslide.
[01:27:13.755 --> 01:27:15.076]  I'm going to bed at like midnight.
[01:27:15.076 --> 01:27:15.756]  I'm getting up about 3 a.m.
[01:27:15.756 --> 01:27:16.356]  every day.
[01:27:16.356 --> 01:27:17.137]  I can't even sleep.
[01:27:17.137 --> 01:27:18.757]  I've got to sleep seven hours.
[01:27:18.757 --> 01:27:19.237]  Great.
[01:27:19.237 --> 01:27:20.038]  I can't sleep right now.
[01:27:21.127 --> 01:27:28.451]  And I'm just very proud to be associated with Donald Trump and all of you listeners and good people of every color and wherever you came from.
[01:27:28.451 --> 01:27:28.811]  I love you.
[01:27:28.811 --> 01:27:32.934]  If you love liberty and you see through this, you want justice, it is really good knowing you.
[01:27:32.934 --> 01:27:33.714]  Let's play part of the clip.
[01:27:33.714 --> 01:27:36.716]  I won't get to it all, but here's part of Gowdy.
[01:27:36.716 --> 01:27:38.517]  What part of this decision do you agree with?
[01:27:40.291 --> 01:27:42.072]  No, I don't agree with any part of it.
[01:27:42.072 --> 01:27:43.132]  I understand it.
[01:27:43.132 --> 01:27:47.995]  That's the curse of being a lawyer, is that you are able to understand the other side's argument.
[01:27:47.995 --> 01:27:50.376]  I just vigorously disagree with it.
[01:27:50.376 --> 01:27:57.279]  His argument is, he thinks there's a specific intent element in a gross negligence statute.
[01:27:57.279 --> 01:28:02.061]  So, it's not that I'm confused about it, I just fundamentally disagree with it.
[01:28:02.061 --> 01:28:08.984]  Okay, now he said that there were classified emails on Sheryl Mills' computer, the aide to Secretary Clinton.
[01:28:10.416 --> 01:28:14.159]  But then he would not say whether or not that was a crime.
[01:28:14.159 --> 01:28:18.442]  Unless he looked at the case more in depth.
[01:28:18.442 --> 01:28:21.204]  How do you look at the case when you give someone immunity?
[01:28:21.204 --> 01:28:22.865]  It just, it doesn't square.
[01:28:34.414 --> 01:28:35.335]  We're gaining momentum.
[01:28:35.335 --> 01:28:36.116]  We're fighting back.
[01:28:36.116 --> 01:28:37.297]  Resistance is victory.
[01:28:37.297 --> 01:28:44.984]  Laying down is apathy, disintegration, atrophy, and death.
[01:28:44.984 --> 01:28:46.606]  We're on the march.
[01:28:46.606 --> 01:28:48.107]  The empire's on the run.
[01:28:48.107 --> 01:28:49.108]  I'm Alex Jones.
[01:28:49.108 --> 01:28:50.510]  This is the InfoWar.
[01:28:50.510 --> 01:28:51.911]  InfoWars.com.
[01:28:51.911 --> 01:28:52.772]  Spread that link.
[01:28:52.772 --> 01:28:54.573]  That's a big part of the revolution right there.
[01:28:57.938 --> 01:29:03.700]  In case you haven't realized it yet, Hillary Clinton takes money from the same people who fund radical Islamic terror.
[01:29:03.700 --> 01:29:06.020]  That's right, the same people that fund ISIS.
[01:29:06.020 --> 01:29:09.641]  Yes, that ISIS, that beheads and rapes people in the streets.
[01:29:09.641 --> 01:29:12.202]  That ISIS, who declares the West its enemy.
[01:29:12.202 --> 01:29:15.463]  Yes, Hillary Clinton is funded by the same people who fund ISIS.
[01:29:15.663 --> 01:29:19.926]  Just take a look at the foreign donors to the Clinton Foundation in Qatar and Saudi Arabia.
[01:29:19.926 --> 01:29:22.728]  These same people are funding radical Islamic terror.
[01:29:22.728 --> 01:29:26.771]  If you wish to believe that Hillary was too stupid to realize this, you'd be wrong.
[01:29:26.771 --> 01:29:35.457]  There's an early 2014 email from Hillary Clinton, so not so long after she left Secretary of State, to her campaign manager, John Podesta.
[01:29:35.457 --> 01:29:39.340]  It states that ISIL, ISIS, is funding
[01:29:45.648 --> 01:29:51.856]  So essentially, you could make the case that ISIS and Hillary Clinton take orders from the same people.
[01:29:51.856 --> 01:29:53.097]  You're with her?
[01:29:53.097 --> 01:29:55.120]  This is Owen Troyer for InfoWars.com.
[01:29:59.261 --> 01:30:00.702]  You developed Living Defense for us.
[01:30:00.702 --> 01:30:02.023]  It took you over a year to do it.
[01:30:02.023 --> 01:30:03.244]  Why is this so good?
[01:30:03.244 --> 01:30:08.529]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:30:08.529 --> 01:30:22.080]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:30:22.080 --> 01:30:23.421]  Right now with all the refugees,
[01:30:24.202 --> 01:30:25.844]  Uh, spreading disease around.
[01:30:25.844 --> 01:30:28.427]  We have biological warfare going on everywhere.
[01:30:28.427 --> 01:30:29.728]  These are all parasites.
[01:30:29.728 --> 01:30:30.830]  Tell us about all the stuff that's in it.
[01:30:30.830 --> 01:30:32.171]  There's so many things that are in it.
[01:30:32.171 --> 01:30:36.676]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:30:36.676 --> 01:30:39.820]  I recommend doing a parasite cleanse at least twice a year.
