[00:00.000 --> 00:29.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[03:21:49.800 --> 03:21:56.800]  That it is designed to work from the lowest level to the government.
[03:21:56.800 --> 03:21:57.800]  It happens locally.
[03:21:57.800 --> 03:22:04.800]  When that's overwhelmed, it moves up, moves up, moves up, moves up until the governor has to...
[03:22:04.800 --> 03:22:05.800]  Hello?
[03:22:05.800 --> 03:22:06.800]  You're on air.
[03:22:06.800 --> 03:22:07.800]  I'm sorry.
[03:22:07.800 --> 03:22:14.800]  Until the governor has to ask for assistance from the FEMA agency and then FEMA will come...
[03:22:14.800 --> 03:22:22.800]  And that's why the governor, that's why Abbott was calling the mayor going, dude, are you at least going to tell folks to get out of low water areas?
[03:22:22.800 --> 03:22:28.800]  You might not have gotten any help at all without Abbott from the federal government.
[03:22:28.800 --> 03:22:32.800]  This guy, this mayor is such an idiot.
[03:22:32.800 --> 03:22:37.800]  I'm sorry to say it that way, but Scripture says it best.
[03:22:37.800 --> 03:22:42.800]  Showing themselves as wise, they prove themselves to be fools.
[03:22:42.800 --> 03:22:49.800]  And they just want the authority with no responsibility and a big paycheck and not be accountable.
[03:22:49.800 --> 03:22:52.800]  And it's not going to be that way.
[03:22:52.800 --> 03:22:53.800]  And that's it.
[03:22:53.800 --> 03:23:00.800]  Globalists in their menu to this modern narcissistic sickness, people want to pretend there's something instead of the responsibility that comes with it.
[03:23:00.800 --> 03:23:06.800]  Yeah, I think the key thing that government can do is give us as honest as they can to the best information that they have.
[03:23:06.800 --> 03:23:08.800]  Tell us what is coming.
[03:23:08.800 --> 03:23:14.800]  And once they make a decision, because there's other stuff on the other side of this, they've had cases where they evacuated people and that caused people to die.
[03:23:14.800 --> 03:23:17.800]  So I understand that it's a difficult decision for people to make.
[03:23:17.800 --> 03:23:22.800]  But the key thing is, is that we can think on our own, we can take actions on our own.
[03:23:22.800 --> 03:23:25.800]  They need to advise us and need to give us the appropriate information.
[03:23:25.800 --> 03:23:31.800]  But people need to accept some responsibility if they choose not to evacuate, then they need to be able to take that responsibility themselves.
[03:23:31.800 --> 03:23:33.800]  So this is a disaster.
[03:23:33.800 --> 03:23:35.800]  Nobody knows exactly what's going to happen.
[03:23:35.800 --> 03:23:37.800]  And I'm not going to second guess what they do.
[03:23:37.800 --> 03:23:45.800]  I just hope that we have the flexibility that we allow people who are in that area to help to not be shut down by a heavy...
[03:23:45.800 --> 03:23:46.800]  Sure.
[03:23:46.800 --> 03:23:47.800]  I mean, I've just covered disasters.
[03:23:47.800 --> 03:23:52.800]  And I guess I've been involved in some aid, but nothing meant you mainly just sending things and helping us in local churches before.
[03:23:52.800 --> 03:23:58.800]  But I just knew that the way FEMA works, it goes from the top, I mean, from the bottom up, that's the way it's supposed to work.
[03:23:58.800 --> 03:24:02.800]  So what Bush did and Obama's done is basically asked backwards, as they say.
[03:24:02.800 --> 03:24:03.800]  Yeah, from the top down.
[03:24:03.800 --> 03:24:10.800]  So now this mayor standing down and being partisan for no reason has made this a lot worse.
[03:24:10.800 --> 03:24:11.800]  Thank you, Brad.
[03:24:11.800 --> 03:24:12.800]  Let's talk to HB.
[03:24:12.800 --> 03:24:15.800]  HB is in FEMA Region 4.
[03:24:15.800 --> 03:24:16.800]  Go ahead.
[03:24:16.800 --> 03:24:18.800]  Hey, Alex.
[03:24:18.800 --> 03:24:25.800]  I just wanted to comment about this weather. It looks like it's being manipulated down there, like Katrina and Sandy was.
[03:24:25.800 --> 03:24:27.800]  Geoengineering and watching.
[03:24:27.800 --> 03:24:28.800]  It was a good place to go for that.
[03:24:28.800 --> 03:24:33.800]  But this is like the storm that hit Nashville and flooded Opera Land a few years ago.
[03:24:33.800 --> 03:24:39.800]  The storm system just set out west of town about three days and dumped 17 inches of rain on there.
[03:24:39.800 --> 03:24:42.800]  But then they've been doing that since Vietnam, you know.
[03:24:42.800 --> 03:24:49.800]  Well, the media will say, I'm saying this was staged, I'm not saying that, but it is on the Weather Channel and I've interviewed Ben Livingson and the top experts.
[03:24:49.800 --> 03:24:55.800]  They could take a clear sky at one day with like 14 airplanes, have it rain 10 feet of water and flood the Ho Chi Minh Trail.
[03:24:55.800 --> 03:24:56.800]  Oh, yeah.
[03:24:56.800 --> 03:25:02.800]  So they've got those technologies and that's what earlier callers were saying is, why don't we use the technologies to kill it out in the Gulf?
[03:25:02.800 --> 03:25:04.800]  I mean, you can't say one way or the other.
[03:25:04.800 --> 03:25:05.800]  Here's the problem though.
[03:25:05.800 --> 03:25:09.800]  Trump is so blocked off from government and they are ignoring him in all the agencies.
[03:25:09.800 --> 03:25:13.800]  He's so rogue because they don't want him to find out all the stuff they are doing.
[03:25:13.800 --> 03:25:14.800]  Yeah, yeah.
[03:25:14.800 --> 03:25:17.800]  They keep him sequestered and firewalled from the information.
[03:25:17.800 --> 03:25:18.800]  What do you think, David?
[03:25:18.800 --> 03:25:20.800]  I mean, it is weird how these storms go.
[03:25:20.800 --> 03:25:21.800]  They just sit over a city.
[03:25:21.800 --> 03:25:24.800]  Like they're moving around doing it and they go, oh, just stay right here.
[03:25:24.800 --> 03:25:25.800]  Yeah, it is very unusual.
[03:25:25.800 --> 03:25:27.800]  And they said it's, if it's as natural.
[03:25:27.800 --> 03:25:28.800]  They say it's the worst ever.
[03:25:28.800 --> 03:25:29.800]  Yeah, this is it.
[03:25:29.800 --> 03:25:30.800]  So it is unusual at HB.
[03:25:30.800 --> 03:25:31.800]  Very, very unusual.
[03:25:31.800 --> 03:25:33.800]  And we know that they're doing geoengineering.
[03:25:33.800 --> 03:25:38.800]  Look, they have geoengineering conferences and they talk about the fact we need to use our capability to control the weather.
[03:25:38.800 --> 03:25:41.800]  The only question is who gets to adjust the thermostat.
[03:25:41.800 --> 03:25:43.800]  So they're not even saying that it is.
[03:25:43.800 --> 03:25:46.800]  And we know that there was a weather treaty back in the late 1970s.
[03:25:46.800 --> 03:25:48.800]  So they said, we're not going to use this as a weapon.
[03:25:48.800 --> 03:25:50.800]  But we can do it for research purposes.
[03:25:50.800 --> 03:25:51.800]  Yeah, exactly.
[03:25:51.800 --> 03:25:55.800]  So yes, the breakaway civilization has this.
[03:25:55.800 --> 03:25:56.800]  It doesn't want us to know.
[03:25:56.800 --> 03:25:59.800]  We've gotten the president in there to find out what's going on.
[03:25:59.800 --> 03:26:01.800]  They're like, sir, don't look behind the curtain.
[03:26:01.800 --> 03:26:02.800]  You stay over there and shut up.
[03:26:02.800 --> 03:26:05.800]  And that's what you're going to cover when we come back is more and more.
[03:26:05.800 --> 03:26:07.800]  We'll go back to you in a minute, HB.
[03:26:07.800 --> 03:26:10.800]  I mean, Tillers is like, well, I'm not with Trump, basically.
[03:26:10.800 --> 03:26:13.800]  And Cohen's bad-mouthing him.
[03:26:13.800 --> 03:26:16.800]  And then reportedly, he's like, Trump's confronting him behind the scenes.
[03:26:16.800 --> 03:26:19.800]  He's like, OK, I've gotten rid of everybody you said you wanted going now.
[03:26:19.800 --> 03:26:20.800]  Do your job.
[03:26:20.800 --> 03:26:22.800]  So it's really coming to a head.
[03:26:22.800 --> 03:26:25.800]  And it's about time because I think at this point,
[03:26:25.800 --> 03:26:28.800]  Trump realizes that he's not going to be able to work with these people.
[03:26:28.800 --> 03:26:30.800]  They're not like the people that he's worked with in business.
[03:26:30.800 --> 03:26:32.800]  These are people with a political agenda.
[03:26:32.800 --> 03:26:34.800]  It is a religion to them.
[03:26:34.800 --> 03:26:35.800]  They're not going to cooperate.
[03:26:35.800 --> 03:26:37.800]  They will burn down the country.
[03:26:37.800 --> 03:26:39.800]  It's about their power over everybody.
[03:26:39.800 --> 03:26:40.800]  Exactly.
[03:26:40.800 --> 03:26:41.800]  They get the life extension.
[03:26:41.800 --> 03:26:42.800]  They get the weather modification.
[03:26:42.800 --> 03:26:44.800]  They get the data to spy on you.
[03:26:44.800 --> 03:26:46.800]  They get over-the-horizon predictive computer programming.
[03:26:46.800 --> 03:26:48.800]  They get the surveillance grid.
[03:26:48.800 --> 03:26:50.800]  They get to force inoculate you.
[03:26:50.800 --> 03:26:52.800]  They get to tell your kids what they're going to be.
[03:26:52.800 --> 03:26:53.800]  They get to sexualize your children.
[03:26:53.800 --> 03:26:54.800]  They get to play God.
[03:26:54.800 --> 03:26:56.800]  And you're going to sit there and you're going to take it.
[03:26:56.800 --> 03:26:57.800]  Yeah.
[03:26:57.800 --> 03:26:59.800]  That's exactly what he's saying.
[03:26:59.800 --> 03:27:00.800]  HB.
[03:27:00.800 --> 03:27:01.800]  Okay.
[03:27:01.800 --> 03:27:03.800]  You're done, HB?
[03:27:03.800 --> 03:27:04.800]  No, no, no.
[03:27:04.800 --> 03:27:05.800]  I didn't know you'd come back to us.
[03:27:05.800 --> 03:27:06.800]  I was going to wait till the break.
[03:27:06.800 --> 03:27:07.800]  No, go ahead.
[03:27:07.800 --> 03:27:08.800]  Finish up.
[03:27:08.800 --> 03:27:09.800]  Oh, okay.
[03:27:09.800 --> 03:27:11.800]  Go to the first episode.
[03:27:11.800 --> 03:27:14.800]  Do you ever watch Tales of Wells Fargo with Dale Robertson?
[03:27:14.800 --> 03:27:16.800]  No, I don't watch a lot of TV.
[03:27:16.800 --> 03:27:17.800]  I'll be honest.
[03:27:17.800 --> 03:27:19.800]  Well, it's an old Western back in the 60s.
[03:27:19.800 --> 03:27:22.800]  The very first first episode, they showed it again the other night.
[03:27:22.800 --> 03:27:26.800]  And there was Kim Trails crossing each other behind them.
[03:27:26.800 --> 03:27:28.800]  They're putting each other behind them.
[03:27:28.800 --> 03:27:33.800]  They've been putting Kim Trails in these old black and white Westerns.
[03:27:33.800 --> 03:27:37.800]  And one more thing I want to thank you for discussing 9-11 and all the unknown weapons
[03:27:37.800 --> 03:27:39.800]  technology they used.
[03:27:39.800 --> 03:27:41.800]  And I'm calling from Knoxville.
[03:27:41.800 --> 03:27:45.800]  And I saw the other day where our mayor, Madeleine Rogero, wants Knoxville to be a
[03:27:45.800 --> 03:27:47.800]  sanctuary city and we have to fight it.
[03:27:47.800 --> 03:27:51.800]  And again, I can't go to Mexico and have a sanctuary city.
[03:27:51.800 --> 03:27:53.800]  For me, it's all about bankrupting things.
[03:27:53.800 --> 03:27:54.800]  God bless you.
[03:27:54.800 --> 03:27:55.800]  Well, here's what's happened.
[03:27:55.800 --> 03:27:59.800]  Normal, people have these debates about geoengineering.
[03:27:59.800 --> 03:28:03.800]  They go, Alex, jets have always left condensation trails.
[03:28:03.800 --> 03:28:04.800]  It's crystals.
[03:28:04.800 --> 03:28:05.800]  Ice crystals.
[03:28:05.800 --> 03:28:06.800]  And I go, yeah, I know that.
[03:28:06.800 --> 03:28:11.800]  And there was a Nobel Prize in 92 for coming up with a plan to, quote, protect the
[03:28:11.800 --> 03:28:15.800]  Earth's atmosphere, adding Miriam salts and things to the jet fuel.
[03:28:15.800 --> 03:28:19.800]  Now NASA admits the atmosphere is 20-plus percent darker.
[03:28:19.800 --> 03:28:20.800]  There is manipulation.
[03:28:20.800 --> 03:28:24.800]  I'm not having this fake debate where I'm saying there's no such thing as condensation
[03:28:24.800 --> 03:28:25.800]  trails.
[03:28:25.800 --> 03:28:26.800]  I know that.
[03:28:26.800 --> 03:28:29.800]  They admit there's giant secret weather modification programs going on.
[03:28:29.800 --> 03:28:30.800]  David Knight, you're taking over.
[03:28:30.800 --> 03:28:32.800]  You've got a ton to cover when he comes back.
[03:28:32.800 --> 03:28:33.800]  Great job to the crew.
[03:28:33.800 --> 03:28:36.800]  We're going to have other live reports throughout the evening.
[03:28:36.800 --> 03:28:42.800]  So much more to cover, but a really dangerous precedent in San Francisco with them just
[03:28:42.800 --> 03:28:44.800]  beating the hell out of people.
[03:28:44.800 --> 03:28:49.800]  Big mobs beating people up and Pelosi praising it and then the news calling, look how peaceful
[03:28:49.800 --> 03:28:51.800]  we are and we break your jaw.
[03:28:51.800 --> 03:28:53.800]  So cowardly to watch this.
[03:28:53.800 --> 03:28:57.800]  It's full spectrum, Alex, because we've got this type of violence on the street to stop
[03:28:57.800 --> 03:29:02.800]  anybody from talking on the street while we've got our corporate masters shutting down the
[03:29:02.800 --> 03:29:05.800]  monetization of any free speech on the internet.
[03:29:05.800 --> 03:29:06.800]  It's full spectrum.
[03:29:06.800 --> 03:29:07.800]  Our listeners can stop them.
[03:29:07.800 --> 03:29:08.800]  They can support our local affiliates.
[03:29:08.800 --> 03:29:10.800]  They can pick up David Knight in the Real News.
[03:29:10.800 --> 03:29:13.800]  They can pick up our show and they can buy our products.
[03:29:13.800 --> 03:29:16.800]  Forty-five percent off X2.
[03:29:16.800 --> 03:29:17.800]  Fifty-plus percent off.
[03:29:17.800 --> 03:29:20.800]  Fifty-seven percent off on the Supermail.
[03:29:20.800 --> 03:29:23.800]  Just look, we're committed, we're going to win.
[03:29:23.800 --> 03:29:24.800]  This censorship never works in history.
[03:29:24.800 --> 03:29:25.800]  They're going to fail.
[03:29:25.800 --> 03:29:26.800]  Just stay the course.
[03:29:26.800 --> 03:29:27.800]  God bless you all.
[03:29:27.800 --> 03:29:28.800]  InfowarsStore.com.
[03:29:28.800 --> 03:29:32.800]  But whatever you do, send our articles and videos out right now by hand in your email.
[03:29:32.800 --> 03:29:33.800]  Just get aggressive.
[03:29:33.800 --> 03:29:34.800]  Hang up flyers in town.
[03:29:34.800 --> 03:29:35.800]  Get aggressive.
[03:29:35.800 --> 03:29:36.800]  Call CSTAN.
[03:29:36.800 --> 03:29:37.800]  Call.
[03:29:37.800 --> 03:29:38.800]  Just call Talk Radio.
[03:29:38.800 --> 03:29:40.800]  Fight, fight, fight, fight.
[03:29:40.800 --> 03:29:42.800]  They want to shut you up because you're effective.
[03:29:42.800 --> 03:29:52.800]  We're winning, we're winning, we're winning, we're winning, we're winning, we're winning.
[03:29:52.800 --> 03:29:56.800]  We've got great air filters, great water filters, great non-GMO, early on seeds, great books,
[03:29:56.800 --> 03:29:59.800]  great films, great patriot apparel to meet like-minded people.
[03:29:59.800 --> 03:30:01.800]  We've got a new humongoid sale.
[03:30:01.800 --> 03:30:05.800]  Not a number of things that are on massive sale, but on what's on sale.
[03:30:05.800 --> 03:30:07.800]  Out for months, not been on sale for months and months.
[03:30:07.800 --> 03:30:12.800]  We've never offered super male vitality, non-concentrated herbs, cold pressed.
[03:30:12.800 --> 03:30:15.800]  Super male vitality, 57% off.
[03:30:15.800 --> 03:30:16.800]  It's never been the price.
[03:30:16.800 --> 03:30:22.800]  It is right now with 3,596 reviews, 4.6 reviews total by third party sites.
[03:30:22.800 --> 03:30:23.800]  Unprecedented.
[03:30:23.800 --> 03:30:24.800]  And it's cold pressed.
[03:30:24.800 --> 03:30:26.800]  That's why super male is so different.
[03:30:26.800 --> 03:30:29.800]  People say, well, I know these compounds work because it's admitted to science.
[03:30:29.800 --> 03:30:30.800]  These are what you sell.
[03:30:30.800 --> 03:30:32.800]  They, BuzzFeed said it's like, it's already best selling stuff.
[03:30:32.800 --> 03:30:34.800]  It's been certified as healthy and good forever.
[03:30:34.800 --> 03:30:35.800]  Why?
[03:30:35.800 --> 03:30:36.800]  These aren't anything new.
[03:30:36.800 --> 03:30:40.800]  Well, why do something new when you can have the oldest and best butt cold pressed?
[03:30:40.800 --> 03:30:41.800]  Do.
[03:30:41.800 --> 03:30:42.800]  Do.
[03:30:47.800 --> 03:30:51.800]  Alex Jones here to tell you about how you can help spread liberty worldwide.
[03:30:51.800 --> 03:30:56.800]  I'm also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[03:30:56.800 --> 03:31:01.800]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico
[03:31:01.800 --> 03:31:05.800]  where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:31:05.800 --> 03:31:09.800]  They now manage to secure the sought after beans in a highly customized blend.
[03:31:09.800 --> 03:31:16.800]  Discover and try a bag of the Patriot Blend 100% organic coffee at infowarslife.com.
[03:31:16.800 --> 03:31:21.800]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn
[03:31:21.800 --> 03:31:23.800]  that so many other coffees give me personally.
[03:31:23.800 --> 03:31:25.800]  Hands down, this is my favorite coffee.
[03:31:25.800 --> 03:31:30.800]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[03:31:30.800 --> 03:31:35.800]  Dropped by the site today, order a bag or two and I don't think you're going to be disappointed.
[03:31:35.800 --> 03:31:38.800]  Available in original or with our immune support infusion blend.
[03:31:38.800 --> 03:31:40.800]  You will be supporting a free press.
[03:31:40.800 --> 03:31:44.800]  All the while enjoying a truly great tasting cup of my favorite coffee.
[03:31:44.800 --> 03:31:47.800]  Available at infowarslife.com.
[03:31:47.800 --> 03:31:53.800]  After being sold out for months, our best selling super blue fluoride toothpaste is now back in stock at infowarstore.com.
[03:31:53.800 --> 03:31:56.800]  The first shipment of super blue sold out in one week.
[03:31:56.800 --> 03:31:58.800]  I thought it would be a six month supply for listeners.
[03:31:58.800 --> 03:32:03.800]  Since then, people are beating down our doors wanting to be able to resupply their super blue.
[03:32:03.800 --> 03:32:05.800]  Research across the board is clear.
[03:32:05.800 --> 03:32:06.800]  In fact, it's certified.
[03:32:06.800 --> 03:32:11.800]  When bacteria infect your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[03:32:11.800 --> 03:32:18.800]  That's why the last surgeon general's report on oral health warns that your oral health can have a serious impact on your entire body.
[03:32:18.800 --> 03:32:21.800]  Super blue fluoride free toothpaste is a groundbreaking new formula.
[03:32:21.800 --> 03:32:25.800]  It's loaded with good halogen iodide, some of the bad halogen fluoride.
[03:32:25.800 --> 03:32:32.800]  Super blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[03:32:32.800 --> 03:32:39.800]  Just some of the ingredients in super blue chosen by our dental experts include silo toll, peppermint oil, iodide, nano silver and more.
[03:32:39.800 --> 03:32:58.800]  Learn more about Infowars Life Super Blue toothpaste at InfowarsLife.com and support the Infowar while you support healthy gums and teeth.
[03:32:58.800 --> 03:33:20.800]  You are listening to an Infowars.com frontline report. If you are receiving this transmission, you are the resistance.
[03:33:20.800 --> 03:33:26.800]  Welcome back to The Alex Jones Show. I'm David Knight, your host for this last half hour.
[03:33:26.800 --> 03:33:31.800]  I want to take a look at what Rex Tillerson did on Fox News with Chris Wallace.
[03:33:31.800 --> 03:33:39.800]  I think it's absolutely amazing and of course there's been a lot of pushback against President Trump over the weekend after the pardon of Sheriff Joe Arpaio.
[03:33:39.800 --> 03:33:44.800]  And by the way, he's going to be on our show tomorrow with Alex Jones on the Alex Jones radio show tomorrow.
[03:33:44.800 --> 03:33:52.800]  I'm not sure which hour he's going to be on, but between 11 and 2 central time, we're going to have Sheriff Joe Arpaio.
[03:33:52.800 --> 03:34:01.800]  And of course over the weekend, we had Paul Ryan and John McCain attack President Trump for pardoning Sheriff Joe, saying this violates the rule of law.
[03:34:01.800 --> 03:34:05.800]  Well, what violated the rule of law was the way that he was prosecuted.
[03:34:05.800 --> 03:34:13.800]  I should say persecuted by this judge who came after him for criminal contempt but refused to give him a jury trial.
[03:34:13.800 --> 03:34:19.800]  As a matter of fact, he even charged him with the wrong crime so they could refuse to give him a jury trial.
[03:34:19.800 --> 03:34:22.800]  It was a total kangaroo court.
[03:34:22.800 --> 03:34:26.800]  And whether or not you agree with Sheriff Joe on this issue, on immigration.
[03:34:26.800 --> 03:34:37.800]  And of course, right now we have the Trump administration talking about how they're going to partner with sheriff departments throughout Texas and other states to help them to enforce immigration law.
[03:34:37.800 --> 03:34:41.800]  We had Obama and this judge saying, no, no, you're not going to enforce the law.
[03:34:41.800 --> 03:34:45.800]  And if you enforce the law, I'm going to put you in jail.
[03:34:45.800 --> 03:34:46.800]  That's what we saw here.
[03:34:46.800 --> 03:34:48.800]  And you're not going to have a jury trial either.
[03:34:48.800 --> 03:34:51.800]  That kind of miscarriage of justice should result in the pardon.
[03:34:51.800 --> 03:34:53.800]  That's why Trump should pardon next.
[03:34:53.800 --> 03:34:59.800]  He should pardon the people who are being tried over and over and over again in Bunkerville.
[03:34:59.800 --> 03:35:04.800]  But as we saw this happening, and we're going to go to our correspondent Michael Zimmerman in just a moment.
[03:35:04.800 --> 03:35:06.800]  He's with the Hurricanes.
[03:35:06.800 --> 03:35:12.800]  I want to play what happened on the Sunday show with Chris Wallace.
[03:35:12.800 --> 03:35:16.800]  This back and forth between Chris Wallace and Rex Tillerson.
[03:35:16.800 --> 03:35:19.800]  I think it's very interesting that Chris Wallace puts this out there.
[03:35:19.800 --> 03:35:25.800]  You've got a lot of international criticism talking about Trump's response to what happened in Charlottesville.
[03:35:25.800 --> 03:35:27.800]  Criticism for United Nations.
[03:35:27.800 --> 03:35:30.800]  How does that impact your ability to do your job?
[03:35:30.800 --> 03:35:34.800]  Taking it as a given that Donald Trump did the wrong thing.
[03:35:34.800 --> 03:35:36.800]  Donald Trump did not do the wrong thing.
[03:35:36.800 --> 03:35:40.800]  But then of course, Rex Tillerson piles on in a very interesting way.
[03:35:40.800 --> 03:35:41.800]  Here's that clip.
[03:35:41.800 --> 03:35:47.800]  International issue. A UN committee this week criticized the Trump administration for, quote,
[03:35:47.800 --> 03:35:56.800]  its failure at the highest political level to unequivocally reject and condemn the racist, violent events and demonstrations.
[03:35:56.800 --> 03:36:03.800]  And here was the president in Phoenix this week talking more about the media than he was about the neo-Nazis and the Klan.
[03:36:03.800 --> 03:36:04.800]  Here he is.
[03:36:04.800 --> 03:36:12.800]  The only people giving a platform to these hate groups is the media itself and the fake news.
[03:36:12.800 --> 03:36:15.800]  And that's what Chris Wallace is doing with Fox News.
[03:36:15.800 --> 03:36:22.800]  Make it harder for you to push American values around the world when some foreign leaders question the president's values.
[03:36:22.800 --> 03:36:26.800]  Chris, we express America's values from the State Department.
[03:36:26.800 --> 03:36:34.800]  We represent the American people. We represent America's values, our commitment to freedom, our commitment to equal treatment of people the world over.
[03:36:34.800 --> 03:36:36.800]  And that message has never changed.
[03:36:36.800 --> 03:36:41.800]  And when the president gets into the kind of controversy he does in the UN committee, he responds the way.
[03:36:41.800 --> 03:36:43.800]  Oh gee, when the UN committee responds.
[03:36:43.800 --> 03:36:48.800]  It seems to say they begin to doubt whether we're living those values.
[03:36:48.800 --> 03:36:57.800]  I don't believe anyone doubts the American people's values or the commitment of the American government or the government's agencies to advancing those values and defending those values.
[03:36:57.800 --> 03:36:59.800]  And the president's values?
[03:36:59.800 --> 03:37:02.800]  The president speaks for himself, Chris.
[03:37:02.800 --> 03:37:06.800]  Are you separating yourself from that, sir?
[03:37:06.800 --> 03:37:12.800]  I've spoken, I've made my own comments as to our values as well in a speech I gave to the State Department this past week.
[03:37:12.800 --> 03:37:15.800]  What arrogance? What arrogance?
[03:37:15.800 --> 03:37:19.800]  How long has this guy got in the Trump White House?
[03:37:19.800 --> 03:37:20.800]  Clearly Trump should get rid of it.
[03:37:20.800 --> 03:37:27.800]  He comes out and says, we at State Department, we express America's values from the State Department.
[03:37:27.800 --> 03:37:28.800]  Let me explain to you.
[03:37:28.800 --> 03:37:35.800]  When we talk about the swamp in Washington, for the longest time the State Department has been known as Foggy Bottom.
[03:37:35.800 --> 03:37:37.800]  It is swamp central.
[03:37:37.800 --> 03:37:39.800]  And Rex Tillerson identifies with that.
[03:37:39.800 --> 03:37:46.800]  He said, we represent America's values and then Chris Wall says, and the president's values because, you know, the president's been criticized by the United Nations.
[03:37:46.800 --> 03:37:49.800]  So therefore he must not represent America's values.
[03:37:49.800 --> 03:37:52.800]  And Tillerson said, well, the president speaks for himself.
[03:37:52.800 --> 03:37:54.800]  Are you separating yourself from the president?
[03:37:54.800 --> 03:37:55.800]  I've spoken.
[03:37:55.800 --> 03:38:00.800]  I have made my own comments as well in a speech that I gave to the State Department this past week.
[03:38:00.800 --> 03:38:04.800]  So we have America's true values, America's true interests at heart.
[03:38:04.800 --> 03:38:14.800]  Not the president says Rex Tillerson and Axios has reported that sources inside the Trump administration have told him that there is a ticking problem with Rex Tillerson.
[03:38:14.800 --> 03:38:19.800]  And it's growing louder by the day, citing officials inside and out and close to the White House.
[03:38:19.800 --> 03:38:27.800]  They said after Trump returned from a meeting on Afghanistan, a source, and we don't know who the source is, recalled Trump saying, Rex just doesn't get it.
[03:38:27.800 --> 03:38:30.800]  He's totally establishment in his thinking.
[03:38:30.800 --> 03:38:35.800]  Trump is getting more and more fed up with Tillerson, who has still yet to staff his agency.
[03:38:35.800 --> 03:38:37.800]  Well, what does he need to staff his agency?
[03:38:37.800 --> 03:38:39.800]  I mean, he's got it filled with people from the Council on Foreign Relations.
[03:38:39.800 --> 03:38:41.800]  He's got it filled with people from the Obama administration.
[03:38:41.800 --> 03:38:43.800]  He's got exactly what he wants.
[03:38:43.800 --> 03:38:47.800]  Rex Tillerson has been a globalist from day one.
[03:38:47.800 --> 03:38:59.800]  He has opposed Trump, opposed him for six months on the Paris Climate Agreement, telling Trump that he did not need to distance himself or unsign what President Obama signed.
[03:38:59.800 --> 03:39:01.800]  And of course, that was a lie.
[03:39:01.800 --> 03:39:03.800]  And he was pushing the globalist agenda then.
[03:39:03.800 --> 03:39:12.800]  And now he is directly criticizing, along with Fox News' Chris Wallace, directly criticizing the President, putting the words of the United Nations out there.
[03:39:12.800 --> 03:39:21.800]  Look, just as we saw in Berkeley, just as we've seen in every Trump event from the beginning of the campaign through the campaign and after the election,
[03:39:21.800 --> 03:39:31.800]  we've seen these leftist, socialist, Marxist, Antifa people show up and get violent with the people who were peacefully attending a political rally,
[03:39:31.800 --> 03:39:33.800]  attacking them, attacking the police.
[03:39:33.800 --> 03:39:35.800]  That's what Trump was talking about.
[03:39:35.800 --> 03:39:38.800]  It isn't equivocating these people to the Ku Klux Klan.
[03:39:38.800 --> 03:39:43.800]  But quite frankly, they should be equivocated to them because they are cut from the same cloth.
[03:39:43.800 --> 03:39:50.800]  These people have fascist tendencies, just as the KKK and the neo-Nazis have fascist tendencies.
[03:39:50.800 --> 03:39:52.800]  They want to shut down free speech.
[03:39:52.800 --> 03:39:54.800]  They want to do it violently.
[03:39:54.800 --> 03:39:56.800]  And there is an equivocation to be made with them.
[03:39:56.800 --> 03:40:00.800]  And we need to make that very clear and not back down from it.
[03:40:00.800 --> 03:40:02.800]  I thought that what Trump said was spot on.
[03:40:02.800 --> 03:40:04.800]  And I think most of the people in this country did.
[03:40:04.800 --> 03:40:11.800]  But of course, the establishment press and the State Department and Rex Tillerson and Chris Wallace do not like what he had to say.
[03:40:11.800 --> 03:40:13.800]  Joining us now is Michael Zimmerman.
[03:40:13.800 --> 03:40:16.800]  Michael, are you in a safe place now?
[03:40:16.800 --> 03:40:21.800]  Safer than where we were earlier, for sure.
[03:40:21.800 --> 03:40:24.800]  So I was actually able to drive through much of the medical center in Houston.
[03:40:24.800 --> 03:40:27.800]  Houston has the largest medical center in the world.
[03:40:27.800 --> 03:40:33.800]  It basically looks like most cities' downtown districts, but it is all hospitals, doctor's offices, things like that.
[03:40:33.800 --> 03:40:36.800]  And it usually has very bad flooding issues there.
[03:40:36.800 --> 03:40:40.800]  But it didn't look like anything was underwater at this time.
[03:40:40.800 --> 03:40:44.800]  Let me stop you right there because you said it usually has very bad flooding issues.
[03:40:44.800 --> 03:40:47.800]  You lived in Houston for a while, I lived in Houston for a while.
[03:40:47.800 --> 03:40:49.800]  I was in Houston 35 years ago.
[03:40:49.800 --> 03:40:51.800]  I lived there for three years, 35 years ago.
[03:40:51.800 --> 03:40:55.800]  And I used to see, as you just pointed out, it usually has flooding issues.
[03:40:55.800 --> 03:40:58.800]  We all know that Houston floods very, very easily.
[03:40:58.800 --> 03:41:03.800]  And when the mayor starts to complain and criticize other people politically,
[03:41:03.800 --> 03:41:06.800]  we need to understand that it's local government that needs to do so.
