[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[02:53:53.895 --> 02:53:54.975]  It's not so shiny.
[02:53:54.975 --> 02:53:59.436]  I think it's being manipulated by force, to be quite honest with you.
[02:53:59.436 --> 02:54:02.817]  But XRP, make no mistake about it, will be the Global Reserve Currency.
[02:54:02.817 --> 02:54:05.997]  There's a channel you and your viewers need to pay attention to.
[02:54:05.997 --> 02:54:08.118]  It's called Digital Asset Investor.
[02:54:08.118 --> 02:54:08.778]  He's on YouTube.
[02:54:09.358 --> 02:54:15.725]  They're going to take over SWIFT completely and entirely, and for it to do that, it's going to go from 25 cents to probably $2,500.
[02:54:15.725 --> 02:54:22.793]  I'm not making price predictions here, but I know what this is because I've been studying it for about four and a half years.
[02:54:22.793 --> 02:54:26.958]  It makes transactions in three seconds, free of charge.
[02:54:27.478 --> 02:54:36.926]  There has been $30 million sent through the internet, through the XRP system, and it landed in three seconds and it cost the guy less than 30 cents.
[02:54:36.926 --> 02:54:39.028]  I think it was actually $50 million.
[02:54:39.028 --> 02:54:45.994]  This connects all the way up to Donald J. Trump, through his son-in-law, through his daughter, okay?
[02:54:45.994 --> 02:54:54.902]  I can tell you for sure that Brad Garlinghouse has been at the White House visiting with Donald J. Trump on numerous occasions.
[02:54:55.422 --> 02:55:03.569]  Okay, the chip was the system is going to be the one that Gates wants put out, which is a vaccine, a cryptocurrency, and a chip where they control you.
[02:55:03.569 --> 02:55:05.451]  XRP is actually one of the good guys.
[02:55:05.451 --> 02:55:10.095]  It's the less of the least of all evils, okay?
[02:55:10.095 --> 02:55:11.876]  But we are going to go digital.
[02:55:11.876 --> 02:55:13.278]  Everybody's going to wake up.
[02:55:13.278 --> 02:55:14.619]  The dollar is going digital.
[02:55:14.619 --> 02:55:15.479]  You're going to wake up.
[02:55:15.479 --> 02:55:17.441]  Your money is not going to be paper anymore.
[02:55:17.441 --> 02:55:18.202]  It's going to be digital.
[02:55:18.642 --> 02:55:21.563]  It's interoperable with the XRP system.
[02:55:21.563 --> 02:55:22.844]  Make no mistake about it.
[02:55:22.844 --> 02:55:30.406]  The guy, I can't stress this enough, the guy you guys need to study is a guy by the name of Digital Asset Investor on YouTube.
[02:55:30.406 --> 02:55:32.727]  Go back at least a year and start watching.
[02:55:32.727 --> 02:55:36.269]  That guy will make you connect the dots like there's absolutely no tomorrow.
[02:55:36.269 --> 02:55:40.730]  By the way, sir, your products kick serious butt.
[02:55:40.730 --> 02:55:43.331]  I fly in from Costa Rica to pick up my product.
[02:55:43.331 --> 02:55:48.053]  I told my wife, the next time I want to fly into Austin because I got to shake your hand.
[02:55:49.599 --> 02:55:52.901]  Well, brother, I'm gonna look into this new digital currency.
[02:55:52.901 --> 02:55:55.003]  There's no doubt a big shakeups here.
[02:55:55.003 --> 02:55:58.125]  There's no doubt they're trying to create a world depression, consolidate power.
[02:55:58.125 --> 02:55:59.026]  We're here covering it.
[02:55:59.026 --> 02:55:59.606]  We love you.
[02:55:59.606 --> 02:56:00.447]  We appreciate you.
[02:56:00.447 --> 02:56:03.749]  All right.
[02:56:03.749 --> 02:56:06.231]  There's a big lie out there that we have fake callers.
[02:56:06.231 --> 02:56:09.773]  You can always call in yourself and see that it's real, see that it's you.
[02:56:09.773 --> 02:56:11.975]  Okay?
[02:56:11.975 --> 02:56:13.676]  But they still say we have fake callers.
[02:56:13.676 --> 02:56:14.777]  We do not.
[02:56:14.777 --> 02:56:16.078]  And we don't have fake guests either.
[02:56:17.048 --> 02:56:23.373]  We have our next guest coming up right now that is a real person.
[02:56:23.373 --> 02:56:24.294]  A real person.
[02:56:24.294 --> 02:56:27.336]  Jay Dyer at jaysanalysis.com.
[02:56:27.336 --> 02:56:28.197]  I'm a real person.
[02:56:28.197 --> 02:56:29.097]  You're real.
[02:56:29.097 --> 02:56:30.899]  Don't let them tell you you're not.
[02:56:30.899 --> 02:56:34.301]  And then, the War Room with Owen Schroer in one hour.
[02:56:34.301 --> 02:56:37.424]  And then, tonight, dual feeds!
[02:56:37.424 --> 02:56:40.646]  Both town halls covered at infowars.com.
[02:56:40.646 --> 02:56:41.487]  Come on!
[02:56:46.238 --> 02:56:48.439]  History is now.
[02:56:48.439 --> 02:56:50.360]  History is taking place in front of us.
[02:56:50.360 --> 02:56:51.961]  We are at the crossroads.
[02:56:51.961 --> 02:56:57.284]  We are now only two weeks out from the most historic and important election in world history.
[02:56:57.284 --> 02:57:00.786]  I've been saying that for over a year, but now people really understand I wasn't exaggerating.
[02:57:00.786 --> 02:57:01.867]  This is so critical.
[02:57:01.867 --> 02:57:04.528]  The New World Order wants to repudiate the nation-state.
[02:57:04.528 --> 02:57:06.249]  They want to repudiate the idea of America.
[02:57:06.249 --> 02:57:11.532]  They want to repudiate the idea of the Renaissance and the Enlightenment and bring in their technocracy.
[02:57:11.532 --> 02:57:12.053]  So they are.
[02:57:12.853 --> 02:57:17.234]  Throwing everything they've got, and not just the American people, but the people of the world.
[02:57:17.234 --> 02:57:20.435]  That's why your word of mouth is beyond can.
[02:57:20.435 --> 02:57:22.216]  It is paramount.
[02:57:22.216 --> 02:57:34.800]  When you spread the articles, when you spread the videos, when you shoot your own video, or write your own article, or knock on your neighbor's door and talk to them, or call your friends and family and tell them to vote for Trump, when you speak out against the system, when you do things that seem little,
[02:57:35.421 --> 02:57:37.626]  Together, it adds up into giant things.
[02:57:37.626 --> 02:57:39.530]  Many hands make light work.
[02:57:39.530 --> 02:57:40.653]  History's happening now.
[02:57:40.653 --> 02:57:42.578]  Take action now while you still can.
[02:57:42.578 --> 02:57:44.101]  Please, for all of our futures.
[02:57:46.254 --> 02:57:51.335]  All I have to do is I have to continue talking about the things that... Come on, man!
[02:57:51.335 --> 02:57:55.756]  I came down here because I remember the first bumper sticker I saw.
[02:57:55.756 --> 02:57:57.796]  I learned that, uh, I got hairy legs.
[02:57:57.796 --> 02:58:00.717]  That, that, that, that, that, that, that, that turned blonde in the sun.
[02:58:00.717 --> 02:58:07.278]  And the kids used to come up and reach in the pool and rub my leg down so it's straight and then watch the hair come, come back up again.
[02:58:07.278 --> 02:58:09.039]  So I learned about kick-jumping on my lap.
[02:58:09.039 --> 02:58:10.639]  I love kick-jumping on my lap.
[02:58:10.639 --> 02:58:11.739]  Oh, uh-oh, I'm in trouble, trouble.
[02:58:11.739 --> 02:58:12.379]  What are we, nuts?
[02:58:12.379 --> 02:58:14.040]  Dead, dead, dead, you know?
[02:58:14.040 --> 02:58:14.740]  Come on, man!
[02:58:15.080 --> 02:58:16.321]  Give me a little break here.
[02:58:16.321 --> 02:58:18.643]  In life, taking cocaine or not, what do you think?
[02:58:18.643 --> 02:58:20.184]  Come on, man!
[02:58:20.184 --> 02:58:23.587]  Black, white, all colors, all backgrounds, what do I mean?
[02:58:23.587 --> 02:58:24.988]  Come on, man!
[02:58:24.988 --> 02:58:28.371]  Men, women, gay, straight, everyone deserves a shot, you know?
[02:58:28.371 --> 02:58:29.312]  Come on, man!
[02:58:29.312 --> 02:58:31.154]  You know the thing, you know what I mean?
[02:58:31.154 --> 02:58:32.615]  You know the thing, you know what I mean?
[02:58:34.269 --> 02:58:37.872]  You have a problem figuring out what you're for being a Trump, and you ain't one.
[02:58:37.872 --> 02:58:39.373]  Come on, man!
[02:58:39.373 --> 02:58:43.916]  Warren Popp was a bad dude, and he ran a bunch of bad stories.
[02:58:43.916 --> 02:58:47.778]  I can hardly wait to meet with that guy who is the stable genius.
[02:58:47.778 --> 02:58:48.899]  Come on, man!
[02:58:48.899 --> 02:58:53.182]  I am, uh, very willing to let the public judge my physical and mental filth.
[02:58:53.182 --> 02:58:55.183]  My physical as well as my mental filth.
[02:58:55.183 --> 02:58:56.184]  Fitness.
[02:58:56.184 --> 02:58:58.265]  Come on, man!
[02:58:58.265 --> 02:59:00.947]  Poor kids are just as bright and just as talented as white kids.
[02:59:00.947 --> 02:59:01.408]  Wealthy kids.
[02:59:03.237 --> 02:59:04.978]  I mean, come on, take a look at the record.
[02:59:04.978 --> 02:59:06.358]  I know a lot of weed smokers.
[02:59:06.358 --> 02:59:08.179]  Come on, man.
[02:59:08.179 --> 02:59:11.600]  Black, white, all colors, all backgrounds, what I mean.
[02:59:11.600 --> 02:59:12.980]  Come on, man.
[02:59:12.980 --> 02:59:16.582]  Men, women, gay, straight, everyone deserves a shot, you know.
[02:59:16.582 --> 02:59:17.302]  Come on, man.
[02:59:17.302 --> 02:59:19.703]  You don't think, you know what I mean?
[02:59:19.703 --> 02:59:21.223]  You don't think, you know what I mean?
[02:59:21.223 --> 02:59:22.284]  Come on, man.
[02:59:22.284 --> 02:59:23.924]  Why the hell would I take a test?
[02:59:23.924 --> 02:59:24.485]  I am a...
[02:59:37.034 --> 02:59:38.775]  Welcome back to the Alex Jones Show.
[02:59:38.775 --> 02:59:41.397]  I'm your guest host, Jay Dyer, for this last hour.
[02:59:41.397 --> 02:59:46.080]  I want to maybe pick up where I left off in my last hosting segment.
[02:59:46.080 --> 02:59:52.144]  You can find that, of course, at 201020electioncenter.com or at Band.Video.
[02:59:52.144 --> 03:00:00.710]  And in that talk, I covered the relationship between the ecumenist movement, the Ukraine, the CIA, the Jesuits, all of that.
[03:00:00.710 --> 03:00:05.073]  And I tied it into what's going on with the deep intelligence state.
[03:00:05.675 --> 03:00:10.098]  The military-industrial complex, the pay-for-play scheme, and Ukraine.
[03:00:10.098 --> 03:00:16.882]  And lo and behold, this week has been nothing but a bunch of vindications of everything that I talked about in that last stream.
[03:00:16.882 --> 03:00:31.071]  In fact, I remember years ago talking about the Vault 7 WikiLeaks leaks, if you recall that, that dealt with the ability of the CIA to spoof addresses, which would then, of course, call into question the claims that
[03:00:31.693 --> 03:00:37.695]  These hackers, right, had bought all these little tiny ads on Facebook, and that was what got Trump elected.
[03:00:37.695 --> 03:00:40.837]  And of course, everybody knows that that is not the case.
[03:00:40.837 --> 03:00:47.399]  It was the organic groundswell, right, that was behind what got Trump elected.
[03:00:47.399 --> 03:01:01.005]  And in the last week, we saw, last time I was on last week, there was the DNI memo, which covered the admission that Hillary's campaign colluded to basically concoct the whole Russia hoax.
[03:01:01.767 --> 03:01:06.809]  And we saw that she was doing this to distract from her own email servers.
[03:01:06.809 --> 03:01:09.649]  And lo and behold, what comes out the last couple of days?
[03:01:09.649 --> 03:01:15.571]  The smoking gun in regard to Biden, Hunter Biden, and the Ukraine, right?
[03:01:15.571 --> 03:01:21.533]  And the Ukrainian operation that was set up as a result of the coup.
[03:01:21.533 --> 03:01:24.914]  So if you remember, if we zoom out, we can put this into context.
[03:01:24.914 --> 03:01:25.574]  There was back
[03:01:26.235 --> 03:01:34.758]  Decades ago, billions of dollars that George Soros said the State Department helped him put into the overthrow of the Ukraine.
[03:01:34.758 --> 03:01:36.179]  The Ukraine was then overthrown.
[03:01:36.179 --> 03:01:39.560]  There was the Western sort of puppet guy that was put in.
[03:01:39.560 --> 03:01:41.121]  And what is this about?
[03:01:41.121 --> 03:01:43.702]  Is this really about humanitarian operations?
[03:01:43.702 --> 03:01:46.623]  Is it really about humanitarian cover, NGO stuff?
[03:01:47.563 --> 03:01:48.844]  It's not really about that.
[03:01:48.844 --> 03:02:00.472]  Remember, as we said last time, under, I think, Reagan, 80s-ish, the shift from what the CIA would do with old regime change operations went into more of a privatized operation under Reagan.
[03:02:00.472 --> 03:02:14.001]  So they would sort of farm that out to these humanitarian organizations that would have a new technological, sophisticated way, especially now that we have Twitter and all that, to do regime change and overthrow.
[03:02:14.001 --> 03:02:14.442]  Remember the
[03:02:16.863 --> 03:02:18.867]  The Egyptian regime change.
[03:02:18.867 --> 03:02:19.428]  Remember that?
[03:02:19.428 --> 03:02:23.054]  That was all fostered by Twitter, hashtags, Google.
[03:02:23.054 --> 03:02:25.218]  They even bragged about the fact that they had the ability to
[03:02:25.808 --> 03:02:29.631]  Overthrow governments now through hashtags is a big part of it.
[03:02:29.631 --> 03:02:37.778]  That smart power, soft power operation that goes on for many, many decades takes a lot of money, a lot of agitation, a lot of education.
[03:02:37.778 --> 03:02:41.161]  Then you get that key kickoff moment when you do the coup, right?
[03:02:41.161 --> 03:02:44.684]  When the timing is right, then you put in your puppet guy.
[03:02:44.684 --> 03:02:47.646]  That's what happened with the Ukraine in 2013.
[03:02:47.646 --> 03:02:49.067]  That's what that was really about.
[03:02:49.067 --> 03:02:53.791]  Now, it wasn't really about humanitarian reasons, right?
[03:02:54.420 --> 03:02:56.501]  We think all the way back to Iraq.
[03:02:56.501 --> 03:02:58.261]  We think back to Desert Storm.
[03:02:58.261 --> 03:03:02.042]  We've been hearing the humanitarian clarion call, right?
[03:03:02.042 --> 03:03:04.583]  Oh, these dictators have got to be taken down.
[03:03:04.583 --> 03:03:08.544]  Yet, magically, there's all these other dictators that we don't take down.
[03:03:08.544 --> 03:03:10.504]  So this is just obvious propaganda, right?
[03:03:10.504 --> 03:03:12.485]  They're throwing babies out of incubators, right?
[03:03:12.485 --> 03:03:13.545]  This stuff.
[03:03:13.545 --> 03:03:16.646]  So we know that that is war propaganda, right?
[03:03:16.646 --> 03:03:18.266]  But what is the war really for?
[03:03:18.266 --> 03:03:20.147]  What is the regime change really for?
[03:03:21.221 --> 03:03:23.643]  What is the covert operation really for?
[03:03:23.643 --> 03:03:27.026]  It's for these pay-to-play schemes.
[03:03:27.026 --> 03:03:33.412]  Just like I said last time, remember there was a Brookings Institute article that Hillary wrote some years before Libya.
[03:03:33.412 --> 03:03:39.597]  And Hillary said, oh, we've got to take down Gaddafi for humanitarian reasons.
[03:03:39.597 --> 03:03:41.659]  And then what comes out in the emails?
[03:03:41.659 --> 03:03:44.561]  She's talking about Gaddafi's gold.
[03:03:44.561 --> 03:03:45.642]  I want the gold!
[03:03:45.642 --> 03:03:46.963]  Show me where the gold at!
[03:03:46.963 --> 03:03:47.644]  Give me the gold!
[03:03:48.123 --> 03:03:48.683]  Right.
[03:03:48.683 --> 03:03:50.644]  That's what I thought of when I first read that.
[03:03:50.644 --> 03:03:51.385]  It was Hillary.
[03:03:51.385 --> 03:03:57.228]  Hillary was thinking of the leprechaun clip and the gold.
[03:03:57.228 --> 03:03:58.629]  And so that's what these are really about.
[03:03:58.629 --> 03:04:02.791]  And it's no different with any other color revolution location.
[03:04:02.791 --> 03:04:09.755]  Anyways, as you said, there have been many of these all the way back to the 90s and the first one kicking off in 2000 in Serbia with Otpor.
[03:04:10.453 --> 03:04:21.299]  So the Orange Revolution in Ukraine involved this sort of leftist, global, deep state, operative situation where they would put in their people.
[03:04:21.299 --> 03:04:24.441]  Their guys would go in and they would be the heads of these corporations.
[03:04:24.441 --> 03:04:30.505]  They would have the government at their disposal to just kind of divvy up the country.
[03:04:30.505 --> 03:04:33.707]  And again, the same thing happened back at the time of Serbia, right?
[03:04:33.707 --> 03:04:35.608]  They did the exact same thing when the West comes in.
[03:04:36.653 --> 03:04:38.634]  Says, OK, we're going to come in.
[03:04:38.634 --> 03:04:40.295]  We're going to give you freedom now.
[03:04:40.295 --> 03:04:42.156]  You're going to get, you know, vaccines.
[03:04:42.156 --> 03:04:43.016]  You're going to get Pepsi.
[03:04:43.016 --> 03:04:44.417]  You're going to get abortions.
[03:04:44.417 --> 03:04:53.942]  All of these things that we mandate that you get along with these big IMF loans so that now your future generations are in debt to the World Bank and IMF.
[03:04:53.942 --> 03:04:59.065]  And then they have your country by the testicles, right, for the next several decades.
[03:04:59.065 --> 03:05:01.046]  That's how the scam works.
[03:05:01.046 --> 03:05:05.008]  But the politicians are the ones that kind of play the point man.
[03:05:05.575 --> 03:05:05.915]  I don't
[03:05:24.324 --> 03:05:28.286]  The idea is if you donate to this campaign, you'll get a chunk of the pie.
[03:05:28.286 --> 03:05:32.948]  Oh, you want these mines over here that, you know, produce rhodium or something?
[03:05:32.948 --> 03:05:37.110]  Oh, you want these mines over here that do, you know, the gold mines, right?
[03:05:37.110 --> 03:05:41.072]  Oh, you want access to this, you know, natural resource in the Ukraine?
[03:05:41.072 --> 03:05:42.193]  Okay, we'll give that to you.
[03:05:42.193 --> 03:05:47.135]  You just donate, I don't know, you know, a million, ten million, whatever, to this campaign fund.
[03:05:47.719 --> 03:05:48.940]  That's how it works, right?
[03:05:48.940 --> 03:05:49.641]  It's that simple.
[03:05:49.641 --> 03:05:52.884]  It's just kind of a mafia tactic, but it's using the U.S.
[03:05:52.884 --> 03:05:54.506]  government like a mafia.
[03:05:54.506 --> 03:05:56.188]  That's what the politicians are doing, right?
[03:05:56.188 --> 03:06:02.194]  They're just using the force of the state kind of like their own privatized mafia.
[03:06:02.194 --> 03:06:07.940]  And that's why they prostitute themselves out for that vote, not because they have any interest in the
[03:06:08.460 --> 03:06:09.340]  We're good to go.
[03:06:34.833 --> 03:06:35.273]  Let's go.
[03:06:54.059 --> 03:07:00.322]  And so that's why it was so easy for McCain to do that, just like when McCain would go and appear with the jihadis.
[03:07:00.322 --> 03:07:02.143]  Do you remember he did the same stuff?
[03:07:02.143 --> 03:07:04.304]  He would just go, yeah, he would go to Ukraine.
[03:07:04.304 --> 03:07:07.346]  He's up there on stage with all these right sector people.
[03:07:07.346 --> 03:07:08.966]  I thought we were against neo-Nazis.
[03:07:08.966 --> 03:07:11.868]  I thought this was all that John McCain can go appear with them, right?
[03:07:12.846 --> 03:07:17.749]  Be up on stage talking about how Ukraine needs freedom, Ukraine needs this, right?
[03:07:17.749 --> 03:07:19.650]  And it's all for the cronies.
[03:07:19.650 --> 03:07:22.172]  It has nothing to do with these ideologies.
[03:07:22.172 --> 03:07:27.355]  So get that in your head first, that this is not an ideological battle, first and foremost.
[03:07:27.355 --> 03:07:37.020]  Because remember, these are the same people that say nationalism needs to go away, but they're in Ukraine agitating for Ukrainian nationalism.
[03:07:37.020 --> 03:07:37.881]  What?
[03:07:37.881 --> 03:07:40.002]  You see, it's useful to the regime.
[03:07:41.664 --> 03:07:43.545]  So, J. Daryl, we'll be back in just a second.
[03:08:04.301 --> 03:08:15.164]  And so, getting into the fear, getting into the hysteria, getting into all the exaggerated death numbers, this is our new neurotic control freak society.
[03:08:15.164 --> 03:08:17.184]  Overseen by robots.
[03:08:17.184 --> 03:08:18.825]  Overseen by AI.
[03:08:18.825 --> 03:08:23.626]  And all of it is designed to make humans non-essential.
[03:08:23.626 --> 03:08:27.687]  That's why out of the gates they tell us, you are non-essential.
[03:08:27.687 --> 03:08:29.707]  You are non-essential.
[03:08:29.707 --> 03:08:31.328]  Your company, your restaurant,
[03:08:32.284 --> 03:08:35.350]  Your job, your profession is not essential.
[03:08:35.350 --> 03:08:41.042]  This is so incredibly authoritarian, premeditated, and Bill Gates sits on top of it.
[03:08:41.042 --> 03:08:42.365]  Come on, folks, let's reject this.
[03:08:44.091 --> 03:08:53.221]  It was 30 months ago that InfoWars, and of course yours truly Alex Jones, was banned on more than 60 major platforms in one day.
[03:08:53.221 --> 03:08:57.725]  Led by the CEO of Apple, Tim Cook, who helps China run giant death camps.
[03:08:57.725 --> 03:09:02.510]  Always just let that be in the back of your mind when we talk about these monsters and where they're taking us.
[03:09:03.231 --> 03:09:05.272]  They have no bottom.
[03:09:05.272 --> 03:09:06.832]  And people said, Jones, how are you taking it?
[03:09:06.832 --> 03:09:08.073]  And I said, I'm taking it just fine.
[03:09:08.073 --> 03:09:09.454]  They're coming for you next.
[03:09:09.454 --> 03:09:10.534]  This is a technocracy.
[03:09:10.534 --> 03:09:12.055]  They're merging with Big Pharma.
[03:09:12.055 --> 03:09:13.115]  They're taking over the media.
[03:09:13.115 --> 03:09:17.057]  This is a digital, psychological dictatorship in their own words.
[03:09:17.057 --> 03:09:19.157]  This is a planetary takeover.
[03:09:19.157 --> 03:09:23.679]  They're then going to start locking us in our houses using supposed plague threats.
[03:09:23.679 --> 03:09:29.241]  That's so the wireless system can come into place with the driverless cars and the robot takeover.
[03:09:29.241 --> 03:09:30.262]  How'd I know all this would happen?
[03:09:30.742 --> 03:09:32.925]  Because they've been saying they're gonna do it.
[03:09:32.925 --> 03:09:35.528]  You see, it's not that I'm psychic.
[03:09:35.528 --> 03:09:38.051]  I know how to read what these monsters are saying.
[03:09:38.051 --> 03:09:41.755]  So you have to understand, as crazy as all this sounds, it doesn't come from me.
[03:09:41.755 --> 03:09:46.641]  It comes from them.
[03:09:46.641 --> 03:09:49.284]  You're listening to the Alex Jones Show.
[03:10:11.138 --> 03:10:15.380]  I'm your fill-in guest host, Jay Dyer of jaysandalsys.com.
[03:10:15.380 --> 03:10:24.804]  If you want signed copies of my books that go deep into Hollywood, I've got two really, really in-depth books on Hollywood, hundreds and hundreds of five-star reviews.
[03:10:24.804 --> 03:10:29.207]  You can go to jaysandalsys.com in the shop and get signed copies of my books.
[03:10:29.207 --> 03:10:36.250]  You can also support my work by subscribing to my website, which covers in-depth lectures on geopolitics.
[03:10:37.295 --> 03:10:40.942]  Masterful tomes by Quigley like Tragedy and Hope.
[03:10:40.942 --> 03:10:42.726]  I go and read those for you.
[03:10:42.726 --> 03:10:47.977]  So I go and read those 1,200, 1,300 page books and then I give you the distilled lectures.
[03:10:49.255 --> 03:10:58.497]  All right, so I was talking about the recent news with Biden and Ukraine and his campaign suffering this huge exposure there.
[03:10:58.497 --> 03:11:01.198]  We kind of knew this was going on.
[03:11:01.198 --> 03:11:02.298]  This is not new.
[03:11:02.298 --> 03:11:03.499]  It was rumored.
[03:11:03.499 --> 03:11:04.999]  It was talked about.
[03:11:04.999 --> 03:11:07.440]  And now there is again documentation.
[03:11:07.440 --> 03:11:07.960]  So big.
[03:11:09.057 --> 03:11:12.639]  Evidence, big documents coming out this last week.
[03:11:12.639 --> 03:11:26.625]  I want to tie this though into the bigger picture with what I talked about last time I was on, which was the usage of Jesuits, the usage of ecumenism, and how this relates to the big shake-up this week also at the Vatican.
[03:11:26.625 --> 03:11:35.409]  About a week ago, Pope Francis released his latest big encyclical, and it's about the length of a book, it's a small book, called Fratelli Tutti.
[03:11:36.129 --> 03:11:37.710]  No, this is not about the Goonies.
[03:11:37.710 --> 03:11:39.332]  It's not about the Fratellis.
[03:11:39.332 --> 03:11:41.473]  It's about brotherhood.
[03:11:41.473 --> 03:11:48.979]  But what's weird about this encyclical is how brazen it is in terms of what he has planned for the future.
[03:11:48.979 --> 03:11:56.525]  Now, early on in the text, he cites his meeting last year with the Grand Imam.
[03:11:56.525 --> 03:12:01.409]  And when they got together last year, they had this special document that they signed.
[03:12:01.409 --> 03:12:02.690]  And this document discussed
[03:12:10.078 --> 03:12:19.563]  And in fact, it even made these controversial statements like God desires there to be all of the different religions out there.
[03:12:19.563 --> 03:12:29.169]  Now, I'm not here to attack anybody's specific religion, but rather to just point out in what sense the deep state, the global elite, the bankers, etc.
[03:12:29.169 --> 03:12:36.433]  are using these religions as kind of a tool to gradually move people into
[03:12:37.159 --> 03:12:39.280]  A one world religion.
[03:12:39.280 --> 03:12:42.102]  And this is going to tie in directly to the Ukraine, right?
[03:12:42.102 --> 03:12:43.723]  Remember, Biden is a Catholic.
[03:12:43.723 --> 03:12:54.328]  I'm not saying that that means that he's a bad guy because he's supposedly a Catholic, but rather the Ukraine was also achieved, that operation was achieved by the aid of Jesuits.
[03:12:54.328 --> 03:12:57.370]  We saw last week an ex-Jesuit, right?
[03:12:57.370 --> 03:13:04.134]  Talking about how Jesuits had gone into the Ukraine and they helped foment the ecumenical relationships that would help divide
[03:13:04.694 --> 03:13:06.255]  The country religiously.
[03:13:06.255 --> 03:13:10.098]  So remember from the perspective of the global elite, religions are tools.
[03:13:10.098 --> 03:13:15.161]  You just use these like little chess pieces and move them around to divide and conquer.
[03:13:15.161 --> 03:13:23.047]  And so keep that in mind as we listen to what Francis, himself a famous Jesuit, writes about in his new encyclical.
[03:13:23.047 --> 03:13:33.054]  Now what's mind blowing is how brazen this new encyclical is in taking things to the next logical step in terms of this global religion.
[03:13:33.911 --> 03:13:51.282]  So a year ago, not just the meeting with the Grand Imam about how all the world religions are basically all valid in a sense, there was another meeting that happened that the Vatican put on called the Amazon Synod, and this dealt with indigenous peoples.
[03:13:51.282 --> 03:13:57.806]  It dealt with the Amazon region and how the Church, the Roman Church, needed to
[03:13:58.616 --> 03:13:59.217]  I don't know.
[03:14:26.221 --> 03:14:33.305]  People ask questions about the deaths that have occurred due to particular vaccine and this always gets blown up in the media.
[03:14:33.305 --> 03:14:39.508]  One should be able to give a very factual account of what exactly has happened and what the cause of deaths are.
[03:14:39.508 --> 03:14:47.413]  But in most cases there's some obfuscation at that level and therefore there's less and less trust then in the system.
[03:14:47.913 --> 03:14:51.256]  It was the UN back in December of last year said, hey, vaccines are killing people.
[03:14:51.256 --> 03:14:52.437]  They're untested.
[03:14:52.437 --> 03:14:54.359]  We need to pause vaccines.
[03:14:54.359 --> 03:14:55.540]  The public doesn't believe in them.
[03:14:55.540 --> 03:14:56.901]  The doctors don't believe in them.
[03:14:56.901 --> 03:15:00.504]  But they said, but we're just giving them by Bill and Melinda Gates Foundation told what to do.
[03:15:00.504 --> 03:15:04.588]  So even the UN, the global government system itself is just a puppet.
[03:15:05.248 --> 03:15:08.050]  And what they say is God.
[03:15:08.050 --> 03:15:13.734]  Halting funding for the WHO during a world health crisis is as dangerous as it sounds.
[03:15:13.734 --> 03:15:16.256]  The world needs them now more than ever.
[03:15:16.256 --> 03:15:20.980]  Well, the truth is the group actually needs Gates more than ever.
[03:15:20.980 --> 03:15:21.800]  With the U.S.
[03:15:21.800 --> 03:15:25.803]  taking a pause, he'll now be their largest active donor.
[03:15:25.803 --> 03:15:26.303]  That's right.
[03:15:26.303 --> 03:15:32.368]  One out of every ten bucks that the WHO gets is from the world's second wealthiest man.
[03:15:32.987 --> 03:15:40.551]  Again, my name is Dr. Tapper and I am no stranger to you as this is my third time here addressing regulations and mask mandates.
[03:15:40.551 --> 03:15:47.154]  Imagine a virus so deadly and severe that you have to have a test done to find out whether or not you've had it.
[03:15:47.154 --> 03:15:53.457]  You guys are basing these numbers on positive cases and not hospitalizations or deaths.
[03:15:53.457 --> 03:15:55.418]  That's what you should be basing those off of.
[03:15:55.418 --> 03:16:00.861]  The numbers are hyperinflated by false positives and the never-ending doom and gloom from the mainstream media.
[03:16:01.341 --> 03:16:12.246]  If the mask mandate turns into a vaccine mandate, you will not be allowed to go back to work, earn a paycheck, renew your driver's license, or function in everyday society without proof of the vaccination.
[03:16:12.246 --> 03:16:17.288]  We had draconian bills sweeping the nation last year coming after our medical freedoms.
[03:16:17.288 --> 03:16:19.589]  And then the coronavirus came.
[03:16:19.589 --> 03:16:22.770]  The Trojan horse to implement this tyrannical agenda.
[03:16:22.770 --> 03:16:24.691]  They say you don't need vitamin D?
[03:16:24.691 --> 03:16:26.752]  Then you can't say as a medical doctor you need vitamin D.
[03:16:27.674 --> 03:16:29.476]  They say you don't need vitamin C?
[03:16:29.476 --> 03:16:32.160]  The FBI will SWAT team you!
[03:16:32.160 --> 03:16:43.415]  It was a special setup for this raid with the FBI putting on PPE as they went inside this medical clinic with a search warrant seeking medical records and physical evidence.
[03:16:44.116 --> 03:16:56.199]  The investigation includes allegations that the clinic provided fraudulent treatments for COVID-19 and that the clinic did not observe proper protocols to protect patients and staff from the virus.
[03:16:56.199 --> 03:17:03.001]  The FBI spokesperson would not say what specific treatment they were investigating, except to say it was on the clinic website.
[03:17:03.001 --> 03:17:04.662]  We found this posting.
[03:17:04.662 --> 03:17:08.063]  We have been using intravenous vitamin C therapy to treat COVID-19.
[03:17:08.963 --> 03:17:12.205]  and non-hospitalized patients with great results.
[03:17:12.205 --> 03:17:17.067]  We've been told our whole life that vitamin D correlates with a strong immune system.
[03:17:17.067 --> 03:17:24.471]  Grossman points to studies that suggest vitamin D can reduce your chances of contracting COVID or the severity of your symptoms.
[03:17:24.471 --> 03:17:28.513]  He says he's tried for months to get the CDC and other experts to talk about it.
