[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[03:17:47.000 --> 03:17:53.000]  It's supposed to be an off the record meeting, but the Trump folks have confirmed this one on. He told them, look, I hate you.
[03:17:53.000 --> 03:17:59.000]  You hate me. Let's just be honest. You work for corporate execs that are fools. You've bankrupted yourselves.
[03:17:59.000 --> 03:18:05.000]  You have no credibility. And I just want to declare that you're scum. That's exactly what I tell them.
[03:18:05.000 --> 03:18:17.000]  The New York Times and stuff. When I talk to me, I go, are you talking to me as a prop to pretend we're doing an interview?
[03:18:17.000 --> 03:18:26.000]  And I loved watching so-called journalists like Stephanopoulos and people scurrying out of there.
[03:18:26.000 --> 03:18:31.000]  And Wolf Blitzer looked like he'd been flogged with a cat or nine tails when he left.
[03:18:31.000 --> 03:18:35.000]  Donald Trump's media summit was an effing firing squad.
[03:18:35.000 --> 03:18:48.000]  He told Jeff Zucker, quote, I hate your network. Everyone at CNN is a liar and you should be ashamed.
[03:18:48.000 --> 03:18:53.000]  I'm sorry. It's just too good. It's too good. Trump knows exactly what to do.
[03:18:53.000 --> 03:19:00.000]  We must bankrupt these organizations. They're already financed by king pens and drug dealers and every other criminal organization you can imagine.
[03:19:00.000 --> 03:19:06.000]  They want to bring the country down. You're going down. Whatever little sponsorship you've got left, everybody has to contact your sponsors and say,
[03:19:06.000 --> 03:19:11.000]  I will never use your product if I see your ad on there one more time.
[03:19:11.000 --> 03:19:17.000]  You want to bring down America? We're going to get in your face. We're going to lean on you and see how you like it, you little bullies.
[03:19:17.000 --> 03:19:21.000]  You bullied this country around a little too long.
[03:19:21.000 --> 03:19:26.000]  Now, there's a story from Steve Watson and Breitbart is chewing them up for this and that's his chief strategist.
[03:19:26.000 --> 03:19:30.000]  Obviously, there's some separation there with the writers. I don't control my writers, right?
[03:19:30.000 --> 03:19:33.000]  I just hire them because they're patriots and have a history of telling the truth.
[03:19:33.000 --> 03:19:38.000]  But Trump gives Hillary a pass. Breitbart leads with criticism.
[03:19:38.000 --> 03:19:46.000]  And this is what Conway is saying, that all he wants to be nice to her until he gets in.
[03:19:46.000 --> 03:19:52.000]  A senator's sessions appointment means that's not the case, but just let Trump get in in 58 days, then we'll see what happens.
[03:19:52.000 --> 03:19:56.000]  But it's not up to Trump. To me, it's the Attorney General and justice.
[03:19:56.000 --> 03:20:00.000]  And I got a feeling justice is going to be served.
[03:20:00.000 --> 03:20:24.000]  All states are prohibited by law. See website for details.
[03:20:31.000 --> 03:20:35.000]  Visit 45cash.com and you can have up to $5,000 in no time.
[03:20:35.000 --> 03:20:40.000]  Just have a checking account and a regular source of income and you can get the loan you need now.
[03:20:40.000 --> 03:20:46.000]  Regardless of your credit, go to 45cash.com from your smartphone or computer to get the cash you need.
[03:20:46.000 --> 03:20:53.000]  Visit 45cash.com, type www.45cash.com directly into the address bar.
[03:20:53.000 --> 03:20:58.000]  That's 45cash.com, 45cash.com.
[03:20:58.000 --> 03:21:03.000]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy.
[03:21:03.000 --> 03:21:07.000]  Are you ready? At best, your local stores have a three-day supply of food.
[03:21:07.000 --> 03:21:09.000]  Will your family have to fight over what's left?
[03:21:09.000 --> 03:21:13.000]  Are you willing to gamble your family's safety that it'll never happen to you?
[03:21:13.000 --> 03:21:18.000]  Be wise and be ready with 25-year shelf life wise food storage.
[03:21:18.000 --> 03:21:24.000]  Wise food storage provides affordable, ready-made gourmet meals with a super long 25-year shelf life.
[03:21:24.000 --> 03:21:28.000]  Meals like pasta, Alfredo, cheesy lasagna, breakfast, dessert, drinks and snacks.
[03:21:28.000 --> 03:21:34.000]  Just add water and your family is eating delicious food instead of fighting for scraps in a food riot.
[03:21:34.000 --> 03:21:39.000]  Try it free. Order a no-obligation free sample meal delivered right to your front door.
[03:21:39.000 --> 03:21:43.000]  And for a limited time, get a 10% discount and free shipping on all orders.
[03:21:43.000 --> 03:21:45.000]  Once done, you're set for 25 years.
[03:21:45.000 --> 03:21:49.000]  Be wise and be ready with wise food storage.
[03:21:49.000 --> 03:21:50.000]  Call for your free sample now.
[03:21:50.000 --> 03:21:58.000]  800-803-5505.
[03:21:58.000 --> 03:22:02.000]  What would your life be like if you woke up each morning with new vitality,
[03:22:02.000 --> 03:22:06.000]  feeling better than you have in years and you noticed a difference in your sleeping patterns,
[03:22:06.000 --> 03:22:09.000]  blood sugar levels and had a sense of well-being overall?
[03:22:09.000 --> 03:22:13.000]  There's something that is changing thousands of people's lives and you could be one of them.
[03:22:13.000 --> 03:22:15.000]  It's called Heart and Body Extract.
[03:22:15.000 --> 03:22:18.000]  Sharon Harris, co-creator of Heart and Body Extract,
[03:22:18.000 --> 03:22:21.000]  talks about the positive effects of Heart and Body Extract.
[03:22:21.000 --> 03:22:24.000]  What happens with the formula Heart and Body Extract
[03:22:24.000 --> 03:22:29.000]  is it's giving the body the necessary vitamins, minerals, amino acids, enzymes and phytonutrients
[03:22:29.000 --> 03:22:31.000]  so the body will heal itself.
[03:22:31.000 --> 03:22:34.000]  And yes, the body does have the ability to balance blood pressure,
[03:22:34.000 --> 03:22:37.000]  balance cholesterol, clean and unclog the arteries.
[03:22:37.000 --> 03:22:41.000]  It can also work on balancing the circulation for diabetics.
[03:22:41.000 --> 03:22:43.000]  So the body is an amazing thing.
[03:22:43.000 --> 03:22:46.000]  It simply needs some help so it has the tools to heal itself.
[03:22:46.000 --> 03:22:49.000]  Heart and Body Extract gets results.
[03:22:49.000 --> 03:22:54.000]  To order your two-month supply, call now toll-free at 866-295-5305.
[03:22:54.000 --> 03:23:17.000]  Order online at hbextract.com.
[03:23:25.000 --> 03:23:30.000]  Unlike other preps, Solarc is used every day to help offset your electric bill automatically.
[03:23:30.000 --> 03:23:35.000]  Visit PortableSolarLLC.com to learn how easily expandable the system is.
[03:23:35.000 --> 03:23:38.000]  Solarc is the most affordable and powerful solution on the market.
[03:23:38.000 --> 03:23:43.000]  The whole system even fits in the back of a pickup or SUV and can install in less than an hour.
[03:23:43.000 --> 03:23:49.000]  See for yourself why Solarc beats other off-grid systems at PortableSolarLLC.com.
[03:23:49.000 --> 03:23:51.000]  Don't wait for the government.
[03:23:51.000 --> 03:23:57.000]  PortableSolarLLC.com to learn why Solarc is energy insurance for your family.
[03:24:15.000 --> 03:24:19.000]  The Republican Party is going to be extinct.
[03:24:19.000 --> 03:24:28.000]  It's going to be relegated to the South, a party of old, racist, decrepit, baby boomer pieces of garbage.
[03:24:28.000 --> 03:24:31.000]  To quote the Democrats.
[03:24:31.000 --> 03:24:33.000]  To quote H. Greliks.
[03:24:33.000 --> 03:24:35.000]  But it didn't work, did it?
[03:24:35.000 --> 03:24:39.000]  Instead, they're talking about the Democratic Party going extinct.
[03:24:39.000 --> 03:24:44.000]  And the Republican establishment being run out on rail.
[03:24:44.000 --> 03:24:52.000]  Or just absorbed by the Trumpian revolution.
[03:24:52.000 --> 03:25:00.000]  You know, there's a big article out dealing with Trump's son-in-law, who is one of his top advisors,
[03:25:00.000 --> 03:25:02.000]  Jared Kushner.
[03:25:02.000 --> 03:25:05.000]  And the headline from Forbes is that he won Trump the White House.
[03:25:05.000 --> 03:25:07.000]  That's the headline on DrudgeReport.com.
[03:25:07.000 --> 03:25:09.000]  You can see the cover of Forbes.
[03:25:09.000 --> 03:25:14.000]  They certainly said that's true because he got Trump early on to mainly focus on the Internet.
[03:25:14.000 --> 03:25:20.000]  And to realize, you can see Trump's not big on the Internet, that that was already the new media.
[03:25:20.000 --> 03:25:24.000]  They give him the credit for doing early videos that got 75 million views and stuff like that.
[03:25:24.000 --> 03:25:27.000]  Folks, we've got Trump.
[03:25:27.000 --> 03:25:31.000]  500 million views on our videos about Trump.
[03:25:31.000 --> 03:25:33.000]  I mean, I'm not trying to get credit for that.
[03:25:33.000 --> 03:25:37.000]  I'm just stating, if Forbes thinks 75 million views is a big deal,
[03:25:37.000 --> 03:25:39.000]  I can show them where the views are.
[03:25:39.000 --> 03:25:45.000]  Or Drudge probably sent, I don't know, 20 million people a day sometimes to throw Trump info.
[03:25:45.000 --> 03:25:47.000]  But none of us get the credit.
[03:25:47.000 --> 03:25:49.000]  It's the globalist discrediting themselves.
[03:25:49.000 --> 03:25:53.000]  I mean, so arrogant that gets the credit and then it's the leakers.
[03:25:53.000 --> 03:25:59.000]  But the reason it is important to look at how we won this is so that we continue to repeat it and aren't arrogant.
[03:25:59.000 --> 03:26:01.000]  We have to deliver tax cuts.
[03:26:01.000 --> 03:26:05.000]  We have to deliver at least spending freezes.
[03:26:05.000 --> 03:26:08.000]  And we have to absolutely secure our borders.
[03:26:08.000 --> 03:26:16.000]  And we have to cut the billion dollar fighter programs that are pieces of crap and actually have a strong defense military.
[03:26:16.000 --> 03:26:19.000]  And of course, we have to get fair tariff deals.
[03:26:19.000 --> 03:26:28.000]  And we'll have such prosperity and such a boom that the era of socialism will be broken worldwide.
[03:26:28.000 --> 03:26:31.000]  And the era of the robber barons will be over.
[03:26:31.000 --> 03:26:38.000]  And again, you had a lot of followers who kind of believed the mainstream media and thought it was invincible.
[03:26:38.000 --> 03:26:41.000]  But a lot of the reporters and people working for the system, they didn't really believe it.
[03:26:41.000 --> 03:26:42.000]  They didn't like what was happening.
[03:26:42.000 --> 03:26:45.000]  You're seeing that facade really collapse now.
[03:26:45.000 --> 03:26:50.000]  Now, there are the bitter, bitter, bitter people who believe in the whole false cosmology.
[03:26:50.000 --> 03:26:52.000]  They're going to become more psychopathic.
[03:26:52.000 --> 03:26:55.000]  And I'm going to talk about that in the next break, next segment.
[03:26:55.000 --> 03:27:05.000]  But just look at these numbers, Democratic Party going extinct, administration is disintegrating.
[03:27:05.000 --> 03:27:08.000]  They don't have any of their top people. Everyone basically hates them.
[03:27:08.000 --> 03:27:16.000]  DIMM's serving donor class, not working class, Representative Ryan admits.
[03:27:16.000 --> 03:27:20.000]  And again, they are just so disconnected, so arrogant, they think they're invincible.
[03:27:20.000 --> 03:27:28.000]  They're just so febriling. 96% hopeful poll show tremendous confidence in President Trump.
[03:27:28.000 --> 03:27:33.000]  And all the national poll show, people that thought he would destroy the planet, day one,
[03:27:33.000 --> 03:27:35.000]  are now seeing stock market go up.
[03:27:35.000 --> 03:27:36.000]  They're seeing confidence.
[03:27:36.000 --> 03:27:38.000]  They're seeing Ford announces coming back.
[03:27:38.000 --> 03:27:42.000]  They're seeing Apple talk about coming back.
[03:27:42.000 --> 03:27:47.000]  And then the media spins and says, well, it was never clear that Ford was going to go to Mexico.
[03:27:47.000 --> 03:27:50.000]  This isn't really a victory. Oh, really?
[03:27:50.000 --> 03:27:54.000]  They said they were going to Mexico with that SUV factory.
[03:27:54.000 --> 03:27:59.000]  The point is, is that there are economic things we can do to strengthen this nation
[03:27:59.000 --> 03:28:01.000]  and not just sell the country out.
[03:28:01.000 --> 03:28:03.000]  And they're still upset that's happening.
[03:28:03.000 --> 03:28:09.000]  And that's why they're so incredibly discredited.
[03:28:09.000 --> 03:28:17.000]  You can see that big scientific poll from Pew Research up on infowars.com.
[03:28:17.000 --> 03:28:21.000]  I already talked about him delivering on the announcement day one in 58 days
[03:28:21.000 --> 03:28:25.000]  when he gets in to pull out of TPP, a foreign global government,
[03:28:25.000 --> 03:28:28.000]  to get in the carbon taxes, and they go, you're not allowed to do that.
[03:28:28.000 --> 03:28:34.000]  Hollande, the president of France, lectured Trump yesterday from the national podium in France,
[03:28:34.000 --> 03:28:39.000]  from the royal palace, said, you're not allowed to do that.
[03:28:39.000 --> 03:28:42.000]  No matter what you say, you're in it.
[03:28:42.000 --> 03:28:46.000]  Congress never voted to put us into that unilaterally.
[03:28:46.000 --> 03:28:48.000]  It's a fraud.
[03:28:48.000 --> 03:28:52.000]  But that's the arrogance with the Communist Chinese and the French president,
[03:28:52.000 --> 03:28:56.000]  the socialist dirtbag lecturing us.
[03:28:56.000 --> 03:28:58.000]  Now, when we come back, I want to read more of the quotes.
[03:28:58.000 --> 03:29:00.000]  And again, I don't believe mainstream media,
[03:29:00.000 --> 03:29:05.000]  but more than 20 agencies were represented there, and they all basically said the same thing.
[03:29:05.000 --> 03:29:12.000]  So now you know it's true. Plus, it fits with what I know Trump basically says behind the scenes.
[03:29:12.000 --> 03:29:15.000]  He just called them in and said, you're scum, you're liars, you're delusional.
[03:29:15.000 --> 03:29:20.000]  No one watches you. Why are you so arrogant?
[03:29:20.000 --> 03:29:23.000]  Why did you lie about me so much? Why do you put out fake tweets?
[03:29:23.000 --> 03:29:26.000]  Why do you put out fake statements?
[03:29:26.000 --> 03:29:29.000]  What the hell is Bloomberg doing putting out fake tweets?
[03:29:29.000 --> 03:29:31.000]  What is your problem?
[03:29:31.000 --> 03:29:35.000]  Don't you know the American people see through you?
[03:29:35.000 --> 03:29:40.000]  How dare you not want to turn the economy back on so you can squat on top of people?
[03:29:40.000 --> 03:29:43.000]  That's what's going on behind the scenes. It's beautiful.
[03:29:43.000 --> 03:29:46.000]  They need to be read the riot act.
[03:29:46.000 --> 03:29:59.000]  Hey, scum, we see you. We know who you are, dirtbags.
[03:29:59.000 --> 03:30:04.000]  Not a group you develop living defense for us. It took you over a year to do it. Why is this so good?
[03:30:04.000 --> 03:30:09.000]  Because people are actually waking up to the problem that pretty much scares me the most.
[03:30:09.000 --> 03:30:14.000]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system,
[03:30:14.000 --> 03:30:18.000]  but right now we're dealing with massive parasites,
[03:30:18.000 --> 03:30:22.000]  which is anything that's harmful to your body that lives off a host mechanism.
[03:30:22.000 --> 03:30:26.000]  Right now with all the refugees spreading disease around,
[03:30:26.000 --> 03:30:30.000]  we have biological warfare going on everywhere. These are all parasites.
[03:30:30.000 --> 03:30:33.000]  Tell us about all the stuff that says there's so many things that are in it.
[03:30:33.000 --> 03:30:37.000]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[03:30:37.000 --> 03:30:40.000]  I recommend doing a parasite cleanse at least twice a year.
[03:30:40.000 --> 03:30:44.000]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[03:30:44.000 --> 03:30:46.000]  It just came back in yesterday. Living Defense, infowarslife.com.
[03:30:46.000 --> 03:30:50.000]  And folks, you can't lose. It's full of stuff that's great for your body, period.
[03:30:50.000 --> 03:30:53.000]  And you support the broadcast, infowarslife.com.
[03:30:53.000 --> 03:30:55.000]  Thank you, Dr. Group, from the Global Healing Center.
[03:30:55.000 --> 03:31:21.000]  Thank you so much for all your work, sir, on this great product.
[03:31:26.000 --> 03:31:32.000]  We use cell phones against our heads every day.
[03:31:32.000 --> 03:31:36.000]  But now a landmark U.S. government study confirms increased health risks
[03:31:36.000 --> 03:31:39.000]  from exposure to EMF radiation emitted from these devices.
[03:31:39.000 --> 03:31:41.000]  The time to protect yourself is now.
[03:31:41.000 --> 03:31:43.000]  The solution is Defender Shield.
[03:31:43.000 --> 03:31:48.000]  Proudly made in the USA, Defender Shield blocks virtually 100% of EMF radiation
[03:31:48.000 --> 03:31:50.000]  emitted from cell phones, tablets, and laptops.
[03:31:50.000 --> 03:31:52.000]  Buy now at DefenderShield.com.
[03:31:52.000 --> 03:31:54.000]  Use discount code Defender for 10% off.
[03:31:54.000 --> 03:31:59.000]  DefenderShield.com, the worldwide leader in EMF radiation protection.
[03:31:59.000 --> 03:32:02.000]  In these uncertain times, it makes sense to have a sustainable backup method
[03:32:02.000 --> 03:32:04.000]  to cook food and boil water.
[03:32:04.000 --> 03:32:08.000]  If your current plan includes using a fuel-burning stove or cooking over an open fire,
[03:32:08.000 --> 03:32:10.000]  then there's a much better way.
[03:32:10.000 --> 03:32:13.000]  The Minuteman Rocket Stove is a biomass-burning cooking stove
[03:32:13.000 --> 03:32:16.000]  that only requires small quantities of sticks and twigs for fuel.
[03:32:16.000 --> 03:32:20.000]  The Minuteman stove is easy to use, smokeless, portable, powerful, and sustainable.
[03:32:20.000 --> 03:32:25.000]  For the finest in survival cooking stoves and fire starters made right here in the USA,
[03:32:25.000 --> 03:32:29.000]  go to MinutemanStove.com. That's MinutemanStove.com.
[03:32:29.000 --> 03:32:32.000]  Buy now you know that wireless technology like cell phones
[03:32:32.000 --> 03:32:36.000]  do in fact pose dangers to the health and privacy of everyone.
[03:32:36.000 --> 03:32:41.000]  Blocket Pocket's wide range of products are unmatched in providing the protection you deserve.
[03:32:41.000 --> 03:32:43.000]  No scare tactics, just common sense.
[03:32:43.000 --> 03:32:49.000]  BlocketPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[03:32:49.000 --> 03:32:54.000]  Learn more at BlocketPocket.com or call 888-315-9618.
[03:32:54.000 --> 03:32:58.000]  BlocketPocket.com, enhancing health and privacy.
[03:32:58.000 --> 03:33:05.000]  If you are receiving this transmission, you are the resistance.
[03:33:05.000 --> 03:33:11.000]  Live from the Infowars.com studios, it's Alex Jones.
[03:33:11.000 --> 03:33:14.000]  Every time I look in the mirror,
[03:33:14.000 --> 03:33:17.000]  every time I look in the mirror,
[03:33:17.000 --> 03:33:20.000]  I'm just a little bit confused.
[03:33:20.000 --> 03:33:23.000]  A little bit confused.
[03:33:23.000 --> 03:33:26.680]  It's Alex Jones every time I look at the mirror
[03:33:32.280 --> 03:33:34.280]  All these lines
[03:33:39.000 --> 03:33:44.840]  The past is gone the past is it'll all go by like dust of dawn
[03:33:44.840 --> 03:33:50.840]  Is that the way
[03:33:50.840 --> 03:34:01.520]  This rendition is better than Aerosmith's well, I know
[03:34:01.520 --> 03:34:21.400]  You've got to lose know how to win you've got all these globalists given their money other parents and grandparents
[03:34:22.080 --> 03:34:25.160]  Totally arrogant drunk on power because they didn't attain it themselves
[03:34:27.040 --> 03:34:29.040]  Seeing themselves separate from us
[03:34:29.040 --> 03:34:34.100]  What fools they're no different than us
[03:34:36.720 --> 03:34:43.480]  When it comes to being human they are different than us because they don't have the soul
[03:34:44.560 --> 03:34:46.560]  Truly empathize with their fellow humans
[03:34:48.880 --> 03:34:50.880]  Stunted
[03:34:51.120 --> 03:34:54.440]  All right, let's get right into the really big important news obviously
[03:34:55.400 --> 03:34:57.400]  incredibly exciting things happening
[03:34:57.400 --> 03:35:04.440]  Fukushima dodged a bullet, but narrowly be like a bullet going through your hair and you know cutting a swath through your hair
[03:35:04.440 --> 03:35:06.440]  But not hitting you in the skull
[03:35:07.200 --> 03:35:12.120]  Japan reported the 7.8 us geological saying 7.3 7.6 it varied
[03:35:14.040 --> 03:35:18.720]  That's about the strength that hit but five six years ago and made those reactors explode
[03:35:19.240 --> 03:35:21.840]  They're still melting down into the Pacific Ocean today
[03:35:21.840 --> 03:35:27.920]  And they were reporting that to the tsunami was going to have be 10 feet or higher when it came in
[03:35:27.920 --> 03:35:31.400]  But it was only a few feet high cause some flooding but
[03:35:32.120 --> 03:35:39.520]  Not any you know massive damage like you saw and that dramatic dramatic footage that we all witness when when the big
[03:35:39.560 --> 03:35:41.560]  Shinami hit Fukushima before
[03:35:43.080 --> 03:35:46.360]  So that is certainly certainly some good news there
[03:35:47.920 --> 03:35:49.680]  Continuing
[03:35:49.680 --> 03:35:55.880]  We are having Black Friday specials that tick off each day and then run for 24 hours right through Friday
[03:35:55.880 --> 03:36:01.480]  I guess right through the weekend and today it is survival shield nation iodine x2
[03:36:02.040 --> 03:36:08.000]  Now obviously you would take potassium iodide. This is beyond that. It's pure iodine true iodine atomic iodine
[03:36:08.440 --> 03:36:10.520]  That goes into the thyroid other glands
[03:36:10.760 --> 03:36:17.240]  So that you don't absorb the fluoride and the other garbage and during a radiological event the radioactive iodine is the most common
[03:36:17.240 --> 03:36:19.640]  fallout
[03:36:19.640 --> 03:36:21.240]  But see that's just an example
[03:36:21.240 --> 03:36:26.200]  You want your thyroid filled with good iodine all the time so it's not absorbing all the other trash that's out there
[03:36:26.680 --> 03:36:32.680]  Because it operates off halogen off iodine if it doesn't have that it will absorb anything else to operate on
[03:36:33.560 --> 03:36:36.920]  And you just see the record thyroid problems out there and the things that are going on
[03:36:37.160 --> 03:36:39.400]  I've lost so much weight been so much healthier
[03:36:40.120 --> 03:36:46.480]  Now that I've been taking it four years and I religiously take it now and it's almost a crutch because I'm gonna be honest
[03:36:46.480 --> 03:36:48.480]  I work out now a third of what I used to
[03:36:48.800 --> 03:36:54.360]  And with the supermail vitality and survival shield x2 and things like that and the DNA force I take daily now
[03:36:54.360 --> 03:36:56.160]  It's really a joke
[03:36:56.160 --> 03:37:00.280]  That I only work out now two or three times a week and I was working out six seven days a week and
[03:37:00.520 --> 03:37:05.120]  It just wasn't having the same effect. It was all because of my whole metabolic system was not getting
[03:37:06.880 --> 03:37:08.880]  What it needed
[03:37:09.960 --> 03:37:15.760]  So this is truly symbiotic you get great products you you fund the tip of the spear operation fighting the globalist
[03:37:15.760 --> 03:37:17.760]  I want to thank you all for your support
[03:37:18.440 --> 03:37:20.440]  black Friday week
[03:37:20.760 --> 03:37:25.280]  Free speech special 30% off survival shield x2 nascent iodine
[03:37:26.800 --> 03:37:33.160]  We have the all-new brain force plus has arrived on 20 percent more in each bottle and a stronger formula on top of that
[03:37:33.520 --> 03:37:35.520]  What's plus plus really?
[03:37:35.960 --> 03:37:44.040]  By OPCA black Friday special that started yesterday. We're extending in a few days 25% off on our ultimate new hair skin and nails formula at
[03:37:44.040 --> 03:37:47.200]  1995 it is a joke level deal. It's now
[03:37:48.240 --> 03:37:49.760]  1496
[03:37:49.760 --> 03:37:53.400]  That doesn't even make any money on that. That's a lost leader right now
[03:37:53.680 --> 03:38:00.680]  The leading competitors have the same stuff in it and are 45 50 60 dollars for one ingredient that's in it. It's it's ridiculous
[03:38:01.320 --> 03:38:03.320]  That's what we do. I mean take knockout
[03:38:03.760 --> 03:38:08.160]  We take nine things that are known to help you give deep restful regenerating sleep
[03:38:09.240 --> 03:38:12.480]  like lemon balm and chamomile and elb trip to fan and
[03:38:12.480 --> 03:38:14.480]  Valerian root and
[03:38:14.840 --> 03:38:16.840]  Melatonin and more I
[03:38:17.920 --> 03:38:19.240]  Remember saying a few years ago
[03:38:19.240 --> 03:38:22.600]  I was sitting there sometimes I'm trouble sleeping and my kids would sometimes too
[03:38:22.600 --> 03:38:27.320]  So I give them a little melatonin tablet a little bit of larian root and I was like why not bang this t-shirt from Whole Foods
[03:38:27.840 --> 03:38:31.760]  And this other thing and this is $19 and this is $19 and I'm giving them both
[03:38:31.760 --> 03:38:41.000]  Together it works better, and I'm like and I'm taking two that's 40 bucks. Let's see how much this stuff costs organic high-quality
[03:38:42.200 --> 03:38:47.680]  We went out and found out we could put nine things in there all the same does what other people do would cost probably a hundred dollars
[03:38:48.040 --> 03:38:51.760]  And sell it for $19.95. That's what we do
[03:38:52.720 --> 03:38:54.720]  Super high quality organic
[03:38:55.920 --> 03:38:57.920]  It's an amazing deal
[03:38:57.920 --> 03:39:05.800]  Info wars live.com or call toll free 888 253 313 9 and thank you for all the great five star reviews
[03:39:05.800 --> 03:39:11.200]  For the products on the third-party site power views and others be sure to read those reviews for yourself
[03:39:12.480 --> 03:39:18.120]  And there's your purchases that make everything we do here possible. So I want to thank you all again
[03:39:20.120 --> 03:39:23.200]  And then we're gonna try to help you your taxes cut again, it's all
[03:39:24.280 --> 03:39:25.040]  symbiotic
[03:39:25.040 --> 03:39:30.800]  It's a non-zero sum game a 360 win is the coin a coin to the realm here these days
[03:39:31.800 --> 03:39:39.520]  I'm even hearing more in the culture now about 360 wins and wins all around and you know, what do you call a win where everybody wins?
[03:39:40.560 --> 03:39:42.560]  to 360 win and
[03:39:43.160 --> 03:39:46.120]  You can really do that folks with technology and what we've got
[03:39:47.360 --> 03:39:52.400]  The problem is some people are gonna be better than you or I at certain things. They're gonna be more beautiful
[03:39:52.400 --> 03:39:55.840]  They're gonna be faster. They're gonna be taller. They're gonna be stronger. We're gonna have gifts
[03:39:55.840 --> 03:39:59.000]  They don't have together we work together to build a better world
[03:39:59.160 --> 03:40:03.680]  But you have to let people be shine you have to let people be winners
[03:40:03.680 --> 03:40:09.800]  You have to let the best kids at something at the trophy and not just give everyone a participation trophy and
[03:40:10.440 --> 03:40:12.440]  Tell your kids sorry you get a piece of pizza
[03:40:15.760 --> 03:40:19.440]  Because then kids learn to fail and they learn to win
[03:40:19.440 --> 03:40:24.800]  But if you don't learn how to fail and deal with it you become a butthurt limp
[03:40:24.800 --> 03:40:30.800]  And I'm telling you it is basket case world out there where about half the people you can't criticize them
[03:40:30.800 --> 03:40:34.760]  You can't tell them to fix something. You can't tell them to change something or they take it personal and
[03:40:35.920 --> 03:40:41.280]  That is the mark of losers. They are instilling that on in us on purpose
[03:40:41.960 --> 03:40:47.000]  They're trying to make the military where it can't chew people out or put people through dangerous situations
[03:40:47.000 --> 03:40:49.880]  Well, then we're gonna have a bunch of wimps folks
[03:40:49.880 --> 03:40:55.280]  You can't put the troops in red high heels and have them learn how to be trannies and I'm not bashing trannies
[03:40:55.480 --> 03:40:58.160]  The point is that's not where trannies are supposed to be
[03:40:59.200 --> 03:41:01.520]  This is all just a mentally ill joke
[03:41:04.600 --> 03:41:07.320]  But they take away our basic rights and give us these fellow rights
[03:41:08.400 --> 03:41:15.640]  I'm gonna get into this right now. So I'm gonna get into fake news. I'm gonna get into the leftist bullying
[03:41:15.640 --> 03:41:18.240]  I want to break down the fact that they're bullying
[03:41:18.960 --> 03:41:24.360]  Went so far it caused people to basically rebel and as they saw people to start to wake up
[03:41:24.360 --> 03:41:26.640]  They thought oh we better bully harder
[03:41:27.600 --> 03:41:31.880]  Most people went along with political correctness just out of hospitality just out of being nice
[03:41:32.400 --> 03:41:35.280]  And it was done by increment early on with reasonable
[03:41:35.560 --> 03:41:41.040]  Sounding things to set the precedent, but as it got over the top people are done. They have broken with you
[03:41:41.040 --> 03:41:47.800]  They will never listen to you again. There's no gimmick. You can push that'll work even when the mainstream media tells the truth now
[03:41:48.240 --> 03:41:51.200]  People don't listen to it. They do not believe it
[03:41:51.720 --> 03:41:56.040]  You have self-immolated you have blown yourselves up
[03:41:56.040 --> 03:41:59.280]  you have poured five gallons of gasoline on yourselves and
[03:41:59.920 --> 03:42:01.920]  struck a match
[03:42:03.680 --> 03:42:09.960]  And you didn't do it for a good cause like a Buddhist monk you did it for a bunch of disconnected
[03:42:09.960 --> 03:42:11.520]  arrogant
[03:42:11.520 --> 03:42:13.520]  corporate lackeys
[03:42:15.120 --> 03:42:21.240]  Who thought they were gonna shut down competition and show up innovation worldwide and play technocrat
[03:42:21.960 --> 03:42:25.640]  Well, they may get their goal someday, but not without a hell of a fight and
[03:42:26.320 --> 03:42:28.200]  It's hard to hold back innovation
[03:42:28.200 --> 03:42:34.480]  It's hard to hold back people that want to be free you may get 30 40 50 percent of people to be my numb drooling zombies
[03:42:34.480 --> 03:42:41.280]  But the 30 40 50 percent that aren't zombies are going to take action and wreck your world cupcake
[03:42:41.880 --> 03:42:47.040]  If three or four percent of us take action against you politically and economically will devastate you
[03:42:48.560 --> 03:42:52.880]  But you're not facing three to five percent like you were the Revolutionary War in 1776
[03:42:55.280 --> 03:42:56.680]  1782
[03:42:56.680 --> 03:42:59.880]  You are now facing my friends
[03:43:00.920 --> 03:43:02.920]  30% that are hardcore away
[03:43:02.920 --> 03:43:09.840]  We're now becoming confident who are now reaching out to others. You cannot beat us. You can fight us
[03:43:09.840 --> 03:43:11.840]  You can protract this for a long time
[03:43:13.560 --> 03:43:18.400]  But incontrovertible you have lost you have failed
[03:43:20.400 --> 03:43:22.720]  History shows it the facts bear it out
[03:43:23.840 --> 03:43:26.680]  Current analyses show it to be conclusive
[03:43:26.680 --> 03:43:32.600]  The only way you can win is killing everyone in a giant nuclear war and releasing bio weapons
[03:43:32.600 --> 03:43:39.960]  You can the elite currently can still attempt to kill everybody. It's the only power. They have left long term. They'll lose and
