[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[03:07:18.120 --> 03:07:21.240]  you'll be helping your friends and family along the way.
[03:07:21.240 --> 03:07:23.880]  Visit infowarsteam.com today.
[03:07:23.880 --> 03:07:27.680]  Become a member, it discounts on the amazing products and free shipping when you sign up
[03:07:27.680 --> 03:07:31.600]  for auto-ship and you're able to promote the products to friends and family and neighbors
[03:07:31.600 --> 03:07:35.640]  in your community and make money while helping people at the same time.
[03:07:35.640 --> 03:07:36.640]  Another win-win.
[03:07:36.640 --> 03:07:41.440]  That's why I'm a member of the Young Jevity team at infowarsteam.com and you can be too.
[03:07:41.440 --> 03:07:46.480]  It's simple, just go to infowarsteam.com today, complete a short sign up and you're part of
[03:07:46.480 --> 03:07:47.480]  the team.
[03:07:47.480 --> 03:07:50.280]  Go to infowarsteam.com or infowarshealth.com.
[03:07:50.280 --> 03:07:53.960]  So many people call into my radio show and tell me how Young Jevity and the products
[03:07:53.960 --> 03:07:56.680]  at infowarsteam.com have changed their lives.
[03:07:56.680 --> 03:08:09.520]  Check it out for yourself today.
[03:08:09.520 --> 03:08:25.560]  From the front lines of the Information War, it's Alex Jones.
[03:08:25.560 --> 03:08:43.600]  From the front lines of the Information War, it's Alex Jones.
[03:08:43.600 --> 03:08:58.920]  From the front lines of the Information War, it's Alex Jones.
[03:08:58.920 --> 03:09:07.920]  From the front lines of the Information War, it's Alex Jones.
[03:09:07.920 --> 03:09:15.120]  I got a few clips I wanted to play and a few things I wanted to finish and we've got third-party
[03:09:15.120 --> 03:09:16.120]  sponsors that make all this transmission possible.
[03:09:16.120 --> 03:09:20.480]  There's a great film that Chuck Hunters worked on for five years and I saw him absolutely
[03:09:20.480 --> 03:09:21.480]  kill himself.
[03:09:21.480 --> 03:09:27.760]  He was an Army colonel and then he did TV ads in Hollywood and he's a great cinematographer.
[03:09:27.760 --> 03:09:30.560]  I wouldn't even call him really a filmmaker and I mean that nicely.
[03:09:30.560 --> 03:09:34.200]  I wouldn't call myself a filmmaker but with Charlie Daniels and all these other great
[03:09:34.200 --> 03:09:39.240]  cast, myself and General Boykin and others, he puts up the other very special that is
[03:09:39.240 --> 03:09:40.240]  beyond film.
[03:09:40.240 --> 03:09:44.680]  It's just reality and it exposes the whole globalist program.
[03:09:44.680 --> 03:09:46.040]  You need to see it.
[03:09:46.040 --> 03:09:51.280]  You can go to revelationthemovie.info, that's revelationthemovie.info to get your copy or
[03:09:51.280 --> 03:09:58.040]  to schedule a show in your area, revelationthemovie.info, to purchase the DVD or check into hosting
[03:09:58.040 --> 03:10:02.240]  into the theater near you, revelationthemovie.info.
[03:10:02.240 --> 03:10:07.440]  It's such an important work they've done, very, very exciting and we salute the work
[03:10:07.440 --> 03:10:11.880]  of Chuck Hunters, his wife and so many others that were involved in the film.
[03:10:11.880 --> 03:10:17.080]  Briefly, we've got discounts all throughout this week on Black Friday.
[03:10:17.080 --> 03:10:22.200]  Like I said, we're really good at getting big audiences, we're not good at making money
[03:10:22.200 --> 03:10:25.840]  and I need to retain the people I've got, I need to be able to hire more folks.
[03:10:25.840 --> 03:10:28.280]  It's our responsibility to do this.
[03:10:28.280 --> 03:10:30.960]  I can't sleep at night if I don't fight you as hard as I can.
[03:10:30.960 --> 03:10:35.080]  That's why I'm shooting videos on Saturday and Sunday night till midnight.
[03:10:35.080 --> 03:10:42.680]  It's because, believe me, your support of us is a big deal and we do not take this massive
[03:10:42.680 --> 03:10:43.680]  support lightly.
[03:10:43.680 --> 03:10:47.880]  I am completely consumed with the animating contest of Liberty, so thank you all for your
[03:10:47.880 --> 03:10:53.480]  support, your prayers, but just know this, when you send the podcast out or a video
[03:10:53.480 --> 03:11:00.640]  out or articles out or just a link to the site, it moves mountains.
[03:11:00.640 --> 03:11:05.480]  The fact that the president of the United States in four different speeches that I've
[03:11:05.480 --> 03:11:10.720]  seen and there may be more, but in Germany and Greece and Peru and other places, we've
[03:11:10.720 --> 03:11:16.000]  got to shut down fake news or just get unallowed, that means reality.
[03:11:16.000 --> 03:11:22.360]  That means the president of the hijackers has to come out and some cases by name say
[03:11:22.360 --> 03:11:24.360]  shut down Alex Jones.
[03:11:24.360 --> 03:11:30.320]  Their surrogates are all over CNN, all over Fox News saying shut us down.
[03:11:30.320 --> 03:11:31.960]  I'm not a nihilist.
[03:11:31.960 --> 03:11:38.120]  I love God, but when they threaten to kill me and stuff, it's like I would never commit
[03:11:38.120 --> 03:11:42.160]  suicide, let's be clear, I love life, but it's almost like God, that'd really give
[03:11:42.160 --> 03:11:43.160]  me some rest.
[03:11:43.160 --> 03:11:47.160]  I have this responsibility to fight you so hard.
[03:11:47.160 --> 03:11:49.800]  It's like I've transcended even the fear that they have on me.
[03:11:49.800 --> 03:11:50.800]  It's like crazy.
[03:11:50.800 --> 03:11:53.560]  I'm totally removed from them now.
[03:11:53.560 --> 03:12:00.280]  It's like as humanity awakens, the ascendance of our spirits is so powerful that we have
[03:12:00.280 --> 03:12:06.760]  to just remember that we're on this plane to take care and help people who are not awake.
[03:12:06.760 --> 03:12:07.760]  That's a real sacrifice.
[03:12:07.760 --> 03:12:08.760]  Sure, we get it.
[03:12:08.760 --> 03:12:09.760]  We understand the game.
[03:12:09.760 --> 03:12:17.080]  We understand what they're doing, but we have to take the people that are like children
[03:12:17.080 --> 03:12:19.800]  and rise them up.
[03:12:19.800 --> 03:12:22.160]  We can get pissed off because we have the knowledge of good and evil.
[03:12:22.160 --> 03:12:25.800]  We can sit there and see how this is working and say, why don't you see it?
[03:12:25.800 --> 03:12:28.040]  But think back when you weren't awake.
[03:12:28.040 --> 03:12:30.480]  Think back when you didn't have the different angles.
[03:12:30.480 --> 03:12:35.680]  You were stupid too, so was I.
[03:12:35.680 --> 03:12:36.680]  I'll just say this.
[03:12:36.680 --> 03:12:37.680]  I love Jesus Christ.
[03:12:37.680 --> 03:12:42.800]  And I can't imagine if I've already got this much discernment understanding of the secrets
[03:12:42.800 --> 03:12:43.800]  of the universe.
[03:12:43.800 --> 03:12:45.800]  I'm only 42 years old.
[03:12:45.800 --> 03:12:52.000]  What will it be like when I've shuffled off this mortal coil and with Christ?
[03:12:52.000 --> 03:12:54.640]  The eye's not seen, the ear's not heard, my friends.
[03:12:54.640 --> 03:12:55.640]  It's big.
[03:12:55.640 --> 03:12:58.280]  It's a big opportunity we're all involved in.
[03:12:58.280 --> 03:13:02.400]  And God just wants to see that you're not a parasite and that you're not out to get
[03:13:02.400 --> 03:13:03.400]  innocent people.
[03:13:03.400 --> 03:13:06.160]  And you make that choice.
[03:13:06.160 --> 03:13:10.040]  You do that.
[03:13:10.040 --> 03:13:12.760]  It's not even that God judges you.
[03:13:12.760 --> 03:13:21.120]  It's that you choose whether you want to be with God or with these parasites that are
[03:13:21.120 --> 03:13:24.040]  so nasty and evil, it wounds us to even look at them.
[03:13:24.040 --> 03:13:29.520]  I understand all that, but I just want to thank the viewers and listeners for your support,
[03:13:29.520 --> 03:13:34.400]  your prayers, everything you've done has made this possible.
[03:13:34.400 --> 03:13:40.680]  And we can now officially say not to brag, but because the fact must be stated that InfoWars
[03:13:40.680 --> 03:13:50.560]  as a media outlet and as a radio show is the biggest radio slash TV program in the world.
[03:13:50.560 --> 03:13:54.560]  More than RT, more than CNN, more than Fox News.
[03:13:54.560 --> 03:14:01.440]  As a transmission, as of 2016 in the fall, in the winter, it's not about a pissing contest.
[03:14:01.440 --> 03:14:08.960]  It's just the fact that I have to announce to you that we are now number one.
[03:14:08.960 --> 03:14:14.280]  And that is a testament to the power of God and the power of truth and the power of resistance
[03:14:14.280 --> 03:14:16.200]  against evil.
[03:14:16.200 --> 03:14:22.800]  As imperfect vessels as we are stacked up against the traitors at CNN and MSNBC, we're
[03:14:22.800 --> 03:14:25.280]  a whole other universe.
[03:14:25.280 --> 03:14:26.280]  And God knows that.
[03:14:26.280 --> 03:14:34.640]  God judges the heart, the enemy persecutes us because we are fleshlier.
[03:14:34.640 --> 03:14:37.760]  We know we're wicked and tells us that we don't deserve God.
[03:14:37.760 --> 03:14:38.760]  You know what?
[03:14:38.760 --> 03:14:39.760]  It's right.
[03:14:39.760 --> 03:14:40.760]  It's true.
[03:14:40.760 --> 03:14:41.760]  I don't deserve God.
[03:14:41.760 --> 03:14:51.000]  God has accepted me and we look at these people that serve evil and they've turned themselves
[03:14:51.000 --> 03:15:00.240]  over and our job is to reach out to everybody we can so that people aren't turned to evil
[03:15:00.240 --> 03:15:01.960]  and so we don't lose them.
[03:15:01.960 --> 03:15:05.000]  We're on a planet in space, folks.
[03:15:05.000 --> 03:15:06.080]  It's spiritual.
[03:15:06.080 --> 03:15:07.280]  It's interdimensional.
[03:15:07.280 --> 03:15:10.160]  It's real and you know it.
[03:15:10.160 --> 03:15:17.240]  What matters is you choose right for eternity.
[03:15:17.240 --> 03:15:21.000]  I really appreciate our listeners and our viewers.
[03:15:21.000 --> 03:15:25.920]  It's the greatest pleasure of my life to be associated with such souls.
[03:15:25.920 --> 03:15:32.760]  And like I said, five years ago, I got tears in my eyes once a year when I think of a dead
[03:15:32.760 --> 03:15:33.840]  grandparent.
[03:15:33.840 --> 03:15:38.840]  I get tears in my eyes every broadcast now when I think about the spirit of liberty that's
[03:15:38.840 --> 03:15:39.840]  rising.
[03:15:39.840 --> 03:15:42.600]  These aren't tears of pain.
[03:15:42.600 --> 03:15:48.720]  These are tears of liberation because we've already climbed to mountains right to the
[03:15:48.720 --> 03:15:53.920]  edge of space and we're staring now into heaven.
[03:15:53.920 --> 03:15:58.240]  That's a big deal.
[03:15:58.240 --> 03:16:04.840]  And the proximity to God is the proximity to wisdom.
[03:16:04.840 --> 03:16:13.240]  And when you stare into that wisdom, you stare into the eyes of God and there's no more fear.
[03:16:13.240 --> 03:16:18.000]  There's only a sadness for those you couldn't take with you.
[03:16:18.000 --> 03:16:21.440]  David Knight, take over, my friend.
[03:16:21.440 --> 03:16:23.200]  Yes, Alec, you know what?
[03:16:23.200 --> 03:16:27.120]  When you're talking about this and I've seen you do this multiple times in courses happened
[03:16:27.120 --> 03:16:30.080]  again in an even bigger way with this election.
[03:16:30.080 --> 03:16:34.760]  In the past, when there were these massive pushes for gun control, you would go on these
[03:16:34.760 --> 03:16:39.160]  marathon sessions, cut commercial breaks, and of course we did that through the election
[03:16:39.160 --> 03:16:40.800]  this time.
[03:16:40.800 --> 03:16:44.480]  Doing 50, I don't know, I guess it was going to be 52 hours, it wound up being more like
[03:16:44.480 --> 03:16:49.720]  60 hours that we had with the staff, with you and everybody because it was so important.
[03:16:49.720 --> 03:16:53.840]  And putting that first, and you know, the encouraging thing is when we fought against
[03:16:53.840 --> 03:17:00.440]  this in the wake of Sandy Hook and some of these other things, we just hoped to stop
[03:17:00.440 --> 03:17:08.080]  the progression against the freedoms that we had, try to fight the new gun control measures.
[03:17:08.080 --> 03:17:11.560]  But we actually saw things move back in the other direction as people again to wake up
[03:17:11.560 --> 03:17:16.960]  to the importance of the Second Amendment, the importance of the natural rights that
[03:17:16.960 --> 03:17:18.400]  are enshrined in the Second Amendment.
[03:17:18.400 --> 03:17:22.520]  And so now we look at this situation with Trump and we push this.
[03:17:22.520 --> 03:17:26.760]  I see some very positive things as Trump is moving into the governing mode.
[03:17:26.760 --> 03:17:31.680]  And I want to start out by saying, the most positive thing I've seen in the last week
[03:17:31.680 --> 03:17:36.480]  or so is him settling this $25 million fraud case.
[03:17:36.480 --> 03:17:41.120]  When I heard that, I said to my wife as I went home on Friday, I said, I think that's
[03:17:41.120 --> 03:17:42.120]  a real positive thing.
[03:17:42.120 --> 03:17:46.720]  I think he's a very smart manager to do that because the biggest problem is when you've
[03:17:46.720 --> 03:17:51.280]  got multiple businesses, multiple locations, I know this.
[03:17:51.280 --> 03:17:55.080]  You want to always focus on the one that's not doing so well.
[03:17:55.080 --> 03:17:56.960]  And ignore the ones that are really doing well.
[03:17:56.960 --> 03:18:01.600]  And so you get your attention focused on the non-performing stores or divisions of your
[03:18:01.600 --> 03:18:05.280]  business rather than just cutting them off and going with what's working.
[03:18:05.280 --> 03:18:10.160]  But it's even beyond that kind of business sense that we see Donald Trump doing.
[03:18:10.160 --> 03:18:16.560]  What he did was he really kicked in $25 million of his own money in order to govern, not to
[03:18:16.560 --> 03:18:18.960]  campaign for president.
[03:18:18.960 --> 03:18:21.000]  Think about that for a moment, okay?
[03:18:21.000 --> 03:18:24.240]  We've had situations where it's not unusual for somebody to kick in their own money if
[03:18:24.240 --> 03:18:26.360]  they got a lot of it in order to get an office.
[03:18:26.360 --> 03:18:28.720]  He's already got the office.
[03:18:28.720 --> 03:18:32.240]  And now what he's doing is he's taking a situation, which I really do believe, and this is what
[03:18:32.240 --> 03:18:37.360]  he tweeted out afterwards, the only bad thing about winning the presidency is that I don't
[03:18:37.360 --> 03:18:42.120]  have the time to go through a long but winning trial on Trump University, too bad.
[03:18:42.120 --> 03:18:45.120]  And I think if he had lost, I think he would have defended his reputation, he would have
[03:18:45.120 --> 03:18:46.200]  fought that.
[03:18:46.200 --> 03:18:53.640]  But now that he's won, he's willing to throw in another $25 million so that he can govern,
[03:18:53.640 --> 03:18:58.200]  so that he won't be distracted by this, even though he believes that he's justified and
[03:18:58.200 --> 03:18:59.200]  I believe he's justified.
[03:18:59.200 --> 03:19:04.000]  I mean, look at the way the media completely ignored Laurier University with the Clintons.
[03:19:04.000 --> 03:19:07.920]  And that was something that not only with Trump University, people are saying, well,
[03:19:07.920 --> 03:19:13.160]  I went to this university and I don't like what the results that I got in terms of my
[03:19:13.160 --> 03:19:14.160]  career.
[03:19:14.160 --> 03:19:15.160]  I don't think that it helped me to get a job.
[03:19:15.160 --> 03:19:19.840]  How many universities, including the Ivy League universities, that people pay big bucks in
[03:19:19.840 --> 03:19:23.240]  tuition and they get out and they don't have anything to show for it?
[03:19:23.240 --> 03:19:24.240]  They don't get a job.
[03:19:24.240 --> 03:19:27.440]  How many times have we seen people go to law school and then turn around and sue their
[03:19:27.440 --> 03:19:30.200]  university because it was worthless?
[03:19:30.200 --> 03:19:33.480]  You don't typically see that with the liberal arts majors because they're not lawyers, but
[03:19:33.480 --> 03:19:37.000]  lawyers do sue their own universities because of a worthless job.
[03:19:37.000 --> 03:19:41.680]  And we talk about it all the time, how worthless these college degrees are.
[03:19:41.680 --> 03:19:48.360]  And so I think this is a very encouraging sign that he would put in $25 million more
[03:19:48.360 --> 03:19:54.000]  so that he can more effectively govern so he won't be distracted by this lawsuit, sacrificing
[03:19:54.000 --> 03:19:55.000]  that personal gain.
[03:19:55.000 --> 03:19:56.000]  Stay with us.
[03:19:56.000 --> 03:19:59.400]  We're going to talk about more of the transition team, the winners and the winers.
[03:19:59.400 --> 03:20:00.400]  Stay with us.
[03:20:00.400 --> 03:20:01.400]  We'll be right back.
[03:20:01.400 --> 03:20:05.160]  Will the government protect your family from Iran and North Korea's newest weapon, EMP?
[03:20:05.160 --> 03:20:09.400]  We buy guns to protect ourselves, home, health and car insurance for accidents.
[03:20:09.400 --> 03:20:12.920]  Maybe you also have food storage, but how would you keep your refrigerator running in
[03:20:12.920 --> 03:20:15.160]  a long-term EMP blackout?
[03:20:15.160 --> 03:20:21.240]  Using tested military designs, the Solarc EMP Hardened Solar Generator protects and powers
[03:20:21.240 --> 03:20:25.880]  your critical appliances for years without burying items underground or wrapping them
[03:20:25.880 --> 03:20:27.040]  in aluminum foil.
[03:20:27.040 --> 03:20:32.680]  Unlike other preps, Solarc is used every day to help offset your electric bill automatically.
[03:20:32.680 --> 03:20:37.760]  Visit portablesolarllc.com to learn how easily expandable the system is.
[03:20:37.760 --> 03:20:40.880]  Solarc is the most affordable and powerful solution on the market.
[03:20:40.880 --> 03:20:45.080]  The whole system even fits in the back of a pickup or SUV and can install in less than
[03:20:45.080 --> 03:20:46.080]  an hour.
[03:20:46.080 --> 03:20:51.720]  See for yourself why Solarc beats other off-grid systems at portablesolarllc.com.
[03:20:51.720 --> 03:20:52.960]  Don't wait for the government.
[03:20:52.960 --> 03:20:59.760]  Go to portablesolarllc.com to learn why Solarc is energy insurance for your family.
[03:20:59.760 --> 03:21:05.640]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy, are you ready?
[03:21:05.640 --> 03:21:08.400]  At best, your local stores have a three-day supply of food.
[03:21:08.400 --> 03:21:10.680]  Will your family have to fight over what's left?
[03:21:10.680 --> 03:21:14.480]  Are you willing to gamble your family's safety that it'll never happen to you?
[03:21:14.480 --> 03:21:19.640]  Be wise and be ready with 25-year shelf life wise food storage.
[03:21:19.640 --> 03:21:24.920]  Wise food storage provides affordable, ready-made gourmet meals with a super long 25-year shelf
[03:21:24.920 --> 03:21:25.920]  life.
[03:21:25.920 --> 03:21:30.160]  Meals like pasta alfredo, cheesy lasagna, breakfast, dessert, drinks and snacks, just add water
[03:21:30.160 --> 03:21:34.960]  and your family is eating delicious food instead of fighting for scraps in a food riot.
[03:21:34.960 --> 03:21:35.960]  Try it free.
[03:21:35.960 --> 03:21:40.520]  Order a no-obligation free sample meal delivered right to your front door and for a limited
[03:21:40.520 --> 03:21:44.000]  time get a 10% discount and free shipping on all orders.
[03:21:44.000 --> 03:21:46.680]  Once done, you're set for 25 years.
[03:21:46.680 --> 03:21:49.960]  Be wise and be ready with wise food storage.
[03:21:49.960 --> 03:21:59.280]  Call for your free sample now, 800-803-5505, 800-803-5505, 800-803-5505.
[03:21:59.280 --> 03:22:01.120]  Often not valid in all states or where prohibited by law.
[03:22:01.120 --> 03:22:02.400]  See website for details.
[03:22:02.400 --> 03:22:04.000]  Need some extra cash today?
[03:22:04.000 --> 03:22:06.600]  Do you have bad credit or maxed out credit cards?
[03:22:06.600 --> 03:22:08.320]  If so, turn your radio up.
[03:22:08.320 --> 03:22:13.000]  45Cash.com is one of the nation's largest personal loan networks with over 50 different
[03:22:13.000 --> 03:22:14.000]  lenders.
[03:22:14.000 --> 03:22:18.200]  Now you can get a personal loan for up to $5,000 with any type of credit discreetly from
[03:22:18.200 --> 03:22:21.600]  your computer or smartphone and with no paperwork to send in.
[03:22:21.600 --> 03:22:24.000]  That's right, no paperwork whatsoever.
[03:22:24.000 --> 03:22:27.640]  Your cash will hit your bank account as soon as tomorrow as our lenders have millions of
[03:22:27.640 --> 03:22:30.520]  dollars to lend regardless of your credit history.
[03:22:30.520 --> 03:22:35.120]  Visit 45Cash.com and you can have up to $5,000 in no time.
[03:22:35.120 --> 03:22:38.440]  Just have a checking account and a regular source of income and you can get the loan
[03:22:38.440 --> 03:22:40.280]  you need now.
[03:22:40.280 --> 03:22:45.040]  Regardless of your credit, go to 45Cash.com from your smartphone or computer to get the
[03:22:45.040 --> 03:22:46.360]  cash you need.
[03:22:46.360 --> 03:22:53.600]  Visit 45Cash.com, type www.45Cash.com directly into the address bar.
[03:22:53.600 --> 03:22:58.680]  That's 45Cash.com, 45Cash.com.
[03:22:58.680 --> 03:23:01.280]  Are you happy washing your hands with harsh chemicals?
[03:23:01.280 --> 03:23:03.400]  Are you happy doing laundry with detergents?
[03:23:03.400 --> 03:23:05.600]  Are you happy paying high prices?
[03:23:05.600 --> 03:23:07.560]  Find your happiness with pure soap.
[03:23:07.560 --> 03:23:12.320]  These all-natural, earth-friendly, pure soaps are the very best you've ever used.
[03:23:12.320 --> 03:23:13.320]  Buy in bulk.
[03:23:13.320 --> 03:23:16.080]  Get a 12, 36, or 48-month supply.
[03:23:16.080 --> 03:23:18.880]  Or get items individually and still save big.
[03:23:18.880 --> 03:23:23.120]  You're getting soap products twice as good as what you're using now, earth-friendly and
[03:23:23.120 --> 03:23:24.400]  natural soaps.
[03:23:24.400 --> 03:23:26.480]  Your family deserves the best.
[03:23:26.480 --> 03:23:28.800]  This is 5starsoap.com.
[03:23:28.800 --> 03:23:31.600]  Why not put your money up the drain for a change?
[03:23:31.600 --> 03:23:37.920]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:23:37.920 --> 03:23:42.240]  Calben Soap Company can save you thousands of dollars and give you good old-fashioned
[03:23:42.240 --> 03:23:45.280]  real soaps that are triple concentrated.
[03:23:45.280 --> 03:23:47.600]  Soaps made from vegetable and coconut oils.
[03:23:47.600 --> 03:23:51.360]  See their full selection of soaps at 5starsoap.com.
[03:23:51.360 --> 03:23:54.000]  That's F-I-V-E-starsoap.com.
[03:23:54.000 --> 03:24:16.400]  Or call 1-800-340-7091 for a catalog.
[03:24:16.400 --> 03:24:17.600]  Welcome back to The Alex Jones Show.
[03:24:17.600 --> 03:24:22.840]  I'm David Knight and as we were just talking in the last segment, I think it's a big and
[03:24:22.840 --> 03:24:28.040]  important thing to notice what Donald Trump has done with this case with Trump University.
[03:24:28.040 --> 03:24:31.680]  Again, the double standard that was applied by the media, you never heard anything about
[03:24:31.680 --> 03:24:32.680]  Larratt University.
[03:24:32.680 --> 03:24:36.560]  It was magnitude, orders of magnitude larger than the Trump University case.
[03:24:36.560 --> 03:24:39.920]  The only thing involved in Trump University was some people who were disgruntled.
[03:24:39.920 --> 03:24:41.480]  You had some people said, hey, it was great.
[03:24:41.480 --> 03:24:42.480]  It worked for me.
[03:24:42.480 --> 03:24:43.560]  It helped me with my career.
[03:24:43.560 --> 03:24:45.120]  Other people said, nah, I thought it was worthless.
[03:24:45.120 --> 03:24:47.360]  You hear people say that about every university.
[03:24:47.360 --> 03:24:48.960]  They say that about Larratt University as well.
[03:24:48.960 --> 03:24:55.000]  But Larratt University was giving tens of millions of dollars to the Clintons personally, also
[03:24:55.000 --> 03:24:57.000]  the Clinton Foundation.
[03:24:57.000 --> 03:25:01.560]  And it wasn't simply about people not being happy with the university's content.
[03:25:01.560 --> 03:25:07.400]  It was also another case of influence peddling and against fraud in a massive way as we've
[03:25:07.400 --> 03:25:10.120]  seen the Clintons operate.
[03:25:10.120 --> 03:25:15.760]  But I just want to think, before I get into this other news, think about if Hillary Clinton
[03:25:15.760 --> 03:25:20.920]  had won and she had a similar situation with Larratt University.
[03:25:20.920 --> 03:25:21.920]  What do you think she would have done?
[03:25:21.920 --> 03:25:25.720]  Do you think she would have said, well, I'm just going to settle this with these people
[03:25:25.720 --> 03:25:26.920]  for more than I believe.
[03:25:26.920 --> 03:25:29.480]  I owe them because I don't believe that there's, I believe I'm right.
[03:25:29.480 --> 03:25:30.480]  I believe they're wrong.
[03:25:30.480 --> 03:25:32.680]  But I'm going to go ahead and settle with them anyway because I need to get on with
[03:25:32.680 --> 03:25:33.680]  the governing of the country.
[03:25:33.680 --> 03:25:37.720]  Now, I think what Hillary Clinton would have done, and you know it as well as I do, she
[03:25:37.720 --> 03:25:41.760]  would have come in and had a private conversation with these people and said, look, I'm president
[03:25:41.760 --> 03:25:49.240]  now, you better not mess with me or things might happen to you, career wise, safety wise,
[03:25:49.240 --> 03:25:50.240]  okay?
[03:25:50.240 --> 03:25:54.320]  She would have strong armed these people from a position of being president instead Donald
[03:25:54.320 --> 03:25:58.620]  Trump pays it off and says, now I need to move on with the governing of the country.
[03:25:58.620 --> 03:26:00.600]  That I think is a key issue.
[03:26:00.600 --> 03:26:05.440]  And I think I was very happy to see that he did that and why he did that coming out and
[03:26:05.440 --> 03:26:06.440]  saying that.
[03:26:06.440 --> 03:26:10.160]  I was thinking that was why he did it, but when he tweeted that out, it was a great move
[03:26:10.160 --> 03:26:11.160]  on his part.
[03:26:11.160 --> 03:26:15.040]  Now, before we get back to the other news, I want to remind you that our new product,
[03:26:15.040 --> 03:26:21.600]  BioPCA, is part of our Black Friday specials, 25% off this new formulation, the ultimate
[03:26:21.600 --> 03:26:24.360]  new hair, skin and nails formula.
[03:26:24.360 --> 03:26:29.600]  And again, it's going to be 25% off today at InfowarsLife.com, 14 powerful ingredients,
[03:26:29.600 --> 03:26:33.920]  things like biotin, zinc and a proprietary blend of enzymes and collagen.
[03:26:33.920 --> 03:26:38.480]  This is the real deal to help you fight the toxins in your environment, not only what
[03:26:38.480 --> 03:26:43.520]  you eat and drink that is toxic, but also the soaps, the cosmetics, the other things
[03:26:43.520 --> 03:26:47.760]  that you put on your skin, you need something like biotin, but also the other ingredients
[03:26:47.760 --> 03:26:53.040]  that work synergistically with that to help your body to fight off the effects of toxins.
[03:26:53.040 --> 03:26:56.480]  Also, we have a new Brainforce Plus.
[03:26:56.480 --> 03:27:00.400]  It is not only qualitatively better, but quantitatively increased.
[03:27:00.400 --> 03:27:07.040]  We have a qualitatively, it's a higher concentration formula, a new supercharger ingredient in it,
[03:27:07.040 --> 03:27:12.200]  black pepper extract, plus a higher concentration formula of other key ingredients.
[03:27:12.200 --> 03:27:17.960]  And there are 20% more capsules per bottle, so you're not only getting a more potent version
[03:27:17.960 --> 03:27:22.760]  of Brainforce, but you're also getting more tablets for the, or capsules in this case,
[03:27:22.760 --> 03:27:23.760]  for the same price.
[03:27:23.760 --> 03:27:27.240]  Again, that is at InfowarsLife.com.
[03:27:27.240 --> 03:27:32.560]  And we have still the loss leader, Trump is my present shirt, just $9.95, we're blowing
[03:27:32.560 --> 03:27:33.560]  those out.
[03:27:33.560 --> 03:27:35.720]  That's the red shirt that says Trump is my present.
[03:27:35.720 --> 03:27:40.320]  You can take a stand with Donald Trump, even as the left winds about the results of the
[03:27:40.320 --> 03:27:41.760]  election.
[03:27:41.760 --> 03:27:46.880]  And I've got a couple of stories about that as well as the people that are getting shunned
[03:27:46.880 --> 03:27:52.280]  by their families because of their Facebook posts in both directions.
[03:27:52.280 --> 03:27:55.120]  And so we hope that that doesn't get to that point.
[03:27:55.120 --> 03:27:59.440]  Keep the dialogue open so you can talk to people about these issues.
[03:27:59.440 --> 03:28:04.400]  And one last thing, Infowars Prime app, that's our all new application that you can use
[03:28:04.400 --> 03:28:09.040]  on your phone that will keep you in touch with us, give you behind the scenes reports.
[03:28:09.040 --> 03:28:14.200]  You can look at each of the individual reporters, Alex Jones, I and all the other reporters
[03:28:14.200 --> 03:28:15.920]  have our own channels on there.
[03:28:15.920 --> 03:28:20.640]  So you can see the reports that we file there, as well as all the other breaking news and
[03:28:20.640 --> 03:28:23.280]  events that are on Infowars.com.
[03:28:23.280 --> 03:28:27.440]  And we have that now at a half price off introductory special.
[03:28:27.440 --> 03:28:29.960]  That's Infowars Prime.
[03:28:29.960 --> 03:28:34.760]  Coming back to the news now, this article, Alex Jones did a great report on this, talking
[03:28:34.760 --> 03:28:39.400]  about this Hollywood reporter article where they interviewed Steve Bannon.
[03:28:39.400 --> 03:28:44.360]  And we just can't say enough about what he did, slapping down this whole false narrative
[03:28:44.360 --> 03:28:46.760]  of him being a white nationalist.
[03:28:46.760 --> 03:28:50.320]  Anybody who knows Breitbart, who's watched it for a long time knows that they're not
[03:28:50.320 --> 03:28:51.320]  about white nationalism.
[03:28:51.320 --> 03:28:54.880]  He said, yeah, I am a nationalist, I'm an economic nationalist.
[03:28:54.880 --> 03:28:58.520]  And I think it was very important to look at what he said about the election.
[03:28:58.520 --> 03:29:02.680]  This is a lot of people on the left are looking at this and say, how did we miss this?
[03:29:02.680 --> 03:29:07.520]  And he said, well, we told you this is going to be the case and this is what happened.
[03:29:07.520 --> 03:29:12.920]  And he said, if we deliver, if Trump delivers on the promises of economic prosperity, he
[03:29:12.920 --> 03:29:16.840]  says we're going to get 60% of the white vote, 40% of the black and Hispanic vote and we'll
[03:29:16.840 --> 03:29:17.840]  govern for 50 years.
[03:29:17.840 --> 03:29:22.600]  And I think one of the key things that we need to understand is it's not just white
[03:29:22.600 --> 03:29:26.160]  blue collar workers, but it's also black and Hispanic blue collar workers.
[03:29:26.160 --> 03:29:29.920]  And it's black and Hispanic people of and along with white at every economic level
[03:29:29.920 --> 03:29:31.480]  that voted for Donald Trump.
[03:29:31.480 --> 03:29:35.520]  It was really the people who were awake in the white and black community that voted for
