[00:00:03.922 --> 00:00:04.683]  Just checking in.
[02:57:24.329 --> 02:57:28.333]  Well, he's the master at making the globalists think they're winning and then pulling the rug out from under them.
[02:57:28.333 --> 02:57:28.793]  We'll see.
[02:57:28.793 --> 02:57:34.218]  Briefly plugging, we've got to end this special this weekend because we're going to sell out Super Bowl Vitality.
[02:57:34.218 --> 02:57:34.619]  I did it.
[02:57:34.619 --> 02:57:41.205]  57% off, 56% off X2, a bunch of other specials, but it's not as expansive.
[02:57:41.585 --> 02:57:49.029]  As the last special, it was our biggest ever for the number of items, but this is the best deal ever on Supermail, the best ever on Selenium, the best ever on X2.
[02:57:49.029 --> 02:57:51.230]  There's a few other things that are on special.
[02:57:51.230 --> 02:57:58.174]  Infowarslife.com, infowarsstore.com, or 888-253-3139.
[02:57:58.174 --> 02:58:08.419]  And again, supporting this broadcast supports the American Way, True Freedom, Renaissance, Battling the Pedophile Rings, promoting world peace with countries that actually want to work with us, free market.
[02:58:09.299 --> 02:58:10.620]  Thank you for listening to GCS.
[02:58:35.530 --> 02:58:42.414]  Visit GCNlive.com today.
[02:58:42.414 --> 02:58:49.637]  As most of you know, more than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[02:58:49.637 --> 02:59:02.443]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[02:59:02.623 --> 02:59:06.286]  They took the good halogen out and put the deadly halogen in.
[02:59:06.286 --> 02:59:13.271]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[02:59:13.271 --> 02:59:26.041]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[02:59:26.141 --> 02:59:27.962]  You can pull these studies up for yourself.
[02:59:27.962 --> 02:59:34.363]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[02:59:34.363 --> 02:59:39.285]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[02:59:39.285 --> 02:59:41.825]  You're listening to the Alex Jones Show.
[03:00:00.769 --> 03:00:05.153]  You are listening to an InfoWars.com Frontline Report.
[03:00:05.153 --> 03:00:09.076]  If you are receiving this transmission, you are the resistance.
[03:00:11.530 --> 03:00:18.376]  Man, they knew the job numbers were coming out this week of 3% growth rate that they haven't had in like 15 years.
[03:00:18.376 --> 03:00:21.118]  And so they were just like, the big banks say the economy's going under.
[03:00:21.118 --> 03:00:21.779]  Trump sucks.
[03:00:21.779 --> 03:00:22.960]  Everything's horrible.
[03:00:22.960 --> 03:00:23.901]  Dump the stock market.
[03:00:23.901 --> 03:00:25.962]  It didn't work.
[03:00:25.962 --> 03:00:26.743]  3% growth rate.
[03:00:26.743 --> 03:00:27.944]  Way higher than that.
[03:00:27.944 --> 03:00:29.866]  They're cooking the books against it.
[03:00:29.866 --> 03:00:32.708]  And Trump's out giving a speech right now.
[03:00:32.708 --> 03:00:33.549]  They are.
[03:00:33.549 --> 03:00:34.610]  Oh, tax reform speech.
[03:00:34.610 --> 03:00:36.972]  Let's go to some of the tax reform speech right now.
[03:00:36.972 --> 03:00:38.073]  Here is El Presidente.
[03:00:41.246 --> 03:00:43.288]  We must be vigilant.
[03:00:43.288 --> 03:00:47.192]  We must protect the lives of our people.
[03:00:47.192 --> 03:00:55.140]  I was on the ground in Texas yesterday to meet with Governor Abbott, who is doing, by the way, an incredible job.
[03:00:55.140 --> 03:00:56.442]  He'll probably be president when Trump wins.
[03:00:56.442 --> 03:00:59.205]  And local officials, so that we could coordinate
[03:01:00.319 --> 03:01:05.762]  The very big and unprecedented federal response.
[03:01:05.762 --> 03:01:10.865]  In difficult times such as these, we see the true character of the American people.
[03:01:10.865 --> 03:01:14.788]  Their strength, their love, and their resolve.
[03:01:14.788 --> 03:01:21.031]  We see friend helping friend, neighbor helping neighbor, and stranger helping stranger.
[03:01:21.031 --> 03:01:25.434]  And together, we will endure and we will overcome.
[03:01:30.917 --> 03:01:32.246]  The Globeless Parasite was good.
[03:01:33.263 --> 03:01:35.143]  The news will say he just gave a divisive speech.
[03:01:35.143 --> 03:01:43.605]  To those affected by this storm, we are praying for you, and we are here with you every single step of the way.
[03:01:43.605 --> 03:01:46.225]  And I can speak, I know, for the people in this room.
[03:01:46.225 --> 03:01:48.266]  Remember, Hillary wouldn't even show American flags.
[03:01:48.266 --> 03:01:50.446]  Now she goes, oh, I'm becoming a pastor.
[03:01:50.446 --> 03:01:51.106]  I love Jesus.
[03:01:51.106 --> 03:01:56.227]  And let's remember when Obama had hurricanes, they were just golf memes that surfaced.
[03:01:56.227 --> 03:01:56.707]  That was it.
[03:01:56.707 --> 03:01:57.547]  He just went golfing.
[03:01:57.547 --> 03:02:02.428]  All of America is grieving with you, and our hearts are joined with yours forever.
[03:02:03.248 --> 03:02:12.111]  The citizens of Texas and the Gulf Coast need all the prayers, support, and resources our communities have to offer.
[03:02:12.111 --> 03:02:13.171]  And they go, oh, it's just words.
[03:02:13.171 --> 03:02:14.852]  No, they need somebody to donate.
[03:02:14.852 --> 03:02:17.472]  This kid's saying, give the Clinton Foundation, and they steal it.
[03:02:17.472 --> 03:02:18.553]  He just says, give!
[03:02:18.553 --> 03:02:22.754]  I don't know how this guy goes from Texas to Austin to Corpus Christi to Missouri to D.C.
[03:02:22.754 --> 03:02:23.434]  to New York.
[03:02:23.434 --> 03:02:24.295]  This guy's unbelievable.
[03:02:26.635 --> 03:02:34.017]  We would cover it, Zimmerman and I would go cover three of them in a week, we'd come back dead tired.
[03:02:34.017 --> 03:02:36.357]  This guy's 70 years old, just owning it.
[03:02:36.357 --> 03:02:36.377]  71.
[03:02:36.377 --> 03:02:38.098]  Thank you.
[03:02:38.098 --> 03:02:39.018]  But he's senile.
[03:02:39.018 --> 03:02:41.819]  June 14th.
[03:02:41.819 --> 03:02:43.379]  Not Nancy Pelosi or Maxine Waller.
[03:02:43.379 --> 03:02:44.499]  Let's go back to El Jefe.
[03:02:44.499 --> 03:02:48.340]  Great, great people, all affected by this tragedy.
[03:02:49.602 --> 03:02:56.905]  We're also glad to be back in the heartland with the very, very fine folks of Missouri.
[03:02:56.905 --> 03:03:01.167]  I like that, my hometown.
[03:03:01.167 --> 03:03:03.788]  Globals are crapping a brick right now.
[03:03:03.788 --> 03:03:04.769]  They can see the poll numbers.
[03:03:04.769 --> 03:03:07.350]  They got thick ones where they had like 20 more to them.
[03:03:07.350 --> 03:03:08.870]  They always like 70% right now.
[03:03:08.870 --> 03:03:11.011]  They are crapping bricks.
[03:03:11.011 --> 03:03:17.614]  And unfortunately for them, his response to Hurricane Harvey has been so great that it's only going to make his voters increase.
[03:03:17.614 --> 03:03:18.415]  That's why they're panicking.
[03:03:18.415 --> 03:03:18.935]  Let's go back.
[03:03:19.767 --> 03:03:20.488]  Okay?
[03:03:20.488 --> 03:03:22.249]  And they said, whatever you want is okay.
[03:03:22.249 --> 03:03:24.911]  So I said, good.
[03:03:24.911 --> 03:03:35.140]  But I'm especially pleased to be here in Springfield, the birthplace of a great American icon, the legendary Route 66.
[03:03:35.140 --> 03:03:35.921]  Who would have known that?
[03:03:37.338 --> 03:03:38.158]  Yeah, I don't know.
[03:03:38.158 --> 03:03:40.300]  They're trying to bring it back, I think, too.
[03:03:40.300 --> 03:03:44.942]  This is the place where the main street of America got its start.
[03:03:44.942 --> 03:03:53.826]  And this is where America's main street will begin its big, beautiful combat that you're all seeing it right now.
[03:03:53.826 --> 03:03:56.768]  This is a comeback of historic proportions.
[03:03:56.768 --> 03:03:57.908]  Not fake Obama optimism.
[03:03:57.908 --> 03:03:59.769]  Thousands of companies coming back.
[03:03:59.769 --> 03:04:00.650]  1.6 million new jobs.
[03:04:01.782 --> 03:04:07.364]  Four trillion in the stock market and the big banks... Goldman Sachs trying to scuttle it and they can't!
[03:04:07.364 --> 03:04:09.425]  He doesn't do lip service.
[03:04:09.425 --> 03:04:10.565]  He says what he does.
[03:04:10.565 --> 03:04:13.667]  They could crash the economy though.
[03:04:13.667 --> 03:04:14.447]  I'll tell you, they do it.
[03:04:14.447 --> 03:04:15.147]  They're screwed.
[03:04:15.147 --> 03:04:15.667]  They want to.
[03:04:15.667 --> 03:04:16.828]  They're threatening him.
[03:04:16.828 --> 03:04:17.868]  He's not getting the blame.
[03:04:17.868 --> 03:04:19.169]  Everybody saw it.
[03:04:19.169 --> 03:04:20.429]  Trump's like, here it is.
[03:04:20.429 --> 03:04:21.509]  They're like, no you're not getting it.
[03:04:23.010 --> 03:04:23.391]  There we go.
[03:04:23.391 --> 03:04:33.301]  ...cost Americans millions and millions of jobs, trillions of dollars, and billions of hours spent on compliance and paperwork.
[03:04:33.301 --> 03:04:36.164]  And you have seen what's happening with regulations.
[03:04:36.164 --> 03:04:37.185]  They're going fast.
[03:04:37.185 --> 03:04:37.906]  We need regulations.
[03:04:37.906 --> 03:04:39.127]  Yeah, just him getting rid of those.
[03:04:39.127 --> 03:04:40.709]  They're designing to go to China.
[03:04:40.709 --> 03:04:41.309]  We'll be back.
[03:04:41.309 --> 03:04:42.450]  We'll get into what happened.
[03:04:42.450 --> 03:04:44.673]  This is big coming up with what happened in Houston.
[03:04:44.673 --> 03:04:45.594]  We've got all that exclusive.
[03:04:53.584 --> 03:05:00.409]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[03:05:00.409 --> 03:05:02.951]  And we've got a new humongoid sale.
[03:05:02.951 --> 03:05:06.414]  Not the number of things that are on massive sale, but on what's on sale.
[03:05:06.414 --> 03:05:08.615]  Out for months, not been on sale for months and months.
[03:05:08.615 --> 03:05:13.439]  We've never offered Super Mel Vitality non-concentrated herbs, cold-pressed.
[03:05:13.439 --> 03:05:16.321]  Super Mel Vitality, 57% off.
[03:05:16.321 --> 03:05:19.303]  It's never been the price it is right now, with 3,596 reviews.
[03:05:19.303 --> 03:05:20.524]  4.6 reviews total by third-party sites.
[03:05:23.426 --> 03:05:24.327]  Unprecedented.
[03:05:24.327 --> 03:05:25.549]  And it's cold-pressed.
[03:05:25.549 --> 03:05:27.491]  That's why super mayo is so different.
[03:05:27.491 --> 03:05:30.454]  People say, well, I know these compounds work because it's admitted to science.
[03:05:30.454 --> 03:05:33.838]  These are other, what you sell, they, BuzzFeed said, it's like, it's already best-selling stuff.
[03:05:33.838 --> 03:05:35.900]  It's been certified as, you know, healthy and good forever.
[03:05:35.900 --> 03:05:37.102]  Why these aren't anything new?
[03:05:37.102 --> 03:05:41.186]  Because why do something new when you can have the oldest and best, but cold-pressed?
[03:05:41.186 --> 03:05:41.647]  Dude.
[03:05:41.647 --> 03:05:41.747]  Dude.
[03:05:48.871 --> 03:05:49.011]  I think?
[03:06:04.053 --> 03:06:04.213]  I think?
[03:06:22.679 --> 03:06:23.419]  We're good to go.
[03:06:49.781 --> 03:06:54.465]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:06:54.465 --> 03:07:04.894]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:07:05.795 --> 03:07:10.600]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:07:10.600 --> 03:07:19.007]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:07:19.007 --> 03:07:26.734]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:07:26.734 --> 03:07:28.696]  Wake up refreshed and take on the day.
[03:07:29.156 --> 03:07:36.641]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:07:36.641 --> 03:07:40.764]  Get the sleep you deserve and experience the power of knockout.
[03:07:40.764 --> 03:07:45.146]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:07:45.146 --> 03:07:46.587]  That's InfoWarsLife.com
[03:07:50.120 --> 03:07:56.403]  My name's Michael Zimmerman, man.
[03:07:56.403 --> 03:07:58.284]  I'm in studio with Alex Jones, man.
[03:07:58.284 --> 03:07:59.625]  Is that Alex Cash?
[03:07:59.625 --> 03:08:01.026]  Alexander Cash.
[03:08:01.026 --> 03:08:02.306]  Yeah, right.
[03:08:02.306 --> 03:08:06.809]  I'll be honest, I'm a little ashamed I'm not a friend of the Bubbles.
[03:08:18.835 --> 03:08:19.616]  You have no fear?
[03:08:19.616 --> 03:08:20.016]  So you're going in?
[03:08:20.016 --> 03:08:20.777]  Suicide mission?
[03:08:20.777 --> 03:08:20.977]  Trump?
[03:08:42.054 --> 03:08:45.676]  Of what's happened down there in Harvey for three, four days while he covered it.
[03:08:45.676 --> 03:08:52.160]  And then we'll get into your big clips with the anti-Trump people in Austin that just show how sad and zombie-like their people are.
[03:08:52.160 --> 03:08:56.803]  But here's a few more minutes of Trump in his live speech happening right now in Missouri.
[03:08:56.803 --> 03:08:57.144]  Here it is.
[03:08:58.264 --> 03:09:08.667]  That is why the foundation of our job creation agenda is to fundamentally reform our tax code for the first time in more than 30 years.
[03:09:08.667 --> 03:09:19.731]  I want to work with Congress, Republicans, and Democrats alike on a plan that is pro-growth, pro-jobs, pro-worker, and pro-American.
[03:09:28.379 --> 03:09:50.032]  There is no more fitting place to launch this effort than right here in the American heartland, surrounded by hardworking men and women whose skill, determination, and drive are truly second to none.
[03:09:50.032 --> 03:09:56.875]  And by the way, before I start, Ivanka Trump, I see my beautiful daughters in the audience.
[03:09:56.875 --> 03:09:57.276]  Stand up.
[03:10:07.031 --> 03:10:08.112]  She's working very hard.
[03:10:08.112 --> 03:10:10.335]  I'm very proud of Ivanka.
[03:10:10.335 --> 03:10:17.042]  For many decades, Route 66 captured the American spirit.
[03:10:17.042 --> 03:10:24.490]  The communities along this historic route were a vivid symbol of America's booming industry.
[03:10:25.427 --> 03:10:31.693]  Truck drivers hauled made-in-America goods along this vital artery of commerce.
[03:10:31.693 --> 03:10:38.319]  Families passed through bustling towns on their way to explore the great American West.
[03:10:38.319 --> 03:10:47.046]  And high-quality manufacturing jobs lifted up communities, gave Americans a paycheck that could support a family.
[03:10:47.046 --> 03:10:49.709]  Mr. Cook is a great example of the people that do it.
[03:10:52.831 --> 03:11:12.742]  Stand up, stand up.
[03:11:12.742 --> 03:11:17.805]  This is President Trump today giving a speech live on tax reform in Springfield, Missouri.
[03:11:17.805 --> 03:11:18.686]  Let's go back to President Trump.
[03:11:21.610 --> 03:11:28.474]  And provided millions of our fellow citizens with the pride and dignity that comes with work.
[03:11:28.474 --> 03:11:37.118]  But in recent years, millions of Americans have watched that prosperity slip away in the rear view mirror.
[03:11:37.118 --> 03:11:40.080]  And it wasn't pleasant to watch.
[03:11:40.080 --> 03:11:41.320]  Especially for me.
[03:11:41.320 --> 03:11:45.883]  I would sit back, I was in business, and I could see what was happening.
[03:11:45.883 --> 03:11:46.483]  Wasn't good.
[03:11:47.426 --> 03:11:55.984]  If we want to renew our prosperity and to restore opportunity, then we must reduce the tax burden on our companies and on our workers.
[03:12:03.894 --> 03:12:10.499]  In the last 10 years, our economy has grown at only around 2% a year.
[03:12:10.499 --> 03:12:14.522]  You look at other countries and you look at what their GDP is.
[03:12:14.522 --> 03:12:17.124]  They're unhappy when it's 7, 8, 9.
[03:12:17.124 --> 03:12:19.546]  And I speak to them, leaders of the countries.
[03:12:19.546 --> 03:12:20.707]  How are you doing?
[03:12:20.707 --> 03:12:22.448]  Not well, not well.
[03:12:22.448 --> 03:12:23.389]  Why?
[03:12:23.389 --> 03:12:24.550]  GDP is down to 7%.
[03:12:26.272 --> 03:12:31.857]  And I'm saying, we were hitting 1% just a number of months ago.
[03:12:31.857 --> 03:12:43.167]  So we're going to change that around folks, that I can tell you, and we're going to change it around.
[03:12:43.167 --> 03:12:51.675]  And today, a very appropriate day that this should happen, we just announced that we hit 3% in GDP.
[03:12:51.675 --> 03:12:52.496]  It just came out.
[03:12:57.947 --> 03:13:05.314]  And on a yearly basis, as you know, the last administration, during an eight-year period, never hit 3%.
[03:13:05.314 --> 03:13:07.716]  So we're really on our way.
[03:13:07.716 --> 03:13:20.628]  If we achieve sustained 3% growth, that means 12 million new jobs and $10 trillion of new economic activity over the next decade.
[03:13:20.628 --> 03:13:21.429]  That's some numbers.
[03:13:27.981 --> 03:13:31.608]  And I happen to be one that thinks we can go much higher than 3%.
[03:13:31.608 --> 03:13:34.332]  There's no reason why we shouldn't.
[03:13:40.282 --> 03:13:48.066]  So this is our once-in-a-generation opportunity to deliver real tax reform for everyday hard-working Americans.
[03:13:48.066 --> 03:13:54.369]  And I am fully committed to working with Congress to get this job done.
[03:13:54.369 --> 03:13:57.230]  And I don't want to be disappointed by Congress.
[03:13:57.230 --> 03:13:59.732]  Do you understand me?
[03:13:59.732 --> 03:14:00.712]  Congress is failing the people.
[03:14:00.712 --> 03:14:01.092]  Congress.
[03:14:11.035 --> 03:14:14.536]  I think Congress is going to make a comeback.
[03:14:14.536 --> 03:14:16.176]  I hope so.
[03:14:16.176 --> 03:14:25.458]  Tell you what, the United States is counting on it.
[03:14:25.458 --> 03:14:29.018]  Here are my four principles for tax reform.
[03:14:29.018 --> 03:14:37.260]  First, we need a tax code that is simple, fair, and easy to understand.
[03:14:37.260 --> 03:14:37.900]  Gotta love that.
[03:14:40.225 --> 03:14:49.536]  That means getting rid of the loopholes and complexity that primarily benefit the wealthiest Americans and special interests.
[03:14:49.536 --> 03:14:52.699]  Our last major tax rewrite was 31 years ago.
[03:14:55.689 --> 03:15:09.200]  It eliminated dozens of loopholes and special interest tax breaks, reduced the number of tax brackets from 15 to 2, and lowered tax rates for both individuals and businesses.
[03:15:09.200 --> 03:15:12.682]  At the time, it was really something special.
[03:15:12.682 --> 03:15:21.049]  Since then, our tax laws have tripled in size, and the tax code itself now spans more than 2,600 pages, and most of it is
[03:15:25.140 --> 03:15:27.942]  Not understandable.
[03:15:27.942 --> 03:15:34.645]  Tax rates have increased, and special interest loopholes have crept back into the system.
[03:15:34.645 --> 03:15:39.368]  The tax code is now a massive source of... This company is basically just filing exemptions.
[03:15:39.368 --> 03:15:40.608]  ...for tens of millions of Americans.
[03:15:40.608 --> 03:15:46.972]  And let's remember, it was the Trump haters that called him out for using those loopholes, so you think they're going to love this speech?
[03:15:46.972 --> 03:15:47.632]  I doubt it.
[03:15:47.632 --> 03:15:50.434]  Had two simple pages of instruction.
[03:15:51.468 --> 03:15:59.137]  Today, that basic form has 100 pages of instructions, and it's pretty complex stuff.
[03:16:00.134 --> 03:16:07.778]  The tax code is so complicated that more than 90% of Americans need professional help.
[03:16:07.778 --> 03:16:09.059]  Including Barack Obama.
[03:16:09.059 --> 03:16:10.200]  See, this is the key.
[03:16:10.200 --> 03:16:15.563]  Trump comes out here, he talks about GDP, he talks about jobs, he talks about the economy, he talks about the tax bracket.
[03:16:15.563 --> 03:16:16.343]  He knows this stuff.
[03:16:16.343 --> 03:16:17.003]  He's dealt with it.
[03:16:17.003 --> 03:16:19.004]  Obama was clueless on all of this, folks.
[03:16:19.004 --> 03:16:23.767]  Obama has zero experience in the economy, zero experience in the free market, zero experience with taxes.
[03:16:23.767 --> 03:16:25.048]  He has no idea what he's doing.
[03:16:25.048 --> 03:16:26.188]  Trump actually knows.
[03:16:26.188 --> 03:16:27.429]  That's why he can make sense of it.
[03:16:27.429 --> 03:16:28.149]  Let's go back to Trump.
[03:16:33.840 --> 03:16:46.363]  First and foremost, our tax system should benefit loyal, hardworking Americans and their families.
[03:16:46.363 --> 03:16:57.906]  That is why tax reform must dramatically simplify the tax code, eliminate special interest loopholes, and I'm speaking against myself when I do this.
[03:16:57.906 --> 03:16:58.226]  See?
[03:16:58.226 --> 03:16:58.746]  There it is!
[03:16:58.746 --> 03:17:02.067]  And I might be speaking against Mr. Cook, and we're both okay with it.
[03:17:02.067 --> 03:17:02.547]  Is that right?
[03:17:03.536 --> 03:17:04.437]  It's crazy.
[03:17:04.437 --> 03:17:05.677]  Oh my gosh, how dare Trump?
[03:17:05.677 --> 03:17:12.541]  Well, I like his idea that you pitch during the campaign, that if you're below the poverty line, you just write, I win.
[03:17:12.541 --> 03:17:16.564]  You don't pay any tax.
[03:17:16.564 --> 03:17:18.085]  Tax reform?
[03:17:18.085 --> 03:17:19.766]  Does he have a magic wand?
[03:17:19.766 --> 03:17:21.346]  Does Trump have a magic wand?
[03:17:21.346 --> 03:17:22.927]  How is he going to tax reform?
[03:17:22.927 --> 03:17:23.728]  What, does he have a wand?
[03:17:24.352 --> 03:17:34.095]  And allow the vast majority of our citizens to file their taxes on a single simple page without having to hire an accountant.
[03:17:34.095 --> 03:17:41.258]  Second, we need a competitive tax code that creates more jobs and higher wages for Americans.
[03:17:41.258 --> 03:17:49.241]  It's time to give American workers the pay raise that they've been looking for for many, many years.
[03:17:51.240 --> 03:17:57.443]  This is the type of speech that any average American will hear and get behind.
[03:17:57.443 --> 03:18:03.926]  In 1986, Ronald Reagan led the world by cutting our corporate tax rate to 34%.
[03:18:03.926 --> 03:18:08.889]  That was below the average rate for developed countries at the time.
[03:18:08.889 --> 03:18:13.471]  Everybody thought that was a monumental thing that happened.
[03:18:13.471 --> 03:18:19.675]  But then, under this pro-America system, our economy boomed.
[03:18:19.675 --> 03:18:20.275]  It just went
[03:18:21.693 --> 03:18:24.234]  It just went beautifully right through the roof.
[03:18:24.234 --> 03:18:29.517]  The middle class thrived and median family income increased.
[03:18:29.517 --> 03:18:31.297]  Other countries saw the success.
[03:18:31.297 --> 03:18:32.258]  They looked at us.
[03:18:32.258 --> 03:18:36.580]  They saw what is America doing, what's happening with the United States.
[03:18:36.580 --> 03:18:49.226]  And they acted very swiftly by cutting their taxes lower and lower and lower and reforming their tax systems to be far more competitive than ours.
[03:18:50.586 --> 03:19:00.731]  Over the past 30 years, the average business tax rate among developed nations fell from 45% to less than 24%.
[03:19:00.731 --> 03:19:13.937]  And some countries have an unbelievably low tax, including, by the way, China and some others that are highly competitive and really doing very well against us.
[03:19:14.855 --> 03:19:18.279]  They are taking us, frankly, to the cleaners.
[03:19:18.279 --> 03:19:33.756]  So this is going to be the trick fuss because the media is going to spin this, they're going to lie about what he said, and they're going to say that he has no idea what he's doing with tax reform when he knows exactly what he's doing with tax reform and he has the experience to prove it.
[03:19:36.499 --> 03:19:45.807]  From this next break, we're gonna talk about Hurricane Harvey, the devastating effects on Houston, and that area with Michael Zimmerman who was boots on the ground.
[03:19:45.807 --> 03:19:46.528]  We'll be right back.
[03:19:46.528 --> 03:19:48.430]  Alex Jones Show, fourth hour.
[03:19:48.430 --> 03:19:52.894]  It's been said, any society is only three missed meals away from chaos.
[03:19:52.894 --> 03:19:54.495]  Those times may be near.
[03:19:54.495 --> 03:19:55.056]  Think about it.
[03:19:55.396 --> 03:19:59.998]  Our country faces multiple terrorist threats and aggressions from Russia and North Korea.
[03:19:59.998 --> 03:20:04.999]  Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[03:20:04.999 --> 03:20:10.801]  And our crumbling infrastructure leaves our power grid vulnerable to long-term outages from a single cyber attack.
[03:20:10.801 --> 03:20:17.503]  When the chaos from any one of these threats arises, the government knows it can't provide during a widespread national emergency.
[03:20:17.503 --> 03:20:20.044]  That's why you need your own plan for self-reliance.
[03:20:20.504 --> 03:20:23.307]  That's where My Patriot Supply comes in.
[03:20:23.307 --> 03:20:25.809]  Get a 4-week survival food supply for only $99.
[03:20:25.809 --> 03:20:29.392]  That includes breakfast, lunches, and dinners.
[03:20:29.392 --> 03:20:33.075]  Order online at PrepareWithGCN.com.
[03:20:33.075 --> 03:20:40.462]  99 bucks for 4 weeks of survival food that tastes like homemade cooking and lasts up to 25 years from My Patriot Supply.
[03:20:40.462 --> 03:20:43.965]  Get your kits today at PrepareWithGCN.com.
[03:20:43.965 --> 03:20:45.346]  Free shipping is included.
[03:20:45.346 --> 03:20:47.388]  PrepareWithGCN.com.
[03:20:48.709 --> 03:20:53.373]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:20:53.373 --> 03:21:03.742]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:21:04.623 --> 03:21:09.406]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:21:09.406 --> 03:21:17.772]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:21:17.772 --> 03:21:25.437]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:21:25.437 --> 03:21:27.399]  Wake up refreshed and take on the day.
[03:21:27.859 --> 03:21:35.766]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:21:35.766 --> 03:21:39.168]  Get the sleep you deserve and experience the power of knockout.
[03:21:39.168 --> 03:21:43.772]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:21:43.772 --> 03:21:45.173]  That's InfoWarsLife.com
[03:21:47.748 --> 03:21:49.710]  Heart disease is on the rise.
[03:21:49.710 --> 03:21:56.617]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[03:21:56.617 --> 03:22:04.965]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[03:22:04.965 --> 03:22:10.651]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[03:22:10.831 --> 03:22:12.652]  My blood pressure has normalized.
[03:22:12.652 --> 03:22:14.792]  My diabetes has totally improved.
[03:22:14.792 --> 03:22:19.314]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:22:19.314 --> 03:22:21.495]  I recommend Heart and Body Extract to everyone.
[03:22:21.495 --> 03:22:29.298]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:22:29.758 --> 03:22:32.319]  Are you happy washing your hands with harsh chemicals?
[03:22:32.319 --> 03:22:34.919]  Are you happy doing laundry with detergents?
[03:22:51.664 --> 03:22:53.625]  Are you happy paying high prices?
[03:22:53.625 --> 03:22:55.686]  Find your happiness with Pure Soap.
[03:22:55.686 --> 03:23:00.548]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:23:00.548 --> 03:23:01.428]  Buy in bulk.
[03:23:01.428 --> 03:23:04.350]  Get a 12-, 36-, or 48-month supply.
[03:23:04.350 --> 03:23:06.791]  Or get items individually and still save big.
[03:23:07.051 --> 03:23:10.353]  You're getting soap products twice as good as what you're using now.
[03:23:10.353 --> 03:23:12.614]  Earth friendly and natural soaps.
[03:23:12.614 --> 03:23:14.375]  Your family deserves the best.
[03:23:14.375 --> 03:23:17.057]  Happiness is 5starsoap.com.
[03:23:17.057 --> 03:23:19.819]  Why not put your money up the drain for a change?
[03:23:19.819 --> 03:23:26.182]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:23:26.182 --> 03:23:33.387]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[03:23:33.387 --> 03:23:35.508]  Soaps made from vegetable and coconut oils.
[03:23:35.848 --> 03:23:39.512]  See their full selection of soaps at 5starsoap.com.
[03:23:39.512 --> 03:23:41.615]  That's F-I-V-E, starsoap.com.
[03:23:41.615 --> 03:23:42.676]  Or call 1-800-340-7091 for a catalog.
[03:23:59.278 --> 03:24:05.801]  Alright, if I was Nancy Pelosi right now, I would be about to start covering Hurricane Katrina.
[03:24:05.801 --> 03:24:07.362]  Or maybe Hurricane Sandy.
[03:24:07.362 --> 03:24:08.942]  But no, we live in reality here.
[03:24:08.942 --> 03:24:12.604]  We're going to cover Hurricane Harvey with Michael Zerman, who is boots on the ground.
