[00:00:05.854 --> 00:00:06.654]  Sign up.
[01:15:09.586 --> 01:15:09.866]  Nothing.
[01:15:09.866 --> 01:15:15.788]  I guess we just think Obama's going to blow Iran to bits and all the liberals will say, oh great, he's given them freedom.
[01:15:15.788 --> 01:15:17.089]  Yeah, just like Iraq.
[01:15:18.198 --> 01:15:21.819]  A million dead, four million refugees, and we've given them freedom.
[01:15:21.819 --> 01:15:26.601]  The whole country's destroyed, just like we're doing in Afghanistan.
[01:15:26.601 --> 01:15:31.463]  And, you know, why the world puts up with this?
[01:15:31.463 --> 01:15:31.823]  I don't know.
[01:15:31.823 --> 01:15:33.964]  I think it's because we just give them money.
[01:15:33.964 --> 01:15:42.487]  So maybe if we have an economic collapse, the world will have a chance to go its own way and realize its own aspirations.
[01:15:42.487 --> 01:15:46.609]  But for now, it looks like American hegemony is prevailing.
[01:15:47.863 --> 01:15:52.289]  But meanwhile, American hegemony is raping us, the American people as well.
[01:15:52.289 --> 01:15:55.353]  They're eluding us, so it's... Eluding us, yeah.
[01:15:55.353 --> 01:16:01.020]  But as you said earlier, you know, they're getting power over all the money, over everybody's business.
[01:16:01.020 --> 01:16:03.623]  It's just... It's an amazing...
[01:16:04.315 --> 01:16:14.602]  You know, it's actually, as I said the other day, there's really no difference between the American Citizens Day and the fictional citizens in George Orwell's book, 1984.
[01:16:14.602 --> 01:16:23.008]  Dr. Roberts, we appreciate your integrity, your research, the incredible amount of data you brought together, because I was trying to figure this out, and you really did a great job.
[01:16:23.008 --> 01:16:24.549]  Thank you for spending Father's Day with us.
[01:16:24.549 --> 01:16:25.410]  Get back to your family.
[01:16:25.410 --> 01:16:26.290]  God bless you.
[01:16:26.290 --> 01:16:27.731]  God bless you, Alex.
[01:16:27.731 --> 01:16:31.274]  There goes Dr. Paul Craig Roberts, the father of Reaganomics, a real conservative.
[01:16:31.274 --> 01:16:32.295]  We'll be right back with more.
[01:16:32.295 --> 01:16:32.675]  Stay with us.
[01:16:33.630 --> 01:16:37.073]  Silver is mankind's oldest natural antibiotic.
[01:16:37.073 --> 01:16:41.317]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:16:41.317 --> 01:16:52.988]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:16:52.988 --> 01:16:58.833]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:16:59.113 --> 01:17:03.777]  And germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:17:03.777 --> 01:17:11.965]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper, with a money-back guarantee on the colloidal products we produce.
[01:17:11.965 --> 01:17:19.632]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of health care and freedom of speech.
[01:17:20.132 --> 01:17:22.833]  Visit us today at utopiasilver.com.
[01:17:22.833 --> 01:17:25.714]  That's U-T-O-P-I-A-Silver dot com.
[01:17:25.714 --> 01:17:26.354]  Or call 888-213-4338.
[01:17:26.354 --> 01:17:26.414]  888-213-4338.
[01:17:26.414 --> 01:17:27.535]  And help us win this battle.
[01:17:34.127 --> 01:17:36.108]  Hi, I'm John Swenson at Midas Resources.
[01:17:36.108 --> 01:17:40.250]  800-686-2237, extension 128.
[01:17:40.250 --> 01:17:42.371]  And let's take in a brief mind movie.
[01:17:42.371 --> 01:17:48.054]  We're surrounded by jesters, members of the nation's largest clown club based in Washington, D.C.
[01:17:48.054 --> 01:17:53.857]  Fuzzy hair, baggy pants, big yellow shoes, and now offering financial assurances that all will be well.
[01:17:53.857 --> 01:17:55.858]  The stimulus package is working.
[01:17:55.858 --> 01:17:57.739]  A bailout is coming your way.
[01:17:57.739 --> 01:18:01.941]  And while we're flat broke, we're also told that we've stepped back away from the brink.
[01:18:01.941 --> 01:18:02.261]  Pardon me?
[01:18:03.081 --> 01:18:04.322]  Back to the real world.
[01:18:04.322 --> 01:18:08.583]  We know that we can rely on no one but ourselves to generate financial security.
[01:18:08.583 --> 01:18:11.144]  Protecting your assets is solely up to you.
[01:18:11.144 --> 01:18:12.845]  No one else is coming to the rescue.
[01:18:12.845 --> 01:18:24.309]  Please call me, John Swenson, 800-686-2237, extension 128, to discuss investing in precious metals, gold and silver, with a 6,000 year track record of success and security.
[01:18:24.309 --> 01:18:31.312]  I'm John Swenson, 800-686-2237, extension 128, and together we'll create a package that really works for you.
[01:18:33.404 --> 01:18:33.564]  Sure V.
[01:18:48.626 --> 01:18:51.248]  Food is your ammunition to fight for your freedom and your life.
[01:19:12.805 --> 01:19:14.006]  How much will you need?
[01:19:14.006 --> 01:19:14.927]  We don't know.
[01:19:14.927 --> 01:19:16.028]  How much do you want?
[01:19:16.028 --> 01:19:16.949]  All you can get.
[01:19:16.949 --> 01:19:18.050]  I'm Alex Jones.
[01:19:18.050 --> 01:19:21.094]  I want all of you good guys to live to fight another day.
[01:19:21.094 --> 01:19:22.875]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:19:22.875 --> 01:19:23.796]  Again, that number 1-800-409-5633.
[01:19:33.413 --> 01:19:36.494]  Did you know that you can be tracked and traced when you're online?
[01:19:36.494 --> 01:19:44.618]  With identity theft and cyber crimes on the rise, your passwords, your identity, and even your physical location can be revealed to complete strangers.
[01:19:44.618 --> 01:19:48.560]  Would you like to surf the internet anonymously and not have to worry about these threats?
[01:19:48.560 --> 01:19:51.721]  Well, now you can by visiting patriotinternet.com.
[01:19:51.721 --> 01:20:01.245]  For about $2 per month, patriotinternet.com will conceal your IP address and your physical location, allowing you to browse the web, send emails, and instant message anonymously.
[01:20:01.445 --> 01:20:05.746]  PatriotInternet.com will bypass filters, block sites, and keyword blocking.
[01:20:05.746 --> 01:20:09.107]  You can also bypass logging by your router and your ISP.
[01:20:09.107 --> 01:20:15.949]  With PatriotInternet.com, there is no software to install and uses 128-bit encryption for your protection.
[01:20:15.949 --> 01:20:23.972]  When using wireless hotspots, PatriotInternet.com shields your information from identity thieves and is compatible with Windows, Mac, and Linux.
[01:20:24.352 --> 01:20:30.477]  Protect your identity and your freedom with anonymous internet access from PatriotInternet.com.
[01:20:30.477 --> 01:20:34.020]  Visit PatriotInternet.com today.
[01:20:34.020 --> 01:20:37.703]  Are you tired of searching for great talk radio?
[01:20:37.703 --> 01:20:39.204]  Search no more.
[01:20:39.204 --> 01:20:47.050]  We are the GCN Radio Network.
[01:20:47.050 --> 01:20:50.213]  Yeah, those Iranian teenagers are gonna get what they want.
[01:20:50.213 --> 01:20:52.495]  Those cities completely leveled.
[01:20:52.495 --> 01:20:53.816]  And they're gonna put in hardcore.
[01:20:54.594 --> 01:20:58.637]  Muslim extremists over them, just like Iraq.
[01:20:58.637 --> 01:21:02.079]  60% of the graduates of college were women, the doctors.
[01:21:02.079 --> 01:21:04.080]  Rock and roll music was on.
[01:21:04.080 --> 01:21:04.841]  Not anymore.
[01:21:04.841 --> 01:21:11.365]  They're all wearing the burqas and CIA's in command.
[01:21:11.365 --> 01:21:14.648]  I tell ya, the key to the whole New World Order is Muslim extremists.
[01:21:14.648 --> 01:21:15.888]  More and more I realize this.
[01:21:15.888 --> 01:21:18.250]  They are the magic key, the sword of death.
[01:21:18.965 --> 01:21:20.386]  They are the little secret.
[01:21:20.386 --> 01:21:31.249]  Because you got these mullahs, Shiites, Sunni, both sides, they got mind-controlled people that will blow themselves up and think they're doing it for Allah, and they always work for the British government.
[01:21:31.249 --> 01:21:36.451]  I mean, when you really get down to it, and that's what the head mullah came out and said, this is the British government.
[01:21:36.451 --> 01:21:41.473]  Because, you know, he knows, because they've been fighting those guys and working with them for decades.
[01:21:41.473 --> 01:21:42.373]  It goes back and forth.
[01:21:42.373 --> 01:21:46.475]  This is like chess, ladies and gentlemen, but ten times more complex.
[01:21:49.076 --> 01:21:51.958]  And we're here looking at this huge chess board.
[01:21:51.958 --> 01:21:55.060]  I can't get the American people to even realize we're playing chess.
[01:21:55.060 --> 01:21:56.161]  That there's a game on.
[01:21:56.161 --> 01:21:58.143]  That this is real.
[01:21:58.143 --> 01:22:00.444]  That there's powerful elites and subterfuge.
[01:22:00.444 --> 01:22:04.827]  In fact, I want to play this clip and your calls are coming up.
[01:22:04.827 --> 01:22:08.170]  And I got Sir Hudeberg coming in here to talk about this bill.
[01:22:08.170 --> 01:22:09.911]  You can't make this stuff up anymore.
[01:22:09.911 --> 01:22:12.453]  I mean, who could come up with this?
[01:22:12.453 --> 01:22:14.954]  I couldn't imagine things this ridiculous.
[01:22:14.954 --> 01:22:17.056]  But the reason I thought of this guy
[01:22:18.985 --> 01:22:21.686]  Months ago, I meant to play this.
[01:22:21.686 --> 01:22:25.227]  I didn't do it, but last night, I'm at the office at about 10 o'clock at night.
[01:22:25.227 --> 01:22:30.928]  They're re-airing Geraldo Rivera's show, and there's like these weird zombie redcoats.
[01:22:30.928 --> 01:22:34.049]  I say zombie, they looked like they were out of their minds.
[01:22:34.049 --> 01:22:42.571]  With these vacant stairs, playing Revolutionary War music, but British tunes, with our soldiers, on the set with him.
[01:22:42.571 --> 01:22:46.232]  And I was like, they're playing Revolutionary anti-
[01:22:49.036 --> 01:22:59.018]  You know, colonialist music and it was some weird message and I keep seeing redcoats with our troops at White House events and at events at Arlington Cemetery.
[01:22:59.018 --> 01:23:00.978]  It's like a desecrating us.
[01:23:00.978 --> 01:23:04.759]  And I'm not, I'm not a Anglophile phobe.
[01:23:04.759 --> 01:23:06.600]  I mean, I don't dislike the British.
[01:23:06.600 --> 01:23:11.060]  I mean, my last name's Jones and I have two guys that work for me in England, great, smart people.
[01:23:11.060 --> 01:23:12.801]  I'm saying the elite of England.
[01:23:12.801 --> 01:23:18.282]  So I'm sitting there watching this as we sit there in the coffee room watching Fox News.
[01:23:19.608 --> 01:23:27.730]  And then it cuts to Lieutenant Colonel Bill Cohen, and he's saying, I tell you what, Geraldo, I just think we ought to be over there helping them.
[01:23:27.730 --> 01:23:36.593]  It's despicable that Obama's trying to stop us from freeing these people, that we're not giving support to these great Iranians, that he's saying every other day.
[01:23:36.593 --> 01:23:39.654]  He wants to turn into a glass parking lot, but suddenly he loves them.
[01:23:39.654 --> 01:23:43.155]  And suddenly, you know, they're all for police brutality here, but oh my gosh, they're doing it over there.
[01:23:43.155 --> 01:23:43.555]  It's bad.
[01:23:45.120 --> 01:23:46.881]  And think of how that PSYOP works.
[01:23:46.881 --> 01:23:48.702]  They're funding the whole thing on record.
[01:23:48.702 --> 01:23:50.983]  They're staging the whole thing on record.
[01:23:50.983 --> 01:23:53.163]  They're lying and twisting everything.
[01:23:53.163 --> 01:24:04.668]  He knows that, and there he is lying to the American people with pleasure, knowing it's all a lie, saying we ought to be supporting him, Obama isn't supporting him, which gives Obama left cover.
[01:24:04.668 --> 01:24:05.109]  See?
[01:24:05.109 --> 01:24:12.772]  Oh, now the left will be, oh, see, he's an anti-war guy, and the right wing will hate Barack Obama, and that reinforces the controlled Republican Party.
[01:24:14.145 --> 01:24:22.328]  And all these CIA operatives, and that's what Bill Cohen is, he admits he's worked with them in Beirut and other places, and Mossad.
[01:24:22.328 --> 01:24:26.410]  That's, it's all about reaffirming that false left-right paradigm and giving Obama left cover.
[01:24:26.410 --> 01:24:33.273]  When was the big New Brzezinski's running this entire operation as his national security advisor's top advisor?
[01:24:34.039 --> 01:24:37.401]  So he's like the supervisor over his National Security Advisor.
[01:24:37.401 --> 01:24:39.083]  He's the real power behind the throne.
[01:24:39.083 --> 01:24:43.786]  And we predicted all of this in the Obama deception, in all the interviews I have for the second film coming out soon.
[01:24:43.786 --> 01:24:44.887]  It's all about this already.
[01:24:44.887 --> 01:24:47.508]  We're already predicting this film.
[01:24:47.508 --> 01:24:48.389]  What's now happening?
[01:24:48.389 --> 01:24:49.550]  It's just incredible.
[01:24:49.550 --> 01:24:59.397]  So, the issue here that I'm trying to get to is, it made me think of Lieutenant Colonel Bill Cohen.
[01:24:59.397 --> 01:24:59.737]  Because,
[01:25:01.019 --> 01:25:17.673]  I remember Rumsfeld in 2002 and Bush going, we're taking off the gloves and the torture memos, ordering the torture, and how they were waterboarding them and bragging on Fox News, how they were stopping their hearts with medical devices and torturing them, much worse than waterboarding, and how they were getting fake confessions.
[01:25:17.673 --> 01:25:26.441]  And Khalid Sheikh Mohammed, supposed number two in Al-Qaeda, they got him to confess to bombing buildings that weren't built until four years after he was in jail.
[01:25:27.415 --> 01:25:35.281]  So six years of being waterboarded, they admit, hundreds of times, two times a day for almost six years.
[01:25:35.281 --> 01:25:44.208]  Khalid Sheikh Mohammed confessed to everything but killing Kennedy, killing, you know, sinking the Lusitania, the Titanic, crucifying Jesus.
[01:25:44.208 --> 01:25:48.171]  I mean, he, and they put out on the news he'd done this.
[01:25:48.171 --> 01:25:50.793]  He had bombed buildings that didn't exist when he was arrested.
[01:25:51.516 --> 01:25:56.280]  And they admitted that they threatened his family, that was in the news, that they tortured his kids.
[01:25:56.280 --> 01:26:04.907]  The Washington Post bragged and said, yeah, they tortured him for years, he wouldn't say he did it, so they got his kids in there and started doing it, and he said, fine, I'll say whatever you want.
[01:26:04.907 --> 01:26:08.590]  Totally made up, he was clearly a CIA operative they were setting up.
[01:26:08.590 --> 01:26:16.116]  So, Lieutenant Colonel Bill Cohen, selling at a conference, a news conference, and then making the joke about, is this on record?
[01:26:16.116 --> 01:26:18.498]  Oh, I don't care if it is, when he knew it was a press conference.
[01:26:19.619 --> 01:26:29.305]  This is Lieutenant Colonel Bill Cohen at a press conference in Los Angeles, bragging and selling, oh, I'm not for waterboarding, I'm from electricity, but only if it saves our troops.
[01:26:29.305 --> 01:26:35.049]  When you know it's only good for fake confessions and only good for tyranny and terror over the people.
[01:26:35.049 --> 01:26:37.771]  It's so sick, but it gets worse.
[01:26:37.771 --> 01:26:38.631]  You can pull this up.
[01:26:38.631 --> 01:26:40.693]  This has been in the Associated Press.
[01:26:40.693 --> 01:26:45.115]  They have arrested dozens and dozens of people.
[01:26:45.115 --> 01:26:47.417]  It's got to be over 30 or 40 that I've seen in the news alone.
[01:26:48.976 --> 01:26:59.942]  At Bagram Air Base in Afghanistan, places like that, and Iraq, because it'll come out that they tortured somebody or they sodomized them with large objects dripping with battery acid.
[01:26:59.942 --> 01:27:01.583]  That's in the Army's own report.
[01:27:01.583 --> 01:27:03.785]  And so Bush and them said, we didn't order that!
[01:27:03.785 --> 01:27:04.585]  Arrest them!
[01:27:04.585 --> 01:27:09.928]  And then they send these people who followed orders to prison, and guess how they keep them from blowing the whistle?
[01:27:09.928 --> 01:27:11.369]  In fact, you can Google this.
[01:27:11.369 --> 01:27:13.770]  Google this, guys.
[01:27:13.770 --> 01:27:14.671]  Torture guard
[01:27:15.550 --> 01:27:17.251]  Silenced under Patriot Act.
[01:27:17.251 --> 01:27:28.679]  They use anti-terror rules on the torturers that followed orders to shut them up so Bush and Rumsfeld and Gonzales and all these sickos won't go to prison.
[01:27:28.679 --> 01:27:40.928]  And so they sent a whole bunch of these people to prison that followed orders, the White House orders are now public, and then the White House says they never ordered torture, and then last year, this is just late last year,
[01:27:42.076 --> 01:27:47.338]  2008, Lieutenant Colonel Bill Cohen goes on TV and brags that he tortures people.
[01:27:47.338 --> 01:27:52.639]  So, they're allowed to brag they're torturing people, then they send their own patsies to jail.
[01:27:52.639 --> 01:27:55.240]  I mean, that's who you work for, CIA.
[01:27:55.240 --> 01:27:57.861]  I hear the CIA ads recruiting for domestic operations.
[01:27:57.861 --> 01:27:59.181]  Listen, you dumb kids.
[01:27:59.181 --> 01:28:00.621]  They're gonna set you up.
[01:28:00.621 --> 01:28:01.862]  They're all into lying to you.
[01:28:01.862 --> 01:28:03.362]  They work for offshore banks.
[01:28:03.362 --> 01:28:05.323]  They want to destroy this country.
[01:28:05.323 --> 01:28:06.123]  Go ahead and play the clip.
[01:28:06.849 --> 01:28:08.991]  Everything I say here or not is on the record.
[01:28:08.991 --> 01:28:10.212]  I hope it is, it always is.
[01:28:10.212 --> 01:28:15.455]  I'd like to go on the record as saying we've talked about torture here last night and this morning.
[01:28:15.455 --> 01:28:17.657]  I do not like waterboarding.
[01:28:17.657 --> 01:28:19.358]  I do not like waterboarding.
[01:28:19.358 --> 01:28:20.459]  I prefer electricity.
[01:28:20.459 --> 01:28:24.862]  Yeah, little kid's getting ripe.
[01:28:24.862 --> 01:28:25.343]  Real funny.
[01:28:25.343 --> 01:28:31.327]  I stand by that statement and it concerns me quite a bit that John McCain is already seated
[01:28:32.305 --> 01:28:34.907]  Uh, interrogation techniques to certain people.
[01:28:34.907 --> 01:28:40.870]  I would never, for a moment, use harsh techniques, and I have used them, on just anybody.
[01:28:40.870 --> 01:28:43.052]  But you know, sometimes there are certain people.
[01:28:43.052 --> 01:28:43.432]  Yeah.
[01:28:43.432 --> 01:28:45.033]  Khalid Sheikh Mohammed.
[01:28:45.033 --> 01:28:45.914]  Khalid Sheikh Mohammed.
[01:28:45.914 --> 01:28:46.954]  That's enough from the punk.
[01:28:46.954 --> 01:28:47.655]  That's enough.
[01:28:47.655 --> 01:28:49.156]  Like his kids got tortured?
[01:28:49.156 --> 01:28:50.797]  You mean like him?
[01:28:50.797 --> 01:28:52.638]  They take your soul, folks.
[01:28:52.638 --> 01:28:53.678]  He is selling you.
[01:28:53.678 --> 01:28:54.899]  He's all in deception.
[01:28:54.899 --> 01:28:57.941]  They all sit around laughing how they manipulate and deceive people.
[01:28:58.476 --> 01:29:06.800]  Like he went on the news last night and said, I wish we were supporting the overthrow of Iran right now, when he knows the whole thing's being run.
[01:29:06.800 --> 01:29:08.941]  They'll take your farm and ranch too, folks.
[01:29:08.941 --> 01:29:12.763]  If they'll kill a million three hundred thousand Iraqis, they'll kill you dead in a hammer.
[01:29:12.763 --> 01:29:16.745]  And they're building a giant force of sickos like him, that are ready to do it.
[01:29:16.745 --> 01:29:26.029]  Well, I'm a real red-blooded American, and I'm not part of torturing kids, you son of a... Listen to me, we're gonna beat you people, and we're not scared of you, sicko filth!
[01:29:34.873 --> 01:29:36.013]  Spring is here.
[01:29:36.013 --> 01:29:36.973]  Growing season.
[01:29:36.973 --> 01:29:39.154]  The economy is not getting any better.
[01:29:39.154 --> 01:29:40.874]  In fact, it's getting worse.
[01:29:40.874 --> 01:29:41.854]  Think about it.
[01:29:41.854 --> 01:29:45.935]  At this rate, how will your life be in a month or even a year?
[01:29:45.935 --> 01:29:49.616]  Maybe you've been putting things off, but the time to act is now.
[01:29:49.616 --> 01:29:52.457]  You need to get your seeds before it's too late.
[01:29:52.457 --> 01:30:04.319]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:30:04.659 --> 01:30:05.400]  And the best part?
[01:30:05.400 --> 01:30:06.560]  All orders ship within 24 hours.
[01:30:06.560 --> 01:30:08.502]  So head over to OrganicaSeed.com.
[01:30:08.502 --> 01:30:10.343]  That's O-R-G-A-N-I-C-A Seed dot com.
[01:30:10.343 --> 01:30:11.163]  OrganicaSeed.com today.
[01:30:34.542 --> 01:30:38.684]  You don't have to be in the military to enjoy military surplus savings.
[01:30:38.684 --> 01:30:44.848]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[01:30:44.848 --> 01:30:46.489]  M10 gas masks for $12 or 3 for $30.
[01:30:46.489 --> 01:30:47.589]  Gas mask hoods $4 or 3 for $10.
[01:30:50.771 --> 01:30:53.392]  Mask filters, $6 or 3 for $15.
[01:30:53.392 --> 01:30:56.454]  Save big on British chemical suits, only $12.
[01:30:56.454 --> 01:30:58.575]  Israeli gas masks, $20.
[01:30:58.575 --> 01:31:02.217]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:31:02.217 --> 01:31:05.539]  Snowshoe binding for $8 or $48 a dozen.
[01:31:05.539 --> 01:31:06.860]  And so much more.
[01:31:06.860 --> 01:31:10.562]  Even hard to find surplus items, all at surplus prices.
[01:31:10.562 --> 01:31:15.604]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:31:15.604 --> 01:31:17.225]  MainMilitary.com.
[01:31:17.225 --> 01:31:20.067]  One of the last surviving true surplus stores in the country.
[01:31:20.427 --> 01:31:28.349]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[01:31:28.349 --> 01:31:33.251]  That's 877-608-0179 today.
[01:31:33.251 --> 01:31:35.611]  This is Alex Jones for American Tax Settlement.
[01:31:35.611 --> 01:31:44.694]  We have received news that the IRS is currently accepting reduced settlements on back taxes and millions of consumers may be eligible for this reduction to save thousands of dollars.
[01:31:45.114 --> 01:31:53.120]  If any of you out there owe $10,000 or more in back taxes to the IRS, we have created an open phone line with American Tax Settlement.
[01:31:53.120 --> 01:32:02.527]  For all Alex Jones listeners to see if you qualify for a settlement with the IRS to save thousands, the number to call is 1-800-506-5904.
[01:32:02.527 --> 01:32:07.571]  Millions of taxpayers now may be eligible for this settlement to save thousands of dollars.
[01:32:07.571 --> 01:32:12.195]  Don't risk the IRS coming after you and garnishing your wages or seizing your property.
[01:32:12.435 --> 01:32:21.502]  American Tax Settlement specializes in negotiating with the IRS on your behalf, keeping the IRS off your back, and saving consumers millions of dollars.
[01:32:21.502 --> 01:32:28.887]  If you owe $10,000 or more in taxes to the IRS, the number to call is 1-800-506-5904.
[01:32:28.887 --> 01:32:31.949]  That's 1-800-506-5904.
[01:32:31.949 --> 01:32:32.910]  Call today.
[01:32:32.910 --> 01:32:39.154]  We are surrounded by harmful indoor air that can easily deliver many harmful toxins straight into our bodies.
[01:32:39.154 --> 01:32:39.955]  Take a deep breath.
[01:32:40.915 --> 01:32:47.437]  Can you actually feel the airborne influenza, viruses, mold, bacteria, and dangerous ozone entering your lungs?
[01:32:47.437 --> 01:32:48.978]  Have a glass of water.
[01:32:48.978 --> 01:32:54.640]  Can you taste the harmful chlorine, fluoride, lead, pharmaceutical drugs, and numerous other chemicals?
[01:32:54.640 --> 01:32:55.420]  Of course you can't.
[01:32:55.700 --> 01:33:00.845]  The air that you breathe and the water you drink should help maintain good health, not take away from it.
[01:33:00.845 --> 01:33:09.393]  AirAndAqua.com knows exactly what doesn't belong in our air and water, and they know exactly how to help you rid your home or office of these toxins.
[01:33:09.393 --> 01:33:16.760]  AirAndAqua.com carries whole house air and water purification systems, air conditioners, showerhead filters, water testing kits,
[01:33:17.020 --> 01:33:21.363]  Atmospheric water generators, humidifiers, dehumidifiers, and much more.
[01:33:21.363 --> 01:33:28.288]  To learn more and see the products that will change the way you look at our air and water, please visit airandaqua.com.
[01:33:28.288 --> 01:33:30.490]  That's airandaqua.com.
[01:33:30.490 --> 01:33:32.011]  Purify your life today!
[01:33:32.011 --> 01:33:38.456]  You're listening to GCN.
[01:33:38.456 --> 01:33:40.177]  Genesis Communication Radio Network.
[01:33:46.591 --> 01:33:48.211]  I, uh, normally take more phone calls.
[01:33:48.211 --> 01:33:52.752]  I apologize, but there's just so much news I was covering, and Dr. Paul Craig Roberts joining us.
[01:33:52.752 --> 01:33:57.033]  The toll-free number to join us now is 877-590-5525.
[01:33:57.033 --> 01:33:58.234]  All over the country, 877-590-5525.
[01:33:58.234 --> 01:34:06.015]  And if you're listening to us out of the flagship station we transmit and syndicate out of, NewsRadio 590K LBJ, it's 836-0590.
[01:34:10.337 --> 01:34:15.160]  In a moment I'm going to get into one of the biggest federal land grabs, if not the biggest ever.
[01:34:15.160 --> 01:34:17.821]  And I read the bill, I can't believe I'm in America.
[01:34:17.821 --> 01:34:20.503]  And I'm Alex Jones, I expect all of this.
[01:34:20.503 --> 01:34:30.629]  And then the Federal Reserve, offshore owned, is announcing it's taking over the entire country, all businesses, no Bill of Rights, no Constitution, makes the Patriot Act look like heaven.
[01:34:30.629 --> 01:34:36.712]  I'm going to recap that and then go to your calls, but I wanted to bring up Sarah Hudeberg because I forget the news we cover how bad it is.
[01:34:37.113 --> 01:34:41.579]  A week and a half, two weeks ago, a caller calls and he goes, have you seen the Clean Water Restoration Act, 787?
[01:34:41.579 --> 01:34:43.241]  And I go, no.
[01:34:43.241 --> 01:34:46.244]  I pull it up, it says a puddle, rainwater, anything.
[01:34:46.244 --> 01:34:49.168]  The feds own your property, they can shut it down, they can take it.
[01:34:49.168 --> 01:34:52.292]  Worse than the animal ID, worse than the premises ID for takeover.
[01:34:53.701 --> 01:34:56.202]  I read it and it says, no warrants, come on your property.
[01:34:56.202 --> 01:34:57.683]  They're going to set up new divisions.
[01:34:57.683 --> 01:34:59.824]  This is the way the Green Corps is going to get on your property.
[01:34:59.824 --> 01:35:05.146]  And the New York Times reported Thursday that they're hiring felons for Obama's Green Corps.
[01:35:05.146 --> 01:35:05.606]  Felons!
[01:35:05.606 --> 01:35:07.307]  Look, you can't make this up.
[01:35:07.307 --> 01:35:09.268]  Felons are coming to your ranch and farm.
[01:35:10.146 --> 01:35:15.528]  I was looking at like five acres out in the hill country on a creek and thinking, oh, can I get that place to run to with my family?
[01:35:15.528 --> 01:35:16.168]  Now it won't matter.
[01:35:16.168 --> 01:35:20.789]  Little guys with ponytails and machine guns are going to show up and say, lick my boots or you're going to die.
[01:35:20.789 --> 01:35:22.410]  And this isn't a joke.
[01:35:22.410 --> 01:35:27.651]  Text of S-787 Clean Water Restoration Act and that some folks in the state are upset.
[01:35:27.651 --> 01:35:28.831]  I've read about this.
[01:35:28.831 --> 01:35:32.312]  Again, this is Texas fighting and other states, I guess, aren't.
[01:35:32.312 --> 01:35:37.954]  I know that Sarah Hudeberg, a reporter here at NewsRadio 590K LBJ, also
[01:35:39.298 --> 01:35:44.780]  I have some clips of some of the Cattlemen Association groups, but this is a show all over the nation.
[01:35:44.780 --> 01:35:53.323]  Please fight S-787, because this sucker has passed out a committee going to the full Senate, and they're saying they've got the votes for this.
[01:35:53.323 --> 01:35:55.884]  I mean, again, total takeover.
[01:35:55.884 --> 01:35:57.745]  Sarah Huteberg, tell us what's going on.
[01:35:57.745 --> 01:36:07.329]  Hey Alex, yes, the bill, it already made it out of the Senate committee, and as you already said, it gives the federal government authority over all water in the United States, even on privately owned land.
[01:36:07.944 --> 01:36:10.129]  And KLBJ talked to Jason Skaggs.
[01:36:10.129 --> 01:36:13.356]  He's with the Texas and Southwestern Cattle Raisers Association.
[01:36:13.356 --> 01:36:15.801]  I'm just gonna go ahead and play a sound clip of him right now.
[01:36:16.738 --> 01:36:29.103]  Essentially this bill would make every stock tank, every creek, puddle, stream, any kind of water body in the state of Texas would be under the jurisdiction of the EPA and the Army Corps of Engineers.
[01:36:29.103 --> 01:36:34.485]  A bill which we feel is one of the largest land grabs in recent memory by the U.S.
[01:36:34.485 --> 01:36:35.025]  Congress.
[01:36:35.025 --> 01:36:40.947]  This bill would remove the term navigable from the definition of waters of the U.S.
[01:36:41.067 --> 01:36:41.807]  Sarah, thanks for that report.
[01:36:41.807 --> 01:36:47.688]  You say you've got family that are in ranching, so do I. They've all been harassed building a new barn, anything under the
[01:37:06.052 --> 01:37:10.356]  Well, actually, I do have an uncle who's a cattle rancher near Victoria, Texas, and I know that he would not be happy to hear about this bill at all.
[01:37:31.249 --> 01:37:35.592]  And the Texas and Southwestern Cattle Raisers Association, they're urging the U.S.
[01:37:35.592 --> 01:37:39.314]  Senators from Texas to vote no on this Clean Water Restoration Act.
[01:37:39.314 --> 01:37:46.198]  And hopefully that will happen because this is just the government continuing to find ways to regulate the lives and freedoms of Americans.
[01:37:46.198 --> 01:37:48.980]  Absolutely, plus we have a 10th and 9th Amendment.
[01:37:48.980 --> 01:37:50.841]  I mean, the Feds have never been able to do this before.
[01:37:50.841 --> 01:37:54.183]  Why are they doing it now?
[01:37:54.183 --> 01:37:57.104]  I don't know, they're just trying to find more ways.
[01:37:57.104 --> 01:37:59.706]  I mean, more ways to take away our rights and get into
