[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[2:57:24.000 --> 2:57:27.000]  Check out the hundreds of t-shirts, many of them that are limited edition.
[2:57:27.000 --> 2:57:29.000]  So that means we do one run of them.
[2:57:29.000 --> 2:57:33.000]  Infowarsstore.com or triple eight, two, five, three, three, one, three, nine.
[2:57:33.000 --> 2:57:39.000]  And you could not be spending money in a place that furthers your family's future, all of our systems of freedom.
[2:57:39.000 --> 2:57:42.000]  It is such a desperate battle and we need your support and your prayers.
[2:57:42.000 --> 2:58:11.000]  Thank you so much and Merry Christmas.
[2:58:12.000 --> 2:58:34.000]  Thank you.
[2:58:34.000 --> 2:59:01.000]  Thank you.
[2:59:01.000 --> 2:59:27.000]  Thank you.
[2:59:27.000 --> 2:59:52.000]  Thank you.
[2:59:52.000 --> 3:00:21.000]  Thank you.
[3:00:21.000 --> 3:00:26.000]  Now into hour number four, Paul Watson, hosting from Spain.
[3:00:26.000 --> 3:00:27.000]  He's visiting family.
[3:00:27.000 --> 3:00:31.000]  We'll be joining us coming up in the next segment.
[3:00:31.000 --> 3:00:35.000]  By the way, they've been trying to pass tax cuts for a decade and Obama and everybody blocked him.
[3:00:35.000 --> 3:00:41.000]  So I get it messed up sometimes because it starts in the house and then it goes to the Senate and then it goes to conference.
[3:00:41.000 --> 3:00:42.000]  It goes back to the house.
[3:00:42.000 --> 3:00:45.000]  But I thought it'd already gone back to the Senate and conference.
[3:00:45.000 --> 3:00:51.000]  I've been in conference like three times this year.
[3:00:51.000 --> 3:00:52.000]  I can't keep track of it.
[3:00:52.000 --> 3:00:54.000]  So I misspoke earlier and I apologize.
[3:00:54.000 --> 3:00:55.000]  And I already knew this the other day.
[3:00:55.000 --> 3:00:56.000]  Exactly.
[3:00:56.000 --> 3:00:59.000]  Because McCain went in for chemotherapy in Arizona.
[3:00:59.000 --> 3:01:00.000]  So he has to come back for the final vote.
[3:01:00.000 --> 3:01:02.000]  What was I thinking?
[3:01:02.000 --> 3:01:08.000]  So I thought they'd done the final reconciliation of the Senate and then we sent it to the house after conference.
[3:01:08.000 --> 3:01:10.000]  But I'm confused.
[3:01:10.000 --> 3:01:12.000]  It passed the house earlier.
[3:01:12.000 --> 3:01:14.000]  Now it's got to go to the Senate tonight.
[3:01:14.000 --> 3:01:15.000]  There you go.
[3:01:15.000 --> 3:01:16.000]  That didn't make your head hurt.
[3:01:16.000 --> 3:01:17.000]  Nothing will.
[3:01:17.000 --> 3:01:19.000]  But here's a clip of that.
[3:01:19.000 --> 3:01:20.000]  House passes tax cuts.
[3:01:20.000 --> 3:01:22.000]  No dams vote.
[3:01:22.000 --> 3:01:23.000]  Senate tonight.
[3:01:23.000 --> 3:01:25.000]  Drudgereport.com's got that.
[3:01:25.000 --> 3:01:27.000]  See, good old Drudge got it right.
[3:01:27.000 --> 3:01:31.000]  So let's go ahead and play that clip from C-SPAN about 30 minutes ago.
[3:01:31.000 --> 3:01:46.000]  If all members voted, does any member wish to change their vote?
[3:01:46.000 --> 3:01:57.000]  HR1.
[3:01:57.000 --> 3:02:03.000]  On this vote, the yeas are 227 and the nays are 203.
[3:02:03.000 --> 3:02:06.000]  The conference report is adopted without objection.
[3:02:06.000 --> 3:02:12.000]  The motion to reconsider is laid upon the table.
[3:02:12.000 --> 3:02:14.000]  Paul Ryan is such a fake.
[3:02:14.000 --> 3:02:16.000]  God, I hate him.
[3:02:16.000 --> 3:02:20.000]  And everything like that, I kind of don't like.
[3:02:20.000 --> 3:02:24.000]  I just think they got plenty of arrogant black guys.
[3:02:24.000 --> 3:02:30.000]  This is something about those Eddie Haskell types and all of that.
[3:02:30.000 --> 3:02:32.000]  It's all going to look like a satispharmical thing.
[3:02:32.000 --> 3:02:33.000]  I can do it too.
[3:02:33.000 --> 3:02:34.000]  It's just fake.
[3:02:34.000 --> 3:02:35.000]  I can do it too.
[3:02:35.000 --> 3:02:36.000]  It's just fake.
[3:02:36.000 --> 3:02:37.000]  I'm not going to spend the rules and pass HR4323 as amended.
[3:02:37.000 --> 3:02:39.000]  On which the nays and nays are ordered.
[3:02:39.000 --> 3:02:41.000]  The clerk will report the title of the bill.
[3:02:41.000 --> 3:02:42.000]  Eddie Monster.
[3:02:42.000 --> 3:02:47.000]  The bill to promote veteran involvement in STEM education, computer science and scientific
[3:02:47.000 --> 3:02:49.000]  research, and for other purposes.
[3:02:49.000 --> 3:02:53.000]  The question is, will the House to spend the rules and pass the bill as amended?
[3:02:53.000 --> 3:02:55.000]  Members will record their votes by electronic device.
[3:02:55.000 --> 3:03:00.000]  This is a five minute vote.
[3:03:00.000 --> 3:03:06.000]  It's the last vote in this series, but by a vote of 227-203, the House passes HR1, the
[3:03:06.000 --> 3:03:10.000]  tax reform bill, 12 Republicans voting no on the bill.
[3:03:10.000 --> 3:03:12.000]  No Democrats supported the bill.
[3:03:12.000 --> 3:03:16.000]  One of the Republicans voting against was the appropriations chair, Rodney Freeling
[3:03:16.000 --> 3:03:18.000]  housing of New Jersey.
[3:03:18.000 --> 3:03:24.000]  So the House has finished with its work on tax reform, the bill now will go to the U.S.
[3:03:24.000 --> 3:03:26.000]  Senate sometime early this afternoon.
[3:03:26.000 --> 3:03:31.000]  The Senate has 10 hours of debate ahead, and that should get underway in just a little
[3:03:31.000 --> 3:03:33.000]  bit for that debate.
[3:03:33.000 --> 3:03:37.000]  Tune into our companion network, C-SPAN 2, getting underway in just a little bit, as
[3:03:37.000 --> 3:03:38.000]  we mentioned.
[3:03:38.000 --> 3:03:43.000]  New York Times says that on the Senate side, Republicans scored two additional yes votes
[3:03:43.000 --> 3:03:48.000]  with Senators Mike Lee of Utah and Susan Collins of Maine publicly supporting the bill.
[3:03:48.000 --> 3:03:51.000]  Watch that debate again over on C-SPAN 2.
[3:03:51.000 --> 3:03:52.000]  All right.
[3:03:52.000 --> 3:03:55.000]  And it is neck and neck on those votes in the Senate.
[3:03:55.000 --> 3:04:00.000]  So I think McCain might fly back into town like Superman is what one big lobbyist told
[3:04:00.000 --> 3:04:05.000]  me, and cast a vote for it just so he doesn't look like a total globalist, but I wouldn't
[3:04:05.000 --> 3:04:06.000]  hold your breath.
[3:04:06.000 --> 3:04:10.000]  He's already voted against it before, but we will see and we will have coverage of that
[3:04:10.000 --> 3:04:19.000]  obviously at infowars.com, newswars.com, and of course, infowars.com.
[3:04:19.000 --> 3:04:21.000]  There's so much crazy stuff to get to.
[3:04:21.000 --> 3:04:22.000]  I haven't even gotten to yet.
[3:04:22.000 --> 3:04:23.000]  Look at the story.
[3:04:23.000 --> 3:04:30.000]  Police AI mistakes desert photography for illegal porn.
[3:04:30.000 --> 3:04:31.000]  That's right.
[3:04:31.000 --> 3:04:34.000]  And then we've also got the statement about GPI.
[3:04:34.000 --> 3:04:35.000]  I want to get to some of that.
[3:04:35.000 --> 3:04:39.000]  We've got some other big news stories I haven't hit, but man, the Democrats call them for
[3:04:39.000 --> 3:04:41.000]  UN troops in Illinois.
[3:04:41.000 --> 3:04:47.000]  I mean, it's just, it's like, wow, these people really are trying all this crap, and they
[3:04:47.000 --> 3:04:49.000]  don't care we're awake to them now.
[3:04:49.000 --> 3:05:18.000]  They're just going to keep moving forward.
[3:05:20.000 --> 3:05:26.000]  You can eat protein heavy foods now while minimizing the later indigestion and discomfort
[3:05:26.000 --> 3:05:28.000]  commonly associated with high meat diets.
[3:05:28.000 --> 3:05:33.000]  Just one pill with every high protein meal helps increase the bioavailability and absorption
[3:05:33.000 --> 3:05:36.000]  of amino acids, the building blocks to your muscles.
[3:05:36.000 --> 3:05:41.000]  Cardivore also contains digestive enzymes to help digest fats and carbohydrates so you
[3:05:41.000 --> 3:05:43.000]  can fully digest all types of meals.
[3:05:43.000 --> 3:05:45.000]  Don't let a meal go to waste.
[3:05:45.000 --> 3:05:47.000]  Use carnivore by infowarslife.
[3:05:47.000 --> 3:05:51.000]  Head to infowarslife.com and secure your bottle now.
[3:05:51.000 --> 3:06:17.000]  That's infowarslife.com.
[3:06:17.000 --> 3:06:24.000]  Thank you for joining me with a ton of powerful news and information to break down today.
[3:06:24.000 --> 3:06:28.000]  Paul, tell us what you've got coming up, my friend.
[3:06:28.000 --> 3:06:34.000]  Well, obviously, Alex, I'm going to talk about Chris Cuomo of CNN proving himself to be a
[3:06:34.000 --> 3:06:40.000]  real man by drinking a vase of water in the correct manner, which proves that he's actually
[3:06:40.000 --> 3:06:45.000]  confident in his heterosexuality, Alex, which kind of ought that somebody needs to prove
[3:06:45.000 --> 3:06:50.000]  that extent, given what he also said about, you know, the quote about him saying he would
[3:06:50.000 --> 3:06:55.000]  be perfectly comfortable, his 12-year-old daughter sharing a locker room with a transgender
[3:06:55.000 --> 3:06:57.000]  person and seeing their penis.
[3:06:57.000 --> 3:07:01.000]  So, apparently, Alex, those are the views of a real man, and this is how a real man drinks
[3:07:01.000 --> 3:07:03.000]  a cup of water.
[3:07:03.000 --> 3:07:04.000]  Well, that's right.
[3:07:04.000 --> 3:07:08.000]  And, of course, they freaked out that Trump judiciously a few months ago unscrewed a cap,
[3:07:08.000 --> 3:07:13.000]  took a quick slurp so that, because he's, I mean, me, I would do it like Cuomo says,
[3:07:13.000 --> 3:07:18.000]  like a barbarian and, you know, actually probably spills some of myself.
[3:07:18.000 --> 3:07:23.000]  Trump is trying to be very, very careful because he's quite frankly very OCD about doing everything
[3:07:23.000 --> 3:07:26.000]  just right from golf to you name it.
[3:07:26.000 --> 3:07:29.000]  And OCD is a good thing and a chief executive.
[3:07:29.000 --> 3:07:35.000]  So, you know, he always, and of course, now he makes fun of him that, yes, he unscrews
[3:07:35.000 --> 3:07:40.000]  the cap and then takes a little slurp and then make a joke that, you know, he won't spill
[3:07:40.000 --> 3:07:44.000]  anything, but he just, in videos, he slops some to show what he's trying to do, that,
[3:07:44.000 --> 3:07:51.000]  you know, the fact that he holds it with both hands is judicious about it and is, you know,
[3:07:51.000 --> 3:07:55.000]  I mean, this is all, this is all they've got.
[3:07:55.000 --> 3:07:58.000]  So, Paul, you want to play that Cuomo clip?
[3:07:58.000 --> 3:08:00.000]  Yeah, let's go ahead and play it.
[3:08:00.000 --> 3:08:01.000]  Okay.
[3:08:01.000 --> 3:08:04.000]  Again, Paul Watson reporting from the bottom of a well in Spain.
[3:08:04.000 --> 3:08:06.000]  Paul, you're doing great, my friend.
[3:08:06.000 --> 3:08:07.000]  You're the best, better than me.
[3:08:07.000 --> 3:08:10.000]  But you're in a little bit of an echoy room.
[3:08:10.000 --> 3:08:13.000]  You might want to turn the microphone around and change the acoustics a little bit, but
[3:08:13.000 --> 3:08:18.000]  that's the fun of live radio TV folks and having crew that's all over the world who could be
[3:08:18.000 --> 3:08:20.000]  on his Christmas break right now, but he wanted to do the show.
[3:08:20.000 --> 3:08:23.000]  So, we're not putting the great Paul Watson down.
[3:08:23.000 --> 3:08:27.000]  Let's go ahead and play that clip of Andrew Cuomo who says that, you know, if your young
[3:08:27.000 --> 3:08:31.000]  daughter doesn't want to see men in the showers weather, that they're bigging.
[3:08:31.000 --> 3:08:35.000]  So, he wants your daughter to, your young daughter to be in the showers and see men's genitals.
[3:08:35.000 --> 3:08:40.000]  So, that's a high quality thing, but he's upset about how Trump brings water.
[3:08:40.000 --> 3:08:41.000]  Here it is.
[3:08:41.000 --> 3:08:45.000]  President Trump's water break is trending on social media this morning.
[3:08:45.000 --> 3:08:51.000]  The president reached for a glass of water during his national security speech and Twitter
[3:08:51.000 --> 3:08:52.000]  took note.
[3:08:52.000 --> 3:08:57.000]  It has led to comparisons of how the president needs to use two hands, apparently, to drink
[3:08:57.000 --> 3:08:59.000]  from a water bottle.
[3:08:59.000 --> 3:09:02.000]  He did that during the speech last month and then again yesterday.
[3:09:02.000 --> 3:09:09.000]  The water works with the president started, the water works started with the campaign,
[3:09:09.000 --> 3:09:14.000]  of course, when he poached Senator Marco Rubio for pausing the sentence for some water, but
[3:09:14.000 --> 3:09:16.000]  this was an even smaller glass.
[3:09:16.000 --> 3:09:19.000]  Notice, Trump that makes jokes, they can drink with one hand.
[3:09:19.000 --> 3:09:21.000]  I mean, it's how he is.
[3:09:21.000 --> 3:09:23.000]  He doesn't want to get it on himself.
[3:09:23.000 --> 3:09:27.000]  I mean, reportedly, a lot of times when nobody's around, he eats, he puts the big thing on
[3:09:27.000 --> 3:09:30.000]  him and I mean, he doesn't want to spill it on him.
[3:09:30.000 --> 3:09:35.000]  So, he gets both hands because he had disciplinary impairments that made him do it that way.
[3:09:35.000 --> 3:09:37.000]  People would say, why do you say sure and man it up with doors?
[3:09:37.000 --> 3:09:39.000]  Well, because I got my ass kicked if I didn't.
[3:09:39.000 --> 3:09:40.000]  Here, let's go back to it.
[3:09:40.000 --> 3:09:44.000]  Last yesterday where he used two hands, I believe last time you called it the baby grip.
[3:09:44.000 --> 3:09:47.000]  Well, that is the sippy cup grip that you're using there right now.
[3:09:47.000 --> 3:09:48.000]  It is very good.
[3:09:48.000 --> 3:09:50.000]  I don't get all the hands thing in the glass.
[3:09:50.000 --> 3:09:52.000]  Oh, you're so manly.
[3:09:52.000 --> 3:09:53.000]  It's all about it.
[3:09:53.000 --> 3:09:54.000]  You drink from a vase.
[3:09:54.000 --> 3:09:55.000]  This is what I drink out of.
[3:09:55.000 --> 3:09:56.000]  Wow.
[3:09:56.000 --> 3:09:59.000]  I drink out of them and I hold it like a man with one hand.
[3:09:59.000 --> 3:10:00.000]  Showers, little girls.
[3:10:00.000 --> 3:10:01.000]  Right, that's you.
[3:10:01.000 --> 3:10:03.000]  And I don't think it's a giant.
[3:10:03.000 --> 3:10:05.000]  Certainly not one of our biggest concerns.
[3:10:05.000 --> 3:10:07.000]  You want to hold a cup with all your hands.
[3:10:07.000 --> 3:10:09.000]  That's what you do.
[3:10:09.000 --> 3:10:11.000]  It is the sippy cup grip.
[3:10:11.000 --> 3:10:12.000]  This is my glass.
[3:10:12.000 --> 3:10:13.000]  Wow.
[3:10:13.000 --> 3:10:15.000]  That's what you do shots from.
[3:10:15.000 --> 3:10:20.000]  But you do want little girls to have naked men and showers with them and you are a thug
[3:10:20.000 --> 3:10:25.000]  and a piece of crap and you're somebody that says we can't read the WikiLeaks only you can.
[3:10:25.000 --> 3:10:29.000]  Trump says we can all read it and you couldn't get the stock market back or win the presidency
[3:10:29.000 --> 3:10:34.000]  with your degenerate, filthy, globalist family that are parasites feeding off New York.
[3:10:34.000 --> 3:10:35.000]  You thug.
[3:10:35.000 --> 3:10:38.000]  Paul Watson, sorry, go ahead.
[3:10:38.000 --> 3:10:42.000]  Yeah, Alex, remember during the terror attack in New York, I think it was on Monday last week.
[3:10:42.000 --> 3:10:49.000]  CNN was running endless recycle commentary about how many glasses of Diet Coke Donald Trump drinks.
[3:10:49.000 --> 3:10:58.000]  At the same time, when an Islamic terrorist had just tried to literally maim and kill hundreds of people in New York, major attack.
[3:10:58.000 --> 3:11:02.000]  This is, I mean, this reminds me of like stalker behavior on behalf of CNN.
[3:11:02.000 --> 3:11:08.000]  You ever had stalkers, they obsess with the minutiae of your mannerisms, how you behave, what you say.
[3:11:08.000 --> 3:11:13.000]  They remember it down to a T and they constantly regurgitate and obsess about it.
[3:11:13.000 --> 3:11:18.000]  Well, McDonald's ought to be sending him some money for the endorsement too.
[3:11:18.000 --> 3:11:19.000]  Sorry, go ahead.
[3:11:19.000 --> 3:11:21.000]  Yeah, they're basically his stuff.
[3:11:21.000 --> 3:11:25.000]  I mean, the two scoops of ice cream, the catch up on the stake.
[3:11:25.000 --> 3:11:31.000]  I mean, God forbid we've got earth changing mammoth news events happening every week now.
[3:11:31.000 --> 3:11:33.000]  And this is what they're obsessed about.
[3:11:33.000 --> 3:11:39.000]  You know, it reminds me of when the right wing was obsessed about old, old farmers, the secret Muslim and all this kind of stuff.
[3:11:39.000 --> 3:11:44.000]  You know, at least when that was going on, it was at least somewhat politically related.
[3:11:44.000 --> 3:11:48.000]  But it's kind of the same hysteria, apart from with CNN and the far left.
[3:11:48.000 --> 3:11:52.000]  It's how many scoops of ice cream and how many Diet Coke's Donald Trump drinks.
[3:11:52.000 --> 3:11:54.000]  The way he picks up a glass of water.
[3:11:54.000 --> 3:11:58.000]  I mean, who cares?
[3:11:58.000 --> 3:12:04.000]  Well, it shows that he's careful and he doesn't always do it.
[3:12:04.000 --> 3:12:05.000]  It's a little glass that's slippery.
[3:12:05.000 --> 3:12:07.000]  He picks it up.
[3:12:07.000 --> 3:12:11.000]  But I mean, as you said, we've got war with North Korea.
[3:12:11.000 --> 3:12:14.000]  We've got ISIS crush, thanks to Russia and the U.S. to Trump.
[3:12:14.000 --> 3:12:16.000]  We've got the economy coming back.
[3:12:16.000 --> 3:12:19.000]  We've got all these things and it just gets crazier and crazier.
[3:12:19.000 --> 3:12:26.000]  And what is it like for you, Paul, to see congressional hearings where the heads of Twitter, Facebook and Google are on.
[3:12:26.000 --> 3:12:28.000]  And they go, we saw the story.
[3:12:28.000 --> 3:12:29.000]  It was number one from M4.
[3:12:29.000 --> 3:12:31.000]  It was the story you wrote about the truck attack.
[3:12:31.000 --> 3:12:36.000]  And they go, yes, sir, to Congressman quickly, we deleted it or we blocked it at lunch.
[3:12:36.000 --> 3:12:41.000]  I mean, that's how pathetic they are at lunch during hearings.
[3:12:41.000 --> 3:12:45.000]  They're admitting they're censoring us and the House Intelligence Committee.
[3:12:45.000 --> 3:12:49.000]  I mean, what in the world, in what world is this going on?
[3:12:49.000 --> 3:12:51.000]  Paul, it's not even like it's real.
[3:12:51.000 --> 3:12:54.000]  I mean, have I done some video game or something?
[3:12:54.000 --> 3:13:00.000]  And by the way, they say it's a fake news that there was a truck attacked by a Muslim and that a prominent Imam warned Paul.
[3:13:00.000 --> 3:13:01.000]  Sorry, go ahead.
[3:13:01.000 --> 3:13:06.000]  No, we saw the same thing like you just said on Monday with the attack in New York City.
[3:13:06.000 --> 3:13:17.000]  You have top Buzzfeed editors on Twitter chastising me and other people because we said that this was an Islamic terrorist attack by an ISIS supporter from Bangladesh.
[3:13:17.000 --> 3:13:26.000]  After top officials had already said that on MSNBC 40, 50 minutes before that, and they were saying, look at this speculation.
[3:13:26.000 --> 3:13:34.000]  This needs to be censored right now. They're saying it's an ISIS inspired Islamic terror attack by an immigrant from Bangladesh.
[3:13:34.000 --> 3:13:36.000]  It's like, well, yeah, it was.
[3:13:36.000 --> 3:13:38.000]  Officials have said that for the past hour.
[3:13:38.000 --> 3:13:39.000]  What are you talking about?
[3:13:39.000 --> 3:13:46.000]  It's like, how dare they even be given a platform to speculate with this innate nonsense, which is Islamophobic.
[3:13:46.000 --> 3:13:47.000]  So they do it every time now.
[3:13:47.000 --> 3:14:03.000]  And Google responded to that as they responded to the previous time with a Texas church massacre shooter by saying, we're going to relegate search results of tweets from people like me, people like you in the alternative media or whatever, even though they were completely accurate.
[3:14:03.000 --> 3:14:04.000]  It's like, yes, don't scream.
[3:14:04.000 --> 3:14:05.000]  And let's be clear.
[3:14:05.000 --> 3:14:06.000]  Exactly.
[3:14:06.000 --> 3:14:07.000]  Exactly.
[3:14:07.000 --> 3:14:17.000]  Your story goes to number one and they knock it down. The people vote to take it to number one with their with their sharing it and they cheat to force feed you.
[3:14:17.000 --> 3:14:18.000]  What do you make of this?
[3:14:18.000 --> 3:14:19.000]  And I'm going to get out of here.
[3:14:19.000 --> 3:14:20.000]  There's a lot to cover.
[3:14:20.000 --> 3:14:23.000]  Sweden migrant charged with ruthless gang rape.
[3:14:23.000 --> 3:14:34.000]  A woman walked free and now out of Nuremberg, this old 70 something year old man is in critical condition when an African migrant is running around his underwear, beats him up while his back's turned.
[3:14:34.000 --> 3:14:39.000]  Let's back it up more when he first knocks him out and then stomps on his head and all this for no reason.
[3:14:39.000 --> 3:14:40.000]  Total insane asylum.
[3:14:40.000 --> 3:14:52.000]  Facebook, Twitter and Google are saying it's racist to show this and are banning it as governments in Europe passed laws saying you can't show a minority attack a white person.
[3:14:52.000 --> 3:14:55.000]  Well, Alex, I just put a story up about an hour ago.
[3:14:55.000 --> 3:15:04.000]  They suspended a user on Facebook for a week for saying he wanted quote, sensible migration policies. That was the exact quote.
[3:15:04.000 --> 3:15:08.000]  So you can't even call for that on Facebook now without being banned.
[3:15:08.000 --> 3:15:14.000]  In Sweden, they're not even charging the rapist now. There's a massive gang rape as he just mentioned.
[3:15:14.000 --> 3:15:20.000]  They're going to let them all go and that's what we see more and more because it's politically incorrect to charge actual rapists.
[3:15:20.000 --> 3:15:22.000]  So we're not going to do that.
[3:15:22.000 --> 3:15:28.000]  But we're going to say all men are horrible and all sex is rape and the kissing woman are asking her out is rape.
[3:15:28.000 --> 3:15:37.000]  While you meanwhile let them all rape and enslave the women and literally let like, you know, 30-something guys gang rape a woman in front of everybody and they go,
[3:15:37.000 --> 3:15:40.000]  well, she's white, you're black or you're brown. It's okay.
[3:15:40.000 --> 3:15:43.000]  Like the woman shot out of San Francisco.
[3:15:43.000 --> 3:15:45.000]  Then we have a rally for her death.
[3:15:45.000 --> 3:15:50.000]  And if it comes out with guns, it has them at my reporter and says, you don't have any free speech.
[3:15:50.000 --> 3:15:52.000]  Paul Watson, stay there.
[3:16:20.000 --> 3:16:25.000]  Happiness is 5starsoap.com. Why not put your money up the drain for a change?
[3:16:25.000 --> 3:16:32.000]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[3:16:32.000 --> 3:16:39.000]  Calben Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated.
[3:16:39.000 --> 3:16:41.000]  Soaps made from vegetable and coconut oils.
[3:16:41.000 --> 3:16:45.000]  See their full selection of soaps at 5starsoap.com.
[3:16:45.000 --> 3:16:52.000]  That's F-I-V-E-STARSOAP.COM or call 1-800-340-7091 for a catalog.
[3:16:52.000 --> 3:16:55.000]  It's a no brainer. A big Berkey water filter is the one you need, period.
[3:16:55.000 --> 3:17:00.000]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors,
[3:17:00.000 --> 3:17:03.000]  pesticides, bacteria, viruses and much more, right?
[3:17:03.000 --> 3:17:05.000]  And does it all at only two cents per gallon.
[3:17:05.000 --> 3:17:09.000]  Get the original, most trusted name in gravity water filtration, Big Berkey.
[3:17:09.000 --> 3:17:13.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[3:17:13.000 --> 3:17:18.000]  Call or click 1-877-99-Berkey or bigberkeywaterfilters.com.
[3:17:18.000 --> 3:17:22.000]  That's 1-877-99-B-E-R-K-E-Y.
[3:17:22.000 --> 3:17:25.000]  Hello Mr. Anderson.
[3:17:25.000 --> 3:17:29.000]  The NSA has noticed how much time you spend on conservative news sites.
[3:17:29.000 --> 3:17:33.000]  We have no choice but to consider you a domestic terrorist.
[3:17:33.000 --> 3:17:35.000]  Tired of your internet activity being monitored by Big Brother?
[3:17:35.000 --> 3:17:37.000]  Get virtualshield.com.
[3:17:37.000 --> 3:17:39.000]  The world's easiest to use virtual private network.
[3:17:39.000 --> 3:17:43.000]  Browse the web anonymously leaving pesky advertisers and spies in the dust.
[3:17:43.000 --> 3:17:45.000]  Get started today at virtualshield.com.
[3:17:45.000 --> 3:17:49.000]  Take advantage of our free 30-day trial, virtualshield.com.
[3:17:49.000 --> 3:18:11.000]  You have the right to remain private.
[3:18:11.000 --> 3:18:20.000]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[3:18:20.000 --> 3:18:28.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[3:18:28.000 --> 3:18:35.000]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[3:18:35.000 --> 3:18:41.000]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[3:18:41.000 --> 3:18:45.000]  Take control of your chemistry today with this super combo.
[3:18:45.000 --> 3:18:53.000]  Discover the power of Survival Shield X2 and BioTrue Selenium at infowarslife.com.
[3:18:53.000 --> 3:18:56.000]  I want to plow into all of this.
[3:18:56.000 --> 3:19:02.000]  I'm going to spend a few minutes here first just encouraging listeners to understand that
[3:19:02.000 --> 3:19:11.000]  when you buy t-shirts or water filtration systems or books or videos or other material from infowarsstore.com,
[3:19:11.000 --> 3:19:13.000]  you are funding the revolution.
[3:19:13.000 --> 3:19:19.000]  I cannot say it any clearer and so it is essential that you purchase the products at infowarsstore.com.
[3:19:19.000 --> 3:19:26.000]  I want to thank everybody that has but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine.
[3:19:26.000 --> 3:19:29.000]  You cannot beat that for children and adults.
[3:19:29.000 --> 3:19:34.000]  You've got the best mouthwash designed by Dr. Jones, that's my dad with colloidal silver and iodine as well.
[3:19:34.000 --> 3:19:39.000]  infowarslife.com or triple-A2533139.
[3:19:39.000 --> 3:19:43.000]  And your purchase of the products stands with us, stands with America, stands with Trump,
[3:19:43.000 --> 3:19:46.000]  stands against the globalists and their satanic pedophile armies.
[3:19:46.000 --> 3:20:04.000]  And that's who they are and they know we know who they are and they're coming back against us so we need your support.
[3:20:16.000 --> 3:20:21.000]  Defending the Republic from enemies, foreign and domestic.
[3:20:21.000 --> 3:20:32.000]  It's Alex Jones, live from Austin, Texas, broadcasting worldwide from the infowars.com studios.
[3:20:32.000 --> 3:20:37.000]  All right, Paul Watson is in Spain. I'm going to kick the baton over to him here in a moment,
[3:20:37.000 --> 3:20:43.000]  but my wife bought tickets like opening night and we're going to have to go to Star Wars.
[3:20:43.000 --> 3:20:51.000]  And I just said, man, I can't look at that poor sad princess Leah.
[3:20:51.000 --> 3:21:00.000]  Carrie Fisher was so eaten up near the end of her death, it's just that, you know, to see a person like that on screen,
[3:21:00.000 --> 3:21:05.000]  I just don't want to see it and the others are so chopful of political propaganda.
[3:21:05.000 --> 3:21:10.000]  So I was talking to some of the crew and Dario went and saw it.
[3:21:10.000 --> 3:21:16.000]  And she said it was total SJW that Princess Leah has a girlfriend with purple hair.
[3:21:16.000 --> 3:21:23.000]  And again, I don't care if there's people with purple hair, but every movie, the women of the bosses, the women of the heroes,
[3:21:23.000 --> 3:21:27.000]  they're all lesbians, it's the same story over and over again.
[3:21:27.000 --> 3:21:31.000]  And it's a formula, it's state-sponsored, it's brainwashing.
[3:21:31.000 --> 3:21:35.000]  It's like all these shows where the Russians are our enemies and then the bad guy,
[3:21:35.000 --> 3:21:38.000]  because they're the resistance fighting like an Eric Trump-like character.
[3:21:38.000 --> 3:21:40.000]  So I haven't seen it yet.
[3:21:40.000 --> 3:21:43.000]  And again, Dario said, yeah, I talked about it on Twitter, they all attacked me.
[3:21:43.000 --> 3:21:44.000]  That's because that's what they do.
[3:21:44.000 --> 3:21:47.000]  It's a place where they can ban you, censor you, and then all gang up.
[3:21:47.000 --> 3:21:49.000]  But Dario, just briefly, I'm going to go back to Paul Watson.
[3:21:49.000 --> 3:21:57.000]  Give me your take on Star Wars, the last drug addict or whatever.
[3:21:57.000 --> 3:22:00.000]  Hey Alex, hey everybody.
[3:22:00.000 --> 3:22:02.000]  So yeah, pretty much you summarize it all.
[3:22:02.000 --> 3:22:09.000]  So yeah, this is General Hux, he's supposedly the second in command after the supreme evil commander.
[3:22:09.000 --> 3:22:14.000]  And the first time, just immediately when I saw him, I was like, man, they made him look like Eric Trump.
[3:22:14.000 --> 3:22:18.000]  Now, the person that I went to see didn't think so, but I mean, I thought so.
[3:22:18.000 --> 3:22:22.000]  And some people in here in the control room think the same thing too.
[3:22:22.000 --> 3:22:28.000]  So that was one thing, and he just kind of has the quote, alt-right haircut.
[3:22:28.000 --> 3:22:33.000]  It's just kind of like stereotypical Nazi, kind of like a bad guy.
[3:22:33.000 --> 3:22:40.000]  And the stuff that they're trying to pin on us as the new right movement that, you know, where these hardcore Nazis.
