[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[03:12:34.822 --> 03:12:41.666]  One of the Clinton attorneys getting shot and killed by Alec Baldwin, but didn't get shot by Alec Baldwin.
[03:12:41.666 --> 03:12:42.207]  Exactly.
[03:12:42.207 --> 03:12:46.189]  Definitely the deep state is blackmailing each other over Epstein.
[03:12:46.189 --> 03:12:48.390]  There's an internal war going on.
[03:12:48.390 --> 03:12:49.611]  That's what we need to do, Alex.
[03:12:49.611 --> 03:12:51.512]  A weekly wrap-up like you were talking about.
[03:12:51.512 --> 03:12:55.795]  Have the callers just call in and throw stuff on the wall and let's go through what sticks.
[03:12:55.795 --> 03:12:57.636]  We need to have a roundtable weekly.
[03:12:57.636 --> 03:13:01.058]  By January 19th, I think that's the Monday,
[03:13:02.119 --> 03:13:02.880]  Or is it 18th?
[03:13:02.880 --> 03:13:06.062]  I'm going to start three days a week.
[03:13:06.062 --> 03:13:10.505]  We're thinking Monday, Wednesday, Thursday.
[03:13:10.505 --> 03:13:11.526]  We're still gauging it.
[03:13:11.526 --> 03:13:16.450]  We're going to do a three-hour commercial-free show because it's just going to be all callers and guests.
[03:13:16.450 --> 03:13:17.751]  I totally agree with you.
[03:13:17.751 --> 03:13:18.391]  It's happening.
[03:13:18.391 --> 03:13:18.712]  It's done.
[03:13:18.712 --> 03:13:19.612]  I'm getting the crew set up.
[03:13:19.612 --> 03:13:21.214]  It's all happening.
[03:13:21.214 --> 03:13:25.056]  And I also bet my friend that you would say Clown Car is right, just like I said Alex Jones is right.
[03:13:25.056 --> 03:13:28.079]  Also, Alex, I want to bring up- Yes, Clown Car is always right.
[03:13:28.803 --> 03:13:29.624]  Thank you, my brother.
[03:13:29.624 --> 03:13:31.586]  Listen, I broke down a code.
[03:13:31.586 --> 03:13:33.168]  You know, sometimes you get the downloads.
[03:13:33.168 --> 03:13:34.389]  I get the weird downloads.
[03:13:34.389 --> 03:13:37.392]  I got this weird one when I saw the executive order going into play.
[03:13:37.392 --> 03:13:39.635]  I started looking at the numbers weird.
[03:13:39.635 --> 03:13:41.757]  It was put in forth on November 26th.
[03:13:41.757 --> 03:13:50.246]  It doesn't take effect until December 26th and it is over on January 15th, which leaves the middle of that all to be exactly
[03:13:50.751 --> 03:13:55.992]  From the fact that this date to the end of the date, excuse me, New Year's Day, January 1st.
[03:13:55.992 --> 03:13:58.572]  So I have a weird feeling about January 1st.
[03:13:58.572 --> 03:14:01.013]  I wanted to bring it up to you guys.
[03:14:01.013 --> 03:14:02.013]  Brother, I hear you.
[03:14:02.013 --> 03:14:03.513]  I got a weird feeling about it all.
[03:14:03.513 --> 03:14:06.534]  The globalists are at war with humanity.
[03:14:06.534 --> 03:14:07.914]  People are under attack.
[03:14:07.914 --> 03:14:12.115]  Don't be victims, be champions, but admit you're under attack and do something about it.
[03:14:12.115 --> 03:14:14.455]  Okay, let's talk to JR in New York.
[03:14:14.455 --> 03:14:16.176]  JR, take us out of the segment.
[03:14:16.176 --> 03:14:16.836]  Go ahead, JR.
[03:14:18.215 --> 03:14:19.315]  Alex, I love you.
[03:14:19.315 --> 03:14:20.696]  We pray for you every night.
[03:14:20.696 --> 03:14:22.216]  Thank you.
[03:14:22.216 --> 03:14:23.497]  Yeah, man.
[03:14:23.497 --> 03:14:26.158]  So, I just wanted to talk about your recent wars.
[03:14:26.158 --> 03:14:27.038]  I can't wait to see it.
[03:14:27.038 --> 03:14:29.139]  I had some information that might be good.
[03:14:29.139 --> 03:14:31.559]  You know that we are light.
[03:14:31.559 --> 03:14:33.900]  We are electricity and magnetism.
[03:14:33.900 --> 03:14:35.141]  We are, yes, sir.
[03:14:35.141 --> 03:14:37.581]  We are beings of light.
[03:14:37.581 --> 03:14:38.061]  That's right.
[03:14:38.061 --> 03:14:39.362]  They don't want us to know that.
[03:14:39.362 --> 03:14:44.063]  That's why they remove specific books out of the Bible, like the Gospel of Thomas, the Gospel of Philip.
[03:14:44.063 --> 03:14:45.864]  In the Gospel of Thomas and the Gospel of Philip,
[03:14:46.266 --> 03:14:49.669]  They really go into ways to access our consciousness.
[03:14:49.669 --> 03:14:56.514]  One of the ways is, and this is why the evil ones, the globalists, they know about sex magic, but in the negative way.
[03:14:56.514 --> 03:14:58.236]  In the Gospel of Philip... No, no, no.
[03:14:58.236 --> 03:15:00.338]  Men and women coming together is the big ritual.
[03:15:00.338 --> 03:15:01.238]  That's superpower.
[03:15:01.238 --> 03:15:02.219]  Exactly.
[03:15:02.219 --> 03:15:02.980]  Exactly.
[03:15:02.980 --> 03:15:08.104]  So, but the thing is, is that even as single... This is why they put out pornography.
[03:15:08.104 --> 03:15:13.548]  It's because every time that we have an orgasm, basically, we discharge our electricity.
[03:15:13.548 --> 03:15:14.049]  That's why
[03:15:14.580 --> 03:15:19.464]  When a boxer or anyone in martial arts, they know not to do that before a fight.
[03:15:19.464 --> 03:15:20.925]  That's our spiritual storehouse.
[03:15:20.925 --> 03:15:21.866]  That is the Holy Spirit.
[03:15:21.866 --> 03:15:22.927]  That's why it says in the Bible,
[03:15:24.744 --> 03:15:26.566]  The Holy Spirit is the Logos.
[03:15:26.566 --> 03:15:29.949]  The Logos is the seed.
[03:15:29.949 --> 03:15:34.713]  That's definitely what the whole Alistair Crowley Group knows, and they're doing their own operations.
[03:15:34.713 --> 03:15:37.636]  Big guest host coming up after the break.
[03:15:37.636 --> 03:15:38.957]  Stay with us, ladies and gentlemen.
[03:15:38.957 --> 03:15:43.741]  And Owen Schroyer is live, ladies and gentlemen, at 3 p.m.
[03:15:43.741 --> 03:15:45.543]  Central Standard Time.
[03:15:45.543 --> 03:15:47.624]  Thank you so much for everybody.
[03:15:47.624 --> 03:15:48.585]  We really appreciate you.
[03:15:48.585 --> 03:15:49.026]  Stay with us.
[03:15:54.500 --> 03:16:04.605]  What if you could cut your... It's only been in the last 60 years that we've had satellites that can decently measure what's happening in the atmosphere.
[03:16:04.605 --> 03:16:11.668]  But if you look at all the different studies and reports about NASA and other governments and other agencies, they all disagree on what's really happening with the climate.
[03:16:12.408 --> 03:16:17.953]  The only constant, the only great truth is change is the only constant.
[03:16:17.953 --> 03:16:20.715]  So yes, climate change is totally real.
[03:16:20.715 --> 03:16:27.601]  But notice first they called it global freezing back in the 70s and 80s and then it's gonna be global warming and that didn't really happen the way they wanted it to.
[03:16:27.601 --> 03:16:29.643]  Okay, now it's just climate change.
[03:16:29.643 --> 03:16:31.645]  But did you know that man-made climate change
[03:16:32.445 --> 03:16:39.029]  ...is a real thing when it comes to the United Nations and the Department of Energy and Bill Gates and the UN.
[03:16:39.029 --> 03:16:42.091]  They have weather control treaties from 1979.
[03:16:42.091 --> 03:16:45.473]  Bill Gates has been manipulating the weather for a very long time.
[03:16:45.473 --> 03:16:52.777]  In fact, back in 1994, two scientists won a Nobel Prize for an idea of spraying different particles out of jet engines to control the weather.
[03:16:52.777 --> 03:16:54.558]  So yes, man-made climate change is real.
[03:16:56.111 --> 03:17:00.336]  I am a worldly person, meaning I like going to ball games.
[03:17:00.336 --> 03:17:01.697]  I like going to concerts.
[03:17:01.697 --> 03:17:03.059]  I like going to play golf.
[03:17:03.059 --> 03:17:04.881]  I like going out to dinner.
[03:17:04.881 --> 03:17:06.783]  I like the metropolitan life.
[03:17:06.783 --> 03:17:08.805]  I like everything that comes with this.
[03:17:08.805 --> 03:17:17.033]  But see, I have the survival instinct that is to get the hell out of Democrat-run cities, get the hell out of major metropolitan areas.
[03:17:17.594 --> 03:17:21.116]  Because unless we change course soon, it's all crashing down.
[03:17:21.116 --> 03:17:22.936]  Is it time to just move out to the woods?
[03:17:22.936 --> 03:17:25.057]  Just time to go get a piece of property in the woods?
[03:17:25.057 --> 03:17:25.998]  Just get off-grid?
[03:17:25.998 --> 03:17:27.458]  Just get the emergency food supplies?
[03:17:27.458 --> 03:17:28.559]  Just live off the land?
[03:17:28.559 --> 03:17:29.939]  That's the survival instinct.
[03:17:29.939 --> 03:17:34.841]  But see, the worldly part of me, that's still probably the majority part of me, says, no, no, no, no, no.
[03:17:34.841 --> 03:17:35.742]  Stay in the city.
[03:17:35.742 --> 03:17:41.424]  The survival instinct says, get the hell out of anywhere that would ever notion that you need to get a vaccine or a mask.
[03:17:41.424 --> 03:17:45.346]  That's the internal struggle that, my guess is, a lot of you in the audience
[03:17:45.706 --> 03:17:56.535]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the change that the medical tyranny combine controlled by the global private corporations has put in place.
[03:18:11.567 --> 03:18:16.772]  It is the symbol of the permanent emergency from which we will never emerge.
[03:18:16.772 --> 03:18:25.659]  It is the symbol that we are diseased and evil and bad and must cover our diseased criminal faces from the light of the sun.
[03:18:25.659 --> 03:18:33.225]  It is the symbol of our complete and total absolute surrender to evil.
[03:18:33.225 --> 03:18:34.006]  Ladies and gentlemen,
[03:18:34.980 --> 03:18:37.781]  We are crossing the Rubicon now.
[03:18:37.781 --> 03:18:41.043]  The entire future destiny of humanity is upon us.
[03:18:41.043 --> 03:18:47.385]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[03:18:47.385 --> 03:18:49.646]  Things only get worse from here if we submit.
[03:18:49.646 --> 03:18:53.028]  They only get better if we resist and say no.
[03:18:53.028 --> 03:18:55.209]  Noncompliance, noncompliance, noncompliance.
[03:18:55.629 --> 03:18:58.270]  UN-run contact tracers aren't coming.
[03:18:58.270 --> 03:18:59.170]  They're here.
[03:18:59.170 --> 03:19:03.491]  All over the world, from Australia to the United States, from Canada to Germany.
[03:19:03.491 --> 03:19:13.893]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[03:19:13.893 --> 03:19:22.115]  And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[03:19:22.475 --> 03:19:24.277]  This is nothing less than martial law.
[03:19:24.277 --> 03:19:32.085]  And one big thing you can do to fight back is to get high-quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[03:19:32.085 --> 03:19:35.429]  government military grade, at InfoWarsTore.com.
[03:19:35.429 --> 03:19:37.651]  We have the entire line of silent pocket
[03:19:37.751 --> 03:19:41.214]  Ready to ship to you when you visit InfoWarsStore.com.
[03:19:41.214 --> 03:19:48.361]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[03:19:48.361 --> 03:19:50.963]  It's all there at InfoWarsStore.com.
[03:19:50.963 --> 03:19:57.289]  So protect your privacy today and support the InfoWar at InfoWarsStore.com.
[03:19:57.289 --> 03:20:03.195]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:13.823 --> 03:20:16.685]  Hi, I'm Kate Daly, your guest host for this hour.
[03:20:16.685 --> 03:20:18.867]  So appreciate, Alex, and what a show!
[03:20:18.867 --> 03:20:20.168]  It's always what a show, right?
[03:20:20.168 --> 03:20:25.192]  I just got to my 10-year anniversary, Mark, on the radio.
[03:20:25.192 --> 03:20:27.254]  I know, it seems like a crazy decade.
[03:20:27.254 --> 03:20:29.635]  I never thought I would be in radio.
[03:20:29.635 --> 03:20:34.359]  And when I started out, I was only hired because I watched Fox News.
[03:20:34.359 --> 03:20:35.360]  Can you believe it at the time?
[03:20:36.341 --> 03:20:39.243]  That was literally the reason I was hired.
[03:20:39.243 --> 03:20:42.705]  I think probably many people like me were hired because of that.
[03:20:42.705 --> 03:20:44.426]  Because, yeah, do you know anything about politics?
[03:20:44.426 --> 03:20:45.727]  Well, I watch Fox News.
[03:20:45.727 --> 03:20:47.488]  Well, you're hired.
[03:20:47.488 --> 03:20:54.433]  So it was an interesting beginning as a neocon turning into this sort of quest for research.
[03:20:55.033 --> 03:20:58.774]  And wanting to know more and more because I knew the world did not add up.
[03:20:58.774 --> 03:21:06.177]  I knew that what I was being told on the TV set just was not going on the way that I was viewing this world.
[03:21:06.177 --> 03:21:09.098]  And so it brought me to some really obvious conclusions.
[03:21:09.098 --> 03:21:10.879]  And I want to share some things with you.
[03:21:10.879 --> 03:21:15.440]  And I also want to share with you what's coming because there is some interesting technology.
[03:21:15.440 --> 03:21:23.463]  If you really follow these people and what they're all about and how evil they are, you really get an idea of why they do what they do and where we're headed in AI.
[03:21:23.923 --> 03:21:29.448]  So, before we get there, I've had over 28,000 hours of research now.
[03:21:29.448 --> 03:21:31.410]  That's a lot of research.
[03:21:31.410 --> 03:21:32.851]  That's a lot of research.
[03:21:32.851 --> 03:21:33.492]  And you know what?
[03:21:33.492 --> 03:21:36.975]  I always wish that people would ask me, so what have you learned?
[03:21:36.975 --> 03:21:37.675]  What happened?
[03:21:37.675 --> 03:21:40.118]  What did you come across?
[03:21:40.118 --> 03:21:41.439]  I don't get that.
[03:21:41.439 --> 03:21:42.560]  Isn't that interesting?
[03:21:42.560 --> 03:21:43.240]  You know what I get?
[03:21:43.240 --> 03:21:47.985]  I get, well, does it align with what I've learned from the mainstream media line scumbags?
[03:21:48.525 --> 03:21:51.887]  Is what you say different than what they say?
[03:21:51.887 --> 03:21:57.771]  Ooh, then I might not like what you have to say because truth is a tough thing to listen to.
[03:21:57.771 --> 03:22:04.536]  And when I, when I, uh, last Christmas, I remember calling out, I kept seeing these memes for peace on earth.
[03:22:04.536 --> 03:22:06.357]  Can we just have peace on earth?
[03:22:06.357 --> 03:22:08.999]  And I remember thinking, no, we don't need peace on earth.
[03:22:08.999 --> 03:22:10.480]  You know what we need?
[03:22:10.480 --> 03:22:12.501]  We need truth on earth.
[03:22:12.501 --> 03:22:14.743]  That would actually bring peace.
[03:22:14.743 --> 03:22:16.324]  A lot of truth on earth.
[03:22:17.361 --> 03:22:23.104]  And I appreciate what InfoWars has done because InfoWars is bringing truth to the forefront.
[03:22:23.104 --> 03:22:26.046]  And this is what I have been in a quest to do.
[03:22:26.046 --> 03:22:31.689]  See, people can call me a conspiracy theorist because I get down to the facts that actually make sense and I don't put my head in the sand.
[03:22:32.349 --> 03:22:39.754]  When you put your head in the sand, and you have to artfully do this enough to become what I call a coincidence theorist.
[03:22:39.754 --> 03:22:42.556]  A coincidence theorist says everything's a coincidence!
[03:22:42.556 --> 03:22:49.500]  Oh my gosh, you mean the elite pretty much fondle each other and feel each other up and love each other to death?
[03:22:49.500 --> 03:22:50.961]  Oh, they're all in the same circles?
[03:22:50.961 --> 03:23:00.268]  You mean they're all marrying each other and all of their kids hang out and there's pictures together like Ghislaine Maxwell and good old Boris and all of these people?
[03:23:00.268 --> 03:23:02.329]  Yeah, yeah, that's what I'm talking about.
[03:23:03.129 --> 03:23:12.335]  I'm talking about the fact that these people, it's not a coincidence, that they hang out every five seconds together and remedy some of their plans together.
[03:23:12.335 --> 03:23:15.857]  In fact, there's just so many things that happen that I can't ignore.
[03:23:15.857 --> 03:23:22.682]  Let me give you just a little tiny list from what happened over the last decade of myself being on radio, right?
[03:23:22.682 --> 03:23:25.623]  The planes didn't make the towers fall.
[03:23:25.623 --> 03:23:28.305]  Neither did a plane full of Saudis.
[03:23:28.305 --> 03:23:30.386]  Many of the school shootings have been false flags.
[03:23:30.386 --> 03:23:31.367]  I'm sorry, but they have been.
[03:23:32.219 --> 03:23:34.440]  Too many things didn't add up.
[03:23:34.440 --> 03:23:37.941]  Too many strange things were at fault, right?
[03:23:37.941 --> 03:23:39.581]  Too many strange things.
[03:23:39.581 --> 03:23:45.203]  We don't have any adults over the age of 50, or at least one in 40, that has autism.
[03:23:45.203 --> 03:23:49.124]  There's a definite problem there that we need to research, right?
[03:23:49.124 --> 03:23:50.004]  And we have.
[03:23:50.004 --> 03:23:50.824]  Trust me.
[03:23:50.824 --> 03:23:59.226]  Education was taken over in 1907 by two groups that were considering themselves non-profits who are still going strong today.
[03:24:01.604 --> 03:24:02.885]  That's a fact.
[03:24:02.885 --> 03:24:06.506]  They actually colluded to do that, and they did it successfully.
[03:24:06.506 --> 03:24:08.207]  It took over education.
[03:24:08.207 --> 03:24:10.208]  Kennedy was taken out.
[03:24:10.208 --> 03:24:11.629]  I'm sorry, but he was.
[03:24:11.629 --> 03:24:13.570]  Feminism didn't just occur.
[03:24:13.570 --> 03:24:14.910]  It was planned.
[03:24:14.910 --> 03:24:18.412]  Women didn't just get angry all in one decade and resent their lives.
[03:24:18.412 --> 03:24:20.633]  No, it was artfully planned and executed.
[03:24:20.633 --> 03:24:28.056]  A lot of people on the scene to encourage women to get very angry and unfulfilled, right?
[03:24:28.056 --> 03:24:29.197]  People don't realize that.
[03:24:30.191 --> 03:24:39.853]  The CIA has done nothing but install presidencies worldwide, disrupt this planet, and destroy the family, culture, media, truth, and elections.
[03:24:39.853 --> 03:24:41.873]  Sorry, but that's just the fact.
[03:24:41.873 --> 03:24:44.074]  Fauci is our version of Mengele.
[03:24:44.074 --> 03:24:45.634]  I just call him Fengela.
[03:24:45.634 --> 03:24:47.335]  It's easier.
[03:24:47.335 --> 03:24:49.435]  Honestly, it's what he's about.
[03:24:49.435 --> 03:24:50.755]  He's been doing this for 30 years.
[03:24:50.755 --> 03:24:52.055]  He holds all the patents.
[03:24:52.055 --> 03:24:54.316]  It's a joke that we don't realize this.
[03:24:54.316 --> 03:24:58.617]  Little Hitler man has been out in the press saying the things he's been saying.
[03:24:58.617 --> 03:24:59.277]  It's absurd.
[03:25:00.040 --> 03:25:00.941]  He's a disgrace.
[03:25:00.941 --> 03:25:02.121]  He's evil.
[03:25:02.121 --> 03:25:03.743]  Let's recognize it.
[03:25:03.743 --> 03:25:07.725]  For seven decades, you have not actually been affected by climate change, have you?
[03:25:07.725 --> 03:25:08.806]  Of course not.
[03:25:08.806 --> 03:25:11.648]  And we didn't die at the end of every decade.
[03:25:11.648 --> 03:25:17.292]  And, you know, when people kind of stop recognizing God, what happens?
[03:25:17.292 --> 03:25:20.094]  They start hating other people for existing.
[03:25:20.094 --> 03:25:24.857]  Bill Gates has a wonderful little clip in which he diagnoses the problem of the universe.
[03:25:24.857 --> 03:25:26.438]  The problem is us.
[03:25:26.438 --> 03:25:28.179]  It's competition for resources.
[03:25:28.179 --> 03:25:29.300]  He doesn't want us around.
[03:25:30.049 --> 03:25:33.251]  He's an avowed atheist, right?
[03:25:33.251 --> 03:25:38.434]  Back in George Magazine in 1998, George Magazine named for George Bush, by the way.
[03:25:38.434 --> 03:25:39.435]  Senior Bush.
[03:25:39.435 --> 03:25:41.016]  Anyway, total traitor.
[03:25:41.016 --> 03:25:46.059]  The interview happened with Bill Gates in 1998 and this is what he said.
[03:25:46.059 --> 03:25:48.121]  Keep a close tab on this.
[03:25:48.121 --> 03:25:59.128]  He said, my own views, this was at the end of the interview, my own views are those you'd expect from somebody who feels like he's been very, very lucky and the resources under his command are really society's resources.
[03:25:59.748 --> 03:26:04.054]  And I have to be clever about how I'm going to funnel those back in.
[03:26:04.054 --> 03:26:06.417]  I fund education products.
[03:26:06.417 --> 03:26:09.180]  I fund population control.
[03:26:09.180 --> 03:26:11.223]  And I'm very big in the United Way.
[03:26:11.223 --> 03:26:14.667]  Yeah, the United Way.
[03:26:14.667 --> 03:26:16.830]  We'll have to have a talk about that sometime.
[03:26:16.830 --> 03:26:18.552]  I've done a lot of research on the United Way.
[03:26:19.577 --> 03:26:21.698]  So that happened back in 1998.
[03:26:21.698 --> 03:26:28.783]  He's been very, very proud of his ability to entrench himself into population control.
[03:26:28.783 --> 03:26:29.643]  Very proud of it.
[03:26:29.643 --> 03:26:30.584]  He loves it.
[03:26:30.584 --> 03:26:32.225]  They usually are.
[03:26:32.225 --> 03:26:33.306]  COVID is a label.
[03:26:33.306 --> 03:26:34.306]  I'm sorry, but it is.
[03:26:34.306 --> 03:26:37.368]  It's a label for 98 symptoms.
[03:26:37.368 --> 03:26:42.291]  98 symptoms that pretty much fill in the blank for any illness and any disease you could possibly have.
[03:26:42.291 --> 03:26:44.693]  That's the truth.
[03:26:44.693 --> 03:26:46.814]  Honestly, they're using medicinide
[03:26:47.512 --> 03:26:51.053]  Medicine, centralized medicine, to execute people.
[03:26:51.053 --> 03:26:53.133]  It's the truth.
[03:26:53.133 --> 03:26:57.094]  There are no laws on the books, and mandates are not a thing.
[03:26:57.094 --> 03:27:00.254]  But OSHA concocted a regulation not based on any U.S.
[03:27:00.254 --> 03:27:09.736]  code or law to give themselves power to say to companies all over the country that they must mandate a, you know, a vaccine, right?
[03:27:09.736 --> 03:27:14.177]  Although they had to step down because they knew that it was all smoke and mirrors.
[03:27:14.177 --> 03:27:15.437]  It's all smoke and mirrors.
[03:27:16.972 --> 03:27:18.533]  It's always smoke and mirrors.
[03:27:18.533 --> 03:27:22.115]  Truth is very, oh, I don't know, straightforward?
[03:27:22.115 --> 03:27:25.476]  And lies always require smoke and mirrors.
[03:27:25.476 --> 03:27:30.559]  And King fraud a lot, and Hormala, I like to call her Hormala, she slept her way to the top and she's proud of it.
[03:27:30.559 --> 03:27:31.320]  You know what?
[03:27:31.320 --> 03:27:34.241]  No one wanted that little poop-your-pants idiot in office.
[03:27:34.241 --> 03:27:35.962]  Nobody!
[03:27:35.962 --> 03:27:37.723]  Name one person who did!
[03:27:37.723 --> 03:27:38.883]  Nobody did.
[03:27:38.883 --> 03:27:39.124]  Right?
[03:27:39.124 --> 03:27:42.986]  He couldn't even get 16% of his own party to vote for him.
[03:27:42.986 --> 03:27:43.506]  And, uh,
[03:27:44.278 --> 03:27:50.582]  We have to realize that the elites run this little circus in all of these relationships they have with each other.
[03:27:50.582 --> 03:27:57.166]  In order to ignore all of those things that I just said, you have to make sure that you realize that everything is a coincidence, right?
[03:27:57.166 --> 03:27:59.948]  You have to believe that everything is a coincidence.
[03:27:59.948 --> 03:28:01.569]  Well, it's not.
[03:28:01.569 --> 03:28:04.651]  In fact, government is very, very powerful, and we know this.
[03:28:05.680 --> 03:28:09.884]  Where do you think Joseph was headed with Mary when they were about to give birth to the Christ child?
[03:28:09.884 --> 03:28:11.606]  Here we are at Christmas time, right?
[03:28:11.606 --> 03:28:13.308]  He was going to pay his taxes.
[03:28:13.308 --> 03:28:21.476]  He risked the life of his newborn to go and make sure to get to Bethlehem 65 miles away to pay his taxes.
[03:28:21.476 --> 03:28:25.320]  That's how important it was that you had to do exactly what government said.
[03:28:26.468 --> 03:28:36.976]  This is important knowledge because we can go all the way back to time and say government has had a presence to oppress people and people are virtually pretty scared of government.
[03:28:36.976 --> 03:28:37.396]  Right?
[03:28:37.396 --> 03:28:38.857]  What they can do.
[03:28:38.857 --> 03:28:42.319]  They even ordered a decree to kill anyone under the age of two.
[03:28:42.319 --> 03:28:46.282]  Had Mary and Joseph been good global citizens, Christ wouldn't have survived.
[03:28:46.282 --> 03:28:50.145]  I'm going to come right back and I want to talk about where this is going with AI.
[03:28:50.145 --> 03:28:52.567]  Let's talk about the truth of what's actually going on right now.
[03:28:53.297 --> 03:28:54.859]  I'm Kate Dally, your guest host.
[03:28:54.859 --> 03:28:56.200]  You know, listeners call.
[03:28:56.200 --> 03:28:59.042]  The purpose of fear is to call us into action.
[03:28:59.042 --> 03:29:01.585]  And there is plenty to be afraid of today.
[03:29:01.585 --> 03:29:10.974]  Half the population has lined up for an untested, deadly and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[03:29:11.614 --> 03:29:21.585]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[03:29:21.585 --> 03:29:28.353]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[03:29:28.353 --> 03:29:29.774]  But there is only two things to do.
[03:29:30.895 --> 03:29:34.037]  We continue sounding the alarm because it's a numbers game.
[03:29:34.037 --> 03:29:37.359]  If enough people awaken from the cold spell, then we win.
[03:29:37.359 --> 03:29:42.742]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[03:29:42.742 --> 03:29:44.583]  And so, we must prepare.
[03:29:44.583 --> 03:29:57.411]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at infowarstore.com.
[03:29:57.411 --> 03:29:58.972]  What are champions made of?
[03:30:00.788 --> 03:30:01.948]  Here's a man who can show you.
[03:30:01.948 --> 03:30:02.288]  AAAA!
[03:30:02.288 --> 03:30:02.689]  AAAA!
[03:30:02.689 --> 03:30:02.849]  AAAA!
[03:30:02.849 --> 03:30:03.129]  AAAA!
[03:30:03.129 --> 03:30:03.509]  AAAA!
[03:30:03.509 --> 03:30:03.769]  AAAA!
[03:30:03.769 --> 03:30:05.189]  AAAA!
[03:30:05.189 --> 03:30:08.610]  AAAA!
[03:30:08.610 --> 03:30:08.870]  AAAA!
[03:30:08.870 --> 03:30:09.050]  AAAA!
[03:30:09.050 --> 03:30:09.210]  AAAA!
[03:30:09.210 --> 03:30:09.490]  AAAA!
[03:30:09.490 --> 03:30:09.631]  AAAA!
[03:30:09.631 --> 03:30:09.911]  AAAA!
[03:30:09.911 --> 03:30:10.191]  AAAA!
[03:30:10.191 --> 03:30:10.451]  AAAA!
[03:30:10.451 --> 03:30:10.631]  AAAA!
[03:30:10.631 --> 03:30:10.771]  AAAA!
[03:30:10.771 --> 03:30:10.871]  AAAA!
[03:30:10.871 --> 03:30:11.151]  AAAA!
[03:30:11.151 --> 03:30:11.371]  AAAA!
[03:30:11.371 --> 03:30:11.651]  AAAA!
[03:30:11.651 --> 03:30:11.971]  AAAA!
[03:30:11.971 --> 03:30:12.171]  AAAA!
[03:30:12.171 --> 03:30:12.331]  AAAA!
[03:30:12.331 --> 03:30:12.591]  AAAA!
[03:30:12.591 --> 03:30:12.731]  AAAA!
[03:30:12.731 --> 03:30:12.951]  AAAA!
[03:30:12.951 --> 03:30:13.252]  AAAA!
[03:30:13.252 --> 03:30:13.412]  AAAA!
[03:30:13.412 --> 03:30:13.672]  AAAA!
[03:30:13.672 --> 03:30:13.912]  AAAA!
[03:30:13.912 --> 03:30:14.232]  AAAA!
[03:30:14.232 --> 03:30:14.612]  AAAA!
[03:30:14.612 --> 03:30:15.092]  AAAA!
[03:30:15.092 --> 03:30:15.352]  AAAA!
[03:30:15.352 --> 03:30:15.532]  AAAA!
[03:30:15.532 --> 03:30:15.752]  AAAA!
[03:30:15.752 --> 03:30:15.952]  AAAA!
[03:30:15.952 --> 03:30:16.112]  AAAA!
[03:30:16.112 --> 03:30:16.372]  AAAA!
[03:30:16.372 --> 03:30:16.693]  AAAA!
[03:30:16.693 --> 03:30:16.913]  AAAA!
[03:30:16.913 --> 03:30:17.133]  AAAA!
[03:30:17.133 --> 03:30:17.313]  AAAA!
[03:30:17.313 --> 03:30:17.413]  AAAA!
[03:30:17.413 --> 03:30:17.693]  AAAA!
[03:30:17.693 --> 03:30:17.953]  AAAA!
[03:30:17.953 --> 03:30:18.193]  AAAA!
[03:30:18.193 --> 03:30:18.413]  AAAA!
[03:30:18.413 --> 03:30:18.753]  AAAA!
[03:30:18.753 --> 03:30:18.993]  AAAA!
[03:30:18.993 --> 03:30:19.233]  AAAA!
[03:30:19.233 --> 03:30:19.353]  AAAA!
[03:30:19.353 --> 03:30:19.613]  AAAA!
[03:30:19.613 --> 03:30:19.913]  AAAA!
[03:30:19.913 --> 03:30:20.133]  AAAA!
[03:30:20.133 --> 03:30:20.554]  AAAA!
[03:30:20.554 --> 03:30:20.994]  AAAA!
[03:30:20.994 --> 03:30:21.494]  AAAA!
[03:30:21.494 --> 03:30:21.674]  AAAA!
[03:30:21.674 --> 03:30:22.014]  AAAA!
[03:30:22.014 --> 03:30:22.454]  AAAA!
[03:30:22.454 --> 03:30:22.834]  AAAA!
[03:30:22.834 --> 03:30:22.994]  AAAA!
[03:30:22.994 --> 03:30:23.474]  AAAA!
[03:30:23.474 --> 03:30:23.875]  AAAA!
[03:30:23.875 --> 03:30:24.215]  AAAA!
