[00:00.000 --> 00:19.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:37:03.000 --> 01:37:11.000]  Oh, absolutely. I don't think we can allow Obama to get away with this. If we do, it's going to have serious consequences for our form of government.
[01:37:11.000 --> 01:37:15.000]  But I think it's going to have to be brought back and it's going to have to be stopped at the state and the local level.
[01:37:15.000 --> 01:37:20.000]  Thank you so much, Michael. Let's go to our reporters now in Ferguson.
[01:37:20.000 --> 01:37:27.000]  Joe Biggs here with Infowars.com. I'm standing in the parking lot across from the Target in Ferguson.
[01:37:27.000 --> 01:37:35.000]  This is the area that back in August they had roped off and they were using for a police compound, a main command center.
[01:37:35.000 --> 01:37:41.000]  Well, right now, so far, all that is here is a lot of your mainstream media vehicles out here.
[01:37:41.000 --> 01:37:53.000]  They're doing a lot of broadcasts from the area. But the building that we showed you the other day, the vacant lot between the footlocker and the Target has been covered up completely.
[01:37:53.000 --> 01:38:00.000]  Yesterday there was a large police presence behind that building and then today there was a large presence as well earlier.
[01:38:00.000 --> 01:38:03.000]  So they're definitely starting to move in and mass numbers.
[01:38:03.000 --> 01:38:14.000]  Last night we saw a larger police presence outside of the police department in Ferguson. They were a little bit more well organized because they had a lieutenant who usually doesn't work at this precinct,
[01:38:14.000 --> 01:38:20.000]  but he came in and took charge and things were not as violent, but they still are impeding on our First Amendment.
[01:38:20.000 --> 01:38:25.000]  It's a journalist last night by the name of Tyler Yinks out of a source in New York.
[01:38:25.000 --> 01:38:30.000]  He was arrested for standing on the sidewalk simply just for taking pictures.
[01:38:30.000 --> 01:38:36.000]  Wow. Now you filed a report. You had some pictures of some people that were in plain clothes.
[01:38:36.000 --> 01:38:44.000]  You want to talk about that? You said it looked like they might have been special ops type of guys or former special ops guys hired as contractors?
[01:38:44.000 --> 01:38:53.000]  Yes. We were standing outside of the Clayton Justice Center yesterday to car Jackson and I and we were doing some reports about how they've been barricading up specific buildings in the area.
[01:38:53.000 --> 01:38:58.000]  Even some of the buildings in that area, some of the businesses went as far as boarding up their windows as well.
[01:38:58.000 --> 01:39:04.000]  One of the buildings had completely barricaded off their stairwell, so looters, anybody like that couldn't run in.
[01:39:04.000 --> 01:39:11.000]  When we got done with the report, I was walking back to the vehicle and I noticed a group of about seven to eight men standing in a large circle
[01:39:11.000 --> 01:39:21.000]  and I'm sitting there thinking like these guys got, they have beards, they had the, your standard almost like your military contractor type uniforms on.
[01:39:21.000 --> 01:39:28.000]  Cacky pants, big green jackets. I started looking closer. They had the American flag patches on. A lot of the guys had earpieces in.
[01:39:28.000 --> 01:39:35.000]  They all had the Iraqi Afghanistan scarf, the black and white checker one that you see the local nationals wear over there.
[01:39:35.000 --> 01:39:41.000]  And I watched them for a while and it was just very suspicious. They all got into three different vehicles and drove off,
[01:39:41.000 --> 01:39:48.000]  but it looks like they're going to be staying in that area. I kept an eye out for those men around the Ferguson PD last night at the protest.
[01:39:48.000 --> 01:39:53.000]  I didn't see any, but there was a, there was a couple of people who didn't fit in quite so well.
[01:39:53.000 --> 01:39:58.000]  Some guys that were walking around with backpacks on, I saw one, another streamer saw one as well.
[01:39:58.000 --> 01:40:06.000]  It was just very odd, but they're sending a hundred FBI agents in. There's a thousand more police officers. There's National Guard.
[01:40:06.000 --> 01:40:13.000]  Right now there's more law enforcement and police officers here than there is overseas in combat right now.
[01:40:13.000 --> 01:40:22.000]  Maybe that was the, some guys from the asymmetric warfare group, Joe. We went through AP Hill where they have built there as well as in Camp Lejeune.
[01:40:22.000 --> 01:40:29.000]  They've built American cities, small towns, rural areas to practice controlling the American public.
[01:40:29.000 --> 01:40:35.000]  And evidently they want to get some real experience there in Ferguson. I would imagine that's why they're there.
[01:40:35.000 --> 01:40:39.000]  What about National Guard? Have you seen a lot of uniformed National Guard there?
[01:40:39.000 --> 01:40:45.000]  I haven't seen any here personally, David, but there's a lot of pictures that are popping up on Twitter and Facebook.
[01:40:45.000 --> 01:40:51.000]  People have seen them in surrounding areas and it almost fits in with the picture that I had sent Kit Daniel to do,
[01:40:51.000 --> 01:40:58.000]  the article with the red line where the Kettling was going to be involved, where they're going to set up National Guard around the area
[01:40:58.000 --> 01:41:05.000]  and then eventually close in on the violence if it breaks out. But there hasn't been anything here in the heart of where everything's going on thus far.
[01:41:05.000 --> 01:41:11.000]  Right now, where you're standing, it looks like it's pretty quiet. What's going on with protesters in the area?
[01:41:11.000 --> 01:41:13.000]  Are they in another area or has that stopped?
[01:41:13.000 --> 01:41:21.000]  No, there's going to be a protest tonight around 7 p.m. central. It'll be in the Shaw area where there was a killing back in October.
[01:41:21.000 --> 01:41:27.000]  There's supposed to be a lot of protesters meeting there tonight. So as possible, we're going to take a trip down that way.
[01:41:27.000 --> 01:41:34.000]  It's about 30 minutes away and see what's going to go on out that way. Thus far, there hasn't been a lot of police in this area since we got out here
[01:41:34.000 --> 01:41:41.000]  in the past 45 minutes. Everything seems a little quiet. There was a large set up of police off to my left last night
[01:41:41.000 --> 01:41:47.000]  and they were driving up and down through the area following protesters around. The protesters were following them.
[01:41:47.000 --> 01:41:52.000]  There was convoys back and forth from West Floresont back to the police department, back to West Floresont.
[01:41:52.000 --> 01:41:56.000]  So it was almost like a cat and mouse game going on last night as well.
[01:41:56.000 --> 01:42:05.000]  You know, we were expecting to hear a verdict on Friday. Most people thought the grand jury was going to deliver its verdict on Friday.
[01:42:05.000 --> 01:42:07.000]  Now, people are saying that they think it's going to happen tomorrow. Is that what you're hearing a lot?
[01:42:07.000 --> 01:42:16.000]  Yeah, Roger, that. We're hearing that the grand jury will convene one more time on Monday and it's supposed to finish up any last words
[01:42:16.000 --> 01:42:25.000]  and then come to a conclusion on what they're going to say. And sometime tomorrow, we should find out whether or not Officer Darren Wilson will be indicted on these charges.
[01:42:25.000 --> 01:42:32.000]  So from that point on, things will definitely heat up and we're going to be here bringing up to date reports as it happens.
[01:42:32.000 --> 01:42:39.000]  You know, like I said, there's a thousand extra cops in the area. There's National Guard on the way. There's these special forces looking guys.
[01:42:39.000 --> 01:42:41.000]  Things are starting to heat up.
[01:42:41.000 --> 01:42:49.000]  Well, we're going to be talking to Jakari Jackson right after the break and I want to get his reaction to this story that just happened over the weekend in New York.
[01:42:49.000 --> 01:42:56.000]  Yet another police shooting of yet another innocent man will be right back with Jakari Jackson from Ferguson, Missouri. Stay with us.
[01:43:20.000 --> 01:43:28.000]  They so pride in every stitch. Guarantee you love the way they fit.
[01:43:28.000 --> 01:43:39.000]  They put a diamond gusset in the crotch where you need it most. Blue diamond gussets got it. Other stone.
[01:43:39.000 --> 01:43:52.000]  They turn jeans inside out. Diamond gusset jeans made in the USA with unparalleled quality. Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:43:52.000 --> 01:44:10.000]  Order yours at gusset.com. Diamond gusset jeans got it. Others don't.
[01:44:22.000 --> 01:44:34.000]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants. Not our iodine. It comes from over 200 million year old crystal salt deposits and is tested and proven to be completely pure.
[01:44:34.000 --> 01:44:49.000]  Visit infowarslife.com today. See the informational videos. Read the information they're compiled and for a limited time when you use promo code now at checkout you get an additional 5% off the entire family of infowarslife.com products.
[01:44:49.000 --> 01:44:59.000]  Secure your survival shield X2 today at infowarslife.com or call toll free 888-253-3139.
[01:45:19.000 --> 01:45:35.000]  To stay safe and healthy during a crisis you must have access to safe clean water. Water which will not be available at your local grocery store.
[01:45:35.000 --> 01:45:49.000]  There's a mad dash on right now to stock up on supplies. The Pro Pure Pro One G2.0 water filtration system is a must have for every modern independently minded household. Protect your family's safety during an emergency.
[01:45:49.000 --> 01:45:59.000]  Go to infowarsstore.com today to purchase your Pro Pure Pro One G2.0 water filtration system or call 188-253-3139.
[01:45:59.000 --> 01:46:11.000]  Introducing Secret 12, the new InfoWarslife vitamin B12 formulation. Most forms of vitamin B12 are highly processed and synthetic and cannot be properly absorbed by the body.
[01:46:11.000 --> 01:46:18.000]  That's why for real results so many are having to turn to painful B12 injections which are known to have higher absorption rates.
[01:46:18.000 --> 01:46:28.000]  Now infowarslife.com is excited to announce that we can bring you our most bioactive powerful form of B12 that has been developed with our exclusive perfected process.
[01:46:28.000 --> 01:46:39.000]  Secret 12 is a binary of nutrimentical grade, bioavailable coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:46:39.000 --> 01:46:49.000]  Secret 12 is simply taken by mouth, right on the tongue and then swallowed. No needles, no injections. Don't take my word for it. Try it for yourself. Discover the secret.
[01:46:49.000 --> 01:46:59.000]  Secret 12. Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[01:47:20.000 --> 01:47:41.000]  Welcome back to the Alex Jones Show. I'm David Knight and we have our reporters in Ferguson, Missouri waiting in the Grand Jury indictment there, whether it is going to be an indictment or whether they're going to allow the officer to go free.
[01:47:41.000 --> 01:47:53.000]  We just spoke to Joe Biggs and now we're going to go to Jakari Jackson to give us his assessment and I want to get Jakari's reaction to what just happened this weekend shooting in New York City. Jakari, are you there?
[01:47:53.000 --> 01:48:05.000]  I am, David. Jakari Jackson reporting from Ferguson, Missouri. Now, David, with the particular stories that you were telling me about the young man in the stairwell, can you go over all those details again?
[01:48:05.000 --> 01:48:17.000]  Yeah, basically what happened was you had, it was in a project in Brooklyn. You had a man walking with his girlfriend of several years, walking up the stairs and they were on the seventh floor.
[01:48:17.000 --> 01:48:31.000]  It's called the Pink House Project in Brooklyn. A couple of officers came in. They were doing what they called a top-down patrol. They entered the stairwell and one of the officers pulled out a gun and shot this man in the chest and then they left.
[01:48:31.000 --> 01:48:43.000]  They didn't call any medical help or anything. The guy bled out there, was arrived dead on arrival and this is what the lady who was with him. Her name is Butler, the guy who was shot and killed. His name is Mr. Gurley.
[01:48:43.000 --> 01:48:57.000]  She said they didn't present themselves or nothing and shot him. As soon as he came in, the police opened the door to the 8th forced staircase. They didn't identify themselves at all. They just shot and then they didn't call for help and call an ambulance and he died.
[01:48:57.000 --> 01:49:09.000]  Now, the interesting thing I think, Jakari, is that this clearly is, I think, everything that we were told initially had happened in Ferguson with Michael Brown.
[01:49:09.000 --> 01:49:18.000]  That narrative was allowed to bill for quite some time in Ferguson before the Ferguson police came out with some exculpatory evidence that would clear the officer.
[01:49:18.000 --> 01:49:28.000]  Nevertheless, here, that is not happening. Here we had the police commissioner come out right away and this is what the police commissioner in New York said. He said, what happened last night was a very unfortunate tragedy.
[01:49:28.000 --> 01:49:35.000]  The deceased is totally innocent. He just happened to be in the hallway. He was not engaged in any criminal activity.
[01:49:35.000 --> 01:49:52.000]  So, basically, he's essentially saying that, hey, this really was a hands up, don't shoot except they didn't even get a warning. There wasn't even a hands up. There wasn't any order given. They saw the guy standing there with a woman and just pulled out a gun and shot him in the chest.
[01:49:52.000 --> 01:49:58.000]  What's your reaction to that? I just cannot believe that we live in a country where that kind of thing is happening.
[01:49:58.000 --> 01:50:13.000]  Yeah, that's a horrible story, David. Just in the similarities to the Mike Brown shooting, regardless of what happened when Mike and Officer Darren Wilson, one of the things that people keep harping on out here and rightfully so, is the amount of time that Mike Brown was left to pretty much bleed out in the street.
[01:50:13.000 --> 01:50:14.000]  Yes.
[01:50:14.000 --> 01:50:20.000]  No chance of respiration, no chance of getting to a hospital and potentially having a contradictory story.
[01:50:20.000 --> 01:50:32.000]  So, it's very alarming to me that these things continue to happen, not just to the people here in Ferguson, Missouri, but all around the country, you know, and people are asking me on Twitter, you know, what do you think about these racial shootings and all that.
[01:50:32.000 --> 01:50:43.000]  And I care just about as much about what happened here in Ferguson as the guy in New York, as Kelly Thomas, who was white as the young man in Bastrop right outside of Austin, who got tased and fell down and busted his head open.
[01:50:43.000 --> 01:50:44.000]  Yeah.
[01:50:44.000 --> 01:50:56.000]  You know, I care about all these people. It's not so much a racial issue to me. Do these things happen to minorities quite a bit? Yes, they do. But they also happen to, you know, white college girls who get arrested for jogging, you know, all kinds of craziness going on.
[01:50:56.000 --> 01:51:05.000]  You know, you know, a white collar girl, a white girl that remember the video where the officer just comes out of nowhere and does like a body slam and knocks her into a park bench.
[01:51:05.000 --> 01:51:16.000]  Oh, yeah, I believe it was after some type of football game or some type of championship and they were having some type of rally outside. And that that video is actually it's in the cobra intro.
[01:51:16.000 --> 01:51:23.000]  The cop just runs up and he hockey checks the girl and flips her backwards over a park bench. All sorts of crazy things like that.
[01:51:23.000 --> 01:51:32.000]  So we need to have a real discussion about what legitimate use of force by the police is and what is illegitimate and what is going to be done about it.
[01:51:32.000 --> 01:51:44.000]  And the oversight they're going to have that is a tremendous problem throughout this country and it affects everybody, whether they're living in the city or the country, whether they're rich or poor, black or white, it affects everybody.
[01:51:44.000 --> 01:51:56.000]  And yet we see this case in Ferguson. I believe that it was they let this thing run for a while trying to build up tension deliberately because I think Obama wanted to play the race card in this election and it didn't work.
[01:51:56.000 --> 01:52:05.000]  Now, the other thing that's interesting about this case in New York to me is that at the same time this incident happened about these two cops walking into the stairwell.
[01:52:05.000 --> 01:52:13.000]  They see a man accompanied with a woman walking up the stairwell, no orders, nothing. They just pull out a gun, shoot the guy in the chest and kill him.
[01:52:13.000 --> 01:52:25.000]  At the same time that happens, we see an analyst filing suit against the New York City Council because there was a report that was put out looking at excessive force in the New York City Police Department.
[01:52:25.000 --> 01:52:31.000]  It was put out by the same police commissioner who just said basically there was no criminal activity.
[01:52:31.000 --> 01:52:39.000]  In other words, taking the side of the innocent man who was killed, not trying to talk that down or make any excuses whatsoever for the officer who did that.
[01:52:39.000 --> 01:52:44.000]  He didn't say anything about the officer as far as I know, but he didn't make any excuses either.
[01:52:44.000 --> 01:52:56.000]  Nevertheless, he was making excuses a while back. There was a report about excessive force and this analyst who brought it to their attention said, wait a minute, I think you're grubbering the data here, although he didn't use that phrase,
[01:52:56.000 --> 01:53:02.000]  but essentially the same thing that Jonathan Gruber is doing. We can go in, you can massage the data to make it say anything that you want.
[01:53:02.000 --> 01:53:05.000]  He complained about that internally. They didn't do anything about it.
[01:53:05.000 --> 01:53:15.000]  And so he said essentially, I said finally screw it, something needs to be done. I contacted my journalist friends and some city council members and he went public with the information.
[01:53:15.000 --> 01:53:23.000]  At that point, the New York City Council fired him as a whistleblower. He is now suing them for that.
[01:53:23.000 --> 01:53:38.000]  And so we see that the police are, even though this is a chronic condition, a chronic situation everywhere, and even though he's been upfront about this, I think to try to diffuse things in New York because if this happens in a stairwell in New York at the same time,
[01:53:38.000 --> 01:53:45.000]  this Ferguson verdict comes out and if they let the policeman go there, that's going to be massive riots in New York. So he had to talk that down yet.
[01:53:45.000 --> 01:53:56.000]  I don't really believe they want to do anything about excessive force. They pick these ambiguous cases, as Paul Watson pointed out, and they avoid really doing anything to change the way it's structured.
[01:53:56.000 --> 01:54:03.000]  That's exactly right because the situation is, David, is these things continue to happen. The policies don't change.
[01:54:03.000 --> 01:54:13.000]  They always want to brush it off as some rogue guy, but you think about the situation that happened in Houston with the schoolgirl who refused to get off her cell phone, cops slam her to the ground and put it in the interface.
[01:54:13.000 --> 01:54:25.000]  And it's the same tactic for some 350-pound guy with a knife as it is for a 90-pound schoolgirl. The problem is the tactics, the problem is the training or lack of training for that matter.
[01:54:25.000 --> 01:54:30.000]  You send these guys out there and you just let them loose and hope for the best. That doesn't work. These guys need to be properly trained.
[01:54:30.000 --> 01:54:45.000]  And to the fact that Joe was speaking on earlier, the policeman who was running the show last night, even though we had some arrests and some other things going on, the officers last night were very much more well-behaved than we had seen them in previous nights.
[01:54:45.000 --> 01:54:57.000]  And that's due to the proper leadership and a lot of people in the community like that guy who was out there. So I hope those things can continue, but still, we can't just brush this off and say, okay, we'll burn this guy so we don't have another Ferguson happen here in New York City.
[01:54:57.000 --> 01:55:02.000]  We know you have to change the policies and let the people know that you are really trying to do something that's in their better interest.
[01:55:02.000 --> 01:55:12.000]  Absolutely. And I hope that the situation in New York does not turn into something that is merely racial because, of course, there are racial overtones to this situation as well.
[01:55:12.000 --> 01:55:24.000]  And there is a racial aspect to it. But as you pointed out, this is happening to everybody. We had the police in New York remember when they were chasing a suspect in New York, they just fired like nine rounds.
[01:55:24.000 --> 01:55:32.000]  Oh yeah, it wasn't outside of the Empire State Building, it was outside of some building. And then they were like, you know, so many people shot, like nine people shot.
[01:55:32.000 --> 01:55:40.000]  And the headlines almost made it seem like the guy did this. You're like, no, the police. It was like that scene from Pulp Fiction. You know, they pulled out the guns and shoot everything except the guy.
[01:55:40.000 --> 01:55:41.000]  Exactly.
[01:55:41.000 --> 01:55:50.000]  It would be funny if it wasn't so serious. And yet, you know, that was not racially motivated. There has to be something done about the rules of engagement.
[01:55:50.000 --> 01:55:56.000]  But you know, they're talking about this situation and immediately you've got a former city councilman in New York put a racial spin on it goes.
[01:55:56.000 --> 01:56:03.000]  So here's an unarmed black 28 year old in the stairwell, two officers, one Asian, one white, fully armed. He's unarmed. They meet him on the stairwell.
[01:56:03.000 --> 01:56:09.000]  He winds up dead with a bullet in his chest. I want to hear the justification for this one. Don't tell me the hallway was dimly lit.
[01:56:09.000 --> 01:56:12.000]  That's no reason to kill a black man on a stairwell.
[01:56:12.000 --> 01:56:22.000]  OK, so there is difference in races between the people, but there has to be rules of engagement. There has to be external oversight of the police to keep this from happening to anyone.
[01:56:22.000 --> 01:56:31.000]  And the fact that it's happening more frequently to blacks, that's important, but it's not the only thing that matters here. That's the rules of engagement and the oversight that something needs to be done about.
[01:56:31.000 --> 01:56:36.000]  I hope that that's what people are going to push for with Ferguson as well as here in New York.
[01:56:36.000 --> 01:56:44.000]  Yes, a lot of people we meet out here, you know, there's a diverse crowd, you know, predominantly we have seen a large group of blacks out there.
[01:56:44.000 --> 01:56:54.000]  But there are also white people out there, Asian people out there, people with anonymous mask on. You don't know what race they are, but you know, people, they come together in unity, you know, old, young, white, black, whatever.
[01:56:54.000 --> 01:57:05.000]  And they just say we want oversight. We want accountability for these officers and the actions that they take, you know, because so often it's, you know, occasionally they will burn somebody just to put a happy face on it.
[01:57:05.000 --> 01:57:13.000]  But we have to have from the ground up, the top ground up, top down, whatever it has to be to get these guys in line and also hold them accountable.
[01:57:13.000 --> 01:57:19.000]  You know, all the accountability we talk about here, we see an officer go after yourself, got fired or suspended or whatever.
[01:57:19.000 --> 01:57:24.000]  I still haven't heard anything happen to the guy who was out there aiming a gun at people in the crowd.
[01:57:24.000 --> 01:57:30.000]  That was the first day we got here on that Tuesday after Mike got shot aiming guns, putting sniper dots on people's chest.
[01:57:30.000 --> 01:57:36.000]  As far as I know, nothing's happened to that guy. He hasn't been disciplined in any way at all that I know of.
[01:57:36.000 --> 01:57:44.000]  That's right. Well, we're running out of time. You're going to be there tomorrow, of course. If the verdict is released, we'll be having coverage of that live on Info Wars tomorrow.
[01:57:44.000 --> 01:57:51.000]  We'll be back at 11 central or 12 eastern. Stay with us. We're going to have our reporters from Ferguson covering it tomorrow.
[01:57:51.000 --> 01:58:00.000]  World research in the development of a synergistic formulation based around the key concepts of super oxygenation. The next level in cleansing is here.
[01:58:00.000 --> 01:58:09.000]  With key ingredients backed by real clinical studies, the new oxy powder, available through Info Wars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:58:09.000 --> 01:58:20.000]  Many herbal colon cleansers are harsh on the body and contain cheap and potentially dangerous ingredients, oftentimes full of synthetic fillers, GMOs, additives or worse.
[01:58:20.000 --> 01:58:30.000]  You can gently start cleaning your body with easy capsules that start working while you sleep. Oxy powder does not require time off work, and there's no need for bad taste and concoctions.
[01:58:30.000 --> 01:58:41.000]  Instead, oxy powder slowly releases monoatomic oxygen into the intestinal tract and body. Experience the astonishing cleansing power of superoxide and ozonide technology.
[01:58:41.000 --> 01:58:50.000]  Visit InfoWarsLife.com or InfoWarsStore.com to get started with oxy powder or call 1-888-253-3139.
[01:58:50.000 --> 01:58:56.000]  Aging starts at the cellular level. When cells become toxic, they die early and aging sets in.
[01:58:56.000 --> 01:59:08.000]  In the past decade, we have witnessed unparalleled scientific discoveries. During that period, key patented compounds have focused on mitochondrial growth, nerve growth and rejuvenation.
[01:59:08.000 --> 01:59:17.000]  But no one has put together a formula that focuses directly on brain health, nerve growth factors and optimizing your cellular energy at the same time.
[01:59:17.000 --> 01:59:23.000]  We now have the synergistic solution, DNA force, just one of the key compounds.
[01:59:23.000 --> 01:59:30.000]  BioPQQ is backed by major clinical studies and over 175 PubMed listed published studies.
[01:59:30.000 --> 01:59:38.000]  You want the best that's out there at the lowest price anywhere? The ultimate value cutting-edge trailblazing game changer that also supports the InfoWars.
[01:59:38.000 --> 01:59:46.000]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:59:46.000 --> 02:00:01.000]  DNA force from InfoWarsLife.
