[00:00:00.891 --> 00:00:02.612]  We're live, October 31st.
[01:14:11.116 --> 01:14:15.680]  Forget Universal Pre-K, some of these guys at the Capitol wanted Universal KKK.
[01:14:15.680 --> 01:14:16.661]  Alright, pause again.
[01:14:17.722 --> 01:14:21.504]  The KKK, all this, even Texas Monthly did reports on it decades ago.
[01:14:21.504 --> 01:14:26.527]  Almost every KKK bus they have, them planning violence, is led by the FBI.
[01:14:26.527 --> 01:14:36.812]  And the FBI goes and creates the Klan group and then advertises and then pays short bus type folks, literally, to be part of it.
[01:14:36.812 --> 01:14:44.616]  So of course there were seven white supremacist groups that came there working with the Southern Poverty Law Center, ADL, and the Democratic Party to do that.
[01:14:44.616 --> 01:14:45.477]  That's their M.O.
[01:14:45.477 --> 01:14:46.037]  Let's continue.
[01:14:46.544 --> 01:14:48.145]  There are other problems with Tucker's premise.
[01:14:48.145 --> 01:14:54.792]  Don't forget, Tucker already has rejected the notion that there was any serious violence at the Capitol on January 6th.
[01:14:54.792 --> 01:14:56.133]  He said this back in September.
[01:14:56.133 --> 01:14:57.834]  Hey, boss.
[01:14:57.834 --> 01:14:59.816]  We're gonna come back to that, but here's the deal.
[01:14:59.816 --> 01:15:02.138]  We're on a break.
[01:15:02.138 --> 01:15:04.701]  They tried to make it much worse.
[01:15:04.701 --> 01:15:08.044]  And the feds running the different militia groups they were able to manipulate
[01:15:09.096 --> 01:15:12.500]  We're telling them we're going to go arrest Pelosi, we're going to attack.
[01:15:12.500 --> 01:15:19.668]  And that's why the feds have had to back off and go, okay, there was no coordination of Alex Jones or Trump or Roger Stone, because that's true.
[01:15:19.668 --> 01:15:29.060]  And because they don't want an investigation into the fact that there was coordination and attacks, but it leads back to the Democrats.
[01:15:29.560 --> 01:15:31.160]  And I'm not saying the whole FBI is involved.
[01:15:31.160 --> 01:15:37.382]  The average FBI agent's like, you know, kidnap kids and bank robberies and money laundering and, you know, stuff like that.
[01:15:37.382 --> 01:15:48.284]  But the Democrat group up at the top of the Justice Department, they 100% wanted to say it was a big plot by Republicans, but they don't want the details of who actually ran these groups coming out.
[01:15:48.284 --> 01:15:56.426]  They want to put a bunch of innocent people and, you know, patsies in prison because they don't want a real investigation, because it leads right back to Obama.
[01:15:59.304 --> 01:16:06.451]  I have the greatest sense of loss deep in my heart, deep in my soul I've ever had in my 47 years on this planet.
[01:16:06.451 --> 01:16:08.192]  I've had a lot of loss.
[01:16:08.192 --> 01:16:09.033]  Everybody else has.
[01:16:09.033 --> 01:16:22.986]  And it's because it's a loss of ancestral freedom that so many people fought and died and bled and sweat for.
[01:16:22.986 --> 01:16:24.728]  And now we're just throwing it all away.
[01:16:26.665 --> 01:16:34.693]  And I see the general public in a medically-induced, scientifically-induced, behavioral, psychologically-controlled trance.
[01:16:34.693 --> 01:16:49.467]  And I know we're being fed into this globalist meat grinder, and it's so incredibly sad, but this is the process of birth, and then growth, and then falling apart, and then degenerating, and collapsing, and then coming back to life again.
[01:16:50.609 --> 01:16:58.981]  It's just the globalists are actively trying to steer and control this process of decadence and collapse to actually end the species as we know it.
[01:16:58.981 --> 01:17:04.849]  I'm sitting here, it's in the early morning hours, and I'm looking at mainstream news.
[01:17:06.346 --> 01:17:21.103]  Reporting on the fact that even the controlled revolving door FDA has come out and said that the Moderna and Pfizer shots need to be held up and not authorized for children because in studies they did on children it caused myocarditis, that's heart swelling and heart attacks.
[01:17:22.341 --> 01:17:31.447]  And then I noticed that even though this is even in the Associated Press, it's not getting any circulation, it's not on the national news, and it's very hard to even find on places like Instagram or Twitter.
[01:17:31.447 --> 01:17:32.427]  It's just crazy.
[01:17:32.427 --> 01:17:41.513]  And then Fauci was on TV just yesterday saying there's no damage from the vaccines, it doesn't hurt anybody, you're a conspiracy theorist if you say it.
[01:17:41.513 --> 01:17:42.294]  It's just crazy.
[01:17:42.854 --> 01:17:47.696]  And then we have all the scientists who over a year ago came out and said, these vaccines are going to cause heart problems.
[01:17:47.696 --> 01:17:50.798]  And they gave the exact reasons why, and now it happened.
[01:17:50.798 --> 01:17:52.718]  That's why InfoWars is on air.
[01:17:52.718 --> 01:17:55.800]  Because if we weren't on air, they could get away with even more of this crap.
[01:17:55.800 --> 01:17:56.820]  This is just insane.
[01:17:56.820 --> 01:17:57.621]  These people are killers.
[01:17:58.951 --> 01:18:09.255]  October 2021 is coming to a close and that means it's our yearly Black Friday comes early sale that runs for the first two weeks of November.
[01:18:09.255 --> 01:18:18.618]  And right now you can save up to 60% off on our top selling products plus get free shipping and double patriot points at InfoWarstore.com.
[01:18:18.618 --> 01:18:22.859]  Brain Force Plus, the great nootropic is back in stock, 50% off.
[01:18:22.859 --> 01:18:26.841]  Ultimate Bone Broth, we haven't had this for several years, it's back, new and improved, 20%
[01:18:27.961 --> 01:18:28.341]  I think so.
[01:18:58.121 --> 01:19:01.903]  It comes at the end of October every year and only runs for two weeks.
[01:19:01.903 --> 01:19:06.685]  It's what I call the Black Friday comes early super blowout sale.
[01:19:06.685 --> 01:19:12.448]  With storewide free shipping, double Patriot points, and up to 60% off on our best-selling products.
[01:19:12.448 --> 01:19:17.310]  Brain Force Plus, sold out for almost eight months, back in stock, 50% off.
[01:19:17.310 --> 01:19:18.751]  Ultimate Bone Broth Plus!
[01:19:19.491 --> 01:19:24.333]  It's even better than the last formula with chaga mushrooms and turmeric and just everything.
[01:19:24.333 --> 01:19:26.594]  It's so good, it's now available again.
[01:19:26.594 --> 01:19:28.334]  20% off.
[01:19:28.334 --> 01:19:30.215]  Ultra 12, 60% off.
[01:19:30.215 --> 01:19:31.976]  Alpha Power, 40% off.
[01:19:31.976 --> 01:19:33.436]  Knockout, 50% off.
[01:19:33.436 --> 01:19:34.837]  Living Defense, 50% off.
[01:19:34.837 --> 01:19:36.598]  Pure Turmeric Extract Bodies, 40% off.
[01:19:36.598 --> 01:19:40.699]  Activated Charcoal Toothpaste and Mouthwash, 50% off.
[01:19:40.699 --> 01:19:42.000]  And it goes on and on and on.
[01:19:42.000 --> 01:19:42.760]  Storable Foods,
[01:19:43.460 --> 01:19:44.801]  10% off last time of the year.
[01:19:44.801 --> 01:19:45.782]  That deal's happening.
[01:19:45.782 --> 01:19:49.626]  It's all available now at InfoWarsStore.com.
[01:19:49.626 --> 01:19:52.468]  The Black Friday sale comes early.
[01:19:52.468 --> 01:19:56.311]  It's going right now for the next two weeks and it supports the InfoWar.
[01:19:56.311 --> 01:20:01.055]  Take action now and get prepared.
[01:20:01.055 --> 01:20:03.678]  You're listening to the Alex Jones Show.
[01:20:13.516 --> 01:20:15.917]  Tucker Carlson is not a Republican.
[01:20:15.917 --> 01:20:17.518]  Tucker Carlson is not a Democrat.
[01:20:17.518 --> 01:20:19.038]  He's an American.
[01:20:19.038 --> 01:20:22.160]  And he wants to fight tyranny.
[01:20:22.160 --> 01:20:26.462]  He really wants to defeat the New World Order.
[01:20:26.462 --> 01:20:35.526]  And he grew up in an establishment family, but a family of people that were American patriots.
[01:20:35.526 --> 01:20:41.048]  And so he projected his family's own goodness onto the rest of the world.
[01:20:42.745 --> 01:20:45.787]  And then he later learned he was naive.
[01:20:45.787 --> 01:20:52.132]  The world wasn't nice like his dad, or stepmom, or his family, or his brother.
[01:20:52.132 --> 01:20:54.794]  There were bad people in charge.
[01:20:54.794 --> 01:20:56.395]  How do I know that?
[01:20:56.395 --> 01:20:58.956]  Well, Tucker's told me that to my face.
[01:20:58.956 --> 01:21:00.438]  But I already knew his story.
[01:21:00.438 --> 01:21:03.700]  It's like so many other people's, including mine.
[01:21:03.700 --> 01:21:05.781]  You gotta stop being naive, ladies and gentlemen.
[01:21:05.781 --> 01:21:07.442]  We've all been there.
[01:21:07.442 --> 01:21:10.224]  You gotta admit how much trouble we're in.
[01:21:10.224 --> 01:21:11.946]  We gotta recognize who our enemies are.
[01:21:12.972 --> 01:21:15.335]  And stop listening to him.
[01:21:15.335 --> 01:21:16.257]  Stop even debating.
[01:21:16.257 --> 01:21:17.579]  But here I am.
[01:21:17.579 --> 01:21:23.247]  Breaking my own rule here.
[01:21:23.247 --> 01:21:25.971]  And that is giving attention to the system.
[01:21:26.991 --> 01:21:35.975]  But Jim Acosta, again, is the mouth of AT&T, the mouth of one of the most evil corporations out there that seeks to divide us while they engage in all their different crimes.
[01:21:35.975 --> 01:21:37.135]  That's the owners of CNN.
[01:21:37.135 --> 01:21:49.920]  So here's Jim Acosta, while AT&T is funding Black Lives Matter, racial division, whites are inherently bad, CRT, hardcore curriculum, to their own employees.
[01:21:49.920 --> 01:21:54.802]  Saying, Tucker's insane, none of this exists, and there's no establishment move to divide America.
[01:21:54.802 --> 01:21:55.963]  There's no establishment move to
[01:21:57.233 --> 01:22:02.835]  Declare the American people as terrorists.
[01:22:02.835 --> 01:22:08.858]  That's in the official executive order signed in June by the puppet president.
[01:22:08.858 --> 01:22:10.278]  That's the reality.
[01:22:10.278 --> 01:22:11.639]  All right, so just go back to Acosta.
[01:22:11.639 --> 01:22:12.559]  It's hard to listen to.
[01:22:12.559 --> 01:22:19.182]  And he just said, oh, this has got plot holes big enough you can drive an Alex Jones-sized monster truck through.
[01:22:19.182 --> 01:22:25.165]  Ho, ho, ho, ho, ho, says the guy with no viewers and no support, who's the definition of fake news.
[01:22:26.164 --> 01:22:33.874]  I know the plot holes are your claim, that a million people that came to hear Trump speak and protest the election tried to attack or take that Capitol.
[01:22:33.874 --> 01:22:36.558]  If they'd have done that, we would have overthrown you right now.
[01:22:36.558 --> 01:22:40.923]  But see, that's what they want, is a violent attack, because they can beat that, they think.
[01:22:40.923 --> 01:22:44.087]  They can't beat an intellectual awakening where we withdraw our support from them.
[01:22:44.628 --> 01:22:48.170]  That's why they're pushing for violence and preparing real false flags.
[01:22:48.170 --> 01:22:53.253]  Not just guys dressed up like white nationalists to discredit the Republican gubernatorial candidate in Virginia.
[01:22:53.253 --> 01:22:54.693]  But violence, my friends.
[01:22:54.693 --> 01:22:58.615]  And that's why they're freaking out because that's the card they want to play.
[01:22:58.615 --> 01:23:02.537]  That's the point we've gotten to in the stage of the game.
[01:23:02.537 --> 01:23:04.138]  And so what is Carlson doing?
[01:23:04.138 --> 01:23:07.400]  He's striking right at the root of the power structure.
[01:23:07.400 --> 01:23:09.561]  The thing they came after me for.
[01:23:09.561 --> 01:23:12.343]  Pointing out that false flags even exist.
[01:23:12.343 --> 01:23:12.743]  Continue.
[01:23:13.683 --> 01:23:22.050]  You don't see people hiding bombs, or using bayonets, or firing weapons, trying to take over the country in an insurrection.
[01:23:22.050 --> 01:23:24.232]  You see people walking around and taking pictures.
[01:23:24.232 --> 01:23:26.393]  They don't look like terrorists, they look like tourists.
[01:23:26.393 --> 01:23:29.216]  And all of them, by the way, are American.
[01:23:29.216 --> 01:23:32.919]  Tucker has already described the insurrectionists as tourists.
[01:23:32.919 --> 01:23:36.922]  So they were just tourists while also carrying out a false flag attack on the Capitol.
[01:23:36.922 --> 01:23:39.444]  Sorry, you can't have it both ways.
[01:23:39.444 --> 01:23:40.064]  Say pause again.
[01:23:40.962 --> 01:23:44.143]  You can't have it both ways, you little liar!
[01:23:44.143 --> 01:23:48.564]  Where you take a 10-second clip out of a 45-minute show he did and then misrepresent it?
[01:23:48.564 --> 01:23:50.124]  I watch those shows!
[01:23:50.124 --> 01:23:53.525]  Hell, some of my reporters were on those shows!
[01:23:53.525 --> 01:23:55.405]  Anybody go back and pull those up!
[01:23:55.405 --> 01:24:10.029]  He said a very small group of people got roped into a riot, and then the police were ordered to stand down, and so then when that small group went in, then the people behind him didn't know what was happening, I was there, and got waved in by the police, who didn't want any more fights!
[01:24:11.860 --> 01:24:14.961]  And so it's those 600 people that have been arrested.
[01:24:14.961 --> 01:24:17.002]  Over 400 were non-violent.
[01:24:17.002 --> 01:24:19.562]  Some of them are still in jail in solitary confinement.
[01:24:19.562 --> 01:24:21.263]  That's what Tucker was talking about.
[01:24:21.263 --> 01:24:24.024]  So he's saying the Feds tried a false flag.
[01:24:24.024 --> 01:24:27.025]  They tried to make this much more violent than it was.
[01:24:27.025 --> 01:24:28.845]  They provocateur groups on record.
[01:24:28.845 --> 01:24:34.847]  CNN paid a guy to go lead Antifa in, posing as Trump supporters to try to burn the place down.
[01:24:34.847 --> 01:24:35.747]  It's all on record.
[01:24:35.747 --> 01:24:38.208]  CNN.
[01:24:38.208 --> 01:24:41.289]  The globalist heir to the New World Order.
[01:24:42.734 --> 01:24:47.078]  Anderson Cooper had Jade Nexon bragging about it the day after.
[01:24:47.078 --> 01:24:49.220]  They paid money.
[01:24:49.220 --> 01:24:59.069]  Jim Acosta's company, AT&T, paid money to one of the ringleaders of the operation to come out.
[01:24:59.069 --> 01:25:00.590]  You know, you can't have it both ways, Tucker.
[01:25:00.590 --> 01:25:04.333]  Is it a false flag, or was it just people that were tourists?
[01:25:04.333 --> 01:25:08.076]  Well, the people that got roped in outside and waved in, they are innocent.
[01:25:08.874 --> 01:25:11.876]  Guys that pooped on Pelosi's desk or drank her beer?
[01:25:11.876 --> 01:25:12.817]  Okay.
[01:25:12.817 --> 01:25:17.521]  You gave Democrats charges dropped for burning down federal buildings.
[01:25:17.521 --> 01:25:18.601]  I don't think that's right.
[01:25:18.601 --> 01:25:23.125]  But if you let them go for burning down federal buildings, you gotta let somebody go for pooping on Pelosi's desk.
[01:25:23.125 --> 01:25:25.227]  Especially when he's been in solitary confinement for eight months.
[01:25:25.227 --> 01:25:27.268]  I think that's Senate serve, don't you?
[01:25:27.268 --> 01:25:32.012]  I don't think he'll be crapping on Pelosi's desk anytime soon.
[01:25:32.012 --> 01:25:34.694]  Crap on Pelosi's desk, eight plus months solitary confinement.
[01:25:36.243 --> 01:25:38.444]  Burned down a federal building in Portland.
[01:25:38.444 --> 01:25:39.285]  Charges dropped.
[01:25:39.285 --> 01:25:40.986]  Two days after, you're arrested.
[01:25:40.986 --> 01:25:46.650]  Hell, the vice presidential candidate, now the vice president, she raised millions of dollars for those people!
[01:25:46.650 --> 01:25:49.271]  It doesn't hold water, you little monster!
[01:25:49.271 --> 01:25:50.432]  Acosta, continue.
[01:26:04.363 --> 01:26:06.544]  There are something called the three branches of government.
[01:26:06.544 --> 01:26:09.204]  Legislative, Executive, and Judicial.
[01:26:09.204 --> 01:26:18.326]  All three bodies of government on the Constitution do not have to turn over all their information or private information to another branch of the government.
[01:26:18.326 --> 01:26:25.048]  I mean, imagine if Trump said, I want Eric Swallowswell's contents of his cell phone.
[01:26:25.048 --> 01:26:29.369]  Swallowswell would say, I have legislative immunity, you can't ask for that.
[01:26:30.256 --> 01:26:31.738]  Okay, so it's the same thing.
[01:26:31.738 --> 01:26:35.823]  So, oh, Trump is covering up what happened on January 6th.
[01:26:35.823 --> 01:26:37.105]  B.S.
[01:26:37.105 --> 01:26:40.389]  Trump is saying, we don't have to come testify at your witch hunt.
[01:26:40.389 --> 01:26:42.471]  They go, oh, you're scared of investigation.
[01:26:42.471 --> 01:26:45.195]  They don't let the Republicans have their members on it.
[01:26:45.195 --> 01:26:47.057]  They have Liz Cheney on there.
[01:26:47.057 --> 01:26:49.260]  They wouldn't let Jim Jordan or Nunes, I mean, come on.
[01:26:51.203 --> 01:26:54.965]  But he sits there rattling off lie after lie after lie.
[01:26:54.965 --> 01:26:56.666]  I mean, every three seconds is a new lie.
[01:26:56.666 --> 01:26:57.386]  Here, let's hear the rest.
[01:26:57.386 --> 01:26:59.167]  Trump was completely cut off.
[01:26:59.167 --> 01:27:00.328]  No one was even giving him any advice.
[01:27:00.328 --> 01:27:02.389]  He couldn't get his executive orders implemented.
[01:27:02.389 --> 01:27:03.930]  They threw him in the trash.
[01:27:03.930 --> 01:27:07.972]  99% of his staff had already quit or left because they were being threatened by people like Acosta.
[01:27:21.300 --> 01:27:23.182]  So now Trump was in charge.
[01:27:23.182 --> 01:27:25.924]  No, Trump asked for 10,000 National Guard.
[01:27:25.924 --> 01:27:31.369]  The Democratic Party refused them two weeks before January 6.
[01:27:31.369 --> 01:27:33.070]  Trump walked into a trap.
[01:27:33.070 --> 01:27:34.631]  I walked into a trap.
[01:27:34.631 --> 01:27:35.652]  I was there.
[01:27:35.652 --> 01:27:39.295]  We were there to peaceful protest like all the Trump events.
[01:27:39.295 --> 01:27:44.680]  But you had Jaden X, your captain, leading that squad of antifa into that building.
[01:27:44.680 --> 01:27:45.841]  He had over 40 men with him.
[01:27:47.028 --> 01:27:50.149]  He's on camera bragging, telling the girl, I told you we're going to take the Capitol.
[01:27:50.149 --> 01:27:52.569]  Now we're going to burn this mother effer down.
[01:27:52.569 --> 01:27:53.650]  I told you, I told you.
[01:27:53.650 --> 01:27:55.230]  She goes, I know, I know.
[01:27:55.230 --> 01:27:56.190]  I couldn't believe it.
[01:27:56.190 --> 01:27:57.671]  How did you know?
[01:27:57.671 --> 01:28:02.852]  As he wears his Trump hat.
[01:28:02.852 --> 01:28:03.672]  Unbelievable.
[01:28:03.672 --> 01:28:10.454]  And when it became so obvious, they finally indicted Jaden X because he was running around free bragging about it.
[01:28:11.442 --> 01:28:12.623]  But what about all the other feds?
[01:28:12.623 --> 01:28:13.804]  They haven't indicted them yet.
[01:28:13.804 --> 01:28:15.225]  But we're going to expose them.
[01:28:15.225 --> 01:28:16.967]  You can bet your bottom dollar on that.
[01:28:16.967 --> 01:28:18.248]  So see how I'm just, I'm stopping.
[01:28:18.248 --> 01:28:20.130]  I'm sorry it's obnoxious, but I'm doing it.
[01:28:20.130 --> 01:28:22.091]  I'm stopping every part of this.
[01:28:22.091 --> 01:28:25.774]  You could teach a whole college course on the seven and a half minute report.
[01:28:25.774 --> 01:28:28.137]  Because every five seconds is a lie.
[01:28:28.137 --> 01:28:31.700]  That you can refute in real time.
[01:28:31.700 --> 01:28:32.901]  Trump said, I'm worried about violence.
[01:28:32.901 --> 01:28:34.162]  We need 10,000 National Guard.
[01:28:36.604 --> 01:28:37.445]  No.
[01:28:37.445 --> 01:28:43.029]  And then they sent two-thirds of the Capitol Police away that day to traffic control miles away.
[01:28:43.029 --> 01:28:49.755]  I mean, the average Capitol Police officers weren't involved in it, but the Democrats in control and the city of D.C.
[01:28:49.755 --> 01:28:52.698]  that was in control of the Capitol Police, they did this whole thing.
[01:28:52.698 --> 01:28:55.440]  They even wrote a Time Magazine article bragging about how they set Trump up.
[01:28:58.928 --> 01:29:07.392]  We here at InfoWars are proud to announce the first ever Kava Kava Root Supplement that is now available at InfoWarsStore.com.
[01:29:07.392 --> 01:29:17.938]  Kava is one of the hottest new breakthroughs in the natural health world today, though it has been used for hundreds of years in the Pacific Islands for its relaxation and euphoric effects.
[01:29:17.938 --> 01:29:27.584]  According to ancient Samoan legend, Kava was given as a gift by the sun god Tagaloa, who they considered to be the supreme ruler and creator of the universe.
[01:29:27.924 --> 01:29:33.887]  The Samoan people would drink kava tea during social gatherings and sacred ceremonies to loosen up a little.
[01:29:33.887 --> 01:29:38.730]  Nowadays, kava is used around the world by many who enjoy its serious benefits.
[01:29:38.730 --> 01:29:42.792]  The new Kava Chill by Dr. Jones Naturals contains a full blend of
[01:29:43.032 --> 01:29:51.421]  Not only Cava Cava, but other herbs including, but not limited to, German Chamomile, Organic Skullcap, and Bavarian Root.
[01:29:51.421 --> 01:29:58.609]  We do expect to sell this new product quickly, so be sure to secure yours by visiting InfoWarsStore.com.
[01:29:59.390 --> 01:30:07.155]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the foods.
[01:30:07.155 --> 01:30:08.656]  It's all come out.
[01:30:08.656 --> 01:30:15.421]  And they're doing that, not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[01:30:15.421 --> 01:30:18.663]  And the social engineers fear that so much.
[01:30:18.663 --> 01:30:24.427]  So that's why I repeat that famous internet saying that nobody knows who first came up with, but boy, is it true.
[01:30:26.317 --> 01:30:32.143]  The propaganda would not be necessary if the situation was hopeless.
[01:30:32.143 --> 01:30:44.356]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong and they know in the end they signed on to the God of this world who is a loser.
[01:30:44.896 --> 01:30:48.822]  And that's why it's so important that everybody keep InfoWars on the air now more than ever.
[01:30:48.822 --> 01:30:54.509]  Because even if you don't believe in God, what the globalists are manifesting and setting up is Satanic.
[01:30:54.509 --> 01:30:58.315]  And we are opposing the One World Government and the Mark of the Beast they just announced.
[01:30:58.863 --> 01:31:03.065]  I never compromise the quality of ingredients we put in InfoWars Live products.
[01:31:03.065 --> 01:31:06.626]  And that's why for more than two years we've been sold out of Ultimate Bone Broth.
[01:31:06.626 --> 01:31:09.227]  And we could never get the ingredients again.
[01:31:09.227 --> 01:31:10.188]  Until now.
[01:31:10.188 --> 01:31:16.270]  And we have reformulated and not just used the same ingredients, we've boosted it and made them even stronger.
[01:31:16.270 --> 01:31:20.032]  So out of all the bone broths out there, I'm telling you, this is next level.
[01:31:20.032 --> 01:31:20.872]  Listen to what it's got in it.
[01:31:21.272 --> 01:31:26.457]  Cutting edge chicken bone broth protein isolate powder for better flavor and dissolvability.
[01:31:26.457 --> 01:31:35.987]  It's got turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder, and a bunch of other amazing known berries that turbocharge your body with antioxidants.
[01:31:35.987 --> 01:31:40.131]  And then it's got a bunch of other incredible things like magnesium, potassium, and sodium added.
[01:31:40.131 --> 01:31:42.593]  I mean this sucker has got everything for your electrolytes.
[01:31:42.593 --> 01:31:42.854]  It's got
[01:31:43.154 --> 01:31:43.914]  I think so.
[01:31:58.740 --> 01:32:04.946]  After being unavailable for more than two years, Ultimate Bone Broth is back at InfoWarsLive!
[01:32:04.946 --> 01:32:11.093]  Ultimate Bone Broth is now Ultimate Bone Broth Plus because we've made it even stronger and reformulated it.
[01:32:11.093 --> 01:32:17.499]  And listen, it's not just concentrated chicken broth in there that's so good for your joints and your bones and your whole body.
[01:32:17.499 --> 01:32:17.960]  It's got
[01:32:18.440 --> 01:32:33.712]  Really strong, high-end, turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder, and a bunch of other stuff in it, like real organic cocoa, bean powder with natural chocolate flavor, and a touch of sea salt, and just on and on and on.
[01:32:33.712 --> 01:32:36.194]  Magnesium, potassium's added.
[01:32:36.194 --> 01:32:40.717]  This is so good for inflammation, for your immune system, for your whole body.
[01:32:40.717 --> 01:32:43.599]  Grandma always gave you chicken soup when you were sick, remember?
[01:32:43.599 --> 01:32:46.522]  That's a tiny amount of the same stuff that's in there.
[01:32:47.142 --> 01:32:48.383]  You're listening to the Alex Jones Show!
[01:33:12.113 --> 01:33:20.817]  I've got some big COVID-19 news, but I tend to start the shows with that, so I'm going to end the broadcast next segment with it.
[01:33:20.817 --> 01:33:23.678]  It's a big news just broke.
[01:33:23.678 --> 01:33:26.779]  InfoWars, the Alex Jones Show.
[01:33:26.779 --> 01:33:29.841]  Because there is a war on, or your mind.
[01:33:35.442 --> 01:33:36.263]  Breaking!
[01:33:36.263 --> 01:33:41.225]  Vaccinated Jim Psaki test positive for COVID-19.
[01:33:41.225 --> 01:33:46.868]  And I got a big British study saying you're more likely to get COVID-19 or be hospitalized or die.
[01:33:46.868 --> 01:33:56.553]  And then now the Royal College has come out saying that the vaccine basically doesn't protect you at all.
[01:33:56.553 --> 01:33:57.033]  Period.
[01:33:57.033 --> 01:33:58.694]  You see, you've been conned.
[01:33:58.694 --> 01:34:00.075]  You've been lied to the whole time.
[01:34:02.150 --> 01:34:05.874]  I know our audience knows that, but that story just broke on InfoWars.com.
[01:34:05.874 --> 01:34:14.562]  So look, I don't normally, again, spend 30 minutes, an hour, or whatever we've already spent, probably 45 minutes, on Jim Acosta.
[01:34:14.562 --> 01:34:22.330]  But you have to understand, again, he is the mouth, just like Oliver Darcy and Brian Stelter, of Jeff Zucker.
[01:34:22.330 --> 01:34:24.592]  That's come out in leaks, that's come out from whistleblowers.
[01:34:25.962 --> 01:34:29.465]  But this is literally what AT&T wants.
[01:34:29.465 --> 01:34:32.548]  Race baiting, division, to play Americans off against each other.
[01:34:32.548 --> 01:34:36.991]  A classic tactic of corrupt ruling classes is divide and conquer.
[01:34:36.991 --> 01:34:39.854]  And I keep harping on that because that's the key to understanding this.
[01:34:39.854 --> 01:34:41.575]  That doesn't mean there aren't racist white people.
[01:34:41.575 --> 01:34:43.236]  It doesn't mean there aren't racist black people.
[01:34:43.236 --> 01:34:44.758]  It doesn't mean there aren't racist brown people.
[01:34:44.758 --> 01:34:50.763]  It doesn't mean that black people didn't do something to white people or white people didn't do something to black people.
[01:34:50.763 --> 01:34:51.443]  The point is
[01:34:52.424 --> 01:34:55.849]  Is that usually it's the corrupt establishment doing something to all of us.
[01:34:55.849 --> 01:34:58.372]  You like paying double for gas what you were paying a year ago?
[01:34:58.372 --> 01:34:59.754]  It's about to get a lot worse.
[01:34:59.754 --> 01:35:01.536]  It's up to $7 a gallon in California.
[01:35:01.536 --> 01:35:06.022]  Doesn't matter what damn color you are, you're getting screwed, aren't you?
[01:35:06.022 --> 01:35:08.966]  What color we are is the least of our issues, ladies and gentlemen.
[01:35:10.126 --> 01:35:14.348]  It literally is a distraction, like what color an automobile is.
[01:35:14.348 --> 01:35:22.972]  Except it's got all that baggage coming with it, and they know that, and so they want to, again, focus on that, so you're not focusing on how you're getting screwed.
[01:35:22.972 --> 01:35:24.693]  And I want to beat these people, man.
[01:35:24.693 --> 01:35:26.974]  I hate the globalists.
[01:35:26.974 --> 01:35:31.477]  I don't hate white people, or brown people, or red people, or brown people.
[01:35:31.477 --> 01:35:34.258]  But I do hate Satanists.
[01:35:34.258 --> 01:35:37.780]  And they come in every shape and color and size, and I hate their guts.
[01:35:38.831 --> 01:35:42.272]  All right, let's get back to Acosta.
[01:35:42.272 --> 01:35:43.432]  He is such a monster.
[01:35:43.432 --> 01:35:47.913]  He runs around events we're at trying to get our reporters thrown out.
[01:35:47.913 --> 01:35:50.294]  He doesn't just censor people on the internet.
[01:35:50.294 --> 01:35:53.014]  He's just a horrible person.
[01:35:53.014 --> 01:35:58.736]  And he's right in league with CNN that, you know, said Trump took out the Martin Luther King Jr.
[01:35:58.736 --> 01:35:59.276]  bust.
[01:35:59.276 --> 01:36:01.596]  Remember that five years ago?
[01:36:01.596 --> 01:36:02.677]  First day Trump's in the White House.
[01:36:02.677 --> 01:36:03.417]  Of course, it wasn't true.
[01:36:05.020 --> 01:36:08.541]  CNN reporters stood in front of it to shoot the video to be able to say it.
[01:36:08.541 --> 01:36:13.002]  I mean, when they got caught one time doing that, that should be over!
[01:36:13.002 --> 01:36:16.223]  You don't listen to a damn thing comes out of somebody's mouth lies like that.
[01:36:16.223 --> 01:36:22.705]  Let me tell you, in business, somebody cheats you one time, you never do business with them again.
[01:36:22.705 --> 01:36:24.026]  Much less thousands of times.
[01:36:25.680 --> 01:36:28.782]  So let's finish up with this scoundrel.
[01:36:28.782 --> 01:36:29.642]  Here it is.
[01:36:29.642 --> 01:36:37.767]  CNN reported that Trump wants to block congressional investigators from obtaining all sorts of White House records, handwritten memos from his chief of staff.
[01:36:37.767 --> 01:36:41.689]  Because it's called the separation of powers, dumbass!
[01:36:41.689 --> 01:36:45.211]  The whole federalist system is set on that.
[01:36:45.211 --> 01:36:49.853]  You don't just turn over to your political enemies what the other branch of government's doing.
[01:36:49.853 --> 01:36:51.174]  And he knows that.
[01:36:51.174 --> 01:36:52.975]  He just thinks his viewers are stupid.
[01:36:52.975 --> 01:36:53.355]  Continue.
[01:36:54.915 --> 01:37:07.242]  Trump's call logs, former Vice President Mike Pence's call logs, as well as White House visitor records, which is a reminder that, oh yeah, this alleged false flag operation happened when Trump was in office.
[01:37:07.242 --> 01:37:14.305]  Shouldn't Tucker and his crack investigative team call on Trump to release all of those records so they can get to the bottom of what happened?
[01:37:14.305 --> 01:37:14.886]  Let's go Tucker.
