[00:00.000 --> 00:07.000]  Mainstream media, government cover-ups. You want answers? Well, so does he.
[02:26:01.000 --> 02:26:07.000]  And we need good people with guns. Dave Vaughn in New York. You're on the air with Professor Griff. Go ahead.
[02:26:07.000 --> 02:26:18.000]  I was calling because I was assaulted last week by the NYPD. They assaulted me and arrested me and claimed that I was resisting arrest.
[02:26:18.000 --> 02:26:27.000]  And my question was regarding what can we actually do to actually win against the NYPD because they made a lot of lies on me.
[02:26:27.000 --> 02:26:40.000]  Yeah, the NYPD is legendarily bad. I've been arrested by I'm just peacefully protesting and they were making stuff up. And it's just amazing that that is a giant gang of and they're not all bad, but the system is run by bad people on the top.
[02:26:40.000 --> 02:26:42.000]  Professor Griff, what do you do about that?
[02:26:42.000 --> 02:27:00.000]  It's good people in a bad system, but we need to keep in mind that the police are not the power structure. The police are being used by the power structure. And with what we just went through, as far as young black men are concerned with this stop and frisk, it's utterly ridiculous.
[02:27:00.000 --> 02:27:10.000]  I don't see why good white Americans came up because, listen, it's black people today, but who is it tomorrow?
[02:27:10.000 --> 02:27:23.000]  I've actually been stopped in frisk in 2004 at the RNC walking down the street and happened to our other guys. So you're right, they mainly do it to minorities, but now they're doing it exactly. They're just they search cars randomly.
[02:27:23.000 --> 02:27:27.000]  It happens to my white friends in New York all the time. They just randomly do whatever they want now.
[02:27:27.000 --> 02:27:32.000]  I tell people all the time once they come get Professor Griff in the morning, guess who they're coming for in the evening?
[02:27:32.000 --> 02:27:40.000]  That's right. Absolutely. That's what Tony Brown always says, what they test in the black community, you better believe is coming to your people.
[02:27:40.000 --> 02:27:51.000]  We talked about it before we went on air, how white people and folks think that they're part of the power structure, the Boulay, you know, Masonic black leaders, they all think they're part of the power structure.
[02:27:51.000 --> 02:27:59.000]  And I'm here to tell you, none of you are part of the power structure. What do you call that when you imagine you're running things when you aren't?
[02:27:59.000 --> 02:28:07.000]  You might call it a tea party, but I'm not sure what you call it in scientific terms.
[02:28:07.000 --> 02:28:14.000]  Elaborate on that, because you've got the Republican version of the Tea Party and then you've got the Ron Paul version. But yeah, the establishment Tea Party?
[02:28:14.000 --> 02:28:35.000]  No, I'm not talking about the establishment Tea Party. A lot of people, who is this Negro in the Tea Party, who thinks that these people, it's so funny that I can't even get it out, who thinks that these people accept him, and none of what these people are presenting will ever try to pulse him in the position that he feels he's going to be in.
[02:28:35.000 --> 02:28:48.000]  It's a trick. It's the yellow brick rose, is what I call it. You end up at Oz, and you pull the curtain back, and it's this character, that little character running everything.
[02:28:48.000 --> 02:29:09.000]  Who would have thought? So I think they're propping up the Tea Party. They're exacerbating the tensions between black and white for an ultimate racial showdown. They pretend like the bobbleheads and the talking heads pretend like the Democrats are a version of the Republicans.
[02:29:09.000 --> 02:29:22.000]  They have the gun issue, they have the gay marriage issue, the abortion issue, and we're being force fed, not only the question, but we're being force fed to answer them the solution.
[02:29:22.000 --> 02:29:23.000]  Well said.
[02:29:23.000 --> 02:29:24.000]  It's already been controlled by the same people.
[02:29:24.000 --> 02:29:29.000]  Absolutely, that's a good way to end it. I'll say bye to you during the break, come back with Dr. Steve Pechenik with Big Breaking News.
[02:29:29.000 --> 02:29:37.000]  Professor Griff has been our guest today. pgriff.info, I'm Alex Jones with mfowlwars.com. Professor Griff, thanks for coming on with us.
[02:29:37.000 --> 02:29:38.000]  All right.
[02:29:38.000 --> 02:29:44.000]  Amazing.
[02:29:44.000 --> 02:29:57.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[02:29:57.000 --> 02:30:09.000]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company. Alex and his staff have used these pure soap products for years.
[02:30:09.000 --> 02:30:17.000]  These all natural soaps are made from the highest quality vegetable and coconut oils that are earth friendly and safe.
[02:30:17.000 --> 02:30:31.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog. Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[02:30:31.000 --> 02:30:38.000]  Or save big with a one to two year supply of soaps for all your cleaning needs. This is an amazing deal.
[02:30:38.000 --> 02:30:43.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:30:43.000 --> 02:30:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[02:30:55.000 --> 02:31:16.000]  Alex Jones here with a message to fellow freedom lovers. The prognosis for the entire planetary economic system runs from bad to worse. The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover. That's why we've assembled the most vital and important preparedness items at infowarshop.com.
[02:31:16.000 --> 02:31:30.000]  These are items that I did research on that I personally use. You've got the life straw so you can turn fetid water into safe water anywhere you go. The Ktor hand crank generator to charge up key equipment during power outages or out in the field.
[02:31:30.000 --> 02:31:55.000]  Strategic relocation third edition by Joel Skousen. When disaster strikes by Matthew Stein. Thera safe used by Homeland Security to protect yourself during any radiological event. Hand crank shortwave AM FM radios. Everything that we've researched and found to be the best is available at infowarshop.com and your purchase makes our info war possible. We're getting prepared. Are you? Infowarshop.com.
[02:31:55.000 --> 02:32:09.000]  You prepare by purchasing gold, food and firearms. But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection. When you're sleeping or away from home, who's watching out for intruders?
[02:32:09.000 --> 02:32:26.000]  Check out simply safe. It's a new do it yourself home security system that is completely wireless. Go to get simply safe dot com. Simply safe is independent and off the grid. It runs on battery power. So even if the grid goes down, you're protected. It's completely customizable.
[02:32:26.000 --> 02:32:45.000]  So you can use it in your home, business, boat, trailer, storage unit or shed. Get simply safe dot com. Simply safe is also ridiculously easy to install yourself in under 20 minutes. So there's no need to let a stranger into your home. If you move or need to relocate, you can take the system with you wherever you go.
[02:32:45.000 --> 02:32:56.000]  You aren't always at home, but simply safe will stand guard protecting your property 24 hours a day, seven days a week. Again, that's get simply safe dot com.
[02:32:56.000 --> 02:33:23.000]  There's an old saying in Tennessee, I know it's in Texas, probably in Tennessee, that says fool me once. Shame on shame on you. Fool me can't get fooled again. He aligns himself with the truth. And it's time for you to choose a side. You're listening to Alex Jones.
[02:33:23.000 --> 02:33:30.000]  We'll be fighting in the streets with our children at our feet.
[02:33:30.000 --> 02:33:37.000]  These are morals that need worship. We'll be gone.
[02:33:37.000 --> 02:33:44.000]  And the man who's heard a song is from judgment of all wrong.
[02:33:44.000 --> 02:33:50.000]  All right. Dr. Steve Pechenik is going to be joining us here in just a moment.
[02:33:50.000 --> 02:33:59.000]  Dr. Pechenik, of course, is a best selling author. Many of his books have been turned to major movies. He's written quite a few books with Tom Clancy and is one of his main sources.
[02:33:59.000 --> 02:34:05.000]  The composite character, Jack Ryan, is partially based on him. And we do have Pechenik.
[02:34:05.000 --> 02:34:15.000]  OK, we we got him on right as we came in here and I got an email from him saying tell Alex the USG pressure is getting greater and greater.
[02:34:15.000 --> 02:34:22.000]  And maybe we shouldn't even get into all that until he wants to talk about it. But the entire bin Laden hoax is coming down.
[02:34:22.000 --> 02:34:31.000]  And when I saw this email this morning when Chris brought it in with Dr. Pechenik sending us this is the guy that ran psychological warfare.
[02:34:31.000 --> 02:34:40.000]  The State Department ran hostage negotiation, helped get the peace deal with Egypt and Israel, the only real peace deal.
[02:34:40.000 --> 02:34:48.000]  I mean, he doesn't brag about himself, but it's on record that he was the guy there as the psychiatrist, you know, helping run the Shaiop.
[02:34:48.000 --> 02:34:55.000]  But from his perspective, for good. And you can look up some of his other exploits that you won't ever talk about on air.
[02:34:55.000 --> 02:35:01.000]  Look, he likes me bringing him up, but he's credited with all sorts of interesting things, bringing down all sorts of governments.
[02:35:01.000 --> 02:35:06.000]  And he first came on, of course, remember the CFR till he got out of it with his disgust over it.
[02:35:06.000 --> 02:35:13.000]  He came on in 2002 and said bin Laden has been frozen. He's dead. They're going to roll him out when they want.
[02:35:13.000 --> 02:35:19.000]  Then Walter Cronkite came out, who's as high level as you get in the inner circle and said, yeah, they've got his body.
[02:35:19.000 --> 02:35:30.000]  Don't roll him out in the 2004 election to the Republicans. Then former Secretary of State Madeline Albright on CNN said he is dead.
[02:35:30.000 --> 02:35:36.000]  She said this on Larry King. We've played it. You look it up. The media is listening. This is Pulitzer Prize type stuff.
[02:35:36.000 --> 02:35:44.000]  They said, yes, it's true. He's dead. Don't roll him out. Then Theresa Heinz Kerry said it, but Bush didn't need to roll it out.
[02:35:44.000 --> 02:35:50.000]  Now they kept it. Then they did that. Now it turns out no one saw the body. There was no ritual. That's come out in the news.
[02:35:50.000 --> 02:35:57.000]  There's one, two, three, four, five, six different stories. I've got a CNN report now saying another Navy SEAL report says it happened this way.
[02:35:57.000 --> 02:36:06.000]  They blew up most of the SEALs to get rid of them. I've talked to a SEAL, current active duty, who has a friend in SEAL Team 6, and they believe they're being killed.
[02:36:06.000 --> 02:36:16.000]  So the point is, under national security, they say don't talk about it, and then they start killing the people involved. This is a major narrative.
[02:36:16.000 --> 02:36:25.000]  And Patchenik got visited by all sorts of different foreign intelligence operatives, domestic ones. I got a lot of really weird contacts and threats.
[02:36:25.000 --> 02:36:35.000]  You see, this is the real world here, and Dr. Patchenik obviously has done a lot of stuff inside the system, but he's also very, very critical of it.
[02:36:35.000 --> 02:36:44.000]  You can take what he says at face value or the grain of salt. I think he's very interesting, and I concur that bin Laden did die.
[02:36:44.000 --> 02:36:54.000]  He's also a doctor, not just a psychiatrist of the things that he broke down, and he joins us today until the transmission ends here in about 25 minutes.
[02:36:54.000 --> 02:37:04.000]  So specifically, I want to just recap, sir, so you can go over that. We'll also show your website, a newly redesigned StevePatchenik.com for folks on screen.
[02:37:04.000 --> 02:37:08.000]  You're writing a lot of articles up there. We've been linking to some at Infowars.com.
[02:37:08.000 --> 02:37:17.000]  What is going on right now with the bin Laden fable? Because we're seeing a lot of chatter about it not being true, even in the mainstream.
[02:37:17.000 --> 02:37:31.000]  Well, thank you, Alex, for bringing me on, but also your audience has to understand that you were very instrumental in a lot of this issue of denigrating the narrative of bin Laden being the cause of the war for Iraq.
[02:37:31.000 --> 02:37:40.000]  One of the reasons I've had increased pressure, and I've told you that, and I've always been honest with you and the audience, because it's an American issue,
[02:37:40.000 --> 02:37:50.000]  and that is that the bin Laden story has to remain alive for this administration because Obama has continued to be an asset of the CIA.
[02:37:50.000 --> 02:37:56.000]  He brought in Brennan, who's been a disastrous operative for the CIA, now director of the CIA.
[02:37:56.000 --> 02:38:02.000]  He's created not only a war in Afghanistan, Pakistan, Iraq, now he's going into Syria.
[02:38:02.000 --> 02:38:12.000]  And I warned them for years, do not go into Syria. If you go into Syria, we're going to have a Middle East conflict that you've never seen before, and we can't afford it.
[02:38:12.000 --> 02:38:21.000]  Basically, the bin Laden story has been stayed alive, and why the pressure's coming on me is that I've been sent a whole article on Paul Wolfowitz, who I knew,
[02:38:21.000 --> 02:38:35.000]  who's the father and the deputy secretary of the Defense Department, and the father of the stand-down in 9-11, because he trained under a Chicago professor by the name of Wolfstetter and studied stand-down.
[02:38:35.000 --> 02:38:45.000]  And basically, the intelligence community was sending me this email to tell me how great he was, and in fact, I've known Paul since he was at Cornell University,
[02:38:45.000 --> 02:38:55.000]  where he was a pathetic individual, his father was a brilliant mathematician who abused Paul, and Paul in return, who was a pathetic individual, abused others and intimidated others,
[02:38:55.000 --> 02:39:05.000]  but became the father of the stand-down, and I accused him specifically, along with Steve Hadley, Richard Perle, all the neo-cons, of being criminals who brought us to the Iraq War.
[02:39:05.000 --> 02:39:17.000]  The second element that came in for increased pressure just around us, and that's what everyone has seen, is this Peter Bergen, a man of ill-refuge, a man who's basically a MI6, an American born of Minneapolis,
[02:39:17.000 --> 02:39:26.000]  grew up in England, an MI6 operative along with a CIA who has no credentials to terrorism, counterterrorism, never been in our military or British military,
[02:39:26.000 --> 02:39:39.000]  but has all these books that he claims he talked to Osama bin Laden, and then when it's the huge detail about how Osama bin Laden had been killed and pursued by the O-16, well that was absurd.
[02:39:39.000 --> 02:39:49.000]  And so all of these elements are still coming back because the narrative has to stay alive in order for this administration to remain legitimate.
[02:39:49.000 --> 02:39:58.000]  In other words, if the narrative dies, and it's found to be ill-proven, as you have done very bravely, and I've just helped to contribute to you,
[02:39:58.000 --> 02:40:14.000]  but as an insider who left the Counts on Foreign Relations because of despicable individuals like Elliott Abrams, Ackerman, and all the criminals who were brought in from the State Department of CIA into the Counts on Foreign Relations,
[02:40:14.000 --> 02:40:20.000]  I refuse to support him or the Council. It was no longer a legitimate expression of American democracy.
[02:40:20.000 --> 02:40:26.000]  So what in fact happened, and this is a news bulletin for your people.
[02:40:26.000 --> 02:40:38.000]  Seven months ago, in order to maintain the narrative, unbeknownst to the CIA, I was a member and have been a member for ten years at the Academy of Arts and Sciences and at the Producers Guild.
[02:40:38.000 --> 02:40:47.000]  Because I had produced and executive produced TV shows, I have been a nominee, a nominator for the Oscars, a best film.
[02:40:47.000 --> 02:40:54.000]  And I was given this film called Zero Dog Thirty seven to eight months ago before anybody saw it, along with the script.
[02:40:54.000 --> 02:41:03.000]  When I saw that movie, I was shocked. First of all, the opening scene that most people have seen of the torture of some, an individual, was totally inappropriate.
[02:41:03.000 --> 02:41:10.000]  The CIA has not done that. In all deference and respect to the CIA that I knew, they did not waterboard people.
[02:41:10.000 --> 02:41:18.000]  They didn't have to waterboard anybody for Osama bin Laden because Osama bin Laden, as he correctly said, I said ten years ago, was dead.
[02:41:18.000 --> 02:41:27.000]  It was torture porn to legitimize torture when, as you know, they use third party states, Jordan, you name it, Poland, black sites to do the torture.
[02:41:27.000 --> 02:41:37.000]  Correct. But in this case, the movie, which was pitched directly to Kathryn Bigelow and Michael Boles, Two Suckers, and unfortunately the entire Academy,
[02:41:37.000 --> 02:41:48.000]  and I reprimanded the Academy for being a pawn of the CIA and the intelligence community and basically the CIA at the expense of the American public as an office there,
[02:41:48.000 --> 02:41:52.000]  where they pitched stories to people like Kathryn Bigelow, who's totally incorrect.
[02:41:52.000 --> 02:41:55.000]  Yeah, they're writing the scripts, but let's expand on that. You wrote those articles at the time.
[02:41:55.000 --> 02:41:58.000]  I probably should add you on, but just got lost in the shovel.
[02:41:58.000 --> 02:42:07.000]  They've since admitted that Zero Dark Thirty is fake and the White House said it isn't true just to cover themselves when the CIA wrote the thing.
[02:42:07.000 --> 02:42:13.000]  Right, correct. But the reason I said that is I'm the one who instigated on behalf of our intelligence community.
[02:42:13.000 --> 02:42:21.000]  And the reason I'm saying that is in as much as I criticize our intelligence community, they are so self-destructive,
[02:42:21.000 --> 02:42:29.000]  both our military intelligence, our CIA, and our other elements, that they were putting in jeopardy our assets,
[02:42:29.000 --> 02:42:37.000]  which are real human assets all over the world, in jeopardy, as well as denigrating the reputation of our military.
[02:42:37.000 --> 02:42:41.000]  Steel Team Six has nothing to do with the death of Osama bin Laden.
[02:42:41.000 --> 02:42:44.000]  Steel Team Six is a disaster as an organization.
[02:42:44.000 --> 02:42:50.000]  There were 14 of them that were involved when I was involved in the raid in Grenada who died and drowning.
[02:42:50.000 --> 02:42:54.000]  The real teams that are involved in special forces are Delta 173.
[02:42:54.000 --> 02:43:01.000]  There are all kinds of special units that work 24-7, but they have nothing to do with the Osama bin Laden story.
[02:43:01.000 --> 02:43:07.000]  So, in effect, what happened was I initiated a protest very quickly to the intelligence community,
[02:43:07.000 --> 02:43:15.000]  also to our legislators, to say cease and desist all of these issues before we go on and create another war.
[02:43:15.000 --> 02:43:25.000]  So, what happened? Not only are we in a Spanish stance, and the president refuses to admit that we're going on there for the 11th year and selling $3 trillion for nothing.
[02:43:25.000 --> 02:43:31.000]  There are no terrorists. The Haqqani Group and the Taliban are all created by us.
[02:43:31.000 --> 02:43:40.000]  Zalmay Khalilzad had worked with the Taliban, the guy who worked for me, and Anil Khan, who was the deputy to Wolfowitz, along with Hamid Karzai,
[02:43:40.000 --> 02:43:46.000]  who was a delicate person known as Silver Spring, and a man who had a history of bipolar illness,
[02:43:46.000 --> 02:43:54.000]  and as his corruption for days long, is involved in the Trans-Afghanistan pipeline of Afghanistan,
[02:43:54.000 --> 02:44:00.000]  and now the CIA wants to supply and is supplying weapons to Salafis.
[02:44:00.000 --> 02:44:07.000]  So, what's happening politically that they're publicly unraveling the narrative with more fake narratives?
[02:44:07.000 --> 02:44:14.000]  Is that meant to muddy the water? And why is Karzai coming out and saying the West runs Taliban and Al Qaeda in a staging terror attacks?
[02:44:14.000 --> 02:44:23.000]  Why everywhere is the membrane of fraud popping? I mean, is there something behind that, or is it good people blowing the whistle? What does that signify?
[02:44:23.000 --> 02:44:37.000]  What it signifies, Alex, is what you know. Compounding lies and compounding errors in the hands of incompetent, intelligent operatives like Brennan, Donnellan, the head of the National Security Council,
[02:44:37.000 --> 02:44:49.000]  and particularly the President and Vice President Biden, whom Roger Ailes calls the stupidest thing since the ashtray, compounds itself into a disaster, and that's what's happening.
[02:44:49.000 --> 02:44:57.000]  And unfortunately, the American public is now paying $3 trillion for the war, 500,000 people have been killed,
[02:44:57.000 --> 02:45:09.000]  40% of our soldiers are committing suicide all because of a storyline that never happened with the Osama bin Laden that led to the war in Iraq, that led to the war in Pakistan,
[02:45:09.000 --> 02:45:18.000]  that led to the war in Afghanistan, that led to the war in Syria, and now will lead to the war in Jordan, United Arab Emirates, and Saudi Arabia.
[02:45:18.000 --> 02:45:26.000]  Well, that's another point. Why would they have Robert Gibbs come out and admit that he was ordered to lie about a drone program that was public, like the Washington Monument's public,
[02:45:26.000 --> 02:45:34.000]  and then he said it's the Alice in Wonderland, he said, it's like the Wizard of Oz, I'm told to lie when the curtain's already open.
[02:45:34.000 --> 02:45:46.000]  What's happening, Alex, is people who leave the government and are not longer paid by the government but are paid by lobbying have all the courage once they leave the government,
[02:45:46.000 --> 02:45:56.000]  and we have soldiers and intelligence officers, unfortunately, for example, like Jennifer Treyes, who I thought would stand up and would really hold the line for the military CIA, and he lied.
[02:45:56.000 --> 02:46:01.000]  Yeah, but didn't they bring him down because he wasn't playing ball with him, didn't they use that?
[02:46:01.000 --> 02:46:11.000]  Well, they broke him down because he didn't know that Brennan was running an illegal operation of SOCOM or special forces which were off the books in Benghazi,
[02:46:11.000 --> 02:46:24.000]  and using Benghazi, not as a consulate, there was no embassy there, but as a torture center and a relay station for heavy equipment into Syria, into the Syrian thugs who were funded by...
[02:46:24.000 --> 02:46:30.000]  Let me ask you that question, what really happened in Benghazi now that we've got hindsight and you've got a lot of connections?
[02:46:30.000 --> 02:46:41.000]  At that time, I wrote an article saying that that was my third military coup. My first one had to do with Nixon, where we basically had to take him out, and the second one with Bush Jr.,
[02:46:41.000 --> 02:46:51.000]  where we took out Cheney's people and the neocons and we brought in Gates, and the third one was when we brought in Treyes to basically take over the civilians, and what happened there,
[02:46:51.000 --> 02:47:06.000]  contrary to what the president lied again about, was the following. The head of AFRICOM, a general of AFRICOM, was decommissioned because he wanted to help the SEAL team that was ex-SEAL team,
[02:47:06.000 --> 02:47:17.000]  but they were still part of our military for help. Then the head of our Navy military, 107th unit, our rear admiral, was decommissioned.
[02:47:17.000 --> 02:47:26.000]  Eleven other naval officers were decommissioned, so what happened in effect was Brennan, the head of the counter-terrorism office from the White House,
[02:47:26.000 --> 02:47:35.000]  had sent up a totally illegal unit in Benghazi bypassing Treyes, who was in fact in charge of all of this.
[02:47:35.000 --> 02:47:48.000]  Treyes was blindsided, and without his knowing it, every military officer who was involved wanted to save our men, but they were told not to save them by Brennan and by the President of the United States and the Vice President,
[02:47:48.000 --> 02:47:52.000]  and we had once again a criminal act committed by the President of the United States.
[02:47:52.000 --> 02:47:59.000]  Was that to keep it compartmentalized because they don't want evidence of the heat-seeking missiles and things being given to al-Qaeda for Syria,
[02:47:59.000 --> 02:48:04.000]  or were they getting rid of the ambassador because he was the guy that handled the weapons?
[02:48:04.000 --> 02:48:11.000]  Well, the ambassador really was not handling the weapons. One of the guys who resigned was Eric Boswell, who I knew for 30 years,
[02:48:11.000 --> 02:48:18.000]  a very professional State Department Assistant Secretary of Diplomatic Security.
[02:48:18.000 --> 02:48:25.000]  As usual, Hillary lied, knew very well that Christopher Stevens, and with all due respect to the State Department,
[02:48:25.000 --> 02:48:32.000]  really did not want any diplomatic security around him, but he was not in an official embassy.
[02:48:32.000 --> 02:48:36.000]  The embassy he was in was really what we call a cut-out.
[02:48:36.000 --> 02:48:46.000]  It was basically used for torture of al-Qaeda or suspected terrorists and for supplying of heavy weapons into Syria, and they couldn't admit that.
[02:48:46.000 --> 02:48:51.000]  So Hillary lied, Obama lied, Treyes lied, Brennan lied.
[02:48:51.000 --> 02:48:59.000]  Well, yeah, that zero dark 30 fable has Obama in it saying, we don't torture, and when everybody knows, it's just continued on.
[02:48:59.000 --> 02:49:01.000]  I mean, just amazing amounts of BS.
[02:49:01.000 --> 02:49:07.000]  Well, it's not just BS, my friend. What's happening now and why your audience is so important.
[02:49:07.000 --> 02:49:11.000]  We have a president now who should be impeached for criminal war crimes.
[02:49:11.000 --> 02:49:19.000]  There is no if, ands, and buts. According to the laws of the Nuremberg trial, according to Judge Robert Jackson,
[02:49:19.000 --> 02:49:26.000]  to initiate a war of aggression is not only an international crime, it is the ultimate evil of all.
[02:49:26.000 --> 02:49:31.000]  And for that, Judge Jackson indicted Nazi war criminals.
[02:49:31.000 --> 02:49:40.000]  For that, our president, Biden, Brennan, Michael Hayden, who was in charge of our CIA and the National Security Agency,
[02:49:40.000 --> 02:49:48.000]  when Osama bin Laden went down, should all be indicted for war crimes along with Clinton, Hillary Clinton, Cheney, Rumsfeld,
[02:49:48.000 --> 02:49:59.000]  Balmain, Sandy Berger, Wolfowitz, Pero, Steve Hadley, all people I worked with, Dennis Ross, Scooter Libby, George Tannen of the CIA,
[02:49:59.000 --> 02:50:03.000]  and David Worms, who I fired. This is not an if, ands, and buts.
[02:50:03.000 --> 02:50:09.000]  What's happening, Alex, thanks to you and other people who really were courageous, not me.
[02:50:09.000 --> 02:50:16.000]  I just came in to tell you what I knew, not because I'm brave, but because I'm a tired, angry American citizen
[02:50:16.000 --> 02:50:21.000]  and soldier and intelligence operative and a dad who said, this is enough.
[02:50:21.000 --> 02:50:29.000]  We are going through so many wars where we have lost the wars, our military is ineffectual, our intelligence is disastrous,
[02:50:29.000 --> 02:50:34.000]  and we are paying a very high price in terms of the body mass and the money.
[02:50:34.000 --> 02:50:37.000]  Sure, Doc, we got to go to break. We come back in the final segment of this hour.
[02:50:37.000 --> 02:50:41.000]  You're saying you're getting heat put on you. Explain to me what that means.
[02:50:41.000 --> 02:50:44.000]  I had your email here. I'm trying to find it in all the stacks of paper.
[02:50:44.000 --> 02:50:49.000]  Dr. Steve Pechenik, a very famous quiet spy master, I guess you could call him,
[02:50:49.000 --> 02:50:53.000]  brought down governments, you name it, psychiatrists and a bunch of other degrees,
[02:50:53.000 --> 02:50:56.000]  and what, like the equivalent of a colonel in the Navy. We'll be right back.
[02:50:56.000 --> 02:51:00.000]  If you're listening, you know your basic freedoms are being threatened every day.
[02:51:00.000 --> 02:51:03.000]  If you're listening, you know the economy is not getting better.
[02:51:03.000 --> 02:51:06.000]  You know gas and food prices are skyrocketing.
[02:51:06.000 --> 02:51:08.000]  Now is the time to get prepared.
[02:51:08.000 --> 02:51:11.000]  For years, we've told you about our friends at eFoods Direct.
[02:51:11.000 --> 02:51:14.000]  They have the best tasting, long-term, storable food on the planet.
[02:51:14.000 --> 02:51:18.000]  This food will taste just as great 25 years from now as it does tonight.
[02:51:18.000 --> 02:51:21.000]  A long-term food supply allows you to freeze the cost
[02:51:21.000 --> 02:51:24.000]  and the availability of the one thing you need most.
[02:51:24.000 --> 02:51:28.000]  Be prepared and get your supply from eFoods Direct.
[02:51:28.000 --> 02:51:31.000]  Right now is the best time to stock up and save hundreds of dollars
[02:51:31.000 --> 02:51:33.000]  with free shipping on all food supplies.
[02:51:33.000 --> 02:51:36.000]  Give yourself peace of mind and be prepared.
[02:51:36.000 --> 02:51:43.000]  Act now and call 800-409-5633 or visit eFoodsDirect.com slash Alex.
[02:51:43.000 --> 02:51:46.000]  Get free shipping on all orders for a limited time.
[02:51:46.000 --> 02:51:52.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[02:51:52.000 --> 02:51:55.000]  You can bet your life on eFoods Direct.
[02:51:55.000 --> 02:51:58.000]  Do you suffer from low-functioning adrenal or thyroid gland?
[02:51:58.000 --> 02:52:01.000]  Did you know that mercury from your dental fillings comes off your teeth
[02:52:01.000 --> 02:52:04.000]  both as a vapor and as metal particles into your body?
[02:52:04.000 --> 02:52:08.000]  Wherever mercury deposits in your body, it stops cells from functioning normally.
[02:52:08.000 --> 02:52:12.000]  Animal studies show that mercury causes kidney function to drop by 60%.
[02:52:12.000 --> 02:52:14.000]  Mercury deposited into your adrenals or thyroid
[02:52:14.000 --> 02:52:16.000]  will cause a corresponding drop in function.
[02:52:16.000 --> 02:52:20.000]  The number one method by which your body detoxifies itself of mercury is glutathione.
[02:52:20.000 --> 02:52:25.000]  The number one superfood that helps turn on all 75 trillion cells in your body
[02:52:25.000 --> 02:52:29.000]  to produce glutathione is non-denatured whey protein from grass-fed cows.
[02:52:29.000 --> 02:52:33.000]  After investigating most high-end whey proteins on the market,
[02:52:33.000 --> 02:52:37.000]  only one is the most non-denatured, the most active, the most complete,
[02:52:37.000 --> 02:52:39.000]  and, in our opinion, the most powerful
[02:52:39.000 --> 02:52:42.000]  in what nature originally put into the fresh raw whey.
[02:52:42.000 --> 02:52:44.000]  It is One World Whey.
[02:52:44.000 --> 02:52:47.000]  Call 888-988-3325.
[02:52:47.000 --> 02:52:50.000]  That's 888-988-3325.
[02:52:50.000 --> 02:52:52.000]  Or visit OneWorldWhey.com.
[02:52:52.000 --> 02:52:55.000]  That's OneWorldW-H-E-Y.com.
[02:52:55.000 --> 02:52:58.000]  Hello, this is Ty Bollinger, author of the bestselling book,
[02:52:58.000 --> 02:53:00.000]  Cancer Step Outside the Box.
[02:53:00.000 --> 02:53:03.000]  I want you to know some very important information.
[02:53:03.000 --> 02:53:08.000]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House
[02:53:08.000 --> 02:53:12.000]  at a time when only the President could obtain this world-class healer.
[02:53:12.000 --> 02:53:17.000]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[02:53:17.000 --> 02:53:21.000]  Now you can protect yourself and your loved ones in this age of superbugs
[02:53:21.000 --> 02:53:27.000]  with 17 naturally occurring compounds that instinctively respond to abnormal cells only
[02:53:27.000 --> 02:53:29.000]  without harming a single normal cell.
[02:53:29.000 --> 02:53:33.000]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells
[02:53:33.000 --> 02:53:36.000]  to attack harmful invaders that don't belong in your body.
[02:53:36.000 --> 02:53:41.000]  Call 1-866-VenusFly or order from Carnivora.com.
[02:53:41.000 --> 02:53:44.000]  That's C-A-R-N-I-V-O-R-A dot com.
[02:53:44.000 --> 02:53:52.000]  That's 1-866-836-8735, 1-866-VenusFly or visit Carnivora.com.
[02:53:52.000 --> 02:53:55.000]  Protect your immune system. It's the only one you've got.
[02:53:55.000 --> 02:53:59.000]  What if I say I'm not like the others?
[02:53:59.000 --> 02:54:03.000]  What if I say, am I just another one of your plays?
[02:54:03.000 --> 02:54:05.000]  You're the pretender.
[02:54:05.000 --> 02:54:07.000]  What if I say I will never surrender?
[02:54:07.000 --> 02:54:10.000]  Dr. Steve Pacinik is our guest right now.
[02:54:10.000 --> 02:54:13.000]  He says, this is in the email while we got him on.
[02:54:13.000 --> 02:54:16.000]  Tell Alex the USG pressure is getting greater and greater on me
[02:54:16.000 --> 02:54:19.000]  with their refusal to accept the Osama bin Laden lie.
[02:54:19.000 --> 02:54:21.000]  I've now found out he does want this talked about.
[02:54:21.000 --> 02:54:25.000]  It's getting to a whole new level of intensity between me and the intelligence community.
[02:54:25.000 --> 02:54:30.000]  They are now using Peter Bergen, MI6, and nonsense about SEAL Team 6.
