[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[03:13:02.580 --> 03:13:10.820]  migrants an angle of Merkel's insane policy has succeeded in ensuring the reemergence of neo-nazis
[03:13:10.820 --> 03:13:16.340]  who if this continues are going to be at the height of popularity you know the biggest height of
[03:13:16.340 --> 03:13:23.860]  popularity since the 1940s simply because of the insanity of this policy which now top german
[03:13:23.860 --> 03:13:29.860]  security experts are saying will lead to civil unrest because they're being completely overwhelmed
[03:13:29.860 --> 03:13:36.900]  as we'll get on to in response another headline out of breitbart.com hundreds of germans are trying
[03:13:36.900 --> 03:13:43.540]  to bring treason charges against angler-merkel over migration policy hundreds of germans are
[03:13:43.540 --> 03:13:48.580]  attempting to bring criminal charges against Merkel accusing her of treason by opening the
[03:13:48.580 --> 03:13:53.780]  borders of germany to mass migration the federal prosecutor's office in Karlsruhe has received
[03:13:53.780 --> 03:14:00.500]  over 400 letters calling it to open investigation into Merkel the elected leader of the german
[03:14:00.500 --> 03:14:06.100]  government for high treason the complaint site the chancellor's decision to open the borders
[03:14:06.100 --> 03:14:12.660]  of the nation to all comers in september since when they claim an unhindered flow of refugees
[03:14:12.660 --> 03:14:19.300]  have poured into germany now under german law anyone who attempts to affect change the german
[03:14:19.300 --> 03:14:24.580]  republic or damage the constitutional order by force or threat of force is guilty of high treason
[03:14:24.580 --> 03:14:30.020]  and that's what they argue Merkel is now doing because the studies show and this is out of the
[03:14:30.020 --> 03:14:39.780]  gate stone institute germany 20 million muslims by 2020 now the normal tipping point for civil
[03:14:39.780 --> 03:14:46.260]  unrest with an incoming population that's not integrated into society that's the key doesn't
[03:14:46.260 --> 03:14:50.900]  matter their skin color doesn't matter their background it's the fact that they're not integrated
[03:14:50.900 --> 03:14:56.820]  into the society in which they're entering the tipping point is six seven percent on average
[03:14:56.820 --> 03:15:02.900]  when you start to see civil unrest we've seen it in france over the past five six seven years
[03:15:02.900 --> 03:15:07.300]  they've got the highest muslim population in europe we're now beginning to see it in sweden
[03:15:07.300 --> 03:15:13.460]  because they're catching up so now we're talking about 20 million muslims in germany a country
[03:15:13.460 --> 03:15:19.860]  with a population of around 80 million within the next five six years if the figures if the
[03:15:19.860 --> 03:15:27.620]  wave of migrants continue at the current numbers 10 000 of these migrants are flooding into germany
[03:15:27.620 --> 03:15:35.300]  from austria 10 000 every single day and now the gate stone institute is reporting germany's muslim
[03:15:35.300 --> 03:15:42.180]  population is set to nearly quadruple to an astonishing 20 million within the next five years
[03:15:42.180 --> 03:15:48.100]  according to a demographic forecast by bavarian lawmakers the german government expects to receive
[03:15:48.100 --> 03:15:56.180]  1.5 million asylum seekers in 2015 that's just by the end of this year and possibly even more in
[03:15:56.180 --> 03:16:02.580]  2016 after factoring in family reunifications based on the assumption that individuals whose asylum
[03:16:02.580 --> 03:16:07.860]  applications are approved will subsequently bring an average of four additional family members to
[03:16:07.860 --> 03:16:14.020]  germany that number will swell exponentially this is in addition to the 5.8 million muslims
[03:16:14.020 --> 03:16:20.900]  already living in germany so according to the president of the bavarian association of municipalities
[03:16:20.900 --> 03:16:28.100]  this is an official organization germany is now on track to have 20 million muslims by 2020
[03:16:28.900 --> 03:16:35.780]  and again as he says it represents a demographic shift of epic proportions one that will change
[03:16:35.780 --> 03:16:42.740]  the face of germany forever because there's no integration plan there's no language course
[03:16:43.380 --> 03:16:49.060]  they're just housing these migrants in these camps many of them are leaving thousands have left
[03:16:49.060 --> 03:16:52.980]  without trace they've just gone into the underground they don't even know where they are
[03:16:52.980 --> 03:16:58.260]  now they're running out of migrant centers they're running out of gymnasiums they're running out of
[03:16:58.260 --> 03:17:05.380]  disused office warehouses to keep these people in and so now they're just going ahead and building
[03:17:05.380 --> 03:17:11.220]  houses for them and we had that story up today on info wars dot com government to build 60 new
[03:17:11.220 --> 03:17:17.060]  houses for migrants while poor germans are evicted and this is in the german town of burgheim which
[03:17:17.060 --> 03:17:22.500]  is already accepted hundreds of migrants they've run out of room basically so now the government
[03:17:22.500 --> 03:17:30.580]  is building 60 houses at a cost of 12 million euros to house an additional 600 migrants these
[03:17:30.580 --> 03:17:35.540]  are going to be large houses while as the telegraph reports and you can check out the link in this
[03:17:35.540 --> 03:17:42.660]  article germans germans citizens living in apartments owned by local municipalities but
[03:17:42.660 --> 03:17:48.020]  apartments on which they pay rent so this isn't even social housing they're actually paying rent
[03:17:48.020 --> 03:17:54.740]  for this they're now getting eviction notices because they're going to be replaced by refugees
[03:17:54.740 --> 03:17:59.460]  because they're taking so many in there's just nowhere to house them so now they're actually
[03:17:59.460 --> 03:18:06.500]  having to kick germans out of their own homes and build new homes free homes for migrants simply to
[03:18:06.500 --> 03:18:12.820]  cope with the influx and then we have this curtain immo article up a couple of days ago entitled
[03:18:12.820 --> 03:18:18.900]  illegals quote when will i get my house and car illegal immigrants in germany feel they are entitled
[03:18:18.900 --> 03:18:24.900]  to homes and cars according to an article appearing in dauka runshow quote i realized that most of
[03:18:24.900 --> 03:18:30.980]  them will with unrealistic ideas and expectations when they come here they often ask me when will
[03:18:30.980 --> 03:18:39.620]  i get my house and my car asylum coordinator isabel sitner told the newspaper so a free house is not
[03:18:39.620 --> 03:18:44.500]  enough for them we've got migrants in the netherlands complaining about the wi-fi connection not being
[03:18:44.500 --> 03:18:50.500]  good enough about the food being average about them not being able to afford to buy cigarettes
[03:18:50.500 --> 03:18:56.580]  because they're not being given enough free money all the while german citizens being kicked out of
[03:18:56.580 --> 03:19:02.740]  their homes now we had this story muslim migrants invited to take over german church altar cross
[03:19:02.740 --> 03:19:11.220]  pulpit removed of course we had the the world's first lesbian feminist bishop over in sweden
[03:19:11.220 --> 03:19:17.300]  saying that their churches should remove all christian symbols remove crosses so as not to
[03:19:17.300 --> 03:19:23.940]  offend muslims and now actually in germany they're doing the same thing while inviting in this case
[03:19:23.940 --> 03:19:28.980]  50 muslim migrants to completely take over this church it's not going to be used for christian
[03:19:28.980 --> 03:19:36.500]  church services anymore it's going to be used to house these migrants again most of whom on syria
[03:19:36.500 --> 03:19:41.780]  we've been sold this light over and over again if you actually look at the un's own figures
[03:19:41.780 --> 03:19:49.140]  only one fifth of these migrants are actually syrian most of them are economic refugees fleeing to
[03:19:49.140 --> 03:19:53.700]  germany for a higher standard of living and the taxpayers are going to pay for it we'll be back
[03:19:53.700 --> 03:19:57.860]  after this break on the alex germ show fourth hour overdrive stay tuned
[03:20:00.100 --> 03:20:04.500]  do you lay awake at night and worry about the health and safety of you and your loved ones
[03:20:04.500 --> 03:20:09.060]  do you wonder what would happen if you weren't able to get to a hospital or doctor how can you
[03:20:09.060 --> 03:20:14.020]  keep your family safe against the deadly pathogens that are beginning to emerge in the world today
[03:20:14.020 --> 03:20:19.780]  give yourself peace of mind with supernatural silver supernatural silver is turning heads
[03:20:19.780 --> 03:20:25.860]  around the world as a new weapon in the fight against bacteria viruses and fungus supernatural
[03:20:25.860 --> 03:20:31.300]  silver can be taken internally or used topically to help the body's own immune system fight off
[03:20:31.300 --> 03:20:36.740]  disease much more effectively supernatural silver has been tested at independent universities and
[03:20:36.740 --> 03:20:41.700]  laboratories around the world and has been proven to be safe and highly effective against some of
[03:20:41.700 --> 03:20:47.380]  the planet's deadliest pathogens there is no better product to have in your home for daily use or
[03:20:47.380 --> 03:20:55.140]  emergency preparedness go to supernaturalsilver.com use the code silver 2015 for 20% off and give
[03:20:55.140 --> 03:21:01.860]  yourself and your loved ones a fighting chance with supernatural silver clean pure drinking water
[03:21:01.860 --> 03:21:07.460]  you can't survive without it but where do you get it alexa pure pro is a brand new groundbreaking
[03:21:07.460 --> 03:21:13.060]  gravity-fed water filtration system that is like no other the alexa pure pro transforms water from
[03:21:13.060 --> 03:21:18.180]  virtually any fresh source into clean healthy drinking water pairing the unprecedented super
[03:21:18.180 --> 03:21:23.700]  filtration power of an all-new gravity block core with a hybrid chromatic shell it removes up to
[03:21:23.700 --> 03:21:32.660]  99.999% of impurities including bacteria viruses fluoride disinfectants volatile organic contaminants
[03:21:32.660 --> 03:21:38.900]  and hormones filter capacity up to 5 000 gallons stainless fuel construction easy assembly low
[03:21:38.900 --> 03:21:44.100]  maintenance replacement filters are simple to install and now as part of an exclusive limited
[03:21:44.100 --> 03:21:49.380]  time introductory offer you can save $20 off a retail price and get free shipping this is a
[03:21:49.380 --> 03:21:56.340]  limited time offer so order your unit today and receive free shipping and $20 off go to infowarstore.com
[03:21:56.340 --> 03:22:04.900]  recall 882533139 my name is bill bonner and I have an important message right now the highest
[03:22:04.900 --> 03:22:11.220]  levels of government are struggling against an inevitable crisis but they're about to lose control
[03:22:11.220 --> 03:22:17.940]  when this happens it will rip our country apart in ways you never imagined from where we shop to the
[03:22:17.940 --> 03:22:23.460]  doctors you visit and the family you want to protect look i've made predictions like this before
[03:22:23.460 --> 03:22:29.460]  a few years ago i warned that the housing prices would collapse before that i warned that dot com
[03:22:29.460 --> 03:22:35.140]  companies would crash and they did those who listened had a chance to save themselves but
[03:22:35.140 --> 03:22:41.540]  this has nothing to do with the stock market this will affect us all i've posted a free video at
[03:22:41.540 --> 03:22:48.420]  dollar danger dot com maybe you'll disagree with my conclusions but first you need to watch this video
[03:22:48.420 --> 03:22:54.980]  and see the facts for yourself you can watch the video for free right now by going to dollar
[03:22:54.980 --> 03:23:05.300]  danger dot com again that's dollar danger dot com earthquake floods winter storms prolonged
[03:23:05.300 --> 03:23:10.420]  power outages or war each of us have had that moment when we recognize that we need to be better
[03:23:10.420 --> 03:23:15.060]  prepared we typically do the same thing we start with food storage then we address the need for
[03:23:15.060 --> 03:23:20.500]  water but have you considered heat storage i'm talking about staying warm in the cold here are
[03:23:20.500 --> 03:23:25.860]  some things for you to consider how will i keep my family warm the standard answers are firewood
[03:23:25.860 --> 03:23:30.820]  coal or propane but the problem with that if you need to be on the move is you can't take it with you
[03:23:31.460 --> 03:23:36.580]  another concern there may come a time when you need to stay warm without smoke like in times of war
[03:23:36.580 --> 03:23:41.780]  there may even come a time when you can't burn fuel the answers may be simpler and less costly
[03:23:41.780 --> 03:23:47.300]  than you think for these answers go to fortress clothing dot com again fortress clothing dot
[03:23:47.300 --> 03:23:53.460]  com has the answers to your heat storage dilemma don't get stuck in the cold fortress clothing
[03:23:53.460 --> 03:24:09.380]  dot com you'll never be cold again
[03:24:17.700 --> 03:24:21.540]  we're back live alex challenge show fourth hour overdrive with me your host paul joseph
[03:24:21.540 --> 03:24:27.460]  whatson gonna go to your calls here in about 15 minutes time but we're continuing to ask the question
[03:24:27.460 --> 03:24:34.100]  will angela merkel be the first european leader to commit national suicide this migrant issue is
[03:24:34.100 --> 03:24:39.700]  only escalating in germany the people are getting radicalized that's not according to me that's
[03:24:39.700 --> 03:24:46.100]  according to the top security experts in germany because they see these this wave of muslim migrants
[03:24:46.100 --> 03:24:51.620]  who aren't integrated who are bringing over all the worst aspects of their own culture
[03:24:51.620 --> 03:24:57.060]  and there's simply no plan going forward to try and ease them into the german society and now
[03:24:57.060 --> 03:25:05.300]  they're talking about 20 million muslims muslim migrants in germany by 2020 and that tipping
[03:25:05.300 --> 03:25:11.780]  point is way above the six seven percent average which brings social disorder as we've seen in
[03:25:11.780 --> 03:25:16.740]  other countries now we got this headline out of gateway pundit and we're going to go to the video
[03:25:16.740 --> 03:25:23.540]  here caught on video german muslim this is the german muslim in germany basically jabbing his
[03:25:23.540 --> 03:25:30.580]  finger out and telling a german citizen islam is coming and your daughters will wear the hijab and
[03:25:30.580 --> 03:25:33.380]  i'm going to commentate over this video let's go to the clip
[03:25:33.380 --> 03:25:39.780]  the islam is coming to take home
[03:25:39.780 --> 03:25:53.380]  i hope you don't think your daughters will marry bearded muslims and wear the hijab
[03:25:53.380 --> 03:25:59.940]  their sons will wear a beard the muslims will have four wives and 27 children and what does the
[03:25:59.940 --> 03:26:07.460]  german man have one child and maybe a little pet dog the german has taken advantage of the muslim
[03:26:07.460 --> 03:26:14.660]  for too long just so he can drive his misades now islam is coming and your daughters will wear the
[03:26:14.660 --> 03:26:21.940]  hijab i can see the look of hate in your eyes and that's the end of the clip so he's basically
[03:26:21.940 --> 03:26:26.580]  what he's saying is true and he's not the first one to say it we had another article
[03:26:26.580 --> 03:26:33.460]  a couple of months ago top imam muslim migrants should breed with europeans to conquer their
[03:26:33.460 --> 03:26:40.100]  countries that was his quote to conquer their countries this was a top imam in jerusalem
[03:26:40.660 --> 03:26:44.820]  who said quote throughout europe all the hearts are enthused with hatred towards muslims
[03:26:44.820 --> 03:26:50.580]  they wish that we were dead but they have lost their fertility so they look for fertility in our
[03:26:50.580 --> 03:26:57.460]  midst and he basically went on to say that they're going to use this migrant invasion to conquer european
[03:26:57.460 --> 03:27:04.500]  countries and to breed out the host population again not my words their words now they're
[03:27:04.500 --> 03:27:10.740]  handing them churches we had another article which is up on drudgereport.com german schools
[03:27:10.740 --> 03:27:17.620]  abolish christian festival to avoid offending muslim migrants again the german citizens have
[03:27:17.620 --> 03:27:22.820]  to integrate into their culture they don't have to integrate into the german culture that's how it
[03:27:22.820 --> 03:27:29.540]  works because this is a program as the top imam said of conquest primary schools and kindergartens
[03:27:29.540 --> 03:27:36.100]  in germany are abolishing the christian celebration and changing it into a generic festival of lights
[03:27:36.100 --> 03:27:41.380]  so as not to offend the hundreds of thousands of muslim migrants pouring into the country
[03:27:41.940 --> 03:27:46.100]  and of course i mentioned before they're removing the christian crosses they're removing the altars
[03:27:46.100 --> 03:27:51.700]  and what's interesting about this is that leftist politicians have been calling for this
[03:27:52.340 --> 03:27:57.460]  saint martins festival to be changed for years because they said that there's too many muslim
[03:27:57.460 --> 03:28:02.180]  children in the schools it might offend them so this has been going on for years they're trying
[03:28:02.180 --> 03:28:08.100]  to abolish this they're trying to undermine the host culture the christian culture in germany
[03:28:08.660 --> 03:28:14.500]  and replace it with this wishy washy festival of lights completely meaningless because again
[03:28:14.500 --> 03:28:20.340]  they're trying to dilute the german culture as i explained in one of my previous videos
[03:28:21.220 --> 03:28:26.180]  because the tide is starting to turn against the EU which of course runs straight out of germany
[03:28:26.180 --> 03:28:32.020]  that's the center of it all country after country is rejecting the EU federal super state they're
[03:28:32.020 --> 03:28:38.020]  rejecting this centralization of power so they need to move in huge numbers of people who of
[03:28:38.020 --> 03:28:44.100]  course will have children and become full citizens with voting rights who will support big government
[03:28:44.100 --> 03:28:49.220]  who will support the EU super state there are also other agendas behind this of course julien
[03:28:49.220 --> 03:28:56.660]  assange referred to one last week where he said this was also about ensuring a brain drain from
[03:28:56.660 --> 03:29:02.180]  countries like syria which obviously they've targeted for regime change so along with these huge
[03:29:02.180 --> 03:29:07.940]  waves of muslim migrants you also get actual skilled immigrants who would be welcome into any country
[03:29:07.940 --> 03:29:14.020]  and that causes a brain drain from syria and of course precipitates the collapse of that country
[03:29:14.020 --> 03:29:18.660]  which has been the agenda all along so we're going to hit a few more stories after the break
[03:29:18.660 --> 03:29:27.780]  also going to go to your calls here on the alex joneshow fourth hour overdrive 800 259 92 31 800
[03:29:27.780 --> 03:29:35.300]  259 92 31 also any callers from europe if you've got a perspective to add you're welcome to call in
[03:29:35.300 --> 03:29:40.900]  we're also going to hit some other key news about the downing of the airliner over egypt it's the fourth
[03:29:40.900 --> 03:29:52.260]  hour overdrive of the alex joneshow info wars dot com we're on the march the empires on the run
[03:29:53.140 --> 03:29:56.020]  alex jones and the gcn radio network
[03:29:59.940 --> 03:30:04.820]  hey do you want to keep up to date with what is going on in the world without logging into the
[03:30:04.820 --> 03:30:11.060]  internet ghettos of facebook and twitter then subscribe to the info wars insider it's our
[03:30:11.060 --> 03:30:17.140]  underground email newsletter and it's our daily digest of the day's most important stories and
[03:30:17.140 --> 03:30:24.020]  so much more in it you will find exclusive articles that appear nowhere else on info wars dot com
[03:30:24.020 --> 03:30:31.460]  email subscribers will also receive unique video messages from alex jones insider videos and special
[03:30:31.460 --> 03:30:37.620]  insider discounts which you will get before they go live to the rest of our readers it's the online
[03:30:37.620 --> 03:30:43.060]  beacon of truth unlike the globalist pushing garbage that you will find on other online
[03:30:43.060 --> 03:30:49.220]  publications sign up today and start getting your info wars underground insider delivered to your
[03:30:49.220 --> 03:30:55.540]  email every day i'm darryl mcbrain with info wars dot com and on behalf of the entire team here at
[03:30:55.540 --> 03:31:01.860]  the central texas command center we thank you for your support clean pure drinking water you can't
[03:31:01.860 --> 03:31:07.460]  survive without it but where do you get it alexa pure pro is a brand new groundbreaking gravity
[03:31:07.460 --> 03:31:12.660]  fed water filtration system that is like no other the alexa pure pro transforms water from
[03:31:12.660 --> 03:31:17.700]  virtually any fresh source into clean healthy drinking water pairing the unprecedented super
[03:31:17.700 --> 03:31:23.220]  filtration power of an all-new gravity block core with a hybrid chromatic shell it removes up to
[03:31:23.220 --> 03:31:32.260]  99.999 of impurities including bacteria viruses fluoride disinfectants volatile organic contaminants
[03:31:32.260 --> 03:31:38.500]  and hormones filter capacity up to 5 000 gallons stainless fuel construction easy assembly low
[03:31:38.500 --> 03:31:43.700]  maintenance replacement filters are simple to install and now as part of an exclusive limited
[03:31:43.700 --> 03:31:49.300]  time introductory offer you can save 20 off the retail price and get free shipping this is a limited
[03:31:49.300 --> 03:31:55.220]  time offer so order your unit today and receive free shipping and 20 off go to info wars store
[03:31:55.220 --> 03:32:02.100]  dot com recall triple eight two five three three one three nine most of the info wars radio listening
[03:32:02.100 --> 03:32:07.540]  audience is aware of the high quality affordable firearms available that are made right here in
[03:32:07.540 --> 03:32:13.300]  america at hdfirearms.com one of the most exciting things about hdfirearms.com is the ability to
[03:32:13.300 --> 03:32:19.940]  upgrade your ar-15 platform today they call it their low-profile platform pvx muzzle brakes
[03:32:19.940 --> 03:32:26.420]  proven to help control muzzle rise 6061 billet material with type 3 hard coding bolt carrier
[03:32:26.420 --> 03:32:34.500]  group for 308 and 556 ar's custom kydex holsters ideal for concealed carry with 0.080 thick kydex
[03:32:34.500 --> 03:32:41.540]  to ensure durability most competitors material use 0.060 configure yours today at hdfirearms.com
[03:32:41.540 --> 03:32:47.300]  and my favorite single stage trigger a home run upgrade for your ar-15 and ar-10 platforms
[03:32:47.300 --> 03:32:59.140]  find out more at hdfirearms.com today or call 770-485-7015 that's hdfirearms.com or call 770-485-7015
[03:33:02.580 --> 03:33:09.140]  from his central texas command center deep behind enemy lines the information war continues
[03:33:09.140 --> 03:33:12.340]  it's alex jones and the gcn radio network
[03:33:24.580 --> 03:33:30.180]  we're back on the alex jones church fourth hour overdrive now this was an absolutely shocking
[03:33:30.180 --> 03:33:35.060]  article out in the new york times this came out saturday again on the migrant crisis
[03:33:35.060 --> 03:33:44.100]  this is just amazing german village of 102 that's a population of 102 germans
[03:33:44.740 --> 03:33:53.620]  braces for 750 asylum seekers this is the village of sumte in germany and when the mayor of this
[03:33:53.620 --> 03:34:00.260]  village was first told by the local government that they would be taking in initially it was
[03:34:00.260 --> 03:34:07.860]  a thousand asylum seekers into this village of just 102 people it was so off the charts crazy
[03:34:07.860 --> 03:34:15.140]  he thought it was a hoax he didn't even believe that it was real it is real and now 750 of these
[03:34:15.140 --> 03:34:21.780]  migrants are about to arrive in a village of 102 people but notice in this new york times article
[03:34:21.780 --> 03:34:28.340]  within about five or six paragraphs they say they portray people who are concerned about this
[03:34:28.340 --> 03:34:34.180]  which will obviously completely change the makeup of their village forever this village has probably
[03:34:34.180 --> 03:34:40.820]  had the same culture of hundreds hundreds of years now 750 people who have no relation to that
[03:34:40.820 --> 03:34:45.860]  culture whatsoever are going to be hanging around the village and listen to what the new york times
[03:34:45.860 --> 03:34:52.020]  said about the people who were concerned about this just concerned about this they characterize them
[03:34:52.020 --> 03:34:59.940]  as extremists and nazis one of the first people they quote in this article is a nazi who said
[03:34:59.940 --> 03:35:04.420]  quote it's bad for the people but politically it's good for me and again it goes back to the
[03:35:04.420 --> 03:35:12.820]  point i made this policy this insane policy by merkel is emboldening nazis it's assuring the
[03:35:12.820 --> 03:35:20.020]  reemergence of neo-nazism in germany which had largely been dormant for several decades it was
[03:35:20.020 --> 03:35:25.140]  controlled completely by german intelligence as little as 10 years ago now there's an actual
[03:35:25.140 --> 03:35:31.220]  resurgence of it simply because of this policy but within six seven paragraphs the new york times
[03:35:31.940 --> 03:35:37.780]  doesn't talk to the to the residents of the village the moderates who are you know they have genuine
[03:35:37.780 --> 03:35:44.660]  concerns about the fact they're about to be swamped by 750 muslim migrants they go straight to the
[03:35:44.660 --> 03:35:50.900]  neo-nazi then they talk about how this is going to embolden extremists well yeah that's because the
[03:35:50.900 --> 03:35:58.340]  policy is insane to begin with it's not because it's extremist to think that allowing us 750 people
[03:35:58.340 --> 03:36:04.900]  to flood into a village that's got a population of 102 germans isn't going to be a problem that's
[03:36:04.900 --> 03:36:09.620]  obviously a very reasonable concern to have but no not according to the new york times you're a
[03:36:09.620 --> 03:36:15.460]  nazi and you're an extremist if you have an issue with that but i guess a lot of americans
[03:36:16.100 --> 03:36:23.380]  wouldn't have an issue with it either judging by what beachgoers in san diego said to mark dice
[03:36:23.940 --> 03:36:31.220]  about a hillary clinton plan to impose sharia law in america let's go to that clip one of one of
[03:36:31.220 --> 03:36:37.940]  hillary's primary campaign promises is to help expand the sharia law program in minority communities
[03:36:37.940 --> 03:36:43.860]  in america you think that's the right campaign platform to be running on
[03:36:45.300 --> 03:36:51.140]  yeah sharia law expansion yes i'd say yes to change the way we're going to change the way women
[03:36:51.140 --> 03:36:56.340]  are treated in america absolutely by implementing sharia law absolutely hillary knows what's best
[03:36:56.340 --> 03:37:02.420]  hillary's cool okay i'm going for it i like your tattoo thank you thank you appreciate it you think
[03:37:02.420 --> 03:37:08.180]  hillary's plan for the sharia law is the right thing is it the right time for that in america
[03:37:08.180 --> 03:37:13.140]  i don't think it'd be a bad thing it can't be a bad thing yeah her sharia law plan okay thanks
[03:37:13.140 --> 03:37:19.460]  okay thank you one of hillary clinton's primary platforms is to spread sharia law within the
[03:37:19.460 --> 03:37:26.180]  minority communities you think that's the right thing to do in the new world order i guess so
[03:37:26.180 --> 03:37:32.900]  hello yes would you support hillary clinton's sharia law program you think that's the right
[03:37:32.900 --> 03:37:40.260]  thing for the new world order sure yeah i would okay all right thank you hillary clinton obviously
[03:37:40.260 --> 03:37:44.660]  running for president could potentially be the first female president in the united states
[03:37:44.660 --> 03:37:49.140]  part of her campaign promises to implement the sharia law program in the minority communities
[03:37:49.140 --> 03:37:57.540]  and in the middle class you think she's on the right track sure they're gonna be voting for hillary
[03:37:57.540 --> 03:38:04.180]  sure you think that's the right way to take america forward is to implement uh hillary clinton's
[03:38:04.180 --> 03:38:09.780]  sharia law expansion yeah i do okay that's not a hillary supporter obviously there you go
[03:38:10.420 --> 03:38:16.500]  talking to would be hillary clinton supporters and they advocate the imposition of sharia law in
[03:38:16.500 --> 03:38:22.020]  america of course they don't know what sharia law is they have absolutely no idea whatsoever
[03:38:22.020 --> 03:38:27.380]  but it just shows if you go up to someone with confidence nod your head and propose virtually
[03:38:27.380 --> 03:38:33.940]  anything to them and act as an authority figure they will go right along with it and i'll give you
[03:38:33.940 --> 03:38:40.260]  an example of what sharia law might look like with its complete disrespect for women we go to
[03:38:40.260 --> 03:38:47.140]  norway again scandinavia is plagued by this rape scandal we've seen it in sweden we've seen it in
[03:38:47.140 --> 03:38:55.220]  denmark now this story out of norway immigrants brutally gang rape 14 year old girl one gets off
[03:38:55.220 --> 03:39:01.140]  with community service three african immigrants who brutally raped a 14 year old girl to the point
[03:39:01.140 --> 03:39:07.620]  where she wanted to kill herself were given extremely light sentences by a court in norway
[03:39:07.620 --> 03:39:14.180]  with one receiving community service and avoiding prison altogether so they basically got this poor
[03:39:14.180 --> 03:39:21.540]  girl accosted her on train near oslo then took her to a farmhouse then took her to an apartment in
[03:39:21.540 --> 03:39:29.460]  oslo brutally gang raped her one of them got 15 months the other got 10 months in prison they're
[03:39:29.460 --> 03:39:35.060]  going to be back out on the street in a year raping other 14 year olds and one of them didn't even get
[03:39:35.060 --> 03:39:42.740]  any prison time whatsoever so again we've got this huge rape epidemic sweeping scandinavia the
[03:39:42.740 --> 03:39:48.500]  feminist will say absolutely nothing about it because it's not politically correct to do so
[03:39:48.500 --> 03:39:55.780]  while they make up a completely fake college rape crisis that doesn't exist all the statistics show
[03:39:55.780 --> 03:40:02.580]  whereas this one is actually happening 1400 increase in rapes in sweden since they opened the
[03:40:02.580 --> 03:40:09.460]  doors to mass immigration because again they're importing a ton of people who have no respect
[03:40:09.460 --> 03:40:16.100]  for women's rights and no respect for women all together the majority of cases in sweden and almost
[03:40:16.100 --> 03:40:22.420]  half in norway the culprits are always muslim immigrants you can drill down into the into the
[03:40:22.420 --> 03:40:28.260]  facts and see that and we've done articles and videos on that but even to make that point people
[03:40:28.260 --> 03:40:33.700]  in these scandinavian countries have been brought upon charges of hate crime simply for drawing
[03:40:33.700 --> 03:40:40.420]  attention to those statistics so that is what sharia law looks like and judging by mark dice's
[03:40:40.420 --> 03:40:46.260]  videos a lot of the ignorant hillary clinton supporters would go right along with it because
[03:40:46.260 --> 03:40:52.580]  they basically go along with anything she says let's go to some of these calls now let's go to
[03:40:52.580 --> 03:40:59.540]  dion in illinois he wants to talk about refugees go ahead dion yeah i'm just wondering paul if there's
[03:40:59.540 --> 03:41:06.340]  any differences between the migration prices in europe and the mario bullwhip with the political
[03:41:06.340 --> 03:41:14.260]  exiles from cuba and do you think that most homes are being manipulated like the native
[03:41:14.260 --> 03:41:20.020]  tribes were manipulated in the french indian war between the french the english and the americans
[03:41:20.020 --> 03:41:26.420]  well i don't know if there's any connection to that what i do know from my own perspective is
[03:41:27.140 --> 03:41:35.860]  and thanks to the call in the uk we've got 32 000 net immigration per year this is a tiny island
[03:41:35.860 --> 03:41:42.980]  nation with a population of just above 60 million people and yet we're bringing in 32 000 new
[03:41:42.980 --> 03:41:48.820]  immigrants and that's just net per year so they announced basically the conservative government
[03:41:48.820 --> 03:41:54.980]  that they would bring in 20 000 syrian refugees over the next five six years which of course if
[03:41:54.980 --> 03:42:01.860]  you take that into the larger influx of 32 000 it's basically nothing because at least one
[03:42:01.860 --> 03:42:07.460]  government understands that you know you can't completely flood a country with a with a wave
[03:42:07.460 --> 03:42:13.460]  of people who are not integrated with no plan to integrate them whatsoever and we've got reports
[03:42:13.460 --> 03:42:18.980]  which we featured out of germany where again it's not it's not just germans who are being targeted
[03:42:18.980 --> 03:42:24.900]  for rape by these migrants it's other muslim migrants women and children within the camps
[03:42:24.900 --> 03:42:31.460]  both inside and outside and those reports are being censored by the german media in fact the
[03:42:31.460 --> 03:42:36.820]  german police are not releasing the full details of those incidents because they quote don't want to
[03:42:37.380 --> 03:42:42.900]  legitimize critics of mass immigration so it's not about protecting the victims it's not about
[03:42:42.900 --> 03:42:48.260]  telling the truth about what they're bringing into the country it's about not legitimizing
[03:42:48.260 --> 03:42:55.460]  the people who might have a problem with rapes going up 1400 percent as happened in sweden and
[03:42:55.460 --> 03:43:02.020]  of course now facebook with zuckerberg and merkel they got together and hatched a little plan with
[03:43:02.020 --> 03:43:09.780]  the x starzy informant to punish people who make anti migrant posts on facebook and of course the
[03:43:09.780 --> 03:43:14.020]  examples they're going to use are people who you know call for them to be killed and the people who
[03:43:14.020 --> 03:43:19.620]  call for migrant centers to be burned to the ground but they're also going to factor in legitimate
[03:43:19.620 --> 03:43:24.580]  criticism as we saw with the police in germany saying that they're not going to report the
[03:43:24.580 --> 03:43:31.380]  details of these rape cases so as not to legitimize critics of mass immigration so front to back
[03:43:32.020 --> 03:43:37.220]  it continues to escalate even though it's not being featured in the mainstream media in international
[03:43:37.220 --> 03:43:43.380]  news headlines really since last month or even back in september but now these wave of migrants
[03:43:43.380 --> 03:43:50.100]  are coming in the germans are beginning to rise up the polls are shifting against merkel you know
