[00:00.000 --> 00:08.800]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[1:22:37.160 --> 1:22:40.160]  and what type of toilet they have.
[1:22:40.160 --> 1:22:46.160]  And now TSA is just downloading a large percentage of people's computers without warrants and just saying,
[1:22:46.160 --> 1:22:47.160]  we're keeping it.
[1:22:47.160 --> 1:22:49.160]  I mean, it's just wall-to-wall evil.
[1:22:49.160 --> 1:22:55.160]  Meanwhile, Geithner and others, who is most to blame in the crime...in the criminal acts from your expert view?
[1:22:55.160 --> 1:22:58.160]  How do we get Geithner indicted?
[1:22:58.160 --> 1:23:00.160]  I mean, there's open talk of it happening.
[1:23:00.160 --> 1:23:05.160]  Okay, well, here, and I think lots of pressure brought on, you know,
[1:23:05.160 --> 1:23:12.160]  this is a time when calls to Congress can make it very...and calls to the White House can make it very uncomfortable
[1:23:12.160 --> 1:23:16.160]  for the White House to not make a change here.
[1:23:16.160 --> 1:23:20.160]  But at the heart of this matter, if you really want to make a significant shift,
[1:23:20.160 --> 1:23:26.160]  what we're going to have to do is work at the state and local level, and let me describe why.
[1:23:26.160 --> 1:23:31.160]  Have you seen the governor of Arizona state of the state address yet?
[1:23:31.160 --> 1:23:32.160]  No, I haven't.
[1:23:32.160 --> 1:23:34.160]  Okay, it's fabulous.
[1:23:34.160 --> 1:23:38.160]  She just came out, she said, and this was on health care.
[1:23:38.160 --> 1:23:42.160]  She said there are 14 attorney generals around the country, state attorney generals,
[1:23:42.160 --> 1:23:50.160]  now working together to prepare, you know, real 10th Amendment arguments to stop the implementation of this health care reform.
[1:23:50.160 --> 1:23:55.160]  And if my attorney general won't join them, I will.
[1:23:55.160 --> 1:23:56.160]  Wow.
[1:23:56.160 --> 1:24:00.160]  Right, and where this is all going to come down, it's going to come down to 10th Amendment,
[1:24:00.160 --> 1:24:07.160]  and where we can get a governor, an attorney general, and a majority of the sheriff in a jurisdiction.
[1:24:07.160 --> 1:24:13.160]  Because you know, Alex, the sheriff is the most powerful, you know, I mean, the sheriff...
[1:24:13.160 --> 1:24:15.160]  Elected representative in the county.
[1:24:15.160 --> 1:24:16.160] ... more powerful than the military.
[1:24:16.160 --> 1:24:17.160]  Yes.
[1:24:17.160 --> 1:24:20.160]  So, you know, but where we can align the attorney general, the governor,
[1:24:20.160 --> 1:24:24.160]  and the majority of the sheriff in a jurisdiction, that's what's going to happen,
[1:24:24.160 --> 1:24:27.160]  because the only thing that's going to stop this is when you say no.
[1:24:27.160 --> 1:24:31.160]  And when they say that, when they declare the 10th Amendment,
[1:24:31.160 --> 1:24:34.160]  that's when we're going to have to have an argument about the cash flows.
[1:24:34.160 --> 1:24:40.160]  Because you can't keep sending money to Washington if Washington keeps using it to break the law.
[1:24:40.160 --> 1:24:41.160]  And it's not just Washington.
[1:24:41.160 --> 1:24:44.160]  We have international banks running Washington.
[1:24:44.160 --> 1:24:46.160]  I mean, we don't have our government.
[1:24:46.160 --> 1:24:48.160]  Right, Congress is not in control.
[1:24:48.160 --> 1:24:55.160]  And so, you know, it's almost like we're at a party, everybody's drunk, everybody's stoned, everything's out of control.
[1:24:55.160 --> 1:24:58.160]  But where do you build the power to say no?
[1:24:58.160 --> 1:25:02.160]  And ultimately, what you're going to have to do is you're going to need a combination of two things.
[1:25:02.160 --> 1:25:07.160]  You're going to need a group of leadership, and it's going to come down to Governor, Attorney General,
[1:25:07.160 --> 1:25:09.160]  and sheriff in a place.
[1:25:09.160 --> 1:25:11.160]  And either sheriff to show up and break up the party.
[1:25:11.160 --> 1:25:14.160]  Well, one, they're going to have to say no, but they're going to have to do something else.
[1:25:14.160 --> 1:25:18.160]  Because what the federal government has been doing to prevent them from saying no
[1:25:18.160 --> 1:25:20.160]  is trying to get them to be financially dependent.
[1:25:20.160 --> 1:25:21.160]  Yes.
[1:25:21.160 --> 1:25:25.160]  And one of the worst things get the economy, you know, we're in a downward spiral.
[1:25:25.160 --> 1:25:30.160]  And so we've got to reverse the economic spiral at the same time that you take a strong legal stand.
[1:25:30.160 --> 1:25:37.160]  Catherine Austin Fitz is our gracious guest, a very busy lady, spending time with us today.
[1:25:37.160 --> 1:25:40.160]  We appreciate her coming on.
[1:25:40.160 --> 1:25:44.160]  And you were getting into where all this is going, what these people are doing.
[1:25:44.160 --> 1:25:50.160]  The police state grid, they're setting up the magnitude of Bankstergate.
[1:25:50.160 --> 1:25:52.160]  And you vary astutely.
[1:25:52.160 --> 1:25:57.160]  People said, well, wait, Obama's been in office less than a year, right at a year next week.
[1:25:57.160 --> 1:26:00.160]  How can she say this administration for a year and a half?
[1:26:00.160 --> 1:26:04.160]  But all of my expert guests said that the last six months or so of Bush's reign,
[1:26:04.160 --> 1:26:09.160]  the power was fully given over to the Federal Reserve, to the banks,
[1:26:09.160 --> 1:26:18.160]  and that you had total fusion and coordination between the Bush bankers and the Obama bankers.
[1:26:18.160 --> 1:26:20.160]  This is completely bipartisan.
[1:26:20.160 --> 1:26:24.160]  This is people who believe in freedom against people who don't.
[1:26:24.160 --> 1:26:28.160]  And it's got nothing to do with those kind of party lines.
[1:26:28.160 --> 1:26:30.160]  So this is totally bipartisan.
[1:26:30.160 --> 1:26:36.160]  And in fact, if you look at the people who've stayed between the Clinton administration and the Bush administration,
[1:26:36.160 --> 1:26:41.160]  or then held over between the Bush administration at a deeper level, it's the same team.
[1:26:41.160 --> 1:26:49.160]  So this is not two-party system. It's the party of just us.
[1:26:49.160 --> 1:26:57.160]  So now the opportunity, again, Alex, is if in those states where we have alignment
[1:26:57.160 --> 1:27:02.160]  between the Governor, the Attorney General, and the majority of the sheriffs,
[1:27:02.160 --> 1:27:07.160]  and you can take a legal stand, then the question is how do you re-engineer the cash flows
[1:27:07.160 --> 1:27:12.160]  so that the Federal Government and the Federal Reserve don't pull the rug out from under?
[1:27:12.160 --> 1:27:17.160]  And so there has to be an economic plan that has to deal with all the money we're sending to Washington
[1:27:17.160 --> 1:27:19.160]  and all the money we're getting back.
[1:27:19.160 --> 1:27:25.160]  And the reality is I think there are very powerful legal arguments that say at a state or local level,
[1:27:25.160 --> 1:27:29.160]  you can assert common law right of offset for all the money that's been stolen,
[1:27:29.160 --> 1:27:34.160]  all the money that's missing, escrow federal taxes and say, you know something,
[1:27:34.160 --> 1:27:39.160]  don't send any money, we'll pay our own stuff here and literally take control of the cash flows.
[1:27:39.160 --> 1:27:43.160]  But what it's going to mean is in a lot of different industries,
[1:27:43.160 --> 1:27:49.160]  we're going to have to start behaving in very productive ways because one of the ways that the money has worked
[1:27:49.160 --> 1:27:54.160]  is the banksters are allowed to get away with murder because we get a lot of subsidies
[1:27:54.160 --> 1:27:58.160]  and we've allowed ourselves to get very unproductive.
[1:27:58.160 --> 1:28:05.160]  So we have, for example, we have a whole local medical community and infrastructure in every one of our places
[1:28:05.160 --> 1:28:10.160]  in state that is used to vary, you know, it's got a very high-cost infrastructure.
[1:28:10.160 --> 1:28:13.160]  So we're all going to have to organize and change.
[1:28:13.160 --> 1:28:18.160]  And the biggest one is we now have, you know, say I live in a county,
[1:28:18.160 --> 1:28:22.160]  the war on drugs is our biggest business, it's our biggest industry.
[1:28:22.160 --> 1:28:27.160]  And we don't have enough people to farm because everybody's too busy dealing or growing drugs.
[1:28:27.160 --> 1:28:33.160]  So, you know, we're going to have to change the local level and we're going to have to get very, very productive.
[1:28:33.160 --> 1:28:38.160]  Now, if we're willing to do that, we can absolutely turn around the, you know, the economic spiral
[1:28:38.160 --> 1:28:43.160]  because it's small business that creates jobs and at some point, prisons and drug dealing is, you know,
[1:28:43.160 --> 1:28:46.160]  it's not something that makes a nation great.
[1:28:46.160 --> 1:29:01.160]  Parasite, the parasite economy is killing the host.
[1:29:01.160 --> 1:29:04.160]  Hello, this is Alex Jones with some important questions.
[1:29:04.160 --> 1:29:09.160]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[1:29:09.160 --> 1:29:15.160]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[1:29:15.160 --> 1:29:19.160]  Food is your only ammunition. How much do you want? When do you want it?
[1:29:19.160 --> 1:29:22.160]  Now or after the battle starts? When will you need it?
[1:29:22.160 --> 1:29:27.160]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[1:29:27.160 --> 1:29:32.160]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[1:29:32.160 --> 1:29:36.160]  You wipe out all these problems if you have a good food supply.
[1:29:36.160 --> 1:29:42.160]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know.
[1:29:42.160 --> 1:29:45.160]  How much do you want? All you can get. I'm Alex Jones.
[1:29:45.160 --> 1:29:52.160]  I want all of you good guys to live to fight another day. Call 1-800-409-5633
[1:29:52.160 --> 1:30:14.160]  or check it out on the web at eFoodsDirect.com. Again, that number, 1-800-409-5633.
[1:30:22.160 --> 1:30:32.160]  1-800-409-5633
[1:30:52.160 --> 1:31:00.160]  or visit a cola blue on the web at www.ecoloblue.com today.
[1:31:23.160 --> 1:31:29.160]  The power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[1:31:29.160 --> 1:31:36.160]  Dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[1:31:36.160 --> 1:31:41.160]  A solar power generator provides powerful backup insurance and peace of mind.
[1:31:41.160 --> 1:31:46.160]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:31:46.160 --> 1:31:52.160]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[1:31:52.160 --> 1:32:02.160]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:32:02.160 --> 1:32:06.160]  Hi, folks. This is Alex Jones. I don't want to tell you about the Silver Lungs Generator.
[1:32:06.160 --> 1:32:15.160]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[1:32:15.160 --> 1:32:19.160]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[1:32:19.160 --> 1:32:30.160]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[1:32:30.160 --> 1:32:40.160]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[1:32:40.160 --> 1:32:45.160]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[1:32:45.160 --> 1:32:53.160]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[1:32:53.160 --> 1:33:11.160]  That's www.silverlungs.com.
[1:33:24.160 --> 1:33:32.160]  We have those success stories and leaders at the state level that will speak out and will be bold.
[1:33:32.160 --> 1:33:41.160]  We can then catapult that movement also into Washington and accurately assess the criminals that we're facing.
[1:33:41.160 --> 1:33:44.160]  So we do see some bright things happening.
[1:33:44.160 --> 1:33:54.160]  What we've seen up until now is every time you start to see at the state and local level people start to really stand up and lead that way they get bought off.
[1:33:54.160 --> 1:33:59.160]  The banksters are willing to throw an awful lot of money to buy a leader off.
[1:33:59.160 --> 1:34:01.160]  Or their girlfriend.
[1:34:01.160 --> 1:34:05.160]  They play the control file, they play the dirty trick, they play the entrapment.
[1:34:05.160 --> 1:34:09.160]  There's all sorts of positive incentives and negative games they can play.
[1:34:09.160 --> 1:34:14.160]  I think the question is, is there a way we can communicate and organize locally so that they can't?
[1:34:14.160 --> 1:34:20.160]  Because if you look at all the different laws that are happening right now, health care, food safety is a big one.
[1:34:20.160 --> 1:34:25.160]  Census, all these things, we are across the constitutional line.
[1:34:25.160 --> 1:34:33.160]  And the important thing I want to make, really the important point everybody needs to get in their spirit is these are the things that are destroying the economy.
[1:34:33.160 --> 1:34:42.160]  I mean, when you, it's like taking a horse or taking a boxer and tying his hands and tying his legs and then putting him in the ring, he's going to lose.
[1:34:42.160 --> 1:34:50.160]  So when you make this many rules and you overlay this much expense on small business, you kill the heart of the economy.
[1:34:50.160 --> 1:34:56.160]  And so all of this stuff is what's killing the economy.
[1:34:56.160 --> 1:34:59.160]  You turn that around and you can unleash incredible wealth.
[1:34:59.160 --> 1:35:01.160]  Let me give you a perfect example.
[1:35:01.160 --> 1:35:07.160]  Do you know who is the number one provider of services to the food stamp program in this country?
[1:35:07.160 --> 1:35:09.160]  Alex?
[1:35:09.160 --> 1:35:12.160]  Yes, it's offshore central banks.
[1:35:12.160 --> 1:35:21.160]  It's JP Morgan Chase and they outsource the data servicing to India, which means in Tennessee, which is one of the states where they provide the services.
[1:35:21.160 --> 1:35:27.160]  We have, we now have 20% of our population on food stamps.
[1:35:27.160 --> 1:35:35.160]  Okay, so more than a million people on food stamps and, and those people, many of them get unemployment checks or welfare checks.
[1:35:35.160 --> 1:35:39.160]  They get food stamps and they sit around and we pay them not to work.
[1:35:39.160 --> 1:35:45.160]  Meantime we have Boku beautiful farmland, you know, the farmers can't find labor.
[1:35:45.160 --> 1:35:50.160]  Everybody's too busy, you know, dealing drugs or, you know, being on whatever government subsidy.
[1:35:50.160 --> 1:36:00.160]  And we've got the big agribusiness moving down into Latin America, controlling the agriculture, you know, shipping the food in.
[1:36:00.160 --> 1:36:02.160]  It's highly processed.
[1:36:02.160 --> 1:36:03.160]  It makes us sick.
[1:36:03.160 --> 1:36:05.160]  That's part of the health care problem.
[1:36:05.160 --> 1:36:09.160]  And so, and JP Morgan Chase is doing the servicing work.
[1:36:09.160 --> 1:36:18.160]  And the theory is that we can pay somebody in India or in Latin America to do something that the people who are getting those food stamps could do here.
[1:36:18.160 --> 1:36:25.160]  And it's cheaper to pay them not to work and then pay somebody else in Latin America to do the farming and somebody in Asia to do the data servicing.
[1:36:25.160 --> 1:36:27.160]  And that's just not true.
[1:36:27.160 --> 1:36:28.160]  The numbers don't add up.
[1:36:28.160 --> 1:36:35.160]  And that's why if, if the state and, and local players can sit down and say, okay, how could we re-engineer this?
[1:36:35.160 --> 1:36:38.160]  Move all those jobs back to our state.
[1:36:38.160 --> 1:36:40.160]  Do this on an economic basis.
[1:36:40.160 --> 1:36:50.160]  Where is the opportunity to create lots more cash flows into the local small businesses, lots more equity, lots more skills, lots more knowledge.
[1:36:50.160 --> 1:36:59.160]  You know, it's all there, but you're going to have to deal with, okay, we can't let the feds have control because they're literally draining our lifeblocks.
[1:36:59.160 --> 1:37:00.160]  It's like a vampire.
[1:37:00.160 --> 1:37:06.160]  Well, I think the number one mission is to continue to point out their criminals out on the open who won't say where trillions of dollars went.
[1:37:06.160 --> 1:37:22.160]  And then we find out it went to them personally and they ordered the holding companies that they laundered the money through like AIG to not in federal filings tell the feds or the public that the very bankers running policy and government were the ones that were getting the money.
[1:37:22.160 --> 1:37:33.160]  I mean, a five year old can understand that basic fraud and the fact that we do hear talk of indictment on MSNBC and we do even see Ed Schultz saying, man, Obama's really bad.
[1:37:33.160 --> 1:37:35.160]  What about the Obama hoax?
[1:37:35.160 --> 1:37:38.160]  I mean, obviously, it's all dog and pony show.
[1:37:38.160 --> 1:37:43.160]  Obviously, you know, eight years of Bush, people figure out he's a fraud, the new savior.
[1:37:43.160 --> 1:37:46.160]  He's just meant to con people long enough for them to get their agenda through.
[1:37:46.160 --> 1:37:51.160]  Then Glenn Beck's organizing the right wing to get Republicans back in.
[1:37:51.160 --> 1:38:03.160]  The reality is the change we're talking about cannot be engineered to Washington because we have created a financial mechanism that would allow us to borrow massive amounts of money globally.
[1:38:03.160 --> 1:38:05.160]  And so we've had massive amounts of money.
[1:38:05.160 --> 1:38:13.160]  And as long as the criminals could engineer that subsidy, this could keep going and they could offer more money at cheaper prices.
[1:38:13.160 --> 1:38:15.160]  And we've been willing to go along with that.
[1:38:15.160 --> 1:38:18.160]  Now, do you remember my red button story?
[1:38:18.160 --> 1:38:20.160]  Yes, but you recap it.
[1:38:20.160 --> 1:38:25.160]  OK, so I was giving a speech to a group of people called Spiritual Frontiers Foundation.
[1:38:25.160 --> 1:38:32.160]  They have a conference once a year to talk about how we can involve our society spiritually, very committed, dedicated people.
[1:38:32.160 --> 1:38:36.160]  I'm in the middle of the speech and explaining the Department of Justice in 1999.
[1:38:36.160 --> 1:38:42.160]  I told a reporter I was working with that the U.S. economy launders $500 billion to a trillion a year of all dirty money.
[1:38:42.160 --> 1:38:48.160]  So not just narcotics trafficking, but illegal gambling, tax evasion, financial fraud, everything.
[1:38:48.160 --> 1:38:53.160]  OK, now with the financial fraud, it's much bigger, but at that time, $500 billion to a trillion.
[1:38:53.160 --> 1:39:01.160]  So I said to this wonderfully spiritual evolved audience, if you could push your red button to stop all hard narcotics trafficking in your community,
[1:39:01.160 --> 1:39:03.160]  I said, why would you not push the button?
[1:39:03.160 --> 1:39:06.160]  They said, we don't want our mutual funds to go down.
[1:39:06.160 --> 1:39:08.160]  We don't want our government checks to stop.
[1:39:08.160 --> 1:39:12.160]  But see, that's the scam. Justice be done. May the heavens fall.
[1:39:12.160 --> 1:39:17.160]  I mean, all of these parasitic systems cost more than they make, and they're wrong.
[1:39:17.160 --> 1:39:27.160]  Right. And so what it's going to come down to is we've seen the Fed monetize the whole treasury and mortgage market last year.
[1:39:27.160 --> 1:39:32.160]  And so we can't, obviously, you can't keep monetizing at this rate.
[1:39:32.160 --> 1:39:39.160]  And so now the day has come where the bell is ringing and saying, we can't get free money forever anymore.
[1:39:39.160 --> 1:39:42.160]  So something's got to give and we've got to change.
[1:39:42.160 --> 1:39:50.160]  And those changes are going to happen, Alex, in the places where our governors, our attorney generals and our chefs can come together,
[1:39:50.160 --> 1:39:56.160]  assert 10th Amendment right, and now we're all going to have to support them in re-engineering the economic flows.
[1:39:56.160 --> 1:40:02.160]  But when it comes out the other side of the sausage maker, we're all going to have to be a lot more productive.
[1:40:02.160 --> 1:40:08.160]  Well, it is true that half the population is on some form of government dole or payment or job,
[1:40:08.160 --> 1:40:13.160]  and the government's only getting more aggressive, more parasitic, more militarized.
[1:40:13.160 --> 1:40:14.160]  Right.
[1:40:14.160 --> 1:40:20.160]  And what the cops and the bureaucrats don't understand is, the bankers have already moved offshore.
[1:40:20.160 --> 1:40:23.160]  They're literally, for three years, been buying homes offshore.
[1:40:23.160 --> 1:40:28.160]  They believe they're probably going to lose control, but they've already run off with the bag of money.
[1:40:28.160 --> 1:40:30.160]  I think it is very, very important.
[1:40:30.160 --> 1:40:38.160]  I said in my year-end wrap-up, which I called the year of the giant vampire squid, the wonderful story from Rolling Stone,
[1:40:38.160 --> 1:40:42.160]  declared Goldman Sachs the giant vampire squid.
[1:40:42.160 --> 1:40:51.160]  Basically what these guys did, Alex, in the 90s and early 2000s, they moved trillions of dollars out of the country, a lot of it illegal.
[1:40:51.160 --> 1:40:55.160]  To do that, they issued massive fraudulent securities and derivatives.
[1:40:55.160 --> 1:40:59.160]  And what this bailout did was it refinanced them out of the fraud.
[1:40:59.160 --> 1:41:10.160]  And so they have pulled off not only the financial coup d'etat, but pushing the liabilities for the fraudulent securities they issued to do it back onto the taxpayers.
[1:41:10.160 --> 1:41:16.160]  And they're moving their base of operations to China and openly bad-mouthing America and saying it's not a good place to invest,
[1:41:16.160 --> 1:41:19.160]  to further depress it so they can buy everything up.
[1:41:19.160 --> 1:41:22.160]  The door is not completely shut.
[1:41:22.160 --> 1:41:29.160]  A guy through investigation and indictment, because we now have, remember, we have guys who are saying,
[1:41:29.160 --> 1:41:36.160]  oh, you know, I proposed a deal where I didn't give Goldman Sachs 100 cents on the dollar,
[1:41:36.160 --> 1:41:41.160]  and they said they were fully hedged so they didn't care, and they'd rather see it default.
[1:41:41.160 --> 1:41:42.160]  They'd pick it up on the other side.
[1:41:42.160 --> 1:41:47.160]  And we now have the Goldman CEO and Chairman saying in testimony today,
[1:41:47.160 --> 1:41:50.160]  well, wait a minute, nobody offered me that deal.
[1:41:50.160 --> 1:41:52.160]  So one of them has got to be lying.
[1:41:52.160 --> 1:41:57.160]  So we now have pitted the Secretary of the Treasury and the Chairman of Goldman Sachs, and one has got to be lying.
[1:41:57.160 --> 1:42:08.160]  So if you can turn this into testimony under oath investigation, you can still open a door and unravel this whole thing.
[1:42:08.160 --> 1:42:17.160]  So it is not, you know, it's never, since I'm a big woman, I hate to say it's never over till the fat lady thinks, but it's never over till the fat lady thinks.
[1:42:17.160 --> 1:42:23.160]  So I think you're hammering on the Geithner and a possible Geithner indictment is very, very important,
[1:42:23.160 --> 1:42:31.160]  because let me tell you, it is inconceivable to me that Geithner is not criminally liable for what's happened.
[1:42:31.160 --> 1:42:40.160]  Well, we have to pierce this veil of infallibility and popery or whatever you want to call it, where the elites just stumble around in fancy suits
[1:42:40.160 --> 1:42:46.160]  with SWAT teams around them saying, I will rob this, I will rob that, everyone just bows down to them.
[1:42:46.160 --> 1:42:50.160]  And the image of these criminals being indicted or in trouble like Watergate,
[1:42:50.160 --> 1:42:57.160]  these crimes are a trillion times that literally could bring them down just like Copenhagen went down.
[1:42:57.160 --> 1:43:02.160]  Copenhagen thing went down in flames.
[1:43:02.160 --> 1:43:06.160]  Hundreds of nations have fallen to tyranny in the last century alone.
[1:43:06.160 --> 1:43:09.160]  This is our last chance to not relive history.
[1:43:09.160 --> 1:43:14.160]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[1:43:14.160 --> 1:43:20.160]  We have tremendous influence on our president in Congress, and they really are calling the shots.
[1:43:20.160 --> 1:43:25.160]  I think it's incumbent upon all of us as American citizens to pay attention.
[1:43:25.160 --> 1:43:28.160]  Fall of the Republic identifies the enemies of our nation.
[1:43:28.160 --> 1:43:35.160]  The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[1:43:35.160 --> 1:43:39.160]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches.
[1:43:39.160 --> 1:43:42.160]  And the Congress is saying, who do we make the checkout to?
[1:43:42.160 --> 1:43:44.160]  Today seems like nobody does care.
[1:43:44.160 --> 1:43:49.160]  And right now in Washington DC, we have seen a fall of the Republic.
[1:43:49.160 --> 1:43:55.160]  Get your copy of Fall of the Republic on DVD at infowars.com.
[1:43:55.160 --> 1:44:20.160]  Get online right now at superhighqualityatprisonplanet.tv.
[1:44:26.160 --> 1:44:35.160]  It exposes how a cashless society surveillance beast grid of total control is being put into place.
[1:44:35.160 --> 1:44:38.160]  This film needs to be seen. Everybody needs to get it.
[1:44:38.160 --> 1:44:44.160]  So order yours today. Show it to your friends, your family, your church, your neighbors, your boss, your employees.
[1:44:44.160 --> 1:44:49.160]  Shadow government, ladies and gentlemen, get your copy at infowars.com today.
[1:44:49.160 --> 1:44:52.160]  Shadow government. It gives big brother a black eye.
[1:44:52.160 --> 1:44:59.160]  Available at infowars.com or by calling toll-free 888-253-3139.
[1:45:22.160 --> 1:45:27.160]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[1:45:27.160 --> 1:45:32.160]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[1:45:32.160 --> 1:45:36.160]  You wipe out all these problems if you have a good food supply.
[1:45:36.160 --> 1:45:42.160]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know.
[1:45:42.160 --> 1:45:45.160]  How much do you want? All you can get. I'm Alex Jones.
[1:45:45.160 --> 1:45:55.160]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[1:45:55.160 --> 1:46:18.160]  Again, that number, 1-800-409-5633.
[1:46:26.160 --> 1:46:32.160]  Then, select the best realtor for you. Go to homegain.com and get an instant home value estimate.
[1:46:32.160 --> 1:46:35.160]  You comparable homes and check out street views.
[1:46:35.160 --> 1:46:40.160]  Homegain.com has an A-plus rating with a better business bureau and contains a wealth of information.
[1:46:40.160 --> 1:46:45.160]  Like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[1:46:45.160 --> 1:46:51.160]  See the top 12 home improvements right now at homegain.com. That's H-O-M-E-G-A-I-N.com.
[1:46:51.160 --> 1:46:58.160]  Look for Max, the orange homegain gorilla, to help you find a realtor or with any other real estate needs you might have at homegain.com.
[1:46:58.160 --> 1:47:22.160]  A real estate connection.
[1:47:22.160 --> 1:47:45.160]  A real estate connection.
[1:47:45.160 --> 1:48:11.160]  A real estate connection.
[1:48:11.160 --> 1:48:37.160]  A real estate connection.
[1:48:37.160 --> 1:49:03.160]  A real estate connection.
[1:49:03.160 --> 1:49:29.160]  A real estate connection.
[1:49:29.160 --> 1:49:55.160]  A real estate connection.
[1:49:55.160 --> 1:50:21.160]  A real estate connection.
[1:50:21.160 --> 1:50:47.160]  A real estate connection.
[1:50:47.160 --> 1:51:13.160]  A real estate connection.
[1:51:13.160 --> 1:51:39.160]  A real estate connection.
[1:51:39.160 --> 1:52:05.160]  A real estate connection.
[1:52:05.160 --> 1:52:31.160]  A real estate connection.
[1:52:31.160 --> 1:52:57.160]  A real estate connection.
[1:52:57.160 --> 1:53:23.160]  A real estate connection.
[1:53:23.160 --> 1:53:49.160]  A real estate connection.
[1:53:49.160 --> 1:54:15.160]  A real estate connection.
[1:54:15.160 --> 1:54:41.160]  A real estate connection.
[1:54:41.160 --> 1:55:07.160]  A real estate connection.
[1:55:07.160 --> 1:55:33.160]  A real estate connection.
[1:55:33.160 --> 1:55:59.160]  A real estate connection.
[1:55:59.160 --> 1:56:25.160]  A real estate connection.
[1:56:25.160 --> 1:56:51.160]  A real estate connection.
[1:56:51.160 --> 1:57:17.160]  A real estate connection.
[1:57:17.160 --> 1:57:45.160]  A real estate connection.
[1:57:45.160 --> 1:58:11.160]  A real estate connection.
[1:58:11.160 --> 1:58:37.160]  A real estate connection.
[1:58:37.160 --> 1:59:05.160]  A real estate connection.
[1:59:05.160 --> 1:59:33.160]  A real estate connection.
[1:59:33.160 --> 1:59:59.160]  A real estate connection.
[1:59:59.160 --> 2:00:27.160]  A real estate connection.
