[00:00.000 --> 00:10.000]  When I grow up, I want to be a rock star!
[01:22:25.000 --> 01:22:28.000]  It is the most important thing that I could be doing right now.
[01:22:28.000 --> 01:22:32.000]  So I'm just honored to be here and I thank Alex for the invitation
[01:22:32.000 --> 01:22:35.000]  and let's go to calls because we've got some callers here.
[01:22:35.000 --> 01:22:39.000]  Joe in Indiana, the note says you're disappointed in Trump.
[01:22:39.000 --> 01:22:41.000]  Joe, you're live on the air.
[01:22:41.000 --> 01:22:42.000]  Go ahead, sir.
[01:22:42.000 --> 01:22:43.000]  What is your comment?
[01:22:43.000 --> 01:22:45.000]  You're unhappy with Trump, huh?
[01:22:45.000 --> 01:22:47.000]  Very unhappy with him, but I'm happy with you.
[01:22:47.000 --> 01:22:50.000]  You're a good host and I hope you come back soon.
[01:22:50.000 --> 01:22:51.000]  You got my vote, brother.
[01:22:51.000 --> 01:22:53.000]  Well, thank you, Joe.
[01:22:53.000 --> 01:22:56.000]  Totally disappointed with millions of others in Donald Trump who
[01:22:56.000 --> 01:23:00.000]  gives us these crummy little tweets when he has ignored the
[01:23:00.000 --> 01:23:05.000]  advice of someone like Alex Jones who has repeatedly called on
[01:23:05.000 --> 01:23:09.000]  him to address the American people in depth.
[01:23:09.000 --> 01:23:13.000]  And if he can't find it within himself to come forward before
[01:23:13.000 --> 01:23:17.000]  the people and discuss these problems of the First Amendment
[01:23:17.000 --> 01:23:20.000]  being trashed and trampled and threatened and the Second
[01:23:20.000 --> 01:23:24.000]  Amendment being trashed and trampled and threatened.
[01:23:24.000 --> 01:23:29.000]  And where are the calls in Congress for criminal penalties
[01:23:29.000 --> 01:23:34.000]  for those who violate the constitutional guarantees of the
[01:23:34.000 --> 01:23:35.000]  Bill of Rights?
[01:23:35.000 --> 01:23:36.000]  I hear you, Joe.
[01:23:36.000 --> 01:23:39.000]  Yeah, Joe for saying that they want to do all these things,
[01:23:39.000 --> 01:23:41.000]  round us up and kill us and everything.
[01:23:41.000 --> 01:23:42.000]  Good question.
[01:23:42.000 --> 01:23:45.000]  And that goes, Mike, for the fact that we have a completely
[01:23:45.000 --> 01:23:50.000]  useless traitor masquerading as an attorney general and Trump
[01:23:50.000 --> 01:23:53.000]  needs to get rid of him because he's done nothing.
[01:23:53.000 --> 01:23:55.000]  Man, I hear you, brother.
[01:23:55.000 --> 01:23:56.000]  I hear you.
[01:23:56.000 --> 01:23:58.000]  I'm like, what are these people doing to sleep at the wheel?
[01:23:58.000 --> 01:24:00.000]  They should be going after these Twitter companies and
[01:24:00.000 --> 01:24:03.000]  YouTube companies and Facebook that are censoring conservatives
[01:24:03.000 --> 01:24:05.000]  in a discriminatory fashion.
[01:24:05.000 --> 01:24:06.000]  And I agree with you.
[01:24:06.000 --> 01:24:08.000]  Where is Jeff Sessions?
[01:24:08.000 --> 01:24:10.000]  Has he been compromised or something?
[01:24:10.000 --> 01:24:12.000]  He's not doing the job he's supposed to do.
[01:24:12.000 --> 01:24:14.000]  The deep state is so dirty.
[01:24:14.000 --> 01:24:15.000]  Look at Bob Mueller.
[01:24:15.000 --> 01:24:17.000]  Look at James Comey.
[01:24:17.000 --> 01:24:19.000]  Look at Rosenstein.
[01:24:19.000 --> 01:24:21.000]  Look at what these people are doing.
[01:24:21.000 --> 01:24:23.000]  Those people, in my opinion, should be behind bars.
[01:24:23.000 --> 01:24:25.000]  Let me ask you, Joe.
[01:24:25.000 --> 01:24:28.000]  Do you think Trump is just fighting so much with the deep
[01:24:28.000 --> 01:24:30.000]  state that it's going to take time?
[01:24:30.000 --> 01:24:33.000]  Or do you think he's being subsumed by the deep state that he's
[01:24:33.000 --> 01:24:35.000]  becoming more in that direction?
[01:24:35.000 --> 01:24:37.000]  What do you think is going to happen?
[01:24:37.000 --> 01:24:41.000]  I think he is intimidated by them and he is not listening to
[01:24:41.000 --> 01:24:43.000]  the right people.
[01:24:43.000 --> 01:24:47.000]  They don't want him to listen to Alex Jones or Jerome Corsi
[01:24:47.000 --> 01:24:48.000]  or anyone else.
[01:24:48.000 --> 01:24:51.000]  They want him to listen to these deep state monsters.
[01:24:51.000 --> 01:24:54.000]  And he needs to get some guts.
[01:24:54.000 --> 01:24:57.000]  He says he's a New York City street fighter.
[01:24:57.000 --> 01:24:59.000]  Well, winners of that.
[01:24:59.000 --> 01:25:00.000]  Bring it on, brother.
[01:25:00.000 --> 01:25:01.000]  Yeah.
[01:25:01.000 --> 01:25:03.000]  Mr. Trump, you're AWOL.
[01:25:03.000 --> 01:25:04.000]  You know what?
[01:25:04.000 --> 01:25:07.000]  Trump is a man who's used to going to war with people and
[01:25:07.000 --> 01:25:08.000]  winning that war.
[01:25:08.000 --> 01:25:11.000]  And I don't think he's given up and I haven't given up on Trump.
[01:25:11.000 --> 01:25:14.000]  But there's a lot of people in his administration that seem to
[01:25:14.000 --> 01:25:17.000]  be asleep at the wheel and are not doing their jobs.
[01:25:17.000 --> 01:25:18.000]  I thank you for your call, Joe.
[01:25:18.000 --> 01:25:20.000]  It's great to hear.
[01:25:20.000 --> 01:25:21.000]  You're angry.
[01:25:21.000 --> 01:25:23.000]  You're frustrated as a lot of us are.
[01:25:23.000 --> 01:25:25.000]  And we're wondering when is this finally going to turn around?
[01:25:25.000 --> 01:25:28.000]  When are some people in the deep state going to be marched out
[01:25:28.000 --> 01:25:29.000]  of there in handcuffs?
[01:25:29.000 --> 01:25:30.000]  That's what I'm wondering.
[01:25:30.000 --> 01:25:32.000]  So thank you for your call.
[01:25:32.000 --> 01:25:34.000]  Let's go to, well, first let me ask you a question.
[01:25:34.000 --> 01:25:38.000]  Noel in Texas is actually asking when Bioslug is coming out.
[01:25:38.000 --> 01:25:39.000]  That's my documentary.
[01:25:39.000 --> 01:25:41.000]  I'll just let you know it's coming out later this year.
[01:25:41.000 --> 01:25:43.000]  We're going to release it exclusively on real.video.
[01:25:43.000 --> 01:25:44.000]  So watch for that.
[01:25:44.000 --> 01:25:45.000]  All the photography is done.
[01:25:45.000 --> 01:25:47.000]  We're just doing editing.
[01:25:47.000 --> 01:25:52.000]  Let's talk to Michael in Ohio about the right of Americans to
[01:25:52.000 --> 01:25:53.000]  keep and bear arms.
[01:25:53.000 --> 01:25:55.000]  Michael, you're live on the air.
[01:25:55.000 --> 01:25:56.000]  Thank you for your call.
[01:25:56.000 --> 01:25:58.000]  So go ahead.
[01:25:58.000 --> 01:26:00.000]  Thank you, Mike Adams.
[01:26:00.000 --> 01:26:04.000]  Let me preface this call with two statements first.
[01:26:04.000 --> 01:26:08.000]  The first and most important thing is that Trump should do
[01:26:08.000 --> 01:26:10.000]  a complete realignment.
[01:26:10.000 --> 01:26:15.000]  Like many of us who've lost our jobs, everybody is fired.
[01:26:15.000 --> 01:26:17.000]  And then we apply.
[01:26:17.000 --> 01:26:20.000]  And if you don't need to test and you're out, you get their
[01:26:20.000 --> 01:26:22.000]  attention with money.
[01:26:22.000 --> 01:26:24.000]  That's the number one thing.
[01:26:24.000 --> 01:26:27.000]  He needs to do a total realignment and fire everybody and we
[01:26:27.000 --> 01:26:28.000]  apply.
[01:26:28.000 --> 01:26:31.000]  That's how you wholesale weed out the corrupt.
[01:26:31.000 --> 01:26:32.000]  Yeah, drain as well.
[01:26:32.000 --> 01:26:33.000]  Right.
[01:26:33.000 --> 01:26:34.000]  Yeah, exactly.
[01:26:34.000 --> 01:26:36.000]  You're going to have to do it wholesale.
[01:26:36.000 --> 01:26:37.000]  Everybody we apply.
[01:26:37.000 --> 01:26:38.000]  That's it.
[01:26:38.000 --> 01:26:40.000]  So what about what about second amendment?
[01:26:40.000 --> 01:26:41.000]  Yeah, go ahead.
[01:26:41.000 --> 01:26:42.000]  Yeah.
[01:26:42.000 --> 01:26:49.000]  Number two is what they're engaged in on every level is
[01:26:49.000 --> 01:26:54.000]  program and neuro neuro linguistic program.
[01:26:54.000 --> 01:26:55.000]  That's what they're doing.
[01:26:55.000 --> 01:26:57.000]  It's very easy to see through.
[01:26:57.000 --> 01:26:58.000]  And you work.
[01:26:58.000 --> 01:27:01.000]  What we need to do is use the same technique to fight back
[01:27:01.000 --> 01:27:03.000]  neuro linguistic programming.
[01:27:03.000 --> 01:27:05.000]  And Trump uses that all the time.
[01:27:05.000 --> 01:27:10.000]  You redefine and reshape that item, that object on a second
[01:27:10.000 --> 01:27:11.000]  amendment.
[01:27:11.000 --> 01:27:15.000]  What really hurts me is that no one and I, I seen a fellow
[01:27:15.000 --> 01:27:19.000]  that was part of the NRA and I told him, and I have to get
[01:27:19.000 --> 01:27:20.000]  black.
[01:27:20.000 --> 01:27:23.000]  I told him, you know what you need to do?
[01:27:23.000 --> 01:27:26.000]  Tell all of your friends, these brainwashed masses that are
[01:27:26.000 --> 01:27:31.000]  out there that the NRA was started precisely for black
[01:27:31.000 --> 01:27:32.000]  Americans.
[01:27:32.000 --> 01:27:35.000]  And I hate using those terms because we're all Americans to
[01:27:35.000 --> 01:27:37.000]  defend themselves at that time.
[01:27:37.000 --> 01:27:40.000]  You know what, it's the oldest civil rights group in
[01:27:40.000 --> 01:27:41.000]  America.
[01:27:41.000 --> 01:27:42.000]  You're absolutely right.
[01:27:42.000 --> 01:27:45.000]  And, you know, I often say this in my own podcast.
[01:27:45.000 --> 01:27:49.000]  I say, when I see a black man with a gun, I see a citizen.
[01:27:49.000 --> 01:27:51.000]  I see a citizen of America.
[01:27:51.000 --> 01:27:54.000]  And, you know, some other person who's racist or something
[01:27:54.000 --> 01:27:55.000]  say, oh, they see a criminal.
[01:27:55.000 --> 01:27:56.000]  No, I see a citizen.
[01:27:56.000 --> 01:28:00.000]  I want to see black America responsibly armed.
[01:28:00.000 --> 01:28:03.000]  And like you say, the distinction between black and white is
[01:28:03.000 --> 01:28:04.000]  nonsense at this point.
[01:28:04.000 --> 01:28:05.000]  It's irrelevant.
[01:28:05.000 --> 01:28:06.000]  We are all Americans.
[01:28:06.000 --> 01:28:09.000]  We are all citizens who should be armed in our self-defense.
[01:28:09.000 --> 01:28:11.000]  Anything else you want to add to that, Michael?
[01:28:11.000 --> 01:28:13.000]  Yes, and you're exactly right.
[01:28:13.000 --> 01:28:17.000]  It's not only that, but it needs to be pushed out there by
[01:28:17.000 --> 01:28:19.000]  everyone through every vehicle.
[01:28:19.000 --> 01:28:23.000]  Dr. King was a Republican.
[01:28:23.000 --> 01:28:25.000]  Dr. King was a card carrier Republican.
[01:28:25.000 --> 01:28:27.000]  Dr. King had firearms.
[01:28:27.000 --> 01:28:32.000]  They want to put us back into the digital slave.
[01:28:32.000 --> 01:28:33.000]  Yep.
[01:28:33.000 --> 01:28:35.000]  They want to make you a slave and they're doing it.
[01:28:35.000 --> 01:28:38.000]  And that needs to be pushed on every opportunity by everyone.
[01:28:38.000 --> 01:28:39.000]  Thank you.
[01:28:39.000 --> 01:28:40.000]  When you have a...
[01:28:40.000 --> 01:28:41.000]  Sorry to cut you off, Michael.
[01:28:41.000 --> 01:28:42.000]  We've got to go to break here.
[01:28:42.000 --> 01:28:43.000]  I apologize for that.
[01:28:43.000 --> 01:28:45.000]  But great points that you just made.
[01:28:45.000 --> 01:28:46.000]  Really great points.
[01:28:46.000 --> 01:28:49.000]  If we don't stand up now, we become enslaved forever.
[01:28:49.000 --> 01:28:53.000]  Fight on the front lines of protecting freedom of speech.
[01:28:53.000 --> 01:28:54.000]  Infowars.com.
[01:28:54.000 --> 01:28:57.000]  We'll be right back after these messages.
[01:29:24.000 --> 01:29:28.000]  This essential mineral is necessary in order to produce thyroid hormones
[01:29:28.000 --> 01:29:32.000]  which influence every cell, tissue, and organ in the body.
[01:29:32.000 --> 01:29:35.000]  With inadequate thyroid hormones, you may experience slow metabolism,
[01:29:35.000 --> 01:29:39.000]  lethargy, weight gain, and overall brain fog.
[01:29:39.000 --> 01:29:43.000]  Survival Shield X2 and BioTrue Selenium work together
[01:29:43.000 --> 01:29:45.000]  to support the systems in your body.
[01:29:45.000 --> 01:29:49.000]  Take control of your chemistry today with this super combo.
[01:29:49.000 --> 01:29:54.000]  Discover the power of Survival Shield X2 and BioTrue Selenium
[01:29:54.000 --> 01:29:58.000]  at InfowarsLife.com.
[01:29:58.000 --> 01:30:02.000]  You know, if I tried to sit here and tell you about the 60-plus products,
[01:30:02.000 --> 01:30:04.000]  we have an Infowars life.
[01:30:04.000 --> 01:30:05.000]  It'd take hours.
[01:30:05.000 --> 01:30:07.000]  Michael ZX Plus now has a lower price.
[01:30:07.000 --> 01:30:08.000]  It's stronger.
[01:30:08.000 --> 01:30:10.000]  It's the other equation in probiotics.
[01:30:10.000 --> 01:30:13.000]  It knocks out the yeast, the mold, the candida.
[01:30:13.000 --> 01:30:14.000]  It's back in stock.
[01:30:14.000 --> 01:30:17.000]  The real red pill, it's been sold out for months.
[01:30:17.000 --> 01:30:19.000]  It's got the preclinone.
[01:30:19.000 --> 01:30:21.000]  That's the precursor to all the natural hormones in your body.
[01:30:21.000 --> 01:30:24.000]  Then it's got all the minerals and the vitamins and amino acids.
[01:30:24.000 --> 01:30:25.000]  So you can upload it.
[01:30:25.000 --> 01:30:29.000]  And our latest product that goes great with the super blue colloidal silver
[01:30:29.000 --> 01:30:34.000]  and iodine 4-5 toothpaste is super blue silver immune gargle.
[01:30:34.000 --> 01:30:35.000]  That's a spray you do.
[01:30:35.000 --> 01:30:36.000]  You can also swallow it.
[01:30:36.000 --> 01:30:41.000]  It's a supplement with iodine, a super high-quality silver,
[01:30:41.000 --> 01:30:42.000]  and a lot more.
[01:30:42.000 --> 01:30:43.000]  Without you, we couldn't do it.
[01:30:43.000 --> 01:30:47.000]  So thank you all for remembering InfowarsStore.com and remembering that
[01:30:47.000 --> 01:30:51.000]  it's not just you that's already awake, but it's other people that aren't awake.
[01:30:51.000 --> 01:30:53.000]  It's so essential to spread the word.
[01:30:53.000 --> 01:30:57.000]  Again, thank you so much for being part of the Second American Revolution.
[01:30:57.000 --> 01:31:01.000]  Infowars life is bringing you a breakthrough in modern medicine.
[01:31:01.000 --> 01:31:03.000]  Introducing pollen block.
[01:31:03.000 --> 01:31:08.000]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms,
[01:31:08.000 --> 01:31:12.000]  including promoting clear nasal and sinus passageways,
[01:31:12.000 --> 01:31:15.000]  eye comfort, and respiratory functions.
[01:31:15.000 --> 01:31:20.000]  In the 1960s, researchers in France noticed that people who ate certain quail eggs
[01:31:20.000 --> 01:31:24.000]  experienced less seasonal immune and inflammatory responses.
[01:31:24.000 --> 01:31:27.000]  They began studying this effect in published trials,
[01:31:27.000 --> 01:31:30.000]  and decades later, we now have the fruit of this research,
[01:31:30.000 --> 01:31:35.000]  a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:31:35.000 --> 01:31:38.000]  Pollen block is natural and effective.
[01:31:38.000 --> 01:31:40.000]  It is not an antihistamine.
[01:31:40.000 --> 01:31:45.000]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[01:31:45.000 --> 01:31:50.000]  which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:31:50.000 --> 01:31:52.000]  Go outside and enjoy the air you breathe.
[01:31:52.000 --> 01:31:57.000]  Head to InfowarsLife.com and grab a pack of our pollen block chewable tablets.
[01:31:57.000 --> 01:32:03.000]  Hey, did you know that you can now preserve your own food for up to 25 years
[01:32:03.000 --> 01:32:06.000]  and still maintain its nutrition and flavor?
[01:32:06.000 --> 01:32:07.000]  That's right.
[01:32:07.000 --> 01:32:12.000]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[01:32:12.000 --> 01:32:17.000]  Go to InfowarsStore.com to learn more and check out this innovative and smart technology
[01:32:17.000 --> 01:32:19.000]  that's easy to use.
[01:32:19.000 --> 01:32:20.000]  And let me tell you something.
[01:32:20.000 --> 01:32:26.000]  It is perfect for freeze-drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:32:26.000 --> 01:32:28.000]  Woo, that's what I'm talking about.
[01:32:28.000 --> 01:32:33.000]  And when compared to traditional methods of preservation, like canning or dehydrating,
[01:32:33.000 --> 01:32:36.000]  you know, like what you get at the grocery store, there is no comparison.
[01:32:36.000 --> 01:32:42.000]  Harvest Rights Freeze Dryers retain 97% of the food's taste, color, and nutritional value
[01:32:42.000 --> 01:32:46.000]  and have a shelf life of up to 25 years.
[01:32:46.000 --> 01:32:49.000]  Now that's what I call the miracle of food preservation.
[01:32:49.000 --> 01:32:53.000]  Harvest Rights is truly the world's best, most affordable freeze dryer.
[01:32:53.000 --> 01:32:54.000]  So what are you waiting for?
[01:32:54.000 --> 01:32:57.000]  Check it out right now at InfowarsStore.com.
[01:32:57.000 --> 01:33:02.000]  You're listening to the Alex Jones Show.
[01:33:27.000 --> 01:33:31.000]  Those of those who look on and do nothing.
[01:33:31.000 --> 01:33:35.000]  If you are receiving this transmission, you are the resistance.
[01:33:35.000 --> 01:33:39.000]  We now take you live to the Central Texas Command Center.
[01:33:39.000 --> 01:33:43.000]  It's Alex Jones.
[01:33:43.000 --> 01:33:48.000]  It's an honor and a privilege to be here today, guest hosting for Alex Jones.
[01:33:48.000 --> 01:33:49.000]  My name's Mike Adams.
[01:33:49.000 --> 01:33:53.000]  You know me as the health ranger, the publisher of naturalnews.com.
[01:33:53.000 --> 01:33:58.000]  Breaking story today in the New York Times, I believe, many people taking antidepressants
[01:33:58.000 --> 01:34:01.000]  discover they cannot quit.
[01:34:01.000 --> 01:34:09.000]  Antidepressants, selective serotonin reuptake inhibitors, SSRI drugs, now are being taken,
[01:34:09.000 --> 01:34:14.000]  or at least antidepressants as a class of drugs, are being taken by 25 million adults
[01:34:14.000 --> 01:34:18.000]  for at least two years in the United States alone.
[01:34:18.000 --> 01:34:23.000]  That's a 60% increase since 2010 reports the New York Times here.
[01:34:23.000 --> 01:34:26.000]  Long-term antidepressant use is surging.
[01:34:26.000 --> 01:34:33.000]  And it brings the question to my mind, is our nation, our brains being chemically contaminated
[01:34:33.000 --> 01:34:37.000]  by these psychotropic drugs, is this part of the big problem that we have here?
[01:34:37.000 --> 01:34:41.000]  Why there's so much derangement, you know, Trump derangement syndrome?
[01:34:41.000 --> 01:34:46.000]  Why are so many people seething with hatred and anger and intolerance
[01:34:46.000 --> 01:34:50.000]  and a lack of mental adaptability or resilience?
[01:34:50.000 --> 01:34:56.000]  Why is it that the so-called crybullies on the left feel like words with which they disagree
[01:34:56.000 --> 01:34:59.000]  are some kind of an assault on their psyche?
[01:34:59.000 --> 01:35:05.000]  Could it be that these antidepressant drugs and ADHD drugs and these other medications
[01:35:05.000 --> 01:35:12.000]  are creating a psychological fragility or a lack of neuroplasticity or neuroadaptability?
[01:35:12.000 --> 01:35:14.000]  I think that could be.
[01:35:14.000 --> 01:35:17.000]  I think we're looking at the chemical dumbing down of America.
[01:35:17.000 --> 01:35:20.000]  It's one explanation that needs to be looked at in more detail.
[01:35:20.000 --> 01:35:23.000]  Maybe I'll do that on another episode, another show here.
[01:35:23.000 --> 01:35:30.000]  But right now I want to go to a Dr. Kelly in Northern California calling about bioweapons.
[01:35:30.000 --> 01:35:33.000]  Dr. Kelly, you're live on the air with Mike Adams.
[01:35:33.000 --> 01:35:35.000]  Thank you for calling in. What's on your mind?
[01:35:35.000 --> 01:35:41.000]  Thank you so much for taking my call and your great work with all of your lab analysis.
[01:35:41.000 --> 01:35:51.000]  And my question was, I knew that one of the reporters had stated that he was poisoned with polonium.
[01:35:51.000 --> 01:36:01.000]  And I wanted to have that be a talking point so that people are aware of these types of radio-biological weapons,
[01:36:01.000 --> 01:36:04.000]  what they can do to protect themselves.
[01:36:04.000 --> 01:36:12.000]  And I'd like to hear your comment on that and then I'll get to one other point, if I may.
[01:36:12.000 --> 01:36:14.000]  Yes, absolutely. Thank you for your question.
[01:36:14.000 --> 01:36:19.000]  Well, polonium, of course, that's a radiological weapon that, you know, different from biological weapons,
[01:36:19.000 --> 01:36:21.000]  which would be a viral strain and so on.
[01:36:21.000 --> 01:36:23.000]  I know you know that. I'm just clarifying it for the audience.
[01:36:23.000 --> 01:36:29.000]  But there are many radioisotopes that can be used in mass poisoning such as cesium-137, for example,
[01:36:29.000 --> 01:36:35.000]  strontium-91, used in medical imaging equipment, can be used to make a dirty bomb, or can be used to poison people.
[01:36:35.000 --> 01:36:41.000]  You know, the truth is that some of these substances, if they're just near you, they can poison you.
[01:36:41.000 --> 01:36:46.000]  And, you know, Roger Stone was talking about that and this attack that happened to him.
[01:36:46.000 --> 01:36:52.000]  I got to tell you, when I see people like Roger Stone talking about how they were attacked or poisoned,
[01:36:52.000 --> 01:36:55.000]  it rings true to me because I know the threats that happened against me.
[01:36:55.000 --> 01:37:00.000]  And some of them that I can't even talk about publicly, the death threats, the different types of death threats,
[01:37:00.000 --> 01:37:04.000]  the all kinds of threats, you know, and the threats against Alice Jones are very common.
[01:37:04.000 --> 01:37:08.000]  So I believe it's real. It's happening. We're all threatened by these things.
[01:37:08.000 --> 01:37:11.000]  And there are sadly a lot of covert ways to poison people.
[01:37:11.000 --> 01:37:15.000]  But I appreciate you bringing that up, Dr. Kelly. What's your next question?
[01:37:15.000 --> 01:37:25.000]  Just to kind of maybe have him do a little briefing to us about how to detect and possibly monitor
[01:37:25.000 --> 01:37:29.000]  and make ourselves more aware of our surroundings.
[01:37:29.000 --> 01:37:43.000]  And about a decade ago, I was calling in an on hold to expose that the SSRIs are primarily or 20% fluoride by weight.
[01:37:43.000 --> 01:37:50.000]  And that's delineated in the Merck index of biological, pharmaceuticals and botanicals.
[01:37:50.000 --> 01:38:03.000]  And to my absolute horror, IG Farben patented glutamine, the excitatory neurotransmitter, in 1936.
[01:38:03.000 --> 01:38:07.000]  Here you go. Now you're peeling back the layers. We could do a whole show on this.
[01:38:07.000 --> 01:38:09.000]  You know, I'm launching a show here called Deconstructed.
[01:38:09.000 --> 01:38:16.000]  We're going to talk about IG Farben. We're going to talk about the history of chemotherapy and the history of some of these psychotropic drugs.
[01:38:16.000 --> 01:38:18.000]  You make an excellent point, Dr. Kelly.
[01:38:18.000 --> 01:38:25.000]  Fluorine as an element is a very high percentage in terms of the total molecular weight of many of these psychotropic drugs.
[01:38:25.000 --> 01:38:29.000]  And that's because fluorine, of course, is in the halogen column of the table of elements.
[01:38:29.000 --> 01:38:33.000]  It's very biologically active or biochemically active, you could say.
[01:38:33.000 --> 01:38:37.000]  It interacts rapidly with other elements.
[01:38:37.000 --> 01:38:40.000]  And when it's in a molecule, then it makes those molecules very active.
[01:38:40.000 --> 01:38:42.000]  And this is how it alters brain function.
[01:38:42.000 --> 01:38:48.000]  We are mass poisoning the brains of our children and our adults and senior citizens every day across this country.
[01:38:48.000 --> 01:38:56.000]  And I believe that has a major, it is a major contributing factor to the brain fog and the seething anger
[01:38:56.000 --> 01:38:59.000]  and the derangement syndromes that we're seeing across the population.
[01:38:59.000 --> 01:39:03.000]  Thank you, Dr. Kelly, for your call. That was very interesting.
[01:39:03.000 --> 01:39:09.000]  Let's go to another caller, Trace, in New Jersey, calling about Dr. King.
[01:39:09.000 --> 01:39:11.000]  And we played a segment of Dr. King earlier.
[01:39:11.000 --> 01:39:14.000]  Go ahead, Trace. What's on your mind?
[01:39:14.000 --> 01:39:19.000]  How are you doing, Mr. Adams? It's great to be on air with you.
[01:39:19.000 --> 01:39:31.000]  I called because when you first started the show, you said something about Dr. King's 50th death date anniversary.
[01:39:31.000 --> 01:39:40.000]  And what's really kind of creepy about it, one of the things I'm trying to make you laugh is most of the young people I know,
[01:39:40.000 --> 01:39:43.000]  they didn't even know that his birthday was on the 4th.
[01:39:43.000 --> 01:39:46.000]  Yes, they remembered my birthday, which is the 4th.
[01:39:46.000 --> 01:39:50.000]  They remembered your birthday. What are you saying? I'm sorry.
[01:39:50.000 --> 01:39:55.000]  My birthday is the same date as Dr. King's death.
[01:39:55.000 --> 01:39:57.000]  Oh, I see. Okay.
[01:39:57.000 --> 01:40:07.000]  We tend to remember Dr. King's birthday is certainly not as significant as the day that he was sadly assassinated
[01:40:07.000 --> 01:40:10.000]  or the day of his speech and things like that, these other historical dates.
[01:40:10.000 --> 01:40:18.000]  My point was that Dr. King, if he were alive today, his speech and what he called for would be considered libertarian
[01:40:18.000 --> 01:40:23.000]  and pro-liberty and pro-free speech. And yet those are exactly the things that are being attacked today by the left.
[01:40:23.000 --> 01:40:28.000]  As if Dr. King had a YouTube channel today, it would be banned by YouTube.
[01:40:28.000 --> 01:40:32.000]  That's what I'm saying. Does that make sense? Does that ring true with you?
[01:40:32.000 --> 01:40:38.000]  Yes, it does because back in 2005, there was an animated show called The Boom Docks.
[01:40:38.000 --> 01:40:44.000]  And they did an episode on if Dr. King was still alive.
[01:40:44.000 --> 01:40:49.000]  He had only been in a coma and woke up in the early 2000s.
[01:40:49.000 --> 01:41:02.000]  And the way he tried to get African Americans in the show to realize that what he did was not so they could act foolish or submit.
[01:41:02.000 --> 01:41:06.000]  It was so that they could rise up and be strong for themselves.
[01:41:06.000 --> 01:41:13.000]  Absolutely. This is about personal strength. This is about divine human rights.
[01:41:13.000 --> 01:41:15.000]  That's what Dr. King saw in humanity.
[01:41:15.000 --> 01:41:19.000]  He spoke to that greater good, that higher power that we are now defending as well.
[01:41:19.000 --> 01:41:24.000]  Right here at Infowars, I say absolutely if Dr. King had a YouTube channel today, it would be banned.
[01:41:24.000 --> 01:41:32.000]  Just like Facebook has banned Diamond and Silk and other speakers who have a different take on things but are very important.
[01:41:32.000 --> 01:41:38.000]  We've got a minute and a half left. Trish in New York says you're a freelance journalist talking about Syria.
[01:41:38.000 --> 01:41:42.000]  Trish, what's on your mind? And make it quick. We've got to go to break pretty soon. Go ahead, please.
[01:41:42.000 --> 01:41:51.000]  I'm just calling about speaking of being banned. I had an interview that I did at the United Nations where I was banned.
[01:41:51.000 --> 01:41:59.000]  And it was back in 2013. And I'm a former co-founder of a group called the Military Family Support Network.
[01:41:59.000 --> 01:42:03.000]  And we had formed during the Persian Gulf War in 1990.
[01:42:03.000 --> 01:42:07.000]  And so I've kept in touch with a lot of servicemen over the years.
[01:42:07.000 --> 01:42:12.000]  And one of the things that I had stated in the interview, this was on February 1, 2013.
[01:42:12.000 --> 01:42:19.000]  I had talked about that we had heard that the next thing they were going to do to finally close the deal to remove Assad
[01:42:19.000 --> 01:42:22.000]  was they were going to get him for chemical weapons use.
[01:42:22.000 --> 01:42:30.000]  And the interview went into quite detail. It was a small little outlet called Heat in the Middle East, ICAST News.
[01:42:30.000 --> 01:42:39.000]  And the guy asked me, he said, well, when did you hear that this is going to happen? And I gave him the date, which was the 10th anniversary of the Iraq War.
[01:42:39.000 --> 01:42:44.000]  Trish, we've got to go to break. This is a fascinating call. Hold on for us. We'll come to you after the break.
[01:42:44.000 --> 01:42:48.000]  You're listening to the Alex Jones show. This is Mike Adams filling in today. Stay with us.
[01:42:48.000 --> 01:42:53.000]  We'll be back with Trish, the freelance journalist after this break. Stay with us.
[01:42:53.000 --> 01:43:04.000]  Nourish a probiotic-friendly environment in your gut with prebiotic fiber by Infowars Life.
[01:43:04.000 --> 01:43:12.000]  Help the good bacteria thrive and support overall digestive health with our specially formulated prebiotic fiber,
[01:43:12.000 --> 01:43:17.000]  a mixture of clinically studied and organic acacia fruit and flax fiber.
[01:43:17.000 --> 01:43:23.000]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria,
[01:43:23.000 --> 01:43:28.000]  which helps you digest food, absorb nutrients, and even support your immune system.
[01:43:28.000 --> 01:43:35.000]  Infowars Life's cutting-edge formula only brings you the highest quality organic and clinically studied ingredients.
[01:43:35.000 --> 01:43:40.000]  Cheap prebiotic fibers are used up only at the beginning of the colon,
[01:43:40.000 --> 01:43:50.000]  but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
