[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[02:52:29.380 --> 02:52:33.380]  All right, Dr. Simone Gold, where can people follow your work and support you?
[02:52:33.380 --> 02:52:43.380]  Yes, I'm always on Twitter, always spreading the truth on Twitter, Dr. Simone Gold. And again, I can't say enough that you really should check out GoldCare.com.
[02:52:44.380 --> 02:52:57.380]  I built it with a team, an incredible team, as a response to medical Marxism. It offers you personally a better solution. It also gives you the chance to take a patriotic step to save our nation.
[02:52:57.380 --> 02:53:08.380]  Well, like I said, I'm just kind of the interim head man here today. But if that's something that InfoWars can be a part of and Alex is interested, we'll see if we can make that happen.
[02:53:08.380 --> 02:53:17.380]  My invitation, I just meant it like off the cuff personally because I understand, and of course InfoWars, but I understand this is sort of a lot to take in in an hour.
[02:53:17.380 --> 02:53:26.380]  But the truth is we've done all the complexity. You just need to come over and switch. You literally just have to jump over the line, jump over the broom, jump over and switch to a better model.
[02:53:26.380 --> 02:53:36.380]  I want to reassure people, I made this switch for myself personally 10 years ago. Before I conceived the one that I've launched, I made this switch 10 years ago.
[02:53:36.380 --> 02:53:49.380]  It's safe. You can do it. You have a car accident or something, you're still protected. So I'd love to talk with you more about it. We've partnered with a lot of people because this is essentially a national security issue, getting control of our medical system.
[02:53:49.380 --> 02:53:54.380]  Yeah, and just having the freedom of choice. Dr. Simone Gold, thank you so much. Godspeed and God bless.
[02:53:54.380 --> 02:53:56.380]  Thank you.
[02:53:56.380 --> 02:54:13.380]  All right, ladies and gentlemen. Now, a couple of things to address here. Gerald Cilente is going to be hosting the fourth hour of today's Alex Jones show. I've still got a ton of news and we'll be covering Donald Trump.
[02:54:13.380 --> 02:54:20.380]  You know, landing in New York and all the chaos that's going on. There's a huge rally outside of Trump Tower in New York City happening right now.
[02:54:20.380 --> 02:54:32.380]  Joe Biden couldn't draw a crowd if he was giving away free cars. And Trump supporters show up to support Donald Trump, even though I don't know the Democrats may come after him and arrest him. But yeah, 85 million votes for Biden. He's the winner, I'm sure.
[02:54:32.380 --> 02:54:50.380]  But two things I need to address here. And I don't know how much time I want to spend on this because it's not really my issue to tell. And Alex has basically talked about it before.
[02:54:50.380 --> 02:55:06.380]  But if you're tuning in today, you're saying, where's Alex? Where's Alex? He's dealing with some other stuff, but, you know, there's probably a level of burnout, folks. I'm gonna be honest with you.
[02:55:06.380 --> 02:55:23.380]  And I'm honored that Alex trusts me enough and this crew enough to be taking some extra time off for some personal time and some family time and to deal with some some other issues that he just ignores because he's been fighting the Infowar for so long.
[02:55:23.380 --> 02:55:46.380]  So that's what's going on. And he deserves some time to decompress and spend with family. But I understand why people tune in and they hear me more often and they don't tune in to hear me. They tune in to hear Alex. I get it. Believe me, as a talk radio obsessed individual, I know you tune in to hear Alex and when you don't, you get upset.
[02:55:47.380 --> 02:56:02.380]  So. But believe me, with the level of burnout that I go through and the crew goes through, I can't even imagine it for Alex. Now, I'm not going to sit here and act like there's some magic remedy and maybe you can make Alex feel better. I don't know. But I will tell you this.
[02:56:02.380 --> 02:56:22.380]  I've been on air for three hours and I've barely even plugged the products once. And so. It's already a major burden and frustration with Alex when he's dealing with getting funding in here all the time and he's just trying to make sure we can pay the bills and pay the crew and not shut this place down.
[02:56:23.380 --> 02:56:49.380]  On a weekly basis, he goes through that. So I barely even plugged. And so now I'm part of the problem. So I hope you'll go to Infowarsstore.com and think about financially supporting us. But by the way, you're going to get a great product, whether it's the Brainforce Plus or the Brainforce Ultra, the nootropic that I love so much, whether it's the bone broth plus that I am drinking in my coffee today because it tastes great in coffee, also great in protein shakes.
[02:56:50.380 --> 02:57:01.380]  Whether it's the turmeric toothpaste that is so popular and selling off the shelves right now, just like all the other toothpaste from Infowarsstore.com that actually is sold out, but turmeric is still in stock.
[02:57:01.380 --> 02:57:13.380]  Whether it's the emergency food supplies that you'd rather have and not need, the need and not have, whether it's the air filtration, the water filtration, we make it easy to financially support us when you shop at Infowarsstore.com.
[02:57:14.380 --> 02:57:29.380]  Or if you don't want to buy a product, you can go right to the donation page. So I don't know if there's a cure for the burnout that Alex has felt fighting this for 20 years and probably wondering every day. I'll be honest, folks, because it's all about victory here.
[02:57:29.380 --> 02:57:44.380]  That's why I've dedicated myself to Alex because I know it's all about victory, but you might make him a little less stressed if he sees there's a lot of funding coming into Infowarsstore.com today. I think that might relieve his stress just a little bit.
[02:57:48.380 --> 02:57:51.380]  The most banned man in America, Alex Jones.
[02:57:51.380 --> 02:58:12.380]  I want you all to know something. Alex Jones was right. Alex is right about far more than he's wrong. Alex has been right on toward over a decade. I don't care how you slice it, dice it, flip it up or rub it down. Alex Jones was right.
[02:58:12.380 --> 02:58:27.380]  Think about how frustrated we are if you've been awake for a year or two. Imagine being like an Alex Jones or those guys who've been awake for like decades. Alex Jones called this years ago, years ago. Alex Jones never bought the Russia hoax, not for a second.
[02:58:28.380 --> 02:58:41.380]  You are one of the great thinkers of this. You are a martyr to the First Amendment. The government fears Alex Jones. That's why the globalists hate me is because I'm exposing their corporate worldwide tyranny.
[02:58:42.380 --> 02:58:57.380]  We now have three new game-changing products that are in stock at Infowarsstore.com and one of our best selling products sold out for over a year that's now back in stock.
[02:58:57.380 --> 02:59:06.380]  Our prebiotic does any introduction to such amazing things, your gut flora, your overall health. What it does is essential. Go read about it at Infowarsstore.com.
[02:59:06.380 --> 02:59:18.380]  And now, the fourth toothpaste that's on my dad, the last two were big hits. This one is really special. It's turmeric concentrate with a bunch of other essential oils and so much more to take your mouth's health to the next level.
[02:59:18.380 --> 02:59:30.380]  We also have high quality ashwagandha root for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill. And we have ashwagandha root gummies as well. Very strong, very powerful.
[02:59:30.380 --> 02:59:46.380]  Now in stock at Infowarsstore.com. Go there, experience these great products and others and fund the Infowar. The only way we fail is not taking action. God bless you. Now please visit Infowarsstore.com and experience these powerful products for yourself.
[02:59:48.380 --> 02:59:55.380]  If you are receiving this transmission, you are the resistance.
[03:00:19.380 --> 03:00:33.380]  After being suppressed for almost a year by the US Department of Health and Human Services, a new report has been released which uses dozens of studies to prove that fluoride consumption lowers the IQ of children.
[03:00:33.380 --> 03:00:44.380]  External emails show that the report was blocked by the transgender assistant health secretary Rachel Levine and concealed from public since May of 2022.
[03:00:44.380 --> 03:00:53.380]  As reported by Capital in Maine on March 14th in an article titled, Health Officials Delayed Report Linking Fluoride to Brain Harm.
[03:00:54.380 --> 03:01:06.380]  Last May, the National Toxicology Program was set to release its eagerly awaited report into the cognitive and neurodevelopmental impacts on humans from fluoride exposure.
[03:01:06.380 --> 03:01:12.380]  It was to review studies which link fluoridated water to cognitive harm in children. But,
[03:01:13.380 --> 03:01:21.380]  Before the NTP could release the report, they were blocked, said Linda Birnbaum, NTP director until 2019.
[03:01:21.380 --> 03:01:35.380]  Apparently, the US Department of Health and Human Services hid the report after criticism from organizations that advocate water fluoridation, such as the American Dental Association, who casted doubt on the report.
[03:01:35.380 --> 03:01:51.380]  In February of 2022, the American Dental Association emailed Rachel Levine and others, asking the NTP to exclude or carefully consider how to characterize any lingering neurotoxin claims from the report because it might,
[03:01:51.380 --> 03:02:17.380]  Well, that's the whole point in reviewing if fluoride could be a neurotoxin, to avoid more harm to people, especially children through water fluoridation, let alone expand the practice, a practice which most of the world rejects, and many countries have even outlawed it, especially in Europe.
[03:02:17.380 --> 03:02:23.380]  So after a subpoena forced the NTP to release the report, it was quietly published for the public to view.
[03:02:23.380 --> 03:02:26.380]  In the report's overall findings, they concluded,
[03:02:33.380 --> 03:02:35.380]  They even put it more simply, stating,
[03:02:36.380 --> 03:02:45.380]  Evaluated IQ in children provide consistent evidence that higher fluoride exposure is associated with lower IQ scores.
[03:02:45.380 --> 03:02:47.380]  Even adding that, quote,
[03:02:47.380 --> 03:02:52.380]  Subtle shifts in IQ at the population level have a profound impact.
[03:02:52.380 --> 03:03:04.380]  However, even though 52 of 55 studies found decreases in child IQ with increased fluoride, the National Toxicology Program says they have found, quote,
[03:03:04.380 --> 03:03:10.380]  No obvious threshold for total fluoride exposure or water fluoride exposure.
[03:03:10.380 --> 03:03:14.380]  Just like with COVID, it's a tale of two sciences.
[03:03:14.380 --> 03:03:17.380]  So why does the U.S. government fluoridate our water?
[03:03:17.380 --> 03:03:25.380]  What science is there to back up the fact that 73 percent of people connected with community water systems receive fluoridated water?
[03:03:25.380 --> 03:03:28.380]  Just over two thirds of the U.S. population.
[03:03:28.380 --> 03:03:37.380]  It's important to point out that fluoride is a term generally used to refer to a variety of chemical compounds made from fluorine.
[03:03:37.380 --> 03:03:50.380]  These chemical compounds are the toxic waste products from various industries, such as nuclear weapons manufacturing, aluminum production, and the mining of minerals used in fertilizers.
[03:03:50.380 --> 03:04:02.380]  Because the proper disposal of such toxic waste is expensive, these industries have found a way to make their waste product profitable by selling it off as a helpful agent of dental hygiene.
[03:04:02.380 --> 03:04:09.380]  However, these compounds are toxic to the human body, to our bones, our hormones, and our minds.
[03:04:09.380 --> 03:04:25.380]  To learn more about the history of fluoridated water, read Christopher Bryson's book, The Fluoride Deception, or watch the documentary Fluoride Poison on Tap, directed and produced by the same team who brought you COVID land with Infowars.
[03:04:25.380 --> 03:04:36.380]  The documentary features Edward Group, Mike Adams, and various scientists and health experts who break down the entire fluoride hoax that's been perpetrated on the American people.
[03:04:36.380 --> 03:04:45.380]  Also, remember to filter your tap water, because chances are, our government will never stop pouring toxic waste into the water supply.
[03:04:45.380 --> 03:04:55.380]  Visit InfowarsStore.com to browse which filtration system is best for you and your family. This is Brian Wilson with Infowars.com.
[03:04:56.380 --> 03:05:04.380]  There is a war for the future happening right now. There is a war that will control my destiny, your destiny, our children's destiny.
[03:05:04.380 --> 03:05:09.380]  And that war is something that we can win, but it takes dedication, it takes commitment.
[03:05:09.380 --> 03:05:20.380]  That's why I ask listeners respectfully to go to InfowarsStore.com and buy great products that will enrich and empower your life while keeping us on air at the very same time.
[03:05:21.380 --> 03:05:27.380]  InfowarsStore.com to get a signed or unsigned copy of my book, The Great Reset in the War for the World.
[03:05:27.380 --> 03:05:36.380]  Ultimate Bone Broth, Back and Stop, Nitric Boost, the amazing CBD oil we have that's the highest quality you're going to find anywhere at more than half off.
[03:05:36.380 --> 03:05:41.380]  It's all available at InfowarsStore.com, some of the very best products.
[03:05:41.380 --> 03:05:48.380]  And a lot of you have never shopped at InfowarsStore. You've been watching for years, you've been listening for years, but you've never taken the step to go to InfowarsStore.
[03:05:48.380 --> 03:05:52.380]  These are great products that really work and are amazing, plus they keep us on air.
[03:05:52.380 --> 03:05:57.380]  So again, please take action. Go to InfowarsStore.com today and I thank you.
[03:05:57.380 --> 03:06:20.380]  The answer to 1984 is 1776. You're listening to The Alex Jones Show with Gerald Cilente.
[03:06:20.380 --> 03:06:36.380]  And again, everybody do all you can to support Infowars because Infowars, Alex Jones and the crew who work very, very hard are doing all they can to support you.
[03:06:36.380 --> 03:06:44.380]  Because, you know, freedom of speech is dead in America. You're not allowed to talk about it.
[03:06:44.380 --> 03:06:49.380]  If you don't swallow the crap coming out of mainstream media, you have no right to think at all.
[03:06:49.380 --> 03:07:00.380]  And speaking of crap, I was listening to what they were talking about with Rachel Levin, who's our health secretary over there.
[03:07:00.380 --> 03:07:12.380]  How about Lola? Lola, L-O-L-L-O-L-A. Take it easy, Rachel. You know nothing about health. Just take a look at yourself.
[03:07:13.380 --> 03:07:25.380]  You got more chins than Chinatown. You're telling me about health? And if you want to destroy yourself to be somebody else, you know, take it easy, babycakes.
[03:07:25.380 --> 03:07:40.380]  Ain't my trip. So shove it. Because Rachel Lola, L-O-L-L-O-L-A, with a bad attitude, who tells people what to do.
[03:07:40.380 --> 03:07:47.380]  Hey, I'm the head of the health department in Pennsylvania. You do what I tell you.
[03:07:47.380 --> 03:07:56.380]  I'm out of my, don't know who I am, where I've been, what I've become, what am I going to be? But I'll tell you who to be.
[03:07:56.380 --> 03:08:10.380]  How could people swallow the crap coming out of this clown's mouth? Oh, by the way, Lola. Lola, L-O-L-L-O-L-A.
[03:08:10.380 --> 03:08:24.380]  Yeah, this is the first book I worked on. Natural Healing. That's right. Natural Healing. Oh, a Warner book. Oh, yeah, big book. Yeah, in the 1980s.
[03:08:25.380 --> 03:08:43.380]  Oh, Lola, L-O-L-L-O-L-A, I have an honorary doctorate from the National University of Health Sciences, and you're shoving out your B.S. and telling me to swallow it as you're getting jabbed and selling crap?
[03:08:44.380 --> 03:09:02.380]  And how could people be so damn stupid to listen to jerks like this or anywhere else? Look at the freak show that they call America. This is the decline of the Roman Empire.
[03:09:03.380 --> 03:09:24.380]  One jerk after another telling us what to do. Oh, you look up to Lindsey Graham? Look at that little nothing of a boy. Hey, you and Lola would be a great couple, man. Now we're talking. Oh, yeah, Lindsey meets Lola, and it's love at first sight.
[03:09:25.380 --> 03:09:47.380]  How about Chuckie Schumer, a little clown over here? That's the senator of New York. Hey, I'm Chuckie Schumer. I'll tell you what to do. Schumer or lady, you better listen to me. I'm a little piece of scum crap who loves war that couldn't fight my way out of a paper bag.
[03:09:48.380 --> 03:09:59.380]  If a man came to me, I wouldn't know what to do. I'm the senator. You don't do this to me.
[03:10:00.380 --> 03:10:17.380]  One little freak after another telling us what to do. You need more proof? Look at this little nothing. Look at this little arrogant piece of scum nothing. Hey, I'm your senator.
[03:10:17.380 --> 03:10:37.380]  Hey, hey, how about public servant? Could you swallow that? How about all you little pieces of political crap? I pay you. You steal my money. Don't you tell me what to do.
[03:10:38.380 --> 03:10:52.380]  Oh, no, no, no. I'm a good American. I, I listen to what I'm being told. I've been brainwashed all my life, and I listen to low lives.
[03:10:53.380 --> 03:11:04.380]  I hear people complaining about Trump. I can't. Trump ate my cat, man. He backtracked on things he was going to do again. As the way I see it.
[03:11:05.380 --> 03:11:09.380]  You know, you're going to fix the infrastructure. Infrastructure is crap.
[03:11:10.380 --> 03:11:23.380]  I built a wall. You built a little nothing. Oh, you gave the tax breaks that the 1% got 64 of the breaks so I could keep going on. How about, how about Obama? Oh, no, I liked Obama.
[03:11:23.380 --> 03:11:39.380]  I liked Obama. Oh, you, oh, you like the Syrian war? How they destroyed Syria? Oh, I love Obama. Folks, folks, folks. He's always focusing us. Folks. Oh, you like what he did to Libya?
[03:11:40.380 --> 03:11:52.380]  You like what he did to Libya? Destroyed the most, the richest country in Africa, where people had more benefits and rights than most of the people around the world, and now it's a hellhole?
[03:11:53.380 --> 03:12:13.380]  Yeah. Look at that little arrogant, arrogant, arrogant, arrogant nobody of a nothing brought to you by the Pritzker family over there in Chicago. Oh, yeah, they were on one of the big hotel chains. I forgot the name. Could it be Hyatt or one of them? Yeah.
[03:12:13.380 --> 03:12:35.380]  Oh, and the Pritzker girl was the commerce secretary under Obama, and that big blimp Pritzker is now the, he's the governor of Chicago. He had had it brought Obama. It's one big club and you ain't in it, as George Collins said, and it's a big club of scum, garbage, crap, murderers, and thieves.
[03:12:36.380 --> 03:12:54.380]  Don't forget to vote. Don't forget to vote. Oh, who'd you vote for? I voted for the lesser of two evils. Hey, that's some. Evil is evil. There's no lesser of two.
[03:12:55.380 --> 03:13:07.380]  You're wrong. They taught me that on television. Don Lemon says that. Jake Tapper. Yeah. Get faxed. Be good.
[03:13:08.380 --> 03:13:24.380]  Oh, yeah. Oh, how about those My Body, My Choice? Yeah. The women's group there, My Body, My Choice, that spent over $7 million promoting the vax.
[03:13:25.380 --> 03:13:51.380]  I listen to what they tell me. I'm an American. I don't think for myself. And how dare you, Cilenti, think for yourself. All the people that tune into InfoWars, the great information that they put out. I go to InfoWars every day. I want to see the stories they're covering. Every day. Every day, every day, every day.
[03:13:51.380 --> 03:14:10.380]  Yep. Yeah. Say no to Bill Gates. I got to tell you, man, this guy's worth what? You're one of the most richest men in the world. Jack, you could keep your dough. If I had to look like you or be a piece of scum that does nothing to promote peace.
[03:14:10.380 --> 03:14:39.380]  Keep your billions, baby cakes. Don't want to be like you. You'd rather be me. Same thing with that Zuckerberg. You little freaky boy. Look at these little nothings. And these are the nothings that tell us what to do. I'll tell you what you can say. I'll tell you what you can believe. Look at this. Look at this. Man, this guy's right out of Orwell, man.
[03:14:39.380 --> 03:14:56.380]  If Orwell was an artist, he'd give you this little nothing of a boy. Zuckerberg telling us what to do. The politicians, the drug dealers that morons and imbeciles call big pharma.
[03:14:56.380 --> 03:15:17.380]  The Silicon Valley freaks. The military industrial complex. And the banks, the bandits. Here's your cover of the Trends Journal, another Anthony Freida work of art, back in 2012.
[03:15:17.380 --> 03:15:34.380]  Nothing has changed. Nothing has changed. Only the names. Oh, yeah. And three days later, we're going. Easter's coming. Good Friday. Not a great Friday for Christ. Three days later, he's on the cross.
[03:15:34.380 --> 03:15:50.380]  Hey, you don't screw with the banks. Did you got it? I'm Jamie Diamond. I'm going sad. Give me your money. I'm too big to fail. You're not.
[03:15:50.380 --> 03:15:56.380]  Listen, we're going to take a break. Be right back. Stay tuned. Support info wars.
[03:16:20.380 --> 03:16:30.380]  Looking back on the day I was able to ask President Donald Trump two questions. I was so grateful because, you know, I truly was classically trained under Alex Jones and under the Interwar team.
[03:16:30.380 --> 03:16:42.380]  I really do credit that as to why I'm able to, you know, get these types of clips because Alex's whole mentality was, you know, go where the story is, go where the mainstream media refuses to.
[03:16:42.380 --> 03:16:57.380]  So it's not that I'm addicted to the insanity. I'm just addicted to telling the truth and helping the American people. And I really do credit Alex for, you know, really instilling that within me early on in my career.
[03:16:57.380 --> 03:17:10.380]  I intend to take the info wars armored truck out or the info wars tank, as it's so lovingly called. You came through yesterday and shopped an info war store dot com. So I'm going to be able to take the truck out.
[03:17:27.380 --> 03:17:56.380]  So.
[03:17:56.380 --> 03:18:07.380]  I've got some good news. Our high quality supplements really work and we have about an 80 percent reorder rate with customers. That's the good news. They're amazing.
[03:18:07.380 --> 03:18:15.380]  The bad news is around one percent or a little less of our actual viewers and listeners ever go to info war store dot com and ever actually buy the products.
[03:18:15.380 --> 03:18:24.380]  So you're missing all these products. Plus, it funds the info war. Think of what we've done with just one percent of our massive audience actually buying products.
[03:18:24.380 --> 03:18:37.380]  Think what would happen if those of you on the fence actually went to info war store dot com and got some of these amazing products. I would recommend to 95 for your joints, your bones, inflammation to get one of the biggest effects.
[03:18:37.380 --> 03:18:48.380]  So you reorder and see how great it is. Also, we've got the super high quality, full spectrum CBD oil that's so good if your neurological systems, your brain, your joints, your bones as well.
[03:18:48.380 --> 03:18:56.380]  Or real red pill. Plus, just go try the product from the info war and help us defeat the world together. Info war store dot com.
[03:18:56.380 --> 03:19:04.380]  There is a war for the future happening right now. There is a war that will control my destiny, your destiny, our children's destiny.
[03:19:04.380 --> 03:19:09.380]  And that war is something that we can win. But it takes dedication. It takes commitment.
[03:19:09.380 --> 03:19:19.380]  That's why I ask listeners respectfully to go to info war store dot com and buy great products that will enrich and empower your life while keeping us on air at the very same time.
[03:19:19.380 --> 03:19:32.380]  Info war store dot com to get a signed or unsigned copy of my book, the great reset the war for the world. Ultimate bone broth back and stop nitric boost of the amazing CBD oil we have.
[03:19:32.380 --> 03:19:40.380]  That's the highest quality you're going to find anywhere at more than half off. It's all available at info war store dot com. Some of the very best products.
[03:19:40.380 --> 03:19:47.380]  And a lot of you have never shopped at info war store. You've been watching for years. You've been listening for years, but you've never taken the step to go to info war store.
[03:19:47.380 --> 03:19:55.380]  These are great products that really work and are amazing. Plus, they keep us on air. So again, please take action. Go to info war store dot com today.
[03:19:55.380 --> 03:20:18.380]  I think leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:18.380 --> 03:20:29.380]  You're listening to The Alex Jones Show. And now your host, Gerald Cilente.
[03:20:29.380 --> 03:20:39.380]  I can't help it because I'm so, you know, pumped up and aggravated about all this stuff. I just had some that super male vitality.
[03:20:40.380 --> 03:20:53.380]  Just put that male vitality to me. Super male vitality. Male vitality is not not allowed anymore. Hey, just ask Lola. No male vitality for you.
[03:20:54.380 --> 03:21:05.380]  Could you imagine giving Lola some super male vitality? Yeah. Again, man, I'm telling you, if I say man, I'm going to say we're man too.
[03:21:05.380 --> 03:21:21.380]  And and and his and how his. It's a it's the perfect couple would be Lindsey Graham and Rachel. It would be the wedding of the year. Yeah.
[03:21:22.380 --> 03:21:40.380]  The Bronx Zoo. This country is going down in front of our eyes like you can't believe I have a sister and she's in a nursing home, one of the best in the country.
[03:21:40.380 --> 03:21:48.380]  And they treated her very nice. Private room. Overlooking the Hudson River.
[03:21:48.380 --> 03:21:56.380]  Every time I go visit her, I walk in, I see all the people and everybody looks like this.
[03:21:56.380 --> 03:22:06.380]  You're all drugged out. And you don't have your family there. So I'm telling you, I'm telling you how bad things have gotten.
[03:22:06.380 --> 03:22:11.380]  Now, she's been a nursing and she had a number of strokes, you know, she's out of it.
[03:22:11.380 --> 03:22:15.380]  And I brought her up here in Kingston and I have someone taking care of all the time.
[03:22:15.380 --> 03:22:20.380]  And now I bring her up here so she could sit outside in front of my office while I'm working.
[03:22:20.380 --> 03:22:27.380]  And it's all sudden exposure. It's really pretty. And I'm sitting out there with her.
[03:22:27.380 --> 03:22:33.380]  I remember she hasn't seen people out in the street now for like 15 years.
[03:22:33.380 --> 03:22:38.380]  She's sitting in a wheelchair and she's watching people go by.
[03:22:38.380 --> 03:22:46.380]  And the way people are dressed and what they look like, she's going.
[03:22:46.380 --> 03:22:51.380]  I said, Gracie, I said, this is a different world from 15 years ago.
[03:22:51.380 --> 03:22:57.380]  She hasn't seen people out in the street in 15 years. She's freaked out.
[03:22:57.380 --> 03:23:05.380]  She can't believe how terrible people dress. How blimped out everybody is.
[03:23:05.380 --> 03:23:14.380]  A lack of dignity, a lack of respect. And it's exemplified.
[03:23:14.380 --> 03:23:21.380]  By what they teach us. To be called our leaders.
[03:23:21.380 --> 03:23:29.380]  And it's at every level. So when you go to kindergarten, you got the principal and you got the teachers.
[03:23:29.380 --> 03:23:34.380]  That low level is the level that we live through the public education system.
[03:23:34.380 --> 03:23:40.380]  But better, better name the government education system.
[03:23:40.380 --> 03:23:48.380]  This country is going down in front of our eyes. This is the fall of the Roman Empire.
[03:23:48.380 --> 03:23:56.380]  And what's happened, these little scummy creeps that keep taking us to war and war after war.
[03:23:56.380 --> 03:24:01.380]  The low life from Abraham Lincoln. Read the Long's book.
[03:24:01.380 --> 03:24:08.380]  Lincoln was pro-slavery. All he wanted to do was unionization. Killed several hundred thousand civilians.
[03:24:08.380 --> 03:24:14.380]  Wanted unionization, not freedom of states. To that Woodrow Wilson.
[03:24:14.380 --> 03:24:20.380]  May he rot in hell for giving us the Federal Reserve.
[03:24:20.380 --> 03:24:28.380]  Federal income tax. The IRS and World War One.
[03:24:28.380 --> 03:24:33.380]  One after another. A scum president.
[03:24:33.380 --> 03:24:41.380]  That has taken us to war. Give our money to the military industrial complex.
[03:24:41.380 --> 03:24:48.380]  Steal it from us with their taxes. Hiring all their friends.
[03:24:48.380 --> 03:24:54.380]  Bureau craps. To tell us what to do.
[03:24:54.380 --> 03:25:06.380]  It's the fall of the Roman Empire. You look at the freak show in front of everybody's eyes.
[03:25:06.380 --> 03:25:12.380]  This is an article that just came out.
[03:25:12.380 --> 03:25:20.380]  Dollar General has close to 20,000 stores across the United States.
[03:25:20.380 --> 03:25:27.380]  20,000 stores. Dollar General. How about cheap buck?
[03:25:27.380 --> 03:25:32.380]  I wouldn't need to stuff in there. Again, I'm not.
[03:25:32.380 --> 03:25:41.380]  Just so the folks, the folks and folks, you at Dollar General say that.
[03:25:41.380 --> 03:25:49.380]  I'm not telling people what to do. I'm just telling you the way I see it.
[03:25:49.380 --> 03:25:57.380]  There's not an item in your place that I would eat. I buy organic foods.
[03:25:57.380 --> 03:26:02.380]  I buy products like they have on Infowars.
[03:26:02.380 --> 03:26:10.380]  Dollar General, as I see it, I'm going into a crap hole.
[03:26:10.380 --> 03:26:15.380]  Look at this joint.
[03:26:15.380 --> 03:26:25.380]  20,000 stores exemplifies the style of America.
[03:26:25.380 --> 03:26:31.380]  That's what America has become. A dollar store.
[03:26:31.380 --> 03:26:37.380]  Now, all these people working here, I think it cost about, this is off the top of my head.
[03:26:37.380 --> 03:26:40.380]  I don't know the exact number. I keep forgetting it.
[03:26:40.380 --> 03:26:49.380]  It's around $160,000 to put somebody through school from kindergarten to K-12.
[03:26:49.380 --> 03:26:56.380]  And they steal our money in school taxes to do this.
[03:26:56.380 --> 03:27:03.380]  You didn't have to go to school to get a job at Dollar General.
[03:27:03.380 --> 03:27:12.380]  You didn't have to go to school to get a job driving an Amazon truck or working in one of their factories.
[03:27:12.380 --> 03:27:18.380]  You didn't need to go to school to go to Walmarts and work.
[03:27:18.380 --> 03:27:32.380]  This is the death of America and the scum politicians, the Clintons, the Bushes, the one after another,
[03:27:32.380 --> 03:27:38.380]  that did away with the regulations that prohibited the bigs from taking over our nation and responsible for this.
[03:27:38.380 --> 03:27:42.380]  The Jimmy Carter, the little peanut farmer.
[03:27:42.380 --> 03:27:50.380]  Yeah, we're probably with a pair of cajones smaller than a peanut that led interstate banking.
[03:27:50.380 --> 03:27:54.380]  Yeah, banks were only inter-trust state.
[03:27:54.380 --> 03:27:58.380]  Bank of America was in California.
[03:27:58.380 --> 03:28:05.380]  Yep, one little clown after another running and ruining our lives.
[03:28:05.380 --> 03:28:09.380]  Death of America, unless we unite.
[03:28:09.380 --> 03:28:12.380]  And I'm doing everything I can and Infowars is too.
[03:28:12.380 --> 03:28:16.380]  And by the way, Peace and Freedom Rally,
[03:28:16.380 --> 03:28:24.380]  Peace and Freedom Rally up here in Kingston, New York on May 27th, Memorial Day weekend at the Four Corners of Freedom.
[03:28:24.380 --> 03:28:28.380]  Yep, Judge Napolitano will be one of the speakers lining up others.
[03:28:28.380 --> 03:28:35.380]  Music, entertainment, speakers, food, freedom, free to come.
[03:28:35.380 --> 03:28:42.380]  If we don't unite and fight against this demonic system that we have, it's over.
[03:28:42.380 --> 03:28:47.380]  And there it is, the most historic Four Corners and I own three of the buildings.
[03:28:47.380 --> 03:28:50.380]  We'll be right back. Support Infowars.
[03:28:55.380 --> 03:29:02.380]  We now have three new game-changing products that are in stock at InfowarsStore.com.
[03:29:02.380 --> 03:29:06.380]  And one of our best selling products sold out for over a year that's now back in stock.
[03:29:06.380 --> 03:29:12.380]  Our Prebiotic does any introduction, does such amazing things to your gut flora, your overall health.
[03:29:12.380 --> 03:29:15.380]  What it does is essential, but read about it at InfowarsStore.com.
[03:29:15.380 --> 03:29:19.380]  And now, the fourth toothpaste designed by my dad, the last two were big hits.
[03:29:19.380 --> 03:29:21.380]  This one is really special.
[03:29:21.380 --> 03:29:27.380]  There's turmeric concentrate with a bunch of other essential oils and so much more to take your mouth's health to the next level.
[03:29:27.380 --> 03:29:35.380]  We also have high quality ashwagandharoot for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[03:29:35.380 --> 03:29:39.380]  And we have ashwagandharoot gummies as well. Very strong, very powerful.
[03:29:39.380 --> 03:29:42.380]  Now in stock at InfowarsStore.com.
[03:29:42.380 --> 03:29:47.380]  Go there, experience these great products and others and fund the Infowars.
[03:29:47.380 --> 03:29:49.380]  The only way we fail is not taking action.
[03:29:49.380 --> 03:29:55.380]  God bless you. Now please visit InfowarsStore.com and experience these powerful products for yourself.
[03:29:58.380 --> 03:30:01.380]  Humanity is in a fight for its very life.
[03:30:01.380 --> 03:30:07.380]  And Infowars for decades has been at the very forefront of the fight for a pro-human future.
[03:30:07.380 --> 03:30:09.380]  We can't stay on air without your help.
[03:30:09.380 --> 03:30:11.380]  And I want to thank you all for your past support.
[03:30:11.380 --> 03:30:18.380]  And I want to encourage those of you that have never bought products at InfowarsStore.com to go there and experience how amazing these products really are.
[03:30:18.380 --> 03:30:22.380]  Ultimate Bone Broth finally sold out for over two years back in stock.
[03:30:22.380 --> 03:30:25.380]  Real red pill plus, simply amazing.
