[00:00.000 --> 00:08.160]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[02:16:34.000 --> 02:16:38.000]  Last year, I was at Barton Springs, a big public natural spring.
[02:16:38.000 --> 02:16:42.000]  There were three cops, well, three male cops and three female cops.
[02:16:42.000 --> 02:16:46.000]  I think they were all police or in criminal justice.
[02:16:46.000 --> 02:16:58.000]  They were all laying out, talking about how they were going back to get more courses because two of them already worked at the NSA center in San Antonio and all the rest of them wanted jobs there and how great it was and how powerful they were.
[02:16:58.000 --> 02:17:00.000]  And that's what's crazy.
[02:17:00.000 --> 02:17:06.000]  It's how these people just brag about what they're involved in and are just so undisciplined on top of it.
[02:17:06.000 --> 02:17:07.000]  It's just really pathetic.
[02:17:07.000 --> 02:17:22.000]  And then back last year in August, I think it was, Reuters published that article about the Parallel Construction and they did an interview with one of the federal agents involved in looking at the NSA data and doing parallel constructions and things like that.
[02:17:22.000 --> 02:17:24.000]  And he said, this is such a great program.
[02:17:24.000 --> 02:17:26.000]  I just hope we can keep it secret.
[02:17:26.000 --> 02:17:28.000]  Isn't that cute?
[02:17:28.000 --> 02:17:31.000]  Yeah, that's our secret government and operation.
[02:17:31.000 --> 02:17:34.000]  How about I come to their house and watch them in bed and read their email?
[02:17:34.000 --> 02:17:35.000]  No, they don't freak out.
[02:17:35.000 --> 02:17:37.000]  These people are sick.
[02:17:37.000 --> 02:17:39.000]  I mean, something's wrong with them.
[02:17:39.000 --> 02:17:40.000]  Unbelievable.
[02:17:40.000 --> 02:17:42.000]  Let's talk to Shane in Michigan.
[02:17:42.000 --> 02:17:43.000]  You're on the air.
[02:17:43.000 --> 02:17:44.000]  Go ahead.
[02:17:44.000 --> 02:17:54.000]  Mr. Binney, you mentioned that the NSA might come in with the National Guard to nationalize resources in Utah if that state turns off the water.
[02:17:54.000 --> 02:18:10.000]  My question is, does this mean that the NSA is, in fact, reliant on resources that are provided at the state and local levels and that if we can't get the Congress to do anything, this might be a last ditch effort to put a choke hold on them and stop what they're doing?
[02:18:10.000 --> 02:18:13.000]  Yeah, but I would not advocate that.
[02:18:13.000 --> 02:18:25.000]  I mean, I would advocate hitting your state and local government employees and making sure that they stand up and resist this and also hit all your people representatives in Congress.
[02:18:25.000 --> 02:18:30.000]  And then if they don't start going along, we need to have a unified effort to fire them, get rid of them.
[02:18:30.000 --> 02:18:31.000]  That's right.
[02:18:31.000 --> 02:18:41.000]  I mean, I'm not normally for just standard civil disobedience, and I agree with what Mr. Binney's saying in general, but the state triggering a constitutional crisis,
[02:18:41.000 --> 02:18:50.000]  blocking water, cutting off electricity, force the National Guard in to restore the water and the power to draw attention to it.
[02:18:50.000 --> 02:18:54.000]  I think these are the type of stunts we need to start seeing be pulled.
[02:18:54.000 --> 02:18:57.000]  I think the state government could do that, but I wouldn't advocate individuals.
[02:18:57.000 --> 02:18:58.000]  Oh, absolutely not.
[02:18:58.000 --> 02:18:59.000]  No, no, no.
[02:18:59.000 --> 02:19:01.000]  We don't want to be put on a terrorist list.
[02:19:01.000 --> 02:19:03.000]  And they'll call it terrorism.
[02:19:03.000 --> 02:19:07.000]  In fact, they might even bomb themselves and look like victims, false flags.
[02:19:07.000 --> 02:19:10.000]  The sky's the limit, but this has gone too far.
[02:19:10.000 --> 02:19:18.000]  It is time to have state governments peacefully start moving with injunctions and kind of like Texas is suing over Obamacare with 17 other states.
[02:19:18.000 --> 02:19:19.000]  Yeah, right.
[02:19:19.000 --> 02:19:20.000]  It's time to say no.
[02:19:20.000 --> 02:19:32.000]  Or like I think we talked about in an earlier program that they could have a constitutional convention where the states would hold it and keep everybody in D.C. out of it and then modify the Constitution and operate from that.
[02:19:32.000 --> 02:19:33.000]  Sure.
[02:19:33.000 --> 02:19:36.000]  Is it fair to say we now have a rogue federal government?
[02:19:36.000 --> 02:19:39.000]  Yes.
[02:19:39.000 --> 02:19:41.000]  In my view, that's exactly what we have.
[02:19:41.000 --> 02:19:43.000]  Yeah, it's like you come back from being on vacation.
[02:19:43.000 --> 02:19:45.000]  Your employees have changed the locks.
[02:19:45.000 --> 02:19:50.000]  They're telling you that it's their business, their house, and they have no legal standing, but they got a bunch of guns.
[02:19:50.000 --> 02:19:51.000]  Yep.
[02:19:51.000 --> 02:19:54.000]  And they're just staring at us, telling us we're terrorists.
[02:19:54.000 --> 02:19:56.000]  And then we don't confront them.
[02:19:56.000 --> 02:19:58.000]  We go home and try to figure out how to be peaceful.
[02:19:58.000 --> 02:20:02.000]  And then they send a SWAT team to our home and get us out of the shower.
[02:20:02.000 --> 02:20:03.000]  That's right.
[02:20:03.000 --> 02:20:04.000]  Yeah, that's right.
[02:20:04.000 --> 02:20:05.000]  That's what happened to you.
[02:20:05.000 --> 02:20:08.000]  I mean, it's just, it's craziness.
[02:20:08.000 --> 02:20:15.000]  And now John Corzine and Goldman Sachs can take billions out of bank accounts and not give it back and MF Global and nobody gets in trouble.
[02:20:15.000 --> 02:20:18.000]  I mean, it's just, we're in trouble, people.
[02:20:18.000 --> 02:20:20.000]  They are out of control.
[02:20:20.000 --> 02:20:27.000]  And historically, that means they'll just power grab and power grab until everything starts collapsing.
[02:20:27.000 --> 02:20:30.000]  Jay, in California, you only got a few minutes left with our guest.
[02:20:30.000 --> 02:20:31.000]  Jay, thanks for calling.
[02:20:31.000 --> 02:20:33.000]  You're on the air with William Benny.
[02:20:33.000 --> 02:20:35.000]  Yeah, I'll be real brief, Mr. Benny.
[02:20:35.000 --> 02:20:47.000]  I just had to dish out a little bit of gratitude to yourself and obviously Alex Jones for bringing up this kind of stuff in this media operation for years and exposing kind of what's going on.
[02:20:47.000 --> 02:20:49.000]  And now it seems that it's an agreement.
[02:20:49.000 --> 02:21:04.000]  It's the consensus among the republic, among the public in this republic that we're being spied on illegally, that these judges are being, you know, basically with inside baseball blackmailed into changing laws and the rest of it.
[02:21:04.000 --> 02:21:11.000]  And I was just curious what you would advise people.
[02:21:11.000 --> 02:21:14.000]  And I know I'm not asking just for myself.
[02:21:14.000 --> 02:21:20.000]  I'm asking on behalf of others that I talked to that don't feel that there's real government.
[02:21:20.000 --> 02:21:23.000]  We can all agree it's a real government.
[02:21:23.000 --> 02:21:25.000]  We don't believe it can be put back together.
[02:21:25.000 --> 02:21:28.000]  Don't think it's broken and can't be put back together again.
[02:21:28.000 --> 02:21:30.000]  What would you say about that?
[02:21:30.000 --> 02:21:37.000]  Well, I would say that there are ways we have some ways to try to help save and salvage our country.
[02:21:37.000 --> 02:21:49.000]  And one of the primary ways is to get active in politics and stand up and make sure you're, if you're going to elect somebody as a representative that they stand up and defend the constitution and foundation,
[02:21:49.000 --> 02:21:51.000]  founding principles of this country.
[02:21:51.000 --> 02:21:56.000]  That's something that the current crop of people we have down there in Washington aren't doing right now.
[02:21:56.000 --> 02:22:03.000]  They're violating every way they possibly can and they're getting everybody they possibly can to support what they're doing and cover up for them.
[02:22:03.000 --> 02:22:04.000]  That's right.
[02:22:04.000 --> 02:22:14.000]  They're circling the wagons to use the whistleblowers and the political awakening as a way to actually legitimize this giant usurpation of our basic freedoms.
[02:22:14.000 --> 02:22:18.000]  And if we don't start backing them off at this point, the sky's the limit.
[02:22:18.000 --> 02:22:20.000]  We've already basically reached the sky.
[02:22:20.000 --> 02:22:22.000]  We're now going out into outer space.
[02:22:22.000 --> 02:22:28.000]  These are our final calls and we're going to let our gracious guests go. Mike in Wyoming, you're on the year worldwide.
[02:22:28.000 --> 02:22:30.000]  Hi, Mr. Benny.
[02:22:30.000 --> 02:22:41.000]  My recollection is that Perry Truman created NSA just with the stroke of his pen that Congress never actually created that agency by statute.
[02:22:41.000 --> 02:22:44.000]  Why isn't it entitled to funding in the first place?
[02:22:44.000 --> 02:22:46.000]  That's correct.
[02:22:46.000 --> 02:22:53.000]  Funding comes out of the Department of Defense, so the Department of Defense splices out a set of funding for them.
[02:22:53.000 --> 02:23:00.000]  But it's under, since the FISA laws, they've now had committees overseeing them and overseeing their budgets.
[02:23:00.000 --> 02:23:06.000]  But those committees have been basically usurped and are basically advocates for these agencies.
[02:23:06.000 --> 02:23:15.000]  And they tend to support them no matter what, which means that their committees get to manage larger budgets as the agencies themselves grow.
[02:23:15.000 --> 02:23:21.000]  So from their perspective, they look at that as a positive contribution when, in fact, they should be standing up for our rights
[02:23:21.000 --> 02:23:24.000]  and stopping these people under the FISA law alone.
[02:23:24.000 --> 02:23:28.000]  That was the reason the church committee said that's what the church committee came up with.
[02:23:28.000 --> 02:23:32.000]  That's what they said, and this is how we're going to try to set up checks and balances.
[02:23:32.000 --> 02:23:36.000]  Well, those checks and balances over time have proven to just outright fail.
[02:23:36.000 --> 02:23:38.000]  They're nonexistent now.
[02:23:38.000 --> 02:23:47.000]  I mean, the FISA courts have rubber-stamped the intelligence committees or advocates for the agencies to do domestic spying when, in fact, they were created.
[02:23:47.000 --> 02:23:58.000]  Their founding principles for the creation of those were to prevent spying agencies in the United States from spying on United States citizens domestically.
[02:23:58.000 --> 02:24:01.000]  And that, they totally failed at.
[02:24:01.000 --> 02:24:13.000]  It is a criminal big brother revolution by bureaucrats and corporate and government interest to openly execute fraud upon us until it becomes common law precedent.
[02:24:13.000 --> 02:24:15.000]  And it is just over the top.
[02:24:15.000 --> 02:24:18.000]  They're getting away with it. Mike, anything else?
[02:24:18.000 --> 02:24:20.000]  No, that's all. Thank you.
[02:24:20.000 --> 02:24:21.000]  Thank you very much.
[02:24:21.000 --> 02:24:27.000]  Well, folks, we are basically out of time with our guest, William Benny.
[02:24:27.000 --> 02:24:34.000]  We've got Chris, John, Truth, Raider, Frank, and many others holding, all trying to answer your questions as best I can.
[02:24:34.000 --> 02:24:38.000]  Mr. Benny, people constantly say, where are the whistleblowers?
[02:24:38.000 --> 02:24:41.000]  Where are good people in government, good people in corporations?
[02:24:41.000 --> 02:24:55.000]  Well, whether it's John Perkins, who was an economic hitman for big banks, or whether it's Colonel Schaefer or General Benton K. Parton, or countless other people, we have had on this broadcast, Tosh Plumlee, Celica Steele,
[02:24:55.000 --> 02:24:59.000]  hundreds and hundreds and hundreds. Terry Reid.
[02:24:59.000 --> 02:25:01.000]  It's got to be over a thousand now.
[02:25:01.000 --> 02:25:04.000]  Whistleblowers from state, federal, international level.
[02:25:04.000 --> 02:25:10.000]  Wolfgang Wurdar, the head of the EU vaccine program admitting the vaccines are tainted.
[02:25:10.000 --> 02:25:22.000]  I mean, the truth is, we actually have more people in major corporations and governments that do go public, and then the public doesn't get behind them or listens to mainstream media demonizing them.
[02:25:22.000 --> 02:25:33.000]  To the point of now, where they're arresting and persecuting the press, not just people that internally blew the whistle and gave up your career heading up a major agency.
[02:25:33.000 --> 02:25:41.000]  I mean, it's just, I think it's the immorality and the laziness of the American people that at the end of the day is allowing this.
[02:25:41.000 --> 02:25:46.000]  I don't think we are the progenitors of it, but we're the people that allow it.
[02:25:46.000 --> 02:25:52.000]  And as Eric Hoffer said, propaganda does not deceive people, it merely helps them deceive themselves.
[02:25:52.000 --> 02:25:59.000]  And men have to ask, do they really only want sports center and fantasy football over a free country and a future?
[02:25:59.000 --> 02:26:03.000]  Do women only want to go out and party and act like tarts?
[02:26:03.000 --> 02:26:05.000]  Or do they want to have a future for their children?
[02:26:05.000 --> 02:26:07.000]  Because we're going into bondage.
[02:26:07.000 --> 02:26:09.000]  This is only the beginning.
[02:26:09.000 --> 02:26:13.000]  We can see the fruits of this tyranny as our country and the world goes down the drain.
[02:26:13.000 --> 02:26:16.000]  We've started a global spy race now.
[02:26:16.000 --> 02:26:18.000]  So who knows what's going to come out of this?
[02:26:18.000 --> 02:26:20.000]  It's destabilizing our world.
[02:26:20.000 --> 02:26:22.000]  It's discrediting our country.
[02:26:22.000 --> 02:26:25.000]  It's discrediting our tech companies because people don't want to do business with us.
[02:26:25.000 --> 02:26:27.000]  I'm kind of ranting here at the end.
[02:26:27.000 --> 02:26:30.000]  It's just why are we allowing this to happen?
[02:26:30.000 --> 02:26:31.000]  It is so insane.
[02:26:31.000 --> 02:26:33.000]  Final comment.
[02:26:33.000 --> 02:26:43.000]  You're pointing out some of the very short-sighted, finite thinking that people went through when they first decided to do these kinds of things.
[02:26:43.000 --> 02:26:46.000]  And I start with Cheney and his dark side business.
[02:26:46.000 --> 02:26:55.000]  Instead of focusing on doing the intelligence business and the military business in a focused, disciplined way,
[02:26:55.000 --> 02:27:02.000]  he went on a scatter approach, let's go after everything and do everything we possibly can to ensure we get information.
[02:27:02.000 --> 02:27:07.000]  Well, I mean, it's been shown for a long time by any numbers of studies and examples,
[02:27:07.000 --> 02:27:11.000]  testimony from various people that torture doesn't work.
[02:27:11.000 --> 02:27:14.000]  And if you torture people, they'll tell you anything you want them to tell you.
[02:27:14.000 --> 02:27:18.000]  And so what that means is you need to do a disciplined approach.
[02:27:18.000 --> 02:27:26.000]  And I think the FBI had at one point, anyway, they were thinking that torture was not the way to go either
[02:27:26.000 --> 02:27:29.000]  and that there were other ways to get the information and get it reliably.
[02:27:29.000 --> 02:27:35.000]  Certainly, we knew from the second business that that was true and they went down a very bad path there.
[02:27:35.000 --> 02:27:37.000]  They went down a very bad path everywhere.
[02:27:37.000 --> 02:27:41.000]  I think the dark side is just the bad path, that's all.
[02:27:41.000 --> 02:27:44.000]  Well, sir, you are a modern hero.
[02:27:44.000 --> 02:27:51.000]  You have gone through hell, lost your lucrative job, done so many other things to warn us.
[02:27:51.000 --> 02:27:57.000]  You raised the alarm as a modern Paul Revere and now it's up to us to try to carry them all.
[02:27:57.000 --> 02:28:01.000]  But I appreciate you working so hard and still going through the persecution.
[02:28:01.000 --> 02:28:03.000]  I hope you write a book.
[02:28:03.000 --> 02:28:07.000]  Now we know about all the illegal spying, but just write a book about your experiences.
[02:28:07.000 --> 02:28:11.000]  They can't stop you from writing about the persecution you've gone through.
[02:28:11.000 --> 02:28:21.000]  Really, I see it as a modern jungle, just like the jungle exposed child labor and the Rockefeller factories.
[02:28:21.000 --> 02:28:31.000]  I think your book or another big whistleblower book, not so much getting into the spying even, but just the response to it could be made into a film.
[02:28:31.000 --> 02:28:34.000]  You name it and things like that will turn around our society.
[02:28:34.000 --> 02:28:36.000]  William, Benny, thank you so much.
[02:28:36.000 --> 02:28:38.000]  Thank you for having me.
[02:28:38.000 --> 02:28:39.000]  All right, folks, there he goes.
[02:28:39.000 --> 02:28:45.000]  I'm an amazing individual and there's so many of them and I'll tell you what's humbling about my broadcast.
[02:28:45.000 --> 02:28:49.000]  I get to talk to people like that every day and I get to talk to you.
[02:28:49.000 --> 02:28:52.000]  And sometimes I get frustrated, sometimes I get rude and mad.
[02:28:52.000 --> 02:28:54.000]  It's because this is real for me.
[02:28:54.000 --> 02:28:57.000]  I've been doing this for 20 years, I know a lot.
[02:28:57.000 --> 02:29:01.000]  And to look at one story, I make all these connections in my mind to other data.
[02:29:01.000 --> 02:29:03.000]  It gives me a headache.
[02:29:03.000 --> 02:29:06.000]  To look at one article gives me a headache like this article.
[02:29:06.000 --> 02:29:12.000]  UNICEF calls 2014 one of the worst years on record for the world, New York Times.
[02:29:12.000 --> 02:29:14.000]  Why does that give me a headache?
[02:29:14.000 --> 02:29:16.000]  I'll tell you when we come back.
[02:29:16.000 --> 02:29:18.000]  Why does it make me feel rage?
[02:29:18.000 --> 02:29:21.000]  Why does it make me want to cry?
[02:29:24.000 --> 02:29:26.000]  I'll tell you when we come back.
[02:29:26.000 --> 02:29:28.000]  And we'll continue with your phone calls straight ahead as well.
[02:29:28.000 --> 02:29:30.000]  Benny did an hour and a half with us.
[02:29:30.000 --> 02:29:32.000]  I skipped two network breaks.
[02:29:32.000 --> 02:29:34.000]  You name it, because that was such important information.
[02:29:34.000 --> 02:29:38.000]  And I hope when the video of this gets posted at infowars.com tomorrow,
[02:29:38.000 --> 02:29:41.000]  I hope it isn't pearls before swine.
[02:29:41.000 --> 02:29:44.000]  I hope we get it out to everybody else because you are the resistance.
[02:29:44.000 --> 02:29:46.000]  You are the answer.
[02:29:46.000 --> 02:29:48.000]  You are the Paul Revere.
[02:29:48.000 --> 02:29:50.000]  We're on the march.
[02:29:50.000 --> 02:29:52.000]  The Empire's on the run.
[02:29:52.000 --> 02:30:17.000]  Alex Jones and the GCN Radio Network.
[02:30:22.000 --> 02:30:24.000]  We're on the run.
[02:31:23.000 --> 02:31:28.000]  10's of thousands of individuals have use oxy powder to cleanse their bodies
[02:31:28.000 --> 02:31:30.000]  and aid in their transformations.
[02:31:30.000 --> 02:31:37.000]  Even Infowars Nightly News Director Rob Doe has been using oxy powder with incredible success.
[02:31:37.000 --> 02:31:40.000]  It took me that first day and I took it for six more days after that.
[02:31:40.000 --> 02:31:42.000]  12 pounds melted off in about a week.
[02:31:42.000 --> 02:31:44.000]  I'd say a week. Seven days.
[02:31:44.000 --> 02:31:46.000]  2015 can be different.
[02:31:46.000 --> 02:31:49.000]  Diet and exercise are important but a lot of us have already tried that.
[02:31:49.000 --> 02:31:59.000]  flushes it out. Secure your oxy powder at infowarslife.com. That's infowarslife.com or 888-253-3139.
[02:31:59.000 --> 02:32:05.800]  The average person's life is filled with unexpected challenges. Unlock the energy it takes to defeat
[02:32:05.800 --> 02:32:12.200]  these daily beasts with super male or super female vitality, specifically designed to assist the
[02:32:12.200 --> 02:32:19.400]  body in regulating proper hormone balance to create superior vitality in males and females.
[02:32:19.400 --> 02:32:27.320]  Supercharge and conquer your world at infowarslife.com or call 1-88-253-3139.
[02:32:28.920 --> 02:32:33.480]  The government's Department of Homeland Security is buying up loads of ammo. At the same time,
[02:32:33.480 --> 02:32:38.040]  they're restricting civilians' rights to own and purchase firearms. Can you put two and two
[02:32:38.040 --> 02:32:43.960]  together? Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds.
[02:32:43.960 --> 02:32:49.880]  It's reasonably priced and fully legal. But for how long? Go to infidelbodyarmor.com,
[02:32:49.880 --> 02:32:57.160]  spelled I-N-F-I-D-E-L body armor dot com. Infidel Body Armor just won't quit.
[02:32:57.160 --> 02:33:09.320]  If you are receiving this transmission, you are the resistance.
[02:33:09.320 --> 02:33:33.480]  If you are receiving this transmission, you are the resistance. It's Alex Jones.
[02:33:33.480 --> 02:33:42.840]  In the heat of the night, UNICEF calls 2014 one of the worst years on record
[02:33:45.160 --> 02:33:50.040]  for world's children. And they go through all over the world.
[02:33:51.880 --> 02:33:57.000]  15 million children starve to death a year. Other 20 million adults, they go through war.
[02:33:57.000 --> 02:34:06.040]  23 million children live in countries and areas riven by armed conflicts. And this is the UN
[02:34:07.960 --> 02:34:14.280]  that goes around sterilizing people, goes around engaging in massacres, goes around destabilizing.
[02:34:14.280 --> 02:34:19.720]  But every time you're at the shopping mall or something, if a woman looks like she's a model,
[02:34:20.280 --> 02:34:23.640]  she's wearing a UNICEF shirt. Because that's how, that's what models do.
[02:34:23.640 --> 02:34:28.280]  Miss America, what do you want to do? I want to help UNICEF help the children.
[02:34:30.760 --> 02:34:34.440]  It's like give your money to the Red Cross and half of it goes to gun control, basically.
[02:34:34.440 --> 02:34:36.760]  I'm not against you if you ever helped the Red Cross.
[02:34:38.280 --> 02:34:42.520]  What you did was good, but the organization itself is a globalist crime syndicate, in my
[02:34:42.520 --> 02:34:48.680]  opinion. Same thing with United Way. But the UN makes them all look like angels.
[02:34:48.680 --> 02:34:56.200]  And it says they've been orphan, kidnapped, tortured, recruited, raped, and even sold as slaves.
[02:34:57.720 --> 02:35:01.400]  The same New York Times two years ago admitted that the UN in the Congo
[02:35:01.400 --> 02:35:07.000]  was going in and killing whole villages of people that wouldn't leave their own ancestral land
[02:35:07.000 --> 02:35:12.440]  because they had promised it as a carbon sink under the UN. Oh, you can have mines over here
[02:35:12.440 --> 02:35:17.720]  for big corporations, but there has to be an offset now. This land can have people on it.
[02:35:17.720 --> 02:35:23.480]  So we're going to force you off. I mean, I remember, had to be like 1998, if somebody's got
[02:35:23.480 --> 02:35:28.360]  National Geographic, you say find it for me. I was like 98 because I covered it on air a
[02:35:28.360 --> 02:35:33.400]  bunch, maybe 99. It was articles about Burma and a couple of the places about UN
[02:35:35.640 --> 02:35:41.880]  buffer zones in those countries and it showed UN troops and it said they shoot anyone trying to
[02:35:41.880 --> 02:35:48.200]  come in, period. And how they'd run people off their ancestral lands there. I mean, I know that's
[02:35:48.200 --> 02:35:51.560]  on record they did that, the UN reportedly killed tens of thousands in Burma alone, but
[02:35:52.120 --> 02:35:57.960]  there it was in an article about how good it was with liberals reading it.
[02:35:59.800 --> 02:36:04.920]  So see, I see an article where the UN's trying to save the kids again.
[02:36:04.920 --> 02:36:13.080]  Remember, Prince Bernhard founded the World Wildlife Fund, the other cause celeb thing of every young
[02:36:13.080 --> 02:36:22.920]  college girl. He used it on record as a front. Look it up for running giant poaching operations
[02:36:22.920 --> 02:36:27.240]  in Africa. You know, how much you can get for all that ivory and stuff, especially in China,
[02:36:27.240 --> 02:36:32.040]  where they grind it up and eat it as a medicinal for tiger claws and all the rest of it.
[02:36:32.040 --> 02:36:37.480]  Last time I heard, I think a tiger claw is something like
[02:36:39.160 --> 02:36:47.000]  $5,000 a gram or something ridiculous. The point is, is that it'd be like Count Dracula running a
[02:36:47.000 --> 02:36:57.640]  blood bank. It's just the, uh, the USO. Let's say you pronounce it right. What's the group they set
[02:36:57.640 --> 02:37:03.240]  up during World War II where the celebrities go play for the troops? Yeah. Great organization.
[02:37:03.240 --> 02:37:08.680]  There's a lot of great stuff. Bob Hope, whole nine yards. Nothing against entertainment for the
[02:37:08.680 --> 02:37:14.440]  troops or whatever, but it was founded by George Herbert Walker Bush, his dad, Prescott Bush, when
[02:37:14.440 --> 02:37:20.200]  he was about to be indicted by the McCormick-Dickstein committee basically for being the main Nazi
[02:37:20.200 --> 02:37:25.320]  collaborator. So he comes out with a thing for the troops. You know, that's the thing about
[02:37:25.320 --> 02:37:30.680]  knowing history is that it's so frustrating. You see one article like this and then it makes
[02:37:30.680 --> 02:37:37.000]  you think of all the stuff they're doing and it's always irritating to see the very people involved
[02:37:37.000 --> 02:37:47.880]  in all this evil posing as the good guys. Here's another New York Times. Bush and CIA
[02:37:47.880 --> 02:37:52.920]  ex-officials rebut torture report, the new Senate report that's a whitewash,
[02:37:52.920 --> 02:37:57.960]  which admits the torture. The Democrats are just trying to score some political points.
[02:37:58.520 --> 02:38:03.640]  That's why the CIA was spying on them illegally. But it doesn't make Diane Feinstein good that
[02:38:03.640 --> 02:38:09.000]  she's being spied on. See, it's just a ship of rats fighting with each other. But the issue here
[02:38:09.000 --> 02:38:13.240]  is back when they thought they had America eaten out of their hand, they admitted torture on television.
[02:38:13.240 --> 02:38:17.400]  Why Jack Bauer tortured every night on 24. He was always right. He was a good guy.
[02:38:17.400 --> 02:38:26.440]  But they didn't torture somebody like give us, you know, you capture a code
[02:38:27.160 --> 02:38:31.320]  expert who knows how the German code works. Show us how this machine works. We're going to start
[02:38:31.320 --> 02:38:38.120]  chopping your fingers off. What really works is we're going to hunt your kids down in Germany
[02:38:38.120 --> 02:38:42.840]  and kill them. We've got hit teams inside your country right now. If you don't tell us, that's
[02:38:42.840 --> 02:38:49.080]  bad enough. But that would work sometimes in an absolute emergency situation where you know what
[02:38:49.080 --> 02:38:54.600]  you're going after and I'm against torture. But the claims that torture doesn't work. It's not
[02:38:54.600 --> 02:39:00.760]  really completely true. What it really works for, though, is false confessions and to flip people
[02:39:00.760 --> 02:39:07.960]  over to be double agents and do whatever you want. That's what torture is really all about.
[02:39:07.960 --> 02:39:13.000]  And it's what tyrants do in upright countries don't do it. George Washington, if he caught his
[02:39:13.000 --> 02:39:18.040]  troops torturing, because the British troops would torture to get intel, he would hang you.
[02:39:18.040 --> 02:39:23.880]  Look it up. And you know why he hang you? Because he wanted the moral high ground. If you got caught
[02:39:23.880 --> 02:39:30.760]  raping a woman, George Washington would hang you. And foreign generals from Germany and others came
[02:39:30.760 --> 02:39:40.040]  over here and really admired the colonial army because it didn't engage in war crimes and everybody
[02:39:40.040 --> 02:39:46.680]  else did. And that's one reason they ended up winning the public support and winning the war
[02:39:46.680 --> 02:39:53.960]  because there was a moral high ground that had to be attained. George Washington wasn't a wimp
[02:39:53.960 --> 02:39:59.080]  because he didn't torture and he didn't rape and didn't elude. He knew he had to have the moral high
[02:39:59.080 --> 02:40:06.120]  ground. Now he did sit down every morning and sign death warrants on traitors that were working
[02:40:06.120 --> 02:40:17.800]  with the British who would be assassinated. That's not torture. So that's the difference,
[02:40:17.800 --> 02:40:24.840]  ladies and gentlemen. And it's a guarantee that we're going to Hades in a handbasket
[02:40:24.840 --> 02:40:32.600]  with all the garbage that's going on. And I've got three children and I love them and I want
[02:40:32.600 --> 02:40:35.320]  them to have a future with your children. And that's why we got to turn this around.
[02:40:40.120 --> 02:40:44.760]  Now there's a story up on DrudgeReport.com. We also have it up on InfoWars.com. I'm going to
[02:40:44.760 --> 02:40:50.920]  tweet it out at Real Alex Jones. And Compton on Obama. He launched profanity lace tirades against
[02:40:50.920 --> 02:40:55.800]  the press according to ABC News Journalists and Compton. Rock Obama launched a profanity lace
[02:40:55.800 --> 02:41:01.160]  tirades against the press and off the record meeting with reporters. I've been watching Obama. He
[02:41:01.160 --> 02:41:06.840]  used to seem real slick and happy and kind of bebopping as a narcissist. He looks really upset
[02:41:06.840 --> 02:41:13.800]  now. Now he has acid reflux on his stuff in a C-span interview. Compton also derided the president
[02:41:13.800 --> 02:41:19.480]  for leading the most opaque. That means hard to see through administration of any I have covered.
[02:41:19.480 --> 02:41:23.160]  And this is just the degeneration of government. It's going to get worse and worse.
[02:41:23.880 --> 02:41:28.200]  The journalist who retired in August of her 40-year career revealed to C-span's Ryan Lamb,
[02:41:28.200 --> 02:41:33.160]  I have seen in the last year Obama really angry twice. Both were off the record times.
[02:41:33.160 --> 02:41:38.840]  I got a question. What is she doing bringing up an off the record discussion? I don't like Obama.
[02:41:38.840 --> 02:41:42.760]  But if it's not a crime he's committing, you don't bring up an off the record discussion.
[02:41:44.360 --> 02:41:48.200]  These journalists are a pack of rats. They're just as bad or worse as Obama.
[02:41:48.200 --> 02:41:54.120]  They go along with the sellout of the country and when they retire they dish dirt on people that gave
[02:41:54.120 --> 02:41:59.400]  them confidence. Let's go ahead and play the clip. Here it is. I have seen in the last year
[02:42:00.200 --> 02:42:06.920]  Barack Obama really angry twice. Both were off the record times. One profanity laced
[02:42:07.800 --> 02:42:13.960]  where he thought the press was making too much of scandals that he didn't think were scandals.
[02:42:13.960 --> 02:42:21.400]  Another where he took us to task for not understanding the limits he has with foreign policy
[02:42:21.400 --> 02:42:28.200]  in the way he's dealing with the Middle East and Iraq and Afghanistan. I don't find him apologetic
[02:42:28.840 --> 02:42:33.080]  but I find him willing to stand up to the press and look them in the eye even though it was off
[02:42:33.080 --> 02:42:43.240]  the record and just give us hell. From his point of view he may but we cover what we are allowed
[02:42:43.240 --> 02:42:49.000]  to cover and when policy decisions and this is all about how the press is in a fight with him and
[02:42:49.000 --> 02:42:56.520]  how how she was there and she's not going to let him boss around all about her, her, her.
[02:42:59.560 --> 02:43:02.760]  Do you understand folks? She was in an off the record meeting.
[02:43:04.120 --> 02:43:08.520]  She's not a journalist. See I don't claim to be a journalist first and foremost but if you're in
[02:43:08.520 --> 02:43:14.280]  an off the record discussion with me it's that. I don't even tell crew about it.
[02:43:16.200 --> 02:43:19.880]  Sometimes I'll have guests during the break start telling me stuff off the record. I go
[02:43:19.880 --> 02:43:24.360]  I trust my crew but this isn't really off the record. You got a bunch of people listening to
[02:43:24.360 --> 02:43:30.680]  this and to watch them all these swollen people because they work for mainstream media acting
[02:43:30.680 --> 02:43:38.760]  like you know they're sycophantic journalists and I'm not. I'm a conspiracy theorist.
[02:43:39.400 --> 02:43:44.760]  People like this woman couldn't get a William Benion and have him say exactly right precisely
