[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[03:23:24.282 --> 03:23:28.165]  Find the light in our logo, and find out more at DarkCityDefense.com.
[03:23:29.142 --> 03:23:31.743]  Are you worried about how dangerous the world has become?
[03:23:31.743 --> 03:23:39.027]  In these days of terrorists, attacks, natural disasters, or even a future collapse, you need to be medically prepared to keep your family safe.
[03:23:39.027 --> 03:23:48.232]  I'm Joe Alton, MD of store.doomandbloom.net, where you'll find an entire line of uniquely designed medical kits and supplies for when help is not on the way.
[03:23:48.232 --> 03:23:55.215]  For everything from individual first aid kits to the ultimate family medical bag, go to store.doomandbloom.net today.
[03:23:55.215 --> 03:23:57.496]  That's store.doomandbloom.net.
[03:23:57.496 --> 03:23:58.537]  You'll be glad you did.
[03:24:01.400 --> 03:24:07.242]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[03:24:07.242 --> 03:24:09.583]  Because there's a war on for your mind.
[03:24:09.583 --> 03:24:15.465]  Welcome back to The Alex Jones Show.
[03:24:15.465 --> 03:24:18.246]  I'm David Knight on this Monday.
[03:24:18.246 --> 03:24:20.046]  And we're looking at June 27th.
[03:24:20.046 --> 03:24:22.247]  We're looking at the Supreme Court case.
[03:24:22.247 --> 03:24:23.848]  And I wanted to give you an example.
[03:24:25.044 --> 03:24:26.965]  of just how corrupt this whole system is.
[03:24:26.965 --> 03:24:31.247]  I mean, we've got people about Brexit saying, we need a do-over.
[03:24:31.247 --> 03:24:32.908]  I don't like the results.
[03:24:32.908 --> 03:24:37.930]  We've got the Supreme Court actually giving a do-over, which is against their previous rulings.
[03:24:37.930 --> 03:24:40.111]  It's against the law to do this.
[03:24:40.111 --> 03:24:41.492]  These people already lost.
[03:24:41.492 --> 03:24:42.773]  They didn't appeal the case.
[03:24:42.773 --> 03:24:47.075]  But now they gave him a do-over and said, all right, and now we're going to reverse what happened earlier.
[03:24:47.875 --> 03:24:58.620]  And then, of course, in politics, we see over this weekend an orchestrated attempt by the never-Trumper GOP I'm With Her Hillary people, okay?
[03:24:58.620 --> 03:25:03.683]  People like George Will, National Review, David French, the guy that was a candidate for about a week.
[03:25:03.683 --> 03:25:05.744]  They got this guy who's filed suit in Virginia.
[03:25:08.280 --> 03:25:10.562]  They want a do-over as well.
[03:25:10.562 --> 03:25:17.626]  They want to say, hey, we are delegates and we have superior First Amendment rights to you people.
[03:25:17.626 --> 03:25:22.109]  What our opinion is, it matters more than millions of voters in these elections.
[03:25:22.109 --> 03:25:25.131]  And so we're going to say that you can't penalize me.
[03:25:25.131 --> 03:25:26.852]  We're going to sue you over this.
[03:25:26.852 --> 03:25:30.074]  So over and over again, we're seeing people say we want a do-over.
[03:25:30.074 --> 03:25:30.834]  The abortion law.
[03:25:30.834 --> 03:25:31.195]  Brexit.
[03:25:31.835 --> 03:25:33.436]  The GOP convention.
[03:25:33.436 --> 03:25:38.440]  Everybody is saying, hey, I didn't win, and so I'm going to change all the rules right now.
[03:25:38.440 --> 03:25:42.663]  I'm going to say all the rules don't apply, and I'm going to do whatever I have to.
[03:25:42.663 --> 03:25:47.347]  I'm going to suspend your free speech because I don't want to debate science with you when it's climate change.
[03:25:48.047 --> 03:25:54.530]  I don't want to hear what you have to say, so I'm going to call you a hateful racist and shut you down with hate speech laws.
[03:25:54.530 --> 03:26:05.754]  I'm going to do whatever I can to silence, to censor you, to pervert the rule of law, the rules of democracy, the rules of our republic, just so I can get my way.
[03:26:05.754 --> 03:26:07.375]  This is what we're seeing increasingly.
[03:26:07.375 --> 03:26:10.456]  So I want to break this down because, as I pointed out before,
[03:26:11.803 --> 03:26:15.065]  Justice Alito could barely contain his anger.
[03:26:15.065 --> 03:26:19.167]  He was rocking back and forth in his seat, and I would have been too if I had been there.
[03:26:19.167 --> 03:26:20.488]  I would have been going back and forth.
[03:26:20.488 --> 03:26:22.809]  I was like, I can't believe this is happening.
[03:26:22.809 --> 03:26:25.251]  This is just, we're throwing everything out.
[03:26:25.251 --> 03:26:27.052]  And we've seen the Supreme Court do this before.
[03:26:27.052 --> 03:26:29.053]  We saw them do it on gay marriage.
[03:26:29.053 --> 03:26:32.715]  Regardless of what you think about gay marriage, they have no jurisdiction.
[03:26:32.715 --> 03:26:38.418]  Where is it in the Supreme Court that says the federal government will have jurisdiction over defining marriage?
[03:26:38.418 --> 03:26:41.040]  There is nothing in the Constitution that delegates that to them.
[03:26:42.332 --> 03:26:47.013]  We had people who were very concerned who did not want to have a federal government.
[03:26:47.013 --> 03:26:49.454]  The Anti-Federalists, they called them.
[03:26:49.454 --> 03:26:51.014]  They said, we don't want to have this.
[03:26:51.014 --> 03:26:59.456]  We know that this is going to turn into a monster that is going to dictate the most minute details of our lives, assuming and concentrating power to itself.
[03:26:59.456 --> 03:27:01.217]  And that's what's happened.
[03:27:01.217 --> 03:27:02.577]  And so they passed the Bill of Rights.
[03:27:02.577 --> 03:27:06.898]  And they said, this is off limits, that's off limits, that's off limits, that's off limits.
[03:27:06.898 --> 03:27:09.659]  And then they said, oh, and by the way, in case we forgot anything,
[03:27:10.657 --> 03:27:19.482]  We're going to write a 9th and a 10th Amendment, and we're going to say, if we didn't specifically give this power to you specifically, then you don't have it.
[03:27:19.482 --> 03:27:24.404]  Anything that's not been delegated to you remains the power of the people and of the state governments.
[03:27:24.404 --> 03:27:26.605]  That's the 9th and 10th Amendment, essentially.
[03:27:26.605 --> 03:27:28.246]  They just ignore that.
[03:27:28.246 --> 03:27:34.169]  And if they like the cause, the Supreme Court has shown that it will just set aside all the legal process.
[03:27:34.169 --> 03:27:37.171]  And this is why Judge Alito was so upset about this.
[03:27:37.881 --> 03:27:38.821]  And we've had other people on.
[03:27:38.821 --> 03:27:42.402]  We've had Lionel when we were talking about the gay marriage thing.
[03:27:42.402 --> 03:27:43.403]  He thought it was a good deal.
[03:27:43.403 --> 03:27:46.104]  I don't like that definition of marriage.
[03:27:46.104 --> 03:27:50.965]  But we both agreed they don't have any legal authority to define it.
[03:27:50.965 --> 03:27:55.327]  So, I mean, it's something that ought to be decided at the state levels, at the community levels.
[03:27:55.327 --> 03:27:59.088]  Before I get back to that, real quickly, we have a couple of sales that are ending soon.
[03:28:00.179 --> 03:28:01.360]  I want to let you know about these.
[03:28:01.360 --> 03:28:03.962]  That's the 20% off for Deep Cleanse.
[03:28:03.962 --> 03:28:10.787]  And of course, when we put our best seller on a deep discount like this, it isn't going to last long.
[03:28:10.787 --> 03:28:12.969]  And so that sale is not going to last long.
[03:28:12.969 --> 03:28:16.512]  This is our Rolls-Royce, our all-in-one cleansing product.
[03:28:16.512 --> 03:28:22.617]  Instead of buying five, six, or seven different cleansing products, we've used decades of scientific research to put together
[03:28:23.277 --> 03:28:24.237]  Deep Cleanse.
[03:28:24.237 --> 03:28:26.098]  And again, it is our best-selling product.
[03:28:26.098 --> 03:28:27.938]  We've put it on a deep discount.
[03:28:27.938 --> 03:28:29.539]  20% off at InfoWarsLife.com.
[03:28:29.539 --> 03:28:30.759]  That's not going to last much longer.
[03:28:30.759 --> 03:28:33.580]  Also, the Hillary for Prison t-shirts.
[03:28:33.580 --> 03:28:36.000]  That is going to be ending soon as well.
[03:28:36.000 --> 03:28:46.163]  If you get the Hillary for Prison t-shirts, you can get 75% off the Hillary for Prison t-shirts if you sign up for the InfoWars newsletter at InfoWars.com forward slash newsletter.
[03:28:46.823 --> 03:28:53.164]  We're going to be forced to pull this special very soon because they are going very quickly, you can imagine, at that kind of a discount.
[03:28:53.164 --> 03:28:58.346]  It's a huge discount off of t-shirts that are already very competitively priced for t-shirts.
[03:28:58.346 --> 03:29:11.949]  It is a great design and, to say the least, it will be a conversation starter because, as we've seen many times, many people look at it as such a dead ringer knockoff of the Hillary for President
[03:29:14.009 --> 03:29:27.778]  Appearance but it's Hillary for prison and so that gets a conversation started Let's talk about what's going on with the Supreme Court situation when we come back We're going to take a look at this move to shut down the Trump nomination.
[03:29:27.778 --> 03:29:29.960]  Can you believe that they're still trying to do this?
[03:29:29.960 --> 03:29:43.109]  It's absolutely unbelievable and then we're gonna look at the whiny Millennials who say those baby boomers they are ruining our future and you've seen the memes on social media where they show the inversion that
[03:29:43.969 --> 03:29:49.278]  The vast majority of people who are younger voted to stay in and vice versa at the older age.
[03:29:49.278 --> 03:29:50.660]  We'll be right back.
[03:29:50.660 --> 03:29:53.184]  The Empire's on the run.
[03:29:53.184 --> 03:29:55.869]  Alex Jones and the GCN Radio Network.
[03:30:00.552 --> 03:30:03.794]  Finally, the mainstream media is reporting on what we broke two years ago.
[03:30:03.794 --> 03:30:04.174]  The U.S.
[03:30:04.174 --> 03:30:11.598]  Customs and Border Patrol, under pressure from the Obama administration, is purchasing bus tickets for illegals to ship them deeper into the country at taxpayers' expense.
[03:30:11.598 --> 03:30:18.401]  Local news station KRGV is now covering how the McAllen, Texas bus station is used as a transit hub for illegals Obama is bringing into the country.
[03:30:18.561 --> 03:30:23.505]  Which Infowars.com exclusively broke in 2014 when no one else dared to report on it.
[03:30:23.505 --> 03:30:28.209]  KRGV revealed that over 100 illegals a day are being dropped off at the McAllen station.
[03:30:28.209 --> 03:30:35.956]  And, in 2014, Infowars reported on how the Obama administration was ordering the Border Patrol to release illegals they've apprehended after crossing the border.
[03:30:35.956 --> 03:30:44.663]  But, as part of their release, the illegals are transported to the McAllen bus station by Border Patrol agents who then buy them tickets to go wherever they want to go in the U.S.
[03:30:45.003 --> 03:30:48.830]  So, for example, if the illegals have relatives in Boston, that's where they get to go.
[03:30:48.830 --> 03:30:51.976]  And taxpayers are paying for this illegal smuggling operation.
[03:30:51.976 --> 03:30:55.883]  To find out more about Obama's lawlessness, visit InfoWars.com.
[03:30:55.883 --> 03:30:57.165]  This is Kit Daniels reporting.
[03:30:59.833 --> 03:31:01.474]  Clean, pure drinking water.
[03:31:01.474 --> 03:31:02.955]  You can't survive without it.
[03:31:02.955 --> 03:31:04.155]  But where do you get it?
[03:31:04.155 --> 03:31:10.138]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:31:10.138 --> 03:31:15.881]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:31:16.061 --> 03:31:32.943]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:31:33.323 --> 03:31:35.803]  Filter capacity up to 5,000 gallons.
[03:31:35.803 --> 03:31:37.284]  Stainless steel construction.
[03:31:37.284 --> 03:31:38.304]  Easy assembly.
[03:31:38.304 --> 03:31:39.224]  Low maintenance.
[03:31:39.224 --> 03:31:41.325]  Replacement filters are simple to install.
[03:31:41.325 --> 03:31:48.586]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[03:31:48.586 --> 03:31:53.787]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:31:53.787 --> 03:31:56.367]  Go to InfowarsStore.com or call 888-253-3139.
[03:31:59.688 --> 03:32:06.170]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[03:32:06.170 --> 03:32:19.175]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[03:32:19.175 --> 03:32:22.496]  They took the good halogen out and put the deadly halogen in.
[03:32:22.816 --> 03:32:29.798]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[03:32:29.798 --> 03:32:42.682]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[03:32:42.682 --> 03:32:44.222]  You can pull these studies up for yourself.
[03:32:44.502 --> 03:32:50.912]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[03:32:50.912 --> 03:32:55.058]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[03:33:09.409 --> 03:33:14.526]  From the front lines of the Information War, it's Alex Jones!
[03:33:19.406 --> 03:33:20.707]  Welcome back to the Alex Jones Show.
[03:33:20.707 --> 03:33:26.071]  I'm David Knight, and we're talking about the do-over mentality that we've got here.
[03:33:26.071 --> 03:33:32.435]  The spoiled brats everywhere, from Britain to the Supreme Court to the Republican Party.
[03:33:32.435 --> 03:33:33.836]  I didn't get my way.
[03:33:33.836 --> 03:33:35.277]  I want it done over again.
[03:33:35.277 --> 03:33:36.618]  I don't care what the rules are.
[03:33:36.618 --> 03:33:37.979]  I want it my way.
[03:33:37.979 --> 03:33:39.841]  That's exactly what they're saying.
[03:33:39.841 --> 03:33:42.523]  And that's what Justice Alito was pointing out the Supreme Court just did.
[03:33:43.328 --> 03:33:48.532]  And so to summarize what I was saying earlier, what he did was he said, look, they already appealed this.
[03:33:48.532 --> 03:33:50.893]  They lost at a circuit court level.
[03:33:50.893 --> 03:33:52.454]  They did not appeal it to the Supreme Court.
[03:33:52.454 --> 03:33:54.115]  So that decision was final.
[03:33:54.115 --> 03:34:00.640]  Now they have come back with exactly the same case, exactly the same law, and tried to appeal it again.
[03:34:00.640 --> 03:34:02.681]  They've already lost.
[03:34:02.681 --> 03:34:03.722]  We don't allow that.
[03:34:03.722 --> 03:34:05.563]  The Supreme Court has said that's not allowed.
[03:34:05.563 --> 03:34:06.544]  It's a legal principle.
[03:34:06.544 --> 03:34:07.825]  That's not allowed.
[03:34:07.825 --> 03:34:09.426]  And then he goes on to say, and here's another.
[03:34:10.276 --> 03:34:10.776]  I don't think so.
[03:34:38.988 --> 03:34:50.453]  The court's treatment of this Texas law's severability clause, he says, when part of a statute is held to be unconstitutional, the question arises whether other parts of the statute must also go.
[03:34:50.453 --> 03:34:58.616]  If a statute says the provisions found that are unconstitutional can be severed from the rest of the statute, the valid provisions are allowed to stand.
[03:34:58.616 --> 03:34:59.636]  You understand?
[03:34:59.636 --> 03:35:05.118]  So they come in here and they say, well, you know, we don't like this rule about the fact that you have to be admitted to a hospital.
[03:35:05.118 --> 03:35:06.739]  We think that's too much of a burden.
[03:35:07.423 --> 03:35:08.444]  Okay, fine.
[03:35:08.444 --> 03:35:21.412]  Then the other parts that say you've got to meet fire code inspections if you're going to do medical procedures in this little house that you just bought and you've now put a shingle out, said this is a health clinic for women.
[03:35:21.412 --> 03:35:22.273]  Okay, fine.
[03:35:22.273 --> 03:35:24.774]  Let's make sure they don't burn up while they're being treated there.
[03:35:24.774 --> 03:35:32.059]  Let's make sure that you can get gurneys inside here if somebody has to get pulled out quickly with an ambulance.
[03:35:32.059 --> 03:35:32.879]  Issues like that.
[03:35:32.879 --> 03:35:34.260]  Safety issues.
[03:35:34.260 --> 03:35:36.382]  And he says, for example,
[03:35:37.199 --> 03:35:44.903]  He says, if provisions can be found unconstitutional, can be severed from the rest of the statute, the valid provisions are allowed to stand.
[03:35:44.903 --> 03:35:50.006]  This law contains what surely must be the most emphatic severability clause that was ever written.
[03:35:50.006 --> 03:35:56.669]  In other words, they say in this law, we've got all these different things here, and each one of them is severable.
[03:35:56.669 --> 03:35:59.371]  These are all separate regulations.
[03:35:59.371 --> 03:36:01.752]  It isn't all together, all or nothing.
[03:36:01.752 --> 03:36:03.433]  Each one of these things are separate.
[03:36:04.366 --> 03:36:06.147]  And he says this is very explicit.
[03:36:06.147 --> 03:36:12.993]  He said the clause says every single word of the statute and every possible application of its provisions are severable.
[03:36:12.993 --> 03:36:25.042]  He says provisions that are indisputably constitutional, for example, provisions that require facilities performing abortions to follow basic fire safety measures are stricken now from the book.
[03:36:25.042 --> 03:36:25.662]  Okay?
[03:36:25.662 --> 03:36:27.564]  Based on the Supreme Court decision.
[03:36:27.564 --> 03:36:30.126]  So they took all of the regulations out.
[03:36:31.172 --> 03:36:35.818]  He says there's absolutely no possible justification for this collateral damage.
[03:36:35.818 --> 03:36:41.706]  Now let me read you the nonsense that was put out here by these five Supreme Court justices.
[03:36:41.706 --> 03:36:43.269]  This is the basis for their decision.
[03:36:44.246 --> 03:36:49.531]  The number of facilities providing abortions dropped in half, and this is actually a Supreme Court decision.
[03:36:49.531 --> 03:36:55.016]  This is not a New York Times analysis of what's going on.
[03:36:55.016 --> 03:37:00.922]  This is what the Supreme Court justices said was the basis for their ruling.
[03:37:01.522 --> 03:37:07.346]  The number of facilities providing abortions dropped in half from about 40 to about 20.
[03:37:07.346 --> 03:37:15.132]  This decrease in geographical distribution means that the number of women of reproductive age living more than 50 miles from the clinic has doubled.
[03:37:15.132 --> 03:37:18.855]  The number living more than 100 miles away has increased by 150 percent.
[03:37:18.855 --> 03:37:22.718]  The number living more than 150 miles away by more than 350 percent.
[03:37:22.718 --> 03:37:27.182]  The number living more than 200 miles away by more than 2,800 percent.
[03:37:27.182 --> 03:37:28.883]  You see the issue here?
[03:37:28.883 --> 03:37:29.924]  This is an issue of
[03:37:31.274 --> 03:37:34.182]  Whether or not they like, they want people to have abortions.
[03:37:34.182 --> 03:37:38.533]  It doesn't even address the legal issues that Judge Alito was so upset about.
[03:37:39.690 --> 03:37:53.377]  They just said, well, we like abortions, we want them to be plentiful and easily accessible, and so we don't like this, and we're going to strike all of the rules, including fire safety codes, because, you know, this is about women's health.
[03:37:53.377 --> 03:37:55.198]  This is about women's health, isn't it?
[03:37:55.198 --> 03:37:56.739]  What a baloney!
[03:37:56.739 --> 03:38:02.982]  You know, here are these people who have absolutely no health regulations in abortion clinics.
[03:38:02.982 --> 03:38:04.983]  They struck them all.
[03:38:04.983 --> 03:38:08.745]  Yet they want to regulate every tiny detail of bathrooms.
[03:38:10.540 --> 03:38:13.561]  They don't have an agenda, do they?
[03:38:13.561 --> 03:38:14.961]  No agenda whatsoever.
[03:38:14.961 --> 03:38:16.522]  Look at the University of North Carolina.
[03:38:16.522 --> 03:38:20.183]  Christmas vacation is now a microaggression.
[03:38:20.183 --> 03:38:24.324]  As I pointed out before, this is an article that's up on InfoWars.com from The Daily Caller.
[03:38:24.324 --> 03:38:34.767]  University of North Carolina at Chapel Hill issued a guide this week which instructs students that Christmas vacations and telling a woman, I love your shoes, are microaggressions along with things like boyfriend and girlfriend.
[03:38:34.767 --> 03:38:37.628]  So watch your speech, okay?
[03:38:37.628 --> 03:38:38.268]  Watch your speech.
[03:38:39.192 --> 03:38:42.497]  There's no free speech at this university.
[03:38:42.497 --> 03:38:45.401]  At the same time, again, we're talking about agendas here, okay?
[03:38:45.401 --> 03:38:52.853]  We've got Obama declares the Stonewall Inn to be the first national monument to LGBT rights.
[03:38:52.853 --> 03:38:53.754]  This is from The Guardian.
[03:38:54.687 --> 03:39:09.893]  Barack Obama announced on Friday that the Stonewall National Monument will be created outside the Stonewall Inn in New York, where gay men, lesbians, and drag queens reacted to a police raid in 1969 with a riot that spread and turned into the gay rights movement in America and around the world.
[03:39:09.893 --> 03:39:18.577]  Obama confirmed the widely expected news that he will be designating the first ever national monument to the LGBT equality movement.
[03:39:18.577 --> 03:39:20.217]  Okay, so, here you go.
[03:39:20.217 --> 03:39:20.598]  That's his
[03:39:21.803 --> 03:39:22.784]  That's his monument.
[03:39:22.784 --> 03:39:34.439]  Now, because that's his agenda, that's what he thinks is important, but understand what is happening as he's going in other parts, rural areas of the country.
[03:39:34.439 --> 03:39:38.384]  He's going in and saying, well, this is a very special petroglyph here, for example.
[03:39:39.369 --> 03:40:01.789]  And as I point out, we've done this report, I did it with Rob Jacobson, we need to update it now because they found a lady who was going out and using paint on these petroglyphs and you had Harry Reid blaming it on the Bundy people and all these evil people associated with them and yet we find out that it was like a twenty-something girl who was doing
[03:40:03.386 --> 03:40:12.172]  um... graffiti and actually caught her because she's putting it on facebook okay and doing it with paint over these ancient indian petroglyphs
[03:40:13.979 --> 03:40:14.860]  Obama is coming out.
[03:40:14.860 --> 03:40:27.310]  Not only are they falsely blaming the people that they are destroying their way of life, taking their property rights, taking their grazing rights, their mining rights, their surface and water rights, their logging rights, you name it.
[03:40:27.310 --> 03:40:31.694]  All these rights have been held since these states came into the Union.
[03:40:31.694 --> 03:40:34.496]  And these are property rights, just like your home is a property right.
[03:40:34.496 --> 03:40:35.977]  They're saying, we've got to have that.
[03:40:35.977 --> 03:40:39.200]  We've got to have millions of acres because of a petroglyph over here.
[03:40:39.600 --> 03:40:47.923]  And oh, by the way, those petroglyphs are being vandalized, and we're getting graffiti put on them, and I know it's those Bundy people, I just know it's them.
[03:40:47.923 --> 03:40:49.164]  And it's not.
[03:40:49.164 --> 03:40:53.825]  And they don't need to take millions upon millions of acres in order to protect that.
[03:40:53.825 --> 03:40:57.907]  A good example is one of the earlier monuments that we had in the National Park Service.
[03:40:57.907 --> 03:40:58.967]  We talked about this in the report.
[03:40:58.967 --> 03:40:59.607]  Devil's Tower.
[03:40:59.607 --> 03:41:00.608]  You know Devil's Tower?
[03:41:01.434 --> 03:41:07.158]  The tower that you see in Close Encounters of the Third Kind.
[03:41:07.158 --> 03:41:08.239]  Was it Third Kind?
[03:41:08.239 --> 03:41:08.599]  I think.
[03:41:08.599 --> 03:41:10.180]  Anyway, that's a Spielberg movie.
[03:41:10.180 --> 03:41:11.781]  Not one of my favorites, okay?
[03:41:11.781 --> 03:41:20.368]  But you know, he does the thing of mashed potatoes on the kitchen table and they all have this vision and they all assemble at Devil's Tower.
[03:41:21.718 --> 03:41:28.240]  To preserve Devil's Tower, they needed one and a half acres, about the size of a football field.
[03:41:28.240 --> 03:41:34.561]  And yet they're telling us, because of some of these small petroglyphs, they need literally millions of acres.
[03:41:34.561 --> 03:41:37.022]  They lie about everything!
[03:41:37.022 --> 03:41:41.403]  They lie about the purpose of it, and they lie about why it is needed.
[03:41:41.403 --> 03:41:45.624]  And it's interesting, tomorrow there's going to be a recall election in Burns, Oregon.
[03:41:46.550 --> 03:41:50.193]  Near where that wildlife refuge was taken over by the Bundys.
[03:41:50.193 --> 03:41:53.736]  And the people in that town are very upset with the county judge.
[03:41:53.736 --> 03:41:57.299]  Kind of equivalent to what we have here in Texas, I believe.
[03:41:57.299 --> 03:42:01.402]  The county judge is equivalent to the mayor of a city, okay?
[03:42:01.402 --> 03:42:03.764]  Is to a county what a mayor is to a city.
[03:42:04.324 --> 03:42:05.826]  And there's a recall election there.
[03:42:05.826 --> 03:42:07.968]  A lot of people who are business owners.
[03:42:07.968 --> 03:42:08.689]  Here's one of them.
[03:42:08.689 --> 03:42:17.157]  Linda Gaynor said the business she got from journalists, agents, occupiers, protesters against the occupation and from protesters protesting the protesters.
[03:42:17.157 --> 03:42:18.579]  She said she had a lot of business there.
[03:42:18.579 --> 03:42:20.401]  She said, I met really awesome people.
[03:42:20.401 --> 03:42:23.564]  Everybody that came through was very polite.
[03:42:23.564 --> 03:42:25.766]  And we should have had a meeting there.
[03:42:25.766 --> 03:42:26.907]  And yet this guy
[03:42:28.158 --> 03:42:43.412]  This judge, they're trying to recall, would not allow anyone to have a meeting to talk about how the government was stealing millions of acres and stealing people's property rights that they had had for 150 years in many cases.
[03:42:43.412 --> 03:42:44.854]  And that's the issue, folks.
[03:42:44.854 --> 03:42:46.275]  That truly is the issue.
[03:42:46.275 --> 03:42:50.139]  You've got another business owner who's afraid to put his name out there.
[03:42:50.139 --> 03:42:52.200]  He's afraid of reprisals.
[03:42:52.200 --> 03:42:53.321]  That's an issue of two, isn't it?
[03:42:54.002 --> 03:42:59.686]  In America, we're afraid to speak out publicly because we're afraid of reprisals.
[03:42:59.686 --> 03:43:04.170]  And so they're going to have an election tomorrow to see whether or not that guy is going to be recalled.
[03:43:04.170 --> 03:43:07.072]  I certainly hope that that is going to be the case.
[03:43:07.072 --> 03:43:09.494]  But just look at the fraud that is involved there.
[03:43:09.494 --> 03:43:20.763]  I want to talk about the other whiners and people calling for do-overs, and that's within the political aspect here of the Republican National Committee.
[03:43:21.718 --> 03:43:30.500]  We've had a long time that these people have been moving to try to subvert the elections, just like they are in Britain.
[03:43:30.500 --> 03:43:37.041]  They didn't like the outcome, they didn't like the fact that Trump won, so they said, well, we're going to steal it, and we don't really care what the rules are.
[03:43:37.041 --> 03:43:49.884]  And so now we've got a Virginia delegate who has filed a class action lawsuit this last Friday, challenging a state law, the Virginia law, that binds delegates to support the primary winner at the nominating convention.
[03:43:50.819 --> 03:43:53.920]  He says, and his name is Beau Correll.
[03:43:53.920 --> 03:43:56.521]  He's a Republican National Convention delegate.
[03:43:56.521 --> 03:44:00.222]  He served as one of Ted Cruz's campaign co-chairs in Virginia.
[03:44:00.222 --> 03:44:06.744]  And he's the only named plaintiff in the suit, but he says he's filing it on behalf of all Republicans and all Democrats.
[03:44:06.744 --> 03:44:11.766]  I think we ought to call this the superdelegate lawsuit.
[03:44:11.766 --> 03:44:14.627]  Because what he's trying to do is establish superdelegates.
[03:44:15.546 --> 03:44:16.987]  He says, this is really awful.
[03:44:16.987 --> 03:44:20.370]  He says, I'm a delegate and I don't like Donald Trump.
[03:44:20.370 --> 03:44:25.313]  And I don't like who the millions of Virginia voters picked.
[03:44:25.313 --> 03:44:28.876]  And now my First Amendment choices are being shut down.
[03:44:28.876 --> 03:44:38.643]  And we have a parallel article coming out at the same time, interestingly enough, interestingly enough, from the National Review and from David French.
[03:44:38.643 --> 03:44:40.184]  Remember David French?
[03:44:40.184 --> 03:44:41.906]  He was Bill Kristol's puppet.
[03:44:42.964 --> 03:44:55.596]  Bill Kristol of the Weekly Standard, spelled W-E-A-K, with an E and an A. We were told he had this independent candidate, this guy was really strong, he's going to be a very viable candidate.
[03:44:55.596 --> 03:45:04.925]  Well, David French is nothing but a reporter for National Review and the Weekly Standard, and his candidacy lasted, I think, less than a week.
[03:45:04.925 --> 03:45:07.728]  But now, interestingly enough, for the National Review, he's written
[03:45:08.348 --> 03:45:17.913]  An article saying not a single Republican delegate is bound to Donald Trump, and using the same arguments that this guy in Virginia is using in his lawsuit.
[03:45:17.913 --> 03:45:19.214]  Just a coincidence, I'm sure.
[03:45:19.214 --> 03:45:20.354]  Don't you think?
[03:45:20.354 --> 03:45:24.697]  Nah, no conspiracy here to try to subvert the will of the people in the elections.
[03:45:24.697 --> 03:45:26.338]  No, that would never happen.
[03:45:26.338 --> 03:45:28.038]  Now, this is what the complaint says.
[03:45:28.038 --> 03:45:28.739]  Here's their argument.
[03:45:29.517 --> 03:45:43.274]  The First Amendment to the United States Constitution guarantees delegates to the Republican Party and the Democrat Party's national conventions the right to vote their conscience free from government compulsion when participating in selection of their party's presidential nominee.
[03:45:43.274 --> 03:45:46.178]  Nevertheless, the Virginia law acts to strip them of that right
[03:45:46.698 --> 03:45:52.941]  Imposing criminal penalties on delegates who vote for anyone other than the primary winner on the first ballot of a national convention.
[03:45:52.941 --> 03:45:54.762]  Oh, other than the primary winner?
[03:45:54.762 --> 03:45:56.903]  Oh, where did that, how did that happen?
[03:45:56.903 --> 03:45:58.403]  What, you say we had these elections?
[03:45:58.403 --> 03:46:02.265]  We had these things called elections that we used to, you know, honor?
[03:46:02.265 --> 03:46:06.107]  And we spent a lot of money in the state of Virginia to run those elections?
[03:46:06.732 --> 03:46:22.925]  For the Republican Party, and there were certain things that were put out there, assurances to people, like, hey, you know, you vote this, we're going to have, Trump is going to get delegates, or Cruz is going to get delegates, so Trump won the delegates, and then Cruz went around and tried to steal them again, okay?
[03:46:22.925 --> 03:46:25.006]  What is the problem with this?
[03:46:25.006 --> 03:46:31.671]  Why is it that we can say, well, here's the election, these are the number of votes that Donald Trump got, he won Virginia,
[03:46:32.833 --> 03:46:45.656]  Overwhelmingly, like these other states, and then we say, but wait a minute, now that Ted Cruz has come in and oiled his way across the floor, and whined and dined at these people, now they're not going to vote the way the voters wanted.
