[00:00.000 --> 00:26.060]  Alright.
[2:57:33.620 --> 2:57:38.660]  that make you and your family's lives better and it funds this operation that's pro human period
[2:57:38.660 --> 2:57:41.780]  that doesn't mean i won't stand up to races coming after because of what color i am well they're right
[2:57:41.780 --> 2:57:50.580]  back stay with us info wars life dot com info wars life dot com info wars life dot com you go to
[2:57:50.580 --> 2:57:56.660]  that url it takes you to the subsection of info wars store dot com where you find the 60 plus
[2:57:56.660 --> 2:58:01.860]  products where we've gone out and researched what is the best what gives people the best results
[2:58:01.860 --> 2:58:07.380]  we either private label it or we develop our own with top developers and folks i'm telling you
[2:58:07.380 --> 2:58:12.740]  you can see the difference in me my energy my focus i've lost almost 40 pounds in less than four
[2:58:12.740 --> 2:58:18.420]  months it's incredible so do yourself a favor try out the products if you've been on the fence
[2:58:18.420 --> 2:58:23.060]  you can't lose except if you don't take action because when you buy the products you're funding
[2:58:23.060 --> 2:58:28.820]  the operation that is always delivering thanks to your support and god's grace and our action
[2:58:28.820 --> 2:58:33.220]  but you need these products that's the real reason you want to get them is because they're amazing
[2:58:33.220 --> 2:58:38.500]  and then when you get great results please tell others about it word of mouth that's how we expand
[2:58:38.500 --> 2:58:43.380]  in the face of the nwo instead of imploding we're fighting to win and we are winning thanks to you
[2:58:44.740 --> 2:58:48.340]  info wars life is bringing you a breakthrough in modern medicine
[2:58:48.340 --> 2:58:53.860]  introducing pollen block we have found an extraordinary new natural way to alleviate
[2:58:53.860 --> 2:59:00.180]  seasonal distress symptoms including promoting clear nasal and sinus passageways eye comfort
[2:59:00.180 --> 2:59:06.980]  and respiratory function in the 1960s researchers in france notice that people who ate certain quail
[2:59:06.980 --> 2:59:13.140]  eggs experience less seasonal immune and inflammatory responses they began studying this effect in
[2:59:13.140 --> 2:59:18.980]  published trials and decades later we now have the fruit of this research a fast-acting chewable
[2:59:18.980 --> 2:59:24.980]  tablet that helps alleviate seasonal distress symptoms pollen block is natural and effective
[2:59:24.980 --> 2:59:30.500]  it is not an antihistamine in fact current research has found that it actually acts by blocking the
[2:59:30.500 --> 2:59:35.700]  activity of tryptase which is an enzyme that amplifies immune and inflammatory responses
[2:59:35.700 --> 2:59:42.180]  in the body go outside and enjoy the air you breathe head to infowarslife.com and grab a pack
[2:59:42.180 --> 2:59:58.100]  of our pollen block chewable tablets you're listening to the alex jones show
[3:00:01.380 --> 3:00:05.140]  first thing i'm gonna do is take your phone calls and go to the side of this next break
[3:00:05.140 --> 3:00:15.060]  then i'm gonna hit all the other news the just incredible information the un's highest
[3:00:15.060 --> 3:00:19.700]  scientists admitting that it's killing people and they're covering up what goes on it's not tested
[3:00:19.700 --> 3:00:24.980]  wow um so that's coming up out of the war with on shroyer well richard spencer i got to say uh
[3:00:24.980 --> 3:00:28.660]  you actually had a discussion with me david duke just wanted to score points and talk about jews
[3:00:28.660 --> 3:00:32.820]  all day uh and i and i would have him back on i want to have controversial people on the show
[3:00:32.820 --> 3:00:39.620]  it just it just turns into uh you know trying to like score points to another person uh but
[3:00:39.620 --> 3:00:44.740]  but i appreciate you coming on the show and uh are you going to be in virginia next week i'm
[3:00:44.740 --> 3:00:50.580]  going to be there in dc at the women's march well i might come down if you're there sure well i'd
[3:00:50.580 --> 3:00:54.740]  like to interview if you are i think that'd be a good on camera interview very thought-provoking
[3:00:54.740 --> 3:01:00.580]  because again i mean compared to the left right now you're like an anti-racist thank you you're
[3:01:00.580 --> 3:01:05.940]  right well i mean i'm serious i mean i'm really scientific about this i'm pro-human i really
[3:01:05.940 --> 3:01:09.700]  don't want to release the bio weapons the right specifics and that's really what the globalists
[3:01:09.700 --> 3:01:13.540]  are planning on this dialectic and the west is going to be so overrun and so down that
[3:01:13.540 --> 3:01:18.020]  they're going to want a large group people to acquiesce and agree to wiping out all the non-whites
[3:01:18.020 --> 3:01:22.980]  and i really just don't think i'm going to go to heaven if i do that uh that's absolutely not what i
[3:01:22.980 --> 3:01:27.540]  want uh i want there to be a future for africa i want there to be a future for asia and india
[3:01:27.540 --> 3:01:31.940]  uh but also a future for europe and a future for white people but can you see how the globalists
[3:01:31.940 --> 3:01:36.980]  want to elicit that massive clash they want to have that good or domino on that battle of the gods
[3:01:38.020 --> 3:01:45.140]  well i agree i think there is a kind of apocalyptic quality to do this i think there's a apocalyptic
[3:01:45.140 --> 3:01:51.060]  current uh within white people in north america with the popularity of in time conspiracies and
[3:01:51.060 --> 3:01:56.260]  christian zionism and and so on i i think these are all very bad things i i think we need to
[3:01:56.260 --> 3:02:03.780]  to uh think about having a flourishing human future absolutely one thing we could talk about is
[3:02:04.340 --> 3:02:07.780]  the the question you asked before the break which is the you know what's going to happen with
[3:02:08.580 --> 3:02:16.180]  the globalism as it is the the way that i would think about this is that the united states
[3:02:16.180 --> 3:02:22.020]  is an empire it's a different kind of empire than say the british empire the french or
[3:02:22.020 --> 3:02:29.860]  or austro-hungarian empire things like that uh it's based more on financial globalism and it
[3:02:29.860 --> 3:02:38.020]  has zionism as a component of it as an indispensable component of it as well but it's been a more or
[3:02:38.020 --> 3:02:44.900]  less consensual empire i mean since 1944 and the bread and woods accords uh the there's been
[3:02:44.900 --> 3:02:49.940]  dollar hegemony in the sense that this is how everything is effectively priced for you know
[3:02:49.940 --> 3:02:56.820]  oil in particular and uh the united united states has again it's gained its legitimacy by by seeming
[3:02:56.820 --> 3:03:03.540]  to be pro democratic and and and pro you know markets and things like this i think that the
[3:03:03.540 --> 3:03:09.940]  united states empire in the coming years is going to become more like empires of old and we saw this
[3:03:09.940 --> 3:03:16.260]  recently with the controversy in the iraqi parliament in which iraq wanted the us troops out
[3:03:16.260 --> 3:03:22.180]  america kind of said or seemed to say okay right we'll obey you and then now they are
[3:03:22.180 --> 3:03:26.740]  effectively saying absolutely not we're gonna kick you out of the dollar system if you even
[3:03:26.740 --> 3:03:32.820]  think about this kind of well what you're saying there is true and then on on top of that uh any
[3:03:32.820 --> 3:03:37.860]  country trying to get off the dollar ends up getting attacked yeah oh well i mean that that
[3:03:37.860 --> 3:03:42.660]  might have been one of the motivations behind knocking off qaddafi in libya uh saddam hussein
[3:03:42.660 --> 3:03:48.740]  also made noises about moving to a a non-dollar system for pricing of oil so that is massive
[3:03:48.740 --> 3:03:52.660]  what about Trump doing nothing about the iraq censorship dionism as well what about
[3:03:52.660 --> 3:03:56.420]  Trump doing nothing about internet censorship that's a huge failing uh he's monitoring the
[3:03:56.420 --> 3:04:01.460]  situation as you know alex uh even though it would be a political winner just to go out there
[3:04:01.460 --> 3:04:08.420]  and say that look we don't have to agree with everyone uh but as a us citizen you have a right
[3:04:08.420 --> 3:04:14.580]  to this new public space which is social media uh he could do that people on a boycott a big tech
[3:04:14.580 --> 3:04:19.460]  he could say that but he does nothing and you talk about authoritarianism that's where you see america
[3:04:19.460 --> 3:04:25.460]  losing its real power not in weapons or money but our ideas and freedom and if we abandon that it's
[3:04:25.460 --> 3:04:30.980]  absolutely uh true and then we've got michael moore uh you know again saying white's inherently bad
[3:04:30.980 --> 3:04:35.860]  making you more like martin ruther king uh than michael moore and i'll play that clip after you're
[3:04:35.860 --> 3:04:39.460]  gone for folks who think i'm joking all right richard spencer very interesting discussion please
[3:04:39.460 --> 3:04:44.740]  come back again richard v spencer uh on twitter for now alex jones is not there all right thank
[3:04:44.740 --> 3:04:48.820]  you richard spencer very interesting very thoughtful about you we'll be right back stay with us
[3:04:52.900 --> 3:04:59.540]  the globalists know that i will never willingly give up i've said it many times i will never give in
[3:04:59.540 --> 3:05:07.540]  i will never give up but i could give out and it's very very frustrating to see them committing
[3:05:07.540 --> 3:05:14.500]  all their crimes against humanity to see evil running rampant like this and to know that most
[3:05:14.500 --> 3:05:20.660]  americans have already been silenced in cyberspace that most americans have already been shadowband
[3:05:20.660 --> 3:05:27.460]  by big tech and to know that most americans feel powerless and don't realize how much power they
[3:05:27.460 --> 3:05:34.260]  have by spreading the word about news wars dot com info wars dot com and band on video
[3:05:34.260 --> 3:05:38.660]  and that people are hungry for the truth now more than ever and then if you tell people hey
[3:05:38.660 --> 3:05:43.700]  the band truth they don't want you to have is at info wars dot com forward slash show
[3:05:43.700 --> 3:05:48.980]  in band on video so take heart folks they've had to censor everybody to shut everybody down
[3:05:48.980 --> 3:06:04.900]  because the truth is powerful and they can't beat us fair and square
[3:06:13.540 --> 3:06:17.620]  all right well i think we should have open discussions with people even though we disagree
[3:06:17.620 --> 3:06:24.180]  with them and you got to hear what richard spencer really thinks um i think he's being used by the
[3:06:24.180 --> 3:06:29.460]  establishment to create vulcanization obviously even if he doesn't know that but compared to the
[3:06:29.460 --> 3:06:33.300]  soundbites i've seen i'm not a hundred percent sure now maybe we should have him back again and
[3:06:33.300 --> 3:06:41.940]  take calls and see what you think um there's a movement to end humanity as we know it a post human
[3:06:41.940 --> 3:06:46.740]  move and that's attacking the little boys attacking the little girls they don't care what car you are
[3:06:46.740 --> 3:06:54.420]  they're attacking the children and it's good versus evil and it's absolutely true that whites
[3:06:54.420 --> 3:06:59.860]  are under attack and that the left is pushing it with the marxist linus agenda but i believe
[3:06:59.860 --> 3:07:03.380]  we're smart enough to expose that and change that that doesn't mean we should be proud of
[3:07:03.380 --> 3:07:07.540]  we are no matter what color we are and stand up for ourselves and people try to guilt us
[3:07:07.540 --> 3:07:12.740]  into submitting to their political agenda because we're white i don't care what color you are you
[3:07:12.740 --> 3:07:17.940]  need to stop laying down the globalist bullying and globalist pushing garbage and i can just look
[3:07:17.940 --> 3:07:24.420]  at the metrics and i can tell you statistically we get as much support or a little bit higher
[3:07:24.420 --> 3:07:30.340]  from hispanic americans than we even get from white people so um because we can see the numbers we
[3:07:30.340 --> 3:07:33.860]  have the analytics i don't tailor my message according to analytics i just tell you what i
[3:07:33.860 --> 3:07:39.380]  really feel as a human and people resonate with it um but uh we have a very high percentage of black
[3:07:39.380 --> 3:07:44.580]  folks that listen to the show asian people and the indians i mean when exposed to this people
[3:07:44.580 --> 3:07:49.780]  want freedom that's what people want to come to america and that doesn't mean we just bring in 100
[3:07:49.780 --> 3:07:54.340]  million people in 10 years and you know no no you can't because the left's brainwashing them to be
[3:07:54.340 --> 3:07:59.620]  racial and hate whites you absolutely can't because the majority of people being brought in right now
[3:08:00.180 --> 3:08:04.740]  are being totally made dependent and brainwashed and used to drive down wages and to be racially
[3:08:04.740 --> 3:08:13.540]  based but people that have been here a generation or two now i don't care what color they are they
[3:08:13.540 --> 3:08:19.700]  get what's going on and generation z shows that that is the least white generation in american
[3:08:19.700 --> 3:08:25.700]  history uh and in all the polls of studies they're the most conservatives see how that works and it's
[3:08:25.700 --> 3:08:32.980]  not because they're brown it's because they're living in this clash and they see that it's a load
[3:08:32.980 --> 3:08:39.300]  of crap now that doesn't mean you become a leftist bleeding heart and run around apologizing you know
[3:08:39.300 --> 3:08:45.460]  you know because you're white to counter this and you don't then run around and put swastika
[3:08:45.460 --> 3:08:49.780]  armbands on either in my view you say damn it here's the scam they're running don't we want
[3:08:49.780 --> 3:08:54.820]  to be smart enough to not do this and be a bunch of idiots and then if we fail and 20 years from
[3:08:54.820 --> 3:08:59.940]  now i'm in some white redoubt with my family because i've got to be and a giant group of people
[3:08:59.940 --> 3:09:03.700]  that aren't wider coming to kill me i'm gonna fight and fight hard damn well you better believe it
[3:09:03.700 --> 3:09:08.820]  they choose to be racial they choose to run their flags that way they want to fight they'll get one
[3:09:10.340 --> 3:09:15.860]  but that'll be a group of non whites that have decided to come at me because i'm white it won't
[3:09:15.860 --> 3:09:19.220]  be all the other brown people that didn't choose to be with that pirate horde
[3:09:21.860 --> 3:09:25.220]  but that's exactly where this is and the left to have something called a broken
[3:09:25.220 --> 3:09:35.300]  coalition strategy all these atomized alone people that they then throw together and right now they're
[3:09:35.300 --> 3:09:41.620]  using the attack training doll of white people and whites need to reject it and get in the face of
[3:09:41.620 --> 3:09:46.500]  it and get in the face of the left pushing racialism and a total abandonment of christianity and
[3:09:46.500 --> 3:09:56.020]  marluther king jr and everything and absolutely get in its face and if he'll talk the racist
[3:09:56.020 --> 3:10:03.700]  left then talk spencer would talk i talked to him i've in fact listeners should recommend the racist
[3:10:03.700 --> 3:10:09.060]  minority leaders we should get on but all but behind almost all of them are white
[3:10:09.060 --> 3:10:15.700]  phd ford foundation folks you know ford was the second biggest supporter of hitler in the world
[3:10:16.660 --> 3:10:21.700]  it wasn't germany it was ibm and it was ford still like ford cars not against him i got a
[3:10:21.700 --> 3:10:29.300]  ford truck henry ford was a wild man and he really supported hitler he also supported the
[3:10:29.300 --> 3:10:36.420]  working person a lot of other stuff and he put his 30 something million dollars when he died into
[3:10:36.420 --> 3:10:41.380]  the ford foundation people go boy it sure is different than henry ford the you know ford was
[3:10:41.380 --> 3:10:51.140]  a nazi but he supports all this leftist stuff but you think a guy like that didn't put the money
[3:10:51.140 --> 3:10:56.740]  where he wanted it he wants a racial division to then trigger this big rising up that he believes
[3:10:56.740 --> 3:11:04.500]  will end up happening i mean that's why when you turn on cnr msnbc it's hitler channel you're like
[3:11:04.500 --> 3:11:08.740]  what do you mean they're saying whites are bad hitler said whites were the best it's a dialectic
[3:11:10.660 --> 3:11:16.580]  they create the two sides clash them together i like the russian model where they know they've
[3:11:16.580 --> 3:11:19.940]  been attacked they know they brought in all these other groups to hate russians russians have been
[3:11:19.940 --> 3:11:24.260]  told to hate themselves not have kids all kill themselves russian suicides down russians for
[3:11:24.260 --> 3:11:29.060]  the first time in decades are living longer uh and they're having more kids and they're coming back
[3:11:29.060 --> 3:11:33.460]  not out of a racist thing that russians are best but that hey we're russians and we we like ourselves
[3:11:33.460 --> 3:11:38.020]  and we like who we are and we've survived a bunch of people trying to take us out for 500 years and
[3:11:38.020 --> 3:11:42.580]  we're not going to go down and we're proud of ourselves if you want to work with us if you're
[3:11:42.580 --> 3:11:46.180]  anybody the group that's great but you want to come in and tell us what to do we're going to throw
[3:11:46.180 --> 3:11:52.180]  your ass out and if you start to stop that we're going to kill you and that's what the polls are
[3:11:52.180 --> 3:11:56.660]  doing and that's what the hungarians and the romanians and the checks are doing because they've
[3:11:56.660 --> 3:12:01.860]  been invaded for 1400 years by muslims and they know it when they hear again that white people
[3:12:01.860 --> 3:12:06.580]  are bad you better let the muslims in to run your life they say you know what i can't go to a muslim
[3:12:06.580 --> 3:12:10.740]  country and say i'm gonna run the whole show i'm pulling my knife out and i'm fighting to the death
[3:12:10.740 --> 3:12:16.660]  and they're winning so i want identity for everybody i want everybody to have their culture
[3:12:16.660 --> 3:12:20.740]  and have their strength and build up the best parts of their cultures and have our cultures come
[3:12:20.740 --> 3:12:27.220]  together as we want to come together as individuals naturally not forced by big mega corporations
[3:12:27.220 --> 3:12:32.980]  that say the end of humanity is almost here and are about to have a giant global race war to bring
[3:12:32.980 --> 3:12:41.380]  us down it's the only way the damn robots can win and the blueprints for this satanic world
[3:12:41.380 --> 3:12:48.500]  government are right out of deep space baby it's all right there in ezekiel it's all right there
[3:12:48.500 --> 3:12:55.220]  in genesis it's all right there in revelations i mean you actually go read that stuff for yourself
[3:12:55.220 --> 3:12:59.140]  and then you're like you'll know what you're reading you're not tuning into art bell you're
[3:12:59.140 --> 3:13:11.140]  tuning into the bible and there is a fallen offworld group and he's got a big army and they
[3:13:11.140 --> 3:13:17.220]  operate like any army does from stealth it's like our military where's the night goggles and comes
[3:13:17.220 --> 3:13:21.860]  at night well they're they're right there folks they're right here with us every culture knows
[3:13:21.860 --> 3:13:28.180]  everybody understands it the globalists serve it and they are working with a really nasty group to
[3:13:28.180 --> 3:13:35.540]  take us down and i think we're smart enough to beat this and the only way you're gonna beat it
[3:13:35.540 --> 3:13:44.100]  is what we're doing here on this show but then you can't accept the leftist ideology and and
[3:13:44.100 --> 3:13:48.580]  if you've got white children you know tell them you'll just don't ever be proud of the fact you're
[3:13:48.580 --> 3:13:52.420]  white and lay down to people telling you you're you're bad no we're all being racially targeted
[3:13:52.420 --> 3:13:56.740]  and discriminated against as white people so we have to then stand up for ourselves and get
[3:13:56.740 --> 3:14:01.220]  past the peer pressure and say this is what you're doing shut the hell up i mean i'm not a big
[3:14:01.220 --> 3:14:04.900]  part of your but when i was getting divorced like five you know six years ago i would go to halloween
[3:14:04.900 --> 3:14:09.060]  parties and stuff and i would have women and other people walk over to me because i was famous
[3:14:10.100 --> 3:14:16.580]  and go are you a nazi because i was wearing a captain hat nothing like a nazi hat and now
[3:14:16.580 --> 3:14:20.500]  and i was you know a white guy and i'd say you know and they would say more about well you know
[3:14:20.500 --> 3:14:24.740]  there's all these nazis around and i'd say no you're the nazi you're a racist that comes from
[3:14:24.740 --> 3:14:29.540]  the most open country in the world you tell me i'm a racist and it was like Arab men doing it and
[3:14:29.540 --> 3:14:32.980]  leftist women i'll just laugh at them in the party and just get in their face and they would they
[3:14:32.980 --> 3:14:37.860]  would piss themselves because they were so sorry no i'm not a racist let me let me suck your boots
[3:14:37.860 --> 3:14:43.220]  that's not going to happen either now i'm going to go to gustof and johnny and marcos and alex
[3:14:43.220 --> 3:14:47.940]  and jason and jd then i'm going to air this un report but i'm going to go to your calls when we
[3:14:47.940 --> 3:14:55.620]  come back but you have to understand folks that i don't care what somebody thinks about me so i
[3:14:55.620 --> 3:14:59.940]  don't not go along with the whole racist ideology because i'm worried about political correctness
[3:14:59.940 --> 3:15:07.380]  coming at me that richard Spencer's on twitter he's on youtube i'm not because i'm trying to stop
[3:15:07.380 --> 3:15:12.820]  the anti-human takeover and notice they don't attack me when i say hey it's off-world entity
[3:15:12.820 --> 3:15:16.820]  manipulating humanity trying to teach us how to destroy ourselves notice that they don't
[3:15:16.820 --> 3:15:20.660]  make a thing out of that because they all follow that they all know that they're not atheist
[3:15:23.140 --> 3:15:26.660]  all these top levels go oh there's inner dimensions the word aliens are telling us that's what
[3:15:26.660 --> 3:15:32.580]  that's a freaking ufo cult out in san francisco and uh silicon valley they take huge doses of drugs
[3:15:32.580 --> 3:15:36.660]  build the interface with these entities that are giving them the blueprints of the ideas of all
[3:15:36.660 --> 3:15:41.620]  this crap to build and and then how to make us racially fight with each other to take us down
[3:15:41.620 --> 3:15:45.940]  let me explain it again interdimensional aliens are attacking us to make us all kill each other
[3:15:45.940 --> 3:15:49.380]  the bible says it are we going to put up with it are we this stupid
[3:15:51.940 --> 3:15:57.860]  we can all agree these are troubled times right so do you know who's on your wireless network
[3:15:57.860 --> 3:16:02.900]  whether it's a big company selling your data or a foreign hacker if you're not protected
[3:16:02.900 --> 3:16:09.380]  everybody sees your information that's why you need flash routers a custom wi-fi router created
[3:16:09.380 --> 3:16:15.140]  for privacy flash routers uses a virtual private network or vpn to protect your online activity
[3:16:15.140 --> 3:16:20.740]  from hackers trackers and large corporations and not just one but all your devices with one out of
[3:16:20.740 --> 3:16:26.660]  the box setup plus flash routers also enhances your wireless network performance and unlocks
[3:16:26.660 --> 3:16:31.860]  powerful router management tools to let you take total control of your network call or click flash
[3:16:31.860 --> 3:16:46.260]  routers today at 1-866-509-5817 or flashrouters.com that's 1-866-509-5817 or flashrouters.com protect
[3:16:46.260 --> 3:16:53.940]  your wireless home network today with flash routers hunters anglers campers and survivalists
[3:16:53.940 --> 3:16:59.460]  get back to nature expand your horizons with the highest quality most versatile unique slingshots
[3:16:59.460 --> 3:17:05.220]  and slingbos on the market at slingbow.com slingbow products are compact and models start from just
[3:17:05.220 --> 3:17:11.060]  1798 they're perfect for your bug out bag or storing in your vehicle give yourself and your loved ones
[3:17:11.060 --> 3:17:16.500]  the excitement and tradition of slingbow a new frontier in archery and truly modern twist on
[3:17:16.500 --> 3:17:23.220]  this primitive survival tool feel the thrill only at slingbow.com fully cooked ready to eat bacon i'm
[3:17:23.220 --> 3:17:29.220]  talking thick meaty center cut presidential bacon savory and delicious i buy some i use
[3:17:29.220 --> 3:17:35.940]  some i store some awesome no refrigeration needed with a 10-year shelf life nasa pack technology
[3:17:35.940 --> 3:17:42.500]  bacon fully cooked fully hydrated ready to eat right from the pack bacon or warm and serve life
[3:17:42.500 --> 3:17:49.220]  saving ready to eat bacon 10-year shelf life bacon ships free at fully cooked bacon.com fully
[3:17:49.220 --> 3:18:00.180]  cooked bacon.com info wars life.com info wars life.com info wars life.com you go to that URL
[3:18:00.180 --> 3:18:06.660]  it takes you to the subsection of info wars store.com where you find the 60 plus products where we've
[3:18:06.660 --> 3:18:11.940]  gone out and researched what is the best what gives people the best results we either private label it
[3:18:11.940 --> 3:18:17.540]  or we develop our own with top developers and folks i'm telling you you can see the difference
[3:18:17.540 --> 3:18:23.140]  in me my energy my focus i've lost almost 40 pounds in less than four months it's incredible
[3:18:23.140 --> 3:18:28.660]  so do yourself a favor try out the products if you've been on the fence you can't lose
[3:18:28.660 --> 3:18:32.900]  except if you don't take action because when you buy the products you're funding the operation
[3:18:32.900 --> 3:18:38.580]  that is always delivering thanks to your support and god's grace and our action but you need these
[3:18:38.580 --> 3:18:42.500]  products that's the real reason you want to get them is because they're amazing and then when you
[3:18:42.500 --> 3:18:47.940]  get great results please tell others about it word of mouth that's how we expand in the face of the
[3:18:47.940 --> 3:18:53.540]  nwo instead of imploding we're fighting to win and we are winning thanks to you with the daily
[3:18:53.540 --> 3:18:58.500]  wear and tear of the environment on our skin it's only natural that it starts to crack and take
[3:18:58.500 --> 3:19:05.380]  damage wind heat water and age are tell tale signs that it's time to start taking care of your skin
[3:19:06.100 --> 3:19:12.020]  with the info wars super silver cream you can keep your skin feeling silky smooth and begin to heal
[3:19:12.020 --> 3:19:18.260]  the damages of the world around you created with ingredients like coconut oil vitamin e and the
[3:19:18.260 --> 3:19:24.420]  incredible silver salt formula info wars silver cream works triple duty supporting the beautifying
[3:19:24.420 --> 3:19:30.820]  and protecting of the skin in a fast non-greasy formula small and easily stored it can support
[3:19:30.820 --> 3:19:36.260]  dry and damaged skin to reduce fine lines and wrinkles while smoothing and softening calluses
[3:19:36.260 --> 3:19:41.060]  with none of the harmful ingredients found in other formulas you can be sure this silver cream is
[3:19:41.060 --> 3:19:46.500]  hard at work promoting the healing of your skin don't miss out on the new silver salt powered
[3:19:46.500 --> 3:19:51.220]  can't miss formula get the info wars super silver cream today
[3:19:55.060 --> 3:19:57.700]  you're listening to the alex jones show
[3:19:57.700 --> 3:19:59.700]  you
[3:20:14.020 --> 3:20:22.340]  info wars dot com is tomorrow's news today you're listening to the alex jones show
[3:20:22.340 --> 3:20:30.900]  we're gonna go to gustav johnny daniel marcus alex jason and jade before i go to the special report
[3:20:30.900 --> 3:20:38.980]  in the last segment today that's beyond insanely important but let's go to alex in texas first
[3:20:38.980 --> 3:20:44.260]  thanks for holding alex go ahead yes sir right before i ask my question i just want to give a
[3:20:44.260 --> 3:20:50.340]  big salute products are great i used to play linebacker i got registered in my freshman year i
[3:20:50.340 --> 3:20:56.820]  realized sports are just roman bread and circus but uh when you think i had done fish oil all these
[3:20:56.820 --> 3:21:02.340]  you know new tropics uh i basically have like this desire to run every day man and i'm doing like 2.5
[3:21:02.340 --> 3:21:08.420]  miles in like 20 minutes running every day and absolutely oh that's why i want listeners to
[3:21:08.420 --> 3:21:13.780]  try our high quality fish oil our high quality new tropics x2 x3 because people are going to get
[3:21:13.780 --> 3:21:17.300]  hooked it's going to make their lives better and then we can find the operation a total win-win
[3:21:17.300 --> 3:21:23.460]  yeah sir that christmas mega sale pack y'all just had not i was absolutely just bargain but
[3:21:23.460 --> 3:21:27.540]  definitely going to be saving up and you know i'm totally down for buying stuff on price and
[3:21:27.540 --> 3:21:31.060]  just supporting the info well thank you i mean what we did is we sold out a lot of stuff just to
[3:21:31.060 --> 3:21:34.980]  make sure we had money to bring down inventory massively so yeah we're going to be leaner
[3:21:34.980 --> 3:21:38.820]  and meaner now so there won't be those kind of specials at that level even though i say that
[3:21:38.820 --> 3:21:44.180]  super female vitality is 60 off right now super male sold out but i'm sorry go ahead sir and get
[3:21:44.180 --> 3:21:50.260]  into your point yes sir uh virginia i had a question wondering like what's the exact date
[3:21:50.260 --> 3:21:54.900]  like are they still like are caught on trying to get the guns and like what oh yeah oh yeah they
[3:21:54.900 --> 3:21:59.220]  said we'll call the military out we got bills we're going to confiscate the semi-auto we're
[3:21:59.220 --> 3:22:05.780]  going to shut down the gun ranges we're going to shut down all uh boxing jujitsu all self-defense
[3:22:05.780 --> 3:22:09.620]  classes i mean there's actual bills uh and they've got the votes and they and they say that they're
[3:22:09.620 --> 3:22:14.580]  just going to set up checkpoints and they want to start a fight uh because they know they can't
[3:22:14.580 --> 3:22:17.940]  win the general election they want to start a civil war so they're very serious about it i'm
[3:22:17.940 --> 3:22:22.740]  going to be going there and i'll be there uh next week wow yeah definitely i mean that's
[3:22:22.740 --> 3:22:26.420]  this kind of concerning thinking it could be a civil war this month you know i'm here out in
[3:22:26.420 --> 3:22:31.220]  round rock and it's just kind of concerning seeing you know i've been living in this area since 1998
[3:22:32.180 --> 3:22:37.300]  it's just you see the the leftist and you just see how this whole austin gray or metropolitan
[3:22:37.300 --> 3:22:44.740]  areas is really turned very blue and just imagine southern california as a giant toilet uh that's
[3:22:44.740 --> 3:22:49.300]  full and then there was a pipe going right to central texas and then they just flushed it and
[3:22:49.300 --> 3:22:53.700]  then that's what we've got here and i'm telling you it's not the illegal aliens that i don't like
[3:22:53.700 --> 3:23:00.740]  it's the it's the vampire leftist it makes me sick yes and there are a lot of good people coming
[3:23:00.740 --> 3:23:05.700]  from california too but they're like one out of five because they're coming to flee it no the others
[3:23:05.700 --> 3:23:11.140]  just know they destroyed it they're coming here to do the same thing to us yes sir yes sir well
[3:23:11.140 --> 3:23:16.340]  thank you for taking my call alex and god bless god bless you sir i appreciate your call it's it's
[3:23:16.340 --> 3:23:19.860]  really bad oh my gosh i didn't realize johnny was calling from denmark so i'm gonna go to johnny next
[3:23:19.860 --> 3:23:27.940]  in gustov uh johnny you're on the air welcome from denmark hello alex welcome thank you well
[3:23:27.940 --> 3:23:35.940]  i finally got through happy new year that new decade i call it the doubly roaring 2020 like
[3:23:35.940 --> 3:23:42.820]  you had the roaring 1920s doubly roaring 2020 yes sir this year is the doubly roaring 2020 i've been
[3:23:42.820 --> 3:23:49.540]  an avid listener for about 10 years um i actually a very avid listener for like i don't know six
[3:23:49.540 --> 3:23:56.980]  years and listening for between six and 14 hours a day wow cold winter days here in denmark i listen
[3:23:56.980 --> 3:24:00.340]  to all the shows and sometimes i listen twice because you know it's kind of in the background
[3:24:00.340 --> 3:24:08.020]  if i was totally focused i'd listen only once i understand um also um i'm uh i'm possibly i'm
[3:24:08.020 --> 3:24:12.260]  guessing that i am your best customer in Copenhagen and in denmark and maybe in our old scandinavia
[3:24:12.260 --> 3:24:18.980]  probably i did the stats today i spent uh about 19 000 dollars uh last year on it at money well
[3:24:18.980 --> 3:24:24.260]  spent um it's that tiny percentage of folks that underwrite this show so money well spent my friend
[3:24:24.260 --> 3:24:32.580]  god bless you are you still there johnny um yes i was going to make a suggestion along those lines
[3:24:32.580 --> 3:24:38.260]  um that you allow people like me to know see i'm speculating um based on what you're saying
[3:24:38.260 --> 3:24:44.500]  that only about two percent of the uh listeners buy from the shop and of those only a small
[3:24:44.500 --> 3:24:48.420]  percentage you buy a lot this might be an idea for your store this isn't the first of many
[3:24:48.420 --> 3:24:54.500]  suggestions but i have um to let people know where they stand ordinarily in terms of their city
[3:24:54.500 --> 3:24:58.900]  their country etc because you know if i knew that by spending another hundred dollars i'd go to
[3:24:58.900 --> 3:25:04.180]  number one and who knows what uh denmark or or scandinavia or europe i might do it other people
[3:25:04.180 --> 3:25:07.140]  might do the same although it's hard to get stuff into europe too and we've we've tried to think
[3:25:07.140 --> 3:25:10.420]  about setting up some city areas over there to get it shipped in but then if you manufacture it
[3:25:10.420 --> 3:25:14.660]  there you got to go through its rules and it's cost prohibitive that we never gotten big enough
