[00:00.000 --> 00:23.160]  Infowars, tomorrow's news today.
[01:15:08.260 --> 01:15:14.540]  the patriarch of Moscow, one of the leaders of the free leaders of the Orthodox Church
[01:15:14.540 --> 01:15:19.100]  in the world, because the Orthodox Church is not a centralized power like the Vatican.
[01:15:19.100 --> 01:15:24.500]  It has three patriarchs, the one of Constantinople, the one in Romania and the one in Russia,
[01:15:24.500 --> 01:15:26.300]  which are the main ones.
[01:15:26.300 --> 01:15:28.100]  I totally agree with you.
[01:15:28.100 --> 01:15:32.180]  So I'm saying, was he always secretly a Christian as he says he was?
[01:15:32.180 --> 01:15:33.860]  Or has he really converted recently?
[01:15:33.860 --> 01:15:35.180]  Or is there a double game by Putin?
[01:15:35.180 --> 01:15:36.180]  Is he really a bad guy?
[01:15:36.180 --> 01:15:37.340]  Because I respect your view.
[01:15:37.340 --> 01:15:38.340]  Tell me.
[01:15:38.340 --> 01:15:42.380]  Well, I've been in Russia many times.
[01:15:42.380 --> 01:15:49.500]  I was even guested by the patriarch of Russia in the Interreligious Dialogue Center in Bolshoi
[01:15:49.500 --> 01:15:52.680]  Street, which is close to the Bolshoi in Moscow.
[01:15:52.680 --> 01:16:00.640]  So I mean, I had direct experience of this change that Russia took after the fall of
[01:16:00.640 --> 01:16:01.640]  the Soviet Union.
[01:16:01.640 --> 01:16:04.800]  I never went to Russia when it was the Soviet Union.
[01:16:04.800 --> 01:16:10.640]  I started to go to Russia for a number of years in the middle of the 90s.
[01:16:10.640 --> 01:16:12.900]  And I saw a great change.
[01:16:12.900 --> 01:16:16.720]  Even Vladimir Putin, he was the mayor of St. Petersburg.
[01:16:16.720 --> 01:16:18.280]  Russia was in great crisis.
[01:16:18.280 --> 01:16:20.640]  People were shooting themselves in the street.
[01:16:20.640 --> 01:16:23.680]  Yeltsin was a complete drunk fool.
[01:16:23.680 --> 01:16:30.360]  And fortunately, at one point, he came into power and changed things for the better of
[01:16:30.360 --> 01:16:31.360]  the Russian people.
[01:16:31.360 --> 01:16:35.980]  But let's remember that his priority is the Russian people.
[01:16:35.980 --> 01:16:43.600]  So he's still ambivalent in some of his alliances and choices, like his alliance with China,
[01:16:43.600 --> 01:16:48.240]  because that is only for the benefit of the Russian people.
[01:16:48.760 --> 01:16:49.760]  And let's expand on that.
[01:16:49.760 --> 01:16:51.960]  Trump, I think, genuinely worked for America.
[01:16:51.960 --> 01:16:54.360]  Doesn't mean he didn't make mistakes, but he worked.
[01:16:54.360 --> 01:16:58.360]  And that's why they hate Putin and they hate Trump, is they're actually trying to be presidents.
[01:16:58.360 --> 01:16:59.360]  Yeah.
[01:16:59.360 --> 01:17:04.640]  It's like he puts Russia first, just like Donald J. Trump put America first.
[01:17:04.640 --> 01:17:05.640]  You can't blame him.
[01:17:05.640 --> 01:17:11.440]  I mean, but if you think that Putin will ever do the interests of America, no.
[01:17:11.440 --> 01:17:14.760]  To be clear, I was never lionizing Putin.
[01:17:14.760 --> 01:17:15.760]  I'm not naive.
[01:17:15.800 --> 01:17:20.000]  I'm just simply saying it appears the globalists genuinely hate Putin.
[01:17:20.000 --> 01:17:22.560]  And I don't think that he is in league with them.
[01:17:22.560 --> 01:17:25.600]  And it looks like Xi Jinping now has broken off.
[01:17:25.600 --> 01:17:32.640]  From my own personal experience in Russia, I know that since the 90s, America and George
[01:17:32.640 --> 01:17:36.840]  Soros tried to find an alternative to Putin.
[01:17:36.840 --> 01:17:38.720]  They really tried.
[01:17:38.720 --> 01:17:43.400]  But every time they infiltrated the Russian system, started in the 90s, they even created
[01:17:43.400 --> 01:17:47.040]  a party that was called Apple at one point.
[01:17:47.040 --> 01:17:50.880]  Well, they tried, they tried and they tried.
[01:17:50.880 --> 01:17:58.960]  But the Russians will always discover their infiltration games, will actually brutally
[01:17:58.960 --> 01:18:02.600]  kill those people who tried to enact them.
[01:18:02.600 --> 01:18:07.320]  So they didn't have the same possibilities like in other countries.
[01:18:07.320 --> 01:18:10.560]  And in the end, they had to accept the rise of Vladimir Putin.
[01:18:10.560 --> 01:18:11.560]  Sure.
[01:18:11.600 --> 01:18:15.600]  The other thing is, is that the same globalists that want to run Russia want to run us.
[01:18:15.600 --> 01:18:20.480]  And I wish that, you know, Trump would have been more hardcore like Putin and moved early
[01:18:20.480 --> 01:18:21.480]  against him.
[01:18:21.480 --> 01:18:22.480]  Instead, they moved against Trump.
[01:18:22.480 --> 01:18:28.960]  Yeah, but I think still that Vladimir Putin has done some compromises along the way because
[01:18:28.960 --> 01:18:34.640]  otherwise he will not be still alive or in power.
[01:18:34.800 --> 01:18:42.400]  And one of the compromises that he has done probably is under deals that he does through
[01:18:42.400 --> 01:18:47.120]  the Knights of the Holy Sepulcher, which is a specific group of knights, very active in
[01:18:47.120 --> 01:18:54.160]  Russia and of course, in Italy, in Rome, around the world, because they are one of the official
[01:18:54.160 --> 01:18:55.600]  knights of the Vatican.
[01:18:55.600 --> 01:19:02.240]  He uses this channel of the Knights of the Holy Sepulcher to have a privileged contact
[01:19:02.240 --> 01:19:08.280]  with the Jesuits, because you have to understand that historically the Jesuit order and the
[01:19:08.280 --> 01:19:18.120]  Pope of today is a Jesuit, were actually managed to survive thanks to Russia, when in 1771
[01:19:18.120 --> 01:19:22.000]  they were kicked out of the Vatican, the Jesuit order.
[01:19:22.000 --> 01:19:27.400]  They went under the protection of the Empress of Russia.
[01:19:27.400 --> 01:19:33.320]  And basically Russia was not even a Catholic country, as we all know, is an Orthodox country.
[01:19:33.320 --> 01:19:42.080]  But they made a deal with the Jesuits and said, OK, we can place a Russian Jesuit general
[01:19:42.080 --> 01:19:43.640]  for a period of time.
[01:19:43.640 --> 01:19:45.280]  We will protect you.
[01:19:45.280 --> 01:19:49.160]  And so you will be able to not be exterminated.
[01:19:49.160 --> 01:19:50.160]  Sure.
[01:19:50.160 --> 01:19:54.720]  There's a lot of old alliances and I don't mean to get you down a rabbit trail on Putin
[01:19:54.720 --> 01:19:58.600]  on Xi Jinping, but definitely.
[01:19:58.600 --> 01:20:05.400]  After Napoleon came, finished his period in 1815, the Jesuits went back into the Vatican
[01:20:05.400 --> 01:20:06.400]  at that point.
[01:20:06.400 --> 01:20:08.760]  Then the Jesuit general, of course, was changed.
[01:20:08.760 --> 01:20:10.320]  It wasn't Russian anymore.
[01:20:10.320 --> 01:20:16.280]  But this link that was established back then still somehow survives.
[01:20:16.280 --> 01:20:17.280]  Sure.
[01:20:17.280 --> 01:20:18.280]  I've asked a lot of questions.
[01:20:18.280 --> 01:20:19.540]  We're almost out of time.
[01:20:19.540 --> 01:20:20.540]  We got into G20.
[01:20:20.540 --> 01:20:21.660]  We got into everything.
[01:20:21.660 --> 01:20:27.020]  How is it going for this Jesuit globalist that calls himself a pope?
[01:20:27.020 --> 01:20:28.820]  Any big moves at the Vatican?
[01:20:28.820 --> 01:20:34.260]  Other key tidbits of news you'd like to impart to folks, Leo Zagami, leozagami.com?
[01:20:34.260 --> 01:20:38.380]  Well we touched on it just when we talked the last time.
[01:20:38.380 --> 01:20:45.420]  Yes, the Vatican is focusing very much on artificial intelligence and transhumanism.
[01:20:45.420 --> 01:20:53.360]  It seems, of course, they are creating a whole group of Jesuits that is actually specialized
[01:20:53.360 --> 01:20:58.280]  on these subjects and that they are focusing on these subjects because they know they are
[01:20:58.280 --> 01:20:59.280]  of great importance.
[01:20:59.280 --> 01:21:09.320]  They are even creating a metaverse Catholic missionary body, already ready to go into
[01:21:09.320 --> 01:21:19.540]  Mark Zuckerberg's newly created metaverse to convert people through virtual missionaries.
[01:21:19.540 --> 01:21:25.680]  And they will be virtual missionaries that have taken the fourth vow of the Jesuits.
[01:21:25.680 --> 01:21:30.360]  Because when you take the fourth vow of the Jesuits, you can go into special missions
[01:21:30.360 --> 01:21:38.280]  for the pope and you have the possibility of bypassing any known law.
[01:21:38.280 --> 01:21:45.000]  So the metaverse that is now just considered a joke is not really a joke, it's something
[01:21:45.000 --> 01:21:47.200]  that even the Vatican takes very seriously.
[01:21:47.200 --> 01:21:51.400]  Well that's right because they're going to force us, like they did with the lockdowns,
[01:21:51.400 --> 01:21:55.320]  into this virtual prison and that's why they're trying to advertise this as a wonderful place.
[01:21:55.320 --> 01:22:00.520]  It's a way to lock you up in your house or in one of these coffin high-rises and then
[01:22:00.520 --> 01:22:04.320]  make you work and live there or you're not given your carbon credits.
[01:22:04.320 --> 01:22:08.040]  So this is very, very cold-blooded, they admit under the carbon tax it will be too expensive
[01:22:08.040 --> 01:22:10.080]  for anybody to even leave their house.
[01:22:10.080 --> 01:22:14.400]  This is a true global prison they're building and this is just the window dressing of that
[01:22:14.400 --> 01:22:15.880]  prison.
[01:22:15.880 --> 01:22:22.640]  And of course the Jesuits of the fourth vow are the ones that control the Illuminati and
[01:22:22.640 --> 01:22:23.640]  the Freemasons.
[01:22:23.640 --> 01:22:31.640]  It's not true that Ignacio Loyola fought secret societies like somebody tries to say or that
[01:22:31.640 --> 01:22:39.360]  Ignacio Loyola's spiritual exercises are a Christian way of fighting evil to the ultimate
[01:22:39.360 --> 01:22:40.360]  level.
[01:22:40.360 --> 01:22:45.000]  No, the spiritual exercise of Ignacio Loyola, they're actually opening the gates of hell
[01:22:45.000 --> 01:22:51.240]  for you and they're practiced by a lot of important and famous people because they are
[01:22:51.240 --> 01:22:57.520]  a way in which the society of Jesus can manipulate and control people further.
[01:22:57.520 --> 01:23:02.600]  So don't give in to the Jesuit propaganda, let's say.
[01:23:02.600 --> 01:23:06.440]  Leo, what would you call this period of time we're in right now?
[01:23:06.440 --> 01:23:09.880]  Because I mean, it's just world government, mark of the beast, what the coming out of
[01:23:09.880 --> 01:23:13.600]  the beast system, because this is just an incredible time and not just the corrupting
[01:23:13.600 --> 01:23:18.440]  Catholic Church, most of the big churches, Protestant, you name it, are not fighting
[01:23:18.440 --> 01:23:19.440]  this, they're not speaking up.
[01:23:19.440 --> 01:23:25.220]  It seems to really only be the Orthodox Church around the world that I see really speaking
[01:23:25.220 --> 01:23:26.220]  up and fighting.
[01:23:26.220 --> 01:23:29.580]  There are a lot of conservative Catholic groups that are fighting as well, but as for
[01:23:29.580 --> 01:23:34.980]  leaders or patriarchs, we're really only seeing the Orthodox Church.
[01:23:34.980 --> 01:23:41.900]  In fact, I want to really point out on the fact that the moment in which we see Kirill
[01:23:41.900 --> 01:23:47.220]  bowing down to this pope and going to meet him for an interreligious dialogue with all
[01:23:47.220 --> 01:23:52.180]  the other religions, that will be the end because that means that the one world religion
[01:23:52.180 --> 01:23:57.420]  has got the last element that is resisting to it.
[01:23:57.420 --> 01:24:02.660]  You see, Kirill is very much fixated with the book of Revelation, with the mark of the
[01:24:02.660 --> 01:24:09.980]  beast, and many Orthodox believers are fixated with the mark of the beast being its...
[01:24:09.980 --> 01:24:12.540]  Well, Leo, shouldn't all Christians be fixated on it?
[01:24:12.540 --> 01:24:13.540]  It's starting to happen.
[01:24:13.540 --> 01:24:14.540]  Absolutely, absolutely, absolutely.
[01:24:14.540 --> 01:24:22.340]  That's what I'm saying in the contest, of course, that we just discussed of Russia.
[01:24:22.340 --> 01:24:24.560]  They have actually made a war.
[01:24:24.560 --> 01:24:30.940]  They made the prayer groups when they tried to force some of these controls.
[01:24:30.940 --> 01:24:35.980]  If they were forcing vaccine passports in Russia, the Orthodox Church already said they
[01:24:35.980 --> 01:24:37.140]  are against it.
[01:24:37.140 --> 01:24:44.620]  So that's the big problem for the New World Order now, is to defeat this Russian Orthodox
[01:24:44.620 --> 01:24:48.860]  Church, which I cherish very much in my family.
[01:24:48.860 --> 01:24:54.500]  My great-grandmother married into a second wedding with a guy called Leo, who was an
[01:24:54.500 --> 01:24:55.620]  Orthodox Russian.
[01:24:55.620 --> 01:25:00.980]  So I'm very close to the Russian Orthodox Church, and I think they are very close to
[01:25:00.980 --> 01:25:02.740]  real Christianity.
[01:25:02.740 --> 01:25:06.100]  So I hope that they can resist.
[01:25:06.820 --> 01:25:10.940]  We all know, you know, temptation is always there, corruption is always there.
[01:25:10.940 --> 01:25:16.580]  We just have to hope that these people stay firm, as well as we Christians here in America
[01:25:16.580 --> 01:25:18.580]  stay firm, Alex.
[01:25:18.580 --> 01:25:25.500]  Because the threat now that we are facing here in America is a threat that we might
[01:25:25.500 --> 01:25:28.820]  be able to fight for another two or three years.
[01:25:29.220 --> 01:25:36.300]  Let's remember that in Europe now, they are starting massive programs for microchipping
[01:25:36.300 --> 01:25:41.820]  the population, first with a series of experiments that have already been conducted in Sweden,
[01:25:41.820 --> 01:25:42.820]  in Germany.
[01:25:42.820 --> 01:25:49.020]  But then they're going to start substituting the vaccine passport, the green pass, with
[01:25:49.020 --> 01:25:50.020]  the microchipping.
[01:25:50.020 --> 01:25:51.020]  And at that moment…
[01:25:51.020 --> 01:25:54.660]  That's right, and Klaus Schwab has said that, and for those who don't know, in Sweden
[01:25:54.660 --> 01:25:58.260]  for like three years, people are getting chips for the tens of thousands to be able to ride
[01:25:58.260 --> 01:25:59.260]  on the train or bus.
[01:25:59.260 --> 01:26:01.300]  Soon they're saying, you'll have to have one.
[01:26:01.300 --> 01:26:03.420]  This is just insane.
[01:26:03.420 --> 01:26:04.420]  It's all happening.
[01:26:04.420 --> 01:26:08.660]  But I cut you off, you were saying, and then soon, you were saying, and soon?
[01:26:08.660 --> 01:26:15.540]  Well, I assume we will be seeing exactly what the book of Revelation, what the visions of
[01:26:15.540 --> 01:26:17.300]  John of Patmos saw.
[01:26:17.300 --> 01:26:19.380]  So it's the apocalypse unfolding.
[01:26:19.380 --> 01:26:24.700]  I mean, we don't really have to have a great imagination to see what's happening when
[01:26:24.700 --> 01:26:27.300]  it's happening in front of our eyes.
[01:26:27.500 --> 01:26:29.820]  What we have to do is to resist.
[01:26:29.820 --> 01:26:36.460]  Because you see, the majority of the people are starting to realize that maybe the Hamish
[01:26:36.460 --> 01:26:43.780]  were right, that we are the Hamish of tomorrow, because we are becoming the ones who are constantly
[01:26:43.780 --> 01:26:47.140]  critical of this society, but we are shrinking.
[01:26:47.140 --> 01:26:53.220]  Because each day there is a category of people that for convenience is giving up to Satan
[01:26:53.220 --> 01:26:54.220]  and to the market.
[01:26:54.220 --> 01:26:55.220]  Absolutely.
[01:26:55.220 --> 01:26:56.220]  The Hamish look better and better every day.
[01:26:56.220 --> 01:26:58.420]  None of them basically got COVID or died.
[01:26:58.420 --> 01:26:59.500]  They don't get autism.
[01:26:59.500 --> 01:27:01.260]  They don't take vaccines.
[01:27:01.260 --> 01:27:05.180]  The Hamish are looking really good about now.
[01:27:05.180 --> 01:27:08.940]  And I got to tell you, I was in Florida and saw an Amish community, because they go to
[01:27:08.940 --> 01:27:10.460]  the beach and stuff too.
[01:27:10.460 --> 01:27:14.700]  And I saw the men and the women and the children, and they looked super healthy compared to
[01:27:14.700 --> 01:27:15.860]  everybody else.
[01:27:15.860 --> 01:27:16.860]  They were radiant.
[01:27:16.860 --> 01:27:17.860]  Yeah.
[01:27:17.860 --> 01:27:18.860]  Yeah.
[01:27:18.860 --> 01:27:25.860]  Well, it was the best policy really to do the herd immunity concept following the Hamish
[01:27:25.900 --> 01:27:31.700]  advice, which is basically to get everybody to just front the virus openly.
[01:27:31.700 --> 01:27:34.820]  And then you build a resistance.
[01:27:34.820 --> 01:27:38.300]  The natural immunity is the best immunity.
[01:27:38.300 --> 01:27:43.860]  So of course there is no vaccine or no medicine that can compare to that.
[01:27:43.860 --> 01:27:44.860]  That's right.
[01:27:44.860 --> 01:27:48.860]  Isolating people is the worst thing you can do, unless somebody's got like bubonic blood
[01:27:48.860 --> 01:27:49.860]  or something.
[01:27:50.860 --> 01:27:51.860]  It's the preparatory stage Alex.
[01:27:51.860 --> 01:28:00.860]  We said it, locking them down in their houses, serving them outside more and more with drones
[01:28:00.860 --> 01:28:07.860]  and other robots that will be patrolling the street, Robocops, Robodogs.
[01:28:07.860 --> 01:28:16.860]  We are literally facing the reality that was showcased in movies like Terminator or The
[01:28:16.860 --> 01:28:17.860]  Matrix.
[01:28:17.860 --> 01:28:18.860]  You're right.
[01:28:18.860 --> 01:28:19.860]  Out of the open invasion.
[01:28:19.860 --> 01:28:23.860]  Now they're talking about smart dust that the UN is going to put in all the food that
[01:28:23.860 --> 01:28:24.860]  quote, takes over our bodies.
[01:28:24.860 --> 01:28:25.860]  It's incredible.
[01:28:25.860 --> 01:28:27.860]  Leo Zagami, thank you so much for the time.
[01:28:27.860 --> 01:28:29.860]  People can find all your books on your website.
[01:28:29.860 --> 01:28:31.860]  Tell us about your latest book.
[01:28:31.860 --> 01:28:32.860]  Yes.
[01:28:32.860 --> 01:28:33.860]  Thank you so much.
[01:28:33.860 --> 01:28:36.860]  You can of course find the links to my latest books.
[01:28:36.860 --> 01:28:41.860]  And I'm also working on a new one that I hope to present to your audience before the end
[01:28:41.860 --> 01:28:42.860]  of the year.
[01:28:42.860 --> 01:28:47.860]  So thank you very much for having me on and God bless you all and God protect us from
[01:28:47.860 --> 01:28:48.860]  this great evil.
[01:28:48.860 --> 01:28:49.860]  Please resist.
[01:28:49.860 --> 01:28:50.860]  Don't give in.
[01:28:50.860 --> 01:28:51.860]  Don't give in.
[01:28:51.860 --> 01:28:52.860]  Thank you.
[01:28:52.860 --> 01:28:53.860]  Leo Zagami.
[01:28:53.860 --> 01:28:54.860]  Wow.
[01:28:54.860 --> 01:28:55.860]  Really smart guy.
[01:28:55.860 --> 01:28:56.860]  Knows what he's talking about.
[01:28:56.860 --> 01:28:57.860]  Okay.
[01:28:57.860 --> 01:29:01.360]  I'm going to end this special Saturday transmission with a very important report that John Bowne
[01:29:01.360 --> 01:29:07.640]  put out dealing with Fauci and his biological warfare attack Titanic.
[01:29:07.640 --> 01:29:08.640]  His whole agenda is sinking.
[01:29:08.640 --> 01:29:11.140]  I'm going to throw this out right now.
[01:29:11.140 --> 01:29:15.160]  Ladies and gentlemen, we're under massive attack because we're warning about the plot
[01:29:15.160 --> 01:29:19.880]  against humanity, the plot against the people that Tucker Carlson talks about.
[01:29:19.880 --> 01:29:20.880]  And we are the tip of the spear.
[01:29:20.880 --> 01:29:22.080]  You were the tip of the spear.
[01:29:22.080 --> 01:29:24.480]  The crew up here working seven days a week is the tip of the spear.
[01:29:24.480 --> 01:29:25.480]  So I want to thank them.
[01:29:25.480 --> 01:29:31.520]  And I want to encourage all the listeners before we end this broadcast to not procrastinate
[01:29:31.520 --> 01:29:35.440]  and to support the transmission because with supply chain breakdowns and all the craziness,
[01:29:35.440 --> 01:29:38.760]  I don't know how long we're going to be here in the future.
[01:29:38.760 --> 01:29:42.700]  We have our Black Friday comes early super sale going right now that we do the first
[01:29:42.700 --> 01:29:43.940]  two weeks of November every year.
[01:29:43.940 --> 01:29:48.980]  We just launched it a few days ago early because the things are so out of control storewide
[01:29:48.980 --> 01:29:54.580]  free shipping double Patriot points and a lot of great products for back in stock like
[01:29:54.580 --> 01:29:59.460]  brain force plus sold out for almost eight months back in stock 50% off it's an amazing
[01:29:59.460 --> 01:30:00.460]  product.
[01:30:00.460 --> 01:30:05.500]  Ultimate bone broth formula sold out for over two plus years now reformulated even better
[01:30:05.500 --> 01:30:07.660]  back in stock discounted free shipping double Patriot points.
[01:30:07.660 --> 01:30:09.300]  It's got the Chaga mushroom.
[01:30:09.300 --> 01:30:15.300]  It's got the concentrated really high end high quality protein from a chicken.
[01:30:15.300 --> 01:30:17.700]  So it's got the chicken broth concentrate.
[01:30:17.700 --> 01:30:19.500]  It's got everything in it.
[01:30:19.500 --> 01:30:20.500]  That is known as supercharged.
[01:30:20.500 --> 01:30:21.940]  It's got the turmeric.
[01:30:21.940 --> 01:30:29.160]  It's got so much more info war store.com that's back in stock ultra 12 60% off highest quality
[01:30:29.160 --> 01:30:32.660]  vitamin B 12 you're going to find taken to the tongue does amazing things alpha power
[01:30:32.660 --> 01:30:36.980]  40% off knockout 50% off hair and beard support formula is really also a great multivitamin
[01:30:36.980 --> 01:30:42.620]  mineral 50% off living defense plus 50% off pure turmeric extract bodies ultimate formula
[01:30:42.620 --> 01:30:48.920]  95% humanoid over the top for your inflammation and body 40% off activated charcoal toothpaste
[01:30:48.920 --> 01:30:54.340]  and mouthwash 50% off all storeable foods 10% off last sale of the storeable food of
[01:30:54.340 --> 01:30:55.340]  the year.
[01:30:55.340 --> 01:30:58.780]  I would not procrastinate we have the full catalog of my patriot at prepare with Alex
[01:30:58.780 --> 01:31:04.580]  dot com or info war store.com and that's going to go until the 15th of this month and they're
[01:31:04.580 --> 01:31:10.180]  going to go up on prices next year last chance to get wake up America coffee at 2021 prices
[01:31:10.180 --> 01:31:16.340]  haven't raised prices in six years have to raise it 10% in the new year info war store
[01:31:16.340 --> 01:31:23.420]  dot com free shipping double patriot points all right we covered some pretty amazing things
[01:31:23.420 --> 01:31:27.820]  today and because at the end of the show yesterday there was so much news I said I got to come
[01:31:27.820 --> 01:31:34.280]  in on Saturday and I appreciate the crew being here again the whole smart dust nanotech take
[01:31:34.280 --> 01:31:39.120]  over your body I mean they're announcing this that's the first thing we cover I think
[01:31:39.120 --> 01:31:42.800]  that's the most important it ties in everything Leo Zagami was saying we started off the most
[01:31:42.800 --> 01:31:46.200]  important thing the rollout of the mark of the beast the preparatory phase is ending
[01:31:46.200 --> 01:31:50.680]  now the real rollouts here it's happening and we ended with that today but the whole
[01:31:50.680 --> 01:31:56.100]  false flag event being caught red-handed they want you where you don't question when democrats
[01:31:56.100 --> 01:32:00.400]  dress up like white supremacists and show up at your event to make you look bad or to
[01:32:00.400 --> 01:32:05.160]  cause a race riot but we are going to continue to expose these monsters no matter how many
[01:32:05.160 --> 01:32:08.920]  damn lawsuits they file on us or what they do and at the end of the day because your
[01:32:08.920 --> 01:32:12.440]  prayers and financial support were stronger than we've ever been and they're not going
[01:32:12.440 --> 01:32:17.800]  to be taking anybody off the air not as long as you are supporting us that's what we're
[01:32:17.800 --> 01:32:21.800]  building our war chest right now to do some very exciting things we're just going to release
[01:32:21.800 --> 01:32:25.520]  more films again like coven land that's excellent we're not just going to release a new end
[01:32:25.520 --> 01:32:28.680]  game coming out next year we're not just going to we got a bunch of stuff I'm going to tell
[01:32:28.680 --> 01:32:34.060]  you about it by early december we'll be telling you about this and by january we're going
[01:32:34.060 --> 01:32:42.200]  into 2022 like a race car like a dragster going 400 miles an hour on fire down a road
[01:32:42.200 --> 01:32:46.740]  here so god bless you all here's the latest john bound report and then please take this
[01:32:46.740 --> 01:32:51.040]  report this live feed in the archive of it to share it and the whole report where alex
[01:32:51.040 --> 01:32:55.600]  jones and tucker carlson vindicated out of democrats caught staging racial false flag
[01:32:55.600 --> 01:32:59.480]  in virginia here's the john bound report and then that's it for this transmission until
[01:32:59.480 --> 01:33:03.440]  tomorrow 4 p.m central with the alex jones show the sunday edition
[01:33:03.440 --> 01:33:19.960]  we worked through this pandemic over a year we worked we worked we worked tirelessly long
[01:33:19.960 --> 01:33:25.640]  hours without fear boldly took care of us the citizens of the city of this new york
[01:33:25.640 --> 01:33:32.040]  we answered countless calls countless efs emergencies and other emergencies to keep
[01:33:32.040 --> 01:33:36.000]  the city safe let's just stop it's like a mexican standoff let's just all this is put
[01:33:36.000 --> 01:33:42.640]  our guns down right here that's nice and let's just stop this right now right now let's stop
[01:33:42.640 --> 01:33:48.320]  this right now because this is a bioweapon war if the point that you are making is that
[01:33:48.680 --> 01:33:57.440]  the grant that was funded as a sub-award from eco-health to wuhan created sars-cov-2 that's
[01:33:57.440 --> 01:34:02.120]  where you are getting let me finish we don't know well wait a minute it did come in the lab
[01:34:02.120 --> 01:34:06.560]  but all the evidence is pointing that it came from the lab you there will be responsibility
[01:34:06.560 --> 01:34:12.080]  for those who funded the lab including yourself i totally this committee will allow the witness
[01:34:12.080 --> 01:34:19.560]  to i totally resent the lie that you are now propagating the nih has not ever and does not
[01:34:19.560 --> 01:34:28.760]  now fund gain of function research in the wuhan institute anthony fauci has spent listen to this
[01:34:28.760 --> 01:34:42.240]  number 191 billion dollars not 3.7 million not 30 million 191 billion dollars of audited funds
[01:34:42.240 --> 01:34:48.120]  for the bioweapon ization of viruses against humanity despite the fact that we have every
[01:34:48.120 --> 01:34:54.840]  grant recipient every person their address their phone number their laboratory we literally have
[01:34:54.840 --> 01:35:00.480]  the entirety of where that money went and not a single investigation agency in this country is
[01:35:00.480 --> 01:35:08.520]  willing to look this is a bioweapons program designed to kill us that's what it is and it's
[01:35:08.520 --> 01:35:14.080]  not just designed to kill us it's designed to kill massive numbers of the population Wednesday's
[01:35:14.080 --> 01:35:19.600]  letter to Congress admits if not obscurely that gain-of-function research was in fact funded by
[01:35:19.600 --> 01:35:26.320]  the nih through eco health the question remains is this latest revelation testament to an nih that
[01:35:26.320 --> 01:35:32.480]  knowingly lied about its involvement in dangerous covert research in wuhan or was its involvement a
[01:35:32.480 --> 01:35:38.880]  snapshot into a deadly form of reckless disregard the issue of whether nih funded risky research
[01:35:38.880 --> 01:35:44.280]  resurfaced last week after the health agency said in a letter to Congress that a contractor
[01:35:44.280 --> 01:35:50.360]  performing experiments at wuhan did not share all its data hall cited the letter as further
[01:35:50.360 --> 01:35:55.440]  evidence that Fauci and other public health officials had lied when they denied the nih
[01:35:55.440 --> 01:36:01.280]  funded such studies he called for Fauci to be fired over the admission even if you don't agree
[01:36:01.280 --> 01:36:05.400]  with the latest headlines that Fauci lied to Congress about whether or not the nih funded
[01:36:05.400 --> 01:36:10.600]  gain-of-function research or the heart-wrenching headlines regarding experiments on puppies much
[01:36:10.640 --> 01:36:15.000]  of the public has lost confidence in Fauci and his ability to lead the nation out of this
[01:36:15.000 --> 01:36:20.360]  pandemic he's admitted to lying at times for noble reasons he's been accused of blatantly lying
[01:36:20.360 --> 01:36:25.800]  during others he's flip-flopped on what he considers to be indisputable science and backpedaled on what
[01:36:25.800 --> 01:36:31.360]  it will take to allow us to get back to normal yet Fauci who turns 81 at the end of the year is
[01:36:31.360 --> 01:36:37.480]  still the guy at the helm why directed by major corporations to bring in world government and all
[01:36:37.480 --> 01:36:42.320]  their greedy crazy crap in their world ID and all this stuff and and it's prophesied it's gonna
[01:36:42.320 --> 01:36:48.720]  happen sometime in the future I'd like it not to happen maybe in my lifetime maybe now Harari says
[01:36:48.720 --> 01:36:54.400]  the countries and companies that control the most data will in the future be the ones that control
[01:36:54.400 --> 01:36:59.560]  the world today in the world data is worth much more than money ten years ago you had these big
[01:36:59.560 --> 01:37:05.680]  corporations paying billions and billions for whatsapp for Instagram and people wondered are
[01:37:05.680 --> 01:37:12.400]  they crazy why do they pay billions to get this application that doesn't produce any money and
[01:37:12.400 --> 01:37:20.360]  the reason why because it produced data the world is increasingly kind of cut up into spheres of
[01:37:20.360 --> 01:37:27.320]  data collection of data harvesting in the Cold War you had the Iron Curtain now we have the Silicon
[01:37:27.320 --> 01:37:34.040]  Curtain and where does the data go California or does it go to Shenzhen and to Shanghai and to
[01:37:34.040 --> 01:37:38.840]  Beijing Harari is concerned the pandemic has opened the door for more intrusive kinds of data
[01:37:38.840 --> 01:37:45.280]  collection including biometric data what is biometric data it's data about what's happening
[01:37:45.280 --> 01:37:50.600]  inside my body what we have seen so far it's corporations and governments collecting data
[01:37:50.600 --> 01:37:59.560]  about where we go who we meet what movies we watch the next phase is the surveillance going under our
[01:37:59.560 --> 01:38:05.040]  skin are you really into child sacrifice because that's what this is and is that what you want to
[01:38:05.040 --> 01:38:18.280]  be part of people have now reached that point watch the American Journal weekday mornings 8 to 11
[01:38:18.280 --> 01:38:30.400]  central at band video live from the infowars.com studios it's Alex Jones the silent majority is no
[01:38:30.400 --> 01:38:46.080]  longer silence this is the war room with Owen Schroyer there are a lot of energy drinks and
[01:38:46.080 --> 01:38:51.360]  energy pills on the market and of course most of them work because if something doesn't work people
