[00:00.000 --> 00:18.600]  son
[3:13:32.900 --> 3:13:33.900]  huge.
[3:13:33.900 --> 3:13:35.900]  It's huge.
[3:13:35.900 --> 3:13:37.500]  There's cracks that are beginning to form.
[3:13:37.500 --> 3:13:39.540]  And again, Google isn't just some search engine.
[3:13:39.540 --> 3:13:41.020]  It's into thousands of companies.
[3:13:41.020 --> 3:13:46.180]  It's buying everything up, stifling free innovation, and trying to push a global system.
[3:13:46.180 --> 3:13:49.660]  That's why a lot of folks are like, well, here's Google, why do you obsess on it?
[3:13:49.660 --> 3:13:52.500]  Because four billion people do.
[3:13:52.500 --> 3:13:54.380]  It's the panopticon.
[3:13:54.380 --> 3:14:02.100]  It's the all-seeing eye everywhere, like your emailing, your Google Chrome.
[3:14:02.100 --> 3:14:05.940]  Every kid's got a Chromebook, it seems, now for education.
[3:14:05.940 --> 3:14:09.700]  Everywhere you go, there's a Google product that you use.
[3:14:09.700 --> 3:14:10.700]  And when I started...
[3:14:10.700 --> 3:14:11.700]  Let's just say it.
[3:14:11.700 --> 3:14:16.580]  If my wife's not in the mood, and I grab her ass, she slaps it away, well, Google's
[3:14:16.580 --> 3:14:17.580]  got their arm.
[3:14:17.580 --> 3:14:18.580]  I don't mean to be gross.
[3:14:18.580 --> 3:14:19.580]  Up our ass.
[3:14:19.580 --> 3:14:21.460]  I mean, a lot of us didn't ask for this.
[3:14:21.460 --> 3:14:23.300]  Yeah, it's non-consensual, right?
[3:14:23.300 --> 3:14:25.300]  It's non-consensual.
[3:14:25.300 --> 3:14:28.700]  Yeah, so this is big news.
[3:14:28.700 --> 3:14:31.540]  It looks like something big is starting to happen.
[3:14:31.540 --> 3:14:34.700]  The Wall Street Journal yesterday...
[3:14:34.700 --> 3:14:37.580]  Oh, it's Snowpes' fact-checking this.
[3:14:37.580 --> 3:14:38.580]  They found it not true.
[3:14:38.580 --> 3:14:43.380]  That was not right by Mark Zuckerberg, it's not a joke, they just said it was fake.
[3:14:43.380 --> 3:14:44.380]  Wow.
[3:14:44.380 --> 3:14:45.380]  We were trying to trick people.
[3:14:45.380 --> 3:14:47.500]  I hope one day you can recover from that, you know?
[3:14:47.500 --> 3:14:49.820]  Well, we were trying to trick them there.
[3:14:49.820 --> 3:14:52.300]  I know a doctor if you need one.
[3:14:52.300 --> 3:14:56.860]  Yeah, so this is big.
[3:14:56.860 --> 3:14:59.660]  This is big with the fact that there's someone leaving.
[3:14:59.660 --> 3:15:04.940]  And the Wall Street Journal just posted yesterday that the states are coming together in order
[3:15:04.940 --> 3:15:12.500]  to file an antitrust lawsuit against Google for their improper censorship.
[3:15:12.500 --> 3:15:20.660]  But what the government's got to get is we're now 15 months out from the election or less.
[3:15:20.660 --> 3:15:21.660]  Google gets it.
[3:15:21.660 --> 3:15:22.660]  They're in a fight.
[3:15:22.660 --> 3:15:23.660]  They're not giving up.
[3:15:23.660 --> 3:15:24.660]  Neither is the recipe.
[3:15:24.660 --> 3:15:26.300]  They're racing to steal it, admitting they are.
[3:15:26.300 --> 3:15:27.740]  We have all the internal documents.
[3:15:27.740 --> 3:15:28.740]  We infiltrated them.
[3:15:28.740 --> 3:15:29.740]  You came out.
[3:15:29.740 --> 3:15:30.740]  I mean, we've got to...
[3:15:30.740 --> 3:15:31.740]  It's an open and shut case.
[3:15:31.740 --> 3:15:32.740]  Right.
[3:15:32.740 --> 3:15:35.380]  People are like, well, we're going to break you up or we're going to...
[3:15:35.380 --> 3:15:36.940]  They don't give a flying.
[3:15:36.940 --> 3:15:37.940]  They're moving.
[3:15:37.940 --> 3:15:38.940]  They're not giving up.
[3:15:38.940 --> 3:15:40.500]  So what do you do in a crisis like that?
[3:15:40.500 --> 3:15:42.420]  I think it's an actual security issue.
[3:15:42.420 --> 3:15:46.380]  As Peter Thiel has said, they're in bed with China, so is Apple, and they get to the rest
[3:15:46.380 --> 3:15:47.380]  of the leadership.
[3:15:47.380 --> 3:15:50.460]  Or let them steal the election, and they've got the Washington Post saying China will
[3:15:50.460 --> 3:15:51.860]  crush Trump in America.
[3:15:51.860 --> 3:15:53.140]  Hi, I'm Dan Pilla.
[3:15:53.140 --> 3:15:57.060]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[3:15:57.060 --> 3:15:58.620]  I sued the IRS and won.
[3:15:58.620 --> 3:16:01.580]  I beat the IRS then, and I've been beating them ever since.
[3:16:01.580 --> 3:16:04.860]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with
[3:16:04.860 --> 3:16:07.100]  tax problems they thought might never be solved.
[3:16:07.100 --> 3:16:08.420]  I can help you too.
[3:16:08.420 --> 3:16:11.460]  If you owe taxes you can't pay, don't wait another day.
[3:16:11.460 --> 3:16:13.660]  There's no such thing as a hopeless tax case.
[3:16:13.660 --> 3:16:21.940]  Call 800-34-NO-TAX, or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[3:16:21.940 --> 3:16:28.220]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive.
[3:16:28.220 --> 3:16:29.220]  Forget bunkers.
[3:16:29.220 --> 3:16:31.180]  You're not a live underground gopher.
[3:16:31.180 --> 3:16:32.820]  You need survivalist camps.
[3:16:32.820 --> 3:16:37.420]  The ultimate, fully functional, off-the-grid, mobile survival bug outhouse that's well-equipped
[3:16:37.420 --> 3:16:40.780]  and custom-built to outlast any other RV or trailer.
[3:16:40.780 --> 3:16:41.780]  Bold statement?
[3:16:41.780 --> 3:16:42.780]  You bet.
[3:16:42.780 --> 3:16:45.260]  See them now at survivalistcamps.com.
[3:16:45.260 --> 3:16:47.300]  That's survivalistcamps.com.
[3:16:47.300 --> 3:16:50.740]  Trust your family survival to survivalistcamps.com.
[3:16:50.740 --> 3:16:53.100]  Oh, these pains.
[3:16:53.100 --> 3:16:54.100]  My neck.
[3:16:54.100 --> 3:16:55.100]  My back.
[3:16:55.100 --> 3:16:56.100]  Shoulders.
[3:16:56.100 --> 3:16:57.500]  I've got to get some relief.
[3:16:57.500 --> 3:17:02.300]  Stress from everyday life, past injuries or surgeries can cause inflammation that leads
[3:17:02.300 --> 3:17:05.140]  to pain, but you don't want to take another pill.
[3:17:05.140 --> 3:17:07.020]  There's an easier, healthier way, right?
[3:17:07.020 --> 3:17:08.020]  Yes.
[3:17:08.020 --> 3:17:10.820]  With hot or cold therapy products at sunshine-pillows.com.
[3:17:10.820 --> 3:17:12.020]  Pillows?
[3:17:12.020 --> 3:17:13.260]  For my aches and pains?
[3:17:13.260 --> 3:17:18.420]  Oh, not just pillows, sunshine-pillows.com has the best selection of custom heated
[3:17:18.420 --> 3:17:23.420]  neck wraps and heated neck pillows, plus travel pillows, microwavable body heating wraps,
[3:17:23.420 --> 3:17:24.420]  and more.
[3:17:24.420 --> 3:17:26.020]  It's all available to you online.
[3:17:26.020 --> 3:17:28.300]  Finally, stress relief with no drugs.
[3:17:28.300 --> 3:17:34.020]  Right, and now you can buy any select combo up to $150 and get 30% off.
[3:17:34.020 --> 3:17:39.180]  Just use this promo code SAVE30 when you click sunshine-pillows.com.
[3:17:39.180 --> 3:17:43.060]  Save 30% when you spend up to $150 on any select combo.
[3:17:43.060 --> 3:17:49.260]  Use promo code SAVE30, sunshine-pillows.com, your complete line of therapeutic pillows
[3:17:49.260 --> 3:17:50.260]  and pads.
[3:17:50.260 --> 3:17:54.180]  Let's talk to Marcus in New York.
[3:17:54.180 --> 3:17:55.180]  Marcus, you're on the air.
[3:17:55.180 --> 3:17:56.180]  You're rolling.
[3:17:56.180 --> 3:17:57.180]  Hey, Alex.
[3:17:57.180 --> 3:17:58.820]  Yeah, I just want to say, your show is a breath of fresh air.
[3:17:58.820 --> 3:18:02.460]  I talk to a lot of people here out in New York City, and one thing I can tell you is
[3:18:02.460 --> 3:18:04.940]  that almost nobody agrees with these wars.
[3:18:04.940 --> 3:18:09.340]  I think that the Neocons are trying desperately to get Trump to go to a war because they know
[3:18:09.340 --> 3:18:13.700]  that that's the only way that they could defeat him in the eyes of the public, the approaching
[3:18:13.700 --> 3:18:14.700]  2020.
[3:18:14.700 --> 3:18:15.700]  That's it.
[3:18:15.700 --> 3:18:17.700]  I mean, if Trump buys into this, it'll be the end of his presidency.
[3:18:17.700 --> 3:18:20.540]  It's the only way I think he can be defeated other than assassinating him.
[3:18:20.540 --> 3:18:21.820]  It's a time to be praying, my friend.
[3:18:21.820 --> 3:18:22.820]  I agree entirely.
[3:18:22.820 --> 3:18:26.260]  The last thing I just want to say, Alex, is I know they're trying to shut you down, but
[3:18:26.260 --> 3:18:27.940]  the reinforcements have arrived, man.
[3:18:27.940 --> 3:18:30.820]  I would love to see you on air until you're 80 years old.
[3:18:30.820 --> 3:18:33.180]  I would love to see what you're talking about when you're 80.
[3:18:33.180 --> 3:18:36.380]  But if they do shut you down, no, you've gone into this war.
[3:18:36.380 --> 3:18:40.980]  You've won a lot of battles, and there are a lot of people like myself and many others
[3:18:40.980 --> 3:18:41.980]  who are going to continue.
[3:18:41.980 --> 3:18:45.860]  We're going to keep fighting in the Info War, and even if something does happen to you or
[3:18:45.860 --> 3:18:50.700]  your show, know for a fact that you've gotten a lot of people fired up for liberty.
[3:18:50.700 --> 3:18:52.820]  Thank you, sir, for calling.
[3:18:52.820 --> 3:18:58.700]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble
[3:18:58.700 --> 3:19:03.100]  in the future, it'd be the farmers that were close to the ground, close to reality, who
[3:19:03.100 --> 3:19:06.020]  actually worked for a living that would end up saving the nation.
[3:19:06.020 --> 3:19:11.180]  And today, the Communist Chinese have banned all U.S. farming goods a week ago, and we've
[3:19:11.180 --> 3:19:15.740]  seen massive increases in polls, support for the president, and what he's doing in this
[3:19:15.740 --> 3:19:19.580]  trade war, once China put pressure on our farmers.
[3:19:19.580 --> 3:19:20.580]  That's beautiful.
[3:19:20.580 --> 3:19:24.060]  Americans aren't going to be bullied, and we aren't going to back down.
[3:19:24.060 --> 3:19:28.100]  So to the Joaquin Cruises and the Hillary Clinton's of the world that want to intimidate
[3:19:28.100 --> 3:19:32.340]  people and tell us to back down, we're never going to give up, and all you've done is
[3:19:32.340 --> 3:19:37.540]  awaken the human spirit, and the human spirit lives at InfoWars.com and NewsWars.com.
[3:19:37.540 --> 3:19:42.980]  And I'm asking listeners, whatever you do, spread those links, because we are the light,
[3:19:42.980 --> 3:19:55.500]  we are the dark of the night, we are the resistance, we are 1776 worldwide.
[3:19:55.500 --> 3:20:13.620]  We are listening to the Alex Jones show.
[3:20:13.620 --> 3:20:16.060]  All right, I said I'd take an hour of your calls.
[3:20:16.060 --> 3:20:20.500]  We're already 20 minutes in the cellar, but I'm going to go to George Chase, Linda, Ryan,
[3:20:20.500 --> 3:20:22.020]  John, Jeff, Vernon, right now.
[3:20:22.020 --> 3:20:26.140]  Sarah, we're going to go to you, but what's wrong with big tech's eyes?
[3:20:26.140 --> 3:20:30.420]  I mean, you look at the heads of big tech and people, they're under bright lights, and
[3:20:30.420 --> 3:20:31.420]  I'm under bright lights.
[3:20:31.420 --> 3:20:33.020]  My eyes, my people's are tiny.
[3:20:33.020 --> 3:20:36.140]  There's our huge, like they're on a big dose of some kind of drug.
[3:20:36.140 --> 3:20:39.980]  I mean, that's what we know from, but you were explaining, especially when you look
[3:20:39.980 --> 3:20:44.700]  at Tim Cook of Apple's eyes, that it's something else going on.
[3:20:44.700 --> 3:20:45.700]  What's your experience?
[3:20:45.700 --> 3:20:50.620]  There was something that I read somewhere in psychology where one of the ways you can
[3:20:50.620 --> 3:20:54.900]  sort of lock someone into a trance is by like opening your eyes like this and continuing
[3:20:54.900 --> 3:20:56.900]  to talk.
[3:20:56.900 --> 3:21:01.100]  So you'll see a lot of politicians, a lot of people like open their eyes and just continue
[3:21:01.100 --> 3:21:02.100]  to talk.
[3:21:02.100 --> 3:21:05.900]  And it's a good technique in order to deceive like people, like I'm kind of doing it like
[3:21:05.900 --> 3:21:06.900]  right now.
[3:21:06.900 --> 3:21:07.900]  Look at camera four.
[3:21:07.900 --> 3:21:08.900]  It's over there.
[3:21:08.900 --> 3:21:09.900]  Camera four.
[3:21:09.900 --> 3:21:10.900]  Okay.
[3:21:10.900 --> 3:21:13.020]  So, you know, if I'm, if I'm wanting to tell you a lie, then I'm going to open up my eyes
[3:21:13.020 --> 3:21:17.260]  real wide and I'm just going to talk to you and you're going to get locked into a trance.
[3:21:17.260 --> 3:21:21.420]  And one of the key things is that you don't want to blink, which is a little trick.
[3:21:21.420 --> 3:21:24.780]  So is that why the info babes like on Fox and stuff don't blink?
[3:21:24.780 --> 3:21:27.860]  They're like, they're licking their lips to the sexual thing.
[3:21:27.860 --> 3:21:32.380]  They're doing that to like literally trick our biology for a man to think Meg and Kelly
[3:21:32.380 --> 3:21:33.860]  wants me, but she doesn't.
[3:21:33.860 --> 3:21:34.860]  Yeah, exactly.
[3:21:34.860 --> 3:21:39.100]  And it's also the reason why they have like the spinning sigils like that.
[3:21:39.100 --> 3:21:42.580]  Basically they're trying to induce like a trance date to like prepare the person and
[3:21:42.580 --> 3:21:44.540]  you can actually see it like on the EEGs.
[3:21:44.540 --> 3:21:47.860]  You can see that people kind of like break into like, I think it's like alpha waves or
[3:21:47.860 --> 3:21:48.860]  something.
[3:21:48.860 --> 3:21:49.860]  They're trying to put you into a trance state.
[3:21:49.860 --> 3:21:50.860]  Yeah.
[3:21:50.860 --> 3:21:53.220]  Because the thing is, is that as they get you into that trance state, you, they can give
[3:21:53.220 --> 3:21:57.940]  you, you become more suggestible.
[3:21:57.940 --> 3:21:59.980]  Can we go back to the two minute video?
[3:21:59.980 --> 3:22:00.980]  What's wrong with big tech size?
[3:22:00.980 --> 3:22:03.940]  I want to show Tim Cook size because I get what you're saying.
[3:22:03.940 --> 3:22:04.940]  There it is.
[3:22:04.940 --> 3:22:09.340]  I mean, these under bright lights, man, you got to be on some drugs to get your, or is
[3:22:09.340 --> 3:22:10.340]  he got a brain chip?
[3:22:10.340 --> 3:22:11.740]  I mean, how do you do that?
[3:22:11.740 --> 3:22:12.740]  Right?
[3:22:12.740 --> 3:22:17.620]  And, but the thing that you can notice is that his pupils are dilated.
[3:22:17.620 --> 3:22:22.700]  And the question that I have, just looking at this picture, not knowing it before is,
[3:22:22.700 --> 3:22:27.060]  you know, whether the light may be really dim, but, oh my God, it looks like he's on
[3:22:27.060 --> 3:22:28.420]  some sort of drug, right?
[3:22:28.420 --> 3:22:31.020]  His pupils are just super dilated.
[3:22:31.020 --> 3:22:36.740]  And so, wow, yeah, I know that in Silicon Valley, there's, there's a lot of microdosing
[3:22:36.740 --> 3:22:37.740]  that goes on.
[3:22:37.740 --> 3:22:40.540]  It's kind of like a, like a mind hack.
[3:22:40.540 --> 3:22:45.740]  So I know you were talking about that earlier, but, you know, it should be a good question.
[3:22:45.740 --> 3:22:46.740]  Why?
[3:22:46.740 --> 3:22:47.740]  Why are his pupils so dilated?
[3:22:47.740 --> 3:22:51.420]  All right, we're going to go to phone calls now.
[3:22:51.420 --> 3:22:55.300]  First time a big Google engineer has gone public and taken phone calls.
[3:22:55.300 --> 3:22:58.620]  George Chase, Linda, everybody, who's been holding the longest here?
[3:22:58.620 --> 3:23:02.220]  We're going to go to your phone calls right now.
[3:23:02.220 --> 3:23:07.340]  Let's go ahead and talk to Vernon in Florida.
[3:23:07.340 --> 3:23:11.380]  You're on the air with Jack, Jack, with Zach Voorhees.
[3:23:11.380 --> 3:23:12.380]  Go ahead.
[3:23:12.380 --> 3:23:13.860]  Hey, Alex, thanks for taking my call.
[3:23:13.860 --> 3:23:15.500]  I really appreciate what you guys do.
[3:23:15.500 --> 3:23:16.500]  Appreciate you holding.
[3:23:16.500 --> 3:23:22.100]  Just to comment on some of the censorship that I've seen from Google is I own a small auto
[3:23:22.100 --> 3:23:24.580]  repair business here in Florida.
[3:23:24.580 --> 3:23:30.620]  And if somebody Googles auto repair business near me, literally sitting in my parking lot,
[3:23:30.620 --> 3:23:35.460]  it will give them search results for whoever pays the most.
[3:23:35.460 --> 3:23:41.500]  So I get telemarketing calls all the time saying that if I verify my listing and I spend
[3:23:41.500 --> 3:23:46.220]  enough money with them, they'll bump my ad to the front of the list.
[3:23:46.220 --> 3:23:52.020]  And so just, you know, I was making a comment as far as censorship that I've seen myself
[3:23:52.020 --> 3:23:53.780]  just a small business owner.
[3:23:53.780 --> 3:23:54.780]  Exactly.
[3:23:54.780 --> 3:23:55.780]  You're going down the road.
[3:23:55.780 --> 3:23:59.260]  You need gas or you need a carburetor and they don't tell you the place is right there.
[3:23:59.260 --> 3:24:01.300]  They tell you when five miles away because they pay.
[3:24:01.300 --> 3:24:02.300]  Yeah.
[3:24:02.300 --> 3:24:03.980]  So I actually have this solution to this thing.
[3:24:03.980 --> 3:24:07.220]  Are you on maps.google.com as a listed business?
[3:24:07.220 --> 3:24:08.220]  Yes, I am.
[3:24:08.220 --> 3:24:10.140]  I verified it, you know, personally.
[3:24:10.140 --> 3:24:11.140]  Okay.
[3:24:11.140 --> 3:24:15.940]  And so you've got to places.google.com sort of listing for your thing.
[3:24:15.940 --> 3:24:16.940]  Right.
[3:24:16.940 --> 3:24:21.380]  And my understanding when I talk to one of the telemarketers is what they do is they
[3:24:21.380 --> 3:24:25.900]  actually sit there and search and search and search your business name if you pay them
[3:24:25.900 --> 3:24:30.340]  enough so that that way it gets moved to the top of the list.
[3:24:30.340 --> 3:24:34.340]  If there's a place of location that'll still come up with whoever has paid them the most.
[3:24:34.340 --> 3:24:37.820]  It doesn't really even matter as far as like a...
[3:24:37.820 --> 3:24:38.820]  Sure.
[3:24:38.820 --> 3:24:39.820]  That's fraud.
[3:24:39.820 --> 3:24:46.060]  I mean, one thing if it said add for mufflers or add for transmission or auto repair and
[3:24:46.060 --> 3:24:48.020]  then show you the closest result.
[3:24:48.020 --> 3:24:51.860]  But now they only do it off the pace.
[3:24:51.860 --> 3:24:52.860]  Right.
[3:24:52.860 --> 3:24:55.660]  You know, so they're doing it off of user search traffic.
[3:24:55.660 --> 3:25:01.660]  And so a lot of these people are SEO wizards, SEO, meaning search engine optimization.
[3:25:01.660 --> 3:25:06.780]  And then what they do is that they fake user traffic in order to artificially inflate the
[3:25:06.780 --> 3:25:10.740]  perceived value of that link and it ranks it up.
[3:25:10.740 --> 3:25:17.180]  So if you want to, you know, get into this, the concept of Google hacking is called SEO.
[3:25:17.180 --> 3:25:18.180]  Okay.
[3:25:18.180 --> 3:25:19.180]  I just...
[3:25:19.180 --> 3:25:23.180]  And so what you've got to do is go hire a company to run a bunch of fake traffic to
[3:25:23.180 --> 3:25:24.180]  your business.
[3:25:24.180 --> 3:25:25.180]  Correct.
[3:25:25.180 --> 3:25:28.660]  And that's what these companies call, I mean, up to three times a day I get a phone call
[3:25:28.660 --> 3:25:29.660]  from these companies.
[3:25:29.660 --> 3:25:31.540]  And listen, I think that's terrible and bad.
[3:25:31.540 --> 3:25:37.180]  But Google actively suppressing the RNC being able to run an ad or something or Twitter
[3:25:37.180 --> 3:25:42.860]  suppressing the RNC running an ad or Facebook, that's, I'm not saying your problem is not
[3:25:42.860 --> 3:25:43.860]  a problem.
[3:25:43.860 --> 3:25:44.860]  I get it.
[3:25:44.860 --> 3:25:47.780]  That's something that is being manipulated by locals through the system because Google
[3:25:47.780 --> 3:25:52.660]  is designed to be hacked, as you were saying, but the big enchilada is that it's being done
[3:25:52.660 --> 3:25:55.260]  to our entire election system.
[3:25:55.260 --> 3:26:00.300]  Oh, yes, it's way, way worse politically as far as, you know, manipulating elections
[3:26:00.300 --> 3:26:01.300]  and stuff.
[3:26:01.300 --> 3:26:04.300]  It's just, it can go all the way down to the local level of...
[3:26:04.300 --> 3:26:06.660]  Oh, you're just giving us a local example, which is very important.
[3:26:06.660 --> 3:26:07.660]  Thank you, Vernon.
[3:26:07.660 --> 3:26:09.940]  Let's go ahead and take another call.
[3:26:09.940 --> 3:26:12.660]  Let's talk to Linda in New York.
[3:26:12.660 --> 3:26:13.660]  You're on the air.
[3:26:13.660 --> 3:26:14.660]  Go ahead.
[3:26:14.660 --> 3:26:15.660]  Hi, Alex.
[3:26:15.660 --> 3:26:18.380]  Thanks for all the good you do for the American people.
[3:26:18.380 --> 3:26:19.880]  I'm trying.
[3:26:19.880 --> 3:26:26.820]  My question is, would it be a value for Zach to trade info with NSA database developer
[3:26:26.820 --> 3:26:29.260]  Bill Binney on data mining?
[3:26:29.260 --> 3:26:34.540]  I kind of missed that trade info with a data miner.
[3:26:34.540 --> 3:26:36.340]  With Bill, William Binney.
[3:26:36.340 --> 3:26:37.340]  Right.
[3:26:37.340 --> 3:26:40.580]  So, oh, would you like to come on sometime with the former technical head of the NSA?
[3:26:40.580 --> 3:26:44.580]  I would love to talk to NSA whistleblower Bill Binney.
[3:26:44.580 --> 3:26:52.100]  He's a courageous individual who's come and revealed to the public, you know, the large
[3:26:52.100 --> 3:26:58.620]  surveillance apparatus that was pointed directly at them and vacuuming up all their data.
[3:26:58.620 --> 3:27:04.140]  You know, the big data thing is actually outside of my specialty, but I'm sure that we can,
[3:27:04.140 --> 3:27:05.140]  you know, trade notes.
[3:27:05.140 --> 3:27:08.460]  But isn't that really what Google is?
[3:27:08.460 --> 3:27:11.780]  And Facebook is like privatizing that same NSA system.
[3:27:11.780 --> 3:27:16.580]  Well, yeah, I mean, the thing is, is that we've heard a lot about the NSA data collection,
[3:27:16.580 --> 3:27:19.620]  but Google dwarfs that.
[3:27:19.620 --> 3:27:24.460]  And you know, the media has been pounding this drum, oh, it's really bad that the NSA
[3:27:24.460 --> 3:27:25.460]  has all this data.
[3:27:25.460 --> 3:27:27.460]  It's really bad that the NSA has all this data.
[3:27:27.460 --> 3:27:32.540]  But, like, it's completely dwarfed by what Google has on you.
[3:27:32.540 --> 3:27:36.460]  Like, you've got your real-time location data from your phone, and there's-
[3:27:36.460 --> 3:27:39.100]  So, really, I mean, Google is the real NSA.
[3:27:39.100 --> 3:27:40.100]  Yeah.
[3:27:40.100 --> 3:27:45.340]  You know, it's ridiculous to talk about the NSA when, you know, Google and, you know,
[3:27:45.340 --> 3:27:50.900]  the old CIA were far more insidious and comprehensive.
[3:27:50.900 --> 3:27:53.500]  Linda, anything else?
[3:27:53.500 --> 3:27:54.500]  No.
[3:27:54.500 --> 3:27:56.660]  Thank you very much.
[3:27:56.660 --> 3:27:57.660]  Thank you.
[3:27:57.660 --> 3:27:58.660]  All right.
[3:27:58.660 --> 3:28:01.460]  We've got to go to break here in about 50 seconds, but I promise every caller we're getting
[3:28:01.460 --> 3:28:07.980]  to you with our guest, then the war room in 30 minutes is coming up today, 3 p.m. central.
[3:28:07.980 --> 3:28:14.060]  And again, you were talking about human viral movements of information versus digital.
[3:28:14.060 --> 3:28:16.180]  So how would you quantify that with 30 seconds?
[3:28:16.180 --> 3:28:18.620]  How do we get the audience to realize how powerful they are?
[3:28:18.620 --> 3:28:25.740]  Look, like, every one of us should share info wars and tell our friends about it, because
[3:28:25.740 --> 3:28:30.700]  the thing is, is that you can either go viral through digital means or viral by telling your
[3:28:30.700 --> 3:28:31.700]  friends.
[3:28:31.700 --> 3:28:35.580]  And this is really an important watershed moment, so, you know, show the sensors that
[3:28:35.580 --> 3:28:40.380]  we can make this go viral by each one of us making it go viral.
[3:28:40.380 --> 3:28:45.460]  It really is a fight between human intelligence and AI now, because the guy's been hijacked.
[3:28:45.460 --> 3:28:49.380]  All right, Zach, before he's our guest, more of your calls straight ahead, please spread
[3:28:49.380 --> 3:28:52.580]  those live links.
[3:28:52.580 --> 3:28:58.540]  When you have a pain in the neck, a real pain in the neck, back, shoulder or legs, you now
[3:28:58.540 --> 3:29:03.780]  have two convenient choices to get fast relief without taking another pill.
[3:29:03.780 --> 3:29:09.340]  Because now, Sunny Bay heating wraps and pillows are available at both Amazon and Walmart.
[3:29:09.340 --> 3:29:16.260]  Yes, see Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[3:29:16.260 --> 3:29:21.140]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed
[3:29:21.140 --> 3:29:24.820]  better for perfect support where and when you need it.
[3:29:24.820 --> 3:29:29.700]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing
[3:29:29.700 --> 3:29:33.780]  hot or cold therapy to help treat temporary or chronic pain.
[3:29:33.780 --> 3:29:37.940]  And the best part, Sunny Bay quality products started under $20.
[3:29:37.940 --> 3:29:43.460]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100%
[3:29:43.460 --> 3:29:46.060]  positive rating on both Amazon and Etsy.
[3:29:46.060 --> 3:29:47.060]  It's easy.
[3:29:47.060 --> 3:29:53.020]  Click Amazon or Walmart and search today for Sunny Bay.
[3:29:53.020 --> 3:29:59.540]  As we witness the most disastrous geological activity in recorded history, the globalists
[3:29:59.540 --> 3:30:04.580]  are backed into a corner and the leftists are pushing for civil war.
[3:30:04.580 --> 3:30:08.340]  Borders are being broken and sovereignty is being challenged.
[3:30:08.340 --> 3:30:15.260]  The world is going to change and how it changes will likely be decided by those who are prepared
[3:30:15.260 --> 3:30:18.460]  to stay strong when the system fails.
[3:30:18.460 --> 3:30:21.020]  The system is vulnerable.
[3:30:21.020 --> 3:30:26.980]  Electricity could be gone in an instant and grocery stores could be empty in three days.
[3:30:26.980 --> 3:30:32.260]  Buying storeable foods and the ability to purify water will give you a fighting chance
[3:30:32.260 --> 3:30:37.900]  in the next level and being without puts you at the mercy of others or makes you a slave
[3:30:37.900 --> 3:30:39.660]  to a dying system.
[3:30:39.660 --> 3:30:45.180]  Buy storeable foods and an Alexa pure gravity water filter today.
[3:30:45.180 --> 3:30:52.740]  Support mankind by being prepared and support freedom by buying from infowarstore.com.
[3:30:52.740 --> 3:30:58.740]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble
[3:30:58.740 --> 3:31:03.140]  in the future, it'd be the farmers that were close to the ground, close to reality, who
[3:31:03.140 --> 3:31:06.020]  actually work for a living that would end up saving the nation.
[3:31:06.020 --> 3:31:11.180]  And today the communist Chinese have banned all U.S. farming goods a week ago and we've
[3:31:11.180 --> 3:31:15.740]  seen massive increases in polls support for the president and what he's doing in this
[3:31:15.740 --> 3:31:19.580]  trade war once China put pressure on our farmers.
[3:31:19.580 --> 3:31:21.020]  That's beautiful.
[3:31:21.020 --> 3:31:24.060]  Things aren't going to be bullied and we aren't going to back down.
[3:31:24.060 --> 3:31:28.100]  So to the walking cruises and the Hillary Clinton's the world that want to intimidate
[3:31:28.100 --> 3:31:32.860]  people and tell us to back down, we're never going to give up and all you've done is awaken
[3:31:32.860 --> 3:31:33.860]  the human spirit.
[3:31:33.860 --> 3:31:40.060]  The human spirit lives at infowars.com and newswars.com and I'm asking listeners, whatever
[3:31:40.060 --> 3:31:43.980]  you do spread those links because we are the light and the dark of the night.
[3:31:43.980 --> 3:31:45.060]  We are the resistance.
[3:31:45.060 --> 3:31:54.900]  We are 1776 worldwide.
[3:31:54.900 --> 3:31:59.660]  It's never been easy to figure out the essentials of a new supplement routine.
[3:31:59.660 --> 3:32:02.580]  That's why we created the eight pack power stack.
[3:32:02.580 --> 3:32:07.260]  Your go to option for the building blocks of a successful approach to supplementation.
[3:32:07.260 --> 3:32:11.940]  This one stop shop for those looking to simplify or adjust their routine is perfect for new
[3:32:11.940 --> 3:32:14.860]  and old info warriors alike.
[3:32:14.860 --> 3:32:18.980]  With the eight pack power stack, there's no trial and error, messy bottles laying across
[3:32:18.980 --> 3:32:22.740]  the counter or 20 minute morning habits.
[3:32:22.740 --> 3:32:26.820]  Just take the wake up and work or rest and recover packs each day for quick, easy to
[3:32:26.820 --> 3:32:30.940]  use and conveniently accessible formulas to help you reach your peak without the deep
