[00:00.000 --> 00:10.040]  The Web, eFoodsDirect.com, 800-409-5633.
[1:07:56.760 --> 1:08:02.640]  them big briefcases and suitcases and some cases as much as $500,000, you know, per mayor
[1:08:02.640 --> 1:08:03.640]  and city official.
[1:08:03.640 --> 1:08:04.920]  And I was like, what is that about?
[1:08:04.920 --> 1:08:09.160]  I even saw it in the Associated Press and I'd go on the air and say, you know, a super
[1:08:09.160 --> 1:08:15.680]  secret military team under the control of the president, Bill Clinton at the time, is
[1:08:15.680 --> 1:08:16.680]  paying people off.
[1:08:16.680 --> 1:08:21.080]  So I went and interviewed Thomas Sanchez, emergency management, Kingsville and Chief
[1:08:21.080 --> 1:08:24.400]  of Police, San Antonio, LA, Philippus, I mean, I got in the car and drove down and interviewed
[1:08:24.400 --> 1:08:28.480]  him, put him on a local TV show and then on the radio show and people would call in and
[1:08:28.480 --> 1:08:30.040]  say, you've made this up.
[1:08:30.040 --> 1:08:31.760]  The military is not sneaking around, paying people off.
[1:08:31.760 --> 1:08:34.600]  And I'd say, well, here's the Associated Press, here's the interview and let me play
[1:08:34.600 --> 1:08:35.600]  the audio of the police chief.
[1:08:35.600 --> 1:08:38.720]  They'd say, oh, it's not real.
[1:08:38.720 --> 1:08:42.480]  And now the Newarker magazine has broken a bunch of news concerning this.
[1:08:42.480 --> 1:08:46.000]  I want to go over that after we take some calls.
[1:08:46.000 --> 1:08:51.040]  But on every issue I cover, most of it is in government documents or legislation or even
[1:08:51.040 --> 1:08:52.040]  mainstream news.
[1:08:52.040 --> 1:08:53.440]  It just doesn't get any attention.
[1:08:53.440 --> 1:08:56.440]  We try to give it attention and connect the dots.
[1:08:56.440 --> 1:09:04.480]  Now in my film Terror Storm, a history government sponsored terror put out in 2007, I go over
[1:09:04.480 --> 1:09:10.600]  many of the 200 plus declassified instances where the US government admits, I mean, this
[1:09:10.600 --> 1:09:14.560]  is congressional testimony, they admit it, that they blow up buildings, blow up school
[1:09:14.560 --> 1:09:20.280]  buses all over the world, things that will upset people to blame it on their enemies.
[1:09:20.280 --> 1:09:24.800]  And then last year, WikiLinks came out and mainstream news reported on it, an army field
[1:09:24.800 --> 1:09:29.720]  manual we've read on air where they teach army captains in black ops, in black operations,
[1:09:29.720 --> 1:09:31.360]  secret operations.
[1:09:31.360 --> 1:09:37.200]  One of their main tools is staged terror, false flag, and they teach them how to do that.
[1:09:37.200 --> 1:09:41.240]  A good Hollywood example of this, based on kind of a composite of some true stories,
[1:09:41.240 --> 1:09:47.520]  but it's based on true stories, but a fiction, The Quiet American by Graham Greene, where
[1:09:47.520 --> 1:09:52.880]  the CIA guy is, you have a CIA in Southern Vietnam is staging terror attacks to blame
[1:09:52.880 --> 1:09:55.480]  it on the communist.
[1:09:55.480 --> 1:10:00.520]  And the Pentagon's argument is, well, you know, the Russians, they stage terror attacks
[1:10:00.520 --> 1:10:02.360]  and blame it on us, so we've got to do it too.
[1:10:02.360 --> 1:10:07.720]  And then that's how you become totally evil by saying, oh, I'll become my enemy to fight
[1:10:07.720 --> 1:10:09.440]  them.
[1:10:09.440 --> 1:10:12.320]  And so when I talk about this, I'm only covering what's admitted.
[1:10:12.320 --> 1:10:14.880]  I mean, do you understand that?
[1:10:14.880 --> 1:10:19.920]  Do you understand there's Operation Northwoods to bomb US ships, bomb DC, hijack jets by
[1:10:19.920 --> 1:10:24.520]  remote control, commit sniper attacks all over the country and blame it on the Russians?
[1:10:24.520 --> 1:10:28.520]  ABC News, Baltimore Sun, just Google, Operation Northwoods.
[1:10:28.520 --> 1:10:32.160]  I mean, all I'm covering is real stuff.
[1:10:32.160 --> 1:10:36.000]  Now I did go on the air two months before 9-11, and I said they're going to stage terror
[1:10:36.000 --> 1:10:38.800]  attacks probably on the World Trade Center.
[1:10:38.800 --> 1:10:44.120]  You can just Google Alex Jones predicts 9-11, you can hear the radio show and the TV show,
[1:10:44.120 --> 1:10:45.800]  you can watch it.
[1:10:45.800 --> 1:10:49.400]  There's millions of views on the web of it on Google and YouTube and everywhere else.
[1:10:49.400 --> 1:10:54.000]  There's a new film out, The Selection of South by Southwest, the documentary film of the year
[1:10:54.000 --> 1:10:57.600]  by the Independent Film Channel called New World Order, and they have the clips of me
[1:10:57.600 --> 1:11:01.760]  and they're talking about that.
[1:11:01.760 --> 1:11:05.560]  Well I went on air a couple months ago and I said Obama's agenda is going to stall, even
[1:11:05.560 --> 1:11:08.280]  before he was sworn in, but when he was elected.
[1:11:08.280 --> 1:11:11.120]  And I said people are going to find out this guy's a globalist, and I'm going to tell you
[1:11:11.120 --> 1:11:14.560]  right now the way they're setting up the military to police America, the way this has all been
[1:11:14.560 --> 1:11:18.720]  geared up under the last four or five administrations, it's all coming to a head.
[1:11:18.720 --> 1:11:21.920]  They're going to make their move now, they're going to stage a huge Reichstag event to bring
[1:11:21.920 --> 1:11:22.920]  in martial law.
[1:11:22.920 --> 1:11:27.120]  And I have police sending me secret state police documents, the feds make for them,
[1:11:27.120 --> 1:11:28.120]  and we've covered that.
[1:11:28.120 --> 1:11:29.840]  I mean, they're really getting ready.
[1:11:29.840 --> 1:11:33.360]  I have to give credit where credit's due, because I've really criticized this guy a lot, and
[1:11:33.360 --> 1:11:38.320]  I'm still listening during the break to the larger clip, you know, he's claiming that
[1:11:38.320 --> 1:11:41.560]  Obama, you know, works for the Muslims or something is going to get us and going to
[1:11:41.560 --> 1:11:45.200]  fool Rahm Emanuel and all these people and that he's going to set up a dictatorship.
[1:11:45.200 --> 1:11:47.800]  So so he'll admit the new world order, but claim the Muslims around it.
[1:11:47.800 --> 1:11:51.320]  If you believe that you need your head fixed, you have to believe the military is run by
[1:11:51.320 --> 1:11:52.320]  the Muslims.
[1:11:52.320 --> 1:11:53.720]  But this is a big deal.
[1:11:53.720 --> 1:11:56.800]  I think the fourth biggest radio host in the country says something like this, and we're
[1:11:56.800 --> 1:11:58.680]  going to play the whole clip or just play a short clip.
[1:11:58.680 --> 1:12:02.720]  If you want to see it, you can just Google new world order agenda expose, listen carefully
[1:12:02.720 --> 1:12:06.960]  on YouTube and you can hear him say this, but here's just a quick clip of it.
[1:12:06.960 --> 1:12:08.440]  I mean, is he turning into Alex Jones?
[1:12:08.440 --> 1:12:09.440]  Here it is.
[1:12:09.440 --> 1:12:12.280]  I made a prediction on this show yesterday that I'll repeat right now so that you can
[1:12:12.280 --> 1:12:13.280]  mark it down.
[1:12:13.280 --> 1:12:21.960]  Savage predicts a rice dog fire like event sometime within the next year or two in America
[1:12:21.960 --> 1:12:26.560]  that will have been conducted by the government and blamed upon subversive elements in order
[1:12:26.560 --> 1:12:31.440]  to permit a dictatorship and a naked dictatorship to emerge in this country.
[1:12:31.440 --> 1:12:32.440]  All right.
[1:12:32.440 --> 1:12:33.440]  Okay.
[1:12:33.440 --> 1:12:34.440]  There you go.
[1:12:34.440 --> 1:12:35.440]  You can watch the rest of the clip.
[1:12:35.440 --> 1:12:38.680]  You can watch it on infowars.com and prisonplanet.com as soon as possible.
[1:12:38.680 --> 1:12:40.560]  In fact, guys, here's my iPhone.
[1:12:40.560 --> 1:12:41.920]  It's got Kurt Nemo's number in it.
[1:12:41.920 --> 1:12:42.920]  You know how to get it?
[1:12:42.920 --> 1:12:43.920]  Get that.
[1:12:43.920 --> 1:12:44.920]  I want you to call him right now and please ask him to post this.
[1:12:44.920 --> 1:12:46.520]  I think Watson's over in England.
[1:12:46.520 --> 1:12:47.520]  He probably went to bed.
[1:12:47.520 --> 1:12:50.840]  I've been keeping him up all weekend anyways with Obama promotion stuff.
[1:12:50.840 --> 1:12:51.840]  Here you go.
[1:12:51.840 --> 1:12:52.840]  I just turned it on for you.
[1:12:52.840 --> 1:12:53.960]  I'll take a minute to boot up.
[1:12:53.960 --> 1:12:57.880]  Look, this isn't a game or a joke.
[1:12:57.880 --> 1:12:59.240]  It's not Patty cake time.
[1:12:59.240 --> 1:13:01.360]  It's not fun to be Alex Jones.
[1:13:01.360 --> 1:13:03.520]  It's not fun to know this stuff.
[1:13:03.520 --> 1:13:07.320]  It is very, very serious and I have a lot of sleepless nights.
[1:13:07.320 --> 1:13:12.560]  That's how I can work 18 hours a day because I know my family, my children, none of us,
[1:13:12.560 --> 1:13:16.880]  you and the author listening, have any future if we don't stop this.
[1:13:16.880 --> 1:13:21.200]  I told you they would stage terror attacks blaming on Muslims and then set up a police
[1:13:21.200 --> 1:13:24.320]  state which they would then swing around against the American people.
[1:13:24.320 --> 1:13:28.840]  They're now teaching every police departments in the news that the American people are going
[1:13:28.840 --> 1:13:33.120]  to attack them and that Homeland Security isn't for Al Qaeda and that Northcom is to
[1:13:33.120 --> 1:13:36.720]  fight the American people and the Army War Colleges said it and the Army has announced
[1:13:36.720 --> 1:13:37.720]  it.
[1:13:37.720 --> 1:13:39.240]  It is official.
[1:13:39.240 --> 1:13:40.240]  Okay?
[1:13:40.240 --> 1:13:43.720]  Now, I'm sorry if you don't want to believe that.
[1:13:43.720 --> 1:13:45.200]  The facts are the facts.
[1:13:45.200 --> 1:13:49.840]  We're not five-year-olds where we can imagine whatever we want to be true and then that's
[1:13:49.840 --> 1:13:52.960]  supposedly true.
[1:13:52.960 --> 1:13:55.640]  The only way to turn this around is if you get educated out there.
[1:13:55.640 --> 1:13:59.560]  I'm talking to those that have laughed at me over the years.
[1:13:59.560 --> 1:14:04.600]  Here's this article by Paul Watson up on PrisonPlanet.com he wrote yesterday in conjunction
[1:14:04.600 --> 1:14:09.680]  with myself, Cheney assassination unit still active under Obama, including domestically.
[1:14:09.680 --> 1:14:15.480]  See, Psy Hirsch through the left-right paradigm, he'll report on everything Bush did and then
[1:14:15.480 --> 1:14:18.280]  act like it's just Bush and now we're okay because Obama's here.
[1:14:18.280 --> 1:14:21.680]  Well, you understand they're working together behind the scenes and that they're just front
[1:14:21.680 --> 1:14:22.680]  men.
[1:14:22.680 --> 1:14:27.280]  You understand how deadly dangerous all of this is because these assassination teams
[1:14:27.280 --> 1:14:29.840]  are being used in the U.S.
[1:14:29.840 --> 1:14:32.920]  The military covertly is running every major city.
[1:14:32.920 --> 1:14:35.400]  This week I saw a bunch of mainstream news articles we covered on the show.
[1:14:35.400 --> 1:14:40.520]  We posted them on the site, linked to them, where they're announcing, oh, the Army's
[1:14:40.520 --> 1:14:45.720]  putting officers, military, regular Army in all major police departments as liaison officers.
[1:14:45.720 --> 1:14:47.520]  Oh, the Marines are out at DWI checkpoints.
[1:14:47.520 --> 1:14:51.240]  Oh, at the shooting in Alabama, regular Army went out on the streets and I had the Army
[1:14:51.240 --> 1:14:53.480]  Colonel on admitting it.
[1:14:53.480 --> 1:14:57.040]  Total violation of Posse commentators.
[1:14:57.040 --> 1:15:00.040]  So it's all there on record.
[1:15:00.040 --> 1:15:04.360]  Chaining assassination units still active under Obama, including domestically, but they keep
[1:15:04.360 --> 1:15:07.560]  doing this left-right bait and switch so folks think of the President's running something
[1:15:07.560 --> 1:15:11.440]  instead of the real power behind the throne, the bankers who need to be arrested.
[1:15:11.440 --> 1:15:15.400]  But they have to have a police state and martial law so that you can never bring them to justice.
[1:15:15.400 --> 1:15:16.880]  That's the whole point.
[1:15:16.880 --> 1:15:21.160]  Criminals want tyranny so they can get away with their crimes and they use people in the
[1:15:21.160 --> 1:15:23.640]  military to carry it out in every case.
[1:15:23.640 --> 1:15:27.720]  Citizens of the political assassination unit, which reported solely to Dick Cheney was an
[1:15:27.720 --> 1:15:32.400]  operation during the Bush administration, are absent the fact that the unit in question,
[1:15:32.400 --> 1:15:36.840]  the Joint Special Operations Command, has been active for decades, has been deployed
[1:15:36.840 --> 1:15:40.560]  domestically in the United States, and we have links to mainstream news on that, has
[1:15:40.560 --> 1:15:46.120]  killed U.S. citizens and is an integral part of Barack Obama's expanded wars in Afghanistan
[1:15:46.120 --> 1:15:48.640]  and Pakistan.
[1:15:48.640 --> 1:15:52.080]  Seymour Hearst dropped a bombshell when he told the University of Minnesota audience
[1:15:52.080 --> 1:15:59.360]  on Tuesday that Joint Special Operations Command is an executive assassination ring, essentially,
[1:15:59.360 --> 1:16:02.720]  and has been going on and on and on, Hearst stated.
[1:16:02.720 --> 1:16:07.040]  Under President Bush's authority, they've been going into countries not talking to the
[1:16:07.040 --> 1:16:13.120]  ambassador or the CIA station chief and finding people on a list and executing them and leaving.
[1:16:13.120 --> 1:16:16.400]  That's been going on in the name of Assault and anyone on to admit they're also operating
[1:16:16.400 --> 1:16:17.400]  in the U.S.
[1:16:17.400 --> 1:16:20.920]  All right, I'll finish up with this and then go directly to your calls on the other side
[1:16:20.920 --> 1:16:25.640]  of this quick break, but they'll expose the Republicans now that they're out of power,
[1:16:25.640 --> 1:16:28.560]  not expose the fact that Obama is actually accelerating all this.
[1:16:28.560 --> 1:16:29.560]  Stay with us.
[1:16:29.560 --> 1:16:36.720]  Hello, this is Peter Crunch, a novel from Midos Resources, and I'd like to share some
[1:16:36.720 --> 1:16:37.720]  thoughts with you.
[1:16:37.720 --> 1:16:42.280]  In today's economy, with the government spending gone wild, the banking system on the verge
[1:16:42.280 --> 1:16:47.080]  of collapse, and Wall Street and continuous freefall, we both know that it's critical
[1:16:47.080 --> 1:16:50.120]  that you protect your savings and retirement programs now.
[1:16:50.120 --> 1:16:54.320]  Macroeconomics can be very confusing, but the solution to securing your personal assets
[1:16:54.320 --> 1:16:55.760]  is very simple.
[1:16:55.760 --> 1:16:57.800]  It's purchase of gold and silver.
[1:16:57.800 --> 1:17:01.440]  These precious metals have been the trusted means of exchange for centuries, and they've
[1:17:01.440 --> 1:17:04.480]  never been more important in our country's history.
[1:17:04.480 --> 1:17:08.800]  It's up to you to design your survival plan, one based on gold and silver.
[1:17:08.800 --> 1:17:09.800]  Give me a call.
[1:17:09.800 --> 1:17:16.800]  I'm Peter Crunch, novel at 800-686-2237, extension 108, and allow me to outline an easy answer
[1:17:16.800 --> 1:17:18.360]  to your questions.
[1:17:18.360 --> 1:17:24.120]  I'm Peter Crunch, novel at 1800-686-2237, extension 108.
[1:17:24.120 --> 1:17:32.440]  Call Peter at 1800-686-2237, extension 108, while you can still purchase gold with paper.
[1:17:32.440 --> 1:17:36.720]  We know identity scams have grown in the past six months because identity thieves are working
[1:17:36.720 --> 1:17:39.960]  overtime taking advantage of this economic crisis.
[1:17:39.960 --> 1:17:41.960]  I'm Todd Davis, CEO of LifeLock.
[1:17:41.960 --> 1:17:46.560]  I talk to people every day about identity theft, and I know a lot of you are scared
[1:17:46.560 --> 1:17:47.560]  and nervous.
[1:17:47.560 --> 1:17:49.740]  I'm here to tell you you don't have to be.
[1:17:49.740 --> 1:17:54.000]  Another identity is stolen every three seconds, but you can have the security and peace of
[1:17:54.000 --> 1:17:58.280]  mind that comes with being protected by LifeLock for just pennies a day.
[1:17:58.280 --> 1:18:02.400]  LifeLock is number one in identity theft protection because we work to stop identity
[1:18:02.400 --> 1:18:07.600]  theft before it happens, or we fix it at our expense up to $1 million.
[1:18:07.600 --> 1:18:09.640]  Don't spend another minute worrying.
[1:18:09.640 --> 1:18:10.960]  Call LifeLock now.
[1:18:10.960 --> 1:18:15.400]  Get instant protection by calling 1-800-605-4229.
[1:18:15.400 --> 1:18:19.000]  Call right now and you'll also get 30 days absolutely free.
[1:18:19.000 --> 1:18:21.840]  That's 1-800-605-4229.
[1:18:21.840 --> 1:18:24.480]  Get the peace of mind LifeLock provides today.
[1:18:24.480 --> 1:18:28.640]  Use promo code FREEMONK, call 1-800-605-4229.
[1:18:28.640 --> 1:18:33.680]  Again, 1-800-605-4229.
[1:18:33.680 --> 1:18:37.440]  Millions of Americans are beginning to realize the enormity of the economic and political
[1:18:37.440 --> 1:18:39.720]  problems facing the U.S. and the world.
[1:18:39.720 --> 1:18:43.680]  And for the first time in their lives, they are feeling the need for preparedness.
[1:18:43.680 --> 1:18:48.160]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated
[1:18:48.160 --> 1:18:50.160]  foods for almost 40 years.
[1:18:50.160 --> 1:18:52.120]  Ready Reserve is the manufacturer.
[1:18:52.120 --> 1:18:56.240]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality
[1:18:56.240 --> 1:19:00.400]  from start to finish with doubly-nammeled cans and nitrogen packaging.
[1:19:00.400 --> 1:19:04.480]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale
[1:19:04.480 --> 1:19:05.480]  prices.
[1:19:05.480 --> 1:19:08.840]  Other companies are quoting delivery times of one to two months, while Ready Reserve
[1:19:08.840 --> 1:19:10.920]  ships within five business days.
[1:19:10.920 --> 1:19:13.040]  Many companies do not even offer a catalog.
[1:19:13.040 --> 1:19:16.640]  We will be more than happy to send a catalog to you free of charge.
[1:19:16.640 --> 1:19:25.440]  Dial 1-800-453-2202, 1-800-453-2202, or visit our website at readyreservefoods.com.
[1:19:25.440 --> 1:19:28.480]  Factory direct, wholesale pricing from Ready Reserve Foods.
[1:19:28.480 --> 1:19:31.920]  Call us at 1-800-453-2202.
[1:19:31.920 --> 1:19:33.760]  Alex Jones here with a question.
[1:19:33.760 --> 1:19:35.560]  What does humidity mean to you?
[1:19:35.560 --> 1:19:38.200]  Most people think of hot and sticky summer days.
[1:19:38.200 --> 1:19:42.080]  But many people are beginning to realize that humidity can be a valuable source of pure
[1:19:42.080 --> 1:19:43.080]  drinking water.
[1:19:43.080 --> 1:19:46.280]  That's why I'd like you to visit AkolaBlue.com.
[1:19:46.280 --> 1:19:51.520]  AkolaBlue is a state-of-the-art atmospheric water generator producing purified drinking
[1:19:51.520 --> 1:19:58.160]  water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light
[1:19:58.160 --> 1:20:02.680]  filtration system which produces great tasting water at an unbeatable price.
[1:20:02.680 --> 1:20:06.640]  Finally, drinking water that you control, I use one every day.
[1:20:06.640 --> 1:20:11.600]  Say goodbye to expensive water delivery services and storing five gallon bottles of water in
[1:20:11.600 --> 1:20:12.600]  your home.
[1:20:12.600 --> 1:20:16.560]  The AkolaBlue 28 is shipped right to your home, ready to make close to seven gallons
[1:20:16.560 --> 1:20:18.280]  a day right out of the box.
[1:20:18.280 --> 1:20:20.320]  They have a 30-day money-back guarantee.
[1:20:20.320 --> 1:20:24.320]  Call AkolaBlue right now at 1-800-691-6043.
[1:20:24.320 --> 1:20:34.600]  That's 1-800-691-6043, or visit AkolaBlue at e-c-o-l-o-b-l-u-e.com today.
[1:20:34.600 --> 1:20:37.160]  Thank you for listening to GCN.
[1:20:37.160 --> 1:20:44.160]  Be sure to visit GCNLive.com today.
[1:20:44.160 --> 1:20:51.640]  What's happened is, for 14 years, myself and others prominently have been exposing the
[1:20:51.640 --> 1:20:53.760]  entire globalist agenda with precision.
[1:20:53.760 --> 1:20:56.120]  See, I'm not a conspiracy theorist.
[1:20:56.120 --> 1:21:01.440]  I'm not somebody covering the abominable snowman and flying saucers and planet X.
[1:21:01.440 --> 1:21:04.720]  The mainstream media always gives attention to all the, I don't want to call them kooks,
[1:21:04.720 --> 1:21:09.520]  they're just dreamers, kind of science fiction writers who, you know, write science fiction
[1:21:09.520 --> 1:21:11.360]  books and call it reality.
[1:21:11.360 --> 1:21:13.200]  That isn't me, folks.
[1:21:13.200 --> 1:21:14.920]  Every time you tune in, what do you hear?
[1:21:14.920 --> 1:21:20.000]  News, documents, articles, legislation.
[1:21:20.000 --> 1:21:22.120]  That's what you get here.
[1:21:22.120 --> 1:21:26.920]  I study how the world really works, and the fact that Limbaugh now has to admit they're
[1:21:26.920 --> 1:21:29.680]  setting up a one-world government, he's been doing that every day now.
[1:21:29.680 --> 1:21:34.040]  People are sending me the clips after saying it didn't exist for years.
[1:21:34.040 --> 1:21:37.600]  The fact that Glenn Beck's having to say it, the fact that Michael Savage is saying the
[1:21:37.600 --> 1:21:41.360]  government's going to stage terror attacks, that Obama's going to do it, that is incredibly
[1:21:41.360 --> 1:21:44.040]  bold and that's true.
[1:21:44.040 --> 1:21:45.040]  That's true.
[1:21:45.040 --> 1:21:48.320]  And I think a lot of these guys are beginning to realize they're not top man on the totem
[1:21:48.320 --> 1:21:54.800]  pole and this new world order is real and they have no future if they don't stand up.
[1:21:54.800 --> 1:21:59.320]  And you know, there's no word to describe how big this radio show's getting, how much
[1:21:59.320 --> 1:22:00.320]  it's exploding.
[1:22:00.320 --> 1:22:03.640]  I mean, I'm going to go ahead and talk about the, well, I'll talk about the Obama deception.
[1:22:03.640 --> 1:22:07.440]  I've got some new breaking news for you on it, my new film in the next segment.
[1:22:07.440 --> 1:22:09.480]  Let's go to calls right now or I'll never get to everybody.
[1:22:09.480 --> 1:22:11.520]  Scott, in California, you're on the air.
[1:22:11.520 --> 1:22:14.160]  Hey, Alex, how you doing, bud?
[1:22:14.160 --> 1:22:15.880]  I'm 100% behind you.
[1:22:15.880 --> 1:22:21.200]  I'm actively awaiting the Obama deception in my mailbox so I can burn copies to the
[1:22:21.200 --> 1:22:22.680]  other end of the earth with it.
[1:22:22.680 --> 1:22:26.720]  I have one suggestion, a couple of suggestions.
[1:22:26.720 --> 1:22:34.200]  I need a banner that is your Obama deception poster with him with the mask and his hand
[1:22:34.200 --> 1:22:38.640]  on his chin, some kind of a banner I can buy like architects and engineers so I can go
[1:22:38.640 --> 1:22:39.640]  out on the street.
[1:22:39.640 --> 1:22:42.920]  You know, I told my, I thought you meant a web banner.
[1:22:42.920 --> 1:22:45.800]  We've got some web banners folks can grab and put out.
[1:22:45.800 --> 1:22:49.840]  It's just we don't have the funds of the personnel or the people to make a bunch of banners
[1:22:49.840 --> 1:22:50.840]  and mail them out.
[1:22:50.840 --> 1:22:53.600]  We need a PDF so I can go to a print shop and print something like that.
[1:22:53.600 --> 1:22:54.600]  But anyway.
[1:22:54.600 --> 1:22:58.480]  So my guys, a month ago, and our graphics people, we've just been so busy they haven't
[1:22:58.480 --> 1:22:59.480]  been done yet.
[1:22:59.480 --> 1:23:03.280]  I've got a note, guys, to give the graphics people that we need to have a banner page,
[1:23:03.280 --> 1:23:05.440]  a promotions page, an activism page.
[1:23:05.440 --> 1:23:06.440]  Absolutely.
[1:23:06.440 --> 1:23:10.080]  Now is the time to have banners and PDFs and things people can print off.
[1:23:10.080 --> 1:23:11.320]  You're absolutely right, sir.
[1:23:11.320 --> 1:23:12.320]  Okay.
[1:23:12.320 --> 1:23:19.000]  And anyway, everybody needs to go to RonPaul.com, the audit, the Federal Reserve, HR 1207.
[1:23:19.000 --> 1:23:20.000]  There's a letter there.
[1:23:20.000 --> 1:23:25.360]  Get your congressman and send that out an email to everybody needs to keep doing that
[1:23:25.360 --> 1:23:29.280]  because Ron Paul is well, I mean, think about two weeks ago, Senator Sanders says, tell
[1:23:29.280 --> 1:23:33.640]  me where the money went and private Fed chief Ben Bernanke said, no, yeah, I mean, this
[1:23:33.640 --> 1:23:34.640]  is a fight.
[1:23:34.640 --> 1:23:37.880]  They can't win if the people just stand up and say, yes, bankers, you will tell us where
[1:23:37.880 --> 1:23:38.880]  the money went.
[1:23:38.880 --> 1:23:44.320]  Oh, I mean, we're not the radicals demanding this picture of Volcker, Greenspan and Pulse
[1:23:44.320 --> 1:23:47.320]  and all sharing a joke together on your website.
[1:23:47.320 --> 1:23:48.320]  I know it's disgusting.
[1:23:48.320 --> 1:23:49.320]  Good to hear from you.
[1:23:49.320 --> 1:23:50.320]  I'm Matt in Missouri.
[1:23:50.320 --> 1:23:51.320]  You're on the air here.
[1:23:51.320 --> 1:23:52.320]  Hey, Alex.
[1:23:52.320 --> 1:23:53.320]  I watched Obama's session.
[1:23:53.320 --> 1:23:54.320]  It was awesome.
[1:23:54.320 --> 1:24:01.000]  And my favorite part, I think, was when you name all the people in the Obama administration,
[1:24:01.000 --> 1:24:07.040]  they're in CFR, Bilderberg group, and then we show how one group of CFR, Bilderberg group,
[1:24:07.040 --> 1:24:10.280]  trilateral commission, and we show their quotes from their own publications where they said
[1:24:10.280 --> 1:24:12.680]  they want to destroy America and bring up world government.
[1:24:12.680 --> 1:24:14.400]  So we first document who the groups are.
[1:24:14.400 --> 1:24:18.840]  We show how one group of them leave as bush leaves and a whole other group comes back in.
[1:24:18.840 --> 1:24:20.440]  It's just a revolving door.
[1:24:20.440 --> 1:24:21.440]  Right.
[1:24:21.440 --> 1:24:29.040]  I'm calling here from the home of the slaves in Missouri where the MIAC strategic report,
[1:24:29.040 --> 1:24:34.520]  you've been talking about this from, and I talked to representative guest staff on Friday
[1:24:34.520 --> 1:24:39.920]  and how you actually had on your show about HCR 13, our sovereignty bill here.
[1:24:39.920 --> 1:24:42.400]  Yeah, yeah, recap for listeners, though.
[1:24:42.400 --> 1:24:44.080]  It's a federally written document.
[1:24:44.080 --> 1:24:45.080]  All the states have it.
[1:24:45.080 --> 1:24:46.960]  This just came out of Missouri, this copy.
[1:24:46.960 --> 1:24:50.920]  We got it out of California, too, saying basically all Americans that love freedom
[1:24:50.920 --> 1:24:51.920]  are bad.
[1:24:51.920 --> 1:24:52.920]  The American flag is bad.
[1:24:52.920 --> 1:24:54.120]  I'm not kidding, folks.
[1:24:54.120 --> 1:24:55.680]  It's up on InfoWars.
[1:24:55.680 --> 1:24:58.280]  All Ron Paul supporters are basically terrorists.
[1:24:58.280 --> 1:24:59.280]  It's just unbelievable.
[1:24:59.280 --> 1:25:03.200]  So you told the state rep that we've interviewed about it.
[1:25:03.200 --> 1:25:04.200]  What did he say?
[1:25:04.200 --> 1:25:11.200]  Yeah, I asked him if they had seen it and that he had, and he was obviously disturbed
[1:25:11.200 --> 1:25:16.560]  as well as he falls into this also because he has also introduced legislation in here
[1:25:16.560 --> 1:25:17.960]  to stop the North American.
[1:25:17.960 --> 1:25:18.960]  That's right.
[1:25:18.960 --> 1:25:21.760]  It says it doesn't exist and you're insane if you're against it, the terrorist.
[1:25:21.760 --> 1:25:24.560]  Yeah, let's get the Missouri reps back on.
[1:25:24.560 --> 1:25:25.560]  That's a good idea.
[1:25:25.560 --> 1:25:34.840]  Yeah, Jim guest, and he also confirmed that it's independently, as you have also, that
[1:25:34.840 --> 1:25:35.840]  it's real.
[1:25:35.840 --> 1:25:38.840]  Well, of course it's real.
[1:25:38.840 --> 1:25:40.720]  We've called and listed the name of the state police.
[1:25:40.720 --> 1:25:43.760]  We called them and they confirmed it's real, but so they won't come on.
[1:25:43.760 --> 1:25:44.760]  Right.
[1:25:44.760 --> 1:25:50.080]  And I guess they also stated that I asked them, you know, where this originally from
[1:25:50.080 --> 1:25:51.080]  when it started.
[1:25:51.080 --> 1:25:56.760]  And I guess it actually started under, was initiated under the previous governor, Matt
[1:25:56.760 --> 1:26:04.240]  Blunt, who I thought was a little bit better about this than you recall.
[1:26:04.240 --> 1:26:09.440]  He's also the one that said that the Obama just, you know, were fascist when they said
[1:26:09.440 --> 1:26:12.400]  that you're illegal to criticize Obama in Missouri.
[1:26:12.400 --> 1:26:13.400]  Absolutely.
[1:26:13.400 --> 1:26:14.760]  Just amazing.
[1:26:14.760 --> 1:26:15.760]  Good to hear from you.
[1:26:15.760 --> 1:26:16.760]  Good idea.
[1:26:16.760 --> 1:26:17.760]  Mark in Oregon.
[1:26:17.760 --> 1:26:19.640]  Mark, you're on the air, sir.
[1:26:19.640 --> 1:26:20.640]  Thank you for holding.
[1:26:20.640 --> 1:26:23.040]  Hey, thank you, Alex.
[1:26:23.040 --> 1:26:24.040]  Great to speak with you.
[1:26:24.040 --> 1:26:25.520]  Great to speak to you.
[1:26:25.520 --> 1:26:29.520]  Alex, you know, I originally called in the day when I called.
[1:26:29.520 --> 1:26:34.000]  I had in mind to ask you, I have a, what I think is a good argument against the legality
[1:26:34.000 --> 1:26:38.760]  of the individual state's residents of the 50 states having to pay the federal income
[1:26:38.760 --> 1:26:39.760]  tax.
[1:26:39.760 --> 1:26:44.000]  I'm going to save that one for another time because, you know, since I had that idea and
