[00:00:14.235 --> 00:00:15.837]  ReadyReserveFoods.com.
[01:11:18.972 --> 01:11:25.116]  Had argued that any court review of the alleged partnership between the federal government and AT&T would harm national security.
[01:11:25.116 --> 01:11:26.998]  Let's just invoke national security.
[01:11:26.998 --> 01:11:28.239]  You want to be safe, don't you?
[01:11:28.883 --> 01:11:33.429]  Remember, Obama talked about security and prosperity in his speech.
[01:11:33.429 --> 01:11:35.451]  In fact, you want to see the whole speech.
[01:11:35.451 --> 01:11:40.738]  It's over at theinfowarrior.com right now with this clip we're about to play.
[01:11:40.738 --> 01:11:46.545]  The case was immediately appealed to the 9th Circuit where it has been argued and still awaits a decision.
[01:11:46.545 --> 01:11:48.287]  Three and a half years later,
[01:11:49.432 --> 01:11:56.419]  We are awaiting a decision on whether it is unconstitutional for the government to track, trace, and database everything we do!
[01:11:56.419 --> 01:11:57.260]  Are you out of your mind?
[01:11:57.260 --> 01:11:58.841]  Of course it's unconstitutional!
[01:11:58.841 --> 01:12:00.603]  Of course it needs to stop!
[01:12:00.603 --> 01:12:12.894]  But the government loves you, and they will just come out more and more for this, more outward with the Cybersecurity Act, with the Cyberbullying Act, with now a Cybersecurity Coordinator, a new bureaucracy.
[01:12:12.894 --> 01:12:13.415]  But remember,
[01:12:14.108 --> 01:12:15.329]  Here it is, right here.
[01:12:15.329 --> 01:12:16.651]  They're already doing it.
[01:12:16.651 --> 01:12:18.393]  They're already spying on you.
[01:12:18.393 --> 01:12:19.494]  Hit the clip.
[01:12:19.494 --> 01:12:30.386]  To the Dirksen building in Washington tomorrow, the Senate Judiciary Committee will consider whether to protect some of America's most powerful corporate executives from the legal consequences of having spied on the rest of us in this country.
[01:12:31.016 --> 01:12:46.569]  On our third story tonight, an AT&T whistleblower today told members of Congress much more than that is at stake with the secret crimes that took place at room 641A of AT&T's Folsom Street facility in San Francisco, and potentially at others across the country.
[01:12:46.569 --> 01:12:52.374]  Specifically, retired 22-year AT&T technician Mark Klein says that despite Mr. Bush's claims, the U.S.
[01:12:52.374 --> 01:12:54.396]  government used AT&T's cooperation
[01:12:54.736 --> 01:13:02.182]  Despite not only on overseas communications, but to vacuum up virtually all of America's use of the internet for years.
[01:13:02.182 --> 01:13:05.144]  Email, Googling, web surfing, you name it.
[01:13:05.144 --> 01:13:09.908]  Thanks to AT&T secure rooms like 641A in San Francisco.
[01:13:09.908 --> 01:13:12.450]  Cisco, accessible only to those cleared by the NSA.
[01:13:12.990 --> 01:13:37.497]  Client obtaining AT&T schematics showing how the company used splitters to send SecureRoom 641A, a duplicate of every fiber optic signal, routed through its facilities and involved not just AT&T customers but virtually every internet and telecommunications company and virtually all email and web traffic in the country without a warrant, without any mechanism for separating domestic from overseas, without separating suspect from citizen.
[01:13:38.177 --> 01:13:51.368]  We welcome now former AT&T technician Mark Klein, whose documentation and claims are now part of a class action lawsuit against AT&T, one of 38 telecom spy lawsuits AT&T so far declining to comment on the specifics of these allegations.
[01:13:51.368 --> 01:13:53.310]  Mr. Klein, great thanks for speaking out tonight.
[01:13:53.310 --> 01:13:54.551]  Thanks for inviting me.
[01:13:54.551 --> 01:13:58.334]  The Senate is considering granting the telecom executives immunity.
[01:13:58.334 --> 01:14:00.215]  You lobbied Congress today not to do so.
[01:14:00.215 --> 01:14:00.756]  How come?
[01:14:02.003 --> 01:14:11.588]  Well, if they give them immunity, it would probably shut down the lawsuit that I'm a witness for, and then the American people won't find out what's really going on.
[01:14:11.588 --> 01:14:14.529]  And so, that's why I'm here, to stop immunity.
[01:14:14.529 --> 01:14:18.031]  Congress should let the judicial process go forward.
[01:14:18.729 --> 01:14:19.830]  Two-parter here.
[01:14:19.830 --> 01:14:32.720]  First, can you explain to those of us who can use the internet but would not be able to tell the difference between its physical form and, you know, a box full of guitar strings, exactly what happened in that secure room or secret room, 641A?
[01:14:32.720 --> 01:14:46.071]  I don't know what goes on in the secret room because I didn't have security clearance, but I know what went on outside because my job, I worked in the internet room, my job was to connect circuits into the splitter device
[01:14:46.673 --> 01:14:49.495]  Which was hardwired to the secret room.
[01:14:49.495 --> 01:14:57.060]  And effectively, the Splitter copied the entire data stream of those internet cables into the secret room.
[01:14:57.060 --> 01:15:04.064]  And we're talking about phone conversations, email, web browsing, everything that goes across the internet.
[01:15:04.064 --> 01:15:06.946]  And that device, the Splitters, is a dumb device.
[01:15:06.946 --> 01:15:08.908]  It doesn't do any selection at all.
[01:15:09.868 --> 01:15:13.854]  And the follow-up to that, as you mentioned, you didn't have the security, the NSA clearance.
[01:15:13.854 --> 01:15:17.539]  So give us an idea how you know all this, in addition, obviously, to your expertise as a technician.
[01:15:17.539 --> 01:15:25.090]  Well, as a technician, I had the engineering wiring documents, which told me how the splitter was wired to the secret room.
[01:15:25.931 --> 01:15:29.693]  And so I I had to know that in order to do my job.
[01:15:29.693 --> 01:15:39.319]  And so I know that the whatever went across those cables was copied in the entire data stream was copied into the secret room.
[01:15:39.992 --> 01:15:43.813]  The splitter device has no selective capability.
[01:15:43.813 --> 01:15:45.293]  It just copies everything.
[01:15:45.293 --> 01:15:49.914]  We're talking about domestic traffic as well as international traffic.
[01:15:49.914 --> 01:15:51.654]  And that's what got me upset to begin with.
[01:15:51.654 --> 01:15:54.015]  Yeah, I was just going to say, Mr. Cronin... Alright, let's pull the clip.
[01:15:54.015 --> 01:15:56.255]  I mean, it's pretty obvious what's going on.
[01:15:56.255 --> 01:16:02.557]  Alright, and again, this has gone on for at least three plus years.
[01:16:02.557 --> 01:16:05.437]  It's probably been going on long before that, folks.
[01:16:05.437 --> 01:16:08.358]  If you don't think that they have a mechanism out there,
[01:16:09.941 --> 01:16:14.326]  To literally database everything you do, you're not paying attention.
[01:16:14.326 --> 01:16:20.073]  And now they want to regulate what websites you can go to, what you can visit, the information on those sites, what you can say.
[01:16:20.073 --> 01:16:21.595]  Don't hurt anybody's feelings.
[01:16:21.595 --> 01:16:23.958]  You'll be charged with cyberbullying.
[01:16:23.958 --> 01:16:24.759]  We'll be back after this.
[01:16:24.759 --> 01:16:25.900]  It's the Alex Jones Show.
[01:16:25.900 --> 01:16:27.742]  PrisonPlanet.tv, InfoWars.com.
[01:16:32.614 --> 01:16:34.798]  The world appears to be on the brink of collapse.
[01:16:34.798 --> 01:16:41.929]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on earth because it will provide healthy food now and every year after.
[01:16:41.929 --> 01:16:47.798]  Survivalistseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:16:47.898 --> 01:16:48.818]  Even underground.
[01:16:48.818 --> 01:17:01.224]  For 100 years, the Heirloom Garden Seed Time Capsule can withstand 3 tons of weight, is 100% roto-proof, waterproof, and comes with a whopping 6,000 healthy vegetable seeds from 20 varieties that will grow anywhere in the USA.
[01:17:01.224 --> 01:17:07.807]  Unless you trust the government, the Heirloom Garden Seed Time Capsule and Heirloom Seeds from survivalistseeds.com is your long-term food solution.
[01:17:08.007 --> 01:17:12.630]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:17:12.630 --> 01:17:20.314]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:17:20.314 --> 01:17:21.115]  Be prepared!
[01:17:21.115 --> 01:17:26.338]  Buy your heirloom seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:17:26.338 --> 01:17:28.159]  Visit SurvivalistSeeds.com.
[01:17:28.159 --> 01:17:32.081]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:17:32.421 --> 01:17:34.243]  Jim Newcomer from Midas Resources.
[01:17:34.243 --> 01:17:34.464]  May 29, 2009.
[01:17:34.464 --> 01:17:35.605]  Gold opened this morning at $9.7260.
[01:17:35.605 --> 01:17:39.289]  A one-ounce gold coin can be purchased for $1,000.21, $500.11 for a half-ounce, and $2.50.05 for the quarter-ounce.
[01:17:39.289 --> 01:17:40.110]  That's $1,021.511 and $2.50.05.
[01:17:51.984 --> 01:18:05.991]  How is it that we the people grow the cotton, weave it into fabric, engrave the ink, embed the strips and fibers that protect it from counterfeit, then cart the money off to a privately owned bank to have it lent back to us at interest, forcing us to pay taxes and servicing debt?
[01:18:05.991 --> 01:18:14.575]  Is this capitalism, or was Jefferson correct when he said, a central bank issuing a public currency is a greater menace to the liberties of the people than a standing army?
[01:18:14.855 --> 01:18:15.916]  Hi, Ted Anderson.
[01:18:15.916 --> 01:18:20.321]  I'm placing a silver dollar inside of a book that explains how the monetary system works.
[01:18:20.321 --> 01:18:21.422]  Call for your copy 1-800-686-2237.
[01:18:21.422 --> 01:18:23.284]  Isn't it time to understand the system?
[01:18:23.284 --> 01:18:23.504]  Call 800-686-2237.
[01:18:23.504 --> 01:18:23.804]  That's 800-686-2237.
[01:18:32.918 --> 01:18:40.143]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:18:40.143 --> 01:18:44.686]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:18:44.686 --> 01:18:50.310]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:18:50.310 --> 01:18:57.835]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:18:57.835 --> 01:19:02.738]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:19:03.198 --> 01:19:09.060]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:19:09.060 --> 01:19:14.842]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:19:14.842 --> 01:19:20.805]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:19:20.805 --> 01:19:23.566]  That's A-L-K-A Vision dot com.
[01:19:23.566 --> 01:19:24.306]  Or by calling 269-216-9767.
[01:19:24.306 --> 01:19:24.486]  269-216-9767 today!
[01:19:33.246 --> 01:19:38.750]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:19:38.750 --> 01:19:39.551]  and the world.
[01:19:39.551 --> 01:19:43.393]  And for the first time in their lives, they are feeling the need for preparedness.
[01:19:43.393 --> 01:19:49.898]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:19:49.898 --> 01:19:51.939]  Ready Reserve is the manufacturer.
[01:19:51.939 --> 01:19:57.163]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:19:57.363 --> 01:20:00.145]  With double enameled cans and nitrogen packaging.
[01:20:00.145 --> 01:20:04.848]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:20:04.848 --> 01:20:10.653]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:20:10.653 --> 01:20:12.834]  Many companies do not even offer a catalog.
[01:20:12.834 --> 01:20:16.537]  We will be more than happy to send a catalog to you, free of charge.
[01:20:16.537 --> 01:20:16.857]  Dial 1-800-453-2202.
[01:20:16.857 --> 01:20:16.937]  1-800-453-2202.
[01:20:16.937 --> 01:20:18.638]  Or visit our website at ReadyReserveFoods.com.
[01:20:25.063 --> 01:20:27.826]  You're listening to GCN, the Genesis Communication Radio Network.
[01:20:48.032 --> 01:20:56.939]  We are back live this final day of May talking cyber security and, you know, Obama worked in all the slickest of tricks into his speech.
[01:20:56.939 --> 01:20:58.780]  Oh, it's to protect you from Al-Qaeda.
[01:20:58.780 --> 01:21:00.822]  Don't you remember when Russia attacked Georgia?
[01:21:00.822 --> 01:21:06.226]  It's gonna be good, good when all the medical records are digitized and we have our smart grid.
[01:21:06.226 --> 01:21:09.649]  And don't worry, we would never spy on the American public.
[01:21:10.209 --> 01:21:19.520]  Meanwhile, they've been doing it through the past administration, and this administration is really just an extension of the Bush administration, making things much, much worse.
[01:21:19.520 --> 01:21:21.843]  The same agenda goes forward.
[01:21:21.843 --> 01:21:23.625]  Alex Jones on the line to discuss it with us.
[01:21:23.625 --> 01:21:23.785]  Alex?
[01:21:24.926 --> 01:21:29.647]  Yes, yes, from San Antonio now, calling into my own show here, Jason.
[01:21:29.647 --> 01:21:45.792]  How am I coming in via AT&T iPhone spy device, which they admit under 1996 telecommunications law is designed where they can listen to me without a warrant, even if my phone is off as an actual listening device, not just tapping my phone.
[01:21:45.792 --> 01:21:50.173]  How is my call coming in on my slave identification tracker system?
[01:21:50.173 --> 01:21:51.373]  It's coming in rather well.
[01:21:51.373 --> 01:21:54.314]  AT&T provides the slaves with the best of service.
[01:21:58.805 --> 01:22:04.586]  It's always worse than even Jason says, and Jason, you're the best, but you're just going off what they're saying now.
[01:22:04.586 --> 01:22:06.846]  I have been on all the radios since 1996.
[01:22:06.846 --> 01:22:08.367]  Everybody heard me in 1996 and 1997.
[01:22:08.367 --> 01:22:19.289]  Right here in Austin and all over the country, talking about the Telecommunications Act of 1996.
[01:22:19.289 --> 01:22:22.130]  Okay, now 13 years ago.
[01:22:22.130 --> 01:22:26.191]  And that stated that federal law with $9 billion of funds
[01:22:26.971 --> 01:22:34.796]  To make the phone companies and the telecommunications internet by law, everything recorded, everything tracked.
[01:22:34.796 --> 01:22:47.043]  Just like the emergency alert system of 1996, under an Emergency Preparedness Act, all radio, all TV, the final piece of device it wires through is a FEMA box.
[01:22:47.583 --> 01:22:54.909]  That they can remote control by shortwave radio, which dials in with their audio broadcast and takes over broadcast.
[01:22:54.909 --> 01:22:58.131]  So, and all engineers listening know about this.
[01:22:58.131 --> 01:23:01.794]  So, the Marshall Law NorthCom grid, they set up back in the 90s.
[01:23:01.794 --> 01:23:03.255]  They didn't set NorthCom up in 2002.
[01:23:04.956 --> 01:23:07.819]  They're out of Colorado Springs, Colorado.
[01:23:07.819 --> 01:23:08.980]  That is in control.
[01:23:08.980 --> 01:23:11.822]  And so, they always say, we took your rights away after 9-11.
[01:23:11.822 --> 01:23:15.305]  The first Bush said, I promise we're not listing without warrants.
[01:23:15.305 --> 01:23:19.809]  Then it came out they were, but they made it partisan like Bush started it.
[01:23:19.809 --> 01:23:28.257]  The NSA, without warrants, has been listing the American people since the 1947 National Security Act and really before that.
[01:23:29.198 --> 01:23:43.958]  But they designed the entire infrastructure with the federal grants to industry and under law, where everything, you know, the joke of the World Wide Web that, you know, the shadow government set up was it was World Wide Wiretap.
[01:23:44.448 --> 01:23:46.870]  You know, that was the worldwide wiretap.
[01:23:46.870 --> 01:23:48.432]  That was the big joke.
[01:23:48.432 --> 01:23:50.654]  And that's why it's called FUDTech.
[01:23:50.654 --> 01:23:52.755]  It is, they call it a control grid.
[01:23:52.755 --> 01:23:55.858]  MIT brags it is a control grid.
[01:23:55.858 --> 01:23:58.621]  And that's what they're saying with cyber security.
[01:23:58.621 --> 01:24:07.609]  French News Agency today said what I was saying on the show last Friday was that this is a global military dominant system, not by the U.S.
[01:24:07.609 --> 01:24:08.129]  The U.S.
[01:24:08.129 --> 01:24:10.892]  is just a captured territory of the private banks.
[01:24:11.960 --> 01:24:27.088]  And so when they claim, oh, we just started spying on you without warrants to stop Al-Qaeda hitting you and hitting you hard... No, by law since 96, of course they had laws saying blacks weren't humans, and Native Americans should be killed, so forget their fraudulent laws.
[01:24:27.088 --> 01:24:35.213]  Everything is a giant wiretap where they're finding out what we think, what we're doing, and they're now announcing they're spying on us to create a chilling effect
[01:24:36.247 --> 01:24:37.067]  Oh sure they are!
[01:24:53.835 --> 01:24:58.956]  And then now it's just mainstream news in everybody's face, but it's all for your own good.
[01:24:58.956 --> 01:25:14.579]  And Hannah Montana, the cartoon character, is out promoting the Cyber Bullying Act that, word for word, says federal bans on free speech, anything the feds say that can hurt your feelings, federal felony charges.
[01:25:14.579 --> 01:25:19.500]  Go read the Cyber Bullying Act being promoted on all the kids' TV shows.
[01:25:20.300 --> 01:25:21.841]  It's all happening.
[01:25:21.841 --> 01:25:23.102]  The end of America.
[01:25:23.102 --> 01:25:25.343]  And a lot of you are like, I don't care if they take my rights.
[01:25:25.343 --> 01:25:27.964]  I just want to watch football and act tough.
[01:25:27.964 --> 01:25:37.430]  Well, they're taking your rights so they can take your pension funds and take your liberties and freedom so you can't resist and ever get the government back and bring the globalists to justice.
[01:25:37.430 --> 01:25:39.451]  This is a rearguard action.
[01:25:39.451 --> 01:25:41.512]  So the social engineers of the New World Order
[01:25:42.032 --> 01:25:45.415]  Can control society, Jason Vermas.
[01:25:45.415 --> 01:25:52.081]  And I'm going to be covering all this coming up on the show tomorrow, but I'm going to let you get back to breaking that down and covering the news.
[01:25:52.081 --> 01:25:55.104]  This is what the face scanning cameras on street corners are about.
[01:25:55.104 --> 01:26:01.470]  Why you can't smile now when you get your driver's license because it might mess up the face scanners because you're not normally smiling.
[01:26:01.470 --> 01:26:02.150]  That's a reverse.
[01:26:02.150 --> 01:26:03.091]  You're going through scanners.
[01:26:03.091 --> 01:26:06.094]  You can smile and fool them because they're meant for your straight face.
[01:26:06.674 --> 01:26:12.441]  Uh, that's what the, uh, uh, the, the, the Heat Resonance ID scans they've got all of us are for.
[01:26:12.441 --> 01:26:14.904]  The trackers, that's what the license plate readers are for.
[01:26:14.904 --> 01:26:16.225]  Pentagon design.
[01:26:16.225 --> 01:26:18.688]  But the Pentagon works for offshore banks now.
[01:26:18.688 --> 01:26:19.749]  We've been seized.
[01:26:19.749 --> 01:26:20.951]  Go ahead and laugh, listeners.
[01:26:21.411 --> 01:26:23.693]  The bankers will take everything you've got.
[01:26:23.693 --> 01:26:24.975]  They are eugenicists.
[01:26:24.975 --> 01:26:26.436]  Jason Vermas, take it over.
[01:26:26.436 --> 01:26:35.446]  Yeah, they are taking everything they've got, and if you don't realize it, we're going to be playing a clip up in the next segment where this woman is now forced to take her children to the mobile medical vans.
[01:26:35.446 --> 01:26:39.811]  But it's okay, because they have fun colors and my children like them, and that's where
[01:26:40.131 --> 01:26:42.413]  We'll get our swine flu vaccines.
[01:26:42.413 --> 01:26:48.176]  Meanwhile, we finally have somebody coming out in mainstream media saying the swine flu fear is out of proportion.
[01:26:48.176 --> 01:26:57.502]  An infectious disease expert says fears about the spread of swine flu are out of proportion to the threat posed by the disease and people who are not showing symptoms do not need to be quarantined.
[01:26:58.135 --> 01:26:59.716]  And this is out of ABC News.
[01:26:59.716 --> 01:27:01.517]  He's basically saying there's no need for quarantines.
[01:27:01.517 --> 01:27:02.637]  This is very mild.
[01:27:02.637 --> 01:27:04.818]  It's actually lighter than the regular flu.
[01:27:04.818 --> 01:27:06.459]  I don't know why they're hyping this up.
[01:27:06.459 --> 01:27:09.080]  There's no need to vaccinate yourself against it.
[01:27:09.080 --> 01:27:22.687]  And by the way, this week it comes out of the Mayo Clinic in Minnesota that if you take the regular flu vaccine, and let me hit you hard with this one, you take the regular flu vaccine, you are three times more likely to get the flu.
[01:27:22.687 --> 01:27:26.529]  Now who in their right mind would stick themselves with a needle that they pay for
[01:27:27.049 --> 01:27:30.331]  To be three times more likely to get sick.
[01:27:30.331 --> 01:27:34.433]  And even in the article, the mainstream tries to peddle it like it's no big deal.
[01:27:34.433 --> 01:27:36.374]  It's not in the headline.
[01:27:36.374 --> 01:27:37.434]  Oh, it's a good thing.
[01:27:37.434 --> 01:27:39.535]  You still want to take your flu vaccine.
[01:27:39.535 --> 01:27:40.856]  These people make me ill.
[01:27:40.856 --> 01:27:44.558]  They seriously, really, really make me ill.
[01:27:44.558 --> 01:27:46.979]  And that cyberbullying act is H.R. 1966.
[01:27:49.880 --> 01:27:51.441]  And, uh, let me just read some of this.
[01:27:51.441 --> 01:28:03.709]  Cyberbullying can cause physical harm, including depression, negatively impact academic performance, safety, and the well-being of children in school.
[01:28:03.709 --> 01:28:05.070]  It's for the kids!
[01:28:05.070 --> 01:28:06.671]  The children!
[01:28:06.671 --> 01:28:13.535]  It can force children to change schools, and in some cases, lead to extreme violent behavior, including murder and suicide.
[01:28:14.167 --> 01:28:15.848]  Well, a lot of things can do that.
[01:28:15.848 --> 01:28:17.169]  Should we ban all those too?
[01:28:17.169 --> 01:28:20.210]  Hey, they're already banning dodgeball in a lot of school districts.
[01:28:20.210 --> 01:28:21.691]  That's how soft we are.
[01:28:21.691 --> 01:28:23.011]  That's how soft we've become.
[01:28:23.011 --> 01:28:26.733]  That was like what I was looking forward to as a child when I was in school.
[01:28:26.733 --> 01:28:29.795]  The 30 minutes of recess to go play a little dodgeball.
[01:28:29.795 --> 01:28:31.996]  Maybe we'd be lucky enough to do so in gym class.
[01:28:31.996 --> 01:28:34.397]  But we don't want to build character anymore.
[01:28:34.397 --> 01:28:36.038]  We don't want our kids physically fit.
[01:28:36.038 --> 01:28:38.139]  That's why we feed them high fructose corn syrup.
[01:28:38.459 --> 01:28:40.481]  Hey Jason, hey great job buddy.
[01:29:01.656 --> 01:29:12.307]  Hey, I don't want to take you off your agenda, but I guess I came in a little later, but I had a comment about these highway pirates that continue to, you know, beat people up.
[01:29:12.307 --> 01:29:20.215]  And I get the impression that most of these guys that are in this kind of a mindset grew up on violent video games and watching SWAT team movies.
[01:29:20.896 --> 01:29:23.800]  Well, that is definitely a possibility, sir, and I thank you for the call.
[01:29:23.800 --> 01:29:27.105]  But, you know, violence, you know, that was around before video games.
[01:29:27.105 --> 01:29:28.747]  It was around before television.
[01:29:28.747 --> 01:29:30.490]  And are they using predictive programming?
[01:29:30.490 --> 01:29:31.031]  You bet they are.
[01:29:31.031 --> 01:29:31.892]  That's the Alex Jones Show.
[01:29:31.892 --> 01:29:32.653]  We'll be back after this.
[01:29:34.148 --> 01:29:35.288]  Spring is here.
[01:29:35.288 --> 01:29:36.248]  Growing season.
[01:29:36.248 --> 01:29:38.429]  The economy is not getting any better.
[01:29:38.429 --> 01:29:40.149]  In fact, it's getting worse.
[01:29:40.149 --> 01:29:41.129]  Think about it.
[01:29:41.129 --> 01:29:45.210]  At this rate, how will your life be in a month or even a year?
[01:29:45.210 --> 01:29:48.910]  Maybe you've been putting things off, but the time to act is now.
[01:29:48.910 --> 01:29:51.731]  You need to get your seeds before it's too late.
[01:29:51.731 --> 01:30:03.593]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:30:03.933 --> 01:30:14.562]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco with detailed growing guides available to you at no charge.
[01:30:14.562 --> 01:30:17.744]  You can maximize your harvest and investment.
[01:30:17.744 --> 01:30:18.885]  And the best part?
[01:30:18.885 --> 01:30:21.207]  All orders ship within 24 hours.
[01:30:21.207 --> 01:30:24.069]  So head over to OrganicaSeed.com.
[01:30:24.069 --> 01:30:28.633]  That's O-R-G-A-N-I-C-A Seed dot com.
[01:30:28.633 --> 01:30:30.815]  OrganicaSeed.com today.
[01:30:32.799 --> 01:30:38.204]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:30:38.204 --> 01:30:46.771]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:30:46.771 --> 01:30:50.333]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:30:50.333 --> 01:30:53.236]  Do your herbal remedies have unwanted additives and fillers?
[01:30:53.536 --> 01:30:56.037]  Have you ever tested your body's pH level?
[01:30:56.037 --> 01:30:59.018]  Make the change to organic health and beauty products.
[01:30:59.018 --> 01:31:02.419]  Visit 2bnatural.com and order today!
[01:31:02.419 --> 01:31:10.842]  2bnatural.com carries exclusive all-natural, chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:31:28.318 --> 01:31:30.419]  Visit ToBeNatural.com.
[01:31:30.419 --> 01:31:33.021]  That's T-O-B-E-Natural.com.
[01:31:33.021 --> 01:31:43.729]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity
[01:31:43.729 --> 01:31:44.089]  I think so.
[01:32:13.892 --> 01:32:21.018]  Finally in the news this evening, it's being reported that cyber spies from Russia and China have now penetrated our power grid.
[01:32:21.018 --> 01:32:37.231]  Even as energy experts are reporting that each summer we get closer and closer to the limits of our nation's power grid, some say that this summer's demand for electrical power may finally push the grid over its edge, creating a cascade of power outages across the country, putting us all in the dark.
[01:32:37.231 --> 01:32:42.355]  Are you prepared for the next round of storm-related outages or government-created blackouts?
[01:32:42.575 --> 01:32:49.099]  Have you ever thought about taking steps to get off the grid and generate your own private supply of electrical power?
[01:32:49.099 --> 01:32:52.982]  If so, this will be the most important information you have ever heard.
[01:32:52.982 --> 01:32:55.684]  Solar-powered generators are finally available.
[01:32:55.684 --> 01:33:01.368]  They have no moving parts to wear out or break and require absolutely no gas whatsoever.
[01:33:01.368 --> 01:33:04.049]  Remember, the government doesn't own the sun.
[01:33:04.049 --> 01:33:06.271]  So go to MySolarBackup.com.
[01:33:06.271 --> 01:33:08.753]  That's MySolarBackup.com.
[01:33:08.753 --> 01:33:12.415]  Check out MySolarBackup.com before you lose your job.
[01:33:12.615 --> 01:33:16.640]  The GCN Radio Network.
[01:33:16.640 --> 01:33:20.083]  Providing the world with hard-hitting talk radio.
[01:33:20.083 --> 01:33:21.245]  GCN.
[01:33:21.245 --> 01:33:23.207]  Great talk radio starts here.
[01:33:27.919 --> 01:33:35.246]  Alright, we are back at the Alex Jones Show and in a moment we're going to go to this clip of this woman who's really lost her entire way of life.
[01:33:35.246 --> 01:33:38.268]  Homes aren't selling, she's in one of the homes she's trying to sell.
[01:33:38.268 --> 01:33:48.057]  She is forced to get rid of her medical insurance, but it's okay because now we have mobile vans and they're not just for the poor anymore, they're for the middle class that's dying.
[01:33:48.057 --> 01:33:49.318]  We've got Alex Jones on the line.
[01:33:49.318 --> 01:33:50.960]  Alex?
[01:33:50.960 --> 01:33:54.023]  Yeah Jason, thanks for sitting in, but you know most talk show hosts
[01:33:54.804 --> 01:33:57.485]  Don't like having to do their shows and can't wait to take off.
[01:33:57.485 --> 01:34:01.227]  Me, I've been calling in every day for Thursday and Friday today when you filled in.
[01:34:01.227 --> 01:34:01.887]  I appreciate it.
[01:34:01.887 --> 01:34:20.975]  But, you know, I forgot to make the most important point about the fact that since 1996, they have openly, by federal law, turned the entire phone company systems, the cyber security systems, the telecommunications hubs, the internet hubs, into giant snoop grids.
[01:34:20.975 --> 01:34:22.556]  The phone company isn't tapped.
[01:34:23.562 --> 01:34:24.783]  It is the tap.
[01:34:24.783 --> 01:34:25.844]  I forgot the key though.
[01:34:25.844 --> 01:34:27.786]  Everything was surveilled completely.
[01:34:27.786 --> 01:34:30.688]  Everything recorded since 96.
[01:34:30.688 --> 01:34:37.053]  And notice it didn't protect us from the Al-Qaeda attack of 9-11.
[01:34:37.053 --> 01:34:40.436]  As PNAC and the Vice President called for staged terror attacks.
[01:34:40.436 --> 01:34:42.218]  And NORAD stood down.
[01:34:42.218 --> 01:34:43.839]  Of course we know that was an inside job.
[01:34:43.839 --> 01:34:49.544]  And now they're saying we've got to have cyber security and federalize and take everything over.
[01:34:49.544 --> 01:34:51.886]  But don't worry we won't listen to you or track you.
[01:34:52.606 --> 01:34:58.990]  It's just to keep you safe from Al-Qaeda, the known CIA operatives who love to take the blame.
[01:34:58.990 --> 01:35:00.151]  So that was my point on that.
[01:35:00.151 --> 01:35:19.122]  And as for this poor woman in the mobile vans, they say in the FEMA camp bill, kind of like two years ago they legalized warrantless wiretapping decades after they set it up, they say the FEMA camps will be these medical centers and they'll have mobile vans and mobile education.
[01:35:20.057 --> 01:35:23.740]  You know, this will be the center of the community, your federalization.
[01:35:23.740 --> 01:35:33.149]  Now we have the new federal police, and now they're running checkpoints in Dallas, and Denver, and Boston, and warrantless checkpoints.
