[00:00:04.776 --> 00:00:06.758]  Worldwide transmission.
[01:16:47.111 --> 01:16:51.352]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[01:16:51.352 --> 01:16:53.753]  So you can ride all day with confidence.
[01:16:53.753 --> 01:16:56.454]  Order yours at gusset.com.
[01:16:56.454 --> 01:16:58.815]  Diamond Gusset Jeans got it.
[01:16:58.815 --> 01:16:59.675]  Others don't.
[01:17:00.896 --> 01:17:06.420]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:17:06.420 --> 01:17:08.821]  Start purifying your water with ProPure.
[01:17:08.821 --> 01:17:17.927]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:17:17.927 --> 01:17:21.369]  Its filters are silver impregnated to prevent bacterial growth.
[01:17:21.369 --> 01:17:23.050]  There's no priming required.
[01:17:23.050 --> 01:17:25.332]  It's NSF-42 certified.
[01:17:25.332 --> 01:17:27.833]  Optional fluoride filters can reduce fluoride up to 95%.
[01:17:28.894 --> 01:17:30.414]  Easy to set up and use.
[01:17:30.414 --> 01:17:31.835]  Doesn't require electricity.
[01:17:31.835 --> 01:17:34.996]  Purify water from lakes, streams, ponds, and wells.
[01:17:34.996 --> 01:17:38.377]  This filter system leaves in beneficial minerals, which is key.
[01:17:38.377 --> 01:17:40.277]  Save money by not buying bottled water.
[01:17:40.277 --> 01:17:42.518]  And avoid BPA that leaches from the plastic.
[01:17:42.518 --> 01:17:45.259]  ProPure is the best gravity-fed filter out there.
[01:17:45.259 --> 01:17:46.839]  It's what my family uses.
[01:17:46.839 --> 01:17:50.160]  Infowars.com already has the lowest price on ProPure.
[01:17:50.160 --> 01:17:55.402]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:17:56.182 --> 01:18:02.725]  You can also call to order 888-253-3139.
[01:18:02.725 --> 01:18:10.829]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:18:10.829 --> 01:18:14.911]  Alex and his staff have used these pure soap products for years.
[01:18:14.911 --> 01:18:22.215]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:18:22.215 --> 01:18:25.016]  See them on the web at 5starsoap.com.
[01:18:25.236 --> 01:18:30.057]  Or call 800-340-7091 for a free catalog.
[01:18:30.057 --> 01:18:35.999]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:18:35.999 --> 01:18:41.420]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:18:41.420 --> 01:18:43.401]  This is an amazing deal.
[01:18:43.401 --> 01:18:48.622]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:18:48.622 --> 01:18:50.803]  See them on the web at 5starsoap.com.
[01:18:51.363 --> 01:18:52.245]  Or call 800-340-7091 for a free catalog.
[01:19:00.299 --> 01:19:04.862]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:19:04.862 --> 01:19:05.783]  Number one.
[01:19:05.783 --> 01:19:09.206]  New climate legislation could easily double or triple your electric bill.
[01:19:09.206 --> 01:19:10.066]  Number two.
[01:19:10.066 --> 01:19:14.950]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:19:14.950 --> 01:19:15.690]  It's true.
[01:19:15.690 --> 01:19:20.574]  Total government control of electricity in the name of smart grid technology is coming.
[01:19:20.574 --> 01:19:21.395]  Number three.
[01:19:21.395 --> 01:19:24.977]  In some areas of the country, the power grid is dangerously overloaded.
[01:19:24.977 --> 01:19:28.680]  And now, new socialist legislation is only compounding the problem.
[01:19:28.880 --> 01:19:29.680]  Number four.
[01:19:29.680 --> 01:19:32.441]  Dangerous weather is always a threat to local grids.
[01:19:32.441 --> 01:19:36.122]  Every year, thousands of families lose their power from weather-related outages.
[01:19:36.122 --> 01:19:36.902]  Number five.
[01:19:36.902 --> 01:19:41.043]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:19:41.043 --> 01:19:46.105]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:19:46.105 --> 01:19:50.286]  You can get more information at www.mysolarbackup.com.
[01:19:50.286 --> 01:19:52.067]  That's mysolarbackup.com.
[01:19:52.067 --> 01:19:56.668]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[01:19:57.088 --> 01:19:57.248]  877-327-0365.
[01:19:57.248 --> 01:20:03.534]  Coast to coast.
[01:20:03.534 --> 01:20:05.596]  Direct from Austin.
[01:20:05.596 --> 01:20:09.180]  You're listening to the Alex Jones Broadcasting Network.
[01:20:09.180 --> 01:20:17.968]  Live from Austin, Texas.
[01:20:17.968 --> 01:20:20.430]  Broadcasting worldwide.
[01:20:20.430 --> 01:20:21.912]  It's Alex Jones.
[01:20:24.404 --> 01:20:28.368]  Alright, we're not going to dwell on this too much because Governor Ventura wants it all to come out in court.
[01:20:28.368 --> 01:20:29.790]  That's what his lawyers have advised.
[01:20:29.790 --> 01:20:31.171]  I agree with them.
[01:20:31.171 --> 01:20:31.872]  It's going to come out.
[01:20:31.872 --> 01:20:33.093]  Depositions have begun.
[01:20:33.093 --> 01:20:43.343]  I don't know how much Ventura can repeat here, but do you feel that you've been swift-boated and when was the last time you were in a barroom fight, Governor?
[01:20:43.763 --> 01:20:48.627]  Well, uh, I absolutely feel that I've been swift-boated, there's no doubt about it.
[01:20:48.627 --> 01:21:02.117]  And what was interesting when it happened to Senator Kerry, I learned later that his main accuser did not even arrive in Vietnam until months after Senator Kerry had already come home to the States.
[01:21:02.117 --> 01:21:08.162]  So the guy wasn't even there to question whether the senator had earned his medals or not.
[01:21:08.162 --> 01:21:12.846]  And besides, you don't put yourself in for medals, your commanding officer does.
[01:21:13.974 --> 01:21:15.835]  So, it was really so.
[01:21:15.835 --> 01:21:24.641]  Yeah, I feel I've been swift-boated, there's no doubt about it, but as I said, I wouldn't be suing the guy if the story were true.
[01:21:24.641 --> 01:21:35.809]  And the story is completely false, and therefore my only alternative to clear my name and to attempt to get it cleared is to take him to court and I'll let a jury decide who they want to believe.
[01:21:35.809 --> 01:21:38.471]  Can we talk about your lawyers, if they're confident?
[01:21:40.064 --> 01:21:41.185]  Absolutely they're confident.
[01:21:41.185 --> 01:21:41.746]  That's all I'll say.
[01:21:41.746 --> 01:21:43.889]  They're very confident or I wouldn't be going to court.
[01:21:43.889 --> 01:21:45.251]  They feel very good about the case.
[01:21:45.251 --> 01:21:46.553]  That they could win the case.
[01:21:46.553 --> 01:21:47.554]  But you never know for certain.
[01:21:54.483 --> 01:21:57.384]  Yeah, just to be clear, I'm not leading Jesse Ventura.
[01:21:57.384 --> 01:22:02.505]  I'm trying to get him to repeat stuff he's told me without letting out what he's told me.
[01:22:02.505 --> 01:22:12.567]  But I tell you, the right thing to do is Chris Kyle needs to go ahead and go public now and admit the truth before this gets much deeper.
[01:22:12.567 --> 01:22:15.288]  Just go ahead and tell us what News Corp told you to do.
[01:22:16.008 --> 01:22:26.083]  Well, I certainly, I don't, you know, it would be my preference, Alex, not to go to court because court gets very expensive, but he leaves me no choice.
[01:22:26.083 --> 01:22:30.269]  I mean, he won't admit that the story's made up for whatever reason.
[01:22:31.076 --> 01:22:32.937]  It's not true.
[01:22:32.937 --> 01:22:38.061]  And so I'm left with no alternative but to go to federal court and let a jury decide it.
[01:22:38.061 --> 01:22:42.484]  You know, when I first met you seven years ago, I heard some propaganda on the web.
[01:22:42.484 --> 01:22:46.086]  So I went and looked it up myself, made some phone calls and found out you were telling the truth.
[01:22:46.086 --> 01:22:50.549]  But just to bring this up here, and we'll get back into all the other issues in the book that's so powerful.
[01:22:50.549 --> 01:22:53.411]  Again, the last three have been so good, so informative.
[01:22:53.411 --> 01:22:54.972]  I don't know which one's my favorite, but...
[01:22:55.732 --> 01:22:56.833]  Lord Monckton.
[01:22:56.833 --> 01:22:58.573]  He is a hereditary peer.
[01:22:58.573 --> 01:23:00.494]  It's listed on the royal websites in England.
[01:23:00.494 --> 01:23:02.355]  His dad was a famous lord.
[01:23:02.355 --> 01:23:05.516]  And he's Lord Christopher Monckton, an anti-global warming guy.
[01:23:05.516 --> 01:23:07.457]  You interviewed him for one of your TV shows.
[01:23:07.457 --> 01:23:11.499]  They ran a big hoax saying he's not a lord and he made it up.
[01:23:12.439 --> 01:23:14.481]  And counting on the public being ignorant.
[01:23:14.481 --> 01:23:16.682]  So, they say you're not a Navy SEAL.
[01:23:16.682 --> 01:23:17.983]  Well, I was like, wait a minute.
[01:23:17.983 --> 01:23:21.166]  Underwater Demolition Team, the History Channel, says that's what started the SEALs.
[01:23:21.166 --> 01:23:22.267]  He went through SEALs training.
[01:23:22.267 --> 01:23:24.328]  He was, you know, in the Vietnam era.
[01:23:24.328 --> 01:23:31.974]  And I went and looked and found out that it was people that didn't like your anti-war stance came out and said you were never in the SEALs.
[01:23:31.974 --> 01:23:36.177]  Next, they may say that I'm not even who I say I am either.
[01:23:36.437 --> 01:23:39.658]  We have to defend each other when they come out with these hoaxes.
[01:23:39.658 --> 01:23:43.019]  If they come out, folks, and say, I'm a drug dealer, it's not true.
[01:23:43.019 --> 01:23:44.619]  I mean, I have a pretty boring life.
[01:23:44.619 --> 01:23:48.040]  I mean, it scares me to know what are they going to make up about us next, Governor?
[01:23:48.040 --> 01:23:49.640]  Yeah, oh, absolutely.
[01:23:49.640 --> 01:23:56.302]  You know, and in this country today, you have to be prepared to defend yourself, especially with the Internet.
[01:23:56.302 --> 01:23:59.063]  You know, anything can be put on the Internet.
[01:23:59.063 --> 01:24:00.303]  The Internet's a great thing.
[01:24:01.101 --> 01:24:08.186]  Don't get me wrong, it's tremendous because it gives us a great deal of information that we don't get with the mainstream media.
[01:24:08.186 --> 01:24:13.370]  But on the flip side, just like anything, there's an upside and there's a downside.
[01:24:13.370 --> 01:24:20.115]  On the downside, you have to be very careful what you believe and choose to believe because anyone can lie on the internet.
[01:24:21.015 --> 01:24:26.157]  There is nothing there, no truth detection device that you can apply to the internet.
[01:24:26.157 --> 01:24:28.937]  I know absolutely if you're hearing the truth or not.
[01:24:28.937 --> 01:24:30.158]  It's just like the mainstream media.
[01:24:30.158 --> 01:24:33.479]  You've got to go to the original sources.
[01:24:33.479 --> 01:24:36.419]  And that brings us to the next issue.
[01:24:36.419 --> 01:24:40.841]  Again, you've told me a lot of stuff in confidence, which I appreciate because I've been part of the show three seasons.
[01:24:40.841 --> 01:24:41.701]  We've gotten to be friends.
[01:24:42.621 --> 01:24:42.982]  I don't
[01:24:57.278 --> 01:24:59.019]  Well, unfortunately we finished it all in November.
[01:25:25.559 --> 01:25:28.362]  Uh, normally it would go on the air in January.
[01:25:28.362 --> 01:25:31.905]  It's now sitting there being nitpicked.
[01:25:31.905 --> 01:25:35.568]  With more, uh, you know, I think it's a delay tactic.
[01:25:35.568 --> 01:25:42.795]  I now believe, 50-50, that the eight shows we did this fall will never see the light of day.
[01:25:42.795 --> 01:25:45.297]  Because it's already June.
[01:25:45.297 --> 01:25:46.899]  We have them done in November.
[01:25:48.453 --> 01:25:54.837]  You know, and they're supposedly still doing the fine-tuning of edited.
[01:25:54.837 --> 01:25:56.459]  Well, give me a break.
[01:25:56.459 --> 01:25:59.481]  You can get that done in two to three weeks, a month at the most.
[01:25:59.481 --> 01:26:04.864]  Well, they made them totally re-edited and then still didn't like it, but both shows were big hits.
[01:26:04.864 --> 01:26:05.845]  Big hits.
[01:26:05.845 --> 01:26:11.349]  Well, both seasons have been outstanding, and this would have been the third season of eight more shows.
[01:26:12.675 --> 01:26:15.498]  I don't know if they're ever going to see the light of day or not.
[01:26:15.498 --> 01:26:24.205]  You know, True TV has the right to not put them on, certainly, and I see no indication that they're going to be on.
[01:26:24.205 --> 01:26:29.429]  They may, you know, I don't know, maybe they'll wait until fall and put them on during the election time.
[01:26:29.429 --> 01:26:30.970]  That'd be wonderful.
[01:26:30.970 --> 01:26:32.852]  But I don't know.
[01:26:32.852 --> 01:26:36.735]  I mean, they've gone out of their normal mode.
[01:26:36.735 --> 01:26:41.299]  Because normally we finish them in November and they air right away in January.
[01:26:43.607 --> 01:26:52.815]  And the major TV publications reported that both seasons got record viewers for new seasons.
[01:26:52.815 --> 01:26:57.640]  1.7, 1.8 million viewers for that channel is as big as it basically gets for them.
[01:26:57.640 --> 01:27:01.623]  Huge hits and millions and millions spent to make them.
[01:27:02.682 --> 01:27:08.487]  And now the question is, do you think putting pressure on them, people contacting them, will have any effect?
[01:27:08.487 --> 01:27:11.829]  Or do you think outside pressure's been placed on them?
[01:27:11.829 --> 01:27:13.731]  I think that could work the opposite.
[01:27:13.731 --> 01:27:16.473]  That could make them not put them on.
[01:27:16.473 --> 01:27:28.102]  If the people who are deciding because they're too controversial or they have information that the public doesn't want to get, and maybe if the public starts demanding it, that'll make them even lock them up more.
[01:27:28.102 --> 01:27:28.503]  I don't know.
[01:27:29.486 --> 01:27:32.107]  I don't know which way to go on that, Alex.
[01:27:32.107 --> 01:27:37.169]  Certainly people are entitled to express their opinion if they would like to contact them.
[01:27:37.169 --> 01:27:39.249]  I'm not going to tell them not to.
[01:27:39.249 --> 01:27:40.630]  You can do what you want.
[01:27:40.630 --> 01:27:43.131]  I'm a great believer in personal freedom.
[01:27:43.131 --> 01:27:47.292]  And every one of your listeners should have the ability to have personal freedom.
[01:27:47.292 --> 01:27:52.894]  If they want to write a letter asking what's happened to conspiracy theory, why are you sitting on it?
[01:27:52.894 --> 01:27:58.616]  Why won't you air them the way Jesse Ventura and them edited them instead of re-editing them?
[01:27:59.517 --> 01:28:02.600]  You know, dumbing them down, which is really what they're trying to do.
[01:28:02.600 --> 01:28:04.883]  I think they're trying to really dumb them down.
[01:28:04.883 --> 01:28:07.826]  Yeah, it's... I've been told the behind-the-scenes stuff.
[01:28:07.826 --> 01:28:10.149]  I better just keep my mouth shut because it was told in confidence.
[01:28:10.149 --> 01:28:10.650]  It's pretty bad.
[01:29:01.175 --> 01:29:05.616]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:29:05.616 --> 01:29:09.757]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:29:09.757 --> 01:29:13.759]  Every day, we document the attempts to take control of our lives.
[01:29:13.759 --> 01:29:15.959]  But there's one thing we can all control.
[01:29:15.959 --> 01:29:17.580]  Your greatest dependency.
[01:29:17.580 --> 01:29:18.320]  Food.
[01:29:18.320 --> 01:29:25.902]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:29:25.902 --> 01:29:28.443]  This food is nutrient-dense and tastes great.
[01:29:28.443 --> 01:29:29.763]  It's simple to make, portable,
[01:29:29.983 --> 01:29:32.484]  And has a shelf life of up to 25 years.
[01:29:32.484 --> 01:29:36.345]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:29:36.345 --> 01:29:41.167]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:29:41.167 --> 01:29:45.088]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:29:45.088 --> 01:29:50.911]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:29:50.911 --> 01:29:52.491]  Don't let this offer pass you by.
[01:29:52.491 --> 01:29:54.612]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:29:57.873 --> 01:30:02.954]  More the best, for less guaranteed.
[01:30:02.954 --> 01:30:11.055]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:11.055 --> 01:30:15.136]  Alex and his staff have used these pure soap products for years.
[01:30:15.136 --> 01:30:22.437]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:22.437 --> 01:30:25.258]  See them on the web at 5starsoap.com.
[01:30:25.478 --> 01:30:30.300]  Or call 800-340-7091 for a free catalog.
[01:30:30.300 --> 01:30:36.243]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:36.243 --> 01:30:41.645]  Or save big with a 1 to 2 year supply of soap for all your cleaning needs.
[01:30:41.645 --> 01:30:43.626]  This is an amazing deal.
[01:30:43.626 --> 01:30:48.869]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:30:48.869 --> 01:30:51.030]  See them on the web at 5starsoap.com.
[01:30:51.590 --> 01:30:53.334]  Or call 800-340-7091 for a free catalog.
[01:31:00.575 --> 01:31:06.079]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:31:06.079 --> 01:31:08.480]  Start purifying your water with ProPure.
[01:31:08.480 --> 01:31:17.586]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:31:17.586 --> 01:31:21.028]  Its filters are silver impregnated to prevent bacterial growth.
[01:31:21.028 --> 01:31:22.729]  There's no priming required.
[01:31:22.729 --> 01:31:24.991]  It's NSF-42 certified.
[01:31:24.991 --> 01:31:27.492]  Optional fluoride filters can reduce fluoride up to 95%.
[01:31:28.553 --> 01:31:30.073]  Easy to set up and use.
[01:31:30.073 --> 01:31:31.494]  Doesn't require electricity.
[01:31:31.494 --> 01:31:34.655]  Purify water from lakes, streams, ponds, and wells.
[01:31:34.655 --> 01:31:38.035]  This filter system leaves in beneficial minerals, which is key.
[01:31:38.035 --> 01:31:42.177]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:31:42.177 --> 01:31:44.917]  ProPure is the best gravity-fed filter out there.
[01:31:44.917 --> 01:31:46.498]  It's what my family uses.
[01:31:46.498 --> 01:31:49.819]  Infowars.com already has the lowest price on ProPure.
[01:31:49.819 --> 01:31:55.360]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:31:55.640 --> 01:31:59.262]  You can also call to order 888-253-3139.
[01:31:59.262 --> 01:32:01.723]  Hi, this is Alex Jones.
[01:32:01.723 --> 01:32:07.305]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:32:07.305 --> 01:32:12.328]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:32:12.328 --> 01:32:17.350]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:32:17.890 --> 01:32:23.111]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:32:23.111 --> 01:32:25.432]  They call it a survival seed bank.
[01:32:25.432 --> 01:32:30.233]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:32:30.233 --> 01:32:31.353]  And here's the best part.
[01:32:31.353 --> 01:32:34.434]  These seeds have not been genetically modified in any way.
[01:32:34.434 --> 01:32:37.715]  And you actually get enough seeds to plant a full acre crisis garden.
[01:32:38.035 --> 01:32:41.216]  So visit them today at survivalseedbank.com.
[01:32:41.216 --> 01:32:43.437]  That's survivalseedbank.com.
[01:32:43.437 --> 01:32:44.377]  Or give them a call at 877-327-0365.
[01:32:44.377 --> 01:32:44.577]  That's 877-327-0365.
[01:32:44.577 --> 01:32:48.018]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:32:48.018 --> 01:32:49.758]  This is Alex Jones for survivalseedbank.com.
[01:33:02.068 --> 01:33:05.659]  Coast to Coast, direct from Austin.
[01:33:05.659 --> 01:33:08.889]  You're listening to the Alex Jones Broadcasting Network.
[01:33:21.345 --> 01:33:25.087]  Tell folks what MSNBC did with the golden handcuffs.
[01:33:40.035 --> 01:33:50.482]  So they got in a bidding war between Fox, MSNBC, and CNN, which would give me a show five days a week on television in the evening, and MSNBC won out.
[01:33:50.482 --> 01:33:54.485]  Well, we went together, we followed everything they wanted done.
[01:33:54.485 --> 01:34:05.392]  I wanted it shot in Minneapolis because I thought it would be nice to get a Midwest perspective for a change rather than the East or West Coast where they do most of their stuff, and they agreed to it.
[01:34:05.392 --> 01:34:09.715]  They even sent an MSNBC guy out to work with us and create the whole thing.
[01:34:09.735 --> 01:34:11.016]  We're good to go.
[01:34:25.911 --> 01:34:26.771]  We're good to go.
[01:34:43.178 --> 01:34:51.981]  But he said that these people were very angry and wanted to know why they were giving me a national forum, you know, a show on national TV.
[01:34:51.981 --> 01:34:58.823]  Well, lo and behold, I never got it because they pulled the plug on the show, basically.
[01:34:58.823 --> 01:35:05.405]  They relegated us to a few Saturday shows where we, I think we had four or five shows on Saturday at five o'clock.
[01:35:06.025 --> 01:35:12.649]  It was still the second highest rated show they had, right behind Hardball with Chris Matthews.
[01:35:12.649 --> 01:35:29.238]  And then they simply cut me, and because I was under contract with them for three years, and I honor my contracts, my contracts stated that I could not do any news shows, nor could I participate in anything on cable television at all.
[01:35:29.238 --> 01:35:31.720]  So in essence, they found and gagged me.
[01:35:32.220 --> 01:35:32.880]  I don't think so.
[01:35:54.411 --> 01:36:03.279]  Yeah, you were the hottest commodity out there, I remember, and they literally, at the time, I said on air, he's off the air, that's golden handcuffs.
[01:36:03.279 --> 01:36:07.583]  They do that to executives and people they're scared of that'll go start a new company.
[01:36:07.583 --> 01:36:09.345]  You were given golden handcuffs, Governor.
[01:36:09.665 --> 01:36:11.006]  Yeah, I'm sure I was.
[01:36:11.006 --> 01:36:13.987]  And then, of course, the contract ended.
[01:36:13.987 --> 01:36:23.472]  And three years later, that's when you saw me reemerge again, when I wrote the book, you know, Don't Start the Revolution Without Me, the first book.
[01:36:23.472 --> 01:36:28.594]  And I then started, of course, going on TV shows and all that, because they no longer
[01:36:29.194 --> 01:36:32.416]  And that got high ratings, and you destroyed Hannity.
[01:36:32.416 --> 01:36:38.518]  I mean, you do really good in person when people get nasty because you're so calm and work so well on your feet.
[01:36:38.518 --> 01:36:42.640]  Now I'm noticing they don't put you on as much, even though you're more a sought-after guest.
[01:36:42.640 --> 01:36:43.880]  Let's talk about what's happening now.
[01:36:43.880 --> 01:36:49.143]  They're really scared of this idea of the Republicans and Democrats being gangs.
[01:36:50.163 --> 01:36:53.365]  Like I said, Fox News won't have me on at all.
[01:36:53.365 --> 01:36:54.165]  They're nighttime.
[01:36:54.165 --> 01:36:55.866]  They're big people.
[01:36:55.866 --> 01:36:58.047]  MSNBC will not have me on.
[01:36:58.047 --> 01:36:59.368]  They're now the liberal side.
[01:36:59.368 --> 01:37:01.089]  They're the Democrat side.
[01:37:01.089 --> 01:37:02.750]  The other's the Republican side.
[01:37:02.750 --> 01:37:08.673]  Those two, the only TV... Now, Fox News puts me on, but I think they're a different department.
[01:37:08.673 --> 01:37:14.356]  I am doing a couple on Fox News, but that's a different battle axe, I think.
[01:37:14.356 --> 01:37:16.557]  And CNN will have me on.
[01:37:17.037 --> 01:37:32.283]  Although this morning on CNN, I was supposed to get three segments because they asked me for three songs to lead in, so I gave them a whole lot of love by Led Zeppelin, Hey Joe by Jimi Hendrix, and Sympathy for the Devil by the Stones.
[01:37:32.283 --> 01:37:37.906]  The only one played was Whole Lotta Love because they had me for one brief three-minute segment this morning.
[01:37:37.906 --> 01:37:43.848]  I believe I was cut there even at CNN, although I did have a terrific interview last night with Piers Morgan.
[01:37:44.088 --> 01:37:49.483]  And then you also got cut with, it doesn't really matter, he doesn't have many listeners, but Don Imus.
[01:37:50.009 --> 01:37:51.850]  Oh yeah, Don Imus.
[01:37:51.850 --> 01:37:58.614]  You know, they wanted me to have five songs, so I chose five songs by Rage Against the Machine.
[01:37:58.614 --> 01:38:04.017]  And people who don't follow that era of rock, they were banned by Clear Channel.
[01:38:04.017 --> 01:38:08.620]  None of their music was allowed to be played prior to and during the Iraq War.
[01:38:08.620 --> 01:38:13.102]  So, and I'm a huge fan now of Tom Morello, the lead guitar player.
[01:38:13.102 --> 01:38:15.584]  I believe he is our next Woody Guthrie.
[01:38:15.584 --> 01:38:16.965]  He's our next Bob Dylan.
[01:38:16.965 --> 01:38:18.926]  He's our next Bruce Springsteen.
[01:38:19.606 --> 01:38:21.007]  You know, he's out there.
[01:38:21.007 --> 01:38:23.850]  He stood with the Occupy Wall Street people.
[01:38:23.850 --> 01:38:24.950]  He flew right to Madison.
[01:38:24.950 --> 01:38:30.595]  I stand with the union workers in Madison against Governor Walker there.
[01:38:30.595 --> 01:38:31.075]  Wow.
[01:38:40.538 --> 01:38:49.126]  Oh no, I'm saying he's a very successful big rock star, sold tens of millions of albums, and there he is in a lot of dangerous places, quite frankly.
[01:38:49.126 --> 01:38:53.350]  I mean, I see him quite often out there, regular guy with the people.
[01:38:53.350 --> 01:38:55.532]  Well, I would love to get a chance to meet him.
[01:38:55.532 --> 01:38:58.174]  Like I said, he's one of my new rock and roll heroes.
[01:38:58.374 --> 01:39:00.155]  Well, he's absolutely down-to-earth, Jesse.
[01:39:00.155 --> 01:39:01.456]  You'd love him.
[01:39:01.456 --> 01:39:08.981]  Shifting gears, we talked about this yesterday on the phone, and you laughed and said it doesn't surprise me, but I actually have a big stack of these.
[01:39:08.981 --> 01:39:14.165]  Congresswoman lashes out at TSA for hiring pedophiles and child pornographers, and it turns out...
[01:39:14.745 --> 01:39:23.077]  Key head TSA agents over whole gates and airports are defraud priests, child pornographers, convicted rapists.
[01:39:23.077 --> 01:39:25.801]  So this is being done on purpose.
[01:39:25.801 --> 01:39:27.263]  And I've got a whole stack of news.
[01:39:27.263 --> 01:39:28.004]  You've been out of the country.
[01:39:28.004 --> 01:39:28.745]  I want to read this to you.
[01:39:30.115 --> 01:39:35.416]  Again, Defrock Priest hired as the head in Philadelphia.
[01:39:35.416 --> 01:39:39.877]  Representative John Mica calls TSA, you know, the little bastard child.
[01:39:39.877 --> 01:39:49.079]  The TSA, again, every two days is being caught raping, stealing, molesting, running child porn, running prostitutes.
[01:39:49.079 --> 01:39:52.720]  I mean, who else would want to grab people's genitals all day?
[01:39:52.720 --> 01:39:54.700]  What is your take on the TSA?
[01:39:54.700 --> 01:39:56.701]  And now two years you haven't flown, Governor.
[01:39:57.341 --> 01:40:01.605]  You know, I don't know about any of that stuff, Alex, so I'm not going to comment on it.
[01:40:01.605 --> 01:40:06.209]  I can only speak to my own experience and how I feel, and that is this.
[01:40:06.209 --> 01:40:15.278]  I'm outraged that I bring—it cost me $20,000 to go to court in front of a federal judge to be told she didn't have jurisdiction.
[01:40:15.838 --> 01:40:18.120]  Over a constitutional question.
[01:40:18.120 --> 01:40:24.606]  And that's what they do with anyone, the challenges in our court system, the TSA and Homeland Security.
[01:40:24.606 --> 01:40:26.348]  They don't have jurisdiction.
[01:40:26.348 --> 01:40:31.773]  Well, people need to understand clearly, when you go to any airport in the United States today,
[01:40:32.513 --> 01:40:35.914]  You are not protected by the Constitution or the Bill of Rights.
[01:40:35.914 --> 01:40:44.376]  In other words, they can do anything they want to you out there, and there's nowhere you can seek redress, because the courts will not hear it.
[01:40:44.376 --> 01:40:49.977]  It's a lawless criminal zone, but let me raise this to you, because I understand you've been out of the country until a few weeks ago.
[01:40:49.977 --> 01:40:53.718]  This is the Congresswoman Marsha Blackburn.
[01:40:53.718 --> 01:40:59.780]  She listed 50 pedophile crimes of the TS- I mean, this is in the news, so I'm saying, if that's true,
[01:41:00.100 --> 01:41:00.841]  Well, why wouldn't they?
[01:41:00.841 --> 01:41:03.082]  I believe that that's why pedophiles become Catholic priests.
[01:41:03.082 --> 01:41:06.644]  I believe they're pedophiles first, and they become priests because pedophiles are nothing but predators.
[01:41:20.493 --> 01:41:20.893]  Yes.
[01:41:20.893 --> 01:41:21.453]  Yes.
[01:41:21.453 --> 01:41:21.673]  Yes.
[01:41:47.074 --> 01:41:51.717]  You know, that's one of the places where Lou Dobbs and I stand hand-in-hand.
[01:41:51.717 --> 01:41:55.460]  Lou Dobbs said, thank you, Governor, when I brought the lawsuit.
[01:41:55.460 --> 01:42:03.785]  And in fact, I'll be doing Lou's show, so it'll be interesting to see, you know, what he says to me about the dismissal of my lawsuit the way it was.
