[00:00:00.394 --> 00:00:00.857]  We've got it!
[01:06:26.733 --> 01:06:29.856]  Simulcasting right now at InfoWars.com.
[01:06:29.856 --> 01:06:35.380]  We have free video feeds up there on the front page of InfoWars.com if you want to see me here.
[01:06:35.380 --> 01:06:41.384]  Normally on the radio show when I'm in studio we have documents, articles, video clips.
[01:06:41.384 --> 01:06:45.468]  By the way, did you guys get the Webster Tarpley video clip I sent you?
[01:06:45.468 --> 01:06:49.190]  Do you have that?
[01:06:49.190 --> 01:06:50.471]  Yes, yes sir.
[01:06:52.796 --> 01:06:55.377]  Yes, it's on the YouTube channel.
[01:06:55.377 --> 01:06:56.518]  It's uploaded.
[01:06:56.518 --> 01:06:59.099]  It's his comments on Ron Paul.
[01:06:59.099 --> 01:07:00.279]  Webster's a frequent guest here.
[01:07:00.279 --> 01:07:01.040]  I like Webster.
[01:07:01.040 --> 01:07:02.300]  Smart historian.
[01:07:02.300 --> 01:07:04.541]  I disagree with him that government's the answer.
[01:07:04.541 --> 01:07:07.082]  His analysis of the corrupt oligarchy is accurate.
[01:07:07.082 --> 01:07:07.782]  Very accurate.
[01:07:07.782 --> 01:07:08.763]  Very intelligent.
[01:07:08.763 --> 01:07:14.445]  But his solution... He's like a guy who can diagnose a problem, but I don't want him doing the surgery on me.
[01:07:14.445 --> 01:07:15.666]  It's a pretty hilarious video.
[01:07:16.956 --> 01:07:35.351]  uh... and uh... he started accusing ron paul being bad because he's against the uh... drug war and i explain that's been used to our liberties and then he went into this whole leprechaun dance i'm not joking the video uh... i'm not joking folks i'm gonna play it later it's up at the youtube channel just went through an info wars dot com
[01:07:36.633 --> 01:07:40.477]  Then we're going to tie that in with an oldie but a goodie that we've aired here.
[01:07:40.477 --> 01:07:43.921]  Some comedy relief in the final segment coming up today.
[01:07:43.921 --> 01:07:47.646]  I've got a lot of other... Look at all these little notes I've got written if you're watching us.
[01:07:47.646 --> 01:07:49.968]  I'm going to try to go over these after I take more calls.
[01:07:49.968 --> 01:07:56.676]  We were just talking to a gentleman who I didn't... I mean, I got a chance to shake his hand, but there were so many thousands of people out there overall.
[01:07:58.318 --> 01:08:00.940]  The Washington Post said two dozen.
[01:08:00.940 --> 01:08:05.143]  When I say 600 at one time over a five-day event, that's conservative.
[01:08:05.143 --> 01:08:08.086]  We had 300 over here, 100 over here, 200 over there.
[01:08:08.086 --> 01:08:15.432]  It was a giant compound, square, and we had three entrances covered, people stringing the streets.
[01:08:15.432 --> 01:08:19.895]  You go to restaurants nearby, our listeners, hotels all full of our listeners.
[01:08:19.895 --> 01:08:24.579]  I mean, it was thousands of patriots that hate tyranny.
[01:08:24.579 --> 01:08:25.380]  It was just incredible.
[01:08:27.222 --> 01:08:29.804]  But going back to the callers here real quick.
[01:08:29.804 --> 01:08:33.546]  Rick, driving back to Florida right now via his cell phone.
[01:08:33.546 --> 01:08:35.427]  Rick is an owner of a pharmaceutical company.
[01:08:35.427 --> 01:08:43.571]  The only reason I know that is I read about him in the London Guardian article and the points he made about anthropology, about how men look out of the horizon for threats.
[01:08:43.571 --> 01:08:46.473]  Women are more concerned about GMO and fluoride.
[01:08:46.473 --> 01:08:49.955]  It's hard-coded into our brains.
[01:08:49.955 --> 01:08:53.036]  That's why they're the majority of events like that.
[01:08:53.036 --> 01:08:54.077]  But we had a lot of women.
[01:08:54.457 --> 01:08:54.537]  Yes.
[01:09:11.301 --> 01:09:13.863]  Well, I mean, a lot of great points in that Leningradian article.
[01:09:13.863 --> 01:09:18.827]  The headline was like, testosterone-fueled system, will it bring down Bilderberg?
[01:09:18.827 --> 01:09:21.009]  And Bilderberg did start leaving Saturday.
[01:09:21.009 --> 01:09:22.189]  I've never seen that.
[01:09:22.189 --> 01:09:23.390]  And most of them Sunday.
[01:09:23.390 --> 01:09:25.012]  They used to stay till Monday.
[01:09:25.012 --> 01:09:27.814]  We shot video of Henry Kissinger just a few hours ago.
[01:09:27.814 --> 01:09:30.095]  Photos, that's up at Infowars.com.
[01:09:30.095 --> 01:09:32.177]  War criminal Kissinger pictured leaving Bilderberg.
[01:09:32.177 --> 01:09:33.698]  He's been convicted, world criminal.
[01:09:33.698 --> 01:09:39.683]  But briefly, as you were on the last segment, finish your point here, sir, before we go to the next caller.
[01:09:40.828 --> 01:09:41.848]  Well, thank you, Alex.
[01:09:41.848 --> 01:09:54.011]  My point was that from the constitutional officers, that there's something that they can do in order to provide consequences for people that would issue these unconstitutional or unlawful orders.
[01:09:54.011 --> 01:09:56.012]  And you used the example of the My Lai Massacre.
[01:09:56.012 --> 01:09:57.472]  Recap that.
[01:09:57.472 --> 01:10:00.393]  Well, I was mentioning this idea to Stuart Roach.
[01:10:00.393 --> 01:10:03.614]  We were having dinner at the Roadhouse, and I mentioned this idea about
[01:10:04.454 --> 01:10:14.498]  Taking this idea of the Oath Keepers where they say that they will not follow unconstitutional or unlawful orders, I said it would be possible to take that to the next step.
[01:10:14.498 --> 01:10:19.801]  And that would be to say, no sir, I will not follow this order and I in turn arrest you
[01:10:20.714 --> 01:10:25.576]  We're trying to have me make, you know, follow this order that you are issuing to me.
[01:10:25.576 --> 01:10:31.639]  And he said that there is, in fact, a historical and judicial precedence in the military.
[01:10:31.639 --> 01:10:33.339]  Well, there's Supreme Court rulings.
[01:10:33.339 --> 01:10:36.060]  And, of course, he's a constitutional lawyer, top of his class.
[01:10:36.060 --> 01:10:37.461]  What is it, Yale or Harvard?
[01:10:37.461 --> 01:10:39.762]  The point is, is that there...
[01:10:40.362 --> 01:10:46.004]  Police, if they're attacking your home without a warrant and probable cause, under all common law you have a right to defend yourself.
[01:10:46.004 --> 01:10:48.305]  But it's not just police, it's anything.
[01:10:48.305 --> 01:10:51.246]  And here are the globalists saying they have diplomatic immunity.
[01:10:51.246 --> 01:10:54.707]  They're trying to give the carbon tax banks diplomatic immunity.
[01:10:54.707 --> 01:11:01.769]  The globalists give themselves immunity and then put all these laws called Agenda 21 on us.
[01:11:01.769 --> 01:11:02.709]  Exactly.
[01:11:02.709 --> 01:11:04.450]  And my last point would be that
[01:11:05.051 --> 01:11:11.796]  From a civilian perspective, I have one more challenge to put out to your listeners and for them to think about one more thing.
[01:11:12.355 --> 01:11:24.379]  And that is one of the reasons I think that so many people remain asleep or unaware, or maybe just willfully this way, is that we have lost our sense of civic and social responsibility.
[01:11:24.379 --> 01:11:34.523]  Our kids in schools have been just propagandized to death to think about themselves, to say, you know, you have to take responsibility for yourself, for yourself, for yourself.
[01:11:34.523 --> 01:11:40.945]  They're beaten over the head and they've lost that sense of, I am, you know, this question, am I my brother's keeper?
[01:11:41.505 --> 01:11:42.086]  And yes, we are.
[01:12:00.620 --> 01:12:06.188]  When in truth, you're not supposed to have collectivization at the top, you're supposed to have collectivization at the bottom.
[01:12:06.188 --> 01:12:10.193]  So they take everything and invert it against its own logic.
[01:12:10.193 --> 01:12:14.940]  They try to invert everything that's wholesome and good because they're at war with that.
[01:12:14.940 --> 01:12:15.741]  Very well said.
[01:12:17.071 --> 01:12:25.276]  I mean, this is part of the whole agenda of destruction of the family, the ruination of parents having sovereignty over their children, etc.
[01:12:25.276 --> 01:12:29.079]  It's this idea of, you know, you look out for yourself.
[01:12:29.079 --> 01:12:30.540]  It's an army of one!
[01:12:32.541 --> 01:12:33.802]  Right, right.
[01:12:33.802 --> 01:12:35.523]  It's all about you, you, you.
[01:12:35.523 --> 01:12:40.146]  They have magazines about it and people think they're getting ahead because they only care about themselves.
[01:12:40.146 --> 01:12:43.208]  Well, then the whole society collapses when you don't care about anybody else.
[01:12:43.208 --> 01:12:44.289]  Very well said.
[01:12:44.289 --> 01:12:45.730]  Thank you for the call.
[01:12:45.730 --> 01:12:47.291]  Do I have time to go to one more call here, guys?
[01:12:49.932 --> 01:12:53.274]  Okay, for some reason we never get on the atomic clock around here.
[01:12:53.274 --> 01:12:53.655]  Thank you.
[01:12:53.655 --> 01:12:57.557]  Let's go ahead and talk to Vinnie in Virginia, where we're at right now.
[01:12:57.557 --> 01:13:00.599]  I'm going to tell you, this state is uber gorgeous.
[01:13:00.599 --> 01:13:03.861]  And I've been here before, but let me tell you, the tongue's hanging out.
[01:13:03.861 --> 01:13:04.542]  I like it.
[01:13:04.542 --> 01:13:07.223]  I know why George Washington liked it and Thomas Jefferson.
[01:13:07.223 --> 01:13:07.984]  Oh yeah, baby.
[01:13:07.984 --> 01:13:09.105]  I like the looks.
[01:13:09.105 --> 01:13:10.606]  This is a sexy state.
[01:13:10.606 --> 01:13:11.847]  Oh yeah.
[01:13:11.847 --> 01:13:14.128]  Oh, I'm lusting after Virginia right now.
[01:13:14.128 --> 01:13:15.369]  Pun intended.
[01:13:15.369 --> 01:13:16.710]  Go ahead, sir, you're on the air.
[01:13:17.657 --> 01:13:18.618]  Hey there, Alex.
[01:13:18.618 --> 01:13:20.440]  I was there yesterday.
[01:13:20.440 --> 01:13:26.105]  I was there about a couple hours before you got there, but once you got there, man, that was awesome.
[01:13:26.105 --> 01:13:27.526]  I've never been to anything like that.
[01:13:27.526 --> 01:13:30.769]  I mean, I was the one... You've never seen people that crazed?
[01:13:30.769 --> 01:13:34.653]  What did you think of that big Marine Corps veteran who could bullhorn even better than me?
[01:13:34.653 --> 01:13:35.634]  I was like, here's the thing.
[01:13:35.634 --> 01:13:37.535]  He was just hitting them hour after hour after hour.
[01:13:40.749 --> 01:13:41.771]  Shake in the building!
[01:13:58.137 --> 01:14:00.798]  You know, how they chose to live here, you know, I always think of that.
[01:14:00.798 --> 01:14:03.519]  Hey, hey, there's one degree of separation.
[01:14:03.519 --> 01:14:06.941]  It's all generation after generation passes the baton.
[01:14:06.941 --> 01:14:15.885]  It's a clear, like, electricity connection right back to George Washington, right back to Thomas Jefferson, right back to beating the biggest empire ever, right back to putting it on the line.
[01:14:15.885 --> 01:14:17.225]  That's why you feel it.
[01:14:17.225 --> 01:14:25.529]  When you grab hold of this and say, I choose liberty, I choose the Republic, I'm against the New World Order, you are literally tying into that power, and it's incredible.
[01:14:26.149 --> 01:14:27.750]  You are tying into history.
[01:14:27.750 --> 01:14:32.053]  You are getting past the fear and setting your will against the tyrants.
[01:14:32.053 --> 01:14:35.556]  And that's when God gives a little smile and a wink.
[01:14:35.556 --> 01:14:37.577]  I'm telling you, you felt it, didn't you?
[01:14:37.577 --> 01:14:40.379]  It was my birthday too, so it was just, it made it an awesome birthday, man.
[01:14:40.379 --> 01:14:42.581]  It was a rockin' birthday.
[01:14:42.581 --> 01:14:44.362]  What is you, how loud was the bullhorn?
[01:14:44.362 --> 01:14:46.243]  And we had like 20 bullhorns going at once.
[01:14:46.243 --> 01:14:47.264]  Dude, it was so loud.
[01:14:47.264 --> 01:14:51.827]  It was just like, uh, at one point it was just like, it was just everybody together was just doing it.
[01:14:51.827 --> 01:14:52.428]  It was just like,
[01:14:53.061 --> 01:14:53.261]  I know.
[01:14:53.261 --> 01:14:54.742]  Oh, it's just crazy.
[01:14:54.742 --> 01:14:56.083]  And the people who play music do that.
[01:14:56.083 --> 01:14:58.585]  Bullhorns do, like the Megadeth and stuff like that.
[01:14:58.585 --> 01:14:59.706]  Endgames and stuff like that.
[01:14:59.706 --> 01:15:01.367]  Before you got there, they were doing that.
[01:15:01.367 --> 01:15:02.588]  So it's just not that bad.
[01:15:02.588 --> 01:15:04.489]  Yeah, that was the great part.
[01:15:04.489 --> 01:15:09.953]  Even if they kill me, I'll still be at all the Bilderberg meetings because they were playing over Bullhorns, my speeches at other events.
[01:15:09.953 --> 01:15:11.254]  It was incredible.
[01:15:11.254 --> 01:15:11.574]  Yeah.
[01:15:11.574 --> 01:15:12.395]  Oh man, I tell you.
[01:15:12.395 --> 01:15:14.776]  I put you in my songs and everything.
[01:15:14.776 --> 01:15:16.518]  Just like David Statham.
[01:15:16.518 --> 01:15:21.881]  I just love how just everything, the way we all... I love the fact that you and the crowd all together.
[01:15:22.941 --> 01:15:23.282]  No, no, no, no.
[01:15:23.282 --> 01:15:28.789]  Even radio hosts that are a lot smaller than I am, they want to have all these bodyguards and be up on the stage so you're in awe of them.
[01:15:37.941 --> 01:15:39.162]  Everybody's like, don't you have security?
[01:15:39.162 --> 01:15:40.323]  I'm like, no, I got God.
[01:15:40.323 --> 01:15:43.787]  And if I get killed, that makes everybody wake up.
[01:15:43.787 --> 01:15:45.548]  If I don't get killed, we go forward.
[01:15:45.548 --> 01:15:49.112]  I mean, and that's what the globalists can't face, is that we're all in.
[01:15:49.112 --> 01:15:49.732]  We're committed.
[01:15:49.732 --> 01:15:51.134]  There's no backing off.
[01:15:51.134 --> 01:15:52.215]  The point of no return.
[01:15:52.215 --> 01:15:52.855]  Committed.
[01:15:52.855 --> 01:15:53.596]  It's over.
[01:15:53.596 --> 01:15:55.438]  We're coming for the New World Order.
[01:15:55.438 --> 01:15:58.041]  There's no quarter received or given.
[01:15:58.041 --> 01:15:58.861]  We'll be right back.
[01:15:58.861 --> 01:15:59.462]  Stay with us.
[01:15:59.462 --> 01:16:00.283]  InfoWars.com.
[01:16:02.418 --> 01:16:06.379]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:16:06.379 --> 01:16:15.240]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:16:15.240 --> 01:16:19.861]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:16:19.861 --> 01:16:30.683]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:16:31.323 --> 01:16:40.826]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:16:40.826 --> 01:16:46.268]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:16:46.268 --> 01:16:53.751]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:16:53.751 --> 01:16:56.152]  That's www.SilverLungs.com.
[01:17:00.370 --> 01:17:05.871]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:17:05.871 --> 01:17:08.272]  Start purifying your water with ProPure.
[01:17:08.272 --> 01:17:17.374]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:17:17.374 --> 01:17:20.815]  Its filters are silver impregnated to prevent bacterial growth.
[01:17:20.815 --> 01:17:22.516]  There's no priming required.
[01:17:22.516 --> 01:17:24.776]  It's NSF-42 certified.
[01:17:24.776 --> 01:17:27.277]  Optional fluoride filters can reduce fluoride up to 95%.
[01:17:28.357 --> 01:17:29.878]  Easy to set up and use.
[01:17:29.878 --> 01:17:31.299]  Doesn't require electricity.
[01:17:31.299 --> 01:17:34.462]  Purify water from lakes, streams, ponds, and wells.
[01:17:34.462 --> 01:17:37.844]  This filter system leaves in beneficial minerals, which is key.
[01:17:37.844 --> 01:17:41.987]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:17:41.987 --> 01:17:44.729]  ProPure is the best gravity-fed filter out there.
[01:17:44.729 --> 01:17:46.310]  It's what my family uses.
[01:17:46.310 --> 01:17:49.613]  Infowars.com already has the lowest price on ProPure.
[01:17:49.613 --> 01:17:55.457]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:17:55.457 --> 01:17:56.598]  You can also call to order.
[01:17:56.698 --> 01:17:56.738]  888-253-3139
[01:18:17.695 --> 01:18:22.919]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:18:22.919 --> 01:18:25.240]  They call it a Survival Seed Bank.
[01:18:25.240 --> 01:18:30.043]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:18:30.043 --> 01:18:31.164]  And here's the best part.
[01:18:31.164 --> 01:18:34.226]  These seeds have not been genetically modified in any way.
[01:18:34.226 --> 01:18:37.849]  And you actually get enough seeds to plant a full acre crisis garden.
[01:18:37.849 --> 01:18:41.051]  So visit them today at SurvivalSeedBank.com.
[01:18:41.051 --> 01:18:43.272]  That's SurvivalSeedBank.com.
[01:18:43.272 --> 01:18:44.193]  Or give them a call at 877-327-0365.
[01:18:47.835 --> 01:18:50.797]  That's 877-327-0365.
[01:18:50.797 --> 01:18:56.901]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:18:56.901 --> 01:18:59.903]  This is Alex Jones for SurvivalSeedBank.com.
[01:18:59.903 --> 01:19:04.265]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:19:04.265 --> 01:19:08.288]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:19:08.288 --> 01:19:12.330]  Every day, we document the attempts to take control of our lives.
[01:19:12.330 --> 01:19:16.373]  But there's one thing we can all control, your greatest dependency, food.
[01:19:16.793 --> 01:19:24.296]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:19:24.296 --> 01:19:26.837]  This food is nutrient-dense and tastes great.
[01:19:26.837 --> 01:19:30.779]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:19:30.779 --> 01:19:34.360]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[01:19:34.660 --> 01:19:37.283]  And the new products and pricing will blow you away.
[01:19:37.283 --> 01:19:42.127]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[01:19:42.127 --> 01:19:44.109]  You just can't afford to ignore this.
[01:19:44.109 --> 01:19:49.754]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:19:49.754 --> 01:19:51.295]  Don't let this offer pass you by.
[01:19:51.295 --> 01:19:53.337]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:19:53.337 --> 01:19:54.578]  More the best, for less guaranteed.
[01:20:01.488 --> 01:20:05.074]  Coast to Coast, direct from Austin.
[01:20:05.074 --> 01:20:08.280]  You're listening to the Alex Jones Broadcasting Network.
[01:20:16.607 --> 01:20:19.028]  I'm going to continue with your calls.
[01:20:19.028 --> 01:20:22.730]  Gary, Ken, Scott, Charles, Christopher, Wiley, John.
[01:20:22.730 --> 01:20:25.831]  We'll at least get to those six or seven calls before the hour ends.
[01:20:25.831 --> 01:20:30.373]  Aaron Dykes is chomping at the bit with his research about the Bilderberg Group.
[01:20:30.373 --> 01:20:36.375]  It's just mafia coming in, taking over pension funds, claiming that they're protecting them while they actually loot them.
[01:20:36.375 --> 01:20:38.416]  This is big news and it's all coming up.
[01:20:38.416 --> 01:20:39.297]  It's either us or them.
[01:20:40.523 --> 01:20:41.664]  They are the top of the pyramid.
[01:20:41.664 --> 01:20:43.124]  They're an organized crime syndicate.
[01:20:43.124 --> 01:20:49.547]  Everything they do is about looting and conning people while dressing up in fancy suits and acting diplomatic while they do it.
[01:20:49.547 --> 01:20:57.491]  But, a frequent guest, historian, researcher, good friend of mine, very funny fellow, Webster Tarpley, his analysis is great.
[01:20:57.491 --> 01:20:59.993]  His solutions, I don't agree with some of them.
[01:20:59.993 --> 01:21:04.935]  But I went to meet Jim Tucker, the guy that first exposed Bilderberg 35 years ago last night.
[01:21:04.935 --> 01:21:06.536]  We did a live stream for like two hours.
[01:21:07.645 --> 01:21:13.890]  And I went to interview him, and Tarpley's at the meeting out on the patio at the restaurant.
[01:21:13.890 --> 01:21:14.730]  And he's butting in.
[01:21:14.730 --> 01:21:15.751]  He wants to talk about Ron Paul.
[01:21:15.751 --> 01:21:17.732]  We're not even talking about Ron Paul.
[01:21:17.732 --> 01:21:19.674]  So I'm like, OK, I'll get to you in a minute.
[01:21:19.674 --> 01:21:23.217]  So in like an hour and a half interview with him, he doesn't want to talk about anything but Ron Paul.
[01:21:23.217 --> 01:21:25.158]  I'm going to get him on the radio this week, by the way.
[01:21:25.158 --> 01:21:30.422]  Set Tarpley up, Chris, as soon as you can, like, you know, Tuesday, Wednesday, Thursday, you know, whenever when I get back.
[01:21:30.422 --> 01:21:31.683]  I'll be back like Tuesday or Wednesday.
[01:21:31.683 --> 01:21:32.163]  I'm not sure yet.
[01:21:34.560 --> 01:21:36.261]  He was just flipping out on Ron Paul.
[01:21:36.261 --> 01:21:38.182]  I'm like, look, they stole it from Ron Paul.
[01:21:38.182 --> 01:21:39.703]  He won the first few states.
[01:21:39.703 --> 01:21:40.564]  He's not in there.
[01:21:40.564 --> 01:21:43.606]  He's injecting ideas against the global oligarchy.
[01:21:43.606 --> 01:21:45.347]  Frothing.
[01:21:45.347 --> 01:21:45.827]  Frothing.
[01:21:45.827 --> 01:21:47.328]  That was a good burp right there.
[01:21:47.328 --> 01:21:49.970]  Frothing.
[01:21:49.970 --> 01:21:53.212]  And he kept doing, after we got off the air, he was doing these leprechaun things.
[01:21:53.212 --> 01:21:57.214]  And I've got an hour and a half plus interview with him, 30 minutes with Tucker.
[01:21:57.214 --> 01:21:58.695]  It's up at InfoWars.com.
[01:21:58.695 --> 01:22:01.257]  It's just titled Alex Jones Interviews Webster Tarpley at Bilderberg.
[01:22:02.657 --> 01:22:08.804]  But at the end of the night, and my phone was so full of videos when I recorded it, it ended, you know, it cut off the end, but it still is pretty good.
[01:22:08.804 --> 01:22:10.887]  It's only 38 seconds long.
[01:22:10.887 --> 01:22:14.171]  He was doing these quotes, and I guess Aaron had seen it.
[01:22:14.171 --> 01:22:16.394]  I had not seen Leprechaun 5.
[01:22:16.394 --> 01:22:17.455]  I hadn't seen Leprechaun 1.
[01:22:18.596 --> 01:22:20.176]  I don't watch a lot of movies, folks.
[01:22:20.176 --> 01:22:21.337]  I'm into reality.
[01:22:21.337 --> 01:22:22.197]  I see some, though.
[01:22:22.197 --> 01:22:27.858]  I'm going to go see Prometheus, coming out in a few days, that we wrote the analysis on at Infowars.com.
[01:22:27.858 --> 01:22:28.518]  I only have the script.
[01:22:28.518 --> 01:22:29.718]  I haven't seen it yet.
[01:22:29.718 --> 01:22:31.499]  Alex Jones Exposes the Secrets of Prometheus.
[01:22:31.499 --> 01:22:33.119]  If you want to see that, it's online.
[01:22:33.119 --> 01:22:36.460]  But, I'm digressing, aren't I?
[01:22:36.460 --> 01:22:46.602]  The point is, there's no teleprompters here, so it's all real, that I love Tarpley, but I've never seen him veer off into just political talking points to savage Ron Paul.
[01:22:47.742 --> 01:22:50.383]  And it was endless demonization of Rand Paul.
[01:22:50.383 --> 01:22:52.084]  Endless demonization of Ron Paul.
[01:22:52.084 --> 01:22:54.565]  And I'm like, well let's say they're not perfect.
[01:22:54.565 --> 01:22:56.205]  Aren't there bigger fish to fry?
[01:22:56.205 --> 01:22:57.506]  No, no, no.
[01:22:57.506 --> 01:23:03.448]  So I wanted his take on Syria and Iran and Russia and Bilderberg and wouldn't get off of it.
[01:23:03.448 --> 01:23:05.209]  And kept doing leprechaun imitations.
[01:23:05.209 --> 01:23:08.690]  So finally I got him to do a leprechaun imitation.
[01:23:08.690 --> 01:23:10.091]  Turns out he's a big fan of Leprechaun 5.
[01:23:10.091 --> 01:23:12.652]  See, we knew it was Leprechaun 5 because Aaron has seen it.
[01:23:13.758 --> 01:23:20.983]  And so this is Webster Tarnbly, he only had like two glasses of vino in him, doing his imitation of Ron Paul.
[01:23:20.983 --> 01:23:24.365]  It's titled Ron Paul equals evil leprechaun.
[01:23:24.365 --> 01:23:26.947]  It's up at Infowars.com if you want to see the video.
[01:23:26.947 --> 01:23:28.648]  But here's the audio, stay with us.
[01:23:32.757 --> 01:23:36.340]  A friend with weed is a friend indeed, but a friend with gold is the best I'm told.
[01:23:36.340 --> 01:23:39.023]  Ron Paul's program in synthesis.
[01:23:39.023 --> 01:23:42.146]  So he's a devil weed dealer.
[01:23:42.146 --> 01:23:43.507]  Well, draw your own conclusions.
[01:23:43.507 --> 01:23:45.168]  If the shoe fits, wear it.
[01:23:45.168 --> 01:23:46.529]  So what did you watch, Leprechaun 5?
[01:23:48.371 --> 01:23:50.232]  Left in the hood, out to do no good.
[01:23:50.232 --> 01:23:51.653]  Yes, words to live by.
[01:23:51.653 --> 01:23:56.977]  So watch out for somebody who is promising gold.
[01:23:56.977 --> 01:24:00.959]  Webster, tell us how you learned Leprechaun's secret powers.
[01:24:00.959 --> 01:24:03.221]  Actually, I wrote the script.
[01:24:03.221 --> 01:24:04.221]  You wrote the script?
[01:24:04.221 --> 01:24:05.122]  Hold on, guys.
[01:24:05.122 --> 01:24:06.123]  We're doing a deep interview.
[01:24:06.123 --> 01:24:06.683]  I wrote the script.
[01:24:06.683 --> 01:24:09.505]  Alright, he wrote the script.
[01:24:09.505 --> 01:24:12.627]  That's where my phone... Yeah, he says he wrote the script.
[01:24:12.627 --> 01:24:16.590]  That's where my phone cut out there because it was so full of videos, it stopped right there.
[01:24:17.950 --> 01:24:19.651]  That's where it ended.
[01:24:19.651 --> 01:24:22.132]  And I was just thinking, really?
[01:24:22.132 --> 01:24:25.954]  Ron Paul, that's what the mainstream media says, they want your kids on drugs.
[01:24:25.954 --> 01:24:28.155]  He calls marijuana, Tarpley does narcotics.
[01:24:28.155 --> 01:24:31.036]  I don't smoke marijuana, I've tried it before, don't particularly like it.
[01:24:31.036 --> 01:24:34.118]  I like caffeine, nicotine and alcohol, I'll tell you right now though.
[01:24:34.838 --> 01:24:36.239]  Do I need to go to prison because of that?
[01:24:36.239 --> 01:24:37.340]  Obviously not.
[01:24:37.340 --> 01:24:44.807]  The point is, is that Tarpley went on this tirade about how drugs are evil, we've got to put people in prison.
[01:24:44.807 --> 01:24:46.309]  This is how they took over the country.
[01:24:46.309 --> 01:24:56.017]  I mean, Goldman Sachs, all these banks have been, well not even Goldman Sachs, it's Wells Fargo, Wachovia, $370 billion in laundered drug money, Bloomberg, AP, and look it up right now.
[01:24:56.838 --> 01:25:03.841]  And just to get it, Ron Paul, he's saying, oh, Ron Paul wants to have everybody on weed, and he says gold is good, and all this.
[01:25:03.841 --> 01:25:05.741]  I mean, just wild.
[01:25:05.741 --> 01:25:06.442]  Wild.
[01:25:06.442 --> 01:25:18.146]  So I thought for Tarpley, we would play this famous remix of when folks thought they found a leprechaun in their tree, because that's as realistic as criticizing Ron Paul and claiming he's an evil leprechaun.
[01:25:18.146 --> 01:25:20.047]  So, Tarpley, this one's for you.
[01:25:20.047 --> 01:25:20.427]  Here it is.
[01:25:20.427 --> 01:25:22.027]  You look like a leprechaun to me.
[01:25:22.027 --> 01:25:23.568]  I got you to look up in the tree.
[01:25:23.568 --> 01:25:24.909]  You look like a crackhead.
[01:25:24.909 --> 01:25:25.689]  Leave me up.
[01:25:27.362 --> 01:25:29.223]  Am I on?
[01:25:29.223 --> 01:25:31.865]  Yeah!
[01:25:31.865 --> 01:25:33.326]  I wanna know!
[01:25:33.326 --> 01:25:34.427]  Know where the gold at!
[01:25:34.427 --> 01:25:42.832]  I want, I want, I want the gold!
[01:25:42.832 --> 01:25:43.693]  Give me the gold!
[01:25:43.693 --> 01:25:48.436]  He look like a crackhead!
[01:25:48.436 --> 01:25:49.656]  I want the gold!
[01:25:49.656 --> 01:25:51.938]  I want the gold!
[01:25:51.938 --> 01:25:54.479]  Give me the gold!
[01:25:54.479 --> 01:25:55.220]  I want the gold!
[01:25:56.758 --> 01:26:04.862]  You might be a crack head!
[01:26:04.862 --> 01:26:16.008]  Yeah!
[01:26:16.008 --> 01:26:17.249]  I want the gold!
[01:26:17.249 --> 01:26:17.969]  I want the gold!
[01:26:17.969 --> 01:26:19.710]  I want the gold!
[01:26:19.710 --> 01:26:20.551]  I want the gold!
[01:26:23.044 --> 01:26:24.268]  Give me the goal!
[01:26:24.268 --> 01:26:28.541]  Must be a crackhead!
[01:26:28.541 --> 01:26:29.083]  Oh my God.
[01:26:29.083 --> 01:26:30.527]  Let's play Tarpley one more time.
[01:26:31.860 --> 01:26:38.964]  I mean, just tarpley at the intro of this, and I know we got serious news, and your phone calls and everything, but my God.
