[00:00.000 --> 00:10.000]  When I grow up, I want to be a rock star!
[01:27:07.000 --> 01:27:08.000]  on him with the FISA?
[01:27:08.000 --> 01:27:12.000]  Why doesn't he, you know, declare the emergency?
[01:27:12.000 --> 01:27:15.000]  Why doesn't he execute when he has them?
[01:27:15.000 --> 01:27:17.000]  They are the criminals.
[01:27:17.000 --> 01:27:20.000]  It's really a conundrum, I must say,
[01:27:20.000 --> 01:27:22.000]  because I've known Donald Trump extremely well
[01:27:22.000 --> 01:27:23.000]  for 40 years.
[01:27:23.000 --> 01:27:24.000]  He was at my wedding.
[01:27:24.000 --> 01:27:26.000]  I went to two of his weddings.
[01:27:26.000 --> 01:27:28.000]  I was at the Wakin funeral for both his parents,
[01:27:28.000 --> 01:27:29.000]  his son-in-law.
[01:27:29.000 --> 01:27:32.000]  He is a decisive counter-puncher.
[01:27:32.000 --> 01:27:37.000]  He is not a man who dithers when the time comes.
[01:27:37.000 --> 01:27:39.000]  But you see it in the fight over the war,
[01:27:39.000 --> 01:27:41.000]  where yesterday when he was asked about
[01:27:41.000 --> 01:27:44.000]  are you going to initiate an emergency decree,
[01:27:44.000 --> 01:27:46.000]  he said, well, there's really no point
[01:27:46.000 --> 01:27:48.000]  because they challenge it in court
[01:27:48.000 --> 01:27:49.000]  and then it would go to the Ninth Circuit
[01:27:49.000 --> 01:27:51.000]  and then we lose, then it would be hella.
[01:27:51.000 --> 01:27:55.000]  You could almost hear his pencil-necked geek lawyers
[01:27:55.000 --> 01:27:57.000]  who are literally livered country clients.
[01:27:57.000 --> 01:27:59.000]  Because Ronald Reagan didn't get channeled
[01:27:59.000 --> 01:28:01.000]  when he told the air traffic controllers
[01:28:01.000 --> 01:28:02.000]  to go back to work.
[01:28:02.000 --> 01:28:03.000]  That's a load of crap.
[01:28:03.000 --> 01:28:06.000]  The president just ignores those rulings.
[01:28:06.000 --> 01:28:07.000]  That's exactly right.
[01:28:07.000 --> 01:28:08.000]  As I said to you before,
[01:28:08.000 --> 01:28:11.000]  President Richard Nixon bombed Hanoi
[01:28:11.000 --> 01:28:14.000]  and mined Haifeng Harbor on Christmas Day
[01:28:14.000 --> 01:28:17.000]  with a two-party recalcitrant left-wing Democrat Congress
[01:28:17.000 --> 01:28:20.000]  trying to cut off his funding to prosecute the war.
[01:28:20.000 --> 01:28:22.000]  There comes a time for action.
[01:28:22.000 --> 01:28:24.000]  I am perplexed as to why the president
[01:28:24.000 --> 01:28:28.000]  has not taken action in terms of undoing this silent coup
[01:28:28.000 --> 01:28:31.000]  that is being perpetrated against him.
[01:28:31.000 --> 01:28:34.000]  When we come back, let's talk about the specific things
[01:28:34.000 --> 01:28:36.000]  that he needs to do to save himself.
[01:28:36.000 --> 01:28:39.000]  The president has the power to save himself
[01:28:39.000 --> 01:28:42.000]  and to save this administration and save the country,
[01:28:42.000 --> 01:28:45.000]  but he must act soon.
[01:28:45.000 --> 01:28:47.000]  That's right. It's incredible.
[01:28:47.000 --> 01:28:50.000]  I mean, what a pack of lying scumbag criminals
[01:28:50.000 --> 01:28:53.000]  that the Clems put in as the head of the FBI.
[01:28:53.000 --> 01:28:56.000]  Good God.
[01:28:56.000 --> 01:28:59.000]  Defeat the globalist, hashtag Alex Jones.
[01:28:59.000 --> 01:29:03.000]  Defeat the pedophiles, hashtag Alex Jones.
[01:29:03.000 --> 01:29:06.000]  Defeat Alexander Cortez and her mindless idiocy
[01:29:06.000 --> 01:29:08.000]  with hashtag Alex Jones.
[01:29:08.000 --> 01:29:12.000]  Defeat the censors with hashtag Alex Jones.
[01:29:12.000 --> 01:29:14.000]  They've tried to ban us off every platform out there,
[01:29:14.000 --> 01:29:16.000]  but we've just gotten stronger
[01:29:16.000 --> 01:29:20.000]  because you've taken action with hashtag Alex Jones.
[01:29:20.000 --> 01:29:23.000]  I am patient zero in the massive banning,
[01:29:23.000 --> 01:29:25.000]  but you can override the censors now
[01:29:25.000 --> 01:29:27.000]  and if all of our audience gets involved
[01:29:27.000 --> 01:29:30.000]  with hashtag Alex Jones, we are unstoppable together.
[01:29:30.000 --> 01:29:33.000]  We've already changed the world together
[01:29:33.000 --> 01:29:35.000]  with our laser focus.
[01:29:35.000 --> 01:29:38.000]  Do it again with hashtag Alex Jones on Twitter,
[01:29:38.000 --> 01:29:41.000]  on Facebook, on Google, on YouTube, everywhere.
[01:29:41.000 --> 01:29:44.000]  Call and talk radio, c-span, shout it out loud and public.
[01:29:44.000 --> 01:29:46.000]  Hashtag Alex Jones.
[01:29:46.000 --> 01:29:49.000]  That's the rallying cry to restore the First Amendment.
[01:29:49.000 --> 01:29:52.000]  Creativity and the dynamic human spirit
[01:29:52.000 --> 01:30:21.000]  that refuses to submit.
[01:30:23.000 --> 01:30:25.000]  With this fish oil formula,
[01:30:25.000 --> 01:30:28.000]  you can support your child's optimal heart, joint,
[01:30:28.000 --> 01:30:31.000]  cognitive, and brain health while providing DHA,
[01:30:31.000 --> 01:30:33.000]  which has been shown to be essential
[01:30:33.000 --> 01:30:35.000]  for your child's brain growth spurts.
[01:30:35.000 --> 01:30:37.000]  Built on powerful ingredients
[01:30:37.000 --> 01:30:40.000]  with 580 milligrams of high DHA omega-3s,
[01:30:40.000 --> 01:30:42.000]  this formula is highly refined
[01:30:42.000 --> 01:30:45.000]  to eliminate nearly all heavy metals.
[01:30:45.000 --> 01:30:48.000]  If you're looking for a formula to help your child grow,
[01:30:48.000 --> 01:30:51.000]  look no further. Try Honor Roll.
[01:30:51.000 --> 01:30:54.000]  From InfowarsLife at InfowarsStore.com.
[01:31:22.000 --> 01:31:25.000]  This is the formula that I personally have been taking
[01:31:25.000 --> 01:31:27.000]  for over a year, and now we believe
[01:31:27.000 --> 01:31:29.000]  we have come as close to perfection
[01:31:29.000 --> 01:31:32.000]  when it comes to a detoxifier as you can possibly get.
[01:31:32.000 --> 01:31:34.000]  You owe it to yourself, you owe it to your family,
[01:31:34.000 --> 01:31:37.000]  and you owe it to the future of this country and the world
[01:31:37.000 --> 01:31:40.000]  that patriots stay as healthy and as clean
[01:31:40.000 --> 01:31:42.000]  and as focused as you can be
[01:31:42.000 --> 01:31:45.000]  because we need you, the remnant of America,
[01:31:45.000 --> 01:31:47.000]  to reignite those brush fires the next level
[01:31:47.000 --> 01:31:49.000]  and to be healthy and as focused as you can be
[01:31:49.000 --> 01:31:51.000]  thanks to your support and your prayers together.
[01:31:51.000 --> 01:31:52.000]  We're changing the world.
[01:31:52.000 --> 01:31:54.000]  Now it's time to change our bodies with Z-Field
[01:31:54.000 --> 01:31:56.000]  at InfowarsLife.com.
[01:31:56.000 --> 01:31:58.000]  InfowarsLife is bringing you a breakthrough
[01:31:58.000 --> 01:32:01.000]  in modern medicine, introducing pollen block.
[01:32:01.000 --> 01:32:04.000]  We have found an extraordinary new, natural way
[01:32:04.000 --> 01:32:06.000]  to alleviate seasonal distress symptoms,
[01:32:06.000 --> 01:32:10.000]  including promoting clear nasal and sinus passageways,
[01:32:10.000 --> 01:32:13.000]  eye comfort, and respiratory function.
[01:32:13.000 --> 01:32:16.000]  In the 1960s, researchers in France
[01:32:16.000 --> 01:32:19.000]  noticed that people who ate certain quail eggs
[01:32:19.000 --> 01:32:23.000]  experienced less seasonal immune and inflammatory responses.
[01:32:23.000 --> 01:32:26.000]  They began studying this effect in published trials,
[01:32:26.000 --> 01:32:29.000]  and decades later, we now have the fruit of this research,
[01:32:29.000 --> 01:32:31.000]  a fast-acting, chewable tablet
[01:32:31.000 --> 01:32:34.000]  that helps alleviate seasonal distress symptoms.
[01:32:34.000 --> 01:32:36.000]  Pollen block is natural and effective.
[01:32:36.000 --> 01:32:38.000]  It is not an antihistamine.
[01:32:38.000 --> 01:32:40.000]  In fact, current research has found
[01:32:40.000 --> 01:32:43.000]  that it actually acts by blocking the activity of triptase,
[01:32:43.000 --> 01:32:46.000]  which is an enzyme that amplifies immune
[01:32:46.000 --> 01:32:48.000]  and inflammatory responses in the body.
[01:32:48.000 --> 01:32:51.000]  Go outside and enjoy the air you breathe.
[01:32:51.000 --> 01:32:53.000]  Head to InfowarsLife.com
[01:32:53.000 --> 01:33:17.000]  and grab a pack of our pollen block chewable tablets.
[01:33:23.000 --> 01:33:36.000]  Welcome back, ladies and gentlemen.
[01:33:36.000 --> 01:33:39.000]  Alex Jones here broadcasting worldwide.
[01:33:39.000 --> 01:33:43.000]  And on this 13th day of January, 2019,
[01:33:43.000 --> 01:33:47.000]  it makes me angry that you've got little bug-eyed,
[01:33:47.000 --> 01:33:50.000]  viper head demons like Peter Strock
[01:33:50.000 --> 01:33:52.000]  and Robert Mueller, the crime chief,
[01:33:52.000 --> 01:33:54.000]  the third, and all these scumbags
[01:33:54.000 --> 01:33:57.000]  lying to Congress, pissing in America's face,
[01:33:57.000 --> 01:34:00.000]  trying to wreck our borders, trying to bankrupt our dollar,
[01:34:00.000 --> 01:34:02.000]  trying to screw our military over,
[01:34:02.000 --> 01:34:06.000]  funding al-Qaeda ISIS, protecting pedophile groups everywhere,
[01:34:06.000 --> 01:34:08.000]  total sexualization of children,
[01:34:08.000 --> 01:34:11.000]  all over TV, all over education of children.
[01:34:11.000 --> 01:34:16.000]  I mean, this is a mass of criminal evil attacking us.
[01:34:16.000 --> 01:34:18.000]  And then you've got it coming out.
[01:34:18.000 --> 01:34:20.000]  They lied to Congress about a espionage investigation
[01:34:20.000 --> 01:34:21.000]  against the president.
[01:34:21.000 --> 01:34:23.000]  They lied about multiple investigations
[01:34:23.000 --> 01:34:25.000]  during the campaign and after,
[01:34:25.000 --> 01:34:28.000]  which we knew were going on to cover up
[01:34:28.000 --> 01:34:31.000]  the fact that they were selling America out
[01:34:31.000 --> 01:34:34.000]  and they were scared that Americans might find out.
[01:34:34.000 --> 01:34:37.000]  And now all this has come out,
[01:34:37.000 --> 01:34:39.000]  and instead, Fox News has turned
[01:34:39.000 --> 01:34:41.000]  decidedly against the president.
[01:34:41.000 --> 01:34:44.000]  He was on Fox News just yesterday
[01:34:44.000 --> 01:34:49.000]  with Mrs. Perino dog-chow of the Bush dynasty,
[01:34:49.000 --> 01:34:52.000]  the Bushtart, and they asked him, you know,
[01:34:52.000 --> 01:34:54.000]  if he was a Russian agent, basically,
[01:34:54.000 --> 01:34:56.000]  because they've run these fake headlines
[01:34:56.000 --> 01:34:58.000]  that, why, he talked to Putin in private.
[01:34:58.000 --> 01:35:00.000]  Yeah, he's the damn president.
[01:35:00.000 --> 01:35:01.000]  You scumbags.
[01:35:01.000 --> 01:35:03.000]  So let's play that clip. Here it is.
[01:35:03.000 --> 01:35:06.000]  Who are you now or have you ever worked
[01:35:06.000 --> 01:35:08.000]  for Russia, Mr. President?
[01:35:08.000 --> 01:35:11.000]  I think it's the most insulting thing I've ever been asked.
[01:35:11.000 --> 01:35:15.000]  I think it's the most insulting article I've ever had written.
[01:35:15.000 --> 01:35:17.000]  And if you read the article,
[01:35:17.000 --> 01:35:20.000]  you'd see that they found absolutely nothing.
[01:35:20.000 --> 01:35:21.000]  Now, that's the judge.
[01:35:21.000 --> 01:35:23.000]  The Perino asked the question, too,
[01:35:23.000 --> 01:35:25.000]  because they've all been asking that question.
[01:35:25.000 --> 01:35:26.000]  That's another clip.
[01:35:26.000 --> 01:35:30.000]  Roger, again, I get that we have to counter
[01:35:30.000 --> 01:35:32.000]  each point of this as bull.
[01:35:32.000 --> 01:35:35.000]  But at a certain point, we counter their bull.
[01:35:35.000 --> 01:35:37.000]  They put us on the defense.
[01:35:37.000 --> 01:35:39.000]  Again, how do we go on the offense here
[01:35:39.000 --> 01:35:40.000]  against these criminals?
[01:35:40.000 --> 01:35:43.000]  Well, Alex, I actually want to go a step further
[01:35:43.000 --> 01:35:45.000]  and predict right now that you're going to see
[01:35:45.000 --> 01:35:47.000]  a spate of fake news stories
[01:35:47.000 --> 01:35:50.000]  in the next several days and weeks
[01:35:50.000 --> 01:35:52.000]  that say completely falsely
[01:35:52.000 --> 01:35:54.000]  that Alex Jones and InfoWars
[01:35:54.000 --> 01:35:56.000]  are funded by the Russian state,
[01:35:56.000 --> 01:36:01.000]  that you have taken money from the Internet Research Agency,
[01:36:01.000 --> 01:36:03.000]  that you've been on the payroll of RT.
[01:36:03.000 --> 01:36:07.000]  And I know firsthand that these are bald-faced lies.
[01:36:07.000 --> 01:36:09.000]  But you see, we're in a new realm here
[01:36:09.000 --> 01:36:11.000]  where they don't have to prove anything.
[01:36:11.000 --> 01:36:14.000]  And if they repeat the big lie over and over again,
[01:36:14.000 --> 01:36:17.000]  unfortunately, some Americans who aren't paying close attention
[01:36:17.000 --> 01:36:19.000]  begin to believe this.
[01:36:19.000 --> 01:36:21.000]  So you heard it here first, folks.
[01:36:21.000 --> 01:36:24.000]  The next time you hear, Alex Jones is a Russian agent.
[01:36:24.000 --> 01:36:28.000]  He's taken millions of dollars or five dollars from the Russians,
[01:36:28.000 --> 01:36:31.000]  from the Internet Research Agency or RT.
[01:36:31.000 --> 01:36:32.000]  It's a lie.
[01:36:32.000 --> 01:36:33.000]  It's false.
[01:36:33.000 --> 01:36:36.000]  There is no evidence to that effect whatsoever.
[01:36:36.000 --> 01:36:38.000]  By the way, Alex, I got to tell you,
[01:36:38.000 --> 01:36:41.000]  I went last night to watch the new movie Vice
[01:36:41.000 --> 01:36:44.000]  with Christian Bale.
[01:36:44.000 --> 01:36:46.000]  And even though he is a Satanist,
[01:36:46.000 --> 01:36:50.000]  you have an extraordinary cameo at the end of this movie.
[01:36:50.000 --> 01:36:53.000]  And the movie, as a libertarian who opposed the Iraq Wars,
[01:36:53.000 --> 01:36:58.000]  I know you did, is completely and totally historically accurate.
[01:36:58.000 --> 01:37:02.000]  Despite the fact that they denigrate conservative media in the movie,
[01:37:02.000 --> 01:37:07.000]  it is an epic piece of filmmaking for people who love peace and truth,
[01:37:07.000 --> 01:37:10.000]  and you have a great cameo at the end.
[01:37:10.000 --> 01:37:15.000]  Look, the left attacked the movie because it humanized Cheney,
[01:37:15.000 --> 01:37:18.000]  but only humanized him in his piranha-like behavior.
[01:37:18.000 --> 01:37:21.000]  I thought, from what I know about history, it was very accurate overall.
[01:37:21.000 --> 01:37:23.000]  There were a few backslaps at real conservatives.
[01:37:23.000 --> 01:37:26.000]  But yeah, I don't know why they put me at the end of the movie, though.
[01:37:26.000 --> 01:37:29.000]  I mean, because they know I exposed Cheney in 9-11
[01:37:29.000 --> 01:37:32.000]  and was not a Cheney fan.
[01:37:32.000 --> 01:37:33.000]  They know that.
[01:37:33.000 --> 01:37:35.000]  But I think they were just putting me there to say, like, oh, look,
[01:37:35.000 --> 01:37:38.000]  this is part of the toxicity of the world.
[01:37:38.000 --> 01:37:42.000]  I don't know. All I know is the movie theater I saw it when your picture came up.
[01:37:42.000 --> 01:37:43.000]  People were cheering.
[01:37:43.000 --> 01:37:45.000]  So it was a very good sign, in my opinion.
[01:37:45.000 --> 01:37:47.000]  It's a great piece of filmmaking.
[01:37:47.000 --> 01:37:48.000]  I recommend it.
[01:37:48.000 --> 01:37:53.000]  If you're anti-war and you want to know the truth about the criminality of the Bush Cheney years,
[01:37:53.000 --> 01:37:56.000]  you can read my book, The Bush Crime Family.
[01:37:56.000 --> 01:38:00.000]  You can keep watching Infowars because we've been very forthright in reporting it.
[01:38:00.000 --> 01:38:03.000]  But see this movie. It is worth your time.
[01:38:03.000 --> 01:38:05.000]  No, I'm not just saying it because they put me in it.
[01:38:05.000 --> 01:38:08.000]  I wasn't paid. I didn't know I was in it until I was in Omaha.
[01:38:08.000 --> 01:38:11.000]  This is my wife's sick dad.
[01:38:11.000 --> 01:38:14.000]  And I'm sitting there at breakfast reading this review of Dick Cheney.
[01:38:14.000 --> 01:38:18.000]  And then it says, and Alan Jones is at the end or the movie's vice.
[01:38:18.000 --> 01:38:19.000]  And I was like, yeah, whatever.
[01:38:19.000 --> 01:38:27.000]  But once I went and saw it, it was pretty actually historically accurate and formative.
[01:38:27.000 --> 01:38:33.000]  Roger, let's just pull it back here again because the distraction here is that Trump's
[01:38:33.000 --> 01:38:38.000]  pulling us out of countries in war and more Democratic congressmen and women support war now
[01:38:38.000 --> 01:38:40.000]  than Republicans.
[01:38:40.000 --> 01:38:45.000]  Trump is ending putting black people in prison three times longer than whites for the same
[01:38:45.000 --> 01:38:46.000]  drug offense.
[01:38:46.000 --> 01:38:48.000]  The left hates him for it.
[01:38:48.000 --> 01:38:50.000]  Trump's the lowest black unemployment ever recorded.
[01:38:50.000 --> 01:38:52.000]  They hate him for that.
[01:38:52.000 --> 01:38:53.000]  I mean, you look at everything he's doing.
[01:38:53.000 --> 01:38:57.000]  It's what a JFK would do to even call him a Republican.
[01:38:57.000 --> 01:38:58.000]  This isn't even what fits.
[01:38:58.000 --> 01:39:02.000]  So I just don't get why he's doing all these good things and they don't give a damn.
[01:39:02.000 --> 01:39:05.000]  Well, it's because Trumpism is bigger than the Republican Party.
[01:39:05.000 --> 01:39:08.000]  It's bigger than either party because it's Americanism.
[01:39:08.000 --> 01:39:15.000]  He is reasserting American sovereignty and American exceptionalism and American opportunity.
[01:39:15.000 --> 01:39:20.000]  They predicted that he would create 177,000 jobs in the last quarter.
[01:39:20.000 --> 01:39:22.000]  That number came in at 317,000.
[01:39:22.000 --> 01:39:24.000]  It blew everyone's mind.
[01:39:24.000 --> 01:39:27.000]  I looked for it everywhere on the front page of the Washington Post.
[01:39:27.000 --> 01:39:28.000]  It wasn't there.
[01:39:28.000 --> 01:39:31.000]  I looked for it on the front page of the New York Times.
[01:39:31.000 --> 01:39:32.000]  It wasn't there.
[01:39:32.000 --> 01:39:35.000]  And of course, CNN underplayed the numbers.
[01:39:35.000 --> 01:39:37.000]  No, he's delivered on issue after issue.
[01:39:37.000 --> 01:39:46.000]  It is only when his own lily liver, weak need, neocon, war hawk advisors get to him that
[01:39:46.000 --> 01:39:49.000]  we don't get the undiluted Donald Trump.
[01:39:49.000 --> 01:39:51.000]  The man's heart is true.
[01:39:51.000 --> 01:39:52.000]  His instincts are good.
[01:39:52.000 --> 01:39:55.000]  And when he follows his instincts, America wins.
[01:39:55.000 --> 01:39:58.000]  Look, what he needs to do is pretty clear.
[01:39:58.000 --> 01:40:05.000]  We need a special counsel to investigate Uranium-1, the largest treasonous crime in American history.
[01:40:05.000 --> 01:40:10.000]  It takes you right to Bill and Hillary and their phony foundation, which was a vehicle
[01:40:10.000 --> 01:40:14.000]  for the facilitation of multi-million-dollar bribes.
[01:40:14.000 --> 01:40:18.000]  It also takes you in to Mr. Robert Mueller.
[01:40:18.000 --> 01:40:22.000]  He needs to, under a legal decision that was rendered during the Nixon administration,
[01:40:22.000 --> 01:40:27.000]  limit the scope of Mr. Mueller's investigation to Russian collusion.
[01:40:27.000 --> 01:40:29.000]  Not anything he feels like looking into.
[01:40:29.000 --> 01:40:31.000]  He could do that tomorrow.
[01:40:31.000 --> 01:40:37.000]  By all counts, Matthew Whitaker is a good man, a true-believing American, a conservative
[01:40:37.000 --> 01:40:39.000]  who's entitled to his political opinions.
[01:40:39.000 --> 01:40:45.000]  If Jeannie Rhee can work for Robert Mueller, investigate me when she represented Hillary Clinton.
[01:40:45.000 --> 01:40:51.000]  If Aaron Zalinski can work at the Clinton State Department, and his emails were among those
[01:40:51.000 --> 01:40:56.000]  released by WikiLeaks, and that's not a conflict, well, then Matthew Whitaker has no conflict.
[01:40:56.000 --> 01:40:58.000]  The president needs to move.
[01:40:58.000 --> 01:41:02.000]  Power that is not used is power that is lost.
[01:41:02.000 --> 01:41:05.000]  You must use power or you lose power.
[01:41:05.000 --> 01:41:08.000]  This president has the people behind him.
[01:41:08.000 --> 01:41:15.000]  The only people who are opposed to his efforts to end war are the neocons and the extremists
[01:41:15.000 --> 01:41:18.000]  on either broad wing of the country.
[01:41:18.000 --> 01:41:23.000]  The vast majority of Americans are tired of endless foreign war where our inherent national
[01:41:23.000 --> 01:41:25.000]  interests are not clear.
[01:41:25.000 --> 01:41:31.000]  I really believe the American people are with this president, but he needs to exercise power now.
[01:41:31.000 --> 01:41:33.000]  Make no mistake about it, Alex.
[01:41:33.000 --> 01:41:39.000]  They intend to evoke articles, impeachment on him on any propped up, pardon the word,
[01:41:39.000 --> 01:41:41.000]  trumped up bogus charge.
[01:41:41.000 --> 01:41:45.000]  Adam Schiff, Jerry Nadler, Maxine Water...
[01:41:45.000 --> 01:41:48.000]  And notice they always said during the campaign, that's not their plan, but you always said
[01:41:48.000 --> 01:41:49.000]  it was their plan.
[01:41:49.000 --> 01:41:56.000]  And now they've got that idiot Cummings, there's no 60 minutes tonight, saying, oh, we're going
[01:41:56.000 --> 01:41:59.000]  to hit the road flying to impeach him as soon as we get in.
[01:41:59.000 --> 01:42:01.000]  Just what a group of idiots.
[01:42:01.000 --> 01:42:06.000]  Those people couldn't manage their way out of a wet paper bag.
[01:42:06.000 --> 01:42:09.000]  Your budget and staff and shift.
[01:42:09.000 --> 01:42:11.000]  I'm sorry, we got technical difficulties today.
[01:42:11.000 --> 01:42:13.000]  We might just end the show now.
[01:42:13.000 --> 01:42:16.000]  Hey, Roger, really appreciate you coming on the show with us.
[01:42:16.000 --> 01:42:19.000]  We'll talk soon, really appreciate you.
[01:42:19.000 --> 01:42:21.000]  And who knows, you know, maybe America...
[01:42:21.000 --> 01:42:25.000]  I'm serious, maybe America doesn't deserve a recovery in the future.
[01:42:25.000 --> 01:42:28.000]  Because it's just everything's collapsing anyways.
[01:42:28.000 --> 01:42:29.000]  It's what everybody wants.
[01:42:29.000 --> 01:42:32.000]  Everybody wants to have Elijah Cummings for their lives.
[01:42:32.000 --> 01:42:33.000]  Thanks, Roger.
[01:42:33.000 --> 01:42:38.000]  Seriously, I got one more segment we're going to hit, maybe, maybe, when we come back.
[01:42:38.000 --> 01:42:39.000]  We'll see if we can do it.
[01:42:39.000 --> 01:42:46.000]  Stay with us.
[01:43:09.000 --> 01:43:13.000]  Omega 3 is found in our high quality, ultra pure krill oil concentrate.
[01:43:13.000 --> 01:43:17.000]  Containing powerful antioxidants, such as azazanthin and omega 3's,
[01:43:17.000 --> 01:43:20.000]  ultimate krill oil can help you experience the benefits of fish oil
[01:43:20.000 --> 01:43:23.000]  with less required DHA and EPA.
[01:43:23.000 --> 01:43:26.000]  This incredible formula can help your body in many ways,
[01:43:26.000 --> 01:43:29.000]  including supporting heart health, joint health and cognitive health,
[01:43:29.000 --> 01:43:31.000]  aiding and regulating fat metabolism,
[01:43:31.000 --> 01:43:34.000]  helping to maintain cognitive function and more.
[01:43:34.000 --> 01:43:38.000]  And while other krill oil formulas may chemically modify their formulas,
[01:43:38.000 --> 01:43:41.000]  we're giving you the benefits of a simple formula that contains
[01:43:41.000 --> 01:43:44.000]  unmodified high quality krill oil concentrate,
[01:43:44.000 --> 01:43:47.000]  paired with our ultimate fish oil, or used separately.
[01:43:47.000 --> 01:43:50.000]  It's time to see what krill oil can do for you with ultimate krill oil,
[01:43:50.000 --> 01:44:19.000]  now available at infowarstore.com.
[01:44:21.000 --> 01:44:25.000]  But the globalists now want to target where the resistance came from,
[01:44:25.000 --> 01:44:27.000]  so that we're not pesky in the future.
[01:44:27.000 --> 01:44:30.000]  I want to be troublesome and pesky.
[01:44:30.000 --> 01:44:31.000]  I want to keep going.
[01:44:31.000 --> 01:44:35.000]  I want to make them do the ultimate, not just destroy us financially.
[01:44:35.000 --> 01:44:37.000]  I want to push all the way.
[01:44:37.000 --> 01:44:38.000]  I've committed to do that.
[01:44:38.000 --> 01:44:39.000]  I've prayed for that.
[01:44:39.000 --> 01:44:41.000]  And I've been told that's going to happen.
[01:44:41.000 --> 01:44:44.000]  But you've got to back it, and I promise you this.
[01:44:44.000 --> 01:44:45.000]  I will never falter.
[01:44:45.000 --> 01:44:47.000]  I will never waver at the spiritual level.
[01:44:47.000 --> 01:44:48.000]  I physically will.
[01:44:48.000 --> 01:44:51.000]  But I give you my commitment if you financially support us
[01:44:51.000 --> 01:44:56.000]  at infowarstore.com to give you my absolute total commitment.
[01:44:59.000 --> 01:45:02.000]  One of the most incredible cups of coffee can be found
[01:45:02.000 --> 01:45:04.000]  in the high mountains of southern Mexico,
[01:45:04.000 --> 01:45:08.000]  where the Chiapas farmers have spent years perfecting their techniques.
[01:45:08.000 --> 01:45:11.000]  Based off hundreds of years of traditional techniques
[01:45:11.000 --> 01:45:13.000]  and perfect conditions,
[01:45:13.000 --> 01:45:17.000]  we've sourced only the best to provide you with our immune support
[01:45:17.000 --> 01:45:20.000]  and wake up America, Patriot Blend Coffee.
[01:45:20.000 --> 01:45:23.000]  Ancient Mayan knowledge is paired with the natural fertility
[01:45:23.000 --> 01:45:26.000]  of the land to generate the world's finest coffee bean.
[01:45:26.000 --> 01:45:29.000]  Carefully harvested and free of toxic chemicals
[01:45:29.000 --> 01:45:31.000]  used in big agricultural productions,
[01:45:31.000 --> 01:45:35.000]  Patriot Blend coffees have a smooth, bold flavor with great depth
[01:45:35.000 --> 01:45:37.000]  to give you just what you need in the morning.
[01:45:37.000 --> 01:45:40.000]  You can even choose to start your morning healthier
[01:45:40.000 --> 01:45:43.000]  with the immune support blend infused with a powerful blend
[01:45:43.000 --> 01:45:45.000]  to support your immune response and stamina.
[01:45:45.000 --> 01:45:48.000]  It's time to take care of your morning routine.
[01:45:48.000 --> 01:45:50.000]  Get a bag of Patriot Blend coffee to support the show
[01:45:50.000 --> 01:46:16.000]  while enhancing your morning routine at infowarstore.com.
[01:46:21.000 --> 01:46:27.000]  You better understand that because they're taking them right now.
[01:46:27.000 --> 01:46:29.000]  We have seen what they want to do.
[01:46:29.000 --> 01:46:31.000]  They called it UN Agenda 21.
[01:46:31.000 --> 01:46:33.000]  Now they call it the UN 2030 Agenda.
[01:46:33.000 --> 01:46:36.000]  They want everybody off of the rural lands.
[01:46:36.000 --> 01:46:38.000]  They want people out of the suburbs.
[01:46:38.000 --> 01:46:40.000]  They want to pack everybody into the cities
[01:46:40.000 --> 01:46:44.000]  because that's where it is easiest for them to control everyone.
[01:46:44.000 --> 01:46:46.000]  It's The David Knight Show.
[01:46:46.000 --> 01:46:51.000]  You never missed your show, any day.
[01:46:51.000 --> 01:47:20.000]  I mean, never.
[01:47:21.000 --> 01:47:30.000]  You know, I'll be honest with you.
[01:47:30.000 --> 01:47:35.000]  I spent so much time thinking about this stuff that it's demoralizing.
[01:47:35.000 --> 01:47:41.000]  And, you know, it's a healthy thing that most people kind of bumble around
[01:47:41.000 --> 01:47:44.000]  and just think about the next thing they're going to do is fine.
[01:47:44.000 --> 01:47:46.000]  In fact, I wish I was like those people.
[01:47:46.000 --> 01:47:51.000]  But you know, I look at the globalist and how predatory and evil they are
[01:47:51.000 --> 01:47:52.000]  and they make me shake.
[01:47:52.000 --> 01:47:53.000]  But you know what?
[01:47:53.000 --> 01:47:54.000]  We got something positive.
[01:47:54.000 --> 01:47:56.000]  We're going to air for you in a moment.
[01:47:56.000 --> 01:47:58.000]  We're going to have a victory tonight.
[01:47:58.000 --> 01:48:00.000]  We're going to play a clip.
[01:48:00.000 --> 01:48:03.000]  Coming up in the last four minutes of tonight's broadcast,
[01:48:03.000 --> 01:48:07.000]  I'm going to air something really good and informative for you.
[01:48:07.000 --> 01:48:13.000]  And it's by Senator Ted Cruz who beat Peter O'Rourke.
[01:48:13.000 --> 01:48:17.000]  Ted Cruz wants El Chapo to pay for the border wall.
[01:48:17.000 --> 01:48:19.000]  We're going to air that clip.
[01:48:19.000 --> 01:48:21.000]  What a blessing we're here to air that clip.
[01:48:21.000 --> 01:48:23.000]  We're going to do that.
[01:48:23.000 --> 01:48:27.000]  And you've got Venezuela on the edge with its Communist dictatorship on collapse.
[01:48:27.000 --> 01:48:29.000]  You've got patriots taken over all over.
[01:48:29.000 --> 01:48:31.000]  So I should be really, really positive.
