[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[1:58:50.240 --> 1:58:52.240]  Okay, that's it.
[1:58:52.240 --> 1:59:00.240]  Let me cover some news and we'll take a few calls, specifically only from potential pandemic areas.
[1:59:00.240 --> 1:59:04.240]  Okay, swine flu is deadly mix of never before seen virus.
[1:59:04.240 --> 1:59:09.240]  Infowars.com, President Blunt.com, Paul Watson.
[1:59:09.240 --> 1:59:12.240]  Alarm spreads as human-to-human infection confirmed.
[1:59:12.240 --> 1:59:16.240]  Bug is an intercontinental mix of never before seen...
[1:59:16.240 --> 1:59:17.240]  Never before seen.
[1:59:17.240 --> 1:59:20.240]  They've got a combo of bird, pig, and human.
[1:59:20.240 --> 1:59:21.240]  Avian and pig virus.
[1:59:21.240 --> 1:59:23.240]  That just has man-made written all over it.
[1:59:23.240 --> 1:59:27.240]  Top global of standard benefit from Tamiflu stockpile and got links to that.
[1:59:27.240 --> 1:59:30.240]  Swine flu panic is spreading in Mexico and soldiers are patrolling the streets.
[1:59:30.240 --> 1:59:35.240]  After it was confirmed that human-to-human transmission is occurring and the virus is a brand new strain,
[1:59:35.240 --> 1:59:41.240]  which is seemingly affecting young, healthy people, just like the 1918 did, the worst.
[1:59:41.240 --> 1:59:48.240]  And that the bug is never before seen intercontinental mixture of human, avian, pig viruses from America, Europe, and Asia.
[1:59:48.240 --> 1:59:53.240]  And bird too, I would add.
[1:59:53.240 --> 1:59:57.240]  Clues of the virus may be a synthetic creation or already manifesting.
[1:59:57.240 --> 2:00:05.240]  According to reports, an AP and Reuters of viruses never before seen form of the flu that combines pig, bird, and human viruses,
[2:00:05.240 --> 2:00:10.240]  which consists of the intercontinental mix of viruses from North America, Europe, and Asia.
[2:00:10.240 --> 2:00:15.240]  It appears it started somewhere near Mexico City.
[2:00:15.240 --> 2:00:23.240]  CDC officials detected a virus with a unique combination of gene segments that have not been seen in people or pigs before,
[2:00:23.240 --> 2:00:26.240]  according to the Associated Press report.
[2:00:26.240 --> 2:00:31.240]  The strain of swine influenza that's been cultured in the laboratory.
[2:00:31.240 --> 2:00:36.240]  That's the quote from the video clip with the CDC guy in Dallas.
[2:00:36.240 --> 2:00:38.240]  I don't know what that means. You can look at it either way.
[2:00:38.240 --> 2:00:40.240]  Probably means they cultured to look at what it is.
[2:00:40.240 --> 2:00:46.240]  The strain of swine, but he looks kind of weird when he says it, like it's kind of like he's, because it clearly was made in the laboratory.
[2:00:46.240 --> 2:00:48.240]  I mean, all the evidence points at that.
[2:00:48.240 --> 2:00:50.240]  Small chance it may not be.
[2:00:50.240 --> 2:00:55.240]  The strain of swine influenza that's been cultured in the laboratory is something that's not been seen anywhere actually.
[2:00:55.240 --> 2:00:57.240]  It's not seen in many of the United States in the world.
[2:00:57.240 --> 2:01:04.240]  So this is actually a new strain of influenza that's been identified to Dr. John Carlow, Dallas County Medical Director.
[2:01:04.240 --> 2:01:10.240]  Alarming reports are now filtering in about people catching the illness who have had no contact with pigs whatsoever.
[2:01:10.240 --> 2:01:17.240]  These include a man and his daughter in San Diego County, a 41-year-old woman in Imperial County, and two teenagers in San Antonio, Texas.
[2:01:17.240 --> 2:01:22.240]  In fact, in all U.S. cases, I wonder if they'll be vaccinated, just like with the original swine flu.
[2:01:22.240 --> 2:01:26.240]  They've had no contact with any pigs.
[2:01:26.240 --> 2:01:28.240]  Alarming reports are now filtering in.
[2:01:28.240 --> 2:01:44.240]  Dr. William Wooten, San Diego County's public health officer told KPBS, we have had person-to-person spread with this father and daughter, says Wooten, also with the two teenagers in Texas.
[2:01:44.240 --> 2:01:46.240]  They were in the same school.
[2:01:46.240 --> 2:01:48.240]  So that also indicates person-to-person transfer.
[2:01:48.240 --> 2:01:50.240]  That's now been confirmed since Watson wrote this five hours ago.
[2:01:50.240 --> 2:01:53.240]  Dr. Wooten says it's unclear how many people were exposed to swine flu.
[2:01:53.240 --> 2:01:57.240]  She says none of the patients had any contact with pigs.
[2:01:57.240 --> 2:02:01.240]  Although the situation in the U.S. looks under control, panic is spreading.
[2:02:01.240 --> 2:02:04.240]  In Mexico, we're 800 cases now, over 1,000.
[2:02:04.240 --> 2:02:07.240]  Pneumonia and the capital alone are suspected to be related to the swine flu.
[2:02:07.240 --> 2:02:17.240]  And the virus has hit young and healthy people, which is very rare where the flu outbreak, despite the danger of a pandemic in the U.S. border with Mexico, remains open.
[2:02:17.240 --> 2:02:21.240]  Mexico has shut down schools and museums.
[2:02:21.240 --> 2:02:31.240]  Now they're shutting down everything they're saying, and canceled hundreds of public events and the sprawling overcrowded capital of 20 million-plus people to try to prevent further infections, reports Reuters.
[2:02:31.240 --> 2:02:39.240]  My level of concern and significance at Dr. Martin Festersheeb, the health officer at the Santa Clara County.
[2:02:39.240 --> 2:02:49.240]  We have a novel virus, a brand new strain that's spreading human to human, and we are also seeing a virulent strain in Mexico that seems to be related.
[2:02:49.240 --> 2:02:53.240]  We certainly have concerns for this escalating.
[2:02:53.240 --> 2:03:00.240]  The World Health Organization, the Mr. Eugenics, wherever they are, 47% of the country gets HIV and other things.
[2:03:00.240 --> 2:03:03.240]  That's just a cover name for other biotechs that are running.
[2:03:03.240 --> 2:03:23.240]  The WHO insists that the outbreaks of pandemic potential, and has been stockpiling supplies of Tamiflu, known generically as Ossoletimever, O-S-E-L-T-A-M-I-V-I-R, a pill that can both treat flu and prevent infection, according to officials.
[2:03:23.240 --> 2:03:38.240]  As we previously highlighted, those that have taken Tamiflu vaccine include top globalists in Bilderberg, those that have a stake in Tamiflu that own it, include top globalist and Bilderberg members like George Schultz,
[2:03:38.240 --> 2:03:41.240]  former Secretary of Defense Rumsfeld and others.
[2:03:41.240 --> 2:03:50.240]  Indeed, Rumsfeld himself played a key role in hyping the outbreak of swine flu back in 1976 when he urged the entire country get vaccinated, and now he's involved in the companies.
[2:03:50.240 --> 2:03:52.240]  These guys never end.
[2:03:52.240 --> 2:03:57.240]  Many batches of the vaccine were contaminated, resulting in hundreds of sick people and 52 fatalities.
[2:03:57.240 --> 2:04:00.240]  That is a government whitewash number. It was thousands.
[2:04:00.240 --> 2:04:14.240]  The fact that the properties of the strain are completely new, that the virus is spreading from people to people, and that young and healthy people are being worst hit, has disturbing parallels to the deadly 1918 pandemic that kills millions.
[2:04:14.240 --> 2:04:29.240]  It is unclear as to why, if the virus is a brand new strain, the public health officials are so confident programs of mass vaccination, which are already being prepared, would necessarily be effective, almost done.
[2:04:29.240 --> 2:04:36.240]  And I'll do a news blitz over other news, and we have callers from Mexico.
[2:04:36.240 --> 2:04:46.240]  It certainly would be the first time that deadly flu viruses have been concocted in labs that were dispatched with the intention of creating a pandemic.
[2:04:46.240 --> 2:04:58.240]  When the story first broke last month, Czech newspapers questioned if the shocking discovery of vaccines contaminated with the deadly avian flu virus, which had nothing to do with the manufacturer, but were added by Baxter out of the U.S.
[2:04:58.240 --> 2:05:11.240]  So again, Czech newspapers questioned if the shocking discovery of vaccines contaminated with the deadly avian flu virus were distributed to 18 countries by the American company Baxter were part of a conspiracy to provoke a pandemic.
[2:05:11.240 --> 2:05:27.240]  Since the probability of mixing a live virus biological weapon with a vaccine material by accident is virtually impossible, this leaves no other explanation that the contamination was a deliberate attempt to weaponize the H5N1 virus to its most potent extreme and distributed via conventional flu vaccines.
[2:05:27.240 --> 2:05:33.240]  To the population who would then infect others to devastating degree is the disease when airborne.
[2:05:33.240 --> 2:05:47.240]  Then we find out London Telegraph, BBC, under Spiegel and others reported all these deaths with them giving homeless people quote flu shots really bird flu from unnamed vaccine companies that then killed them.
[2:05:47.240 --> 2:06:00.240]  In fact, people won't believe that we put on screen homeless guy bird flu after vaccines homeless guy bird flutter vaccines. I want to put that on screen for folks.
[2:06:00.240 --> 2:06:05.240]  However, this is not the first time the vaccine companies have been caught distributing vaccines to terminate with deadly viruses.
[2:06:05.240 --> 2:06:15.240]  2006 it was revealed that Bayer Corporation discovered their injection drug, which was used by hemophiliacs factor eight was contaminated with HIV virus hepatitis C.
[2:06:15.240 --> 2:06:24.240]  Documents prove that after they positively knew the drug was contaminated, they took it off the U.S. market only to dump it in Europe, Asia and Latin American markets, including Canada.
[2:06:24.240 --> 2:06:33.240]  Knowingly exposing thousands, it's really hundreds of thousands, most of them children to HIV live virus. Government officials in France went to prison for allowing the drug to be distributed.
[2:06:33.240 --> 2:06:40.240]  The documents show that the FDA concluded that Bayer to cover up this scandal had allowed the deadly drug to be distributed globally.
[2:06:40.240 --> 2:06:53.240]  No Bayer executives ever faced arrest or prosecution on stage. In the UK in 2007, an outbreak of foot and mouth disease that put Britain in a high alert has been originated from the government laboratory, which it shared with an American pharmacological company,
[2:06:53.240 --> 2:06:59.240]  mirroring the deadly outbreak of foot and mouth 2001, which was also deliberately released. The government admits they just calmly admitted.
[2:06:59.240 --> 2:07:14.240]  As we reported yesterday, last time there was a significant outbreak of a new form of swine flu in the U.S. that originated in an army base at Fort Dix, New Jersey.
[2:07:14.240 --> 2:07:20.240]  Yeah, do me a favor. That's infowars.com with just a link to it. Go down to the bottom of the full article on LinkedIn and Telegraph itself.
[2:07:20.240 --> 2:07:37.240]  You'll be able to see it from a little on Telegraph. It'll be in denial. Thank you, Jaren. Okay, I covered that. Let me run over some of the other headlines and we'll take a few calls from Mexico, California and Canada.
[2:07:37.240 --> 2:07:50.240]  People saying they have key information. We'll go to Mexico first. In fact, let's just go to Mexico first and I'll recap a few things and finish up here with a special transmission. We are alive, 10.07 and 50 seconds.
[2:07:50.240 --> 2:08:01.240]  The 25th day and Saturday, the 25th day of April, 2009, I will be live tomorrow, 4 to 6 p.m. on the 26th of April on Sunday, 4 p.m. Central Standard Time with a two hour special report on all of this.
[2:08:01.240 --> 2:08:12.240]  We'll know a lot more in 19 hours from now. Okay, let's go ahead and talk to Steve in Mexico. Steve, where are you calling us from in Mexico?
[2:08:12.240 --> 2:08:18.240]  I'm calling from the Piquin Aguirre. It is about 8 hours west of Mexico City.
[2:08:18.240 --> 2:08:26.240]  Okay, so that's near the Gulf of Mexico. No, no, no. I mean, that's near the Pacific. Okay, go ahead. Tell us what's going on.
[2:08:26.240 --> 2:08:40.240]  Okay, I'm in between Guadalajara and Puerto Vallarta. As far as the news is concerned down here, the president got on the news and said that this is a terrible flu and they had the vaccine for the flu is what they are telling their people down here.
[2:08:40.240 --> 2:08:53.240]  And the state that is located next to Mexico City, the district federal, the hospitals are being filled with people that are all having to send them to this flu.
[2:08:53.240 --> 2:09:03.240]  Okay, this is this is big news. Stay there. Kurt Nemo is listening. Aaron Dykster is listening right now. We're scanning Mexican newspapers, getting some more things.
[2:09:03.240 --> 2:09:17.240]  No, no, this is key because we know it's staged. We know it is staged. Guaranteed that is the bow, that is the cherry on top of Sunday, the cherry on the cream pie.
[2:09:17.240 --> 2:09:32.240]  It stands out like a red cherry on top of cream pie. There is no doubting that this is staged. This is the creme de la creme, the coup de gras, the absolute finale proof.
[2:09:32.240 --> 2:09:43.240]  If I can confirm, because I saw them saying in one article that Watson said that must be a misprint. I think it was Reuters and I was arguing with him like five, six hours ago as he was writing the article.
[2:09:43.240 --> 2:09:54.240]  I said, no, look, it says they've got a vaccine for it. He said that can't be Alex. They've got to manufacture it. They said they just discovered this and just isolated it yesterday, which was true.
[2:09:54.240 --> 2:10:05.240]  So how could they arrogantly announce they have a flu vaccine for the first ever pig, bird, human mix from all over the world, popping up in Mexico.
[2:10:05.240 --> 2:10:17.240]  And I said, yeah, that's probably a misprint or they don't know what they're talking about. If they're coming out and saying they've got a vaccine, there is some type of sterilization compound or cancer virus in that or AIDS or something.
[2:10:17.240 --> 2:10:26.240]  They've done it all over the world. We know they're worried about the Mexican population. They've gone up from 50 million 30 years ago to over 100 million right now.
[2:10:26.240 --> 2:10:39.240]  It's going to schedule to go up to 150 million in the next 15 years. They really want to, well, State Department of Random 200 ordering the countries to get on them from World Bank money that they've got to somehow kill their people or sterilize them.
[2:10:39.240 --> 2:10:49.240]  I would watch it having a pathogen. I would look for that vaccine having a female hormone bound to the flu virus. So you have an autoimmune response when the women go into estrus.
[2:10:49.240 --> 2:10:58.240]  That's what their favorite thing to do with their sterilization operations. They've been caught doing in Africa and Latin America, but I'm digressing. I'll shut up. You called in from Mexico specifically.
[2:10:58.240 --> 2:11:08.240]  Can you give me sources, radio, TV? Take your time. They're saying they have a vaccine, which is impossible if they didn't already have this set up.
[2:11:08.240 --> 2:11:19.240]  It was put on Aztec and News here in Mexico that I had on my digital cable. I also have Sky TV, which is the satellite service and it is on the news.
[2:11:19.240 --> 2:11:32.240]  And also they're saying that some of the powers that the president has been given down here is that they're able to walk into any work or any home in Mexico and check for symptoms and give medicine as needed.
[2:11:32.240 --> 2:11:45.240]  Yeah, that's what they're saying in Reuters is that quarantine lockdown and force if needed. Are they talking about calls we're getting about northern states locking down, blocking people from southern states in Mexico?
[2:11:45.240 --> 2:12:00.240]  As far as they said on the news, there's been death confirmed in every state that is north of Mexico City all the way to the border of America between one to four deaths in each of the states that are located from Mexico City to the border of America.
[2:12:00.240 --> 2:12:07.240]  This is on Aztec and News is the big Mexican news. I've seen that in Mexico, right? That's one of the big channels.
[2:12:07.240 --> 2:12:09.240]  Correct.
[2:12:09.240 --> 2:12:12.240]  What was that?
[2:12:12.240 --> 2:12:17.240]  Now I'm going to shut up. Go ahead. Take your time because I keep interrupting it.
[2:12:17.240 --> 2:12:34.240]  I was just going to say, as far as I'm concerned, what they're doing is trying to minimize what's going on down here so that they don't have a flock of people getting scared and run into the hospital and I'm located eight hours west of Mexico City and I'm noticing that I'm driving around everywhere.
[2:12:34.240 --> 2:12:45.240]  The people all over the city, I'm in the capital of Niagara, Mexico are wearing their mask and it seems to be a little bigger problem than what they're saying.
[2:12:45.240 --> 2:12:53.240]  Well, either it's a war of the world's hype by the government because flu kills 15,000 people in the U.S. alone.
[2:12:53.240 --> 2:13:06.240]  Google mortality numbers, yearly mortality, flu mortality, yearly flu mortality in Mexico and we'll get a Mexican version CDC report or we'll get a CDC report.
[2:13:06.240 --> 2:13:18.240]  Yes, if they're Mexico's 80 million in country, 30 million in the U.S., really 110 million and 15,000 die a year here of it, but let's say they have not as good a sewage and stuff in some of their cities.
[2:13:18.240 --> 2:13:24.240]  Let me make a wild guess. I bet if we have 15,000, I bet they have 15,000 flu deaths a year.
[2:13:24.240 --> 2:13:28.240]  That's a wild guess, but let's see what Mexico's got.
[2:13:28.240 --> 2:13:37.240]  It really is 60.
[2:13:37.240 --> 2:13:54.240]  My wife is a Mexican. For the last few months, they have been getting everyone down here to go and get the free flu vaccines in medicine that you can bring home and take that are not just the vaccines but actual liquid form and pill form for a flu.
[2:13:54.240 --> 2:13:59.240]  It's all the way up until about three weeks ago where you can go anywhere in Mexico and get it for free.
[2:13:59.240 --> 2:14:02.240]  So they've been pre-hyping.
[2:14:02.240 --> 2:14:06.240]  Oh my God, this is definitely staged, whether it's a big pandemic or not.
[2:14:06.240 --> 2:14:13.240]  My wife actually went and did it while I wasn't here and returned home about two weeks ago.
[2:14:13.240 --> 2:14:21.240]  I noticed about 10 bottles along with my natural medicine because I looked over there and I asked her where it was and that's how I found out about it.
[2:14:21.240 --> 2:14:26.240]  I'd test what's in that. The government started giving you free.
[2:14:26.240 --> 2:14:30.240]  Oh my God, and I've seen a report on that because it scans so much.
[2:14:30.240 --> 2:14:31.240]  Oh man.
[2:14:31.240 --> 2:14:39.240]  So you're saying, as tech everybody emails, Kurt at infowars.com, Aaron with two A's at infowars.com.
[2:14:39.240 --> 2:14:47.240]  I'll just cancel working on the film tonight and try to get this integrating in a story up on info wars or just a basic blurb.
[2:14:47.240 --> 2:14:52.240]  You're saying, I believe you, but I'm going to do this right now.
[2:14:52.240 --> 2:14:57.240]  Well, I got the name and I got the medicines with me right now.
[2:14:57.240 --> 2:15:00.240]  Okay, tell me the name of the medicines.
[2:15:00.240 --> 2:15:05.240]  I'm going to get the medicines for me real quick. I'm going to check in over here one second.
[2:15:05.240 --> 2:15:09.240]  Hey, Jaren, there's the 200 pigs found dead in field.
[2:15:09.240 --> 2:15:14.240]  That's a bizarre story out of where that was in the country.
[2:15:14.240 --> 2:15:17.240]  Okay, I got them. I got them right here.
[2:15:17.240 --> 2:15:25.240]  The one is a Ricoh, E-R-I-T-R-O.
[2:15:25.240 --> 2:15:34.240]  And it's, I'll just spell it out to E-R-I-T-R-O-M-I-C-N-A.
[2:15:34.240 --> 2:15:37.240]  And that's an oral medicine.
[2:15:37.240 --> 2:15:52.240]  That's for the cough. And then clave, B-L-A-V-E-106, which is a solution oral.
[2:15:52.240 --> 2:16:02.240]  And then the next one is L-O-R-A-T-A-B-I-N-A.
[2:16:02.240 --> 2:16:05.240]  And the number on that is 2144.
[2:16:05.240 --> 2:16:11.240]  So the flu season's ending in the Western Hemisphere, in the Americas,
[2:16:11.240 --> 2:16:15.240]  and they're running around saying, we're giving you free flu.
[2:16:15.240 --> 2:16:18.240]  I mean, medicine, were they saying an outbreak's coming?
[2:16:18.240 --> 2:16:20.240]  Or they just, I mean, how would they sell that?
[2:16:20.240 --> 2:16:22.240]  We got it free. You better come get it.
[2:16:22.240 --> 2:16:25.240]  I mean, I don't understand why they, that's bizarre.
[2:16:25.240 --> 2:16:30.240]  Well, where my wife and I are from is where they have a state fair here in the state.
[2:16:30.240 --> 2:16:35.240]  Where they have announced that anyone that wanted the medicine for free can go and pick it up for free.
[2:16:35.240 --> 2:16:37.240]  Yeah, they're giving free flu shots here out.
[2:16:37.240 --> 2:16:41.240]  Folks, anything these criminal governments are trying to give you free, isn't good.
[2:16:41.240 --> 2:16:44.240]  Or they may give you something good sometimes just to get you trained.
[2:16:44.240 --> 2:16:47.240]  It's okay like you feed a hog before you butcher it.
[2:16:47.240 --> 2:16:49.240]  I mean, this is just to fatten it up.
[2:16:49.240 --> 2:16:55.240]  Sir, so as tech news, the big national, I mean, that's the number one news there, isn't it?
[2:16:55.240 --> 2:16:59.240]  That's what I always see on in restaurants and bars and hotels when I've been in Mexico.
[2:16:59.240 --> 2:17:04.240]  That's the one that's got a spinning chitchat in its pyramid as its symbol, right?
[2:17:04.240 --> 2:17:06.240]  Correct.
[2:17:06.240 --> 2:17:09.240]  Okay, so as tech...
[2:17:09.240 --> 2:17:10.240]  Go ahead.
[2:17:10.240 --> 2:17:12.240]  No, no, just add another, another is a delay. Sorry.
[2:17:12.240 --> 2:17:23.240]  As tech TV, the main TV down in Mexico, it's Telemundo here, but that's like a U.S. thing for those that don't know.
[2:17:23.240 --> 2:17:30.240]  As tech TV is reporting for those that don't know that they have a vaccine ready to...
[2:17:30.240 --> 2:17:34.240]  I mean, are they saying this vaccine will protect you?
[2:17:34.240 --> 2:17:38.240]  Are they saying they already have a vaccine for this particular flu ready?
[2:17:38.240 --> 2:17:42.240]  I mean, that's as much as an admission that they staged it.
[2:17:42.240 --> 2:17:43.240]  Correct.
[2:17:43.240 --> 2:17:45.240]  It wasn't just the president.
[2:17:45.240 --> 2:17:51.240]  It was actual doctors that followed up on the interview to ensure the people did everything was fine.
[2:17:51.240 --> 2:17:56.240]  So Felipe Calderon went on TV when today?
[2:17:56.240 --> 2:17:59.240]  I don't know exactly what time it was.
[2:17:59.240 --> 2:18:01.240]  Why have I watched it about an hour ago on TV?
[2:18:01.240 --> 2:18:02.240]  No, I understand.
[2:18:02.240 --> 2:18:05.240]  You've been watching TV note out all day with this crisis going on, right?
[2:18:05.240 --> 2:18:08.240]  When did you first start seeing this interview?
[2:18:08.240 --> 2:18:11.240]  I just noticed an hourglass.
[2:18:11.240 --> 2:18:15.240]  Okay, so in the last couple hours, the president of Mexico goes on TV, you're saying,
[2:18:15.240 --> 2:18:19.240]  and then as doctors follow up saying, don't worry, we got a vaccine for you.
[2:18:19.240 --> 2:18:21.240]  Did he say it's ready now?
[2:18:21.240 --> 2:18:24.240]  I mean, because if that's what he said, this is...
[2:18:24.240 --> 2:18:29.240]  How dumb do they think we are that they would just have this thing ready if it wasn't staged?
[2:18:29.240 --> 2:18:37.240]  Well, yeah, that's what was told to the people that they have a vaccine and it will be taken care of.
[2:18:37.240 --> 2:18:40.240]  That is, I mean, that is just God awful.
[2:18:40.240 --> 2:18:43.240]  Folks that can translate Spanish because none of my people that are here now,
[2:18:43.240 --> 2:18:46.240]  some of them can speak a little bit of it, but not good at reading it,
[2:18:46.240 --> 2:18:49.240]  but there are articles to all your documentation, all of you right now,
[2:18:49.240 --> 2:18:52.240]  to CurtinInfoWars.com, AaronInfoWars.com.
[2:18:52.240 --> 2:18:54.240]  Sir, call me back again tomorrow if you can.
[2:18:54.240 --> 2:18:58.240]  4 to 6 p.m. Central with the Sunday main transmission, okay?
[2:18:58.240 --> 2:18:59.240]  Sounds good.
[2:18:59.240 --> 2:19:00.240]  Thank you so much.
[2:19:00.240 --> 2:19:04.240]  Yeah, tomorrow we'll just be having eyewitness accounts from Mexico and South Texas
[2:19:04.240 --> 2:19:06.240]  and where this is actually happening.
[2:19:06.240 --> 2:19:07.240]  Now, I got another call.
[2:19:07.240 --> 2:19:09.240]  Stephen, Mexico, Derek, California, Robert, Canada,
[2:19:09.240 --> 2:19:13.240]  and I'm saying only callers that got some eyewitness key info for us.
[2:19:13.240 --> 2:19:16.240]  Now, if you're watching Mexican TV in Canada and can confirm this,
[2:19:16.240 --> 2:19:21.240]  what I need people to confirm for me is, is this really on Aztec TV?
[2:19:21.240 --> 2:19:25.240]  Is this really on the big channel, the main news station in Mexico?
[2:19:25.240 --> 2:19:27.240]  Because I believe the last caller.
[2:19:27.240 --> 2:19:31.240]  But if that's the case, this is just, and then it's the three viruses mixed
[2:19:31.240 --> 2:19:34.240]  and it's from abroad, this is staged, folks.
[2:19:34.240 --> 2:19:37.240]  Oh my, this is, I'm really starting to get worried now.
[2:19:37.240 --> 2:19:40.240]  I hope they're just fair mongering to sell a bunch of Tamiflu.
[2:19:40.240 --> 2:19:43.240]  But it didn't look him good from what he said.
[2:19:43.240 --> 2:19:45.240]  And I get called from Mexico City because the thing,
[2:19:45.240 --> 2:19:47.240]  people are vomiting and collapsing at the hospital.
[2:19:47.240 --> 2:19:50.240]  I mean, this is not looking good, but we're just covering it.
[2:19:50.240 --> 2:19:53.240]  I hope it's no big deal.
[2:19:53.240 --> 2:19:59.240]  I mean, I'm, I'm 50 miles from it, breaking out in, in, in North San Antonio.
[2:19:59.240 --> 2:20:01.240]  I mean, I don't like this.
[2:20:01.240 --> 2:20:04.240]  What were you saying?
[2:20:04.240 --> 2:20:06.240]  I know Jay and North Dakota's first, but we have,
[2:20:06.240 --> 2:20:09.240]  I just had another caller from California.
[2:20:09.240 --> 2:20:12.240]  Okay. Jay and North Dakota as a family member in Mexico.
[2:20:12.240 --> 2:20:14.240]  Jay, what's going on?
[2:20:14.240 --> 2:20:16.240]  I talked to my wife a little bit ago.
[2:20:16.240 --> 2:20:22.240]  She called her father in the state of Guanajuato in the city of Iroquato.
[2:20:22.240 --> 2:20:28.240]  He's about a higher and a half north of Mexico City and they're getting hourly reports on the news
[2:20:28.240 --> 2:20:33.240]  and they are confirming the martial law in the state.
[2:20:33.240 --> 2:20:36.240]  And she's going to call back maybe in a little bit and try to get her further update
[2:20:36.240 --> 2:20:39.240]  of what's going on that he's found out.
[2:20:39.240 --> 2:20:41.240]  What about people sick or dying?
[2:20:41.240 --> 2:20:43.240]  Did she say anything about that?
[2:20:43.240 --> 2:20:47.240]  Not yet. Hopefully she'll know more information when I can call her back after talking to you.
[2:20:47.240 --> 2:20:50.240]  Do you have any other comments on this, sir?
[2:20:50.240 --> 2:20:52.240]  No, not at this time.
[2:20:52.240 --> 2:20:54.240]  All right. Thank you so much for the call.
[2:20:54.240 --> 2:20:55.240]  Okay.
[2:20:55.240 --> 2:20:58.240]  Okay. Now I know I got a caller from all over the place and I, and I bet I mean,
[2:20:58.240 --> 2:21:00.240]  I want to give the phone number out one more time.
[2:21:00.240 --> 2:21:02.240]  I want to confirm.
[2:21:02.240 --> 2:21:05.240]  I want to confirm or deny
[2:21:05.240 --> 2:21:10.240]  what the caller from Mexico was just saying a couple minutes ago about Aztec TV
[2:21:10.240 --> 2:21:13.240]  with the, I'm sure it'll be on the news by now.
[2:21:13.240 --> 2:21:14.240]  We just Google it.
[2:21:14.240 --> 2:21:16.240]  But I can go off air and do that.
[2:21:16.240 --> 2:21:19.240]  I guess to a text article up on infowars.com.
[2:21:19.240 --> 2:21:20.240]  Paul Watson's asleep.
[2:21:20.240 --> 2:21:22.240]  It's like five in the morning over there right now,
[2:21:22.240 --> 2:21:24.240]  but he'll be up in a couple of hours and be riding.
[2:21:24.240 --> 2:21:28.240]  So Prison Planet will have some of the first updates tomorrow early for you
[2:21:28.240 --> 2:21:31.240]  and then info wars throughout the day and I'll be on the radio tomorrow and then Monday.
[2:21:31.240 --> 2:21:35.240]  But Robert in Canada, go ahead, sir.
[2:21:35.240 --> 2:21:37.240]  Yes. Hi, Alex.
[2:21:37.240 --> 2:21:41.240]  I love your show and I've watched you for quite some time.
[2:21:41.240 --> 2:21:48.240]  I'd like to report to you that people have become sick.
[2:21:48.240 --> 2:21:54.240]  Now, this is part of the government group that gets vaccinated regularly.
[2:21:54.240 --> 2:22:04.240]  And there was a plan that just came out recently locally right in the area
[2:22:04.240 --> 2:22:08.240]  where they're handing out these free vaccines to people.
[2:22:08.240 --> 2:22:16.240]  And I suppose that the people within the government agency that's there
[2:22:16.240 --> 2:22:20.240]  probably took them and were required.
[2:22:20.240 --> 2:22:24.240]  Let me stop you. Let me stop you because what you're saying is really upsetting me
[2:22:24.240 --> 2:22:28.240]  because all over Europe, Czechoslovakia, Czech Republic,
[2:22:28.240 --> 2:22:30.240]  to be specific, always get checks e-mailing going.
[2:22:30.240 --> 2:22:31.240]  It's a different country.
[2:22:31.240 --> 2:22:33.240]  I understand that after the Soviet Union and all that.
[2:22:33.240 --> 2:22:38.240]  The Czech Republic, Poland, Germany and other places,
[2:22:38.240 --> 2:22:43.240]  none of the articles under Spiegel, French news agency, London Telegraph.
[2:22:43.240 --> 2:22:45.240]  We put it on screen earlier.
[2:22:45.240 --> 2:22:49.240]  They say they're giving shots to people saying it's a flu shot.
[2:22:49.240 --> 2:22:52.240]  It's really bird flu. It's killing them.
[2:22:52.240 --> 2:22:57.240]  And then it says pharmaceutical companies, when they indict the city workers
[2:22:57.240 --> 2:22:59.240]  that are given the shot saying they murdered the people,
[2:22:59.240 --> 2:23:03.240]  the city workers say that pharmaceutical companies lie to us.
[2:23:03.240 --> 2:23:06.240]  And then the news will never say what pharmaceutical companies it is.
[2:23:06.240 --> 2:23:10.240]  Meanwhile, Baxter got caught with the AIDS blood with Bayer,
[2:23:10.240 --> 2:23:13.240]  knowingly shipping that out in the factor rate.
[2:23:13.240 --> 2:23:19.240]  And they, knowingly at 18 countries a few months ago, shipped out the bird flu
[2:23:19.240 --> 2:23:21.240]  to be mixed with regular vaccines.
[2:23:21.240 --> 2:23:24.240]  So you're telling me you know government people.
[2:23:24.240 --> 2:23:27.240]  You know government people in Canada that took the flu shots and they're sick.
[2:23:27.240 --> 2:23:29.240]  Specifically, what's going on?
[2:23:29.240 --> 2:23:36.240]  Yes, sir. The requirement when I worked for the government, we were required.
[2:23:36.240 --> 2:23:37.240]  Now, same thing.
[2:23:37.240 --> 2:23:42.240]  They tried to make all the medical workers and first responders in 2002
[2:23:42.240 --> 2:23:45.240]  take smallpox to set the precedent to make them take flu.
[2:23:45.240 --> 2:23:46.240]  They failed here.
[2:23:46.240 --> 2:23:47.240]  I know they succeeded in Canada.
[2:23:47.240 --> 2:23:48.240]  So I can confirm what you're saying.
[2:23:48.240 --> 2:23:50.240]  So they say you got to take all these vaccines.
[2:23:50.240 --> 2:23:51.240]  Go ahead.
[2:23:51.240 --> 2:23:53.240]  That's correct, sir.
