[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[3:21:25.740 --> 3:21:27.740]  and violently attack you
[3:21:27.740 --> 3:21:29.740]  this is how these people think
[3:21:29.740 --> 3:21:31.740]  and we're emboldening
[3:21:31.740 --> 3:21:33.740]  a society full of them
[3:21:33.740 --> 3:21:35.740]  and it's only going to get worse
[3:21:35.740 --> 3:21:37.740]  I'm going to talk about what's happening in the UK
[3:21:37.740 --> 3:21:39.740]  in the next segment where people are so
[3:21:39.740 --> 3:21:41.740]  panicked by coronavirus in some
[3:21:41.740 --> 3:21:43.740]  tourist hotspots
[3:21:43.740 --> 3:21:45.740]  they're literally leaping out of the way
[3:21:45.740 --> 3:21:47.740]  of people walking in the
[3:21:47.740 --> 3:21:49.740]  opposite direction
[3:21:49.740 --> 3:21:51.740]  we're going to get that some more
[3:21:51.740 --> 3:21:53.740]  on the other side of the break, summit.news don't go away
[3:21:53.740 --> 3:21:55.740]  historical food is again available
[3:21:55.740 --> 3:21:57.740]  for shipping within three to four weeks
[3:21:57.740 --> 3:21:59.740]  we have it, it's high quality
[3:21:59.740 --> 3:22:01.740]  but it's got to be packaged and shipped out to you
[3:22:01.740 --> 3:22:03.740]  some items are shipping in a week, some in four weeks
[3:22:03.740 --> 3:22:05.740]  so they're staying three to four weeks
[3:22:05.740 --> 3:22:07.740]  my patriot, we have their full catalog
[3:22:07.740 --> 3:22:09.740]  they're in our back end and in full wars
[3:22:09.740 --> 3:22:11.740]  store.com, get your orders in now
[3:22:11.740 --> 3:22:13.740]  before the next big
[3:22:13.740 --> 3:22:15.740]  surge comes in
[3:22:15.740 --> 3:22:17.740]  believe me, every angle I've looked at
[3:22:17.740 --> 3:22:19.740]  tells me that really, really serious
[3:22:19.740 --> 3:22:21.740]  times are ahead, whether Trump wins
[3:22:21.740 --> 3:22:23.740]  or loses, the globalists have already
[3:22:23.740 --> 3:22:25.740]  created a world by depression
[3:22:25.740 --> 3:22:27.740]  lockdowns on the planetary scale
[3:22:27.740 --> 3:22:29.740]  and it's only intensifying, this is one of the big boxes
[3:22:29.740 --> 3:22:31.740]  you've got to get checked off
[3:22:31.740 --> 3:22:33.740]  it's high quality storeable food
[3:22:33.740 --> 3:22:35.740]  it has really good, high quality food
[3:22:35.740 --> 3:22:37.740]  at a very affordable price
[3:22:37.740 --> 3:22:39.740]  and the packaging is the best you're going to find
[3:22:39.740 --> 3:22:41.740]  out there, check it out for yourself
[3:22:41.740 --> 3:22:43.740]  at infowarstore.com
[3:22:43.740 --> 3:22:45.740]  and then the money that comes in that's extra
[3:22:45.740 --> 3:22:47.740]  helps us fund the information warfare operation
[3:22:47.740 --> 3:22:49.740]  that fights the globalist toe to toe
[3:22:49.740 --> 3:22:51.740]  get your storeable food now
[3:22:51.740 --> 3:22:53.740]  infowarstore.com
[3:22:53.740 --> 3:22:55.740]  allergies, dander
[3:22:55.740 --> 3:22:57.740]  asthma, germs, toxins
[3:22:57.740 --> 3:22:59.740]  there are many reasons
[3:22:59.740 --> 3:23:01.740]  why we need to think about what is really in the air
[3:23:01.740 --> 3:23:03.740]  around us
[3:23:03.740 --> 3:23:05.740]  we may not be able to stop breathing
[3:23:05.740 --> 3:23:07.740]  but we can control what's in the air we breathe
[3:23:07.740 --> 3:23:09.740]  the revolutionary alexa pure breeze
[3:23:09.740 --> 3:23:11.740]  air filtration system
[3:23:11.740 --> 3:23:13.740]  is a powerful ally in the fight against the dangerous
[3:23:13.740 --> 3:23:15.740]  toxins and viruses in the air
[3:23:15.740 --> 3:23:17.740]  powerful, quiet
[3:23:17.740 --> 3:23:19.740]  and effective, the breeze uses a
[3:23:19.740 --> 3:23:21.740]  4 step purification process
[3:23:21.740 --> 3:23:23.740]  to help you breathe easier and cleaner
[3:23:23.740 --> 3:23:25.740]  similar systems could cost hundreds
[3:23:25.740 --> 3:23:27.740]  to even thousands of dollars
[3:23:27.740 --> 3:23:29.740]  but the alexa pure breeze air purification
[3:23:29.740 --> 3:23:31.740]  is the best and most affordable bar none
[3:23:31.740 --> 3:23:33.740]  the breeze in the ion cluster
[3:23:33.740 --> 3:23:35.740]  patented technology used in the system
[3:23:35.740 --> 3:23:37.740]  eliminate up to 99.97%
[3:23:37.740 --> 3:23:39.740]  of airborne contaminants
[3:23:39.740 --> 3:23:41.740]  get the alexa pure breeze today
[3:23:41.740 --> 3:23:43.740]  and save big on a world
[3:23:43.740 --> 3:23:45.740]  class air filtration system for your home
[3:23:45.740 --> 3:23:47.740]  don't keep breathing toxic or dangerous air
[3:23:47.740 --> 3:23:49.740]  get this special today
[3:23:49.740 --> 3:23:51.740]  at infowarstore.com
[3:23:51.740 --> 3:23:53.740]  been on air in 26 years
[3:23:53.740 --> 3:23:55.740]  starting about 24 years ago
[3:23:55.740 --> 3:23:57.740]  I began to get calls from major
[3:23:57.740 --> 3:23:59.740]  Hollywood directors producers
[3:23:59.740 --> 3:24:01.740]  actors they wanted to meet with me
[3:24:01.740 --> 3:24:03.740]  and they said what is your formal education
[3:24:03.740 --> 3:24:05.740]  I said well really nothing but
[3:24:05.740 --> 3:24:07.740]  a few years of college they said well
[3:24:07.740 --> 3:24:09.740]  how are you one of the best
[3:24:09.740 --> 3:24:11.740]  science fiction or cultural
[3:24:11.740 --> 3:24:13.740]  writers we've ever heard
[3:24:13.740 --> 3:24:15.740]  the stuff you come up with is just
[3:24:15.740 --> 3:24:17.740]  unbelievable we'd like you to be
[3:24:17.740 --> 3:24:19.740]  in movies we'd like you to write with us
[3:24:19.740 --> 3:24:21.740]  we'd like you to do voiceovers
[3:24:21.740 --> 3:24:23.740]  you're just a renaissance man and folks know I was in some
[3:24:23.740 --> 3:24:25.740]  movies and Harry Shearer made statements like that
[3:24:25.740 --> 3:24:27.740]  a lot of others I'm not bragging
[3:24:27.740 --> 3:24:29.740]  I kept explaining to them I said
[3:24:29.740 --> 3:24:31.740]  do you understand I didn't come up with any of this
[3:24:31.740 --> 3:24:33.740]  I'm reading globalist
[3:24:33.740 --> 3:24:35.740]  MIT white papers and
[3:24:35.740 --> 3:24:37.740]  futurist documents
[3:24:37.740 --> 3:24:39.740]  and they would just laugh me and say oh no way
[3:24:39.740 --> 3:24:41.740]  then I would give them the documents
[3:24:41.740 --> 3:24:43.740]  they would get very very scared the next time
[3:24:43.740 --> 3:24:45.740]  I saw them in a few months and say
[3:24:45.740 --> 3:24:47.740]  man you're right this is just topic
[3:24:47.740 --> 3:24:49.740]  folks I didn't make any of this up
[3:24:49.740 --> 3:24:55.740]  okay it's real it's real
[3:24:55.740 --> 3:25:20.740]  you're listening to the Alex Jones show
[3:25:20.740 --> 3:25:22.740]  now there is no population
[3:25:22.740 --> 3:25:24.740]  that has been more terrorized
[3:25:24.740 --> 3:25:26.740]  by COVID-19 hysteria
[3:25:26.740 --> 3:25:28.740]  than that
[3:25:28.740 --> 3:25:30.740]  in the United Kingdom
[3:25:30.740 --> 3:25:32.740]  there was an Ipsos morry poll recently
[3:25:32.740 --> 3:25:34.740]  which found that 68% of
[3:25:34.740 --> 3:25:36.740]  Brits were very concerned about the threat
[3:25:36.740 --> 3:25:38.740]  coronavirus poses to their health
[3:25:38.740 --> 3:25:40.740]  compared to 28% who were just
[3:25:40.740 --> 3:25:42.740]  fairly concerned but that's not
[3:25:42.740 --> 3:25:44.740]  the big enchilada here
[3:25:44.740 --> 3:25:46.740]  this is absolutely insane
[3:25:46.740 --> 3:25:48.740]  there was a separate survey
[3:25:48.740 --> 3:25:50.740]  and I'm reading here from the spiked
[3:25:50.740 --> 3:25:52.740]  article the British public
[3:25:52.740 --> 3:25:54.740]  has been terrorized
[3:25:54.740 --> 3:25:56.740]  there was a separate survey
[3:25:56.740 --> 3:25:58.740]  which found get this
[3:25:58.740 --> 3:26:00.740]  on average the British
[3:26:00.740 --> 3:26:02.740]  public believes 7%
[3:26:02.740 --> 3:26:04.740]  of the UK population
[3:26:04.740 --> 3:26:06.740]  has died from coronavirus
[3:26:06.740 --> 3:26:08.740]  that would amount to a death toll
[3:26:08.740 --> 3:26:12.740]  of nearly 5 million
[3:26:12.740 --> 3:26:14.740]  okay so the real
[3:26:14.740 --> 3:26:16.740]  figure of people who have died from
[3:26:16.740 --> 3:26:18.740]  coronavirus in the UK bearing in mind
[3:26:18.740 --> 3:26:20.740]  that according to the studies
[3:26:20.740 --> 3:26:22.740]  85% plus of them
[3:26:22.740 --> 3:26:24.740]  would have died anyway
[3:26:24.740 --> 3:26:26.740]  from other serious illnesses
[3:26:26.740 --> 3:26:28.740]  within a few weeks
[3:26:28.740 --> 3:26:30.740]  the official COVID-19 death toll
[3:26:30.740 --> 3:26:32.740]  in the UK is 50,000
[3:26:32.740 --> 3:26:34.740]  and yet the population
[3:26:34.740 --> 3:26:36.740]  of the country believes that
[3:26:36.740 --> 3:26:38.740]  5 million people have died
[3:26:38.740 --> 3:26:40.740]  from it
[3:26:40.740 --> 3:26:42.740]  how on earth do they believe that
[3:26:42.740 --> 3:26:44.740]  what's the explanation
[3:26:44.740 --> 3:26:46.740]  it's the constant drumbeat of terror
[3:26:46.740 --> 3:26:48.740]  hysteria and propaganda
[3:26:48.740 --> 3:26:50.740]  mainstream media
[3:26:50.740 --> 3:26:52.740]  to the point which I highlight
[3:26:52.740 --> 3:26:54.740]  in the article corona paranoia
[3:26:54.740 --> 3:26:56.740]  panicked UK resident
[3:26:56.740 --> 3:26:58.740]  describes leaping out of the way to avoid
[3:26:58.740 --> 3:27:00.740]  tourists
[3:27:00.740 --> 3:27:02.740]  to the point where people are afraid
[3:27:02.740 --> 3:27:04.740]  to leave their homes
[3:27:04.740 --> 3:27:06.740]  because they think that this second wave
[3:27:06.740 --> 3:27:08.740]  is already in effect and that this virus
[3:27:08.740 --> 3:27:10.740]  is raging and that it's already killed
[3:27:10.740 --> 3:27:12.740]  5 million people
[3:27:12.740 --> 3:27:14.740]  in the United Kingdom
[3:27:14.740 --> 3:27:16.740]  absolutely insane
[3:27:18.740 --> 3:27:20.740]  and this is the consensus viewpoint
[3:27:20.740 --> 3:27:22.740]  by the way every single poll
[3:27:22.740 --> 3:27:24.740]  that you look at finds
[3:27:24.740 --> 3:27:26.740]  75-80% plus of people
[3:27:26.740 --> 3:27:28.740]  not only want lockdown
[3:27:28.740 --> 3:27:30.740]  to continue they want it to be
[3:27:30.740 --> 3:27:32.740]  more draconian than it ever was
[3:27:32.740 --> 3:27:34.740]  in the first place
[3:27:34.740 --> 3:27:36.740]  I mean you've got to give the media credit
[3:27:36.740 --> 3:27:38.740]  they've really terrorized people to no extent
[3:27:38.740 --> 3:27:40.740]  with this corona
[3:27:40.740 --> 3:27:42.740]  paranoia and I'm going to get
[3:27:42.740 --> 3:27:44.740]  onto the actual
[3:27:44.740 --> 3:27:46.740]  average death figures in the UK
[3:27:46.740 --> 3:27:48.740]  which are below normal
[3:27:48.740 --> 3:27:50.740]  even including the Covid deaths
[3:27:50.740 --> 3:27:52.740]  but this story
[3:27:52.740 --> 3:27:54.740]  is funny to say the least
[3:27:54.740 --> 3:27:56.740]  corona paranoia panicked UK resident
[3:27:56.740 --> 3:27:58.740]  describes leaping out of the way to avoid tourists
[3:27:58.740 --> 3:28:00.740]  so you have a bunch of
[3:28:00.740 --> 3:28:02.740]  people from the UK
[3:28:02.740 --> 3:28:04.740]  avoiding travelling abroad
[3:28:04.740 --> 3:28:06.740]  because now our government has said that they'll have to
[3:28:06.740 --> 3:28:08.740]  quarantine for two weeks when they come back
[3:28:08.740 --> 3:28:10.740]  I'll have to do that personally
[3:28:10.740 --> 3:28:12.740]  because I'm coming back from Spain
[3:28:12.740 --> 3:28:14.740]  which within
[3:28:14.740 --> 3:28:16.740]  a tweet
[3:28:16.740 --> 3:28:18.740]  they put on the list of unsafe countries
[3:28:18.740 --> 3:28:20.740]  even though the UK has more corona virus
[3:28:20.740 --> 3:28:22.740]  cases than Spain
[3:28:22.740 --> 3:28:24.740]  so I've got to submit to a
[3:28:24.740 --> 3:28:26.740]  potential home visit
[3:28:26.740 --> 3:28:28.740]  from the scientific dictatorship when I get back
[3:28:28.740 --> 3:28:30.740]  to check that I'm
[3:28:30.740 --> 3:28:32.740]  squirreled away in my own home
[3:28:32.740 --> 3:28:34.740]  you're not even allowed to go out and buy groceries
[3:28:34.740 --> 3:28:36.740]  under this quarantine law
[3:28:36.740 --> 3:28:38.740]  you have to get somebody else to do it
[3:28:38.740 --> 3:28:40.740]  or you have to get them delivered
[3:28:40.740 --> 3:28:42.740]  you're not even allowed to go out and exercise for two weeks
[3:28:42.740 --> 3:28:44.740]  you're a literal house prisoner
[3:28:44.740 --> 3:28:46.740]  within your own home for two weeks
[3:28:46.740 --> 3:28:48.740]  I mean it wouldn't surprise me at this point
[3:28:48.740 --> 3:28:50.740]  if we start following the example of
[3:28:50.740 --> 3:28:52.740]  Singapore
[3:28:52.740 --> 3:28:54.740]  who yesterday announced that they would be putting
[3:28:54.740 --> 3:28:56.740]  tracker bracelets on people
[3:28:56.740 --> 3:28:58.740]  as if they were prisoners
[3:28:58.740 --> 3:29:00.740]  when they came into the country
[3:29:00.740 --> 3:29:02.740]  that's the next step
[3:29:02.740 --> 3:29:04.740]  so all these people from within the UK
[3:29:04.740 --> 3:29:06.740]  because they're so terrified of going abroad
[3:29:06.740 --> 3:29:08.740]  they're having staycations
[3:29:08.740 --> 3:29:10.740]  people from London
[3:29:10.740 --> 3:29:12.740]  and other major cities going out to the
[3:29:12.740 --> 3:29:14.740]  countryside areas to the seaside areas
[3:29:14.740 --> 3:29:16.740]  and much of the population
[3:29:16.740 --> 3:29:18.740]  the resident population
[3:29:18.740 --> 3:29:20.740]  in those tourist areas are so
[3:29:20.740 --> 3:29:22.740]  panicked at this influx
[3:29:22.740 --> 3:29:24.740]  of tourists which is not massive by the way
[3:29:24.740 --> 3:29:26.740]  it's probably slightly above normal
[3:29:26.740 --> 3:29:28.740]  standards but they're so panicked
[3:29:28.740 --> 3:29:30.740]  by seeing this wave
[3:29:30.740 --> 3:29:32.740]  of potential infected
[3:29:32.740 --> 3:29:34.740]  patients heading their way
[3:29:34.740 --> 3:29:36.740]  literally leaping out of the way
[3:29:36.740 --> 3:29:38.740]  in the street
[3:29:38.740 --> 3:29:40.740]  the independent report asserts
[3:29:40.740 --> 3:29:42.740]  that the general consensus
[3:29:42.740 --> 3:29:44.740]  amongst residents is abject fear
[3:29:44.740 --> 3:29:46.740]  of staycation tourists
[3:29:46.740 --> 3:29:48.740]  pouring into the region and infecting them
[3:29:48.740 --> 3:29:50.740]  with Covid-19
[3:29:50.740 --> 3:29:52.740]  despite the fact that daily deaths from the virus in the UK
[3:29:52.740 --> 3:29:54.740]  have slowed to a trickle
[3:29:54.740 --> 3:29:56.740]  complaining that visitors to the region
[3:29:56.740 --> 3:29:58.740]  were not properly social distancing
[3:29:58.740 --> 3:30:00.740]  and this is the region of Cornwall
[3:30:00.740 --> 3:30:02.740]  which is on the south coast of the United Kingdom
[3:30:02.740 --> 3:30:04.740]  one female resident described
[3:30:04.740 --> 3:30:06.740]  physically leaping out of the way
[3:30:06.740 --> 3:30:08.740]  of people in sheer terror
[3:30:08.740 --> 3:30:10.740]  she said
[3:30:10.740 --> 3:30:12.740]  my shielding is paused from today
[3:30:12.740 --> 3:30:14.740]  but I'm too scared to go out
[3:30:14.740 --> 3:30:16.740]  tried walking into town a couple of times
[3:30:16.740 --> 3:30:18.740]  but no social distancing at all
[3:30:18.740 --> 3:30:20.740]  I was constantly doubling back
[3:30:20.740 --> 3:30:22.740]  leaping out of the way
[3:30:22.740 --> 3:30:24.740]  and panicking just to keep my distance
[3:30:24.740 --> 3:30:26.740]  from the hordes it's horrifying
[3:30:26.740 --> 3:30:28.740]  horrifying
[3:30:32.740 --> 3:30:34.740]  she's literally indoctrinated herself
[3:30:34.740 --> 3:30:36.740]  by so much hysteria
[3:30:36.740 --> 3:30:38.740]  over the past 5-6 months
[3:30:38.740 --> 3:30:40.740]  that she's afraid of people walking
[3:30:40.740 --> 3:30:42.740]  towards her in the opposite direction
[3:30:42.740 --> 3:30:44.740]  even though most of them are now wearing
[3:30:44.740 --> 3:30:46.740]  masks anyway because you can't even go
[3:30:46.740 --> 3:30:48.740]  in a shop in the UK without wearing a mask
[3:30:48.740 --> 3:30:50.740]  another resident in St Ives
[3:30:50.740 --> 3:30:52.740]  said she was too scared
[3:30:52.740 --> 3:30:54.740]  to go food shopping
[3:30:54.740 --> 3:30:56.740]  due to more people visiting supermarkets
[3:30:56.740 --> 3:30:58.740]  and had told her children to avoid
[3:30:58.740 --> 3:31:00.740]  the main shopping street
[3:31:00.740 --> 3:31:02.740]  they see a perfect example on screen now of a Karen
[3:31:02.740 --> 3:31:04.740]  who is literally
[3:31:04.740 --> 3:31:06.740]  waving her walking sticks
[3:31:06.740 --> 3:31:08.740]  around in front of her
[3:31:08.740 --> 3:31:10.740]  as if she was going to swing a cat
[3:31:10.740 --> 3:31:12.740]  to get the appropriate distance and screaming at people
[3:31:12.740 --> 3:31:14.740]  to stay away from her
[3:31:14.740 --> 3:31:16.740]  this is abject mind control on a level
[3:31:16.740 --> 3:31:18.740]  I've never seen before
[3:31:18.740 --> 3:31:20.740]  and if they can get 80% of people
[3:31:20.740 --> 3:31:22.740]  in polls to support this
[3:31:22.740 --> 3:31:24.740]  a lighter version of this
[3:31:24.740 --> 3:31:26.740]  I mean we've got a lot of work to do
[3:31:26.740 --> 3:31:28.740]  the story illustrates
[3:31:28.740 --> 3:31:30.740]  how some have become so hysterical
[3:31:30.740 --> 3:31:32.740]  in response to the constant drumbeat of media
[3:31:32.740 --> 3:31:34.740]  alarmism surrounding coronavirus
[3:31:34.740 --> 3:31:36.740]  that they are literally terrified of other
[3:31:36.740 --> 3:31:38.740]  people coming anywhere near them
[3:31:38.740 --> 3:31:40.740]  and you've all probably had one of these experiences
[3:31:40.740 --> 3:31:42.740]  by now especially with people
[3:31:42.740 --> 3:31:44.740]  wearing masks
[3:31:44.740 --> 3:31:46.740]  who think they can just bowl into you apparently
[3:31:48.740 --> 3:31:50.740]  as I was in a restaurant trying to get past a person
[3:31:50.740 --> 3:31:52.740]  who politely asked them to move out of the way twice
[3:31:52.740 --> 3:31:54.740]  they didn't listen
[3:31:54.740 --> 3:31:56.740]  so I walked past them
[3:31:56.740 --> 3:31:58.740]  didn't even brush past them
[3:31:58.740 --> 3:32:00.740]  and what was the response
[3:32:00.740 --> 3:32:02.740]  snarling arrogance
[3:32:02.740 --> 3:32:04.740]  that's not social distancing
[3:32:04.740 --> 3:32:06.740]  meanwhile people are
[3:32:06.740 --> 3:32:08.740]  literally leaping out of the way
[3:32:08.740 --> 3:32:10.740]  people literally think that 5 million
[3:32:10.740 --> 3:32:12.740]  people in the United Kingdom
[3:32:12.740 --> 3:32:14.740]  have died from coronavirus
[3:32:14.740 --> 3:32:16.740]  it's actually 50,000 80%
[3:32:16.740 --> 3:32:18.740]  plus of whom would have died anyway
[3:32:18.740 --> 3:32:20.740]  yes every death is a tragedy
[3:32:20.740 --> 3:32:22.740]  but you have to consider that
[3:32:22.740 --> 3:32:24.740]  meanwhile
[3:32:24.740 --> 3:32:26.740]  the actual death figures in the UK
[3:32:26.740 --> 3:32:28.740]  on average are lower than normal
[3:32:28.740 --> 3:32:30.740]  including coronavirus
[3:32:30.740 --> 3:32:32.740]  this is out of lockdownskeptics.org
[3:32:32.740 --> 3:32:34.740]  deaths below 5 year average
[3:32:34.740 --> 3:32:36.740]  for 6 weeks in a row
[3:32:36.740 --> 3:32:38.740]  bearing in mind
[3:32:38.740 --> 3:32:40.740]  more people in the UK died during the
[3:32:40.740 --> 3:32:42.740]  2017-18 flu season
[3:32:42.740 --> 3:32:44.740]  than the whole coronavirus death toll
[3:32:44.740 --> 3:32:46.740]  from flu
[3:32:46.740 --> 3:32:48.740]  did we lock down our society
[3:32:48.740 --> 3:32:50.740]  did we cripple our economy
[3:32:50.740 --> 3:32:52.740]  did we grease the skids
[3:32:52.740 --> 3:32:54.740]  for this massive mental illness
[3:32:54.740 --> 3:32:56.740]  problem that's going to blow back
[3:32:56.740 --> 3:32:58.740]  in our faces time and time again
[3:32:58.740 --> 3:33:00.740]  no we didn't
[3:33:00.740 --> 3:33:02.740]  because as humans we have
[3:33:02.740 --> 3:33:04.740]  immune systems
[3:33:04.740 --> 3:33:06.740]  and old people unfortunately die
[3:33:06.740 --> 3:33:08.740]  but now apparently we can't accept that
[3:33:08.740 --> 3:33:10.740]  we no longer have immune systems
[3:33:10.740 --> 3:33:12.740]  and old people don't die
[3:33:12.740 --> 3:33:14.740]  today's ONS release
[3:33:14.740 --> 3:33:16.740]  of national statistics in the UK
[3:33:16.740 --> 3:33:18.740]  has deaths from novel coronavirus
[3:33:18.740 --> 3:33:20.740]  in England and Wales continuing to fall
[3:33:20.740 --> 3:33:22.740]  there are a total of
[3:33:22.740 --> 3:33:24.740]  8,891 deaths registered
[3:33:24.740 --> 3:33:26.740]  in England and Wales in the week
[3:33:26.740 --> 3:33:28.740]  to July 24th
[3:33:28.740 --> 3:33:30.740]  that's 161 fewer
[3:33:30.740 --> 3:33:32.740]  than the 5 year average
[3:33:32.740 --> 3:33:34.740]  of 9,052
[3:33:34.740 --> 3:33:36.740]  this is the 6th week
[3:33:36.740 --> 3:33:38.740]  in a row that deaths have been below
[3:33:38.740 --> 3:33:40.740]  the 5 year average
[3:33:40.740 --> 3:33:42.740]  they're out there in the media
[3:33:42.740 --> 3:33:44.740]  theoretically claiming that we're undergoing
[3:33:44.740 --> 3:33:46.740]  a second wave the government's
[3:33:46.740 --> 3:33:48.740]  locking down different cities
[3:33:48.740 --> 3:33:50.740]  from time to time
[3:33:50.740 --> 3:33:52.740]  places like Blackburn
[3:33:52.740 --> 3:33:54.740]  places in Manchester
[3:33:54.740 --> 3:33:56.740]  due to a tiny almost
[3:33:56.740 --> 3:33:58.740]  inconsequential spike in coronavirus cases
[3:33:58.740 --> 3:34:00.740]  almost all of which is accounted for
[3:34:00.740 --> 3:34:02.740]  because there's more testing
[3:34:02.740 --> 3:34:04.740]  of coronavirus
[3:34:04.740 --> 3:34:06.740]  and yet they're locking us down
[3:34:06.740 --> 3:34:08.740]  once again
[3:34:08.740 --> 3:34:10.740]  the screws are tightening
[3:34:10.740 --> 3:34:12.740]  the masks are going on
[3:34:12.740 --> 3:34:14.740]  and we have less average deaths
[3:34:14.740 --> 3:34:16.740]  than over a 5 year period
[3:34:16.740 --> 3:34:18.740]  absolutely incredible
[3:34:18.740 --> 3:34:20.740]  the success
[3:34:20.740 --> 3:34:22.740]  you have to hand it to the media
[3:34:22.740 --> 3:34:24.740]  they've had great success
[3:34:24.740 --> 3:34:26.740]  in absolutely terrorizing people
[3:34:26.740 --> 3:34:28.740]  over this virus
[3:34:28.740 --> 3:34:30.740]  which in the United Kingdom has killed
[3:34:30.740 --> 3:34:32.740]  less people than
[3:34:32.740 --> 3:34:34.740]  flu did in the 2017-18
[3:34:34.740 --> 3:34:36.740]  flu season
[3:34:36.740 --> 3:34:38.740]  yet we have a population
[3:34:38.740 --> 3:34:40.740]  of the drooling idiots
[3:34:40.740 --> 3:34:42.740]  who have swallowed this whole
[3:34:42.740 --> 3:34:44.740]  and literally believe that
[3:34:44.740 --> 3:34:46.740]  7% of the population has died
[3:34:46.740 --> 3:34:48.740]  from coronavirus
[3:34:48.740 --> 3:34:50.740]  absolutely incredible
[3:34:50.740 --> 3:34:52.740]  don't go away
[3:34:52.740 --> 3:34:54.740]  another part of the Great Awakening
[3:34:54.740 --> 3:34:56.740]  is people that haven't even been
[3:34:56.740 --> 3:34:58.740]  religious or Christian
[3:34:58.740 --> 3:35:00.740]  now see how evil is out in the open
[3:35:00.740 --> 3:35:02.740]  how hundreds of churches have been burned
[3:35:02.740 --> 3:35:04.740]  in Europe and the US
[3:35:04.740 --> 3:35:06.740]  hundreds of Christian icons
[3:35:06.740 --> 3:35:08.740]  have been destroyed
[3:35:08.740 --> 3:35:10.740]  Jesus has had their heads cut off
[3:35:10.740 --> 3:35:12.740]  all over the country
[3:35:12.740 --> 3:35:14.740]  all over the Philippines, all over Europe
[3:35:14.740 --> 3:35:16.740]  Virgin Mary's are getting torn down
[3:35:16.740 --> 3:35:18.740]  crosses are being torn down
[3:35:18.740 --> 3:35:20.740]  it's absolutely out of control
[3:35:20.740 --> 3:35:22.740]  but people now understand
[3:35:22.740 --> 3:35:24.740]  that evil is always real
[3:35:24.740 --> 3:35:26.740]  it is spiritual
[3:35:26.740 --> 3:35:28.740]  and it was just waiting to make its move
[3:35:28.740 --> 3:35:30.740]  building beneath the surface
[3:35:30.740 --> 3:35:32.740]  and now it's emerged
[3:35:32.740 --> 3:35:34.740]  that's why when I ask listeners and viewers
[3:35:34.740 --> 3:35:36.740]  that God hears it
[3:35:36.740 --> 3:35:38.740]  we need to come together and pray
[3:35:38.740 --> 3:35:40.740]  for Great Awakening
[3:35:40.740 --> 3:35:42.740]  pray for Donald Trump
[3:35:42.740 --> 3:35:44.740]  pray for him to win a landslide
[3:35:44.740 --> 3:35:46.740]  and pray for the people under deception
[3:35:46.740 --> 3:35:48.740]  of the globalist to awaken and join us
[3:35:48.740 --> 3:35:50.740]  in liberty and freedom
[3:35:50.740 --> 3:36:12.740]  I'm really really proud of the Dr. Jones Naturals
[3:36:12.740 --> 3:36:15.740]  buy it now at infowarstore.com
[3:36:15.740 --> 3:36:19.740]  or go directly to drjonesnaturals.com
[3:36:19.740 --> 3:36:21.740]  for an entire line of new
[3:36:21.740 --> 3:36:23.740]  cutting edge products
[3:36:23.740 --> 3:36:25.740]  with the power to make your life better
[3:36:27.740 --> 3:36:29.740]  this cleans them up beautifully
[3:36:29.740 --> 3:36:30.740]  does an incredible job
[3:36:30.740 --> 3:36:32.740]  but doesn't damage your teeth
[3:36:32.740 --> 3:36:34.740]  I believe you're going to like this
[3:36:34.740 --> 3:36:36.740]  as much as the other toothpaste maybe even more
[3:36:36.740 --> 3:36:37.740]  over a year ago
[3:36:37.740 --> 3:36:39.740]  I tried charcoal toothpaste
[3:36:39.740 --> 3:36:41.740]  from a major brand and thought it was amazing
[3:36:41.740 --> 3:36:43.740]  and I went to my dad and people said
[3:36:43.740 --> 3:36:45.740]  I would like to put out a charcoal toothpaste
[3:36:45.740 --> 3:36:47.740]  that doesn't have all this silica and all these fillers
[3:36:47.740 --> 3:36:49.740]  I would never use anything like it
[3:36:49.740 --> 3:36:52.740]  get yours at infowarstore.com right now
[3:36:52.740 --> 3:36:54.740]  just during the break
[3:36:54.740 --> 3:36:56.740]  I went and got a delicious cup
[3:36:56.740 --> 3:36:57.740]  a second cup of the day
[3:36:57.740 --> 3:36:59.740]  it's really strong I shouldn't do this
[3:36:59.740 --> 3:37:01.740]  because all work and no playmates
[3:37:01.740 --> 3:37:03.740]  would jack a really aggressive boy
[3:37:03.740 --> 3:37:05.740]  wake up america coffee there by loves
[3:37:05.740 --> 3:37:06.740]  highest rated
[3:37:06.740 --> 3:37:07.740]  from the Chiapas Mountains
[3:37:07.740 --> 3:37:08.740]  it's beyond Mexican coffee
[3:37:08.740 --> 3:37:09.740]  beyond Guatemala coffee
[3:37:09.740 --> 3:37:10.740]  it's the best coffee in the world
[3:37:10.740 --> 3:37:12.740]  it's right on the border between the two countries
[3:37:12.740 --> 3:37:13.740]  in those rainforests
[3:37:13.740 --> 3:37:15.740]  hand selected it's beyond organic
[3:37:15.740 --> 3:37:17.740]  wake up america coffee
[3:37:17.740 --> 3:37:18.740]  people are blown away by how good it is
[3:37:18.740 --> 3:37:19.740]  same stuff sold in Whole Foods
[3:37:19.740 --> 3:37:20.740]  on another name
[3:37:20.740 --> 3:37:22.740]  for $30 for the same size container
[3:37:22.740 --> 3:37:23.740]  yes folks
