[00:00:01.957 --> 00:00:03.658]  Another world.
[02:58:20.707 --> 02:58:26.173]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[02:58:26.173 --> 02:58:28.435]  And I'm doing this to introduce these products to you.
[02:58:28.435 --> 02:58:29.577]  Buy these!
[02:58:29.577 --> 02:58:30.457]  Sold out in a month!
[02:58:31.257 --> 02:58:35.858]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[02:58:55.387 --> 02:59:06.213]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from infowarsstore.com, you are funding the revolution.
[02:59:06.213 --> 02:59:08.334]  I mean, I cannot say it any clearer.
[02:59:08.334 --> 02:59:12.276]  And so it is essential that you purchase the products at infowarsstore.com.
[02:59:12.276 --> 02:59:13.537]  I don't want to thank everybody that has, but
[02:59:13.777 --> 02:59:19.581]  We've got the best Fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[02:59:19.581 --> 02:59:21.963]  You cannot beat that for children and adults.
[02:59:21.963 --> 02:59:24.604]  We've got the best mouthwash designed by Dr. Jones.
[02:59:24.604 --> 02:59:27.406]  That's my dad, with colloidal silver and iodine as well.
[02:59:27.406 --> 02:59:29.908]  Infowarslife.com or 888-253-3139.
[02:59:29.908 --> 02:59:39.094]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[02:59:39.094 --> 02:59:43.537]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[02:59:49.239 --> 03:00:03.086]  You're listening to the Alex Jones Show.
[03:00:03.086 --> 03:00:09.949]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[03:00:14.059 --> 03:00:24.005]  Alright, Robert C. Pucinich has been on fire today, laying out who he thinks the main culprits are, and you use that poll star thing, which means North Star, Guiding Star, but that can be planted too.
[03:00:24.005 --> 03:00:35.851]  But, I agree that you've got the whole background, who stands to gain, Pence always staying out of it, the media not going after Pence and leaving him, and actually saying he's a good guy, and then saying, please, 25th Amendment,
[03:00:36.832 --> 03:00:39.594]  He's got to know though, as soon as he did that, they'd turn on him as well.
[03:00:39.594 --> 03:00:47.299]  But I think there is overwhelming evidence that Pence is trying to form a 25th Amendment move if he thinks the weather is right, Owen.
[03:00:47.864 --> 03:00:56.009]  Well, and let's go back to some other clues to Steve's point that he thinks Bolton was the author of the New York Times op-ed.
[03:00:56.009 --> 03:00:58.811]  You had them put Lodestar in the story.
[03:00:58.811 --> 03:01:04.595]  Well, that's easily planted so you can create, you know, chaos between Trump and Pence.
[03:01:04.595 --> 03:01:07.357]  So that's obviously... Oh, it's definitely meant to make Trump go crazy.
[03:01:07.357 --> 03:01:13.461]  And then you've got the fact that the entire op-ed is basically praising John McCain, saying McCain's vision was correct.
[03:01:13.461 --> 03:01:14.722]  Well, Bolton is McCain.
[03:01:14.722 --> 03:01:15.803]  McCain is Bolton.
[03:01:15.803 --> 03:01:17.604]  They were one in the same, two peas in a pod.
[03:01:18.424 --> 03:01:24.948]  And I think that there's another thing that's kind of sitting on the outskirts of this that we're kind of forgetting right now because there hasn't been too much activity there.
[03:01:24.948 --> 03:01:26.089]  Oh, get that off screen.
[03:01:26.089 --> 03:01:26.409]  God.
[03:01:26.409 --> 03:01:31.953]  You've got the Syrian war where they're trying to get America to intervene in Syria again.
[03:01:31.953 --> 03:01:35.815]  And they're saying all this thing, oh yeah, more chemical attacks are coming Assad.
[03:01:35.815 --> 03:01:38.257]  Meanwhile Syria is doing better than it has in years.
[03:01:38.837 --> 03:01:44.620]  Syria is being liberated right now, and they try to make up all these lies like Assad wants to stop that from happening.
[03:01:44.620 --> 03:01:45.640]  No, Assad is behind it.
[03:01:45.640 --> 03:01:49.842]  So I think also, in another angle, Alex, they want to re-kick off U.S.
[03:01:49.842 --> 03:01:59.807]  intervention in Syria, and maybe they think if they can bully Trump enough and create enough chaos in the administration, they can kind of just go forward with Syrian intervention without Trump even noticing.
[03:02:00.487 --> 03:02:08.071]  Well, we've got to do one more statement with Dr. Pchenik, because obviously the Russians are like, don't do a false flag right when they're about to get that last group of ISIS.
[03:02:08.071 --> 03:02:18.297]  Clearly, I kind of get Trump's point, like they want to keep a spot so Iran can't come in, because if we fully let Russia win, then that would be a whole Baathist regime, and then maybe Iran would have some power.
[03:02:18.297 --> 03:02:20.278]  But I don't want to get into a whole Machiavellian deal.
[03:02:20.278 --> 03:02:22.780]  I mean, even though an attack wins Trump's election.
[03:02:22.780 --> 03:02:27.463]  I mean, I've gotten to the point where I want to beat the Democrats so bad, I'm just being honest, I'm having evil visions here.
[03:02:27.463 --> 03:02:27.983]  Dr. Pchenik?
[03:02:29.289 --> 03:02:31.172]  The truth of the matter is what I want to say.
[03:02:31.172 --> 03:02:35.778]  Number one, the notion that Trump is colluding with the Russians is absurd.
[03:02:35.778 --> 03:02:37.361]  I've said it on your show.
[03:02:37.361 --> 03:02:39.103]  Has he not been kicking the living hell out of them?
[03:02:39.961 --> 03:02:59.689]  Well, in February of 2018, he literally ordered the assassination of 500 Russian operatives who worked under the Wagner Group, W-A-G-N-E-R, who were mercenaries for the GRU, who attacked our brave special forces in northern Syria, 32 of them.
[03:03:00.989 --> 03:03:04.973]  And Mattis and Kelly told him to de-conflict.
[03:03:04.973 --> 03:03:06.194]  Russia refused.
[03:03:06.194 --> 03:03:07.555]  Putin refused.
[03:03:07.555 --> 03:03:13.641]  So Trump ordered Mattis to bring in B-52s, Apache helicopters, and Huey.
[03:03:13.641 --> 03:03:24.211]  And within four hours, we killed over 400 Russian mercenaries who had T-72 tanks and artillery and howitzers, and none of our men were touched.
[03:03:24.211 --> 03:03:26.373]  Now you're telling me that Trump
[03:03:27.233 --> 03:03:51.064]  basically colludes with Russians after killing 500 of them and he didn't even say a word he was about to say that and somebody shut him off so he's much smarter than anybody realizes but Pence has to go Pence and his people have to go John Bolton has to go his assistant who I fired David Wormser has to go who worked for Cheney you have to remember one thing Pence has spent a
[03:03:51.264 --> 03:03:51.685]  I'm sorry?
[03:03:51.685 --> 03:03:53.266]  And Reagan got shot, too!
[03:04:16.793 --> 03:04:20.635]  Is a gunless assassination or a coup.
[03:04:20.635 --> 03:04:22.916]  This is what we attempt to do in a coup.
[03:04:22.916 --> 03:04:25.297]  That's why I'm doing it.
[03:04:25.297 --> 03:04:29.699]  That was one of your specialties and it's clear that they're saying Pence take over on CNN.
[03:04:29.699 --> 03:04:31.720]  I mean, it's not like you got Phil Mudd going.
[03:04:31.980 --> 03:04:33.141]  Kill this guy!
[03:04:33.141 --> 03:04:34.342]  Pence, take him out!
[03:04:34.342 --> 03:04:36.864]  And you've got Woodward and Bernstein, get out, get him out of there!
[03:04:36.864 --> 03:04:42.548]  And the New York Times has this scripted thing, it's 100% they're saying it, so I don't think there's even a question.
[03:04:42.548 --> 03:04:46.792]  The establishment wants Pence to overthrow Trump.
[03:04:46.792 --> 03:04:50.295]  And they know Trump isn't going to shut up, so... We'll be right back.
[03:04:50.295 --> 03:04:51.736]  Stay with us, back in 60 seconds.
[03:04:54.482 --> 03:04:56.803]  Fueling your body is hard work.
[03:04:56.803 --> 03:05:02.585]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[03:05:02.585 --> 03:05:11.008]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:05:11.008 --> 03:05:13.229]  There's no better way to power your body.
[03:05:13.769 --> 03:05:20.654]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:05:20.654 --> 03:05:31.803]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:05:31.803 --> 03:05:38.729]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[03:05:39.249 --> 03:05:45.392]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[03:05:45.392 --> 03:05:49.234]  Don't miss out on the chance to fuel your body and support recovery.
[03:05:49.234 --> 03:05:52.396]  Try the InfoWars Life Daily Digestive Pack today!
[03:06:05.583 --> 03:06:10.426]  Defending the Republic from enemies foreign and domestic.
[03:06:10.426 --> 03:06:14.968]  It's Alex Jones.
[03:06:14.968 --> 03:06:19.331]  This country is fighting for its very existence, its identity, for the globalists.
[03:06:19.331 --> 03:06:21.472]  And, you know, we're in a time of total war right now.
[03:06:24.318 --> 03:06:27.219]  We're finishing up with Dr. Steve Pucinich on Schroer's riding shotgun.
[03:06:27.219 --> 03:06:30.539]  We've got Joel Gilbert, always loaded for bear, coming up in about 10 minutes.
[03:06:30.539 --> 03:06:47.904]  But we were looking at the cards, or the tea leaves here, and there's no way that it's not a fact that the Democrats, the Deep State, the neocons, are in all the major papers, the news, saying, take Trump out, 25th Amendment, that's what that op-ed on Monday was, that totally fake piece.
[03:06:47.904 --> 03:06:51.684]  And so, who would, under the 25th Amendment, take over?
[03:06:51.684 --> 03:06:52.885]  It would be Mike Pence.
[03:06:54.485 --> 03:06:57.007]  I mean, I really don't want to take away from what Pchenik said.
[03:06:57.007 --> 03:07:01.990]  I'm kind of ashamed of all of us here, because it is like 2 plus 2 equals 4.
[03:07:01.990 --> 03:07:04.993]  But sometimes being that obvious could be wrong.
[03:07:04.993 --> 03:07:07.915]  But I don't know how Pence wouldn't be briefed.
[03:07:07.915 --> 03:07:12.558]  They wouldn't be pushing this if Pence hadn't given a nod, at least tacitly, and again,
[03:07:13.158 --> 03:07:15.960]  He gets left alone by the media all of a sudden.
[03:07:15.960 --> 03:07:18.341]  As soon as they got into office, the guns stopped.
[03:07:18.341 --> 03:07:22.504]  The left was attacking him before, but as soon as he got in, everything went silent.
[03:07:22.504 --> 03:07:24.345]  I think that tells you something.
[03:07:24.345 --> 03:07:27.487]  That's them saying, trust us, do it, do it.
[03:07:27.487 --> 03:07:29.328]  But here's the thing.
[03:07:29.328 --> 03:07:30.869]  I know the Republicans aren't doing this.
[03:07:30.869 --> 03:07:33.230]  I'll give you the next level of this.
[03:07:33.230 --> 03:07:35.251]  And I'll get both your takes on this.
[03:07:35.251 --> 03:07:41.395]  Because the Democrats floated in Atlantic Monthly and at the Pentagon and in white papers and at the CFR privately.
[03:07:42.796 --> 03:07:52.519]  We're going to end elections in this country, federalize them, get rid of the Republican Party except for a regional party, have the Democrats break into a communist socialist and then a kind of right-wing party.
[03:07:52.519 --> 03:07:57.701]  So a one-party rule with a weird southern, you know, vestigial thing of Republicans.
[03:07:57.701 --> 03:08:01.262]  And I think the Republican bluebloods get that their whole power is about to be removed.
[03:08:01.482 --> 03:08:01.982]  Let me put it this way.
[03:08:01.982 --> 03:08:02.863]  I'm not going to say it's
[03:08:21.687 --> 03:08:22.528]  No, I get it.
[03:08:22.528 --> 03:08:23.989]  They're trying to get people to carry it out.
[03:08:23.989 --> 03:08:24.970]  They're like, giving an order.
[03:08:34.958 --> 03:08:36.099]  But let me say something.
[03:08:36.099 --> 03:08:43.183]  He said something at the end that only a diplomat would know when he said there's a two track approach to the presidency.
[03:08:43.183 --> 03:08:46.025]  There is no two track approach to the presidency.
[03:08:46.025 --> 03:08:49.406]  There's a two track approach to foreign policy.
[03:08:49.406 --> 03:08:52.068]  And that's where the problem came in.
[03:08:52.068 --> 03:08:53.509]  Pence should have been fired.
[03:08:54.514 --> 03:08:55.695]  He has to be fired.
[03:08:55.695 --> 03:08:59.717]  It's a coup attempt, but it's easy to bring down.
[03:08:59.717 --> 03:09:01.679]  Our boys are just watching this.
[03:09:01.679 --> 03:09:03.500]  They know exactly what's going on.
[03:09:03.500 --> 03:09:05.381]  The Republic will remain intact.
[03:09:05.381 --> 03:09:06.962]  You will remain intact.
[03:09:06.962 --> 03:09:16.068]  What has to go and what you've proven with Rubio and others is that the sociopathy in Congress, in the Senate, in the political arena,
[03:09:16.548 --> 03:09:20.853]  Is going to stop in the age of the binary numbers 1 and 0.
[03:09:20.853 --> 03:09:22.334]  Now where are we going from here?
[03:09:22.334 --> 03:09:29.562]  We're going even to a higher level of encryption and coding and computer work which is called quantum.
[03:09:29.562 --> 03:09:33.566]  Which means that these people are not going to be relevant at all.
[03:09:33.566 --> 03:09:37.871]  What they're seeing is the irrelevancy of their presence and their institutions.
[03:09:37.871 --> 03:09:38.812]  You're saying these are death throes?
[03:09:39.670 --> 03:09:49.834]  These are death throes, and what you and Owen have done is basically start to throw the sand on their grave, and they don't understand how clear they are being buried.
[03:09:49.834 --> 03:09:54.835]  I don't want to brag about us, but I was there in front of Senator Warren and others, and they saw me very close.
[03:09:54.835 --> 03:09:59.617]  They were horrified, and I'm not into power trips because I'm an average guy, but I'm way better.
[03:09:59.617 --> 03:10:01.618]  These people were shaking in fear.
[03:10:02.398 --> 03:10:03.779]  Everyone was bowing to them.
[03:10:03.779 --> 03:10:05.140]  It was very sycophantic.
[03:10:05.140 --> 03:10:06.161]  It really made me feel sick.
[03:10:06.161 --> 03:10:07.441]  Well, I know Warren.
[03:10:07.441 --> 03:10:08.802]  I knew Warren from Maryland.
[03:10:08.802 --> 03:10:10.323]  The guy is the sociopath.
[03:10:10.323 --> 03:10:13.926]  I mean, he made his money in the business of telecommunication.
[03:10:13.926 --> 03:10:15.147]  He wanted to get elected.
[03:10:15.147 --> 03:10:16.488]  He had nothing else to do.
[03:10:16.488 --> 03:10:17.528]  He didn't know what to do.
[03:10:17.528 --> 03:10:19.530]  He's like Rick Scott here in Florida.
[03:10:19.530 --> 03:10:22.672]  They don't know what to do, so they figure they're going to run for something.
[03:10:22.672 --> 03:10:24.033]  The Senate sounds nice.
[03:10:24.033 --> 03:10:25.173]  They're there for six years.
[03:10:25.173 --> 03:10:25.974]  They don't do anything.
[03:10:25.974 --> 03:10:29.376]  Well, so they sit up there all of an act powerful, and they look like little kids.
[03:10:29.376 --> 03:10:30.477]  Well, they don't have power.
[03:10:30.977 --> 03:10:33.960]  The real power, my friend, is what LBJ said.
[03:10:33.960 --> 03:10:35.661]  It's at the local level.
[03:10:35.661 --> 03:10:37.042]  It's the commissioners.
[03:10:37.042 --> 03:10:38.864]  It's the guy who picks up your trash.
[03:10:38.864 --> 03:10:41.085]  It's the guy who provides you clean water.
[03:10:41.085 --> 03:10:43.567]  It's the people who make sure that you have a business.
[03:10:43.567 --> 03:10:44.108]  It's the police!
[03:10:45.407 --> 03:10:45.988]  That's correct.
[03:10:45.988 --> 03:10:49.512]  The local police, the FBI has no relevance whatsoever.
[03:10:49.512 --> 03:10:51.495]  No one takes them seriously.
[03:10:51.495 --> 03:10:53.838]  I couldn't take them seriously in the Hanafi Muslim.
[03:10:53.838 --> 03:10:55.200]  They were incompetent.
[03:10:55.200 --> 03:11:01.288]  When you have an institution created by a flamer and a sociopath like J. Edgar Hoover, it breeds
[03:11:01.328 --> 03:11:06.169]  And you're talking about Louis Freeh, who wrote the Sandusky Report, who covered it.
[03:11:06.169 --> 03:11:06.349]  Correct.
[03:11:06.349 --> 03:11:10.210]  So there's more connections there, but real quick for the rest of this segment, Dr. Patenek.
[03:11:26.247 --> 03:11:27.028]  Yeah.
[03:11:27.028 --> 03:11:30.850]  First of all, the reason why they're so scared of Alex when he goes to Congress... I'll ask that as a power trip.
[03:11:30.850 --> 03:11:33.952]  They are genuinely obsessed with shutting us down.
[03:11:33.952 --> 03:11:36.033]  They are like... they are... why?
[03:11:36.033 --> 03:11:37.634]  We're not... Because you're real, Alex.
[03:11:37.634 --> 03:11:38.915]  It doesn't matter what your opinion is.
[03:11:38.915 --> 03:11:40.476]  It doesn't matter if they think you're crazy.
[03:11:40.476 --> 03:11:43.818]  You going to Congress as a real person shocks everyone.
[03:11:43.818 --> 03:11:44.438]  They're all fake.
[03:11:44.438 --> 03:11:45.159]  They're all phony.
[03:11:45.159 --> 03:11:47.060]  So now, oh my gosh, a real person is here.
[03:11:47.060 --> 03:11:48.801]  They're totally exposed.
[03:11:48.801 --> 03:11:49.502]  But here's what...
[03:11:50.242 --> 03:11:51.363]  Go ahead, Doc.
[03:11:51.363 --> 03:11:55.265]  Well, here's what it comes down to to me, and I've always wondered this, Dr. Pucinich, and I think you kind of just said it.
[03:11:55.265 --> 03:12:04.411]  I've wondered if Trump and other sleeper cells behind the scenes are just waiting patiently as they continue to break the law and commit treason day after day after day.
[03:12:04.411 --> 03:12:06.612]  I mean, they just keep digging their graves.
[03:12:06.612 --> 03:12:09.494]  And I think that that's what the mandate is in these 2018 elections.
[03:12:09.494 --> 03:12:12.176]  It's sad that this is what it's come down to, but basically in the 2018 midterms,
[03:12:13.817 --> 03:12:22.684]  It's going to be, the 116th Congress is going to be elected to either remove Trump from office, or the 116th Congress is going to be elected to protect America.
[03:12:22.684 --> 03:12:24.025]  And he said that last night.
[03:12:24.025 --> 03:12:27.368]  He said, if you want success, you see what I've done, me.
[03:12:27.368 --> 03:12:28.489]  You don't, they can get me.
[03:12:28.489 --> 03:12:29.230]  I love that honesty.
[03:12:30.911 --> 03:12:31.612]  That's correct.
[03:12:31.612 --> 03:12:39.037]  But remember, what's happening now under Jeff Sessions and Trump is a huge case of pedophilia all over the country.
[03:12:39.037 --> 03:12:44.941]  Pence has been accused of that in Indiana, that he was overseeing a pedophilia ring.
[03:12:44.941 --> 03:12:46.202]  I don't know if it's true.
[03:12:46.202 --> 03:12:47.563]  I don't really care.
[03:12:47.563 --> 03:12:51.145]  But the reality is that the systems are breaking down.
[03:12:51.145 --> 03:12:51.986]  You're not.
[03:12:51.986 --> 03:12:53.627]  As Owen said, you're real.
[03:12:53.627 --> 03:12:55.008]  You went up there, you touched them.
[03:12:58.226 --> 03:12:59.907]  They would be scared to come on it.
[03:12:59.907 --> 03:13:03.691]  Even you offered them thousands of dollars, they wouldn't dare come on your show.
[03:13:03.691 --> 03:13:04.751]  So what do they do?
[03:13:04.751 --> 03:13:07.914]  They deprecate us by saying we're conspiracy theorists?
[03:13:07.914 --> 03:13:08.394]  Really?
[03:13:08.394 --> 03:13:09.855]  Do you know any false flags?
[03:13:09.855 --> 03:13:12.418]  Are there any experts there who aren't false flags?
[03:13:12.418 --> 03:13:12.818]  None of them.
[03:13:13.570 --> 03:13:23.702]  Bolton, he joined the military but was afraid to go to Vietnam because he could kill, but he sends us to Iraq, he destroys Libya, and he wants to take down North Korea.
[03:13:23.702 --> 03:13:25.985]  Kim Jong-un is smarter than he is.
[03:13:25.985 --> 03:13:28.548]  Kim Jong-un has more education than he does.
[03:13:28.548 --> 03:13:33.574]  He went to Switzerland, he understands English, he understands all the national issues.
[03:13:34.955 --> 03:13:56.094]  The end of Bolton was when Pompeo, who's a brilliant military operative, but his Secretary of State said to Bolton, cool it, you're not involved in North Korea and we're not using the Libya format because the Libya format, which was created by... Oh, didn't Bolton, you failed to state, didn't Bolton show his cards when he tried to sabotage the whole North Korea deal?
[03:13:57.492 --> 03:13:58.212]  That's correct.
[03:13:58.212 --> 03:14:04.435]  And Pompeo, who's a brilliant number one at West Point, number one at Harvard Law School.
[03:14:04.435 --> 03:14:14.538]  He's a brilliant, brilliant individual who doesn't, you know, show it all that time, is appointed by Trump to be head of the CIA and Secretary of State.
[03:14:14.538 --> 03:14:16.339]  That was a brilliant appointment.
[03:14:16.339 --> 03:14:19.180]  And I think what you're going to see is mad as Trump.
[03:14:19.881 --> 03:14:20.281]  I don't
[03:14:34.804 --> 03:14:35.544]  No.
[03:14:35.544 --> 03:14:43.928]  Anybody who thinks he's crazy, I would love to be part of the suit to sue the hell out of them, because there is nothing in this- You are a psychiatrist.
[03:14:43.928 --> 03:14:51.551]  Trump has incredible stamina, super smart, and he claims that he's this bumbling idiot and that Obama took credit today for the economy being better.
[03:14:51.551 --> 03:14:52.411]  Boy, that was crazy.
[03:14:53.559 --> 03:14:55.340]  Obama couldn't have done anything.
[03:14:55.340 --> 03:15:00.002]  I told you he was basically involved in eight years of warfare.
[03:15:00.002 --> 03:15:10.246]  We never had more wars in Syria, Iraq, Libya, Yemen, Saudi Arabia than this man who was a CIA operative, went to Pakistan,
[03:15:10.586 --> 03:15:18.390]  Worked with Geithner who provided him with cover on the Asia Society and from the day he was involved he lied.
[03:15:18.390 --> 03:15:22.212]  He's a complete sociopath and the agency knows that.
[03:15:22.212 --> 03:15:23.673]  And who's the one who covers him?
[03:15:24.483 --> 03:15:27.405]  It's our friend John, uh, the CIA.
[03:15:27.405 --> 03:15:29.567]  Forget, I don't want to get into the names on that.
[03:15:29.567 --> 03:15:33.290]  But basically, this is a man who's a sociopath.
[03:15:33.290 --> 03:15:34.571]  Who else is a sociopath?
[03:15:34.571 --> 03:15:35.772]  Bush Jr.!
[03:15:35.772 --> 03:15:36.473]  Who created 9-11?
[03:15:36.473 --> 03:15:40.256]  So they're all, they're all our mental midgets, uh, stevebuchanek.com.
[03:15:40.256 --> 03:15:41.777]  Doc, thank you so much.
[03:15:41.777 --> 03:15:45.040]  Coming up more, you'll be back in about 45 minutes with Oram.
[03:15:45.040 --> 03:15:45.840]  Thank you all.
[03:15:45.840 --> 03:15:47.502]  Most censored broadcast in the world.
[03:15:47.502 --> 03:15:51.065]  Special broadcast coming up tomorrow at infowars.com only.
[03:15:53.499 --> 03:15:55.360]  Healthcare reform is confusing.
[03:15:55.360 --> 03:16:03.963]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[03:16:03.963 --> 03:16:07.644]  Control your own healthcare costs and choices with Liberty HealthShare.
[03:16:07.644 --> 03:16:09.605]  Liberty HealthShare is not insurance.
[03:16:09.605 --> 03:16:15.647]  It is an association of self-pay patients who unite with like-minded people to share the cost of each other's medical needs.
[03:16:15.647 --> 03:16:17.148]  Neighbor helping neighbor.
[03:16:17.148 --> 03:16:19.709]  Learn more now by going to libertyoncall.org.
[03:16:19.709 --> 03:16:21.590]  That's libertyoncall.org.
[03:16:22.930 --> 03:16:25.551]  Hunters, anglers, campers, and survivalists.
[03:16:25.551 --> 03:16:26.652]  Get back to nature.
[03:16:26.652 --> 03:16:33.974]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:16:33.974 --> 03:16:37.396]  Slingbow products are compact and models start from just $17.98.
[03:16:37.396 --> 03:16:40.957]  They're perfect for your bug out bag or storing in your vehicle.
[03:16:40.957 --> 03:16:45.119]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:16:45.119 --> 03:16:49.701]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:16:49.701 --> 03:16:52.362]  Feel the thrill only at slingbow.com.
[03:16:52.842 --> 03:16:55.564]  Bacon lovers, we ship free.
[03:16:55.564 --> 03:16:57.385]  Try our amazing bacon.
[03:16:57.385 --> 03:16:59.386]  No refrigeration required.
[03:16:59.386 --> 03:17:08.993]  Proprietary value-added packaging provides 10-year shelf life and protects the leanest, thickest, center-cut, fully cooked bacon in America today.
[03:17:08.993 --> 03:17:12.455]  Ready to eat right from the pouch or warm and serve.
[03:17:12.455 --> 03:17:14.316]  Savory and delicious.
[03:17:14.316 --> 03:17:17.278]  Wholesale price for your everyday use.
[03:17:17.278 --> 03:17:20.180]  Order today at ReadyToEatBacon.com.
[03:17:20.180 --> 03:17:21.481]  ReadyToEatBacon.com.
[03:17:22.922 --> 03:17:24.163]  Hi, I'm Dan Pilla.
[03:17:24.163 --> 03:17:28.084]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:17:28.084 --> 03:17:29.605]  I sued the IRS and won.
[03:17:29.605 --> 03:17:32.566]  I beat the IRS then, and I've been beating them ever since.
[03:17:32.566 --> 03:17:38.128]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:17:38.128 --> 03:17:39.328]  I can help you, too.
[03:17:39.328 --> 03:17:42.269]  If you owe taxes you can't pay, don't wait another day.
[03:17:42.269 --> 03:17:44.490]  There's no such thing as a hopeless tax case.
[03:17:44.490 --> 03:17:48.932]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[03:17:48.932 --> 03:17:51.273]  That's danpilla.com, danpilla.com.
[03:17:54.377 --> 03:17:56.718]  Fueling your body is hard work.
[03:17:56.718 --> 03:18:02.481]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[03:18:02.481 --> 03:18:10.925]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:18:10.925 --> 03:18:13.146]  There's no better way to power your body.
[03:18:13.666 --> 03:18:20.548]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:18:20.548 --> 03:18:31.711]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:18:31.711 --> 03:18:38.613]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[03:18:39.153 --> 03:18:45.321]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[03:18:45.321 --> 03:18:49.166]  Don't miss out on the chance to fuel your body and support recovery.
[03:18:49.166 --> 03:18:52.311]  Try the InfoWars Life Daily Digestive Pack today!
[03:18:55.262 --> 03:19:03.804]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalists and live in a free society.
[03:19:03.804 --> 03:19:07.305]  Several years ago, I set out with top formulators in the U.S.
[03:19:07.305 --> 03:19:16.827]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[03:19:16.827 --> 03:19:24.009]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[03:19:24.249 --> 03:19:27.832]  Best selling product at InfoWarsLife.com because it works so well.
[03:19:27.832 --> 03:19:36.078]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[03:19:36.078 --> 03:19:40.862]  Try Alpha Power exclusively available at InfoWarsLife.com for yourself.
[03:19:40.862 --> 03:19:42.763]  Ladies and gentlemen, it's non-GMO.
[03:19:42.763 --> 03:19:43.644]  It's for your brain.
[03:19:43.644 --> 03:19:44.404]  It's for sports.
[03:19:44.404 --> 03:19:46.586]  It's for activities and it's made in the USA.
[03:19:46.586 --> 03:19:49.868]  Get your Alpha Power today at InfoWarsLife.com.
[03:19:49.868 --> 03:19:52.911]  Everybody needs to try Alpha Power today.
[03:19:57.243 --> 03:20:10.095]  You're listening to the Alex Jones Show.
[03:20:10.095 --> 03:20:14.198]  You are either with the Republic or against it.
[03:20:14.198 --> 03:20:18.402]  Resistance to titans is obedience to God.
[03:20:18.402 --> 03:20:20.204]  It's Alex Jones.
[03:20:23.130 --> 03:20:29.232]  Welcome back to the Alex Jones Show, still on the air, still fighting the forces of censorship and evil.
[03:20:29.232 --> 03:20:35.154]  I'm Joel Gilbert, filmmaker, hosting this hour from the People's Republic of California.
[03:20:35.154 --> 03:20:38.235]  You know me as a frequent guest and filmmaker.
[03:20:38.235 --> 03:20:43.397]  I'm going to bring right on right now, my guest is Kevin Jackson from the Black Sphere.
[03:20:44.187 --> 03:20:48.130]  He's a radio talk show host on Genesis Communications.
[03:20:48.130 --> 03:20:59.859]  You see him regularly on the Fox News channel as a political commentator, author of The Big Black Lie and Race Pimping, the multi-trillion dollar business of liberalism.
[03:20:59.859 --> 03:21:00.980]  And Kevin is in St.
[03:21:00.980 --> 03:21:04.423]  Louis because he's at a premiere for his new movie.
[03:21:04.423 --> 03:21:06.725]  It's called Bleeding Blue.
[03:21:06.725 --> 03:21:09.547]  He calls it the movie Hollywood refuses to make.
[03:21:10.331 --> 03:21:21.300]  And this film investigates the narrative that the police are bloodthirsty villains out for vigilante justice against minorities as Barack Obama taught the public.
