[00:00.000 --> 00:27.860]  Little
[3:47:52.840 --> 3:47:55.840]  They're gonna keep interest rates low even though inflation is going up
[3:47:57.840 --> 3:47:58.840]  They raised them in Russia
[3:47:58.840 --> 3:48:01.840]  They're not raising them in the United States
[3:48:01.840 --> 3:48:02.840]  How come?
[3:48:03.840 --> 3:48:05.840]  Because the banksters are in charge
[3:48:07.840 --> 3:48:08.840]  You got
[3:48:08.840 --> 3:48:14.840]  Four groups running our lives the military industrial complex. Don't believe me ask the white the eyes and hour
[3:48:18.840 --> 3:48:20.840]  January 17th
[3:48:20.840 --> 3:48:24.840]  1961 is farewell address warning them the military industrial complex
[3:48:24.840 --> 3:48:28.840]  Is robbing a nation of the genius of scientists where the labor is in the future of the children
[3:48:29.840 --> 3:48:32.840]  Number two the banksters too big to fail
[3:48:33.840 --> 3:48:40.840]  Federal Reserve not federal you got and the JP Morgan chases they own the gang and in the banks all the big banksters
[3:48:41.840 --> 3:48:43.840]  Number three the drug lords
[3:48:44.840 --> 3:48:48.840]  The people called big pharma and number four high-tech
[3:48:48.840 --> 3:48:53.840]  Freedom gone unless we fight for freedom to bring it back
[3:48:54.840 --> 3:48:58.840]  But by those products that I just talked about it for info wars. They're great
[3:48:59.840 --> 3:49:06.840]  And you're supporting it's a 360 win same with the trends journal and occupied peace calm the more people we have
[3:49:08.840 --> 3:49:14.840]  Better our chances of winning it does not take a majority to prevail but right now we're not going to take a majority
[3:49:14.840 --> 3:49:19.840]  Better our chances of winning it does not take a majority to prevail but rather an irate tireless minority
[3:49:20.840 --> 3:49:25.840]  Keen on setting brush fires of freedom in the minds of men and women said Samuel Adams
[3:49:26.840 --> 3:49:29.840]  And you're tuned in to that irate tireless minority
[3:49:29.840 --> 3:49:43.840]  And we'll see you when we tune in again next week same time at info wars. Thank you for having me
