[00:00:17.014 --> 00:00:22.097]  May 31st, 2019.
[03:09:19.133 --> 03:09:23.616]  Because he got to see what the real consequences were of that kind of insular conduct.
[03:09:23.616 --> 03:09:28.318]  And so it probably provided him a life edge that he would not otherwise have, and he would probably be less useful for the president.
[03:09:29.178 --> 03:09:31.700]  Just briefly, I'm going to hit a few calls here.
[03:09:31.700 --> 03:09:35.464]  I've read about the story, but you broke it down a few weeks ago to me, really.
[03:09:35.464 --> 03:09:36.304]  What happened?
[03:09:36.304 --> 03:09:43.491]  So, I mean, basically he did have some tax and a range of issues, but the people turning him in were his own sister-in-law and other people, his other close family members.
[03:09:43.491 --> 03:09:47.995]  So he tried to set them up with bogus hookers and in different, tried to set up her husband with a bogus hooker.
[03:09:48.035 --> 03:09:48.615]  We're good to go.
[03:10:16.292 --> 03:10:17.273]  And that's who he was.
[03:10:17.273 --> 03:10:29.482]  But it did help the son in the sense that the son, unlike everyone else in his privileged group of upbringing, recognized what consequences can happen when you don't plan ahead, when you're not strategic, and when you think your own world is the only world that exists.
[03:10:29.482 --> 03:10:34.846]  And that's probably why he has been so much more beneficial to the president than he would have been without that life experience.
[03:10:34.846 --> 03:10:36.468]  And then the incestuousness of it.
[03:10:37.128 --> 03:10:43.212]  And that Chris Christie's in with Trump and everything, but then Kushner's in, and you know, Kushner doesn't like Chris Christie.
[03:10:43.212 --> 03:10:43.732]  Right.
[03:10:43.732 --> 03:10:46.794]  You knew sooner or later Chris Christie wasn't making it to the dance.
[03:10:46.794 --> 03:10:48.915]  So that's why he was the first guy to endorse Trump.
[03:10:48.915 --> 03:10:51.777]  He was hoping to overcome the fact that he put Kushner's dad in.
[03:10:51.777 --> 03:10:53.578]  I'm always impressed how much research you've done.
[03:10:53.578 --> 03:10:58.821]  We were talking to Pattis, a great lawyer up in Connecticut for the Sandy Hook political suits.
[03:10:58.821 --> 03:11:00.942]  He's like, wow, I've actually watched all the videos.
[03:11:00.942 --> 03:11:02.142]  You never even said what they said.
[03:11:02.142 --> 03:11:03.443]  It is all edited.
[03:11:03.443 --> 03:11:04.184]  Barnes is right.
[03:11:05.180 --> 03:11:10.304]  But he's a great guy, but he was kind of reactively still like halfway believing what they say.
[03:11:10.304 --> 03:11:11.665]  You'd actually gone and looked at it all.
[03:11:11.665 --> 03:11:13.326]  I mean, they just lie about everything.
[03:11:13.326 --> 03:11:13.746]  Oh, completely.
[03:11:13.746 --> 03:11:14.727]  Not the families, the lawyers.
[03:11:14.727 --> 03:11:15.327]  Oh, absolutely.
[03:11:15.327 --> 03:11:15.808]  Exactly.
[03:11:15.808 --> 03:11:22.392]  And what's happened is you had the Connecticut lawsuit was based on a bunch of claims that they had to have known or should have known didn't exist.
[03:11:22.392 --> 03:11:24.794]  They were based on made up facts that just didn't happen.
[03:11:25.174 --> 03:11:29.376]  You know, there was no marketing or targeting of people in the manner that they were talking about.
[03:11:29.376 --> 03:11:31.536]  There was no attempts to target people.
[03:11:31.536 --> 03:11:35.598]  Yeah, they act like one news story is like the Holy Grail of cash machine shootout.
[03:11:35.598 --> 03:11:39.620]  We have hundreds of videos today, stacks of articles, guests.
[03:11:39.620 --> 03:11:48.243]  They're saying that I'm living off this when it's really those Democrat lawyers and those groups that have been getting in office, milking it, getting contributions the American way.
[03:11:48.783 --> 03:11:50.866]  Uh, families that have been caught keeping money?
[03:11:50.866 --> 03:11:54.190]  The truth is this is all coming out and they don't know the tar baby they've gotten involved in.
[03:11:54.190 --> 03:12:02.499]  We didn't make a damn dime off barely covering it and then they get to cover it and bring it back up in my name and that's what's sick.
[03:12:02.499 --> 03:12:06.184]  They hold me up like a ventriloquist and go, Alex Jones!
[03:12:06.184 --> 03:12:07.725]  Nobody died!
[03:12:07.725 --> 03:12:08.907]  He's hurting the families!
[03:12:09.229 --> 03:12:10.711]  And it's the lawyers doing it!
[03:12:10.711 --> 03:12:16.979]  Right, and I think what happened is the lawyers got caught in Connecticut actually believing press coverage.
[03:12:16.979 --> 03:12:20.483]  They really believed the politicians, they really believed the press, they really believed Media Matters.
[03:12:20.483 --> 03:12:22.085]  They assumed all that was accurate.
[03:12:22.085 --> 03:12:25.789]  I mean, even Joe Rogan said at one point he had believed that what Media Matters put out was accurate.
[03:12:25.789 --> 03:12:27.792]  He didn't realize until later it was completely inaccurate.
[03:12:28.192 --> 03:12:34.657]  And the way Media Matters disguises the truth is they will bury within the article or their publication the actual whole video.
[03:12:34.657 --> 03:12:38.659]  And if you go and watch the whole video, you realize, oh, they're completely mischaracterizing what took place here.
[03:12:38.659 --> 03:12:44.163]  They're completely mischaracterizing the conversation, they're completely mischaracterizing the scope of the issues, etc.
[03:12:44.163 --> 03:12:45.364]  But they don't do that.
[03:12:45.364 --> 03:12:54.791]  So that's where if you've read and reviewed InfoWars during the entire time period, 90-95% of all coverage does not say that Sandy Hook didn't happen, admits and acknowledges Sandy Hook did happen.
[03:12:55.171 --> 03:13:06.646]  So that in fact what the issue was whether or not politicians were coming up with a different reason as to why Sandy Hook happened and they wanted to only the politicians in the press only wanted to blame a gun.
[03:13:06.646 --> 03:13:08.148]  They didn't want to blame the shooter.
[03:13:08.148 --> 03:13:10.050]  They didn't want to blame mental health treatment.
[03:13:10.050 --> 03:13:11.873]  They didn't want to blame psychotropic drugs.
[03:13:12.193 --> 03:13:14.936]  They didn't want to blame school security.
[03:13:14.936 --> 03:13:20.343]  They didn't want to blame school systems that didn't make the very simple choice of allowing teachers the means of locking their own doors.
[03:13:20.343 --> 03:13:28.792]  I mean, it's one thing to do the Israeli mechanism of protecting schools, where teachers are trained and have arms available to them, where they have not experienced any of these kind of incidents.
[03:13:28.792 --> 03:13:31.455]  Because Islamists know somebody's waiting for you with an AR-15.
[03:13:32.096 --> 03:13:32.756]  Correct, exactly.
[03:13:44.781 --> 03:13:51.428]  There's going to be a ruling in the third Sandy Hook suit filed here in Austin, where I was sued by someone's name I never even said.
[03:13:51.428 --> 03:13:53.670]  All the law says you can't do that.
[03:13:53.670 --> 03:13:57.734]  But you're predicting they'll still push it on, it'll go to appeal, and then come back.
[03:13:57.734 --> 03:13:59.776]  It'll obviously go nowhere in the future.
[03:13:59.776 --> 03:14:01.097]  But that's why they're so upset.
[03:14:01.097 --> 03:14:02.098]  But they used
[03:14:02.839 --> 03:14:10.721]  Basically, these disingenuous lawsuits, as the perception of my guilt for the deplatforming, show their victory has already happened.
[03:14:10.721 --> 03:14:16.363]  The politicians and the press continue to misuse and mischaracterize these suits for their own partisan and personal purposes.
[03:14:16.363 --> 03:14:18.764]  Ultimately, there will be a decision.
[03:14:18.764 --> 03:14:25.866]  I think the court is a very thoughtful court, is concerned with the First Amendment limitations, has spoken about the significance of the constitutional issues involved.
[03:14:26.446 --> 03:14:33.329]  And it's torn between the emotional safety appeal of the plaintiffs versus the First Amendment appeal that we are making.
[03:14:33.329 --> 03:14:41.952]  And so whichever way the court decides, and I think it's 50-50 which way the court goes, but ultimately this is going to, whether we appeal it or whether they appeal it, it's going to go up on appeal.
[03:14:41.952 --> 03:14:44.773]  So this is a decision that needs to be made by the highest court in the land.
[03:14:44.773 --> 03:14:46.174]  But they're going to run it as another victory.
[03:14:46.174 --> 03:14:46.774]  No, no.
[03:14:46.774 --> 03:14:49.075]  These courts are all punting to the appeal.
[03:14:49.355 --> 03:14:49.615]  Correct.
[03:14:49.615 --> 03:14:56.423]  I mean, all of them know that this is... But if the appeals courts say you can sue somebody when you hadn't said their name, the country's gonna be shut down by lawsuits.
[03:14:56.423 --> 03:14:57.144]  That's what's gonna happen.
[03:14:57.144 --> 03:14:59.867]  The press is gonna not be able to function as a free press.
[03:14:59.867 --> 03:15:04.072]  And like you said to me, even CNN in the Covington is arguing what you're saying now.
[03:15:04.572 --> 03:15:06.114]  So they can't have Kanania too?
[03:15:06.114 --> 03:15:06.474]  Exactly.
[03:15:06.474 --> 03:15:11.298]  CNN admits that your legal position in this case is the correct constitutional position.
[03:15:11.298 --> 03:15:16.063]  So they've admitted that in their filings and the Sandman-related suits out of Kentucky.
[03:15:16.063 --> 03:15:22.369]  So all we're arguing is that we should have the same standards for everybody in the press, same standards for everybody in speech.
[03:15:22.369 --> 03:15:25.592]  And this is significant and you're the tip of the spear to protect the freedom of the press.
[03:15:25.592 --> 03:15:26.873]  And what did the judge say when you said that in court?
[03:15:27.473 --> 03:15:33.417]  The judge said he takes it very seriously, he wants to make it thoughtful and make an intelligent review, and he's torn by what to do.
[03:15:33.417 --> 03:15:38.481]  And so I think he's going to make the best decision he knows how, and whichever way it goes, ultimately it's a decision that the U.S.
[03:15:38.481 --> 03:15:40.362]  Supreme Court's going to have to stay by.
[03:15:40.362 --> 03:15:47.007]  And I think the fundamental decision to protect free press and free speech in this country will have the name Alex Jones in its title.
[03:15:47.007 --> 03:15:48.167]  Well, listeners, we love you.
[03:15:48.167 --> 03:15:49.608]  Dr. Nick Begich, straight ahead.
[03:15:49.608 --> 03:15:50.189]  Please stay with us.
[03:15:53.288 --> 03:15:57.150]  Most of you know that heart disease is the number one silent killer in the U.S.
[03:15:57.150 --> 03:16:02.153]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[03:16:02.153 --> 03:16:06.976]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[03:16:06.976 --> 03:16:08.316]  Don't just take my word for it.
[03:16:08.316 --> 03:16:13.079]  Check out all of the success stories at HBExtract.com or to order call 866-295-5305.
[03:16:13.079 --> 03:16:13.299]  That's 866-295-5305.
[03:16:19.102 --> 03:16:20.723]  HBXtrack.com.
[03:16:20.723 --> 03:16:23.024]  Don't risk it when you can take charge of it.
[03:16:23.024 --> 03:16:25.665]  Hunters, anglers, campers and survivalists.
[03:16:25.665 --> 03:16:26.766]  Get back to nature.
[03:16:26.766 --> 03:16:34.069]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:16:34.069 --> 03:16:37.491]  Slingbow products are compact and models start from just $17.98.
[03:16:37.491 --> 03:16:41.052]  They're perfect for your bug out bag or storing in your vehicle.
[03:16:41.052 --> 03:16:44.934]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:16:45.214 --> 03:16:49.780]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:16:49.780 --> 03:16:52.884]  Feel the thrill only at slingbow.com.
[03:16:52.884 --> 03:16:54.767]  Fully cooked, ready to eat bacon.
[03:16:54.767 --> 03:16:57.991]  I'm talking thick, meaty, center cut, presidential bacon.
[03:16:57.991 --> 03:16:59.593]  Savory and delicious.
[03:16:59.593 --> 03:17:02.437]  I buy some, I use some, I store some.
[03:17:02.437 --> 03:17:02.838]  Awesome!
[03:17:03.078 --> 03:17:06.161]  No refrigeration needed with a 10-year shelf life.
[03:17:06.161 --> 03:17:07.722]  NASA PAC Technology.
[03:17:07.722 --> 03:17:08.343]  Bacon.
[03:17:08.343 --> 03:17:12.506]  Fully cooked, fully hydrated, ready to eat right from the pack bacon.
[03:17:12.506 --> 03:17:13.947]  Or warm and serve.
[03:17:13.947 --> 03:17:15.989]  Life-saving, ready to eat bacon.
[03:17:15.989 --> 03:17:17.931]  10-year shelf life bacon.
[03:17:17.931 --> 03:17:20.713]  Ships free at FullyCookedBacon.com.
[03:17:20.713 --> 03:17:21.954]  FullyCookedBacon.com.
[03:17:22.995 --> 03:17:24.215]  Hi, I'm Dan Pilla.
[03:17:24.215 --> 03:17:28.136]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:17:28.136 --> 03:17:29.676]  I sued the IRS and won.
[03:17:29.676 --> 03:17:32.637]  I beat the IRS then, and I've been beating them ever since.
[03:17:32.637 --> 03:17:38.198]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:17:38.198 --> 03:17:39.398]  I can help you, too.
[03:17:39.398 --> 03:17:42.339]  If you owe taxes you can't pay, don't wait another day.
[03:17:42.339 --> 03:17:44.559]  There's no such thing as a hopeless tax case.
[03:17:44.559 --> 03:17:49.000]  Call 800-34-NO-TAX, or go to my website, danpilla.com.
[03:17:49.000 --> 03:17:51.281]  That's danpilla.com, danpilla.com.
[03:17:55.003 --> 03:17:59.707]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:17:59.707 --> 03:18:10.135]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:18:11.016 --> 03:18:15.838]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:18:15.838 --> 03:18:24.222]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:18:24.222 --> 03:18:31.945]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:18:31.945 --> 03:18:33.906]  Wake up refreshed and take on the day.
[03:18:34.386 --> 03:18:42.315]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:18:42.315 --> 03:18:45.999]  Get the sleep you deserve and experience the power of knockout.
[03:18:45.999 --> 03:18:50.384]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:18:50.384 --> 03:18:51.806]  That's InfoWarsLife.com
[03:18:54.019 --> 03:19:00.780]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[03:19:00.780 --> 03:19:04.221]  As you age, your body can lose testosterone over time.
[03:19:04.221 --> 03:19:13.142]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:19:13.142 --> 03:19:21.304]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:19:21.884 --> 03:19:27.329]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[03:19:27.329 --> 03:19:34.576]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:19:34.576 --> 03:19:38.259]  Let Alpha Power help bring you to the peak of your optimal health.
[03:19:38.259 --> 03:19:41.302]  Don't fall short on energy in the fight against tyranny.
[03:19:41.302 --> 03:19:45.365]  Show the world what a True Alpha Male looks like today with Alpha Power.
[03:19:45.365 --> 03:19:47.848]  Head to InfoWarsStore.com today.
[03:19:57.788 --> 03:20:09.940]  You're listening to the Alex Jones Show.
[03:20:09.940 --> 03:20:16.686]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:20:16.686 --> 03:20:20.329]  And now, your host, Nick Vagic.
[03:20:23.980 --> 03:20:34.804]  And welcome back to InfoWars, InfoWars.com, and this is Dr. Nick Vegas standing in for Alex Jones today in this last hour.
[03:20:34.804 --> 03:20:39.666]  I appreciate, you know, kind of the beginning of this show, you know, we sort of ended on
[03:20:41.546 --> 03:20:45.407]  A note again of all the news, you know, sort of compiled in the week.
[03:20:45.407 --> 03:20:47.629]  It's sort of compressing in the week.
[03:20:47.629 --> 03:21:06.938]  And, you know, I don't know whether anyone knows it or not outside of Alaska, but certainly here in Alaska, we know the Attorney General Barr is currently touring our state, meeting with indigenous peoples out in really rural Alaska, in the sense of being off the main road system, getting an appreciation for what
[03:21:07.618 --> 03:21:08.419]  Alaska is.
[03:21:08.419 --> 03:21:18.165]  You know, we have 70 communities in Alaska without police protection as a basic thing in government services.
[03:21:18.165 --> 03:21:19.125]  We don't have it.
[03:21:19.125 --> 03:21:20.526]  I mean, none.
[03:21:20.526 --> 03:21:33.354]  You may have a hostage situation, which we often do here in Alaska, and it might be, you know, six, eight hours before someone shows up because, you know, it takes that long to organize it and get there.
[03:21:33.354 --> 03:21:34.755]  And sometimes even longer.
[03:21:34.755 --> 03:21:36.336]  If the weather's bad, it could be days.
[03:21:36.997 --> 03:21:50.429]  And so 70 communities off of roads, half of those don't have sewer systems running water, you know, kind of what, you know, we're building toilets in Afghanistan and around the world, but
[03:21:51.127 --> 03:21:54.090]  Not in America, no way.
[03:21:54.090 --> 03:22:09.163]  So, bars touring around and getting a sense of what justice is in a frontier world, a third world within a first world nation, which is what a lot of, unfortunately, rural Alaska is, as I think about it today.
[03:22:09.163 --> 03:22:17.371]  And the other announcement today, the big one, is British Petroleum said the single biggest undeveloped oil
[03:22:18.031 --> 03:22:27.857]  Or excuse me and gas gas particularly field in the world is the North Slope of Alaska and the region around it and this is a massive.
[03:22:29.089 --> 03:22:29.770]  Oil Basin.
[03:22:29.770 --> 03:22:34.212]  In fact, here's my predictions for the next three years given what I've been reading.
[03:22:34.212 --> 03:22:37.713]  So this isn't some metaphysical nonsense.
[03:22:37.713 --> 03:22:53.861]  This is based on reading the literature and what's going on on the North Slope with the large globalist multinational companies as well as the smaller domestic Texas based predominantly and then some Australian based companies actually.
[03:22:54.722 --> 03:23:04.472]  Looking at the North Slope oil basins, when you look at the very top of the state above the furthest mountain range, that entire area is essentially an oil and gas basin.
[03:23:04.472 --> 03:23:12.421]  And if you look at the map that's up, if you're able to see this on screen, all the offshore areas in the light blue that are the light shallow
[03:23:13.697 --> 03:23:13.877]  I think?
[03:23:33.587 --> 03:23:43.489]  Now it's been producing about 500,000, more or less, half a million barrels a day for the last few years and declining and then going up and declining.
[03:23:43.489 --> 03:23:54.551]  But there's, in my view, there'll be another half a million barrels online and flowing within, I would say, five years, just given what's been discovered on the North Slope.
[03:23:54.551 --> 03:24:03.012]  And the smaller companies, the non-global companies, the domestic companies, don't think of this resource as a warehouse, you know, where they just
[03:24:03.012 --> 03:24:12.077]  Just keep it in the ground like a safety deposit box, because hey, you can exploit the world where they might throw you out and keep your oil in the ground here, but it's not really their oil.
[03:24:12.077 --> 03:24:15.198]  It's yours and my oil, and there's no performance requirements.
[03:24:15.198 --> 03:24:17.059]  They don't have to produce anything.
[03:24:17.059 --> 03:24:26.184]  So they're warehousing it, and now some of the other companies, Armstrong just sold a chunk of their rights, 400 million bucks, they got a 450 million dollar option on
[03:24:26.985 --> 03:24:37.058]  Remaining rights to two really impressive fields and a bunch of other things happening in Alaska with Armstrong and oil search and a bunch of others.
[03:24:37.058 --> 03:24:41.965]  But big things in oil and gas is the point.
[03:24:41.965 --> 03:24:43.047]  And yet we have this
[03:24:44.762 --> 03:24:59.832]  whole primitive thing going on within our state in terms of being able to access roads or infrastructure of any kind and police protection and water and sewer and the basic things most of us take for granted.
[03:24:59.832 --> 03:25:04.535]  And so the opportunities to in rural Alaska are huge.
[03:25:04.535 --> 03:25:06.337]  Behind me on the screen is a
[03:25:07.959 --> 03:25:08.900]  In the Wrangell St.
[03:25:08.900 --> 03:25:14.649]  Elias area and this is a property with partners I have up there and this is a big
[03:25:15.742 --> 03:25:17.503]  Uh, mineral zone as well.
[03:25:17.503 --> 03:25:19.044]  It's just a beautiful place.
[03:25:19.044 --> 03:25:30.689]  You know, but the thing is, Alaska has a lot of things that are that, in fact, the National Treasury is something I talked about a lot, and it's good to see national leaders looking at some of the problems of Alaska.
[03:25:30.689 --> 03:25:36.692]  And at the same time, from my perspective, the challenge that they present is also the opportunity to open up
[03:25:37.350 --> 03:25:42.315]  Regions of the country that offer the country great opportunity.
[03:25:42.315 --> 03:25:45.498]  There's a railroad being discussed now, privately funded even.
[03:25:45.498 --> 03:25:56.750]  They're discussing privately funding a railroad link, something that those have listened to me on this broadcast and others over the last couple of years have heard me talking about and we're seeing it moving forward.
[03:25:56.750 --> 03:25:58.472]  You know, those are all good, positive
[03:25:59.239 --> 03:25:59.619]  I think?
[03:26:17.068 --> 03:26:20.409]  Building stuff, you know, making stuff happen, you know.
[03:26:20.409 --> 03:26:33.935]  My good friend Dave Cuddy, who's from a multi-generational banking family here and he has a really great background in economics, was with me and we were discussing sort of the national scene and
[03:26:34.595 --> 03:26:51.151]  Having an understanding of not just the P&L but the balance sheet, you know, what are the resources, you know, and how are we deploying those in a meaningful way and in we were talking about taxes and taxation and how, you know, how much you end up paying and the bottom line to all of that is that the resentment isn't
[03:26:51.969 --> 03:26:57.553]  Paying it, you know, it's how it's being spent, you know, and fiddled away.
[03:26:57.553 --> 03:27:04.359]  Well, the balance sheet, the real wealth of the nation is very rarely paid attention to unless somebody is trying to steal it.
[03:27:05.203 --> 03:27:26.031]  Or manipulate it and what I really like about this presence identifying the balance sheet issues a little bit and thinking about the cash flow statement looking at the bigger picture saying what can we do and you know here in Alaska the infrastructure to link it and I've talked about some of the political obstacles one of them is the Jones Act and I know
[03:27:26.733 --> 03:27:36.799]  Bringing the Jones Act up, I anger a whole bunch of people and special interest groups who are vested in the Jones Act, which protects shipbuilding in America.
[03:27:36.799 --> 03:27:37.660]  And I get that.
[03:27:37.660 --> 03:27:41.982]  We want a shipbuilding industry in America for the military and all of those good reasons.
[03:27:41.982 --> 03:27:46.865]  But it's become really a hindrance at this moment.
[03:27:47.483 --> 03:27:51.965]  Because what it does is it restricts our ability to ship, unless it's a U.S.
[03:27:51.965 --> 03:27:54.006]  flagship, from a U.S.
[03:27:54.006 --> 03:27:55.547]  port to a U.S.
[03:27:55.547 --> 03:27:55.887]  port.
[03:27:55.887 --> 03:27:57.527]  We have to ship on a U.S.
[03:27:57.527 --> 03:27:58.068]  flagship.
[03:27:58.068 --> 03:28:02.790]  So from Alaska to the rest of the country, it always has to be U.S.
[03:28:02.790 --> 03:28:03.250]  flagged.
[03:28:03.250 --> 03:28:12.414]  And the obstacle there is it means that all of our foreign competition gets to use foreign flag vessels that cost a tenth.
[03:28:13.420 --> 03:28:16.142]  10% of what it costs to build a ship in the U.S.
[03:28:16.142 --> 03:28:23.786]  So their shipping costs, literally, and because of the way they crew them and everything else and the regulations, are a 10.
[03:28:23.786 --> 03:28:30.870]  So for 10% of the freight charges, you can ship to Asia versus 10 times that charge for me to ship to Seattle.
[03:28:31.644 --> 03:28:33.246]  You know, we're going to talk more about all this.
[03:28:33.246 --> 03:28:37.490]  We're going to talk about the upside of what we're doing, as well, after the break.
[03:28:37.490 --> 03:28:38.271]  It's coming up.
[03:28:38.271 --> 03:28:41.814]  And I want people to remember, support the InfoWars store.
[03:28:41.814 --> 03:28:45.258]  That's how this vital information gets to the public.
[03:28:45.258 --> 03:28:46.579]  This is Dr. Nick Begich.
[03:28:46.579 --> 03:28:50.583]  It's Friday afternoon, coming to you from Alaska.
[03:28:50.583 --> 03:28:52.365]  Thanks for being here and supporting this network.
[03:28:53.368 --> 03:28:54.871]  Oh, these pains.
[03:28:54.871 --> 03:28:57.395]  My neck, my back, shoulders.
[03:28:57.395 --> 03:28:59.217]  I've got to get some relief.
[03:28:59.217 --> 03:29:04.926]  Stress from everyday life, past injuries or surgeries can cause inflammation that leads to pain.
[03:29:04.926 --> 03:29:06.829]  But you don't want to take another pill.
[03:29:06.829 --> 03:29:08.612]  There's an easier, healthier way, right?
[03:29:08.732 --> 03:29:13.036]  Yes, with hot or cold therapy products at Sunshine-Pillows.com.
[03:29:13.036 --> 03:29:13.737]  Pillows?
[03:29:13.737 --> 03:29:15.159]  For my aches and pains?
[03:29:15.159 --> 03:29:16.620]  Oh, not just pillows.
[03:29:16.620 --> 03:29:25.870]  Sunshine-Pillows.com has the best selection of custom heated neck wraps and heated neck pillows, plus travel pillows, microwavable body heating wraps, and more.
[03:29:25.870 --> 03:29:27.832]  It's all available to you online.
[03:29:27.832 --> 03:29:29.854]  Finally, stress relief with no drugs.
[03:29:29.974 --> 03:29:30.554]  That's right.
[03:29:30.554 --> 03:29:35.616]  And now you can buy any select combo up to $150 and get 30% off.
[03:29:35.616 --> 03:29:40.798]  Just use this promo code SAVE30 when you click sunshine-pillows.com.
[03:29:40.798 --> 03:29:44.779]  Save 30% when you spend up to $150 on any select combo.
[03:29:44.779 --> 03:29:46.780]  Use promo code SAVE30.
[03:29:46.780 --> 03:29:49.041]  Sunshine-pillows.com.
[03:29:49.041 --> 03:29:51.702]  Your complete line of therapeutic pillows and pads.
[03:29:54.138 --> 03:30:01.803]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[03:30:01.803 --> 03:30:02.284]  It's you!
[03:30:03.393 --> 03:30:05.595]  That has defeated Hillary and the globalists.
[03:30:05.595 --> 03:30:14.283]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[03:30:14.283 --> 03:30:18.887]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[03:30:18.887 --> 03:30:20.349]  You are the info war.
[03:30:20.349 --> 03:30:23.872]  And now because of their intensifying censorship, it's more important than ever.
[03:30:24.532 --> 03:30:35.917]  Let everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[03:30:35.917 --> 03:30:43.901]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[03:30:43.901 --> 03:30:50.944]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[03:30:50.944 --> 03:30:53.685]  We are the renaissance and we are winning.
[03:30:55.948 --> 03:31:00.550]  It's never been easy to figure out the essentials of a new supplement routine.
[03:31:00.550 --> 03:31:08.273]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[03:31:08.273 --> 03:31:15.916]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[03:31:15.916 --> 03:31:22.439]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[03:31:23.712 --> 03:31:37.154]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[03:31:37.154 --> 03:31:41.615]  Featuring eight different formulas for a total take on your health and wellness.
[03:31:41.615 --> 03:31:46.676]  You can find what you like and get even more powerful versions in the store.
[03:31:46.676 --> 03:31:52.757]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[03:31:54.651 --> 03:32:02.058]  What you have witnessed is the biggest development in free speech in the western world's history.
[03:32:02.058 --> 03:32:06.342]  This is a digital, AI enforced, gag order.
[03:32:06.342 --> 03:32:10.045]  Not to say the name Alex Jones or InfoWars.com.
[03:32:15.714 --> 03:32:17.415]  This is Nazi Germany level.
[03:32:17.415 --> 03:32:18.636]  This is racketeering.
[03:32:18.636 --> 03:32:19.757]  This is cartels.
[03:32:19.757 --> 03:32:22.179]  Mr. President, we need your help.
[03:32:22.179 --> 03:32:24.041]  We need it now.
[03:32:24.041 --> 03:32:25.742]  You can take on Big Ten.
[03:32:25.742 --> 03:32:34.690]  They saw Infowars as a dominant, independent, anti-war, pro-human, pro-sovereign, pro-family, populist organization.
[03:32:34.690 --> 03:32:42.737]  So they thought, first they come for Alex Jones, then when people say, okay, take him off the air, everyone else like dominoes would fall.
[03:32:42.737 --> 03:32:43.598]  The way to fight back
[03:32:44.138 --> 03:32:49.063]  Let's just support Infowars now more than ever and make it a standard of freedom and free speech.
[03:32:49.063 --> 03:32:57.291]  Understand that if they believe they can take us down, they'll take everybody else down.
[03:32:57.291 --> 03:33:00.514]  You're listening to the Alex Jones Show.
[03:33:14.992 --> 03:33:20.648]  You're listening to The Alex Jones Show with Nick Begich!
[03:33:25.422 --> 03:33:30.184]  And welcome back to InfoWars, and this is Dr. Nick Pegich.
[03:33:30.184 --> 03:33:36.366]  And you know, the images now that are up and are playing in the background are things from my life here in Alaska.
[03:33:36.366 --> 03:33:51.952]  So those that are watching get to see a good cross-section of Alaska, and starting out this segment, some sections of me from, man, 20, 25 years ago, even, film that I was doing quite a long time ago.
[03:33:52.772 --> 03:34:00.895]  Anyway, back to this Jones Act that I want to talk about, how this screws America, because it really does, it screws all of us.
[03:34:00.895 --> 03:34:22.022]  And I understand shipbuilding, but we need to make an exemption for Alaska at least, you know, because we have to have an opportunity to get our resources into the markets where value can be added by the industrial trades, by other American workers where value can be added, because right now the only incentive is to export.
