[00:00:00.049 --> 00:00:00.209]  Oh my!
[02:52:06.266 --> 02:52:15.268]  Passwords that are stored in a spreadsheet, text file, data file, or any other file that is not encrypted and password protected are vulnerable to malicious theft and misuse.
[02:52:15.268 --> 02:52:20.208]  With PasswordSafe Pro, your passwords can be secured in an encrypted database within minutes.
[02:52:20.208 --> 02:52:27.190]  PasswordSafe Pro utilizes secure 160-bit encryption and comes complete with a strong password generation tool.
[02:52:27.190 --> 02:52:34.211]  For secure password protection and peace of mind, get your free PasswordSafe Pro today at www.passwordsafepro.com
[02:52:35.111 --> 02:52:41.161]  Again, get your free Password Safe Pro at www.passwordsafepro.com.
[02:52:41.161 --> 02:52:45.008]  Secure password protection and peace of mind is one click away.
[02:52:45.008 --> 02:52:46.070]  Trust the Pro.
[02:52:46.070 --> 02:52:47.192]  Password Safe Pro.
[02:52:49.582 --> 02:52:50.923]  I'm Harold Williams.
[02:52:50.923 --> 02:52:53.025]  I know about martial law.
[02:52:53.025 --> 02:52:54.906]  I want to teach you how to survive it.
[02:52:54.906 --> 02:53:03.852]  America has 10 telling signs of martial law, so use the short time left to learn to protect your family with the vital information in this book.
[02:53:03.852 --> 02:53:06.634]  Find the book at survivemartiallaw.com.
[02:53:06.634 --> 02:53:10.077]  I will tell you what you need to know to prepare for martial law.
[02:53:10.077 --> 02:53:11.378]  Things are changing fast.
[02:53:11.658 --> 02:53:14.461]  We even email you a free weekly update.
[02:53:14.461 --> 02:53:21.869]  I teach you how to act around troops, where to put supplies, how to be safe during the worst part of martial law, which is in the beginning.
[02:53:21.869 --> 02:53:25.913]  Surviving this major life transition can be difficult, but possible.
[02:53:25.913 --> 02:53:30.878]  Arm yourself with the knowledge, as this is the only weapon you will have to protect your family.
[02:53:31.018 --> 02:53:33.980]  Go to survivemartiallaw.com or call 866-644-1933.
[02:53:33.980 --> 02:53:36.122]  Act today as there will be no warning.
[02:53:36.122 --> 02:53:36.182]  866-644-1933.
[02:53:36.182 --> 02:53:37.523]  Find the book at survivemartiallaw.com.
[02:53:37.523 --> 02:53:38.163]  Protect your family!
[02:53:51.886 --> 02:54:12.293]  Yeah, Bush signs a bill saying every baby at birth has their blood taken and put in the Homeland Security Criminal Database.
[02:54:12.293 --> 02:54:15.974]  No judge, no jury, no warrant, no Fourth Amendment, no nothing.
[02:54:17.352 --> 02:54:23.776]  We're the most imprisoned population in the world.
[02:54:23.776 --> 02:54:27.638]  35% of the world's prison population, 5% of the world's population.
[02:54:27.638 --> 02:54:30.200]  5% of the world's people, 35% and growing.
[02:54:40.563 --> 02:54:54.797]  I mean, when the government has hired 26,000 preachers secretly to give speeches and tell their flock, submit and do what the government says and don't criticize the government, I mean, that's hyper-tyranny.
[02:54:54.797 --> 02:54:58.981]  That's hyper-Soviet Union Nazi Germany.
[02:54:58.981 --> 02:55:02.305]  When the mainstream media reports they're building camps for political dissidents,
[02:55:03.740 --> 02:55:12.366]  When I see cops every 10 feet, riding as tickets as the whole economy falls apart, you understand there's a problem, boys?
[02:55:12.366 --> 02:55:13.827]  But you think you're on the winning team.
[02:55:13.827 --> 02:55:15.528]  You think, so you rationalize.
[02:55:15.528 --> 02:55:19.411]  You've bought into all this bull.
[02:55:19.411 --> 02:55:24.735]  Go read the Declaration of Independence tonight, hotshot, before you say I'm trash.
[02:55:24.735 --> 02:55:26.856]  In fact, I have the comment here.
[02:55:26.856 --> 02:55:30.159]  We posted just a little bit of the Seattle Post-Intelligence here.
[02:55:30.159 --> 02:55:33.401]  Telecoms give police info without a warrant.
[02:55:35.143 --> 02:55:42.526]  And there's a guy called AnonymousAustinCop who under our post said, this is more of Mr. Jones' frothing at the mouth lunacy.
[02:55:42.526 --> 02:55:52.770]  Yeah, when I saw government documents, they put cancer viruses in there to kill us, and I read about everybody dying and seeing family dying, and I know it's the types of cancers associated with what they put in our vaccines.
[02:55:52.770 --> 02:55:53.830]  I get real mad, you know.
[02:55:54.554 --> 02:55:55.714]  I froth.
[02:55:55.714 --> 02:55:58.855]  Uh, this is more Mr. Jones's frothing at the mouth lunacy.
[02:55:58.855 --> 02:56:05.997]  He sure darn loves to paint a picture of cops as spies, dying to track masses of innocent people.
[02:56:05.997 --> 02:56:07.937]  Well, yeah.
[02:56:07.937 --> 02:56:09.838]  We have be- and the citizens are scum, too.
[02:56:09.838 --> 02:56:12.198]  Uh, we have better things to do.
[02:56:12.198 --> 02:56:18.080]  We are putting our lives on the line, fighting scum every day, and hanging your butts out on the highway writing tickets, right?
[02:56:18.080 --> 02:56:19.860]  That kills a lot more than you getting shot.
[02:56:21.778 --> 02:56:24.920]  Putting our lives on the line, fighting scum every day to protect people.
[02:56:24.920 --> 02:56:28.161]  Trash like you have no idea.
[02:56:28.161 --> 02:56:31.943]  Trash like me!
[02:56:31.943 --> 02:56:34.084]  Well, you know, there was a problem.
[02:56:34.084 --> 02:56:45.430]  I saw the sheriff's deputies deliver drugs when I was 12 and 13 to my friend's older brother's house, right under mommy's nose, right under his parents' nose.
[02:56:45.430 --> 02:56:47.271]  And then I saw later
[02:56:48.301 --> 02:56:52.725]  Uh, the, uh, same sheriff's department, the same police, busting kids for marijuana.
[02:56:52.725 --> 02:56:54.566]  And when I went up and told them, what are you doing?
[02:56:54.566 --> 02:56:55.907]  You're a drug dealer.
[02:56:55.907 --> 02:57:01.332]  They told me they'd kill me.
[02:57:01.332 --> 02:57:05.255]  So, see, I, uh, uh, what about the folks in Tulea you set up?
[02:57:05.255 --> 02:57:07.457]  Or what about, I mean, thousands of cases.
[02:57:07.457 --> 02:57:10.119]  I mean, Chicago police, New York, Dallas.
[02:57:10.119 --> 02:57:11.220]  All the corruption.
[02:57:11.220 --> 02:57:13.482]  Half the people on death row innocent.
[02:57:13.482 --> 02:57:14.823]  I mean, I'm tired of it, man.
[02:57:16.869 --> 02:57:23.414]  I've been to trials where the cops beat somebody up and then they go before the jury and say, well, he argued, so we had to get control of the situation.
[02:57:23.414 --> 02:57:29.499]  And then your lapdog jury of your cousins convict us.
[02:57:29.499 --> 02:57:34.703]  Now, does that mean that they're in trash everywhere and scum and filth and you guys don't see nightmares every day?
[02:57:34.703 --> 02:57:35.424]  I know you do.
[02:57:35.424 --> 02:57:40.568]  The society's scum, too.
[02:57:40.568 --> 02:57:43.350]  But I know that this country is a gang with a flag.
[02:57:44.441 --> 02:57:50.785]  I know the police have always been dangerous and corrupt, and that they normally get really bad.
[02:57:50.785 --> 02:57:52.827]  And I know the police were the Nazis in Germany.
[02:57:52.827 --> 02:57:54.328]  Were the police good there?
[02:57:54.328 --> 02:57:55.569]  Or Stalin's police?
[02:57:55.569 --> 02:57:56.469]  Or Mexican police?
[02:57:56.469 --> 02:57:57.290]  Are they good?
[02:57:57.290 --> 02:57:58.491]  No, we all know they're bad.
[02:57:59.437 --> 02:58:07.820]  And I'm saying, you guys are about one inch away, but see, the beat cops, you're just out raising revenue and occasionally helping people with car wrecks and stuff like that.
[02:58:07.820 --> 02:58:10.121]  I'm not even, you know, that's one thing.
[02:58:10.121 --> 02:58:16.443]  That's Deputy Dog, Boss Hog, you know, Moscow Pico Train, whatever.
[02:58:16.443 --> 02:58:17.963]  But I'm talking about your detectives.
[02:58:17.963 --> 02:58:20.244]  I'm talking about the boys that really run it.
[02:58:20.244 --> 02:58:24.305]  They know where all the bodies are buried, and I, frankly, have had enough of it.
[02:58:24.305 --> 02:58:25.846]  So stop acting like you're perfect.
[02:58:29.156 --> 02:58:34.019]  Thank you for listening to GCN.
[02:58:34.019 --> 02:58:38.623]  Visit GCNlive.com today.
[02:58:38.623 --> 02:58:51.771]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[02:58:51.771 --> 02:58:55.594]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation.
[02:58:55.934 --> 02:59:02.820]  In which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[02:59:02.820 --> 02:59:06.223]  Loose Change Final Cut is the ultimate 9-11 expose.
[02:59:06.223 --> 02:59:14.130]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[02:59:14.130 --> 02:59:21.376]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[02:59:21.596 --> 02:59:29.762]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[02:59:29.762 --> 02:59:32.384]  We're in a no-holds-bar information war.
[02:59:32.384 --> 02:59:41.071]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[02:59:41.071 --> 02:59:43.453]  Waging war on corruption.
[02:59:43.453 --> 02:59:46.215]  Alex Jones on the GCN Radio Network.
[03:00:06.008 --> 03:00:09.891]  It is the fourth hour of global transmission against tyranny.
[03:00:09.891 --> 03:00:23.940]  As a lawless, out-of-control, frothing government engages in tyranny, always rationalizing it by procedure, always cloaking it in lawyer talk.
[03:00:23.940 --> 03:00:30.705]  James Whale from the UK, joining us, coming up with big developments dealing with free speech in the next segment.
[03:00:32.629 --> 03:00:40.351]  So, we post a link up on InfoWars.com and post a few paragraphs that says, Telecoms give police info without a warrant.
[03:00:40.351 --> 03:00:45.593]  Now, this article is actually written as a acclimator.
[03:00:45.593 --> 03:00:48.934]  It is written to condition you to accept it.
[03:00:48.934 --> 03:00:51.434]  It is done in a palatable way.
[03:00:51.434 --> 03:00:57.536]  How this is being done for your own good and how this is a wonderful thing.
[03:00:58.368 --> 03:01:12.016]  But the cop, the Austin cop who posted, identified himself as an Austin cop, and it sounds just like one, I have no doubt it isn't, says, oh, this is our bull, this is our, we're making this up.
[03:01:12.016 --> 03:01:16.458]  Well, I happen to have the whole article you can link through to the Seattle
[03:01:19.542 --> 03:01:26.345]  Post intelligence or article, headline, using cell phones to find missing persons pushes law.
[03:01:26.345 --> 03:01:28.966]  Wireless carriers give a location to police without a warrant.
[03:01:28.966 --> 03:01:31.587]  Now, it goes on to say how reasonable it is.
[03:01:31.587 --> 03:01:33.967]  You know, somebody said they're going to commit suicide.
[03:01:33.967 --> 03:01:34.968]  Nobody knows where they are.
[03:01:34.968 --> 03:01:39.129]  They use the cell phone to track them.
[03:01:39.129 --> 03:01:44.551]  In fact, it looks like just in Austin a couple days ago, some guy said he was going to go mass shoot at Walmart and they used it to stop him.
[03:01:44.551 --> 03:01:45.732]  But that's probable cause.
[03:01:47.276 --> 03:01:49.038]  So, in a way, I can actually agree with that.
[03:01:49.038 --> 03:01:51.360]  You know, they called him and said, yeah, we know he's doing it, give it to us right now.
[03:01:51.360 --> 03:01:56.304]  But the problem is, the problem is, see, this is how this was all introduced to us.
[03:01:56.304 --> 03:01:58.826]  This is how this is all done.
[03:01:58.826 --> 03:02:04.290]  And that's why we need police, is because that's the... the general public couldn't do that.
[03:02:04.290 --> 03:02:10.756]  Couldn't have the woman find the suicide note that he's gonna go kill people at Walmart, reportedly, or go do something big at Walmart.
[03:02:12.346 --> 03:02:21.171]  You know, this AISD worker slash Walmart worker, and he's on his way and the cops made it within seconds as he's going into the Walmart with the gun.
[03:02:21.171 --> 03:02:24.113]  Loaded for bear.
[03:02:24.113 --> 03:02:37.901]  Now that's one thing, but see, I happen to know what the feds announced and what they're really doing, and if you'd like to just not say I'm lying and actually go look into what I'm saying, it's in my film Matrix of Evil, the news article.
[03:02:37.901 --> 03:02:38.221]  Made in 2003.
[03:02:41.815 --> 03:02:42.975]  Ron Paul's in it, by the way.
[03:02:42.975 --> 03:02:46.496]  But side issue, it's free on Google Video.
[03:02:46.496 --> 03:02:47.856]  You don't have to pay me to see it.
[03:02:47.856 --> 03:02:48.156]  Okay?
[03:02:48.156 --> 03:02:48.597]  I don't care.
[03:02:48.597 --> 03:02:52.377]  You don't have to buy the DVD.
[03:02:52.377 --> 03:02:57.319]  And my point is that the articles in there, you don't even have to know how to Google or Investigate or find things.
[03:02:57.319 --> 03:02:58.799]  But you claim you're investigators.
[03:02:58.799 --> 03:03:02.780]  You're trained, so maybe you can just go find it on your own.
[03:03:02.780 --> 03:03:07.581]  But Federal documents and the news articles, where they
[03:03:08.735 --> 03:03:18.457]  By law, Telecommunications Act of 96 had the NSA take over the phone companies and their final hub, where everything comes in and goes out, is NSA offices.
[03:03:18.457 --> 03:03:20.698]  Not just an NSA hookup, it's NSA.
[03:03:20.698 --> 03:03:29.180]  Now I told you that since 96, I read it in the Telecommunications Act, and then now it was announced last year with IBM, the whole floor in San Francisco was NSA.
[03:03:31.411 --> 03:03:33.393]  It begins and ends with the NSA.
[03:03:33.393 --> 03:03:34.314]  Everything's listened to.
[03:03:34.314 --> 03:03:35.435]  Everything's tracked.
[03:03:35.435 --> 03:03:40.420]  But they've got to introduce this to the public so they don't tell you, the cops, overnight you've got this power.
[03:03:40.420 --> 03:03:47.887]  Kind of like last month they announced, yeah, local cops and their squad cars will be able to dial in to our most high-powered satellites.
[03:03:47.887 --> 03:03:51.110]  Including radio satellites that see through clouds.
[03:03:51.110 --> 03:03:53.472]  I mean, they'll focus right in on a pimple on your butt.
[03:03:54.875 --> 03:03:56.497]  I told you years ago they do that.
[03:03:56.497 --> 03:03:56.778]  Why?
[03:03:56.778 --> 03:04:05.889]  I read federal documents and it started seven years ago in Australia using the British Commonwealth ones to spy and harass the citizens and land grab and the rest of it.
[03:04:06.576 --> 03:04:31.674]  Now, the first place they announced, it was 2003, in Green Bay, the governor of Wisconsin said, oh yeah, under this new Telecommunications Act that became law October 1st, 2001, passed in 96, but it had to be integrated by then, we can track all cell phones in real time, so the cops now just enter a code in Green Bay, and it's spreading, and then your cell phone pops up in real time, they can also dial in and listen to you.
[03:04:33.012 --> 03:04:39.617]  So when you read this in the Seattle Post-Intelligencer, it's telling you about cops calling and getting permission.
[03:04:39.617 --> 03:04:39.957]  No, no.
[03:04:39.957 --> 03:04:42.579]  In most cities, they've already gotten to the point of not even doing that.
[03:04:42.579 --> 03:04:45.582]  No Fourth Amendment, no nothing, okay?
[03:04:45.582 --> 03:04:46.983]  It is a big idea.
[03:04:46.983 --> 03:04:49.825]  A new world order.
[03:04:49.825 --> 03:04:54.649]  In the near future, Earth is dominated by a powerful world government.
[03:04:54.649 --> 03:04:57.591]  It's known as the Bilderberg Group.
[03:04:57.591 --> 03:04:59.713]  Put their objective being world domination.
[03:05:00.319 --> 03:05:03.500]  For thousands of years, their dark order grew.
[03:05:03.500 --> 03:05:10.804]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[03:05:13.857 --> 03:05:19.281]  For the first time in history, the elite's plan for world government is blown wide open.
[03:05:19.281 --> 03:05:22.683]  You will learn the secret that drives the entire New World Order agenda.
[03:05:44.517 --> 03:05:45.798]  Why should we fire Congress?
[03:05:45.798 --> 03:05:49.440]  Because they use the Constitution of the United States as a scrap of paper.
[03:05:49.440 --> 03:05:51.741]  They swear an oath to follow it, and then they reject it.
[03:05:51.741 --> 03:05:54.542]  That was their employment document.
[03:05:54.542 --> 03:05:55.603]  They haven't followed it.
[03:05:55.603 --> 03:05:57.504]  Congressmen, Senators, you're fired.
[03:05:57.504 --> 03:05:59.185]  Washington, you're fired!
[03:05:59.445 --> 03:06:00.926]  I think it's the next freedom to fascism.
[03:06:21.863 --> 03:06:23.884]  How they affect you, and what you can do about it.
[03:06:44.710 --> 03:06:47.793]  Are you concerned about the high cost of prescription drugs?
[03:06:47.793 --> 03:06:54.340]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[03:06:54.340 --> 03:06:56.682]  That's over 46% savings!
[03:06:56.682 --> 03:06:58.984]  The average savings for generic drugs was over 71%.
[03:07:00.766 --> 03:07:09.513]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[03:07:09.513 --> 03:07:13.096]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[03:07:13.096 --> 03:07:17.900]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[03:07:17.900 --> 03:07:21.944]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[03:07:22.324 --> 03:07:27.146]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[03:07:27.146 --> 03:07:33.408]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[03:07:33.408 --> 03:07:37.610]  Visit us at www.RxDrugCard.com or call us at 888-216-2461.
[03:07:37.610 --> 03:07:37.870]  That's 888-216-2461.
[03:07:37.870 --> 03:07:38.510]  Do it today!
[03:07:45.120 --> 03:07:50.521]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[03:07:50.521 --> 03:07:59.523]  Because there's a war on for your mind.
[03:07:59.523 --> 03:08:05.325]  I talked to James Whale a few months ago and he said he was getting more and more government pressure to shut up.
[03:08:05.325 --> 03:08:10.966]  I watched his evolution as he got more into the New World Order, more into government corruption.
[03:08:10.966 --> 03:08:14.387]  He's been interviewing me, I guess, for eight, nine years on Talk Sport.
[03:08:16.620 --> 03:08:20.642]  And one of the most listened to radio programs in the United Kingdom.
[03:08:20.642 --> 03:08:22.883]  Very, very popular.
[03:08:22.883 --> 03:08:24.003]  And he has now been fired.
[03:08:24.003 --> 03:08:25.724]  It's made headlines across the country.
[03:08:25.724 --> 03:08:31.126]  Radio presenter James Whale sacked after urging listeners to vote for Boris Johnson.
[03:08:31.126 --> 03:08:40.070]  You would think that in a supposedly free Magna Carta Western nation that wrote the book, All the Liberties We Enjoy Here in the United States and Canada,
[03:08:40.808 --> 03:08:48.414]  Now, in other Anglo-American slash English-style countries, English-speaking nations, that you would have free speech, but oh no!
[03:08:48.414 --> 03:08:51.157]  He's not allowed to have his own political views.
[03:08:51.157 --> 03:08:54.159]  He's not allowed to say who he likes, who he wants.
[03:08:54.159 --> 03:08:57.202]  They can only have the controlled government owned, BBC and others.
[03:08:57.862 --> 03:09:02.765]  Uh, put out their spin, which is clearly for a candidate, uh, but where they don't actually voice it.
[03:09:02.765 --> 03:09:06.566]  And by the way, Hillary Clinton says she wants the quote, fairness doctrine here, too.
[03:09:06.566 --> 03:09:10.869]  Until 88, we couldn't have free speech on talk radio in the U.S.
[03:09:10.869 --> 03:09:13.870]  Uh, so they're trying to bring us back into the dark ages as well.
[03:09:13.870 --> 03:09:17.112]  Whereas with England, they previously had free speech, now they've taken it away.
[03:09:17.112 --> 03:09:19.533]  This is the country where Robin Page, BBC presenter,
[03:09:20.093 --> 03:09:27.918]  In a private speech he gave, separate from his TV job, said, I believe that rural communities deserve the same rights as Muslims and homosexuals.
[03:09:27.918 --> 03:09:32.401]  He wasn't bashing either group, but they said the word homosexual is insulting.
[03:09:32.401 --> 03:09:36.363]  Scientific terms upset people, and that is seen as a thought crime.
[03:09:36.363 --> 03:09:40.946]  And they have groups of people in restaurants spying on citizens now to see what they're saying.
[03:09:40.946 --> 03:09:43.988]  Headline, hundreds raided in hate speech raid.
[03:09:45.048 --> 03:09:51.512]  So this is a new Dark Edges of Control, all done by the velvet fist of the fake liberals.
[03:09:51.512 --> 03:09:54.875]  So it can come in any party, any shape or size.
[03:09:54.875 --> 03:10:08.984]  But the good news is, as he's fighting back, he has instantly organized an online radio show and a website and has instantly, since he got fired last week, started a daily radio show that he'll do right when this one ends, coming up in about 50 minutes.
[03:10:10.064 --> 03:10:23.749]  And this is a mission to get everybody to listen to James Whale, to fight back against the UK government who is attempting to stifle the will and free speech of its subjects who want to be free human beings.
[03:10:23.749 --> 03:10:27.871]  And so now we go to James Whale, joining us from England.
[03:10:27.871 --> 03:10:33.053]  James, really sorry to hear that your voice has been taken off the national airwaves in the UK.
[03:10:33.793 --> 03:10:35.314]  Hey Alex, thank you very much indeed.
[03:10:35.314 --> 03:10:36.055]  Nice to talk to you.
[03:10:36.055 --> 03:10:37.676]  The tables have been turned.
[03:10:37.676 --> 03:10:39.798]  Normally I'm interviewing you.
[03:10:39.798 --> 03:10:43.360]  This is an interesting departure for me.
[03:10:43.360 --> 03:10:44.181]  Thank you for that, my friend.
[03:10:44.181 --> 03:10:54.449]  Listen, here in the home of the Magna Carta, the home of democracy, we are told, let me tell you, that free speech in this country doesn't exist.
[03:10:54.449 --> 03:10:57.211]  There are so many rules and regulations
[03:10:58.092 --> 03:11:10.324]  Surrounding what I am, and I'm not allowed to say, but for 13 years on this last radio station, for 35 years over my radio career, I've done this, Alex.
[03:11:10.324 --> 03:11:16.770]  And now, because I am beginning to actually make sense to the majority of people in the UK,
[03:11:17.831 --> 03:11:30.139]  They have tried to pull the plug, but they won't silence me because... That's right, your show has gotten more and more popular, really gaining exponentially, and you're saying they will not silence you.
[03:11:30.139 --> 03:11:31.080]  Certainly not.
[03:11:31.080 --> 03:11:33.702]  I hope they don't come clap you in irons for having your...
[03:11:35.399 --> 03:11:37.140]  Having your own internet radio show.
[03:11:37.140 --> 03:11:38.221]  Tell us about the website.
[03:11:38.221 --> 03:11:39.762]  Tell us what you're launching.
[03:11:39.762 --> 03:11:41.242]  Okay, well listen.
[03:11:41.242 --> 03:11:49.067]  A few months ago, I realized that the future of broadcasting, not just on the radio, but on television as well, is the internet.
[03:11:49.067 --> 03:11:49.827]  Okay?
[03:11:49.827 --> 03:11:53.209]  Because you and I and anybody else could start up their radio station.
[03:11:53.209 --> 03:11:56.111]  We don't have to be controlled by other people.
[03:11:56.111 --> 03:11:59.453]  And so I launched JamesWhaleRadio.com.
[03:12:00.053 --> 03:12:06.476]  And at the moment, I didn't expect to be going and doing it quite as quickly, but at the moment I'm doing, I'm keeping people up to date.
[03:12:06.476 --> 03:12:12.698]  When we finish talking I shall go and talk on that, so people can listen to jameswellradio.com later and hear what I have to say.
[03:12:12.698 --> 03:12:18.580]  But hopefully in the very near future, like you do, I shall be going live on the air as well.
[03:12:18.580 --> 03:12:22.102]  I'll be doing the podcast, I'll be doing interviews and stuff like that.
[03:12:22.102 --> 03:12:28.204]  There are so many restrictions regarding what somebody on the air can and cannot say.
[03:12:29.119 --> 03:12:31.160]  And the thing that worried me is I've got away with it.
[03:12:31.160 --> 03:12:34.721]  I mean, people know, people have generally said, oh, that's James Whale.
[03:12:34.721 --> 03:12:41.443]  We know, you know, you don't, don't, um... That's because you were already institutionalized for 40-something years.
[03:12:41.443 --> 03:12:42.683]  Now they've come at you.
[03:12:42.683 --> 03:12:47.304]  But exactly, once you already had some power, you were still able to have some free speech.
[03:12:47.304 --> 03:12:52.206]  But the fact that you were a canary in the coal mine, the fact that they've gone after you... Go ahead.
[03:12:52.206 --> 03:12:54.866]  Listen, let me tell you what the catalyst for this was.
[03:12:54.866 --> 03:12:56.347]  I don't blame the radio station.
[03:12:56.887 --> 03:12:59.148]  Because the radio station we're lent on from above.
[03:12:59.148 --> 03:13:06.990]  The radio station's been my home, has facilitated me to be able to warn people about what is really happening out there.
[03:13:06.990 --> 03:13:09.471]  We're living in the United Kingdom.
[03:13:09.471 --> 03:13:13.712]  This is the most filmed and photographed country in Europe.
[03:13:13.712 --> 03:13:19.894]  You cannot move in this country without being followed by a CCTV camera, okay?
[03:13:20.612 --> 03:13:25.223]  Yesterday, a report came out saying that it has only solved 3% of crime.
[03:13:25.223 --> 03:13:26.867]  What are the cameras for?
[03:13:26.867 --> 03:13:29.613]  They're not fighting crime as we were told.
[03:13:30.521 --> 03:13:38.106]  And I said to the listeners, to the public, get out there and vote in the next election, local, national, European, whatever it is.
[03:13:38.106 --> 03:13:45.251]  And you know, a couple of days ago they went out and voted in their millions, and it has never happened before.
[03:13:45.251 --> 03:13:49.053]  We have had the highest turnout ever of local elections.
[03:13:49.053 --> 03:13:53.116]  The Mayor of London, like the Mayor of New York, had his arse kicked.
[03:13:54.126 --> 03:14:01.414]  He was kicked out of power and another guy with a blonde mop of hair and a bit of a joker got into power.
[03:14:01.414 --> 03:14:15.788]  Now I don't like to think that I was the only cause of this, but I happen to say when the Prime Minister said he thought that the guy who is the Mayor of London or was Ken Livingstone was the best person for the job, I happen to say something along the lines of,
[03:14:16.708 --> 03:14:20.291]  If the Prime Minister's going for Ken, I'd better go for the other guy.
[03:14:20.291 --> 03:14:24.754]  Surely the weight of the whale should be there to make things fair.
[03:14:24.754 --> 03:14:34.041]  But I immediately contravened an Act saying that you have to, in a run-up to an election, we can have free speech until a few weeks before an election.
[03:14:34.910 --> 03:14:39.937]  And then when the election is in the process, we have to just say nothing.
[03:14:39.937 --> 03:14:41.059]  Now, James, let me be clear.
[03:14:41.059 --> 03:14:49.290]  This wasn't enforced yet, and now it's suddenly been enforced here under campaign finance reform that Bush signed in 2002.
[03:14:52.334 --> 03:14:56.456]  They claim that six weeks before an election, I can't have political speech.
[03:14:56.456 --> 03:14:56.917]  And you know what?
[03:14:56.917 --> 03:15:00.058]  I went on air and I said, go ahead, government, come after me.
[03:15:00.058 --> 03:15:02.040]  But I have a network that will stand behind me.
[03:15:02.040 --> 03:15:05.522]  But now they're talking about coming after me and coming after others.
[03:15:05.522 --> 03:15:07.923]  So it's the exact same crap.
[03:15:08.403 --> 03:15:09.604]  What are we going to do, Alex?
[03:15:09.604 --> 03:15:13.966]  I mean, I don't want to be too mordid about this, but this is my job.
[03:15:13.966 --> 03:15:16.327]  I don't make huge amounts of money.
[03:15:16.327 --> 03:15:26.973]  I mean, I make enough money to live, but suddenly I find myself without any income, and I find myself being sort of spurned at every door.
[03:15:26.973 --> 03:15:29.174]  I'm not going to lie down and take this, I'm telling you.
[03:15:29.870 --> 03:15:30.430]  Well, I hear you.
[03:15:30.430 --> 03:15:32.971]  People should go to jameswellradio.com.
[03:15:32.971 --> 03:15:35.792]  We've got a big, fat link to it up on infowars.com.
[03:15:35.792 --> 03:15:42.995]  I'm going to put the document cam up for the viewers right now so they can see your website there on the screen.
[03:15:42.995 --> 03:15:47.017]  We're also doing a live TV show in this fourth hour every day.
[03:15:47.017 --> 03:15:51.159]  And then if they look on their screen, they'll see Radio Presenter Whale
[03:15:51.939 --> 03:15:57.140]  Sacked after urging listeners to vote for Boris Johnson.
[03:15:57.140 --> 03:16:10.563]  And again, they selectively enforced, because I've heard other London radio shows, yours is national, fawning after the Communists, fawning... I mean, this last mayor you had, he was quite a establishment whore.
[03:16:10.563 --> 03:16:15.744]  Well, let me tell you that Ken, who I have known, had dinner with a few times before he became mayor,
[03:16:16.804 --> 03:16:20.766]  Affable, but as soon as he became mayor, he didn't like to speak to me.
[03:16:20.766 --> 03:16:24.808]  This guy introduced the congestion charge.
[03:16:24.808 --> 03:16:33.092]  Now, this means that you, me, anyone who drives into the capital city of the United Kingdom has to pay for the privilege.
[03:16:33.092 --> 03:16:38.895]  And if you don't pay, if you forget to pay, then you get fined over a hundred bucks.
[03:16:38.895 --> 03:16:40.435]  They impound your car some of the time.
[03:16:40.435 --> 03:16:41.836]  I've seen that on the news.
[03:16:41.836 --> 03:16:43.637]  They also impound it and they will crush it.
[03:16:44.818 --> 03:16:49.341]  They also want to put transponders in all your cars, too, and track you.
[03:16:49.341 --> 03:16:51.742]  Look, they're following us every way we go.
[03:16:51.742 --> 03:17:03.709]  Yet, at the moment, the vandalism and the yobbos on the street corners... Hey, listen, let me tell you this big, big story in the news today.
[03:17:03.709 --> 03:17:08.652]  The police are now not going... I don't know if... Do you have the term vandalism in America?
[03:17:08.652 --> 03:17:09.153]  Oh, yes.
[03:17:09.153 --> 03:17:10.934]  They run around breaking lights, spraying paint.
[03:17:11.474 --> 03:17:18.637]  Well, this apparently now, according to the police in Britain, is not going to be recorded as a crime figure.
[03:17:19.685 --> 03:17:20.506]  Oh, let me stop you.
[03:17:20.506 --> 03:17:21.907]  I'm going to stop you right there.
[03:17:21.907 --> 03:17:23.408]  I've had my car stolen twice.
