[00:00.000 --> 00:16.000]  From the front lines of the Information War, it's Alex Jones.
[01:30:47.000 --> 01:30:51.000]  Bringing great products together with God's help, we are unstoppable.
[01:30:51.000 --> 01:30:57.000]  infowarstore.com and info or select high quality storeable foods powered by my Patriot supply.
[01:30:57.000 --> 01:31:00.000]  Stacy in a great state of Texas.
[01:31:00.000 --> 01:31:04.000]  In FEMA region six, you're on the air worldwide, Stacy.
[01:31:04.000 --> 01:31:05.000]  Good to talk to you.
[01:31:05.000 --> 01:31:09.000]  Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[01:31:09.000 --> 01:31:11.000]  I was turned on to the ultimate female force.
[01:31:11.000 --> 01:31:16.000]  I looked at all the ingredients and they're all organic, root, things like that that I trust.
[01:31:16.000 --> 01:31:18.000]  You know, because I've seen a lot of other vitamins.
[01:31:18.000 --> 01:31:22.000]  They don't have things that they say that they have in them and they're often not things that are natural.
[01:31:22.000 --> 01:31:23.000]  I appreciate that.
[01:31:23.000 --> 01:31:24.000]  Well, what happened with ultimate female force?
[01:31:24.000 --> 01:31:25.000]  Tell us about it.
[01:31:25.000 --> 01:31:26.000]  Well, it's really great.
[01:31:26.000 --> 01:31:27.000]  You know, it's like a multivitamin.
[01:31:27.000 --> 01:31:28.000]  I take it.
[01:31:28.000 --> 01:31:29.000]  It tastes good.
[01:31:29.000 --> 01:31:32.000]  It doesn't have that nasty aftertaste that actually has kind of a pleasant aftertaste.
[01:31:32.000 --> 01:31:35.000]  And, you know, it just gives me energy and fuels me throughout the day.
[01:31:35.000 --> 01:31:36.000]  So I really like it.
[01:31:36.000 --> 01:31:39.000]  Well, just so you know, we look at whatever the best herbs are.
[01:31:39.000 --> 01:31:43.000]  They're known to turbo charge women and then we get the organic ones and put it in it.
[01:31:43.000 --> 01:31:46.000]  So, yeah, stamina, libido, energy.
[01:31:46.000 --> 01:31:49.000]  These are amazing things and ultimate female force.
[01:31:49.000 --> 01:31:51.000]  So I'm glad you plugged it.
[01:31:51.000 --> 01:32:17.000]  Thank you.
[01:32:17.000 --> 01:32:45.000]  Thank you.
[01:32:45.000 --> 01:33:03.000]  Thank you.
[01:33:15.000 --> 01:33:28.000]  From deep in the heart of FEMA Region 6, Austin, Texas.
[01:33:28.000 --> 01:33:52.000]  Transmitting Worldwide, it's Alex Jones.
[01:33:52.000 --> 01:33:55.000]  So thanks for joining us, Alex Jones, here back live.
[01:33:55.000 --> 01:33:59.000]  I don't have all the pieces in the puzzle, never pretended to.
[01:33:59.000 --> 01:34:04.000]  But we've proven that we are able to analyze what's happening globally.
[01:34:04.000 --> 01:34:06.000]  Now, I want to explain something.
[01:34:06.000 --> 01:34:10.000]  There is not only one power structure on this planet.
[01:34:10.000 --> 01:34:21.000]  There are at least three major geopolitical organizations and many subgroups within that.
[01:34:21.000 --> 01:34:38.000]  And most of these powerful elite groups are competing with each other but have overlapping areas of research because they believe they'll just be able to dominate and control the research once those keys to infinity are discovered.
[01:34:38.000 --> 01:34:43.000]  By the way, ladies and gentlemen, you see movies like in game and they have the infinity stones.
[01:34:43.000 --> 01:34:47.000]  I made the film in game blueprint for global enslavement.
[01:34:47.000 --> 01:34:51.000]  I talked about the keys to infinity 12 years ago.
[01:34:51.000 --> 01:35:00.000]  And you have to understand that it's not bragging, but shows like Homelander based on me where I'm this bad guy that I'm not.
[01:35:00.000 --> 01:35:10.000]  I got told by some of the sub producers on the first Captain America that where I break down these global drones that kill everybody and all the rest of it.
[01:35:10.000 --> 01:35:12.000]  That was based on what I talked about.
[01:35:12.000 --> 01:35:14.000]  And they thought, oh, this is really interesting stuff.
[01:35:14.000 --> 01:35:16.000]  Let's write movies about this.
[01:35:16.000 --> 01:35:18.000]  This is not where this is coming from.
[01:35:18.000 --> 01:35:24.000]  So if people think that I'm where they're getting the ideas for all these shows, I would be a plagiar.
[01:35:24.000 --> 01:35:26.000]  They would be plagiarists.
[01:35:26.000 --> 01:35:29.000]  This is what's really happening.
[01:35:29.000 --> 01:35:31.000]  So this is not entertainment.
[01:35:31.000 --> 01:35:34.000]  This is not stuff we're cooking up here.
[01:35:34.000 --> 01:35:38.000]  This is really what's going on now.
[01:35:38.000 --> 01:35:46.000]  They've got zones not just in this 14,000 square mile area of the New York Times it meant where no cell phones are allowed and no Wi-Fi.
[01:35:46.000 --> 01:35:48.000]  It's run by NASA.
[01:35:48.000 --> 01:35:56.000]  And you've got over 50,000 people living in the 14,000 square miles.
[01:35:56.000 --> 01:35:59.000]  And you look at the concentration of wealth moving there.
[01:35:59.000 --> 01:36:07.000]  It's staggering because the establishment is running away from the cell phones, from the cell towers and from the 5G.
[01:36:07.000 --> 01:36:09.000]  5G gives you cancer.
[01:36:09.000 --> 01:36:11.000]  I just showed you LA Times.
[01:36:11.000 --> 01:36:13.000]  I just showed you mainline studies.
[01:36:13.000 --> 01:36:17.000]  So what are they doing?
[01:36:17.000 --> 01:36:22.000]  Why are they doing it when they have fiber optic that doesn't hurt anybody?
[01:36:22.000 --> 01:36:25.000]  Because you can mind control people with it.
[01:36:25.000 --> 01:36:32.000]  And I just showed you Scientific American, if you just tuned in, two segments ago saying that.
[01:36:32.000 --> 01:36:43.000]  I remember DARPA in 1998 online it was in the Baltimore Sun that DARPA was testing high powered cell towers to calm the public.
[01:36:43.000 --> 01:36:49.000]  And it found that they were able to calm the public in case of riots and that they were putting in more powerful systems.
[01:36:49.000 --> 01:36:51.000]  The Doppler radars for weather control.
[01:36:51.000 --> 01:36:53.000]  I knew that 20 years ago.
[01:36:53.000 --> 01:36:55.000]  Now that's declassified.
[01:36:55.000 --> 01:37:05.000]  They make away scientific projects that are overlapping, that are building towards some larger in game, and they're going from beta test now to operational.
[01:37:05.000 --> 01:37:11.000]  And all of it kills people, but kills you slowly where you never know what hit you.
[01:37:11.000 --> 01:37:13.000]  But you've got the statistics.
[01:37:13.000 --> 01:37:15.000]  I'm going to say it again.
[01:37:15.000 --> 01:37:16.000]  But a Russell Blalox retired now.
[01:37:16.000 --> 01:37:19.000]  He's a famous brain surgeon, invented a lot of the modern terms.
[01:37:19.000 --> 01:37:23.000]  He documented 25 years ago that aspartame makes you get fatter.
[01:37:23.000 --> 01:37:25.000]  Now that's mainstream news.
[01:37:25.000 --> 01:37:27.000]  Diet soft drinks with aspartame make you fatter.
[01:37:27.000 --> 01:37:31.000]  Even World Health Organization admits that.
[01:37:31.000 --> 01:37:33.000]  They always tell you about it after you're addicted.
[01:37:33.000 --> 01:37:50.000]  And he said, Alex, when I was going through my residency in the 60s for brain surgery, for cutting tumors out, he said, professors I have would fly across the country to see a kid with a brain tumor.
[01:37:50.000 --> 01:37:58.000]  You can't swing a stick in a major city and not hit a kid with a brain tumor.
[01:37:58.000 --> 01:38:00.000]  And they knew damn well aspartame caused brain tumors.
[01:38:00.000 --> 01:38:05.000]  My point is, there's a big plan and we ain't in it.
[01:38:05.000 --> 01:38:06.000]  So the land where the internet ends.
[01:38:06.000 --> 01:38:07.000]  It's an 11 page article.
[01:38:07.000 --> 01:38:08.000]  Everybody should read it.
[01:38:08.000 --> 01:38:09.000]  It's very well written.
[01:38:09.000 --> 01:38:12.000]  New York Times.
[01:38:12.000 --> 01:38:20.000]  The national radio zone comprises 13 other things, say 15 to 14, I just say 14.
[01:38:20.000 --> 01:38:26.000]  The national radio quiet zone comprises 13,000 square miles of mountainous terrain.
[01:38:26.000 --> 01:38:33.000]  The national radio quiet zone comprises 13 miles of mountainous terrain with few cell towers or transmitters.
[01:38:33.000 --> 01:38:39.000]  Mr. McNally seemed to be of the opinion that the rest of the country out there beyond the mountains was losing its mind.
[01:38:39.000 --> 01:38:47.000]  Well, you're right, sir, it shows cell phones are making us more alone, more unhealthy, rewiring our brains, frying our brains, giving us cancer.
[01:38:47.000 --> 01:38:51.000]  Norgie Prestige, a tour guide at the observatory agreed.
[01:38:51.000 --> 01:38:56.000]  She told me she had lived in Green Bank for 17 years, happily without a cell phone.
[01:38:56.000 --> 01:39:07.000]  But just this week before, she felt it necessary to buy a basic mobile phone so she could rendezvous with friends and her son when she went outside the zone, the zone.
[01:39:07.000 --> 01:39:11.000]  See, the whole future is, are you in zone or out zone?
[01:39:11.000 --> 01:39:15.000]  Can you afford to live out zone, outside the frying?
[01:39:15.000 --> 01:39:20.000]  See, the establishment's not going to fry everybody and not give themselves zones, see?
[01:39:20.000 --> 01:39:22.000]  Oh, it's wildlife research.
[01:39:22.000 --> 01:39:23.000]  Oh, the whales are bothered.
[01:39:23.000 --> 01:39:25.000]  Oh, the satellites are bothered.
[01:39:25.000 --> 01:39:27.000]  Oh, the satellite uplinks bothered.
[01:39:27.000 --> 01:39:29.000]  Oh, DARPA runs it.
[01:39:29.000 --> 01:39:30.000]  Oh, don't worry.
[01:39:30.000 --> 01:39:31.000]  Oh, there's a bunker over here.
[01:39:31.000 --> 01:39:32.000]  Oh, a helicopter.
[01:39:32.000 --> 01:39:35.000]  Don't worry about that.
[01:39:35.000 --> 01:39:44.000]  But just this week, she felt it necessary to buy a basic mobile phone so she could rendezvous with friends and her son when she went outside the zone, the zone.
[01:39:44.000 --> 01:39:46.000]  I don't want it.
[01:39:46.000 --> 01:39:50.000]  She said the phone, but if you're going to make plans out there, you have to have it.
[01:39:50.000 --> 01:39:52.000]  Yeah, they're going to get rid of landlines.
[01:39:52.000 --> 01:39:55.000]  Monopoly just got rid of cash in the game.
[01:39:55.000 --> 01:39:57.000]  When I walk around my house, I'm silent.
[01:39:57.000 --> 01:39:59.000]  Remember that old silent feeling?
[01:39:59.000 --> 01:40:02.000]  No TV on, no air conditioning.
[01:40:02.000 --> 01:40:05.000]  Just you hear your heart beating, you just get tied to the whole earth.
[01:40:05.000 --> 01:40:11.000]  It's magnetic field, that connection to the ancients, that stillness, that focus.
[01:40:11.000 --> 01:40:13.000]  It's all gone now, isn't it?
[01:40:13.000 --> 01:40:15.000]  When I walk around my house, I'm silent.
[01:40:15.000 --> 01:40:17.000]  Let's see what I was out in the desert in Big Bend.
[01:40:17.000 --> 01:40:19.000]  No cell phones.
[01:40:19.000 --> 01:40:21.000]  I just felt.
[01:40:21.000 --> 01:40:26.000]  And even when I got into the towns, it was still desert, it's still mountains, but it was back.
[01:40:26.000 --> 01:40:29.000]  All that chatter, all the feeds, all the...
[01:40:29.000 --> 01:40:33.000]  Because your ears don't hear it, but your brain hears it say it's like banging pots.
[01:40:33.000 --> 01:40:35.000]  Bang, bang, bang, bang, bang.
[01:40:35.000 --> 01:40:38.000]  And it breaks up your DNA, cuts it up, gives you cancer.
[01:40:38.000 --> 01:40:41.000]  That's in all the studies, but it's also a bang, bang, bang.
[01:40:41.000 --> 01:40:46.000]  Just the sound in your soul.
[01:40:46.000 --> 01:40:49.000]  Yeah, city noise might be making you sick, the Atlantic.
[01:40:49.000 --> 01:40:53.000]  I'll forget the city noise, the honking of the sirens.
[01:40:53.000 --> 01:40:57.000]  What about all the electromagnetic?
[01:40:57.000 --> 01:41:01.000]  I don't want it, she said, of the phone, but you're going to have to make plans out there.
[01:41:01.000 --> 01:41:03.000]  You have to have it.
[01:41:03.000 --> 01:41:05.000]  When I walk around the house, I'm silent, she said.
[01:41:05.000 --> 01:41:10.000]  I think people have lost their ability to be present with themselves.
[01:41:10.000 --> 01:41:14.000]  There's nothing wrong with sitting on the deck, looking at the hills.
[01:41:14.000 --> 01:41:17.000]  I don't even have an answering machine.
[01:41:17.000 --> 01:41:20.000]  Man, I always have dreams about this last week before I read this.
[01:41:20.000 --> 01:41:24.000]  I told my wife, I said, look, it's not as bad as folks having to march into Chernobyl
[01:41:24.000 --> 01:41:27.000]  and clean up radiation that kills you in five minutes.
[01:41:27.000 --> 01:41:30.000]  You'll die a month later, but you're dead in five minutes.
[01:41:30.000 --> 01:41:33.000]  But I said, it's still slow death for all of us.
[01:41:33.000 --> 01:41:36.000]  And I said, I can still come back to town and do stuff remotely.
[01:41:36.000 --> 01:41:39.000]  But I said, we got to get to some area that doesn't have all this.
[01:41:39.000 --> 01:41:42.000]  I know there's elite zones that don't have it, because I can't look at my kids
[01:41:42.000 --> 01:41:44.000]  and watch them slowly dying.
[01:41:44.000 --> 01:41:46.000]  It's real.
[01:41:46.000 --> 01:41:50.000]  And the establishment's all running to these other areas, hoping we don't notice.
[01:41:50.000 --> 01:41:53.000]  I can't believe the New York Times even wrote about this.
[01:41:53.000 --> 01:41:56.000]  When I walk around my house, I'm silent, she said.
[01:41:56.000 --> 01:41:59.000]  I think most people lost the ability to be present with themselves.
[01:41:59.000 --> 01:42:03.000]  There's nothing wrong with sitting on your deck, looking at the hills.
[01:42:03.000 --> 01:42:06.000]  I don't even have an answering machine.
[01:42:06.000 --> 01:42:09.000]  And then it just goes on and on and on.
[01:42:09.000 --> 01:42:14.000]  What it's like to not have a buzzing, beeping thing controlling your life,
[01:42:14.000 --> 01:42:19.000]  made by slaves in China, by some horrible anti-free speech demon, Tim Cook,
[01:42:19.000 --> 01:42:24.000]  who's turned over his humanity and can care less.
[01:42:24.000 --> 01:42:27.000]  I didn't get to a lot of it. I covered a ton of it.
[01:42:27.000 --> 01:42:30.000]  I got a special report coming up that I got to tell you.
[01:42:30.000 --> 01:42:34.000]  The establishment is running from everything they've deployed against us.
[01:42:34.000 --> 01:42:38.000]  The mountains of debt, the giant third-world populations they've weaponized.
[01:42:38.000 --> 01:42:43.000]  The smart phones, the G5, the bio weapons, the leftist garbage.
[01:42:43.000 --> 01:42:46.000]  None of them give their kids iPhones. None of them do all this.
[01:42:46.000 --> 01:42:51.000]  They're running from what they're doing to us, but they'll never escape the blowback.
[01:42:51.000 --> 01:43:17.000]  I'll make sure of it.
[01:43:17.000 --> 01:43:41.000]  It's the greatest show on Earth at infowars.com for its last show.
[01:43:41.000 --> 01:43:48.000]  It's the greatest comedy show on Earth, two nights only, 20 candidates and tons of laughs.
[01:43:48.000 --> 01:43:56.000]  June 26th and 27th, coverage starts at 7 p.m. at infowars.com forward slash show.
[01:43:56.000 --> 01:44:22.000]  infowars, the most banned network in the world.
[01:44:22.000 --> 01:44:51.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:44:51.000 --> 01:44:59.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:44:59.000 --> 01:45:20.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:45:20.000 --> 01:45:46.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:45:46.000 --> 01:45:51.000]  It's time to take care of your morning routine. Get a bag of Patriot Blend coffee to support the show
[01:45:51.000 --> 01:46:17.000]  while enhancing your morning routine at infowarsstore.com.
[01:46:17.000 --> 01:46:46.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:46:46.000 --> 01:47:08.000]  It's the greatest show on Earth at infowars.com forward slash show.
[01:47:17.000 --> 01:47:23.000]  Big Brother, mainstream media, government cover-ups.
[01:47:23.000 --> 01:47:26.000]  You want to stop tyranny? Well, so does he.
[01:47:26.000 --> 01:47:33.000]  Live from the infowars.com studios, it's Alex Jones.
[01:47:33.000 --> 01:47:40.000]  I had an entire spread of news and clips for you tonight, but I basically covered one topic.
[01:47:40.000 --> 01:47:47.000]  And that's the establishment is building armored redoubts in the US and in other areas of the world
[01:47:47.000 --> 01:47:54.000]  that are free of the general population, but also free of 5G and that are defensible during a collapse.
[01:47:54.000 --> 01:47:58.000]  And in the last two hours, I let it all out.
[01:47:58.000 --> 01:48:03.000]  And I'm asking listeners and viewers to get that video, to get that audio,
[01:48:03.000 --> 01:48:05.000]  and to get it out to everyone you know.
[01:48:05.000 --> 01:48:10.000]  I'm going to post it the next few hours at newswars.com and infowars.com
[01:48:10.000 --> 01:48:16.000]  because the old cheesy GI Joe saying is really a real intelligence saying knowing is half the battle.
[01:48:16.000 --> 01:48:18.000]  And we know the globalist plan.
[01:48:18.000 --> 01:48:20.000]  Most people in government aren't bad.
[01:48:20.000 --> 01:48:25.000]  Most people in corporations aren't bad, but the psychopathic elites are so evil
[01:48:25.000 --> 01:48:28.000]  that we have a blind spot and can't believe what they're doing.
[01:48:28.000 --> 01:48:30.000]  I was just talking to Justin, one of the great crew members.
[01:48:30.000 --> 01:48:32.000]  He's like, I'm like, listen, we exposed their redoubts.
[01:48:32.000 --> 01:48:34.000]  We exposed what they're running to.
[01:48:34.000 --> 01:48:36.000]  They're going to be afraid to go ahead and turn the heat up.
[01:48:36.000 --> 01:48:38.000]  He goes, no, let's just turn it up faster.
[01:48:38.000 --> 01:48:41.000]  They're just making money off of us right now while they kill us.
[01:48:41.000 --> 01:48:46.000]  Yeah, but that money is symbols of energy, and that's how they're sucking our energy out of us.
[01:48:46.000 --> 01:48:47.000]  It's not going to go forever.
[01:48:47.000 --> 01:48:49.000]  We're living in epic times.
[01:48:49.000 --> 01:48:53.000]  They've got big plans for us, but humanity is not going to go along.
[01:48:53.000 --> 01:48:58.000]  So we just laid out the incredible real secrets of 5G that nobody else has laid out.
[01:48:58.000 --> 01:49:03.000]  The last hour and a half that we've covered is legendary intel.
[01:49:03.000 --> 01:49:06.000]  I'm telling you, I don't usually say that's legendary intel.
[01:49:06.000 --> 01:49:10.000]  That is as close as you're going to get to the truth as there is.
[01:49:10.000 --> 01:49:12.000]  Because even the establishment are mad scientists.
[01:49:12.000 --> 01:49:15.000]  They're not exactly sure what they're doing.
[01:49:15.000 --> 01:49:18.000]  They're just testing and have a grand plan.
[01:49:18.000 --> 01:49:21.000]  We can change that plan by our actions.
[01:49:21.000 --> 01:49:26.000]  All right, I'm going to go to this very special report by John Bowne.
[01:49:26.000 --> 01:49:32.000]  The case against the reparations guilt circus cult, which is absolutely paramount
[01:49:32.000 --> 01:49:34.000]  and shows how they're trying to re-institute slavery,
[01:49:34.000 --> 01:49:38.000]  and the idea that if somebody that you're related who did something wrong, you're guilty.
[01:49:38.000 --> 01:49:42.000]  It's just the end of due process, the end of common law, the end of everything.
[01:49:42.000 --> 01:49:43.000]  It's amazing.
[01:49:43.000 --> 01:49:47.000]  And I'll be back tomorrow live at Lebanon Central, but please don't forget,
[01:49:47.000 --> 01:49:50.000]  we're running a huge special right now, one of the biggest ever,
[01:49:50.000 --> 01:49:54.000]  store-wide free shipping, 50% off all the great supplements,
[01:49:54.000 --> 01:49:58.000]  and double patriot points, the save info wars emergency special.
[01:49:58.000 --> 01:50:02.000]  You've seen all the attacks, you've seen the attempts to take us off air.
[01:50:02.000 --> 01:50:04.000]  Without you supporting us, we will not be here.
[01:50:04.000 --> 01:50:07.000]  So whether it's amazing X2 that's so good for the body,
[01:50:07.000 --> 01:50:10.000]  find out about the purest form of iodine out there,
[01:50:10.000 --> 01:50:12.000]  or whether it's the great sleep aid knockout,
[01:50:12.000 --> 01:50:14.000]  or whether it's the eight pack power stack,
[01:50:14.000 --> 01:50:19.000]  or our great super blue fluoride free toothpaste fortified with iodine and little silver,
[01:50:19.000 --> 01:50:21.000]  whether it's the real Red Pill Plus, all these great products.
[01:50:21.000 --> 01:50:23.000]  We've got the best turmeric out there.
[01:50:23.000 --> 01:50:24.000]  They fund the operation.
[01:50:24.000 --> 01:50:26.000]  They make it all possible.
[01:50:26.000 --> 01:50:27.000]  We're making history together.
[01:50:27.000 --> 01:50:28.000]  So thank you for the support.
[01:50:28.000 --> 01:50:29.000]  Please take action.
[01:50:29.000 --> 01:50:30.000]  Without you, we're not here.
[01:50:30.000 --> 01:50:31.000]  Plus, these are great products.
[01:50:31.000 --> 01:50:35.000]  You already need a 361 infowarstore.com.
[01:50:35.000 --> 01:51:04.000]  Here's John Bowles report.
[01:51:05.000 --> 01:51:11.000]  42 million African Americans for reparations of the descendants of slaves,
[01:51:11.000 --> 01:51:16.000]  which by some estimates could total roughly 105 billion a year,
[01:51:16.000 --> 01:51:19.000]  15% of the U.S. National Defense budget.
[01:51:19.000 --> 01:51:21.000]  Representative Sheila Jackson Lee,
[01:51:21.000 --> 01:51:24.000]  who has been a member of Congress since 1995
[01:51:24.000 --> 01:51:27.000]  and a leader behind the reparations legislation,
[01:51:27.000 --> 01:51:30.000]  forgot what it took one good American to point out.
[01:51:30.000 --> 01:51:39.000]  HR 40 is in fact the response of the United States of America long overdue.
[01:51:39.000 --> 01:51:42.000]  Slavery is the original sin.
[01:51:42.000 --> 01:51:45.000]  Slavery has never received an apology.
[01:51:45.000 --> 01:51:51.000]  In 2008, the House of Representatives formally apologized for slavery in Jim Crow.
[01:51:51.000 --> 01:51:53.000]  In 2009, the Senate did the same.
[01:51:53.000 --> 01:51:55.000]  And what if reparations fails?
[01:51:55.000 --> 01:52:02.000]  Does this embolden the lunatics on the left and their leading candidate Joe Biden's call for a physical revolution?
[01:52:02.000 --> 01:52:05.000]  Let's start a real physical revolution if you're talking about it.
[01:52:05.000 --> 01:52:11.000]  And by a physical revolution, he is alluding to a race war that the Democratic Party would ignite.
[01:52:11.000 --> 01:52:15.000]  What are the 9 million mixed race Americans supposed to do?
[01:52:15.000 --> 01:52:17.000]  Stay home and fight themselves?
[01:52:17.000 --> 01:52:19.000]  What about the exemptions?
[01:52:19.000 --> 01:52:25.000]  I'm a direct descendant of abolitionists who settled in Flushing, New York in the 17th century
[01:52:25.000 --> 01:52:28.000]  who assisted with the Underground Railroad.
[01:52:28.000 --> 01:52:30.000]  Is my family exempt?
[01:52:30.000 --> 01:52:38.000]  What about the descendants of the 360,000 Union soldiers that died fighting for the Emancipation Proclamation?
[01:52:38.000 --> 01:52:39.000]  Are they exempt?
[01:52:39.000 --> 01:52:45.000]  And what about all the white people who immigrated long after slavery in the Civil War ended?
[01:52:45.000 --> 01:52:47.000]  Are they exempt too?
[01:52:47.000 --> 01:52:49.000]  The real issue with reparations?
[01:52:49.000 --> 01:52:52.000]  Well, they generally pay out to living survivors.
[01:52:52.000 --> 01:53:03.000]  In 1988, the United States paid one and a half billion dollars in reparations to the survivors of Japanese internment during World War II.
[01:53:03.000 --> 01:53:07.000]  While Germany has paid 89 billion to the victims of the Holocaust,
[01:53:07.000 --> 01:53:17.000]  will those survivors be paying reparations to the ancestors of those promised 40 acres and a mule by Union General Sherman
[01:53:17.000 --> 01:53:24.000]  that was interrupted after impeached Democratic President Andrew Johnson reversed the Freedmen's Bureau process
[01:53:24.000 --> 01:53:32.000]  that had already awarded 40,000 freed slaves, 400,000 acres of coastal land in South Carolina and Georgia?
[01:53:32.000 --> 01:53:39.000]  The federal government under a Democratic executive office turned around and took that land by force.
[01:53:39.000 --> 01:53:47.000]  Unfortunately, that was the perfect window for reparations because there were plenty of survivors, not 42 million people.
[01:53:47.000 --> 01:53:55.000]  Nothing I'm about to say is meant to minimize the horror and brutality of slavery and Jim Crow.
[01:53:55.000 --> 01:54:04.000]  Racism is a bloody stain on this country's history, and I consider our failure to pay reparations directly to freed slaves after the Civil War
[01:54:04.000 --> 01:54:09.000]  to be one of the greatest injustices ever perpetrated by the U.S. government.
[01:54:09.000 --> 01:54:16.000]  But I worry that our desire to fix the past compromises our ability to fix the present.
[01:54:16.000 --> 01:54:18.000]  Think about what we're doing today.
[01:54:18.000 --> 01:54:26.000]  We're spending our time debating a bill that mentions slavery 25 times, but incarceration only once,
[01:54:26.000 --> 01:54:31.000]  in an era with no black slaves, but nearly a million black prisoners.
[01:54:31.000 --> 01:54:38.000]  The history of our black country, of our black Americans, has been stolen from us for decades, almost over a century.
[01:54:38.000 --> 01:54:48.000]  Bookity Washington, 1880-82, began Tuskegee University by 1905.
[01:54:48.000 --> 01:54:52.000]  It was producing more self-made black millionaires than Harvard, Yale, and Princeton combined.
[01:54:52.000 --> 01:54:59.000]  The 40s, 50s, and 60s, it was a black community that led our country in the growth of the middle class,
[01:54:59.000 --> 01:55:04.000]  led our country in terms of men committed to marriage over 70 percent, now it's 30 percent.
[01:55:04.000 --> 01:55:09.000]  Led our country in terms of the commitment to business ownership, 40 percent, now it's 3.8 percent.
[01:55:09.000 --> 01:55:17.000]  Are we going to base serious policy on white guilt, even if no taxpayer alive today is responsible for slavery?
[01:55:17.000 --> 01:55:21.000]  And does that mean my soul needs to be forgiven, Reverend?
[01:55:21.000 --> 01:55:25.000]  And when I'm talking for reparations, I'm talking about those left behind,
[01:55:25.000 --> 01:55:29.000]  but I'm actually talking to my white brothers and sisters.
[01:55:29.000 --> 01:55:31.000]  You need this more than we do.
[01:55:31.000 --> 01:55:34.000]  You need this for your soul.
[01:55:34.000 --> 01:55:37.000]  A testimony about the fact that we're fighting for the heart of our nation.
[01:55:37.000 --> 01:55:40.000]  I think everybody in this room, as part of the American family, understands that.
[01:55:40.000 --> 01:55:42.000]  We see it different ways. Here's the question.
[01:55:42.000 --> 01:55:46.000]  And then frankly, when I hear from my colleagues on the other side of the aisle,
[01:55:46.000 --> 01:55:52.000]  that we need to be encouraged to work harder, to pull ourselves up by our bootstraps,
[01:55:52.000 --> 01:55:57.000]  that we can actually achieve that that's the only thing that's the problem.
[01:55:57.000 --> 01:56:01.000]  This is just how inept the Democrats are with the leadership of this nation
[01:56:01.000 --> 01:56:04.000]  and how dangerous reparations are to this republic.
[01:56:04.000 --> 01:56:09.000]  You want reparations? Then why not start with the ancestors of the southern Democrats
[01:56:09.000 --> 01:56:12.000]  that form the Confederacy and the KKK?
[01:56:12.000 --> 01:56:15.000]  KKK, that's not a democratic party, by the way.
[01:56:15.000 --> 01:56:20.000]  They lynched 4,700 people. 1,500 of them were white Republicans.
[01:56:20.000 --> 01:56:27.000]  Or those responsible for the mortgage-lending scams that targeted black Americans in the 1960s and 1970s.
[01:56:27.000 --> 01:56:35.000]  Or those responsible for overseeing the crack epidemic that put millions of black Americans in prison during the 1980s.
[01:56:35.000 --> 01:56:41.000]  Or those Democrats today who lord over their blue districts where poverty is increasing
[01:56:41.000 --> 01:56:45.000]  and education of our unifying principles are dying.
[01:56:45.000 --> 01:56:50.000]  Let's point to the party that was part of slavery, KKK Jim Crow,
[01:56:50.000 --> 01:56:55.000]  that has killed over 40% of our black babies, 20 million of them.
[01:56:55.000 --> 01:57:01.000]  But aside from reasonably helping our fellow Americans whatever race or races they may be,
[01:57:01.000 --> 01:57:04.000]  you can't blame millions of innocent people for slavery.
[01:57:04.000 --> 01:57:07.000]  It is the Democrats that must search their souls.
[01:57:07.000 --> 01:57:11.000]  Bottom line, Democrats, you opened up this can of worms.
[01:57:11.000 --> 01:57:15.000]  And in the end, it is your history that has doomed reparations for slavery
[01:57:15.000 --> 01:57:19.000]  and caused us to all see the truth that it was the Democrats
[01:57:19.000 --> 01:57:24.000]  who fought tooth and nail to keep reparations from legitimately happening all along.
[01:57:24.000 --> 01:57:45.000]  John Baum reporting.
[01:57:55.000 --> 01:57:59.000]  We make only like $5, $10 on higher marked up stuff.
[01:57:59.000 --> 01:58:01.000]  We're making like $2 on the toothpaste at that price.
[01:58:01.000 --> 01:58:03.000]  And we're moving a ton of it, okay?
[01:58:03.000 --> 01:58:07.000]  But you move a couple hundred thousand dollars or something and you get $20,000.
[01:58:07.000 --> 01:58:10.000]  That doesn't pay for all the infrastructure, the bandwidth, the lawyers, the crew.
[01:58:10.000 --> 01:58:13.000]  So we need to sell millions and millions and millions of dollars of product.
[01:58:13.000 --> 01:58:15.000]  I want to expand, not contract.
[01:58:15.000 --> 01:58:17.000]  And for six months, we've not been able to stand still.
[01:58:17.000 --> 01:58:18.000]  The enemy's been winning.
[01:58:18.000 --> 01:58:22.000]  And I have labored and labored and labored and labored on this.
[01:58:22.000 --> 01:58:24.000]  I like to be expanding, I like to be winning.
[01:58:24.000 --> 01:58:25.000]  I like to be fighting.
[01:58:25.000 --> 01:58:26.000]  And we are winning the M-Full War.
[01:58:26.000 --> 01:58:27.000]  That's why we're so hated.
[01:58:27.000 --> 01:58:28.000]  But we need to be retreaded.
[01:58:28.000 --> 01:58:29.000]  We need to be tuned up.
