[00:00.000 --> 00:07.000]  the
[02:40:52.480 --> 02:40:59.840]  is a time period of cosmic judgment. It's a time period of cosmic justice and consequence. And we're
[02:40:59.840 --> 02:41:08.000]  being given a choice. Okay, in my work, in my introduction to my podcast series, the narrator
[02:41:08.000 --> 02:41:14.800]  says, we are approaching our critical moment of choice, words to that effect. And that choice
[02:41:14.800 --> 02:41:22.400]  is here before us now. The choice is we wake up to the understanding of what true morality is and
[02:41:22.400 --> 02:41:29.600]  how authority is actually an immoral illusion. It is a state that we should not condone because it
[02:41:29.600 --> 02:41:35.280]  is based in violence. It's based in coercion. It's based in the destruction of free will,
[02:41:35.280 --> 02:41:42.480]  which is the ultimate gift of the Creator Almighty. Okay, and once we decide to make that choice and
[02:41:42.480 --> 02:41:48.080]  elevate our consciousness into true moral understanding of natural law, of the laws of the
[02:41:48.080 --> 02:41:54.400]  Creator, we will create a positive outcome. We will be able to transcend the current human
[02:41:54.400 --> 02:41:58.400]  condition. So we have to be the little examples in our own life. Because when I look at Satanist
[02:41:58.960 --> 02:42:02.720]  and people that serve even though they're super powerful or low level, they look enslaved,
[02:42:02.720 --> 02:42:06.880]  they look disempowered, they look like wraiths. When I see people like you and others that are
[02:42:06.880 --> 02:42:12.160]  like, you're alive, you're vibrant, you're well spoken, you're smart, you're amazing. I mean, judge the
[02:42:12.160 --> 02:42:18.160]  tree by its fruits. This satanic system doesn't pay in the end. So why are there so many people
[02:42:18.160 --> 02:42:25.840]  serving it? And from your deep research, is there a evil, offworld force, interdimensional?
[02:42:25.840 --> 02:42:31.680]  I mean, what is this entity entities? What is it? So I would say the people become
[02:42:31.680 --> 02:42:42.880]  ensnared by the satanic mindset because they have internal psychological, emotional, and spiritual
[02:42:42.880 --> 02:42:49.040]  failures that they have not developed yet developed the spiritual strength to confront.
[02:42:49.040 --> 02:42:53.120]  And that's why they trauma based mind control children is to break them so they can be programmable.
[02:42:53.120 --> 02:43:03.920]  Exactly. Trauma is the key to putting people into the underlying satanic ideology, which is
[02:43:03.920 --> 02:43:11.360]  essentially, I only ultimately care about myself, my own comfort, and perhaps the comfort and well
[02:43:11.360 --> 02:43:17.520]  being of my own, my immediate family members, my friends, and that's it. And everybody else,
[02:43:17.520 --> 02:43:22.240]  be damned. I'm not going to worry about whether their rights are being taken. I'm not going to
[02:43:22.240 --> 02:43:26.880]  worry about whether they're oppressed. I'm not going to worry about any issues of real justice.
[02:43:26.880 --> 02:43:32.080]  And that's what the left's doing, censoring and corrupting and dominating. And they feel like
[02:43:32.080 --> 02:43:35.440]  as minions, they're being empowered, even though their own rights are being destroyed.
[02:43:36.160 --> 02:43:42.960]  Could you imagine how much of a degraded husk spiritually one must be to want to silence
[02:43:42.960 --> 02:43:48.800]  somebody else's freedom of expression? What they did to you, Alex, was an absolute travesty.
[02:43:48.800 --> 02:43:53.920]  It's the exact inversion of justice, which is what Satanism wishes to create.
[02:43:53.920 --> 02:44:02.000]  True justice is the ultimate power of the universe. That is the creator's way that it ultimately
[02:44:02.960 --> 02:44:10.320]  brings consequence to the entire world of beings that have the capacity for understanding the
[02:44:10.320 --> 02:44:16.000]  difference between right and wrong. That's what cosmic justice is. And could you imagine
[02:44:16.000 --> 02:44:22.080]  just picture being the kind of person that says, well, I don't agree with what you said. Now,
[02:44:22.080 --> 02:44:27.280]  we might not agree with radical leftists, communists, Nazis, fascists, etc. Of course,
[02:44:27.280 --> 02:44:34.400]  we don't. We want freedom. We want humanity to move to the next level of development and build
[02:44:34.400 --> 02:44:41.840]  something that we can even scarcely imagine and move on to greatness. And what these people want
[02:44:41.840 --> 02:44:46.400]  is to degrade the human condition, to keep it in slavery, to keep people down, to keep people
[02:44:46.400 --> 02:44:50.400]  out of base, common denominator level and ultimately enslave them. And I think what you're
[02:44:50.400 --> 02:44:57.120]  saying is, sorry, I'll finish up and I'll have it some day. Yeah, I was saying, even if they endorse
[02:44:57.120 --> 02:45:02.160]  those things, imagine us having so little confidence in what we're saying that we say,
[02:45:02.800 --> 02:45:07.680]  we need to shut down their speech. They can't say that, silence them, take them. Well, that's
[02:45:07.680 --> 02:45:12.720]  exactly where I was going. This universal truth, you know, we didn't talk before you came on about
[02:45:12.720 --> 02:45:18.400]  what we were talking about, is that I'm confident my ideas, I believe my ideas against theirs will
[02:45:18.400 --> 02:45:23.440]  defeat them, which they will. That's why they've got to shut us down. So theirs is the only option.
[02:45:24.640 --> 02:45:31.120]  Absolutely, exactly correct. They know that ultimately they do not have a true legitimate
[02:45:31.120 --> 02:45:36.480]  argument. They don't have an argument factually, they don't even and they certainly don't have an
[02:45:36.480 --> 02:45:43.440]  argument morally. So the only answer is, we have to stop any alternative narratives and any
[02:45:43.440 --> 02:45:49.200]  alternative communication from reaching people's eyes and ears, so that we can continue to brainwashed
[02:45:49.200 --> 02:45:54.080]  them into our psychology, and they can't hear anything that opposes it. That is ultimately
[02:45:54.080 --> 02:45:58.800]  what they are trying to do with the shutdown of freedom of expression and censorship, which shows
[02:45:58.800 --> 02:46:04.000]  how incredibly weak they are. But then it falls to us to not submit into fight even harder. And I
[02:46:04.000 --> 02:46:08.000]  found when we don't give up and fight even harder, people instinctively get it and we just get bigger.
[02:46:09.280 --> 02:46:13.920]  Without a doubt. And that's why I feel it's so important for people to communicate. If there's
[02:46:13.920 --> 02:46:19.440]  no communication, there's no real learning. And we have to understand people need to unlearn
[02:46:19.440 --> 02:46:25.280]  things and they need to learn new things that ultimately make sense, that ultimately are based
[02:46:25.280 --> 02:46:33.920]  in true justice, that are ultimately based in real freedom. And the only way to spread those ideas
[02:46:33.920 --> 02:46:39.360]  is through communication. And through modern communication, meaning digital communication,
[02:46:39.360 --> 02:46:44.320]  communication over the internet in forms of many different forms of multimedia,
[02:46:44.320 --> 02:46:50.960]  is going to be the method that will optimally get that message out to the maximum number of people.
[02:46:50.960 --> 02:46:55.360]  Word of mouth, of course, is okay. I'm not telling people not to speak to their neighbors or friends
[02:46:55.360 --> 02:47:01.760]  or family members. You have to do that too. But one of the crux is that the main tenets of my work
[02:47:01.760 --> 02:47:06.960]  in particular is we have to learn modern communication and become the new media. We have
[02:47:06.960 --> 02:47:12.880]  to become the modern, not only truth seekers, but the modern truth speakers. We have to put the word
[02:47:12.880 --> 02:47:18.400]  out. Just us learning and knowing all this stuff is not good enough. That's the first step. That's
[02:47:18.400 --> 02:47:24.160]  the first step. That's transforming the self, right? But after the self is transformed, then you have
[02:47:24.160 --> 02:47:30.560]  to become an influencer and a person who helps to elevate consciousness in others. And that is
[02:47:30.560 --> 02:47:35.280]  accomplished through communication. That's why we have to become effective communicators. We have
[02:47:35.280 --> 02:47:43.120]  to become people who can put our word out there in a very powerful way, in a confident way, in a
[02:47:43.120 --> 02:47:49.440]  way that is logically expressed and logically oriented for people so that they can easily
[02:47:49.440 --> 02:47:54.480]  take it in and understand it. And we have to know the technology, how to do it. That's the big
[02:47:54.480 --> 02:47:59.440]  sticking point for most people. A lot of people don't want to learn computing. A lot of people
[02:47:59.440 --> 02:48:06.400]  don't want to learn modern digital communication and digital media creation. They're loath to that
[02:48:06.400 --> 02:48:11.120]  because for whatever reason, they don't think that that's really necessary or that they have
[02:48:11.120 --> 02:48:17.040]  to get personally involved in that. My work tries to help them to understand you not only have to
[02:48:17.040 --> 02:48:22.400]  know this stuff yourself and just speak it to family members, friends, etc. You should try to
[02:48:22.400 --> 02:48:28.240]  get involved in media creation yourself, even if it's only to point a phone at your face and hit
[02:48:28.240 --> 02:48:33.920]  upload. That's the minimum that people can do. If we learn a little bit more, we can have nice
[02:48:33.920 --> 02:48:38.960]  production values, nice graphics, etc. It makes it a little bit easier for people to take in. It
[02:48:38.960 --> 02:48:45.360]  makes it attractive for them to watch. This is what I advocate for. This is what I teach. It's
[02:48:45.360 --> 02:48:49.520]  not just learning the moral part of it. That obviously has to be the foundation. That has
[02:48:49.520 --> 02:48:55.040]  to come first. But then it becomes our moral obligation to communicate this out to other
[02:48:55.040 --> 02:49:02.480]  people. I think a lot of people miss that second part. They think that just only certain people
[02:49:02.480 --> 02:49:06.800]  and certain influencers have to do that. Stop right there. Stop right there because I was about
[02:49:06.800 --> 02:49:11.520]  to interrupt you two minutes ago and wrote the note right here. Little people have to think
[02:49:11.520 --> 02:49:16.640]  they're big people because I'm so sick of everybody thinking a leader is going to do it.
[02:49:16.640 --> 02:49:19.760]  When Lister's calling and say, oh, Alex, thank you. We love you. I'm like, listen,
[02:49:20.320 --> 02:49:24.720]  you donate, you buy products. I love you. I'm like a guy thrown in the ocean. You're a piece
[02:49:24.720 --> 02:49:31.440]  of driftwood. We're together. Thank you. I need you to move past just supporting us. Go speak at
[02:49:31.440 --> 02:49:36.480]  City Council. Take the first step or school board or put a YouTube up. So who cares if it gets five
[02:49:36.480 --> 02:49:42.240]  views? The point is that's how the journey starts. And we have to get the general public to realize
[02:49:42.240 --> 02:49:48.720]  that just like Thomas Jefferson said, we must get the yeoman farmer engaged in education
[02:49:48.720 --> 02:49:55.200]  and how the universe works and in metaphysics. And that's what he said. And to get outside the
[02:49:55.200 --> 02:50:02.160]  box because the yeoman farmer was the lowest level blue collar person and white collar person,
[02:50:02.160 --> 02:50:06.880]  middle class, poor middle class that were self sufficient. And he said this will only work
[02:50:06.880 --> 02:50:12.240]  when the general public knows these systems. If we don't have these, he wrote about it extensively
[02:50:12.240 --> 02:50:15.920]  as you know, and we're right back to Thomas Jefferson, we've got to get the average man and
[02:50:15.920 --> 02:50:20.080]  woman to realize they don't have to save the world and have to be Mark Pascio and reach 10
[02:50:20.080 --> 02:50:25.760]  million people a week for Alex Jones. They've just got to engage. And when that happens and the
[02:50:25.760 --> 02:50:32.080]  general consciousness gets off the bench, it's game over for the controllers. Without a doubt,
[02:50:32.080 --> 02:50:38.480]  well, well said, you know, people have to step into their own power and realize that they are
[02:50:38.480 --> 02:50:47.040]  not powerless. People will often ask, what can I do? What can one person do? And the answer is a whole
[02:50:47.040 --> 02:50:51.440]  Well, you talk about quantum mechanics, which is proven, which they've done thousands of times
[02:50:51.440 --> 02:50:55.280]  now at different universities, they can't believe it. When they observe a particle at x one way,
[02:50:55.280 --> 02:51:01.280]  when they don't at x another, we are literally moving particles at the lowest level. But but
[02:51:01.280 --> 02:51:06.640]  again, and then it's like a cyclotron or an amplification, the more you realize you have
[02:51:06.640 --> 02:51:12.000]  that power, it becomes scary. How much power we got? It's the butterfly effect, as they call it.
[02:51:12.800 --> 02:51:21.040]  We have unimaginable influence if we set our mind to it. If we decide I am going to speak,
[02:51:21.040 --> 02:51:26.240]  I am going to help others to learn, I'm going to be a communicator, I'm going to be an influencer.
[02:51:26.880 --> 02:51:33.280]  You cannot imagine what kind of power lies in that. That's the power of the human mind,
[02:51:33.280 --> 02:51:40.000]  then sending out the voice to other people. It's action at a distance. There is no better
[02:51:40.000 --> 02:51:46.080]  definition as far as I am concerned for the concept of magic, literally. That's what these
[02:51:46.080 --> 02:51:51.600]  occultists understand. That's why they do their television broadcast, right? We're doing our
[02:51:51.600 --> 02:51:58.480]  broadcast. We're casting a influence spell, you could say, right? It's putting out word for
[02:51:58.480 --> 02:52:04.400]  action at a distance. Think about how powerful it is that we can speak. That information that we
[02:52:04.400 --> 02:52:08.560]  speak into existence can be carried over technology. And what do they tell us? Humans are dirty.
[02:52:08.560 --> 02:52:11.840]  Humans are killing the earth. You don't have power. You should kill yourself. You're a worthless
[02:52:11.840 --> 02:52:18.960]  piece of crap. Meanwhile, worship Bill Gates, worship Harari, worship Klaus Schwab. No, they
[02:52:18.960 --> 02:52:22.960]  tell us how great they are in this great vision they've got, which is the end of us. We need to
[02:52:22.960 --> 02:52:28.320]  stand up and say, I'm made of the image of God, little G. That's right. And the Old Testament
[02:52:28.320 --> 02:52:32.960]  tells us, and it's true that what you envision is built, it may not happen even in this generation,
[02:52:32.960 --> 02:52:37.760]  but now we've reached this launch pad where basically whatever we want to do now can be
[02:52:37.760 --> 02:52:42.720]  done. And they know that, and they're so jealous of us being able to actually have the keys of the
[02:52:42.720 --> 02:52:48.880]  future. That's what they want to shut down. They want to shut down humanity's potentially
[02:52:48.880 --> 02:52:57.040]  very, very positive progress into the future. They want to stagnate that. And as I was saying,
[02:52:57.680 --> 02:53:03.280]  people have to step into that power and realize, what is more powerful than being able to speak?
[02:53:03.280 --> 02:53:09.200]  Have your words carried over some form of digital media of communication. And then it
[02:53:09.200 --> 02:53:16.320]  reach another person. It reach their mind. It influences their thoughts. It helps them to improve
[02:53:16.320 --> 02:53:23.360]  themselves and improve their lives. That is so, so powerful. It's unbelievably powerful.
[02:53:23.360 --> 02:53:29.520]  And these globalists, these transhumanists, these sick social engineers, these psychopathic, satanic
[02:53:29.520 --> 02:53:35.520]  social engineers want to block that. They don't want us exercising that power because then we're
[02:53:35.520 --> 02:53:41.040]  going to realize we're nobody's rightful slave. And we're going to realize we can create a positive
[02:53:41.040 --> 02:53:47.280]  outcome. We can create a positive future. It is possible. It has to be chosen. And it has to be
[02:53:47.280 --> 02:53:54.160]  willfully enacted through an act of our willpower. We have to stop being lazy about it. We have to
[02:53:54.160 --> 02:53:58.720]  stop being apathetic about it as a species. We have to get involved. We have to get on board. We
[02:53:58.720 --> 02:54:04.160]  have to step into the arena. We have to step onto the battlefield. We have to be that person in the
[02:54:04.160 --> 02:54:10.240]  arena. Okay. And step into that power. And then we're going to see exactly what we are capable
[02:54:10.240 --> 02:54:15.120]  of doing. And let me expand on that because, you know, you're a guy that never tended to do this
[02:54:15.120 --> 02:54:19.200]  and you reach tens of millions. I'm the same way. And I'm always telling listeners, you could be the
[02:54:19.200 --> 02:54:23.520]  next person to break the matrix. And that's why the globalists are so scared of this broadcast
[02:54:23.520 --> 02:54:28.960]  and your broadcast is we're empowering people and saying you're not ugly. You're not bad. You're not
[02:54:28.960 --> 02:54:34.320]  fallen. They want to keep you in that state only by dialing into their energy or that God, the
[02:54:34.320 --> 02:54:38.880]  universe that God created has a plan for you. But God's free will, you've got to follow the
[02:54:38.880 --> 02:54:43.520]  natural law. You've got to have the will. You've got to not hurt other people in that project
[02:54:43.520 --> 02:54:47.520]  and try to empower people. And it's like a video game. The more you empower people,
[02:54:47.520 --> 02:54:52.480]  the stronger you get. I mean, I've been on here 28 years and I was reaching millions of people
[02:54:52.480 --> 02:54:57.280]  in my first few years and then tens of millions and then now hundreds of millions if not billions.
[02:54:57.280 --> 02:55:01.600]  And the key to it all was I realized it was all a test. I didn't let it go to my head when they
[02:55:01.600 --> 02:55:05.920]  came and tried to buy me off and stuff. But as long as you're humble and realize it's part of a
[02:55:05.920 --> 02:55:10.880]  larger program, it's, it's, it's limitless. So that's why we harp so much not to tell viewers
[02:55:10.880 --> 02:55:15.280]  and listeners, oh, you're so great. Oh, you're so wonderful. No, you really are amazing,
[02:55:15.280 --> 02:55:19.040]  but you've got to get in sync with God with the natural law.
[02:55:20.160 --> 02:55:25.680]  Without a doubt, that's the underlying knowledge that has to be the foundation. If people don't
[02:55:25.680 --> 02:55:34.960]  understand moral law, that is the driving force of justice in creation. Justice is the ultimate
[02:55:34.960 --> 02:55:42.400]  expression of God, I would say. I see, if I had to give my, you know, impression or current
[02:55:42.400 --> 02:55:49.360]  understanding of what the Creator really is, it's law. It is law in the universe. And that's a
[02:55:49.360 --> 02:55:54.480]  strange definition for a lot of people because they look at it as a more personalized force
[02:55:54.480 --> 02:55:58.720]  many people do, especially, but that's how the God of the Israelites appeared as the law.
[02:55:58.720 --> 02:56:08.880]  Exactly. You know, and that moral law is going to basically act as the guiding foundation for
[02:56:09.440 --> 02:56:14.720]  what we experienced through consequence. We see the universal. I'm going to shut up and give you
[02:56:14.720 --> 02:56:18.240]  the last 10 minutes here, but I'm going to interrupt you. It's so important, not the false
[02:56:18.240 --> 02:56:23.440]  courts and system. Remember, the worldly corrupt system always creates a counterfeit. That's a
[02:56:23.440 --> 02:56:28.080]  fraud. People say the law, that's a fraud. No, no, we mean universal law. Explain this to them.
[02:56:28.080 --> 02:56:33.440]  I'm going to shut up. Yes. So I'm not referring to man's law here. When I say natural law, I mean
[02:56:33.440 --> 02:56:43.360]  God's law. I mean the universal, non-manmade, inherent to nature conditions that are eternal,
[02:56:43.360 --> 02:56:49.840]  that are objective, that are absolutely immutable, meaning they cannot be changed. So they're
[02:56:49.840 --> 02:56:54.640]  eternal. They're unchangeable. They're non-manmade. They're created by the Creator of the universe.
[02:56:54.640 --> 02:56:59.920]  They're inherent to nature. They're part of the universe, part of the fabric of creation,
[02:56:59.920 --> 02:57:06.560]  and they can never be taken out of existence. And they govern the consequences of our free will
[02:57:06.560 --> 02:57:13.360]  choices. It doesn't mean we don't have free will. We have free will to act, but then once we put our
[02:57:13.360 --> 02:57:20.000]  actions into effect in the universe, through our behavior, then we experience either positive
[02:57:20.000 --> 02:57:27.200]  consequence if those actions were in alignment with moral law, or we receive negative consequence
[02:57:27.200 --> 02:57:33.120]  if those actions are out of alignment and are transgressions against moral law. So the universe
[02:57:33.120 --> 02:57:44.160]  is one huge engine of choice, action, and consequence. We choose through what we have in our mental
[02:57:44.160 --> 02:57:50.400]  makeup, our psychology, our understanding. That comes from information that we take in, which is
[02:57:50.400 --> 02:57:56.320]  why information flow is so important. And that's why information has to, we have to have free access
[02:57:56.320 --> 02:58:02.880]  to it so we can make informed choices, informed decision making. Then we choose to behave. We
[02:58:02.880 --> 02:58:09.280]  behave a certain way, and then there are consequences attached to that behavior. And how I word it,
[02:58:09.280 --> 02:58:14.320]  I've actually written it as a mathematical equation, believe it or not. You know, I come from a somewhat
[02:58:14.320 --> 02:58:20.960]  scientific background. I attended Ivy League University for engineering. However, I've actually
[02:58:20.960 --> 02:58:32.080]  given this a very small equation. The sum of moral behavior is directly proportional to the sum
[02:58:32.080 --> 02:58:39.680]  of human freedom. That is how what we are experiencing in life, collectively, in the aggregate,
[02:58:39.680 --> 02:58:46.720]  as a species on this planet, as humanity, that is how natural law actually functions. The more
[02:58:46.720 --> 02:58:51.840]  moral people behave in the aggregate, the more freedom they have in the aggregate. As Thomas
[02:58:51.840 --> 02:58:58.640]  Jefferson said, only a moral people can be free. Exactly. You cannot ever separate the two things.
[02:58:58.640 --> 02:59:05.280]  The goal of all spirituality is freedom and higher levels of expression of consciousness.
[02:59:05.280 --> 02:59:12.480]  And that can only happen if we understand moral, natural law and align our behavior to it. And
[02:59:12.480 --> 02:59:17.920]  then we'll have freedom. And then freedom is the potential to create, to create ever greater systems,
[02:59:17.920 --> 02:59:24.320]  to create ever greater adventures for ourselves as a species. But we're only going to be able to do
[02:59:24.320 --> 02:59:31.280]  that and transcend the current human condition of slavery if we understand objective morality under
[02:59:31.280 --> 02:59:36.560]  natural law. This is the very basis of my main body of teachings. If people want to learn more
[02:59:36.560 --> 02:59:42.640]  about that in particular, I highly recommend that they watch my seminar called the Natural Law
[02:59:42.640 --> 02:59:47.760]  Seminar. Natural Law Seminar, if you just look for that, you can check that out on my website,
[02:59:47.760 --> 02:59:53.520]  waltonearthishappening.com in the videos section. I did an entire documentary about this called
[02:59:53.520 --> 02:59:59.120]  The Science of Natural Law. So those are the places that I would recommend that people would
[02:59:59.120 --> 03:00:05.440]  start if they want a basic understanding of natural law, moral law principles. But it's very
[03:00:05.440 --> 03:00:13.920]  simple. As morality increases, freedom increases. And as morality declines, freedom invariably and
[03:00:13.920 --> 03:00:19.840]  inevitably declines. So then all you have to do is look at the aggregate picture of the world,
[03:00:19.840 --> 03:00:26.400]  look at the aggregate picture of humanity. Are we free? No, we are not. What does that then mean?
[03:00:26.400 --> 03:00:33.200]  What must it mean by law? By law, it must mean that most people are not making the moral choices
[03:00:33.200 --> 03:00:39.600]  that they should be making. And again, you know, we want to encourage people to become good people.
[03:00:39.600 --> 03:00:44.400]  We want to encourage people to do what they know to be right. It doesn't necessarily mean that
[03:00:44.400 --> 03:00:48.720]  everybody lives up to those expectations. It doesn't mean that they're currently doing the
[03:00:48.720 --> 03:00:54.240]  right thing. So I can get kind of harsh on people, particularly in my podcast, I generally
[03:00:54.240 --> 03:00:59.680]  go a little bit easier in language when I'm on someone else's show out of pure respect, obviously.
[03:00:59.680 --> 03:01:04.560]  But when I'm doing my show... Go ahead, go ahead and let us all have it. Yeah, I mean...
[03:01:04.560 --> 03:01:10.560]  Two minutes, tell us what... I tell people that we as a species are not really currently that good
[03:01:10.560 --> 03:01:15.680]  of human beings. We are not... If we were very good human beings in the aggregate, truly,
[03:01:15.680 --> 03:01:22.560]  according to natural law, then we'd be free. See, beings that are not enacting, are not learning
[03:01:23.600 --> 03:01:28.960]  completely... There's an old saying my uncle would always give me. He said, you can't con an honest
[03:01:28.960 --> 03:01:36.560]  man. Only con artists buy into a con. We put ourselves in the prison. That's right. That's
[03:01:36.560 --> 03:01:44.480]  right. You know, we have... For the lie to be sold, people have to be willing to purchase it. They
[03:01:44.480 --> 03:01:50.000]  have to be willing to buy it. And this is what we are socially engineered and conditioned into.
[03:01:50.000 --> 03:01:55.280]  The lie is made attractive. It's packaged really nicely, right? And then they sell it to people
[03:01:55.280 --> 03:02:01.680]  over their brand of media, over their controlled corporate media and state-run media. And then,
[03:02:01.680 --> 03:02:05.600]  unfortunately, people watch it and take it into themselves and make it a part of their thought
[03:02:05.600 --> 03:02:10.240]  processes. This is what has to fundamentally change. So Mark, let me ask you this in close. It's been
[03:02:10.240 --> 03:02:14.800]  an amazing hour and you got to go soon. This has been a three-plus hour emergency transmission.
[03:02:14.800 --> 03:02:18.480]  Let me ask you this question, just without getting into natural law, which is amazing and
[03:02:18.480 --> 03:02:24.240]  you're absolutely right. Big picture, humanity sliding into the abyss. But I agree with you,
[03:02:24.240 --> 03:02:29.280]  but I do see a big awakening happening. What is your prognosis or your weather forecast for the
[03:02:29.280 --> 03:02:33.760]  near future, medium future, long-term future? I know it's all speculation, but you're a smart
[03:02:33.760 --> 03:02:37.600]  guy. I really want your view on this. Please give it to us. What do you see happening to humanity?
[03:02:37.600 --> 03:02:45.920]  Well, I see nothing as completely set in stone. We have free will. We have free will choice to
[03:02:45.920 --> 03:02:51.280]  choose our behavior. Our behaviors are going to be chosen based upon what we know. So I see two
[03:02:52.160 --> 03:02:55.920]  inevitable potentials that it can only really go two ways.
[03:02:55.920 --> 03:02:58.000]  So we're at the fork in the road. We're at the fork in the road.
[03:02:58.800 --> 03:03:03.040]  Absolutely. This is the critical moment of choice, the fork in the road for humanity,
[03:03:03.040 --> 03:03:09.840]  for our evolutionary development into the future. Either we learn moral, objective,
[03:03:09.840 --> 03:03:17.280]  natural law, and we then align our behavior to those moral principles. And we're going to create
[03:03:17.280 --> 03:03:23.520]  an incredibly positive future that will become a type I civilization. If we do that, I've predicted
[03:03:24.160 --> 03:03:31.920]  humanity will be a type I civilization on the Kardashev scale of civilizations within 100 years,
[03:03:31.920 --> 03:03:41.840]  one century. I predict if we get rid of the ideas and the false religions about authority and about
[03:03:41.840 --> 03:03:47.840]  rulership of people over others that don't serve who we are whatsoever. Now, if we don't do that,
[03:03:47.840 --> 03:03:52.800]  and that's the path, unfortunately, that we're on right now, we're on the negative path right now.
[03:03:52.800 --> 03:03:58.240]  If things continue as they have been, and they do not change drastically in the form of human
[03:03:58.240 --> 03:04:05.040]  understanding of moral law, then we are going to go into such a degraded state that I would predict
[03:04:05.680 --> 03:04:11.680]  within a few hundred years, we're going to be in a situation as predicted by HG Wells and the
[03:04:11.680 --> 03:04:18.800]  time machine between the the more more lock and the Eloy, the Eloy and more lock. Yes. And it will
[03:04:18.800 --> 03:04:25.840]  be like that scenario, where we will have a predator class that is literally devouring people,
[03:04:25.840 --> 03:04:32.320]  it will be it will get that. So it's a soil and green program. It will go there if we don't stop it.
[03:04:33.120 --> 03:04:39.760]  The positive news is we have free will. We have choice. We can learn natural law. It is not
[03:04:39.760 --> 03:04:45.920]  undiscoverable. It is absolutely learnable. It is discoverable. We can understand how it operates,
[03:04:45.920 --> 03:04:50.560]  and then we can choose more wise. No, no, I agree. Let me just throw this out there.
[03:04:50.560 --> 03:04:57.120]  I don't say this to my horn or anything. It's just a fact. I have world leaders calling top people
[03:04:57.120 --> 03:05:02.880]  at every level podcasting music, you name it, you know, tech heads, I've had dinner with them,
[03:05:03.440 --> 03:05:09.280]  and they, and I don't think they're trying to manipulate me. I don't think they're there
[03:05:09.280 --> 03:05:12.720]  for me to feel important because they're not asking me to do anything. They're saying,
[03:05:12.720 --> 03:05:17.040]  what do we do? We don't want to be part of this, but we're captured at what's your advice. So
[03:05:17.040 --> 03:05:22.000]  the globalists are digging armored bunkers around the world. They're hiding on an underground basis.
[03:05:22.000 --> 03:05:26.480]  They know what they've done is not working, but they don't know how to get off the system. So I see
[03:05:26.480 --> 03:05:32.320]  the fact that so many, even of their top practitioners are trying to find a way out, show salvation
[03:05:33.040 --> 03:05:40.560]  in the final equation. It's very simple. Learn natural law because good behavior results in
[03:05:40.560 --> 03:05:46.160]  positive consequence. Good behavior can turn the situation around. It means you have to stop being
[03:05:46.160 --> 03:05:51.600]  selfish. Well, as an example, let's say Elon Musk is for real. Let's say Elon Musk is for real.
[03:05:51.600 --> 03:05:56.560]  I think the jury's out. If he can set up internet access open and free again, he'll be the biggest
[03:05:56.560 --> 03:06:01.840]  guy ever. So natural law, open it up, make it free. You'll run the, you'll be the king of it.
[03:06:02.560 --> 03:06:07.040]  Without a doubt, I think he should explore trying to even replace something like PayPal,
[03:06:07.040 --> 03:06:11.920]  which has become a horrific control freak organization based on censorship and
[03:06:11.920 --> 03:06:19.280]  de-platforming and de-banking people. I'd like to see if Musk truly comes through with a platform
[03:06:19.280 --> 03:06:25.360]  of open and free communication, which again, does remain to be seen. I think he should move into
[03:06:25.360 --> 03:06:29.200]  trying to undo some of the evils of what PayPal has to do.
[03:06:29.200 --> 03:06:34.640]  Well, I can tell you, he said that's his plan. InternetX is free, open banking that doesn't
[03:06:34.640 --> 03:06:39.120]  control you, communication, everything. As long as you're not calling for violence. And
[03:06:39.120 --> 03:06:43.840]  I would, and even if he's not a perfect person, which he obviously isn't, he can see the alternative
[03:06:43.840 --> 03:06:48.800]  freedom is a trillion times better than slavery. Why would you want to be this big, rich mogul
[03:06:48.800 --> 03:06:54.400]  over a stinking, radioactive ashy? Well, why would you not want to stabilize stuff?
[03:06:54.400 --> 03:07:00.080]  I think that's my final question. Why are the current controllers bringing in a system that
[03:07:00.080 --> 03:07:04.480]  they know will destroy them? It's kind of how we started the interview because I'm not a rocket
[03:07:04.480 --> 03:07:10.240]  scientist, but I can see what they're building is not a good system for them.
[03:07:10.240 --> 03:07:18.400]  They're so horribly traumatized and so deeply entrenched in the satanic mindset that they want
[03:07:18.400 --> 03:07:24.960]  to rule a completely degenerate prison. Stop there. Stop there. I'm going to stop there.
[03:07:24.960 --> 03:07:29.280]  What you said is too important. Exactly. From start over, from what I've studied,
[03:07:29.280 --> 03:07:34.720]  the globalist are generation of a generation of tortured and molested children. And so these
[03:07:34.720 --> 03:07:41.120]  evil groups have passed it down to where the very controllers are the most enslaved out there. The
[03:07:41.120 --> 03:07:45.920]  question is, how do we stop that now? And the question is, how did it begin? Go ahead.
[03:07:46.960 --> 03:07:55.200]  So I would say it began really through very, very, very ancient manipulation of humanity.
[03:07:55.200 --> 03:08:02.160]  And again, this is deep dive research where you have to start trying to explore and look
[03:08:02.160 --> 03:08:08.320]  into the actual origins of humanity. And that could be a very, very dark place to go,
[03:08:08.320 --> 03:08:14.320]  but there's been interference with our species. Of course, the universe is teeming with life,
[03:08:14.320 --> 03:08:21.680]  not all of it balanced, not all of it spiritually advanced. And I feel that some species do get
[03:08:21.680 --> 03:08:28.800]  involved in the destiny and courses of other species. I call this interference theory. Other
[03:08:28.800 --> 03:08:35.440]  people have named it other things like, you know, you know, I can't even recall like ancient
