[00:00:00.152 --> 00:00:00.623]  Let's go.
[03:17:30.938 --> 03:17:36.120]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:17:36.480 --> 03:17:37.682]  I can help you too.
[03:17:37.682 --> 03:17:40.627]  If you owe taxes you can't pay, don't wait another day.
[03:17:40.627 --> 03:17:42.851]  There's no such thing as a hopeless tax case.
[03:17:42.851 --> 03:17:47.298]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[03:17:47.298 --> 03:17:49.001]  That's DanPilla.com.
[03:17:49.001 --> 03:17:49.582]  DanPilla.com.
[03:17:53.550 --> 03:17:58.253]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:17:58.253 --> 03:18:08.680]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:18:09.580 --> 03:18:14.383]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:18:14.383 --> 03:18:22.787]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:18:22.787 --> 03:18:30.492]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:18:30.492 --> 03:18:32.453]  Wake up refreshed and take on the day.
[03:18:32.933 --> 03:18:40.859]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:18:40.859 --> 03:18:44.542]  Get the sleep you deserve and experience the power of knockout.
[03:18:44.542 --> 03:18:48.925]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:18:48.925 --> 03:18:50.366]  That's InfoWarsLife.com
[03:18:52.844 --> 03:19:05.653]  This is a call for modern-day Paul Reveres, who are all Americans, who are all human beings who bleed red blood, love God, and love justice, and who have awakened to the New World Order threat.
[03:19:05.653 --> 03:19:16.641]  You are the modern Paul Reveres, and without you, no one knows about Band-Odd Video and our live coverage of the attempt to remove the President in the Senate trial and the Deep State trying to trigger
[03:19:20.828 --> 03:19:21.389]  We're good.
[03:19:40.762 --> 03:19:42.583]  You're listening to the Alex Jones Show!
[03:20:17.445 --> 03:20:20.247]  Caitlin Bennett.
[03:20:20.247 --> 03:20:22.848]  Waging war on corruption.
[03:20:22.848 --> 03:20:29.391]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:20:29.391 --> 03:20:32.432]  The war room's coming up in about 40 minutes.
[03:20:32.432 --> 03:20:33.733]  That dragon's about to take over.
[03:20:36.139 --> 03:20:38.020]  Roger Stone can't come on.
[03:20:38.020 --> 03:20:39.021]  He's gagged.
[03:20:39.021 --> 03:20:45.265]  The other co-host is facing prison and the other host is in jail right now for wearing a piece of tape over his mouth at the Capitol.
[03:20:45.265 --> 03:20:46.245]  Other people are allowed to protest.
[03:20:46.245 --> 03:20:46.926]  He's just not allowed to.
[03:20:48.911 --> 03:20:53.475]  I came up with this idea a few weeks ago, listeners did, a caller did, to have a sticker.
[03:20:53.475 --> 03:20:54.636]  It's a little bit smaller than this.
[03:20:54.636 --> 03:20:55.577]  It goes over the mouth.
[03:20:55.577 --> 03:20:56.637]  It looks like duct tape.
[03:20:56.637 --> 03:20:59.039]  It says, Save the First Amendment, Infowars.com.
[03:20:59.039 --> 03:21:00.461]  Save the Second Amendment, Infowars.com.
[03:21:00.461 --> 03:21:03.163]  Operation Win 2020, Infowars.com.
[03:21:03.163 --> 03:21:05.405]  Ban, Infowars.com.
[03:21:05.405 --> 03:21:07.086]  Break up Big Tech, Infowars.com.
[03:21:07.086 --> 03:21:09.208]  Impeach the Democrats, Infowars.com.
[03:21:09.208 --> 03:21:11.209]  Indict the traitors, Infowars.com.
[03:21:11.209 --> 03:21:12.911]  Forbidden information, Infowars.com.
[03:21:12.911 --> 03:21:13.852]  Maybe do a document cam shot?
[03:21:15.111 --> 03:21:19.916]  And you can buy 100 of these at cost $19.95 at Informersware.com.
[03:21:19.916 --> 03:21:20.437]  They're here.
[03:21:20.437 --> 03:21:21.678]  The truck's here.
[03:21:21.678 --> 03:21:22.899]  I just was not... And you know what?
[03:21:22.899 --> 03:21:24.261]  I'm not going to fight with Q anymore.
[03:21:24.261 --> 03:21:26.763]  There's an IMQ, Informers.com.
[03:21:26.763 --> 03:21:27.364]  Just whatever.
[03:21:27.364 --> 03:21:32.409]  Because whoever started it might be a scam or whatever, but if it's citizens involved researching, it's a good thing.
[03:21:32.409 --> 03:21:33.591]  We should just co-opt it for freedom.
[03:21:34.813 --> 03:21:37.114]  A great American flag with InfoWars.com.
[03:21:37.114 --> 03:21:39.974]  Defend the Second Amendment, InfoWars.com.
[03:21:39.974 --> 03:21:40.955]  Save InfoWars.
[03:21:40.955 --> 03:21:41.695]  Ban.
[03:21:41.695 --> 03:21:42.495]  Uncover the truth.
[03:21:42.495 --> 03:21:43.615]  These are the stickers, okay?
[03:21:43.615 --> 03:21:45.256]  There's 20 of them.
[03:21:45.256 --> 03:21:52.478]  And they are at cost up to 1,000 packs for $199.
[03:21:52.478 --> 03:21:54.198]  There's no reviews of that yet.
[03:21:54.198 --> 03:21:55.838]  So you can get these and hand them out at events.
[03:21:55.838 --> 03:22:01.280]  You go to a Trump rally, everybody puts them on, and in silence, even more powerful, Trump will definitely hear about it.
[03:22:02.208 --> 03:22:04.269]  Or, go to the Capitol and do it.
[03:22:04.269 --> 03:22:06.550]  See if you get arrested.
[03:22:06.550 --> 03:22:12.011]  You'll see Democrats all doing whatever they want protesting, but you do it, boom, they're on you!
[03:22:12.011 --> 03:22:15.433]  And imagine, this is like black folks trying to ride in front of the bus and getting arrested.
[03:22:15.433 --> 03:22:17.673]  It's going to end up backfiring on them.
[03:22:17.673 --> 03:22:25.316]  Caitlin Bennett, I got you on here about what you saw in D.C., the great reports you filed, what you witnessed in Virginia, not this with Owen, but this is a pretty big deal.
[03:22:25.316 --> 03:22:27.377]  Finishing up with that and then just getting into the state of the country.
[03:22:28.652 --> 03:22:57.774]  Yeah, so I have been going so many places within the last week, Alex, and one thing I want to kind of go off topic here, and I want to thank the listeners for going to Infowarsstore.com and sharing the links from News Wars, because I was actually, with your help and with the opportunity you were able to give me to go out and do these videos and support my work and be a sponsor, I was actually invited to the West Wing of the White House, which is something that you have to be invited by the Trump administration or his staff to go do.
[03:22:58.274 --> 03:23:10.950]  And that wouldn't have happened if it weren't for you, so I want to thank you personally, and then I want to thank the listeners, because without you, we wouldn't have the listeners, and without the listeners, we wouldn't have InfoWars on here, and I wouldn't have the platform that I have.
[03:23:10.950 --> 03:23:17.978]  So thank you to the listeners, and thank you, Alex, for the opportunity you have given me to be able to go do that, so I appreciate it.
[03:23:17.978 --> 03:23:24.523]  It's not a status thing, obviously, to get to work with the White House and then recognize the great journalism you're doing.
[03:23:24.523 --> 03:23:25.263]  That's a great thing.
[03:23:25.263 --> 03:23:33.049]  So it just shows you how you're being noticed and the great work you're doing and what listeners sponsoring you by supporting us, what that allows you.
[03:23:33.049 --> 03:23:33.949]  And of course, I've doubled.
[03:23:34.770 --> 03:23:43.713]  This year, the expenses and the funding for you, because the more we fund you, and you're not even making much money personally, you just spend almost all of it on action.
[03:23:43.713 --> 03:23:47.454]  And so I've doubled your funding this year, and you've really doubled the amount of work.
[03:23:47.454 --> 03:23:48.494]  So I want to thank the listeners.
[03:23:48.494 --> 03:23:50.855]  I told listeners, we're doubling operations.
[03:23:50.855 --> 03:23:51.975]  I'm spending every reserve.
[03:23:51.975 --> 03:23:53.016]  We're all in.
[03:23:53.016 --> 03:23:54.376]  We're just trusting in God.
[03:23:54.376 --> 03:23:57.357]  And you've really been doing an amazing job with your team.
[03:23:58.444 --> 03:23:59.525]  Thank you, I appreciate it.
[03:23:59.525 --> 03:24:01.246]  So yeah, another thank you to the listeners.
[03:24:01.246 --> 03:24:04.188]  I wouldn't have been able to have that opportunity without them.
[03:24:04.188 --> 03:24:08.851]  So, the supplements are important, sharing the links are important, and going to band out videos is important as well.
[03:24:08.851 --> 03:24:16.377]  But, when we look at the things that I was able to do this last week, another thing I went to was the Virginia Rally.
[03:24:16.377 --> 03:24:17.618]  I went out a little bit later,
[03:24:18.243 --> 03:24:22.667]  And everyone was asking for you, everyone was asking where you were, and no one as well.
[03:24:22.667 --> 03:24:29.532]  But I went out a little bit later when people were leaving so that it was a little bit more calm and I had easier access to interview people.
[03:24:29.532 --> 03:24:38.019]  The message was the same from the people who were from Virginia, and there were tons of people who weren't even from Virginia that came to support Virginians.
[03:24:38.019 --> 03:24:41.902]  I think that is the most amazing thing I saw there that day.
[03:24:42.302 --> 03:24:47.608]  Well, we know it's the Globalist, New World Order, Soros, Bloomberg attack.
[03:24:47.608 --> 03:24:49.209]  Of course we're there.
[03:24:49.209 --> 03:24:50.831]  Virginians were thanking me.
[03:24:50.831 --> 03:24:51.652]  I'm like, thanking you?
[03:24:51.652 --> 03:24:53.394]  They're coming for my guns too, brother.
[03:24:53.394 --> 03:24:54.214]  We're Americans.
[03:25:03.052 --> 03:25:08.536]  Yeah, so this is just a clear message to any politician out there that wants to push for gun control.
[03:25:08.536 --> 03:25:12.038]  The entire country is going to stand up against you.
[03:25:12.038 --> 03:25:18.002]  And I really think the Virginians need to be on their toes because they're pushing red flag laws already.
[03:25:18.002 --> 03:25:19.283]  They're passing them.
[03:25:19.283 --> 03:25:22.065]  They have the FBI watching militias that showed up.
[03:25:22.065 --> 03:25:24.106]  So really be on your toes.
[03:25:24.106 --> 03:25:27.849]  You go to these rallies and you show up and you have fun and the numbers
[03:25:28.829 --> 03:25:30.090]  Democrats don't care.
[03:25:30.090 --> 03:25:30.971]  They don't care.
[03:25:30.971 --> 03:25:33.794]  They will try to step on you every step of the way.
[03:25:33.794 --> 03:25:36.416]  They will try to tread on you every step of the way.
[03:25:36.416 --> 03:25:45.025]  So just a message to Virginians, just because you had so many people at this rally doesn't mean you need to have a blind eye or think that's it.
[03:25:46.863 --> 03:25:48.324]  Make sure you're doing all that you can.
[03:25:48.324 --> 03:25:53.646]  And if they do come for your guns, I really hope people stand by their words that they will not comply.
[03:25:53.646 --> 03:25:57.947]  And just know the whole country is going to be there to back you guys up.
[03:25:57.947 --> 03:26:00.048]  Most amazing thing I saw.
[03:26:00.048 --> 03:26:03.270]  Well, Americans are facing coordinated multinational attack.
[03:26:03.270 --> 03:26:05.350]  We have to combine forces together.
[03:26:05.350 --> 03:26:10.693]  And an attack on a Californian, an attack on a Virginian, an attack on a Texan, an attack on a Michelle Gander.
[03:26:10.693 --> 03:26:11.553]  It doesn't matter.
[03:26:11.553 --> 03:26:12.413]  We're all Americans.
[03:26:12.413 --> 03:26:15.374]  An attack on a black American's rights or a white American's rights or anybody.
[03:26:15.374 --> 03:26:16.475]  It's an attack on us all.
[03:26:18.149 --> 03:26:19.629]  Yeah, it's really disappointing.
[03:26:19.629 --> 03:26:31.473]  I think it was really funny, the tweets going around with pictures of black gun owners because the entire media, CNN, local media, was trying to paint this as a white supremacist rally.
[03:26:31.473 --> 03:26:36.994]  And it kind of was like the time to shine for these black gun owners because they were like, what about me?
[03:26:36.994 --> 03:26:39.155]  You guys are so important.
[03:26:39.155 --> 03:26:41.016]  You guys want to focus on black lives.
[03:26:41.016 --> 03:26:41.816]  Black lives matter.
[03:26:42.436 --> 03:26:47.618]  They completely ignored, the mainstream media completely ignored all of these black gun owners.
[03:26:47.618 --> 03:26:53.001]  By the way, I was blown away by, I'd say the crowd was about 10% black, which is almost the population.
[03:26:53.001 --> 03:26:54.962]  That was scaring the hell out of the left.
[03:26:54.962 --> 03:26:56.482]  In fact, let me just show people something.
[03:26:56.482 --> 03:26:57.303]  Here's a hat I wear.
[03:26:58.285 --> 03:26:58.465]  I don't
[03:27:16.043 --> 03:27:22.389]  And New York and all that right down to Virginia and North Carolina and West Virginia.
[03:27:22.389 --> 03:27:23.910]  And it says join or die.
[03:27:23.910 --> 03:27:24.811]  It has a double meaning.
[03:27:24.811 --> 03:27:26.252]  Join or they'll destroy us.
[03:27:26.252 --> 03:27:28.073]  And join us or we're going to kill you.
[03:27:28.073 --> 03:27:28.974]  But that says it all.
[03:27:28.974 --> 03:27:30.715]  And that's about unity.
[03:27:30.715 --> 03:27:32.737]  That snake isn't white.
[03:27:32.737 --> 03:27:33.478]  It's not black.
[03:27:33.478 --> 03:27:34.218]  It's American.
[03:27:34.218 --> 03:27:35.419]  And it joins or it dies.
[03:27:35.419 --> 03:27:35.920]  It's that simple.
[03:27:38.015 --> 03:27:44.179]  It's a great message that Virginians stuck together and people from out of state came to stay together with them.
[03:27:44.179 --> 03:27:45.600]  So I think that's great.
[03:27:45.600 --> 03:27:49.063]  Just, Virginia, keep on your toes because they're still passing gun control.
[03:27:49.063 --> 03:27:50.784]  Governor Northam does not care.
[03:27:50.784 --> 03:27:58.769]  And if they want to really stop their state from turning blue, I think they need to look at what's turning it blue, too.
[03:27:58.769 --> 03:28:00.690]  So make sure you get out in those polls.
[03:28:00.690 --> 03:28:04.713]  Well, it's the election fraud, and I don't want to take away hope, but
[03:28:05.293 --> 03:28:06.715]  We need indictments.
[03:28:06.715 --> 03:28:10.699]  They're organizing illegal aliens to vote and giving them driver's licenses in Democrat states.
[03:28:10.699 --> 03:28:11.861]  This is a takeover.
[03:28:11.861 --> 03:28:12.882]  It's a criminal operation.
[03:28:12.882 --> 03:28:14.944]  We treat them like criminals or they win.
[03:28:14.944 --> 03:28:20.751]  Kaitlin, Matt Bracken is obviously an expert on all this, best-selling author, former Navy SEAL, really smart guy.
[03:28:20.751 --> 03:28:23.955]  Let's say hi to him on the other side of the hall a few more minutes and then let him take over here.
[03:28:24.455 --> 03:28:24.795]  I don't know.
[03:28:51.994 --> 03:28:55.016]  We can all agree these are troubled times, right?
[03:28:55.016 --> 03:28:57.918]  So do you know who's on your wireless network?
[03:28:57.918 --> 03:29:05.142]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[03:29:05.142 --> 03:29:10.366]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[03:29:10.366 --> 03:29:17.971]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[03:29:17.971 --> 03:29:21.453]  And not just one, but all your devices with one out-of-the-box setup.
[03:29:21.733 --> 03:29:30.897]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[03:29:30.897 --> 03:29:34.019]  Call or click FlashRouters today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[03:29:34.019 --> 03:29:35.239]  That's 1-866-509-5817 or FlashRouters dot com.
[03:29:35.239 --> 03:29:40.202]  Protect your wireless home network today with FlashRouters.
[03:29:52.785 --> 03:29:56.606]  Since the beginning, Secret 12 has been one of our most popular formulas.
[03:29:56.606 --> 03:30:01.468]  Now we're bringing you an all-new version of your favorite formula to help you reach your energy peak.
[03:30:01.468 --> 03:30:09.770]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, Methylcobalamin, to provide you with twice the B12.
[03:30:09.770 --> 03:30:17.552]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[03:30:17.552 --> 03:30:22.094]  Help support your energy levels and take advantage of the superior form of B12 today with Ultra 12.
[03:30:22.614 --> 03:30:25.636]  It's no secret that our daily lives are becoming more stressful.
[03:30:25.636 --> 03:30:30.238]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[03:30:30.238 --> 03:30:35.341]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[03:30:35.341 --> 03:30:39.524]  Chill Force is our solution for a true, healthy, relaxation support formula.
[03:30:39.784 --> 03:30:47.732]  As the long awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time tested practices to help fight your stress levels.
[03:30:47.732 --> 03:30:49.174]  It's time to take a breather.
[03:30:49.174 --> 03:30:52.718]  Get chill for us today at InfoWarsStore.com.
[03:30:52.718 --> 03:30:55.961]  There's a lot of phony garbage out there in the world.
[03:30:55.961 --> 03:30:58.343]  A lot of people that never deliver.
[03:30:58.343 --> 03:31:02.568]  Well, I'm here to tell you InfoWars has delivered in royal flush.
[03:31:04.275 --> 03:31:11.557]  A handful of ace of spades because of God, because of the audience of activists, and because of the great team at InfoWars.
[03:31:11.557 --> 03:31:14.899]  And we are all a team, ladies and gentlemen.
[03:31:14.899 --> 03:31:18.820]  So right now, humanity is awakening, it's explosive, it's powerful, it's incredible.
[03:31:19.600 --> 03:31:28.949]  But there's major obstacles coming down the road, and the only way we can effectively fight the NWO and stay in the game, like in Fort Worth, Citizen's Tip of the Spirit, is your financial support.
[03:31:28.949 --> 03:31:31.772]  We make it really easy at mfortworthstore.com.
[03:31:31.772 --> 03:31:36.797]  But I am blowing through our backup money right now with our reporters doing
[03:31:36.937 --> 03:31:37.317]  We're good.
[03:31:53.331 --> 03:31:56.994]  It's time to take a new, healthier approach to one of your most basic needs.
[03:31:56.994 --> 03:32:04.058]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[03:32:04.058 --> 03:32:08.041]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[03:32:08.041 --> 03:32:15.026]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[03:32:15.026 --> 03:32:19.309]  This groundbreaking, gravity-fed water filtration system is like no other.
[03:32:19.309 --> 03:32:22.211]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[03:32:22.725 --> 03:32:27.487]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[03:32:27.487 --> 03:32:32.189]  Now when you buy your favorite products, you can add a donation right at the checkout.
[03:32:32.189 --> 03:32:37.672]  Simply open the donation option and either select a preset amount or enter a custom amount.
[03:32:37.672 --> 03:32:42.934]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[03:32:42.934 --> 03:32:44.415]  You ask, we deliver.
[03:32:44.415 --> 03:32:47.976]  This easy option gives you the means to donate directly to the cause.
[03:32:47.976 --> 03:32:49.877]  Remember, we're all part of the fight.
[03:32:49.877 --> 03:32:52.218]  InfoWars, brought to you by you.
[03:32:56.286 --> 03:33:05.997]  You're listening to the Alex Jones Show.
[03:33:05.997 --> 03:33:12.245]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:33:18.234 --> 03:33:27.902]  All right folks, Matt Bracken is about to take over, but I know he's a fan of Kaitlyn Bennett, the gun girl as she's known, the Penn State gun girl that's been doing a great job reporting for InfoWars last few years.
[03:33:27.902 --> 03:33:32.446]  I want to get his take on what happened in Virginia and how big a deal that is and get her closing comments.
[03:33:32.446 --> 03:33:42.775]  But please don't forget, I sell you things I know you need that'll make your life better, so you fund the operation and want to order it again, I treat you like I want to be treated.
[03:33:42.775 --> 03:33:45.817]  You know, that old-fashioned idea.
[03:33:45.817 --> 03:33:46.378]  And with
[03:33:47.776 --> 03:33:55.902]  The winter, and all these deadly flus and viruses going around, vitamin D3 and vitamin K are what allow you to beat that.
[03:33:55.902 --> 03:34:00.805]  And most of the time when you get sick, it's a deficiency in these, 40% off, even though it's close to selling out.
[03:34:00.805 --> 03:34:04.368]  I'm keeping it at that price because I want people to get it, especially for your children.
[03:34:04.368 --> 03:34:06.790]  Winter Sun, Infowarshore.com.
[03:34:06.790 --> 03:34:09.712]  And then, what iodine does for everybody.
[03:34:09.712 --> 03:34:11.333]  X2 and X3.
[03:34:11.333 --> 03:34:12.994]  X2 just got back in stock.
[03:34:12.994 --> 03:34:15.476]  The good halogen, the good base of everything in your body.
[03:34:15.476 --> 03:34:16.577]  You'd die without iodine.
[03:34:17.037 --> 03:34:17.397]  I don't know.
[03:34:30.472 --> 03:34:33.234]  The iodine, they put the bad halogen fluoride in.
[03:34:33.234 --> 03:34:36.015]  So get yours today, 40% off as well.
[03:34:36.015 --> 03:34:43.560]  Get them together, 50% off, with free shipping for those items, and infowarestore.com, and that's how we fund this operation.
[03:34:43.560 --> 03:34:56.827]  Well, Matt Bracken, I know you've got a lot to cover in the limited time in the next two segments, but your take on Virginia, and then, of course, we have Caitlin Bennett here with her take on what happened at the Women's March being so tiny.
[03:34:56.827 --> 03:34:58.388]  Less than 30,000, the D.C.
[03:34:58.388 --> 03:34:59.709]  police officially told us,
[03:35:00.509 --> 03:35:04.511]  Versus the five million or so that Soros funded just three and a half years ago.
[03:35:04.511 --> 03:35:06.812]  What do you make of this, Matt Bracken?
[03:35:06.812 --> 03:35:14.915]  Well, I think it's instructive to compare what happened in Charlottesville to the way it went down in Richmond.
[03:35:14.915 --> 03:35:25.360]  And I think that the Virginia State Police and Richmond Police Department, they took to heart whether they were intentional or just blunders.
[03:35:25.360 --> 03:35:28.401]  They really had the rules of engagement, so to speak.
[03:35:29.045 --> 03:35:36.547]  Down very firm in Richmond so that everybody knew what the boundaries and borders were.
[03:35:36.547 --> 03:35:47.410]  You know, like we predicted weeks ago, they put up all this chain link, so they built a perimeter around Virginia Square and made that a no-gun zone, a gun-free zone.
[03:35:47.410 --> 03:35:52.512]  But immediately around it was an open-carry zone, at least for that day.
[03:35:52.512 --> 03:35:56.933]  I'm sure if today you walked around downtown Richmond, you know, with an AR-15 on your back,
[03:35:57.577 --> 03:36:01.140]  You'd probably get yanked over, but on that day, no way.
[03:36:01.140 --> 03:36:14.692]  So you sort of had three rings of security because you had the unarmed patriots inside the fence, then you had the armed Virginians and Americans immediately around outside the fence.
[03:36:14.692 --> 03:36:17.855]  So 7,000 inside, 20,000 outside.
[03:36:17.855 --> 03:36:21.678]  Then on the roofs around and undercover, other cops.
[03:36:21.678 --> 03:36:24.621]  So if anything had gone sideways really, really badly,
[03:36:25.194 --> 03:36:26.636]  I mean, it would have gone out of control.
[03:36:26.636 --> 03:36:29.299]  So the police had to be on their best behavior.
[03:36:29.299 --> 03:36:38.590]  Sure, but the big takeaway is it was probably more than 30,000 people came together peacefully and not one problem, only one arrest for somebody violating the law and wearing a full mask.
[03:36:38.590 --> 03:36:40.072]  They thought it was Antifa.
[03:36:40.072 --> 03:36:43.196]  And so this was just the opposite of what the governor said was going to happen.
[03:36:44.161 --> 03:36:53.283]  Yeah, and yeah, it went down peacefully and they even, you know, pick up their own trash, you know, and show and put the lie to the entire thing.
[03:36:53.283 --> 03:36:54.203]  So a giant victory.
[03:36:54.203 --> 03:36:55.343]  I'm going to let you take over.
[03:36:55.343 --> 03:36:56.463]  I appreciate you being here.
[03:36:56.463 --> 03:36:58.624]  Matt Bracken of EnemiesFarAndDomestic.com.
[03:36:58.624 --> 03:37:00.544]  Millie Weaver's done a great job.
[03:37:00.544 --> 03:37:06.525]  We're going to have her back on the show here very, very soon with some of the big things that she's been breaking.
[03:37:06.525 --> 03:37:10.946]  And of course, Owen, as soon as he gets out of jail, closing comments from Caitlin Bennett.
[03:37:12.421 --> 03:37:17.803]  So another trip we went to, along with Virginia, as everybody knows, is the Women's March in D.C.
[03:37:17.803 --> 03:37:23.846]  And just like Alex has been saying, that was the smallest Women's March I have ever seen.
[03:37:23.846 --> 03:37:26.027]  I was expecting there to be a lot more.
[03:37:26.027 --> 03:37:34.191]  A lot of people, a lot of women were also wearing the pink hats, the reason being because not all women have
[03:37:35.341 --> 03:37:37.503]  You know, what they call those hats, vaginas.
[03:37:37.503 --> 03:37:44.448]  So this march was about, you know, men becoming women and women becoming men and just all kinds of lunacy.
[03:37:44.448 --> 03:37:47.190]  I'm really starting to think they're losing traction here.
[03:37:47.190 --> 03:37:59.740]  They started marching when Trump was elected and then they saw that their marching has accomplished nothing except helping them lose weight and exercise a little bit, which I do encourage a lot of those women to do.
[03:37:59.740 --> 03:38:00.841]  They seem to need it.
[03:38:01.241 --> 03:38:11.206]  But, yeah, I mean, I think it's really great to see their numbers dwindle and see the lack of support for the crazy, crazy ideologies they have on display there.
[03:38:11.206 --> 03:38:12.967]  I have a lot of videos coming out.
[03:38:12.967 --> 03:38:17.609]  One where we have a bunch of women complaining that the Democratic frontrunners are all white.
[03:38:17.609 --> 03:38:18.730]  They're very disappointed.
[03:38:18.730 --> 03:38:21.211]  They're very upset about this.
[03:38:21.211 --> 03:38:26.974]  But it's okay because they're not racist to be upset about all the white people in the Democratic Party.
[03:38:26.974 --> 03:38:29.576]  That's something to look out for on Van.Video.
[03:38:29.576 --> 03:38:29.916]  And then
[03:38:30.743 --> 03:38:36.949]  Just some other women claiming that gun rights are not women's rights, just like the usual agenda with them.
[03:38:36.949 --> 03:38:38.490]  So keep an eye out on those.
[03:38:38.490 --> 03:38:42.173]  Make sure you check out Bandot Video, and that's where you can check them out.
[03:38:42.173 --> 03:38:43.214]  All right, Caitlin Bennett.
[03:38:43.214 --> 03:38:43.795]  We love you.
[03:38:43.795 --> 03:38:44.536]  Keep it up.
[03:38:44.536 --> 03:38:46.037]  Love the whole site.
[03:38:46.037 --> 03:38:47.198]  Love your Liberty Hangout.
[03:38:47.198 --> 03:38:48.859]  Thank you so much for joining us.
[03:38:48.859 --> 03:38:52.222]  All right, Matt Bracken knows sometimes I gotta preempt part of him hosting.
[03:38:52.222 --> 03:38:53.043]  We love him hosting.
[03:38:53.043 --> 03:38:53.864]  He's awesome.
[03:38:53.864 --> 03:38:56.626]  He's gonna take over what's left of this segment in the next, but I just gotta ask you, Matt.
[03:38:57.387 --> 03:39:09.299]  I don't know if you're aware, Owen was arrested again for being in the Capitol wearing a piece of tape over his mouth, but Democrats are allowed to literally run around protesting right in front of it, and the police were ordered to arrest Owen.
[03:39:09.299 --> 03:39:11.321]  This is getting to be next level persecution.
[03:39:13.206 --> 03:39:15.168]  Yeah, I mean, well, for sure.
[03:39:15.168 --> 03:39:16.849]  I think that they can't take mockery.
[03:39:16.849 --> 03:39:21.252]  You know, it's like a linsky that freaks them out to be mocked.
[03:39:21.252 --> 03:39:25.196]  You see with Roger Stone, he's under a gag order.
[03:39:25.196 --> 03:39:28.798]  So, you know, you can be attacked and you can't defend yourself.
[03:39:28.798 --> 03:39:32.742]  I'm going to talk about what's going on with Tommy Robinson next segment.
[03:39:32.742 --> 03:39:40.468]  But, you know, Owen, I think, is a thorn in their side ever since he, you know, he stood up and had his say.
[03:39:41.192 --> 03:39:43.533]  I think he's a marked man.
[03:39:43.533 --> 03:39:44.813]  He's on the list.
[03:39:44.813 --> 03:39:49.314]  It's like a casino where they've got the pictures of the card counters.
[03:39:49.314 --> 03:39:52.335]  They're going to get him for tying his shoe with his left hand.
[03:39:52.335 --> 03:39:56.316]  No matter what it takes, he's on the list.
[03:39:56.316 --> 03:39:57.976]  Just like a casino.
[03:39:57.976 --> 03:39:59.477]  He's on the throwout list.
[03:40:00.279 --> 03:40:01.000]  No question.
[03:40:01.000 --> 03:40:02.721]  They want to send a message to everybody.
[03:40:02.721 --> 03:40:03.181]  But you know what?
[03:40:03.181 --> 03:40:04.843]  He's also on God's list.
[03:40:04.843 --> 03:40:06.264]  God's Book of Life.
[03:40:06.264 --> 03:40:08.246]  And he's going to be at the Pro-Life March coming up Friday.
[03:40:08.246 --> 03:40:09.006]  We'll be covering that.
[03:40:09.006 --> 03:40:11.949]  And he's on the list of InfoWarriors that our listeners support.
[03:40:11.949 --> 03:40:12.609]  We appreciate you.
[03:40:12.609 --> 03:40:14.110]  You're the ones holding us up in this fight.
[03:40:14.110 --> 03:40:15.151]  Matt Bracken, God bless you.
[03:40:15.151 --> 03:40:15.572]  Take over.
[03:40:15.572 --> 03:40:16.853]  Thank you.
[03:40:16.853 --> 03:40:18.354]  Thanks.
[03:40:18.354 --> 03:40:19.335]  Yeah, Richmond.
[03:40:19.335 --> 03:40:25.560]  Richmond is going to be studied for a long time, and I think it'll always be compared like a binary star system to Charlottesville.
[03:40:26.178 --> 03:40:30.843]  In Charlottesville, they changed the locations, the times, they pushed people around.
