[00:00:41.343 --> 00:00:43.825]  I rarely get goosebumps.
[02:54:01.308 --> 02:54:04.811]  If they believe they need it, then you're not going to enjoy it the same.
[02:54:04.811 --> 02:54:06.832]  How do you enjoy control?
[02:54:06.832 --> 02:54:11.075]  You tell people, this coronavirus cannot hurt you.
[02:54:11.075 --> 02:54:14.338]  You have a 99.9% survival chance.
[02:54:14.338 --> 02:54:15.679]  You are perfectly fine.
[02:54:16.179 --> 02:54:19.061]  Go get an injection anyway.
[02:54:19.061 --> 02:54:20.661]  Nobody knows what's in it.
[02:54:20.661 --> 02:54:22.682]  Nobody knows what the side effects are.
[02:54:22.682 --> 02:54:28.605]  Go get it anyway, even though you don't need it because I said so.
[02:54:28.605 --> 02:54:30.366]  That is a power trip.
[02:54:30.366 --> 02:54:31.807]  That's all this is.
[02:54:31.807 --> 02:54:32.787]  And let me tell you something.
[02:54:33.047 --> 02:54:35.149]  There's a level beyond millions of dollars.
[02:54:35.149 --> 02:54:37.130]  There's a level beyond billions of dollars.
[02:54:37.130 --> 02:54:44.935]  And if you're born into that world, the only enjoyment you can possibly get from this existence is control.
[02:54:44.935 --> 02:54:46.576]  That's all they've ever wanted.
[02:54:46.576 --> 02:54:48.357]  It's all they're ever going to want.
[02:54:48.357 --> 02:54:50.739]  And they will never have enough.
[02:54:51.079 --> 02:54:55.721]  There will never be a point where they're happy with the amount of control they have over your life.
[02:54:55.721 --> 02:55:01.924]  This is the first pointless injection of very, very many if everybody complies.
[02:55:01.924 --> 02:55:04.945]  You do not need that injection because you are fine without it.
[02:55:04.945 --> 02:55:10.928]  You were fine without it in 2019, you're fine without it right now, and you're going to be fine without it in 2021.
[02:55:10.928 --> 02:55:15.350]  This mass injection exercise is nothing more than a power trip.
[02:55:15.350 --> 02:55:17.271]  And I'm telling you, there's going to be casualties.
[02:55:17.791 --> 02:55:23.317]  This power trip is going to cost lives, and they have no remorse, no guilt.
[02:55:23.317 --> 02:55:31.425]  So when they tell you they care about your safety, or that they care about the lives of other people, you can know it is absolutely a fallacy.
[02:55:31.425 --> 02:55:33.147]  They don't care who dies.
[02:55:33.147 --> 02:55:39.313]  They just want to see you, the second class people, the people below them, they want to see you comply.
[02:55:43.951 --> 02:55:48.635]  Fight for Trump on January 6th in Washington, D.C.
[02:55:48.635 --> 02:55:55.480]  Our fight to drain the Washington swamp and reclaim America's destiny has just begun.
[02:55:55.480 --> 02:55:57.001]  It's 1776 time!
[02:55:57.001 --> 02:56:07.829]  On November 14th, hundreds of thousands of American patriots gathered in the nation's capital to stop the biggest election steal in American history.
[02:56:07.829 --> 02:56:12.192]  America is going under leftist martial law and the Communist Chinese
[02:56:14.981 --> 02:56:19.562]  We will never give in, we will never give up, and we will never back down.
[02:56:19.562 --> 02:56:22.082]  We will never, ever surrender.
[02:57:14.289 --> 02:57:20.752]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:57:20.752 --> 02:57:23.133]  You're listening to Alex Jones.
[02:57:23.133 --> 02:57:33.298]  All right, folks, we've got some big breaking exclusive news here for you that I am now authorized to tell you.
[02:57:33.298 --> 02:57:34.819]  Going back when I was in D.C.
[02:57:34.819 --> 02:57:35.479]  two weeks ago,
[02:57:37.349 --> 02:57:53.539]  We looked at the date, January 6, and we thought that's probably going to be one of the most important times to shoot down the attempted fraudulent installation or installment of the Chinese Communist puppet, Joe Biden.
[02:57:53.539 --> 02:58:00.303]  That's when they'll try to have a debate about the Senate going ahead and seating the electors towards the 20th.
[02:58:02.947 --> 02:58:04.267]  The inauguration.
[02:58:04.267 --> 02:58:08.969]  And the stage is being built for the inauguration, but Joe Biden says he's not going to be there because it's going to be virtual.
[02:58:08.969 --> 02:58:11.770]  I think that's a bait and switch.
[02:58:11.770 --> 02:58:12.750]  He knows he's hated.
[02:58:12.750 --> 02:58:14.731]  He wants to say he's not going to have one.
[02:58:14.731 --> 02:58:18.712]  I think a day before he'll announce and be there, they're worried about us being there to protest him.
[02:58:18.712 --> 02:58:21.733]  Of course we will, if they go down that path.
[02:58:25.506 --> 02:58:31.590]  I'm going to talk a lot of folks and they said, yes, the 6th is a good day to do that.
[02:58:31.590 --> 02:58:38.234]  And then you notice Trump, I guess it was in the ether, said big demonstration coming up on the 6th.
[02:58:38.234 --> 02:58:40.516]  I will see you there.
[02:58:40.516 --> 02:58:46.700]  Because he didn't even know about the demonstration we had on the 12th until it happened.
[02:58:49.758 --> 02:58:51.079]  So we had one a month ago.
[02:58:51.079 --> 02:58:53.260]  We had one a few weeks ago.
[02:58:53.260 --> 02:58:57.281]  The first one was the biggest one, probably a million people, conservatively half a million.
[02:58:57.281 --> 02:59:00.423]  The second one, a few hundred thousand, but a bunch of different groups split up.
[02:59:00.423 --> 02:59:02.704]  This one's going to be the big one to repudiate the whole system.
[02:59:04.437 --> 02:59:10.181]  And so I began to reach all the different groups and organizations that actually had permits, the different groups.
[02:59:10.181 --> 02:59:23.770]  And I learned that no one was putting the money up, even though these groups had the permits for Freedom Plaza, for other areas, and also for the Ellipse in front of the White House.
[02:59:23.770 --> 02:59:27.412]  And so I put down the first amount of money.
[02:59:27.412 --> 02:59:29.393]  We started looking around for some other donors.
[02:59:29.393 --> 02:59:30.354]  None came.
[02:59:30.354 --> 02:59:32.636]  And then magically a big donor came through and really helped.
[02:59:32.636 --> 02:59:33.136]  That was great.
[02:59:34.608 --> 02:59:37.429]  And the Secret Service is worried about where Trump's going to do it.
[02:59:37.429 --> 02:59:38.970]  First, they didn't want it at Freedom Plaza.
[02:59:38.970 --> 02:59:41.211]  Then they wanted it on the Mall.
[02:59:41.211 --> 02:59:46.293]  Then they wanted it at the Ellipse in front of the White House, but spanning out into the larger park.
[02:59:46.293 --> 02:59:48.134]  And so that's where it's going to be.
[02:59:48.134 --> 03:00:03.380]  And the president has not decided exactly when he's going to speak, but it's going to be him with his supporters on the 6th, probably at about 1230, right before all of the big debates in the Senate kick off.
[03:00:05.305 --> 03:00:06.446]  At 1 p.m.
[03:00:06.446 --> 03:00:09.048]  Eastern.
[03:00:09.048 --> 03:00:14.591]  And so they obviously talked to the different folks that have been involved in this today.
[03:00:14.591 --> 03:00:18.934]  And I said, I'm absolutely happy to, you know, go along with whatever.
[03:00:18.934 --> 03:00:23.637]  I was just there trying to make sure the place was available and ready.
[03:00:23.637 --> 03:00:24.658]  And so now that's the case.
[03:00:24.658 --> 03:00:29.841]  But the president really thinks it's important to have people there on the 5th.
[03:00:29.841 --> 03:00:32.723]  It's almost more important than the 6th.
[03:00:32.723 --> 03:00:33.984]  Even though Trump's going to be the big draw.
[03:00:34.946 --> 03:00:38.787]  And that is going to be an event that I did partially finance.
[03:00:38.787 --> 03:00:42.068]  Another donor came through and financed.
[03:00:42.068 --> 03:00:45.008]  The event on the 5th, it's going to go from about 1 p.m.
[03:00:45.008 --> 03:00:48.529]  in the afternoon into the evening.
[03:00:48.529 --> 03:00:50.950]  And I'm going to be speaking, Roger Stone's going to be speaking, many others.
[03:00:50.950 --> 03:00:54.891]  But what it's really about is all of you.
[03:00:54.891 --> 03:01:00.312]  And so you need to get there Sunday, Monday, Tuesday at the latest.
[03:01:00.312 --> 03:01:02.773]  Because Tuesday and Wednesday are the times.
[03:01:02.773 --> 03:01:03.073]  And listen.
[03:01:04.735 --> 03:01:06.096]  They've already closed some hotels.
[03:01:06.096 --> 03:01:08.017]  They've already said, oh, we don't want these Trump people here.
[03:01:08.017 --> 03:01:10.239]  The mayor's already said, oh, COVID, no one's allowed to come in.
[03:01:10.239 --> 03:01:11.620]  If you're an illegal alien, that's fine.
[03:01:11.620 --> 03:01:13.762]  If you're a criminal, that's fine.
[03:01:13.762 --> 03:01:15.303]  But citizens don't come to D.C.
[03:01:15.303 --> 03:01:17.725]  Folks, park your car wherever you want.
[03:01:17.725 --> 03:01:19.386]  Sleep on the ground wherever you want.
[03:01:19.386 --> 03:01:21.547]  Put tents up in front of the Washington Monument.
[03:01:21.547 --> 03:01:23.909]  It's time to stop complying.
[03:01:23.909 --> 03:01:26.611]  It's time for civil disobedience.
[03:01:26.611 --> 03:01:29.553]  The illegal aliens can build whatever they want.
[03:01:29.553 --> 03:01:30.414]  The homeless can put up
[03:01:31.701 --> 03:01:34.343]  Tents in front of our houses here in Austin or in Los Angeles.
[03:01:34.343 --> 03:01:36.024]  But oh, don't come to D.C.
[03:01:36.024 --> 03:01:43.790]  If you're a Trump supporter, don't come here and camp out on your own land, on public land, and saying we're not accepting the fraud that is Joe Biden.
[03:01:43.790 --> 03:01:46.772]  But there are hotels in Virginia right across the river.
[03:01:46.772 --> 03:01:50.715]  But get your hotels now or come in your RV.
[03:01:50.715 --> 03:01:57.000]  But whatever you do, they're going to start shutting the roads down in downtown D.C.
[03:01:57.000 --> 03:01:58.842]  on the 5th.
[03:01:58.842 --> 03:01:59.242]  In the morning.
[03:02:00.519 --> 03:02:01.440]  And that could change.
[03:02:01.440 --> 03:02:04.422]  It could be on the force now.
[03:02:04.422 --> 03:02:08.125]  But I want to thank you all for your support.
[03:02:08.125 --> 03:02:09.626]  I want to thank you all for your prayers.
[03:02:09.626 --> 03:02:13.288]  And I told you, we don't have a lot of extra money around here.
[03:02:13.288 --> 03:02:18.993]  But I have invested hundreds of thousands of dollars in making sure this happened.
[03:02:18.993 --> 03:02:21.134]  And I want you to know that's where your money's been going.
[03:02:21.134 --> 03:02:24.437]  And I was spending money into next year's budget that I didn't have.
[03:02:25.117 --> 03:02:31.660]  And then a big donor came through, just like in the Bible with the widow's mite, and refilled us right at that point.
[03:02:31.660 --> 03:02:37.662]  But still, our coffers are not where they need to be, and so I want to thank you all for your support.
[03:02:37.662 --> 03:02:45.545]  I would go to m4warstore.com, where X2, the good, clean, deep earth crystal iodine, is back in stock.
[03:02:45.545 --> 03:02:46.526]  It's been sold out for months.
[03:02:47.739 --> 03:02:52.343]  We also have pollen block from specially fed quail eggs from France.
[03:02:52.343 --> 03:02:55.646]  It's a natural antihistamine and gets great results, great reviews.
[03:02:55.646 --> 03:03:00.249]  That's been sold out for eight months because the supply chain broke down.
[03:03:00.249 --> 03:03:06.194]  We also have winter sun, high quality vitamin D3 and vitamin K taken under the tongue.
[03:03:06.194 --> 03:03:11.018]  Absolutely essential for your immune system, for every virus and every bacteria and everything that's out there.
[03:03:11.018 --> 03:03:12.219]  It's the building blocks of the body.
[03:03:12.219 --> 03:03:13.440]  D3 is really a hormone.
[03:03:13.440 --> 03:03:13.921]  Look into it.
[03:03:15.583 --> 03:03:20.127]  Massively discounted at InfoWarsTore.com and we're selling out very, very quickly.
[03:03:20.127 --> 03:03:23.169]  So it's going to go back to 25% off tomorrow.
[03:03:23.169 --> 03:03:25.171]  It's 50% off today.
[03:03:25.171 --> 03:03:28.674]  Also sold out for months.
[03:03:28.674 --> 03:03:37.080]  Super Mill Vitality is made by a private label by a very famous organization in Utah that makes these super high-end
[03:03:38.547 --> 03:03:39.768]  Tinctures.
[03:03:39.768 --> 03:03:41.229]  This is cold pressed.
[03:03:41.229 --> 03:03:42.671]  It's not an alcohol based.
[03:03:42.671 --> 03:03:47.555]  Takes about three to four times the amount of herbs to make a bottle of this because it's not powdered.
[03:03:47.555 --> 03:03:48.596]  It's not dried.
[03:03:48.596 --> 03:03:50.718]  It's when it's alive and healthy.
[03:03:50.718 --> 03:03:52.920]  They press it like wine.
[03:03:52.920 --> 03:03:54.761]  Concentrate it.
[03:03:54.761 --> 03:03:58.104]  And then condense it three different times.
[03:03:58.104 --> 03:04:01.547]  So they don't just use three to four times the amount of herbs to press it.
[03:04:01.547 --> 03:04:04.149]  They do three pressings of three different groups.
[03:04:05.029 --> 03:04:15.038]  And then they let it, or each group gets pressed three times, and then they let it dry out in a vat, and then they keep concentrating it on top of it.
[03:04:15.038 --> 03:04:23.466]  That's why people love it so much for stamina, libido, energy, super male vitality, powers the info war.
[03:04:23.466 --> 03:04:26.128]  It's been sold out for months, back in stock, 50% off.
[03:04:26.128 --> 03:04:28.510]  So X tube, super male vitality, 50% off.
[03:04:30.011 --> 03:04:33.212]  And then we've got all the other great products there as well.
[03:04:33.212 --> 03:04:35.893]  DNA Force Plus is amazing.
[03:04:35.893 --> 03:04:38.474]  The fluoride-free toothpaste.
[03:04:38.474 --> 03:04:42.115]  The activated charcoal that's really, really, really popular.
[03:04:42.115 --> 03:04:42.895]  That's been sold out.
[03:04:42.895 --> 03:04:44.096]  That's back in stock.
[03:04:44.096 --> 03:04:44.876]  InfoWarsTore.com.
[03:04:46.670 --> 03:04:50.613]  And a lot of people are like, Jones, man, the system is really pissed at you stepping up like this.
[03:04:50.613 --> 03:04:51.774]  They're going to come after you more.
[03:04:51.774 --> 03:04:53.436]  They're coming after everybody.
[03:04:53.436 --> 03:04:58.140]  And I just can't get in a ditch and put my head between my legs and kiss my ass goodbye.
[03:04:58.140 --> 03:05:01.783]  I'm not going down without a full exposure of the globalists.
[03:05:01.783 --> 03:05:06.547]  They're doing all these lockdowns and all this election theft because they're weak, not because they're strong.
[03:05:06.547 --> 03:05:09.110]  And people need to stop bowing to the mouse that roars.
[03:05:10.069 --> 03:05:12.190]  So I know as an audience, you know that you've stood with us.
[03:05:12.190 --> 03:05:12.831]  We've stood with you.
[03:05:12.831 --> 03:05:13.631]  We love you.
[03:05:13.631 --> 03:05:15.692]  We appreciate you and you finance this.
[03:05:15.692 --> 03:05:18.254]  And so you better believe I've committed to you.
[03:05:18.254 --> 03:05:18.914]  I'll give you 110%.
[03:05:18.914 --> 03:05:22.456]  I may stumble sometimes, but I'll never give in.
[03:05:22.456 --> 03:05:23.377]  I'll never give up.
[03:05:23.377 --> 03:05:26.038]  I could give out, but that's all in God's hands.
[03:05:26.038 --> 03:05:31.141]  So please pray for my stamina and my focus and please pray for America and the world to awaken.
[03:05:31.141 --> 03:05:32.202]  Please pray for President Trump.
[03:05:33.271 --> 03:05:40.936]  Please pray for my great crew and the amazing job that they are doing, and we will just all continue to fight together.
[03:05:40.936 --> 03:05:45.799]  But I gotta tell you, I don't care how you get to D.C.
[03:05:45.799 --> 03:05:48.721]  The first event had probably a million people, the next a few hundred thousand.
[03:05:48.721 --> 03:05:53.985]  It wasn't because a couple hundred antifa in the dead of night beat up a few people in parking garages.
[03:05:53.985 --> 03:05:55.966]  They think they scared people off from the second event.
[03:05:57.045 --> 03:05:57.865]  No.
[03:05:57.865 --> 03:05:59.106]  They do that, though, to try to scare people.
[03:05:59.106 --> 03:06:00.066]  It doesn't work.
[03:06:00.066 --> 03:06:03.247]  We're going to be even bigger this time, so don't let anything worry you.
[03:06:03.247 --> 03:06:04.688]  Don't let the crowds worry you.
[03:06:04.688 --> 03:06:05.568]  You come there.
[03:06:05.568 --> 03:06:06.528]  You be there.
[03:06:06.528 --> 03:06:08.429]  You let them know they're not going to steal your vote.
[03:06:08.429 --> 03:06:09.749]  The 5th and the 6th.
[03:06:09.749 --> 03:06:11.810]  But the 5th is critical.
[03:06:11.810 --> 03:06:13.230]  The 5th is critical.
[03:06:13.230 --> 03:06:17.032]  We need a giant mass there on the 5th into the 6th.
[03:06:18.072 --> 03:06:19.674]  They try to steal it, continue on.
[03:06:19.674 --> 03:06:20.895]  We're coming back on the 20th.
[03:06:20.895 --> 03:06:22.416]  This is a fight.
[03:06:22.416 --> 03:06:26.981]  Just like you see in Egypt, or Romania, or wherever, when a government's not legitimate, everybody hits the streets.
[03:06:26.981 --> 03:06:32.146]  Well, this election isn't legitimate, and we've only begun to fight and expose these monsters, and we'll never back down.
[03:06:32.146 --> 03:06:33.027]  We'll never surrender.
[03:06:33.027 --> 03:06:37.672]  And one way or another, politically, lawfully, and legally, Joe Biden will be removed.
[03:06:37.672 --> 03:06:39.413]  He is a Qaikom traitor.
[03:06:39.413 --> 03:06:39.854]  Stay with us.
[03:06:39.854 --> 03:06:40.915]  Sean Roberts is about to take over.
[03:06:42.674 --> 03:06:49.517]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products in floors are no longer available.
[03:06:49.517 --> 03:06:57.380]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[03:06:57.380 --> 03:06:59.441]  The rest, they hope, in a few months comes in.
[03:06:59.441 --> 03:07:05.224]  It's a proprietary system using specially fed quail and their eggs.
[03:07:05.224 --> 03:07:09.686]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[03:07:10.026 --> 03:07:15.170]  So get your Pollen Block back in stock at InfoWareStore.com today.
[03:07:15.170 --> 03:07:17.831]  And, by the way, Activated Charcoal Toothpaste sold out for months.
[03:07:17.831 --> 03:07:19.532]  It's now back in stock as well.
[03:07:19.532 --> 03:07:21.534]  They're great products and it funds the InfoWare.
[03:07:21.534 --> 03:07:26.237]  So get your Pollen Block and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[03:07:26.237 --> 03:07:29.919]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[03:07:29.919 --> 03:07:30.840]  It's concentrated.
[03:07:30.840 --> 03:07:31.941]  People love it.
[03:07:31.941 --> 03:07:32.621]  It's amazing.
[03:07:32.621 --> 03:07:34.182]  There's no toothpaste out there like it.
[03:07:34.182 --> 03:07:35.983]  And Pollen Block is proprietary as well.
[03:07:35.983 --> 03:07:38.205]  They're back in stock at InfoWareStore.com.
[03:07:38.205 --> 03:07:39.166]  InfoWareStore.com.
[03:07:40.186 --> 03:07:47.031]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made.
[03:07:47.031 --> 03:07:48.072]  Alpha Power.
[03:07:48.072 --> 03:07:51.534]  As you age, your body can lose testosterone over time.
[03:07:51.534 --> 03:08:00.441]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:08:00.441 --> 03:08:08.687]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:08:09.207 --> 03:08:14.630]  Perfect by itself or with super male vitality in the true alpha male path.
[03:08:14.630 --> 03:08:21.855]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:08:21.855 --> 03:08:25.557]  Let Alpha Power help bring you to the peak of your optimal health.
[03:08:25.557 --> 03:08:28.599]  Don't fall short on energy in the fight against tyranny.
[03:08:28.599 --> 03:08:32.641]  Show the world what a true alpha male looks like today with Alpha Power.
[03:08:32.641 --> 03:08:35.143]  Head to InfoWarsStore.com today.
[03:08:44.418 --> 03:08:57.685]  You're listening to The Alex Jones Show.
[03:08:57.685 --> 03:09:05.869]  If you are receiving this transmission, you are the resistance.
[03:09:05.869 --> 03:09:09.271]  You're listening to The Alex Jones Show.
[03:09:09.271 --> 03:09:12.533]  And now, your host, John Rappaport.
[03:09:15.285 --> 03:09:22.327]  Okay, folks, hello again from the bunker.
[03:09:22.327 --> 03:09:30.169]  Let's start off with the fake mutation story, because that's what has everybody all agog.
[03:09:30.169 --> 03:09:42.832]  This is obviously just a piece of drooling fiction designed to perpetuate the lockdowns, to enforce more vaccinations so that they can say, well, we need 16 vaccinations.
[03:09:43.635 --> 03:09:47.616]  Different ones instead of one, because it keeps mutating.
[03:09:47.616 --> 03:09:54.857]  So everybody like the flu vaccine is going to have to get it every year or even every six months.
[03:09:54.857 --> 03:09:57.577]  They have no idea what they're talking about.
[03:09:57.577 --> 03:10:03.518]  Even within their own crime syndicate, they're sending mixed messages.
[03:10:03.518 --> 03:10:05.899]  They're a complete total mess.
[03:10:05.899 --> 03:10:12.280]  There is no mutation strain, a new mutation strain, et cetera, et cetera.
[03:10:12.879 --> 03:10:38.802]  It's just a prop job that was designed to occur now as the vaccine is being released to perpetuate them saying, well, you see, we're not even sure if after you get the vaccine that that's going to stop you from transmitting the virus and you'll be partially protected, but you have to keep wearing the masks and we have to keep locking you down.
[03:10:39.622 --> 03:10:43.444]  And businesses, more businesses will be destroyed.
[03:10:43.444 --> 03:10:49.587]  And it's just going to go on and on and on and on and on.
[03:10:49.587 --> 03:10:51.908]  That's what they're saying.
[03:10:51.908 --> 03:10:58.811]  Through every possible orifice that they can grab of government and major media.
[03:10:58.811 --> 03:11:05.154]  How can there be a new strain when they have no evidence there was an old strain?
[03:11:05.154 --> 03:11:08.256]  That's the real story, in case anybody's interested.
[03:11:12.301 --> 03:11:17.605]  And I've described that story many times here on the show.
[03:11:17.605 --> 03:11:34.039]  The documents that are original documents with both the CDC and the so-called Drosten Group in Europe, in which they were putting together the PCR tests for the virus, and they readily admitted that they did not have the virus.
[03:11:34.039 --> 03:11:38.603]  You know, we're going to make a test for the virus,
[03:11:39.275 --> 03:11:41.196]  And this is going to be a really good test.
[03:11:41.196 --> 03:11:42.217]  There's only one problem.
[03:11:42.217 --> 03:11:44.619]  We don't have the virus.
[03:11:44.619 --> 03:11:52.565]  We don't have the virus because we can't get the virus because nobody has the virus because everybody's concocting stories about the virus.
[03:11:52.565 --> 03:11:55.667]  They don't actually have it.
[03:11:55.667 --> 03:11:59.950]  It's never been proven to exist.
[03:11:59.950 --> 03:12:05.254]  So when they talk about a mutating strain, a mutating strain of what?
[03:12:05.254 --> 03:12:07.656]  A mutating strain of the story.
[03:12:08.735 --> 03:12:11.157]  That's what they're actually talking about.
[03:12:11.157 --> 03:12:23.225]  So we're broadcasting today a new mutated strain of the fiction that we began with a year ago when we reported on what was supposedly happening in Wuhan.
[03:12:23.225 --> 03:12:37.915]  Where, by the way, everybody is celebrating night and day now, having a marvelous time, partying, everything is fabulous, the economy is wide open, and the Chinese are just laughing at the West for buying the fiction.
[03:12:39.144 --> 03:12:44.245]  The original fiction about the virus.
[03:12:44.245 --> 03:12:46.466]  That was the operation.
[03:12:46.466 --> 03:12:50.187]  That was the covert op, and it still is.
[03:12:50.187 --> 03:12:59.710]  It was the exporting of a story about a lockdown model to the West that Bill Gates was prepared to trumpet.
[03:12:59.710 --> 03:13:04.751]  So was the CDC and the World Health Organization, and that led to all the lockdowns.
[03:13:04.751 --> 03:13:08.332]  So in case there's anybody still out there who really thinks
[03:13:09.727 --> 03:13:14.852]  That the introduction of the vaccine is somehow going to mitigate these lockdowns.
[03:13:14.852 --> 03:13:21.299]  You can now see that that was a pipe dream and a complete fake idea.
[03:13:21.299 --> 03:13:24.302]  Nothing could be further from the truth.
[03:13:24.302 --> 03:13:28.466]  The new normal is meant to be permanent.
[03:13:28.466 --> 03:13:33.051]  And of course, here come these people at the UN and the World Health Organization.
[03:13:33.951 --> 03:13:47.797]  And the CDC and the Coronavirus Task Force, all the little Fauci's, etc, etc, talking about extending lockdowns as if, you know, it's just kind of an irritation.
[03:13:47.797 --> 03:13:50.258]  It's not really a serious problem.
[03:13:50.258 --> 03:13:52.939]  It's not as if we're destroying nations.
[03:13:52.939 --> 03:13:55.100]  Certainly not.
[03:13:55.100 --> 03:13:56.101]  No?
[03:13:56.101 --> 03:13:56.461]  Really?
[03:13:56.461 --> 03:14:00.502]  Their paychecks are secure.
[03:14:00.502 --> 03:14:01.803]  Their money is secure.
[03:14:02.628 --> 03:14:07.932]  It's only everybody else's that's disappearing.
[03:14:07.932 --> 03:14:10.494]  I mean, come on!
[03:14:10.494 --> 03:14:11.575]  Wake up!
[03:14:11.575 --> 03:14:14.878]  Understand what's really going on here.
[03:14:14.878 --> 03:14:18.461]  This is the ramping up of the lockdowns.
[03:14:18.461 --> 03:14:24.306]  This is the perpetuation and acceleration of more lockdowns that you're seeing.
[03:14:24.306 --> 03:14:28.409]  You're seeing in California, you're seeing in New York, you're seeing in other places.
[03:14:29.082 --> 03:14:37.308]  The attempt to do this in Austin now, leading to a firefight between the mayor of Austin and the governor of Texas.
[03:14:37.308 --> 03:14:58.043]  This is all part of the plan to step up the lockdowns, to make them more serious, more destructive, so that businesses that were on the edge of bankruptcy, but thinking of opening and now trying to open, can't open, shut down one more time,
[03:14:58.635 --> 03:15:11.257]  And now hundreds of thousands of more of these businesses go begging and just enter into total ruins, ashes, destruction.
[03:15:11.257 --> 03:15:24.180]  So only the insane would believe that the new level of lockdowns is simply an irritation that we have to learn to live with.
[03:15:25.259 --> 03:15:30.162]  No, it's the complete and utter destruction of the global economy.
[03:15:30.162 --> 03:15:53.296]  It's bringing to a halt the production engine of the planet as the gateway to force everybody into brave new technocratic world of utter wall-to-wall surveillance, social credit score, currency reset, everybody on the dole, the public dole.
[03:15:54.850 --> 03:16:04.458]  You receive checks that may or may not enable you to survive barely by a hair.
[03:16:04.458 --> 03:16:21.492]  But even if you do, this money, this new money, is meant to control your behavior because if you don't obey and do everything that the authorities tell you to do, that the brutal police tell you to do, not only are you going to be
[03:16:23.026 --> 03:16:32.671]  Isolated and locked down, but your payments are going to be reduced as minimal as they already are, or they'll be wiped out altogether.
[03:16:32.671 --> 03:16:35.873]  That's the reality that is here.
[03:16:35.873 --> 03:16:41.516]  That's the reality that we're seeing taking more solid shape every day.
[03:16:41.516 --> 03:16:45.898]  That's what is actually going on.
[03:16:45.898 --> 03:16:51.581]  And so the mutating strain friggin baloney
[03:16:52.259 --> 03:17:08.689]  Is just one more pillar being put in place to destroy civilization, to destroy populations, to destroy people, humans, to bring them to their knees.
[03:17:08.689 --> 03:17:18.395]  And there are answers and there are solutions, but people have to be ready to do something about those solutions and not just say, well, that's not going to work because
[03:17:19.048 --> 03:17:20.870]  No, that's not acceptable anymore.
[03:17:20.870 --> 03:17:24.455]  That's not going to work because you got to consider this and that.
[03:17:24.455 --> 03:17:27.659]  No, no, absolutely not.
[03:17:27.659 --> 03:17:29.462]  You know, that's a bunch of crap.
[03:17:29.462 --> 03:17:35.309]  There's got to be answers and there are and people have to do something about them.
[03:17:35.309 --> 03:17:36.611]  Stay with us on the other side.
[03:17:36.611 --> 03:17:37.152]  We'll be back.
[03:17:40.282 --> 03:17:50.890]  It's not a secret why in leftist-controlled cities all over the world, not just the U.S., they encourage people to live in tent cities as homeless and to use drugs and alcohol and engage in petty crime.
[03:17:50.890 --> 03:17:58.676]  It's because the globalists admit under Agenda 21, Agenda 2030, of course the Great Reset, they want to lower expectations.
[03:17:58.676 --> 03:18:01.057]  They don't want you to think of having sanitary systems everywhere.
[03:18:01.057 --> 03:18:03.800]  They don't want you to think of a civilization that gets better.
[03:18:03.800 --> 03:18:06.522]  They want you to think of a civilization that gets progressively worse.
[03:18:07.282 --> 03:18:09.063]  The globalists fly around in private jets.
[03:18:09.063 --> 03:18:11.204]  They have huge private estates.
[03:18:11.204 --> 03:18:12.765]  They are separate from us.
[03:18:12.765 --> 03:18:14.626]  Their children go to private tutors.
[03:18:14.626 --> 03:18:15.947]  They admit this.
[03:18:15.947 --> 03:18:23.972]  Now they want us locked down, telecommunicating with each other, so that we are not actually out physically building a pro-human infrastructure.
[03:18:24.432 --> 03:18:29.936]  The infrastructure that's left under 5G is meant to control robot autonomous cars and trucks.
[03:18:29.936 --> 03:18:31.677]  This is all their admitted plan.
[03:18:31.677 --> 03:18:36.100]  The public's finally listening because the plan is no longer in beta, it's gone operational.
[03:18:36.100 --> 03:18:37.581]  It's a post-human future.
[03:18:37.581 --> 03:18:39.903]  You better find out about it right now.
[03:18:39.903 --> 03:18:44.606]  Fight for Trump on January 6th in Washington, D.C.
[03:18:44.606 --> 03:18:51.411]  Our fight to drain the Washington swamp and reclaim America's destiny has just begun.
[03:18:51.411 --> 03:18:51.952]  It's 1776 time!
[03:18:56.079 --> 03:19:03.882]  On November 14th, hundreds of thousands of American patriots gathered in the nation's capital to stop the biggest election steal in American history.
[03:19:03.882 --> 03:19:06.763]  America is going under leftist martial law!
[03:19:06.763 --> 03:19:10.624]  And the communist Chinese agent, Joe Biden, is able to get in there.
[03:19:11.264 --> 03:19:13.466]  We will put America under permanent lockdown.
[03:19:13.466 --> 03:19:17.809]  Siege until we're brought to our knees.
[03:19:17.809 --> 03:19:19.970]  Hundreds of thousands return to D.C.
