[00:00:30.203 --> 00:00:31.624]  It's Sunday Live.
[01:11:13.334 --> 01:11:14.634]  They're all over the news.
[01:11:14.634 --> 01:11:17.856]  But also Mitt Romney and other Democrats with an R in front of his name.
[01:11:17.856 --> 01:11:19.157]  You say, oh, this is terrible.
[01:11:19.157 --> 01:11:20.037]  This is bad.
[01:11:20.037 --> 01:11:23.879]  When they pledged to challenge the election no matter what happened because they knew Trump
[01:11:24.742 --> 01:11:26.324]  Oh, thanks for having me on.
[01:11:26.324 --> 01:11:27.485]  Yeah, I'm praying for Roger's wife there.
[01:11:27.485 --> 01:11:28.286]  She's going to be great.
[01:11:46.730 --> 01:12:10.956]  And I'm just praying that she gets the right care and gets through this and and that he gets through all he got through we're all getting through all the attacks on us as patriots and I'll tell you right now I just was in DC this week for the Dominion lawsuit to get him to drop it against myself and my pillow Sidney Powell and
[01:12:12.337 --> 01:12:14.078]  You had Rudy's case, too.
[01:12:14.078 --> 01:12:22.024]  But just like Alan Dershowitz said, this is the most important case in history for our First Amendment rights of free speech.
[01:12:22.024 --> 01:12:39.976]  And I kind of got that, you know, when I was there, I had this big old bouquet of microphones out in front of me, and all I did was sit and tell them all about my symposium, my cyber symposium coming up, and they're going, but Mike, you're getting sued today, and are there, you know, how's this case going to come out and all this?
[01:12:40.576 --> 01:12:41.377]  I said, you know what?
[01:12:41.377 --> 01:12:44.659]  I'm here to talk to you guys because this is the only time you talk to me.
[01:12:44.659 --> 01:12:46.540]  And even Fox showed up.
[01:12:46.540 --> 01:12:47.921]  Fox actually showed up.
[01:12:47.921 --> 01:12:53.085]  Of course, they didn't say anything or didn't do anything as usual, but they did show up.
[01:12:53.085 --> 01:12:54.486]  I've been really getting on their case.
[01:12:54.486 --> 01:12:57.088]  They didn't show up for the rally last night.
[01:12:57.088 --> 01:13:08.736]  Horrible, horrible network right now that can't even... It's one thing to say bad things out there, the fake news, but then to not say nothing when they're needed the most is horrific.
[01:13:09.817 --> 01:13:24.747]  I mean, you're the man in the arena, like Teddy Roosevelt talked about, you are in there, I see you at midnight on shows, at 7am I see you working, but you seem energized, and they're like, oh yeah, you're being sued, I'm sure you're willing to die for your country, I am too.
[01:13:24.747 --> 01:13:26.748]  They act like because some globalist organization
[01:13:27.088 --> 01:13:27.248]  Okay.
[01:13:27.248 --> 01:13:27.388]  Okay.
[01:13:47.125 --> 01:13:49.466]  Well, I want to say this.
[01:13:49.466 --> 01:13:53.688]  You're right, it's becoming more and more every day.
[01:13:53.688 --> 01:14:06.254]  I think it's up to like 80% of Republicans, almost 30% of Democrats believe that this election was taken from us and that it was an attack by China, the CCP, using the Democrat Party.
[01:14:06.254 --> 01:14:14.398]  Now I have spent, here's what I told the media this week, I've spent five months now since that piece of evidence that came on January 9th.
[01:14:15.316 --> 01:14:17.818]  Telling them, I have this, I have this.
[01:14:17.818 --> 01:14:19.299]  Everyone know that part's done.
[01:14:19.299 --> 01:14:22.822]  I call that, you know, the first part of this marketing is done.
[01:14:22.822 --> 01:14:30.569]  And I thank all the left-wing garbage media from the Daily Beast to the Business Insider, CNN, all of them.
[01:14:30.569 --> 01:14:33.872]  They kept me in the news, so at least I was able to say.
[01:14:33.872 --> 01:14:36.174]  They go, Mike, you lost four more retailers today.
[01:14:36.174 --> 01:14:38.195]  I go, did you hear about Dominion?
[01:14:38.195 --> 01:14:41.098]  Did you hear about China attacking our country?
[01:14:41.098 --> 01:14:42.239]  So we go on and on.
[01:14:42.239 --> 01:14:43.560]  I was able to get the word out.
[01:14:43.900 --> 01:14:47.701]  I think everybody knows out there that I have something.
[01:14:47.701 --> 01:14:49.882]  I want to say this.
[01:14:49.882 --> 01:14:53.043]  When I got to the case in D.C.
[01:14:53.043 --> 01:14:55.584]  this week, here's why it's so important.
[01:14:55.584 --> 01:14:59.505]  If that judge, there's two things I want to tell you about here that are very important.
[01:14:59.505 --> 01:15:00.886]  This is very important.
[01:15:00.886 --> 01:15:04.527]  We are going to get this election pulled down and Donald Trump will be in power this fall.
[01:15:04.827 --> 01:15:07.069]  I'll tell you how that's going to happen in a minute.
[01:15:07.069 --> 01:15:08.550]  But I will tell you this.
[01:15:08.550 --> 01:15:17.697]  This judge that has to make a decision on these cases, whether they can move forward or not, is so important, and here's why.
[01:15:17.697 --> 01:15:21.059]  If he says they can move forward, then you know what?
[01:15:21.059 --> 01:15:28.025]  From this day on, anybody that says anything wrong, like I badmouth Suckerfuck from Facebook every day,
[01:15:28.445 --> 01:15:31.427]  I badmouthed Jack Dorsey from Twitter.
[01:15:31.427 --> 01:15:33.809]  Are they going to all come and sue me now?
[01:15:33.809 --> 01:15:38.032]  Because, you know, where's our right of free speech?
[01:15:38.032 --> 01:15:40.414]  Mike Lindell, we've got long segments coming up.
[01:15:40.414 --> 01:15:41.175]  I got you on a little late.
[01:15:41.175 --> 01:15:41.755]  I apologize.
[01:15:41.755 --> 01:15:42.816]  I'll let you have the floor when we come back.
[01:15:42.816 --> 01:15:43.737]  You're absolutely right.
[01:15:43.737 --> 01:15:47.699]  The left's trying to criminalize free speech in America with lawfare.
[01:15:47.699 --> 01:15:49.100]  What you're doing is God's work.
[01:15:49.100 --> 01:15:49.981]  You're in the right.
[01:15:49.981 --> 01:15:52.803]  I believe you're 100% right from my own research.
[01:15:52.803 --> 01:15:54.404]  And so we all need to support you.
[01:15:54.404 --> 01:15:55.005]  We'll be right back.
[01:15:57.985 --> 01:16:00.740]  I'm up here working on a Thursday night in mid-April 2021.
[01:16:02.250 --> 01:16:03.371]  And I just want to say something.
[01:16:03.371 --> 01:16:09.535]  I am so blessed and honored to work with this incredible crew that has come together over the years and is truly an answer to prayer.
[01:16:09.535 --> 01:16:13.078]  And I am so blessed and thankful for all of you, the listeners of this show.
[01:16:13.078 --> 01:16:15.980]  I want you to know that I love you and I appreciate you.
[01:16:15.980 --> 01:16:19.323]  Whether you are old, whether you are Hispanic, white, black, it doesn't matter.
[01:16:19.323 --> 01:16:20.544]  You've got red blood.
[01:16:20.544 --> 01:16:26.708]  And if you love freedom and justice, and if you love our innocent children, we are brothers and sisters together.
[01:16:26.708 --> 01:16:30.331]  And it has just been an incredible experience to work with you over the years.
[01:16:31.011 --> 01:16:34.854]  And as crazy as things are, I want to keep working into the future.
[01:16:34.854 --> 01:16:37.757]  But again, that's really up to you and up to God.
[01:16:37.757 --> 01:16:43.381]  So please, I hope God works through you and puts a message in your heart to support us.
[01:16:43.381 --> 01:16:45.242]  Again, that's up to you and your relationship with God.
[01:16:45.242 --> 01:16:49.686]  I just want to thank you all for the years of support you've given us and what you've done.
[01:16:49.686 --> 01:16:53.309]  And just ask you again to pray to God and ask what God's vision is for you.
[01:16:53.309 --> 01:16:56.771]  And hopefully God will touch your heart to continue to support InfoHorse.
[01:16:56.771 --> 01:16:57.132]  God bless.
[01:16:58.916 --> 01:17:07.103]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[01:17:08.405 --> 01:17:13.169]  And that's why we made one of our most popular formulas to date.
[01:17:13.169 --> 01:17:15.511]  Super Male Vitality!
[01:17:15.511 --> 01:17:24.358]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[01:17:24.358 --> 01:17:35.507]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[01:17:35.507 --> 01:17:35.747]  Yes.
[01:17:36.167 --> 01:17:41.109]  We're talking about ancient wisdom combined with modern technology.
[01:17:41.109 --> 01:17:47.871]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[01:17:47.871 --> 01:17:49.052]  So what are you waiting for?
[01:17:49.052 --> 01:17:50.932]  Go to the InfoWars store.
[01:17:50.932 --> 01:17:53.733]  Never been a better time than right now.
[01:17:53.733 --> 01:17:54.494]  Super!
[01:17:54.494 --> 01:17:56.895]  Mail by Paladin at InfoWarsStore.com
[01:17:58.556 --> 01:18:03.682]  The 4th of July Super Sale starts now at M4WareStore.com.
[01:18:03.682 --> 01:18:09.148]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[01:18:09.148 --> 01:18:10.729]  Storewide free shipping.
[01:18:10.729 --> 01:18:14.754]  Double Patriot Points starts right now and runs through July 4th.
[01:18:15.294 --> 01:18:19.676]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[01:18:19.676 --> 01:18:22.958]  BioTrue Selenium, essential for your whole body, 50% off.
[01:18:22.958 --> 01:18:27.420]  Ultimate Krill Oil, 40% off with the free shipping and double Patriot Points.
[01:18:27.420 --> 01:18:32.363]  All water filtration systems are 10% off and the list goes on and on.
[01:18:32.363 --> 01:18:40.187]  And while this sale runs, we're going to be adding new specials every day that are one-day specials alone because we don't have enough supplies to keep them on sale.
[01:18:40.487 --> 01:18:53.062]  So the stuff I just listed is going to be on sale through July 4th, but every day visit MFullWorthStore.com because there's going to be new specials of select items with free shipping and double patriot points up to 60% off at MFullWorthStore.com.
[01:18:53.062 --> 01:18:57.587]  The 4th of July Super Sale starts now at MFullWorthStore.com.
[01:18:58.926 --> 01:19:02.529]  Humanity has been domesticated by and large.
[01:19:02.529 --> 01:19:07.093]  The population has been trained to submit, do what you're told, and it's all going to pass.
[01:19:07.093 --> 01:19:16.300]  But if you study authoritarians, if you study the globalists, you understand that they reach a point where all the training is just beta, and you go into the point of being culled, being totally enslaved.
[01:19:16.300 --> 01:19:20.423]  And because the globalists see us as weak and see us as stupid, they are now making that move.
[01:19:20.743 --> 01:19:38.278]  And they are collapsing the third world with their economic weapons to then flood us with a third world that the UN will use as a weapon to then have us, under such a crisis, under such a load, capitulate to the UN, whatever agreements they want us to sign, hoping that they will stop the flood of tens of millions of refugees.
[01:19:38.878 --> 01:19:54.710]  Not fleeing COVID or climate change as the UN and Klaus Schwab are saying and Bill Gates is saying, but fleeing the year-long lockdowns that the UN and Bill Gates ordered them to institute or they wouldn't get more IMF and World Bank money.
[01:19:54.710 --> 01:20:02.015]  And that's why we have to really get educated about the globalists.
[01:20:02.015 --> 01:20:04.657]  You're listening to the Alex Jones Show.
[01:20:18.388 --> 01:20:19.388]  Welcome back, folks.
[01:20:19.388 --> 01:20:24.290]  Mike Lindell is with us for the next three segments on this Sunday evening.
[01:20:24.290 --> 01:20:29.432]  I really appreciate you all for joining us this evening.
[01:20:29.432 --> 01:20:30.552]  He is embattled.
[01:20:30.552 --> 01:20:31.893]  He is being attacked.
[01:20:31.893 --> 01:20:37.695]  That's what you'd expect to happen to somebody exposing an attempted takeover of this country.
[01:20:37.695 --> 01:20:39.775]  And we see it on every front now.
[01:20:39.775 --> 01:20:43.577]  I have the National Strategy for Countering Domestic Terrorism right here.
[01:20:43.577 --> 01:20:47.638]  Next segment, I'm going to show you where it says questioning the election is terrorism.
[01:20:48.118 --> 01:20:49.719]  Well, I thought that was my First Amendment right.
[01:20:49.719 --> 01:20:53.142]  So, Mr. Lindell, that's the founder of MyPillow.
[01:20:53.142 --> 01:20:58.145]  That's where we were, MyPillow.com, FrankSpeech.com, LindellRecoveryNetwork.org.
[01:20:58.145 --> 01:21:03.969]  We'll talk more about that before you leave us, but please continue, sir, with what you were getting into about this battle for free speech.
[01:21:06.214 --> 01:21:19.977]  Well that's, you know, that's one part that this battle we're under and we gotta pray this judge makes the right decision because otherwise going forward it's going to be horrific where you're going to get, people are going to be afraid to talk about it.
[01:21:19.977 --> 01:21:21.157]  It's going to be like 1984.
[01:21:21.157 --> 01:21:31.219]  You're not going to be able to talk about anything because you're going to be afraid of being sued and that's exactly what you said Alex with the lawfare that Dominion used and Smartmatic.
[01:21:31.819 --> 01:21:36.442]  And they used it, you know, when they used it on Fox, their first lawsuit was November 9th.
[01:21:36.442 --> 01:21:41.305]  They've got over 200 lawsuits and threatening letters, but then they use it on Fox.
[01:21:41.305 --> 01:21:42.386]  You've got to wonder there.
[01:21:42.386 --> 01:21:49.871]  I love picking on Fox right now because it's just shameful that they won't even, they didn't even show up at the president's rally.
[01:21:49.871 --> 01:21:51.592]  They won't let me come on for interviews.
[01:21:51.592 --> 01:21:53.813]  They won't talk about what we have.
[01:21:53.813 --> 01:21:59.657]  And now I'm going to tell you what we do have and the plan to bring down this election.
[01:21:59.657 --> 01:22:00.678]  Since January 9th,
[01:22:01.838 --> 01:22:04.100]  I got evidence that day that was different.
[01:22:04.100 --> 01:22:12.025]  It was the only thing that explained the massive millions and millions and millions of ballots that were different.
[01:22:12.025 --> 01:22:14.747]  I mean, that didn't make sense.
[01:22:14.747 --> 01:22:19.490]  I said, even this was my own investigation, I'm going, it doesn't make sense.
[01:22:19.490 --> 01:22:20.971]  The numbers don't add up.
[01:22:20.971 --> 01:22:22.813]  But I mean, graphs don't go straight up.
[01:22:22.813 --> 01:22:24.914]  You don't have a round curve that's normal.
[01:22:24.914 --> 01:22:30.358]  And then all of a sudden it pops straight up and defeats Trump right when they close the counting areas.
[01:22:31.910 --> 01:22:32.450]  That's right.
[01:22:32.450 --> 01:22:34.891]  And that was their reaction to it, too, by the way.
[01:22:34.891 --> 01:22:37.631]  There was these algorithms that went through every state.
[01:22:37.631 --> 01:22:39.212]  But here's what we have.
[01:22:39.212 --> 01:22:44.593]  And what I have, I have what's called packet captures.
[01:22:44.593 --> 01:22:46.873]  And I want everybody to write that down.
[01:22:46.873 --> 01:22:49.414]  I even told Jim Acosta called me from CNN.
[01:22:49.414 --> 01:22:51.094]  I go, Jim, it's over.
[01:22:51.094 --> 01:22:55.355]  I have all the packet captures for the whole election.
[01:22:55.355 --> 01:22:58.036]  And I said, go look it up and see what that means.
[01:22:58.736 --> 01:23:05.539]  And what it means is, these are non-subjective, these are things that go through the internet.
[01:23:05.539 --> 01:23:09.661]  If you capture them, they're like taking pictures of what actually happened.
[01:23:09.661 --> 01:23:14.244]  But pictures you can't change, you can't alter in any way, shape, or form.
[01:23:14.244 --> 01:23:21.227]  I was with a gal yesterday, and she's a cyber expert, and I said, what if I told you I had all the packet captures for the whole election?
[01:23:21.967 --> 01:23:28.030]  And she, her mouth dropped, she goes, and she told this other people in the group, she says, it'd be over.
[01:23:28.030 --> 01:23:29.811]  Whatever that shows, it's over.
[01:23:29.811 --> 01:23:31.312]  You know everything about it.
[01:23:31.312 --> 01:23:32.433]  So here's what we're going to do.
[01:23:32.433 --> 01:23:35.274]  It's called a cyber symposium.
[01:23:35.274 --> 01:23:36.715]  I'm going to lay out the plan now.
[01:23:36.715 --> 01:23:40.437]  This is a two month plan and Donald Trump will be back in office.
[01:23:40.437 --> 01:23:41.718]  Here's what it is.
[01:23:41.718 --> 01:23:43.438]  I'm, we're getting on July 4th.
[01:23:43.438 --> 01:23:46.100]  I'm hoping July 4th, I want to announce the venue.
[01:23:46.895 --> 01:23:49.221]  I'm going to announce the dates in August.
[01:23:49.221 --> 01:23:51.345]  It's going to be a three-day event.
[01:23:51.345 --> 01:23:52.829]  It's a cyber symposium.
[01:23:53.607 --> 01:24:01.713]  And what we're bringing there, we're bringing all my experts I've had, all my white hat experts that validated this evidence from the government.
[01:24:01.713 --> 01:24:02.594]  They're all going to be there.
[01:24:02.594 --> 01:24:07.237]  I've got them probably 12, 15 of them, different ones from different parts of the country.
[01:24:07.237 --> 01:24:12.861]  Then we're inviting every cyber expert that has CISSP credentials.
[01:24:12.861 --> 01:24:18.966]  They also have to have, they have to be high up where they know that they're experts in cyber forensic.
[01:24:19.406 --> 01:24:20.687]  Now there'll be hundreds of them.
[01:24:20.687 --> 01:24:23.889]  I have five different countries that have also called me.
[01:24:23.889 --> 01:24:26.190]  They also want their cyber guys there.
[01:24:26.190 --> 01:24:29.713]  So now you have this big event, this big place.
[01:24:29.713 --> 01:24:31.354]  You have all the cyber guys.
[01:24:31.354 --> 01:24:33.615]  Then we're inviting all the media.
[01:24:33.615 --> 01:24:35.617]  Maybe even Fox will show up.
[01:24:35.617 --> 01:24:36.937]  What a concept.
[01:24:36.937 --> 01:24:39.899]  But regardless, all the independent media needs to come.
[01:24:39.899 --> 01:24:41.540]  I think Trump needs to come.
[01:24:41.540 --> 01:24:44.002]  Congressman Gozer needs to come.
[01:24:44.002 --> 01:24:45.503]  All these champions need to be there.
[01:24:46.730 --> 01:24:47.651]  Right, right.
[01:24:47.651 --> 01:24:51.292]  So you've got all the media, and there's other countries of media.
[01:24:51.292 --> 01:24:52.153]  I talked to them too.
[01:24:52.153 --> 01:24:53.033]  They're all coming.
[01:24:53.033 --> 01:24:55.014]  Then you've got the next ring.
[01:24:55.014 --> 01:25:01.978]  The next ring is we want every senator, congressman, attorney general, secretary of state.
[01:25:01.978 --> 01:25:03.878]  We want governors there.
[01:25:03.878 --> 01:25:06.600]  We want the lead fact checkers for Facebook.
[01:25:06.600 --> 01:25:08.781]  Crooked Alan Duke, we want him there.
[01:25:08.781 --> 01:25:10.282]  We want Bill Barr there.
[01:25:10.282 --> 01:25:12.783]  Anyone that's ever doubted this, I've had one doubt.
[01:25:13.363 --> 01:25:14.584]  I want them all there.
[01:25:14.584 --> 01:25:17.245]  This place will hold 5,000 people.
[01:25:17.245 --> 01:25:18.846]  It's a three-day event.
[01:25:18.846 --> 01:25:20.547]  We're going to pass out the packets.
[01:25:20.547 --> 01:25:21.748]  Here you go.
[01:25:21.748 --> 01:25:27.451]  And every single person, by the time they leave, even within an hour, they're going to go, wow.
[01:25:27.451 --> 01:25:28.492]  Do you know the date yet?
[01:25:28.492 --> 01:25:29.212]  Because I'm coming.
[01:25:29.212 --> 01:25:31.433]  What's the date?
[01:25:31.433 --> 01:25:32.774]  No, this is what I said.
[01:25:32.774 --> 01:25:36.496]  We're going to announce right around the 4th on the dates.
[01:25:36.496 --> 01:25:39.538]  It's probably going to be right around the 10th, 11th, and 12th of August.
[01:25:40.058 --> 01:25:47.983]  I will have that date and then what we need everybody to do... Sure, thanks for giving me a general error because I was going to go for a week with my kids to the beach in early August.
[01:25:47.983 --> 01:25:50.765]  So I just want to know because I'm going to plan my vacation around this.
[01:25:50.765 --> 01:25:51.365]  This is important.
[01:25:52.518 --> 01:25:58.324]  Yeah, this is the biggest, this will be the biggest, I want it to be the biggest viewed event in history.
[01:25:58.324 --> 01:26:00.646]  Right up there with Elvis Presley, hello from Hawaii.
[01:26:00.646 --> 01:26:03.769]  Well, if everyone goes and the independent media puts it out, it will no matter what.
[01:26:03.769 --> 01:26:05.411]  And I just want to expand on something.
[01:26:05.411 --> 01:26:07.453]  Everything you said months ago is coming out.
[01:26:07.453 --> 01:26:11.697]  In Arizona, everybody forgets what's come out there, that they erased all the computer tapes.
[01:26:12.157 --> 01:26:12.317]  Right.
[01:26:12.317 --> 01:26:12.478]  Right.
[01:26:31.272 --> 01:26:32.653]  Right, right.
[01:26:32.653 --> 01:26:34.494]  And here's what you need to know.
[01:26:34.494 --> 01:26:36.075]  Everybody needs to know this.
[01:26:36.075 --> 01:26:42.098]  What I have for the packet captures, I don't even need all them on it.
[01:26:42.098 --> 01:26:46.880]  We don't need all that stuff, but that validates that you're exactly right.
[01:26:46.880 --> 01:26:49.922]  That's why Arizona doesn't want to give up the router.
[01:26:50.382 --> 01:26:51.702]  The routers are very important.
[01:26:51.702 --> 01:26:52.622]  They show who did it.
[01:26:52.622 --> 01:26:53.703]  They show everything.
[01:26:53.703 --> 01:26:55.063]  But we already know that.
[01:26:55.063 --> 01:26:55.823]  We already know.
[01:26:55.823 --> 01:26:57.903]  We have it for the whole election.
[01:26:57.903 --> 01:27:00.964]  We have it for every vote in the election.
[01:27:00.964 --> 01:27:01.804]  Every flip.
[01:27:01.804 --> 01:27:02.324]  Everything.
[01:27:02.324 --> 01:27:03.844]  So we've had this.
[01:27:03.844 --> 01:27:11.026]  Now it's just a matter, when we do this cyber symposium, the whole world has to do it because it's non-subjective evidence.
[01:27:11.026 --> 01:27:18.247]  Then right after we do this, we're going to have a plan for everybody to reach out to their senators, their congressmen, and get everybody there.
[01:27:18.747 --> 01:27:25.152]  Now, right after we do this symposium, we already have the lawsuit ready for the Supreme Court.
[01:27:25.152 --> 01:27:27.735]  And it's called a quo warranto.
[01:27:27.735 --> 01:27:31.097]  We're going to drop it on them, drop it in the Supreme Court.
[01:27:31.097 --> 01:27:33.499]  Now everyone says, Mike, they won't even look at it.
[01:27:33.499 --> 01:27:41.426]  With the pressure of the whole world, seeing that this was an attack by China, they're going to accept it so fast it's going to curl your hair.
[01:27:41.426 --> 01:27:42.347]  Mike, let me tell you something.
[01:27:42.347 --> 01:27:43.428]  We've got a live segment coming up.
[01:27:43.428 --> 01:27:43.768]  Stay there.
[01:27:44.848 --> 01:27:50.649]  The system gaslights and makes fun of you and makes fun of Trump and me and everybody that we dare question this when the evidence is overwhelming.
[01:27:50.649 --> 01:27:54.470]  If we don't challenge it, it'll never stop regardless of what happens.
[01:27:54.470 --> 01:27:56.991]  And I think you've got a good chance of changing this, but it doesn't matter.
[01:27:56.991 --> 01:27:59.231]  If you didn't take action, we'd have no chance.
[01:27:59.231 --> 01:28:03.452]  Definitely your work has helped precipitate them beating H.R.
[01:28:03.452 --> 01:28:06.673]  1 that would have federalized elections under the Democrats' control.
[01:28:06.673 --> 01:28:11.233]  So regardless, we've got to discredit this election because it was a fraud to not let them do it again.
[01:28:11.233 --> 01:28:13.574]  So either way, we win by fighting back.
[01:28:14.115 --> 01:28:18.393]  Even if you don't get Trump reinstated, and I'm not taking it away from you that that could happen.
[01:28:18.393 --> 01:28:19.497]  I agree it should happen.
[01:28:20.311 --> 01:28:27.713]  I'm simply saying we only lose by not taking action and I admire you so much because you've been the man in the arena.
[01:28:27.713 --> 01:28:28.693]  We gotta go to break.
[01:28:28.693 --> 01:28:29.834]  Long segment coming up.
[01:28:29.834 --> 01:28:32.374]  You're gonna have the floor again to lay it all out.
[01:28:32.374 --> 01:28:34.595]  Mike Lindell of MyPillow.com.
[01:28:34.595 --> 01:28:40.656]  And I know they persecuted him and tried to bankrupt him and come after him and there's been a big flood of support at first but then that ebbs.
[01:28:40.656 --> 01:28:41.797]  Go to MyPillow.com.
[01:28:41.797 --> 01:28:43.157]  I already own some of the great pillows.
[01:28:43.157 --> 01:28:45.618]  I bought a whole bunch when I saw him doing the right thing.
[01:28:45.618 --> 01:28:46.518]  Everybody should go to MyPillow.com.
[01:28:46.798 --> 01:29:05.672]  The globalists are having their revolution, but free humanity has to have its revolution.
[01:29:05.672 --> 01:29:14.638]  We have to first recognize this anti-human takeovers, trying to enslave the entire biological processes of humans.
[01:29:15.766 --> 01:29:22.911]  And turn us into these artificial, corporate, controlled slaves.
[01:29:22.911 --> 01:29:23.672]  Worse than slaves.
[01:29:23.672 --> 01:29:27.715]  They're just property from cradle to grave of the system.
[01:29:27.715 --> 01:29:35.260]  Rendered down to be servile minions of the system in a ritual of dominance and satanic control.
[01:29:35.260 --> 01:29:41.885]  We have to recognize the great reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom.
[01:29:42.654 --> 01:29:45.258]  That is the opposite of their dystopia.
[01:29:45.258 --> 01:29:46.479]  It's that choice.
[01:29:46.479 --> 01:29:49.443]  It's that realization that's going to change the world.
[01:29:49.443 --> 01:29:51.626]  And it's the only choice we've got.
[01:29:51.626 --> 01:29:52.427]  Freedom or slavery.
[01:29:52.427 --> 01:29:53.909]  Good or evil.
[01:29:53.909 --> 01:29:55.170]  It is a spiritual battle.
[01:29:55.170 --> 01:29:56.893]  And M4 is at the tip of the spear fighting it.
[01:29:58.630 --> 01:30:02.013]  I am a very humble person, but I'm also a bold person.
[01:30:02.013 --> 01:30:11.939]  And so, as bad as things are with the globalist attack on humanity, with all the terrible things that are unfolding, I want you to know that a lot of positive things are happening as well.
[01:30:11.939 --> 01:30:15.302]  I'm a public figure, so I get to see things the general public doesn't get to see.
[01:30:15.302 --> 01:30:26.870]  And let me tell you, whether it's police chiefs, or members of Congress, or even folks in Hollywood, or mainstream media, or industry, people are really, really awake in the establishment.
[01:30:27.730 --> 01:30:32.372]  They don't want to go along with the globalists, but they're scared, they're looking for leadership.
[01:30:32.372 --> 01:30:34.433]  Well, that's where InfoWars comes in.
[01:30:34.433 --> 01:30:38.795]  You fund us, you support InfoWarsTore.com, you get great products to you at the same time.
[01:30:38.795 --> 01:30:48.440]  We will then go out and do what the globalists say is unpopular, what the globalists will target you for, to show people that it's safe to tell the truth and to take the heat.
[01:30:48.440 --> 01:30:49.360]  That's our job.
[01:30:49.360 --> 01:30:55.823]  So please, keep us on air so we can hit the barbed wire, so we can beat the shock groups and the information war.
[01:30:56.323 --> 01:30:58.527]  Find us at InfomerceStore.com.
[01:30:58.527 --> 01:31:05.500]  The scientific dictatorship that I've been warning you about for 27 years has now gone from beta testing to operational.
[01:31:06.070 --> 01:31:11.593]  The globalists are out in the open with their planetary depopulation takeover, their robot takeover.
[01:31:11.593 --> 01:31:19.458]  But the good news is, we've been working, and you've been working, and others have been working across the planet for decades to get ready for this, to be able to fight it off.
[01:31:19.458 --> 01:31:20.918]  Humanity is strong.
[01:31:20.918 --> 01:31:21.899]  We're incredible.
[01:31:21.899 --> 01:31:25.661]  And if we're aware of the attack that's happening, we have a real chance of defeating it.
[01:31:25.661 --> 01:31:28.123]  If we ask God for guidance, we will defeat it.
[01:31:28.123 --> 01:31:34.066]  So prayer is essential, research is essential, getting prepared is essential, and warning others is absolutely essential.
[01:31:34.426 --> 01:31:44.129]  And at the same time, supporting InfoWars by buying high quality products to keep us on air is essential, because they're great products for you and your family, and they're also funding our operation.
[01:31:44.129 --> 01:31:46.430]  InfoWarsStore.com.
[01:31:46.430 --> 01:31:49.091]  InfoWarsStore.com is incredible.
[01:31:49.091 --> 01:31:54.433]  A lot of our products that have been sold out because of supply chain breakdowns are back in, like bodies, vasobeats, and others.
[01:31:54.433 --> 01:31:58.714]  So get them today at InfoWarsStore.com, and I thank you for being part of the resistance.
[01:31:58.714 --> 01:32:03.236]  The 4th of July Super Sale starts now at InfoWarsStore.com.
[01:32:03.836 --> 01:32:09.321]  July 4th, 2021 is now upon us, and that means our yearly big sale is here.
[01:32:09.321 --> 01:32:15.446]  Storewide free shipping, double Patriot Points starts right now and runs through July 4th.
[01:32:15.446 --> 01:32:19.829]  Survival Shield X3 Tri-Iodine, the good halogen, 60% off.
[01:32:19.829 --> 01:32:23.132]  BioTrue Selenium, essential for your whole body, 50% off.
[01:32:23.132 --> 01:32:27.596]  Ultimate Krill Oil, 40% off with the free shipping and double Patriot Points.
[01:32:27.596 --> 01:32:29.157]  All water filtration systems,
[01:32:29.517 --> 01:32:30.537]  We're good to go.
[01:33:01.540 --> 01:33:09.926]  You're listening to The Alex Jones Show.
[01:33:09.926 --> 01:33:30.859]  While you were sleeping They came and took it all away The names in the middle The places where you used to play
[01:33:31.471 --> 01:33:32.713]  It's an inside job.
[01:33:32.713 --> 01:33:37.299]  By the well-connected.
[01:33:37.299 --> 01:33:47.374]  Alright, when I say I admire Mike Lindell, I mean, I really do.
[01:33:48.473 --> 01:33:52.215]  And you learn when things get rough who the good guys are, who the bad guys are.
[01:33:52.215 --> 01:33:56.356]  And they're trying to indict Trump and his company in the next week or two.
[01:33:56.356 --> 01:33:57.597]  They are trying to go after his family.
[01:33:57.597 --> 01:33:58.457]  They're trying to go after us.
[01:33:58.457 --> 01:34:02.319]  They're going after Mike Lindell with all these fake lawsuits, with these big giant companies.
[01:34:02.319 --> 01:34:03.959]  And it's just so corrupt.
[01:34:03.959 --> 01:34:06.521]  And they are going after everybody.
[01:34:06.521 --> 01:34:09.462]  But that's okay, because somebody's got to stand up in the breach.
[01:34:09.462 --> 01:34:11.583]  So Mike, you got caught off by breaking in.
[01:34:11.583 --> 01:34:12.543]  MyPillow.com.
[01:34:12.543 --> 01:34:14.404]  Mike Lindell is here.
