[00:00:02.876 --> 00:00:04.837]  This is the InfoWar.
[03:04:52.640 --> 03:04:52.960]  Stay there.
[03:04:52.960 --> 03:04:53.820]  We're coming back with David Knight.
[03:04:53.820 --> 03:04:54.600]  You'll be able to finish up.
[03:04:54.600 --> 03:04:55.100]  Thank you.
[03:04:55.100 --> 03:04:55.841]  StevePachinick.com.
[03:04:58.993 --> 03:05:04.237]  The Affluenza teen and his mother have been taken into custody, reports Reuters.
[03:05:04.237 --> 03:05:14.886]  A wealthy Texas teen, who had been a fugitive after breaking his probation sentence for killing four people while driving drunk, will be returned to the United States after being caught in Mexico.
[03:05:14.886 --> 03:05:17.408]  Ethan Couch, age 18, and his mother, Tanya,
[03:05:17.768 --> 03:05:21.949]  We're taking into custody Monday evening in a resort in Mexico.
[03:05:21.949 --> 03:05:35.774]  Couch became known in the United States as the Affluenzatine during his trial in juvenile court over the 2013 deaths when a psychologist said he was so wealthy and spoiled that he could not tell the difference between right and wrong.
[03:05:35.774 --> 03:05:42.477]  He has been serving 10 years probation for intoxication manslaughter, a sentence critics saw as far too light.
[03:05:42.477 --> 03:05:43.457]  Couch and his mother,
[03:05:43.757 --> 03:05:50.229]  Disappeared earlier this month, prompting officials in Tarrant County, Texas to issue a warrant for his apprehension.
[03:05:50.229 --> 03:05:53.355]  You can find more reports on InfoWars.com.
[03:05:58.208 --> 03:06:05.116]  In the 15 year history of PrisonPlanet.TV, we have never offered 6 months free at Christmas.
[03:06:05.116 --> 03:06:08.019]  We've always offered 5 months free.
[03:06:08.019 --> 03:06:13.906]  But since I announced 6 free months a few days ago, we have seen record numbers of signups.
[03:06:13.906 --> 03:06:15.688]  PrisonPlanet.TV began 15 years ago.
[03:06:17.330 --> 03:06:20.632]  It's grown into Infowars, Nightly News, and so much more.
[03:06:20.632 --> 03:06:29.599]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[03:06:29.599 --> 03:06:40.306]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[03:06:40.586 --> 03:06:48.356]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[03:06:48.356 --> 03:06:50.239]  Get 20 memberships at half price.
[03:06:50.239 --> 03:06:52.342]  Be the Paul Revere in your community.
[03:06:52.342 --> 03:06:55.887]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[03:06:58.047 --> 03:07:07.092]  Every year, millions of Americans are unknowingly letting government institutions and megacorporations steal billions of dollars of their money.
[03:07:07.092 --> 03:07:13.575]  And it's all possible because in the hustle and bustle of daily life, we forget to use those holiday gift cards.
[03:07:13.575 --> 03:07:15.276]  The numbers are staggering.
[03:07:15.276 --> 03:07:21.840]  In the past five years alone, $41 billion of consumer gift cards went completely unspent.
[03:07:22.000 --> 03:07:25.521]  That's $41 billion taken directly from our back pockets.
[03:07:25.521 --> 03:07:26.902]  Don't let them win.
[03:07:26.902 --> 03:07:36.625]  Instead, use your gift cards to help support the InfoWar and get 15% off when you use the promo code GIFTFIFTEEN at checkout at InfoWarStore.com.
[03:07:36.625 --> 03:07:39.766]  Many gift cards are universal and work just like credit cards.
[03:07:39.766 --> 03:07:49.149]  But don't worry, if yours doesn't, just to promote the concept of using the money on your gift cards, the discount goes to everybody that uses the promo code.
[03:07:49.309 --> 03:07:51.430]  That's promo code GIFT15.
[03:07:51.430 --> 03:07:53.251]  Don't donate your money to the banksters.
[03:07:53.251 --> 03:08:10.202]  Visit InfowarStore.com and help fund the tip of the spear in the fight for human liberty.
[03:08:10.202 --> 03:08:12.844]  Waging war on corruption.
[03:08:12.844 --> 03:08:18.007]  It's Alex Jones coming to you live from the front lines of the Infowar.
[03:08:23.852 --> 03:08:33.418]  We have a dominant elite in this country that hates private property, that hates free market, that hates Christian values, family values.
[03:08:33.418 --> 03:08:38.402]  But then they're all ultra-rich, but tell us we shouldn't have wealth.
[03:08:38.402 --> 03:08:41.504]  It is a very greedy, hateful system.
[03:08:41.504 --> 03:08:45.807]  The opposite of Renaissance is attempting to take over the world.
[03:08:47.134 --> 03:08:54.061]  And it's a lot of special interests that exempt themselves from law so that they're ready to put a lot of onerous taxes on us.
[03:08:54.061 --> 03:09:00.227]  We have the Democrats calling for a surtax on the American people to pay for war against Islamic State.
[03:09:00.227 --> 03:09:03.090]  Ineffective air campaign has thus far cost five billion.
[03:09:04.912 --> 03:09:10.557]  Coons, the congressman, said in addition to authorizing Obama's unconstitutional authorization for U.S.
[03:09:10.557 --> 03:09:16.662]  military force, Congress was levying a new tax on Americans to pay for military actions against I.S.
[03:09:16.662 --> 03:09:20.945]  Well, yeah, if you bankrupt the country, there won't be any more giant defense budget.
[03:09:20.945 --> 03:09:23.948]  I mean, leave the golden goose alone and take the egg each morning.
[03:09:24.668 --> 03:09:27.150]  I mean, even if they were crooks, they should be smarter than this.
[03:09:27.150 --> 03:09:32.734]  But they just have this greedy will to squeeze blood out of a stone.
[03:09:32.734 --> 03:09:40.119]  Dr. Pachinik, I want to start throwing it here to David Knight for some of his questions and comments as we segue into him hosting most of this fourth hour today.
[03:09:42.466 --> 03:09:56.899]  I see the attacks, I see the mainstream media attacks, literally, thousands of articles a week on average now lying about this show, but lying about Trump, lying about everybody else, lying about anybody who isn't, you know, basically part of the in-gang.
[03:09:56.899 --> 03:10:01.764]  It doesn't work though, I mean, I'm not just saying that, doesn't the establishment get
[03:10:02.572 --> 03:10:03.973]  No, not really.
[03:10:03.973 --> 03:10:12.618]  When you're desperate, and this establishment is desperate, and we're talking about the military-industrial complex and Obama, he's not a man who has
[03:10:13.799 --> 03:10:17.963]  A strong sense of integrity or honesty.
[03:10:17.963 --> 03:10:19.844]  He likes to pretend that.
[03:10:19.844 --> 03:10:22.526]  The reality is they're working out of desperation.
[03:10:22.526 --> 03:10:28.030]  They have no ability to create a creative strategy or think out of the box.
[03:10:28.030 --> 03:10:35.516]  In fact, what's happening now, you should think of it as really the reward for 21 years of being successful.
[03:10:35.516 --> 03:10:37.738]  When people are dying or they're desperate,
[03:10:38.298 --> 03:10:46.002]  In their ability to continue this addictive behavior of self-destruction, of destroying our economy, of going to war.
[03:10:46.002 --> 03:10:52.025]  You know, it cost us $6 trillion, the Afghanistan war, and we've been there 14 years.
[03:10:52.025 --> 03:10:55.727]  Cost us another couple of trillion dollars in Iraq, and we've been there.
[03:10:55.727 --> 03:11:00.109]  The military-industrial complex doesn't care how many people die for them.
[03:11:00.109 --> 03:11:03.151]  They don't care how much money is sacked out of the system.
[03:11:03.151 --> 03:11:05.892]  Remember, a politician is not really a job.
[03:11:06.432 --> 03:11:12.377]  A politician is just an excuse for narcissism and sociopathy to get into power.
[03:11:12.377 --> 03:11:14.098]  Look at how they treat the veterans!
[03:11:14.098 --> 03:11:15.839]  I mean, they just... They don't care.
[03:11:15.839 --> 03:11:20.002]  I mean, my friends who are in charge of the veterans, I talk to the veterans, they don't care.
[03:11:20.002 --> 03:11:21.643]  This is cannon fodder.
[03:11:21.643 --> 03:11:30.590]  What basically happens is the industry wants to go from bandages to bullets, and once they create the cannon fodder they need, they really don't care.
[03:11:31.130 --> 03:11:52.138]  But people like Trump are coming in and people like yourself and the generals who do care, the ones who go to the army hospitals, not the ones who have never been in the military, avoided the draft like Jeb Bush or Obama or Bill Clinton or Hillary Clinton, who's never been effective in combat, who's never been effective in
[03:11:52.618 --> 03:11:56.861]  Isn't that our greatest weakness, is that we have this leadership that is so soft?
[03:11:56.861 --> 03:11:58.623]  Yes, and that's why we have to get rid of it.
[03:11:58.623 --> 03:11:59.603]  It's a cancer.
[03:11:59.603 --> 03:12:05.628]  It's a cancer of the spoiled, the entitled, and the narcissist.
[03:12:05.628 --> 03:12:11.472]  And Hillary is the classical pathological liar who can't tell you the right from wrong.
[03:12:11.472 --> 03:12:20.499]  I mean, I happen to know her daughter, who's a very sweet girl, but the reality is that Bill and Hillary are literally what we call folie a deux, two people going along
[03:12:20.939 --> 03:12:25.063]  Making believe that their fantasy world can be imposed on our world.
[03:12:25.063 --> 03:12:26.064]  Bill tried it.
[03:12:26.064 --> 03:12:27.526]  It didn't work, really.
[03:12:27.526 --> 03:12:29.007]  And then he changed the narrative.
[03:12:29.007 --> 03:12:34.373]  Hillary will try, but my suspicion and my prediction is Trump will devastate her.
[03:12:34.373 --> 03:12:38.377]  He will devastate her to the point where physically she won't be able to handle him.
[03:12:38.817 --> 03:12:44.622]  Obviously, Hillary knows Trump has major backing by hardcore patriots, right?
[03:12:44.622 --> 03:12:47.884]  Well, she knows that, but she marginalizes us.
[03:12:47.884 --> 03:12:51.547]  Basically, in her mind, we're not relevant to the major discord.
[03:12:51.547 --> 03:13:02.336]  What she's looking at is the Electoral College, which can be jimmied with or can be fixed, or with the election booth that Sununu fixed for the Bush family.
[03:13:02.336 --> 03:13:07.860]  You know, these are the kind of things that Trump has to know that can be fixed or in any way jimmied.
[03:13:08.320 --> 03:13:12.164]  Yeah, even in fixed polls, he's dead heat or two points ahead of Hillary.
[03:13:22.901 --> 03:13:24.182]  Well, it's not even that.
[03:13:24.182 --> 03:13:34.989]  I mean, it really is as simple as the fact that you want this person who can do things come in, or you want somebody who's never been able to accomplish anything except to... Well, exactly.
[03:13:34.989 --> 03:13:38.551]  We know Hillary and Bernie Sanders and Jeb Bush are a joke, and you notice...
[03:13:39.634 --> 03:13:42.276]  That they've just been writing him off, writing him off, writing him off.
[03:13:42.276 --> 03:13:47.601]  Now they've got their different campaign people talking about killing him on TV and radio.
[03:13:47.601 --> 03:13:50.403]  I mean, they really are pieces of work.
[03:13:50.403 --> 03:13:55.847]  Don't they get running two dynasties is what created the vacuum that allowed a Trump to come in?
[03:13:55.847 --> 03:14:01.051]  And if they don't let something real happen after that, the pressure only is going to intensify?
[03:14:01.051 --> 03:14:02.373]  They don't care.
[03:14:02.373 --> 03:14:07.076]  You have to understand the Clintons and the Bushes really don't care about the Republic.
[03:14:07.076 --> 03:14:08.698]  Basically, you have to remember that
[03:14:09.727 --> 03:14:13.190]  The old man, 41, George H.W.
[03:14:13.190 --> 03:14:13.510]  Bush.
[03:14:13.510 --> 03:14:16.412]  I mean, Bush was really a car salesman.
[03:14:16.412 --> 03:14:25.179]  When he finally married a press guy, they came into the social system and worked their way up as opportunists.
[03:14:25.179 --> 03:14:29.702]  Now, that's not what the Bush want to tell you, but basically that's the history.
[03:14:29.702 --> 03:14:32.164]  Clinton's history is a much more sorted one.
[03:14:32.164 --> 03:14:35.227]  He claims his father left and his mother was a nurse.
[03:14:35.227 --> 03:14:35.747]  Not correct.
[03:14:37.188 --> 03:14:38.369]  She was a prostitute.
[03:14:38.369 --> 03:14:40.571]  And he grew up in Hope, Arkansas.
[03:14:40.571 --> 03:14:42.673]  She was a prostitute for the mob.
[03:14:42.673 --> 03:14:45.776]  And that's where the mob would go before they came to Miami.
[03:14:45.776 --> 03:14:51.802]  So everything about Bill and Hillary is just an absolute nonsensical fantasy.
[03:14:52.262 --> 03:14:57.108]  Which, you know, people can enjoy or they can take seriously and claim, oh, we need a woman.
[03:14:57.108 --> 03:15:08.480]  The truth is we have 150 women who run companies like Norfolk Grumman and major electronic companies who are far more talented than she is and will come and do time after Trump.
[03:15:09.020 --> 03:15:13.025]  He says he's willing to go up against the mafias and when he starts calling for
[03:15:26.900 --> 03:15:30.801]  You know, not letting corporations be tax-exempt offshore, going after Wall Street.
[03:15:30.801 --> 03:15:36.363]  When he starts going after those cash cows, he certainly is signaling he means war.
[03:15:36.363 --> 03:15:40.405]  He does say some incendiary things, but, you know, again, nobody's perfect.
[03:15:40.405 --> 03:15:43.006]  I want to bring David Knight in here separately.
[03:15:43.006 --> 03:15:44.626]  He's about to take over in about five minutes.
[03:15:44.626 --> 03:15:46.287]  Steve Pchenik is our guest.
[03:15:46.667 --> 03:15:49.389]  Comments, David, also questions for Steve Pchenik.
[03:15:49.389 --> 03:15:58.514]  Regardless, no one can deny, David, and I want to get your take on this, that there is a huge counter-coup or soft coup, I've used those terms as well, that Dr. Pchenik used.
[03:15:58.514 --> 03:16:02.297]  It's so over-the-top that our military's publicly saying no.
[03:16:02.297 --> 03:16:04.578]  We told people years ago it was happening.
[03:16:04.578 --> 03:16:05.599]  Now it's confirmed.
[03:16:05.599 --> 03:16:07.280]  I mean, we had major guests confirming it.
[03:16:08.280 --> 03:16:10.320]  I talk to some of these military people.
[03:16:10.320 --> 03:16:11.801]  I mean, but this is huge.
[03:16:11.801 --> 03:16:17.122]  This is just, this is like a soft Valkyrie, you know, aka 1944.
[03:16:17.122 --> 03:16:18.282]  David Knight.
[03:16:18.282 --> 03:16:29.104]  Yeah, Alex, I would like to get Dr. Pachinik's comments on what former Democrat presidential candidate Jim Webb said about Hillary Clinton this week when he attacked her for inept leadership.
[03:16:29.104 --> 03:16:33.265]  I think it was absolutely amazing what he put out there as a Democrat.
[03:16:33.265 --> 03:16:35.966]  He said Hillary Clinton should be called to account for inept leadership.
[03:16:36.406 --> 03:16:40.289]  That brought about the chaos in Libya, the power vacuums that resulted in the rest of the region.
[03:16:40.289 --> 03:16:41.871]  While she held that office, the U.S.
[03:16:41.871 --> 03:16:45.533]  spent about $2 billion backing the Libyan uprising against Qaddafi.
[03:16:45.533 --> 03:16:49.857]  The uprising, which in part, was part of the Arab Spring, led directly to him being removed.
[03:16:49.857 --> 03:16:51.498]  Now we have 2,000 ISIS terrorists.
[03:16:51.498 --> 03:16:53.680]  It's exactly the same thing we've been seeing here.
[03:16:53.680 --> 03:16:54.821]  And of course, Webb was... Exactly.
[03:16:54.821 --> 03:17:04.248]  What do you make... I don't think he can hear you, but I've now piped him audio, Dr. Petchenik, about even Democrats coming out now, members of Congress, saying, Hillary, you ran the destruction of Libya and others.
[03:17:04.248 --> 03:17:04.749]  You're a joke.
[03:17:06.047 --> 03:17:08.809]  I think they're extremely well-meaning Democrats.
[03:17:08.809 --> 03:17:10.771]  You know, you can't put everybody in one pile.
[03:17:10.771 --> 03:17:18.077]  But I think if they were smart, if they really wanted to have a viable candidate, Hillary Clinton's not their candidate.
[03:17:18.077 --> 03:17:20.700]  I'm glad that Jim Webb came in as an independent.
[03:17:20.700 --> 03:17:22.421]  He served our country.
[03:17:22.421 --> 03:17:24.343]  He's a great American.
[03:17:24.343 --> 03:17:25.624]  He's a good novelist.
[03:17:26.204 --> 03:17:46.637]  But, I think the Democrats have to seriously think that they want to put up a couple hundred million on a person who's over 69 years old, who claims that she couldn't speak, had a flu attack, and basically messed up in Libya, Benghazi, the State Department, and everywhere else, that this is not a viable candidate.
[03:17:46.637 --> 03:17:47.658]  I mean, I'm a realist.
[03:17:48.458 --> 03:17:54.443]  I mean, do our elites really want us to be run by dirtbag mafias?
[03:17:54.443 --> 03:17:56.544]  Well, it's not a question, do they want to?
[03:17:56.544 --> 03:17:59.346]  The real question for them is, what do they get in return?
[03:17:59.346 --> 03:18:08.052]  The Clintons, with this Clinton Foundation around the world, are very good at being able to trade off all kinds of favors, even using the State Department.
[03:18:08.052 --> 03:18:15.818]  When she was in the State Department, she gave all kinds of kudos and goodies to Saudi Arabia
[03:18:16.298 --> 03:18:23.860]  To all kinds of Salafist regimes who really persecute women and at the same time she claims she's for women's rights.
[03:18:23.860 --> 03:18:29.841]  Yet on the other hand she's funded by the very countries that suppress women all over the world.
[03:18:29.841 --> 03:18:31.702]  Particularly in the Sunni world.
[03:18:31.702 --> 03:18:32.542]  And they know that.
[03:18:32.542 --> 03:18:33.482]  And she knows that.
[03:18:33.482 --> 03:18:35.002]  But she writes that off.
[03:18:35.002 --> 03:18:36.383]  The same thing with Bill.
[03:18:36.383 --> 03:18:39.764]  He doesn't care who he deals with as long as they're funded.
[03:18:39.764 --> 03:18:42.684]  Their obsession is money and corruption.
[03:18:42.684 --> 03:18:45.445]  They don't know any other alternative to it.
[03:18:46.065 --> 03:18:51.689]  And I thought Obama would come in and be able to change that narrative, but in fact it was pathetic.
[03:18:51.689 --> 03:18:54.911]  It was even a more pathetic narrative because he accomplished nothing.
[03:18:55.567 --> 03:18:59.589]  As opposed to Bill, where he might say something, and there was a little bit of drama there.
[03:18:59.589 --> 03:19:00.209]  I agree.
[03:19:00.209 --> 03:19:01.470]  I'm going to skip this network break.
[03:19:01.470 --> 03:19:02.210]  Last one of the week.
[03:19:02.210 --> 03:19:02.550]  No more.
[03:19:02.550 --> 03:19:03.411]  I can't keep doing this.
[03:19:03.411 --> 03:19:04.751]  And just please support our sponsors.
[03:19:04.751 --> 03:19:05.712]  Please check out the products.
[03:19:05.712 --> 03:19:07.213]  Infowarslife.com.
[03:19:07.213 --> 03:19:11.935]  David Knight's going to be taking over in the last half hour of this show, but I want to bring him back in.
[03:19:11.935 --> 03:19:18.438]  I mean, we're sitting here looking at this while the average American is watching NFL football or whatever, and I'm not bashing him.
[03:19:18.438 --> 03:19:18.898]  I get it.
[03:19:18.898 --> 03:19:20.219]  I used to love football, played football.
[03:19:22.441 --> 03:19:24.422]  That's all entertainment.
[03:19:24.422 --> 03:19:31.003]  And I wonder what's going to happen as the general public, as the economy gets worse, begins to realize what's happening.
[03:19:31.003 --> 03:19:39.846]  Because if the police and military already know what's going on, if the bureaucracy already knows what's going on, not because they're perfect, but because they're more close to the info, you know, it's their jobs.
[03:19:40.706 --> 03:19:49.031]  What is going to happen if the message of liberty has sold massively successfully with the people that run the country?
[03:19:49.031 --> 03:19:55.515]  If we've already basically won many areas of that fight, what's going to happen when the zombie public wakes up to it?
[03:19:55.515 --> 03:20:01.059]  I mean, I'm sorry, I know the globalists are going to try to run some kind of Black Lives Matter, kill the police movement.
[03:20:01.539 --> 03:20:04.080]  But that's not gonna, that's not gonna save them.
[03:20:04.080 --> 03:20:09.461]  They're not gonna run a George Soros overthrow Ukraine type deal here and scapegoat the local police.
[03:20:09.461 --> 03:20:13.381]  And a lot of local police are out of control, but the point is, that's not our biggest issue.
[03:20:13.381 --> 03:20:20.143]  I mean, I really see them trying to run some Saul Alinsky socialist destabilization campaign.
[03:20:20.143 --> 03:20:22.223]  That's their plan at regime change.
[03:20:22.223 --> 03:20:25.664]  Like a coup on our coup, politically.
[03:20:25.664 --> 03:20:28.045]  But I just don't see that duck flying, Dr. Pucinich.
[03:20:28.045 --> 03:20:29.585]  Then I'm gonna get David Knight to pop in.
[03:20:30.530 --> 03:20:32.591]  I don't think that's going to work.
[03:20:32.591 --> 03:20:34.252]  First of all, I've met Soros.
[03:20:34.252 --> 03:20:36.313]  He's singularly unimpressive.
[03:20:36.313 --> 03:20:43.737]  He's a man who made his fortunes by chance and by luck and by being very devious during World War II and subsequently.
[03:20:43.737 --> 03:20:47.018]  So he's not a man of integrity or somebody I would admire.
[03:20:47.018 --> 03:20:48.139]  I even met him in Russia.
[03:20:48.911 --> 03:20:55.633]  But the reality is, he is far less relevant to the American narrative than the Americans themselves.
[03:20:55.633 --> 03:20:56.774]  And what do I mean?
[03:20:56.774 --> 03:21:02.996]  The billionaires or the millionaires, they are not as relevant as the business people in the country who are the farmers.
[03:21:03.861 --> 03:21:06.923]  The car mechanics, the truckers.
[03:21:06.923 --> 03:21:10.144]  I mean, we have a vibrant economy that's going everywhere.
[03:21:10.144 --> 03:21:21.670]  Once Trump comes in and reverses inversion, which means he's going to take back those countries that decided to buy up an Ireland company on a piece of paper, everything is going to change.
[03:21:21.670 --> 03:21:25.031]  But we have to be able to elect that man.
[03:21:25.031 --> 03:21:28.333]  Once we can elect that man, the entire narrative will change.
[03:21:29.102 --> 03:21:34.257]  Up to that point, I just want to hold off on violence or on any other aspect.
[03:21:34.947 --> 03:21:36.008]  of rebellion.
[03:21:36.008 --> 03:21:41.373]  But remember, we've been in rebellion since the beginning of the Republic.
[03:21:41.373 --> 03:21:43.014]  That's why they're so scared of us.
[03:21:43.014 --> 03:21:46.597]  They know those coals are still in the fireplace and explode at any time.
[03:21:46.597 --> 03:21:47.898]  You're absolutely right.
[03:21:47.898 --> 03:21:49.119]  We have the power.
[03:21:49.119 --> 03:21:53.203]  Raising our kids, being strong, working hard.
[03:21:53.203 --> 03:21:57.407]  They want to break our will by being good and doing what's right.
[03:21:57.407 --> 03:21:59.048]  That's literally a chain reaction.
[03:21:59.048 --> 03:21:59.929]  It's a spirit.
[03:21:59.929 --> 03:22:01.930]  And I don't use the spiritual term,
[03:22:02.871 --> 03:22:03.712]  For no reason.
[03:22:03.712 --> 03:22:04.713]  It's electrical.
[03:22:04.713 --> 03:22:05.834]  It's science.
[03:22:05.834 --> 03:22:06.795]  We stand up.
[03:22:06.795 --> 03:22:07.936]  We trump them.
[03:22:07.936 --> 03:22:09.837]  We lay down and believe they're beating us.
[03:22:09.837 --> 03:22:10.898]  They win.
[03:22:10.898 --> 03:22:12.840]  Resistance is victory.
[03:22:12.840 --> 03:22:14.161]  Correct.
[03:22:14.161 --> 03:22:17.324]  And the truth will overcome everything else.
[03:22:17.324 --> 03:22:18.084]  Believe me.
[03:22:18.084 --> 03:22:20.006]  I mean, I've believed in the truth.
[03:22:20.006 --> 03:22:22.428]  You know, I've worked for what I believe to be the truth.
[03:22:22.428 --> 03:22:24.550]  I can't say I'm sacrosanct.
[03:22:24.550 --> 03:22:25.331]  None of us are perfect.
[03:22:26.519 --> 03:22:29.861]  That is exactly what we're about, and we're willing to die for.
[03:22:29.861 --> 03:22:31.722]  It was as simple as that.
[03:22:31.722 --> 03:22:36.264]  And I staked out my claim the day 9-11 came in, and even before that.
[03:22:36.264 --> 03:22:43.007]  Well, that's our ace of spades, is these minions, these sociopaths, these sellouts, these narcissists.
[03:22:43.007 --> 03:22:45.429]  All they care about is their stinking lives.
[03:22:45.429 --> 03:22:47.049]  They don't realize there's something a lot bigger than that.
[03:22:47.049 --> 03:22:49.211]  The life of the culture, the life of the people.
[03:22:49.211 --> 03:22:50.871]  They are scared of us.
[03:22:50.871 --> 03:22:53.533]  They know we're not afraid of them, and they hate it.
[03:22:55.420 --> 03:22:56.741]  That's correct.
[03:22:56.741 --> 03:22:58.602]  David Knight?
[03:22:58.602 --> 03:22:59.102]  Absolutely.
[03:22:59.102 --> 03:23:01.983]  David Knight, questions, comments, jump in here.
[03:23:01.983 --> 03:23:18.291]  Yeah, you know Alex, when I look at this, and of course we all know and agree with what Jim Webb was saying about Benghazi, and as I look at Benghazi, and Dr. Pachinick has talked about this, we've had Lieutenant Colonel Anthony Schaefer talk about it, laying out exactly what was going on, saying the same things that Jim Webb said about it.
[03:23:18.911 --> 03:23:21.692]  But of course, there's a lot of people who still don't hear that.
[03:23:21.692 --> 03:23:23.492]  There's a lot of people who still have to understand that.
[03:23:23.492 --> 03:23:25.732]  But we don't have to convince everybody.
[03:23:25.732 --> 03:23:33.294]  You know, you can fool some of the people all the time, but you need to just get a critical mass, and I think we're very close to getting that critical mass.
[03:23:33.294 --> 03:23:34.414]  I agree with David.
[03:23:34.414 --> 03:23:45.596]  If you really begin to analyze the Revolutionary War, it was only 4-6% of the public that was involved in the actual fighting and demonstrations.
[03:23:45.596 --> 03:23:46.476]  So, David is correct.
[03:23:47.222 --> 03:23:49.003]  I don't need a majority.
[03:23:49.003 --> 03:23:52.325]  I just need the crux of the integrity.
[03:23:52.325 --> 03:23:55.608]  I need the Christians who understand what their values are.
[03:23:55.608 --> 03:24:00.971]  I need the people who understand their gun rights, their rights for freedom, and who've studied it.
[03:24:00.971 --> 03:24:03.953]  I don't have a problem when people are watching football or games.
[03:24:03.953 --> 03:24:05.054]  They have to watch.
[03:24:05.054 --> 03:24:06.715]  There's too much background.
[03:24:07.375 --> 03:24:11.658]  But you're right, Obama said bitter clingers, gun-owning Christians, people that believe in something.
[03:24:11.658 --> 03:24:16.781]  Doesn't mean we're perfect or have all the answers, but we believe in something, and it isn't him being God.
[03:24:16.781 --> 03:24:19.742]  It isn't MTV being God, and so here's my question.
[03:24:19.742 --> 03:24:23.465]  Here's my question to Dr. Steve McShannon.
[03:24:23.465 --> 03:24:28.888]  How will the empire strike back, A, and then B, I've got a good idea, but you've been inside it.
[03:24:28.888 --> 03:24:35.292]  Who are the special interests that are the real conscious enemies of this country?
[03:24:36.465 --> 03:24:42.390]  The real special interests, ironically, are the ones who want to create materials that we don't need.
[03:24:42.390 --> 03:24:59.323]  For example, you have Senator Portman of Ohio, who insisted against the desire of Martin Dempsey and the Defense Department to build the M1 Abrams, because he had 5,000 people unemployed, and he built the M1 Abrams tank.
[03:24:59.323 --> 03:25:01.305]  And the General said, we don't want it.
[03:25:01.860 --> 03:25:02.480]  We don't want it.
[03:25:02.480 --> 03:25:03.321]  We don't need it.
[03:25:03.321 --> 03:25:07.864]  And Senator Portman said, we're going to have it.
[03:25:07.864 --> 03:25:10.625]  And they built these M1 Abrams and we sold them overseas.
[03:25:10.625 --> 03:25:13.807]  In other words, we're building things we don't need.
[03:25:13.807 --> 03:25:19.570]  And it's time, as General Eisenhower said, to be careful of the military-industrial complex.
[03:25:19.570 --> 03:25:20.791]  They're very dangerous.
[03:25:20.791 --> 03:25:24.773]  They do not represent our interests, our basic goals.
[03:25:24.773 --> 03:25:27.155]  And they will show you on television every kind of
[03:25:28.078 --> 03:25:31.795]  Insignia or notation that they represent the Republic.
[03:25:31.795 --> 03:25:32.197]  They don't.
[03:25:32.719 --> 03:25:34.840]  We don't need a war in Afghanistan.
[03:25:34.840 --> 03:25:40.903]  I don't need 776 bases all over the world in 226 countries.
[03:25:40.903 --> 03:25:49.626]  I need our troops to be better trained, to be located in the United States, with forward positioning like Sinkpack and Southcom.
[03:25:49.626 --> 03:25:50.607]  Look at the new fighter!
[03:25:50.607 --> 03:25:52.447]  They admit it's a total piece of crap.
[03:25:52.447 --> 03:25:54.148]  It costs like a half billion a piece.
[03:25:54.148 --> 03:25:55.209]  It's total junk.
[03:25:55.209 --> 03:25:58.010]  And even Senator McCain, I must admit, said it was junk.
[03:25:58.590 --> 03:26:02.192]  But somehow, somebody upstairs is not willing to stop it.
[03:26:02.192 --> 03:26:05.174]  And that's where Trump comes in, in terms of personality.
[03:26:05.174 --> 03:26:05.995]  Obama can't do it.
[03:26:05.995 --> 03:26:09.056]  Well, that's why Trump is, in the final equation, good.
[03:26:09.056 --> 03:26:10.858]  The globalists have a mess of their madness.
[03:26:10.858 --> 03:26:12.599]  They want to sabotage the U.S.
[03:26:12.599 --> 03:26:14.460]  down the road for this global government.
[03:26:14.460 --> 03:26:16.561]  They're setting us up for a fall.
[03:26:16.561 --> 03:26:18.062]  We do not want to go along with it.
[03:26:19.505 --> 03:26:22.106]  Remember, what we need is an individual.
[03:26:22.106 --> 03:26:26.948]  Our country doesn't run in a collective, although that's what's been happening, collective decisions.
[03:26:26.948 --> 03:26:38.492]  But you see what happened in the soft coup, and it often happens that usually one or two of the individuals break out and change the narrative because they say, we can't let that continue with the old narrative.
[03:26:38.932 --> 03:26:41.955]  So Dempsey said, no, we're not going to confront the president.
[03:26:41.955 --> 03:26:43.276]  That was very smart.
[03:26:43.276 --> 03:26:45.958]  He saw what McChrystal did and it didn't help him.
[03:26:45.958 --> 03:26:47.559]  So McChrystal had to leave.
[03:26:47.559 --> 03:26:58.167]  So Dempsey went in and instead worked with the Israelis and the Russians to bring in lousy equipment and using Turkish equipment.
[03:26:58.167 --> 03:27:04.452]  So he used his brain and he's a very creative way of defying the community.
[03:27:04.452 --> 03:27:06.594]  Now, that's what we have in America.
[03:27:07.214 --> 03:27:18.904]  Our ability to be creative, to think out of the box, and to be really ingenious and at the same time entrepreneurial makes us very, very special and exceptional.
[03:27:18.904 --> 03:27:22.587]  Not because we stand for this or that, it's because we are this or that.
[03:27:22.987 --> 03:27:24.269]  We are unusual.
[03:27:24.269 --> 03:27:26.571]  We are a Judeo-Christian country.
[03:27:26.571 --> 03:27:29.574]  We are able to build a business in 36 hours.
