[00:00:15.608 --> 00:00:17.210]  8-8-7-6-6-6-0-6-6 today.
[01:12:33.703 --> 01:12:40.770]  And then now they're all over the news saying, oh it does exist, it'll save the global warming, it'll save the currency and stock market banking problem.
[01:12:40.770 --> 01:12:44.594]  It's the very bankers that run it that created the crisis!
[01:12:44.594 --> 01:12:47.156]  Please, what I'm telling you is absolute fact!
[01:12:47.156 --> 01:12:48.958]  We're all in great danger here!
[01:12:50.495 --> 01:12:55.456]  And I know they taught you to be smug and smart-mouthed and arrogant and on power trips.
[01:12:55.456 --> 01:12:57.177]  I know they taught you not to care.
[01:12:57.177 --> 01:12:58.917]  I know they taught you you were the elite.
[01:12:58.917 --> 01:12:59.978]  You're not the elite.
[01:12:59.978 --> 01:13:11.481]  You stupid, fat, dumb soccer moms calling in to local news stations saying, kill all the blacks and Mexicans, abort their babies for the environment and so we won't have thugs.
[01:13:11.481 --> 01:13:13.041]  You are idiots!
[01:13:13.041 --> 01:13:15.022]  Even if you were cold-blooded.
[01:13:15.022 --> 01:13:19.083]  Don't you understand that anything that can be done to them can be done to you, you fool, and it is?
[01:13:20.185 --> 01:13:23.107]  You're idiots!
[01:13:23.107 --> 01:13:28.009]  You think you can go around crapping on everybody and it ain't gonna come back on you, you stupid twit?
[01:13:28.009 --> 01:13:31.431]  You really want- You go look at those little black kids you're wishing weren't alive!
[01:13:31.431 --> 01:13:33.052]  You look at those human beings!
[01:13:33.052 --> 01:13:34.713]  Those sweet little humans!
[01:13:34.713 --> 01:13:36.814]  You're filth!
[01:13:36.814 --> 01:13:39.356]  You're trash!
[01:13:39.356 --> 01:13:41.217]  Let's go ahead and talk to Carl.
[01:13:41.217 --> 01:13:42.297]  Let me tell you something.
[01:13:42.297 --> 01:13:43.598]  You think there's too many people?
[01:13:43.598 --> 01:13:45.199]  Kill yourself!
[01:13:45.199 --> 01:13:47.240]  How dare you say kill little babies!
[01:13:48.012 --> 01:13:50.514]  If there's too many people, then you need to off yourselves.
[01:13:50.514 --> 01:13:52.016]  And I'm not saying do that.
[01:13:52.016 --> 01:13:56.100]  But it's a lot more extreme for you to be saying, let's kill little black and Mexican kids.
[01:13:56.100 --> 01:13:58.402]  I'm sick of ya!
[01:13:58.402 --> 01:14:00.264]  Let's go ahead and talk to Carl in Florida.
[01:14:00.264 --> 01:14:01.505]  No, no.
[01:14:01.505 --> 01:14:03.907]  Actually, the first caller I want to get to is from Africa.
[01:14:03.907 --> 01:14:06.530]  Won't give his name, says he's in the military.
[01:14:06.530 --> 01:14:08.571]  Let's go ahead and take the call from Africa.
[01:14:08.571 --> 01:14:10.413]  Go ahead, you're on the air.
[01:14:10.413 --> 01:14:11.214]  Hey Alex, how you doing?
[01:14:15.877 --> 01:14:16.978]  Thanks for taking my call.
[01:14:16.978 --> 01:14:17.718]  I appreciate it.
[01:14:17.718 --> 01:14:20.580]  Are you over there with AFRICON?
[01:14:20.580 --> 01:14:23.662]  Yeah, they just stood up last October.
[01:14:23.662 --> 01:14:25.122]  So you're in Kenya?
[01:14:25.122 --> 01:14:27.924]  That's AFRICON's command base, correct?
[01:14:27.924 --> 01:14:31.426]  Yeah, it's in that vicinity, in that part of the region.
[01:14:31.426 --> 01:14:36.489]  Okay, you're in command... Tell the slaves about Command Base AFRICON.
[01:14:36.489 --> 01:14:37.810]  What's that?
[01:14:37.810 --> 01:14:40.792]  Tell the slaves out there about Command Base AFRICON.
[01:14:40.792 --> 01:14:43.213]  They don't even know about the AFRICON operation.
[01:14:44.477 --> 01:14:48.000]  Well, AFRICOM took over this area here.
[01:14:48.000 --> 01:14:48.901]  They just stood it up.
[01:14:48.901 --> 01:14:53.264]  It's supposed to replace the previous command.
[01:14:53.264 --> 01:15:01.171]  And their focus isn't on the African region and this whole area because... Yeah, before AFRICOM was a subgroup of CENTCOM, right?
[01:15:01.171 --> 01:15:01.892]  That's correct.
[01:15:01.892 --> 01:15:03.833]  CENTCOM was running this area.
[01:15:03.833 --> 01:15:08.037]  But CENTCOM is focusing more on the Afghanistan-Iraq region.
[01:15:08.729 --> 01:15:12.774]  And so I brought up AFRICOM to basically work this area.
[01:15:12.774 --> 01:15:14.276]  Tell me why you're calling from the U.S.
[01:15:14.276 --> 01:15:16.678]  Military AFRICOM, sir.
[01:15:16.678 --> 01:15:17.239]  What's that?
[01:15:17.239 --> 01:15:19.602]  Tell us why you're calling from AFRICOM.
[01:15:19.602 --> 01:15:23.927]  Well, I wanted to call you Alex and tell you thank you very much for the work you're doing.
[01:15:24.774 --> 01:15:32.300]  Um, but, but guys, I've been listening to you for the last hour and three minutes that, you know, you get a little worked up and I understand your passion, but you know what?
[01:15:32.300 --> 01:15:34.201]  Some people don't have the ears to hear.
[01:15:34.201 --> 01:15:37.183]  You can yell at them until you're red in the face and they'll never get it.
[01:15:37.183 --> 01:15:39.225]  Because they're slaves.
[01:15:39.225 --> 01:15:40.506]  And yep, they're done.
[01:15:40.506 --> 01:15:43.748]  It's just, that's what, you know, that's why I keep telling a lot of my buddies here
[01:15:49.753 --> 01:15:57.736]  I'm glad the country's in the position it is right now because that's exactly what you wanted.
[01:15:57.736 --> 01:16:04.619]  Because every time you sit there and drink your beer and watch your damn sports and you're not paying attention, you brought it upon yourself.
[01:16:04.619 --> 01:16:06.020]  Now you're going to suffer the wrath of it.
[01:16:06.520 --> 01:16:10.262]  Because if it takes that extreme for them to wake up, then so be it.
[01:16:10.262 --> 01:16:23.131]  If they have to go down to the bottom of the hole to wake up, to change things in our country, and to put this crap aside, and to fix what the problem is with these elitists and these control freaks... Okay, stay right there.
[01:16:23.131 --> 01:16:24.171]  Hold on, stay right there.
[01:16:24.171 --> 01:16:26.153]  I know you've already held an hour, so why not hold more?
[01:16:26.153 --> 01:16:30.215]  I'm gonna come back, let you make the original point you called in about before I distracted you.
[01:16:30.215 --> 01:16:31.376]  We'll be right back, stay with us.
[01:16:36.519 --> 01:16:39.924]  Would you give someone $100 for a $10 bill?
[01:16:39.924 --> 01:16:44.370]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[01:16:44.370 --> 01:16:46.893]  Hello, my name is Dr. David Friedman.
[01:16:46.893 --> 01:16:51.780]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[01:16:53.141 --> 01:17:00.705]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[01:17:00.705 --> 01:17:02.966]  Start absorbing the nutrients you swallow.
[01:17:02.966 --> 01:17:10.350]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[01:17:10.350 --> 01:17:12.511]  You know, you work hard for your money.
[01:17:12.511 --> 01:17:15.093]  Isn't it time to start getting what you pay for?
[01:17:15.093 --> 01:17:15.733]  Order today.
[01:17:16.313 --> 01:17:16.794]  1-800-210-1922.
[01:17:16.794 --> 01:17:22.961]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:17:22.961 --> 01:17:29.428]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:17:29.428 --> 01:17:29.508]  1-800-210-1922.
[01:17:29.508 --> 01:17:30.409]  Or go to orderchoose.com.
[01:17:36.141 --> 01:17:36.561]  Good day.
[01:17:36.561 --> 01:17:37.881]  Jim Newcomer for Midas Resources.
[01:17:37.881 --> 01:17:39.302]  June 5th, 2009.
[01:17:39.302 --> 01:17:40.462]  Gold opened this morning at $9.80.90.
[01:17:40.462 --> 01:17:45.063]  A one ounce gold coin can be purchased for $1,868.504.34 for the half ounce and $2.52.17 for a quarter ounce.
[01:17:45.063 --> 01:17:45.763]  That's $1,868.504.34 and $2.52.17.
[01:17:45.763 --> 01:17:47.784]  70% of China's one trillion reserves are in dollar.
[01:17:47.784 --> 01:17:50.044]  Now purchasing 250,000 barrels of oil per day from Iran in euro.
[01:17:50.044 --> 01:17:52.585]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[01:17:52.585 --> 01:17:53.045]  Bad news for U.S.
[01:17:53.045 --> 01:17:53.245]  currency.
[01:18:02.987 --> 01:18:05.310]  China and Japan hold large positions in dollar.
[01:18:05.310 --> 01:18:07.012]  Trading equals permanent loss.
[01:18:07.012 --> 01:18:09.234]  Dollars fall into 65% of euro.
[01:18:09.234 --> 01:18:10.476]  Erosion accelerates.
[01:18:10.476 --> 01:18:13.199]  Countries despise imperialistic policy of US.
[01:18:13.199 --> 01:18:15.281]  Loss of confidence causing more selling.
[01:18:15.281 --> 01:18:17.684]  GAO is warning about the debt spiraling out of control.
[01:18:17.964 --> 01:18:19.045]  Why attack Iran?
[01:18:19.045 --> 01:18:23.490]  Jerome Corsi's Iran leads attack against the US dollar document spells it out.
[01:18:23.490 --> 01:18:25.993]  Call 800-686-2237.
[01:18:25.993 --> 01:18:29.657]  The value of your hard-earned money is being destroyed in a global game of chess.
[01:18:29.657 --> 01:18:31.359]  Call 800-686-2237 for Corsi's report today.
[01:18:31.359 --> 01:18:31.639]  That's 800-686-2237.
[01:18:36.828 --> 01:18:40.331]  Before you throw away your used batteries, you need to listen to this.
[01:18:40.331 --> 01:18:42.252]  Now, going green can save money.
[01:18:42.252 --> 01:18:47.817]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:18:47.817 --> 01:18:55.843]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:18:55.843 --> 01:19:05.150]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:19:05.430 --> 01:19:08.635]  Increasing capacity and maintaining cell integrity.
[01:19:08.635 --> 01:19:13.822]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:19:13.822 --> 01:19:19.370]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:19:19.370 --> 01:19:20.491]  Save your money.
[01:19:20.491 --> 01:19:21.413]  Save the environment.
[01:19:21.773 --> 01:19:24.795]  Visit us online at r-charge.com.
[01:19:24.795 --> 01:19:27.016]  That's r-charge.com.
[01:19:27.016 --> 01:19:30.858]  Or call us at 989-637-4179.
[01:19:30.858 --> 01:19:33.439]  That's 989-637-4179.
[01:19:33.439 --> 01:19:36.521]  Be a part of the revolution today.
[01:19:36.521 --> 01:19:42.764]  We are surrounded by harmful indoor air that can easily deliver many harmful toxins straight into our bodies.
[01:19:42.764 --> 01:19:44.565]  Take a deep breath.
[01:19:44.565 --> 01:19:50.808]  Can you actually feel the airborne influenza, viruses, mold, bacteria, and dangerous ozone entering your lungs?
[01:19:51.408 --> 01:19:51.888]  We're good to go.
[01:20:18.387 --> 01:20:24.988]  Powerhead filters, water testing kits, atmospheric water generators, humidifiers, dehumidifiers, and much more.
[01:20:24.988 --> 01:20:31.909]  To learn more and see the products that will change the way you look at our air and water, please visit airandaqua.com.
[01:20:31.909 --> 01:20:34.090]  That's airandaqua.com.
[01:20:34.090 --> 01:20:35.610]  Purify your life today!
[01:20:35.610 --> 01:20:39.171]  The GCN Radio Network.
[01:20:39.171 --> 01:20:42.611]  Providing the world with hard-hitting talk radio.
[01:20:42.611 --> 01:20:43.772]  GCN.
[01:20:43.772 --> 01:20:45.732]  Great talk radio starts here.
[01:20:48.517 --> 01:20:52.822]  All right, let's go back to Africa.
[01:21:11.118 --> 01:21:15.802]  Now, one of the military people over there in Kenya, you originally tried to call in about something happening in Kenya.
[01:21:15.802 --> 01:21:17.523]  Go ahead, then I'll get to everybody else.
[01:21:17.523 --> 01:21:19.464]  Go ahead, you're on the air.
[01:21:19.464 --> 01:21:23.407]  Okay, Alex, I just wanted to basically say what I said.
[01:21:23.407 --> 01:21:29.092]  Although, you know, in Africa, the military is helping a lot with the people here, which is a good thing.
[01:21:29.961 --> 01:21:31.982]  Yeah, but see, that's PR.
[01:21:31.982 --> 01:21:32.362]  Hold on.
[01:21:32.362 --> 01:21:45.746]  See, they'll have you build bridges, put in medical clinics, and the doctors in there getting malaria and fighting the bugs, wanting to help little black kids, they don't know they're injecting them with different vaccines that have had different compounds added.
[01:21:45.746 --> 01:21:53.508]  They've been caught, mainstream news, adding hormones to tetanus to sterilize women, adding HIV to different injections.
[01:21:53.508 --> 01:21:55.669]  I mean, they've been caught, but see, it's compartmentalized.
[01:21:56.209 --> 01:22:01.813]  Well, the area there, the things that we do over here, we'll help with some things, but there's the medical aspect.
[01:22:01.813 --> 01:22:10.980]  The problem they have with a lot of their clinics is they put a lot of the Kenyans or the Africans through college to medical school and stuff like that, and they never come back.
[01:22:10.980 --> 01:22:14.282]  They stay in the United States or they go to Britain or they go somewhere else where they can make money.
[01:22:14.282 --> 01:22:15.883]  That's the big problem they're having here.
[01:22:15.883 --> 01:22:20.787]  They don't come back to do medical work in their communities or in the country.
[01:22:21.508 --> 01:22:28.431]  So, I agree and that allows Bill and Melinda Gates, that allows Bill and Melinda Gates and all them to fill up the vacuum.
[01:22:28.431 --> 01:22:29.211]  Right.
[01:22:29.211 --> 01:22:41.776]  Which is a real bad thing because, you know, like I say, the people of Africa are actually really good people and I've met a lot of nice people over here and they're decent people.
[01:22:41.776 --> 01:22:46.477]  Are you seeing a big Chinese presence vying for control in Africa?
[01:22:46.477 --> 01:22:48.278]  There is a major
[01:22:49.306 --> 01:22:57.979]  Um, struggle in a sense that continues over here between different nations like Arab nations, Chinese nations, and just different countries.
[01:22:57.979 --> 01:23:01.886]  They come in and they help build infrastructure within the country or in the continent.
[01:23:25.866 --> 01:23:29.327]  And then we're still bad to report it and say they're hypocrites?
[01:23:29.327 --> 01:23:40.753]  You know, my whole issue is look at the Aztecs, look at the Romans, look at all the craziness that every government turns into and think about Tuskegee and the radiation experiments and all the stuff
[01:23:41.233 --> 01:23:58.660]  Government over and over again has been caught doing to the medical system and then we're just going to trust them now and then it comes out for 36 years they've been taking our blood at birth without asking us for a secret DNA database at Cold Springs Harbor which is the eugenics records office?
[01:23:58.660 --> 01:23:59.340]  Sorry, go ahead.
[01:23:59.340 --> 01:24:08.284]  I was just going to say, I mean, you know, if you take that step and believe that these people are a Luciferian cult of pedophiles
[01:24:08.706 --> 01:24:14.949]  You know, that falls right in line to feminism destroying families, the eugenics destroying families.
[01:24:14.949 --> 01:24:19.511]  You know, we can talk about the cremation of terror ritual at Bohemian Grove.
[01:24:19.511 --> 01:24:26.475]  You know, it's a druidic absolution ritual, you know, designed to put all of the sins of these global... Exactly!
[01:24:26.475 --> 01:24:31.377]  You got ultra-rich elites that are sick of everything normal.
[01:24:31.377 --> 01:24:33.038]  They're sick of the best-looking mistress.
[01:24:33.038 --> 01:24:35.639]  They're sick of 15 houses and 10 Learjets.
[01:24:35.639 --> 01:24:37.360]  They like cutting little kids' heads off.
[01:24:38.286 --> 01:24:39.206]  I appreciate your call.
[01:24:39.206 --> 01:24:41.287]  I mean, they like snuff films.
[01:24:41.287 --> 01:24:43.388]  I mean, they like evil.
[01:24:43.388 --> 01:24:45.449]  Believe me, it's not just a pedophile ring.
[01:24:45.449 --> 01:24:48.530]  But yeah, I mean, folks, it's so hellish.
[01:24:48.530 --> 01:24:52.251]  It's so hellish, what's running things, and the public just isn't ready to accept it.
[01:24:52.251 --> 01:24:54.392]  And that's why you're gonna get everything you got taken, folks.
[01:24:54.392 --> 01:24:57.053]  But you'll remember what I said later, and then fight back.
[01:24:57.053 --> 01:24:58.113]  That's what's important.
[01:24:58.113 --> 01:25:00.574]  Down the road, you're gonna remember this show.
[01:25:00.574 --> 01:25:02.235]  It's never too late to fight the globalists.
[01:25:03.149 --> 01:25:08.071]  I know you're in denial because you were trained to be cowards from birth, but you can wake up and be men and women again.
[01:25:08.071 --> 01:25:10.191]  Stephen Houston, you're on the air.
[01:25:10.191 --> 01:25:11.752]  Yeah, good afternoon, Alex.
[01:25:11.752 --> 01:25:24.856]  Hey, I had an interesting conversation earlier today with the lady at church, and she was mentioning to me she has a bunch of apartment complex properties here in the Harris County area just outside of Houston.
[01:25:25.616 --> 01:25:34.006]  And she just mentioned to me out of the blue how that she's had wells drilled for these properties so she doesn't have to be on city water, municipal water supply.
[01:25:34.006 --> 01:25:42.195]  Well, now the County of Harris is making her pay for that water and they're charging her at the rate of two and a half
[01:25:42.755 --> 01:25:43.756]  We're good to go.
[01:25:58.002 --> 01:26:00.244]  Uh, what's that country down in South America?
[01:26:00.244 --> 01:26:01.805]  Argentina.
[01:26:01.805 --> 01:26:07.848]  And I said, here, you know, they did the same thing, and then they had people getting bills of $2,000 and upwards per month.
[01:26:07.848 --> 01:26:08.529]  No, no, that's it.
[01:26:08.529 --> 01:26:08.869]  That's it.
[01:26:08.869 --> 01:26:09.669]  And I totally agree with you.
[01:26:09.669 --> 01:26:10.350]  Let me explain this.
[01:26:10.350 --> 01:26:10.850]  And the U.N.
[01:26:10.850 --> 01:26:12.771]  brags, that's why everything's about water.
[01:26:12.771 --> 01:26:16.554]  You hear about Boone Pickens, oh, he wants to help put windmills in in the panhandle.
[01:26:16.554 --> 01:26:18.715]  No, that's the biggest aquifer in the U.S.
[01:26:18.715 --> 01:26:20.176]  His deal's actually to get that water.
[01:26:20.808 --> 01:26:30.414]  So they teach all the yuppies that there's no water left, so they'll accept artificial scarcity, just like they tell women diamonds are precious when they're semi-precious stones.
[01:26:30.414 --> 01:26:32.816]  Rubies and emeralds are actually precious.
[01:26:32.816 --> 01:26:34.317]  Diamonds are crap.
[01:26:34.317 --> 01:26:42.222]  They're just geographically only in Africa, one place in Arkansas, a small area in Canada, and a few areas in Australia.
[01:26:42.222 --> 01:26:44.584]  And the globalists bought all those areas up.
[01:26:44.584 --> 01:26:46.405]  Diamonds just lay all over the ground.
[01:26:46.405 --> 01:26:47.846]  Diamonds are semi-precious.
[01:26:47.846 --> 01:26:49.727]  They're not even at the top of the scale for semi-precious.
[01:26:50.216 --> 01:26:51.918]  But they tell women they're semi-precious.
[01:26:51.918 --> 01:26:53.180]  I mean, I mean that they're precious.
[01:26:53.180 --> 01:26:55.844]  They advertise you got to have them.
[01:26:55.844 --> 01:26:56.705]  Same thing with water.
[01:26:56.705 --> 01:26:58.107]  They tell you don't use water.
[01:26:58.107 --> 01:26:58.908]  We're out of water.
[01:26:58.908 --> 01:26:59.609]  There's no water.
[01:26:59.609 --> 01:27:01.552]  They'll show you a lake when it goes down.
[01:27:01.552 --> 01:27:04.396]  What it's a man-made lake to begin with and, you know, meant to do that.
[01:27:04.396 --> 01:27:05.818]  And they train you
[01:27:06.727 --> 01:27:13.169]  And that's why all these big water districts that are really semi-private are going around snatching water, using taxpayer money to do it.
[01:27:13.169 --> 01:27:15.950]  And they're going to artificially tell you there's no water.
[01:27:15.950 --> 01:27:17.290]  They're doing it all over the world.
[01:27:17.290 --> 01:27:18.811]  And double, triple, quadruple.
[01:27:18.811 --> 01:27:22.872]  And by law, in California and Texas, they're installing them without telling the public.
[01:27:23.453 --> 01:27:28.194]  That the news quotes smart thermostats, they remote control in your house.
[01:27:28.194 --> 01:27:30.835]  And so they're just, again, that's what globalism is.
[01:27:30.835 --> 01:27:33.535]  Ripping you off, scamming you, squeezing you.
[01:27:33.535 --> 01:27:37.616]  And yes, all over the country and the world, it's the same people run it all.
[01:27:37.616 --> 01:27:40.637]  They're charging you for your own well water.
[01:27:40.637 --> 01:27:44.578]  They're coming in to establish 100-year-old wells with plenty of water.
[01:27:44.578 --> 01:27:45.898]  They're saying you can't drill wells.
[01:27:46.278 --> 01:27:48.619]  They're saying water is not renewable.
[01:27:48.619 --> 01:27:50.420]  They're saying trees aren't renewable.
[01:27:50.420 --> 01:27:52.881]  You see, the globalists are monopoly men.
[01:27:52.881 --> 01:27:56.663]  The ultra-rich and wealthy got their power through government.
[01:27:56.663 --> 01:28:01.305]  See, conservatives, mainline conservatives won't tell you big corporations run the government.
[01:28:01.305 --> 01:28:02.706]  They are bigger than most governments.
[01:28:02.706 --> 01:28:07.908]  Of the 100 biggest economies, over 50 are now corporations.
[01:28:07.908 --> 01:28:08.548]  You understand?
[01:28:08.548 --> 01:28:09.509]  They are government.
[01:28:09.509 --> 01:28:12.110]  And the left says all corporations are bad and government's good.
[01:28:12.816 --> 01:28:19.681]  So see, the right's defending big corporations, the left's defending government, as if those two are fighting when they all work together.
[01:28:19.681 --> 01:28:22.263]  And until this scam is realized, we're in deep trouble.
[01:28:22.263 --> 01:28:23.264]  Can I cram one more in?
[01:28:23.264 --> 01:28:29.609]  Alright, we're gonna come back and go to Peter, and we're gonna go to John, Carl, Chris, and others.
[01:28:29.609 --> 01:28:41.879]  But, does anybody care out there that I just explained to you that all the major wealthy people of the world are allowed to put their money into tax-free foundations, but only if the profits go for eugenics?
[01:28:43.396 --> 01:28:57.648]  Do any of you care that almost every major biological weapons scientist that I know of, if you go read their graduate papers, to be accepted to bio-warfare, they are eugenicists talking about killing humanity?
[01:28:57.648 --> 01:29:01.191]  Do you like that the folks that work at the bio-weapons labs want you and your family dead?
[01:29:01.191 --> 01:29:10.960]  Do you understand they're building a police state lockdown grid, so once they have their new order grid in place, they're gonna up the ante and start killing people faster and in more obvious ways?
[01:29:11.866 --> 01:29:14.948]  I know you won't believe me, but after they kill you and your family, you might.
[01:29:14.948 --> 01:29:17.630]  Are you concerned for the safety of your loved ones?
[01:29:17.630 --> 01:29:21.253]  Listen closely to this message from Pepperspray.com.
[01:29:21.253 --> 01:29:24.115]  Every 22 seconds a violent crime is committed.
[01:29:24.115 --> 01:29:28.839]  America has changed and your personal safety is your first priority.
[01:29:28.839 --> 01:29:29.659]  Be smart.
[01:29:29.659 --> 01:29:30.620]  Be safe.
[01:29:30.620 --> 01:29:33.222]  Trust Pepperspray instead of your luck.
[01:29:33.222 --> 01:29:39.447]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[01:29:39.767 --> 01:29:45.773]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:29:45.773 --> 01:29:48.476]  From big to small, we have it all.
[01:29:48.476 --> 01:29:52.500]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[01:29:52.500 --> 01:29:58.867]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:29:59.207 --> 01:30:04.090]  Enter SAFE in the coupon box and you'll receive a special discount off of your order.
[01:30:04.090 --> 01:30:05.751]  So what are you waiting for?
[01:30:05.751 --> 01:30:07.713]  Go to Pepperspray.com.
[01:30:07.713 --> 01:30:09.854]  That's Pepperspray.com.
[01:30:09.854 --> 01:30:10.715]  Or call 1-800-908-9988 today!
[01:30:15.003 --> 01:30:17.345]  This is Alex Jones for American Tax Settlement.
[01:30:17.345 --> 01:30:26.853]  We have received news that the IRS is currently accepting reduced settlements on back taxes, and millions of consumers may be eligible for this reduction to save thousands of dollars.
[01:30:26.853 --> 01:30:34.879]  If any of you out there owe $10,000 or more in back taxes to the IRS, we have created an open phone line with American Tax Settlement.
[01:30:34.879 --> 01:30:40.864]  For all Alex Jones listeners to see if you qualify for a settlement with the IRS to save thousands, the number to call is 1-800-506-5904.
[01:30:44.247 --> 01:30:49.310]  Millions of taxpayers now may be eligible for this settlement to save thousands of dollars.
[01:30:49.310 --> 01:30:54.173]  Don't risk the IRS coming after you and garnishing your wages or seizing your property.
[01:30:54.173 --> 01:31:02.818]  American Tax Settlement specializes in negotiating with the IRS on your behalf, keeping the IRS off your back, and saving consumers millions of dollars.
[01:31:03.258 --> 01:31:07.283]  If you owe $10,000 or more in taxes to the IRS, the number to call is 1-800-506-5904.
[01:31:07.283 --> 01:31:07.623]  That's 1-800-506-5904.
[01:31:07.623 --> 01:31:07.824]  Call today.
[01:31:14.884 --> 01:31:18.345]  Silver is mankind's oldest natural antibiotic.
[01:31:18.345 --> 01:31:22.566]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:31:22.566 --> 01:31:34.248]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:31:34.248 --> 01:31:39.889]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:31:39.909 --> 01:31:40.389]  I think so.
[01:32:00.367 --> 01:32:01.387]  Spring is here.
[01:32:01.387 --> 01:32:01.827]  Growing season.
[01:32:01.827 --> 01:32:03.488]  The economy is not getting any better.
[01:32:03.488 --> 01:32:05.048]  In fact, it's getting worse.
[01:32:05.048 --> 01:32:05.668]  Think about it.
[01:32:33.677 --> 01:32:37.679]  At this rate, how will your life be in a month or even a year?
[01:32:37.679 --> 01:32:41.361]  Maybe you've been putting things off, but the time to act is now.
[01:32:41.361 --> 01:32:44.203]  You need to get your seeds before it's too late.
[01:32:44.203 --> 01:32:56.390]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:32:56.390 --> 01:33:02.133]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee,
[01:33:02.433 --> 01:33:02.713]  I think so.
[01:33:30.854 --> 01:33:34.496]  Are you tired of searching for great talk radio?
[01:33:34.496 --> 01:33:41.719]  Search no more!
[01:33:41.719 --> 01:33:49.823]  We are back live ladies and gentlemen.
[01:33:49.823 --> 01:33:50.683]  Thank you for joining us.
[01:33:50.683 --> 01:33:57.166]  I'm going to rampage through your calls and get into a bunch of this economic news and police state news today.
[01:33:58.968 --> 01:34:02.590]  Let's go ahead and talk to Peter in California.
[01:34:02.590 --> 01:34:03.991]  Peter, you're on the air, go ahead.
[01:34:03.991 --> 01:34:12.297]  Hey Alex, I was wondering, I don't know if you've covered this or not, I don't know if anyone else has, why wouldn't Obama's grandmother at his inauguration
[01:34:13.866 --> 01:34:21.153]  Well, that would be an embarrassment to have his grandmother who runs around on video saying he was born in Kenya and now she saw him born in the village.
[01:34:21.153 --> 01:34:23.215]  And of course he said he had no Muslim roots.
[01:34:23.215 --> 01:34:24.536]  It was all made up.
[01:34:24.536 --> 01:34:30.022]  Now that he goes over to the Middle East, he says, you know, everything in Muslim and I have Muslim roots, which is fine if he had them.
[01:34:30.602 --> 01:34:35.664]  It's the issue that he lied about it and was very deceptive about it.
[01:34:35.664 --> 01:34:38.085]  But again, he's the eugenics president.
[01:34:38.085 --> 01:34:42.626]  They need a brown face on the New World Order to sucker everybody in.
[01:34:42.626 --> 01:34:48.308]  He's just suckering the Arabs in the Middle East in, just like he suckered the United States in.
[01:34:48.308 --> 01:34:51.949]  I mean, he lied about everything he said he would do.
[01:34:51.949 --> 01:34:53.330]  I don't know if he really lied.
[01:34:53.330 --> 01:34:56.191]  He could be so MK-altered that it might not be lying.
[01:34:57.119 --> 01:35:05.887]  Yeah, well, before somebody emails me because they're ignorant and says his grandma died two days before he won the election, or two days after he did, or whatever.
[01:35:05.887 --> 01:35:11.012]  Yes, the one in Hawaii that put him through school, she died of cancer, but the other grandma...
[01:35:11.793 --> 01:35:12.194]  I think so.
[01:35:27.908 --> 01:35:31.629]  I mean, I've got family that isn't doing too well sometimes, and I send them money.
[01:35:31.629 --> 01:35:33.009]  But no, this is filth.
[01:35:33.009 --> 01:35:33.750]  This is trash.
[01:35:33.750 --> 01:35:43.672]  This is somebody who's made, like, what is it, $10 million off his book, and his family doesn't get jack crap because that narcissistic, lying slimeball is evil.
[01:35:43.672 --> 01:35:46.093]  And, you know, again, everything about him is a lie.
[01:35:46.093 --> 01:35:48.394]  He's 6% black.
[01:35:48.394 --> 01:35:49.334]  He's half white.
[01:35:51.588 --> 01:35:53.269]  44% Arab on record!
[01:35:53.269 --> 01:35:54.750]  His daddy's an Arab!
[01:35:54.750 --> 01:35:57.012]  His cousin Odinga's an Arab!
[01:35:57.012 --> 01:35:59.393]  Who is always attacking the Kenyans!
[01:35:59.393 --> 01:36:03.796]  The Arabs are the, the Muslims are the minority over there.
