[00:00:00.069 --> 00:00:01.410]  Coconut oils.
[01:19:08.795 --> 01:19:13.216]  It is now more important than ever to protect yourself and your information on the web.
[01:19:13.216 --> 01:19:20.178]  PrivateInternetAccess.com is a virtual private network service that can encrypt your internet connection while hiding your IP address.
[01:19:20.498 --> 01:19:25.964]  Their service also provides firewall protection in order to prevent data mining and unwanted exposure.
[01:19:25.964 --> 01:19:28.527]  They keep no records of your web browsing history.
[01:19:28.527 --> 01:19:34.914]  PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[01:19:34.914 --> 01:19:37.917]  Private Internet Access does not even log any of your traffic.
[01:19:38.237 --> 01:19:38.937]  Period.
[01:19:38.937 --> 01:19:41.398]  Privacy is their number one policy.
[01:19:41.398 --> 01:19:44.479]  You can use their service anywhere with an internet connection.
[01:19:44.479 --> 01:19:48.320]  And with one account, you can protect up to five devices at the same time.
[01:19:48.320 --> 01:19:54.201]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones.
[01:19:54.201 --> 01:19:56.802]  Don't wait and allow you and your family to become victims.
[01:19:57.082 --> 01:20:00.043]  Visit PrivateInternetAccess.com today.
[01:20:00.043 --> 01:20:11.825]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:20:11.825 --> 01:20:18.067]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:20:23.268 --> 01:20:29.934]  Order the Sampler, a 1-2 month supply, or get a 1-2 year supply of soaps for all your cleaning needs.
[01:20:29.934 --> 01:20:33.497]  You're getting soap products twice as good as what you're using now.
[01:20:33.497 --> 01:20:38.161]  This is an amazing deal, and you will love the way real soap makes your skin feel.
[01:20:38.161 --> 01:20:39.302]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:20:39.302 --> 01:20:42.084]  Alex and his staff have used these earth-friendly, pure soaps for years.
[01:20:50.151 --> 01:21:01.521]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:21:01.521 --> 01:21:03.062]  Coast to Coast.
[01:21:03.062 --> 01:21:05.104]  Direct from Austin.
[01:21:05.104 --> 01:21:08.327]  You're listening to the Alex Jones Broadcasting Network.
[01:21:17.159 --> 01:21:19.941]  Well, folks, I've wanted to get him on for a long time.
[01:21:19.941 --> 01:21:29.109]  Russell Brand, who is a comedian, best-selling author, actor, TV host, you name it, who has been popular for many years, but he's really a sensation now.
[01:21:29.109 --> 01:21:33.172]  The whole office today, when they found out he was coming on, got really excited.
[01:21:33.172 --> 01:21:35.934]  We have a lot of big guests on.
[01:21:35.934 --> 01:21:40.058]  And what's exciting about this is that
[01:21:40.798 --> 01:21:42.439]  Alex, it's a privilege to be on your show.
[01:21:42.439 --> 01:21:42.699]  Thank you.
[01:22:09.178 --> 01:22:10.359]  No, it's a privilege to have you here.
[01:22:10.359 --> 01:22:13.803]  What's the best site for people to visit to find out about the tour?
[01:22:13.803 --> 01:22:15.384]  Is it RussellBrand.TV?
[01:22:15.384 --> 01:22:18.447]  Yeah, that'd be perfect, thanks.
[01:22:18.447 --> 01:22:19.689]  You bet.
[01:22:19.689 --> 01:22:23.633]  Bottom line, what is front and center most important to you right now that's happening in the world?
[01:22:25.169 --> 01:22:43.365]  I think the thing that is most important to me, the thing that I'm talking about in my show, is the cultural narratives that we are told, the way that we are presented with information, the way that meaning is designated, the significance that is given to certain issues and not to others, and the light in which stories are told.
[01:22:43.365 --> 01:22:45.707]  So I think that that could obviously comprise
[01:22:47.087 --> 01:22:50.708]  Edward Snowden or it could comprise Syria.
[01:22:50.708 --> 01:23:02.572]  It could comprise more broadly the manufacture of consent or the manipulation of the consciousness of civilization through a conglomeration of government, big business and media.
[01:23:03.669 --> 01:23:14.715]  Coming into this interview, we played a clip when you were on MSNBC and that really struck a chord with people when you just laughed at their narcissism and said, you don't talk about anything real.
[01:23:14.715 --> 01:23:18.117]  You're basically a bunch of peacocks up here.
[01:23:18.117 --> 01:23:20.098]  What was it like behind the scenes?
[01:23:20.098 --> 01:23:28.022]  And it seemed like you were clashing with them and it really captured people's imagination.
[01:23:28.022 --> 01:23:28.822]  What happened there?
[01:23:28.822 --> 01:23:29.763]  Because you were in the middle of it.
[01:23:30.947 --> 01:23:40.437]  Well, I mean, it's quite typical when you go on those type of TV shows that there's a particular frequency or pitch to the interview.
[01:23:40.437 --> 01:23:48.626]  There is a normal manner of speaking, not only the type of topics that are discussed, but the kind of banal
[01:23:49.447 --> 01:23:53.652]  Slightly shrill tone.
[01:23:53.652 --> 01:24:04.643]  The information is predicated on celebrity and gossip and what I would call low frequency data, low vibration information.
[01:24:05.203 --> 01:24:08.705]  It was like that when you go on anything on mainstream television.
[01:24:08.705 --> 01:24:12.608]  Those programs all sound the same, people all look the same, they all talk in the same way.
[01:24:12.608 --> 01:24:15.330]  It was that kind of atmosphere.
[01:24:15.330 --> 01:24:30.299]  The only difference was that the impoliteness was at such an extreme level that it gave me an opportunity to point out some of that stuff, which I wouldn't typically do because it sometimes doesn't seem appropriate to tell people that what they're doing is pointless or silly.
[01:24:31.013 --> 01:24:37.937]  I want to get into world events, your tour that's so popular that I hope to see when you come to Austin in a few weeks here in Texas.
[01:24:37.937 --> 01:24:49.125]  But just getting back to that, they genuinely seemed extremely uncomfortable, but the women also seemed very sexually excited and were not faking it.
[01:24:49.125 --> 01:24:52.387]  I mean, I could tell that somehow you absolutely
[01:24:53.007 --> 01:24:57.151]  Like, broke the spell of their self-centered, petty narcissism.
[01:24:57.151 --> 01:24:58.152]  And I'm not kissing your butt.
[01:24:58.152 --> 01:24:59.373]  I mean, it really happened.
[01:24:59.373 --> 01:25:03.357]  That's a magic clip, uh, from my perspective.
[01:25:03.357 --> 01:25:04.439]  You've become nervous.
[01:25:04.439 --> 01:25:05.860]  Why are you nervous?
[01:25:05.860 --> 01:25:07.421]  You're a powerful woman.
[01:25:07.421 --> 01:25:08.463]  You've got a lovely job.
[01:25:08.463 --> 01:25:09.584]  What seems to be the trouble?
[01:25:09.584 --> 01:25:10.605]  I don't know.
[01:25:10.605 --> 01:25:12.467]  You've got hair like Princess Diana.
[01:25:12.467 --> 01:25:12.727]  Oh, wow.
[01:25:13.668 --> 01:25:15.190]  Is this what you all do for a living?
[01:25:15.190 --> 01:25:15.990]  Yes!
[01:25:15.990 --> 01:25:20.435]  We're going to be talking about the situation with Edward Snowden.
[01:25:20.435 --> 01:25:21.697]  This whistleblower, is it good?
[01:25:21.697 --> 01:25:23.238]  What he's done for America?
[01:25:23.238 --> 01:25:26.442]  Or are our secrets being jeopardized by his intentions?
[01:25:26.442 --> 01:25:28.124]  We're going to be talking about that.
[01:25:28.124 --> 01:25:29.886]  Why do you think you shook him up so bad?
[01:25:30.166 --> 01:25:30.766]  I don't know.
[01:25:30.766 --> 01:25:39.171]  I'm a bit confused by it, because I just went on there and did what I normally do, which is just being polite, and then if I point out something idiosyncratic or weird, I observe that.
[01:25:39.171 --> 01:25:49.718]  But don't you think, Alex, that you deal with so much duplicity, whether in a situation where you're in an interview on the TV or on the radio, or if you're making a purchase in a shop.
[01:25:49.718 --> 01:25:55.041]  Sometimes we lose our authenticity, our ability to be human and truthful with one another.
[01:25:55.421 --> 01:26:01.046]  I think if you interact in a very human and truthful way, then that can be very disruptive.
[01:26:01.046 --> 01:26:01.366]  Sure.
[01:26:01.366 --> 01:26:04.589]  It's not like there are certain individuals that are good and certain individuals that are bad.
[01:26:04.589 --> 01:26:15.518]  I know myself, you know, I work in films and I've worked a lot in media, so I must be culpable as well for propagating these ideas and supporting them in my own way and on a bad day.
[01:26:15.518 --> 01:26:23.044]  Like just now, I arrived at Seattle Airport and there were people that wanted autographs and they were the kind of people that filled the photographs
[01:26:23.624 --> 01:26:24.165]  We're good to go.
[01:26:49.527 --> 01:27:10.434]  I think it's more of a problem when you have a massive machine that conducts consciousness and orchestrates the way that we think en masse that has a set of priorities and an agenda that is making people in huge numbers think in a selfish, insular, atomized, apathetic and impotent way.
[01:27:10.434 --> 01:27:10.694]  Wow!
[01:27:11.795 --> 01:27:13.177]  Man, I tell you, you're on fire.
[01:27:13.177 --> 01:27:15.821]  It seems like you have really had an awakening.
[01:27:15.821 --> 01:27:21.309]  I mean, you've been awake for a long time, but it seems like your awakening is accelerating.
[01:27:21.309 --> 01:27:22.270]  Is that accurate to say?
[01:27:23.348 --> 01:27:26.749]  Yeah, I think you might be right, as a matter of fact, Alex.
[01:27:26.749 --> 01:27:31.091]  I mean, like for me, spirituality is an important component.
[01:27:31.091 --> 01:27:40.614]  I meditate a lot and I practice certain spiritual principles that mean I have to be very mindful one day at a time about the way I live my life.
[01:27:40.614 --> 01:27:47.977]  I'm like a drug and alcohol free and the more that I've detached myself from the things I thought would make me happy, like
[01:27:48.537 --> 01:28:09.856]  Money and fame and other people's opinions the more truth is being revealed That is pure Veritas Because that's been my experience as well and what you were just talking about just being aware that you're being selfish or Doing things that are self-centered or narcissistic is is half the battle
[01:28:10.677 --> 01:28:17.825]  Most of the people out there, especially that are in the mainstream media, they are purely turned over to the narcissism and are like biological androids.
[01:28:17.825 --> 01:28:19.487]  They're not even real.
[01:28:19.487 --> 01:28:25.313]  And I think that's why you freak Brzezinski's daughter out and others so much is because they...
[01:28:25.894 --> 01:28:39.839]  Got into this conscious of the manipulation they were involved in, but really what you do to others comes back on you, so now they've turned into what they tried to do to the public, making the public one-dimensional cutouts of what they projected.
[01:28:39.839 --> 01:28:41.460]  It's now blown back on them.
[01:28:42.142 --> 01:28:42.923]  That's very interesting.
[01:28:42.923 --> 01:28:46.165]  I often wonder, Alex, how those situations are contrived.
[01:28:46.165 --> 01:28:50.229]  I suppose if you work in the media, you go through so many filters.
[01:28:50.229 --> 01:28:55.493]  You're just not going to get that kind of job unless you're a certain type of person, unless you know the right sort of people.
[01:28:55.493 --> 01:28:58.295]  If you say the wrong type of things, you'll be filtered out.
[01:28:58.295 --> 01:29:08.924]  So by the time you get to the point where you have your own show, generally speaking, you think a certain way that is in alignment with the elitist interests that are behind whatever corporation owns the outlet.
[01:29:09.484 --> 01:29:29.636]  Yeah, but like, I think too that there is probably a less obvious way of understanding things in terms of, I wonder what happens neurologically, I wonder what the energy in a brain looks like, I wonder what that is like if our brains are surrounded by other brains that are thinking in a certain way, that are broadcasting, transmitting at a certain frequency.
[01:29:29.636 --> 01:29:32.518]  This is what I feel like we have is a sort of a situation where
[01:29:33.118 --> 01:29:39.702]  There's such a strong and hypnotic message that exists, not just externally, but more worrying internally.
[01:29:39.702 --> 01:29:48.947]  I'm always more worried when I find my... That's why I don't like it when I've transgressed my own personal principles, because I think, well, then I'm not behaving in accordance with what I believe in.
[01:29:48.947 --> 01:29:50.328]  I'm policing myself.
[01:29:50.328 --> 01:29:53.530]  You know, if I'm selfish, then I'm part of the problem.
[01:29:53.530 --> 01:29:56.312]  You know, like Gandhi said, be the change you want to see in the world.
[01:29:56.312 --> 01:29:59.594]  But really, all I can control is that I treat people well, you know?
[01:30:01.072 --> 01:30:04.074]  Protecting your home with a security system is a must.
[01:30:04.074 --> 01:30:10.440]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:30:10.440 --> 01:30:16.825]  Listen, there was some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[01:30:17.245 --> 01:30:19.527]  Not with SimpliSafe Home Security.
[01:30:19.527 --> 01:30:20.868]  They're the good guys.
[01:30:20.868 --> 01:30:23.950]  You can trust SimpliSafe to protect your family.
[01:30:23.950 --> 01:30:28.453]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[01:30:28.453 --> 01:30:31.995]  You'll get 24-hour protection for just $14.99 a month.
[01:30:31.995 --> 01:30:34.937]  There are no hidden fees and no contracts.
[01:30:34.937 --> 01:30:36.138]  You'll save thousands.
[01:30:36.138 --> 01:30:39.540]  Plus, you're protected by their 100% money-back guarantee.
[01:30:39.540 --> 01:30:42.982]  Protect yourself against home invasions and break-ins.
[01:30:42.982 --> 01:30:46.905]  Order your SimpliSafe system now and receive a wireless keychain remote.
[01:30:47.165 --> 01:30:49.508]  A $25 gift, free.
[01:30:49.508 --> 01:30:52.492]  So don't waste your time dealing with scum.
[01:30:52.492 --> 01:30:59.182]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:31:04.634 --> 01:31:05.914]  Tyranny is here.
[01:31:05.914 --> 01:31:09.775]  The grim future foretold in 1984 has become reality.
[01:31:09.775 --> 01:31:12.056]  It really says that the state is God.
[01:31:12.056 --> 01:31:17.938]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:31:17.938 --> 01:31:24.599]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:31:24.599 --> 01:31:30.581]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:31:30.581 --> 01:31:34.282]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:31:34.742 --> 01:31:39.046]  Prepare to enter the secretive world of emergency dictatorship.
[01:31:39.046 --> 01:31:44.991]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:31:44.991 --> 01:31:48.553]  It's only the beginning of the New World Order's hellish plan.
[01:31:48.553 --> 01:31:50.535]  The police state isn't coming.
[01:31:50.535 --> 01:31:51.656]  It's here.
[01:31:51.656 --> 01:31:58.462]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:32:00.894 --> 01:32:02.976]  It's hurricane and wildfire season again.
[01:32:02.976 --> 01:32:11.025]  Why do thousands of people sit in these reoccurring problem areas year after year, betting their lives that the disaster won't get them?
[01:32:11.025 --> 01:32:15.950]  Hundreds of you helped eFoodsDirect ship 50,000 donated meals to the Oklahoma victims.
[01:32:15.950 --> 01:32:18.132]  The problem is we can't help everybody.
[01:32:18.132 --> 01:32:19.674]  If every one of us who can,
[01:32:20.014 --> 01:32:21.515]  We'll take care of ourselves.
[01:32:21.515 --> 01:32:24.537]  We can all pitch in to take care of those who really can't.
[01:32:24.537 --> 01:32:32.741]  The new Just-In-Case Pack from eFoodsDirect is the big brother to the 7-Day Emergency Pack designed for Oklahoma disaster donations.
[01:32:32.741 --> 01:32:39.125]  It contains a 2-month supply for 1 person, or a 1-month supply for 2 adults, or a 2-week supply for a family of 4.
[01:32:39.125 --> 01:32:40.145]  The $320 price is $50 less than retail.
[01:32:43.687 --> 01:32:44.768]  Call 800-409-5633 on the web efoodsdirect.com slash Alex.
[01:32:44.768 --> 01:32:46.509]  Order two or more, get 10% off, free shipping applies.
[01:32:46.509 --> 01:32:49.532]  Call 800-409-5633 on the web efoodsdirect.com slash Alex.
[01:33:00.018 --> 01:33:03.879]  Are we choosing our own destiny or has it been pre-selected for us?
[01:33:03.879 --> 01:33:09.401]  As we've moved through history, every great leader has had to understand the potential of information.
[01:33:09.401 --> 01:33:17.143]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[01:33:17.143 --> 01:33:26.245]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[01:33:26.445 --> 01:33:33.607]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[01:33:33.607 --> 01:33:36.668]  All of this is happening so fast, you need to be ahead of the game.
[01:33:36.668 --> 01:33:42.430]  How to engineer the opinion of the American people so that they would not only endorse, but demand.
[01:33:43.130 --> 01:33:43.710]  War.
[01:33:43.710 --> 01:33:45.051]  Oh, there's another one!
[01:33:45.051 --> 01:33:46.312]  Another plane just hit!
[01:33:46.312 --> 01:33:47.393]  State of Mind.
[01:33:47.393 --> 01:33:48.953]  Because there's a war on.
[01:33:48.953 --> 01:33:49.994]  For your mind.
[01:33:49.994 --> 01:33:54.176]  Get your copy of State of Mind the movie at InfoWars.com.
[01:33:54.176 --> 01:34:01.560]  And remember, every order at InfoWarsStore.com receives a free citizen rulebook.
[01:34:01.560 --> 01:34:03.081]  Coast to Coast.
[01:34:03.081 --> 01:34:05.143]  Direct from Austin.
[01:34:05.143 --> 01:34:08.344]  You're listening to the Alex Jones Broadcasting Network.
[01:34:21.261 --> 01:34:28.585]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:34:28.585 --> 01:34:35.089]  Russell, the establishment is aware of the group consciousness, the group collective, and they're trying to program it, as you said, on record.
[01:34:35.089 --> 01:34:46.056]  They've written books about it, to lower the frequency down to a bestial, or even below bestial level, beyond common sense, even self-preservation, so that people can be programmable.
[01:34:46.056 --> 01:34:47.257]  So it comes down to the old
[01:34:48.377 --> 01:34:54.759]  A question of free will versus not free will, and I think that's how you can tell the good guys from the bad guys.
[01:34:54.759 --> 01:35:01.302]  If someone wants to expand consciousness, awakening, understanding, and empower people, then that means they're on the good side.
[01:35:01.302 --> 01:35:07.944]  If they want to shutter the horizons and put walls around the mind, that's the bad guys.
[01:35:07.944 --> 01:35:15.727]  And from what I've heard, it's got an amazing review, sold out in many places in the world, Messiah Complex, Revolution of Consciousness Tour,
[01:35:16.107 --> 01:35:19.909]  You're attempting to show people what different perspectives or windows into this?
[01:35:19.909 --> 01:35:21.529]  Describe it for us.
[01:35:21.529 --> 01:35:29.072]  What I do, Alex, is I use as navigational points certain personal heroes of mine.
[01:35:29.072 --> 01:35:42.738]  I talk about Malcolm X, Che Guevara, Dandy, and Jesus Christ, and how each of those characters represent certain traits, certain human facilities
[01:35:43.258 --> 01:35:43.979]  We're good to go.
[01:36:03.812 --> 01:36:04.472]  I don't know.
[01:36:25.478 --> 01:36:26.559]  We're good to go.
[01:36:55.547 --> 01:37:21.407]  Our heritage, our cultural myths and our stories that keep us bonded and unified and to a degree, I don't know, human, are being lost and subjugated because as long as human beings are in a state of fear and a state of stimulated desire, we will always be beholden to the elites, we will always be beholden to the corporate interests that offer to resolve these problems by selling us products.
[01:37:21.407 --> 01:37:24.690]  I've got to keep it funny Alex, I have to talk about sex every few seconds as well.
[01:37:25.390 --> 01:37:31.753]  Wow, Russell Brand is joining us right now on the road, part of his international tour.
[01:37:31.753 --> 01:37:43.280]  And, you know, speaking of getting people outside the box, from my own research, you're absolutely on target at the core here that the establishment is expert at hijacking
[01:37:44.040 --> 01:38:00.629]  Icons or as Campbell wrote archetypes archetypal images and then twisting them towards their aim and then really Rewriting all the basic cultural knowledge that every group out there had and replacing it
[01:38:01.389 --> 01:38:02.030]  I don't know.
[01:38:22.729 --> 01:38:30.380]  Standing up non-violently to oppression or never think about the fact that they could change the course and be an example to others.
[01:38:30.380 --> 01:38:38.651]  And so I really get from this that you're trying to almost go back and see what the people really stood for and try to get folks to become aware of this power?
[01:38:39.594 --> 01:38:40.895]  Yes, exactly Alex.
[01:38:40.895 --> 01:38:50.959]  I look at some corporate slogans like McDonald's, loving it, which is kind of meaningless and empty and an exploitation of an interesting piece of language to do with love.
[01:38:50.959 --> 01:38:57.422]  I look at Diet Dr Pepper and their slogan, unbelievably satisfying and how ridiculous and hyperbolic that is.
[01:38:57.842 --> 01:39:08.090]  Even the slogan of Gillette Razors, the best a man can get, I can immediately point out that this is setting the bar very, very low for humankind and for mankind.
[01:39:08.090 --> 01:39:20.860]  The kind of language used and slogans used by Malcolm X, by any means necessary, Che Guevara, it's better to die on your feet than to live on your knees, and Gandhi, be the change that you want to see in the world.
[01:39:20.860 --> 01:39:22.721]  These messages are subjugated.
[01:39:22.721 --> 01:39:23.262]  Furthermore,
[01:39:23.882 --> 01:39:30.824]  These heroes I offer replaced gods and gods themselves are symbols of certain traits and ideas.
[01:39:30.824 --> 01:39:36.486]  Indigenous faiths typically are pagan, which means they worship the earth and their environment.
[01:39:36.486 --> 01:39:44.449]  If you have a culture of people like the Celts that worship and revere rivers, how will you feel when corporations want to pollute your rivers?
[01:39:44.449 --> 01:39:49.070]  If you have an indigenous faith like the Nordics who revere the noble
[01:39:49.070 --> 01:39:50.071]  Sure, they get us.
[01:40:16.750 --> 01:40:27.559]  Wow, so they get us to sell out for light beer and blue jeans, as they say in a recent popular film, and then we're not satisfied by the light beer and blue jeans.
[01:40:27.559 --> 01:40:34.105]  Folks, go to RussellBrand.TV to find out if they can still get tickets in their area of the world.
[01:40:34.105 --> 01:40:40.911]  Russell, where else are you going now on the tour, and where was your favorite place you visited since you got on the road?
[01:40:41.971 --> 01:40:45.734]  Well, I've been all over Canada and had a great time there.
[01:40:45.734 --> 01:40:51.678]  I'm currently in... I've just come from San Francisco, that was fantastic, and I'm in Seattle now.
[01:40:51.678 --> 01:41:01.864]  I'm going to Portland, then I'm going to be back in my country for a few days, and then, like, I'll be in New York and Florida and Austin, Texas.
[01:41:01.864 --> 01:41:03.225]  I'm enjoying all of it, really.
[01:41:03.225 --> 01:41:06.728]  I mean, you know what it's like when you're touring, you don't spend an awful lot of time
[01:41:08.035 --> 01:41:09.217]  Any one location.
[01:41:09.217 --> 01:41:22.593]  So like, I really love America and love being with the American people and find that, broadly speaking, American media and American politics is not representative of my experience directly with American people.
[01:41:23.004 --> 01:41:23.685]  Sure, absolutely.
[01:41:23.685 --> 01:41:27.829]  It's a fake, projected culture that the world sees that is not even America.
[01:41:27.829 --> 01:41:36.079]  It's like New Yorkers still move to Austin or still visit Texas and think we ride horses to work and that we're all the Beverly Hillbillies.
[01:41:36.079 --> 01:41:42.606]  In the ten minutes we've got left, Russell, I want to go over some of the world events with you that are happening right now, like Syria.
[01:41:42.606 --> 01:41:43.147]  But first,
[01:41:43.627 --> 01:41:46.048]  What do you think is happening in the media revolution?
[01:41:46.048 --> 01:41:48.470]  Because mainstream media is dying.
[01:41:48.470 --> 01:41:50.111]  Every metric shows that.
[01:41:50.111 --> 01:41:55.194]  Alternative media, the people's media with its real diversity is exploding.
[01:41:55.194 --> 01:42:01.097]  I want to get your take on where you think the future of the media is going and cultural developments.
[01:42:01.097 --> 01:42:07.161]  And do you think that the human species will survive to become a type one civilization and make it off the planet?
[01:42:09.941 --> 01:42:11.123]  That's cool.
[01:42:11.123 --> 01:42:12.024]  What does that mean?
[01:42:12.024 --> 01:42:16.949]  That we get our own extraterrestrial operations going and populate other planets?
[01:42:16.949 --> 01:42:20.133]  With Alex, what I think with the media stuff is that...
[01:42:22.013 --> 01:42:28.918]  I think that, yeah, I think the diversity provided by social networking and new media is very, very positive.
[01:42:28.918 --> 01:42:35.983]  But like, the status quo are expert at manipulating and co-opting any counter-cultural movement.
[01:42:35.983 --> 01:42:46.209]  If you look at how hip-hop began as a very sort of radical, anti-establishment voice and eventually became, couldn't be more about consumerism and bling and wealth.
[01:42:46.209 --> 01:42:48.551]  The same thing happened with punk.
[01:42:48.551 --> 01:42:51.293]  So I think any counter-cultural movement is at risk.
[01:42:51.853 --> 01:42:53.115]  We're good to go.
[01:43:11.816 --> 01:43:12.236]  I think we do.
[01:43:12.236 --> 01:43:14.777]  I hear buzz about Russell Brand all over the place, mainly in new media.
[01:43:14.777 --> 01:43:16.478]  Why do you think you're getting so much more popular?
[01:43:37.188 --> 01:43:37.708]  I don't know.
[01:43:37.708 --> 01:43:49.915]  I hope, Alex, that it's a result of moving out of alignment with the messages and narrative of mainstream media and being truthful to my, sort of, you know, my original intentions when I became a stand-up comedian.
[01:43:49.915 --> 01:43:59.181]  So, sort of, being inspired very much by men like Bill Hicks and Lenny Bruce and Richard Pryor who made telling the truth funny.
[01:44:01.050 --> 01:44:14.817]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[01:44:14.817 --> 01:44:25.123]  At Silver Lungs, we have developed a reliable and easy-to-use full production system for creating endless Pure Nano Silver solutions right from the convenience and comfort of your home.
[01:44:25.763 --> 01:44:30.406]  Your self-produced nano-silver solutions can be applied topically to the skin.
[01:44:30.406 --> 01:44:40.374]  For many who are new to silver, that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays.
[01:44:40.794 --> 01:44:47.301]  Our nano silver soap and our most popular product the all-natural nano silver gel.
[01:44:47.301 --> 01:44:55.148]  Visit www.silverlungs.com to learn more about the industry-leading technology of the silver lung system.
[01:44:55.148 --> 01:44:58.412]  That's www.silverlungs.com
[01:45:00.976 --> 01:45:08.740]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[01:45:08.740 --> 01:45:12.982]  Fortunately, a simple, safe and effective alternative exists.
[01:45:12.982 --> 01:45:26.529]  Supernatural Silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast, and a limited number of parasites.
[01:45:27.089 --> 01:45:29.572]  It can even purify water!
[01:45:29.572 --> 01:45:34.698]  Supernatural Silver comes in both liquid and gel for internal or external use.
[01:45:34.698 --> 01:45:46.151]  With over 180 scientific studies by independent universities, hospitals, research institutions, and nursing homes, Supernatural Silver is a powerful weapon in the fight against disease.
[01:45:46.471 --> 01:45:54.760]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to SupernaturalSilver.com.
[01:45:54.760 --> 01:45:58.745]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[01:46:00.714 --> 01:46:03.696]  Protecting your home with a security system is a must.
[01:46:03.696 --> 01:46:10.080]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:46:10.080 --> 01:46:16.464]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[01:46:16.864 --> 01:46:19.166]  Not with SimpliSafe Home Security.
[01:46:19.166 --> 01:46:20.507]  They're the good guys.
[01:46:20.507 --> 01:46:23.569]  You can trust SimpliSafe to protect your family.
[01:46:23.569 --> 01:46:28.093]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[01:46:28.093 --> 01:46:31.635]  You'll get 24-hour protection for just $14.99 a month.
[01:46:31.635 --> 01:46:34.558]  There are no hidden fees and no contracts.
[01:46:34.558 --> 01:46:35.779]  You'll save thousands.
[01:46:35.779 --> 01:46:39.181]  Plus, you're protected by their 100% money-back guarantee.
[01:46:39.181 --> 01:46:42.604]  Protect yourself against home invasions and break-ins.
[01:46:42.604 --> 01:46:46.547]  Order your SimpliSafe system now and receive a wireless keychain remote.
[01:46:46.807 --> 01:46:49.151]  A $25 gift, free.
[01:46:49.151 --> 01:46:52.136]  So don't waste your time dealing with scum.
[01:46:52.136 --> 01:46:58.466]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:47:00.757 --> 01:47:02.860]  It's hurricane and wildfire season again.
[01:47:02.860 --> 01:47:10.889]  Why do thousands of people sit in these reoccurring problem areas year after year, betting their lives that the disaster won't get them?
[01:47:10.889 --> 01:47:15.835]  Hundreds of you helped eFoodsDirect ship 50,000 donated meals to the Oklahoma victims.
[01:47:15.835 --> 01:47:18.017]  The problem is we can't help everybody.
[01:47:18.017 --> 01:47:18.558]  If everyone
[01:47:18.558 --> 01:47:21.379]  One of us who can, will take care of ourselves.
[01:47:21.379 --> 01:47:24.399]  We can all pitch in to take care of those who really can't.
[01:47:24.399 --> 01:47:32.601]  The new Just in Case Pack from eFoods Direct is the big brother to the 7 day emergency pack designed for Oklahoma disaster donations.
[01:47:32.601 --> 01:47:38.983]  It contains a 2 month supply for 1 person, or a 1 month supply for 2 adults, or a 2 week supply for a family of 4.
[01:47:38.983 --> 01:47:40.003]  The $320 price is $50 less than retail.
[01:47:43.544 --> 01:47:49.787]  Call 800-409-5633 on the web efoodsdirect.com slash Alex.
[01:47:49.787 --> 01:47:53.008]  Order two or more, get 10% off, free shipping applies.
[01:47:53.008 --> 01:48:01.572]  Call 800-409-5633 on the web efoodsdirect.com slash Alex.
[01:48:01.572 --> 01:48:03.113]  Coast to Coast.
[01:48:03.113 --> 01:48:05.173]  Direct from Austin.
