[00:00:06.913 --> 00:00:07.334]  1-800-340-7091.
[01:12:20.915 --> 01:12:22.076]  They're issued by the Treasury.
[01:12:22.076 --> 01:12:22.337]  U.S.
[01:12:22.337 --> 01:12:24.059]  government obligations.
[01:12:24.059 --> 01:12:35.872]  The Federal Reserve Open Market Committee, which is made up precisely of these unelected, unaccountable, illegal bankers from the regional Federal Reserve parts that have never been approved by the Senate.
[01:12:35.872 --> 01:12:37.654]  They've never gone through any kind of federal vetting.
[01:12:37.654 --> 01:12:38.255]  They're just local
[01:12:38.795 --> 01:12:39.255]  We're good to go.
[01:13:00.945 --> 01:13:12.474]  The nightmare of Paul Adolph Volcker, you'll remember him, he ran Carter's economic policy, 22% prime rate, got the interest rates on credit cards up to where they are now.
[01:13:12.474 --> 01:13:16.117]  His nightmare was always a mudslide of the dollar.
[01:13:16.117 --> 01:13:20.161]  In other words, once a dollar panic begins, how do you stop it?
[01:13:20.161 --> 01:13:21.442]  I think that's fairly close.
[01:13:21.442 --> 01:13:29.328]  I mean, it's one of the things that makes gold a reasonable hedge for the average person to try to protect some assets so that you won't be left with
[01:13:29.844 --> 01:13:32.550]  With just pieces of paper that are completely worthless.
[01:13:32.550 --> 01:13:36.959]  Now, briefly, what does it mean to have Obama going to the G20 but first dropping off to see the Queen?
[01:13:37.938 --> 01:13:38.979]  Doesn't look good, does it?
[01:13:38.979 --> 01:13:51.386]  You know, according to my friend Phil Berg there in Philadelphia, there's a very good chance that Obama is, if not a citizen of Indonesia, he may be a citizen of Kenya.
[01:13:51.386 --> 01:13:58.030]  And the point is, he's fully compromised with all these mafia and thugs, so speak what this means going to the Queen.
[01:13:58.030 --> 01:14:05.514]  Yeah, Obama's grandfather was the house servant to Lord Delamere, who was the biggest British imperialist in Kenya.
[01:14:05.934 --> 01:14:06.976]  Between the World Wars.
[01:14:06.976 --> 01:14:09.760]  You remember Cecil Rhodes in South Africa.
[01:14:09.760 --> 01:14:12.764]  Lord Delamere was a person of similar caliber.
[01:14:12.764 --> 01:14:14.787]  He was a very important British operative.
[01:14:15.783 --> 01:14:17.264]  Obama is in there.
[01:14:17.264 --> 01:14:26.549]  It's interesting, when Gordon Brown came to visit Obama, the right-wing talk show host, the various Limbaugh's and Hannity's, went nuts over the idea, Obama snubbed Gordon Brown.
[01:14:26.549 --> 01:14:29.011]  He didn't give him the kind of hero's welcome that he deserved.
[01:14:29.011 --> 01:14:38.236]  Well, I think some of that was a dog and pony show, because the main idea is that Gordon Brown is the pioneer of all the bailouts, was Northern Rock,
[01:14:39.068 --> 01:14:43.949]  This bank in Britain and in Ireland began to blow up in October of 2007.
[01:14:43.949 --> 01:14:50.951]  That's when Gordon Brown, before any other government in the world had done it, said, here's several hundred billion pounds, not even dollars, but pounds.
[01:14:50.951 --> 01:14:51.651]  That's double.
[01:14:51.651 --> 01:14:52.131]  Yeah.
[01:14:52.131 --> 01:14:53.632]  Well, one and a half maybe.
[01:14:53.632 --> 01:14:55.032]  Well, at that time it was double.
[01:14:55.032 --> 01:14:56.152]  It was up and down, yeah.
[01:14:56.152 --> 01:14:56.912]  At that time it was double.
[01:14:56.912 --> 01:14:57.433]  There we go.
[01:14:57.433 --> 01:14:58.433]  But hold on.
[01:14:58.433 --> 01:14:59.753]  I want to back you up on this.
[01:14:59.753 --> 01:15:07.215]  I watched hours online from the European Union official website of the parliamentary meetings he had for two days earlier this week.
[01:15:07.608 --> 01:15:10.690]  We play clips on the radio during the week, folks heard it.
[01:15:10.690 --> 01:15:20.456]  They openly in Europe worshipped him and said, you are the architect of the New World Order, you are running it all, and we're bowing to him.
[01:15:20.456 --> 01:15:25.060]  Now I heard you months ago on my show say he was honchoing it, so you were right.
[01:15:25.060 --> 01:15:34.666]  Yeah, I think that the conceptual leadership of the entire process, this monstrous thing that we've been talking about, right, between what Geithner is doing and what the G20 is going to do,
[01:15:35.330 --> 01:15:39.646]  The beefing up of the IMF, the currency dictatorship, the SDRs, the world currency.
[01:15:40.265 --> 01:15:41.086]  All the rest of this stuff.
[01:15:41.086 --> 01:15:42.987]  It's all nuts, of course, in the last analysis.
[01:15:42.987 --> 01:15:51.614]  But this is Gordon Brown and Alistair Darling, at the Chancellor of the Exchequer's office, and Mervyn King of the Bank of England.
[01:15:51.614 --> 01:15:56.498]  And they're reasserting this idea that the real center of the financial world is London.
[01:15:56.498 --> 01:15:58.079]  New York is collapsing.
[01:15:58.079 --> 01:16:08.708]  They like to think that the bankruptcy of places like Poland, Belarus, Ukraine, are going to pull down the banks in Austria and Germany and France.
[01:16:09.048 --> 01:16:14.015]  The euro may well collapse as a result of that, and that would leave London sitting pretty, right?
[01:16:14.015 --> 01:16:18.541]  Dollar collapsed, euro collapsed, London leading the world once again.
[01:16:18.541 --> 01:16:23.147]  So the empire is back with Gordon Brown, and Obama is a stooge for this.
[01:16:24.199 --> 01:16:27.101]  Alright, we'll be back with Webster Tarbley and your phone call straight ahead.
[01:16:27.101 --> 01:16:29.543]  Folks, what you're hearing is absolute precision.
[01:16:29.543 --> 01:16:30.483]  We know what's going on.
[01:16:30.483 --> 01:16:32.565]  We told you years before it happened.
[01:16:32.565 --> 01:16:35.227]  Travelers, and you're in to Ted Anderson from Midas Resources.
[01:16:35.227 --> 01:16:35.527]  March 27, 2009.
[01:16:35.527 --> 01:16:36.547]  Gold opened at $934.90.
[01:16:36.547 --> 01:16:39.770]  An ounce gold coin can be purchased for $961.76, $480.88 for half, and $240.44 for quarter.
[01:16:39.770 --> 01:16:40.230]  That's $961.76, $480.88, and $240.44.
[01:16:51.152 --> 01:17:03.677]  On June 4th, 1963, an unknown presidential decree, Executive Order 11,110, was signed with the authority to strip the Federal Reserve Bank of its power to lend money to the United States government and interest.
[01:17:03.677 --> 01:17:06.858]  With the stroke of a pen, Kennedy would have put the Fed out of business.
[01:17:06.858 --> 01:17:10.179]  The November assassination quieted the production of the new currency.
[01:17:10.179 --> 01:17:13.020]  However, the Executive Order still stands unrepealed.
[01:17:13.280 --> 01:17:16.082]  Midas has the Kennedy vs. Fed document.
[01:17:16.082 --> 01:17:19.005]  Call 800-686-2237.
[01:17:19.005 --> 01:17:21.287]  Unlike your liberty, the paper is free.
[01:17:21.287 --> 01:17:24.189]  Call 800-686-2237.
[01:17:24.189 --> 01:17:27.913]  If you're interested in breaking the bondage of taxation and debt, call 800-686-2237.
[01:17:27.913 --> 01:17:28.093]  That's 800-686-2237.
[01:17:33.940 --> 01:17:39.442]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:17:39.442 --> 01:17:40.242]  and the world.
[01:17:40.242 --> 01:17:44.104]  And for the first time in their lives, they are feeling the need for preparedness.
[01:17:44.104 --> 01:17:50.606]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:17:50.606 --> 01:17:52.627]  Ready Reserve is the manufacturer.
[01:17:52.627 --> 01:17:57.849]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:17:58.089 --> 01:17:58.349]  I think so.
[01:18:16.141 --> 01:18:17.221]  Free of charge.
[01:18:17.221 --> 01:18:17.542]  Dial 1-800-453-2202.
[01:18:17.542 --> 01:18:17.622]  1-800-453-2202.
[01:18:17.622 --> 01:18:19.362]  Or visit our website at readyreservefoods.com.
[01:18:19.362 --> 01:18:21.323]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:18:21.323 --> 01:18:21.683]  Call us at 1-800-453-2202.
[01:18:33.371 --> 01:18:35.313]  I'm Alex Jones here with a question.
[01:18:35.313 --> 01:18:37.074]  What does humidity mean to you?
[01:18:37.074 --> 01:18:39.737]  Most people think of hot and sticky summer days.
[01:18:39.737 --> 01:18:44.881]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:18:44.881 --> 01:18:48.084]  That's why I'd like you to visit acolablue.com.
[01:18:48.084 --> 01:18:51.607]  Acolablue is a state-of-the-art atmospheric water generator.
[01:18:51.972 --> 01:19:04.525]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:19:04.525 --> 01:19:06.547]  Finally, drinking water that you control.
[01:19:06.547 --> 01:19:08.248]  I use one every day.
[01:19:08.248 --> 01:19:10.711]  Say goodbye to expensive water delivery services.
[01:19:11.011 --> 01:19:12.512]  Call Ecolablue right now at 1-800-691-6043.
[01:19:12.512 --> 01:19:12.852]  That's 1-800-691-6043.
[01:19:12.852 --> 01:19:14.873]  Or visit Ecolablue at ecoloblue.com today.
[01:19:33.895 --> 01:19:35.016]  Spring is here.
[01:19:35.016 --> 01:19:35.977]  Growing season.
[01:19:35.977 --> 01:19:38.179]  The economy is not getting any better.
[01:19:38.179 --> 01:19:39.881]  In fact, it's getting worse.
[01:19:39.881 --> 01:19:40.862]  Think about it.
[01:19:40.862 --> 01:19:44.946]  At this rate, how will your life be in a month or even a year?
[01:19:44.946 --> 01:19:48.710]  Maybe you've been putting things off, but the time to act is now.
[01:19:48.710 --> 01:19:50.611]  The country is running out of food.
[01:19:50.611 --> 01:19:53.114]  You need to get your seeds before it's too late.
[01:19:53.414 --> 01:20:05.628]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:20:05.628 --> 01:20:08.251]  Grow your very own fresh vegetables, wheatgrass,
[01:20:08.251 --> 01:20:08.311]  Yes!
[01:20:37.421 --> 01:20:43.826]  You're listening to GCN, the Genesis Communications Radio Network.
[01:20:43.826 --> 01:20:51.731]  Just want to say my crew in here, Paul Hartman, good old Jaron Neihart, Aaron Dykes, Rob Jacobson.
[01:20:51.731 --> 01:20:55.934]  We're in here filming today for the next Obama film.
[01:20:55.934 --> 01:20:56.915]  It's coming out July 4th.
[01:20:56.915 --> 01:20:58.917]  Tell you more about it in the name of the new film next week.
[01:20:58.917 --> 01:20:59.557]  That's right.
[01:20:59.557 --> 01:21:03.540]  We're hitting them hard with a jab to the nose and then a big hook.
[01:21:04.284 --> 01:21:07.066]  Yeah, a haymaker, ladies and gentlemen.
[01:21:07.066 --> 01:21:11.069]  So let's go ahead and tell you what's coming up after we take some calls.
[01:21:11.069 --> 01:21:13.450]  Mandatory Service Bill lives on.
[01:21:13.450 --> 01:21:14.952]  That is coming up.
[01:21:14.952 --> 01:21:17.093]  Webster, let's go to some phone calls.
[01:21:17.093 --> 01:21:19.795]  Folks have been patiently holding them, so they're all over the map.
[01:21:19.795 --> 01:21:22.217]  The phone's loaded the second we started the show.
[01:21:22.217 --> 01:21:23.738]  Let's talk to Joe in Houston.
[01:21:23.738 --> 01:21:25.819]  You're on the air worldwide, Joe.
[01:21:25.819 --> 01:21:28.421]  Gentlemen, I admire your courage.
[01:21:28.421 --> 01:21:31.023]  I want to debunk the global warming hoax.
[01:21:31.869 --> 01:21:39.292]  The cause of climate change, the major cause, is geonuclear, which comes out of the center of the Earth, has absolutely nothing to do with carbon dioxide.
[01:21:39.292 --> 01:21:43.353]  Well, all the major... I mean, the real studies show it's the sun as the major climate driver.
[01:21:43.353 --> 01:21:47.474]  No, I'd dispute that, but I'm going to send you a scientific paper that I've prepared on this.
[01:21:47.474 --> 01:21:48.115]  I'm an engineer.
[01:21:49.535 --> 01:21:52.677]  I'm not debating you the geothermal.
[01:21:52.677 --> 01:21:55.078]  We'll discuss that at a future time.
[01:21:55.078 --> 01:22:07.463]  But let me just say, what their claim is, and they're hanging their hat on, is that the current level of carbon dioxide, 370 parts per million, is going to increase by 5, and that's going to be a problem.
[01:22:07.463 --> 01:22:09.604]  Let me put that in physical terms.
[01:22:09.604 --> 01:22:12.425]  It's been 14 times higher before from the ice core samples.
[01:22:12.425 --> 01:22:13.005]  Yes, sir.
[01:22:13.005 --> 01:22:13.766]  Yes, sir.
[01:22:13.766 --> 01:22:14.046]  Okay.
[01:22:16.129 --> 01:22:19.471]  A million BBs is 20 gallons of BBs.
[01:22:19.471 --> 01:22:23.393]  These people are telling you if you add five more BBs, you've got a huge problem.
[01:22:23.393 --> 01:22:26.415]  Well, carbon is absolutely necessary.
[01:22:26.415 --> 01:22:28.577]  I mean, carbon dioxide is absolutely necessary.
[01:22:28.577 --> 01:22:30.318]  We are carbon-based life forms.
[01:22:30.318 --> 01:22:31.438]  I'm going to let you finish up.
[01:22:31.438 --> 01:22:32.219]  I'm going to let you finish up.
[01:22:32.219 --> 01:22:34.560]  I'm going to get Webster, who's an expert on this.
[01:22:34.560 --> 01:22:38.723]  I'm going to email you my scientific analysis of this thing.
[01:22:38.723 --> 01:22:39.523]  You'll be interested.
[01:22:39.523 --> 01:22:42.045]  Well, I mean, to be clear though, caller Joe, and I agree with you.
[01:22:42.705 --> 01:22:48.828]  They've had thousands, what, 30-something thousand scientists have sent letters to the UN, engineers, climatologists saying it's a fraud.
[01:22:48.828 --> 01:22:53.149]  The 2,000 the UN had, most of them went back on it saying they just put our names on this.
[01:22:53.149 --> 01:22:55.250]  They know it's a scam, sir.
[01:22:55.250 --> 01:22:58.372]  They know that carbon dioxide is good and plants breathe it.
[01:22:58.372 --> 01:23:01.333]  They know that the Earth heats first and then you get...
[01:23:01.693 --> 01:23:13.622]  What I've done for you, Alex, is I've put all this in a five-page coherent form that you can post on your website that anybody with a decent high school education will be able to understand and argue with anybody that's still a Kool-Aid trigger.
[01:23:13.622 --> 01:23:14.623]  Alright, do me a favor, Joe.
[01:23:14.623 --> 01:23:17.065]  Send it to Rob D. That's one of my producers.
[01:23:17.065 --> 01:23:20.307]  Rob D. Just the letter D. At InfoWars.com.
[01:23:20.307 --> 01:23:22.008]  And I don't want to hang up on you yet.
[01:23:22.008 --> 01:23:25.911]  Webster, I mean, break down what's really happening with the global climate tax.
[01:23:25.911 --> 01:23:28.353]  Taxing the very carbon cycle of terra firma.
[01:23:29.164 --> 01:23:32.367]  Well, it amounts to a tax on production.
[01:23:32.367 --> 01:23:36.150]  In other words, physical, tangible, commodity production.
[01:23:36.150 --> 01:23:42.835]  Useful goods, things you can eat, wear, drive, live in, use as a machine tool, anything of this sort.
[01:23:42.835 --> 01:23:44.637]  That's where the carbon tax is going to fall.
[01:23:44.637 --> 01:23:50.041]  It's designed really to crush what remains of an industrial economy, especially in the U.S.
[01:23:50.041 --> 01:23:52.904]  And the IMF and World Bank and the Club of Rome state this.
[01:23:52.904 --> 01:23:55.346]  They're waging war against any real economy.
[01:23:56.371 --> 01:24:08.339]  And at the same time, it's also designed to make these other marginal forms of energy production, the windmills or solar cells, which are anti-economical, to make them look as if they're actually economical.
[01:24:08.339 --> 01:24:13.042]  Remember, with a windmill or a solar cell, you never break even in energy terms.
[01:24:13.042 --> 01:24:17.025]  In other words, the energy you've got to put in to manufacture it, you'll never get out of it.
[01:24:17.025 --> 01:24:21.728]  And also in monetary terms, you won't get the money out of it that you spend for creating it.
[01:24:22.617 --> 01:24:23.599]  It's an entire scam.
[01:24:23.599 --> 01:24:29.513]  Now, what does this really express is sort of the eternal insanity of the oligarch and the banker.
[01:24:30.046 --> 01:24:38.510]  Al Gore, of course, is a crackpot and a charlatan, and I welcome what you're saying, because it shows that, indeed, the debate is not over, Al Gore.
[01:24:38.510 --> 01:24:40.391]  There's a very lively debate going on.
[01:24:40.391 --> 01:24:41.231]  Yeah, finish up, finish up, John.
[01:24:41.231 --> 01:24:42.612]  Okay.
[01:24:42.612 --> 01:24:45.873]  As far as the sun, the Earth rotates an ellipse around the sun.
[01:24:45.873 --> 01:24:47.894]  We're 91 to 93 million miles.
[01:24:47.894 --> 01:24:50.355]  That's a 2% difference in distance.
[01:24:50.355 --> 01:24:58.579]  But radiation is based on a square of a distance, so that's actually a 4% difference every year we experience in solar radiation, without doing anything.
[01:24:59.239 --> 01:25:04.882]  And let me stop you, but solar radiation is not a constant.
[01:25:04.882 --> 01:25:05.863]  The sun is heating.
[01:25:05.863 --> 01:25:10.825]  No, the geonuclear force is not constant either.
[01:25:10.825 --> 01:25:13.107]  We've got uranium that's down in the center of the earth.
[01:25:13.107 --> 01:25:14.027]  It's decomposing.
[01:25:14.027 --> 01:25:15.848]  It's creating a lot of internal heat.
[01:25:15.848 --> 01:25:16.569]  It melts rock.
[01:25:17.829 --> 01:25:19.752]  No, no, I've seen those studies.
[01:25:34.327 --> 01:25:36.128]  I've seen those studies.
[01:25:36.128 --> 01:25:36.929]  I understand that.
[01:25:36.929 --> 01:25:48.217]  It's just I've been reading what the climatologists and solar experts say, and certainly geothermal and volcanic alone, one small part of the geothermal system, dwarfs all human activity alone.
[01:25:48.217 --> 01:25:50.158]  So I agree that you're right in that.
[01:25:50.158 --> 01:26:02.246]  I'm saying the sun itself is a much larger driver in whole, not just with its overall radiation, but the particuli, the particles that come in for cloud seeding in the mid-atmosphere.
[01:26:02.746 --> 01:26:07.789]  I would also say that the solar activity is the one that I find most convincing.
[01:26:07.789 --> 01:26:14.273]  You gotta think about Eric the Red and Leif Erikson and these people coming to Newfoundland and calling it Vineland.
[01:26:14.273 --> 01:26:17.035]  Well, that means that we're nowhere near as warm as it was.
[01:26:17.035 --> 01:26:21.197]  Yeah, Greenland's ice today, but they called it Greenland and reported it was all green.
[01:26:21.197 --> 01:26:27.201]  Right, so I think we're very well within the oscillation band of just historical records of the last
[01:26:27.581 --> 01:26:28.121]  We're good to go.
[01:26:50.270 --> 01:26:50.430]  I think.
[01:27:06.534 --> 01:27:08.934]  That will be a way for Goldman Sachs to come in.
[01:27:08.934 --> 01:27:11.355]  Now, Goldman Sachs has got the number two guy.
[01:27:11.355 --> 01:27:17.816]  Geithner's right-hand man is this guy, Patterson, who's the green economist from Goldman Sachs.
[01:27:17.816 --> 01:27:27.318]  So, once the carbon offsets exist, they can bid them up, and that will shut down all of industrial production, because the price will go up as the hedge funds move in and buy these things.
[01:27:27.318 --> 01:27:32.238]  So, a speculative market and carbon offsets leading to the end of production as we've known it.
[01:27:32.238 --> 01:27:33.439]  Let's take another call quickly.
[01:27:33.439 --> 01:27:34.799]  Barry in California.
[01:27:34.799 --> 01:27:35.419]  Barry, go ahead.
[01:27:35.999 --> 01:27:37.140]  How you guys doing today?
[01:27:37.140 --> 01:27:39.963]  I really appreciate you having Leslie on today.
[01:27:39.963 --> 01:27:42.705]  He really hits the nail.
[01:27:42.705 --> 01:27:43.986]  I'll call him Leslie.
[01:27:43.986 --> 01:27:45.928]  He's Leslie.
[01:27:45.928 --> 01:27:46.749]  Austin's icon.
[01:27:46.749 --> 01:27:48.590]  Yeah, go ahead.
[01:27:48.590 --> 01:27:51.052]  I want to tell you what I'm going to do this week.
[01:27:51.052 --> 01:27:57.078]  I'm going to make a sign and I'm going to say, wake up, we the people.
[01:27:57.078 --> 01:27:58.099]  Where is the
[01:27:58.962 --> 01:28:01.886]  You know, the madness of what's going on.
[01:28:01.886 --> 01:28:05.370]  Don't look at the $160 million bonus, but look at the $10 trillion biggest...
[01:28:10.142 --> 01:28:26.088]  Bankruptcy of the American taxpayer, and then I'm going to put, check out the number one video online, Obama Deception, on YouTube, and I'm going to have Infowars.com, repent before it's too late.
[01:28:26.088 --> 01:28:29.549]  And repent, the canonical repentance is destroy all derivatives.
[01:28:29.549 --> 01:28:31.330]  Shred them, delete them, and get rid of them.
[01:28:31.330 --> 01:28:32.090]  No, no, no, no, no.
[01:28:32.090 --> 01:28:36.872]  Instead of getting the bankers in trouble, Webster, I will buy indulgences, carbon indulgences.
[01:28:38.197 --> 01:28:41.100]  But I just understand what Wesley's saying.
[01:28:41.100 --> 01:28:42.962]  I understand what it's on the abominance section.
[01:28:42.962 --> 01:28:45.725]  I've been passing out left and right.
[01:28:45.725 --> 01:28:50.350]  And I ask people to look at it objectively and with an open mind.
[01:28:50.350 --> 01:28:54.174]  And I let them know that you break up the left and the right paradigm.
[01:28:54.174 --> 01:28:58.118]  And that they have to understand, they have to educate themselves on what's going on.
[01:28:58.118 --> 01:28:59.840]  And I said this movie will open your eyes.
[01:29:00.313 --> 01:29:01.294]  Good job, my friend.
[01:29:01.294 --> 01:29:02.515]  Good to hear from you.
[01:29:02.515 --> 01:29:04.037]  We don't have time to make another call right now.
[01:29:04.037 --> 01:29:04.598]  We're going to come back.
[01:29:04.598 --> 01:29:06.099]  I've got to race through your calls to get to everybody.
[01:29:06.099 --> 01:29:13.367]  The toll free number to join us is 877-590-5525 or locally in Central Texas.
[01:29:13.367 --> 01:29:20.875]  If you're listening to us from our flagship station, this syndicated show originates from 836-0590 or the one phone line that is open right now.
[01:29:21.195 --> 01:29:23.958]  We'll be right back after this quick break with Webster Tarbley.
[01:29:23.958 --> 01:29:26.200]  30 minutes left in this transmission.
[01:29:26.200 --> 01:29:27.581]  PrisonPlanet.tv.
[01:29:27.581 --> 01:29:29.182]  See the Obama Deception right now.
[01:29:29.182 --> 01:29:29.883]  PrisonPlanet.tv.
[01:29:33.524 --> 01:29:36.765]  Every 22 seconds a violent crime is committed.
[01:29:36.765 --> 01:29:39.106]  Are you concerned about your personal safety?
[01:29:39.106 --> 01:29:42.727]  Why wait for something bad to happen when you can take action now?
[01:29:42.727 --> 01:29:43.667]  Be smart.
[01:29:43.667 --> 01:29:44.627]  Be safe.
[01:29:44.627 --> 01:29:46.828]  Trust Pepper Spray instead of your luck.
[01:29:46.828 --> 01:29:52.630]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:29:52.630 --> 01:29:56.051]  Pepperspray.com carries one of the largest assortments of pepper spray.
[01:29:56.351 --> 01:30:02.557]  And personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:30:02.557 --> 01:30:08.722]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:30:08.722 --> 01:30:12.946]  Pepperspray.com is proud to feature Sabre brand pink ribbon pepper spray.
[01:30:13.186 --> 01:30:19.029]  For every Saver Pink Ribbon Pepper Spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:30:19.029 --> 01:30:23.431]  Enter the word Pepper in the coupon box and you'll receive 10% off your order.
[01:30:23.431 --> 01:30:24.732]  So what are you waiting for?
[01:30:24.732 --> 01:30:26.313]  Go to Pepperspray.com.
[01:30:26.313 --> 01:30:27.653]  That's Pepperspray.com.
[01:30:27.653 --> 01:30:28.594]  Or call 1-800-908-9988.
[01:30:28.594 --> 01:30:28.974]  Call today.
[01:30:33.790 --> 01:30:35.092]  Hi, this is Alex Jones.
[01:30:35.092 --> 01:30:40.677]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:30:40.677 --> 01:30:45.701]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:30:45.701 --> 01:30:51.266]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:30:51.266 --> 01:30:56.511]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:30:56.511 --> 01:30:58.373]  They call it a survival seed bank.
[01:30:58.792 --> 01:31:03.595]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:31:03.595 --> 01:31:04.715]  And here's the best part.
[01:31:04.715 --> 01:31:07.777]  These seeds have not been genetically modified in any way.
[01:31:07.777 --> 01:31:11.399]  And you actually get enough seeds to plant a full acre crisis garden.
[01:31:11.399 --> 01:31:14.601]  So visit them today at survivalseedbank.com.
[01:31:14.601 --> 01:31:16.822]  That's survivalseedbank.com.
[01:31:16.822 --> 01:31:17.763]  Or give them a call at 877-327-0365.
[01:31:17.763 --> 01:31:18.163]  That's 877-327-0365.
[01:31:18.163 --> 01:31:19.063]  Remember, in a real crisis,
[01:31:27.901 --> 01:31:30.452]  Non-hybrid seeds are the ultimate barter item.
[01:31:30.452 --> 01:31:32.842]  This is Alex Jones for survivalseedbank.com.
[01:31:33.357 --> 01:31:40.563]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:31:40.563 --> 01:31:45.127]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:31:45.127 --> 01:31:50.732]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:31:50.732 --> 01:31:57.798]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:31:58.258 --> 01:32:03.642]  Simply put, 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:32:03.642 --> 01:32:09.487]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:32:09.487 --> 01:32:14.951]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:32:15.271 --> 01:32:21.214]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:32:21.214 --> 01:32:23.995]  That's A-L-K-A Vision dot com.
[01:32:23.995 --> 01:32:24.735]  Or by calling 269-216-9767.
[01:32:24.735 --> 01:32:24.915]  269-216-9767 today!
[01:32:33.414 --> 01:32:34.534]  Spring is here.
[01:32:34.534 --> 01:32:35.495]  Growing season.
[01:32:35.495 --> 01:32:37.695]  The economy is not getting any better.
[01:32:37.695 --> 01:32:39.395]  In fact, it's getting worse.
[01:32:39.395 --> 01:32:40.376]  Think about it.
[01:32:40.376 --> 01:32:44.457]  At this rate, how will your life be in a month or even a year?
[01:32:44.457 --> 01:32:48.217]  Maybe you've been putting things off, but the time to act is now.
[01:32:48.217 --> 01:32:50.118]  The country is running out of food.
[01:32:50.118 --> 01:32:52.938]  You need to get your seeds before it's too late.
[01:32:52.938 --> 01:32:59.860]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs,
[01:33:00.080 --> 01:33:00.340]  I'm good.
[01:33:22.426 --> 01:33:25.267]  So head over to OrganicaSeed.com.
[01:33:25.267 --> 01:33:29.829]  That's O-R-G-A-N-I-C-A-S-E-E-D dot com.
[01:33:29.829 --> 01:33:35.472]  OrganicaSeed.com today.
[01:33:35.472 --> 01:33:38.073]  Thank you for listening to GCN.
[01:33:38.073 --> 01:33:43.895]  Be sure to visit GCNlive.com today.
[01:33:43.895 --> 01:33:46.997]  The preacher man says it's the end of time.
[01:33:46.997 --> 01:33:50.158]  In the Mississippi River she's a gold drive.
[01:33:52.731 --> 01:34:00.238]  If we have any future, we're going to expose the criminal parasite bankers.
[01:34:00.238 --> 01:34:09.526]  As Thomas Jefferson said, if you were ever to stop the bankers, they would just, with the stroke of a pen, create enough money to buy up the world again overnight.
[01:34:09.526 --> 01:34:10.187]  To paraphrase.
[01:34:11.957 --> 01:34:16.078]  And this country's entire history has been about the struggle against the bankers.
[01:34:16.078 --> 01:34:21.239]  I want to go to the phone calls, right back to the calls, but Webster Tarbley, specifically on that issue.
[01:34:21.239 --> 01:34:30.882]  I mean, the Founding Fathers, the people that came after it, Lincoln, so many others, they continually fought against offshore British bankers coming in and taking over this country.
[01:34:30.882 --> 01:34:31.802]  Can you speak to that briefly?
[01:34:32.344 --> 01:34:39.266]  Well, in economics, there's something called the American System of Political Economy, which is homegrown, and it's the only successful one.
[01:34:39.266 --> 01:34:43.107]  All the other schools are basically British or some other foreign version.
[01:34:43.107 --> 01:34:49.049]  Now, it's Governor Winthrop of Massachusetts, it's Benjamin Franklin, the founder of the Post Office.
[01:34:49.049 --> 01:34:52.310]  Alexander Hamilton is the leading light of this, and there's just no way around it.
[01:34:52.310 --> 01:34:54.530]  There's no way you can edit him out of the history.
[01:34:54.530 --> 01:34:59.052]  Henry Clay of Kentucky, Abraham Lincoln, a follower of him, but also some theoreticians.
[01:34:59.052 --> 01:34:59.632]  Friedrich List,
[01:35:00.593 --> 01:35:05.355]  Who built all the railroads in Austria before coming to Reading, Pennsylvania and becoming a citizen.
[01:35:05.355 --> 01:35:07.657]  Henry Carey, the big advisor to Lincoln.
[01:35:07.657 --> 01:35:11.558]  Justin Morrill, who built the transcontinental railroads.
