[00:00.000 --> 00:29.960]  From the front lines of the Information War, it's Alex Jones.
[01:36:37.960 --> 01:36:41.960]  What do you make of Weinstein using Mossad operatives against women?
[01:36:41.960 --> 01:36:53.960]  Well, this guy had such a trail behind him that he had to silence these various starlets and other, you know, attractive women that he had come onto.
[01:36:53.960 --> 01:37:00.960]  And he just, he became so wealthy and so powerful, they begin to believe that they can suppress all of it.
[01:37:00.960 --> 01:37:15.960]  Look, you know, there's a real distinction here between consensual sex and assault. I never thought, for example, that Bill Clinton should have been impeached for whatever consensually went on with Monica Linsky.
[01:37:15.960 --> 01:37:27.960]  It might have been distasteful, but that's not against her consent. It's not rape. It's not violence against women, which we know Bill was also quite capable of.
[01:37:27.960 --> 01:37:40.960]  So I do think if you draw that distinction, but you have, as I point out, InfoWars broke this story. The reason I reached out to the night editor, Rob Do, was to memorialize it.
[01:37:40.960 --> 01:37:47.960]  Again, tomorrow's news today at InfoWars. We have our ear to the ground very much so in Hollywood.
[01:37:47.960 --> 01:37:57.960]  I just want to point out, I mean, you never say, hey, Alex, you ought to do this, you ought to do that. You kind of give me hints. So day and a half ago, I get, you know, you text message me, call me, hey, this is coming, I'm told.
[01:37:57.960 --> 01:38:06.960]  I'm like, okay, what do we do? Well, let's just see. But nine times out of 10, we wait and then we don't officially break stuff. I think we should just start when you get something, we should just break it and say according to sources.
[01:38:06.960 --> 01:38:16.960]  But I'm glad that you ended up memorializing it last night, because I didn't even know you'd memorialize it and broken it. I just said, oh yeah, Stone told me a day and a half ago, so I'm glad you did that. Good instincts.
[01:38:16.960 --> 01:38:24.960]  Look, I think if you look on my Twitter feed, it actually says InfoWars exclusive, you know, Franklin's time in the barrel.
[01:38:24.960 --> 01:38:30.960]  And you've been banned on your regular Roger Stone. You now have Stone called Truth. They haven't banned that yet. We now have Shocking.
[01:38:30.960 --> 01:38:42.960]  This is very interesting, Alex. Stone called Truth is not controlled by me. They are people who are Roger Stone and InfoWars fans. They put up what they choose. They sell my books and so on.
[01:38:42.960 --> 01:39:03.960]  Somebody had a parody site clearly marked as Roger Stone GOP. They operated it for two years. They rarely tweeted. They have violated no guidelines. I have no idea who controls this until the fellow who owns it told me he was banned recently.
[01:39:03.960 --> 01:39:16.960]  So look, they're spoiling for a fight. I will be flying to San Francisco in the near future to file a devastating lawsuit against Twitter. I had a terrific conversation with Milo yesterday.
[01:39:16.960 --> 01:39:35.960]  He is going to be aiding the suit probably as either a plaintiff or through an amicus brief. There are numerous others. Mark Dice, Joe Biggs. These guys have legitimate grudges just like mine. Perhaps they aren't banned for life as I am.
[01:39:35.960 --> 01:39:43.960]  But look, they're wrong on constitutional grounds. There's First Amendment issues. There are service contract issues.
[01:39:43.960 --> 01:40:00.960]  The point is they're massively discriminating us. And again, Al Franken on Monday testified he wants, quote, conservative sites implicated as Russian, with no proof. That's you, Drudge, and myself, to be banned completely from social media, period, an internet ban. He called for that on Monday.
[01:40:00.960 --> 01:40:07.960]  Yeah, it's fascism. That's fascism is what that is. And it's red baiting.
[01:40:07.960 --> 01:40:18.960]  And it's been proven to be a fraud, and they're the ones that have been caught doing it. Let me ask Millie Weber this question. What is this firestorm of sexual abuse and domination by the Democrats is only getting bigger?
[01:40:18.960 --> 01:40:23.960]  I mean, you heard Roger. He said California is about to be engulfed. What's next?
[01:40:23.960 --> 01:40:45.960]  Well, first, I want to point out the irony here that Al Franken was calling for conservative talk speakers to be considered guilty before anything else without any evidence. Well, I wonder if he's going to ask for a proper form of justice in this or deal with Mrs. Leigh Ann Tweakin.
[01:40:45.960 --> 01:40:57.960]  But here's the thing here. I do think that we are going to see more. We're going to continue to see more women coming out and more child stars, even men coming out having been sexually assaulted.
[01:40:57.960 --> 01:41:06.960]  But I think that we also will see more on the political sphere because I think that we're going to see more attacks on both the Republicans and the Democrats.
[01:41:06.960 --> 01:41:15.960]  I feel like it would be hard to get people to buy into just only putting out false sexual assault allegations on Republicans and on Trump.
[01:41:15.960 --> 01:41:26.960]  So you throw in real cases like Harvey Weinstein, this case with Al Franken and other cases so that you can then get people to throw out the entire group.
[01:41:26.960 --> 01:41:38.960]  Oh, exactly. And I predicted months ago they were going to build this wave. They were going to burn Weinstein. They'd covered it up for years. They decided he had to burn the Democrat brand, create a new one, get rid of the Clintons, and then try to use that as legitimacy to go after Trump next.
[01:41:38.960 --> 01:41:49.960]  By the way, they're now reporting daily mail that a 16-year-old says that Sylvester Stallone raped her and then forced her to perform oral sex on he and his bodyguard.
[01:41:49.960 --> 01:41:57.960]  And they beat her in the head if she ever told a bombshell police report. I mean, this is just unraveling quicker and quicker.
[01:41:57.960 --> 01:42:04.960]  It's going to get worse and worse and worse. Hollywood is full of filth and scum. These type of things go on there all the time.
[01:42:04.960 --> 01:42:13.960]  And absolute power corrupts absolutely when people get amounts of power in their hand, people that can't handle responsibility, they abuse it.
[01:42:13.960 --> 01:42:19.960]  And we're going to see that with powerful people, politicians, the Washington swamp. It's going to be there.
[01:42:19.960 --> 01:42:25.960]  Milly, we were great job. Roger Stone, thank you for joining us. Please join us again with other big breaking news.
[01:42:25.960 --> 01:42:31.960]  I mean, I should ask, you got any other giant bombshells that we should hold you over for? Should we just have you back tomorrow?
[01:42:31.960 --> 01:42:32.960]  Stay tuned.
[01:42:32.960 --> 01:42:38.960]  All right. I mean, Roger did break it. And I just wish I was just like Al Franken. I don't want to get sued. Let's just wait on this.
[01:42:38.960 --> 01:42:43.960]  But then I guess he went ahead and released it last night so we'd get the scoop. So good job, Roger.
[01:42:43.960 --> 01:42:50.960]  Oh, yeah, we got so many big stories that I just like, I don't mind the fight, but it's just like, good Lord, we have to break everything.
[01:42:50.960 --> 01:42:55.960]  I mean, it's dangerous. All right, we'll be back.
[01:42:55.960 --> 01:42:59.960]  Dr. Group, you developed living defense for us. It took you over a year to do it. Why is this so good?
[01:42:59.960 --> 01:43:05.960]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:43:05.960 --> 01:43:10.960]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[01:43:10.960 --> 01:43:22.960]  But right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism right now with all the refugees spreading disease around.
[01:43:22.960 --> 01:43:26.960]  We have biological warfare going on everywhere. These are all parasites.
[01:43:26.960 --> 01:43:28.960]  Tell us about all the stuff that says there's so many things that are in it.
[01:43:28.960 --> 01:43:33.960]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[01:43:33.960 --> 01:43:36.960]  I recommend doing a parasite cleanse at least twice a year.
[01:43:36.960 --> 01:43:39.960]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[01:43:39.960 --> 01:43:42.960]  It just came back in yesterday. Living Defense, infowarslife.com.
[01:43:42.960 --> 01:43:46.960]  And folks, you can't lose. It's full of stuff that's great for your body, period.
[01:43:46.960 --> 01:43:51.960]  And you support the broadcast, infowarslife.com. Thank you, Dr. Group, from the Global Healing Center.
[01:43:51.960 --> 01:44:04.960]  Thank you so much for all your work, sir, on this great product.
[01:44:21.960 --> 01:44:46.960]  Thank you, Dr. Group.
[01:44:46.960 --> 01:44:56.960]  Thank you.
[01:45:16.960 --> 01:45:45.960]  Thank you.
[01:45:45.960 --> 01:45:55.960]  Thank you.
[01:46:15.960 --> 01:46:44.960]  Thank you.
[01:46:44.960 --> 01:46:59.960]  Thank you.
[01:46:59.960 --> 01:47:25.960]  Thank you.
[01:47:25.960 --> 01:47:51.960]  Thank you.
[01:47:51.960 --> 01:48:20.960]  Thank you.
[01:48:20.960 --> 01:48:46.960]  Thank you.
[01:48:46.960 --> 01:49:15.960]  Thank you.
[01:49:15.960 --> 01:49:44.960]  Thank you.
[01:49:44.960 --> 01:50:13.960]  Thank you.
[01:50:13.960 --> 01:50:42.960]  Thank you.
[01:50:42.960 --> 01:51:09.960]  Thank you.
[01:51:09.960 --> 01:51:36.960]  Thank you.
[01:51:36.960 --> 01:51:58.960]  Thank you.
[01:51:58.960 --> 01:52:25.960]  Thank you.
[01:52:25.960 --> 01:52:52.960]  Thank you.
[01:52:52.960 --> 01:53:18.960]  Thank you.
[01:53:18.960 --> 01:53:45.960]  Thank you.
[01:53:45.960 --> 01:54:14.960]  Thank you.
[01:54:14.960 --> 01:54:41.960]  Thank you.
[01:54:41.960 --> 01:55:10.960]  Thank you.
[01:55:10.960 --> 01:55:37.960]  Thank you.
[01:55:37.960 --> 01:56:04.960]  Thank you.
[01:56:04.960 --> 01:56:31.960]  Thank you.
[01:56:31.960 --> 01:57:00.960]  Thank you.
[01:57:00.960 --> 01:57:27.960]  Thank you.
[01:57:27.960 --> 01:57:54.960]  Thank you.
[01:57:54.960 --> 01:58:22.960]  Thank you.
[01:58:22.960 --> 01:58:45.960]  Thank you.
[01:58:45.960 --> 01:59:13.960]  Thank you.
[01:59:13.960 --> 01:59:40.960]  Thank you.
[01:59:40.960 --> 02:00:07.960]  Thank you.
[02:00:07.960 --> 02:00:34.960]  Thank you.
[02:00:34.960 --> 02:01:01.960]  Thank you.
[02:01:01.960 --> 02:01:29.960]  Thank you.
[02:01:29.960 --> 02:01:56.960]  Thank you.
[02:01:56.960 --> 02:02:23.960]  Thank you.
[02:02:23.960 --> 02:02:51.960]  Thank you.
[02:02:51.960 --> 02:03:20.960]  Thank you.
[02:03:21.960 --> 02:03:50.960]  Thank you.
[02:03:51.960 --> 02:04:20.960]  Thank you.
[02:04:20.960 --> 02:04:49.960]  Thank you.
[02:04:50.960 --> 02:05:19.960]  Thank you.
[02:05:20.960 --> 02:05:47.960]  Thank you.
[02:05:47.960 --> 02:06:14.960]  Thank you.
[02:06:14.960 --> 02:06:42.960]  Thank you.
[02:06:42.960 --> 02:07:09.960]  Thank you.
[02:07:09.960 --> 02:07:38.960]  Thank you.
[02:07:39.960 --> 02:08:08.960]  Thank you.
[02:08:09.960 --> 02:08:36.960]  Thank you.
[02:08:36.960 --> 02:09:03.960]  Thank you.
[02:09:03.960 --> 02:09:28.960]  Thank you.
[02:09:28.960 --> 02:09:56.960]  Thank you.
[02:09:56.960 --> 02:10:19.960]  Thank you.
[02:10:19.960 --> 02:10:48.960]  Thank you.
[02:10:49.960 --> 02:11:16.960]  Thank you.
[02:11:16.960 --> 02:11:43.960]  Thank you.
[02:11:43.960 --> 02:12:10.960]  Thank you.
[02:12:10.960 --> 02:12:37.960]  Thank you.
[02:12:37.960 --> 02:13:03.960]  Thank you.
[02:13:03.960 --> 02:13:31.960]  Thank you.
[02:13:31.960 --> 02:13:58.960]  Thank you.
[02:13:58.960 --> 02:14:25.960]  Thank you.
[02:14:25.960 --> 02:14:52.960]  Thank you.
[02:14:52.960 --> 02:15:20.960]  Thank you.
[02:15:20.960 --> 02:15:49.960]  Thank you.
[02:15:50.960 --> 02:16:19.960]  Thank you.
[02:16:20.960 --> 02:16:47.960]  Thank you.
[02:16:47.960 --> 02:17:14.960]  Thank you.
[02:17:14.960 --> 02:17:41.960]  Thank you.
[02:17:41.960 --> 02:18:08.960]  Thank you.
[02:18:08.960 --> 02:18:37.960]  Thank you.
[02:18:38.960 --> 02:19:05.960]  Thank you.
[02:19:05.960 --> 02:19:32.960]  Thank you.
[02:19:32.960 --> 02:20:01.960]  Thank you.
[02:20:02.960 --> 02:20:29.960]  Thank you.
[02:20:29.960 --> 02:20:56.960]  Thank you.
[02:20:56.960 --> 02:21:25.960]  Thank you.
[02:21:26.960 --> 02:21:55.960]  Thank you.
[02:21:56.960 --> 02:22:25.960]  Thank you.
[02:22:26.960 --> 02:22:55.960]  Thank you.
[02:22:56.960 --> 02:23:23.960]  Thank you.
[02:23:23.960 --> 02:23:52.960]  Thank you.
[02:23:53.960 --> 02:24:22.960]  Thank you.
[02:24:22.960 --> 02:24:51.960]  Thank you.
[02:24:52.960 --> 02:25:19.960]  Thank you.
[02:25:19.960 --> 02:25:46.960]  Thank you.
[02:25:46.960 --> 02:26:15.960]  Thank you.
[02:26:16.960 --> 02:26:45.960]  Thank you.
[02:26:46.960 --> 02:27:13.960]  Thank you.
[02:27:13.960 --> 02:27:40.960]  Thank you.
[02:27:40.960 --> 02:28:07.960]  Thank you.
[02:28:07.960 --> 02:28:36.960]  Thank you.
[02:28:37.960 --> 02:28:52.960]  Thank you.
[02:28:52.960 --> 02:29:19.960]  Thank you.
[02:29:19.960 --> 02:29:47.960]  Thank you.
[02:29:47.960 --> 02:30:14.960]  Thank you.
[02:30:14.960 --> 02:30:41.960]  Thank you.
[02:30:41.960 --> 02:31:09.960]  Thank you.
[02:31:09.960 --> 02:31:36.960]  Thank you.
[02:31:36.960 --> 02:32:04.960]  Thank you.
[02:32:04.960 --> 02:32:33.960]  Thank you.
[02:32:34.960 --> 02:33:01.960]  Thank you.
[02:33:04.960 --> 02:33:31.960]  Thank you.
[02:33:31.960 --> 02:34:00.960]  Thank you.
[02:34:01.960 --> 02:34:28.960]  Thank you.
[02:34:28.960 --> 02:34:55.960]  Thank you.
[02:34:55.960 --> 02:35:24.960]  Thank you.
[02:35:25.960 --> 02:35:52.960]  Thank you.
[02:35:52.960 --> 02:36:20.960]  Thank you.
[02:36:20.960 --> 02:36:46.960]  Thank you.
[02:36:46.960 --> 02:37:15.960]  Thank you.
[02:37:16.960 --> 02:37:43.960]  Thank you.
[02:37:43.960 --> 02:38:12.960]  Thank you.
[02:38:13.960 --> 02:38:42.960]  Thank you.
[02:38:43.960 --> 02:39:12.960]  Thank you.
[02:39:13.960 --> 02:39:42.960]  Thank you.
[02:39:43.960 --> 02:40:12.960]  Thank you.
[02:40:13.960 --> 02:40:42.960]  Thank you.
[02:40:43.960 --> 02:41:10.960]  Thank you.
[02:41:10.960 --> 02:41:37.960]  Thank you.
[02:41:37.960 --> 02:42:04.960]  Thank you.
[02:42:04.960 --> 02:42:33.960]  Thank you.
[02:42:34.960 --> 02:43:01.960]  Thank you.
[02:43:01.960 --> 02:43:30.960]  Thank you.
[02:43:31.960 --> 02:43:52.960]  Thank you.
[02:43:52.960 --> 02:44:18.960]  Thank you.
[02:44:18.960 --> 02:44:44.960]  Thank you.
[02:44:44.960 --> 02:44:53.960]  Thank you.
[02:45:14.960 --> 02:45:43.960]  Thank you.
[02:45:43.960 --> 02:46:10.960]  Thank you.
[02:46:10.960 --> 02:46:37.960]  Thank you.
[02:46:37.960 --> 02:47:06.960]  Thank you.
[02:47:07.960 --> 02:47:34.960]  Thank you.
[02:47:34.960 --> 02:48:01.960]  Thank you.
[02:48:01.960 --> 02:48:29.960]  Thank you.
[02:48:29.960 --> 02:48:56.960]  Thank you.
[02:48:56.960 --> 02:49:25.960]  Thank you.
[02:49:26.960 --> 02:49:53.960]  Thank you.
[02:49:53.960 --> 02:50:20.960]  Thank you.
[02:50:20.960 --> 02:50:47.960]  Thank you.
[02:50:47.960 --> 02:51:16.960]  Thank you.
[02:51:17.960 --> 02:51:44.960]  Thank you.
[02:51:44.960 --> 02:52:11.960]  Thank you.
[02:52:11.960 --> 02:52:39.960]  Thank you.
[02:52:39.960 --> 02:53:06.960]  Thank you.
[02:53:06.960 --> 02:53:33.960]  Thank you.
[02:53:33.960 --> 02:54:01.960]  Thank you.
[02:54:01.960 --> 02:54:30.960]  Thank you.
[02:54:31.960 --> 02:54:58.960]  Thank you.
[02:54:58.960 --> 02:55:27.960]  Thank you.
[02:55:28.960 --> 02:55:55.960]  Thank you.
[02:55:55.960 --> 02:56:23.960]  Thank you.
[02:56:23.960 --> 02:56:50.960]  Thank you.
[02:56:50.960 --> 02:57:17.960]  Thank you.
[02:57:17.960 --> 02:57:44.960]  Thank you.
[02:57:44.960 --> 02:58:11.960]  Thank you.
[02:58:11.960 --> 02:58:40.960]  Thank you.
[02:58:41.960 --> 02:59:10.960]  Thank you.
[02:59:11.960 --> 02:59:40.960]  Thank you.
[02:59:41.960 --> 03:00:10.960]  Thank you.
[03:00:10.960 --> 03:00:37.960]  Thank you.
[03:00:37.960 --> 03:01:03.960]  Thank you.
[03:01:03.960 --> 03:01:30.960]  Thank you.
[03:01:30.960 --> 03:01:57.960]  Thank you.
[03:01:57.960 --> 03:02:24.960]  Thank you.
[03:02:24.960 --> 03:02:49.960]  Thank you.
[03:02:49.960 --> 03:03:17.960]  Thank you.
[03:03:17.960 --> 03:03:44.960]  Thank you.
[03:03:44.960 --> 03:04:13.960]  Thank you.
[03:04:14.960 --> 03:04:43.960]  Thank you.
[03:04:44.960 --> 03:05:13.960]  Thank you.
[03:05:14.960 --> 03:05:41.960]  Thank you.
[03:05:41.960 --> 03:06:05.960]  Thank you.
[03:06:05.960 --> 03:06:32.960]  Thank you.
[03:06:32.960 --> 03:06:59.960]  Thank you.
[03:06:59.960 --> 03:07:26.960]  Thank you.
[03:07:26.960 --> 03:07:53.960]  Thank you.
[03:07:53.960 --> 03:08:20.960]  Thank you.
[03:08:20.960 --> 03:08:47.960]  Thank you.
[03:08:47.960 --> 03:09:14.960]  Thank you.
[03:09:14.960 --> 03:09:41.960]  Thank you.
[03:09:41.960 --> 03:10:08.960]  Thank you.
[03:10:08.960 --> 03:10:35.960]  Thank you.
[03:10:35.960 --> 03:11:02.960]  Thank you.
[03:11:02.960 --> 03:11:29.960]  Thank you.
[03:11:29.960 --> 03:11:57.960]  Thank you.
[03:11:57.960 --> 03:12:25.960]  Thank you.
[03:12:25.960 --> 03:12:52.960]  Thank you.
[03:12:52.960 --> 03:13:19.960]  Thank you.
[03:13:19.960 --> 03:13:46.960]  Thank you.
[03:13:46.960 --> 03:14:14.960]  Thank you.
[03:14:14.960 --> 03:14:41.960]  Thank you.
[03:14:41.960 --> 03:15:08.960]  Thank you.
[03:15:08.960 --> 03:15:36.960]  Thank you.
[03:15:36.960 --> 03:16:05.960]  Thank you.
[03:16:06.960 --> 03:16:33.960]  Thank you.
[03:16:33.960 --> 03:17:01.960]  Thank you.
[03:17:01.960 --> 03:17:28.960]  Thank you.
[03:17:28.960 --> 03:17:52.960]  Thank you.
[03:17:52.960 --> 03:18:19.960]  Thank you.
[03:18:19.960 --> 03:18:46.960]  Thank you.
[03:18:46.960 --> 03:19:13.960]  Thank you.
[03:19:13.960 --> 03:19:41.960]  Thank you.
[03:19:41.960 --> 03:20:03.960]  Thank you.
[03:20:11.960 --> 03:20:40.960]  Thank you.
[03:20:40.960 --> 03:21:07.960]  Thank you.
[03:21:07.960 --> 03:21:34.960]  Thank you.
[03:21:34.960 --> 03:22:02.960]  Thank you.
[03:22:02.960 --> 03:22:30.960]  Thank you.
[03:22:30.960 --> 03:22:57.960]  Thank you.
[03:22:57.960 --> 03:23:24.960]  Thank you.
[03:23:24.960 --> 03:23:53.960]  Thank you.
[03:23:53.960 --> 03:24:21.960]  Thank you.
[03:24:21.960 --> 03:24:48.960]  Thank you.
[03:24:48.960 --> 03:25:15.960]  Thank you.
[03:25:15.960 --> 03:25:42.960]  Thank you.
[03:25:42.960 --> 03:26:09.960]  Thank you.
[03:26:09.960 --> 03:26:35.960]  Thank you.
[03:26:35.960 --> 03:27:01.960]  Thank you.
[03:27:01.960 --> 03:27:29.960]  Thank you.
[03:27:29.960 --> 03:27:56.960]  Thank you.
[03:27:56.960 --> 03:28:25.960]  Thank you.
[03:28:26.960 --> 03:28:51.960]  Thank you.
[03:28:51.960 --> 03:29:20.960]  Thank you.
[03:29:21.960 --> 03:29:50.960]  Thank you.
[03:29:51.960 --> 03:30:18.960]  Thank you.
[03:30:18.960 --> 03:30:45.960]  Thank you.
[03:30:45.960 --> 03:31:12.960]  Thank you.
[03:31:12.960 --> 03:31:39.960]  Thank you.
[03:31:39.960 --> 03:32:05.960]  Thank you.
[03:32:05.960 --> 03:32:32.960]  Thank you.
[03:32:32.960 --> 03:32:59.960]  Thank you.
[03:33:02.960 --> 03:33:29.960]  Thank you.
[03:33:29.960 --> 03:33:57.960]  Thank you.
[03:33:57.960 --> 03:34:24.960]  Thank you.
[03:34:24.960 --> 03:34:51.960]  Thank you.
[03:34:51.960 --> 03:35:18.960]  Thank you.
[03:35:18.960 --> 03:35:45.960]  Thank you.
[03:35:45.960 --> 03:36:13.960]  Thank you.
[03:36:13.960 --> 03:36:42.960]  Thank you.
[03:36:42.960 --> 03:37:11.960]  Thank you.
[03:37:11.960 --> 03:37:38.960]  Thank you.
[03:37:38.960 --> 03:38:05.960]  Thank you.
[03:38:05.960 --> 03:38:32.960]  Thank you.
[03:38:32.960 --> 03:38:59.960]  Thank you.
[03:38:59.960 --> 03:39:27.960]  Thank you.
[03:39:27.960 --> 03:39:56.960]  Thank you.
[03:39:57.960 --> 03:40:24.960]  Thank you.
[03:40:24.960 --> 03:40:52.960]  Thank you.
[03:40:52.960 --> 03:41:19.960]  Thank you.
[03:41:19.960 --> 03:41:48.960]  Thank you.
[03:41:49.960 --> 03:42:18.960]  Thank you.
[03:42:19.960 --> 03:42:48.960]  Thank you.
[03:42:49.960 --> 03:42:51.960]  Thank you.
[03:43:19.960 --> 03:43:46.960]  Thank you.
[03:43:46.960 --> 03:44:13.960]  Thank you.
[03:44:13.960 --> 03:44:40.960]  Thank you.
[03:44:40.960 --> 03:45:07.960]  Thank you.
[03:45:07.960 --> 03:45:35.960]  Thank you.
[03:45:35.960 --> 03:46:02.960]  Thank you.
[03:46:02.960 --> 03:46:31.960]  Thank you.
[03:46:32.960 --> 03:47:01.960]  Thank you.
[03:47:02.960 --> 03:47:30.960]  Thank you.
[03:47:30.960 --> 03:47:57.960]  Thank you.
[03:47:57.960 --> 03:48:26.960]  Thank you.
[03:48:27.960 --> 03:48:54.960]  Thank you.
[03:48:54.960 --> 03:49:23.960]  Thank you.
[03:49:24.960 --> 03:49:51.960]  Thank you.
[03:49:51.960 --> 03:50:20.960]  Thank you.
[03:50:21.960 --> 03:50:50.960]  Thank you.
[03:50:51.960 --> 03:51:20.960]  Thank you.
[03:51:21.960 --> 03:51:48.960]  Thank you.
[03:51:48.960 --> 03:52:17.960]  Thank you.
[03:52:18.960 --> 03:52:45.960]  Thank you.
[03:52:45.960 --> 03:53:13.960]  Thank you.
[03:53:13.960 --> 03:53:40.960]  Thank you.
[03:53:40.960 --> 03:54:08.960]  Thank you.
[03:54:08.960 --> 03:54:35.960]  Thank you.
[03:54:35.960 --> 03:55:02.960]  Thank you.
[03:55:02.960 --> 03:55:29.960]  Thank you.
[03:55:29.960 --> 03:55:58.960]  Thank you.
[03:55:59.960 --> 03:56:26.960]  Thank you.
[03:56:26.960 --> 03:56:53.960]  Thank you.
[03:56:53.960 --> 03:57:22.960]  Thank you.
[03:57:23.960 --> 03:57:50.960]  Thank you.
[03:57:50.960 --> 03:58:19.960]  Thank you.
[03:58:20.960 --> 03:58:49.960]  Thank you.
[03:58:50.960 --> 03:59:17.960]  Thank you.
[03:59:17.960 --> 03:59:44.960]  Thank you.
[03:59:44.960 --> 03:59:49.960]  You're listening to the Alex Jones show.
