[00:00.000 --> 00:24.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[2:49:57.000 --> 2:50:10.000]  Now, if you've got a health problem or an eyesight problem, what the hell does it matter if you're driving 20 to 30 miles from your home or further?
[2:50:10.000 --> 2:50:20.000]  You've still got the same problem and therefore you're still in the same situation.
[2:50:20.000 --> 2:50:40.000]  And this is a totalitarian tiptoe. This is just the start. And it's another effort, another step on the road to taking old people out of anything.
[2:50:40.000 --> 2:50:50.000]  Vitamin mineral fusion is a remarkable product and it's back in stock 40% off at infowarstore.com right now. It's always been one of our top 10 best sellers.
[2:50:50.000 --> 2:50:58.000]  We've had it for six years or more, but now it's our number one best-selling product of all time because people are doing their research, they're doing their shopping, and they're checking the fine print.
[2:50:58.000 --> 2:51:09.000]  And they're discovering that as high quality vitamins and minerals, all the essential vitamins and minerals, and then key amino acids known to help carry this nutrition into the cells.
[2:51:09.000 --> 2:51:16.000]  So get your immune system for your whole body, for life itself, vitamin mineral fusion back in stock at infowarstore.com.
[2:51:16.000 --> 2:51:23.000]  And despite the fact we can't keep it on the shelves, it's 40% off. The supply chains are breaking down, we try to put it in a bigger order, we couldn't even get it.
[2:51:23.000 --> 2:51:29.000]  Because getting high quality ingredients is very, very hard and we're not going to cut corners, we're going to keep the quality at the highest levels.
[2:51:29.000 --> 2:51:40.000]  It also funds the InfoWars, so get your vitamin mineral fusion now at infowarstore.com or AAA-253-3139.
[2:51:40.000 --> 2:51:44.000]  Gerald in South Carolina, go ahead you're on the air trying to move quicker.
[2:51:44.000 --> 2:51:45.000]  Hey Alex, welcome.
[2:51:45.000 --> 2:51:50.000]  I would like to say first off, thanks for being the voice of reason and amongst all this stupidity.
[2:51:50.000 --> 2:51:53.000]  Wanted to warn people I've been trying to get ahold of you for a year.
[2:51:53.000 --> 2:52:00.000]  Okay, I'm a double amputee and I have bacteria infection on my lung that'll never go away.
[2:52:00.000 --> 2:52:02.000]  Living defense saved my life.
[2:52:02.000 --> 2:52:06.000]  They had me on antibiotics for two years that almost killed me.
[2:52:06.000 --> 2:52:08.000]  Living defense brought me back.
[2:52:08.000 --> 2:52:13.000]  I wanted to just quote from the Bible, Jesus is saying as to where we are right now.
[2:52:13.000 --> 2:52:25.000]  This is Matthew 24 verse 9, then they shall deliver you up to be afflicted and shall kill you and ye shall be hated of all nations for my name's sake.
[2:52:25.000 --> 2:52:30.000]  And then shall many be offended and shall betray one another and shall hate one another.
[2:52:30.000 --> 2:52:32.000]  That's right where we're at brother.
[2:52:32.000 --> 2:52:43.000]  And that's because God's name is on the founding of this country no matter what they say and that's why the enemy hates it because God created this country.
[2:52:43.000 --> 2:52:50.000]  You're listening to the Alex Jones show.
[2:52:50.000 --> 2:53:11.000]  From the front lines of the information war, it's Alex Jones, 25 year old mentally ill millennial and black supremacist Noah Green, who according to his Facebook page was a nation of Islam devotee,
[2:53:11.000 --> 2:53:19.000]  apparently motivated by total desperation and hopelessness under the assumed millennial and black supported Biden administration,
[2:53:19.000 --> 2:53:29.000]  rammed his car into two U.S. Capitol police officers killing 18 year veteran U.S. Capitol police officer Billy Evans and injuring another,
[2:53:29.000 --> 2:53:36.000]  then a blockade on Constitution Avenue and proceeded to wield a knife attack resembling ISIS tactics.
[2:53:36.000 --> 2:53:40.000]  Noah Green truly is the Biden administration's worst nightmare.
[2:53:40.000 --> 2:53:46.000]  Green represents a black supremacy movement that the establishment assumes it has under its thumb.
[2:53:46.000 --> 2:53:56.000]  Just two hours before what Fox News reported was a lone wolf attack, the suspect allegedly posted a video on his Instagram account with a caption that said,
[2:53:56.000 --> 2:54:06.000]  the U.S. government is the number one enemy of black people in a separate Facebook post. Green claimed that Satan's rule over us is up.
[2:54:06.000 --> 2:54:17.000]  Your country has been taken from you by the synagogue of Satan, the Satanic Jews that control everything and mostly everybody.
[2:54:17.000 --> 2:54:28.000]  White folks are going down and Farrakhan, by God's grace, has pulled a cover off of that Satanic Jew.
[2:54:28.000 --> 2:54:32.000]  And just as the Democrats' history is rooted in white supremacy.
[2:54:32.000 --> 2:54:37.000]  Now, I know this. Everybody else has been canonizing Senator Byrd. I'd like to humanize him a little bit.
[2:54:37.000 --> 2:54:43.000]  They mentioned that he once had a fleeting association with a Klu Klux Klan and what does that mean?
[2:54:43.000 --> 2:54:49.000]  I'll tell you what it means. He was a country boy from the hills in the hollows of West Virginia. He was trying to get elected.
[2:54:49.000 --> 2:54:56.000]  And maybe he did something he shouldn't have done and he spent the rest of his life making it up.
[2:54:56.000 --> 2:54:59.000]  And that's what a good person does.
[2:54:59.000 --> 2:55:06.000]  There are no perfect people. There are certainly no perfect politicians.
[2:55:06.000 --> 2:55:13.000]  There are white ***. I've seen a lot of white *** in my time. I'm going to use that word.
[2:55:13.000 --> 2:55:21.000]  Black Farrakhan supporters inhabit powerful seats within the Democrat Party. This is not a good look for the far left.
[2:55:21.000 --> 2:55:26.000]  Basically, and we can see how it is so closely associated with some leaders in our nation.
[2:55:26.000 --> 2:55:31.000]  And then the worst part of it all is that we see the reluctance of the media to really talk about it.
[2:55:31.000 --> 2:55:36.000]  This is something that we should be able to stand up and say that racism has no skin color.
[2:55:36.000 --> 2:55:41.000]  Hate is hate. And it ought to be condemned from Lewis Farrakhan to David Duke.
[2:55:41.000 --> 2:55:45.000]  The fact that our leaders can't say what I just said, I find is very problematic.
[2:55:45.000 --> 2:55:55.000]  Lester Holt's propaganda media didn't know what to make of it, clutching its straws for their quickly disintegrating anti-American white supremacist preoccupation.
[2:55:55.000 --> 2:55:59.000]  Meanwhile, the present moment lived by its own rules.
[2:55:59.000 --> 2:56:04.000]  I think the left, in general, and the Democratic Party in particular, they don't have a concept of the news.
[2:56:04.000 --> 2:56:10.000]  They're just opportunities to advance agendas. And right now, that agenda seems to be racialism and socialism.
[2:56:10.000 --> 2:56:14.000]  Just as kind of a thought experiment, when I heard the story, I said to myself,
[2:56:14.000 --> 2:56:23.000]  if I don't hear, am I going to hear about the description of the shooter if he's not white, and am I going to hear January 6th?
[2:56:23.000 --> 2:56:28.000]  And so the first six stories I looked at, there was no description of the shooter at all or the suspect.
[2:56:28.000 --> 2:56:35.000]  But January 6th saturated all the stories, as if this was some Trump supporter who was still wandering around Washington
[2:56:35.000 --> 2:56:40.000]  and broke through these fence unnecessary barbed wire and shot the Capitol.
[2:56:40.000 --> 2:56:47.000]  Then only later did I see that he was an unhinged, probably racialist supporter of Lewis Farrakhan.
[2:56:47.000 --> 2:56:52.000]  In a Facebook post, Noah Green had expressed what could be deemed as a manifesto,
[2:56:52.000 --> 2:56:57.000]  and had declared the honorable minister Lewis Farrakhan as Jesus the Messiah.
[2:56:57.000 --> 2:57:02.000]  Had he been a white supremacist, would it have really made any difference?
[2:57:02.000 --> 2:57:09.000]  Even the opposing fringes of society apparently agree on the threat of totalitarianism occupying our government.
[2:57:09.000 --> 2:57:16.000]  Biden's clueless response only validated the chaos his corporate cratic administration is stirring up,
[2:57:16.000 --> 2:57:20.000]  as the country grapples with autocratic rule by dementia.
[2:57:20.000 --> 2:57:49.000]  John Bown reporting.
[2:57:49.000 --> 2:57:55.000]  Globalists are purposely collapsing our world. They are creating insecurity, crime, war, and famine.
[2:57:55.000 --> 2:58:02.000]  All of us should do everything we can to get prepared and get ready for ourselves and our family's sakes, but also our community.
[2:58:02.000 --> 2:58:09.000]  And CitizensStronghold.com is the best place to go to get high quality body armor at the lowest price you're going to find.
[2:58:09.000 --> 2:58:13.000]  Again, this is high quality body armor at the lowest price you're going to find.
[2:58:13.000 --> 2:58:17.000]  We've worked with them for years, but they can never supply enough to our audience.
[2:58:17.000 --> 2:58:23.000]  They've massively expanded their factories. It's made right here in America, and they're ready to ship it to you right now.
[2:58:23.000 --> 2:58:29.000]  CitizensStronghold.com, when you go there, put in promo code ALIX and get 10% off on your purchases.
[2:58:29.000 --> 2:58:32.000]  They have it for children, they have it for women, they have it for men.
[2:58:32.000 --> 2:58:35.000]  They have bat packs that didn't unfold and are full top body armor.
[2:58:35.000 --> 2:58:39.000]  They've got it all right now ready to ship to you, 10% off.
[2:58:39.000 --> 2:58:43.000]  And the globalists are coming to try to stop the sale of it soon.
[2:58:43.000 --> 2:58:48.000]  We need to get it now at CitizensStronghold.com, promo code ALIX and get 10% off.
[2:59:13.000 --> 2:59:18.000]  Hello, hello.
[2:59:18.000 --> 2:59:21.000]  Greetings on the Alex Jones Show.
[2:59:21.000 --> 2:59:31.000]  You know that video clip they just did about that guy that slammed into the capital over there and killed a cop?
[2:59:31.000 --> 2:59:40.000]  There is no doubt about it. If this cat was a conservative, it would have been a whole different thing.
[2:59:40.000 --> 2:59:45.000]  They would have called it white supremacists, but buried, buried.
[2:59:45.000 --> 2:59:49.000]  Oh, and he killed a cop. How about that cop that died that we've been hearing about?
[2:59:49.000 --> 2:59:55.000]  We still don't know how he died when they had the break-ins of the capital on January 6th.
[2:59:55.000 --> 2:59:58.000]  That was big news. One cop died.
[2:59:58.000 --> 3:00:10.000]  You know, as I keep saying, you better do what you can to support info wars, because they're blacklisting.
[3:00:10.000 --> 3:00:12.000]  I can't say blacklist, they're blackball, they'd be called racist, right?
[3:00:12.000 --> 3:00:18.000]  They're shutting down everybody that doesn't agree with them.
[3:00:18.000 --> 3:00:25.000]  I just want to touch on the equity markets for a bit.
[3:00:25.000 --> 3:00:29.000]  You know, that's skyrocketing again, and I called it the Biden bounce.
[3:00:29.000 --> 3:00:39.000]  They said this thing was going to happen, but the jobs that are being created aren't jobs that pay money.
[3:00:39.000 --> 3:00:51.000]  When you look at the last numbers that came out, most of the jobs are in the service sector because those are the ones that were shut down first.
[3:00:51.000 --> 3:01:04.000]  So what you're looking at is just as a recovery, just as going to be a big bounce back, but it's going to be temporary.
[3:01:04.000 --> 3:01:11.000]  The streets are dead here. Dead. You couldn't get a parking space outside where we are up here in Kingston.
[3:01:11.000 --> 3:01:15.000]  You couldn't get a parking. Everybody complained. You need more parking, more parking.
[3:01:15.000 --> 3:01:18.000]  Now you park anywhere you want, anytime, anywhere.
[3:01:18.000 --> 3:01:27.000]  You go down to Manhattan, your office occupancy rate is about 14%.
[3:01:27.000 --> 3:01:33.000]  So what's going to happen to all of these commercial buildings?
[3:01:33.000 --> 3:01:36.000]  Well, sublets are already happening. They're subleasing.
[3:01:36.000 --> 3:01:39.000]  When you sublease, you're taking a loss.
[3:01:39.000 --> 3:01:43.000]  Like you signed this 10-year lease, and now you want to get out of there.
[3:01:43.000 --> 3:01:53.000]  You've got to get somebody else to take it. You're giving them a big discount. JPMorgan Chase, Salesforce, one after another subleasing space.
[3:01:53.000 --> 3:02:02.000]  So now think about all of the businesses that depend on commuters. It's a different world now.
[3:02:02.000 --> 3:02:05.000]  People aren't going to be commuting like they used to.
[3:02:05.000 --> 3:02:08.000]  And boy, a lot of people are really happy about it.
[3:02:08.000 --> 3:02:16.000]  They think they want to be stuck in traffic for two hours, hour and a half, each way, with a driving.
[3:02:16.000 --> 3:02:22.000]  So the commercial real estate sector is going to take a big hit.
[3:02:22.000 --> 3:02:27.000]  People ask me about what about prices with real estate going up? Are they going to keep going up?
[3:02:27.000 --> 3:02:32.000]  Yes, they will, until interest rates go up.
[3:02:32.000 --> 3:02:39.000]  When interest rates go up, this thing is going to be going down big.
[3:02:39.000 --> 3:02:49.000]  But it's not going to be like the bust that you had in 2007 when the real estate market busted.
[3:02:49.000 --> 3:02:55.000]  You know, the subprime mortgages that the Goldman Sachs gang and all the other ones were selling while they were shorting them.
[3:02:55.000 --> 3:02:59.000]  Yeah, that one. And they were too big to fail. Oh, yeah, those.
[3:02:59.000 --> 3:03:02.000]  Think about it, Easter time, too big to fail, huh?
[3:03:02.000 --> 3:03:08.000]  Yeah, Jesus Christ, the Prince of Peace, becomes violent.
[3:03:08.000 --> 3:03:14.000]  He picks up a whip to drive the money changers out of the temple, right?
[3:03:14.000 --> 3:03:19.000]  Then they have a day later, then they have the last supper.
[3:03:19.000 --> 3:03:23.000]  Oh, yeah, the last supper before they put them on the cross.
[3:03:23.000 --> 3:03:27.000]  All right, banks is out of the temple.
[3:03:27.000 --> 3:03:32.000]  Last supper, a couple of days later, on the cross, four days later, three, four days later.
[3:03:32.000 --> 3:03:36.000]  That's what happens when you mess with the banksters.
[3:03:36.000 --> 3:03:41.000]  And the banksters are in charge again, right in front of our eyes.
[3:03:41.000 --> 3:03:47.000]  Look who the head of the U.S. Treasury is, Janet Yellen.
[3:03:47.000 --> 3:03:50.000]  Oh, put a woman there. I don't want to hear this.
[3:03:50.000 --> 3:03:59.000]  Christine Lagarde over there, the head of the European Central Bank before that, the International Mafia, a monetary fund.
[3:03:59.000 --> 3:04:03.000]  Oh, if only a woman, when I'm tied to this black right, I had it with it.
[3:04:03.000 --> 3:04:10.000]  I want the best. Going back to Yellen. Choose the former head of the Federal Reserve.
[3:04:10.000 --> 3:04:15.000]  Well, look at that. We're not on to me. We're the same age.
[3:04:15.000 --> 3:04:22.000]  That picture got larger. I can't look. Anyway, she was the head of the Federal Reserve.
[3:04:22.000 --> 3:04:24.000]  Of course, the Federal Reserve is not federal.
[3:04:24.000 --> 3:04:31.000]  Another murderous piece of crap that should rot in hell, Woodrow Wilson brought them in in 1913.
[3:04:31.000 --> 3:04:36.000]  It's the banksters in charge. They say, rot in hell, not only for that, but what he did,
[3:04:36.000 --> 3:04:42.000]  getting Americans into World War I and helping to destroy Europe and kill millions of people.
[3:04:42.000 --> 3:04:50.000]  This is what we should have never been in. Woodrow Wilson, Harvard Princeton Yale, bullets, bombs, and banks.
[3:04:50.000 --> 3:04:56.000]  Got it? That's who's running the show.
[3:04:56.000 --> 3:05:05.000]  So now we got Yellen, the Treasury Secretary. The banksters are running the show right in front of our eyes,
[3:05:05.000 --> 3:05:10.000]  going back to interest rates. They're saying that inflation isn't going up.
[3:05:10.000 --> 3:05:21.000]  What world are they living in? Go to the store, buy gas, meets everything.
[3:05:21.000 --> 3:05:26.000]  Price is going up, price is going up, going back to the housing market.
[3:05:26.000 --> 3:05:34.000]  The reason it's different this time is you don't have a lot of speculators going in there.
[3:05:34.000 --> 3:05:40.000]  You also have the millennials who weren't buying homes, now they're buying homes.
[3:05:40.000 --> 3:05:45.000]  So the buying home age is dropping again. They were out of the market for a while.
[3:05:45.000 --> 3:05:53.000]  They're moving out of the city. People are moving up here to Kingston according to Bloomberg.
[3:05:53.000 --> 3:06:03.000]  It was the highest market rise in America, 18%. They're buying houses up here site unseen.
[3:06:03.000 --> 3:06:14.000]  So again, it goes back to the new workforce. It's not going to be the one like it used to be.
[3:06:14.000 --> 3:06:23.000]  They're not going to be commuting. So going back, when interest rates go up, that's when the housing market is going to go down.
[3:06:23.000 --> 3:06:33.000]  Until that happens, I keep seeing it because there's more buyers than supply in ratio.
[3:06:33.000 --> 3:06:41.000]  Usually you need a lot more homes out there. So there's a lot less homes on the market than last year,
[3:06:41.000 --> 3:06:46.000]  so that demand and supply is more demand and supply.
[3:06:46.000 --> 3:06:51.000]  So that's the way we see it. When are interest rates going to go up?
[3:06:51.000 --> 3:07:01.000]  When interest rates go up, the markets are going to crash because they have all this cheap money for the money junkies, monetary methadone,
[3:07:01.000 --> 3:07:07.000]  that lets them borrow for free basically so they can keep gambling.
[3:07:07.000 --> 3:07:11.000]  So when will interest rates go up?
[3:07:11.000 --> 3:07:18.000]  Interest rates will go up when the dollar starts to dive and real inflation, they can't hide it anymore.
[3:07:18.000 --> 3:07:22.000]  I talked about rising housing prices, right?
[3:07:22.000 --> 3:07:27.000]  Do you know that they don't put housing prices into the consumer price index?
[3:07:27.000 --> 3:07:31.000]  That's right. It's skyrocketing, but they don't add them in. You know why?
[3:07:31.000 --> 3:07:35.000]  Because they're murderous, low-lives pieces of crap feeds.
[3:07:35.000 --> 3:07:43.000]  They don't want inflation to go up in real life so they could keep feeding the money junkies, their monetary methadone.
[3:07:43.000 --> 3:07:48.000]  Oh, and when you have Social Security, it goes up with inflation.
[3:07:48.000 --> 3:07:52.000]  Yeah. So they keep inflation artificially low.
[3:07:52.000 --> 3:07:56.000]  If you want the real inflation numbers, go to shadow stats.
[3:07:56.000 --> 3:08:05.000]  John Williams, he puts out the real numbers in both inflation and also employment,
[3:08:05.000 --> 3:08:08.000]  because the employment numbers are a lie too.
[3:08:08.000 --> 3:08:18.000]  If you're no longer collecting unemployment, you're no longer counted as unemployed in the U.S.S.A.
[3:08:18.000 --> 3:08:21.000]  So the whole game is rigged.
[3:08:21.000 --> 3:08:30.000]  So that's what we see. When the markets crash, the reality will hit Main Street and they're doing everything now they can
[3:08:30.000 --> 3:08:36.000]  to artificially pump it up with their monetary methadone.
[3:08:36.000 --> 3:08:42.000]  You take a break, give it back in a bit, and remember, support info will increase.
[3:08:42.000 --> 3:08:47.000]  So give money to your heart.
[3:08:47.000 --> 3:08:51.000]  You know, it's crazy to get to this point. It's very bittersweet.
[3:08:51.000 --> 3:08:54.000]  Everything we've talked about has happened just like we said it would.
[3:08:54.000 --> 3:08:58.000]  And now we have a lot of credibility, but I don't care about that. I care about beating the new world order.
[3:08:58.000 --> 3:09:03.000]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[3:09:03.000 --> 3:09:06.000]  And I don't have time to tell you all the stuff they're doing to us.
[3:09:06.000 --> 3:09:08.000]  For a lot of reasons, I can't tell you what's going on.
[3:09:08.000 --> 3:09:11.000]  But let's just say this, we're going to see this through to the end.
[3:09:11.000 --> 3:09:14.000]  We're going to stay on air as long as we can.
[3:09:14.000 --> 3:09:16.000]  So please pray for us and please buy the products.
[3:09:16.000 --> 3:09:20.000]  And then FullWareStore.com, they're great products, plus they fund the operation.
[3:09:20.000 --> 3:09:23.000]  So you know, unlike other products you can buy, they're still great.
[3:09:23.000 --> 3:09:25.000]  Do they fund freedom? No, a lot of them don't.
[3:09:25.000 --> 3:09:31.000]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[3:09:31.000 --> 3:09:33.000]  That's why the globalists are censoring.
[3:09:33.000 --> 3:09:36.000]  They can't bring in all this tyranny and leave people like us on the air.
[3:09:36.000 --> 3:09:39.000]  So while you're at it, don't just financially support us and spread the word.
[3:09:39.000 --> 3:09:42.000]  Download everything we've done, you can find and save it.
[3:09:42.000 --> 3:09:47.000]  Because who knows how long we're going to be on the air and the enemy is trying to destroy everything we ever said.
[3:09:47.000 --> 3:09:54.000]  Vitamin Mineral Fusion is a remarkable product and it's back in stock 40% off at infowarstore.com right now.
[3:09:54.000 --> 3:09:56.000]  It's always been one of our top 10 best sellers.
[3:09:56.000 --> 3:09:58.000]  We've had it for six years or more.
[3:09:58.000 --> 3:10:03.000]  But now it's our number one best selling product of all time because people are doing their research,
[3:10:03.000 --> 3:10:05.000]  they're doing their shopping, and they're checking the fine print.
[3:10:05.000 --> 3:10:10.000]  And they're discovering that as high quality vitamins and minerals, all the essential vitamins and minerals,
[3:10:10.000 --> 3:10:16.000]  and then key amino acids known to help carry this nutrition into the cells.
[3:10:16.000 --> 3:10:23.000]  So for your immune system, for your whole body, for life itself, Vitamin Mineral Fusion back in stock at infowarstore.com.
[3:10:23.000 --> 3:10:26.000]  And despite the fact we can't keep on the shelves, it's 40% off.
[3:10:26.000 --> 3:10:30.000]  The supply chains are breaking down, we try to put it in a bigger order, we couldn't even get it.
[3:10:30.000 --> 3:10:34.000]  Because getting high quality ingredients is very, very hard, and we're not going to cut corners.
[3:10:34.000 --> 3:10:36.000]  We're going to keep the quality at the highest levels.
[3:10:36.000 --> 3:10:58.000]  It also funds the InfoWars, so get your Vitamin Mineral Fusion now at infowarstore.com or AAA-253-3139.
[3:11:07.000 --> 3:11:19.000]  You're listening to The Alex Jones Show, and now your host, Gerald Solente.
[3:11:19.000 --> 3:11:22.000]  Hey, great being on The Alex Jones Show.
[3:11:22.000 --> 3:11:27.000]  You know, look, censorship is real. This isn't the pre-American.
[3:11:27.000 --> 3:11:37.000]  You know, you have to say what they want you to say. You can't speak out. You're not allowed to have any different kind of opinion.
[3:11:37.000 --> 3:11:43.000]  You're called a conspiracy theorist. If you don't swallow the crap that they're trying to shove down your throat.
[3:11:43.000 --> 3:11:47.000]  So do everything you can to support InfoWars.
[3:11:47.000 --> 3:11:51.000]  As I said, put your money where your heart is. There's freedom of speech over here.
[3:11:51.000 --> 3:11:59.000]  I never, never have I ever been asked to say anything. I've never been censored by Alex Jones InfoWars.
[3:11:59.000 --> 3:12:05.000]  They say what I want to say, and that's it. And we don't agree on things fine.
[3:12:05.000 --> 3:12:10.000]  Were we all supposed to think alike? That was my father taught me, by the way.
[3:12:10.000 --> 3:12:13.000]  I was on a little kid when I shoot my mouth off, and he'd say to me,
[3:12:13.000 --> 3:12:22.000]  Papa Galo, parrot, stop repeating what everybody else is saying and think for yourself. And that's what InfoWars is, to think for yourself.
[3:12:22.000 --> 3:12:29.000]  And so support InfoWars, they got great sales going on. They had their all new sale up to 50% off on top products.
[3:12:29.000 --> 3:12:35.000]  You know, they told you when they launched the mega blowout sale that it wouldn't last long.
[3:12:35.000 --> 3:12:40.000]  And they had now had to end the great sale and the store-wide free shipping.
[3:12:40.000 --> 3:12:48.000]  So we're here today to launch a brand new sale on some of their top selling products that are now back in stock.
[3:12:48.000 --> 3:12:53.000]  You got the vitamin mineral fusion, it's back in stock, and it's 40% off.
[3:12:53.000 --> 3:12:58.000]  Rocket rest, rocket rest, it's back in stock, 40% off.
[3:12:58.000 --> 3:13:06.000]  Lung cleanse, pure, back in stock. And by the way, they should give these prostitutes out there that are putting out the news.
[3:13:06.000 --> 3:13:14.000]  Some lung cleanse press, because all they got is a lot of crap in their mouth that they're spewing out.
[3:13:14.000 --> 3:13:24.000]  So lung cleanse plus for the prostitutes out there, the media whores that get paid to put out by their corporate pimps.
[3:13:24.000 --> 3:13:35.000]  And additionally, with the leftist crackdown going on, on internet free speech growing stronger by the day, it's more important than ever
[3:13:35.000 --> 3:13:39.000]  to be seen in the real world showing your love and support for liberty.
[3:13:39.000 --> 3:13:51.000]  And that's why they're also announcing all Info Wars t-shirts are now just $17.76 and one part of the mega sale will continue.
[3:13:51.000 --> 3:14:00.000]  All orders over $75 and you'll receive a free gift valued at over $10.
[3:14:00.000 --> 3:14:13.000]  So visit InfoWarsStores.com and get these best selling items and more for a true 360 degree win.
[3:14:13.000 --> 3:14:24.000]  I want to talk about, well, I was talking about the markets and what's going on, and I mentioned about the unemployment numbers that came out.
[3:14:24.000 --> 3:14:34.000]  These are in hospitality, had a 280,000 job increase. These are jobs, bars, restaurants, they had about 176,000 jobs.
[3:14:34.000 --> 3:14:39.000]  And entertainment and recreation, these don't pay a lot of dough.
[3:14:39.000 --> 3:14:45.000]  Manufacturing, they added 53,000 jobs, but guess what?
[3:14:45.000 --> 3:14:52.000]  Oh, the slimy low lives sold at our manufacturing. Remember Bill Clinton with NAFTA?
[3:14:52.000 --> 3:15:02.000]  And they've lost 515,000 manufacturing jobs since last February.
[3:15:02.000 --> 3:15:14.000]  So even at the Wall Street Journal is estimating about 500,000 jobs monthly for the rest of the year.
[3:15:14.000 --> 3:15:26.000]  So according to the Federal Open Market Committee, return to the 3.5 unemployment rate would take until 2023.
[3:15:26.000 --> 3:15:35.000]  So that's even with these jobs being, that's a return to that 2023. So that's two years away.
[3:15:35.000 --> 3:15:40.000]  But the rich are getting richer. They got $4 trillion richer.
[3:15:40.000 --> 3:15:48.000]  Well, we become a plantation workers on slave land here as they're taken over the show.
[3:15:48.000 --> 3:15:58.000]  Now, the important thing about this is that that's going to bring the jobs that were lost back.
[3:15:58.000 --> 3:16:06.000]  But new people going into the system is no jobs there.
[3:16:06.000 --> 3:16:20.000]  And what are they doing? You got these low life pieces of garbage that we call politicians telling us what to do.
[3:16:20.000 --> 3:16:30.000]  Ontario declared a four week state of emergency after hitting a record for a number of COVID-19 patients.
[3:16:30.000 --> 3:16:39.000]  Supermarkets and pharmacies will operate at 50% capacity. I say 53%. Why say 49%?
[3:16:39.000 --> 3:16:44.000]  Why you could make up anything you want? Because that's all they're doing.
[3:16:44.000 --> 3:16:51.000]  Because if you're a small business, only 25%, they're making this crap up.
[3:16:51.000 --> 3:17:01.000]  Crap heads are making it up. The variants of concern are spreading rapidly. This is a new pandemic.
[3:17:01.000 --> 3:17:10.000]  We are now fighting a new enemy shot off the fat, fat mouth.
[3:17:10.000 --> 3:17:18.000]  Ontario's premier Doug Ford. Look at this clown Ford.
[3:17:18.000 --> 3:17:29.000]  Hey, you think Lola, the new Rachel Levin, our secretary of health, got more chins than Chinatown.
[3:17:29.000 --> 3:17:38.000]  Man, you throw this guy into that Ontario with a great lake up there. It'd start flooding overboard, man.
[3:17:38.000 --> 3:17:49.000]  Look at this piece of crap telling people what to do. What is this blimp boy know about health?
[3:17:49.000 --> 3:17:56.000]  And listen to the words coming out of his fat mouth. You ready?
[3:17:56.000 --> 3:18:04.000]  The new enemy, the new enemy, the COVID war.
[3:18:04.000 --> 3:18:11.000]  Look at it. Business is destroyed. You're an unessential business.
[3:18:11.000 --> 3:18:18.000]  And I'm sick of these words, premier. How about a premier piece of crap?
[3:18:18.000 --> 3:18:25.000]  How about a fat mouth and boy, oh boy, to the letter of the word.
[3:18:25.000 --> 3:18:29.000]  And look at a little piece of crap sitting next to him.
[3:18:29.000 --> 3:18:38.000]  A premier, a premier freak right in front of us, destroying life everywhere in a country near you.
[3:18:38.000 --> 3:18:47.000]  And the people are taking it. Listen, if you call yourself a Republican, a Democrat, a conservative, a liberal,
[3:18:47.000 --> 3:18:54.000]  your mind is that big because that's how big the club is.
[3:18:54.000 --> 3:19:00.000]  Without just being a free thinker, premier.
[3:19:00.000 --> 3:19:05.000]  Destroying businesses, but the non-essentials.
[3:19:05.000 --> 3:19:08.000]  The new enemy, they took us off to the COVID war.
[3:19:08.000 --> 3:19:15.000]  One of our covers last year, dumb enough to believe George Bush's war, the Iraq war, dumb enough to believe the COVID war.
[3:19:15.000 --> 3:19:23.000]  And fat mouth, little boy over here, daddy's boy, Andy Cuomo, called it a war right away and so did the media.
[3:19:23.000 --> 3:19:25.000]  They got us marching off to war.
[3:19:25.000 --> 3:19:27.000]  Yep.
[3:19:27.000 --> 3:19:30.000]  And wear your mask when you go march off to war.
[3:19:30.000 --> 3:19:32.000]  Don't forget to get vaccinated.
[3:19:32.000 --> 3:19:34.000]  And don't forget to support Info Wars.
[3:19:34.000 --> 3:19:36.000]  You can see what's going on here.
[3:19:36.000 --> 3:19:46.000]  When you got a slob like that shutting down everywhere like that Ford, they're shutting down freedom.
[3:19:46.000 --> 3:19:55.000]  You know, listeners call into the show when they thank me and it makes me feel pathetic because I sit there and I beg you for support.
[3:19:55.000 --> 3:19:59.000]  Constantly for prayer, for financial support, and for word of mouth.
[3:19:59.000 --> 3:20:01.000]  And we're all in this together.
[3:20:01.000 --> 3:20:06.000]  And you know, it gets old having to come to you and say, hey, I got great products, please bomb or we won't be here on air.
[3:20:06.000 --> 3:20:07.000]  But it's true.
[3:20:07.000 --> 3:20:13.000]  We're the only media organization in the United States that promotes liberty at this level that is not beholden to big corporate sponsors.
[3:20:13.000 --> 3:20:17.000]  And they've harassed and almost shut down everybody else. They crippled all the other groups.
[3:20:17.000 --> 3:20:18.000]  And we're still here.
[3:20:18.000 --> 3:20:22.000]  And as this whole new world order comes out in the open, our credibility is going up.
[3:20:22.000 --> 3:20:24.000]  That's why we've got to be taken off air.
[3:20:24.000 --> 3:20:26.000]  That's why America has got to be taken down.
[3:20:26.000 --> 3:20:30.000]  You can't have all these other nations enslaved and America still quasi-free.
[3:20:30.000 --> 3:20:35.000]  You can't have Info Wars has been proven right being on air with all the craziness that's about to unfold.
[3:20:35.000 --> 3:20:38.000]  Because if you think stuff's bad now, just get ready.
