[00:00:00.209 --> 00:00:03.151]  What I do is I wait and I watch.
[02:27:19.836 --> 02:27:20.116]  That's right.
[02:27:20.116 --> 02:27:22.818]  He was a useful tool, but now they're getting ready to blame it on him.
[02:27:24.011 --> 02:27:40.946]  Yeah, I think that's inevitable, and I think Russia has played this very diplomatically slow for the very purpose of letting the Europeans feel the pain that they've inflicted upon themselves.
[02:27:40.946 --> 02:27:43.629]  And there goes his Skype again.
[02:27:43.629 --> 02:27:46.712]  Oh, he's back.
[02:27:46.712 --> 02:27:47.953]  The pain they've inflicted on themselves.
[02:27:47.953 --> 02:27:48.193]  Go ahead.
[02:27:50.430 --> 02:27:58.592]  The pain that the Europeans have inflicted on themselves through the sanctioning of Russia is going to come to haunt them this winter when they start to freeze because of lack of Russian oil.
[02:27:58.592 --> 02:28:03.433]  And, see, Europe is going to run back to Russia like the prodigal son, Alex.
[02:28:03.433 --> 02:28:05.694]  Russia is going to welcome them with open arms.
[02:28:05.694 --> 02:28:08.134]  And that's going, like Russia has done to Africa.
[02:28:08.134 --> 02:28:14.796]  The entire continent of Africa is waving Russian flags and putting up Russian-speaking schools.
[02:28:14.796 --> 02:28:17.917]  They're in love with Russia because Russia has shown love to them.
[02:28:18.377 --> 02:28:19.438]  Kindness to them.
[02:28:19.438 --> 02:28:21.961]  They should learn from this in the U.S.
[02:28:21.961 --> 02:28:22.942]  State Department.
[02:28:22.942 --> 02:28:24.543]  China's kind of got the same way.
[02:28:24.543 --> 02:28:26.765]  They've shown them love and building bridges.
[02:28:26.765 --> 02:28:34.813]  Well, again, I'm not a rocket scientist, but the reason the Afghans turned on us in the statistics, I saw the studies, was they said, you're going to teach me to chop my son's genitals off?
[02:28:34.813 --> 02:28:36.115]  And boys are girls?
[02:28:36.115 --> 02:28:42.181]  I mean, the State Department's not dumb when they come and say, we're the Americans that are prosperity and freedom and medicine and communications.
[02:28:42.621 --> 02:28:46.429]  And Freedom, we're going to bring you, cut your son's penis off?
[02:28:46.429 --> 02:28:48.753]  I mean, so there's a larger plan.
[02:28:48.753 --> 02:28:50.116]  We see the dollar in trouble.
[02:28:50.116 --> 02:28:51.538]  We see the credit rating lowering.
[02:28:51.538 --> 02:28:53.242]  I see a larger global plan here.
[02:28:54.304 --> 02:28:55.104]  Yeah, yeah.
[02:28:55.104 --> 02:29:06.809]  Well, the spiritual discernment of people, when they look into the hearts of many of these elite American diplomats and politicians, they sense a rottenness in them.
[02:29:06.809 --> 02:29:08.630]  They sense a deception in them.
[02:29:08.630 --> 02:29:13.872]  They sense something that they just don't like, and I think it's the spirit of evil, where they don't sense that in Russia.
[02:29:14.532 --> 02:29:28.678]  And that's why Russia is, I think, going to win the hearts and minds of a new Europe that is rising, and you're going to see Britain and the United States and Australia basically become increasingly isolated.
[02:29:28.678 --> 02:29:36.782]  America, of course, has this invasion on the southern border, which Colonel McGregor has said that's going to be the next flashpoint, this massive invasion that the Chinese are also a part of.
[02:29:37.362 --> 02:29:41.526]  You could see all sorts of cartel outbreaks on the southern border.
[02:29:41.526 --> 02:29:45.290]  Now, I could see them assassinating Biden, too, and blaming Russia.
[02:29:45.290 --> 02:29:53.958]  I could see them setting off a false flag, a nuclear or dirty bomb or something in America, so that they could then try and impose some draft.
[02:29:53.958 --> 02:29:59.564]  Remember, Biden's already started the clock ticking towards a draft by activating reserve components.
[02:30:00.184 --> 02:30:05.847]  And I think they could set off some assassination false flag event, blame it on Russia.
[02:30:05.847 --> 02:30:10.330]  Hell, they try to blame them for the election meddling, all that nonsense.
[02:30:10.330 --> 02:30:20.135]  They would probably do that again to try and generate a war to escape their domestic exposure.
[02:30:20.135 --> 02:30:23.998]  Remember, I said this on a TV interview I did yesterday.
[02:30:25.438 --> 02:30:26.159]  As the U.S.
[02:30:26.159 --> 02:30:35.404]  puts sailors and marines on ships in the Persian Gulf, that's a preparatory operation for a probably oil tanker catastrophe that they'll try and blame on Iran.
[02:30:35.404 --> 02:30:39.567]  They'll try and have a United Nations Security Council meeting about it.
[02:30:39.567 --> 02:30:42.148]  They'll increase their presence in the Persian Gulf.
[02:30:42.148 --> 02:30:46.490]  My next question, what are other rabbits they can pull out of hats?
[02:30:46.490 --> 02:30:47.211]  North Korea?
[02:30:47.211 --> 02:30:48.111]  Iran?
[02:30:48.111 --> 02:30:48.972]  What other flashpoints?
[02:30:50.367 --> 02:30:55.830]  Well, you know, I don't think these countries are going to take aggressive action against the United States.
[02:30:55.830 --> 02:30:58.872]  They will respond to aggression shown at them.
[02:30:58.872 --> 02:31:02.854]  So the Iranians won't fire first, but they will fire last.
[02:31:02.854 --> 02:31:10.678]  If the United States sailors and Marines start opening fire on Iranian helicopters, you're going to have a flashpoint.
[02:31:10.678 --> 02:31:12.579]  And that's, you know, again, what U.S.
[02:31:12.579 --> 02:31:16.221]  Central Command loves is another war because they think they can
[02:31:16.761 --> 02:31:21.626]  Fight it their way and then click timeout and people will go back to their corners.
[02:31:21.626 --> 02:31:23.848]  No, that's not what we're facing.
[02:31:23.848 --> 02:31:27.993]  We're facing a war against Russia, Iran, and China at the same time.
[02:31:27.993 --> 02:31:32.397]  Those countries are united because if one of them falls, all of them fall.
[02:31:32.397 --> 02:31:36.201]  And folks don't know, Iran's not like Iraq or other places.
[02:31:36.201 --> 02:31:38.984]  They've got Hezbollah and sleeper cells all over the world.
[02:31:40.578 --> 02:31:43.039]  They're very, very powerful.
[02:31:43.039 --> 02:31:45.079]  They're not hostile to the United States.
[02:31:45.079 --> 02:31:49.000]  It's a very large Christian community in Iran that's growing.
[02:31:49.000 --> 02:31:50.001]  I've been to Iran.
[02:31:50.001 --> 02:31:52.101]  I've lectured at universities there.
[02:31:52.101 --> 02:31:54.422]  And they're not hostile to Americans.
[02:31:54.422 --> 02:31:57.543]  They're very happy, joyous people.
[02:31:57.543 --> 02:32:01.184]  So I do not fear an open conflict.
[02:32:01.184 --> 02:32:07.966]  It's not like a Wahhabi madrasa that has a religious fanaticism that wants to convert everybody to Islam.
[02:32:07.966 --> 02:32:08.886]  That's not the Shia
[02:32:09.306 --> 02:32:10.128]  We're good to go.
[02:32:19.167 --> 02:32:25.190]  Yeah, and they're open, they're growing, they're changing.
[02:32:25.190 --> 02:32:28.592]  The headscarf thing has slowly been depleted.
[02:32:28.592 --> 02:32:33.214]  I mean, when I was in Iran, they don't throw homosexuals off rooftops.
[02:32:33.214 --> 02:32:37.596]  In fact, they had a gay park where the homosexuals would go and congregate.
[02:32:37.596 --> 02:32:46.101]  So it's not as tyrannical and bloodthirsty as the mainstream media have tried to project, as Israel and its Mossad operations have tried to project.
[02:32:46.101 --> 02:32:47.281]  Iran is not that way.
[02:32:47.281 --> 02:32:48.542]  It reminded me of India.
[02:32:49.603 --> 02:32:56.247]  Let me ask you this, what do you make of Israel and what Netanyahu's up to in this quote judicial reform?
[02:32:56.247 --> 02:32:59.590]  The Israelis I've talked to say that Israel's going to a pure dictatorship right now.
[02:33:00.669 --> 02:33:01.610]  Yeah, I think you're right.
[02:33:01.610 --> 02:33:09.116]  I think they're going to play a role in a false flag in the Persian Gulf with the United States, again targeting tankers or other things.
[02:33:09.116 --> 02:33:18.443]  I think Netanyahu needs a war to deflect against this internal decomposition, this internal police state that he's got rising.
[02:33:18.443 --> 02:33:29.251]  I think he's, you know, Netanyahu goes back, we can go back to the 9-11 issue, and Netanyahu having close ties with a lot of the scoundrels that were participant in 9-11.
[02:33:31.192 --> 02:33:35.595]  Uh, you know, there's, there's, there's all sorts of connections to Mossad involved with there.
[02:33:35.595 --> 02:33:47.924]  The Israeli company that was involved at the development of the Pentagon reinforced structure where the auditors were examining the missing funds of the two point trillion dollars that my boss, Dov Zakheim, was the comptroller of.
[02:33:47.924 --> 02:33:49.985]  And then after the explosions in the Pentagon,
[02:33:50.538 --> 02:33:54.519]  Well, I try to stay out of the whole Israel fracas, but four months ago when he went on Jordan Peterson,
[02:34:13.241 --> 02:34:14.763]  And then I already said it other places.
[02:34:14.763 --> 02:34:19.787]  Netanyahu says, we're going to use the Israelis as guinea pigs to test drugs and see if they work or not.
[02:34:19.787 --> 02:34:21.889]  I mean, he literally just says that.
[02:34:21.889 --> 02:34:23.931]  And then Jordan Peters is like, interesting.
[02:34:23.931 --> 02:34:29.816]  He goes, yeah, we're going to be the medical center of the world because we're going to legalize forcibly testing on all our people.
[02:34:29.816 --> 02:34:32.779]  I mean, that's like fabulously evil.
[02:34:32.779 --> 02:34:33.400]  I mean, that's just...
[02:34:36.038 --> 02:34:36.678]  Yeah, you're right.
[02:34:36.678 --> 02:34:38.319]  Fabulously evil.
[02:34:38.319 --> 02:34:39.799]  I mean, he is a demoniac.
[02:34:39.799 --> 02:34:47.741]  I mean, the sad part is if 90% of the Israeli people have been vaccinated with the real COVID-19 vaccine, then they're going to be dead in a couple of years.
[02:34:47.741 --> 02:34:53.883]  Maybe that's why they're trying to... Certainly sterile, but I mean, Joseph Mengele did forced medical stuff on Jews.
[02:34:53.883 --> 02:35:04.746]  I mean, I was never even against that, Yahoo, but I mean, he's on TV saying, we're going to be the head of the medical system worldwide because we will test on our people and we will make them take it and we will see what it does to them and if it works or not.
[02:35:04.746 --> 02:35:05.466]  I'm like, what?
[02:35:06.078 --> 02:35:10.639]  I mean, that's like, we own your bodies!
[02:35:10.639 --> 02:35:14.580]  You know, I was in the Bush administration, George W. Bush administration.
[02:35:14.580 --> 02:35:16.500]  I was at the Heritage Foundation from 2003 to 2009.
[02:35:16.500 --> 02:35:22.202]  You know, I used to go to CPAC religiously all the time.
[02:35:22.202 --> 02:35:24.962]  I've been, you know, always in the conservative ranks.
[02:35:24.962 --> 02:35:27.683]  I remember Netanyahu, and I used to be on his side.
[02:35:27.683 --> 02:35:29.884]  I was a hardcore right-wing American.
[02:35:29.884 --> 02:35:35.325]  But as knowledge comes to you, as revelation comes to you, as wisdom comes to you,
[02:35:36.385 --> 02:35:37.966]  You start to evolve out of it.
[02:35:37.966 --> 02:35:51.034]  You start to shed these prior skins and misconceptions, and you start to be cleansed of propaganda, and you start to see things as they really are, and I think that's happening on a global scale.
[02:35:51.034 --> 02:35:56.597]  And the thing is, in America, I think we have the strongest people in the world.
[02:35:56.597 --> 02:36:00.920]  Patriots like yourself, I think the great state of Texas, the great Midwest,
[02:36:01.440 --> 02:36:08.405]  Florida, we have Americans that are the tip of the spear when it comes to the preservation of our rights and law.
[02:36:08.405 --> 02:36:23.354]  And I think we're also, as we wake up and we reject the American deep state and the American police state, we're also going to be rejecting this endless military-industrial complex juggernaut that has sent us on war based on the false flag event of 9-11.
[02:36:24.575 --> 02:36:25.496]  Up until now.
[02:36:25.496 --> 02:36:27.597]  We've gone into Afghanistan.
[02:36:27.597 --> 02:36:28.858]  We've gone into Iraq.
[02:36:28.858 --> 02:36:30.019]  We've gone into Syria.
[02:36:30.019 --> 02:36:31.820]  We've gone into Libya.
[02:36:31.820 --> 02:36:33.060]  We've gone into Yemen.
[02:36:33.060 --> 02:36:34.061]  Now we're in Ukraine.
[02:36:34.061 --> 02:36:36.202]  I think the American people are sick and tired of it.
[02:36:36.202 --> 02:36:39.945]  And when Tucker said to Mike Pence, you know, what about America?
[02:36:39.945 --> 02:36:43.267]  You look at all the stuff happening in America and you're not concerned about that?
[02:36:43.267 --> 02:36:46.709]  You're concerned about Ukraine getting more tanks that are getting blown up right and left?
[02:36:47.169 --> 02:36:48.912]  He says, none of my concern.
[02:36:48.912 --> 02:36:51.355]  And it was a real moment of candor.
[02:36:51.355 --> 02:36:52.296]  What about all the dying?
[02:36:52.296 --> 02:36:53.057]  What about the fentanyl?
[02:36:53.057 --> 02:36:53.958]  What about the homelessness?
[02:36:53.958 --> 02:36:55.300]  What about the veterans on the street?
[02:36:55.300 --> 02:36:56.842]  None of my concern.
[02:36:56.842 --> 02:37:01.848]  Really lowering his defenses and saying that.
[02:37:01.848 --> 02:37:03.731]  Why would you say America's none of my concern?
[02:37:05.183 --> 02:37:07.724]  I think because he's a traitor and he's a liar.
[02:37:07.724 --> 02:37:15.786]  His Chief of Staff was instrumental in the in the Strock, Lisa Page pinch of General Flynn.
[02:37:15.786 --> 02:37:32.530]  Covington & Burling, of course, another law firm that handled a lot of the Union Bank of Switzerland money racketeering, money laundering, that the Clinton Foundation, the Clinton State Department were doing, that law firm, Covington & Burling, sidled up to General Flynn until I told his brother and said,
[02:37:33.070 --> 02:37:50.421]  Here's what that law firm's all about and he promptly fired them and hired Sidney Powell and Sidney contacted me and we gave her some more material and suddenly the Department of Justice dropped all charges when they recognized the incestuousness between the Department of Justice and Covington and Burling was about to be revealed.
[02:37:50.421 --> 02:37:52.202]  That's why General Flynn's free.
[02:37:52.202 --> 02:37:55.264]  And I think the same incestuousness is coming out.
[02:37:55.264 --> 02:37:55.744]  We see it.
[02:37:56.424 --> 02:38:10.157]  And taste it with regards to the Department of Justice, the FBI, Merrick Garland, all of these fools that covered up the Hunter Biden laptop and have been weaponizing the government against Christians, Catholics, moms at PTA meetings.
[02:38:10.157 --> 02:38:12.259]  The American people won't stand for this.
[02:38:13.024 --> 02:38:26.454]  And it takes a lot to get them off their butts, but I think the heat has been turned up so quickly, as the summer months end, and people get into the political season of September and beyond, you're going to have a righteous rising.
[02:38:26.454 --> 02:38:41.785]  You're going to have patriots in every community, in every state, in every town, beginning to be much more demonstrative and flamboyant and firm, and speaking out against the most horrific crime of our century, which is the transgender
[02:38:42.325 --> 02:38:42.886]  We're good to go.
[02:39:03.067 --> 02:39:05.048]  Might have been, you know, hiding under a rock.
[02:39:05.048 --> 02:39:05.868]  I didn't know he said that.
[02:39:05.868 --> 02:39:09.289]  I don't like to say something so crazy and not actually show it to you.
[02:39:09.289 --> 02:39:18.511]  Mike Pence had the duty under the Constitution to stand up and say, I have been given material, because he was part of the briefings that Sidney Powell, everybody gave him.
[02:39:18.511 --> 02:39:28.794]  He can say, I've been given material that there is a foreign interference, specifically in the case of Union Bank of Switzerland, the Chinese Communist Party, purchasing ES&S Premier and Dominion voting machines.
[02:39:28.794 --> 02:39:32.275]  Based on that alone, I'm not accepting these votes until we have a more
[02:39:32.655 --> 02:39:39.239]  Sure, and then you've got the $400 million spent by Zuckerberg to go and get all the names of people that were dead or moved out of the district.
[02:39:39.239 --> 02:39:43.661]  I mean, they're saying in the indictment, the latest one in D.C.
[02:39:43.661 --> 02:39:49.124]  on January 6th, that one of the 21 lies is illegals voted in Georgia.
[02:39:49.124 --> 02:39:52.606]  They arrested 1,600 of them that did it just last year.
[02:39:52.606 --> 02:39:58.429]  I mean, the idea, all these jurisdictions are legalizing illegals voting and being police officers.
[02:39:58.429 --> 02:40:00.770]  I mean, here's the clip.
[02:40:02.384 --> 02:40:07.869]  Every city in the United States has become much worse over the past three years.
[02:40:07.869 --> 02:40:08.569]  Drive around.
[02:40:08.569 --> 02:40:12.012]  There's not one city that's gotten better in the United States.
[02:40:12.012 --> 02:40:13.413]  And it's visible.
[02:40:13.413 --> 02:40:22.661]  Our economy has degraded, the suicide rate has jumped, public filth and disorder and crime have exponentially increased, and yet
[02:40:23.277 --> 02:40:24.477]  The gift that keeps on giving.
[02:40:44.818 --> 02:40:46.899]  But they're so disconnected in their bubbles.
[02:40:46.899 --> 02:40:48.641]  They're so arrogant, like Biden.
[02:40:48.641 --> 02:40:52.823]  Yeah, they're investigating me for bribery and payoffs, my son.
[02:40:52.823 --> 02:40:56.886]  It's not simple to take a billion dollars if you don't fire that son of a bitch.
[02:40:56.886 --> 02:40:58.247]  And they fired him within an hour.
[02:40:58.247 --> 02:40:58.707]  And you know what?
[02:40:58.707 --> 02:41:00.749]  They put a gun that was reliable.
[02:41:00.749 --> 02:41:01.950]  I mean, that's a quote.
[02:41:01.950 --> 02:41:02.970]  I've played it.
[02:41:02.970 --> 02:41:04.031]  Get that quote ready.
[02:41:04.031 --> 02:41:05.452]  I mean, I've got it memorized.
[02:41:05.452 --> 02:41:06.933]  It's so ridiculous.
[02:41:06.933 --> 02:41:09.755]  But that arrogance only works so far, doesn't it?
[02:41:10.686 --> 02:41:11.827]  Yeah, yeah.
[02:41:11.827 --> 02:41:20.374]  And that's the – the major miscalculation is not understanding the human capability of processing information and changing.
[02:41:20.374 --> 02:41:20.874]  As F.A.
[02:41:20.874 --> 02:41:26.599]  Hayek had said, people are not pieces of wood to be whittled and shaped and carved.
[02:41:26.599 --> 02:41:30.042]  They are gardens to be – they grow and cultivate.
[02:41:30.843 --> 02:41:35.348]  Uh, and that's the difference between Democrat leftists and conservative Republicans.
[02:41:35.348 --> 02:41:37.211]  We understand people can change.
[02:41:37.211 --> 02:41:42.337]  We understand as good information comes in, bad information gets pushed out.
[02:41:42.337 --> 02:41:44.019]  That's what's happening to Rogan.
[02:41:44.019 --> 02:41:46.322]  That's what's happening to so many other people.
[02:41:46.322 --> 02:41:47.363]  As good information as
[02:41:48.364 --> 02:41:55.750]  The facts and the evidence of crimes and stupidity and arrogance like we're seeing here, people get exposed to it.
[02:41:55.750 --> 02:42:04.658]  They can't help but having in their gut a sense of, that's wrong, and if I vote with them, I'm on the wrong side.
[02:42:04.658 --> 02:42:05.758]  I'm voting wrong.
[02:42:05.758 --> 02:42:08.281]  You're voting against your own interests and common sense of the children.
[02:42:08.281 --> 02:42:11.203]  And I know what happened with Mike Pence, and I've talked to Tucker about it.
[02:42:12.011 --> 02:42:12.451]  I think so.
[02:42:30.257 --> 02:42:33.019]  Well, it's none of my concern.
[02:42:33.019 --> 02:42:35.500]  America just doesn't even matter.
[02:42:35.500 --> 02:42:36.741]  In fact, they hate it.
[02:42:36.741 --> 02:42:39.042]  And he just forgot where he was.
[02:42:39.042 --> 02:42:41.904]  I mean, again, how smart and elitist is that?
[02:42:41.904 --> 02:42:42.925]  He's not.
[02:42:42.925 --> 02:42:44.786]  How smart is Biden saying something like this?
[02:42:44.786 --> 02:42:46.727]  Here it is.
[02:42:46.727 --> 02:42:54.591]  I remember going over convincing our team or others to convincing us that we should be providing for loan guarantees.
[02:42:54.591 --> 02:42:55.192]  And I went over
[02:42:56.096 --> 02:43:05.143]  I guess the 12th, 13th time to Kiev, and I was supposed to announce that there was another billion dollar loan guarantee.
[02:43:05.143 --> 02:43:14.469]  And I had gotten a commitment from Poroshenko and from Yatsenyuk that they would take action against the state prosecutor, and they didn't.
[02:43:14.469 --> 02:43:21.154]  So they said, they were walking out to the press conference, and I said, we're not going to give you the billion dollars.
[02:43:21.154 --> 02:43:23.416]  They said, you have no authority, you're not the president.
[02:43:23.416 --> 02:43:24.837]  The president said, I said, call him.
[02:43:26.545 --> 02:43:29.146]  I said, I'm telling you, you're not getting a billion dollars.
[02:43:29.146 --> 02:43:30.426]  I said, you're not getting a billion.
[02:43:30.426 --> 02:43:32.766]  I'm going to be leaving here, I think it was, what, six hours?
[02:43:32.766 --> 02:43:34.807]  I said, I'm leaving in six hours.
[02:43:34.807 --> 02:43:37.908]  If the prosecutor's not fired, you're not getting the money.
[02:43:37.908 --> 02:43:40.268]  Oh, son of a bitch.
[02:43:40.268 --> 02:43:41.288]  Got fired.
[02:43:41.288 --> 02:43:45.770]  And they put in place someone who was solid.
[02:43:45.770 --> 02:43:49.250]  Who would let the money launder and organ harvest and everything else.
[02:43:49.250 --> 02:43:51.711]  So talk about the war crimes over there, because
[02:43:52.432 --> 02:44:01.504]  Now international aid groups that are third party, that don't have a dog in the fight, they're digging up huge mass graves with babies and children with their organs cut out.
[02:44:01.504 --> 02:44:06.510]  I mean, Ukraine, when I hear it's the most corrupt country in the world, is that an accurate statement?
[02:44:07.913 --> 02:44:09.193]  Oh, without a doubt.
[02:44:09.193 --> 02:44:11.414]  It's not even just corrupt, Alex.
[02:44:11.414 --> 02:44:19.316]  It's turned into a monstrosity, house of horror, hell on earth, with the drug manipulation of minds.
[02:44:19.316 --> 02:44:36.101]  Remember, it was the CIMK-Ultra brainwashing that began developing in 1997 in Ukraine to generate a hatred for Russia, to blame Russia for all the woes of Ukraine, which is complete fraud.
[02:44:37.362 --> 02:44:41.466]  This has been a long time growing and cultivating.
[02:44:41.466 --> 02:44:56.599]  That's what you see with all these Nazi tattoos and worshippers of Bandera and add to that the methamphetamine drugs and the mind control and then saying go cut out these organs and you'll get a thousand dollars or more.
[02:44:56.599 --> 02:45:00.143]  You've got this monstrosity that's unleashed and
[02:45:01.063 --> 02:45:07.605]  There are tremendous war crimes that are being prosecuted right now in Russia, and it's only going to accelerate.
[02:45:07.605 --> 02:45:16.388]  Russia has presented this to the United Nations, and Britain and France and the United States objected to the introduction of evidence where the U.S.
[02:45:16.388 --> 02:45:20.110]  biochemical labs were seeking Slavic DNA.
[02:45:20.110 --> 02:45:23.771]  Which first they denied a year ago, but now Victoria Nuland admits real.
[02:45:25.074 --> 02:45:25.914]  Yeah, that's right.
[02:45:25.914 --> 02:45:26.394]  That's right.
[02:45:26.394 --> 02:45:28.415]  These biochemical labs were real.
[02:45:28.415 --> 02:45:30.815]  The work they were doing was real.
[02:45:30.815 --> 02:45:44.899]  They slipped the plot into the last James Bond film, No Time to Die, where they were targeting DNA-targeted weapon systems, dropping diseases, communicable diseases, through flies and mosquitoes.
[02:45:45.399 --> 02:45:46.900]  Go ahead and tell people what you're finding is happening.
[02:45:46.900 --> 02:45:47.941]  Go ahead and tell them.
[02:46:13.823 --> 02:46:30.203]  Well, I've got friends of mine who are in Ukraine fighting for their lives and their preservation, and many are Americans, former military guys from Texas, in fact, who've got relatives and blood there, and they're talking about the Ukrainians would
[02:46:32.165 --> 02:46:36.028]  Also, we see them tying people up to light poles and stuff with plastic.
[02:46:57.205 --> 02:47:05.471]  Yep, tying them up, electrocuting them, of course burning them with torches.
[02:47:05.471 --> 02:47:15.118]  You know, I think the movie Hostel is a very accurate depiction of what the United States CIA has been preparing these people to do.
[02:47:15.118 --> 02:47:17.299]  The US CIA did that in Libya too.
[02:47:17.299 --> 02:47:23.904]  They were cutting off women's breasts and putting them in the refrigerators of Libyans to traumatize
[02:47:24.484 --> 02:47:26.825]  And to intimidate them.
[02:47:26.825 --> 02:47:29.967]  That's CIA mind control operations, I know.
[02:47:29.967 --> 02:47:33.869]  So we've had a part, and the Mossad have been involved with this too.
[02:47:33.869 --> 02:47:40.032]  The Mossad teaching the Ukrainians how to waterboard and engage in torture that the Mossad have been doing to the Palestinians.
[02:47:40.032 --> 02:47:41.373]  I saw that when I was in Lebanon.
[02:47:42.603 --> 02:47:49.047]  So, the horrific tortures and the things like that, Russia is going to eventually prosecute.
[02:47:49.047 --> 02:47:50.407]  Zelensky is going to be dead.
[02:47:50.407 --> 02:47:57.091]  He's going to be caught in a cage and prosecuted, or he's going to be found dead, but he's not going to escape.
[02:47:57.091 --> 02:47:59.012]  He's not going to be given safe haven.
[02:47:59.012 --> 02:48:03.674]  He may try and escape into his mansion in Florida, but he'll be killed there too.
[02:48:03.674 --> 02:48:07.376]  The Russians are not going to back down.
[02:48:07.376 --> 02:48:10.298]  Revenge is a dish best served cold, and the Russians know that.
[02:48:10.778 --> 02:48:13.660]  And I think, in a sense, they're going to serve that upon the Europeans.
[02:48:13.660 --> 02:48:19.383]  As they get cold this winter, they're going to go, wow, if we return to Russia, at least we can live.
[02:48:19.383 --> 02:48:22.765]  And, you know, we can, you know, abandon this U.S.
[02:48:22.765 --> 02:48:23.265]  vassals.
[02:48:23.265 --> 02:48:25.746]  Sure, so you mentioned earlier, you think there may be a peace deal.
[02:48:25.746 --> 02:48:34.071]  Talk about that, but let's digress again, in the time we have left here, this is fascinating, to the so-called coup and with the Wagner Group and all that.
[02:48:34.071 --> 02:48:36.032]  What was really going on there, now that we have some hindsight?
[02:48:37.099 --> 02:48:40.461]  Well, I think there's a lot of experts.
[02:48:40.461 --> 02:48:46.165]  Larry Johnson, former CIA guy, and I are in agreement that this was a planned PSYOP operation.
[02:48:46.165 --> 02:48:54.131]  What you see in the Western media, what you see projected, is not actually what was occurring on the ground.
[02:48:55.603 --> 02:49:02.648]  Putin and the Prishkin fellow was leading it.
[02:49:02.648 --> 02:49:09.873]  I think they did this as part of a maneuver, a deception operation to position themselves into Belarus.
[02:49:09.873 --> 02:49:16.538]  I think Belarus and Russia, of course, and Crimea are going to close the cauldron on Ukraine.
[02:49:16.538 --> 02:49:19.020]  They're just allowing them to run out of men.
[02:49:19.020 --> 02:49:21.021]  The Ukrainian army is like 43,000 people now, down from 500,000.
[02:49:23.823 --> 02:49:34.713]  So Ukraine is... So that was a pretext to move the mercenaries into Belarus?
[02:49:34.713 --> 02:49:46.963]  Yeah, they're going to move them into Belarus because eventually all of Ukraine is going to be... The Russians are not going to allow Ukraine to have a peace deal or do a timeout or do another Minsk agreement.
[02:49:46.963 --> 02:49:50.667]  Remember, the Minsk agreements were put forth by Merkel
[02:49:51.367 --> 02:49:58.453]  And the French to say, let's stop the war between Ukraine and Russia.
[02:49:58.453 --> 02:50:03.176]  And instead, Russia said, OK, fine, we'll do a ceasefire.
[02:50:03.176 --> 02:50:13.084]  And instead, the Ukrainians used that as their opportunity to refurbish their forces, to basically get their second wind.
[02:50:13.084 --> 02:50:16.246]  And then they violated everything in the Minsk agreements.
[02:50:16.246 --> 02:50:18.868]  Russia's not going to be fooled again into doing that.
[02:50:20.049 --> 02:50:23.290]  I was about to say, that's what I've been thinking and reading.
[02:50:23.290 --> 02:50:24.030]  It's going to be carved up.
[02:50:50.532 --> 02:50:51.253]  Yes.
[02:50:51.253 --> 02:50:52.214]  Yeah, I think so.
[02:50:52.214 --> 02:50:53.876]  And it always was.
[02:50:53.876 --> 02:50:55.718]  It was never really a nation of its own.
[02:50:55.718 --> 02:50:57.099]  It was always part of Russia.
[02:50:57.099 --> 02:51:07.231]  It was, you know, you can go back 500 years and see all of those musical chairs have been shifting and turning and, you know, changing governments and boundaries.
[02:51:07.231 --> 02:51:09.814]  So that whole area has always been Russia.
[02:51:10.454 --> 02:51:23.688]  And I think as the West is disintegrating into decadence and madness and COVID-19 death and infertility and being overrun by African migrants and all that jazz, Russia isn't.
[02:51:25.141 --> 02:51:38.455]  I think as the West deteriorates under all of the fleas that have infected it, the confidence of the Russian belief and its values and its empire are only going to grow.
[02:51:38.455 --> 02:51:47.445]  I was about to say, I know the Poles and the Russians have a lot of ancient beef together, but I look at Polish internal policy, it's very similar, I'd say the closest to what I see is Russian policy.
[02:51:49.474 --> 02:51:54.258]  Well, Poland has always been described as kind of a mad hatter.
[02:51:54.258 --> 02:52:07.027]  They've got animosity in Germany, they're trying to force the Germans to pay reparations, and then they're fighting with Russia, sending its own military into Ukraine.
[02:52:07.027 --> 02:52:10.009]  The U.S., of course, has lost its own personnel there.
[02:52:10.009 --> 02:52:11.230]  The U.S.
[02:52:11.230 --> 02:52:17.795]  group called Spirit of America was all these former military guys, including my old boss, Admiral Eric Olson.
[02:52:18.876 --> 02:52:25.459]  All of these people were in Ukraine doing broadcast operations, propaganda operations, and you had people that were close to Trump.
[02:52:25.459 --> 02:52:36.746]  That's why Trump needs to learn from his mistakes in the past and not hire or have anybody close to him in his government that has any connections to these deep states.
[02:52:36.746 --> 02:52:39.928]  Look what happened to him when Mike Pence was his vice president.
[02:52:39.928 --> 02:52:43.050]  It was the undoing of Trump, literally.
[02:52:43.050 --> 02:52:46.572]  And you look at all of these people that have stabbed him in the back.
[02:52:47.447 --> 02:52:49.109]  We said that in the very beginning.
[02:52:49.109 --> 02:52:49.569]  No, exactly.
[02:52:49.569 --> 02:52:53.953]  But NATO says it wants at least four more years of war.
[02:52:53.953 --> 02:52:55.835]  Do you think that's wishful thinking?
[02:52:55.835 --> 02:52:57.677]  You gave a date earlier.
[02:52:57.677 --> 02:52:59.298]  When do you think Russia wants to end this?
[02:52:59.298 --> 02:53:03.482]  You already elaborated on it, but how would Russia do it?
[02:53:03.482 --> 02:53:05.284]  Russia has 900 tanks.
