[00:00.000 --> 00:11.000]  We are on the March. The Empire is on the run. Alex Jones and the GCN Radio Network.
[01:11:59.000 --> 01:12:01.000]  1
[01:12:01.000 --> 01:12:03.000]  1
[01:12:03.000 --> 01:12:05.000]  1
[01:12:05.000 --> 01:12:07.000]  1
[01:12:07.000 --> 01:12:09.000]  1
[01:12:09.000 --> 01:12:11.000]  1
[01:12:11.000 --> 01:12:13.000]  1
[01:12:13.000 --> 01:12:15.000]  1
[01:12:15.000 --> 01:12:17.000]  1
[01:12:17.000 --> 01:12:19.000]  1
[01:12:19.000 --> 01:12:21.000]  1
[01:12:21.000 --> 01:12:23.000]  1
[01:12:23.000 --> 01:12:25.000]  1
[01:12:25.000 --> 01:12:27.000]  1
[01:12:27.000 --> 01:12:29.000]  1
[01:12:29.000 --> 01:12:31.000]  1
[01:12:31.000 --> 01:12:33.000]  1
[01:12:33.000 --> 01:12:35.000]  1
[01:12:35.000 --> 01:12:37.000]  1
[01:12:37.000 --> 01:12:39.000]  1
[01:12:39.000 --> 01:12:41.000]  1
[01:12:41.000 --> 01:12:43.000]  1
[01:12:43.000 --> 01:12:45.000]  1
[01:12:45.000 --> 01:12:47.000]  1
[01:12:47.000 --> 01:12:49.000]  1
[01:12:49.000 --> 01:12:51.000]  1
[01:12:51.000 --> 01:12:53.000]  1
[01:12:53.000 --> 01:12:55.000]  1
[01:12:55.000 --> 01:12:57.000]  1
[01:12:57.000 --> 01:12:59.000]  1
[01:12:59.000 --> 01:13:01.000]  1
[01:13:01.000 --> 01:13:03.000]  1
[01:13:03.000 --> 01:13:05.000]  1
[01:13:05.000 --> 01:13:07.000]  1
[01:13:07.000 --> 01:13:09.000]  1
[01:13:09.000 --> 01:13:11.000]  1
[01:13:11.000 --> 01:13:13.000]  1
[01:13:13.000 --> 01:13:15.000]  1
[01:13:15.000 --> 01:13:17.000]  1
[01:13:17.000 --> 01:13:19.000]  1
[01:13:19.000 --> 01:13:21.000]  1
[01:13:21.000 --> 01:13:23.000]  1
[01:13:23.000 --> 01:13:25.000]  1
[01:13:25.000 --> 01:13:27.000]  1
[01:13:27.000 --> 01:13:29.000]  1
[01:13:29.000 --> 01:13:31.000]  1
[01:13:31.000 --> 01:13:33.000]  1
[01:13:33.000 --> 01:13:35.000]  1
[01:13:35.000 --> 01:13:37.000]  1
[01:13:37.000 --> 01:13:39.000]  1
[01:13:39.000 --> 01:13:41.000]  1
[01:13:41.000 --> 01:13:43.000]  1
[01:13:43.000 --> 01:13:45.000]  1
[01:13:45.000 --> 01:13:47.000]  1
[01:13:47.000 --> 01:13:49.000]  1
[01:13:49.000 --> 01:13:51.000]  1
[01:13:51.000 --> 01:13:53.000]  1
[01:13:53.000 --> 01:13:55.000]  1
[01:13:55.000 --> 01:13:57.000]  1
[01:13:57.000 --> 01:13:59.000]  1
[01:13:59.000 --> 01:14:01.000]  1
[01:14:01.000 --> 01:14:03.000]  1
[01:14:03.000 --> 01:14:05.000]  1
[01:14:05.000 --> 01:14:07.000]  1
[01:14:07.000 --> 01:14:09.000]  1
[01:14:09.000 --> 01:14:11.000]  1
[01:14:11.000 --> 01:14:13.000]  1
[01:14:13.000 --> 01:14:15.000]  1
[01:14:15.000 --> 01:14:17.000]  1
[01:14:17.000 --> 01:14:19.000]  1
[01:14:19.000 --> 01:14:21.000]  1
[01:14:21.000 --> 01:14:23.000]  1
[01:14:23.000 --> 01:14:25.000]  1
[01:14:25.000 --> 01:14:27.000]  1
[01:14:27.000 --> 01:14:29.000]  1
[01:14:29.000 --> 01:14:31.000]  1
[01:14:31.000 --> 01:14:33.000]  1
[01:14:33.000 --> 01:14:35.000]  1
[01:14:35.000 --> 01:14:37.000]  1
[01:14:37.000 --> 01:14:39.000]  1
[01:14:39.000 --> 01:14:41.000]  1
[01:14:41.000 --> 01:14:43.000]  1
[01:14:43.000 --> 01:14:45.000]  1
[01:14:45.000 --> 01:14:47.000]  1
[01:14:47.000 --> 01:14:49.000]  1
[01:14:49.000 --> 01:14:51.000]  1
[01:14:51.000 --> 01:14:53.000]  1
[01:14:53.000 --> 01:14:55.000]  1
[01:14:55.000 --> 01:14:57.000]  1
[01:14:57.000 --> 01:14:59.000]  1
[01:14:59.000 --> 01:15:01.000]  1
[01:15:01.000 --> 01:15:03.000]  1
[01:15:03.000 --> 01:15:05.000]  1
[01:15:05.000 --> 01:15:07.000]  1
[01:15:07.000 --> 01:15:09.000]  1
[01:15:09.000 --> 01:15:11.000]  1
[01:15:11.000 --> 01:15:13.000]  1
[01:15:13.000 --> 01:15:15.000]  1
[01:15:15.000 --> 01:15:17.000]  1
[01:15:17.000 --> 01:15:19.000]  1
[01:15:19.000 --> 01:15:21.000]  1
[01:15:21.000 --> 01:15:23.000]  1
[01:15:23.000 --> 01:15:25.000]  1
[01:15:25.000 --> 01:15:27.000]  1
[01:15:27.000 --> 01:15:29.000]  1
[01:15:29.000 --> 01:15:31.000]  1
[01:15:31.000 --> 01:15:33.000]  1
[01:15:33.000 --> 01:15:35.000]  1
[01:15:35.000 --> 01:15:37.000]  1
[01:15:37.000 --> 01:15:39.000]  1
[01:15:39.000 --> 01:15:41.000]  1
[01:15:41.000 --> 01:15:43.000]  1
[01:15:43.000 --> 01:15:45.000]  1
[01:15:45.000 --> 01:15:47.000]  1
[01:15:47.000 --> 01:15:49.000]  1
[01:15:49.000 --> 01:15:51.000]  1
[01:15:51.000 --> 01:15:53.000]  1
[01:15:53.000 --> 01:15:55.000]  1
[01:15:55.000 --> 01:15:57.000]  1
[01:15:57.000 --> 01:15:59.000]  1
[01:15:59.000 --> 01:16:01.000]  1
[01:16:01.000 --> 01:16:03.000]  1
[01:16:03.000 --> 01:16:05.000]  1
[01:16:05.000 --> 01:16:07.000]  1
[01:16:07.000 --> 01:16:09.000]  1
[01:16:09.000 --> 01:16:11.000]  1
[01:16:11.000 --> 01:16:13.000]  1
[01:16:13.000 --> 01:16:15.000]  1
[01:16:15.000 --> 01:16:17.000]  1
[01:16:17.000 --> 01:16:19.000]  1
[01:16:19.000 --> 01:16:21.000]  1
[01:16:21.000 --> 01:16:23.000]  1
[01:16:23.000 --> 01:16:25.000]  1
[01:16:25.000 --> 01:16:27.000]  1
[01:16:27.000 --> 01:16:29.000]  1
[01:16:29.000 --> 01:16:31.000]  1
[01:16:31.000 --> 01:16:33.000]  1
[01:16:33.000 --> 01:16:35.000]  1
[01:16:35.000 --> 01:16:37.000]  1
[01:16:37.000 --> 01:16:39.000]  1
[01:16:39.000 --> 01:16:41.000]  1
[01:16:41.000 --> 01:16:43.000]  1
[01:16:43.000 --> 01:16:45.000]  1
[01:16:45.000 --> 01:16:47.000]  1
[01:16:47.000 --> 01:16:49.000]  1
[01:16:49.000 --> 01:16:51.000]  1
[01:16:51.000 --> 01:16:53.000]  1
[01:16:53.000 --> 01:16:55.000]  1
[01:16:55.000 --> 01:16:57.000]  1
[01:16:57.000 --> 01:16:59.000]  1
[01:16:59.000 --> 01:17:01.000]  1
[01:17:01.000 --> 01:17:03.000]  1
[01:17:03.000 --> 01:17:05.000]  1
[01:17:05.000 --> 01:17:07.000]  1
[01:17:07.000 --> 01:17:09.000]  1
[01:17:09.000 --> 01:17:11.000]  1
[01:17:11.000 --> 01:17:13.000]  1
[01:17:13.000 --> 01:17:15.000]  1
[01:17:15.000 --> 01:17:17.000]  1
[01:17:17.000 --> 01:17:19.000]  1
[01:17:19.000 --> 01:17:21.000]  1
[01:17:21.000 --> 01:17:23.000]  1
[01:17:23.000 --> 01:17:25.000]  1
[01:17:25.000 --> 01:17:27.000]  1
[01:17:27.000 --> 01:17:29.000]  1
[01:17:29.000 --> 01:17:31.000]  1
[01:17:31.000 --> 01:17:33.000]  1
[01:17:33.000 --> 01:17:35.000]  1
[01:17:35.000 --> 01:17:37.000]  1
[01:17:37.000 --> 01:17:39.000]  1
[01:17:39.000 --> 01:17:41.000]  1
[01:17:41.000 --> 01:17:43.000]  1
[01:17:43.000 --> 01:17:45.000]  1
[01:17:45.000 --> 01:17:47.000]  1
[01:17:47.000 --> 01:17:49.000]  1
[01:17:49.000 --> 01:17:51.000]  1
[01:17:51.000 --> 01:17:53.000]  1
[01:17:53.000 --> 01:17:55.000]  1
[01:17:55.000 --> 01:17:57.000]  1
[01:17:57.000 --> 01:17:59.000]  1
[01:17:59.000 --> 01:18:01.000]  1
[01:18:01.000 --> 01:18:03.000]  1
[01:18:03.000 --> 01:18:05.000]  1
[01:18:05.000 --> 01:18:07.000]  1
[01:18:07.000 --> 01:18:09.000]  1
[01:18:09.000 --> 01:18:11.000]  1
[01:18:11.000 --> 01:18:13.000]  1
[01:18:13.000 --> 01:18:15.000]  1
[01:18:15.000 --> 01:18:17.000]  1
[01:18:17.000 --> 01:18:19.000]  1
[01:18:19.000 --> 01:18:21.000]  1
[01:18:21.000 --> 01:18:23.000]  1
[01:18:23.000 --> 01:18:25.000]  1
[01:18:25.000 --> 01:18:27.000]  1
[01:18:27.000 --> 01:18:29.000]  1
[01:18:29.000 --> 01:18:31.000]  1
[01:18:31.000 --> 01:18:33.000]  1
[01:18:33.000 --> 01:18:35.000]  1
[01:18:35.000 --> 01:18:37.000]  1
[01:18:37.000 --> 01:18:39.000]  1
[01:18:39.000 --> 01:18:41.000]  1
[01:18:41.000 --> 01:18:43.000]  1
[01:18:43.000 --> 01:18:45.000]  1
[01:18:45.000 --> 01:18:47.000]  1
[01:18:47.000 --> 01:18:49.000]  1
[01:18:49.000 --> 01:18:51.000]  1
[01:18:51.000 --> 01:18:53.000]  1
[01:18:53.000 --> 01:18:55.000]  1
[01:18:55.000 --> 01:18:57.000]  1
[01:18:57.000 --> 01:18:59.000]  1
[01:18:59.000 --> 01:19:01.000]  1
[01:19:01.000 --> 01:19:03.000]  1
[01:19:03.000 --> 01:19:05.000]  1
[01:19:05.000 --> 01:19:07.000]  1
[01:19:07.000 --> 01:19:09.000]  1
[01:19:09.000 --> 01:19:11.000]  1
[01:19:11.000 --> 01:19:13.000]  1
[01:19:13.000 --> 01:19:15.000]  1
[01:19:15.000 --> 01:19:17.000]  1
[01:19:17.000 --> 01:19:19.000]  1
[01:19:19.000 --> 01:19:21.000]  1
[01:19:21.000 --> 01:19:23.000]  1
[01:19:23.000 --> 01:19:25.000]  1
[01:19:25.000 --> 01:19:27.000]  1
[01:19:27.000 --> 01:19:29.000]  1
[01:19:29.000 --> 01:19:31.000]  1
[01:19:31.000 --> 01:19:33.000]  1
[01:19:33.000 --> 01:19:35.000]  1
[01:19:35.000 --> 01:19:37.000]  1
[01:19:37.000 --> 01:19:39.000]  1
[01:19:39.000 --> 01:19:41.000]  1
[01:19:41.000 --> 01:19:43.000]  1
[01:19:43.000 --> 01:19:45.000]  1
[01:19:45.000 --> 01:19:47.000]  1
[01:19:47.000 --> 01:19:49.000]  1
[01:19:49.000 --> 01:19:51.000]  1
[01:19:51.000 --> 01:19:53.000]  1
[01:19:53.000 --> 01:19:55.000]  1
[01:19:55.000 --> 01:19:57.000]  1
[01:19:57.000 --> 01:19:59.000]  1
[01:19:59.000 --> 01:20:01.000]  1
[01:20:01.000 --> 01:20:03.000]  1
[01:20:03.000 --> 01:20:05.000]  1
[01:20:05.000 --> 01:20:07.000]  1
[01:20:07.000 --> 01:20:09.000]  1
[01:20:09.000 --> 01:20:11.000]  1
[01:20:11.000 --> 01:20:13.000]  1
[01:20:13.000 --> 01:20:15.000]  1
[01:20:15.000 --> 01:20:17.000]  1
[01:20:17.000 --> 01:20:19.000]  1
[01:20:19.000 --> 01:20:21.000]  1
[01:20:21.000 --> 01:20:23.000]  1
[01:20:23.000 --> 01:20:25.000]  1
[01:20:25.000 --> 01:20:27.000]  1
[01:20:27.000 --> 01:20:29.000]  1
[01:20:29.000 --> 01:20:31.000]  1
[01:20:31.000 --> 01:20:33.000]  1
[01:20:33.000 --> 01:20:35.000]  1
[01:20:35.000 --> 01:20:37.000]  1
[01:20:37.000 --> 01:20:39.000]  1
[01:20:39.000 --> 01:20:41.000]  1
[01:20:41.000 --> 01:20:43.000]  1
[01:20:43.000 --> 01:20:45.000]  1
[01:20:45.000 --> 01:20:47.000]  1
[01:20:47.000 --> 01:20:49.000]  1
[01:20:49.000 --> 01:20:51.000]  1
[01:20:51.000 --> 01:20:53.000]  1
[01:20:53.000 --> 01:20:55.000]  1
[01:20:55.000 --> 01:20:57.000]  1
[01:20:57.000 --> 01:20:59.000]  1
[01:20:59.000 --> 01:21:01.000]  1
[01:21:01.000 --> 01:21:03.000]  1
[01:21:03.000 --> 01:21:05.000]  1
[01:21:05.000 --> 01:21:07.000]  1
[01:21:07.000 --> 01:21:09.000]  1
[01:21:09.000 --> 01:21:11.000]  1
[01:21:11.000 --> 01:21:13.000]  1
[01:21:13.000 --> 01:21:15.000]  1
[01:21:15.000 --> 01:21:17.000]  1
[01:21:17.000 --> 01:21:19.000]  1
[01:21:19.000 --> 01:21:21.000]  1
[01:21:21.000 --> 01:21:23.000]  1
[01:21:23.000 --> 01:21:25.000]  1
[01:21:25.000 --> 01:21:27.000]  1
[01:21:27.000 --> 01:21:29.000]  1
[01:21:29.000 --> 01:21:31.000]  1
[01:21:31.000 --> 01:21:33.000]  1
[01:21:33.000 --> 01:21:35.000]  1
[01:21:35.000 --> 01:21:37.000]  1
[01:21:37.000 --> 01:21:39.000]  1
[01:21:39.000 --> 01:21:41.000]  1
[01:21:41.000 --> 01:21:43.000]  1
[01:21:43.000 --> 01:21:45.000]  1
[01:21:45.000 --> 01:21:47.000]  1
[01:21:47.000 --> 01:21:49.000]  1
[01:21:49.000 --> 01:21:51.000]  1
[01:21:51.000 --> 01:21:53.000]  1
[01:21:53.000 --> 01:21:55.000]  1
[01:21:55.000 --> 01:21:57.000]  1
[01:21:57.000 --> 01:21:59.000]  1
[01:21:59.000 --> 01:22:01.000]  1
[01:22:01.000 --> 01:22:03.000]  1
[01:22:03.000 --> 01:22:05.000]  1
[01:22:05.000 --> 01:22:07.000]  1
[01:22:07.000 --> 01:22:09.000]  1
[01:22:09.000 --> 01:22:11.000]  1
[01:22:11.000 --> 01:22:13.000]  1
[01:22:13.000 --> 01:22:15.000]  1
[01:22:15.000 --> 01:22:17.000]  1
[01:22:17.000 --> 01:22:19.000]  1
[01:22:19.000 --> 01:22:21.000]  1
[01:22:21.000 --> 01:22:23.000]  1
[01:22:23.000 --> 01:22:25.000]  1
[01:22:25.000 --> 01:22:27.000]  1
[01:22:27.000 --> 01:22:29.000]  1
[01:22:29.000 --> 01:22:31.000]  1
[01:22:31.000 --> 01:22:33.000]  1
[01:22:33.000 --> 01:22:35.000]  1
[01:22:35.000 --> 01:22:37.000]  1
[01:22:37.000 --> 01:22:39.000]  1
[01:22:39.000 --> 01:22:41.000]  1
[01:22:41.000 --> 01:22:43.000]  1
[01:22:43.000 --> 01:22:45.000]  1
[01:22:45.000 --> 01:22:47.000]  1
[01:22:47.000 --> 01:22:49.000]  1
[01:22:49.000 --> 01:22:51.000]  1
[01:22:51.000 --> 01:22:53.000]  1
[01:22:53.000 --> 01:22:55.000]  1
[01:22:55.000 --> 01:22:57.000]  1
[01:22:57.000 --> 01:22:59.000]  1
[01:22:59.000 --> 01:23:01.000]  1
[01:23:01.000 --> 01:23:03.000]  1
[01:23:03.000 --> 01:23:05.000]  1
[01:23:05.000 --> 01:23:07.000]  1
[01:23:07.000 --> 01:23:09.000]  1
[01:23:09.000 --> 01:23:11.000]  1
[01:23:11.000 --> 01:23:13.000]  1
[01:23:13.000 --> 01:23:15.000]  1
[01:23:15.000 --> 01:23:17.000]  1
[01:23:17.000 --> 01:23:19.000]  1
[01:23:19.000 --> 01:23:21.000]  1
[01:23:21.000 --> 01:23:23.000]  1
[01:23:23.000 --> 01:23:25.000]  1
[01:23:25.000 --> 01:23:27.000]  1
[01:23:27.000 --> 01:23:29.000]  1
[01:23:29.000 --> 01:23:31.000]  1
[01:23:31.000 --> 01:23:33.000]  1
[01:23:33.000 --> 01:23:35.000]  1
[01:23:35.000 --> 01:23:37.000]  1
[01:23:37.000 --> 01:23:39.000]  1
[01:23:39.000 --> 01:23:41.000]  1
[01:23:41.000 --> 01:23:43.000]  1
[01:23:43.000 --> 01:23:45.000]  1
[01:23:45.000 --> 01:23:47.000]  1
[01:23:47.000 --> 01:23:49.000]  1
[01:23:49.000 --> 01:23:51.000]  1
[01:23:51.000 --> 01:23:53.000]  1
[01:23:53.000 --> 01:23:55.000]  1
[01:23:55.000 --> 01:23:57.000]  1
[01:23:57.000 --> 01:23:59.000]  1
[01:23:59.000 --> 01:24:01.000]  1
[01:24:01.000 --> 01:24:03.000]  1
[01:24:03.000 --> 01:24:05.000]  1
[01:24:05.000 --> 01:24:07.000]  1
[01:24:07.000 --> 01:24:09.000]  1
[01:24:09.000 --> 01:24:11.000]  1
[01:24:11.000 --> 01:24:13.000]  1
[01:24:13.000 --> 01:24:15.000]  1
[01:24:15.000 --> 01:24:17.000]  1
[01:24:17.000 --> 01:24:19.000]  1
[01:24:19.000 --> 01:24:21.000]  1
[01:24:21.000 --> 01:24:23.000]  1
[01:24:23.000 --> 01:24:25.000]  1
[01:24:25.000 --> 01:24:27.000]  1
[01:24:27.000 --> 01:24:29.000]  1
[01:24:29.000 --> 01:24:31.000]  1
[01:24:31.000 --> 01:24:33.000]  1
[01:24:33.000 --> 01:24:35.000]  1
[01:24:35.000 --> 01:24:37.000]  1
[01:24:37.000 --> 01:24:39.000]  1
[01:24:39.000 --> 01:24:41.000]  1
[01:24:41.000 --> 01:24:43.000]  1
[01:24:43.000 --> 01:24:45.000]  1
[01:24:45.000 --> 01:24:47.000]  1
[01:24:47.000 --> 01:24:49.000]  1
[01:24:49.000 --> 01:24:51.000]  1
[01:24:51.000 --> 01:24:53.000]  1
[01:24:53.000 --> 01:24:55.000]  1
[01:24:55.000 --> 01:24:57.000]  1
[01:24:57.000 --> 01:24:59.000]  1
[01:24:59.000 --> 01:25:01.000]  1
[01:25:01.000 --> 01:25:03.000]  1
[01:25:03.000 --> 01:25:05.000]  1
[01:25:05.000 --> 01:25:07.000]  1
[01:25:07.000 --> 01:25:09.000]  1
[01:25:09.000 --> 01:25:11.000]  1
[01:25:11.000 --> 01:25:13.000]  1
[01:25:13.000 --> 01:25:15.000]  1
[01:25:15.000 --> 01:25:17.000]  1
[01:25:17.000 --> 01:25:19.000]  1
[01:25:19.000 --> 01:25:21.000]  1
[01:25:21.000 --> 01:25:23.000]  1
[01:25:23.000 --> 01:25:25.000]  1
[01:25:25.000 --> 01:25:27.000]  1
[01:25:27.000 --> 01:25:29.000]  1
[01:25:29.000 --> 01:25:31.000]  1
[01:25:31.000 --> 01:25:33.000]  1
[01:25:33.000 --> 01:25:35.000]  1
[01:25:35.000 --> 01:25:37.000]  1
[01:25:37.000 --> 01:25:39.000]  1
[01:25:39.000 --> 01:25:41.000]  1
[01:25:41.000 --> 01:25:43.000]  1
[01:25:43.000 --> 01:25:45.000]  1
[01:25:45.000 --> 01:25:47.000]  1
[01:25:47.000 --> 01:25:49.000]  1
[01:25:49.000 --> 01:25:51.000]  1
[01:25:51.000 --> 01:25:53.000]  1
[01:25:53.000 --> 01:25:55.000]  1
[01:25:55.000 --> 01:25:57.000]  1
[01:25:57.000 --> 01:25:59.000]  1
[01:25:59.000 --> 01:26:01.000]  1
[01:26:01.000 --> 01:26:03.000]  1
[01:26:03.000 --> 01:26:05.000]  1
[01:26:05.000 --> 01:26:07.000]  1
[01:26:07.000 --> 01:26:09.000]  1
[01:26:09.000 --> 01:26:11.000]  1
[01:26:11.000 --> 01:26:13.000]  1
[01:26:13.000 --> 01:26:15.000]  1
[01:26:15.000 --> 01:26:17.000]  1
[01:26:17.000 --> 01:26:19.000]  1
[01:26:19.000 --> 01:26:21.000]  1
[01:26:21.000 --> 01:26:23.000]  1
[01:26:23.000 --> 01:26:25.000]  1
[01:26:25.000 --> 01:26:27.000]  1
[01:26:27.000 --> 01:26:29.000]  1
[01:26:29.000 --> 01:26:31.000]  1
[01:26:31.000 --> 01:26:33.000]  1
[01:26:33.000 --> 01:26:35.000]  1
[01:26:35.000 --> 01:26:37.000]  1
[01:26:37.000 --> 01:26:39.000]  1
[01:26:39.000 --> 01:26:41.000]  1
[01:26:41.000 --> 01:26:43.000]  1
[01:26:43.000 --> 01:26:45.000]  1
[01:26:45.000 --> 01:26:47.000]  1
[01:26:47.000 --> 01:26:49.000]  1
[01:26:49.000 --> 01:26:51.000]  1
[01:26:51.000 --> 01:26:53.000]  1
[01:26:53.000 --> 01:26:55.000]  1
[01:26:55.000 --> 01:26:57.000]  1
[01:26:57.000 --> 01:26:59.000]  1
[01:26:59.000 --> 01:27:01.000]  1
[01:27:01.000 --> 01:27:03.000]  1
[01:27:03.000 --> 01:27:05.000]  1
[01:27:05.000 --> 01:27:07.000]  1
[01:27:07.000 --> 01:27:09.000]  1
[01:27:09.000 --> 01:27:11.000]  1
[01:27:11.000 --> 01:27:13.000]  1
[01:27:13.000 --> 01:27:15.000]  1
[01:27:15.000 --> 01:27:17.000]  1
[01:27:17.000 --> 01:27:19.000]  1
[01:27:19.000 --> 01:27:21.000]  1
[01:27:21.000 --> 01:27:23.000]  1
[01:27:23.000 --> 01:27:25.000]  1
[01:27:25.000 --> 01:27:27.000]  1
[01:27:27.000 --> 01:27:29.000]  1
[01:27:29.000 --> 01:27:31.000]  1
[01:27:31.000 --> 01:27:33.000]  1
[01:27:33.000 --> 01:27:35.000]  1
[01:27:35.000 --> 01:27:37.000]  1
[01:27:37.000 --> 01:27:39.000]  1
[01:27:39.000 --> 01:27:41.000]  1
[01:27:41.000 --> 01:27:43.000]  1
[01:27:43.000 --> 01:27:45.000]  1
[01:27:45.000 --> 01:27:47.000]  1
[01:27:47.000 --> 01:27:49.000]  1
[01:27:49.000 --> 01:27:51.000]  1
[01:27:51.000 --> 01:27:53.000]  1
[01:27:53.000 --> 01:27:55.000]  1
[01:27:55.000 --> 01:27:57.000]  1
[01:27:57.000 --> 01:27:59.000]  1
[01:27:59.000 --> 01:28:01.000]  1
[01:28:01.000 --> 01:28:03.000]  1
[01:28:03.000 --> 01:28:05.000]  1
[01:28:05.000 --> 01:28:07.000]  1
[01:28:07.000 --> 01:28:09.000]  1
[01:28:09.000 --> 01:28:11.000]  1
[01:28:11.000 --> 01:28:13.000]  1
[01:28:13.000 --> 01:28:15.000]  1
[01:28:15.000 --> 01:28:17.000]  1
[01:28:17.000 --> 01:28:19.000]  1
[01:28:19.000 --> 01:28:21.000]  1
[01:28:21.000 --> 01:28:23.000]  1
[01:28:23.000 --> 01:28:25.000]  1
[01:28:25.000 --> 01:28:27.000]  1
[01:28:27.000 --> 01:28:29.000]  1
[01:28:29.000 --> 01:28:31.000]  1
[01:28:31.000 --> 01:28:33.000]  1
[01:28:33.000 --> 01:28:35.000]  1
[01:28:35.000 --> 01:28:37.000]  1
[01:28:37.000 --> 01:28:39.000]  1
[01:28:39.000 --> 01:28:41.000]  1
[01:28:41.000 --> 01:28:43.000]  1
[01:28:43.000 --> 01:28:45.000]  1
[01:28:45.000 --> 01:28:47.000]  1
[01:28:47.000 --> 01:28:49.000]  1
[01:28:49.000 --> 01:28:51.000]  1
[01:28:51.000 --> 01:28:53.000]  1
[01:28:53.000 --> 01:28:55.000]  1
[01:28:55.000 --> 01:28:57.000]  1
[01:28:57.000 --> 01:28:59.000]  1
[01:28:59.000 --> 01:29:01.000]  1
[01:29:01.000 --> 01:29:03.000]  1
[01:29:03.000 --> 01:29:05.000]  1
[01:29:05.000 --> 01:29:07.000]  1
[01:29:07.000 --> 01:29:09.000]  1
[01:29:09.000 --> 01:29:11.000]  1
[01:29:11.000 --> 01:29:13.000]  1
[01:29:13.000 --> 01:29:15.000]  1
[01:29:15.000 --> 01:29:17.000]  1
[01:29:17.000 --> 01:29:19.000]  1
[01:29:19.000 --> 01:29:21.000]  1
[01:29:21.000 --> 01:29:23.000]  1
[01:29:23.000 --> 01:29:25.000]  1
[01:29:25.000 --> 01:29:27.000]  1
[01:29:27.000 --> 01:29:29.000]  1
[01:29:29.000 --> 01:29:31.000]  1
[01:29:31.000 --> 01:29:33.000]  1
[01:29:33.000 --> 01:29:35.000]  1
[01:29:35.000 --> 01:29:37.000]  1
[01:29:37.000 --> 01:29:39.000]  1
[01:29:39.000 --> 01:29:41.000]  1
[01:29:41.000 --> 01:29:43.000]  1
[01:29:43.000 --> 01:29:45.000]  1
[01:29:45.000 --> 01:29:47.000]  1
[01:29:47.000 --> 01:29:49.000]  1
[01:29:49.000 --> 01:29:51.000]  1
[01:29:51.000 --> 01:29:53.000]  1
[01:29:53.000 --> 01:29:55.000]  1
[01:29:55.000 --> 01:29:57.000]  1
[01:29:57.000 --> 01:29:59.000]  1
[01:29:59.000 --> 01:30:01.000]  1
[01:30:01.000 --> 01:30:03.000]  1
[01:30:03.000 --> 01:30:05.000]  1
[01:30:05.000 --> 01:30:07.000]  1
[01:30:07.000 --> 01:30:09.000]  1
[01:30:09.000 --> 01:30:11.000]  1
[01:30:11.000 --> 01:30:13.000]  1
[01:30:13.000 --> 01:30:15.000]  1
[01:30:15.000 --> 01:30:17.000]  1
[01:30:17.000 --> 01:30:19.000]  1
[01:30:19.000 --> 01:30:21.000]  1
[01:30:21.000 --> 01:30:23.000]  1
[01:30:23.000 --> 01:30:25.000]  1
[01:30:25.000 --> 01:30:27.000]  1
[01:30:27.000 --> 01:30:29.000]  1
[01:30:29.000 --> 01:30:31.000]  1
[01:30:31.000 --> 01:30:33.000]  1
[01:30:33.000 --> 01:30:35.000]  1
[01:30:35.000 --> 01:30:37.000]  1
[01:30:37.000 --> 01:30:39.000]  1
[01:30:39.000 --> 01:30:41.000]  1
[01:30:41.000 --> 01:30:43.000]  1
[01:30:43.000 --> 01:30:45.000]  1
[01:30:45.000 --> 01:30:47.000]  1
[01:30:47.000 --> 01:30:49.000]  1
[01:30:49.000 --> 01:30:51.000]  1
[01:30:51.000 --> 01:30:53.000]  1
[01:30:53.000 --> 01:30:55.000]  1
[01:30:55.000 --> 01:30:57.000]  1
[01:30:57.000 --> 01:30:59.000]  1
[01:30:59.000 --> 01:31:01.000]  1
[01:31:01.000 --> 01:31:03.000]  1
[01:31:03.000 --> 01:31:05.000]  1
[01:31:05.000 --> 01:31:07.000]  1
[01:31:07.000 --> 01:31:09.000]  1
[01:31:09.000 --> 01:31:11.000]  1
[01:31:11.000 --> 01:31:13.000]  1
[01:31:13.000 --> 01:31:15.000]  1
[01:31:15.000 --> 01:31:17.000]  1
[01:31:17.000 --> 01:31:19.000]  1
[01:31:19.000 --> 01:31:21.000]  1
[01:31:21.000 --> 01:31:23.000]  1
[01:31:23.000 --> 01:31:25.000]  1
[01:31:25.000 --> 01:31:27.000]  1
[01:31:27.000 --> 01:31:29.000]  1
[01:31:29.000 --> 01:31:31.000]  1
[01:31:31.000 --> 01:31:33.000]  1
[01:31:33.000 --> 01:31:35.000]  1
[01:31:35.000 --> 01:31:37.000]  1
[01:31:37.000 --> 01:31:39.000]  1
[01:31:39.000 --> 01:31:41.000]  1
[01:31:41.000 --> 01:31:43.000]  1
[01:31:43.000 --> 01:31:45.000]  1
[01:31:45.000 --> 01:31:47.000]  1
[01:31:47.000 --> 01:31:49.000]  1
[01:31:49.000 --> 01:31:51.000]  1
[01:31:51.000 --> 01:31:53.000]  1
[01:31:53.000 --> 01:31:55.000]  1
[01:31:55.000 --> 01:31:57.000]  1
[01:31:57.000 --> 01:31:59.000]  1
[01:31:59.000 --> 01:32:01.000]  1
[01:32:01.000 --> 01:32:03.000]  1
[01:32:03.000 --> 01:32:05.000]  1
[01:32:05.000 --> 01:32:07.000]  1
[01:32:07.000 --> 01:32:09.000]  1
[01:32:09.000 --> 01:32:11.000]  1
