[00:00.000 --> 00:12.000]  Big Brother, Mainstream Media, Government Cover-Ups. You want answers? Well, so does
[02:18:59.680 --> 02:19:01.680]  It will never happen no matter what.
[02:19:01.680 --> 02:19:06.680]  I mean, here in New York, we just had a tragic case yesterday where a whole family was killed by a hit and run.
[02:19:06.680 --> 02:19:15.680]  I mean, you can never predict everything that's going to happen, but in terms of the big fear, which is some stranger on the street snatching your kid,
[02:19:15.680 --> 02:19:26.680]  this is such a rare crime that if you actually wanted it for some reason, if you wanted to know how long would you have to keep your child outside unattended
[02:19:26.680 --> 02:19:31.680]  for that horrible scenario to be likely to happen, for them to be picked up, kidnapped by a stranger.
[02:19:31.680 --> 02:19:34.680]  I don't know if I've asked you this one before.
[02:19:34.680 --> 02:19:41.680]  If I have, then you'll know the answer, but how long do you think you would have to keep a kid outside for that to be likely to happen?
[02:19:41.680 --> 02:19:46.680]  It's sort of like asking how many lottery tickets would you have to buy to be likely to win the lottery?
[02:19:46.680 --> 02:19:51.680]  Well, I'm going to give the listeners this break to think that over.
[02:19:51.680 --> 02:19:52.680]  Okay, great.
[02:19:52.680 --> 02:19:53.680]  We're coming up on a break.
[02:19:53.680 --> 02:19:59.680]  Lenore Skenazy is my guest, and the question hanging in the air here, how long would you have to leave a kid out to be kidnapped?
[02:19:59.680 --> 02:20:00.680]  Stay tuned.
[02:20:00.680 --> 02:20:07.680]  Nothing is more American than diamond gusset jeans, 100% American made since 1987.
[02:20:07.680 --> 02:20:13.680]  Soft and broken in from the start, yet more rugged and durable than any jean you've ever worn.
[02:20:13.680 --> 02:20:16.680]  Have you ever experienced mis-sized jeans from China?
[02:20:16.680 --> 02:20:18.680]  Well, you won't with diamond gusset.
[02:20:18.680 --> 02:20:23.680]  Every pair is crafted to fit exactly the same and always feel like they were custom made.
[02:20:23.680 --> 02:20:26.680]  Need a 35, 37, or 39 waist?
[02:20:26.680 --> 02:20:28.680]  How about a 31 inseam?
[02:20:28.680 --> 02:20:31.680]  We keep all sizes in stock for the fit you need.
[02:20:31.680 --> 02:20:35.680]  Looking for a relaxed fit, slim fit, regular fit, boot cut, or straight leg?
[02:20:35.680 --> 02:20:37.680]  We got you covered.
[02:20:37.680 --> 02:20:43.680]  Buy the world's best fitting jeans at gusset.com or call 1-888-8GUSET.
[02:20:43.680 --> 02:20:49.680]  Get free gusset targets for the next time you go to the shooting range with the purchase of their new Ranger jean.
[02:20:49.680 --> 02:20:55.680]  Use code comfort when ordering to receive free shipping and all gusset orders at gusset.com.
[02:20:55.680 --> 02:21:00.680]  That's gusset.com to get only the best all-American jeans.
[02:21:00.680 --> 02:21:04.680]  Digestive health is the key to wellness and elimination of toxins.
[02:21:04.680 --> 02:21:05.680]  That bears repeating.
[02:21:05.680 --> 02:21:09.680]  Digestive health is the key to wellness and elimination of toxins.
[02:21:09.680 --> 02:21:13.680]  And Pro-EM-1 daily probiotic cleanse is the key to digestive health.
[02:21:13.680 --> 02:21:19.680]  Pro-EM-1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[02:21:19.680 --> 02:21:24.680]  Pro-EM-1 is dairy, wheat, and soy free, contains all natural and certified organic ingredients,
[02:21:24.680 --> 02:21:28.680]  contains no preservatives or animal products, supports a healthy digestive and immune system,
[02:21:28.680 --> 02:21:33.680]  supports weight loss, improves absorption of food nutrients, aids in controlling yeast infections,
[02:21:33.680 --> 02:21:39.680]  is never freeze dried, and uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[02:21:39.680 --> 02:21:48.680]  Order Pro-EM-1 daily probiotic cleanse at teraganix.com, spelled T-E-R-A-G-A-N-I-X dot com, teraganix.com.
[02:21:48.680 --> 02:21:52.680]  Or call toll free, 866-369-3678.
[02:21:52.680 --> 02:21:56.680]  That's 866-369-3678.
[02:21:56.680 --> 02:21:59.680]  Pro-EM-1, the raw probiotic.
[02:21:59.680 --> 02:22:04.680]  Now there's an amazing new natural antibiotic every person must have.
[02:22:04.680 --> 02:22:11.680]  It's Cells Alive Silver Solution and it destroys over 650 hard to kill viruses, fungus, bacteria, and much more.
[02:22:11.680 --> 02:22:16.680]  Cells Alive Silver Solution has no expiration date, is great for emergency kits and storage shelters,
[02:22:16.680 --> 02:22:18.680]  and comes in 8 or 16 ounce bottles.
[02:22:18.680 --> 02:22:24.680]  Order today at 888-910-4367 or visit hempusa.org.
[02:22:24.680 --> 02:22:29.680]  Hempusa.org, 100% chemical free superfoods and unique health products.
[02:22:29.680 --> 02:22:34.680]  We the people grow cotton, wheat fabric, engrave ink, embed strips and fibers to protect from counterfeit,
[02:22:34.680 --> 02:22:38.680]  then carting to a private bank, having it lead back at interest, forcing taxes to service debt.
[02:22:38.680 --> 02:22:42.680]  This capitalism, or was Jefferson correct when stating a central bank issuing the public currency
[02:22:42.680 --> 02:22:45.680]  is a greater menace to the liberties of the people than a standing army?
[02:22:45.680 --> 02:22:49.680]  Hi, Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[02:22:49.680 --> 02:22:52.680]  Call for your copy, 800-686-2237.
[02:22:52.680 --> 02:22:59.680]  It's time to understand the system. Call 800-686-2237. That's 800-686-2237.
[02:22:59.680 --> 02:23:07.680]  Social unrest, food shortages, political turmoil, EMPs, earthquakes, tornadoes, hurricanes, fires, riots, flooding.
[02:23:07.680 --> 02:23:09.680]  It's not a matter of if, but when.
[02:23:09.680 --> 02:23:13.680]  What if it happened right now? Would you have the supplies to survive off the grid?
[02:23:13.680 --> 02:23:19.680]  Offthegrid.com is the place to go for the widest selection of survival supplies at rock bottom prices.
[02:23:19.680 --> 02:23:26.680]  Head over to offthegrid.com for survival kits, first aid supplies, dried food, water filters and purifiers,
[02:23:26.680 --> 02:23:32.680]  gas masks, solar and crank radios, solar generators, ammo, knives, stun guns, pepper sprays,
[02:23:32.680 --> 02:23:37.680]  hacks and bags, fire starters, a library of books, and a whole lot more.
[02:23:37.680 --> 02:23:40.680]  Get free same day shipping on all orders over $75.
[02:23:40.680 --> 02:23:47.680]  Enter promo code radio at checkout and receive an additional 5% discount off our already lowest in the industry prices.
[02:23:47.680 --> 02:23:57.680]  Offthegrid.com, proud to stand shoulder to shoulder with you as we protect our Constitution against all enemies, foreign and domestic.
[02:24:17.680 --> 02:24:21.680]  Long time for a long time.
[02:24:21.680 --> 02:24:24.680]  Soon or later, got to cut you down.
[02:24:24.680 --> 02:24:28.680]  Soon or later, got to cut you down.
[02:24:28.680 --> 02:24:31.680]  Go tell that long tongue liar.
[02:24:31.680 --> 02:24:34.680]  Go and tell that midnight writer.
[02:24:34.680 --> 02:24:38.680]  Tell the rambler, the gambler, the back biter.
[02:24:38.680 --> 02:24:41.680]  Tell him that God's going to cut him down.
[02:24:41.680 --> 02:24:44.680]  Tell him that God's going to cut him down.
[02:24:44.680 --> 02:24:51.680]  Hey, I'm back. Catherine Albrecht here, filling in for Alex Jones, hoping he gets a little well-deserved rest there.
[02:24:51.680 --> 02:24:54.680]  We need him in perfect form, don't we?
[02:24:54.680 --> 02:25:01.680]  Yeah, Alex Jones leading the charge against the New World Order and the spider that sits at the heart of that web.
[02:25:01.680 --> 02:25:06.680]  We need him to be well-rested, tanned and ready, and I'm filling in so he can get that rest.
[02:25:06.680 --> 02:25:09.680]  I will be with you today, tomorrow and Friday.
[02:25:09.680 --> 02:25:14.680]  Delighted to be riding shotgun here with Alex's fabulous team behind the scenes,
[02:25:14.680 --> 02:25:17.680]  doing a really wonderful job producing this program.
[02:25:17.680 --> 02:25:22.680]  I want to say thank you to CJ, Chris West and the whole team over there at Info Wars.
[02:25:22.680 --> 02:25:24.680]  Just a delight to be working with these guys.
[02:25:24.680 --> 02:25:27.680]  All right, my guest this hour is Lenore Skenazy.
[02:25:27.680 --> 02:25:31.680]  Before we get back to our conversation, just want to remind you to please support the sponsors
[02:25:31.680 --> 02:25:34.680]  who enable this program to go out live to you every day.
[02:25:34.680 --> 02:25:39.680]  That would be eFoods Direct and Pro Pure Water Filters.
[02:25:39.680 --> 02:25:43.680]  Also, the team there at Young Jevity and Info Wars Health.
[02:25:43.680 --> 02:25:46.680]  You can find them online at infowarshealth.com
[02:25:46.680 --> 02:25:51.680]  and, of course, eFoods Direct and Pro Pure, both linked from the infowars.com website.
[02:25:51.680 --> 02:25:53.680]  My name is Dr. Catherine Albrecht.
[02:25:53.680 --> 02:25:59.680]  My website is kmashow.com, kmashow.com, or just my name, CatherineAlbrecht.com,
[02:25:59.680 --> 02:26:01.680]  and I do my own live radio show.
[02:26:01.680 --> 02:26:05.680]  I will be broadcasting live about an hour after this show ends.
[02:26:05.680 --> 02:26:09.680]  You can find that on my website, kmashow.com, there you go,
[02:26:09.680 --> 02:26:13.680]  on your local radio dial or at gcnlive.com.
[02:26:13.680 --> 02:26:16.680]  All right, let's get back to the question that's been burning in everyone's minds.
[02:26:16.680 --> 02:26:21.680]  Lenore, your question was if you had a six-year-old walking down the street,
[02:26:21.680 --> 02:26:25.680]  how long would it take for that six-year-old to be abducted
[02:26:25.680 --> 02:26:28.680]  or kidnapped by someone with a bad intent?
[02:26:28.680 --> 02:26:32.680]  And I guess the average answer would be, I don't know, three, four hours, six, seven hours?
[02:26:32.680 --> 02:26:33.680]  What is the answer?
[02:26:33.680 --> 02:26:35.680]  Think higher, think higher.
[02:26:35.680 --> 02:26:40.680]  How long would they have to be out there to be statistically likely to be kidnapped?
[02:26:40.680 --> 02:26:46.680]  And the answer is 750,000 years.
[02:26:46.680 --> 02:26:47.680]  How do you get that?
[02:26:47.680 --> 02:26:50.680]  750,000 years that a kid would have to be?
[02:26:50.680 --> 02:26:53.680]  As a bad numbers person,
[02:26:53.680 --> 02:26:57.680]  I had Warwick Cairns do the number crunching for me
[02:26:57.680 --> 02:27:01.680]  looking at the FBI statistics on kidnapping in America
[02:27:01.680 --> 02:27:04.680]  and also how many kids there are.
[02:27:04.680 --> 02:27:07.680]  And I don't know, he put it through some kind of computer program
[02:27:07.680 --> 02:27:09.680]  and that's the number he came up with.
[02:27:09.680 --> 02:27:15.680]  I use it because when I talk about how rare these climbs are,
[02:27:15.680 --> 02:27:20.680]  they never seem rare because our minds work a lot like Google
[02:27:20.680 --> 02:27:25.680]  in that if you ask yourself, gee, you know, can my kid walk to the bus stop?
[02:27:25.680 --> 02:27:31.680]  And your mind is like shuffling, you know, basically entering bus stop child safety.
[02:27:31.680 --> 02:27:34.680]  Up comes the cases that we've heard about in the news,
[02:27:34.680 --> 02:27:38.680]  some of them 35 years old like the case of A-10 Page here in New York City
[02:27:38.680 --> 02:27:42.680]  or some of them 20-something years old like J.C. Dugard
[02:27:42.680 --> 02:27:47.680]  who was taken from a bus stop in California and kept in captivity.
[02:27:47.680 --> 02:27:50.680]  Those come up because they are so rare.
[02:27:50.680 --> 02:27:54.680]  They made the news, they shocked us, they saddened us,
[02:27:54.680 --> 02:27:59.680]  and we saw their pictures for years, sometimes for decades,
[02:27:59.680 --> 02:28:02.680]  and they're easy to find in our brains.
[02:28:02.680 --> 02:28:07.680]  What we can't find in our brains is the picture of the tens of millions,
[02:28:07.680 --> 02:28:11.680]  hundreds of millions perhaps of children who have gone to school
[02:28:11.680 --> 02:28:16.680]  in the years who have not been kidnapped, who walked there just like you and me as kids
[02:28:16.680 --> 02:28:21.680]  and made it through safe and sound, which is such a vast majority
[02:28:21.680 --> 02:28:28.680]  that it's almost statistically not there, the kids who are hurt.
[02:28:28.680 --> 02:28:36.680]  But because we see the J.C. Dugard and the Elizabeth Smarts in our mind,
[02:28:36.680 --> 02:28:40.680]  at the top of that Google search, just like a Google search,
[02:28:40.680 --> 02:28:45.680]  we think it's the most relevant to our lives even though it's actually the least relevant.
[02:28:45.680 --> 02:28:50.680]  So that's why I tried to flip it with like, well, let's look at how unlikely it is
[02:28:50.680 --> 02:28:52.680]  that your child will be hurt.
[02:28:52.680 --> 02:28:55.680]  Well, and I think that's the downside of the news cycle
[02:28:55.680 --> 02:28:59.680]  because I've had news before that I wanted to break with the mainstream media,
[02:28:59.680 --> 02:29:04.680]  and I have contacts within the media for a lot of the spy chips and RFID stuff that I've been working on,
[02:29:04.680 --> 02:29:07.680]  and they always say, unless there's a victim,
[02:29:07.680 --> 02:29:11.680]  I don't care how evil or terrible the thing is you've discovered, we need a victim.
[02:29:11.680 --> 02:29:13.680]  We've got to put a face on the screen.
[02:29:13.680 --> 02:29:17.680]  We've got to have somebody that will engender all those emotions on the part of the viewers.
[02:29:17.680 --> 02:29:21.680]  That was the rule at my, I used to work at the New York Daily News,
[02:29:21.680 --> 02:29:24.680]  you know, the big tabloid here, Superman's Paper, for 14 years.
[02:29:24.680 --> 02:29:28.680]  And if you didn't have a picture of a person, you couldn't run the story on our page.
[02:29:28.680 --> 02:29:30.680]  Yeah, there you go, because they need a victim, exactly.
[02:29:30.680 --> 02:29:34.680]  And so for that reason, if they get a victim, they milk it for everything it's worth.
[02:29:34.680 --> 02:29:39.680]  All right, my guest is Lenore Skenazy, freerangekids.com is her blog.
[02:29:39.680 --> 02:29:41.680]  I'm your host, Dr. Catherine Albrecht.
[02:29:41.680 --> 02:29:49.680]  Come in for Alex Jones. Stay tuned.
[02:30:11.680 --> 02:30:16.680]  This is the only system that cuts out the sodium fluoride and up to 95% of hydrofluorosolic acid.
[02:30:16.680 --> 02:30:23.680]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media
[02:30:23.680 --> 02:30:27.680]  for removal of fluoride and other heavy metals, all in one filter element.
[02:30:27.680 --> 02:30:29.680]  It is the only one that does it.
[02:30:29.680 --> 02:30:34.680]  And out of the gates, we have it discounted at 10% off with promo code water.
[02:30:34.680 --> 02:30:39.680]  This is the only system that in one unit helps reduce or remove pesticides,
[02:30:39.680 --> 02:30:45.680]  herbicides, chloramines, ammonia and chlorine, hydrofluorosolic acid,
[02:30:45.680 --> 02:30:51.680]  the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:30:51.680 --> 02:31:00.680]  Get your Pro Pure with the new Pro 1 filters today at infowarskstore.com or by calling 888-253-3139.
[02:31:00.680 --> 02:31:04.680]  You may be arrested and or subject to other police action.
[02:31:04.680 --> 02:31:09.680]  Tyranny is here. The grim future foretold in 1984 has become reality.
[02:31:09.680 --> 02:31:12.680]  It really says that the state is God.
[02:31:12.680 --> 02:31:17.680]  The United States is now recognized globally as one of the most oppressive police states on earth.
[02:31:17.680 --> 02:31:24.680]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[02:31:24.680 --> 02:31:30.680]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:31:30.680 --> 02:31:34.680]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:31:34.680 --> 02:31:41.680]  Prepare to enter the secretive world of emergency dictatorship, body scammers, sound cameras, citizen spies,
[02:31:41.680 --> 02:31:44.680]  stage terror and cameras on every street corner.
[02:31:44.680 --> 02:31:48.680]  It's only the beginning of the New World Order's hellish plan.
[02:31:48.680 --> 02:31:51.680]  The police state isn't coming. It's here.
[02:31:51.680 --> 02:32:00.680]  Secure your copy today at infowarsk.com or see it online in the highest quality at prisonplanet.tv.
[02:32:00.680 --> 02:32:07.680]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[02:32:07.680 --> 02:32:14.680]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[02:32:14.680 --> 02:32:19.680]  Our most popular silver-based products are the 32-ounce nano silver solutions.
[02:32:19.680 --> 02:32:25.680]  Our 2-ounce nano silver nasal applicators as well as our all-natural silver soaps.
[02:32:25.680 --> 02:32:29.680]  Just released is our 100% natural silver gel.
[02:32:29.680 --> 02:32:36.680]  Our new silver gel is not based on synthetic gelling agents which quickly evaporate and leave the silver at the surface.
[02:32:36.680 --> 02:32:42.680]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera
[02:32:42.680 --> 02:32:47.680]  to quickly penetrate and nourish the skin while delivering the silver more effectively.
[02:32:47.680 --> 02:32:56.680]  Visit www.silverlungs.com and click on our store page to find what silver-based products are best for you.
[02:32:56.680 --> 02:33:00.680]  That's www.silverlungs.com.
[02:33:06.680 --> 02:33:11.680]  The answer to 1984 is 1776.
[02:33:11.680 --> 02:33:19.680]  You're listening to The Alex Jones Show.
[02:33:19.680 --> 02:33:22.680]  Indeed you are. This is The Alex Jones Show.
[02:33:22.680 --> 02:33:26.680]  Katherine Albrecht filling in for Alex Jones. That's Dr. Katherine Albrecht.
[02:33:26.680 --> 02:33:29.680]  My website, kmashow.com.
[02:33:29.680 --> 02:33:32.680]  We're going to open up the phone lines here in just a moment.
[02:33:32.680 --> 02:33:35.680]  1-800-259-9231.
[02:33:35.680 --> 02:33:39.680]  Before we do that, I've got a question for my guest, Lenore Skenazy.
[02:33:39.680 --> 02:33:44.680]  And the reason why I think this topic is so critically important for people who love liberty in this country
[02:33:44.680 --> 02:33:51.680]  is because of what it does to children when you don't allow them to do a single darn thing by themselves.
[02:33:51.680 --> 02:33:55.680]  And I'm talking not even pick up a butter knife to spread the butter on the bread.
[02:33:55.680 --> 02:33:59.680]  At what point do these kids ever become independent functional adults
[02:33:59.680 --> 02:34:05.680]  or do they always remain infantilized looking for some authority figure to give them permission to breathe?
[02:34:05.680 --> 02:34:07.680]  That is a big question.
[02:34:07.680 --> 02:34:11.680]  I don't know the answer, but I can tell you a couple of things that I do here that are disturbing.
[02:34:11.680 --> 02:34:17.680]  One is that until recently, like until the mid-90s, when kids went to college
[02:34:17.680 --> 02:34:22.680]  and they felt they needed some psychological help and they went to the counseling services,
[02:34:22.680 --> 02:34:25.680]  the number one reason they went for was a breakup.
[02:34:25.680 --> 02:34:29.680]  You know, their boyfriend or their girlfriend dumped them and they were feeling terrible.
[02:34:29.680 --> 02:34:36.680]  But what switched then and what has remained the case since then is now they're going because they are overwhelmed by anxiety.
[02:34:36.680 --> 02:34:41.680]  And I think they're overwhelmed because they are not used to coping on their own.
[02:34:41.680 --> 02:34:47.680]  And in terms of Alex Jones' message and yours, what worries me about that is if you can't cope on your own,
[02:34:47.680 --> 02:34:49.680]  who do you turn to, you know?
[02:34:49.680 --> 02:34:53.680]  Is there supposed to be always somebody telling you exactly what to do and how to do it?
[02:34:53.680 --> 02:34:58.680]  Well, if you're not used to thinking on your own, you know, perhaps you start seeking that.
[02:34:58.680 --> 02:35:03.680]  And I just wanted to tell you one other disturbing trend that I heard from, you know,
[02:35:03.680 --> 02:35:06.680]  from the idea that kids just aren't doing things on their own.
[02:35:06.680 --> 02:35:08.680]  They're not playing. They're not organizing their own games.
[02:35:08.680 --> 02:35:13.680]  They're not building the tree houses built for them and then somebody stands underneath and makes sure that nobody falls.
[02:35:13.680 --> 02:35:23.680]  Well, NASA started realizing that they were having a problem because as the Apollo 13 generation was retiring
[02:35:23.680 --> 02:35:26.680]  and they needed to replace the guys who basically sent us to the moon,
[02:35:26.680 --> 02:35:32.680]  they were getting these brilliant graduates of MIT and Caltech and they could do anything,
[02:35:32.680 --> 02:35:41.680]  absolutely anything when it came to a computer program or a simulation of something in the real world.
[02:35:41.680 --> 02:35:46.680]  But when it was the real world, when you needed to figure out how are we going to get these guys back from the moon
[02:35:46.680 --> 02:35:54.680]  with some duct tape and a carton of Tang, they were stumped because they had done so little on their own.
[02:35:54.680 --> 02:35:57.680]  Everything had been programmed. Everything was perfect.
[02:35:57.680 --> 02:35:59.680]  Everything was intellectually stimulating.
[02:35:59.680 --> 02:36:02.680]  But there was no leadership and no thinking on their feet.
[02:36:02.680 --> 02:36:10.680]  And so NASA and the Jet Propulsion Labs, from what I hear, have started, when they interview prospective employees,
[02:36:10.680 --> 02:36:13.680]  have started to ask them, how did you spend your childhood?
[02:36:13.680 --> 02:36:17.680]  Did you spend some time on your own? Did you tinker? Did you make anything on your own?
[02:36:17.680 --> 02:36:22.680]  Did you blow up something in the basement? Because that's what we actually need.
[02:36:22.680 --> 02:36:24.680]  Oh, yeah, I did that on SimCity.
[02:36:24.680 --> 02:36:26.680]  I built a whole city through my computer interface.
[02:36:26.680 --> 02:36:31.680]  Yeah, I built a SimCity way to get those guys home.
[02:36:31.680 --> 02:36:33.680]  No, it's really the case.
[02:36:33.680 --> 02:36:40.680]  And I've had some guests on my show who've talked about the real problem for employers trying to find employees,
[02:36:40.680 --> 02:36:46.680]  and not just NASA, but just across the board, people who not only are able to get the job done,
[02:36:46.680 --> 02:36:48.680]  but are willing to get the job done.
[02:36:48.680 --> 02:36:51.680]  And there's a second piece because they were saying, you know, you ask people,
[02:36:51.680 --> 02:36:55.680]  you'll have these 18-, 19-year-old interns and you'll say, hey, can you go make a cup of coffee?
[02:36:55.680 --> 02:36:58.680]  Or can you make a couple of photocopies?
[02:36:58.680 --> 02:37:02.680]  And they'll say, heck no, I didn't go to college to be doing that kind of job.
[02:37:02.680 --> 02:37:07.680]  And so you've also got the sense of entitlement right along with the incompetence.
[02:37:07.680 --> 02:37:09.680]  It's a great combination.
[02:37:09.680 --> 02:37:12.680]  Oh, my gosh, so I don't know what's going to happen as we go forward.
[02:37:12.680 --> 02:37:16.680]  And also this notion that, you know, kids are turning to their parents,
[02:37:16.680 --> 02:37:21.680]  Mommy, can I go get a straw? And Mommy says, well, as long as I'm watching very closely.
[02:37:21.680 --> 02:37:27.680]  And at some point that's going to be the person who's going to say, excuse me, Obamacare,
[02:37:27.680 --> 02:37:29.680]  can I please take this aspirin?
[02:37:29.680 --> 02:37:36.680]  You know, it just creates this total sense on the part of the kids that they're not competent.
[02:37:36.680 --> 02:37:40.680]  Right, the just sort of like tell me what to do, I'm a vessel.
[02:37:40.680 --> 02:37:42.680]  Like we're talking about with the pick-off and drop-off.
[02:37:42.680 --> 02:37:46.680]  It's, you know, bring me someplace, tell me what to do, and then bring me home.
[02:37:46.680 --> 02:37:52.680]  You know, one thing I heard that was very interesting was an article by an HR person.
[02:37:52.680 --> 02:37:56.680]  I think she was the head of HR at IBM, but I could be wrong,
[02:37:56.680 --> 02:38:01.680]  saying that she preferred to hire the children of immigrants,
[02:38:01.680 --> 02:38:03.680]  preferably immigrants who didn't speak English,
[02:38:03.680 --> 02:38:10.680]  because that meant that the kids were not having their parents interfering for them all the time
[02:38:10.680 --> 02:38:13.680]  and arguing with the teacher and doing their homework.
[02:38:13.680 --> 02:38:16.680]  If you're the child of somebody who doesn't speak the language,
[02:38:16.680 --> 02:38:21.680]  you have to assert yourself and become almost the grown-up in those situations,
[02:38:21.680 --> 02:38:25.680]  and she's impressed by them because they've made it on their own already.
[02:38:25.680 --> 02:38:27.680]  They've already succeeded by the time they've graduated college,
[02:38:27.680 --> 02:38:32.680]  as opposed to the mother calling up the professor and saying, B minus, B minus,
[02:38:32.680 --> 02:38:34.680]  my son knows Milton like nobody knows Milton.
[02:38:34.680 --> 02:38:37.680]  Yeah, you're getting that on the college level, too.
[02:38:37.680 --> 02:38:41.680]  You've got parents calling up college professors complaining about the grades.
[02:38:41.680 --> 02:38:42.680]  I know.
[02:38:42.680 --> 02:38:45.680]  Parents wanting to go with their kids for college application interviews.
[02:38:45.680 --> 02:38:47.680]  If I were a kid, I would have been mortified.
[02:38:47.680 --> 02:38:49.680]  I actually moved out of my home at age 15.
[02:38:49.680 --> 02:38:53.680]  I went to New Mexico and lived on my own in a foreign country
[02:38:53.680 --> 02:38:57.680]  where they didn't even speak English, and I look at what a 15-year-old said.
[02:38:57.680 --> 02:38:58.680]  If I was a lady from IBM, I'd hire you.
[02:38:58.680 --> 02:39:01.680]  There you go, and that probably would be a good move
[02:39:01.680 --> 02:39:04.680]  because I wound up running my own business when I came back
[02:39:04.680 --> 02:39:08.680]  and starting college at 15 and just independently.
[02:39:08.680 --> 02:39:11.680]  I couldn't become a grown-up fast enough.
[02:39:11.680 --> 02:39:13.680]  I wanted all those skills and abilities.
[02:39:13.680 --> 02:39:18.680]  I wanted the ability to maneuver on my own in the world and be independent.
[02:39:18.680 --> 02:39:24.680]  The human drive is to become a grown-up until you've taken it out of kids
[02:39:24.680 --> 02:39:25.680]  by never letting them.
[02:39:25.680 --> 02:39:27.680]  I mean, say you drive a kid every day to school,
[02:39:27.680 --> 02:39:29.680]  and then you drive them to their soccer game,
[02:39:29.680 --> 02:39:34.680]  and then the coach tells you when it's going to start and makes the teams,
[02:39:34.680 --> 02:39:37.680]  and now we're playing, and now you've got them to eat the organic grapes,
[02:39:37.680 --> 02:39:39.680]  and now your parents can drive you home.
[02:39:39.680 --> 02:39:41.680]  I mean, you really don't have much of a life,
[02:39:41.680 --> 02:39:45.680]  and we think that we're helping our children
[02:39:45.680 --> 02:39:48.680]  because we're giving them this great opportunity there on travel soccer,
[02:39:48.680 --> 02:39:51.680]  and we're not making them walk because it's cold or it's rainy,
[02:39:51.680 --> 02:39:56.680]  and actually what we've done is taken out that essential element of childhood,
[02:39:56.680 --> 02:39:59.680]  which is the drive to grow up and the joy that you get out of, like,
[02:39:59.680 --> 02:40:00.680]  I got myself home.
[02:40:00.680 --> 02:40:01.680]  I got lost, and I got myself home.
[02:40:01.680 --> 02:40:04.680]  Those are great moments, not terrible.
[02:40:04.680 --> 02:40:06.680]  Yeah, and we really do try to stamp them out of kids.
[02:40:06.680 --> 02:40:11.680]  All right, my guest this hour, Lenore Skenazy, her absolutely just riveting blog
[02:40:11.680 --> 02:40:13.680]  is at freerangekids.com.
[02:40:13.680 --> 02:40:14.680]  I encourage you to check it out.
[02:40:14.680 --> 02:40:16.680]  She's got stories on there of kids who have been suspended for school
[02:40:16.680 --> 02:40:20.680]  for doing things like making a sheet of paper in the shape of an L
[02:40:20.680 --> 02:40:23.680]  because that shape L might look like a gun.
[02:40:23.680 --> 02:40:27.680]  What was this recent one you had on there about the cake?
[02:40:27.680 --> 02:40:29.680]  Yeah, no, the most recent case of this,
[02:40:29.680 --> 02:40:32.680]  and they do seem to be coming about one every two weeks,
[02:40:32.680 --> 02:40:35.680]  is this is a boy at the beginning of the day.
[02:40:35.680 --> 02:40:36.680]  It's some kind of pastry.
[02:40:36.680 --> 02:40:37.680]  It sounds like maybe a Pop-Tart.
[02:40:37.680 --> 02:40:40.680]  And he chewed it into, he was trying to make it into, he says,
[02:40:40.680 --> 02:40:44.680]  the shape of a mountain, but the teacher thought it looked more like a gun.
[02:40:44.680 --> 02:40:48.680]  And therefore, because of this deadly pastry, he was suspended
[02:40:48.680 --> 02:40:51.680]  because we've absolutely lost our mind when it comes to these
[02:40:51.680 --> 02:40:53.680]  zero tolerance laws.
[02:40:53.680 --> 02:40:57.680]  And we can't tell the difference between a piece of paper shaped like a gun,
[02:40:57.680 --> 02:41:02.680]  a piece of pastry shaped like a gun, a Lego sculpture shaped like a gun,
[02:41:02.680 --> 02:41:06.680]  and kids are getting suspended for all of these, for a Hello Kitty gun,
[02:41:06.680 --> 02:41:08.680]  which shoots bubbles.
[02:41:08.680 --> 02:41:13.680]  A child was recently suspended because we just go immediately to,
[02:41:13.680 --> 02:41:15.680]  oh my God, what if this is real?
[02:41:15.680 --> 02:41:18.680]  I mean, we just love thinking of our children in constant danger
[02:41:18.680 --> 02:41:23.680]  and catastrophizing even the simplest, nicest parts of their day,
[02:41:23.680 --> 02:41:25.680]  like eating a pastry or playing with their friends.
[02:41:25.680 --> 02:41:28.680]  One kid was suspended because he was playing with another friend.
[02:41:28.680 --> 02:41:30.680]  He was playing, I'm going to save the world.
[02:41:30.680 --> 02:41:33.680]  And to save the world, he threw a pretend grenade,
[02:41:33.680 --> 02:41:37.680]  which is a totally imaginary thing, like I'm going to do now.
[02:41:37.680 --> 02:41:40.680]  And that's what he got suspended for,
[02:41:40.680 --> 02:41:45.680]  because the teacher could not see the difference between playing and war
[02:41:45.680 --> 02:41:49.680]  and imagination and an actual grenade that would blow up the school.
