[00:00.000 --> 00:12.000]  It's Friday, December 30th, twilight hours, twenty, one, two, three, get ready, this is
[02:54:39.000 --> 02:54:45.000]  But as you've been declared the winner in Arizona, she would have been, I think, a competitor for that vice presidential position.
[02:54:45.000 --> 02:54:51.000]  But I still think they make a lot more sense together than they make sense competing with one another.
[02:54:51.000 --> 02:54:56.000]  And I don't think DeSantis has any interest whatsoever in challenging him. I think that's a...
[02:54:56.000 --> 02:55:01.000]  Deep State doesn't want either one of them to win, so they're trying to set up a conflict between the two of them
[02:55:01.000 --> 02:55:11.000]  to take both of them out because they already have Pompeo, Pence, and Haley all prepared to run to be the Neocon Deep State Stater Bearer in 2024.
[02:55:11.000 --> 02:55:14.000]  I agree with you. So let's hit this in closing.
[02:55:14.000 --> 02:55:24.000]  Berlin Rossin, a huge PR firm out of New York that does the UN's PR, bragged after the latest rig ruling against me in Connecticut
[02:55:24.000 --> 02:55:29.000]  that they had basically brought the Sandy Hook story up after Trump won, made it an Alex Jones issue,
[02:55:29.000 --> 02:55:34.000]  and I barely even covered it back when I was on Pierce Morgan about Sandy Hook, never even talked about it, you know, years ago,
[02:55:34.000 --> 02:55:41.000]  then sued me and the whole thing's a giant fundraising operation and they're really desperate to not take these to appeal.
[02:55:41.000 --> 02:55:44.000]  What is your view on that mess?
[02:55:44.000 --> 02:55:48.000]  Well, I think it shows what we were talking about from the get-go that it's not...
[02:55:48.000 --> 02:55:55.000]  It wasn't a coincidence that you went 25 years in this business without ever being sued by pretty much anybody anywhere
[02:55:55.000 --> 02:56:00.000]  to facing about two dozen lawsuits and legal claims in less than a year.
[02:56:00.000 --> 02:56:03.000]  It was clearly a coordinated action.
[02:56:03.000 --> 02:56:11.000]  Everything showed the fingerprints, the forensic fingerprints of a coordinated conspiracy to take out Jones, take out InfoWars
[02:56:11.000 --> 02:56:17.000]  and remove their audience and shame and censor their audience from being able to be involved in participating as well.
[02:56:17.000 --> 02:56:21.000]  The lawyer made that clear at the end of the Connecticut case that that was their actual objective.
[02:56:21.000 --> 02:56:28.000]  It wasn't about remedy, it wasn't about reparations, it wasn't about improving people's understanding of the world.
[02:56:28.000 --> 02:56:33.000]  We've got to go to break. I know you've got to go, but five more minutes to finish up on this. It's such a big topic.
[02:56:33.000 --> 02:56:38.000]  We'll put his website on screen. Very popular talk show host. Glad he's doing that.
[02:56:38.000 --> 02:56:43.000]  And so much more. Constitutional lawyer Robert Barnes will come back to him in just two minutes after this break to finish up on this
[02:56:43.000 --> 02:56:47.000]  because it's a big deal. It's like intelligence agencies have been running all the censorship.
[02:56:47.000 --> 02:56:52.000]  That's who ran this. That's who fixed the trials. That's who rigged it with the media. The whole thing was completely rigged.
[02:56:52.000 --> 02:56:54.000]  And so I'm very proud to be attacked by this whole thing.
[02:56:54.000 --> 02:57:00.000]  Please remember we're doing a fundraiser right now. We need to raise $200 plus thousand dollars to be able to continue on next month.
[02:57:00.000 --> 02:57:04.000]  Sounds like a lot. It's not with our server costs over 200,000 a month itself.
[02:57:04.000 --> 02:57:07.000]  That's how popular we are. So we're victims of our own success.
[02:57:07.000 --> 02:57:10.000]  So thank you for sponsoring us as listeners. Thanks for keeping us on air.
[02:57:10.000 --> 02:57:18.000]  Please go to infowarstore.com to make a one-time donation or a recurring donation, cancelling time, or get real Red Pill Plus back in stock.
[02:57:18.000 --> 02:57:25.000]  The new InfoWars MD line with the best turmeric and more is there. And of course, we have the InfoWars Platinum line.
[02:57:25.000 --> 02:57:33.000]  That is next level. The 1776 testosterone boost, the pain MD and the HGH max boost are over the top.
[02:57:33.000 --> 02:57:37.000]  And vitamin mineral fusion and vitamin D3 gummies are selling out.
[02:57:37.000 --> 02:57:48.000]  Despite that, they're still both 50% off exclusively at infowarsstore.com. Hour number four straight ahead.
[02:58:08.000 --> 02:58:13.000]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down.
[02:58:13.000 --> 02:58:17.000]  And I'll never give up, but I could give out. So please keep me on the field.
[02:58:17.000 --> 02:58:22.000]  Keep me on the front lines against the enemy while getting great products at the same time that will empower you and your family.
[02:58:22.000 --> 02:58:29.000]  InfoWarsstore.com with the best supplements and more, or just make a straight donation, big red man at the top of infowarsstore.com,
[02:58:29.000 --> 02:58:33.000]  and that way all the money goes towards the fight, not part of it going towards product cost.
[02:58:33.000 --> 02:58:39.000]  But I thank you all for your support. Please commit now to go to infowarsstore.com, get great products and make donations.
[02:58:39.000 --> 02:59:05.000]  I thank you for your support. Now take action. The globalists are counting on you, not taking action.
[02:59:10.000 --> 02:59:20.000]  We have libido rx, better mood, nitric boost, mushroom max, powerful, new tropic, bagels, fatality collagen, superfood greens, and more.
[02:59:20.000 --> 02:59:26.000]  Our turmeric formula is 95% of humanoid, the strongest and best on the market.
[02:59:26.000 --> 02:59:32.000]  These formulas and more under the infowarsmd banner are at infowarsstore.com.
[02:59:32.000 --> 02:59:41.000]  They are private labeled clones of the top brands in the country for up to 50% off where you're going to find them in stores and other online stores.
[02:59:41.000 --> 03:00:02.000]  This is our new infowarsmd, incredible line.
[03:00:02.000 --> 03:00:12.000]  All right, final segment with Robert Lawrence, and I'm going to hit a few other news stories in the hand of Matan and Jay Dyer, but Bob, we know that the platforming of infowars has now been declassified.
[03:00:12.000 --> 03:00:18.000]  It's come out, it was run by US intelligence agencies. That's in all the Twitter files, and I was the beta test that perfected it.
[03:00:18.000 --> 03:00:28.000]  Now, picking certain judges they control, rigging things, defaulting people, having show trials, they admit that they bragged on MSNBC, CNN, The New York Times.
[03:00:28.000 --> 03:00:36.000]  That's their model to get everybody else. That's what we want to understand. Infowars is so important, and I quite frankly am pleased that we've been singled out.
[03:00:36.000 --> 03:00:47.000]  It means we're some of the most effective groups out there, but in closing, finish up with what you saw in the trials you covered and watched and you worked on the case earlier and what you think the real lesson is from that.
[03:00:47.000 --> 03:01:03.000]  Well, I think it was a coordinated hit job that was intended to have multiple layers of objectives. One was to set an example that they could use to basically de-platform and completely bar and censor in a country that celebrates freedom of press, freedom of speech, and freedom of association.
[03:01:03.000 --> 03:01:20.000]  Then none of those would be in practical, functional existence due to their monopolistic control of the digital public square and the manipulation of the legal system for weaponized lawfare that went beyond what the Constitution permitted, but which sadly courts took in turn a blind eye to.
[03:01:20.000 --> 03:01:36.000]  So that if they could use this kind of weaponized lawfare to achieve a multiple objective of not only bankrupting a political competitor in the court of public opinion, but also silencing, censoring that network on every mechanism of the digital public square that existed,
[03:01:36.000 --> 03:01:49.000]  whether it was Twitter, Instagram, or Facebook, as well as trying to shame the audience into not supporting, not continuing to be part of the Infowars' larger family.
[03:01:49.000 --> 03:01:58.000]  And ultimately, where what they ran into is they're able to achieve success in a legal system that has failed to uphold constitutional principles.
[03:01:58.000 --> 03:02:16.000]  They're able to achieve success in the big tech world, but where they were not able to achieve success is they underestimated the power, the potency, the independence and intelligence of the Infowars audience that continued to keep Infowars afloat and alive to broadcast its message anywhere and any place possible.
[03:02:16.000 --> 03:02:30.000]  It's not a coincidence that it was Infowars' community that led the first protest against the lockdown, that led the first exposures of Bill Gates' complicity in what was taking place in Event 201 and everything else related to the COVID policy,
[03:02:30.000 --> 03:02:43.000]  that led to the exposure of the Chinese social credit system being imported in the United States through central bank digital currency programs, the Fed is trying to launch, that led the efforts to expose what's really happening with the COVID vaccine and how they're dangerous and threatening.
[03:02:43.000 --> 03:02:54.000]  I mean, who knows how many lives Infowars' audience saved by getting out the message of how dangerous this actual COVID vaccine was as just one illustration.
[03:02:54.000 --> 03:03:03.000]  How many kids will not be handicapped or disabled for life because of the lives told by our government, big drug companies, big tech and big media colluding together.
[03:03:03.000 --> 03:03:14.000]  So it's a credit to the audience that ultimately the efforts to silence, censor and shame this independent information from challenging and contesting the corrupted institutional narrative was unsuccessful.
[03:03:14.000 --> 03:03:24.000]  Unsuccessful to such a degree, they've increased the number of people skeptical of what the government is doing by a tenfold ratio all across the nation and increasingly around the globe.
[03:03:24.000 --> 03:03:35.000]  So credit to the Infowars audience that kept Infowars on the air by going to infowarsstore.com and supporting its products and purchasing its products, making themselves healthier and wealthier in the process.
[03:03:35.000 --> 03:03:49.000]  Because in the process of doing so, they saved lives. Many people's lives are changed forever thanks to the inability of the system to crush Infowars despite the collusion and corruption that we've witnessed over the past half decade,
[03:03:49.000 --> 03:03:54.000]  which this PR firms involvement complicity just further exposes its documents.
[03:03:54.000 --> 03:04:07.000]  Absolutely, and it's satisfying. We've been through hell together, but this audience, our guests, you, myself, the whole crew, but we've seen such incredible payoffs in fighting the New World Order.
[03:04:07.000 --> 03:04:12.000]  It just makes me proud to be in this fight and very thankful to the listeners for keeping us in the fight.
[03:04:12.000 --> 03:04:20.000]  We can only stay in the fight with their support at Infowarsstore.com and continuing to direct people to Infowars.com and Bandod video.
[03:04:20.000 --> 03:04:26.000]  Robert Barnes, thank you so much. I'll talk to you next year. Be safe and I can't wait till you're back in studio with us.
[03:04:26.000 --> 03:04:28.000]  Absolutely.
[03:04:28.000 --> 03:04:29.000]  There you go.
[03:04:29.000 --> 03:04:36.000]  All right, I got a few stories that just broke I want to hit when we come back that I'm going to turn it over to Jay Dyer.
[03:04:36.000 --> 03:04:47.000]  Great author, great researcher, gives you their actual quotes and the source documents of the New World Order plan that plans on having all of us dead if they succeed.
[03:04:47.000 --> 03:05:07.000]  So, couldn't be covering a more important central subjects straight ahead, Bandod video, Infowars.com and NewsWars.com. We'll be right back.
[03:05:18.000 --> 03:05:24.000]  These products work great for women as well. Ladies and gentlemen, we have Payne MD. It's a number one national best seller under another name.
[03:05:24.000 --> 03:05:30.000]  We got it discounted for 40% off Infowarsstore.com under the label Infowars Platinum.
[03:05:30.000 --> 03:05:35.000]  They've also got HGH Max Boost. Read all about it. Be very safe with it.
[03:05:35.000 --> 03:05:40.000]  I take only a fraction of what they say at first and take it before you go to bed at night. Don't do it during the day.
[03:05:40.000 --> 03:05:51.000]  1776 testosterone boost. Totally incredible. Go read about them. Learn more about them at Infowarsstore.com in the Infowars Platinum section.
[03:05:51.000 --> 03:05:58.000]  And you get 40% off on these already best selling products under the new name Infowars Platinum.
[03:05:58.000 --> 03:06:04.000]  Science of the Information War. It's Alex Jones.
[03:06:07.000 --> 03:06:13.000]  Hi, Jay Dyer of Jay's Analysis. Great author, researcher. He's about to take over, but some new news.
[03:06:13.000 --> 03:06:20.000]  This broke in the last 10, 15 minutes at Infowars.com. And we're going to share it with you right now. Hope you share it with others.
[03:06:20.000 --> 03:06:30.000]  Bohemian Grove frequently asked country singer John Rich to attend. He says, hell no, John Rich is going to platinum top country singer.
[03:06:30.000 --> 03:06:44.000]  Big and Rich singer John Rich posted a true social yesterday to reveal he's been asked on multiple occasions to attend the secretive Bohemian Grove meetup held by the Satanic elite.
[03:06:44.000 --> 03:06:51.000]  I've been invited, he wrote, to Bohemian Grove by more famous people than I can shake a stick at. And every time my answers, hell no, he wrote.
[03:06:51.000 --> 03:07:01.000]  One famous country singer wouldn't stop asking, so I asked him, hey, if I go, can I wear a druid outfit and burn the effigy of a child at the feet of Moloch?
[03:07:01.000 --> 03:07:06.000]  He said, oh man, that's just an old tradition. It doesn't mean anything serious.
[03:07:06.000 --> 03:07:13.000]  I replied, there's no such thing as pretending to worship Satan. Haven't heard from him since. This bleep is real.
[03:07:13.000 --> 03:07:23.000]  And of course, you're truly famously exposed, the occultic gathering back when we snuck in the year 2000 on the grounds and film them mocked sacrifice to Moloch mentioned by Rich.
[03:07:23.000 --> 03:07:29.000]  See the documentary right now for free at infowars.com.
[03:07:29.000 --> 03:07:31.000]  Then we've got this information.
[03:07:31.000 --> 03:07:42.000]  Last week, a 39 year old, excuse me, 37 year old ABC news producer who's in great shape and an exercise aficionado died of a heart attack.
[03:07:42.000 --> 03:07:49.000]  Well, it's happened again to this young lady. Second ABC news producer dies suddenly.
[03:07:49.000 --> 03:07:57.000]  ABC 10 news producer, Erica Gonzalez, unexpected death happened within days.
[03:07:57.000 --> 03:08:02.000]  Of ABC news executive Dax Tadris's death.
[03:08:02.000 --> 03:08:09.000]  ABC news has lost the second producer in addition to executive producer Dax Tijera last week.
[03:08:09.000 --> 03:08:21.000]  Erica Gonzalez, a morning show producer at ABC 10 in San Diego died suddenly last week with a fundraiser referring to her death as unexpected.
[03:08:21.000 --> 03:08:23.000]  Good afternoon.
[03:08:23.000 --> 03:08:29.000]  So if you heard our dear family member, Erica has gained her angel wings unexpectedly.
[03:08:29.000 --> 03:08:32.000]  Our family's hurting and in disbelief.
[03:08:32.000 --> 03:08:34.000]  Go fund me for Gonzalez reads.
[03:08:34.000 --> 03:08:41.000]  It's not just people dying from after they take the shot. It's other folks are suddenly having art attacks just dropping dead.
[03:08:41.000 --> 03:08:48.000]  Our own Chris Andrews on Christmas Day, exercised all the time into smoke or drink.
[03:08:48.000 --> 03:08:53.000]  Always telling me I shouldn't drink shouldn't smoke cigars died.
[03:08:53.000 --> 03:09:00.000]  Massive heart attack on Sunday. It gets weirder and weirder and weirder and weirder.
[03:09:00.000 --> 03:09:06.000]  Ladies and gentlemen, and that's where we are in this culture, this society.
[03:09:06.000 --> 03:09:12.000]  They want to kill a bunch of people have the doctors be concerned and cover it up because they're scared of repercussions.
[03:09:12.000 --> 03:09:19.000]  And then once we set the precedent to be able to kill large numbers of people, they're going to release even more deadly viruses and more deadly so called vaccines.
[03:09:19.000 --> 03:09:23.000]  That's how they corrupt and take control of civilization.
[03:09:23.000 --> 03:09:24.000]  But we're still on air.
[03:09:24.000 --> 03:09:28.000]  Thanks for your support at this critical time fighting harder than ever.
[03:09:28.000 --> 03:09:36.000]  Massive denial of service attacks on info wars.com and info or store.com today, some of the biggest ever now it's over 250 million request.
[03:09:36.000 --> 03:09:39.000]  The securities find the sites are there.
[03:09:39.000 --> 03:09:43.000]  Ordering there is totally safe. It's they're not getting into the site. They're not hacking the site.
[03:09:43.000 --> 03:09:55.000]  They're doing brute force attacks sending so much traffic to them that when you want to go to info or store.com, you have to do a little questionnaire deal where it says, you know, show us all the bulldozers.
[03:09:55.000 --> 03:09:59.000]  You like six squares and three of our bulldozers and three of them are cars.
[03:09:59.000 --> 03:10:01.000]  Then you you click that and it lets you through.
[03:10:01.000 --> 03:10:03.000]  But it's been so intense.
[03:10:03.000 --> 03:10:09.000]  Sometimes even that system has gone down because of the incredible traffic.
[03:10:09.000 --> 03:10:13.000]  So don't let them keep you from shopping and info or store.com.
[03:10:13.000 --> 03:10:15.000]  We've got a huge sales going on right now.
[03:10:15.000 --> 03:10:17.000]  We've got great products.
[03:10:17.000 --> 03:10:18.000]  They're at the site.
[03:10:18.000 --> 03:10:19.000]  Real Red Pill Plus back in stock.
[03:10:19.000 --> 03:10:20.000]  The new info wars Platinum.
[03:10:20.000 --> 03:10:21.000]  That's amazing.
[03:10:21.000 --> 03:10:22.000]  The info wars, indeed.
[03:10:22.000 --> 03:10:23.000]  That's incredible.
[03:10:23.000 --> 03:10:25.000]  It's all there. It's empowering.
[03:10:25.000 --> 03:10:31.000]  And we're selling out of great products like vitamin mineral fusion and the D three gummies.
[03:10:31.000 --> 03:10:36.000]  But despite that, we're keeping a 50% off because they're great products and I want you to experience them.
[03:10:36.000 --> 03:10:39.000]  So please make the decision to keep us on air.
[03:10:39.000 --> 03:10:46.000]  Spread the word about the broadcast by the products and sign up for auto ship where you can get an additional 10% off your next order.
[03:10:46.000 --> 03:10:54.000]  You can cancel anytime for free. You can also go to info wars.com. There's a big red banner at the top and go to that page and make a one time or recurring donation.
[03:10:54.000 --> 03:10:55.000]  Again, cancel anytime.
[03:10:55.000 --> 03:11:01.000]  But thank you for committing into the new year to keep this important operation on air with my information.
[03:11:01.000 --> 03:11:07.000]  Our great guests, our great guest host, the crew, our reporters and everything we do for myself and the info wars family.
[03:11:07.000 --> 03:11:09.000]  God bless you and have a safe and great new year.
[03:11:09.000 --> 03:11:14.000]  I'm going to come in tomorrow and take a special New Year's show with a year in review.
[03:11:14.000 --> 03:11:15.000]  What's going forward?
[03:11:15.000 --> 03:11:19.000]  A lot of other breaking news that will be posted tomorrow by 4pm central.
[03:11:19.000 --> 03:11:20.000]  All the other shows are live.
[03:11:20.000 --> 03:11:24.000]  Then we'll be back Sunday, 4pm central with the live Sunday show.
[03:11:24.000 --> 03:11:32.000]  Jay Dyer of Jays Analysis takes over.
[03:11:32.000 --> 03:11:33.000]  Welcome back to the house.
[03:11:33.000 --> 03:11:35.000]  Jones, I'm your guest host, Jay Dyer of Jays Analysis.
[03:11:35.000 --> 03:11:36.000]  This is the fourth hour.
[03:11:36.000 --> 03:11:41.000]  And as you know, we typically lecture through one of the important texts of the elite.
[03:11:41.000 --> 03:11:42.000]  We give the history of the background.
[03:11:42.000 --> 03:11:46.000]  And this is really important today because as you heard yesterday and today,
[03:11:46.000 --> 03:11:53.000]  the discussions about the banning of cars, the banning of meat, giving you fake meat, giving you eat the bugs,
[03:11:53.000 --> 03:12:02.000]  giving you death care, giving you euthanasia, giving us the idea that travel, commerce, everything is going to be locked down.
[03:12:02.000 --> 03:12:03.000]  15 minute cities.
[03:12:03.000 --> 03:12:08.000]  You will live within 15 minutes of anything that you need and you won't be able to drive.
[03:12:08.000 --> 03:12:10.000]  You'll have carbon rationing.
[03:12:10.000 --> 03:12:13.000]  All of that is now being rolled out.
[03:12:13.000 --> 03:12:18.000]  And it couldn't have rolled out without the last couple of years of the COVID, the COOF scam.
[03:12:18.000 --> 03:12:24.000]  And it couldn't have rolled out without a century plus planning.
[03:12:24.000 --> 03:12:27.000]  And today, what I want to talk about is how we got to where we are.
[03:12:27.000 --> 03:12:29.000]  Where really does this originate from?
[03:12:29.000 --> 03:12:31.000]  Where does this roll out going to form?
[03:12:31.000 --> 03:12:36.000]  Davos idea of the circular economy, which means that you don't own anything, right?
[03:12:36.000 --> 03:12:38.000]  You'll own nothing and you'll be happy.
[03:12:38.000 --> 03:12:39.000]  Greta out there telling you to eat the bugs.
[03:12:39.000 --> 03:12:40.000]  Where does this come from?
[03:12:40.000 --> 03:12:44.000]  Does it come from just a bunch of random people positing good ideas?
[03:12:44.000 --> 03:12:48.000]  Or is this something 100 plus years in the works?
[03:12:48.000 --> 03:12:56.000]  And does it arise from actual lengthy geopolitical tomes that we've talked about for many, many years?
[03:12:56.000 --> 03:13:03.000]  Well, the reality is that the writings of the elite are public and we lecture through them on the regular.
[03:13:03.000 --> 03:13:11.000]  And so I'm continuing my lecture series in this excellent book, which is really a compliment to Dr. Carol Quigley's writings
[03:13:11.000 --> 03:13:15.000]  and a compliment to Dr. Anthony Sutton's writings.
[03:13:15.000 --> 03:13:22.000]  And that's the book, The Milner-Fabian Conspiracy by a Romanian historian, Ioan Ratiu.
[03:13:22.000 --> 03:13:28.000]  So what are some of the institutions that the Fabian socialists who were the ones that wanted to reform Marxism
[03:13:28.000 --> 03:13:31.000]  to make it allied with big capitalism?
[03:13:31.000 --> 03:13:36.000]  That's how you have to understand that Fabian socialism is a form of Marxism and communism
[03:13:36.000 --> 03:13:43.000]  that intentionally aligns itself with big money with big state capitalism.
[03:13:43.000 --> 03:13:48.000]  And it comes out of these people that we've talked about in the Royal Society, the Milner Circle, Cecil Rose,
[03:13:48.000 --> 03:13:50.000]  the Royal and Super-International Affairs.
[03:13:50.000 --> 03:13:56.000]  That's the first thing they set up to really be sort of the inner core of what would become eventually
[03:13:56.000 --> 03:14:03.000]  the entities that we now know of as Bilderberg and its extension Davos or the World Economic Forum.
[03:14:03.000 --> 03:14:08.000]  So some of these entities include the League of Nations in 1915.
[03:14:08.000 --> 03:14:11.000]  The League of Nations was set up by Fabians.
[03:14:11.000 --> 03:14:18.000]  Then in 1918, we have the League of Nations Union and then the League of Nations Proper in 1919.
[03:14:18.000 --> 03:14:21.000]  International Labor set up in 1919.
[03:14:21.000 --> 03:14:23.000]  The World Court set up in 1920.
[03:14:23.000 --> 03:14:29.000]  Royal Institute for International Affairs, which becomes the Chatham House in 1920 in the UK.
[03:14:29.000 --> 03:14:35.000]  Notice that the Royal Institute for International Affairs was set up under Lord Curtis, Lionel Curtis,
[03:14:35.000 --> 03:14:38.000]  and other Fabians like John Maynard Keynes.
[03:14:38.000 --> 03:14:43.000]  So all Keynesian economics is 100% tied up with Fabian socialism.
[03:14:43.000 --> 03:14:48.000]  And what comes out of John Maynard Keynes is the idea of how we should do economics.
[03:14:48.000 --> 03:14:51.000]  Oh, the IMF. Exactly.
[03:14:51.000 --> 03:14:59.000]  Arnold Toynbee was one of the key ideologues who gave the impetus to this whole system of basically capitalist socialism,
[03:14:59.000 --> 03:15:04.000]  big-state capitalism, big-state socialism in a synthesis, a third-way mix.
[03:15:04.000 --> 03:15:11.000]  And Arnold Toynbee himself, the famous British historian, was actually one of the directors of the Chatham House of Studies.
[03:15:11.000 --> 03:15:18.000]  We get the Council of Foreign Relations set up in 1921 in the United States out of Woodrow Wilson's private intelligence group of the inquiry.
[03:15:18.000 --> 03:15:23.000]  Woodrow Wilson was controlled from the background by his handler, Colonel Edwin Mandel House,
[03:15:23.000 --> 03:15:30.000]  who wrote a book called Philip Drew Administrator about being a handler to a president for the British banking elite.
[03:15:30.000 --> 03:15:34.000]  And that's precisely what he was, that is, Colonel House, to Woodrow Wilson,
[03:15:34.000 --> 03:15:38.000]  who tried to push through these internationalist schemes,
[03:15:38.000 --> 03:15:43.000]  and at that time was opposed by US Senate and Congress, and so it didn't succeed.
[03:15:43.000 --> 03:15:46.000]  But the CFR is the complement to that. Don't go anywhere, because when we get back,
[03:15:46.000 --> 03:15:53.000]  I'm going to list more of these institutions and give you the history on where these secret deep-state shadow government entities actually come from.
[03:15:53.000 --> 03:16:17.000]  This is the Alex Jones Show.
[03:16:23.000 --> 03:16:48.000]  This is the Alex Jones Show.
[03:16:48.000 --> 03:17:04.000]  I have an extremely important message to all of my fellow Info Warriors here in the United States and around the world.
[03:17:04.000 --> 03:17:09.000]  We are so excited to announce Info Wars MD.
[03:17:09.000 --> 03:17:14.000]  It turns out the top company in the US for supplements is owned by a patriot,
[03:17:14.000 --> 03:17:18.000]  and it turns out they're willing to give us deals that no one else is getting,
[03:17:18.000 --> 03:17:21.000]  because they want to support Info Wars and keep us on the air.
[03:17:21.000 --> 03:17:25.000]  This deal has been here in the making, and finally the products are being brought to market.
[03:17:25.000 --> 03:17:33.000]  Up to 50% off what you get on top national brands of the highest rated under the Info Wars label, Info Wars MD,
[03:17:33.000 --> 03:17:36.000]  exclusively at infowarstore.com.
[03:17:36.000 --> 03:17:41.000]  Check out the first of 10 new products at infowarstore.com,
[03:17:41.000 --> 03:17:45.000]  whether it's turmeric or whether it's joint care or whether it is super greens,
[03:17:45.000 --> 03:17:53.000]  we have them all at infowarstore.com under the banner of Info Wars MD.
[03:17:53.000 --> 03:17:58.000]  This is the best deal out there, and it keeps Info Wars on the air, Info Wars MD.
[03:17:58.000 --> 03:18:03.000]  Why does the establishment spend so much time demonizing Info Wars,
[03:18:03.000 --> 03:18:06.000]  attacking myself and the crew and our other hosts?
[03:18:06.000 --> 03:18:10.000]  Because they know we're pro-human, they know we're telling the truth,
[03:18:10.000 --> 03:18:16.000]  they know we've got their number, they know everything we do is about empowering humanity.
[03:18:16.000 --> 03:18:19.000]  And God gave us through Mother Nature incredible compounds
[03:18:19.000 --> 03:18:24.000]  that will supercharge our body's stamina, libido, energy, and immune systems.
[03:18:24.000 --> 03:18:28.000]  And we came out many years ago with Real Red Pill Plus,
[03:18:28.000 --> 03:18:35.000]  that has all the documented compounds like preglonone and so much more to supercharge your body.
[03:18:35.000 --> 03:18:42.000]  And to give your body the key elements and the key ingredients it needs to function at a proper level.
[03:18:42.000 --> 03:18:45.000]  This is the answer to the New World Order's tyranny.
[03:18:45.000 --> 03:18:54.000]  This is Real Red Pill Plus sold out for two years, 50% off at infowarstore.com.
[03:18:54.000 --> 03:18:58.000]  Get the Red Pill Plus exclusively, infowarstore.com.
[03:18:58.000 --> 03:19:01.000]  There's a war against our masculinity.
[03:19:01.000 --> 03:19:07.000]  There's a war in the environment, the food, the water, the air, the electromagnetics, the injections,
[03:19:07.000 --> 03:19:11.000]  to really cut us off from what God designed us to be.
[03:19:11.000 --> 03:19:19.000]  But through Mother Nature, the creator gave us compounds that can counteract what the globalists have done.
[03:19:19.000 --> 03:19:24.000]  And I gotta tell you, all our supplements are great, but we've got a real game changer now.
[03:19:24.000 --> 03:19:26.000]  We've never put anything out this powerful.
[03:19:26.000 --> 03:19:32.000]  It's InfoWars Platinum, now exclusively available at 40% off at infowarstore.com.
[03:19:32.000 --> 03:19:36.000]  This is private labeled, three of the top best sellers in the country right now,
[03:19:36.000 --> 03:19:44.000]  but it's exclusively available under the brand name and private label of InfoWars Platinum at infowarstore.com.
[03:19:44.000 --> 03:19:51.000]  It's HGH Boost Max, it's Pain MD, and it's 1776 testosterone boost.
[03:19:51.000 --> 03:19:57.000]  Yield it to yourself and your way of life and your well-being to try these out and fund the InfoWars.
[03:19:57.000 --> 03:20:05.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:05.000 --> 03:20:23.000]  Welcome back to the Alex Jones Show, I'm your guest host, Jake, 900 days now, so we're talking about the institutions that were set up to promote throughout the world Fabian socialist style control.
[03:20:23.000 --> 03:20:31.000]  And of course, as we said, that's a reformed version of Marxism, which allies classical Marxism to monopoly capital.
[03:20:31.000 --> 03:20:36.000]  And so it's not exactly the same thing as fashionism, but it's actually, it's pretty close to fascism if you think about it,
[03:20:36.000 --> 03:20:41.000]  because it's really no different than the state being a corporate actor.
[03:20:41.000 --> 03:20:49.000]  The difference, of course, being that it is now allied to technocracy, and of course many of the early Fabians were self-professed technocrats.
[03:20:49.000 --> 03:21:05.000]  And we're talking about the various institutions, panels, Royal Society for International Affairs, the various steering groups that were set up early on to be part and party to this very open operation.
[03:21:05.000 --> 03:21:07.000]  This is not a secret plot.
[03:21:07.000 --> 03:21:13.000]  It's not a thing cooked up without any public eyes on it or any public purview.
[03:21:13.000 --> 03:21:19.000]  This is actually very well known and very well established in the literature.
[03:21:19.000 --> 03:21:21.000]  But if we don't read the literature, we don't know that.
[03:21:21.000 --> 03:21:32.000]  So what I do is I lecture through the literature for you and you can go see if you want a fuller treatment of this, we did a whole three hours on this book last about a month ago.
[03:21:32.000 --> 03:21:39.000]  And then last night I did the next section, sort of a longer treatment of what we're covering today.
[03:21:39.000 --> 03:21:53.000]  So some of the other institutions that we said were set up included the World Bank, the International Monetary Fund explicitly to adopt Keynesian economics and to promote that throughout the world.
[03:21:53.000 --> 03:21:56.000]  NATO was actually set up in 1949 by Fabians.
[03:21:56.000 --> 03:22:09.000]  So while NATO has at least its public purview to keep Russia at bay during the Cold War, that doesn't mean that NATO was really anti-communist per se.
[03:22:09.000 --> 03:22:12.000]  It was actually intent on promoting a kind of Fabian socialism.
[03:22:12.000 --> 03:22:14.000]  That's really what the EU ended up being.
[03:22:14.000 --> 03:22:20.000]  In fact, the EU itself was established and promoted by people with Fabian socialist ideology.
[03:22:20.000 --> 03:22:26.000]  The Council of Europe was part of that, the Aspen Institute, Socialist International, One World Trust.
[03:22:26.000 --> 03:22:33.000]  All of these institutions and things that were set up in the 20th century, particularly in the first 50 years of the 20th century, had tremendous amount of influence.
[03:22:33.000 --> 03:22:39.000]  And that is precisely what the EU itself became.
[03:22:39.000 --> 03:22:43.000]  European Coal and Steel Union later became the European Union in 1951.
[03:22:43.000 --> 03:22:47.000]  That had actually been planned at Bilderberg prior to that.
[03:22:47.000 --> 03:22:53.000]  And if you read Daniel Esselen's Bilderberg book, that's actually in the documents from the Bilderberg meetings.
[03:22:53.000 --> 03:23:04.000]  Bilderberg was created by Fabians, Joseph Redinger, Hugh Gaskell, Dennis Healy, and David Rockefeller, as well as the Christian Socialist Movement in 1960.
