[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[3:04:30.000 --> 3:04:33.000]  I'm on a pistol whip you. I got a gun conviction.
[3:04:33.000 --> 3:04:35.000]  Because I'm a criminal. I want you to not have a gun
[3:04:35.000 --> 3:04:37.000]  so I can have my way with you.
[3:04:37.000 --> 3:04:40.000]  Because I got a small brain and I'm a fake punk thug.
[3:04:40.000 --> 3:04:42.000]  And I'm the dumbest person in the whole world.
[3:04:42.000 --> 3:04:44.000]  I was a human.
[3:04:44.000 --> 3:04:46.000]  Give me your guns, give me your guns,
[3:04:46.000 --> 3:04:48.000]  or I'll have him pistol whip you.
[3:04:48.000 --> 3:04:50.000]  I got it on guns, but you don't.
[3:04:50.000 --> 3:04:52.000]  M&M's a complete moron.
[3:04:52.000 --> 3:04:55.000]  The word is he's got like a 70 IQ, can't wipe his ass.
[3:04:55.000 --> 3:04:58.000]  You're in a probiotic-friendly environment in your gut
[3:04:58.000 --> 3:05:02.000]  with prebiotic fiber by Infowars Life.
[3:05:02.000 --> 3:05:04.000]  Help the good bacteria thrive
[3:05:04.000 --> 3:05:06.000]  and support overall digestive health
[3:05:06.000 --> 3:05:10.000]  with our specially formulated prebiotic fiber,
[3:05:10.000 --> 3:05:12.000]  a mixture of clinically studied and organic
[3:05:12.000 --> 3:05:15.000]  acacia, fruit, and flax fiber.
[3:05:15.000 --> 3:05:17.000]  Prebiotic fiber is soluble fiber
[3:05:17.000 --> 3:05:20.000]  that ferments in the gut to help feed good bacteria,
[3:05:20.000 --> 3:05:23.000]  which helps you digest food, absorb nutrients,
[3:05:23.000 --> 3:05:26.000]  and even support your immune system.
[3:05:26.000 --> 3:05:28.000]  Infowars Life's cutting-edge formula
[3:05:28.000 --> 3:05:30.000]  only brings you the highest quality,
[3:05:30.000 --> 3:05:33.000]  organic, and clinically studied ingredients.
[3:05:33.000 --> 3:05:35.000]  Cheap prebiotic fibers are used up
[3:05:35.000 --> 3:05:37.000]  only at the beginning of the colon,
[3:05:37.000 --> 3:05:40.000]  but our premium organic acacia fiber
[3:05:40.000 --> 3:05:43.000]  is slowly digested by the good bacteria
[3:05:43.000 --> 3:05:45.000]  throughout the entire colon
[3:05:45.000 --> 3:05:48.000]  for maximum prebiotic effect.
[3:05:48.000 --> 3:05:50.000]  Head to InfowarsLife.com
[3:05:50.000 --> 3:06:12.000]  or call 1-888-253-3139.
[3:06:12.000 --> 3:06:13.000]  Hello, everybody.
[3:06:13.000 --> 3:06:15.000]  Welcome, Anthony Kumi.
[3:06:15.000 --> 3:06:19.000]  I hear the honor of being in at Infowars.com.
[3:06:19.000 --> 3:06:25.000]  I was literally just wiping tears from my eyes
[3:06:25.000 --> 3:06:30.000]  from watching Alex doing his M&M.
[3:06:30.000 --> 3:06:33.000]  It was hilarious.
[3:06:33.000 --> 3:06:35.000]  Who doesn't love Alex Jones?
[3:06:35.000 --> 3:06:37.000]  I read things.
[3:06:37.000 --> 3:06:40.000]  I read things on social media on a daily basis.
[3:06:40.000 --> 3:06:42.000]  I get all kinds of crap.
[3:06:42.000 --> 3:06:45.000]  What are you doing on Infowars, Anthony?
[3:06:45.000 --> 3:06:47.000]  What are you doing?
[3:06:47.000 --> 3:06:51.000]  Alex Jones says that Martians are coming.
[3:06:51.000 --> 3:06:53.000]  It's like, oh, my God,
[3:06:53.000 --> 3:06:57.000]  you've obviously never even watched the man.
[3:06:57.000 --> 3:07:02.000]  So just damn entertaining, man.
[3:07:02.000 --> 3:07:03.000]  I'm crying.
[3:07:03.000 --> 3:07:06.000]  The impression, Alex has to take that on the road
[3:07:06.000 --> 3:07:10.000]  is M&M impression.
[3:07:10.000 --> 3:07:11.000]  Welcome.
[3:07:11.000 --> 3:07:14.000]  And again, I thank the fine people at Infowars
[3:07:14.000 --> 3:07:15.000]  for having me on.
[3:07:15.000 --> 3:07:18.000]  Alex hit on it right at the end of the show right there,
[3:07:18.000 --> 3:07:20.000]  the gun issue.
[3:07:20.000 --> 3:07:26.000]  All those students, the anti-Second Amendment people,
[3:07:26.000 --> 3:07:29.000]  the people like Bernie, his Bernie impression,
[3:07:29.000 --> 3:07:31.000]  was killing me, too.
[3:07:31.000 --> 3:07:35.000]  Getting out there and saying that, oh, boy,
[3:07:35.000 --> 3:07:39.000]  we need all the law-abiding gun owners,
[3:07:39.000 --> 3:07:41.000]  all those people that own guns,
[3:07:41.000 --> 3:07:44.000]  hundreds of millions of people,
[3:07:44.000 --> 3:07:49.000]  and hundreds of millions of guns.
[3:07:49.000 --> 3:07:53.000]  And we need them to...
[3:07:53.000 --> 3:07:55.000]  We need to write new laws for them.
[3:07:55.000 --> 3:07:58.000]  You know, the people that haven't done anything wrong,
[3:07:58.000 --> 3:08:02.000]  except legally own guns
[3:08:02.000 --> 3:08:05.000]  and exercise their Second Amendment right,
[3:08:05.000 --> 3:08:11.000]  those are the people that we really have to take guns away from.
[3:08:11.000 --> 3:08:14.000]  The actual problems that we have,
[3:08:14.000 --> 3:08:19.000]  which I mean anybody with an ounce of common sense
[3:08:19.000 --> 3:08:21.000]  over the past few decades,
[3:08:21.000 --> 3:08:26.000]  has seen why we have issues like we do in this country today.
[3:08:26.000 --> 3:08:29.000]  The gun issue just being one of them.
[3:08:29.000 --> 3:08:30.000]  But we could see it.
[3:08:30.000 --> 3:08:34.000]  This has been gearing up for so long.
[3:08:34.000 --> 3:08:36.000]  I have called it, I don't know,
[3:08:36.000 --> 3:08:39.000]  I don't think this is a little too much for the air.
[3:08:39.000 --> 3:08:42.000]  The pusification of America.
[3:08:42.000 --> 3:08:44.000]  I think that's a big thing.
[3:08:44.000 --> 3:08:50.000]  Men, boy, young men not being allowed to actually be men,
[3:08:50.000 --> 3:08:57.000]  being emasculated by feminism and politically correct.
[3:08:57.000 --> 3:09:01.000]  These are all things that have contributed
[3:09:01.000 --> 3:09:05.000]  to so many of the problems we have in this country today.
[3:09:05.000 --> 3:09:11.000]  And again, they just want to snatch away our rights.
[3:09:11.000 --> 3:09:15.000]  The Second Amendment is a great instance of this
[3:09:15.000 --> 3:09:16.000]  because it's so easy.
[3:09:16.000 --> 3:09:18.000]  It's an actual mechanism.
[3:09:18.000 --> 3:09:19.000]  It's a thing.
[3:09:19.000 --> 3:09:21.000]  You have to have a thing.
[3:09:21.000 --> 3:09:24.000]  It's not a pursuit of happiness.
[3:09:24.000 --> 3:09:30.000]  It's not the freedom of speech where just speaking is your right.
[3:09:30.000 --> 3:09:34.000]  You need an actual mechanism, a gun.
[3:09:34.000 --> 3:09:37.000]  So when you make the focus on taking that away,
[3:09:37.000 --> 3:09:42.000]  it sounds like you're just taking away a machine, an object.
[3:09:42.000 --> 3:09:46.000]  And it's so much easier to do that
[3:09:46.000 --> 3:09:52.000]  than it is to take away some other ideology that makes up a right.
[3:09:52.000 --> 3:09:55.000]  So you take the gun away and people go,
[3:09:55.000 --> 3:09:57.000]  what, we're just limiting the guns.
[3:09:57.000 --> 3:09:58.000]  It's a thing.
[3:09:58.000 --> 3:10:00.000]  No, you're taking away a right.
[3:10:00.000 --> 3:10:07.000]  A right that is just as important and inalienable
[3:10:07.000 --> 3:10:11.000]  to us as Americans as the freedom of speech,
[3:10:11.000 --> 3:10:14.000]  as the freedom to not have people bash your door in
[3:10:14.000 --> 3:10:17.000]  and go through your belongings.
[3:10:17.000 --> 3:10:21.000]  But like I said, when it's an actual mechanism,
[3:10:21.000 --> 3:10:23.000]  a thing, a tangible object,
[3:10:23.000 --> 3:10:27.000]  it makes it so much easier for these people
[3:10:27.000 --> 3:10:29.000]  to try to take it away from you.
[3:10:29.000 --> 3:10:35.000]  So we saw the schools had their day, walkout day.
[3:10:35.000 --> 3:10:37.000]  I remember these things when I was in school.
[3:10:37.000 --> 3:10:38.000]  Not for this.
[3:10:38.000 --> 3:10:44.000]  I remember like we walked out because we wanted smoking in schools.
[3:10:44.000 --> 3:10:48.000]  We wanted to be able to smoke in the schools.
[3:10:48.000 --> 3:10:53.000]  So we said, ah, we're walking out and we walked out.
[3:10:53.000 --> 3:10:55.000]  We sat on the front lawn of the school
[3:10:55.000 --> 3:10:58.000]  and we all lit up our cigarettes.
[3:10:58.000 --> 3:10:59.000]  Real cool.
[3:10:59.000 --> 3:11:00.000]  All right.
[3:11:00.000 --> 3:11:02.000]  Look, I know I'm no kid here,
[3:11:02.000 --> 3:11:05.000]  but I hear some of you out there going,
[3:11:05.000 --> 3:11:07.500]  what was playing Babba-ba-babba,
[3:11:07.500 --> 3:11:09.000]  Ding ding ding, no.
[3:11:09.000 --> 3:11:12.000]  It wasn't that long ago but I believe the
[3:11:12.000 --> 3:11:15.000]  Molly Hatchet and Charlie Daniels were playing.
[3:11:15.000 --> 3:11:17.000]  But we were out there on the lawn and smokin our cigarettes
[3:11:17.000 --> 3:11:19.000]  and we're sitting around and we're going,
[3:11:19.000 --> 3:11:23.000]  yeah man, we're gonna show the teachers
[3:11:23.000 --> 3:11:27.000]  and the principal, man, we're not going back in there
[3:11:27.000 --> 3:11:32.000]  until we get to smoke on campus.
[3:11:32.680 --> 3:11:35.040]  Well, the principle comes out.
[3:11:35.040 --> 3:11:36.400]  It's got a little bullhorn.
[3:11:39.680 --> 3:11:42.480]  Anybody who isn't back in the school in three minutes
[3:11:42.480 --> 3:11:46.840]  is suspended, your grades for this,
[3:11:46.840 --> 3:11:49.760]  you're gonna go down a grade and you just go,
[3:11:49.760 --> 3:11:53.040]  and all of these, whoa, we're gonna fight the math.
[3:11:53.040 --> 3:11:55.360]  We're like, all right, we better get back in.
[3:11:55.360 --> 3:11:57.360]  I think social studies is starting.
[3:11:59.360 --> 3:12:04.360]  We weren't treated like precious little snowflakes
[3:12:05.240 --> 3:12:10.240]  by the administration that we went to when I went to school.
[3:12:11.320 --> 3:12:12.920]  And I hate sounding like that,
[3:12:12.920 --> 3:12:15.000]  but I guess that's why you always sound like,
[3:12:15.000 --> 3:12:18.760]  why are you, get off my lawn, you damn kids,
[3:12:18.760 --> 3:12:23.840]  but we've gone to this point where everything,
[3:12:23.840 --> 3:12:28.840]  a young person says, is this gold nugget of knowledge.
[3:12:29.760 --> 3:12:34.200]  Everything a young person says is to be taken
[3:12:34.200 --> 3:12:39.200]  at 100% face value for being brilliant and amazing
[3:12:41.220 --> 3:12:43.080]  and we must listen.
[3:12:43.080 --> 3:12:48.080]  Sometimes kids are just uninformed dopes.
[3:12:49.040 --> 3:12:51.960]  I'm not saying that's the instance here.
[3:12:51.960 --> 3:12:56.280]  I'm not saying, I'm not picking any specific cause
[3:12:56.280 --> 3:12:58.240]  that they've rallied behind.
[3:12:58.240 --> 3:13:01.320]  I'm just saying, in my life experience,
[3:13:02.280 --> 3:13:05.800]  in my life experience, I have taken note
[3:13:05.800 --> 3:13:10.080]  that kids are usually stupid.
[3:13:11.000 --> 3:13:13.800]  I don't mean uneducated, you could go to school,
[3:13:13.800 --> 3:13:15.640]  you could crack a book, you could learn,
[3:13:15.640 --> 3:13:17.260]  you could get good grades,
[3:13:17.260 --> 3:13:21.940]  but there is something that only life experience brings you.
[3:13:21.940 --> 3:13:25.800]  That I am not seeing in the young people
[3:13:25.800 --> 3:13:30.800]  that are being hailed as heroic for going out and speaking.
[3:13:31.040 --> 3:13:34.360]  I mean, some of them are very articulate,
[3:13:34.360 --> 3:13:36.800]  some of them have valid points,
[3:13:36.800 --> 3:13:40.840]  but every single young person that goes out
[3:13:40.840 --> 3:13:45.840]  and holds up a sign is not an Alvin Einstein.
[3:13:47.480 --> 3:13:48.980]  Yes, I did say Alvin.
[3:13:48.980 --> 3:13:51.420]  It's part of the joke.
[3:13:52.700 --> 3:13:55.500]  But the media just gets on them
[3:13:55.500 --> 3:14:00.500]  and hails every one of them as brilliant, brilliant.
[3:14:01.380 --> 3:14:05.300]  And they just don't have life experience.
[3:14:05.300 --> 3:14:08.660]  And that's why for decades we have heard this.
[3:14:08.660 --> 3:14:12.500]  Decades of demonstrations and protests
[3:14:12.500 --> 3:14:14.980]  and high schools and college campus students
[3:14:14.980 --> 3:14:17.780]  getting out there and fighting the powers that be.
[3:14:17.780 --> 3:14:21.220]  And this gets brought up every single time.
[3:14:21.220 --> 3:14:24.820]  Well, you watch out because these are the people
[3:14:24.820 --> 3:14:28.500]  that are gonna be voting in a few years.
[3:14:28.500 --> 3:14:30.940]  And it never really comes to fruition
[3:14:30.940 --> 3:14:33.580]  that this giant change happens
[3:14:33.580 --> 3:14:37.060]  because these young people grew up and now they're voting.
[3:14:37.060 --> 3:14:39.180]  You know why?
[3:14:39.180 --> 3:14:42.340]  Because they had a little bit more life experience
[3:14:42.340 --> 3:14:45.580]  and realized it was crap what they were saying
[3:14:45.580 --> 3:14:49.540]  most of the time, utter and complete nonsense.
[3:14:49.540 --> 3:14:52.540]  They went out, they left school, they got jobs.
[3:14:52.540 --> 3:14:55.300]  They looked at their paycheck and went, what?
[3:14:56.980 --> 3:14:59.660]  I remember I was protesting to get more
[3:14:59.660 --> 3:15:02.500]  of the workers' money away to the government
[3:15:02.500 --> 3:15:04.480]  so they could help people.
[3:15:04.480 --> 3:15:05.740]  And I was supposed to be the guy
[3:15:05.740 --> 3:15:08.340]  that starts voting and changes everything.
[3:15:08.340 --> 3:15:10.060]  And then they get their paycheck and go,
[3:15:10.060 --> 3:15:11.740]  hey, screw that.
[3:15:11.740 --> 3:15:14.540]  They're taking all my work 40 hours
[3:15:14.540 --> 3:15:16.580]  and they're taking all my money.
[3:15:16.580 --> 3:15:18.500]  That's what happens.
[3:15:18.500 --> 3:15:23.300]  They don't grow up and remain the same naive little,
[3:15:23.300 --> 3:15:26.940]  little tykes that they were when they were protesting.
[3:15:26.940 --> 3:15:30.460]  They grow up and realize a lot of what I said
[3:15:30.460 --> 3:15:32.660]  was utter nonsense.
[3:15:32.660 --> 3:15:37.380]  And I have been educated by the school of life.
[3:15:37.380 --> 3:15:42.380]  And it has changed my opinion and that's who I am
[3:15:42.380 --> 3:15:45.820]  now when I vote and maybe even run for office.
[3:15:45.820 --> 3:15:49.340]  So we'll just see this happen over and over and over again.
[3:15:49.340 --> 3:15:50.180]  You're in the spectrum.
[3:15:50.180 --> 3:16:13.180]  We'll be back in a moment, Anthony Comey, and at infowars.com.
[3:16:21.180 --> 3:16:22.180]  You can find and snag your information
[3:16:22.180 --> 3:16:23.180]  just by walking past you.
[3:16:23.180 --> 3:16:25.420]  Contactless credit cards, debit cards,
[3:16:25.420 --> 3:16:27.140]  even your work ID badge.
[3:16:27.140 --> 3:16:30.100]  ID Stronghold was the first to pioneer RFID
[3:16:30.100 --> 3:16:32.700]  blocking technology over 12 years ago.
[3:16:32.700 --> 3:16:35.260]  ID Stronghold's wallets, sleeves, and badge holders
[3:16:35.260 --> 3:16:37.020]  are trusted by the US military
[3:16:37.020 --> 3:16:39.140]  and the executive office of the president.
[3:16:39.140 --> 3:16:41.060]  Something the competitors can't say.
[3:16:41.060 --> 3:16:43.580]  Secure your identity and save 10%
[3:16:43.580 --> 3:16:45.740]  by using coupon code MAGIC at checkout
[3:16:45.740 --> 3:16:50.340]  for a limited time at idstronghold.com.
[3:16:50.340 --> 3:16:53.180]  ID Stronghold.com.
[3:16:53.180 --> 3:16:55.060]  Fully cooked, ready to eat bacon.
[3:16:55.060 --> 3:16:56.980]  I'm talking thick meaty, center cut,
[3:16:56.980 --> 3:16:59.860]  presidential bacon, savory and delicious.
[3:16:59.860 --> 3:17:03.380]  I buy some, I use some, I store some, awesome.
[3:17:03.380 --> 3:17:06.420]  No refrigeration needed with a 10 year shelf life,
[3:17:06.420 --> 3:17:09.420]  NASA PAC technology, bacon, fully cooked,
[3:17:09.420 --> 3:17:12.700]  fully hydrated, ready to eat right from the PAC bacon
[3:17:12.700 --> 3:17:14.180]  or warm and serve.
[3:17:14.180 --> 3:17:16.420]  Life saving, ready to eat bacon.
[3:17:16.420 --> 3:17:18.140]  10 year shelf life bacon.
[3:17:18.140 --> 3:17:21.020]  Ships free at fullycookedbacon.com,
[3:17:21.020 --> 3:17:23.540]  fullycookedbacon.com.
[3:17:23.540 --> 3:17:24.740]  Hear that?
[3:17:24.740 --> 3:17:26.860]  That's the sound of a house being trashed
[3:17:26.860 --> 3:17:30.140]  while a gang of thieves ransacked the place.
[3:17:30.140 --> 3:17:32.940]  And what they don't steal will be destroyed.
[3:17:32.940 --> 3:17:36.580]  This year, resolve not to be the next victim of a break-in.
[3:17:36.580 --> 3:17:39.220]  Go to faketv.com and discover a device
[3:17:39.220 --> 3:17:42.460]  that creates the illusion someone inside is watching TV,
[3:17:42.460 --> 3:17:44.100]  even when you're miles away.
[3:17:44.100 --> 3:17:46.540]  Security is a mindset and fake TV
[3:17:46.540 --> 3:17:48.740]  should be part of your security solution.
[3:17:48.740 --> 3:17:51.180]  Be vigilant, but not fearful.
[3:17:51.180 --> 3:17:52.660]  Faketv.com.
[3:17:54.780 --> 3:17:57.220]  In Full Wars Life is launching its newest product.
[3:17:57.220 --> 3:17:59.260]  We're really, really proud of it.
[3:17:59.260 --> 3:18:03.180]  It's a best source prebiotic fiber.
[3:18:03.180 --> 3:18:06.820]  And it's got the very best concentrated fibers
[3:18:06.820 --> 3:18:09.460]  from berries and fruits and other compounds
[3:18:09.460 --> 3:18:12.020]  that have been known to be the very best
[3:18:12.020 --> 3:18:14.740]  for your body and for regularity and so much more.
[3:18:14.740 --> 3:18:17.180]  And it synergistically works with our 50 billion
[3:18:17.180 --> 3:18:19.980]  live, active culture, floral life,
[3:18:19.980 --> 3:18:22.220]  as well as MycoZX that targets the yeast,
[3:18:22.220 --> 3:18:24.340]  the mold, and the funguses in the gut.
[3:18:24.340 --> 3:18:26.460]  So this is the time to take advantage
[3:18:26.460 --> 3:18:28.900]  of getting this new incredible fiber product
[3:18:28.900 --> 3:18:30.180]  and these other products.
[3:18:30.180 --> 3:18:31.660]  You get them separately or together
[3:18:31.660 --> 3:18:33.420]  and make really, really big savings
[3:18:33.420 --> 3:18:35.580]  and get high quality products at the same time.
[3:18:35.580 --> 3:18:37.820]  And I'm doing this to introduce these products to you.
[3:18:37.820 --> 3:18:42.540]  Bodies sold out in a month, strongest concentrated
[3:18:42.540 --> 3:18:44.100]  turmeric formula we could come up with.
[3:18:44.100 --> 3:18:46.140]  It's sold out for another month and a half.
[3:18:46.140 --> 3:18:49.380]  We sold it at 50% off till it's sold out.
[3:18:49.380 --> 3:18:51.980]  And I think it's gonna be the same way with this fiber.
[3:18:51.980 --> 3:18:54.580]  Get yours today in FullWarsLife.com.
[3:18:54.580 --> 3:18:57.020]  We've taken thousands of years of known research
[3:18:57.020 --> 3:18:59.140]  and put it together with our own four years
[3:18:59.140 --> 3:19:02.500]  of seeking and testing to find the very best systems
[3:19:02.500 --> 3:19:03.940]  that God gave us through Mother Nature
[3:19:03.940 --> 3:19:05.180]  to detoxify the body.
[3:19:05.180 --> 3:19:07.220]  That's why I'm introducing ZShield.
[3:19:07.220 --> 3:19:10.100]  Toxic metal and chemical defense support.
[3:19:10.100 --> 3:19:11.500]  It's made in the USA.
[3:19:11.500 --> 3:19:14.340]  It's filled with known compounds from nature
[3:19:14.340 --> 3:19:17.100]  that are absolutely associated with detoxifying the body
[3:19:17.100 --> 3:19:18.380]  and it supports the info war.
[3:19:18.380 --> 3:19:20.500]  It is a classical 360 win.
[3:19:20.500 --> 3:19:22.740]  This is the formula that I personally
[3:19:22.740 --> 3:19:24.180]  have been taking for over a year.
[3:19:24.180 --> 3:19:27.340]  And now we believe we have come as close to perfection
[3:19:27.340 --> 3:19:30.220]  when it comes to a detoxifier as you can possibly get.
[3:19:30.220 --> 3:19:32.180]  You owe it to yourself, you owe it to your family
[3:19:32.180 --> 3:19:35.140]  and you owe it to the future of this country and the world
[3:19:35.140 --> 3:19:37.820]  that patriots stay as healthy and as clean
[3:19:37.820 --> 3:19:39.820]  and as focused as you can be
[3:19:39.820 --> 3:19:42.700]  because we need you, the remnant of America,
[3:19:42.700 --> 3:19:45.060]  to reignite those brush fires the next level
[3:19:45.060 --> 3:19:47.060]  and to be healthy and as focused as you can be.
[3:19:47.060 --> 3:19:49.300]  Thanks to your support and your prayers together,
[3:19:49.300 --> 3:19:50.380]  we're changing the world.
[3:19:50.380 --> 3:19:51.940]  Now it's time to change our bodies
[3:19:51.940 --> 3:19:54.220]  with ZShield in FullWarsLife.com.
[3:19:54.220 --> 3:20:02.740]  You're listening to the Alex Jones Show.
[3:20:13.740 --> 3:20:17.540]  News, analysis, reports.
[3:20:17.540 --> 3:20:20.780]  It's the Alex Jones Show.
[3:20:20.780 --> 3:20:27.340]  And now, your host, Anthony Koumia.
[3:20:27.340 --> 3:20:30.020]  Yes, welcome back.
[3:20:30.020 --> 3:20:32.980]  AnthonyKoumiaInfoWars.com.
[3:20:32.980 --> 3:20:42.620]  My goodness, Hollywood, the Petri dish on the West Coast
[3:20:42.620 --> 3:20:44.740]  that is Hollywood.
[3:20:44.740 --> 3:20:47.220]  Boy, the glamour just kind of gone off of that.
[3:20:47.220 --> 3:20:52.660]  The Tinseltown shine that was once the amazing Hollywood.
[3:20:52.660 --> 3:20:55.620]  Here she comes, the lovely Greta Gabbo
[3:20:55.620 --> 3:20:57.500]  at the premiere of her new motion pictures
[3:20:57.500 --> 3:21:00.660]  here at Graven's Chinese Theatre.
[3:21:00.660 --> 3:21:04.020]  Remember the old glamour of Hollywood,
[3:21:04.020 --> 3:21:07.180]  the perception we had that it was just
[3:21:07.180 --> 3:21:12.220]  made up of these amazing people, Tinseltown,
[3:21:12.220 --> 3:21:16.340]  they called it, because it was so glittery, sparkly.
[3:21:16.340 --> 3:21:19.580]  We didn't know anything about the actors and actresses.
[3:21:19.580 --> 3:21:21.540]  We didn't want to know anything about the actors
[3:21:21.540 --> 3:21:22.980]  and actresses.
[3:21:22.980 --> 3:21:27.660]  They'd occasionally do talk shows or award shows.
[3:21:27.660 --> 3:21:31.700]  Like, we all watch the Oscars, and it just
[3:21:31.700 --> 3:21:34.620]  doesn't have that sheen on it that it used to,
[3:21:34.620 --> 3:21:38.700]  that those people were just amazing.
[3:21:38.700 --> 3:21:41.100]  They were just amazing.
[3:21:41.100 --> 3:21:42.900]  Put up on pedestals.
[3:21:42.900 --> 3:21:43.860]  Put up on pedestals.
[3:21:43.860 --> 3:21:46.380]  They were special.
[3:21:46.380 --> 3:21:48.340]  They were better than us.
[3:21:48.340 --> 3:21:49.620]  We could say it, people.
[3:21:49.620 --> 3:21:55.260]  Back in those days, watching Chuck Heston walking up
[3:21:55.260 --> 3:21:58.780]  to a podium, I'd like to present the next award
[3:21:58.780 --> 3:22:00.580]  for best actor.
[3:22:00.580 --> 3:22:03.660]  You're like, ah, that guy's better than me.
[3:22:03.660 --> 3:22:09.100]  And then with the advent of social media
[3:22:09.100 --> 3:22:14.940]  and the never-ending cry for attention
[3:22:14.940 --> 3:22:19.020]  that these attention whores have in Hollywood,
[3:22:19.020 --> 3:22:25.380]  they started spouting their ideology and their beliefs
[3:22:25.380 --> 3:22:27.180]  to us.
[3:22:27.180 --> 3:22:30.420]  It wasn't good enough that they were on our motion picture
[3:22:30.420 --> 3:22:31.100]  screens.
[3:22:31.100 --> 3:22:36.180]  When we'd go to the movie house to see the latest movie
[3:22:36.180 --> 3:22:42.100]  by Robert Taylor, that was even before my time.
[3:22:42.100 --> 3:22:44.220]  But they were up there.
[3:22:44.220 --> 3:22:46.820]  They were on our TV screens.
[3:22:46.820 --> 3:22:51.060]  They were in our entertainment magazines.
[3:22:51.060 --> 3:22:53.420]  And that just wasn't enough for them.
[3:22:53.420 --> 3:22:54.220]  We didn't know this.
[3:22:54.220 --> 3:22:57.940]  There wasn't any other outlet years ago
[3:22:57.940 --> 3:23:00.700]  when we didn't know about these actors and actresses.
[3:23:00.700 --> 3:23:02.940]  All we knew was what they wanted us to know,
[3:23:02.940 --> 3:23:05.380]  what their publicist or the studios would
[3:23:05.380 --> 3:23:07.460]  want us to know about them.
[3:23:07.460 --> 3:23:08.420]  So we didn't really know.
[3:23:08.420 --> 3:23:10.260]  And then social media, this thing
[3:23:10.260 --> 3:23:14.580]  comes out where everyone with any hair-brained idea
[3:23:14.580 --> 3:23:18.140]  or ridiculous ideology or whatever it is
[3:23:18.140 --> 3:23:22.700]  can now tell the world what they think.
[3:23:22.700 --> 3:23:25.500]  And Hollywood was no exception.
[3:23:25.500 --> 3:23:28.140]  The celebrities got on there and just started,
[3:23:28.140 --> 3:23:30.100]  here's what I think.
[3:23:30.100 --> 3:23:33.340]  Here's how you should live your life, people.
[3:23:33.340 --> 3:23:37.980]  And we looked, and we read, and we watched videos,
[3:23:37.980 --> 3:23:43.980]  and we said, wow, what a bunch of jerks.
[3:23:43.980 --> 3:23:45.980]  What a bunch of idiots.
[3:23:45.980 --> 3:23:49.420]  They're not special anymore.
[3:23:49.420 --> 3:23:51.940]  They're not better than us, are they?
[3:23:51.940 --> 3:23:59.100]  And since then, the Hollywood, the amazing glitter
[3:23:59.100 --> 3:24:07.260]  of Tinseltown has just been reduced to a Petri dish that
[3:24:07.260 --> 3:24:10.340]  is with a bacteria culture in it.
[3:24:10.340 --> 3:24:12.540]  That's pretty much what Hollywood is now,
[3:24:12.540 --> 3:24:17.500]  a bacteria culture festering in a Petri dish.
[3:24:17.500 --> 3:24:21.300]  There they are, the amazing stars of yesteryear,
[3:24:21.300 --> 3:24:24.500]  ladies and gentlemen, making their way down the red carpet.
[3:24:24.500 --> 3:24:28.300]  For a new motion picture, it's Marilyn Monroe.
[3:24:28.300 --> 3:24:31.420]  Let's give her a big hand.
[3:24:31.420 --> 3:24:32.340]  Yes, she is.
[3:24:32.340 --> 3:24:35.100]  Rumors have it, she's good friends with the Kennedys.
[3:24:38.140 --> 3:24:38.860]  What happened?
[3:24:38.860 --> 3:24:40.900]  There, there's the yesteryear actresses.
[3:24:40.900 --> 3:24:44.100]  And the modern day, it's just a catastrophe.
[3:24:44.100 --> 3:24:48.060]  Well, but I digress.
[3:24:48.060 --> 3:24:49.740]  We all saw the Academy Awards.
[3:24:49.740 --> 3:24:52.660]  We saw Frances McDormand.
[3:24:52.660 --> 3:24:55.340]  Frances McDormand, she won an award
[3:24:55.340 --> 3:25:00.500]  for three billboards outside of Blotty Blotty Blot.
[3:25:00.500 --> 3:25:04.860]  And during her speech, she goes, we, well, we,
[3:25:04.860 --> 3:25:11.020]  I give you two words, ladies and gentlemen, inclusion rider.
[3:25:11.020 --> 3:25:13.380]  And the people in the audience are like, woo!
[3:25:13.380 --> 3:25:18.060]  And everyone at home went, huh, what?
[3:25:18.060 --> 3:25:19.100]  You say inclusion rider.
[3:25:19.100 --> 3:25:21.020]  People go, huh, what?
[3:25:21.020 --> 3:25:23.180]  You say, shark, we got a panic on our hands.
[3:25:23.180 --> 3:25:25.180]  On the 4th of July.
[3:25:25.180 --> 3:25:29.380]  Inclusion rider, no one knew what it was, huh, what?
[3:25:29.380 --> 3:25:31.380]  So we learned what it was.
[3:25:31.380 --> 3:25:36.100]  Simply put, it's a stipulation that actors and actresses
[3:25:36.100 --> 3:25:39.300]  can ask or demand, I demand of you,
[3:25:39.300 --> 3:25:42.140]  to have inserted into their contracts, which
[3:25:42.140 --> 3:25:46.260]  would require a certain level of diversity
[3:25:46.260 --> 3:25:50.460]  among the film's cast and crew.
[3:25:50.460 --> 3:25:53.060]  So the act, let me put this straight.
[3:25:53.060 --> 3:25:58.180]  The talking puppet head, the puppet head,
[3:25:58.180 --> 3:26:01.740]  that recites the words that are written for them
[3:26:01.740 --> 3:26:04.620]  in front of a camera that's run by other people,
[3:26:04.620 --> 3:26:07.180]  on a set that's decorated by other people,
[3:26:07.180 --> 3:26:12.020]  on an entire production that's paid for by other people,
