[00:00.000 --> 00:05.160]  Look at that.
[3:08:54.940 --> 3:09:00.940]  So the 50 to 75% off the store wide free shipping with double patriot points.
[3:09:00.940 --> 3:09:05.940]  I've never really done marketing. I just sell things that I know are great than I like.
[3:09:05.940 --> 3:09:16.940]  And I had marketers come through and people explained to me and folks like Dr. Group and they said, listen, when you always discount stuff 30, 40%, then you do 50% and then you do free shipping all the time.
[3:09:16.940 --> 3:09:22.940]  You're not Amazon with the scalability. You look, you're making all this money, but you're not keeping any of it to paper things.
[3:09:22.940 --> 3:09:33.940]  You have these huge numbers of oaths, $30 million of products sold, but you can't operate on $10 million with this infrastructure held a bandwidth millions a year.
[3:09:33.940 --> 3:09:44.940]  And so great job, folks. You're buying a ton of toothpaste. You're buying a lot of stuff, but we cannot continue to sell stuff where it's only making 20, 30%.
[3:09:44.940 --> 3:09:50.940]  We've got to sell it where it's making 100%, which is normally a low markup to operate.
[3:09:50.940 --> 3:09:53.940]  And I know people that own businesses understand that.
[3:09:53.940 --> 3:09:57.940]  So I would take advantage of this sale right now and stock up on things.
[3:09:57.940 --> 3:10:02.940]  And please, products you really like, sign up for auto ship, this will tip the sun off, share it with friends and family.
[3:10:02.940 --> 3:10:06.940]  Please get them to use it. Please get them to be listeners. And I want to thank you all.
[3:10:06.940 --> 3:10:08.940]  I'm not bishing at you. I want to thank you.
[3:10:08.940 --> 3:10:14.940]  I'm just telling you that I don't want after the election to lay off a bunch of our crew because there's bigger fights coming after that.
[3:10:14.940 --> 3:10:16.940]  I want to keep him full wars in the game.
[3:10:16.940 --> 3:10:23.940]  And again, with all the attacks we're under and things that are going on that I won't spend time on, extra money is critical.
[3:10:23.940 --> 3:10:27.940]  And so I'm doing a lot of things to make sure that happens.
[3:10:27.940 --> 3:10:32.940]  We're not going to go anywhere. It's just I want to be effective. I want to see our reporters on the ground.
[3:10:32.940 --> 3:10:37.940]  I want to see those big game changers that trigger other people to take action continuing.
[3:10:37.940 --> 3:10:44.940]  So take advantage of the big sales right now in full war store.com or triple A two, five, three, three, one, three, nine.
[3:10:44.940 --> 3:10:46.940]  Plus, they're amazing products you really need.
[3:10:46.940 --> 3:10:52.940]  All right, up next is Danny and Oregon.
[3:10:52.940 --> 3:10:55.940]  Danny, thanks for holding.
[3:10:55.940 --> 3:10:57.940]  Hey, Alex. Good to talk to you, man.
[3:10:57.940 --> 3:10:58.940]  Good to talk to you, brother.
[3:10:58.940 --> 3:11:01.940]  It's been a heck of a time trying to get a hold of you, man.
[3:11:01.940 --> 3:11:03.940]  Well, you're here, brother. Here it is.
[3:11:03.940 --> 3:11:07.940]  Forces of evil did not want me to get all the have been trying for weeks.
[3:11:07.940 --> 3:11:16.940]  So just want to say before I get into the point I wanted to make that I just recently got the eight pack power stack.
[3:11:16.940 --> 3:11:17.940]  Yes.
[3:11:17.940 --> 3:11:22.940]  And, you know, I was, I was on anti-depressants.
[3:11:22.940 --> 3:11:24.940]  You know, I'd always been really against that stuff.
[3:11:24.940 --> 3:11:30.940]  And I got to a really low point and, you know, I let him convince me that, hey, you know, it's worth a shot.
[3:11:30.940 --> 3:11:38.940]  And, you know, I decided when I got the eight pack power stack that I was going to drop the anti-depressants.
[3:11:38.940 --> 3:11:42.940]  Just trust in the, you know, natural formulas.
[3:11:42.940 --> 3:11:45.940]  And I'll be honest for about two or three days.
[3:11:45.940 --> 3:11:47.940]  You know, I felt really tired.
[3:11:47.940 --> 3:11:48.940]  My head hurt a lot.
[3:11:48.940 --> 3:11:55.940]  But once I got through that, about two or three days felt just tremendously better.
[3:11:55.940 --> 3:11:58.940]  You know, just a miracle.
[3:11:58.940 --> 3:12:02.940]  So I want to thank you for that and let anybody listen, we'll get to your point.
[3:12:02.940 --> 3:12:04.940]  But sir, this is important to elaborate on this.
[3:12:04.940 --> 3:12:08.940]  I don't know how the physiology and how the metabolic things completely work.
[3:12:08.940 --> 3:12:17.940]  But that's what Dr. Group, when he was promoting iodine to me eight, nine years ago, and then we came out with the cleanest best iodine out there from Deep Earth Crystals X2.
[3:12:17.940 --> 3:12:24.940]  He explained, he said, listen, when you haven't had enough iodine, your body uses the bad halogens, fluoride, chlorine bromide for that whole family.
[3:12:24.940 --> 3:12:31.940]  And about two, three weeks into it, you're going to feel really toxic, really sluggish for four or five days on average.
[3:12:31.940 --> 3:12:34.940]  And he described what happened to my guts, what happened to my skin.
[3:12:34.940 --> 3:12:35.940]  It all happened.
[3:12:35.940 --> 3:12:37.940]  All this stuff started coming out.
[3:12:37.940 --> 3:12:42.940]  Let's just say, like in Ace Ventura, when he comes out of the bathroom, he's like, you know, don't go in there.
[3:12:42.940 --> 3:12:43.940]  That happened about three weeks in.
[3:12:43.940 --> 3:12:45.940]  Like he said, I felt like crap for almost a week.
[3:12:45.940 --> 3:12:55.940]  Then it was like when I've carried my kids on my shoulders up a big long, like Mount Benel, fly to stairs, you know, 200, 300 steps.
[3:12:55.940 --> 3:12:58.940]  When you take them off your shoulders, you feel like you're flying.
[3:12:58.940 --> 3:13:06.940]  And that was the feeling once I just got that key element, pushing the bad ones out and getting into my glands.
[3:13:06.940 --> 3:13:07.940]  It was incredible.
[3:13:07.940 --> 3:13:08.940]  So yes, exactly.
[3:13:08.940 --> 3:13:17.940]  The first time I drank a bunch of spirulina when I was in college, I was in good shape, then I felt horrible for a day or two, then felt great after.
[3:13:17.940 --> 3:13:25.940]  Because it's got so many vitamins and minerals that you never really had that actually get into your blood because it's brought in there, you know, via a biological vehicle.
[3:13:25.940 --> 3:13:26.940]  So I say, I don't know about the science.
[3:13:26.940 --> 3:13:31.940]  I know quite a bit about it, but not as much as scientists themselves actually studying the very mechanisms.
[3:13:31.940 --> 3:13:33.940]  But I know the general systems of how it works.
[3:13:33.940 --> 3:13:39.940]  But absolutely, eight pack power stack is 13 pills to take in the morning and the evening that covers everything.
[3:13:39.940 --> 3:13:45.940]  And yeah, when your body is using toxic things in its metabolic actions, because it'll use whatever it has.
[3:13:45.940 --> 3:13:51.940]  Then when that good stuff comes in and pushes it out, that's why I've warned people that these products aren't fillers.
[3:13:51.940 --> 3:13:52.940]  These aren't jokes.
[3:13:52.940 --> 3:13:54.940]  X2, X3, eight pack power stack.
[3:13:54.940 --> 3:13:56.940]  These are not games.
[3:13:56.940 --> 3:14:03.940]  So describe how long it took and what happened and what it felt like for us and then we'll hold you over to your political stuff.
[3:14:03.940 --> 3:14:11.940]  But I want to be able to hear this because this is exactly what happens with real things that people need.
[3:14:11.940 --> 3:14:12.940]  Well, sure.
[3:14:12.940 --> 3:14:24.940]  So, you know, it only took, I mean, I want to say, you know, when I got to the point where I was literally down to not having any of the antidepressants in my system anymore.
[3:14:24.940 --> 3:14:26.940]  That was when it really took a couple of days.
[3:14:26.940 --> 3:14:31.940]  But, you know, of course, you know, that stuff is very dangerous.
[3:14:31.940 --> 3:14:33.940]  You know, I'm sad that I was ever on it.
[3:14:33.940 --> 3:14:36.940]  I'm glad that I'm getting off of it or I'm off of it now.
[3:14:36.940 --> 3:14:38.940]  Oh, the side effects are just unbelievable.
[3:14:38.940 --> 3:14:40.940]  Unbelievable of the antidepressants.
[3:14:40.940 --> 3:14:42.940]  I've been cold turkey.
[3:14:42.940 --> 3:14:43.940]  It's very dangerous.
[3:14:43.940 --> 3:14:49.940]  So, you know, I tapered myself down pretty quickly and I just added in the eight pack power stack.
[3:14:49.940 --> 3:14:53.940]  I take the X2 and X3 kind of interchange them.
[3:14:53.940 --> 3:15:01.940]  You know, every other couple of days just to get the different formulas and different types of iodine, you know, formulas in my system.
[3:15:01.940 --> 3:15:07.940]  I've got the toothpaste, you know, the company whitening toothpaste cutting out all fluoride.
[3:15:07.940 --> 3:15:14.940]  And, you know, the combination just trying to make it much of a healthy turn in my life.
[3:15:14.940 --> 3:15:17.940]  And I work out every day all at once.
[3:15:17.940 --> 3:15:25.940]  You know, to me, it's always the fastest way to get turn things around if you're addicted to something or you're on some kind of.
[3:15:25.940 --> 3:15:28.940]  So, you're saying it was probably going off the antidepressants that made you feel like crap.
[3:15:28.940 --> 3:15:36.940]  I was just saying when I finally got really good vitamins and minerals and good elements into me that I hadn't had, I went through a detoxing phase.
[3:15:36.940 --> 3:15:42.940]  But it sounded like what you're saying is it was that you were going off of those and then it was the eight pack power stack.
[3:15:42.940 --> 3:15:44.940]  Other things that helped you transition off.
[3:15:44.940 --> 3:15:48.940]  Are you saying that you felt a lot better once you did do that?
[3:15:48.940 --> 3:15:51.940]  Yeah, I mean, it was a good couple of days.
[3:15:51.940 --> 3:15:52.940]  Hi, I'm Dan Pilla.
[3:15:52.940 --> 3:15:56.940]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[3:15:56.940 --> 3:15:57.940]  I sued the IRS in one.
[3:15:57.940 --> 3:16:00.940]  I beat the IRS then and I've been beating them ever since.
[3:16:00.940 --> 3:16:06.940]  I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved.
[3:16:06.940 --> 3:16:07.940]  I can help you too.
[3:16:07.940 --> 3:16:10.940]  If you owe taxes you can't pay, don't wait another day.
[3:16:10.940 --> 3:16:12.940]  There's no such thing as a hopeless tax case.
[3:16:12.940 --> 3:16:20.940]  Call 834 no tax or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[3:16:42.940 --> 3:16:50.940]  The Deep State began with World War One, the United States of Empire by James Dunn, available at Amazon Books.
[3:16:50.940 --> 3:16:54.940]  We can all agree these are troubled times, right?
[3:16:54.940 --> 3:16:57.940]  So do you know who's on your wireless network?
[3:16:57.940 --> 3:17:04.940]  Whether it's a big company selling your data or a foreign hacker, if you're not protected everybody sees your information.
[3:17:04.940 --> 3:17:09.940]  That's why you need Flash Routers, a custom Wi-Fi router created for privacy.
[3:17:09.940 --> 3:17:16.940]  Flash Routers uses a virtual private network or VPN to protect your online activity from hackers, trackers and large corporations.
[3:17:16.940 --> 3:17:20.940]  And not just one but all your devices with one out of the box setup.
[3:17:20.940 --> 3:17:29.940]  Plus Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[3:17:29.940 --> 3:17:39.940]  Call or click Flash Routers today at 1-866-509-5817 or FLASHROUTERS.COM.
[3:17:39.940 --> 3:17:59.940]  That's 1-866-509-5817 or FLASHROUTERS.COM. Protect your wireless home network today with Flash Routers.
[3:18:10.940 --> 3:18:14.940]  We either private label it or we develop our own with top developers.
[3:18:14.940 --> 3:18:19.940]  And folks, I'm telling you, you can see the difference in me, my energy, my focus.
[3:18:19.940 --> 3:18:23.940]  I've lost almost 40 pounds in less than four months. It's incredible.
[3:18:23.940 --> 3:18:27.940]  So do yourself a favor. Try out the products if you've been on the fence.
[3:18:27.940 --> 3:18:30.940]  You can't lose except if you don't take action.
[3:18:30.940 --> 3:18:37.940]  Because when you buy the products, you're funding the operation that is always delivering thanks to your support and God's grace in our action.
[3:18:37.940 --> 3:18:41.940]  But you need these products. That's the real reason you want to get them is because they're amazing.
[3:18:41.940 --> 3:18:45.940]  And then when you get great results, please tell others about it word of mouth.
[3:18:45.940 --> 3:18:49.940]  That's how we expand in the face of the NWO instead of imploding.
[3:18:49.940 --> 3:19:18.940]  We're fighting to win and we are winning. Thanks to you.
[3:19:19.940 --> 3:19:21.940]  I'm going to give that person over there a better life.
[3:19:21.940 --> 3:19:26.940]  I'm going to wake up today. You know what? I'm going to spend my entire day trying to make that guy over there healthier, happier and richer.
[3:19:26.940 --> 3:19:29.940]  I'm going to make sure he gets a Ferrari and a girlfriend.
[3:19:29.940 --> 3:19:31.940]  I don't think that happens very often. It's never happened to me.
[3:19:31.940 --> 3:19:34.940]  I've never had anyone knock on my door and said, Tate, you're such a good guy.
[3:19:34.940 --> 3:19:36.940]  How can I improve your life in every single way?
[3:19:36.940 --> 3:19:38.940]  There's only one person who woke up and thought that and that was me.
[3:19:38.940 --> 3:19:41.940]  I woke up and thought, you know what? Okay, I want to take control of my life.
[3:19:41.940 --> 3:19:44.940]  I want to take control of my health. And that's why you need to go to infowars.com.
[3:19:44.940 --> 3:19:46.940]  Take control of your health right now and support the resistance.
[3:19:46.940 --> 3:19:49.940]  Don't buy into the group thing. Don't drink the Kool-Aid. Drink the turbo force.
[3:19:49.940 --> 3:19:54.940]  Kool-Aid's bad and the turbo force is good.
[3:19:54.940 --> 3:20:18.940]  You're listening to the Alex Jones show.
[3:20:18.940 --> 3:20:36.940]  The sun no longer sets me free. Listen to the songs of the Satanists.
[3:20:36.940 --> 3:20:40.940]  Well, guess what? The sun sets me free.
[3:20:40.940 --> 3:20:48.940]  Now, I'm not a sun worshiper, but I sure see God's handiwork in that big old ball of fire.
[3:20:48.940 --> 3:20:52.940]  It gives us life on this planet.
[3:20:52.940 --> 3:21:00.940]  The dark doesn't scare me. And the sun, it does set me free.
[3:21:00.940 --> 3:21:05.940]  Snowblind, I'm not saying Ozzy Osbourne's actually a devil worshiper. He's not.
[3:21:05.940 --> 3:21:09.940]  All those guys get ordered to do all that Satanism crap, try to make money,
[3:21:09.940 --> 3:21:11.940]  and then later they go back to God.
[3:21:11.940 --> 3:21:15.940]  Most people at Metallica are Christians. Dave Mustaine's a Christian and Megadeth.
[3:21:15.940 --> 3:21:20.940]  Almost all those guys are like scared to death of Satanism because they've been around it and they've seen it.
[3:21:20.940 --> 3:21:29.940]  But it's the producers and the bosses above them. Oh, our devil worshippers, let me tell you.
[3:21:29.940 --> 3:21:32.940]  It's like Mark Dice has told the story here on air and it's true story.
[3:21:32.940 --> 3:21:36.940]  I know the production company. They tried to hire me as well.
[3:21:36.940 --> 3:21:46.940]  They called them in. They said, you've got the show, Big National Show, with a famous rock star.
[3:21:46.940 --> 3:21:51.940]  I think Mark's even said the rock band. It was Motley Crue.
[3:21:51.940 --> 3:21:54.940]  About 10 years ago, they said, we just want you to pledge yourself to Lucifer.
[3:21:54.940 --> 3:22:03.940]  It wasn't Motley Crue doing this. It was the producer at the arguably the largest reality TV show production network.
[3:22:03.940 --> 3:22:08.940]  Let's just say I was actually on a show with them. I was actually paid by them,
[3:22:08.940 --> 3:22:11.940]  but they didn't ask me to pledge myself to Lucifer or anything.
[3:22:11.940 --> 3:22:15.940]  But they did want me to get into some cookie stuff and then be the host of the show.
[3:22:15.940 --> 3:22:18.940]  I'll just say it was when Ventura wasn't going to do it anymore.
[3:22:18.940 --> 3:22:23.940]  They wanted me to do it, but be like kind of like Joe Rogan did a series that was kind of making fun of Kim Trails and all that.
[3:22:23.940 --> 3:22:27.940]  That's when Joe kind of changed over when he did that big series.
[3:22:27.940 --> 3:22:29.940]  That was a different production company, though.
[3:22:29.940 --> 3:22:35.940]  But it was the same company. But yeah, folks from that called old Mark Dyson and said,
[3:22:35.940 --> 3:22:38.940]  just want you to pledge yourself to Lucifer.
[3:22:38.940 --> 3:22:44.940]  In fact, a lot of those folks are so arrogant. They never even said keep it secret.
[3:22:44.940 --> 3:22:49.940]  Maybe I should just tell people more on there.
[3:22:49.940 --> 3:22:51.940]  Pretty amazing.
[3:22:51.940 --> 3:22:55.940]  Okay, let's go back to your calls.
[3:22:55.940 --> 3:23:00.940]  Danny, what else was it you were going to add, my friend?
[3:23:00.940 --> 3:23:02.940]  Hey, thanks for coming back to me, Alex.
[3:23:02.940 --> 3:23:06.940]  So, yeah, I, you know, I, like I said, I've been trying to get a hold of you for weeks.
[3:23:06.940 --> 3:23:09.940]  And I feel like, you know, it's just persistence.
[3:23:09.940 --> 3:23:12.940]  I think the devil is really trying to put all of us down.
[3:23:12.940 --> 3:23:14.940]  Well, you're on the air now, brother.
[3:23:14.940 --> 3:23:25.940]  Okay. So, you know, I just wanted to say that I would love to go to bat for you and for Encore Wars.
[3:23:25.940 --> 3:23:27.940]  I live in Portland now.
[3:23:27.940 --> 3:23:30.940]  But I, you know, I'm getting ready to, you know, move out of the city.
[3:23:30.940 --> 3:23:33.940]  I feel like a lot being called out of Gomorrah.
[3:23:33.940 --> 3:23:36.940]  Yeah, just don't look back.
[3:23:36.940 --> 3:23:39.940]  I don't want to look back. Yeah.
[3:23:39.940 --> 3:23:44.940]  So, you know, I'd put my two weeks in and head back to Austin today if you guys want me to.
[3:23:44.940 --> 3:23:49.940]  You know, I got offered, you know, I have a degree in public relations.
[3:23:49.940 --> 3:23:52.940]  And I currently am a service department manager.
[3:23:52.940 --> 3:23:54.940]  I work on computers.
[3:23:54.940 --> 3:23:58.940]  I've got a lot of different skills, but I've been trying to get together.
[3:23:58.940 --> 3:24:01.940]  Well, have you sent a resume or an example to jobs at Encore Wars?
[3:24:01.940 --> 3:24:06.940]  Oh, I have. I think I got it in within about 10 minutes of the day you announced it.
[3:24:06.940 --> 3:24:10.940]  Well, brother, we will look at it and I, and I appreciate it.
[3:24:10.940 --> 3:24:16.940]  If you don't have three examples of your work as video work, explain that in there and then say what it is you think you could do.
[3:24:16.940 --> 3:24:21.940]  Because that's the way Rob do screams people out as if they don't follow the way he said bring it in.
[3:24:21.940 --> 3:24:25.940]  But yes, everybody should send your resumes, whatever you're good at, let us know.
[3:24:25.940 --> 3:24:29.940]  We don't have a lot of money to deal with, but we're trying to hire more people.
[3:24:29.940 --> 3:24:32.940]  And that's what it comes down to.
[3:24:32.940 --> 3:24:34.940]  So thank you very much.
[3:24:34.940 --> 3:24:38.940]  All right, let's go ahead and go to Jeremy who disagrees.
[3:24:38.940 --> 3:24:41.940]  Jeremy, thank you calling from California.
[3:24:41.940 --> 3:24:51.940]  Yeah, hey man, I've been listening to you for quite some time and it's a remarkable day when you and John Bolton are on the same page with regard to what's going on in Iraq.
[3:24:51.940 --> 3:25:03.940]  And, you know, it's like, I mean, Alex, what does Trump have to do to get you to, you know, maybe get indignant mad at him?
[3:25:03.940 --> 3:25:07.940]  I mean, this is the same playbook that's been going on for a long time.
[3:25:07.940 --> 3:25:11.940]  He's been a massing troops in that region for this entire year.
[3:25:11.940 --> 3:25:14.940]  Now they're hitting critical math.
[3:25:14.940 --> 3:25:17.940]  They're looking for an excuse to go in and hit Iran.
[3:25:17.940 --> 3:25:19.940]  Kushner is their link to Israel.
[3:25:19.940 --> 3:25:22.940]  I mean, come on, man, what's it going to show?
[3:25:22.940 --> 3:25:25.940]  It's okay for Iran to overrun and attack our embassy.
[3:25:25.940 --> 3:25:29.940]  Well, go ahead and repeat mainstream media talking point.
[3:25:29.940 --> 3:25:31.940]  You're doing exactly what.
[3:25:31.940 --> 3:25:33.940]  Wait a minute, wait a minute. Are you okay?
[3:25:33.940 --> 3:25:36.940]  So you're saying that's fake video, CG, deep fake?
[3:25:36.940 --> 3:25:37.940]  How do you know?
[3:25:37.940 --> 3:25:39.940]  Why don't you talk to Syrian girl?
[3:25:39.940 --> 3:25:41.940]  She's got a completely different take from the region than you do.
[3:25:41.940 --> 3:25:43.940]  Well, I mean, here, don't get mad at me.
[3:25:43.940 --> 3:25:44.940]  I do have fake.
[3:25:44.940 --> 3:25:47.940]  Let's get Syrian girl on in the next few days.
[3:25:47.940 --> 3:25:48.940]  That's a great idea.
[3:25:48.940 --> 3:25:50.940]  We have Syrian girl on.
[3:25:50.940 --> 3:25:52.940]  I don't know why we haven't gotten her on in a while.
[3:25:52.940 --> 3:25:53.940]  We need to get her on.
[3:25:53.940 --> 3:25:56.940]  And that's a great idea.
[3:25:56.940 --> 3:26:00.940]  But when an embassy gets attacked, we need to defend it.
[3:26:00.940 --> 3:26:02.940]  We need to defend it.
[3:26:02.940 --> 3:26:04.940]  I don't call that war.
[3:26:04.940 --> 3:26:08.940]  And if they were able to capture and kidnap any of our personnel,
[3:26:08.940 --> 3:26:11.940]  then we'd have the same thing as 1979.
[3:26:11.940 --> 3:26:13.940]  And that would start a war with Iran.
[3:26:13.940 --> 3:26:14.940]  So let me ask you this.
[3:26:14.940 --> 3:26:16.940]  And I'm being serious.
[3:26:16.940 --> 3:26:18.940]  Are you saying nobody attacked the embassy?
[3:26:18.940 --> 3:26:20.940]  Heck, no, I'm not saying that.
[3:26:20.940 --> 3:26:26.940]  What I am saying is that maybe Pompeo announcing that it was actually the U.S.
[3:26:26.940 --> 3:26:29.940]  that hit these guys over the last couple of days.
[3:26:29.940 --> 3:26:32.940]  People have maybe hit critical mass and say, you know what?
[3:26:32.940 --> 3:26:33.940]  You came in here.
[3:26:33.940 --> 3:26:37.940]  Well, I ran has been in a bunch of wars with Iraq.
[3:26:37.940 --> 3:26:42.940]  And the sea ice and cities are trying to take over and Trump and we've said no more war.
[3:26:42.940 --> 3:26:44.940]  We're trying to end that policy.
[3:26:44.940 --> 3:26:46.940]  We're not trying to start a Middle Eastern war.
[3:26:46.940 --> 3:26:49.940]  A sectarian civil war like Obama was.
[3:26:49.940 --> 3:26:56.940]  And so I legitimately do think Trump is trying to have legitimate policy.
[3:26:56.940 --> 3:26:58.940]  I think he could be lied into a war.
[3:26:58.940 --> 3:27:03.940]  It looks more like they're trying to get people captured to embarrass him like Jimmy Carter.
[3:27:03.940 --> 3:27:04.940]  What do you think?
[3:27:04.940 --> 3:27:08.940]  I think that he has surrounded himself with neocon ink.
[3:27:08.940 --> 3:27:09.940]  I mean, come on.
[3:27:09.940 --> 3:27:11.940]  Look at who his national security advisor is.
[3:27:11.940 --> 3:27:12.940]  Look at who it was.
[3:27:12.940 --> 3:27:16.940]  Look at who his secretary of state is and was.
[3:27:16.940 --> 3:27:20.940]  Look at what their what their outlook has been and look at work.
[3:27:20.940 --> 3:27:22.940]  Look at where Trump has put all his emphasis.
[3:27:22.940 --> 3:27:25.940]  Dude, we're being set up.
[3:27:25.940 --> 3:27:29.940]  Iran has been on the list for quite some time before Trump.
[3:27:29.940 --> 3:27:32.940]  But Trump is doing everything right now.
[3:27:32.940 --> 3:27:35.940]  There's no difference between him and a George W. Bush.
[3:27:35.940 --> 3:27:36.940]  Well, here's what Trump just said.
[3:27:36.940 --> 3:27:39.940]  Iran killed an American contractor, wounding many.
[3:27:39.940 --> 3:27:41.940]  We strongly responded and always will.
[3:27:41.940 --> 3:27:43.940]  Now Iran is orchestrating an attack on the U.S.
[3:27:43.940 --> 3:27:44.940]  Embassy in Iraq.
[3:27:44.940 --> 3:27:46.940]  They will be held fully responsible in addition.
[3:27:46.940 --> 3:27:49.940]  We expect Iraq to use its forces to protect the embassy.
[3:27:49.940 --> 3:27:52.940]  And so notified.
[3:27:52.940 --> 3:27:56.940]  Trump came out the day after 9 11 and said he thought there were bombs in the
[3:27:56.940 --> 3:27:57.940]  buildings.
[3:27:57.940 --> 3:28:00.940]  And he said that it looked like a controlled demolition.
[3:28:00.940 --> 3:28:03.940]  And he's well known to tell people privately that he thinks it was a big
[3:28:03.940 --> 3:28:06.940]  setup.
[3:28:06.940 --> 3:28:08.940]  You judge a tree by fruits.
[3:28:08.940 --> 3:28:11.940]  I don't think it's 9 11.
[3:28:11.940 --> 3:28:13.940]  Here to have the embassy attack.
[3:28:13.940 --> 3:28:15.940]  The main embassy.
[3:28:15.940 --> 3:28:17.940]  By Iran and by Hezbollah back groups.
[3:28:17.940 --> 3:28:19.940]  And I think that's a bad thing.
[3:28:19.940 --> 3:28:23.940]  I think Iran should not be testing the United States.
[3:28:23.940 --> 3:28:27.940]  Because Iran is running proxy wars overseas.
[3:28:27.940 --> 3:28:29.940]  I keep holding over college.
[3:28:29.940 --> 3:28:35.940]  Come back and tell me, Jeremy, how you think I'm echoing what John Bolton is
[3:28:35.940 --> 3:28:37.940]  saying.
[3:28:37.940 --> 3:28:41.940]  Because listen, I'm against starting offensive wars.
[3:28:41.940 --> 3:28:45.940]  But Iran is its own kettle of fish.
[3:28:45.940 --> 3:28:48.940]  And it's running around like it's the boss in the Middle East.
[3:28:48.940 --> 3:28:50.940]  OK.
[3:29:18.940 --> 3:29:21.940]  I'm going to tell you how much I feel.
[3:29:21.940 --> 3:29:24.940]  I recommend heart and body extract to everyone.
[3:29:24.940 --> 3:29:28.940]  Anybody over 40 in the North American continent should be using this product
[3:29:28.940 --> 3:29:32.940]  as a preventative to keep their cardiovascular system healthy.
[3:29:32.940 --> 3:29:37.940]  Order your two month supply today by calling 866-295-5305.
[3:29:37.940 --> 3:29:40.940]  That's 866-295-5305.
[3:29:40.940 --> 3:29:43.940]  Or order online hbextract.com.
[3:29:43.940 --> 3:29:47.940]  Heart and body extract 866-295-5305.
[3:29:47.940 --> 3:29:51.940]  Or hbextract.com.
[3:30:17.940 --> 3:30:21.940]  Get in shape and focus your mind with the products at infowarslife.com and
[3:30:21.940 --> 3:30:23.940]  fund the info war.
[3:30:23.940 --> 3:30:24.940]  It's a total 360 win.
[3:30:24.940 --> 3:30:26.940]  All you've got to do is take action.
[3:30:26.940 --> 3:30:29.940]  The only way we fail is if you don't take action.
[3:30:29.940 --> 3:30:31.940]  These are amazing products.
[3:30:31.940 --> 3:30:36.940]  Infowarslife.com is more essential than ever to get high quality products to
[3:30:36.940 --> 3:30:41.940]  boost your mental and physical lifestyle clarity and so much more.
[3:30:41.940 --> 3:30:43.940]  And it funds the info war.
[3:30:43.940 --> 3:30:45.940]  Infowarslife.com.
[3:30:45.940 --> 3:30:50.940]  Infowarslife.com into the year 2020, 2020 and Infowarslife.com.
[3:30:50.940 --> 3:30:53.940]  Take action now.
[3:30:53.940 --> 3:30:57.940]  A little less than four months ago, I made the announcement on air.
[3:30:57.940 --> 3:31:01.940]  I said, hey, I have a tendency to take the high quality supplements from
[3:31:01.940 --> 3:31:07.940]  Infowarslife for a while, get great results and then slowly I stop using them.
[3:31:07.940 --> 3:31:09.940]  I forget to religiously take them.
[3:31:09.940 --> 3:31:13.940]  I'm going to religiously take the supplements for the next few months
[3:31:13.940 --> 3:31:16.940]  and I've lost almost 40 pounds now.
[3:31:16.940 --> 3:31:17.940]  Everybody can see it on air.
[3:31:17.940 --> 3:31:19.940]  My energy is off the charts.
[3:31:19.940 --> 3:31:21.940]  Everything is amazing.
[3:31:21.940 --> 3:31:25.940]  And it's because I am taking the Infowarslife products, the krill oil.
[3:31:25.940 --> 3:31:27.940]  I'm taking the X2 and the X3.
[3:31:27.940 --> 3:31:32.940]  I'm taking the brain force plus when I work out, when I have to work really late.
[3:31:32.940 --> 3:31:34.940]  I'm taking half a pack of turbo force.
[3:31:34.940 --> 3:31:36.940]  It is clean energy.
[3:31:36.940 --> 3:31:40.940]  It is really making my whole life so much more enjoyable.
[3:31:40.940 --> 3:31:42.940]  It's making the shows more focused.
[3:31:42.940 --> 3:31:43.940]  We've got more energy.
[3:31:43.940 --> 3:31:47.940]  We have huge sales going right now for the new year at infowarslife.com.
[3:31:47.940 --> 3:31:48.940]  A big clearance sale.
[3:31:48.940 --> 3:32:13.940]  Take advantage of it all at infowarslife.com.
[3:32:13.940 --> 3:32:18.940]  It is by far the best product I've ever used in my life.
[3:32:18.940 --> 3:32:20.940]  I literally just took turbo force on my way to the gym right now.
[3:32:20.940 --> 3:32:23.940]  I've had four shoulder surgeries and a back surgery.
[3:32:23.940 --> 3:32:26.940]  And that body has made me feel better than any type of physical therapy
[3:32:26.940 --> 3:32:28.940]  or anything that I've ever done in my life.
[3:32:28.940 --> 3:32:29.940]  So I just want to get that out of the way.
[3:32:29.940 --> 3:32:30.940]  Support this man.
[3:32:30.940 --> 3:32:32.940]  Everything that he exposed.
[3:32:32.940 --> 3:32:33.940]  Nobody knew about Bohemian Grove.
[3:32:33.940 --> 3:32:34.940]  Nobody knew about Epstein.
[3:32:34.940 --> 3:32:35.940]  Nobody knew about Bilderberg.
[3:32:35.940 --> 3:32:37.940]  Nobody called 9-11 before it happened.
[3:32:37.940 --> 3:32:40.940]  In July 2001, go look it up yourself.
[3:32:40.940 --> 3:32:43.940]  Well, we try our best, sir.
[3:32:43.940 --> 3:32:44.940]  They definitely want us off the air without you or not here.
[3:32:44.940 --> 3:32:45.940]  But yeah, these are all great products.
