[00:00:00.593 --> 00:00:01.198]  Oh, no!
[02:18:55.455 --> 02:19:01.518]  And at the end of the month, they will climb up to the roofs of these overcrowded dormitories and jump off and commit suicide.
[02:19:05.062 --> 02:19:07.904]  And that's the world that these corporations have created.
[02:19:07.904 --> 02:19:21.311]  And that's the difference between the old robber barons, the Rockefellers, the Mellons, the Carnegies, and the new robber barons, who are quite willing to sacrifice the nation, indeed are, for profit.
[02:19:21.311 --> 02:19:27.474]  When they do their speculative gambling on Wall Street, and their bubbles crash, they loot the U.S.
[02:19:27.474 --> 02:19:31.396]  Treasury, and then they make the rest of us pay for it through austerity programs.
[02:19:31.636 --> 02:19:52.681]  I see the same thing in Europe, because, of course, it's a global corporate movement, so that when Papandreou in Greece announces, OK, you want austerity, I'm going to put it to a referendum, he's gone within a week, and he's replaced with a banker technocrat that is essentially pliable and a puppet.
[02:19:53.641 --> 02:19:55.342]  Of the banks and of the corporate interests.
[02:19:55.342 --> 02:19:56.983]  This is a global phenomenon.
[02:19:56.983 --> 02:19:59.924]  We're not exempt from it.
[02:19:59.924 --> 02:20:05.987]  And these essentially narrow oligarchic corporate forces, we see it.
[02:20:05.987 --> 02:20:09.468]  They make all their money here and then they move overseas so they don't have to pay any taxes.
[02:20:09.926 --> 02:20:20.352]  Well, they're moving to armored redoubts on Pacific Islands and admitting they are, and they're bragging that they're converting us to a tyranny, and training the police that we're their enemy.
[02:20:20.352 --> 02:20:26.016]  I mean, this is a nightmare scenario, and the attitude is, Americans are uppity.
[02:20:27.065 --> 02:20:28.285]  We're going to bring you down.
[02:20:28.285 --> 02:20:40.570]  We're going to cut you down to size while lecturing people who are on welfare because they've destroyed the jobs base while they are the biggest recipients of corporate welfare contracts, bailouts.
[02:20:40.570 --> 02:20:46.913]  And then in Europe, I've looked at the numbers, almost all of the real debt is owed by the big zombie banks.
[02:20:46.913 --> 02:20:51.394]  And they've done this trick of convincing everyone that the Europeans are lazy.
[02:20:51.394 --> 02:20:55.276]  And now today, they're reporting that they want Greeks to work six-day work weeks
[02:20:56.116 --> 02:21:02.377]  And then most of the money is to be paid to the bankers that Greece is having to hand their islands over to.
[02:21:02.377 --> 02:21:02.958]  Yeah.
[02:21:02.958 --> 02:21:05.458]  Well, that's precisely it.
[02:21:05.458 --> 02:21:11.739]  And, you know, they will... Corporations know only one word, and that's more.
[02:21:11.739 --> 02:21:14.080]  And they are going to push and push and push.
[02:21:14.080 --> 02:21:23.042]  You know, like all sort of elites that have unplugged themselves from the reality around them, they're woefully out of touch with what most Americans are undergoing.
[02:21:23.742 --> 02:21:33.731]  And it is always the ruling elites that finally determine the parameters and configurations of revolt and rebellion.
[02:21:33.731 --> 02:21:45.200]  And because they have not responded rationally, as the columnist Paul Krugman writes week after week, to both the economic and political crisis, it means that there will be a backlash.
[02:21:45.200 --> 02:21:46.802]  What exactly it will look like,
[02:21:47.503 --> 02:21:50.066]  How it will appear, when it will appear, I don't know.
[02:21:50.066 --> 02:21:55.833]  I've covered, you know, the revolutions in Eastern Europe, uprisings in Palestine, the war in Yugoslavia.
[02:21:55.833 --> 02:22:04.123]  But I do know, especially having spent the last two years on this book, in the poorest pockets of the United States, without any question, that it's coming.
[02:22:05.848 --> 02:22:13.915]  And the establishment knows that and is making preparations for it, I think, to use that crisis as a pretext to grab even more power.
[02:22:13.915 --> 02:22:27.007]  If you expand on this out into the future, what type of world do you think the ultra-rich, who are obviously monopoly capitalists, what type of world are they planning on building?
[02:22:29.076 --> 02:22:46.316]  In essence, a kind of feudal system where you have a tiny, filthy rich, oligarchic elite, a small sort of core of corporate managers, public relations people, in essence propagandists, and then the rest of us hanging on by our fingertips.
[02:22:46.316 --> 02:22:49.660]  And, you know, interestingly enough, this completely replicates
[02:22:50.220 --> 02:22:51.622]  We're good to go.
[02:23:11.182 --> 02:23:24.026]  You know, closing libraries, long-term unemployment and underemployment, coupled with, you know, this kind of constant sustenance of criminal enterprise.
[02:23:24.026 --> 02:23:25.286]  I mean, look at Goldman Sachs.
[02:23:25.286 --> 02:23:35.909]  Goldman Sachs has bailed out every penny on the dollar by the American taxpayer, and now we give them, in essence, zero percent interest loans so that they can gamble.
[02:23:35.909 --> 02:23:36.750]  I don't know what it is.
[02:23:36.750 --> 02:23:37.810]  It's not capitalism.
[02:23:37.810 --> 02:23:38.450]  I don't even know what it is.
[02:23:38.630 --> 02:23:42.873]  And then to loan it back to us at 10, 20, 30 or more percent.
[02:23:42.873 --> 02:23:43.934]  And they often don't loan.
[02:23:43.934 --> 02:23:47.616]  Talk to any small businessman, they can't get loans.
[02:23:47.616 --> 02:23:48.817]  And why should the banks loan?
[02:23:48.817 --> 02:23:51.479]  They've got all the money they could ever want, taxpayer backed money.
[02:23:51.479 --> 02:24:03.928]  Expanding on this, I went and saw Dinesh D'Souza's film, the 2016 Obama's America, and they were saying that Obama was anti-colonialist, when really,
[02:24:04.628 --> 02:24:16.633]  I see this as a new colonialism where it's these mega-banks and mega-elites that are destroying the nation-states that were the old cores of the empire, not just exploiting the third world.
[02:24:16.633 --> 02:24:24.676]  They've brought the cancer home, but then they spin it that Obama is an anti-colonialist, and so that's why he's doing what he's doing.
[02:24:24.676 --> 02:24:25.837]  I mean, it's an amazing spin.
[02:24:27.247 --> 02:24:27.447]  Thank you.
[02:24:27.447 --> 02:24:36.969]  And you know, we actually call the places that, you know, places like Camden, internal colonies, because it is a form of colonialism.
[02:24:36.969 --> 02:24:51.912]  And you know, just to go back to your point earlier about the militarization of police, you know, I think when you look at the war on, the so-called war on drugs, you see that the portal, the way they entered it, so that if there's a night raid now in Oakland,
[02:24:53.332 --> 02:25:02.455]  You have Kevlar-plated command helicopters, command centers, people dressed in black, carrying M-16s.
[02:25:02.455 --> 02:25:06.177]  It looks no different from a night raid in Fallujah.
[02:25:06.177 --> 02:25:18.301]  And that's the point, that as the disintegration continues, the more brutal forms of control that are used on the outer reaches of Empire migrate back to the heart of Empire.
[02:25:20.615 --> 02:25:33.798]  And the megacorporations then plan to even implode the old homelands and then just have a giant squalor that they rule over from private, heavily armed redoubts and cities.
[02:25:33.798 --> 02:25:37.679]  And that's now even their admitted plan, the Rand Corporation is saying.
[02:25:37.679 --> 02:25:39.220]  What a hellish vision!
[02:25:39.220 --> 02:25:40.500]  What a hellish world!
[02:25:40.500 --> 02:25:43.541]  It sounds like something the devil would come up with.
[02:25:43.541 --> 02:25:47.522]  Yeah, and you have corporations like Bechtel buying up all the clean water.
[02:25:48.286 --> 02:25:57.676]  In Chile and other places, because they know that pretty soon water, you know, water for most of us will be contaminated and we'll have to pay for it, just like everything else.
[02:25:57.676 --> 02:26:07.606]  Yeah, I mean, they, you know, if you sit down inside the NSA or any other, their sort of analysis of where we're going is not going to be much different from yours or mine.
[02:26:07.606 --> 02:26:10.389]  It just doesn't make it out into the mainstream.
[02:26:11.271 --> 02:26:22.101]  Well that's right, they've got British Ministry of Defense reports, Pentagon reports, admitting a hellish world, and then if I cover it, the media calls it pessimism porn.
[02:26:22.101 --> 02:26:28.687]  Won't this be the defining moment, when your case goes to the Supreme Court, if they don't uphold the Constitution?
[02:26:28.687 --> 02:26:32.010]  I mean, this will be overthrowing Magna Carta, habeas corpus.
[02:26:32.010 --> 02:26:35.393]  I mean, this is probably one of the biggest cases ever.
[02:26:35.393 --> 02:26:37.095]  What is it like to be at the center of this?
[02:26:37.961 --> 02:26:41.482]  Well, it's sort of bizarre in a sense because I agree with you.
[02:26:41.482 --> 02:26:54.347]  I mean, it is, and the judge agrees with us, that this is just this amazing attempt to essentially strip us of the rule of law, of due process, and yet it doesn't get covered.
[02:26:54.347 --> 02:27:02.349]  It doesn't get covered because both the Republicans and the Democrats are essentially beholden to corporate power and the security and surveillance state.
[02:27:02.349 --> 02:27:07.251]  I mean, this was a bipartisan effort sponsored by Carl Levin and John McCain.
[02:27:07.911 --> 02:27:18.741]  And so, because the media won't step outside these very narrow parameters, which essentially stretch from A to B, that's what's stunned me the most.
[02:27:18.741 --> 02:27:25.526]  How egregious the assault is, how naked the assault is, and how it's virtually uncovered.
[02:27:25.526 --> 02:27:28.369]  I mean, the New York Times did write a good editorial about it.
[02:27:28.949 --> 02:27:31.290]  After the temporary injunction was issued.
[02:27:31.290 --> 02:27:34.750]  But, you know, if you look on the airwaves, it doesn't exist.
[02:27:34.750 --> 02:27:51.474]  And yet you have all these people sort of shouting about the Constitution and civil liberties and here in an incredibly overt attempt to take away, you know, our right to trial.
[02:27:51.474 --> 02:27:52.354]  It's silence.
[02:27:53.837 --> 02:28:04.363]  And now, I see a lot of conservatives going along with this, when the government's now said, don't worry about Al-Qaeda, we're going to use them and others to take down Syria and Libyan places.
[02:28:04.363 --> 02:28:18.590]  The new enemy is domestic threats, and they're out, like they've done with Muslims, provocateuring militia groups in Michigan and things, trying to get some type of civil war going so they can now target the American people as the enemy.
[02:28:18.590 --> 02:28:19.731]  This is very cold-blooded.
[02:28:21.118 --> 02:28:23.420]  Yeah, I think it is a left-right issue.
[02:28:23.420 --> 02:28:32.328]  You know, the American conservative just ran a long article called In Defense of Bradley Manning, raising precisely these points.
[02:28:32.328 --> 02:28:41.756]  And that's why I think that, you know, the political theater of the Republicans and the Democrats, you know, is really a kind of
[02:28:42.875 --> 02:28:42.975]  Yes.
[02:28:42.975 --> 02:28:43.276]  Yes.
[02:29:01.570 --> 02:29:02.070]  Well, that's right.
[02:29:02.070 --> 02:29:02.871]  We're all Americans.
[02:29:02.871 --> 02:29:03.711]  We're all humans.
[02:29:03.711 --> 02:29:08.013]  And if America becomes this pure tyranny, boy, the world better look out.
[02:29:08.013 --> 02:29:11.295]  If they think we've been doing bad stuff so far, Chris, look out.
[02:29:11.295 --> 02:29:13.596]  You know, I know you've got to go.
[02:29:13.596 --> 02:29:15.637]  I'll talk to you briefly during the break if you can stay five more.
[02:29:15.637 --> 02:29:17.598]  I want to come back and talk about the book.
[02:29:17.598 --> 02:29:18.579]  But if not, folks...
[02:29:20.086 --> 02:29:21.947]  Okay, Days of Destruction, Days of Revolt.
[02:29:21.947 --> 02:29:22.928]  I have not read it yet.
[02:29:22.928 --> 02:29:31.613]  I will read it because, let me tell you, when I see Chris Hedges' videos online, he's focused, he knows what he's talking about, he's articulate.
[02:29:31.613 --> 02:29:32.814]  I get mad just yelling and screaming.
[02:29:32.814 --> 02:29:34.295]  I wish I was like him.
[02:29:34.295 --> 02:29:35.976]  But then I'm just a constitutionalist.
[02:29:35.976 --> 02:29:36.977]  I want my Bill of Rights.
[02:29:36.977 --> 02:29:38.258]  I want my Constitution.
[02:29:38.258 --> 02:29:40.499]  If that's liberal or that's conservative, then that's what I am.
[02:29:40.499 --> 02:29:45.102]  But I just love Chris Hedges and he's so, so, so good to come on and talk about this with us.
[02:29:45.102 --> 02:29:47.264]  We'll be right back to talk about his book for a few minutes.
[02:29:47.264 --> 02:29:47.664]  Stay with us.
[02:29:50.066 --> 02:29:53.998]  We're on the march, the empire's on the run.
[02:29:53.998 --> 02:29:56.687]  Alex Jones and the GCN Radio Network.
[02:30:02.842 --> 02:30:10.968]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:30:10.968 --> 02:30:15.031]  Alex and his staff have used these pure soap products for years.
[02:30:15.031 --> 02:30:22.337]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:30:22.337 --> 02:30:25.159]  See them on the web at 5starsoap.com.
[02:30:25.359 --> 02:30:30.202]  Or call 800-340-7091 for a free catalog.
[02:30:30.202 --> 02:30:36.146]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[02:30:36.146 --> 02:30:41.549]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:30:41.549 --> 02:30:43.531]  This is an amazing deal.
[02:30:43.531 --> 02:30:48.774]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[02:30:48.774 --> 02:30:51.916]  See them on the web at 5starsoap.com or call
[02:30:52.276 --> 02:31:00.438]  800-340-7091 for a free catalog.
[02:31:00.438 --> 02:31:06.939]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:31:06.939 --> 02:31:09.540]  78% of the Midwest corn belt is in drought conditions.
[02:31:09.540 --> 02:31:14.921]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:31:14.921 --> 02:31:18.182]  The cost to feed livestock is forcing farmers and ranchers out of business.
[02:31:18.362 --> 02:31:18.823]  We're good.
[02:31:33.319 --> 02:31:37.202]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:31:37.202 --> 02:31:40.124]  You know about their delicious, long-term, storable foods.
[02:31:40.124 --> 02:31:42.907]  The fact is, you can eat it anytime to save money today.
[02:31:42.907 --> 02:31:47.470]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:31:47.470 --> 02:31:48.111]  Don't wait!
[02:31:48.111 --> 02:31:49.992]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:31:49.992 --> 02:31:51.573]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:31:51.573 --> 02:31:53.095]  You can bet your life on eFoods Direct.
[02:32:00.188 --> 02:32:05.130]  Have you ever thought about actually getting off the grid and becoming truly self-reliant?
[02:32:05.130 --> 02:32:12.533]  Introducing a brand new book for independent Americans who want practical advice on how to survive and even prosper in the challenging days ahead.
[02:32:12.533 --> 02:32:20.736]  The big book of off-the-grid secrets is packed with hard-hitting information on self-reliance gardening, food preparation, alternative energy, home security, and more.
[02:32:20.996 --> 02:32:24.937]  At 436 pages, there's simply nothing like it anywhere.
[02:32:24.937 --> 02:32:29.359]  Get the big book of off-the-grid secrets by going to OffTheGridSecrets.com.
[02:32:29.359 --> 02:32:31.840]  That's OffTheGridSecrets.com.
[02:32:31.840 --> 02:32:35.041]  Or call 800-206-4095.
[02:32:35.041 --> 02:32:38.182]  That's 800-206-4095.
[02:32:38.182 --> 02:32:43.183]  Order online and get our top 14 off-the-grid special reports free with your order.
[02:32:43.183 --> 02:32:47.665]  Reports like cash garden, how to grow all the food you'll ever need, and stick to your guns.
[02:32:47.725 --> 02:32:49.647]  From the front lines of the information war, it's Alex Jones!
[02:33:24.474 --> 02:33:40.831]  Okay, we've got about 6-7 minutes left with Mr. Hedges holding over with us, Pulitzer Prize winning author, journalist who's covered some of the most dangerous places in the world and he's saying that, well, what he sees here in America, I want him to expand on that, is the worst he's ever seen so far.
[02:33:40.831 --> 02:33:47.197]  I want him to elaborate on that because it's intriguing if I went over his bio here for folks that may not know who...
[02:33:48.158 --> 02:33:49.699]  Who Chris Hedges is.
[02:33:49.699 --> 02:33:51.019]  He's been in over 50 countries.
[02:33:51.019 --> 02:33:52.400]  He's covered the big battle zones.
[02:33:52.400 --> 02:33:53.720]  He's covered world leaders.
[02:33:53.720 --> 02:33:57.201]  He's covered the Stasi and their activities.
[02:33:57.201 --> 02:33:57.842]  Just amazing.
[02:33:57.842 --> 02:34:03.564]  He's got a new book out that we're going to be obviously breaking down as soon as I get a chance to read it.
[02:34:03.564 --> 02:34:05.565]  Days of Destruction, Days of Revolt.
[02:34:05.565 --> 02:34:16.809]  But I wanted him to go over basically what the book covers because earlier he started mentioning that it's a reservation program and I've interviewed a lot of Native Americans who've gone over the history.
[02:34:17.429 --> 02:34:27.451]  And they point out that Indian policy became what Hitler used, and I'd actually read that in Hitler's own writings, that he used that model of the concentration camp off the reservation.
[02:34:27.451 --> 02:34:38.093]  The company store that keeps control of the people, keeps them in poverty, their life expectancy, and that that's the whole model now of this corporate state.
[02:34:38.093 --> 02:34:42.714]  Get rid of your jobs and then give you a pittance to barely even keep you at subsistence.
[02:34:42.714 --> 02:34:44.995]  Destroying destinies, destroying societies,
[02:34:45.735 --> 02:34:47.277]  So you can control them.
[02:34:47.277 --> 02:34:51.060]  And now the corporate state doesn't want even free market competition.
[02:34:51.060 --> 02:34:54.823]  It's coming in with regulations shutting down what's left of our industry.
[02:34:54.823 --> 02:34:58.747]  I mean, it's a cold-blooded, systematic, military-style takeover.
[02:34:58.747 --> 02:35:05.053]  So, Chris, break down your new book, which I can't wait to read, Days of Destruction, Days of Revolt.
[02:35:05.053 --> 02:35:05.913]  Well, yeah.
[02:35:05.913 --> 02:35:07.255]  I mean, Alex, I think you nailed it.
[02:35:07.255 --> 02:35:10.778]  I mean, that's why we begin with Pine Ridge, because that's where it all began.
[02:35:11.807 --> 02:35:18.270]  Uh, and originally, uh, you know, those reservations were openly called prisoner of war camps.
[02:35:18.270 --> 02:35:19.311]  Uh, and you're right.
[02:35:19.311 --> 02:35:25.554]  They, they make, uh, self-sufficiency impossible and create this kind of culture of dependence.
[02:35:26.517 --> 02:35:33.543]  Uh, which destroys dignity, self-worth, uh, community, uh, with all of the attendant problems.
[02:35:33.543 --> 02:35:39.588]  That's why you have an 80% estimated, 80% alcoholism rate on Pine Ridge.
[02:35:39.588 --> 02:35:49.236]  Uh, and everywhere we went, whether it was Camden, whether it was, uh, Southern West Virginia, where people are taking OxyContin, what they call Hillbilly Heroin, uh, you know, they
[02:35:50.696 --> 02:36:00.519]  The sort of drugs and the alcohol anesthetize people to the kind of pain and the suffering to which they have been reduced.
[02:36:00.519 --> 02:36:10.342]  And I think the reservation model is in fact one that we spend a lot of time reporting on and looking at for precisely that reason.
[02:36:10.342 --> 02:36:18.184]  You know, when you reduce people to a level of desperation, it becomes far easier to control them.
[02:36:18.784 --> 02:36:20.185]  Uh, and that's what we're seeing.
[02:36:20.185 --> 02:36:34.713]  I mean, you know, just all sorts of, just in the last few weeks, uh, the refusal to, uh, restore unemployment benefits for hundreds of thousands of Americans, which means tens of thousands of these people will eventually lose their homes.
[02:36:34.713 --> 02:36:37.214]  Uh, a number now over 6 million.
[02:36:38.735 --> 02:36:42.838]  You know, there's just, Obamacare is another example.
[02:36:42.838 --> 02:36:53.047]  It's a corporate, essentially the equivalent of a bank bailout bill for the pharmaceutical and insurance industries, $477 billion in subsidies.
[02:36:53.047 --> 02:36:59.732]  And of course they can keep, as anyone such as myself knows who doesn't have a company plan, keep jacking up copayments and premiums.
[02:37:00.012 --> 02:37:00.952]  And I've got to interrupt.
[02:37:00.952 --> 02:37:19.996]  See, you're the only scholar out there on the so-called left, but you're just a human who wants freedom, who's honest that the insurance companies wrote it, and then the right wing gives Obama cover and goes, how dare you want to make us commies, when the whole thing was written to let corporations control the quality of care, make you buy their product, and jack up the price.
[02:37:19.996 --> 02:37:27.258]  I mean, it's such a fraud, but then you've got all the people on the left who mean well, supporting it through ignorance.
[02:37:27.258 --> 02:37:28.118]  Yeah, it is...
[02:37:29.785 --> 02:37:45.089]  It is, uh, I mean, you know, this is, I think, a very telling piece of legislation because it was written in the Heritage Foundation, it was first put into practice by Mitt Romney when he was governor in 2006 in Massachusetts, and then adopted by Barack Obama.
[02:37:45.089 --> 02:37:45.490]  Incredible.
[02:37:45.490 --> 02:37:46.970]  And Medicare is Obamacare.
[02:37:47.390 --> 02:38:00.619]  And that is a kind of window into the kind of false debates that go back and forth, because both of these two political parties are slavishly devoted to corporate interests.
[02:38:00.619 --> 02:38:05.703]  Obamacare is essentially forcing us to buy defective
[02:38:06.463 --> 02:38:09.405]  Corporate product, a for-profit product.
[02:38:09.405 --> 02:38:10.806]  It's staggering.
[02:38:10.806 --> 02:38:13.187]  And what is the revolt angle of the book?
[02:38:13.187 --> 02:38:15.189]  Because again, I haven't had a chance to read it yet.
[02:38:15.189 --> 02:38:16.349]  I'm going to order it today.
[02:38:16.349 --> 02:38:21.733]  I think it's just this understanding that the formal mechanisms of power are not going to
[02:38:22.553 --> 02:38:33.558]  Defend civil liberties or our interests or institute the kinds of reforms that will bring back the kind of egalitarian society that I think we all want.
[02:38:33.558 --> 02:38:39.040]  That now resistance has to come outside those formal mechanisms of power.
[02:38:39.040 --> 02:38:41.101]  That means acts of civil disobedience.
[02:38:41.101 --> 02:38:44.683]  I was arrested with Occupy protesters in front of Goldman Sachs.
[02:38:45.203 --> 02:38:49.406]  Go into jail more time than I care to donate to the federal government.
[02:38:49.406 --> 02:38:52.868]  But I don't think we have any option left.
[02:38:52.868 --> 02:38:57.630]  And I'm not naive enough to even promise you that it will work.
[02:38:57.630 --> 02:39:00.152]  But I can tell you that the system is so corrupt.
[02:39:00.972 --> 02:39:13.143]  You know, you take New York City Police and you look closely, most of the egregious assaults against protesters were carried out by the white-shirted officers who are earning about $110,000 a year.
[02:39:13.143 --> 02:39:27.556]  There was a lot of fraternization with the blue uniform police because these corporations hire them, like Goldman Sachs and Citibank, as rent-a-cops for private security for $37 an hour in their off time so they can, you know, make some money.
[02:39:27.816 --> 02:39:34.945]  Well, Goldman Sachs gave him, what was it, some giant amount of money the week before as a pure gift, right to the police, a public bribe.
[02:39:35.498 --> 02:39:36.378]  Yeah, J.P.
[02:39:36.378 --> 02:39:37.639]  Morgan, I think it was.
[02:39:37.639 --> 02:39:38.119]  Yeah, J.P.
[02:39:38.119 --> 02:39:38.619]  Morgan.
[02:39:38.619 --> 02:39:40.380]  Right, exactly.
[02:39:40.380 --> 02:39:58.209]  And I think, you know, when I cover the fall of East Germany, what happens is when the foot soldiers are no longer willing to defend the elite, you know, when Erich Honecker, the dictator in East Germany, sent down an elite paratroop division to Leipzig, where I was, and they wouldn't fire on the crowd, Honecker lasted another week in power.
[02:39:58.209 --> 02:39:58.929]  And I think that
[02:40:00.190 --> 02:40:12.562]  You know, in fact, part of the reason, I'm guessing, that the NDAA was pushed through, I think, is because there's a kind of fear among these corporate oligarchs that the police won't protect them.
[02:40:12.562 --> 02:40:14.184]  Well, that's one of my final questions here.
[02:40:14.184 --> 02:40:15.505]  I've got a few to race through.
[02:40:15.505 --> 02:40:22.812]  I want to know what else is in the book, so people will definitely get it, because your ideas are right on from my own research, but so well laid out.
[02:40:23.633 --> 02:40:25.153]  That was my next issue.
[02:40:25.153 --> 02:40:38.116]  I'll guarantee you that if things continue to implode, the people they know that aren't going to shut up and go along are people like Chris Hedges, people like Alex Jones, people that they know are controlled by conscience.
[02:40:38.116 --> 02:40:41.837]  Not because I'm some goody-two-shoes, but because I don't want to live in a fascist state.
[02:40:41.837 --> 02:40:46.078]  I mean, I want my children to have a future, and they're really trying to set the precedent
[02:40:46.860 --> 02:40:55.311]  For this as they force people into a revolt kind of arresting and which they admit scooping up people that they see as leaders.
[02:40:56.451 --> 02:41:06.616]  Yeah, and I think that once you create that legal mechanism that essentially permits or gives to the state that kind of power, then you're in really serious trouble.
[02:41:06.616 --> 02:41:16.922]  They use it on marginal elements within the society first, Muslims, black bloc anarchists, whatever, militia members, but you don't want to give them that kind of legal power.
[02:41:17.702 --> 02:41:18.683]  What about geopolitically?
[02:41:18.683 --> 02:41:25.547]  It seems like the world is kind of waking up to the fact that the United States has been seized by very evil forces.
[02:41:47.645 --> 02:42:06.995]  Yeah, I mean, you know, I was quite an opponent of the invasion of Iraq on that issue, and I had been the Middle East Bureau Chief of the New York Times, because, you know, it was not only, you know, a tactical blunder, but probably one of the most strategic blunders we made in essence throwing the balance of power to Iran.
[02:42:09.217 --> 02:42:28.346]  Yeah, I think that, unfortunately, you know, we don't have a lot of friends left because of, I think, very misguided imperial projects that, again, of course, I mean, the war in Afghanistan, which, let's be frank, we're losing, you know, there are a handful of corporations
[02:42:35.814 --> 02:42:43.162]  Could the Anglo-American establishment kind of stall and not have a Berlin Wall moment but just kind of collapse like the Soviet Union?
[02:42:45.517 --> 02:42:48.019]  I mean, that's the big question.
[02:42:48.019 --> 02:42:50.301]  I mean, collapse is coming.
[02:42:50.301 --> 02:42:51.902]  How does it come?
[02:42:51.902 --> 02:42:53.303]  Does it come gradually?
[02:42:53.303 --> 02:42:56.526]  Is there kind of a slow decline like the Ottoman Empire?
[02:42:56.526 --> 02:42:58.367]  Does it implode?
[02:42:58.367 --> 02:42:59.528]  These are questions that
[02:43:01.010 --> 02:43:03.813]  I ask all the time, but I don't have a definitive answer.
[02:43:03.813 --> 02:43:11.804]  Well, I think they're going to try to go Hitler crazy and launch a bunch of wars that are so bad, everybody kind of lines up because we're in so much trouble.
[02:43:11.804 --> 02:43:16.330]  Well, yeah, the government's corrupt, but we're fighting Russia and China now, so let's line up.
[02:43:16.330 --> 02:43:17.151]  We just lost 500,000 people.
[02:43:18.433 --> 02:43:29.577]  I mean, I think the elite are that crazy, and the way they're digging in, the way they're getting everything ready, looks like they're gearing up for World War III at a scale much bigger than the Cold War.
[02:43:29.577 --> 02:43:33.818]  The COG, the armored pillboxes, the weapons caching.
[02:43:33.818 --> 02:43:39.120]  Studying history, Chris, in closing, I'm not just trying to be a fearmonger here, I'm scared.
[02:43:39.120 --> 02:43:46.643]  I mean, I've studied history, I'm a history buff, and they're digging in for what looks like not just a war with the people, but a war with everybody else.
[02:43:47.003 --> 02:44:01.907]  Well, you know, that's as Randolph Bourne said in World War I. He said war is the health of the state, by which he meant that when the state declares war, you're right, everybody lines up behind it, you know, in the name of patriotism and everything else.
[02:44:01.907 --> 02:44:07.969]  And it is a very effective measure, as it was in World War I, to essentially crush any form of dissent.
[02:44:07.969 --> 02:44:09.369]  So, yeah, you're right.
[02:44:09.369 --> 02:44:15.491]  I mean, history has shown that to be a very effective tactic for despotic states to channel
[02:44:16.311 --> 02:44:23.132]  energy and rage and mute internal dissent by creating an internal enemy and going after it.
[02:44:23.132 --> 02:44:24.973]  I don't put it past him.
[02:44:24.973 --> 02:44:29.194]  Well, hopefully your book will wake people up and I know it's got amazing illustrations in it.
[02:44:29.194 --> 02:44:33.895]  Tell us a little bit about the book that you haven't covered and about the cartoonists that you worked with.
[02:44:33.895 --> 02:44:38.896]  This is Joe Sacco who is an amazing reporter in his own right.
[02:44:38.896 --> 02:44:42.416]  Does whole graphic novels that he reports out.
[02:44:42.416 --> 02:44:44.057]  We met in Bosnia in 1995.
[02:44:46.097 --> 02:45:00.386]  And I think one of the reasons I found him so important in the book, 50 pages of illustrations, as well as comic panels sort of profiling people's lives, is that so many of these Americans by the corporate media have been rendered invisible.
[02:45:00.386 --> 02:45:08.651]  And I think one of the goals of the book was to make them visible, and Sacco did that, gave the book a kind of punch that pure prose wouldn't have had.
[02:45:10.538 --> 02:45:12.379]  Do you have hope for the future?
[02:45:12.379 --> 02:45:16.182]  I mean, would you say it's a 60% chance we're going to go into this total tyranny?
[02:45:16.182 --> 02:45:18.023]  Or is it a 70% or a 20%?
[02:45:18.023 --> 02:45:23.887]  I mean, what's your... There's few people who've traveled more, seen more, reported on more.
[02:45:23.887 --> 02:45:25.388]  So I really respect your view on this.
[02:45:25.388 --> 02:45:26.749]  I know our listeners do.
[02:45:26.749 --> 02:45:29.171]  I mean, looking into that crystal ball, what's our odds?
[02:45:30.188 --> 02:45:47.892]  I think it looks pretty bleak, but I don't think we can use the word hope unless we actively resist every way possible, which is why I was in protest outside Goldman Sachs, why I sued Barack Obama and Leon Panetta over the NDAA.
[02:45:47.892 --> 02:45:57.995]  I think it's a kind of moral imperative to resist, but at the same time, a very sort of sober view, it doesn't look great.
[02:45:57.995 --> 02:45:58.855]  Have you been threatened?
[02:46:00.309 --> 02:46:08.175]  Yeah, but over my opposition to the Iraq War, and then interestingly by black, black anarchists, who I've been very critical of.
[02:46:08.175 --> 02:46:10.917]  Well, most of them are run by feds.
[02:46:10.917 --> 02:46:16.160]  Well, Chris Hedges, that's what I found from my research.
[02:46:16.160 --> 02:46:21.604]  Again, your website is also a great place for people to visit.
[02:46:21.604 --> 02:46:22.885]  Tell us about your website.
[02:46:22.885 --> 02:46:25.707]  Truthdig, yeah, this is Bob Scheer's website out of LA.
[02:46:25.707 --> 02:46:27.048]  I write a column every Monday for them.
[02:46:27.486 --> 02:46:28.967]  All right, well, thank you so much, Chris.
