[00:00.000 --> 00:09.000]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[02:59:07.600 --> 02:59:11.600]  the slogan t-shirts that you guys got up right now are absolutely
[02:59:11.600 --> 02:59:15.600]  amazing. Well thank you my favorite new one is the
[02:59:15.600 --> 02:59:19.600]  don't tread on me but said it says won't tread on me and it's a big deglo snake
[02:59:19.600 --> 02:59:23.600]  Gadsden snake and then it's got the American flag Infowars.com on the right arm
[02:59:23.600 --> 02:59:27.600]  I mean that's a great way just to meet like-minded people and spread
[02:59:27.600 --> 02:59:31.600]  the word and also exercise free speech and the newest one is
[02:59:31.600 --> 02:59:35.600]  trigger warning t-shirt trigger warning t-shirt which is
[02:59:35.600 --> 02:59:39.600]  the symbol of a trigger with a yield sign in the info wars.com on
[02:59:39.600 --> 02:59:43.600]  the back that is the new shirt of the month available exclusively
[02:59:43.600 --> 02:59:47.600]  at info wars.com
[02:59:47.600 --> 02:59:51.600]  You're listening to the Alex Jones show
[02:59:51.600 --> 02:59:55.600]  from
[02:59:55.600 --> 02:59:59.600]  the front lines of the information war
[02:59:59.600 --> 03:00:03.600]  it's Alex Jones watch me
[03:00:03.600 --> 03:00:07.600]  I got something
[03:00:07.600 --> 03:00:11.600]  watch me yeah I got it
[03:00:11.600 --> 03:00:15.600]  I got something that makes me want a shelter
[03:00:15.600 --> 03:00:19.600]  I got something that tells me what it's all about
[03:00:19.600 --> 03:00:23.600]  I got something I'm super bad
[03:00:23.600 --> 03:00:27.600]  I got something that tells me what it's all about
[03:00:27.600 --> 03:00:31.600]  I'm super bad
[03:00:31.600 --> 03:00:35.600]  I'm so good
[03:00:35.600 --> 03:00:39.600]  I got a move that tells me what to do
[03:00:39.600 --> 03:00:43.600]  I got a move that tells me what to do
[03:00:43.600 --> 03:00:47.600]  I think Trump's got a move that tells him what to do and he knows a devil when he sees it
[03:00:47.600 --> 03:00:51.600]  devil doesn't want you to do good wants to trick you wants to run your life
[03:00:51.600 --> 03:00:55.600]  God wants to empower you and see you grow let's go back to the epic speech
[03:00:55.600 --> 03:00:59.600]  of President Trump here it is
[03:00:59.600 --> 03:01:03.600]  we are one nation and their pain is our pain
[03:01:03.600 --> 03:01:07.600]  their dreams are our dreams and their success
[03:01:07.600 --> 03:01:11.600]  will be our success all connected
[03:01:11.600 --> 03:01:15.600]  we share one heart one home and one
[03:01:15.600 --> 03:01:19.600]  glorious destiny now that's the key
[03:01:19.600 --> 03:01:23.600]  the oath of office I take today is an oath of allegiance
[03:01:23.600 --> 03:01:27.600]  to all Americans
[03:01:27.600 --> 03:01:31.600]  for many decades
[03:01:31.600 --> 03:01:35.600]  this oath of office is an allegiance to you
[03:01:35.600 --> 03:01:39.600]  I'm no president this is it
[03:01:39.600 --> 03:01:43.600]  that's what he tells you personally and on air I'm not going to let you down
[03:01:43.600 --> 03:01:47.600]  I'm fully committed to you I'm going to do the best I can and he doesn't
[03:01:47.600 --> 03:01:51.600]  and I can't believe how dumb the leftists were out on the trail they don't think Trump brought any jobs back
[03:01:51.600 --> 03:01:55.600]  when he was president elect he was already doing it let's go back
[03:01:55.600 --> 03:01:59.600]  we reached foreign industry at the expense of American
[03:01:59.600 --> 03:02:03.600]  industry subsidized the armies of other countries
[03:02:03.600 --> 03:02:07.600]  while allowing for the very sad depletion of our
[03:02:07.600 --> 03:02:11.600]  military we've defended other nations
[03:02:11.600 --> 03:02:15.600]  borders while refusing to defend our
[03:02:15.600 --> 03:02:19.600]  own
[03:02:19.600 --> 03:02:23.600]  and spent trillions
[03:02:23.600 --> 03:02:27.600]  of dollars overseas while America's
[03:02:27.600 --> 03:02:31.600]  infrastructure has fallen into disrepair and
[03:02:31.600 --> 03:02:35.600]  decay we've made other countries rich
[03:02:35.600 --> 03:02:39.600]  while the wealth strength and confidence
[03:02:39.600 --> 03:02:43.600]  of our country has dissipated over
[03:02:43.600 --> 03:02:47.600]  the horizon one by one
[03:02:47.600 --> 03:02:51.600]  the factory shuttered and left our shores
[03:02:51.600 --> 03:02:55.600]  with not even a thought about the millions and
[03:02:55.600 --> 03:02:59.600]  millions of American workers that were left behind
[03:02:59.600 --> 03:03:03.600]  the wealth of our middle class has been
[03:03:03.600 --> 03:03:07.600]  ripped from their homes and then redistributed
[03:03:07.600 --> 03:03:11.600]  all across the world
[03:03:11.600 --> 03:03:15.600]  but that is the past and now
[03:03:15.600 --> 03:03:19.600]  we are looking only to the future
[03:03:19.600 --> 03:03:23.600]  which means build ourselves up be independent then help others
[03:03:23.600 --> 03:03:27.600]  not have capitulation dictated to us
[03:03:27.600 --> 03:03:31.600]  we assembled here today are issuing a new
[03:03:31.600 --> 03:03:35.600]  decree to be heard in every city in every foreign
[03:03:35.600 --> 03:03:39.600]  capital and in every hall of power
[03:03:39.600 --> 03:03:43.600]  from this day forward a new vision will
[03:03:43.600 --> 03:03:47.600]  govern our land from this day forward
[03:03:47.600 --> 03:03:51.600]  it's going to be only America
[03:03:51.600 --> 03:03:55.600]  first America first
[03:03:55.600 --> 03:03:59.600]  it means humanity first
[03:03:59.600 --> 03:04:03.600]  every decision on trade
[03:04:03.600 --> 03:04:07.600]  on taxes on immigration on foreign
[03:04:07.600 --> 03:04:11.600]  affairs will be made to benefit American workers
[03:04:11.600 --> 03:04:15.600]  and American families we must protect our borders
[03:04:15.600 --> 03:04:19.600]  from the ravages of other countries
[03:04:19.600 --> 03:04:23.600]  making our products, stealing our companies and destroying
[03:04:23.600 --> 03:04:27.600]  our jobs
[03:04:27.600 --> 03:04:31.600]  alright we're going to come back
[03:04:31.600 --> 03:04:35.600]  so America first which just simply means we won't be slaves to the globalist
[03:04:35.600 --> 03:04:39.600]  we're going to come back finish up with a speech and I'm going to detail how these big women's marches
[03:04:39.600 --> 03:04:43.600]  are openly run by the CIA that's hijacked by foreign powers
[03:04:43.600 --> 03:04:47.600]  whether Trump clean up the CIA or will he fail
[03:04:47.600 --> 03:04:51.600]  all the Zimors trade ahead do you want the cancer cures
[03:04:51.600 --> 03:05:15.600]  up to you
[03:05:15.600 --> 03:05:21.600]  this is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals
[03:05:21.600 --> 03:05:25.600]  this essential mineral is necessary in order to produce thyroid hormones
[03:05:25.600 --> 03:05:29.600]  which influence every cell tissue and organ in the body
[03:05:29.600 --> 03:05:33.600]  with inadequate thyroid hormones you may experience slow metabolism, lethargy
[03:05:33.600 --> 03:05:37.600]  weight gain and overall brain fog
[03:05:37.600 --> 03:05:41.600]  survival shield x2 and bio true selenium work together to support the systems in your body
[03:05:41.600 --> 03:05:45.600]  take control of your chemistry today with this super combo
[03:05:45.600 --> 03:05:49.600]  discover the power of survival shield x2
[03:05:49.600 --> 03:06:13.600]  and bio true selenium at infowarslife.com
[03:06:19.600 --> 03:06:23.600]  this will be a day long remember we've seen the end of the Clintons
[03:06:23.600 --> 03:06:25.600]  we'll soon see the end of the globalist
[03:06:25.600 --> 03:06:29.600]  Donald J. Trump is now president of the United States
[03:06:29.600 --> 03:06:31.600]  it's not true
[03:06:31.600 --> 03:06:33.600]  that's impossible
[03:06:33.600 --> 03:06:37.600]  search the things who know it to be true
[03:06:37.600 --> 03:06:59.600]  this is the heart of 1776
[03:06:59.600 --> 03:07:03.600]  it's also what happens when you
[03:07:03.600 --> 03:07:07.600]  listen to the radio host Alex Jones
[03:07:07.600 --> 03:07:11.600]  move bitch get out the way
[03:07:11.600 --> 03:07:17.600]  we pledge allegiance to one flag and that flag is the American flag
[03:07:17.600 --> 03:07:21.600]  info wars help to fuel the rumor that president Obama is an ISIS support
[03:07:21.600 --> 03:07:25.600]  it's been a cozy relationship from the beginning
[03:07:25.600 --> 03:07:29.600]  I will not let you down you'll be very very impressed I hope
[03:07:29.600 --> 03:07:33.600]  and I think we'll be speaking alive
[03:07:33.600 --> 03:07:39.600]  this means that Donald Trump will be the 45th president of the United States
[03:07:39.600 --> 03:07:41.600]  Waging war on corruption
[03:07:41.600 --> 03:07:45.600]  it's Alex Jones
[03:07:45.600 --> 03:07:49.600]  well folks we are impressed with Donald Trump and what he's done
[03:07:49.600 --> 03:07:53.600]  he's a pro-human pro-liberty
[03:07:53.600 --> 03:07:57.600]  president and right as world government was openly being announced
[03:07:57.600 --> 03:08:01.600]  like a phoenix under the fire of hell
[03:08:01.600 --> 03:08:05.600]  our republic is rising again
[03:08:05.600 --> 03:08:09.600]  I want to finish up with his historic inaugural speech
[03:08:09.600 --> 03:08:13.600]  January 20th Friday 2017
[03:08:13.600 --> 03:08:17.600]  we're going to come back and get into the globalist counter-offensive
[03:08:17.600 --> 03:08:21.600]  how they hope to enslave humanity but he gets to the key points here about
[03:08:21.600 --> 03:08:25.600]  life extension technology and other technologies that are going to be deployed to the public
[03:08:25.600 --> 03:08:29.600]  I can tell you many of these are suppressed
[03:08:29.600 --> 03:08:33.600]  they're seen as disruptive and it will be disruptive when people can easily live to 200
[03:08:33.600 --> 03:08:37.600]  but that's the big secret let's go to it
[03:08:41.600 --> 03:08:45.600]  every decision on trade
[03:08:45.600 --> 03:08:49.600]  on taxes, on immigration, on foreign affairs
[03:08:49.600 --> 03:08:53.600]  will be made to benefit American workers
[03:08:53.600 --> 03:08:57.600]  and American families
[03:08:57.600 --> 03:09:01.600]  we must protect our borders from the ravages of other countries
[03:09:01.600 --> 03:09:05.600]  making our products, stealing our companies
[03:09:05.600 --> 03:09:09.600]  and destroying our jobs
[03:09:13.600 --> 03:09:17.600]  protection will lead to great prosperity and strength
[03:09:17.600 --> 03:09:21.600]  I will fight for you
[03:09:21.600 --> 03:09:25.600]  the wealth in my body
[03:09:25.600 --> 03:09:29.600]  and I will never ever let you down
[03:09:33.600 --> 03:09:37.600]  America will start winning again
[03:09:37.600 --> 03:09:41.600]  winning like never before
[03:09:41.600 --> 03:09:45.600]  we will bring back our jobs
[03:09:45.600 --> 03:09:49.600]  we will bring back our borders
[03:09:49.600 --> 03:09:53.600]  and we will bring back our dreams
[03:09:59.600 --> 03:10:03.600]  we will build new roads and highways and bridges
[03:10:03.600 --> 03:10:07.600]  and airports and tunnels and railways
[03:10:07.600 --> 03:10:11.600]  all across our wonderful nation
[03:10:11.600 --> 03:10:15.600]  we will get our people off of welfare and back to work
[03:10:15.600 --> 03:10:19.600]  rebuilding our country with American hands
[03:10:19.600 --> 03:10:23.600]  and American labor
[03:10:23.600 --> 03:10:27.600]  we will sabotage
[03:10:27.600 --> 03:10:31.600]  we will follow two simple rules
[03:10:31.600 --> 03:10:35.600]  buy American and hire American
[03:10:35.600 --> 03:10:39.600]  we will seek friendship and goodwill
[03:10:39.600 --> 03:10:43.600]  with the nations of the world
[03:10:43.600 --> 03:10:47.600]  with the understanding that it is the right of all nations
[03:10:47.600 --> 03:10:51.600]  to put their own interests first
[03:10:51.600 --> 03:10:55.600]  we do not seek to impose our way of life on anyone
[03:10:55.600 --> 03:10:59.600]  but rather to let it shine as an example
[03:10:59.600 --> 03:11:03.600]  we will shine for everyone to follow
[03:11:03.600 --> 03:11:07.600]  America didn't need to take over them, he had the best
[03:11:07.600 --> 03:11:11.600]  we will reinforce old alliances and form new ones
[03:11:11.600 --> 03:11:15.600]  with the civilized world against radical Islamic
[03:11:15.600 --> 03:11:19.600]  terrorism which we will eradicate completely
[03:11:19.600 --> 03:11:23.600]  from the face of the earth
[03:11:23.600 --> 03:11:27.600]  huge, the left is totally allied with it, I was there
[03:11:27.600 --> 03:11:31.600]  the bedrock of our politics will be a total allegiance
[03:11:31.600 --> 03:11:35.600]  to the United States of America and through our loyalty
[03:11:35.600 --> 03:11:39.600]  to our country we will rediscover our loyalty
[03:11:39.600 --> 03:11:43.600]  to each other, that's right
[03:11:43.600 --> 03:11:47.600]  when you open your heart to patriotism, there is no room
[03:11:47.600 --> 03:11:51.600]  for prejudice, that's right
[03:11:51.600 --> 03:11:55.600]  just because the left is anti-white stuff, people need to not buy into that
[03:11:55.600 --> 03:11:59.600]  you want these people to win, you better come together
[03:11:59.600 --> 03:12:03.600]  the Bible tells us how good and pleasant it is
[03:12:03.600 --> 03:12:07.600]  when God's people live together in unity
[03:12:07.600 --> 03:12:11.600]  openly, debate our disagreements honestly
[03:12:11.600 --> 03:12:15.600]  in different ways, pursue solidarity
[03:12:15.600 --> 03:12:19.600]  when America is united, America is totally unstoppable
[03:12:19.600 --> 03:12:23.600]  that's right, I thought I hated it
[03:12:23.600 --> 03:12:27.600]  come together for prosperity and treat people good, just be nice
[03:12:27.600 --> 03:12:31.600]  and stop being a bunch of people, there should be no fear, we are protected
[03:12:31.600 --> 03:12:35.600]  and we will always be protected
[03:12:35.600 --> 03:12:39.600]  by the great men and women of our military and law enforcement
[03:12:39.600 --> 03:12:43.600]  and most importantly
[03:12:43.600 --> 03:12:47.600]  we will be protected by God
[03:12:47.600 --> 03:12:51.600]  Keith, brought God back in, and I ask God for the protection
[03:12:51.600 --> 03:12:55.600]  he just did it
[03:12:55.600 --> 03:12:59.600]  finally, we must think big and dream even bigger
[03:12:59.600 --> 03:13:03.600]  in America we understand that a nation is only living
[03:13:03.600 --> 03:13:07.600]  as long as it is striving
[03:13:07.600 --> 03:13:11.600]  we will no longer accept politicians who are all talk
[03:13:11.600 --> 03:13:15.600]  and no action, constantly complaining but never doing
[03:13:15.600 --> 03:13:19.600]  anything about it
[03:13:19.600 --> 03:13:23.600]  you deliver, you don't get more power when you screw up
[03:13:23.600 --> 03:13:27.600]  the time for empty talk
[03:13:27.600 --> 03:13:31.600]  is over, now arrives the hour
[03:13:31.600 --> 03:13:35.600]  of action
[03:13:35.600 --> 03:13:39.600]  we have the power, humans can do anything
[03:13:39.600 --> 03:13:43.600]  do not allow anyone to tell you that it cannot be done
[03:13:43.600 --> 03:13:47.600]  no challenge can match the heart
[03:13:47.600 --> 03:13:51.600]  the secrets of the atom will not fail
[03:13:51.600 --> 03:13:55.600]  our country will thrive and prosper again
[03:13:55.600 --> 03:13:59.600]  we stand at the birth of a little millennium
[03:13:59.600 --> 03:14:03.600]  ready to unlock the mysteries of space
[03:14:03.600 --> 03:14:07.600]  to free the earth from the miseries of disease
[03:14:07.600 --> 03:14:11.600]  and to harness the energies, industries and technologies
[03:14:11.600 --> 03:14:15.600]  of tomorrow
[03:14:15.600 --> 03:14:19.600]  back it up ten seconds, I'm going to come back finish it and go to the heavenly end
[03:14:19.600 --> 03:14:23.600]  and for the rest to get into the counters track against all this with the brainwashing of women
[03:14:23.600 --> 03:14:27.600]  and turning the species against itself, that's how you kill fire ants or anything else
[03:14:27.600 --> 03:14:31.600]  we're going to, in the ravages of disease
[03:14:31.600 --> 03:14:35.600]  we've already done it, folks they already have it, it's admitted
[03:14:35.600 --> 03:14:39.600]  it's in major white papers, not 100% cures but in general
[03:14:39.600 --> 03:14:43.600]  they've got it all, they're suppressing a ton of stuff
[03:14:43.600 --> 03:14:47.600]  back it up 15 seconds, I'll be able to hear this again
[03:14:47.600 --> 03:14:51.600]  and Trump wants you to have that, he doesn't want to just go to Switzerland and get it for himself
[03:14:51.600 --> 03:14:55.600]  because he feels like crap getting that when you don't get it, like the Queen of England does
[03:14:55.600 --> 03:14:59.600]  he's like okay so well there's about too many people, we'll just figure it out and do something in space
[03:14:59.600 --> 03:15:03.600]  we're not going to do this, so let's go out to break, here's President Trump
[03:15:03.600 --> 03:15:07.600]  he's now president, I told you he'd be president, we will not fail
[03:15:07.600 --> 03:15:11.600]  our country will thrive and prosper again
[03:15:11.600 --> 03:15:15.600]  we stand at the birth of a little millennium
[03:15:15.600 --> 03:15:19.600]  ready to unlock the mysteries of space
[03:15:19.600 --> 03:15:23.600]  to free the earth from the miseries of disease
[03:15:23.600 --> 03:15:27.600]  to harness the energies, industries and technologies
[03:15:27.600 --> 03:15:31.600]  of tomorrow, a new national pride
[03:15:31.600 --> 03:15:35.600]  will stir ourselves, lift our sights and heal our
[03:15:35.600 --> 03:15:39.600]  division, it's time to remember that
[03:15:39.600 --> 03:15:43.600]  old wisdom, our soldiers will deliver this to everybody, America will fulfill
[03:15:43.600 --> 03:15:47.600]  the promise, black or brown or white
[03:15:47.600 --> 03:15:51.600]  we all bleed the same red, we'll be back
[03:15:51.600 --> 03:15:55.600]  stay with us, I'm Alex Schoen
[03:16:21.600 --> 03:16:25.600]  fully cooked ready to eat bacon
[03:16:25.600 --> 03:16:29.600]  I'm talking thick meaty, center cut, presidential bacon, savory and delicious
[03:16:29.600 --> 03:16:33.600]  I buy some, I use some, I store some, awesome
[03:16:33.600 --> 03:16:37.600]  no refrigeration needed with a 10 year shelf life, NASA pack technology
[03:16:37.600 --> 03:16:41.600]  bacon, fully cooked, fully hydrated, ready to eat
[03:16:41.600 --> 03:16:45.600]  right from the pack bacon or warm and served, life saving ready
[03:16:45.600 --> 03:16:49.600]  to eat bacon, 10 year shelf life bacon, ships free
[03:16:49.600 --> 03:16:53.600]  fully cooked bacon dot com, fully cooked bacon dot com
[03:16:53.600 --> 03:16:57.600]  water is the single most important thing your body needs
[03:16:57.600 --> 03:17:01.600]  so you want to be sure it's the best for you and your family
[03:17:01.600 --> 03:17:05.600]  since 2005, thousands have depended on Berkey purified water
[03:17:05.600 --> 03:17:09.600]  the Berkey guy provides the lowest price filtration systems in every size
[03:17:09.600 --> 03:17:13.600]  for incredibly delicious water now and in an emergency
[03:17:13.600 --> 03:17:17.600]  get to goberkey.com
[03:17:17.600 --> 03:17:21.600]  877-886-3653
[03:17:21.600 --> 03:17:49.600]  877-886-3653
[03:17:49.600 --> 03:17:53.600]  feel the thrill only at slingbow.com
[03:17:53.600 --> 03:17:57.600]  Mike in Arizona here on the air world wide, go ahead
[03:17:57.600 --> 03:18:01.600]  Oh Alex you can rent any day of the week, thank you sir for doing what you do and being a patriot
[03:18:01.600 --> 03:18:05.600]  and doing your best to save America and encouraging us as fellow
[03:18:05.600 --> 03:18:09.600]  patriots to do that in our local areas as well
[03:18:09.600 --> 03:18:13.600]  and as a long time InfoWars listener, I want to say thanks
[03:18:13.600 --> 03:18:17.600]  for the awesome brain force Anthroplex, my girlfriend would like to say
[03:18:17.600 --> 03:18:21.600]  thanks for the Anthroplex too, I use the bio true selenium
[03:18:21.600 --> 03:18:25.600]  the super blue toothpaste for you folks who aren't big normal toothpaste fans
[03:18:25.600 --> 03:18:29.600]  the super blue is awesome and thank you so much Alex for the InfoWars life products
[03:18:29.600 --> 03:18:33.600]  they are quality, I can't wait to get some more and thank you so much
[03:18:33.600 --> 03:18:37.600]  for doing that for us to keep us healthy, absolutely
[03:18:37.600 --> 03:18:41.600]  because then we could all as educated patriots help our other countrymen and women
[03:18:41.600 --> 03:18:45.600]  understand that there's a bigger problems going on and if we can get
[03:18:45.600 --> 03:18:49.600]  our houses in order and be good to each other and ourselves we can take our country back
[03:18:53.600 --> 03:18:57.600]  we have developed with the top firms in the United States
[03:18:57.600 --> 03:19:01.600]  powerful 50 billion live organism
[03:19:01.600 --> 03:19:05.600]  probiotic fluorolive that is so critical
[03:19:05.600 --> 03:19:09.600]  to having a healthy gut and a healthy life and it has changed
[03:19:09.600 --> 03:19:13.600]  my life and so many other people's lives, the other part is a compound
[03:19:13.600 --> 03:19:17.600]  like mycozx that has all these key ingredients of organic
[03:19:17.600 --> 03:19:21.600]  herbs and other systems that are known to break down this garbage in the body
[03:19:21.600 --> 03:19:25.600]  that's why as we go through Christmas and now into the new year we're extending
[03:19:25.600 --> 03:19:29.600]  the free shipping and 50% off on all our best selling
[03:19:29.600 --> 03:19:33.600]  items while supplies last, you can also get the two products together
[03:19:33.600 --> 03:19:37.600]  and get them at 50% off when
[03:19:37.600 --> 03:19:41.600]  you combo them, so popular sold out for more than six months now back in
[03:19:41.600 --> 03:19:45.600]  stock for limited time at infowarstore.com
[03:19:45.600 --> 03:19:49.600]  infowarslife.com or by calling toll free
[03:19:57.600 --> 03:20:01.600]  you're listening to the Alex Jones show
[03:20:01.600 --> 03:20:05.600]  the
[03:20:05.600 --> 03:20:09.600]  the
[03:20:09.600 --> 03:20:13.600]  the globalist great error is to believe that as they collapse
[03:20:13.600 --> 03:20:17.600]  humanity they end up on top
[03:20:17.600 --> 03:20:21.600]  the truth is humanity is coming down fast but we're miles above them
[03:20:21.600 --> 03:20:25.600]  on our journey to hell
[03:20:25.600 --> 03:20:29.600]  I'll see you again Alex Jones show
[03:20:29.600 --> 03:20:33.600]  Trump is delivering on every front getting more intense as he becomes president
[03:20:33.600 --> 03:20:37.600]  not selling out the constituents again there's so much wealth of the planet
[03:20:37.600 --> 03:20:41.600]  it's in all the big globalist books they admit it they want to make people poor
[03:20:41.600 --> 03:20:45.600]  it's their own admission and their argument is being wealthy
[03:20:45.600 --> 03:20:49.600]  hurts the earth no we just create clean versions of it which they're
[03:20:49.600 --> 03:20:53.600]  suppressing land market is about a drum of the balance of the hour looking at their
[03:20:53.600 --> 03:20:57.600]  counter strike against all this I was there but first let's finish up with president
[03:20:57.600 --> 03:21:01.600]  Trump's speech where he's breaking down unlocking the secrets of the universe
[03:21:01.600 --> 03:21:05.600]  which I can tell you my father at UT
[03:21:05.600 --> 03:21:09.600]  in high school in the plan to program in the mid 60s they had CD
[03:21:09.600 --> 03:21:13.600]  ROMs and computers we didn't see till the 80s they have suppressed
[03:21:13.600 --> 03:21:17.600]  technology 30 years behind Trump knows it he wants it rolled out
[03:21:17.600 --> 03:21:21.600]  to the public this is the biggest issue you want disclosure about all the secret
[03:21:21.600 --> 03:21:25.600]  technologies the rest of it they admit they're suppressing AI you name it
[03:21:25.600 --> 03:21:29.600]  no human world in future Donald Trump let me explain something people
[03:21:29.600 --> 03:21:33.600]  that's just Trump real saying this destroys the enemy
[03:21:33.600 --> 03:21:37.600]  the entire globalist program is against Trump right now and is in death
[03:21:37.600 --> 03:21:41.600]  throws they're panicking everywhere he got a standing ovation
[03:21:41.600 --> 03:21:45.600]  CIA CNN said the CIA hated him they said nobody
[03:21:45.600 --> 03:21:49.600]  showed up and showed a shot of the morning early before the gates open
[03:21:49.600 --> 03:21:53.600]  they said he took Martin Luther King's bust out and threw it the street it was right there
[03:21:53.600 --> 03:21:57.600]  they are freaking out I'll talk to you in a moment but here's the conclusion
[03:21:57.600 --> 03:22:01.600]  that it cannot be done no challenge
[03:22:01.600 --> 03:22:05.600]  can match the heart and fight and spirit of America
[03:22:05.600 --> 03:22:09.600]  we will not fail our country will
[03:22:09.600 --> 03:22:13.600]  thrive and prosper again
[03:22:13.600 --> 03:22:17.600]  we stand at the birth of a little millennium ready to
[03:22:17.600 --> 03:22:21.600]  unlock the mysteries of space to free the earth
[03:22:21.600 --> 03:22:25.600]  from the miseries of disease and to harness the energies
[03:22:25.600 --> 03:22:29.600]  industries and technologies of tomorrow
[03:22:29.600 --> 03:22:33.600]  a new national pride will stir ourselves
[03:22:33.600 --> 03:22:37.600]  lift our sights and heal our divisions
[03:22:37.600 --> 03:22:41.600]  it's time to remember that old wisdom our soldiers
[03:22:41.600 --> 03:22:45.600]  will never forget that whether we are black
[03:22:45.600 --> 03:22:49.600]  or brown or white we all
[03:22:49.600 --> 03:22:53.600]  lead the same red blood of patriots
[03:22:57.600 --> 03:23:01.600]  we all enjoy the same glorious
[03:23:01.600 --> 03:23:05.600]  freedoms and we all salute the same
[03:23:05.600 --> 03:23:09.600]  great American flag
[03:23:09.600 --> 03:23:13.600]  and whether a child is born
[03:23:13.600 --> 03:23:17.600]  in the urban sprawl of Detroit or the
[03:23:17.600 --> 03:23:21.600]  West Web Plains of Nebraska they look up at the same night sky
[03:23:21.600 --> 03:23:25.600]  they fill their heart with the same dreams
[03:23:25.600 --> 03:23:29.600]  and they are infused with the breath of life
[03:23:29.600 --> 03:23:33.600]  by the same almighty creator
[03:23:33.600 --> 03:23:37.600]  you know Billy Corrigan this is a couple years ago
[03:23:37.600 --> 03:23:41.600]  he said Alex the key of what you do is you talk about looking at the night sky
[03:23:41.600 --> 03:23:45.600]  coming together as humans
[03:23:45.600 --> 03:23:49.600]  from mountain from ocean to ocean hear these words
[03:23:49.600 --> 03:23:53.600]  you will never be ignored again
[03:23:53.600 --> 03:23:57.600]  again you say oh that's just hype
[03:23:57.600 --> 03:24:01.600]  no he's saying you little people of the power you're powerful
[03:24:01.600 --> 03:24:05.600]  demand action demand the truth it's like Bannon said keep us
[03:24:05.600 --> 03:24:09.600]  on to stay on us help us spur us and he's saying you have the power
[03:24:09.600 --> 03:24:13.600]  everything else is about oh you need us be powerful no no you come first
[03:24:13.600 --> 03:24:17.600]  you are what dictates the destiny all of us together
[03:24:17.600 --> 03:24:21.600]  let's finish the speech
[03:24:21.600 --> 03:24:25.600]  your voice your hopes
[03:24:25.600 --> 03:24:29.600]  and your dreams will define our American
[03:24:29.600 --> 03:24:33.600]  destiny and your courage and goodness and love
[03:24:33.600 --> 03:24:37.600]  will forever guide us along the way
[03:24:37.600 --> 03:24:41.600]  back in five seconds what did I say on that promo that we've been running for two weeks
[03:24:41.600 --> 03:24:45.600]  I said this is American destiny and was taken but we have to be good
[03:24:45.600 --> 03:24:49.600]  we have to be loving we have to come together racially culturally we have to do this
[03:24:49.600 --> 03:24:53.600]  we are the power and notice Trump saying it he didn't get it from me
[03:24:53.600 --> 03:24:57.600]  it's the truth this is the true spirit of humanity that America
[03:24:57.600 --> 03:25:01.600]  was the greatest example of and that's why the enemies and controllers
[03:25:01.600 --> 03:25:05.600]  are now making a joke out of themselves let's finish
[03:25:05.600 --> 03:25:09.600]  and your courage and goodness and love
[03:25:09.600 --> 03:25:13.600]  will forever guide us along the way
[03:25:13.600 --> 03:25:17.600]  together we will make America strong again
[03:25:17.600 --> 03:25:21.600]  we will make America wealthy again
[03:25:21.600 --> 03:25:25.600]  we will make America proud again
[03:25:25.600 --> 03:25:29.600]  we will make America safe again and yes
[03:25:29.600 --> 03:25:33.600]  together we will make America great again
[03:25:33.600 --> 03:25:37.600]  thank you God bless you and God bless America
[03:25:37.600 --> 03:25:39.600]  thank you
[03:25:39.600 --> 03:25:43.600]  and you understand the entire globalist program is about moving individuals disempowered
[03:25:43.600 --> 03:25:47.600]  dependent he's saying no you're the power we're going to empower you
[03:25:47.600 --> 03:25:51.600]  you're going to empower us there's no way he's not real because
[03:25:51.600 --> 03:25:55.600]  this message is like sunlight to vampires this is the antithesis
[03:25:55.600 --> 03:25:59.600]  of the new world order leon we're going to cover all this coming back your view
[03:25:59.600 --> 03:26:03.600]  as a woman of the supposed million woman march which got damn close to it
[03:26:03.600 --> 03:26:07.600]  was there yesterday and what they were saying and doing and they were so evil and
[03:26:07.600 --> 03:26:11.600]  horrible it was like cartoonish that what was happening but I want to show how the CIA runs it
[03:26:11.600 --> 03:26:15.600]  and sorrows to the Muslims a Muslim group literally was
[03:26:15.600 --> 03:26:19.600]  running it that would put you in a dungeon I mean this is a
[03:26:19.600 --> 03:26:23.600]  one of the top ones but overall I don't know your
[03:26:23.600 --> 03:26:27.600]  view I haven't talked to you until you got her 10 minutes ago at the studio but I mean what is your view of
[03:26:27.600 --> 03:26:31.600]  what you saw well you know for me I think obviously
[03:26:31.600 --> 03:26:35.600]  this thing is kind of a cornerstone of our republic so I'm like fine go out
[03:26:35.600 --> 03:26:39.600]  there do what you need to do I feel truly like we are living in a dual
[03:26:39.600 --> 03:26:43.600]  reality with these people truly the dimensions have split and we are super
[03:26:43.600 --> 03:26:47.600]  imposed on top of them because we could listen to Donald Trump's
[03:26:47.600 --> 03:26:51.600]  speech and say wow incredible this is this
[03:26:51.600 --> 03:26:55.600]  all about unity it's it's we the people have the power back and like he's even getting like
[03:26:55.600 --> 03:26:59.600]  white supremacists to stop being racist I'm right now I mean he's like really this is real
[03:26:59.600 --> 03:27:03.600]  yeah and I mean let's you know walk it back a few months when he had
[03:27:03.600 --> 03:27:07.600]  the standing ovation at the RNC when he brought up gay
