[00:00.000 --> 00:15.000]  The answer to 1984 is 1776.
[03:23:22.000 --> 03:23:26.000]  if you don't vet the people coming in you're going to get horrendous conditions
[03:23:26.000 --> 03:23:31.000]  never mind the overwhelming state budgets that can't handle all this and so forth
[03:23:31.000 --> 03:23:35.000]  and he's talking about these basic things let's bring jobs back to America
[03:23:35.000 --> 03:23:38.000]  let's have bulkhead doors on submarines
[03:23:38.000 --> 03:23:45.000]  right so it doesn't matter that to the liberals it didn't matter so much that it was Trump
[03:23:45.000 --> 03:23:49.000]  all that mattered was the words that were coming out of his mouth
[03:23:49.000 --> 03:23:54.000]  why? because other nations would get the same idea like Brexit for example
[03:23:54.000 --> 03:23:58.000]  in other words people in other countries would suddenly say you know
[03:23:58.000 --> 03:24:05.000]  it seems like what's been going on here for all these years is that our country is caving into globalist influences
[03:24:05.000 --> 03:24:10.000]  we don't have a country anymore what would our country be if we took it back
[03:24:10.000 --> 03:24:15.000]  what would it be if it were actually ours how could we build prosperity at home
[03:24:15.000 --> 03:24:19.000]  and forget about trying to go out and cure everybody else's problems
[03:24:19.000 --> 03:24:26.000]  and this message spread like wildfire well this is like a silver bullet to the globalist vampire
[03:24:26.000 --> 03:24:33.000]  it didn't matter that it was Trump saying this what mattered was somebody running for president was saying it with a chance to win
[03:24:33.000 --> 03:24:40.000]  don't they get that they can destroy Trump and that will only make him bigger than he's only a guy surfing a big wave
[03:24:40.000 --> 03:24:44.000]  and bigger waves are coming in against them don't they get that?
[03:24:44.000 --> 03:24:48.000]  no I don't think they do but that's absolutely right
[03:24:48.000 --> 03:24:56.000]  you know like I've said before when we talked one of the places you can trace all this back to was Ron Paul
[03:24:56.000 --> 03:25:01.000]  you know when he was running for president and the next network cut him off with the knees
[03:25:01.000 --> 03:25:07.000]  refused to let him say anything during the few debates he took part in and then just cancelled him out of all the other debates
[03:25:07.000 --> 03:25:11.000]  because they said well you don't have enough support and he said well I don't have enough support
[03:25:11.000 --> 03:25:15.000]  because you're not letting me on television and they just said oh shut up go home Ron
[03:25:15.000 --> 03:25:23.000]  here he is saying audit the Fed the invention of crazy money out of nothing by the banksters bring the troops home
[03:25:23.000 --> 03:25:29.000]  end this whole thing of American empire stop globalism make America strong at home
[03:25:29.000 --> 03:25:35.000]  millions of people began from the left from the right from everywhere began to resonate with this message
[03:25:35.000 --> 03:25:43.000]  well a lot of those people got behind Trump because the words were sounding pretty much the same
[03:25:43.000 --> 03:25:48.000]  those people are still out there and more and that's my next question and we're going to call us
[03:25:48.000 --> 03:25:53.000]  because I got to let you take over here but I promise these calls John Robport here hosting with Alex Jones
[03:25:53.000 --> 03:26:00.000]  we just joined us there used to be people having imposed at other places that had reasonable liberal arguments
[03:26:00.000 --> 03:26:05.000]  I wasn't even a mainline Republican I would see their views see their view didn't like either power structure
[03:26:05.000 --> 03:26:11.000]  but now you don't see reasonable leftist articles anymore it's all just frothing one up in each other
[03:26:11.000 --> 03:26:16.000]  who can be calling for more violence who can be calling us more made-up names
[03:26:16.000 --> 03:26:24.000]  I just wonder how much further does this go this spectacle and I really know it's backfiring on them
[03:26:24.000 --> 03:26:29.000]  so do you agree with that a and b what is this then expand into what does this lead to
[03:26:29.000 --> 03:26:37.000]  well it is backfiring like crazy I mean it's like an elastic it only goes so far before it snaps back
[03:26:37.000 --> 03:26:43.000]  because millions of people are being totally alienated by what these lunatics are doing
[03:26:43.000 --> 03:26:49.000]  they may not be standing on street corners saying I'm alienated but they sure are
[03:26:49.000 --> 03:26:56.000]  and their numbers are building I'll tell you one liberal publication that shocked me down to my toes
[03:26:56.000 --> 03:27:03.000]  in the last week or two the nation many of you I'm sure it's maybe the oldest liberal publication in America
[03:27:03.000 --> 03:27:09.000]  well look it up in the last 10 days they published a very long investigative piece
[03:27:09.000 --> 03:27:17.000]  saying that the entire narrative of Trump Russia Russia influencing the election is pure insanity
[03:27:17.000 --> 03:27:26.000]  total bold bleep by consulting experts and saying is this a hack was it a leak the Wikipedia
[03:27:26.000 --> 03:27:33.000]  you know me the WikiLeaks emails of Clint DNC and so forth and all the experts said no this is not a hack
[03:27:33.000 --> 03:27:40.000]  this is a little on the inside the nation want the oldest liberal publication America printed this article
[03:27:40.000 --> 03:27:46.000]  and of course a major media that we're not going to pick up on this are you kidding one of our allies
[03:27:46.000 --> 03:27:54.000]  just lowered the boom and said the whole Russian Trump story is a total fabrication and that's the point
[03:27:54.000 --> 03:28:00.000]  people wanting to keep their intellectual honesty to a point just from their own point of pride
[03:28:00.000 --> 03:28:06.000]  how far can all this race stuff go it's I mean they go he never decried this he decried it all the tweets
[03:28:06.000 --> 03:28:11.000]  all four statements it's just not true and you see headlines bikers are protesting Trump because
[03:28:11.000 --> 03:28:16.000]  they couldn't get in the anti-front protest in Phoenix so they point cameras at Trump crowds
[03:28:16.000 --> 03:28:26.000]  and say they're protesting Trump I mean how many times you get caught lying before something happens to you
[03:28:26.000 --> 03:28:32.000]  I don't know I don't know what the answer to that is except they're just you know CNN and this M.D.C.
[03:28:32.000 --> 03:28:38.000]  they're just digging their own graves they think they're on top they're just like a bunch of
[03:28:38.000 --> 03:28:44.000]  psychotic children that are being called news reporters you just said it we're going to come back
[03:28:44.000 --> 03:28:48.000]  and take calls and I love coast and what do you put down reports here probably have his own show
[03:28:48.000 --> 03:28:54.000]  soon as soon as we get more crew members hired to run it I've run people I've hired people I've worked
[03:28:54.000 --> 03:28:58.000]  with over the years that as soon as they get a little bit of power they believe driving a sports car
[03:28:58.000 --> 03:29:04.000]  wearing a sports jacket makes them like this Mr. Fancy pants and they don't care actually about
[03:29:04.000 --> 03:29:10.000]  really being successful they want the image of it and they get caught up in the image versus the real thing
[03:29:10.000 --> 03:29:15.000]  and I look at CNN MSNBC with their ratings you know in the last decade in the toilet and the rest of it
[03:29:15.000 --> 03:29:20.000]  but they really believe because they get bigger and bigger panels three people ten people fifteen people
[03:29:20.000 --> 03:29:26.000]  that the more people they have in a consensus that like it's magic tricks it's going to make everybody else buy into it
[03:29:26.000 --> 03:29:32.000]  and it gets more shrill more desperate and people are rejecting it so where do they go when it collapses
[03:29:32.000 --> 03:29:38.000]  when they finally realize their own dope's a load of bull Steve Eric Felipe Carlos I'm going to you
[03:29:38.000 --> 03:29:52.000]  empires on it's no more fake news dot com with John Robba boy you deserve a deep restful sleep with knockout
[03:29:52.000 --> 03:29:59.000]  by info wars life our organic formula is made from high quality natural ingredients such as
[03:29:59.000 --> 03:30:07.000]  valerian root extract L tryptophan lemon balm leaf extract and melatonin knockout packs a powerful punch
[03:30:07.000 --> 03:30:12.000]  to get you through the night and achieve proper sleep millions of people around the world experience
[03:30:12.000 --> 03:30:19.000]  daytime drowsiness but with the rapid speed of life we need to be able to keep up the pace our natural
[03:30:19.000 --> 03:30:26.000]  mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need
[03:30:26.000 --> 03:30:32.000]  wake up refreshed and take on the day info wars life wants to bring you a sleep support formula
[03:30:32.000 --> 03:30:38.000]  that goes above and beyond other leading brands at an affordable price get the sleep you deserve
[03:30:38.000 --> 03:30:44.000]  and experience the power of knockout head on over to info wars life dot com and say goodbye to fatigue
[03:30:44.000 --> 03:30:53.000]  that's info wars life dot com hey did you know that you can now preserve your own food for up to 25
[03:30:53.000 --> 03:31:00.000]  years and still maintain its nutrition and flavor that's right now's the time to build your own food
[03:31:00.000 --> 03:31:06.000]  storage with harvest rights freeze dryers go to info wars store dot com to learn more and check out
[03:31:06.000 --> 03:31:11.000]  this innovative and smart technology that's easy to use and let me tell you something it is perfect
[03:31:11.000 --> 03:31:18.000]  for freeze drying fruits vegetables meats dairy products desserts and entire meals that's what I'm
[03:31:18.000 --> 03:31:23.000]  talking about and when compared to traditional methods of preservation like canning or dehydrating
[03:31:23.000 --> 03:31:29.000]  you know like what you get at the grocery store there is no comparison harvest right freeze dryers
[03:31:29.000 --> 03:31:36.000]  can retain 97% of the food's taste color and nutritional value and have a shelf life of up to 25
[03:31:36.000 --> 03:31:42.000]  years now that's what I call the miracle of food preservation harvest right is truly the world's
[03:31:42.000 --> 03:31:47.000]  best most affordable freeze dryer so what are you waiting for check it out right now at info
[03:31:47.000 --> 03:31:51.000]  wars store dot com after being sold out for months our best selling super blue fluoride
[03:31:51.000 --> 03:31:56.000]  toothpaste is now back in stock info wars store dot com the first shipment of super blue sold out
[03:31:56.000 --> 03:32:00.000]  in one week I thought it would be a six month supply for listeners and since then people are
[03:32:00.000 --> 03:32:05.000]  beating down our doors wanting to be able to resupply their super blue research across the
[03:32:05.000 --> 03:32:10.000]  board is clear in fact it's certified when bacteria infect your gums it can enter your
[03:32:10.000 --> 03:32:14.000]  bloodstream and even contribute to blood clots and heart attacks that's why the last surgeon
[03:32:14.000 --> 03:32:19.000]  generals report on oral health warrants that your oral health can have a serious impact on your
[03:32:19.000 --> 03:32:23.000]  entire body super blue fluoride free toothpaste is a groundbreaking new formula is loaded with
[03:32:23.000 --> 03:32:28.000]  halogen iodine so the bad halogen fluoride super blue contains natural oils and ingredients
[03:32:28.000 --> 03:32:33.000]  used biblical times to help wipe out bad bacteria and eliminate bad breath just some of the
[03:32:33.000 --> 03:32:38.000]  ingredients in super blue chosen by our dental experts include silo tall peppermint oil iodine
[03:32:38.000 --> 03:32:44.000]  nano silver and more learn more about info wars life super blue toothpaste and info wars
[03:32:44.000 --> 03:32:54.000]  life dot com and support the info war while you support healthy gums indeed the Alex Jones
[03:32:54.000 --> 03:33:03.000]  show because there is a war on for your mind I remember when I remember I remember when I lost my mind
[03:33:03.000 --> 03:33:10.000]  there was something so there was something so pleasant about that place even though your voice had an echo
[03:33:10.000 --> 03:33:22.000]  she getting the globalist mindset it's so cramped so neurotic only when you're performing the group
[03:33:22.000 --> 03:33:27.000]  think even feel like you're alive I want all the fake liberals all the fake conservatives all
[03:33:27.000 --> 03:33:34.000]  you know let me say I've been over the mountain I've seen it I've seen the promised land and it's not
[03:33:34.000 --> 03:33:39.000]  a utopia it's where our imperfection is our perfection and whereas Martin Luther King said I'm
[03:33:39.000 --> 03:33:46.000]  going to play this clip we are not about our skin color but about what we stand for and what we do in
[03:33:46.000 --> 03:33:52.000]  our lives and I can totally grasp what he was saying and totally believe that because it's common sense
[03:33:52.000 --> 03:33:58.000]  I go eat food where I want I go listen to music where I want I go stay where I want because the people
[03:33:58.000 --> 03:34:04.000]  are cool not because of what color they are and the modern left and the corporate social engineers
[03:34:04.000 --> 03:34:11.000]  all that and projected a Nazi ideology of race control and race identification where everything
[03:34:11.000 --> 03:34:16.000]  is about what color you are on to what they're doing and then they're the classical Nazis by the
[03:34:16.000 --> 03:34:23.000]  very definition race-based tribalism but then projecting it back onto us their enemies the
[03:34:23.000 --> 03:34:29.000]  classical liberals aka Thomas Jefferson their sworn enemy because the American system though
[03:34:29.000 --> 03:34:39.000]  never realized in ideals is coffin nails to their program so here is a man being removed at
[03:34:39.000 --> 03:34:44.000]  major universities across the country because he didn't mention gays or transgenders that wasn't
[03:34:44.000 --> 03:34:51.000]  even an issue then but it doesn't matter because it's not all inclusive of all 175 genders he is
[03:34:51.000 --> 03:35:00.000]  a Nazi now and I'm not joking we have the article on news wars dot com where the ACLU
[03:35:00.000 --> 03:35:06.000]  apologized we're sorry we tweeted image of a two-year-old baby that's white saying think about
[03:35:06.000 --> 03:35:16.000]  America's future you're right you're right you're right we're sorry it's racist you talk about
[03:35:16.000 --> 03:35:23.000]  white genocide that and I'm not stupid I know it's like a prison we put the whites in one area
[03:35:23.000 --> 03:35:28.000]  the blacks in another the Hispanics or Asians and different ones I get what they're doing but man
[03:35:28.000 --> 03:35:33.000]  are we really this dumb and of course there's this there is this western white man's burden
[03:35:33.000 --> 03:35:38.000]  that's a little bit condescending of Rudger Kipling and white Christians where we think you
[03:35:38.000 --> 03:35:45.000]  know either we're super virtuous or no we were the super evil no the other racial groups that
[03:35:45.000 --> 03:35:51.000]  are just humans they act just like us just as bad or worse depending on the group or people the
[03:35:51.000 --> 03:35:55.000]  different cultural stuff and you know it turns out minorities can act like real asshole racist
[03:35:55.000 --> 03:36:00.000]  excuse my French I mean they can really get really you didn't think so so we're like sitting here
[03:36:00.000 --> 03:36:05.000]  with the left the Democratic Party who's having their statues removed and blaming Republicans
[03:36:05.000 --> 03:36:10.000]  and white people and Trump for their statues they're then blaming all everybody else but
[03:36:10.000 --> 03:36:18.000]  themselves as their histories removed they're projecting who they are on to us and then now
[03:36:18.000 --> 03:36:23.000]  we're just saying oh well the minorities will be virtuous they'll understand no they won't
[03:36:23.000 --> 03:36:29.000]  on average they'll act just as bad as any other group that's hyped up into a racial operation
[03:36:29.000 --> 03:36:35.000]  and that's why it's important to be politically incorrect now on purpose even though I have so
[03:36:35.000 --> 03:36:40.000]  many liberal sentiments myself that I don't like doing it it's got to be done because we got to let
[03:36:40.000 --> 03:36:43.000]  we got to move the overtime window back they're saying the word mother and father is evil and
[03:36:43.000 --> 03:36:49.000]  hurtful or family existing is bad we've got to then pull the overtime window over here and
[03:36:49.000 --> 03:36:53.000]  talk about the issues they don't want people to discuss because they want to make you so
[03:36:53.000 --> 03:36:59.000]  uncomfortable they dominate the debate this is savage psychological warfare and only by
[03:36:59.000 --> 03:37:06.000]  being so sensitive that you're insensitive can you keep people out of their brainwashing trap
[03:37:06.000 --> 03:37:10.000]  we'll get John reports take on that but here is the man they're calling the new leader of the KKK
[03:37:10.000 --> 03:37:23.000]  I'm serious Martin Luther King I am happy to join with you today in what will go down in history
[03:37:23.000 --> 03:37:31.000]  as the greatest demonstration for freedom in the history of our nation
[03:37:31.000 --> 03:37:36.000]  I have a dream
[03:37:36.000 --> 03:37:42.000]  my four little children
[03:37:42.000 --> 03:37:50.000]  one day live in a nation where they will not be judged by the color of their skin but by the content of their character
[03:37:50.000 --> 03:37:53.000]  I have a dream today
[03:37:53.000 --> 03:38:00.000]  not by the content of skin it was all about propaganda it's all about what group you're in now
[03:38:00.000 --> 03:38:08.000]  with this thing we will be able to work together to pray together to struggle together to go to jail together
[03:38:08.000 --> 03:38:15.000]  to stand up for freedom together knowing that we will be free one day
[03:38:15.000 --> 03:38:20.000]  let freedom ring and when this happens
[03:38:20.000 --> 03:38:23.000]  when we allow freedom ring
[03:38:23.000 --> 03:38:30.000]  when we let it ring from every village and every hamlet from every state and every city
[03:38:30.000 --> 03:38:36.000]  we will be able to speed up that day when all of God's children black men and white men
[03:38:36.000 --> 03:38:44.000]  Jews and Gentiles Protestants and Catholics will be able to join hands and sing in the words of the old Negro spirit
[03:38:44.000 --> 03:38:51.000]  so free at last, free at last, thank God Almighty, we are free at last
[03:38:51.000 --> 03:38:57.000]  I notice the one group that's not acceptable now in the whole liberal pantheon is Christians
[03:38:57.000 --> 03:39:02.000]  and then radical Islam that's incompatible with this it's the most protected
[03:39:02.000 --> 03:39:05.000]  because it's seen as the muscle I'll take a few phone calls and get out of here for John Rappaport
[03:39:05.000 --> 03:39:10.000]  no more fake news dot com be able to finish up but where do you and your gut John Rappaport
[03:39:10.000 --> 03:39:15.000]  you're a smart cookie how would you say it's going for the globalist and their social engineering
[03:39:15.000 --> 03:39:19.000]  weaponized programs their attempt to collapse Europe all of it I mean how's it going for him
[03:39:19.000 --> 03:39:23.000]  where do you and your gut think this is going
[03:39:23.000 --> 03:39:27.000]  well it's going to get worse before it gets better but I think it's going to get better
[03:39:27.000 --> 03:39:33.000]  because it's going to reach your point where it's so ridiculous and so insane
[03:39:33.000 --> 03:39:38.000]  that people are going to stand up on their hind legs and say no
[03:39:38.000 --> 03:39:46.000]  because they're going to have to that's you know where that's where all this is heading
[03:39:46.000 --> 03:39:51.000]  if nothing happens you know the steamroller comes down the street and nobody gets out of the way
[03:39:51.000 --> 03:39:58.000]  it just keeps on going but there reaches a point where that's not going to be alright anymore
[03:39:58.000 --> 03:40:05.000]  and the globalists are betting on the fact that they can just keep on doing this forever
[03:40:05.000 --> 03:40:10.000]  but you can see the desperation I mean there's real desperation there
[03:40:10.000 --> 03:40:19.000]  because their whole operation is being exposed completely exposed and there's more coming
[03:40:19.000 --> 03:40:25.000]  any two nations can sit down and hammer out a trade deal for example anybody it's simple
[03:40:25.000 --> 03:40:32.000]  it's so revolutionary that our president they call globalism free trade you don't need all these treaties
[03:40:32.000 --> 03:40:37.000]  every nation can be as self-sufficient as it can be and then trade for what they need
[03:40:37.000 --> 03:40:43.000]  well this is exactly the opposite of what globalism wants because this whole idea of free trade
[03:40:43.000 --> 03:40:50.000]  is just an entree into we are the octopus we control everything cradles a grave of the entire planet
[03:40:50.000 --> 03:40:53.000]  this is where we're going
[03:40:53.000 --> 03:40:56.000]  what you're saying is so profound it's so simple
[03:40:56.000 --> 03:41:02.000]  Trump's crime good or bad is these being the president and saying we'll make deals on individual basis
[03:41:02.000 --> 03:41:07.000]  not signed over to some corporate board that's secret and Congress can't see it
[03:41:07.000 --> 03:41:12.000]  and then the left is screaming he's a Nazi because he's trying to transfer power back to the people
[03:41:12.000 --> 03:41:14.000]  that's ridiculous
[03:41:14.000 --> 03:41:20.000]  exactly bringing jobs some jobs back I don't know how many he's going to be able to bring back
[03:41:20.000 --> 03:41:25.000]  but bringing significant numbers of jobs back to people that didn't have
[03:41:25.000 --> 03:41:29.000]  this thing calls what is the formula then because the globalist can be sophisticated
[03:41:29.000 --> 03:41:33.000]  they have a lot of old doddering people like Pelosi and stuff up there that don't know what planet they're on
[03:41:33.000 --> 03:41:37.000]  but their corporate controllers is in the WikiLeaks they said we're going to use race war to keep control of the public
[03:41:37.000 --> 03:41:42.000]  keep them desperate I mean it's really horrible hate letter to humanity but they've got to know
[03:41:42.000 --> 03:41:49.000]  that the dumb downess of this isn't working on smart people so all they've got is really gullible people
[03:41:49.000 --> 03:41:54.000]  but they seem to be dumbing it down more and more and more and more piratically but I don't mean in a piratical way
[03:41:54.000 --> 03:42:01.000]  more as a parrot a parrot radical way just squirping the same things and just screaming and throwing toddler fits
[03:42:01.000 --> 03:42:07.000]  as if it's going to finally make a submit and my experience is all it's doing is waking people up that wouldn't have been involved
[03:42:07.000 --> 03:42:15.000]  exactly you know they're saying everybody's dumb so everybody's going to submit well that's not true
[03:42:15.000 --> 03:42:22.000]  because the fact of the matter is all over America right now as we speak there are black people and brown people
[03:42:22.000 --> 03:42:29.000]  and yellow people and white people working in jobs side by side like they always have for the last 40-50 years whatever
[03:42:29.000 --> 03:42:35.000]  it's happening it happens every day and they're getting married and they're having kids
[03:42:35.000 --> 03:42:40.000]  and they're going to church and they look at all this stuff and they look at all this insanity and they look at each other
[03:42:40.000 --> 03:42:47.000]  and they just say what are these people out of their minds you're you I'm me we get along what's the problem
[03:42:47.000 --> 03:42:55.000]  you know the problem if there's any problem for us is where's the jobs that's the problem
[03:42:55.000 --> 03:43:02.000]  so they want us to get into a water race war with each other when we work side by side in the same place
[03:43:02.000 --> 03:43:10.000]  what we want is jobs to work side by side in the same place and apparently they don't want to give that to us
[03:43:10.000 --> 03:43:15.000]  they'd rather we just get out on the street and start killing each other that's not going to play for very long
[03:43:15.000 --> 03:43:21.000]  because the overwhelming majority of Americans understand just like Martin Luther King said
[03:43:21.000 --> 03:43:28.000]  that everybody likes to ignore the content of your character well that's an individual thing sorry
[03:43:28.000 --> 03:43:35.000]  it's not a skin color thing it's not a religion thing content of character is an individual thing
[03:43:35.000 --> 03:43:41.000]  I work next to you at a job you work next to me wasn't that the ultimate libertarian statement by Martin Luther King
[03:43:41.000 --> 03:43:47.000]  yeah I thought so I thought it was the main point of the whole thing that speech
[03:43:47.000 --> 03:43:55.000]  that's what he was talking about and there are more and more people who do judge by content of character
[03:43:55.000 --> 03:44:02.000]  who say don't tell me about this guy in terms of his race or his religion or whatever you know the guy
[03:44:02.000 --> 03:44:07.000]  you stand up for the guy he's okay well then he's okay with me content of character
[03:44:07.000 --> 03:44:12.000]  isn't that how anybody operates is off word of mouth or the way the food the food tastes you go to restaurant
[03:44:12.000 --> 03:44:16.000]  you get sick you don't go back you go to restaurant tastes great you go back
[03:44:16.000 --> 03:44:23.000]  somebody tells you that you respect hey go to this restaurant tremendous food you go there you say yeah it was terrific okay
[03:44:23.000 --> 03:44:31.000]  content of character has nothing to do with anything you just said it the globals are trying to sabotage normal human
[03:44:31.000 --> 03:44:39.000]  contact and transmission of of conversation that's the real electrochemical real human internet
[03:44:39.000 --> 03:44:44.000]  they're trying to sabotage it with a jamming transmission of race race race race race race
[03:44:44.000 --> 03:44:51.000]  because they know if we come together we're going to reject them exactly that's the whole deal that's what happens
[03:44:51.000 --> 03:44:58.000]  well did you actually meet the person who's supposed to be the horrible person who's of race X
[03:44:58.000 --> 03:45:03.000]  yeah actually I went to this restaurant we sat down we started talking he's a pretty good guy
[03:45:03.000 --> 03:45:09.000]  yeah probably get together you know whatever shoot pool you know and that's the end of that story
[03:45:09.000 --> 03:45:18.000]  it's the person-to-person communication that overwhelms everything else and these maniacs and lunatics and idiots in the press
[03:45:18.000 --> 03:45:27.000]  just like you said they're trying to block that transmission of truth between people that has everything to do with content of character
[03:45:27.000 --> 03:45:34.000]  and say no it has to do with your race you can't escape race it's everywhere it's inside it's outside that's all there is
[03:45:34.000 --> 03:45:41.000]  bologna and that's why they go oh look Lynch Hall oh it's a photo of a white kid oh look
[03:45:41.000 --> 03:45:48.000]  they're literally creating mentally ill basket cases where people are now just seeing clouds and thinking it's Hitler
[03:45:48.000 --> 03:45:56.000]  right or stereotypes that's why BuzzFeed says is milk racist or that's why Atlantic Monthly says the eclipses racist
[03:45:56.000 --> 03:46:01.000]  you go that's insane yes they are wounding people with insanity
[03:46:01.000 --> 03:46:09.000]  yeah they need to do it people go that doesn't make sense you don't understand this is their mission
[03:46:09.000 --> 03:46:17.000]  that's right they don't want it to make sense they just want to count how you into submission with this yeah
[03:46:17.000 --> 03:46:24.000]  the eclipse is racist because well the solar system must be racist then and if the solar system is the galaxy
[03:46:24.000 --> 03:46:32.000]  and then the universe so the whole universe is racist okay now we've established that so who's going to buy that really
[03:46:32.000 --> 03:46:40.000]  nobody is going to really buy that they're just cutting their own throats and this two year old or one year old baby
[03:46:40.000 --> 03:46:47.000]  that's a blonde baby right there what is that baby going to grow up to be nobody knows that's called content of character
[03:46:47.000 --> 03:46:57.000]  that's what counts not the fact that it's blonde is that blue eyes white skin this and that you know they're just liars
[03:46:57.000 --> 03:47:07.000]  and losers that think they can be winners and how dare them project onto a child evil yeah how dare they how dare they
[03:47:07.000 --> 03:47:17.000]  how dare they it's just it's it's it and then they still you apologize Eric thanks for holding you're on there with John Rappaport
[03:47:17.000 --> 03:47:22.000]  I love coming and stealing the show as I love cozy with John Rappaport it's really one of the smartest guys I know Eric in California you're on the air
[03:47:22.000 --> 03:47:32.000]  yeah um you know Trump is everything that the American people thought and wanted Obama to be you know they just don't see it yet
[03:47:32.000 --> 03:47:40.000]  and it's being hidden from them by the media but you know I'm worried that they you know they might try that attack that they tried in Cuba
[03:47:40.000 --> 03:47:47.000]  on Trump and then try to claim that he's mentally unfit you know what I mean really smart you mean you mean poisoning or something
[03:47:47.000 --> 03:47:57.000]  yeah you know not kill him but you know make him so easy you know in incapacities in some type of way you really Eric you're really smart
[03:47:57.000 --> 03:48:02.000]  I don't just have to kiss your ass it's true my gut says they're going to poison him with something that puts him out of commission
[03:48:02.000 --> 03:48:07.000]  and they have a big power struggle what do you think Rappaport
[03:48:07.000 --> 03:48:14.000]  you know it's possible I sure hope not I mean I hope he's got some food tasters I would
[03:48:14.000 --> 03:48:20.000]  well I was about to say we're gonna skip this break that's what I'm saying is that is that they don't want to make him a martyr
[03:48:20.000 --> 03:48:28.000]  and just gun him down like Malcolm X or Martin Luther King or JFK or Bobby they're gonna drug him and say he's mentally ill or something
[03:48:28.000 --> 03:48:30.000]  is that what you were getting at Eric
[03:48:30.000 --> 03:48:36.000]  yeah you know you know they have all type of different game plans you know but I think that's something that's definitely in their playbook
[03:48:36.000 --> 03:48:44.000]  and um you know and also you know they're probably honest because that would be a real detrimental to the movement
[03:48:44.000 --> 03:48:50.000]  because Trump one thing that we have that they don't have as a leader they have no leadership you know they have they have all these
[03:48:50.000 --> 03:48:57.000]  what's that um cheese was it not enough cheese or whatever they have all these soldiers and not no leaders though you know
[03:48:57.000 --> 03:49:04.000]  and no no movement could could could on some question why is that because it seems like anybody halfway real
[03:49:04.000 --> 03:49:09.000]  Biden's not perfect but he's blue collar and and I kind of think has a little bit of a heart for the economy and not that he's
[03:49:09.000 --> 03:49:14.000]  not a good guy he's a bad guy but they didn't even want Biden that Biden would have beat Trump maybe
[03:49:14.000 --> 03:49:21.000]  why don't they want anybody with real human I mean you hear Hillary and I mean who would I mean she sounds like a witch
[03:49:21.000 --> 03:49:28.000]  and she's evil why would anybody why don't they have anybody real and and and what do you think this is going Eric
[03:49:28.000 --> 03:49:33.000]  well you know it's funny you said about Hillary because you know Hillary talking come out with this book trying to bet um you know
[03:49:33.000 --> 03:49:39.000]  try to badmouth Trump and then destroy his credibility or whatever and you know it's like this man she can't stand
[03:49:39.000 --> 03:49:46.000]  Trump standing behind her and how is she supposed to take on North Korea or or or clean the economy you know whatever
[03:49:46.000 --> 03:49:51.000]  seriously man you know it's a joke man it's a joke man sure and she said that he was breathing on her throat he's like
[03:49:51.000 --> 03:49:58.000]  six feet behind her yeah yeah yeah seriously man she's they they did it and like he's like like um like um
[03:49:58.000 --> 03:50:05.000]  Mr. Rappaport said they're they're exposed they're completely exposed every movie they make is is is more
[03:50:05.000 --> 03:50:11.000]  exposure you know and that's that's been the secret the whole time is that it was a secret and nobody knew about it
[03:50:11.000 --> 03:50:18.000]  oh I meant to say that so many times I never exactly they always built this world government on stealth and now none of it's there
[03:50:18.000 --> 03:50:26.000]  Rappaport I mean what are they gonna do yeah it comes out into the open that's what happens when somebody runs for president
[03:50:26.000 --> 03:50:33.000]  and says guess what the media are idiots and there's this thing called globalism and they're taking away your jobs
[03:50:33.000 --> 03:50:41.000]  and they're trying to say that America is only part of a larger structure and let's not do that let's not do that
[03:50:41.000 --> 03:50:50.000]  let's France be France Germany be Germany America be America we can make deals we can get along we don't have to be in some
[03:50:50.000 --> 03:50:56.000]  cosmic that's the key we don't need some secret secret corporate group to make our deals we're gonna make our deals
[03:50:56.000 --> 03:51:03.000]  and they're gonna be out in the open beautiful points Eric anything else I mean autonomy you know well yeah thank you
[03:51:03.000 --> 03:51:10.000]  no no Eric you're awesome anything else um you know yeah you know basically you know I'm in California man
[03:51:10.000 --> 03:51:15.000]  you know I'm from the east coast but I've been living in California that's the man in the Bibles I'm surrounded I'm like
[03:51:15.000 --> 03:51:20.000]  I'm in the territory man you know you can't even I'm seriously we're in a T-front all these different people man they they
[03:51:20.000 --> 03:51:25.000]  you know I thought my life is in danger just because they were some of them are nice though don't give me wrong
[03:51:25.000 --> 03:51:29.000]  some of them are good people and those are nice and then some are nice and then some are like piranhas
[03:51:29.000 --> 03:51:35.000]  exactly exactly you know and and you know they're looking for Hillary either they don't look further than Hillary
[03:51:35.000 --> 03:51:40.000]  or or John Clapper you know trying to come out and in bad mouth some talk about all their speech there's not
[03:51:40.000 --> 03:51:46.000]  seriously man it's a joke man they're they're honestly the American people the real American people know what time it is
[03:51:46.000 --> 03:51:52.000]  man seriously man and the ones that don't it's like a snowball effect the Jones the Alex Jones Trump's arm
[03:51:52.000 --> 03:51:56.000]  combination man it is there man they can't stop it man you know seriously man
[03:51:56.000 --> 03:52:01.000]  I hope you're right Eric you're awesome I'm just I'm very humble here I just see the common sense of it it's just
[03:52:01.000 --> 03:52:07.000]  but we got to say the Afghanistan thing and I'm gonna go to Felipe Carlos and Stephen right now but just 60 seconds on this
[03:52:07.000 --> 03:52:11.000]  I got to say it I mean he said it was bad to be in Afghanistan we shouldn't be there
