[00:00.000 --> 00:12.000]  Big Brother mainstream media government coverups you want answers well so does he
[02:42:08.000 --> 02:42:12.000]  There's actually a college in the University of Georgia.
[02:42:12.000 --> 02:42:15.000]  They actually stopped their free speech zone.
[02:42:15.000 --> 02:42:17.000]  There was enough outcry from it in this year.
[02:42:17.000 --> 02:42:19.000]  Hey, I was arrested in New York for not being in a free speech zone.
[02:42:19.000 --> 02:42:20.000]  There were thousands of lawsuits.
[02:42:20.000 --> 02:42:21.000]  They don't do that anymore.
[02:42:21.000 --> 02:42:22.000]  No.
[02:42:22.000 --> 02:42:23.000]  Austin used to say free speech zone.
[02:42:23.000 --> 02:42:24.000]  I would say no arrest me.
[02:42:24.000 --> 02:42:25.000]  Well, that's what it is.
[02:42:25.000 --> 02:42:28.000]  The story we just reported on, that's in a blend college.
[02:42:28.000 --> 02:42:29.000]  So that's the good news.
[02:42:29.000 --> 02:42:30.000]  We're saying no, they're failing.
[02:42:30.000 --> 02:42:31.000]  Exactly.
[02:42:31.000 --> 02:42:33.000]  You say no, and then you file a lawsuit.
[02:42:33.000 --> 02:42:35.000]  That's what you have to do, because otherwise they will...
[02:42:35.000 --> 02:42:37.000]  You want a lawsuit against the police when they arrested you?
[02:42:37.000 --> 02:42:38.000]  Exactly.
[02:42:38.000 --> 02:42:39.000]  That was a free speech.
[02:42:39.000 --> 02:42:40.000]  That was a big free speech moment.
[02:42:40.000 --> 02:42:44.000]  And we weren't doing anything but standing on a hill covering an anti-police brutality.
[02:42:44.000 --> 02:42:46.000]  And the cops are being given illegal orders.
[02:42:46.000 --> 02:42:48.000]  They should have said no, but we don't hate them.
[02:42:48.000 --> 02:42:49.000]  We're not their enemy.
[02:42:49.000 --> 02:42:50.000]  We want to reform them.
[02:42:50.000 --> 02:42:55.000]  We sued them and won to teach them that you will not violate the First Amendment.
[02:42:55.000 --> 02:42:56.000]  Right.
[02:42:56.000 --> 02:42:57.000]  And that becomes a policy in their department.
[02:42:57.000 --> 02:42:58.000]  Yeah.
[02:42:58.000 --> 02:43:00.000]  They don't know, they're just following orders.
[02:43:00.000 --> 02:43:03.000]  Well, and that goes only so far at some point.
[02:43:03.000 --> 02:43:07.360]  Well, at the same time, there's a difference between not liking MRAPs and checkpoints in
[02:43:07.360 --> 02:43:11.500]  the police state run by the globalist when the very same globalist now want to scapegoat
[02:43:11.500 --> 02:43:13.000]  the cops for everything.
[02:43:13.000 --> 02:43:19.000]  And then you go look from Ferguson to Maryland to everywhere, it's this exact scum, Soros
[02:43:19.000 --> 02:43:22.000]  funded, that is agitating at all.
[02:43:22.000 --> 02:43:25.000]  So I will never join with those people.
[02:43:25.000 --> 02:43:26.000]  No.
[02:43:26.000 --> 02:43:27.000]  They don't have anything.
[02:43:27.000 --> 02:43:30.000]  That's the best interest in mind, but creating this revolution where they think they're going
[02:43:30.000 --> 02:43:31.000]  to have anything.
[02:43:31.000 --> 02:43:32.000]  Those people are pathetic.
[02:43:32.000 --> 02:43:33.000]  They couldn't build a school.
[02:43:33.000 --> 02:43:34.000]  They couldn't build a road.
[02:43:34.000 --> 02:43:35.000]  They couldn't do it.
[02:43:35.000 --> 02:43:36.000]  They would have no planning.
[02:43:36.000 --> 02:43:37.000]  Yeah.
[02:43:37.000 --> 02:43:38.000]  Here's the deal.
[02:43:38.000 --> 02:43:39.000]  Our day survey has been in this office many times.
[02:43:39.000 --> 02:43:40.000]  I want to get him back on.
[02:43:40.000 --> 02:43:41.000]  I think he's a good guy overall.
[02:43:41.000 --> 02:43:42.000]  You know, means well.
[02:43:42.000 --> 02:43:45.000]  He's done some good reforms in the police department.
[02:43:45.000 --> 02:43:46.000]  So there's a lot of problems.
[02:43:46.000 --> 02:43:47.000]  Any big city would.
[02:43:47.000 --> 02:43:51.000]  But overall, I think we have a model police department compared to the wreck that say Albuquerque
[02:43:51.000 --> 02:43:52.000]  is where we're on the radio.
[02:43:52.000 --> 02:43:53.840]  Now, you know, major problems there.
[02:43:53.840 --> 02:43:55.000]  He will fire bad cops.
[02:43:55.000 --> 02:43:56.000]  It does routinely.
[02:43:56.000 --> 02:43:57.000]  But I've seen changes.
[02:43:57.000 --> 02:43:59.000]  And it wasn't that bad before compared to other cities.
[02:43:59.000 --> 02:44:00.000]  It was pretty good department.
[02:44:00.000 --> 02:44:01.000]  But I think it's kind of bad.
[02:44:01.000 --> 02:44:04.000]  But he said in the hallway here one day, he goes, Hey, don't you say I'm a.
[02:44:04.000 --> 02:44:05.000]  I mean, to poke you that hard.
[02:44:05.000 --> 02:44:06.000]  Sorry.
[02:44:06.000 --> 02:44:08.000]  He goes, Hey, we had to flee Cuba.
[02:44:08.000 --> 02:44:10.000]  You know, my dad fought against, you know, Fidel Castro.
[02:44:10.000 --> 02:44:11.000]  I went and looked it up.
[02:44:11.000 --> 02:44:12.000]  It was actually true involved with the CIA.
[02:44:12.000 --> 02:44:13.000]  You name it.
[02:44:13.000 --> 02:44:15.000]  He goes, you don't sit there and call me a communist.
[02:44:15.000 --> 02:44:17.000]  I go, wait, you're setting up more on those checkpoints.
[02:44:17.000 --> 02:44:19.000]  You're taking blood, which got overturned Supreme Court.
[02:44:19.000 --> 02:44:20.000]  You're doing stuff.
[02:44:20.000 --> 02:44:25.000]  So all I'm saying is being anti-gun going along with your orders from the Democratic City Council
[02:44:25.000 --> 02:44:26.000]  is violate my rights.
[02:44:26.000 --> 02:44:30.000]  And it is mousey tongue type garbage for El Castro garbage.
[02:44:30.000 --> 02:44:33.000]  And he goes, well, listen, just don't say I'm a communist because I'm not.
[02:44:33.000 --> 02:44:34.000]  Well, that's fine.
[02:44:34.000 --> 02:44:35.000]  But here's the deal.
[02:44:35.000 --> 02:44:41.000]  Are they surveyed those punk kids are going to get in a lot of trouble or end up getting
[02:44:41.000 --> 02:44:44.000]  hurt next time they punch somebody or attack somebody.
[02:44:44.000 --> 02:44:46.000]  And this needs to be investigated.
[02:44:46.000 --> 02:44:51.000]  Them attacking a free speech rally and doing the things they did and on their Facebook
[02:44:51.000 --> 02:44:55.000]  talking about attacking police, which goes over the line of free speech.
[02:44:55.000 --> 02:44:56.000]  Okay.
[02:44:56.000 --> 02:44:59.000]  So if I did that, the police would be here and they should be.
[02:44:59.000 --> 02:45:01.000]  I want something done about them.
[02:45:01.000 --> 02:45:02.000]  I'm sick of this crap.
[02:45:02.000 --> 02:45:04.000]  You, we had sick of it.
[02:45:04.000 --> 02:45:06.000]  I want the APD to do their job right now.
[02:45:06.000 --> 02:45:09.000]  We have people come here saying you were threatening people just because people are posting comments
[02:45:09.000 --> 02:45:12.000]  on your website about, about, with cops.
[02:45:12.000 --> 02:45:15.000]  They're on their website saying, I'm going to go back to Paul Watson saying that I'm
[02:45:15.000 --> 02:45:17.000]  threatening him to come to their, their hovels.
[02:45:17.000 --> 02:45:23.000]  And then they're, they're posting other people's houses that I don't live there.
[02:45:23.000 --> 02:45:28.000]  And fine, go to those houses, go harass these poor guys named Alex Jones.
[02:45:28.000 --> 02:45:33.000]  There's 10 of them, three of them have gotten visits, not since this, but other people.
[02:45:33.000 --> 02:45:35.000]  A lot of visits, crazy fans, you name it.
[02:45:35.000 --> 02:45:39.000]  The truth is, is that I don't even live in a house under my name.
[02:45:39.000 --> 02:45:42.000]  So you morons going to Alex Jones's houses, you're not getting there.
[02:45:42.000 --> 02:45:45.000]  Plus, if you get there, it's a gate, dogs and gun.
[02:45:45.000 --> 02:45:49.000]  Ain't nothing going to happen except, except you might, if you threaten my family,
[02:45:49.000 --> 02:45:51.000]  you're going to be pushing up daisies.
[02:45:51.000 --> 02:45:52.000]  And that's not a threat.
[02:45:52.000 --> 02:45:53.000]  It's a fact.
[02:45:53.000 --> 02:45:55.000]  I've got my rights.
[02:45:55.000 --> 02:45:59.000]  So again, that's the bottom line here is that no, we're not threatening you.
[02:45:59.000 --> 02:46:01.000]  No, we're not coming to your house.
[02:46:01.000 --> 02:46:02.000]  Everything they say is a lie.
[02:46:02.000 --> 02:46:03.000]  We're not communists.
[02:46:03.000 --> 02:46:04.000]  They're communists.
[02:46:04.000 --> 02:46:05.000]  I'm threatening to come to their house and hurt them.
[02:46:05.000 --> 02:46:06.000]  No, I haven't.
[02:46:06.000 --> 02:46:07.000]  And then they do it to us.
[02:46:07.000 --> 02:46:08.000]  It's just sick.
[02:46:08.000 --> 02:46:12.000]  I mean, and do these morons really, this shows what they're so dumb.
[02:46:12.000 --> 02:46:17.000]  You think I'm scared of you when I take on the entire New World Order?
[02:46:17.000 --> 02:46:22.000]  I mean, do you have any idea the people that listen to this show and support it inside the system?
[02:46:22.000 --> 02:46:25.000]  If you did, you'd be scared right now.
[02:46:25.000 --> 02:46:26.000]  Okay.
[02:46:26.000 --> 02:46:27.000]  Not a me.
[02:46:27.000 --> 02:46:29.000]  I don't have to do anything or say anything.
[02:46:29.000 --> 02:46:30.000]  Okay.
[02:46:30.000 --> 02:46:33.000]  You have no idea who you're jacking with, punks.
[02:46:33.000 --> 02:46:34.000]  Excuse me.
[02:46:34.000 --> 02:46:36.000]  I want to bring Paul Watson on.
[02:46:36.000 --> 02:46:41.000]  Paul Watson shifting back into just the war on free speech by the so-called left.
[02:46:41.000 --> 02:46:44.000]  How do we stop calling them the left?
[02:46:44.000 --> 02:46:48.000]  How do we, because they're not liberals like Thomas Jefferson.
[02:46:48.000 --> 02:46:54.000]  They are snake cult, wing of doom, wing of death.
[02:46:54.000 --> 02:46:57.000]  I mean, what do you call people that say, I want to kill my baby.
[02:46:57.000 --> 02:46:59.000]  I love Satan.
[02:46:59.000 --> 02:47:04.000]  Well, they're vicious authoritarians and they don't believe in equality.
[02:47:04.000 --> 02:47:05.000]  This is the core of it.
[02:47:05.000 --> 02:47:07.000]  Leftists don't believe in equality.
[02:47:07.000 --> 02:47:09.000]  It's this oppression Olympics.
[02:47:09.000 --> 02:47:15.000]  They believe in this hierarchy of victimhood where truth is ascertained by degrees of gender
[02:47:15.000 --> 02:47:16.000]  and skin color.
[02:47:16.000 --> 02:47:19.000]  And as you said earlier, it's all coming out of the universities.
[02:47:19.000 --> 02:47:23.000]  What you saw yesterday during that protest isn't happening in a vacuum.
[02:47:23.000 --> 02:47:28.000]  You know, every single week on Twitter, these social justice warriors attacked me.
[02:47:28.000 --> 02:47:33.000]  In fact, I was in Cosmopolitan Time Magazine and Marie Claire for simply making a tweet
[02:47:33.000 --> 02:47:35.000]  about how to spot a feminist.
[02:47:35.000 --> 02:47:39.000]  And then I was bombarded by all these death threats.
[02:47:39.000 --> 02:47:45.000]  They threatened to put me in a gulag in front of a firing squad and execute me with a guillotine
[02:47:45.000 --> 02:47:49.000]  behind me simply for making these tweets about radical feminism.
[02:47:49.000 --> 02:47:52.000]  So do a story on that because I saw those.
[02:47:52.000 --> 02:47:55.000]  Some of these are prominent feminists calling for your murder.
[02:47:55.000 --> 02:48:00.000]  Again, why is the left allowed to call for killing people over and over again?
[02:48:00.000 --> 02:48:02.000]  They're crazed and aggressive and violent.
[02:48:02.000 --> 02:48:04.000]  But we're the extremists.
[02:48:04.000 --> 02:48:05.000]  These are actually...
[02:48:05.000 --> 02:48:06.000]  Stop being aggressive.
[02:48:06.000 --> 02:48:08.000]  We've got a story in the UK at the moment, for example.
[02:48:08.000 --> 02:48:15.000]  A diversity officer at a major university, she banned white men from attending a diversity event.
[02:48:15.000 --> 02:48:17.000]  She still remains in the position.
[02:48:17.000 --> 02:48:22.000]  Then it came out that she had tweeted under the hashtag, kill all white men.
[02:48:22.000 --> 02:48:26.000]  And they all support her and the university has refused to fire her.
[02:48:26.000 --> 02:48:29.000]  Well, that's like the diversity head of Sweden joining ISIS.
[02:48:29.000 --> 02:48:31.000]  But let's expand on that, Paul.
[02:48:31.000 --> 02:48:36.000]  US Army soldiers wear red high heels and march in public now.
[02:48:36.000 --> 02:48:37.000]  Yeah.
[02:48:37.000 --> 02:48:44.000]  I mean, in Sweden, politicians there are talking about bringing back jihadists who have fought with ISIS
[02:48:44.000 --> 02:48:49.000]  and giving them jobs and counseling at taxpayer expense,
[02:48:49.000 --> 02:48:52.000]  which, you know, the Swedish troops don't even get.
[02:48:52.000 --> 02:48:56.000]  So it's again, extreme liberalism is a mental disorder.
[02:48:56.000 --> 02:49:00.000]  And in places like Sweden, they've literally got, you know, rapes off the charts.
[02:49:00.000 --> 02:49:07.000]  They've got entire Muslim, no go area ghettos where fire crews, ambulances get attacked.
[02:49:07.000 --> 02:49:13.000]  But now they're talking about giving them jobs and counseling and making the taxpayer pay for it for ISIS terrorists.
[02:49:13.000 --> 02:49:15.000]  And that's liberal.
[02:49:15.000 --> 02:49:18.000]  What it is, is these are deviants at the end of the day.
[02:49:18.000 --> 02:49:19.000]  That's why they're like, I'm an anarchist.
[02:49:19.000 --> 02:49:20.000]  I'm a Satanist.
[02:49:20.000 --> 02:49:21.000]  I love killing my kids.
[02:49:21.000 --> 02:49:23.000]  I love, you know, my armpit hair.
[02:49:23.000 --> 02:49:26.000]  I love, you know, I don't use mayonnaise.
[02:49:26.000 --> 02:49:27.000]  I spread poop on my bread.
[02:49:27.000 --> 02:49:30.000]  I mean, that's basically who these people are.
[02:49:30.000 --> 02:49:34.000]  Is there like a bad cat that like urinates on the furniture?
[02:49:34.000 --> 02:49:41.000]  I mean, they're just screwed up people that could only survive in this rich, decadent society that they want to destroy.
[02:49:41.000 --> 02:49:46.000]  I mean, these people wouldn't survive 10 minutes in the jungle in a barbarous fight.
[02:49:46.000 --> 02:49:49.000]  I mean, these people are a joke because there's no one to get free stuff from.
[02:49:49.000 --> 02:49:50.000]  They'd be looking around.
[02:49:50.000 --> 02:49:52.000]  Where's the free food?
[02:49:52.000 --> 02:49:55.000]  Are the fish not coming out of the stream to jump into my plate?
[02:49:55.000 --> 02:49:56.000]  No, it's not how it works.
[02:49:56.000 --> 02:49:57.000]  You got to actually catch the fish.
[02:49:57.000 --> 02:49:59.000]  And we did some research on some of these people.
[02:49:59.000 --> 02:50:01.000]  They're failed artists is what it is.
[02:50:01.000 --> 02:50:03.000]  They're just disgruntled artists.
[02:50:03.000 --> 02:50:08.000]  They're, oh, the system's so bad because they just kill everybody and shoot police.
[02:50:08.000 --> 02:50:10.000]  That'll fix it.
[02:50:10.000 --> 02:50:19.000]  And that's their answer to police brutality is to usher in a totalitarian regime that's responsible for the deaths of tens of millions of people.
[02:50:19.000 --> 02:50:24.000]  Imagine if these idiots who can't even tie their shoelaces tried to go kill a bunch of cops.
[02:50:24.000 --> 02:50:25.000]  What happened to them?
[02:50:25.000 --> 02:50:27.000]  They go attack a bunch of trained killers.
[02:50:27.000 --> 02:50:30.000]  It just shows how stupid they are.
[02:50:30.000 --> 02:50:32.000]  I mean, look what happened to those bikers up in Waco.
[02:50:32.000 --> 02:50:36.000]  They didn't last very long up when they were getting shot at by the cops.
[02:50:36.000 --> 02:50:38.000]  Well, that way more and more that is looking like a setup.
[02:50:38.000 --> 02:50:39.000]  Like maybe one guy pulled a gun out.
[02:50:39.000 --> 02:50:41.000]  They want to start a war on the biker groups.
[02:50:41.000 --> 02:50:46.000]  And I mean, I don't like some of the outlaw motorcycle clubs, but there is a war against anything American.
[02:50:46.000 --> 02:50:48.000]  And they leave all the Mexican drug cartels alone.
[02:50:48.000 --> 02:50:52.000]  They're coming after the biker gangs because a lot of times they're actually patriotic.
[02:50:52.000 --> 02:50:54.000]  Putting the commies run free.
[02:50:54.000 --> 02:50:55.000]  That's Joe Bezos looking into that.
[02:50:55.000 --> 02:50:56.000]  We'll be right back with Paul Watson.
[02:50:56.000 --> 02:51:25.000]  I'm Alex Johnson.
[02:51:26.000 --> 02:51:52.000]  We'll be right back.
[02:51:52.000 --> 02:52:18.000]  We'll be right back.
[02:52:18.000 --> 02:52:44.000]  We'll be right back.
[02:52:44.000 --> 02:53:10.000]  We'll be right back.
[02:53:10.000 --> 02:53:36.000]  We'll be right back.
[02:53:36.000 --> 02:53:58.000]  We'll be right back.
[02:54:06.000 --> 02:54:33.000]  We'll be right back.
[02:54:33.000 --> 02:54:59.000]  We'll be right back.
[02:54:59.000 --> 02:55:25.000]  We'll be right back.
[02:55:25.000 --> 02:55:51.000]  We'll be right back.
[02:55:51.000 --> 02:56:17.000]  We'll be right back.
[02:56:17.000 --> 02:56:44.000]  We'll be right back.
[02:56:44.000 --> 02:57:06.000]  We'll be right back.
[02:57:06.000 --> 02:57:32.000]  We'll be right back.
[02:57:32.000 --> 02:57:58.000]  We'll be right back.
[02:57:58.000 --> 02:58:24.000]  We'll be right back.
[02:58:24.000 --> 02:58:48.000]  We'll be right back.
[02:58:48.000 --> 02:59:14.000]  We'll be right back.
[02:59:14.000 --> 02:59:40.000]  We'll be right back.
[02:59:40.000 --> 03:00:06.000]  We'll be right back.
[03:00:06.000 --> 03:00:28.000]  We'll be right back.
[03:00:28.000 --> 03:00:54.000]  We'll be right back.
[03:00:54.000 --> 03:01:20.000]  We'll be right back.
[03:01:20.000 --> 03:01:46.000]  We'll be right back.
[03:01:46.000 --> 03:02:08.000]  We'll be right back.
[03:02:08.000 --> 03:02:36.000]  We'll be right back.
[03:02:36.000 --> 03:02:58.000]  We'll be right back.
[03:02:58.000 --> 03:03:20.000]  We'll be right back.
[03:03:20.000 --> 03:03:46.000]  We'll be right back.
[03:03:46.000 --> 03:04:14.000]  We'll be right back.
[03:04:14.000 --> 03:04:40.000]  We'll be right back.
[03:04:40.000 --> 03:05:06.000]  We'll be right back.
[03:05:06.000 --> 03:05:32.000]  We'll be right back.
[03:05:32.000 --> 03:05:58.000]  We'll be right back.
[03:05:58.000 --> 03:06:24.000]  We'll be right back.
[03:06:24.000 --> 03:06:50.000]  We'll be right back.
[03:06:50.000 --> 03:07:16.000]  We'll be right back.
[03:07:16.000 --> 03:07:42.000]  We'll be right back.
[03:07:42.000 --> 03:08:10.000]  We'll be right back.
[03:08:10.000 --> 03:08:18.000]  We'll be right back.
[03:08:18.000 --> 03:08:21.000]  We're back live going to the bottom of the hour.
[03:08:21.000 --> 03:08:26.000]  Now with former Staff Sergeant Joe Biggs and Studio back from Cleveland waiting for that verdict.
[03:08:26.000 --> 03:08:31.000]  We've got Rob Duce still writing shot done with us as well.
[03:08:31.000 --> 03:08:41.000]  The headline conspiracy theories are causing militants to abandon ISIS that's the official ISIS Al Qaeda magazine they've put you in some of their videos and full wars and others.
[03:08:41.000 --> 03:08:45.000]  We've told folks even before that happened that they've been sending threats over here.
[03:08:45.000 --> 03:08:48.000]  The law enforcement is aware of that.
[03:08:48.000 --> 03:08:50.000]  Before we were aware of it.
[03:08:50.000 --> 03:09:02.000]  These are real threats again Al Qaeda is now being disbanded.
[03:09:02.000 --> 03:09:10.000]  ISIS now is a giant 300,000 person armed group recruiting out of the entire world but mainly Saudi Arabia.
[03:09:10.000 --> 03:09:21.000]  They're trying to take over Syria the military found out about it wouldn't be part of backing them.
[03:09:21.000 --> 03:09:27.000]  That wasn't enough so they've been air supplying them because the troops will not land and give them the weapons.
[03:09:27.000 --> 03:09:31.000]  So they tell the troops will drop on this grid and it's really ISIS.
[03:09:31.000 --> 03:09:34.000]  So then our own military tells the Iraqi president what's happening.
[03:09:34.000 --> 03:09:36.000]  He goes public.
[03:09:36.000 --> 03:09:41.000]  He goes to the media.
[03:09:41.000 --> 03:09:43.000]  The told us it had been a lot and things were fake.
[03:09:43.000 --> 03:09:44.000]  Now it's coming out.
[03:09:44.000 --> 03:09:46.000]  I'm not bragging it's scary actually.
[03:09:46.000 --> 03:09:50.000]  We explained how this is all fake with ISIS with people like Steve Pachanin, Conkernal, Schaefer and I mean real sources.
[03:09:50.000 --> 03:09:52.000]  Real sources.
[03:09:52.000 --> 03:09:55.000]  So now they are hopping mad at us right now.
[03:09:55.000 --> 03:09:58.000]  Conspiracy theorists are causing militants to abandon ISIS.
[03:09:58.000 --> 03:10:01.000]  And they've specifically attacked info wars.
[03:10:01.000 --> 03:10:06.000]  Now you've got a group of veterans building army raising funds to put down the rabid dogs of ISIS.
[03:10:06.000 --> 03:10:11.000]  And Joe was saying he wants to go join them as a video embed and also kill some of them.
[03:10:11.000 --> 03:10:13.000]  I'd be fine with that.
[03:10:13.000 --> 03:10:15.000]  You know Al Qaeda people are scum.
[03:10:15.000 --> 03:10:16.000]  They're a real terror group.
[03:10:16.000 --> 03:10:19.000]  The problem is you got to expose its globalist run.
[03:10:19.000 --> 03:10:25.000]  That's what will make their people quit and leave because the bots at the grassroots don't know up the chain.
[03:10:25.000 --> 03:10:28.000]  They're basically run by a hydra or a specter type group.
[03:10:28.000 --> 03:10:32.000]  And it isn't that the criminals in government imitate specter hydra.
[03:10:32.000 --> 03:10:35.000]  Fleming wrote the James Bond stuff.
[03:10:35.000 --> 03:10:37.000]  He was MI6 high level spy chief.
[03:10:37.000 --> 03:10:39.000]  That's how it works.
[03:10:39.000 --> 03:10:41.000]  There is a global hydra.
[03:10:41.000 --> 03:10:46.000]  In fact that's even the intelligence people I've had on and people that have written books about it.
[03:10:46.000 --> 03:10:48.000]  People like Colonel Craig Roberts.
[03:10:48.000 --> 03:10:55.000]  You know he wrote a whole book on the octopus project and called it a hydra.
[03:10:55.000 --> 03:10:57.000]  That's what it is.
[03:10:57.000 --> 03:10:59.000]  So you go see a Captain America.
[03:10:59.000 --> 03:11:00.000]  They call it hydra.
[03:11:00.000 --> 03:11:01.000]  You go see a James Bond movie.
[03:11:01.000 --> 03:11:02.000]  They call it specter.
[03:11:02.000 --> 03:11:04.000]  That's what Bilderberg group is.
[03:11:04.000 --> 03:11:09.000]  That's why they said it didn't exist at first and then we went and forced them to admit it exists.
[03:11:09.000 --> 03:11:12.000]  Now they say it's no big deal that have a security company.
[03:11:12.000 --> 03:11:16.000]  Do's going to be there covering it with Paul Watson and others called Cobra.
[03:11:16.000 --> 03:11:18.000]  You cannot make this up.
[03:11:18.000 --> 03:11:21.000]  Cobra's headquarters actually is in a castle.
[03:11:21.000 --> 03:11:23.000]  I mean it gets so weird.
[03:11:23.000 --> 03:11:24.000]  I'm getting some pictures of it.
[03:11:24.000 --> 03:11:25.000]  I'm going to be doing a report on that.
[03:11:25.000 --> 03:11:27.000]  Cobra.
[03:11:27.000 --> 03:11:30.000]  In 1973 they moved their headquarters to such and such castle.
[03:11:30.000 --> 03:11:31.000]  I'm like what?
[03:11:31.000 --> 03:11:32.000]  Hail Cobra.
[03:11:32.000 --> 03:11:34.000]  You cannot make this stuff up.
[03:11:34.000 --> 03:11:40.000]  A security force called Cobra based in a castle is going to be protecting the biggest conglomerate.
[03:11:40.000 --> 03:11:42.000]  Because where do you think these authors get all this?
[03:11:42.000 --> 03:11:44.000]  They're imitating real life.
[03:11:44.000 --> 03:11:45.000]  It's not the other way around.
[03:11:45.000 --> 03:11:46.000]  Exactly.
[03:11:46.000 --> 03:11:47.000]  I've been ranting.
[03:11:47.000 --> 03:11:51.000]  Biggs give us your take on first off these troops say they want to go in.
[03:11:51.000 --> 03:11:57.000]  Will they be allowed to go in with an imbeb with Iraqi forces?
[03:11:57.000 --> 03:12:05.000]  And then what do you make of Al Qaeda, a.k.a. ISIS, Islamic State upset that we're waking up the idiots they're trying to recruit?
[03:12:05.000 --> 03:12:08.000]  Well I think they'll go in kind of like these contractor groups.
[03:12:08.000 --> 03:12:14.000]  Like the Blackwaters, the XC's, all these different groups out there and operate that way.
[03:12:14.000 --> 03:12:18.000]  They'll go in, they can get a group of people and just go over and fight.
[03:12:18.000 --> 03:12:19.000]  I mean it's the same thing.
[03:12:19.000 --> 03:12:20.000]  That's what a contracting group is.
[03:12:20.000 --> 03:12:21.000]  I don't see how it would be any different.
[03:12:21.000 --> 03:12:25.000]  So I'm sure they'll get a lot of people who are trained, who are willing to go over there and do it.
[03:12:25.000 --> 03:12:31.000]  And I just think it would be interesting to film that and try to get it out live to actually expose a lot of the stuff that goes on.
[03:12:31.000 --> 03:12:36.000]  Because a lot of the stuff that happens in combat, when it's filmed in these wars, by the time it gets back to the states,
[03:12:36.000 --> 03:12:40.000]  it's been cut and edited by the army, whoever, and you kind of only see bits and pieces of what's going on.
[03:12:40.000 --> 03:12:44.000]  So you're going to reach out to this group and say if they deploy, you want to go?
[03:12:44.000 --> 03:12:45.000]  Yeah.
[03:12:45.000 --> 03:12:50.000]  What will really be interesting is when they're finding dead fighters, ISIS fighters, looking at their guns,
[03:12:50.000 --> 03:12:53.000]  looking at the stuff they're using and seeing where everyone's just made in the USA.
[03:12:53.000 --> 03:12:55.000]  Well you said you want to go further though, Joe.
[03:12:55.000 --> 03:12:56.000]  You said you want to...
[03:12:56.000 --> 03:12:58.000]  Oh yeah, I'll take them out.
[03:12:58.000 --> 03:13:01.000]  I mean they're sending me tweets saying that I'm the face of evil.
[03:13:01.000 --> 03:13:04.000]  So I kind of feel like it's my duty now to, you know, let them see that face.
[03:13:04.000 --> 03:13:05.000]  Here's the problem, Joe.
[03:13:05.000 --> 03:13:10.000]  Now that you're political, they may try to pat Tillman you if we send you over there and it'd be friendly fire or something.
[03:13:10.000 --> 03:13:11.000]  Hmm?
[03:13:11.000 --> 03:13:12.000]  It's always a possibility.
[03:13:12.000 --> 03:13:14.000]  I can get hit by a bus.
[03:13:14.000 --> 03:13:15.000]  I mean, watch out.
[03:13:15.000 --> 03:13:16.000]  I mean, you're a good guy.
[03:13:16.000 --> 03:13:18.000]  I'll send your ass over there again, but I don't really want to do that.
[03:13:18.000 --> 03:13:24.000]  I mean, I mean, I just got a chance at walking outside right now and getting hit by a car or struck by lightning.
[03:13:24.000 --> 03:13:26.000]  I might as well go out there and fight these guys.
[03:13:26.000 --> 03:13:29.000]  And you're not going to make him take shots before he goes out there, either.
[03:13:29.000 --> 03:13:30.000]  No.
[03:13:30.000 --> 03:13:31.000]  No.
[03:13:31.000 --> 03:13:32.000]  No vaccines.
[03:13:32.000 --> 03:13:33.000]  No vaccines.
[03:13:33.000 --> 03:13:34.000]  I don't know, Joe.
[03:13:34.000 --> 03:13:35.000]  I'm just sending you off to potential death.
[03:13:35.000 --> 03:13:41.000]  I think it'll be a lot more dangerous going to fight ISIS than it will be driving your car, but I get it.
[03:13:41.000 --> 03:13:49.000]  But I mean, what do you make of them openly upset that quote conspiracy theorists and they name us and some of their videos are hurting their recruitment?
[03:13:49.000 --> 03:13:50.000]  It was funny though, too, though.
[03:13:50.000 --> 03:13:58.000]  I was watching a Fox report where they said they released some of the books that Bin Laden had at the compound and it was bloodlines of the Illuminati and a bunch of books like that.
[03:13:58.000 --> 03:13:59.000]  Well, we published that.
[03:13:59.000 --> 03:14:00.000]  Yeah.
[03:14:00.000 --> 03:14:02.000]  Those are the books that he had with him there.
[03:14:02.000 --> 03:14:04.000]  And then you have this going on.
[03:14:04.000 --> 03:14:05.000]  I mean, it's just funny.
[03:14:05.000 --> 03:14:07.000]  By the way, let's get Fritz Springmeier on.
[03:14:07.000 --> 03:14:09.000]  I forgot to tell Nico to do that.
[03:14:09.000 --> 03:14:10.000]  He's booked for next Thursday.
[03:14:10.000 --> 03:14:12.000]  He's already booked for next Thursday.
[03:14:12.000 --> 03:14:13.000]  There you go.
[03:14:13.000 --> 03:14:14.000]  Great minds.
[03:14:14.000 --> 03:14:15.000]  Think alike.
[03:14:15.000 --> 03:14:17.000]  He's on Obama's reading list.
[03:14:17.000 --> 03:14:19.000]  I almost said Obama, but that's so weird.
[03:14:19.000 --> 03:14:22.000]  It's on his body doubles reading list.
[03:14:22.000 --> 03:14:24.000]  Nevertheless, it's interesting.
[03:14:24.000 --> 03:14:27.000]  Let's shift gears into this Reuters article.
[03:14:27.000 --> 03:14:28.000]  He told me this.
[03:14:28.000 --> 03:14:31.000]  I believed it, but I double-taked.
[03:14:31.000 --> 03:14:35.000]  The state police are saying, don't ride your motorcycles basically anywhere in the state.
