[00:00.000 --> 00:11.000]  There is a lot of controversy around this network about Alex Jones, for example.
[3:03:52.720 --> 3:03:57.800]  you and we'll have like a China expert on like Moser and you for an hour
[3:03:57.800 --> 3:04:00.760]  commercial-free and you can tell us about us what your name and number right
[3:04:00.760 --> 3:04:04.200]  now let's do that don't don't hang up Jerome now you we ought to get Paul
[3:04:04.200 --> 3:04:09.800]  Watson on boy he'll get really mad if I talk about it so I'm not gonna talk
[3:04:09.800 --> 3:04:18.800]  about I can say a little bit a little bit should I tell it's a it's incredible
[3:04:18.800 --> 3:04:23.920]  Paul married a nice Chinese lady I met her four or five times over in London
[3:04:23.920 --> 3:04:29.920]  in here and she's nice young lady in college and then the family over in
[3:04:29.920 --> 3:04:33.840]  China he went over there pretty far away but was longer started telling us what
[3:04:33.840 --> 3:04:40.920]  to do and it turned out a little bit child, of course we all told go to hell
[3:04:40.920 --> 3:04:44.560]  and Paul ain't married to her no more so we've been through a lot here just to
[3:04:44.560 --> 3:04:48.480]  fight the shotgun arms and that's some other stuff too that's why they can get
[3:04:48.480 --> 3:04:52.640]  ready to get knocked up side the head politically like that
[3:04:53.440 --> 3:04:57.400]  whether you're looking to boost the benefits of our official oil formula or
[3:04:57.400 --> 3:05:02.080]  just want an alternative in four words light has the formula for you ultimate
[3:05:02.080 --> 3:05:06.640]  krill oil is a powerhouse formula that takes advantages of the EPA DHA and
[3:05:06.640 --> 3:05:10.360]  omega-3 is found in our high quality ultra pure krill oil concentrate
[3:05:10.360 --> 3:05:15.360]  containing powerful antioxidants such as at the xanthan and omega-3 ultimate
[3:05:15.360 --> 3:05:18.680]  krill oil can help you experience the benefits of fish oil with less required
[3:05:18.680 --> 3:05:24.320]  DHA and EPA this incredible formula can help your body in many ways including
[3:05:24.320 --> 3:05:28.320]  supporting heart health joint health and cognitive health aiding and regulating
[3:05:28.320 --> 3:05:32.760]  fat metabolism helping to maintain cognitive function and more and while
[3:05:32.760 --> 3:05:36.720]  other krill oil formulas may chemically modify their formulas we're giving you
[3:05:36.720 --> 3:05:40.640]  the benefits of a simple formula that contains unmodified high quality krill
[3:05:40.640 --> 3:05:45.200]  oil concentrate paired with our ultimate fish oil or use separately it's time to
[3:05:45.200 --> 3:05:49.160]  see what krill oil can do for you with ultimate krill oil now available at
[3:05:49.160 --> 3:05:59.160]  infowarstore.com
[3:05:59.160 --> 3:06:27.160]  live from Austin Texas broadcasting worldwide it's alex jones
[3:06:27.160 --> 3:06:30.760]  all right we're gonna ramp through some more your amazing phone calls and then
[3:06:30.760 --> 3:06:34.440]  Gerald Salente one of the top trends forecasters the world a good friend of
[3:06:34.440 --> 3:06:38.200]  mine is taking the helm but I promise you it's your call so he is waiting in the
[3:06:38.200 --> 3:06:47.440]  wings loaded like the Death Star okay there he is right there there he is
[3:06:47.440 --> 3:06:54.080]  but again let's quickly go to your calls chase the patriot and well see and
[3:06:54.080 --> 3:06:58.240]  alex and paul and dj and ander and everybody else go ahead chase the
[3:06:58.240 --> 3:07:04.200]  patriot alex thanks for taking my call thank you for so much what you do the
[3:07:04.200 --> 3:07:07.520]  whole crew and I just want to let you know first off you know I have been
[3:07:07.520 --> 3:07:11.800]  doing it since your reporter challenge my youtube page now broke over a thousand
[3:07:11.800 --> 3:07:15.240]  subscribers I've been doing it every day still and I just want to thank you so
[3:07:15.240 --> 3:07:19.880]  tell us your youtube page my friend it's chase the patriot the same name all one
[3:07:19.880 --> 3:07:25.280]  would have done well yeah I've put in a few times I just had a whole four hour
[3:07:25.280 --> 3:07:30.600]  marathon live broadcast yesterday it was all about how watch my show instead of
[3:07:30.600 --> 3:07:35.640]  watching the NFL and I just tried to do anything and everything you do a great
[3:07:35.640 --> 3:07:39.120]  job and and you know whether your video gets a thousand views or ten thousand
[3:07:39.120 --> 3:07:42.480]  views or a hundred thousand some of your bigger videos or 150 like a small one
[3:07:42.480 --> 3:07:45.720]  you're fighting back and of course you know they shadow band you that's why
[3:07:45.720 --> 3:07:49.640]  everybody should promote everybody else that's how we do it and ram it down their
[3:07:49.640 --> 3:07:55.480]  throat oh definitely my biggest is only 26,000 but I'm still small potatoes but
[3:07:55.480 --> 3:08:01.240]  hey on the topic today I really only 26,000 people I mean Julius Caesar it is
[3:08:01.240 --> 3:08:06.800]  heights never spoke to have any people that's amazing one video thank you very
[3:08:06.800 --> 3:08:10.520]  much sir it's all you know I've been trying to do my best but but on today's
[3:08:10.520 --> 3:08:14.760]  topic I'm really worried and concerned about both President Trump and Mike
[3:08:14.760 --> 3:08:19.760]  Pence because now that we have Nancy Pelosi third on the list you know most of
[3:08:19.760 --> 3:08:24.760]  America has a short-term memory when it comes to political history we've had
[3:08:24.760 --> 3:08:30.920]  presidential assassination they had dramatic changes to political spectrum
[3:08:30.920 --> 3:08:35.920]  so Abraham Lincoln completely changed reconstruction and McKinley I hear what
[3:08:35.920 --> 3:08:39.000]  you're saying I don't think Mike Pence and President Trump should probably ever
[3:08:39.000 --> 3:08:43.120]  be in a room alone because I agree the deep state might set off a nuke to get
[3:08:43.120 --> 3:08:45.760]  rid of him that's a really good point the Democrats have said they want to kill
[3:08:45.760 --> 3:08:49.120]  Trump and Pence already tried to kill all the members of the conservative
[3:08:49.120 --> 3:08:52.840]  caucus at that baseball game attack look at Rand Paul you're right I'm really
[3:08:52.840 --> 3:08:56.080]  worried about the president because he's winning America's winning and the
[3:08:56.080 --> 3:09:00.200]  Democrats and their chai-com buddies are really upset but Alex here's the
[3:09:00.200 --> 3:09:04.280]  here's the alarming part you've been alluding to it as well Kennedy was the
[3:09:04.280 --> 3:09:07.480]  last one to get assassinated and one of the biggest things of course was going
[3:09:07.480 --> 3:09:11.040]  after the Federal Reserve he had the executive order ready to be signed and
[3:09:11.040 --> 3:09:14.760]  put in the action the same thing now we hear kind of the same rhetoric out of
[3:09:14.760 --> 3:09:18.440]  President Trump and he's trying to go after the Federal Reserve and it's just
[3:09:18.440 --> 3:09:22.040]  one of those things we all need to be a worried about you're right the last time
[3:09:22.040 --> 3:09:25.600]  a president tried to take control the Federal Reserve he got his head blown
[3:09:25.600 --> 3:09:29.680]  off and Trump just fired the head of the World Bank which is basically the same
[3:09:29.680 --> 3:09:33.520]  thing it's the same it's like a double-headed Hydra thank you I'm sure
[3:09:33.520 --> 3:09:36.880]  Gerald Salente will have something to say about that oh yeah he's got something
[3:09:36.880 --> 3:09:41.160]  to say I can see him over here like a wild bull in the in the pen ready to be
[3:09:41.160 --> 3:09:46.320]  released the titan we're gonna release the kraken gates go up when he comes in
[3:09:46.320 --> 3:09:51.760]  live okay thank you chase good points who's been holding the longest now here
[3:09:51.760 --> 3:09:58.040]  any mini-mini moe Nick in Michigan you're on the air thanks for holding
[3:09:58.040 --> 3:10:02.040]  hello Alex thanks for taking my phone call the second time we've ever been
[3:10:02.040 --> 3:10:05.520]  able to speak over the line this one to say thank you and thank you to the crew
[3:10:05.520 --> 3:10:10.680]  thank you if it was if it was life.com if I could plug a few products out big on
[3:10:10.680 --> 3:10:15.680]  the survival shield we have the super blue 4x3 toothpaste ultimate fish oil I
[3:10:15.680 --> 3:10:19.120]  just ordered a few more months supply of that we wouldn't be here for you man
[3:10:19.120 --> 3:10:23.480]  you're really pissing Soros off thank you so much Nick you know I'm just calling
[3:10:23.480 --> 3:10:28.080]  to voice my support for Trump but I think that they've the Democrats or the
[3:10:28.080 --> 3:10:31.920]  elites have kind of forced his hand on this and this is the only way he can go
[3:10:31.920 --> 3:10:37.560]  about it as you've said and if we can just support him in this and end the
[3:10:37.560 --> 3:10:41.440]  border controversy before the next election so that it's not a talking
[3:10:41.440 --> 3:10:45.960]  point for them you know just to go against him that's kind of how I'm
[3:10:45.960 --> 3:10:49.800]  feeling about it and if I could comment about our geoengineering a comment about
[3:10:49.800 --> 3:10:53.480]  that after oh yeah I love how the media says it doesn't exist and then it's all
[3:10:53.480 --> 3:10:59.400]  over CFR Smithsonian AP oh Russia China the EU control their weather with
[3:10:59.400 --> 3:11:04.200]  antennas and jet spring stuff and of course they're doing this so yes we're
[3:11:04.200 --> 3:11:08.520]  talking about real stuff but but notice the critics still say we're crazy if we
[3:11:08.520 --> 3:11:12.240]  talk about it because they want to ridicule Americans trying to have a
[3:11:12.240 --> 3:11:16.640]  debate about something where there's been an international treaty since 1978
[3:11:16.640 --> 3:11:22.000]  banning it yep and I think that as you can see in the media all these talking
[3:11:22.000 --> 3:11:25.520]  points that they put out about you operation mockingbird all they can do is
[3:11:25.520 --> 3:11:29.360]  try to discredit you at this point Alex they can't they can't say what they can
[3:11:29.360 --> 3:11:32.920]  point out that what you're saying is wrong because the evidence you know is
[3:11:32.920 --> 3:11:36.360]  there to show that it's not well you know it's funny you say mockingbird
[3:11:36.360 --> 3:11:39.800]  mockingbird was what Frank Church discovered was an older name of a 50s
[3:11:39.800 --> 3:11:44.160]  and 60s CIA program to put out a story and have it regurgitated you can see it
[3:11:44.160 --> 3:11:49.440]  everywhere we're saying and it's in it is literally Obama funded university
[3:11:49.440 --> 3:11:55.440]  people to be in the CIA and set them up to destroy me two and a half years ago
[3:11:55.440 --> 3:11:59.760]  and it's admitted they have hearings saying this and I literally have these
[3:11:59.760 --> 3:12:03.520]  people I'm not complaining but like you think of a CIA like James Bond these are
[3:12:03.520 --> 3:12:08.800]  all like methhead pedophiles and people I mean I am so honored to have the
[3:12:08.800 --> 3:12:13.680]  average leftist CIA officer is literally a pedophile that that Boinkers
[3:12:13.680 --> 3:12:17.480]  little kids every I mean I'm not kidding so I am so honored to have the
[3:12:17.480 --> 3:12:22.800]  pedophiles hating me good whatever annihilate me I mean I am not part of
[3:12:22.800 --> 3:12:27.040]  your sick Freco cult so just get it through your head you will be defeated
[3:12:27.040 --> 3:12:31.360]  you will be crushed end of story but yes you're right operation mockingbirds
[3:12:31.360 --> 3:12:35.040]  alive and well but they're not wanted but mockingbirds not talking through a
[3:12:35.040 --> 3:12:40.240]  powerful corporate press anymore they're talking through basically a blown out
[3:12:40.240 --> 3:12:47.120]  burnout discredited husk I about the geoengineering I do some work for geo
[3:12:47.120 --> 3:12:54.360]  engineer I did not hang up on that caller he dropped his line maybe that guy was
[3:12:54.360 --> 3:12:58.240]  building suspense call back Paul even though Salente's here to host I'll go
[3:12:58.240 --> 3:13:02.240]  on the war room and let you you know get back on I did not hang up on you okay
[3:13:02.240 --> 3:13:05.080]  we're going to break a mental they've taken over and I can't go who's up next
[3:13:05.080 --> 3:13:09.560]  here national emergency let's talk to Andrew in Florida Andrew you're on the
[3:13:09.560 --> 3:13:17.600]  air Alex hey Alex before I start kids okay if I just say something brother
[3:13:17.600 --> 3:13:20.480]  we're not spreading your calls long as your phone sounds good you're on here
[3:13:20.480 --> 3:13:25.560]  all right cool listen I just want first want to say that you've been a big
[3:13:25.560 --> 3:13:30.800]  inspiration for me for a long time and just like chase the Patriot I started
[3:13:30.800 --> 3:13:35.320]  my own YouTube channel as well I just started off about last week I love you
[3:13:35.320 --> 3:13:41.880]  tell me the name battle for freedom 1776 and I do it because of you Alex if it
[3:13:41.880 --> 3:13:47.080]  wasn't for you I wouldn't been awake right now you walked me up back in 2011
[3:13:47.080 --> 3:13:51.440]  and I just want to thank you because I would have been a government loving
[3:13:51.440 --> 3:13:56.320]  zombie if it wasn't for you or info wars well thank you you know I'm not a
[3:13:56.320 --> 3:14:00.520]  Bible thumper the Christianity is not those churches but I can feel good and
[3:14:00.520 --> 3:14:04.200]  evil in which way my soul is gonna go the energy resonates the universe towards
[3:14:04.200 --> 3:14:09.320]  evil or good and I just feel good loving God and telling the truth so don't
[3:14:09.320 --> 3:14:13.400]  thank me this is where I want to be wild horses couldn't drag me away I want to
[3:14:13.400 --> 3:14:17.240]  thank you without you we wouldn't be here and I'm not just saying that do you
[3:14:17.240 --> 3:14:22.000]  get it Andrew you are the resistance man you are better than me or just as good
[3:14:22.000 --> 3:14:25.960]  as I am in some ways you're better some ways you're worse brother you're it man
[3:14:25.960 --> 3:14:29.960]  you're the catch me out you're the sword you're the freaking guts of the whole
[3:14:29.960 --> 3:14:37.360]  operation but anyway I just want to get to my out point now I think we put the
[3:14:37.360 --> 3:14:41.560]  international emergency I think this is our last attempt to save America because
[3:14:41.560 --> 3:14:46.280]  if you think about it we're pretty much the last stronghold of this world and I
[3:14:46.280 --> 3:14:50.480]  know deep down the globalist you know they want us to make you know to make
[3:14:50.480 --> 3:14:56.600]  us like like what's going on in in Europe and England and Germany and to
[3:14:56.600 --> 3:15:00.400]  bring radical Islam because you know right now they're they're attacking
[3:15:00.400 --> 3:15:04.840]  Christianity like at full force if you think about it oh this is the globalist
[3:15:04.840 --> 3:15:10.160]  assault you're right I mean think about it they're making them the
[3:15:10.160 --> 3:15:15.320]  sexualizing little kids now they're taking God out they took out a god out
[3:15:15.320 --> 3:15:20.240]  of school back in the 60s I mean this is I mean this is our last attempt because
[3:15:20.240 --> 3:15:25.400]  if Trump doesn't succeed forget about 2020 what we're just gonna minus well
[3:15:25.400 --> 3:15:30.560]  have a Democrat in the White House again no you're right the stakes are so
[3:15:30.560 --> 3:15:33.480]  epic I'm gonna introduce you're also straight ahead you're absolutely right
[3:15:33.480 --> 3:15:37.360]  we'll be a right back Joe Salante trans forecaster straight ahead I'm Alex
[3:15:37.360 --> 3:15:41.360]  Jones war room coming up in about 45 minutes info wars.com forward slash show
[3:15:41.360 --> 3:15:46.400]  and without you on email Twitter Facebook text messages is the best way to do
[3:15:46.400 --> 3:15:51.520]  it tell folks to tune in without you were dead meat
[3:15:51.520 --> 3:15:57.640]  pain in my neck back and shoulders has really gotten worse relief for body
[3:15:57.640 --> 3:16:01.800]  pain is here with sunny Bay heating pads well the last thing I want is to take
[3:16:01.800 --> 3:16:05.400]  another pill so what's so good about sunny Bay heating pads sunny Bay heating
[3:16:05.400 --> 3:16:10.240]  pads made by biomed DB designed right here in the USA come in all sizes our
[3:16:10.240 --> 3:16:14.760]  extra large microwavable heating pad for back pain is designed to be large
[3:16:14.760 --> 3:16:18.760]  enough to cover your entire back it's also perfect to wrap around your legs
[3:16:18.760 --> 3:16:22.680]  knees or shoulder and neck but I need to know their good quality of course
[3:16:22.680 --> 3:16:27.000]  sunny Bay heating pads and pillows are often an Amazon choice and it's easy
[3:16:27.000 --> 3:16:30.440]  and most affordable when you purchase your sunny Bay heating pads right from
[3:16:30.440 --> 3:16:38.200]  our website sunshine pillows.com or call us 253-678-1361 hey a sunny Bay
[3:16:38.200 --> 3:16:43.120]  heating pad would make a great gift right yes and they started just 1999 and
[3:16:43.120 --> 3:16:49.920]  free shipping is available so call 253-678-1361 or shop for your sunny Bay
[3:16:49.920 --> 3:16:55.560]  heating pad at sunshine pillows.com hunters anglers campers and survivalists
[3:16:55.560 --> 3:17:00.040]  get back to nature expand your horizons with the highest quality most versatile
[3:17:00.040 --> 3:17:04.520]  unique sling shots and sling bows on the market at sling bow.com sling bow
[3:17:04.520 --> 3:17:09.000]  products are compact and models start from just 1798 they're perfect for your
[3:17:09.000 --> 3:17:12.960]  bug out bag or storing in your vehicle give yourself and your loved ones the
[3:17:12.960 --> 3:17:17.800]  excitement and tradition of sling bow a new frontier in archery and truly modern
[3:17:17.800 --> 3:17:22.480]  twist on this primitive survival tool feel the thrill only at sling bow.com
[3:17:22.480 --> 3:17:27.720]  and Wolf Hill ammo.com we love shotguns we are for the best specialty shotgun
[3:17:27.720 --> 3:17:31.160]  ammo on the market including our defensive combo packs for home and
[3:17:31.160 --> 3:17:35.280]  retreat our last lethal combo is good for animal control the four-legged kind
[3:17:35.280 --> 3:17:39.040]  and two-legged when lethal force is necessary reach for our stop them drop
[3:17:39.040 --> 3:17:42.800]  them or our home defense combos these five round packs include different
[3:17:42.800 --> 3:17:46.840]  heavy hitters to protect your loved ones visit wolfhill ammo.com to see our
[3:17:46.840 --> 3:17:50.920]  great prices on these combo packs and other specialty shotgun ammo rounds
[3:17:50.920 --> 3:17:57.200]  wolfhill ammo.com the globalists know that if they suppress the good halogen
[3:17:57.200 --> 3:18:00.960]  and pump the environment full of the bad halogens fluoride chlorine bromide you
[3:18:00.960 --> 3:18:06.560]  name it that it lowers IQ it literally dumps the population down and on our
[3:18:06.560 --> 3:18:10.640]  quest to bring our listeners and viewers the best idea in the world we've gone
[3:18:10.640 --> 3:18:15.760]  through two permutations first seaweed based iodine that was pretty good but
[3:18:15.760 --> 3:18:19.520]  hard to source and the globalist tried to block us getting a supply of it so we
[3:18:19.520 --> 3:18:24.120]  discovered deep earth crystals a pure nascent iodine and brought you X2 that's
[3:18:24.120 --> 3:18:27.920]  been incredible now due to the establishment trying to block that we
[3:18:27.920 --> 3:18:32.400]  did more research and secured more of the deep earth crystals of nascent iodine
[3:18:32.400 --> 3:18:37.120]  but chemist scientists and others showed us the research that by combining it
[3:18:37.120 --> 3:18:42.640]  with three other compounds two forms of iodine and vitamin C it super charges it
[3:18:42.640 --> 3:18:47.800]  and makes it even more bio available ladies and gentlemen you want to
[3:18:47.800 --> 3:18:52.480]  research it you want to see it it's an incredible discovery x3 now available at
[3:18:52.480 --> 3:18:56.680]  m4slife.com we've taken thousands of years of known research and put it
[3:18:56.680 --> 3:19:01.120]  together with our own four years of seeking and testing to find the very
[3:19:01.120 --> 3:19:04.760]  best systems that God gave us your mother nature to detoxify the body that's
[3:19:04.760 --> 3:19:09.920]  why I'm introducing z-shield toxic metal and chemical defense support it's made
[3:19:09.920 --> 3:19:14.840]  in the USA it's filled with known compounds from nature that are absolutely
[3:19:14.840 --> 3:19:18.200]  associated with detoxifying the body and it supports the info war it is a
[3:19:18.200 --> 3:19:22.880]  classical 360 win this is the formula that I personally have been taking for
[3:19:22.880 --> 3:19:27.000]  over a year and now we believe we have come as close to perfection when it
[3:19:27.000 --> 3:19:30.680]  comes to a detoxifier as you can possibly get you want to yourself you
[3:19:30.680 --> 3:19:34.280]  want to your family and you owe it to the future of this country in the world
[3:19:34.280 --> 3:19:39.120]  that Patriots stay as healthy and as clean and as focused as you can be
[3:19:39.120 --> 3:19:43.840]  because we need you the remnant of America to reignite those brush fires the
[3:19:43.840 --> 3:19:46.880]  next level and to be healthy and as focused as you can be thanks to your
[3:19:46.880 --> 3:19:50.320]  support and your prayers together we're changing the world now it's time to
[3:19:50.320 --> 3:19:55.280]  change our bodies with z-shield and m4slife.com
[3:19:55.280 --> 3:20:04.280]  you're listening to the Alex Jones show
[3:20:25.280 --> 3:20:31.280]  you may be the heavyweight champion all right taken over is Gerald Salente my
[3:20:31.280 --> 3:20:35.600]  good friend and he's up there in Kingston New York doing a kick butt job
[3:20:35.600 --> 3:20:39.880]  trendsresearch.com on Twitter for now Gerald Salente.com
[3:20:39.880 --> 3:20:43.560]  Ali Alexander got reinstated a Marxist said I'm coming to your house to kill you
[3:20:43.560 --> 3:20:47.280]  he said well I'll get the ambulance ready Twitter deleted him now you made a
[3:20:47.280 --> 3:20:50.120]  big deal about it they backed off so it shows they're getting the pressure from
[3:20:50.120 --> 3:20:53.440]  Congress but it's just crazy Gerald you're taking over I appreciate you let me
[3:20:53.440 --> 3:20:58.240]  jump in for a couple segments here but what do you got coming up today but I
[3:20:58.240 --> 3:21:01.520]  wanted it I don't know your view on this yet Trump's talking about taking over the
[3:21:01.520 --> 3:21:05.600]  Federal Reserve declaring a national emergency to circumvent Obama's
[3:21:05.600 --> 3:21:09.000]  emergencies the head of the World Bank who we know was giving all these hundreds
[3:21:09.000 --> 3:21:14.280]  of billions of China but not to US for development wow looks to look to me like
[3:21:14.280 --> 3:21:17.560]  Trump's taking the gloves off I don't know your view on this yet so don't
[3:21:17.560 --> 3:21:20.600]  that respond to me I'm gonna punch out but want to hear what you had to say and
[3:21:20.600 --> 3:21:24.400]  thanks for co-hosting well thank you and thank you for all that you do and all
[3:21:24.400 --> 3:21:29.800]  the people at info wars to put truth out there in a time of junk news not even
[3:21:29.800 --> 3:21:36.680]  fake news dumb down news on the economy and the Fed you know we had called this
[3:21:36.680 --> 3:21:45.760]  past September September 19th 2018 to be exact an economic 9-11 that was two
[3:21:45.760 --> 3:21:53.160]  days before the S&P 500 peaked among the reasons the primary reason was the
[3:21:53.160 --> 3:21:59.400]  Federal Reserve Chairman Jerome Powell had announced just prior to that that
[3:21:59.400 --> 3:22:03.200]  they were going to raise interest rates not only this past December which they
[3:22:03.200 --> 3:22:12.800]  did but possibly three to four times in 2019 that changed and we heard him come
[3:22:12.800 --> 3:22:20.640]  out last Friday and this is what he said this is from the Fed share quote
[3:22:20.640 --> 3:22:27.800]  we're listening sensitively which isn't great language to the messages markets
[3:22:27.800 --> 3:22:36.560]  are sending if we ever came to the conclusion that any aspect of our plans
[3:22:36.560 --> 3:22:44.080]  would cause problems we wouldn't hesitate to change it Trump just stopped
[3:22:44.080 --> 3:22:53.320]  the first strike of the economic 9-11 Trump Trump power and we've been saying
[3:22:53.320 --> 3:22:59.840]  this for months that the president in fact does have a lot of power over the
[3:22:59.840 --> 3:23:05.480]  Federal Reserve Chairman now remember this statement that Powell made last
[3:23:05.480 --> 3:23:16.640]  Friday came following the news of outstanding job numbers over 300,000
[3:23:16.640 --> 3:23:26.880]  jobs created this is the best year of job creation for a decade wages went up
[3:23:26.880 --> 3:23:36.120]  go back to last February when news not as good as that came out Powell came out
[3:23:36.120 --> 3:23:40.360]  and said they were going to raise wages and that was the beginning of the end
[3:23:40.360 --> 3:23:49.440]  of the Trump rally all of a sudden with some of the best numbers in new
[3:23:49.440 --> 3:23:56.560]  employment to be seen they backtrack and now they're not going to raise
[3:23:56.560 --> 3:24:06.080]  rates the Fed futures are betting not only will there no be no rate raises
[3:24:06.080 --> 3:24:13.840]  this year they may also be rate declines we're not saying good or bad right or
[3:24:13.840 --> 3:24:18.760]  wrong we're just saying what is because the only thing that you stuff the
[3:24:18.760 --> 3:24:31.520]  equity markets following the panic of 08 was some $26 trillion worth of monetary
[3:24:31.520 --> 3:24:35.120]  methadone I'm gonna get out of here but let me just state this then and see if
[3:24:35.120 --> 3:24:38.880]  I'm right from your view we don't love the bubble we don't love the system they
[3:24:38.880 --> 3:24:42.120]  created but they build it up for the big banks to get all the money none of it
[3:24:42.120 --> 3:24:45.480]  goes to people Trump comes in divert some of the public he gets it's a bubble
[3:24:45.480 --> 3:24:49.480]  he's like get jobs back stabilize things politically before this goes down we
[3:24:49.480 --> 3:24:53.400]  get ready for this crisis he tries to stabilize it and the Federal Reserve
[3:24:53.400 --> 3:24:56.800]  comes in and goes no we're gonna reversal the policy we have for Obama
[3:24:56.800 --> 3:25:01.960]  Krugman said you'll never hit 3% now you're at 4.5 we're popping the bubble
[3:25:01.960 --> 3:25:07.440]  and then trying to blame Trump pop it fine don't blame Trump and now he's
[3:25:07.440 --> 3:25:10.880]  going after the head of the World Bank the Federal Reserve is hanging by a
[3:25:10.880 --> 3:25:14.760]  thread he's moving is going to declare a national emergency tomorrow which other
[3:25:14.760 --> 3:25:18.960]  presidents do they don't make a big deal about it so I actually positively see
[3:25:18.960 --> 3:25:23.160]  them witnessing Trump trying to make a real recovery with the with the screwed
[3:25:23.160 --> 3:25:26.720]  up things he had because he's damn he did damn if he didn't and they are
[3:25:26.720 --> 3:25:31.440]  literally trying to block that because they didn't want nationalism Americana a
[3:25:31.440 --> 3:25:36.600]  better trade deal you know basically being being being validated is that
[3:25:36.600 --> 3:25:40.680]  accurate is that wrong Gerald well I don't know why they're doing it but what
[3:25:40.680 --> 3:25:45.640]  they're doing is bringing down the global economy because again you look at
[3:25:45.640 --> 3:25:51.320]  negative interest rates in Japan they're just hate no I agree everybody else gets
[3:25:51.320 --> 3:25:55.080]  free money but us that's what I'm saying so clearly enough I'm saying what I'm
[3:25:55.080 --> 3:26:00.000]  saying though Alex is that when you're looking at what's going on globally it's
[3:26:00.000 --> 3:26:05.000]  a global slowdown so you have negative rates in Japan you have negative rates
[3:26:05.000 --> 3:26:11.160]  over in in Europe and now we're hearing from China they're lowering their
[3:26:11.160 --> 3:26:15.600]  reserve current their reserve ratios for banks to loan more money they're going
[3:26:15.600 --> 3:26:19.640]  to be sure and the IMF the World Bank the Federal Reserve say give everybody
[3:26:19.640 --> 3:26:23.000]  else free free money but us exactly that's what Gerald you get it that's
[3:26:23.000 --> 3:26:28.720]  what I'm saying everybody gets zero but us that's exactly so that's what I'm
[3:26:28.720 --> 3:26:34.080]  saying the way we said that would bring down the economy would be rate rising
[3:26:34.080 --> 3:26:39.840]  interest rates stop all this baloney if everybody's bs-ing about tariffs and
[3:26:39.840 --> 3:26:45.800]  trade wars every damn day tariffs and trade wars if they could add up to two
[3:26:45.800 --> 3:26:51.520]  they would know that all of Trump's tariffs on China next year if they're
[3:26:51.520 --> 3:26:59.400]  fully implemented will only account for bringing down the Chinese GDP 0.7
[3:26:59.400 --> 3:27:06.000]  percent nothing all it has to do is with the Federal Reserve raising money
[3:27:06.000 --> 3:27:11.640]  raising interest rates the country can't take it so what I'm saying is I'm
[3:27:11.640 --> 3:27:21.320]  saying to you Alex Trump just trumped Powell Powell bent Powell bent over he
[3:27:21.320 --> 3:27:27.440]  came out with a statement on Friday that only a little boy a courageous little
[3:27:27.440 --> 3:27:33.520]  guy with an attitude would say in the language that he said to say listen
[3:27:33.520 --> 3:27:41.120]  everybody I'm full of crap everything I told you in September I'm just full of
[3:27:41.120 --> 3:27:46.640]  baloney I didn't mean a word of it because I bend down to pressure and
[3:27:46.640 --> 3:27:52.520]  that's the way you get to be the head of the any of these organizations you've
[3:27:52.520 --> 3:27:59.000]  got to be a suck up a bow down and take it up Gerald give me your real takes I
[3:27:59.000 --> 3:28:02.480]  respect you at the end of the day Trump's got a messed up situation he
[3:28:02.480 --> 3:28:05.480]  sees everybody else getting free money but us he doesn't even like it but he
[3:28:05.480 --> 3:28:09.960]  says fine at least we're going downhill give us a little a little a little a
[3:28:09.960 --> 3:28:14.360]  lethal injection here a little bit of hospice opium we're about to die I
[3:28:14.360 --> 3:28:17.960]  mean I mean I think that what Trump's saying is stop giving us a one-sided
[3:28:17.960 --> 3:28:23.480]  deal exactly I must I'm saying I need some in favor against it or not I'm
[3:28:23.480 --> 3:28:28.960]  saying if you want to do this understand the implications because take a look at
[3:28:28.960 --> 3:28:34.160]  the housing numbers take a look at new mortgage applications holy hell you're
[3:28:34.160 --> 3:28:37.800]  on I'm not just saying this you are on fire and your analysis of this is the
[3:28:37.800 --> 3:28:41.640]  most accurate of my own mind that I can't even articulate Gerald Salente is in
[3:28:41.640 --> 3:28:46.920]  fuego he's gonna break this down but he's right Trump just broke the Federal
[3:28:46.920 --> 3:28:52.560]  Reserve he just fired the head of the World Bank this is incredible
[3:28:52.560 --> 3:28:57.640]  pain in my neck back and shoulders has really gotten worse relief for body
[3:28:57.640 --> 3:29:01.640]  pain is here with Sunny Bay heating pads well the last thing I want is to
[3:29:01.640 --> 3:29:05.040]  take another pill so what's so good about Sunny Bay heating pads Sunny Bay
[3:29:05.040 --> 3:29:09.880]  heating pads made by Biomed DB designed right here in the USA come in all sizes
[3:29:09.880 --> 3:29:14.760]  our extra large microwavable heating pad for back pain is designed to be large
[3:29:14.760 --> 3:29:18.720]  enough to cover your entire back it's also perfect to wrap around your legs
[3:29:18.720 --> 3:29:23.160]  knees or shoulder and neck but I need to know their good quality of course Sunny
[3:29:23.160 --> 3:29:27.520]  Bay heating pads and pillows are often an Amazon choice and it's easy and most
[3:29:27.520 --> 3:29:30.480]  affordable when you purchase your Sunny Bay heating pads right from our
[3:29:30.480 --> 3:29:36.280]  website sunshine pillows calm or call us two five three six seven eight one three
[3:29:36.280 --> 3:29:40.960]  six one hey a sunny Bay heating pad would make a great gift right yes and
[3:29:40.960 --> 3:29:45.000]  they start at just nineteen ninety nine and free shipping is available so call
[3:29:45.000 --> 3:29:49.840]  two five three six seven eight one three six one or shop for your Sunny Bay
