[00:00.000 --> 00:05.000]  1884 is 1776.
[3:22:31.640 --> 3:22:37.600]  Now, Wesley Wilcox is not just the supervisor of the Marion County Board of Elections here
[3:22:37.600 --> 3:22:44.720]  in Florida. He's also the chairman of the state association of supervisors of election.
[3:22:44.720 --> 3:22:49.280]  And he has put forward an incredible memo in which he tells everybody to shut up and
[3:22:49.280 --> 3:22:56.280]  pipe down about the question of election integrity. No, but only a Republican, Wesley
[3:22:56.280 --> 3:23:03.200]  Wilcox actually says free speech is a threat to democracy. No, Mr. Wilcox, I think you
[3:23:03.200 --> 3:23:08.800]  have this exactly backwards. Free speech is what preserves democracy. And he's already
[3:23:08.800 --> 3:23:14.760]  gone so far as to say nobody's going to audit my elections and people need to stop talking
[3:23:14.760 --> 3:23:22.240]  about election integrity. I think this is a setup. You see, Marion County is in partially
[3:23:22.240 --> 3:23:27.920]  in the district that is in which my friend Laura Loomer is running for Congress. So what
[3:23:27.920 --> 3:23:33.000]  is it Mr. Wilcox has in mind? Let me point out that the last time Laura Loomer ran for
[3:23:33.000 --> 3:23:40.120]  Congress in a hopelessly blue district. She won on election day. She won in early voting
[3:23:40.120 --> 3:23:45.560]  and she was only swamped in the mail-in votes. No Republican has ever won in that district
[3:23:45.560 --> 3:23:49.240]  on election day. That's right. They're scared of her and they're all and this guy's a micro
[3:23:49.240 --> 3:23:53.200]  cousin. They're all over the country. Republicans and Democrats, but also Republicans saying
[3:23:53.200 --> 3:23:56.840]  don't question elections. That's something we have a right to do. That's something Democrats
[3:23:56.840 --> 3:24:02.960]  have always done. So again, this is outrageous. No, it really is. And I think it is a setup
[3:24:02.960 --> 3:24:08.960]  now. I think we can tell whether Mr. Wilcox is up to dirty business because they have
[3:24:08.960 --> 3:24:14.640]  upcoming municipal elections in Marion County. And I'm going to be monitoring those very,
[3:24:14.640 --> 3:24:18.720]  very closely. You know, people may not be aware of it, but there's a terrific group
[3:24:18.720 --> 3:24:24.160]  here in Florida, Defend Florida, that is working day and night to audit the last elections
[3:24:24.160 --> 3:24:29.200]  and turn up overwhelming evidence of fraud. If you're not following the Fed's report.
[3:24:29.200 --> 3:24:33.040]  So I think he protests so much. I mean, let's not look at elections. I'm not going to allow
[3:24:33.040 --> 3:24:37.800]  audits when that's by law. You do that. I mean, that's very suspicious.
[3:24:37.800 --> 3:24:42.400]  We have one million phantom voters in the state. One million people who are on the voting
[3:24:42.400 --> 3:24:48.720]  rolls who don't really exist. It's really incredible. And you can already see that you
[3:24:48.720 --> 3:24:55.360]  have Governor Ron DeSantis up in 2022. He is the number one enemy of the deep state.
[3:24:55.360 --> 3:25:00.440]  He is led on masks. He has led on censorship. He has led on election integrity.
[3:25:00.440 --> 3:25:03.720]  They want to discredit him. They want to use him as an example.
[3:25:03.720 --> 3:25:08.400]  Absolutely. They want to show what happens to governors who stand up to the deep state.
[3:25:08.400 --> 3:25:14.440]  Soros and his pals will drop $1 billion into Florida to try to take out Ron DeSantis. Now,
[3:25:14.440 --> 3:25:19.600]  look, his election integrity package is not perfect. His internet censorship package is
[3:25:19.600 --> 3:25:23.000]  not perfect. But when it comes to COVID-19-
[3:25:23.000 --> 3:25:27.600]  Better all get behind him 110%. It's like Senator Cruz isn't perfect. Was you rather
[3:25:27.600 --> 3:25:29.600]  a Beto or Rourke?
[3:25:29.600 --> 3:25:35.720]  Exactly. Exactly. So look, I'm 100% for Ron DeSantis. But let me stress. Defend Florida,
[3:25:35.720 --> 3:25:41.360]  which is a totally grassroots group here in Florida, is doing the hard work with volunteers
[3:25:41.360 --> 3:25:47.520]  in every county and they're uncovering extraordinary results. There are one million people on the
[3:25:47.520 --> 3:25:51.280]  Florida rolls today who literally do not exist.
[3:25:51.280 --> 3:25:55.080]  And by the way, that's the good thing that's coming out of you and Mike Lindell and all
[3:25:55.080 --> 3:26:00.040]  the listeners fighting hard is all over the country. We're finding the real evidence so
[3:26:00.040 --> 3:26:05.360]  we can hopefully ferret it out and stop it before the midterms. How do we save this country?
[3:26:05.360 --> 3:26:08.360]  How do we get more election integrity so they can't pull the scam?
[3:26:08.360 --> 3:26:12.920]  Well, first of all, let's let Mr. Wilcox know we're watching. You can call his office at
[3:26:12.920 --> 3:26:20.640]  352-620-3290 and respectfully, don't yell, don't call non-sweet and hang up. We don't
[3:26:20.640 --> 3:26:24.560]  do crap like that. Tell him your name and express your disappointment that he thinks
[3:26:24.560 --> 3:26:29.760]  these are his elections. These are not his elections. He says, no one's touching my vote.
[3:26:29.760 --> 3:26:33.960]  Tell everybody the county, tell everybody his name and then give out his number again.
[3:26:33.960 --> 3:26:39.760]  Yes. His name is Wesley Wilcox. He's the supervisor of the Marion County Board of Elections. But
[3:26:39.760 --> 3:26:45.400]  more importantly, he's the chairman of the statewide association of supervisors of elections.
[3:26:45.400 --> 3:26:53.440]  His number is 352-620-3290. Now, we don't like anonymous calls. We don't like yelling.
[3:26:53.440 --> 3:26:56.880]  We don't like insults. Don't call him and tell him he's a piece of crap. Call him and
[3:26:56.880 --> 3:27:01.480]  tell him you objected his public statements. These are not his elections. These are our
[3:27:01.480 --> 3:27:08.040]  elections and free speech does not damage democracy. Free speech is what preserves democracy.
[3:27:08.040 --> 3:27:12.560]  This guy is nominally a Republican, but Alex, I think he's getting his talking points from
[3:27:12.560 --> 3:27:16.840]  the Democratic National Committee. Well, sure. We know just like the governor of Georgia,
[3:27:16.840 --> 3:27:20.360]  they're these Republicans that know there's fraud, but if they play nice, they get left
[3:27:20.360 --> 3:27:26.000]  in power. Look, what I see here is an effort to defraud Laura Loomer in her next election.
[3:27:26.000 --> 3:27:30.800]  They are definitely afraid of this woman because she's got guts and because she's coming and
[3:27:30.800 --> 3:27:36.240]  they know it. She's going to knock off a rhino in the primaries coming up and part of her
[3:27:36.240 --> 3:27:40.120]  district is in this county. So he's trying to prepare us for the fact that there's going
[3:27:40.120 --> 3:27:44.600]  to be shenanigans just like there was in Palm Beach County, where I believe she was cheated
[3:27:44.600 --> 3:27:49.080]  out of a congressional seat in the last election. So I'm going to be watching these elections
[3:27:49.080 --> 3:27:53.960]  coming up in the municipal elections to see if he's monkeying with the results. And let
[3:27:53.960 --> 3:27:59.480]  me tell you, Mr. Wilcox, I have got a platoon of lawyers ready to bring you to court and
[3:27:59.480 --> 3:28:04.760]  the citizens of Marion County won't stand for shenanigans in the upcoming elections,
[3:28:04.760 --> 3:28:05.760]  not for a cent.
[3:28:05.760 --> 3:28:09.000]  And you brought lawyers in and decided some big elections before. Roger, another reason
[3:28:09.000 --> 3:28:12.960]  the Democrats hate you and I know you you may come up as for it, but you didn't know that
[3:28:12.960 --> 3:28:17.680]  George W would be just as bad as Al Gore, but you helped, you know, with that whole election.
[3:28:17.680 --> 3:28:20.720]  And so you're not playing games. And speaking of the devil, we're going to come back and
[3:28:20.720 --> 3:28:26.800]  talk about elections. Do you think Trump is going to be able to run and defeat that little
[3:28:26.800 --> 3:28:32.200]  devil Joe Biden we've got in there? But can Joe Biden even hang on and stay in there much
[3:28:32.200 --> 3:28:38.360]  longer? We'll get Roger Stone's take on all of this on the other side. And Roger, what's
[3:28:38.360 --> 3:28:44.120]  the best website for people to find everything in stone land? Stone cold truth dot com stone
[3:28:44.120 --> 3:28:49.960]  cold truth dot com tonight at nine o'clock. I'll be on Lindell TV to talk more about this.
[3:28:49.960 --> 3:28:53.440]  People need to know what's going on in Florida because it's absolutely stay there. Yes,
[3:28:53.440 --> 3:29:09.560]  the Florida's the battleground. You know, I want to explain something that is absolutely
[3:29:09.560 --> 3:29:15.440]  seed understanding our world. It's very, very simple, but the most people don't know the
[3:29:15.440 --> 3:29:21.840]  privately owned central banks of the world are artificially creating thousands of trillions
[3:29:21.840 --> 3:29:27.240]  of trillions. And in the past, they created thousands of trillions so that they could
[3:29:27.240 --> 3:29:31.560]  leverage that manipulate markets, but they never allowed that money to get into the general
[3:29:31.560 --> 3:29:36.120]  circulation or it would cause massive inflation. Now they've gone ahead and weaponized it and
[3:29:36.120 --> 3:29:41.840]  are flooding every sector of the world economy buying up everything not to have the companies
[3:29:41.840 --> 3:29:47.480]  operate, but to actually shut them down and force a collapse of civilization, making the
[3:29:47.480 --> 3:29:58.080]  companies they do find the only things left handed. The engineers at bio pros are very
[3:29:58.080 --> 3:30:04.680]  excited to announce a major expansion of new products into the retail consumer market.
[3:30:04.680 --> 3:30:08.640]  Since their rollout of their first product almost a year ago, they come out with four
[3:30:08.640 --> 3:30:18.720]  new products. Bio Drain Pro, Bio RV Pro, Bio Marine Pro and Bio Porta Pro for decades.
[3:30:18.720 --> 3:30:24.560]  Oil companies and other major chemical corporations have been using patented naturally occurring
[3:30:24.560 --> 3:30:31.200]  specially bred bacteria to eat oil spills and other toxic waste disasters. That's how
[3:30:31.200 --> 3:30:37.160]  powerful these naturally occurring microbes are. The bio pro system is light years better
[3:30:37.160 --> 3:30:42.640]  than traditional enzymes that only work once. These bacteria begin to breed and live in
[3:30:42.640 --> 3:30:48.080]  your septic tank and now it's available for the general public's use for the first time
[3:30:48.080 --> 3:30:55.360]  on the retail market exclusively available at the bio pros dot com.
[3:30:55.360 --> 3:31:00.920]  UN run contact tracers aren't coming. They're here all over the world from Australia to
[3:31:00.920 --> 3:31:04.960]  the United States from Canada to Germany. These tyrants are tracking everything you
[3:31:04.960 --> 3:31:09.440]  do everywhere you go and then coming to your house and threatening in some cases actually
[3:31:09.440 --> 3:31:14.680]  taking people away into the night to their facilities. And they're planning in the next
[3:31:14.680 --> 3:31:20.080]  year to expand their shield process where they come and take quote healthy people away
[3:31:20.080 --> 3:31:24.080]  and put them in facilities for their safety. This is nothing less than martial law and
[3:31:24.080 --> 3:31:28.440]  one big thing you can do to fight back is to get high quality Faraday cages, many of
[3:31:28.440 --> 3:31:32.600]  which are made here in America and are very compliant, meaning US government military
[3:31:32.600 --> 3:31:38.000]  grade at info or store dot com. We have the entire line of silent pocket ready to ship
[3:31:38.000 --> 3:31:43.320]  to you when you visit info or store dot com. Again, we have big backpacks. We have special
[3:31:43.320 --> 3:31:47.440]  dry bags. We've got them for cell phones. We've got them for laptops. We've got them
[3:31:47.440 --> 3:31:52.680]  for iPads. It's all there at info or store dot com. So protect your privacy today and
[3:31:52.680 --> 3:31:55.520]  support the info or at info or store dot com.
[3:31:55.520 --> 3:32:03.160]  You're listening to this message in the weekend of Friday, October 22 2021. This is your last
[3:32:03.160 --> 3:32:08.160]  chance to get some of our best selling amazing products at info or store dot com before they
[3:32:08.160 --> 3:32:14.920]  sell out like DNA force. Plus, it is the ultimate formula out there for strengthening your
[3:32:14.920 --> 3:32:19.920]  telomeres and the very engine of your cells. I mean, it's got a big dose of the highest
[3:32:19.920 --> 3:32:24.360]  quality PQQ and CoQ 10 and a bunch of other key ingredients that God gave us their nature
[3:32:24.360 --> 3:32:29.280]  that are simply amazing. It's 40% off. This product's been sold out for six, seven months
[3:32:29.280 --> 3:32:33.000]  because of supply chain breakdowns because we would not cut the quality of the ingredients.
[3:32:33.000 --> 3:32:36.640]  We could cut the quality all day and buy crap from China and never be sold out. We're not
[3:32:36.640 --> 3:32:43.040]  doing that. This is the highest rated. It's 40% off the sale ends on Monday, 40% off the
[3:32:43.040 --> 3:32:47.440]  DNA force plus and a limited supply of brain force ultra as well. It'll be sold out on
[3:32:47.440 --> 3:32:52.000]  Monday. It's 25% off. So support the info or we're getting great products at the same
[3:32:52.000 --> 3:33:00.600]  time. Thanks to all of your support info or store dot com. You're listening to the Alex
[3:33:00.600 --> 3:33:29.600]  Jones show. Well, Roger Stone has got the answers for us is Trump really planning to
[3:33:29.600 --> 3:33:35.080]  run in 2022 because you know, the elections of 2024, but how is he going to be involved
[3:33:35.080 --> 3:33:40.720]  engaged in the midterms? Because that's obviously already getting ready to run in 2023 to make
[3:33:40.720 --> 3:33:45.480]  his announcement or even earlier. And what do we do to make sure that we can get Trump
[3:33:45.480 --> 3:33:51.400]  to run? And what is what does Roger Stone thinks can end up happening with Joe Biden
[3:33:51.400 --> 3:33:58.080]  who we knew was a individual over his expiration date? But but the deterioration is so accelerated
[3:33:58.080 --> 3:34:03.280]  now that when Roger and I first three years ago, you know, said that the presumptive candidate
[3:34:03.280 --> 3:34:07.720]  had had another stroke and had cognitive problems. We were censored and attacked. But even by
[3:34:07.720 --> 3:34:15.040]  the campaign, it was completely evident. Now it's begun even a bad comedy. So those those
[3:34:15.040 --> 3:34:19.880]  issues are obviously intertwined, Roger. Yeah, Alex, you're absolutely right. Look, there's
[3:34:19.880 --> 3:34:24.720]  been a kind of an evolution in my thinking here. I'm a veteran of 11 national presidential
[3:34:24.720 --> 3:34:31.360]  campaigns. And previously, I did not think the president would run or that he should
[3:34:31.360 --> 3:34:35.960]  run. I've completely changed my view. I now recognize that he is without any question
[3:34:35.960 --> 3:34:40.880]  our strongest candidate. He's the only one who can keep the entire America first movement
[3:34:40.880 --> 3:34:47.000]  united. The left fears him even more than they fear Alex Jones or Roger Stone. They're not
[3:34:47.000 --> 3:34:52.080]  big fans of ours in case you didn't know that. By the way, this shirt, this T shirt triggers
[3:34:52.080 --> 3:34:57.120]  the left more than anything other than a Roger Stone, do nothing wrong, T shirt. I wear this
[3:34:57.120 --> 3:35:01.040]  to the supermarket, people go out of their minds, out of their minds. It just triggers
[3:35:01.040 --> 3:35:05.840]  the left. So if you don't have an info wars T shirt, go to the web sort and get one now.
[3:35:05.840 --> 3:35:09.240]  By the way, that's one of our best sellers forever. It's been on about six years. It's
[3:35:09.240 --> 3:35:14.880]  bright red on navy blue info wars.com and info wars.com on the shoulder in the back.
[3:35:14.880 --> 3:35:19.760]  And yeah, I think that's called the info wars in your face shirt. But definitely that will
[3:35:19.760 --> 3:35:24.880]  that will drive them crazy, Roger. Well, and if you want to get your Roger Stone did nothing
[3:35:24.880 --> 3:35:32.440]  wrong T shirt, go to rogerstonestore.com rogerstonestore.com and you can get it there or go to stone
[3:35:32.440 --> 3:35:37.640]  cold truth.com in the store there. But you need to have one of these because if the country
[3:35:37.640 --> 3:35:43.080]  goes to hell, you can sell it to the Smithsonian for a couple million bucks. Well, I mean,
[3:35:43.080 --> 3:35:47.280]  you know, we may get shut down, you may get shut down. I mean, we've been in this fight
[3:35:47.280 --> 3:35:51.720]  so long, you longer than I that we've kind of gotten friends with friends with our destruction.
[3:35:51.720 --> 3:35:55.840]  We've kind of become acquainted with it. But man, I mean, this is an authoritarian nightmare.
[3:35:55.840 --> 3:36:00.040]  You were talking during the break though about the election fraud and not knowing if Trump
[3:36:00.040 --> 3:36:06.040]  would run because of that. Yeah, I think this is a legitimate question that the former president
[3:36:06.040 --> 3:36:12.160]  current president has to face, which is how do we guarantee that he could run a letter
[3:36:12.160 --> 3:36:17.480]  perfect campaign, raise all the money he needs outwork outfox out campaign them as he did
[3:36:17.480 --> 3:36:25.760]  in 2016, have an incredible comeback as he did in 2022 2020 pardon me, and then get cheated
[3:36:25.760 --> 3:36:32.600]  out of it because we do not have a free, fair honest election and Florida is is ground zero.
[3:36:32.600 --> 3:36:38.720]  We cannot get to 270 electoral votes without Florida. That's why I love what defend Florida
[3:36:38.720 --> 3:36:43.440]  is doing. This is a great group grassroots group is going into the each county and auditing
[3:36:43.440 --> 3:36:49.000]  to find fraud. There are one million phantom voters in the state, one million people who
[3:36:49.000 --> 3:36:53.360]  don't exist. This is really simple. The state board of election pardon me, the state board
[3:36:53.360 --> 3:36:58.080]  of health, when somebody dies, that they should be automatically removed from the roles. They
[3:36:58.080 --> 3:37:04.560]  should not be left on the rolls. No, that's not fraud. That's not that's not Jim Crow.
[3:37:04.560 --> 3:37:10.400]  There's nothing racist about that. It's logical. But the left doesn't respect logic. They don't
[3:37:10.400 --> 3:37:15.320]  respect the Constitution, and they don't respect the law. So the president's got to face a
[3:37:15.320 --> 3:37:20.660]  legitimate question. What will be the measure here? It's pretty simple. 2020 will tell the
[3:37:20.660 --> 3:37:27.160]  story on 2024. If we don't have an honest election, if the Democrats overwhelmingly sweep the
[3:37:27.160 --> 3:37:34.120]  house in the Senate with gas prices going up higher than Hunter Biden, going up faster
[3:37:34.120 --> 3:37:40.280]  than the scale when Brian Stelter steps on it, which is what's happening when we're being
[3:37:40.280 --> 3:37:46.000]  humiliated around the globe. When we're being told that we're heading to another shutdown
[3:37:46.000 --> 3:37:52.120]  to destroy our economy, suddenly we have food shortages. We didn't have any food shortages
[3:37:52.120 --> 3:37:57.080]  when Donald Trump was president. Suddenly we have supply chain problems. Guess what?
[3:37:57.080 --> 3:38:01.520]  We didn't have any supply chain problems when Donald Trump was president. We had the most
[3:38:01.520 --> 3:38:07.400]  robust productive economy in American history, and they are dismantling it as quickly as
[3:38:07.400 --> 3:38:12.360]  they possibly can. So I think he has to run. I think he must run. I think he's the only
[3:38:12.360 --> 3:38:18.200]  person with the Cajones to take these people on frontally and beat them. But what if he
[3:38:18.200 --> 3:38:27.720]  beats them again, but we can't get an honest count? 2022 will tell us the story for 2024.
[3:38:27.720 --> 3:38:32.080]  Once you're around somewhere, there it is, one of my friends, Richard Reeves, saw that
[3:38:32.080 --> 3:38:37.160]  in Austin, Texas. Somebody stuck. I did that bumper sticker on the gas pump. So Info Wars
[3:38:37.160 --> 3:38:41.280]  is printing a bunch of those right now to put free in all of our orders. That's really
[3:38:41.280 --> 3:38:49.560]  smart, but at the same time it's scary. It's up to $5 plus a gallon for unleaded in California.
[3:38:49.560 --> 3:38:56.440]  It's up to four bucks in Texas. So again, with him having the lowest approval rating
[3:38:56.440 --> 3:39:01.080]  in modern history since World War II, since they started doing approval ratings, and even
[3:39:01.080 --> 3:39:06.240]  those are mainly Democratic voters, they pulls with probably higher. Where does this go?
[3:39:06.240 --> 3:39:09.920]  What happens to the Democratic Party? Because they're trying to brand this idea that all
[3:39:09.920 --> 3:39:14.400]  their opposition are terrorists and shocker moms at the PTA are terrorists. That doesn't
[3:39:14.400 --> 3:39:18.640]  seem to be going too well. I don't remember a political party in America that declared
[3:39:18.640 --> 3:39:22.680]  its opposition terrorist before. That doesn't seem to be a very good plan.
[3:39:22.680 --> 3:39:26.680]  Well, first of all, Richard Reeves is a great American. You won't remember this Alex, but
[3:39:26.680 --> 3:39:31.320]  I wouldn't even know you if he hadn't introduced us. And I pray for his good health every day.
[3:39:31.320 --> 3:39:35.080]  He's a patriot. You're absolutely right. The Democratic Party has declared war on the
[3:39:35.080 --> 3:39:39.320]  middle class. They've declared war on the American people. So if you're a parent and
[3:39:39.320 --> 3:39:44.720]  you're concerned about your kids reading hardcore pornography in the ninth grade or in that
[3:39:44.720 --> 3:39:49.920]  sixth grade, and you go to a school board meeting to object, well, they drag you out
[3:39:49.920 --> 3:39:53.580]  because you're a domestic terrorist. No, parents have a right to speak up for their
[3:39:53.580 --> 3:39:54.580]  children.
[3:39:54.580 --> 3:40:02.160]  Roger, I had never in my life at 47 seen an image of children having sex. And then in
[3:40:02.160 --> 3:40:06.280]  Austin at the library, we went and checked to see if they have these books. They're there.
[3:40:06.280 --> 3:40:10.240]  And I looked at it and I felt abused. This is what they're putting in seventh and eighth
[3:40:10.240 --> 3:40:15.400]  grade libraries is literal images of the adults screwing children.
[3:40:15.400 --> 3:40:21.000]  No, and look, a great piece by my friend, Jacob Engels at the Gateway Pundit today.
[3:40:21.000 --> 3:40:26.760]  He went to an Orange County school board meeting. He tried to read aloud the book that they
[3:40:26.760 --> 3:40:30.800]  actually have in the library for children and that police dragged him out. There were
[3:40:30.800 --> 3:40:35.560]  no children in the room. Everybody was an adult. So this filth that they're pushing,
[3:40:35.560 --> 3:40:38.440]  it's okay for the kids, but we don't want the adults to hear it.
[3:40:38.440 --> 3:40:42.080]  Oh, exactly. I can't put this on broadcast TV and one on a lot of stations and I understand
[3:40:42.080 --> 3:40:46.240]  I agree. Okay, it's an adult show, but we're not vulgar. We don't. But I mean, if we're
[3:40:46.240 --> 3:40:51.600]  showing it to sixth graders and seventh graders, then sorry, it should be on national TV. That
[3:40:51.600 --> 3:40:55.800]  would end it real quick, Roger. But oh, no, no, we show it to children only, not to adult
[3:40:55.800 --> 3:40:57.800]  audiences. I mean, that's incredible.
[3:40:57.800 --> 3:41:04.880]  Yeah, no, it's truly, truly sick. And you know what? I blame not the Democrats. I blame
[3:41:04.880 --> 3:41:10.680]  the factless, gutless, weak needs, spineless establishment Republicans. They're the ones
[3:41:10.680 --> 3:41:15.240]  who should be ashamed because they won't get on board for the American First Agenda. They
[3:41:15.240 --> 3:41:19.880]  won't stand up for honest elections. They want to go along with the fraud that, oh, no,
[3:41:19.880 --> 3:41:25.320]  there was no, there was no irregularities, no, no improprieties in the last election.
[3:41:25.320 --> 3:41:30.800]  You're crazy if you say that you're a conspiracy theorist. No, we're conspiracy realists. We
[3:41:30.800 --> 3:41:36.440]  go where the facts lead us. So the other day I said in a speech that inadvertently I said
[3:41:36.440 --> 3:41:42.320]  millions have been injured or damaged by the COVID-19 vaccinations. No, I wasn't wrong.
[3:41:42.320 --> 3:41:44.840]  I was just premature. That's all.
[3:41:44.840 --> 3:41:49.560]  Well, that's right. Well, I mean, actually, it's come out that hospitals are filled with
[3:41:49.560 --> 3:41:52.960]  people that took the shots. They go, they have these mystery illnesses where they can't
[3:41:52.960 --> 3:41:57.720]  breathe and it's like COVID, but they don't have COVID. It's called ADE, antibody dependent
[3:41:57.720 --> 3:41:58.720]  enhancement, Roger.
[3:41:58.720 --> 3:42:05.360]  No, it's exactly right. And even the CDC says their estimate of the number of the deaths
[3:42:05.360 --> 3:42:12.640]  is 1% of the national total. So if there are 20,000 deaths, you do the math. This is a
[3:42:12.640 --> 3:42:18.840]  fraud upon the American people. We know that there is no liability for those vaccinations,
[3:42:18.840 --> 3:42:22.760]  for those who made them. We know that there have been no clinical trials and we know that
[3:42:22.760 --> 3:42:29.040]  Tony Fauci lied under oath to Congress about it. So when are 29 FBI agents storming his
[3:42:29.040 --> 3:42:33.320]  home at six o'clock in the morning? That's my question and we can knock it out of the
[3:42:33.320 --> 3:42:37.200]  park on the other side. That's right, Roger. I've got a bunch of questions and a bunch
[3:42:37.200 --> 3:42:39.720]  of items I want to cover, but what do you want to hit next when we come back in a few
[3:42:39.720 --> 3:42:40.720]  minutes?
[3:42:40.720 --> 3:42:44.800]  Well, I think we have to touch on January 6th, the incredible work being done by Darren
[3:42:44.800 --> 3:42:49.800]  Bady at the Revolver and kudos to you, Alex, you and Tucker Carlson, who have the courage
[3:42:49.800 --> 3:42:53.840]  to put him on the air so he can tell the American people. Stay right there. That's exactly where
[3:42:53.840 --> 3:42:54.840]  I wanted to go.
[3:42:54.840 --> 3:43:02.720]  Alex Jones here on the morning of Friday, October 22nd, 2021 with a very important update
[3:43:02.720 --> 3:43:08.440]  for supporters of M4s. Several of our best selling products are back in stock limited
[3:43:08.440 --> 3:43:16.800]  supplies and are 40 to 50% off like DNA Force Plus. That is 40% off right now. And that
[3:43:16.800 --> 3:43:21.760]  sale is going to have to end on Monday. It helps your telomeres, it helps your various
[3:43:21.760 --> 3:43:26.520]  cells, engines, the mitochondria, it's got the PQQ, the CoQ10. It really is incredible.
[3:43:26.520 --> 3:43:32.600]  It's 40% off. Some of the best selling products are 50% off as well. And we got a very limited
[3:43:32.600 --> 3:43:37.640]  supply, very limited run in, because I told the manufacturer, whatever ingredients you
[3:43:37.640 --> 3:43:41.280]  can get whenever you have enough to make some, even if it's a smaller run, do it. If you
[3:43:41.280 --> 3:43:45.960]  got a very small run in of the product that's been sold out, and that is Rainforce Ultra,
[3:43:45.960 --> 3:43:50.520]  it's 25% off at M4store.com. That's going to end up selling out by Monday as well at
[3:43:50.520 --> 3:44:03.720]  current sales rates. So get great products to support the M4 at M4store.com.
[3:44:03.720 --> 3:44:08.160]  William in California, people are asleep and programmed controlled. I agree. How do
[3:44:08.160 --> 3:44:12.720]  you make the sleeper awaken, William? Hi, Alice. Thanks for taking my call. Can I plug
[3:44:12.720 --> 3:44:20.920]  the IELTS real quick? Yeah, go ahead. Hey, I'm in my 60s, and I did the work of 25, 30-year-olds,
[3:44:20.920 --> 3:44:22.840]  and I worked them into the ground, and you wanted to know why. And I've tested this,
[3:44:22.840 --> 3:44:28.080]  and I've taken your B12, and let me tell you, when I don't take it, I pay a price. I really
[3:44:28.080 --> 3:44:34.160]  do. I take that B12, and I'm electric, man. I can run 10 miles. I did some pretty heavy
[3:44:34.160 --> 3:44:40.080]  work with the highway department, and my friends will attest to the fact that, yeah, for a guy
[3:44:40.080 --> 3:44:46.280]  in his 60s, you know, pushing 70, and I know I'm not just blowing smoke here. The B12 saves
[3:44:46.280 --> 3:45:01.440]  my life. I am taping this update on the morning of Friday, October 22, 2021. Listeners who've
[3:45:01.440 --> 3:45:07.400]  already tried and really seen the powerful effects of Rainforest Ultra should be excited
[3:45:07.400 --> 3:45:12.000]  to know that we've got a limited supply of it in stock, but it'll be sold out at current
[3:45:12.000 --> 3:45:17.400]  sales rates by Monday morning. Despite that fact, we're still offering a major discount
[3:45:17.400 --> 3:45:22.520]  of 25% off. It is an amazing, new tropic. I went to one of the top labs in the country,
[3:45:22.520 --> 3:45:28.160]  and I said, I want very powerful, quick acting, extremely clean, new tropic that wears off
[3:45:28.160 --> 3:45:31.600]  quick because I want to be able to take it if I've got to work till 10 at night, take
[3:45:31.600 --> 3:45:37.640]  it at 7, and for it to wear off by 10. And that's exactly what they did with Rainforest
[3:45:37.640 --> 3:45:41.360]  Ultra. Now, we have other great products like Turboforce that last for 10 hours. It's a
[3:45:41.360 --> 3:45:44.760]  different formula. It's over the top powerful, so it's strong. I can't even take it. By the
[3:45:44.760 --> 3:45:49.480]  way, it's sold out right now. The Rainforest Ultra is really something special. It's 25%
[3:45:49.480 --> 3:45:53.840]  off. Limited supply. We'll sell out early next week in FullWarStore.com.
[3:45:53.840 --> 3:45:59.440]  We've all heard about the pastor and his famous statement from inside a concentration camp
[3:45:59.440 --> 3:46:03.800]  in World War II that when they came for one group, he wasn't part of that group, so he
[3:46:03.800 --> 3:46:07.200]  didn't stand up. And then when they came for another group, he wasn't part of that group,
[3:46:07.200 --> 3:46:12.120]  so he didn't stand up. And finally, when they came for him, there was nobody else to stand
[3:46:12.120 --> 3:46:15.760]  up. Well, the Global Social Credit Score that China is putting in, it's banning people
[3:46:15.760 --> 3:46:19.480]  to three hours of video games a week. And if you criticize the government, you can never
[3:46:19.480 --> 3:46:23.960]  buy or sell again. Well, that's that's being brought here and all over the world. The guys
[3:46:23.960 --> 3:46:29.440]  in COVID vaccine passports, they even admit it. Now there's going to be a carbon tax
[3:46:29.440 --> 3:46:32.960]  attached to it. They're going to track where you go and what you do and decide where you
[3:46:32.960 --> 3:46:37.080]  can go and what you can do. That's what the lockdowns are about. You'll accept that. You'll
[3:46:37.080 --> 3:46:42.000]  accept anything. So again, the left is having fun right now with all the censorship and
[3:46:42.000 --> 3:46:45.360]  tyranny pretending like they're part of the power structure, but they're all going to
[3:46:45.360 --> 3:46:48.920]  be targeted by this nightmare as well. We need to get back to basic human rights and
[3:46:48.920 --> 3:46:58.560]  promote them. Or all of us will be enslaved by this horrible technocracy run by the globalists.
[3:46:58.560 --> 3:47:04.840]  You're listening to the Alex Jones show.
[3:47:04.840 --> 3:47:18.760]  All right, folks, final segment of the Alex Jones show and then Owen Schroyer takes over
[3:47:18.760 --> 3:47:24.440]  with the war room. Owen's been arrested and charged with attacking and entering the capital.
[3:47:24.440 --> 3:47:28.840]  Something he didn't do. They're trying to get Roger and I arrested and I haven't got
[3:47:28.840 --> 3:47:33.920]  to this yet and I'm not going to dig too deep into it till I'm ready to talk about it, but
[3:47:33.920 --> 3:47:38.040]  there are articles like the one in the Rolling Stone that came out earlier this week that's
[3:47:38.040 --> 3:47:44.240]  very long. Exclusive January 6 protest organizers say they participated in dozens of planning
